Symbol,대림산업_시가(원),대림산업_종가(원),대림산업_거래량(주),대림산업_PER(IFRS-연결),대림산업_순매수수량(개인)(주),대림산업_순매수수량(기관계)(주),대림산업_순매수수량(외국인계)(주)
2008-07-28,97800.0,95600.0,155029.0,8.1,22572,17646,-40958
2008-07-29,92500.0,90900.0,265837.0,7.7,71362,-71817,-11371
2008-07-30,92800.0,92000.0,237478.0,7.79,-2911,-33183,20653
2008-07-31,92500.0,91700.0,217430.0,7.77,12849,-11534,11215
2008-08-01,90000.0,84300.0,438148.0,7.14,164154,-167351,18295
2008-08-04,83000.0,82600.0,298800.0,7.0,32276,-49541,21838
2008-08-05,82000.0,84000.0,274611.0,7.12,-48355,-32230,78387
2008-08-06,87500.0,88500.0,233153.0,7.5,-42156,12559,35319
2008-08-07,88900.0,86900.0,256932.0,7.36,-14295,-40176,55574
2008-08-08,85200.0,87900.0,128298.0,7.45,-7586,-26408,31593
2008-08-11,90800.0,90500.0,231660.0,7.67,-52501,10737,43616
2008-08-12,91400.0,90500.0,107103.0,7.67,-15945,1259,10316
2008-08-13,90500.0,90200.0,288723.0,7.64,7222,-7368,-656
2008-08-14,90200.0,91000.0,146142.0,7.71,4726,-8589,8345
2008-08-18,93100.0,93400.0,220124.0,7.91,-23697,32185,-8344
2008-08-19,92900.0,90600.0,159009.0,7.67,13682,3421,-24708
2008-08-20,89600.0,91700.0,239483.0,7.77,998,-25491,22787
2008-08-21,93200.0,87000.0,317974.0,7.37,-46577,-60366,109997
2008-08-22,88000.0,84200.0,391749.0,7.13,78592,-17935,-59814
2008-08-25,84600.0,83800.0,131675.0,7.1,-9027,20847,-11834
2008-08-26,82000.0,80200.0,221319.0,6.79,40901,-23864,-23538
2008-08-27,80000.0,76900.0,366081.0,6.51,73188,2678,-60020
2008-08-28,77700.0,71500.0,607678.0,6.06,198338,-37394,-151294
2008-08-29,72400.0,68100.0,509037.0,5.77,43509,18551,-63526
2008-09-01,67200.0,64700.0,459738.0,5.48,-60912,12331,73064
2008-09-02,65000.0,62500.0,662183.0,5.29,45568,47857,-107418
2008-09-03,61600.0,65500.0,941488.0,5.55,202992,26893,-224895
2008-09-04,65100.0,66500.0,743524.0,5.63,-59504,121183,-67441
2008-09-05,63900.0,63500.0,436502.0,5.38,117786,-21506,-89063
2008-09-08,65600.0,72000.0,829458.0,6.1,-51501,183738,-135150
2008-09-09,72000.0,73000.0,569839.0,6.18,-14686,95202,-94037
2008-09-10,71700.0,75500.0,686388.0,6.4,-90994,162724,-76656
2008-09-11,75300.0,74500.0,523209.0,6.31,30905,39809,-81730
2008-09-12,77200.0,78600.0,401937.0,6.66,-44505,39544,-8779
2008-09-16,68100.0,68400.0,642758.0,5.79,76433,49329,-158950
2008-09-17,71600.0,71100.0,585610.0,6.02,182996,-119969,-58321
2008-09-18,67900.0,70500.0,627705.0,5.97,27472,55124,-62983
2008-09-19,74100.0,75100.0,739971.0,6.36,-19210,21785,5820
2008-09-22,76400.0,76900.0,556262.0,6.51,-102184,71701,29350
2008-09-23,75800.0,78000.0,476888.0,6.61,43296,33558,-80634
2008-09-24,77800.0,79600.0,419923.0,6.74,-42683,36236,1258
2008-09-25,78900.0,79700.0,372468.0,6.75,-9029,-65416,70595
2008-09-26,79500.0,76800.0,377225.0,6.51,27838,-82484,59955
2008-09-29,79100.0,73300.0,443760.0,6.21,77981,-125374,64258
2008-09-30,68000.0,71900.0,565891.0,6.09,35030,-14740,-22083
2008-10-01,72400.0,69700.0,356771.0,5.9,143552,-87902,-40815
2008-10-02,70000.0,65200.0,748021.0,5.52,393162,-148024,-238484
2008-10-06,63500.0,58100.0,877843.0,4.92,288600,-138623,-131204
2008-10-07,56500.0,59600.0,1002758.0,5.05,282569,-116902,-130110
2008-10-08,56000.0,50700.0,946959.0,4.29,202090,-150316,-53701
2008-10-09,51000.0,53700.0,1014650.0,4.55,24036,-46393,31663
2008-10-10,50000.0,49400.0,1051852.0,4.18,216165,-109630,-111699
2008-10-13,52000.0,51700.0,1200248.0,4.38,259244,-825,-241623
2008-10-14,55000.0,58900.0,1583063.0,4.99,-94290,92371,-8217
2008-10-15,57500.0,54000.0,1379292.0,4.57,428677,-49448,-388201
2008-10-16,48000.0,45900.0,1939460.0,3.89,524547,-295906,-195304
2008-10-17,46700.0,39050.0,3010679.0,3.31,528227,-284964,-215264
2008-10-20,40500.0,39400.0,4198821.0,3.34,570419,-76376,-501186
2008-10-21,42500.0,38300.0,2739066.0,3.24,-27268,327996,-333254
2008-10-22,38300.0,35500.0,1909785.0,3.01,-7958,-101527,91963
2008-10-23,33400.0,31050.0,1644737.0,2.63,34328,-51536,7392
2008-10-24,31300.0,26400.0,1656599.0,2.24,12219,31771,-38219
2008-10-27,27000.0,26500.0,1578462.0,2.24,110973,-42378,-66785
2008-10-28,24800.0,30450.0,1691661.0,2.58,-73029,66033,3470
2008-10-29,33350.0,27750.0,2412538.0,2.35,99492,-23556,-50070
2008-10-30,31000.0,31900.0,1012875.0,2.7,7174,-10305,4711
2008-10-31,32600.0,36400.0,2099513.0,3.08,-76097,-73457,145944
2008-11-03,35550.0,36000.0,2494543.0,3.05,34401,-45522,862
2008-11-04,37000.0,38650.0,1959848.0,3.27,170577,37625,-201362
2008-11-05,40650.0,41650.0,2170392.0,3.53,-193275,200387,-51070
2008-11-06,38000.0,35450.0,1117709.0,3.0,-98761,62529,37310
2008-11-07,32500.0,38500.0,1689644.0,3.26,-7415,14246,-9101
2008-11-10,39050.0,40500.0,1317803.0,3.43,-102168,124899,-20021
2008-11-11,39100.0,40650.0,1484102.0,3.44,-198863,84073,116860
2008-11-12,38500.0,38350.0,971863.0,3.25,-2906,28112,-27800
2008-11-13,35400.0,34150.0,1099377.0,2.89,130394,-137621,-2936
2008-11-14,36150.0,35700.0,1031045.0,3.02,16996,-11695,3829
2008-11-17,36300.0,36800.0,1014294.0,3.12,-1145,-38235,38140
2008-11-18,36000.0,35500.0,426446.0,3.01,-93179,-39431,130898
2008-11-19,36300.0,33500.0,588278.0,2.84,48678,-4460,-54408
2008-11-20,30300.0,28500.0,733018.0,2.41,179536,-114896,-67880
2008-11-21,26050.0,29050.0,2250340.0,2.46,407754,17669,-428443
2008-11-24,29050.0,27450.0,1223105.0,2.33,77064,-23298,-51626
2008-11-25,29700.0,27000.0,836773.0,2.29,118704,-111276,-12938
2008-11-26,27100.0,29450.0,1181977.0,2.49,73991,11391,-75186
2008-11-27,30800.0,31600.0,1388597.0,2.68,22229,11711,-2400
2008-11-28,32000.0,33000.0,1580653.0,2.8,-219293,168403,31400
2008-12-01,34100.0,32700.0,881734.0,2.77,-92861,101521,670
2008-12-02,29650.0,31800.0,798723.0,2.69,-46854,-10646,48100
2008-12-03,33000.0,32600.0,947674.0,2.76,-29237,92653,-86955
2008-12-04,33350.0,29700.0,1257807.0,2.52,413723,-251069,-136474
2008-12-05,29600.0,29600.0,769034.0,2.51,78644,-1002,-68185
2008-12-08,30500.0,34000.0,1362678.0,2.88,-111368,93724,25244
2008-12-09,35300.0,35850.0,1689198.0,3.04,-302277,135777,123340
2008-12-10,35850.0,39050.0,2752199.0,3.31,-386994,526409,-139632
2008-12-11,39700.0,42250.0,2454926.0,3.58,-451210,447623,-6593
2008-12-12,41000.0,41400.0,1944745.0,3.51,-176867,181027,5980
2008-12-15,44500.0,47600.0,1006122.0,4.03,46697,5873,-20370
2008-12-16,50000.0,49700.0,3123370.0,4.21,288727,-28937,-255280
2008-12-17,52100.0,48300.0,2094892.0,4.09,145730,-54650,-97980
2008-12-18,49300.0,49100.0,2144329.0,4.16,-63634,-3592,77776
2008-12-19,48500.0,49800.0,1256293.0,4.22,-123065,55012,66503
2008-12-22,51500.0,50000.0,2290711.0,4.24,195792,-215859,17207
2008-12-23,48950.0,46400.0,1114136.0,3.93,142926,-137355,-13293
2008-12-24,45150.0,43750.0,1239059.0,3.71,-3703,-3252,21985
2008-12-26,43900.0,43800.0,904355.0,3.71,-2558,-22262,27040
2008-12-29,44300.0,44650.0,717660.0,3.78,34722,-8332,-23570
2008-12-30,45600.0,44500.0,890100.0,3.77,54656,-66451,14490
2009-01-02,46000.0,49000.0,1144546.0,17.55,-55986,53599,-12840
2009-01-05,50400.0,50000.0,1099427.0,17.9,-291050,249130,25480
2009-01-06,50000.0,50600.0,1396172.0,18.12,-190770,163818,34202
2009-01-07,51700.0,53100.0,2258215.0,19.01,-85141,102503,-26436
2009-01-08,51800.0,53500.0,1110786.0,19.16,63850,41112,-68836
2009-01-09,54600.0,51600.0,1146741.0,18.48,-2424,26967,-18310
2009-01-12,49150.0,47000.0,1400976.0,16.83,263525,-81867,-207712
2009-01-13,46250.0,48500.0,1066466.0,17.37,17512,5153,-10931
2009-01-14,48400.0,49500.0,683915.0,17.72,80275,81778,-156403
2009-01-15,46800.0,44950.0,729356.0,16.1,93450,-70992,-21109
2009-01-16,45950.0,47550.0,545127.0,17.03,4273,-13377,9731
2009-01-19,48300.0,46500.0,1301699.0,16.65,116187,-139117,-3532
2009-01-20,46000.0,45050.0,1341783.0,16.13,274169,-90548,-193491
2009-01-21,41300.0,42150.0,1183835.0,15.09,302729,-139668,-152980
2009-01-22,43700.0,43300.0,666318.0,15.5,-10315,36100,-18426
2009-01-23,42850.0,41900.0,380463.0,15.0,-10033,-3047,16680
2009-01-28,42700.0,46000.0,1074047.0,16.47,-173419,83436,86970
2009-01-29,47050.0,47150.0,1231902.0,16.88,-267474,99423,152331
2009-01-30,46000.0,47250.0,727610.0,16.92,-111398,106272,18164
2009-02-02,46800.0,47950.0,721486.0,17.17,-241055,135097,73898
2009-02-03,48900.0,48600.0,720278.0,17.4,-146112,125272,-10590
2009-02-04,49550.0,48900.0,719120.0,17.51,-87754,62134,-12340
2009-02-05,48100.0,45950.0,925317.0,16.45,302421,-130495,-177736
2009-02-06,47200.0,47300.0,695436.0,16.94,36276,11224,-53780
2009-02-09,48550.0,48000.0,995183.0,17.19,-46087,169717,-136710
2009-02-10,49100.0,47500.0,792655.0,17.01,153990,60810,-222700
2009-02-11,45600.0,47550.0,442501.0,17.03,-10180,15669,-3479
2009-02-12,47550.0,46400.0,561394.0,16.61,127320,54490,-188630
2009-02-13,47000.0,47400.0,480213.0,16.97,-25555,13345,-13100
2009-02-16,47100.0,48000.0,804415.0,17.19,-183796,114036,51190
2009-02-17,48000.0,45550.0,906902.0,16.31,22348,-31468,-44050
2009-02-18,45100.0,47000.0,500556.0,16.83,-72304,39068,13786
2009-02-19,47200.0,48500.0,779587.0,17.37,-209707,192957,-20010
2009-02-20,48050.0,44200.0,912696.0,15.83,198975,39952,-249297
2009-02-23,44200.0,45300.0,420919.0,16.22,13033,-9833,-4930
2009-02-24,43700.0,42700.0,460307.0,15.29,103006,-51256,-49410
2009-02-25,44200.0,38250.0,913549.0,13.7,255576,-208780,-36526
2009-02-26,39000.0,37500.0,755635.0,13.43,143016,-58704,-59652
2009-02-27,37900.0,40400.0,649771.0,14.47,-97756,22852,34114
2009-03-02,39100.0,38700.0,579936.0,13.86,81313,-12853,-73260
2009-03-03,36700.0,38000.0,512408.0,13.61,-31157,8176,17221
2009-03-04,38000.0,39800.0,569685.0,14.25,-72107,99780,-15557
2009-03-05,40800.0,38950.0,490948.0,13.95,36673,23837,-68280
2009-03-06,37850.0,38200.0,311206.0,13.68,24100,-26690,5330
2009-03-09,39200.0,40000.0,329854.0,14.32,-23684,21904,-550
2009-03-10,39250.0,43900.0,806766.0,15.72,-252781,78715,92866
2009-03-11,44950.0,44500.0,826834.0,15.93,-123315,117228,-14113
2009-03-12,44000.0,43000.0,602269.0,15.4,87462,-27622,-109160
2009-03-13,44100.0,42500.0,419995.0,15.22,71609,-53599,-23880
2009-03-16,42650.0,41600.0,571932.0,14.9,184017,-168407,-2800
2009-03-17,42600.0,46300.0,1001184.0,16.58,-293350,244037,46903
2009-03-18,48000.0,47800.0,1085055.0,17.12,-202561,150238,27091
2009-03-19,48900.0,48200.0,743004.0,17.26,-181894,124116,21930
2009-03-20,48200.0,49000.0,977046.0,17.55,-104586,107193,-7430
2009-03-23,49350.0,51500.0,1032187.0,18.44,-242433,68115,124340
2009-03-24,53600.0,53000.0,1319046.0,18.98,-91287,50506,43220
2009-03-25,52800.0,54700.0,667870.0,19.59,-65767,82153,-23618
2009-03-26,55200.0,54600.0,748811.0,19.55,-42921,54671,-14034
2009-03-27,55300.0,50900.0,1014742.0,18.23,174006,-55683,-102991
2009-03-30,50900.0,50000.0,901697.0,17.9,31697,-36942,-557
2009-03-31,51800.0,52500.0,794869.0,18.8,-63506,84663,-21820
2009-04-01,52800.0,54400.0,1215039.0,19.48,84685,-83668,-8107
2009-04-02,56100.0,60500.0,1969855.0,21.66,-352631,285393,22805
2009-04-03,61900.0,61500.0,1990277.0,22.02,-151092,118301,-40092
2009-04-06,61900.0,61500.0,1048792.0,22.02,-29507,-18599,59050
2009-04-07,61000.0,62900.0,1171683.0,22.52,154993,-75580,-79319
2009-04-08,61500.0,58500.0,1304950.0,20.95,200311,163,-173801
2009-04-09,60100.0,65100.0,1417237.0,23.31,-249083,155068,71555
2009-04-10,67500.0,64200.0,1627989.0,22.99,190793,-359264,183552
2009-04-13,64500.0,63500.0,949610.0,22.74,89745,-162873,75202
2009-04-14,64300.0,64600.0,658716.0,23.13,50812,-91985,47288
2009-04-15,63300.0,61900.0,919843.0,22.16,122940,-35737,-86200
2009-04-16,63400.0,62300.0,897426.0,22.31,-67575,-16444,82503
2009-04-17,63200.0,64500.0,1881213.0,23.1,-208365,-309388,589234
2009-04-20,65200.0,65500.0,926573.0,23.45,8640,-73185,78331
2009-04-21,63800.0,63900.0,692405.0,22.88,144041,-129760,-15625
2009-04-22,64500.0,61800.0,2230105.0,22.13,619113,-600310,31499
2009-04-23,62900.0,60800.0,1250703.0,21.77,379475,-315751,-52641
2009-04-24,61400.0,61800.0,746634.0,22.13,-45946,-14649,59225
2009-04-27,61500.0,60000.0,759546.0,21.48,33593,-61952,27499
2009-04-28,61000.0,59000.0,638159.0,21.13,-268323,16836,249528
2009-04-29,60300.0,60300.0,369797.0,21.59,-49908,-17800,83369
2009-04-30,61800.0,62400.0,1100452.0,22.34,-31959,-134754,191167
2009-05-04,62500.0,65700.0,1241900.0,23.53,-197650,41259,152520
2009-05-06,67600.0,68000.0,1642752.0,24.35,-426965,179388,234461
2009-05-07,68000.0,70000.0,1235957.0,25.06,-306991,68489,195153
2009-05-08,69900.0,69000.0,822825.0,24.71,207904,-31857,-136989
2009-05-11,69000.0,68000.0,603540.0,24.35,89674,-69995,-3322
2009-05-12,67100.0,65900.0,453320.0,23.6,21082,-22596,15201
2009-05-13,66600.0,68700.0,565677.0,24.6,-37196,40235,-4889
2009-05-14,67100.0,66600.0,431309.0,23.85,-12930,-71219,93700
2009-05-15,67500.0,68000.0,428840.0,24.35,-68860,23611,35068
2009-05-18,67700.0,67900.0,380632.0,24.31,-91008,-32231,126728
2009-05-19,70000.0,69500.0,622450.0,24.89,74086,-72001,-6315
2009-05-20,69400.0,69900.0,785431.0,25.03,19206,-89708,65921
2009-05-21,69300.0,67300.0,696211.0,24.1,187401,-192156,12855
2009-05-22,66600.0,65000.0,736492.0,23.27,62726,-49880,-5832
2009-05-25,64500.0,65300.0,629312.0,23.38,23319,-66238,41612
2009-05-26,65100.0,64200.0,414892.0,22.99,-56672,-22051,71540
2009-05-27,65700.0,62400.0,564378.0,22.34,48045,-169554,158762
2009-05-28,61400.0,61600.0,624838.0,22.06,110773,-49208,-54715
2009-05-29,61900.0,60600.0,581122.0,21.7,226886,-95713,-128897
2009-06-01,60300.0,63600.0,487906.0,22.77,-92675,53916,38393
2009-06-02,66000.0,67500.0,1221555.0,24.17,-635060,53011,588966
2009-06-03,67100.0,66400.0,366704.0,23.78,-45262,52402,-9019
2009-06-04,67000.0,64400.0,530788.0,23.06,105093,-53191,-47670
2009-06-05,64500.0,64800.0,248216.0,23.2,24296,-13489,-11791
2009-06-08,64000.0,65500.0,383738.0,23.45,-127978,45604,66849
2009-06-09,66700.0,64300.0,459137.0,23.02,8141,68469,-72255
2009-06-10,64900.0,67100.0,399167.0,24.03,-134800,57448,76814
2009-06-11,68000.0,70200.0,1429805.0,25.14,-565934,151273,368464
2009-06-12,70900.0,70800.0,545911.0,25.35,-187793,95236,93920
2009-06-15,70800.0,69200.0,347507.0,24.78,11808,-21636,9338
2009-06-16,67800.0,67800.0,225042.0,24.28,6027,354,-8036
2009-06-17,67000.0,66500.0,232521.0,23.81,90040,-5299,-83977
2009-06-18,66500.0,66400.0,344947.0,23.78,94817,-37472,-52326
2009-06-19,66800.0,67500.0,294099.0,24.17,8260,-46321,28752
2009-06-22,66500.0,68000.0,251988.0,24.35,5630,-6394,469
2009-06-23,66000.0,64200.0,333609.0,22.99,102914,-44569,-52605
2009-06-24,64500.0,63500.0,276264.0,22.74,83811,-78919,-11700
2009-06-25,63900.0,65200.0,279174.0,23.35,-15550,-39136,48492
2009-06-26,65800.0,62600.0,476112.0,22.42,182782,-137207,-17260
2009-06-29,63200.0,61000.0,244779.0,21.84,86393,-86571,2537
2009-06-30,61500.0,61800.0,187159.0,22.13,-5350,-6846,13288
2009-07-01,61100.0,63800.0,253920.0,22.84,5938,8034,-22324
2009-07-02,64400.0,63600.0,264108.0,22.77,46429,-74608,18217
2009-07-03,61900.0,63900.0,198485.0,22.88,45651,-28991,-16563
2009-07-06,63600.0,62300.0,225318.0,22.31,101140,-86680,-2883
2009-07-07,61700.0,61200.0,473071.0,21.91,272569,-241212,-16869
2009-07-08,61000.0,61600.0,567946.0,22.06,164472,-81321,-40892
2009-07-09,62000.0,61100.0,274067.0,21.88,32672,-62129,40565
2009-07-10,61300.0,60500.0,211862.0,21.66,27858,-43883,12380
2009-07-13,60600.0,56500.0,494098.0,20.23,217667,-122335,-96245
2009-07-14,58300.0,54500.0,466585.0,19.51,174096,-116717,-46569
2009-07-15,54700.0,58300.0,372728.0,20.88,-75649,-28860,108192
2009-07-16,59600.0,62200.0,594696.0,22.27,-300731,12882,285456
2009-07-17,62500.0,61200.0,434085.0,21.91,-26137,-30492,53319
2009-07-20,61500.0,63900.0,374676.0,22.88,-168298,40782,134180
2009-07-21,65400.0,66800.0,649057.0,23.92,-321069,37384,292886
2009-07-22,67400.0,66600.0,512703.0,23.85,-5964,-152968,158496
2009-07-23,66700.0,65300.0,309712.0,23.38,42329,-62354,29542
2009-07-24,66500.0,65500.0,312046.0,23.45,59789,-103688,43361
2009-07-27,66400.0,67500.0,581000.0,24.17,-107172,25384,77374
2009-07-28,67900.0,67700.0,475483.0,24.24,-63761,19771,57237
2009-07-29,68000.0,67200.0,289134.0,24.06,7042,-32898,25083
2009-07-30,66900.0,68000.0,309318.0,24.35,5383,-26075,20205
2009-07-31,68800.0,68000.0,464377.0,24.35,62337,55677,-107112
2009-08-03,68300.0,71900.0,980403.0,25.75,-164853,124123,15623
2009-08-04,74000.0,75400.0,1271769.0,27.0,-324697,177354,132179
2009-08-05,76400.0,74600.0,558157.0,26.71,-72293,91458,-23462
2009-08-06,74500.0,75900.0,927793.0,27.18,-99091,74267,10735
2009-08-07,76400.0,76200.0,409277.0,27.28,8700,-27715,17704
2009-08-10,77000.0,76300.0,332621.0,27.32,-28044,21155,11956
2009-08-11,75900.0,78000.0,516554.0,27.93,-84315,30108,48798
2009-08-12,77800.0,77200.0,365229.0,27.64,23434,-15316,-9468
2009-08-13,78000.0,76500.0,440982.0,27.39,71583,-21106,-32148
2009-08-14,76800.0,75900.0,513126.0,27.18,65649,-91897,25701
2009-08-17,76100.0,72000.0,501460.0,25.78,170591,-152440,-15644
2009-08-18,71100.0,71700.0,492461.0,25.67,88331,-71136,-8078
2009-08-19,72300.0,71200.0,403271.0,25.49,107682,-94611,711
2009-08-20,71500.0,72400.0,454153.0,25.92,112585,7505,-127097
2009-08-21,73800.0,72500.0,463486.0,25.96,48624,-49604,1092
2009-08-24,73900.0,73300.0,465564.0,26.25,75430,-59778,9751
2009-08-25,72700.0,74400.0,647786.0,26.64,-88458,11534,61719
2009-08-26,75100.0,74700.0,388921.0,26.75,931,59842,-62000
2009-08-27,75300.0,74400.0,387081.0,26.64,-103226,65487,40991
2009-08-28,76300.0,72800.0,507686.0,26.07,106118,-83328,13587
2009-08-31,73000.0,72100.0,400776.0,25.82,20702,-10189,-19773
2009-09-01,71700.0,72800.0,289485.0,26.07,-60316,22744,43357
2009-09-02,71100.0,70400.0,344102.0,25.21,47039,-44316,906
2009-09-03,70000.0,70300.0,310267.0,25.17,27253,-87273,61210
2009-09-04,71300.0,70200.0,267675.0,25.14,51469,3783,-52322
2009-09-07,69800.0,67300.0,584375.0,24.1,181764,-160878,-18309
2009-09-08,67900.0,68500.0,387062.0,24.53,48272,-57639,13285
2009-09-09,68700.0,68000.0,337151.0,24.35,35370,-17580,-26647
2009-09-10,67500.0,71500.0,525475.0,25.6,-129772,145400,-27582
2009-09-11,70800.0,71900.0,327228.0,25.75,-54930,30485,28200
2009-09-14,72200.0,71300.0,197075.0,25.53,7084,-6755,1245
2009-09-15,72000.0,71100.0,262013.0,25.46,67886,-51512,-16013
2009-09-16,71500.0,70400.0,540128.0,25.21,95298,-100465,7567
2009-09-17,71700.0,75000.0,987947.0,26.86,-163740,54038,115162
2009-09-18,76000.0,74800.0,751799.0,26.78,-54544,-44951,110761
2009-09-21,75300.0,75400.0,290609.0,27.0,11751,16276,-36388
2009-09-22,75900.0,75900.0,489571.0,27.18,36841,-72630,46848
2009-09-23,75800.0,74700.0,410046.0,26.75,49892,-31512,-17571
2009-09-24,74000.0,73900.0,433626.0,26.46,-31677,3421,23670
2009-09-25,73100.0,73800.0,226001.0,26.43,-20197,10586,5006
2009-09-28,73000.0,72900.0,216683.0,26.1,5628,-11327,15137
2009-09-29,73800.0,73300.0,277335.0,26.25,26108,-44190,12972
2009-09-30,73300.0,72300.0,335253.0,25.89,-90085,15145,75326
2009-10-01,72800.0,71900.0,303914.0,25.75,-51700,9109,44895
2009-10-05,70700.0,71700.0,261867.0,25.67,-45856,10227,41589
2009-10-06,72600.0,72200.0,288645.0,25.85,-27706,-18222,46388
2009-10-07,73000.0,72800.0,207205.0,26.07,-60708,13072,47891
2009-10-08,73300.0,74800.0,524456.0,26.78,57004,-27420,-16664
2009-10-09,74800.0,77100.0,986498.0,27.61,-289218,206329,59522
2009-10-12,78400.0,77100.0,919011.0,27.61,-146069,-21882,170753
2009-10-13,76900.0,75000.0,581283.0,26.86,131983,-51189,-85090
2009-10-14,75700.0,76600.0,583504.0,27.43,28233,-57012,29742
2009-10-15,77700.0,77600.0,440275.0,27.79,-56904,44981,20817
2009-10-16,77600.0,75600.0,521687.0,27.07,117748,18318,-127276
2009-10-19,75600.0,77700.0,455181.0,27.82,-67022,50213,5040
2009-10-20,78600.0,78500.0,410725.0,28.11,-17978,-4702,26985
2009-10-21,78100.0,80100.0,1866158.0,28.68,-285820,565537,-373802
2009-10-22,80500.0,81900.0,1189974.0,29.33,-290063,74498,211215
2009-10-23,82600.0,81800.0,674052.0,29.29,-237661,-22787,262988
2009-10-26,81500.0,83500.0,380953.0,29.9,-48740,45536,-11023
2009-10-27,82500.0,83600.0,478464.0,29.93,-6766,18813,8230
2009-10-28,83600.0,79500.0,474086.0,28.47,56718,-27262,-17455
2009-10-29,77700.0,79200.0,465386.0,28.36,-2661,-25284,17615
2009-10-30,80400.0,77300.0,355460.0,27.68,41401,793,-32464
2009-11-02,74700.0,75100.0,322476.0,26.89,-46070,-21365,61994
2009-11-03,76000.0,74900.0,141500.0,26.82,9320,-10169,196
2009-11-04,75200.0,77100.0,221361.0,27.61,-10249,7848,7006
2009-11-05,76500.0,75600.0,183145.0,27.07,18994,-10319,-12776
2009-11-06,77100.0,77500.0,176807.0,27.75,-42100,16540,29365
2009-11-09,78600.0,80400.0,412748.0,28.79,-24253,66551,-44042
2009-11-10,81600.0,80500.0,324938.0,28.82,-96757,57895,33946
2009-11-11,80800.0,82400.0,263473.0,29.5,-101236,32942,66374
2009-11-12,83000.0,83200.0,538590.0,29.79,-186346,40889,141727
2009-11-13,82500.0,83200.0,332734.0,29.79,-95713,50302,-884
2009-11-16,82200.0,84000.0,335301.0,30.08,-81350,36837,44762
2009-11-17,84500.0,87000.0,652319.0,31.15,-111809,53746,46637
2009-11-18,87500.0,88600.0,464231.0,31.72,-82841,-54559,130474
2009-11-19,87600.0,89200.0,376453.0,31.94,-115159,114853,-5447
2009-11-20,88800.0,88300.0,231731.0,31.62,10806,-40000,26176
2009-11-23,87900.0,88100.0,292668.0,31.55,-13308,17040,114
2009-11-24,88700.0,88000.0,300581.0,31.51,21923,-10881,-7650
2009-11-25,89000.0,88700.0,338992.0,31.76,-14567,98538,-87539
2009-11-26,88700.0,86800.0,372759.0,31.08,-71498,78243,-9990
2009-11-27,84100.0,80000.0,619412.0,28.65,79036,-36025,-49748
2009-11-30,82400.0,82400.0,403696.0,29.5,-128,-35874,29850
2009-12-01,82900.0,84000.0,287024.0,30.08,-28544,-29745,68680
2009-12-02,84800.0,85900.0,263470.0,30.76,16839,-19025,-4062
2009-12-03,86400.0,87600.0,222573.0,31.37,-21871,2613,11116
2009-12-04,86600.0,87100.0,232591.0,31.19,50513,7579,-58707
2009-12-07,87200.0,85700.0,305310.0,30.69,62133,-59219,1480
2009-12-08,85900.0,85800.0,163698.0,30.72,16025,-30642,17419
2009-12-09,83700.0,84000.0,354934.0,30.08,96500,-64061,-28568
2009-12-10,83700.0,84200.0,399240.0,30.15,40171,-65027,26786
2009-12-11,83700.0,83500.0,249748.0,29.9,-1332,-4432,23765
2009-12-14,84000.0,86600.0,491372.0,31.01,3440,-15847,886
2009-12-15,86600.0,86300.0,263455.0,30.9,-56605,38558,5682
2009-12-16,86000.0,86000.0,167513.0,30.79,-17887,23704,-2935
2009-12-17,86500.0,84600.0,214854.0,30.29,3155,-862,-2259
2009-12-18,83800.0,85500.0,126022.0,30.61,-19697,22296,-4893
2009-12-21,85000.0,84000.0,214516.0,30.08,48146,-62327,12122
2009-12-22,84100.0,84500.0,186835.0,30.26,-9620,18621,-4649
2009-12-23,84500.0,84100.0,277085.0,30.11,3714,-15180,184
2009-12-24,83800.0,84300.0,213823.0,30.19,-24588,-6555,30132
2009-12-28,88000.0,85500.0,347916.0,30.61,-108163,34200,80271
2009-12-29,85400.0,84000.0,117351.0,30.08,-1151,-20308,20553
2009-12-30,84400.0,83200.0,192406.0,29.79,29052,-82422,57709
2010-01-04,83000.0,85300.0,152945.0,9.59,-64647,24018,38014
2010-01-05,84800.0,84500.0,138202.0,9.5,-15322,-1895,18278
2010-01-06,84100.0,86200.0,267971.0,9.7,-25611,74021,-55167
2010-01-07,86200.0,86000.0,267540.0,9.67,-62532,70401,-5210
2010-01-08,87800.0,86900.0,317581.0,9.77,-50203,76776,-24140
2010-01-11,87800.0,89900.0,690175.0,10.11,-52067,127300,-84359
2010-01-12,91500.0,93900.0,687214.0,10.56,-143907,170132,-24340
2010-01-13,93400.0,93200.0,293507.0,10.48,-43489,36359,20479
2010-01-14,92600.0,94300.0,246236.0,10.61,-38835,79499,-49822
2010-01-15,93700.0,93600.0,251014.0,10.53,-24068,40348,-20883
2010-01-18,92600.0,91300.0,434297.0,10.27,78988,20044,-113412
2010-01-19,91300.0,92700.0,323419.0,10.43,-15877,73337,-67888
2010-01-20,92900.0,89900.0,282271.0,10.11,93787,-92079,-2381
2010-01-21,88900.0,90800.0,321868.0,10.21,-5887,-3296,-16679
2010-01-22,89300.0,86000.0,494288.0,9.67,232608,-41613,-189298
2010-01-25,83000.0,80200.0,612323.0,9.02,185368,-86079,-113395
2010-01-26,81000.0,77700.0,446757.0,8.74,113440,-98273,-9140
