Symbol,대림산업_시가(원),대림산업_종가(원),대림산업_거래량(주),대림산업_PER(IFRS-연결),대림산업_순매수수량(개인)(주),대림산업_순매수수량(기관계)(주),대림산업_순매수수량(외국인계)(주)
2007-05-02,110500.0,109000.0,169092.0,17.23,-2044,-9114,11153
2007-05-03,108500.0,113000.0,264727.0,17.87,-10129,-22588,40293
2007-05-04,112500.0,117500.0,170346.0,18.58,-8371,-18560,34435
2007-05-07,115500.0,114500.0,171120.0,18.1,28962,-42361,35896
2007-05-08,115000.0,115000.0,301784.0,18.18,-37734,-53421,113715
2007-05-09,116000.0,115000.0,278115.0,18.18,29559,-30584,-8595
2007-05-10,113500.0,112000.0,259945.0,17.71,26371,-62334,36088
2007-05-11,110000.0,112000.0,132858.0,17.71,-4142,-14141,5895
2007-05-14,111500.0,104500.0,266020.0,16.52,65412,-44717,-24979
2007-05-15,106500.0,107000.0,278682.0,16.92,-17805,-64557,93194
2007-05-16,108000.0,106000.0,167336.0,16.76,3793,-15585,8720
2007-05-17,109000.0,115500.0,335774.0,18.26,-54177,33862,14036
2007-05-18,116000.0,118500.0,183464.0,18.74,-24148,26176,-5743
2007-05-21,118000.0,122500.0,191797.0,19.37,-1385,-5879,6548
2007-05-22,124000.0,122000.0,238187.0,19.29,12769,20410,-42475
2007-05-23,123000.0,126500.0,364594.0,20.0,-15412,31669,-23012
2007-05-25,126500.0,128000.0,206924.0,20.24,-14799,2700,2366
2007-05-28,128000.0,127000.0,103642.0,20.08,16085,14084,-26168
2007-05-29,127000.0,123000.0,202733.0,19.45,41069,-3537,-44570
2007-05-30,124000.0,124500.0,274866.0,19.69,-2186,13010,-7752
2007-05-31,128500.0,140000.0,253352.0,22.14,-46571,1480,44299
2007-06-01,140000.0,138000.0,285181.0,21.82,41996,-28612,-37910
2007-06-04,138000.0,142500.0,288270.0,22.53,-39632,-56928,98709
2007-06-05,139000.0,140500.0,145378.0,22.22,16582,-10918,-4636
2007-06-07,138500.0,141000.0,256203.0,22.29,26693,45570,-89279
2007-06-08,138000.0,134000.0,243425.0,21.19,26851,3906,-35168
2007-06-11,133000.0,128000.0,193092.0,20.24,30489,-25686,-7435
2007-06-12,126500.0,132000.0,227839.0,20.87,-17932,32033,-14718
2007-06-13,131500.0,132000.0,196309.0,20.87,-22603,24765,-1851
2007-06-14,134500.0,139000.0,201916.0,21.98,-21650,32801,-5274
2007-06-15,137500.0,140000.0,274162.0,22.14,-4634,-87537,93534
2007-06-18,140000.0,142000.0,297407.0,22.45,-13206,55748,-26064
2007-06-19,142000.0,155000.0,253115.0,24.51,-39778,-34213,73598
2007-06-20,151500.0,146000.0,274472.0,23.08,53252,-19184,-36423
2007-06-21,141500.0,149000.0,234635.0,23.56,-27540,-19307,54015
2007-06-22,146000.0,142500.0,192521.0,22.53,12399,-19749,889
2007-06-25,140000.0,139000.0,112050.0,21.98,12595,-13904,-1802
2007-06-26,138000.0,137000.0,269064.0,21.66,21567,-87886,80843
2007-06-27,140000.0,135000.0,138560.0,21.35,4553,-18004,15892
2007-06-28,135500.0,137500.0,153429.0,21.74,16757,-4849,-18711
2007-06-29,138500.0,137500.0,180381.0,21.74,-33459,-1344,27041
2007-07-02,137000.0,144500.0,205775.0,22.85,-11958,34133,-3700
2007-07-03,145500.0,150000.0,252452.0,23.72,-25017,24090,529
2007-07-04,151000.0,151500.0,163635.0,23.95,-6897,-861,6831
2007-07-05,149500.0,146000.0,223581.0,23.08,28098,16824,-47606
2007-07-06,146000.0,146000.0,369665.0,23.08,28922,-59001,51375
2007-07-09,143500.0,145000.0,204381.0,22.93,31152,-8042,-24042
2007-07-10,145000.0,145000.0,120250.0,22.93,12724,-6073,-10273
2007-07-11,143500.0,147000.0,223221.0,23.24,-2666,37288,-40367
2007-07-12,149500.0,148500.0,255335.0,23.48,-12086,43800,-43811
2007-07-13,151500.0,154000.0,361844.0,24.35,29285,50858,-92114
2007-07-16,155000.0,160000.0,248967.0,25.3,-39977,11935,24656
2007-07-18,155500.0,161000.0,190335.0,25.46,-30056,-6073,33684
2007-07-19,164500.0,164000.0,274508.0,25.93,-3274,-45294,49734
2007-07-20,165000.0,175000.0,370227.0,27.67,-34003,-90271,122883
2007-07-23,175000.0,171000.0,236272.0,27.04,40340,27478,-71729
2007-07-24,170500.0,164000.0,227775.0,25.93,45592,-20961,-14545
2007-07-25,164000.0,165000.0,216618.0,26.09,30706,-11216,-29811
2007-07-26,163500.0,157500.0,305154.0,24.9,86533,-11796,-74170
2007-07-27,151500.0,148000.0,427436.0,23.4,72117,24213,-110712
2007-07-30,146000.0,146000.0,371318.0,23.08,67461,70218,-145670
2007-07-31,149500.0,158500.0,290434.0,25.06,-51453,689,52335
2007-08-01,155500.0,149500.0,305872.0,23.64,48414,32898,-97417
2007-08-02,154000.0,150000.0,444680.0,23.72,70130,51549,-137130
2007-08-03,154000.0,158500.0,151954.0,25.06,-26863,15842,9901
2007-08-06,153000.0,150000.0,237821.0,23.72,66315,20276,-109605
2007-08-07,154500.0,146000.0,233944.0,23.08,44758,-29321,2604
2007-08-08,149000.0,153000.0,173271.0,24.19,-35071,41371,-6811
2007-08-09,156000.0,156000.0,157410.0,24.67,-19523,-20766,25411
2007-08-10,150500.0,150000.0,265960.0,23.72,63538,4554,-71407
2007-08-13,148500.0,148000.0,126272.0,23.4,-10548,9529,448
2007-08-14,145500.0,148000.0,169275.0,23.4,-345,16575,-32481
2007-08-16,136500.0,129500.0,296716.0,20.48,26155,87973,-123528
2007-08-17,133000.0,123500.0,375619.0,19.53,21082,90878,-149835
2007-08-20,129500.0,130000.0,234070.0,20.55,29121,-33054,4560
2007-08-21,131000.0,130500.0,269699.0,20.63,-6491,62406,-66881
2007-08-22,133500.0,134500.0,317187.0,21.27,34497,16631,-71359
2007-08-23,140000.0,142000.0,271174.0,22.45,-58066,36526,13981
2007-08-24,144500.0,144000.0,404515.0,22.77,-7986,12295,-35011
2007-08-27,148000.0,148000.0,236218.0,23.4,-38953,16262,4407
2007-08-28,148000.0,153500.0,377765.0,24.27,30343,52075,-160404
2007-08-29,147000.0,154000.0,331556.0,24.35,-8595,43490,-48359
2007-08-30,158500.0,155000.0,140906.0,24.51,-28659,13371,11499
2007-08-31,153000.0,157000.0,195629.0,24.82,-44796,68321,-24815
2007-09-03,158500.0,160000.0,150120.0,25.3,-20260,3807,20947
2007-09-04,159000.0,162000.0,150622.0,25.61,-13140,-14036,30290
2007-09-05,165000.0,169000.0,358204.0,26.72,-82926,-114443,210115
2007-09-06,167500.0,168000.0,298786.0,26.56,24645,-83094,76016
2007-09-07,167000.0,161000.0,178529.0,25.46,38994,-34632,5079
2007-09-10,156500.0,157500.0,216992.0,24.9,-45777,-1836,41437
2007-09-11,160000.0,156500.0,293376.0,24.74,48091,19966,-61729
2007-09-12,158500.0,155000.0,165672.0,24.51,-5896,-5578,11285
2007-09-13,156000.0,159500.0,212797.0,25.22,2900,34056,-28386
2007-09-14,163000.0,163000.0,205990.0,25.77,-2432,11386,11621
2007-09-17,163500.0,167000.0,161260.0,26.41,-42979,27191,9117
2007-09-18,166500.0,169500.0,254278.0,26.8,-65823,50637,-8734
2007-09-19,176000.0,181000.0,210204.0,28.62,-94159,83659,8857
2007-09-20,182000.0,182500.0,240275.0,28.86,-39790,-53050,92475
2007-09-21,183000.0,185500.0,182714.0,29.33,-17549,51183,-54451
2007-09-27,185000.0,173500.0,592683.0,27.43,151085,126061,-301169
2007-09-28,172000.0,169500.0,277835.0,26.8,24373,39089,-72593
2007-10-01,171500.0,179000.0,346420.0,28.3,-16828,-39266,82556
2007-10-02,183000.0,189000.0,308415.0,29.88,-76912,-31547,120667
2007-10-04,187000.0,189000.0,230635.0,29.88,13811,-13613,3326
2007-10-05,189000.0,181500.0,242527.0,28.7,42937,-26627,-8646
2007-10-08,184000.0,186000.0,202619.0,29.41,10500,-41607,34345
2007-10-09,187000.0,189000.0,167889.0,29.88,-60711,16168,31061
2007-10-10,194000.0,200000.0,284215.0,31.62,-83272,-15809,112067
2007-10-11,197000.0,202500.0,176507.0,32.02,-11514,-32542,43485
2007-10-12,203500.0,190000.0,257273.0,30.04,50985,-65482,32256
2007-10-15,194000.0,195000.0,277808.0,30.83,20433,-92604,106888
2007-10-16,194000.0,189000.0,358812.0,29.88,76598,-13471,-66513
2007-10-17,187000.0,183500.0,370520.0,29.01,52031,43361,-98875
2007-10-18,190000.0,189500.0,347636.0,29.96,51236,75269,-143424
2007-10-19,190000.0,180000.0,190311.0,28.46,50400,-34400,8318
2007-10-22,166500.0,175000.0,258611.0,27.67,-2895,37860,-46366
2007-10-23,176000.0,184000.0,300488.0,29.09,-5260,-1922,41662
2007-10-24,185000.0,184000.0,365521.0,29.09,-80021,-8550,99961
2007-10-25,188500.0,194000.0,195917.0,30.67,-52243,-19928,65397
2007-10-26,192000.0,193000.0,270877.0,30.52,2605,11302,-3136
2007-10-29,196000.0,192000.0,185401.0,30.36,-32479,-41151,76670
2007-10-30,192500.0,183500.0,235039.0,29.01,50853,-43800,10544
2007-10-31,187000.0,195500.0,238842.0,30.91,-62533,-12589,77419
2007-11-01,200000.0,190000.0,211983.0,30.04,15657,-33414,46236
2007-11-02,184000.0,180000.0,293450.0,28.46,88355,-91248,8256
2007-11-05,182000.0,188500.0,243078.0,29.8,-24210,19442,15240
2007-11-06,192000.0,192000.0,219575.0,30.36,3323,45402,-55414
2007-11-07,193000.0,188000.0,221054.0,29.73,3510,-69298,88858
2007-11-08,187000.0,186500.0,209943.0,29.49,1871,-71139,75583
2007-11-09,187000.0,181000.0,194411.0,28.62,46385,-13843,-37833
2007-11-12,175500.0,165000.0,385224.0,26.09,81227,-10249,-69720
2007-11-13,161500.0,163000.0,393370.0,25.77,30564,57150,-80567
2007-11-14,169000.0,163500.0,260127.0,25.85,-1533,-41964,74909
2007-11-15,162000.0,163000.0,211784.0,25.77,-9606,7487,-130
2007-11-16,157500.0,161500.0,320646.0,25.54,28645,-29398,2957
2007-11-19,161500.0,162500.0,154020.0,25.69,-23994,9451,11462
2007-11-20,158000.0,153000.0,273091.0,24.19,48446,16610,-62262
2007-11-21,149500.0,145500.0,269211.0,23.01,9255,-56896,38844
2007-11-22,140000.0,138500.0,288530.0,21.9,6257,-2956,-11916
2007-11-23,138500.0,133000.0,337267.0,21.03,-15303,6121,51133
2007-11-26,139500.0,148000.0,322728.0,23.4,-15898,-24169,78275
2007-11-27,144000.0,151000.0,315485.0,23.88,-8334,39006,-19860
2007-11-28,154000.0,144500.0,243988.0,22.85,48709,-17695,-38168
2007-11-29,150000.0,153500.0,277180.0,24.27,-80383,-17764,121944
2007-11-30,155000.0,162000.0,352915.0,25.61,-53710,-74370,156456
2007-12-03,171500.0,169500.0,326881.0,26.8,-54273,-126243,204462
2007-12-04,172000.0,169500.0,130505.0,26.8,-12529,-35284,45283
2007-12-05,166000.0,173000.0,150690.0,27.35,-33603,-23846,57783
2007-12-06,177500.0,169500.0,228950.0,26.8,27787,-79973,74470
2007-12-07,171000.0,165000.0,111002.0,26.09,-13920,-13423,26366
2007-12-10,168000.0,158500.0,192489.0,25.06,19301,-15238,-8502
2007-12-11,164000.0,155000.0,162516.0,24.51,18995,-34174,22839
2007-12-12,150000.0,167000.0,204968.0,26.41,-39015,-53041,96365
2007-12-13,170500.0,175000.0,301125.0,27.67,-33074,-43263,78111
2007-12-14,174000.0,166000.0,180648.0,26.25,52838,-2457,-61133
2007-12-17,166000.0,155000.0,190912.0,24.51,29257,5932,-33309
2007-12-18,153000.0,157500.0,243460.0,24.9,75280,-1467,-77691
2007-12-20,161000.0,157500.0,279659.0,24.9,-47119,-20788,78221
2007-12-21,159000.0,167000.0,136161.0,26.41,-42704,4552,37970
2007-12-24,170000.0,172000.0,104116.0,27.2,-32842,8606,21476
2007-12-26,171000.0,170500.0,50463.0,26.96,-9937,2810,6129
2007-12-27,171000.0,181000.0,199639.0,28.62,-57532,73257,-26302
2007-12-28,178000.0,179000.0,144136.0,28.3,-11487,6572,3054
2008-01-02,182500.0,188000.0,312458.0,15.92,-29689,-739,22299
2008-01-03,187000.0,187500.0,238994.0,15.88,16006,21905,-67349
2008-01-04,186500.0,186500.0,251368.0,15.8,32399,15045,-48759
2008-01-07,180000.0,181000.0,292170.0,15.33,-5038,24601,-54242
2008-01-08,183000.0,188000.0,167469.0,15.92,-58951,-13209,66515
2008-01-09,187000.0,184000.0,189638.0,15.59,40552,-20314,-25975
2008-01-10,185000.0,176500.0,196836.0,14.95,34916,-38391,4438
2008-01-11,176500.0,167500.0,227099.0,14.19,6605,-55667,50871
2008-01-14,169500.0,173000.0,164503.0,14.65,-35016,9746,15898
2008-01-15,174000.0,169000.0,168467.0,14.32,-14068,-12566,24907
2008-01-16,168000.0,165000.0,298662.0,13.98,31121,74292,-130370
2008-01-17,170500.0,159500.0,317233.0,13.51,76417,-24708,-48196
2008-01-18,157000.0,159500.0,223818.0,13.51,11512,3644,-22330
2008-01-21,155000.0,144500.0,364359.0,12.24,45121,25254,-69176
2008-01-22,134000.0,131500.0,495924.0,11.14,23023,-38675,63459
2008-01-23,140000.0,136000.0,475854.0,11.52,33881,7014,-27986
2008-01-24,140500.0,145000.0,308359.0,12.28,-27157,-3185,35543
2008-01-25,146500.0,149000.0,244327.0,12.62,-26643,8729,18271
2008-01-28,147000.0,139500.0,178910.0,11.82,13256,-25816,7210
2008-01-29,144000.0,140000.0,262881.0,11.86,-46137,-8684,49993
2008-01-30,144500.0,130000.0,282111.0,11.01,38439,-80699,52131
2008-01-31,125500.0,129000.0,699775.0,10.93,108218,124161,-274409
2008-02-01,133000.0,133500.0,327600.0,11.31,-36996,3699,16417
2008-02-04,135500.0,144000.0,280506.0,12.2,-43613,-13806,56467
2008-02-05,145000.0,150000.0,189544.0,12.71,-62074,7633,46794
2008-02-11,145000.0,142000.0,177755.0,12.03,-11985,14714,-580
2008-02-12,147500.0,148000.0,81293.0,12.54,-16813,-1338,13553
2008-02-13,150000.0,141000.0,174399.0,11.94,40499,-2129,-36232
2008-02-14,146000.0,150500.0,164691.0,12.75,-50174,11631,33496
2008-02-15,147500.0,155000.0,174194.0,13.13,-14515,20007,-19846
2008-02-18,155000.0,157000.0,130987.0,13.3,-16696,3793,3745
