Symbol,JW중외제약_시가(원),JW중외제약_종가(원),JW중외제약_거래량(주),JW중외제약_PER(IFRS-연결),JW중외제약_순매수수량(개인)(주),JW중외제약_순매수수량(기관계)(주),JW중외제약_순매수수량(외국인계)(주)
2014-02-20,17050.0,16500.0,35269.0,99.81,-245,-35,-220
2014-02-21,16650.0,16500.0,12867.0,99.81,-2826,-4,2830
2014-02-24,16550.0,16550.0,23979.0,100.11,-3070,-50,3120
2014-02-25,16450.0,16600.0,29592.0,100.42,-561,-59,620
2014-02-26,16750.0,16900.0,47553.0,102.23,-2030,0,2030
2014-02-27,17050.0,16900.0,35691.0,102.23,590,-10,-580
2014-02-28,16800.0,16700.0,27956.0,101.02,-1106,-24,1130
2014-03-03,16750.0,16800.0,26781.0,101.63,2051,-21,-2030
2014-03-04,16750.0,16500.0,42644.0,99.81,190,-20,-220
2014-03-05,16600.0,16450.0,20980.0,99.51,-164,-31,190
2014-03-06,16450.0,16350.0,25034.0,98.9,-772,-8,780
2014-03-07,16250.0,16300.0,15230.0,98.6,221,-1,-220
2014-03-10,16200.0,15950.0,49909.0,96.48,2800,-20,-2780
2014-03-11,16000.0,16100.0,30613.0,97.39,-2856,-14,2870
2014-03-12,16100.0,16000.0,18176.0,96.78,-160,0,160
2014-03-13,16000.0,16250.0,25017.0,98.3,-6705,-10,6760
2014-03-14,16200.0,16300.0,17208.0,98.6,-3550,0,4050
2014-03-17,16300.0,16150.0,20726.0,97.69,-3631,-19,3650
2014-03-18,16200.0,16300.0,23562.0,98.6,-515,-5,1020
2014-03-19,16350.0,17200.0,108851.0,104.04,-4340,-30,4970
2014-03-20,17200.0,16750.0,53515.0,101.32,2336,-146,-2190
2014-03-21,16850.0,16550.0,58526.0,100.11,-3080,-30,3110
2014-03-24,16550.0,17250.0,102478.0,104.35,-260,-5360,6220
2014-03-25,17300.0,16950.0,38269.0,102.53,3092,-3662,570
2014-03-26,17000.0,16900.0,40857.0,102.23,6160,-2160,-2200
2014-03-27,17000.0,16750.0,44531.0,101.32,4326,-2316,-260
2014-03-28,16700.0,16700.0,33841.0,101.02,874,1760,-634
2014-03-31,16600.0,16900.0,32577.0,102.23,3450,-20,-3430
2014-04-01,16900.0,16700.0,18201.0,101.02,3380,0,-3380
2014-04-02,16850.0,16550.0,29809.0,100.11,212,-22,-190
2014-04-03,16400.0,17100.0,241361.0,103.44,13573,-15220,1237
2014-04-04,17150.0,17350.0,191352.0,104.95,-9144,12684,-2540
2014-04-07,17350.0,18000.0,119557.0,108.88,-12315,11407,-562
2014-04-08,17850.0,17600.0,90274.0,106.46,18880,830,-7720
2014-04-09,17600.0,17800.0,42857.0,107.68,6111,-8741,3630
2014-04-10,17950.0,17750.0,51095.0,107.37,3112,-5732,2620
2014-04-11,17550.0,17950.0,50889.0,108.58,-5445,11095,4000
2014-04-14,18050.0,18000.0,58653.0,108.88,8360,-2860,-5640
2014-04-15,18050.0,17850.0,39631.0,107.97,-5388,4178,-90
2014-04-16,18300.0,18900.0,215257.0,114.33,-9640,4290,430
2014-04-17,19100.0,18600.0,142373.0,112.51,37789,-1583,-27406
2014-04-18,18600.0,18600.0,87060.0,112.51,-11596,7046,4190
2014-04-21,18550.0,18400.0,51253.0,111.3,-429,-11,430
2014-04-22,18400.0,18200.0,48376.0,110.09,-2184,-26,2210
2014-04-23,18200.0,18400.0,32887.0,111.3,-9928,-12,7900
2014-04-24,18400.0,18000.0,48031.0,108.88,-3440,-20,3390
2014-04-25,17900.0,17800.0,42292.0,107.68,-3397,-133,3030
2014-04-28,17650.0,17600.0,40484.0,106.46,-5690,0,5500
2014-04-29,17650.0,17400.0,51671.0,105.25,-7680,0,7680
2014-04-30,17500.0,17450.0,56558.0,105.56,-3900,-10,3910
2014-05-02,17550.0,17600.0,21952.0,106.46,-4180,0,4180
2014-05-07,17650.0,18000.0,49250.0,108.88,540,0,-800
2014-05-08,17950.0,18400.0,41377.0,111.3,-4170,5300,-1130
2014-05-09,18400.0,18350.0,20549.0,111.0,-2041,4041,-2000
2014-05-12,18300.0,18150.0,25338.0,109.79,-1619,-1,-380
2014-05-13,18050.0,17850.0,38308.0,107.97,-5770,4730,-650
2014-05-14,18000.0,18000.0,15256.0,108.88,-798,-2,790
2014-05-15,18050.0,18400.0,59177.0,111.3,-3510,-10,3680
2014-05-16,18400.0,18300.0,17250.0,110.7,272,-12,-260
2014-05-19,18200.0,18000.0,23244.0,108.88,-3127,-3,1940
2014-05-20,17800.0,17450.0,39592.0,105.56,221,-19,-640
2014-05-21,17450.0,17700.0,31582.0,107.07,-12208,8810,3230
2014-05-22,17850.0,18250.0,26495.0,110.4,-6831,6090,480
2014-05-23,18250.0,18150.0,14765.0,109.79,-2381,-20,1280
2014-05-26,18200.0,18100.0,19080.0,109.49,-4550,-50,1680
2014-05-27,18100.0,18150.0,27471.0,109.79,293,-13,-580
2014-05-28,18200.0,18200.0,19472.0,110.09,-1029,-21,590
2014-05-29,18300.0,18000.0,29079.0,108.88,-2628,4926,-2300
2014-05-30,17950.0,17850.0,31153.0,107.97,-4291,5274,-984
2014-06-02,17950.0,17650.0,36074.0,106.76,-3308,-256,3564
2014-06-03,17650.0,17100.0,35987.0,103.44,-1874,-31,1905
2014-06-05,17250.0,16350.0,151805.0,98.9,71226,-99461,25445
2014-06-09,16350.0,16250.0,40677.0,98.3,-7770,-129,7453
2014-06-10,16100.0,16400.0,35626.0,99.2,-8202,-4,10029
2014-06-11,16400.0,16300.0,20055.0,98.6,-782,-38,820
2014-06-12,16450.0,16450.0,30151.0,99.51,-6463,0,6463
2014-06-13,16450.0,16550.0,11936.0,100.11,-1018,-33,1051
2014-06-16,16550.0,16500.0,25334.0,99.81,11997,-9998,-1999
2014-06-17,16450.0,15900.0,80272.0,96.18,23962,-16130,-2932
2014-06-18,15750.0,15550.0,71839.0,94.06,-3077,-7828,9905
2014-06-19,15750.0,15900.0,37899.0,96.18,10218,-12997,2779
2014-06-20,16000.0,15950.0,29035.0,96.48,7987,-6591,-2096
2014-06-23,16050.0,16350.0,40659.0,98.9,6636,-6651,515
2014-06-24,16300.0,16050.0,25102.0,97.09,4870,-7,-4863
2014-06-25,15950.0,16100.0,14141.0,97.39,1559,-106,-1853
2014-06-26,16200.0,16100.0,22549.0,97.39,4246,-5800,-94
2014-06-27,16000.0,16100.0,13166.0,97.39,4096,-4000,-96
2014-06-30,16100.0,16550.0,36935.0,100.11,-1729,5317,-1838
2014-07-01,16400.0,16450.0,15409.0,99.51,4871,-30,-781
2014-07-02,16250.0,15900.0,64510.0,96.18,21445,0,-465
2014-07-03,16000.0,15650.0,49727.0,94.66,-4967,-2,4157
2014-07-04,15700.0,15900.0,29029.0,96.18,2026,0,-4826
2014-07-07,15900.0,15650.0,23692.0,94.66,9603,-4842,-5861
2014-07-08,15650.0,15550.0,24372.0,94.06,6863,-2170,-6193
2014-07-09,15600.0,15350.0,32081.0,92.85,-1686,-772,-2204
2014-07-10,15350.0,15500.0,18765.0,93.76,3105,-2384,-1978
2014-07-11,15500.0,15400.0,14821.0,93.16,2629,-989,-1838
2014-07-14,15450.0,15450.0,19963.0,93.46,4985,-1093,-3892
2014-07-15,15450.0,15700.0,24214.0,94.97,4898,0,-4898
2014-07-16,15650.0,15350.0,38923.0,92.85,9571,-1820,-4753
2014-07-17,15350.0,15350.0,15281.0,92.85,480,0,-1480
2014-07-18,15350.0,15300.0,29536.0,92.55,6629,-28,44
2014-07-21,15300.0,15600.0,29226.0,94.37,-1225,0,1525
2014-07-22,15500.0,15650.0,16469.0,94.66,414,0,-1414
2014-07-23,15650.0,15750.0,18034.0,95.27,-368,0,-632
2014-07-24,15750.0,15700.0,44683.0,94.97,1263,0,-1270
2014-07-25,15750.0,16000.0,56833.0,96.78,1285,0,-1288
2014-07-28,16050.0,15750.0,39569.0,95.27,6372,0,-4572
2014-07-29,15600.0,15300.0,79956.0,92.55,5208,-28,-5180
2014-07-30,15300.0,15500.0,21055.0,93.76,2245,0,-2245
2014-07-31,15350.0,15500.0,41037.0,93.76,-7580,13146,-5568
2014-08-01,15400.0,15750.0,26534.0,95.27,106,0,-106
2014-08-04,15750.0,15950.0,20012.0,96.48,344,0,-294
2014-08-05,15800.0,15600.0,21204.0,94.37,2208,0,-1951
2014-08-06,15450.0,15450.0,13120.0,93.46,1248,0,-1248
2014-08-07,15500.0,15300.0,26862.0,92.55,3342,0,-3347
2014-08-08,15300.0,15000.0,50478.0,90.73,406,0,-406
2014-08-11,15050.0,15400.0,19711.0,93.16,-987,0,987
2014-08-12,15400.0,15350.0,15037.0,92.85,-879,0,879
2014-08-13,15300.0,15150.0,54946.0,91.64,-4644,0,2149
2014-08-14,15200.0,15450.0,31605.0,93.46,-7672,0,7672
2014-08-18,15400.0,15700.0,25613.0,94.97,-7050,0,6050
2014-08-19,15600.0,15350.0,33926.0,92.85,27,0,-2701
2014-08-20,15350.0,15800.0,79868.0,95.58,-15952,0,12693
2014-08-21,15750.0,15900.0,42886.0,96.18,-2017,0,2017
2014-08-22,15850.0,15850.0,24283.0,95.88,-8650,0,-1294
2014-08-25,15850.0,15550.0,32806.0,94.06,-4733,0,-1177
2014-08-26,15550.0,15800.0,30628.0,95.58,-4473,0,4473
2014-08-27,15800.0,15400.0,38259.0,93.16,-4694,3000,1594
2014-08-28,15400.0,16000.0,60712.0,96.78,-5865,0,5862
2014-08-29,16100.0,15650.0,74434.0,94.66,5299,0,-5299
2014-09-01,15700.0,15850.0,23902.0,95.88,2069,465,-932
2014-09-02,16000.0,16550.0,258563.0,100.11,-2388,1000,-2991
2014-09-03,16950.0,16850.0,379327.0,101.92,54032,-19857,-18304
2014-09-04,17000.0,16900.0,80032.0,102.23,8279,-5000,-3179
2014-09-05,16950.0,17000.0,58273.0,102.83,-750,0,750
2014-09-11,17000.0,16450.0,53181.0,99.51,-2564,-1800,4067
2014-09-12,16550.0,16350.0,34851.0,98.9,1119,0,-1119
2014-09-15,16400.0,16450.0,38507.0,99.51,-1643,0,1643
2014-09-16,16400.0,16750.0,32051.0,101.32,-1102,0,1102
2014-09-17,16800.0,16450.0,31871.0,99.51,301,0,-301
2014-09-18,16450.0,16050.0,53651.0,97.09,4513,-9000,4492
2014-09-19,16050.0,16250.0,38162.0,98.3,-4262,0,4262
2014-09-22,16300.0,16050.0,71925.0,97.09,13901,-19533,1313
2014-09-23,16000.0,15850.0,28527.0,95.88,6434,895,-3798
2014-09-24,15950.0,16050.0,48746.0,97.09,-3622,407,3215
2014-09-25,16150.0,16600.0,55287.0,100.42,4799,0,1685
2014-09-26,16400.0,16600.0,25819.0,100.42,280,0,-280
2014-09-29,16600.0,15950.0,43219.0,96.48,4384,-1400,-3484
2014-09-30,15950.0,15850.0,33704.0,95.88,1852,-4000,2148
2014-10-01,15800.0,15450.0,71171.0,93.46,-2966,-6,-3466
2014-10-02,15400.0,15800.0,39091.0,95.58,-3462,714,2748
2014-10-06,15800.0,15700.0,13693.0,94.97,2020,787,-2807
2014-10-07,15650.0,15650.0,21385.0,94.66,3622,0,-4141
2014-10-08,15450.0,15600.0,30590.0,94.37,-1420,196,1224
2014-10-10,15450.0,15300.0,36438.0,92.55,10921,-1300,-10133
2014-10-13,15200.0,14450.0,83565.0,87.41,14085,-2414,-13249
2014-10-14,14450.0,14900.0,25059.0,90.13,-3007,752,2255
2014-10-15,14900.0,15200.0,30275.0,91.94,-4307,2760,668
2014-10-16,15100.0,15000.0,25893.0,90.73,-759,0,727
2014-10-17,15000.0,15150.0,22416.0,91.64,-3281,0,3276
2014-10-20,15300.0,15150.0,20818.0,91.64,1084,0,-1084
2014-10-21,15000.0,15000.0,25967.0,90.73,-185,0,148
2014-10-22,15100.0,15500.0,60673.0,93.76,-19,0,1130
2014-10-23,15350.0,15100.0,63598.0,91.34,3150,-690,-2460
2014-10-24,15050.0,15050.0,70674.0,91.04,1224,-810,-739
2014-10-27,15100.0,14950.0,25619.0,90.44,-870,1037,-2216
2014-10-28,14950.0,14700.0,34294.0,88.92,-2649,812,-843
2014-10-29,14800.0,14750.0,29652.0,89.22,93,0,-93
2014-10-30,14800.0,14750.0,26628.0,89.22,1771,0,-1171
2014-10-31,14700.0,14800.0,41817.0,89.52,-7353,1267,3228
2014-11-03,14800.0,14750.0,57443.0,89.22,-10184,798,-5761
2014-11-04,14650.0,14100.0,87352.0,85.29,-21190,357,-4657
2014-11-05,14400.0,13950.0,38032.0,84.39,-2528,384,1044
2014-11-06,13900.0,13800.0,58664.0,83.47,4467,-5113,-1020
2014-11-07,13800.0,14200.0,21222.0,85.9,-2744,0,3240
2014-11-10,14150.0,14300.0,7928.0,86.5,586,357,-943
2014-11-11,14250.0,14650.0,18935.0,88.62,-1052,101,1371
2014-11-12,14650.0,14550.0,17024.0,88.01,-194,1222,10
2014-11-13,14500.0,14750.0,13256.0,89.22,-2367,-422,2789
2014-11-14,14750.0,14600.0,28551.0,88.32,3072,0,-542
2014-11-17,14600.0,14250.0,14391.0,86.2,2042,0,-2242
2014-11-18,14300.0,14350.0,17625.0,86.8,-30,0,397
2014-11-19,14450.0,14350.0,14961.0,86.8,217,42,-259
2014-11-20,14450.0,14350.0,10135.0,86.8,-439,0,439
2014-11-21,14400.0,14600.0,10762.0,88.32,-898,0,898
2014-11-24,14650.0,14700.0,19039.0,88.92,2418,0,-267
2014-11-25,14700.0,14800.0,19187.0,89.52,-5212,4227,1499
2014-11-26,14800.0,14800.0,10114.0,89.52,-1828,2673,-845
2014-11-27,14800.0,15750.0,129337.0,95.27,-23741,34085,-4049
2014-11-28,15800.0,15750.0,72293.0,95.27,5989,0,-2938
2014-12-01,15750.0,15250.0,31265.0,92.25,-4078,0,4078
2014-12-02,15250.0,15200.0,15399.0,91.94,212,-2377,865
2014-12-03,15300.0,15250.0,14460.0,92.25,3703,-3400,206
2014-12-04,15300.0,15100.0,22359.0,91.34,6243,-7409,1266
2014-12-05,15100.0,15200.0,15152.0,91.94,5356,-6583,1781
2014-12-08,15250.0,15200.0,7311.0,91.94,-578,-1,579
2014-12-09,15250.0,15300.0,12367.0,92.55,-452,-812,1264
2014-12-10,15300.0,15000.0,19696.0,90.73,2858,-1805,-705
2014-12-11,15000.0,14650.0,24397.0,88.62,-2341,-4535,2501
2014-12-12,14700.0,14450.0,37637.0,87.41,-1029,-5629,2558
2014-12-15,14300.0,15050.0,53590.0,91.04,12718,-23061,6447
2014-12-16,15050.0,14850.0,24247.0,89.83,9332,-6473,-2959
2014-12-17,14850.0,14750.0,26085.0,89.22,741,-1707,966
2014-12-18,14800.0,14550.0,22700.0,88.01,1591,-2505,914
2014-12-19,14600.0,14600.0,16075.0,88.32,6134,-5951,-183
2014-12-22,14650.0,14800.0,29247.0,89.52,857,-12738,2464
2014-12-23,14750.0,14900.0,30970.0,90.13,9464,-11540,1798
2014-12-24,14950.0,14750.0,62163.0,89.22,43053,-41279,2079
2014-12-26,14700.0,15050.0,37658.0,91.04,7226,-8184,2064
2014-12-29,14600.0,14550.0,24207.0,92.3,10150,-9722,-428
2014-12-30,14550.0,14400.0,12641.0,91.36,2469,-477,-1992
2015-01-02,14500.0,14200.0,16633.0,,2930,-3204,274
2015-01-05,14300.0,14150.0,11109.0,,2566,-2715,149
2015-01-06,14050.0,14300.0,54458.0,,494,-4312,3818
2015-01-07,14150.0,14300.0,10816.0,,645,-531,-114
2015-01-08,14300.0,14300.0,10515.0,,1349,-895,-454
2015-01-09,14300.0,14200.0,77450.0,,4641,-3110,-3531
2015-01-12,14200.0,14250.0,28834.0,,-234,-4637,3003
2015-01-13,14200.0,14200.0,15209.0,,-1065,-2113,-1469
2015-01-14,14300.0,14550.0,63866.0,,13040,-10867,1767
2015-01-15,14550.0,14550.0,19395.0,,301,-151,649
2015-01-16,14600.0,14400.0,24128.0,,1183,-75,-1108
2015-01-19,14300.0,14250.0,76696.0,,28252,-27582,-670
2015-01-20,14200.0,14200.0,24348.0,,5515,-6660,227
2015-01-21,14200.0,13950.0,41984.0,,1632,-748,-1384
2015-01-22,13950.0,13650.0,48311.0,,7669,-4379,-3290
2015-01-23,13650.0,13900.0,23210.0,,4868,-4992,124
2015-01-26,13750.0,13800.0,14411.0,,1271,-101,-1170
2015-01-27,13800.0,13800.0,25774.0,,3610,-3315,-295
2015-01-28,13900.0,13800.0,19227.0,,6077,-6599,-251
2015-01-29,13800.0,13900.0,41726.0,,15046,-17288,1147
2015-01-30,13850.0,14050.0,208875.0,,90577,-84710,781
2015-02-02,14250.0,13900.0,66447.0,,16367,-23346,4417
2015-02-03,14000.0,14150.0,36427.0,,10380,-16359,5879
2015-02-04,14250.0,14100.0,48226.0,,16972,-12929,-1943
2015-02-05,14100.0,14050.0,82240.0,,37131,-46790,3879
2015-02-06,14050.0,14350.0,68981.0,,10314,-12482,6097
2015-02-09,14500.0,14700.0,102198.0,,-2501,0,5385
2015-02-10,14850.0,14650.0,53784.0,,3462,0,-2277
2015-02-11,14700.0,14750.0,51651.0,,2750,-500,1851
2015-02-12,14750.0,14750.0,59315.0,,13841,-14500,3024
2015-02-13,14750.0,14950.0,46469.0,,-2031,0,4366
2015-02-16,15000.0,15500.0,93008.0,,1817,-3500,4379
2015-02-17,15450.0,15150.0,55040.0,,-9176,11828,33
2015-02-23,15250.0,15150.0,39640.0,,3147,-4944,2158
2015-02-24,15300.0,15400.0,58097.0,,-16474,11886,3044
2015-02-25,15400.0,15350.0,36815.0,,2152,-598,-1554
2015-02-26,15300.0,15000.0,71161.0,,2447,-538,-2009
2015-02-27,14950.0,15000.0,48254.0,,-9228,-450,8496
2015-03-02,15500.0,15400.0,42753.0,,4194,-1900,-1294
2015-03-03,15400.0,15300.0,46206.0,,9403,-14901,5400
2015-03-04,15550.0,14850.0,209207.0,,37139,-23209,-11395
2015-03-05,14850.0,14900.0,84383.0,,13614,-18168,4554
2015-03-06,14800.0,15150.0,47418.0,,-9648,-797,10445
2015-03-09,15100.0,14800.0,48111.0,,8700,-11600,2900
2015-03-10,14900.0,14700.0,43990.0,,-5107,0,5107
2015-03-11,14600.0,14600.0,38027.0,,-2234,73,2161
2015-03-12,14650.0,14650.0,35734.0,,1786,-3003,1117
2015-03-13,14700.0,14900.0,61774.0,,10149,30,-13179
2015-03-16,14900.0,14900.0,48800.0,,5975,1,-20827
2015-03-17,14900.0,14950.0,45372.0,,12491,101,-13741
2015-03-18,14950.0,14850.0,56802.0,,16639,-963,-15676
2015-03-19,14900.0,15150.0,104454.0,,8983,-4283,-3918
2015-03-20,15200.0,16000.0,332098.0,,8131,-10000,12789
2015-03-23,16000.0,15950.0,121118.0,,13610,0,-13610
2015-03-24,15950.0,15850.0,94239.0,,-1053,0,-5331
2015-03-25,15900.0,16150.0,172142.0,,-2101,13405,-11304
2015-03-26,15950.0,15950.0,94173.0,,4938,3563,-8601
2015-03-27,16000.0,16450.0,185481.0,,16673,-960,-15692
2015-03-30,16450.0,16200.0,72462.0,,17316,324,-17640
2015-03-31,16200.0,16350.0,100968.0,,-7012,1296,295
2015-04-01,16350.0,16350.0,70728.0,,-390,0,341
2015-04-02,16400.0,16700.0,173273.0,,4235,-1000,-5035
2015-04-03,16700.0,16400.0,62731.0,,2297,0,-2345
2015-04-06,16350.0,16350.0,58984.0,,7123,0,-7123
2015-04-07,16450.0,16700.0,87477.0,,2725,-286,-2339
2015-04-08,16700.0,16650.0,70010.0,,4303,0,1180
2015-04-09,16750.0,17200.0,224179.0,,22483,-1971,14805
2015-04-10,17300.0,17650.0,253724.0,,23396,-3000,-20296
2015-04-13,18000.0,18450.0,196224.0,,-2424,0,3043
2015-04-14,18350.0,17600.0,322328.0,,6068,-1006,-4062
2015-04-15,17700.0,19500.0,326000.0,,35209,-3768,-34666
2015-04-16,20800.0,20350.0,1115044.0,,106416,-1800,-61425
2015-04-17,20100.0,22500.0,440382.0,,9179,-500,-8661
2015-04-20,23050.0,25850.0,839946.0,,8669,0,-8653
2015-04-21,28100.0,29700.0,1018429.0,,28826,591,-29808
2015-04-22,31000.0,31650.0,1253320.0,,21522,313,-25299
2015-04-23,31000.0,29350.0,545816.0,,740,-842,1708
2015-04-24,28400.0,26800.0,547465.0,,-4670,-2737,7794
2015-04-27,27300.0,27900.0,342114.0,,-3643,11659,-8016
2015-04-28,28000.0,26700.0,220510.0,,238,-4384,4146
2015-04-29,27000.0,27150.0,168849.0,,2904,-1190,-2214
2015-04-30,26700.0,27800.0,202215.0,,8235,-1346,-6889
2015-05-04,28100.0,29100.0,286155.0,,14372,-654,-13355
2015-05-06,29250.0,27500.0,179722.0,,10257,5540,-15752
2015-05-07,27050.0,28150.0,171297.0,,-1578,0,1268
2015-05-08,28250.0,30600.0,262006.0,,-7426,11479,-4053
2015-05-11,33900.0,35150.0,830085.0,,33154,-5010,-14162
2015-05-12,37150.0,37000.0,1046082.0,,-23414,-5699,29613
2015-05-13,36800.0,38500.0,381237.0,,-11736,2638,10747
2015-05-14,38300.0,40400.0,675680.0,,1634,4336,-5107
2015-05-15,42000.0,41250.0,455168.0,,12274,5402,-16007
2015-05-18,42000.0,43000.0,294887.0,,7994,33,-9114
2015-05-19,44250.0,49450.0,607359.0,,7659,284,-9279
2015-05-20,50500.0,56800.0,744545.0,,30131,340,-29774
2015-05-21,60000.0,63800.0,1121017.0,,19041,-2049,-16996
2015-05-22,60000.0,54300.0,909271.0,,2781,-2100,-3466
2015-05-26,51000.0,51000.0,1139224.0,,332,24,-5071
2015-05-27,50800.0,57000.0,793274.0,,-10146,-154,-1720
2015-05-28,58400.0,56000.0,537245.0,,10304,-14049,-860
2015-05-29,55000.0,48400.0,1032797.0,,4974,-3934,-12209
2015-06-01,46700.0,46250.0,1471100.0,,-13071,26337,-7137
2015-06-02,47000.0,46950.0,535915.0,,-14227,389,12359
2015-06-03,47350.0,39950.0,840437.0,,-63450,550,37081
2015-06-04,39450.0,39600.0,1181558.0,,-53956,262,47007
2015-06-05,39600.0,45500.0,1259650.0,,-23398,37464,-14944
2015-06-08,47500.0,44200.0,780269.0,,22311,-28,-30202
2015-06-09,44700.0,43250.0,562427.0,,-13636,-18372,26074
2015-06-10,38800.0,38750.0,3401499.0,,797683,-1019396,117395
2015-06-11,38950.0,39700.0,848205.0,,70824,-60659,-10019
2015-06-12,40500.0,36050.0,813719.0,,5228,-15302,16629
2015-06-15,35650.0,36750.0,609406.0,,-3232,-23946,23557
2015-06-16,37500.0,35700.0,434807.0,,23744,-4203,-11820
2015-06-17,35700.0,38100.0,892987.0,,69987,-26744,-45484
2015-06-18,38150.0,36850.0,486156.0,,60681,-4702,-64199
2015-06-19,37350.0,36450.0,494734.0,,82781,-68789,-8554
2015-06-22,36000.0,37200.0,679150.0,,-16630,4475,12147
2015-06-23,38300.0,38250.0,649052.0,,51475,11328,-56857
2015-06-24,38350.0,39300.0,571279.0,,-15290,12935,-7953
2015-06-25,39300.0,42900.0,1554126.0,,19438,8381,-9169
2015-06-26,45350.0,45400.0,3158928.0,,121814,-59875,-28528
2015-06-29,43850.0,41300.0,1040364.0,,25680,-30000,8169
2015-06-30,40200.0,40100.0,718975.0,,14624,-13035,7012
2015-07-01,41100.0,41500.0,577837.0,,34855,0,3801
2015-07-02,42050.0,40850.0,567795.0,,31198,0,-18532
2015-07-03,42000.0,43450.0,1857012.0,,9821,-1955,-8238
2015-07-06,42300.0,42800.0,862669.0,,11334,1400,-19729
2015-07-07,43700.0,35000.0,1030614.0,,32278,-10919,-24105
2015-07-08,35000.0,34150.0,561970.0,,-54122,528,48644
2015-07-09,32900.0,34550.0,497108.0,,-4668,2161,2507
2015-07-10,35200.0,34750.0,387084.0,,-20876,0,21930
2015-07-13,34300.0,35200.0,246907.0,,-20290,0,20228
2015-07-14,37150.0,36900.0,452273.0,,46621,6018,-52689
2015-07-15,37500.0,36500.0,232538.0,,7899,2861,-11385
2015-07-16,36500.0,35300.0,245643.0,,1793,-1000,8724
2015-07-17,35000.0,34150.0,285001.0,,-14227,-52,14179
2015-07-20,34150.0,35700.0,288655.0,,-12731,0,14251
2015-07-21,35700.0,35200.0,197877.0,,28287,0,-28287
2015-07-22,35000.0,34550.0,130430.0,,2484,-300,-2213
2015-07-23,34300.0,34800.0,271610.0,,-3435,0,3714
2015-07-24,34800.0,35150.0,171837.0,,-11270,5354,6516
2015-07-27,35150.0,33650.0,206313.0,,41836,0,-41886
2015-07-28,32150.0,36100.0,487481.0,,-8424,-17354,23998
2015-07-29,36600.0,31450.0,472390.0,,39354,27,-40613
2015-07-30,31000.0,29600.0,314280.0,,-9273,-1079,9953
2015-07-31,29600.0,30650.0,180256.0,,-18205,0,17855
2015-08-03,30650.0,29800.0,108557.0,,24242,0,-24292
2015-08-04,29700.0,30700.0,139759.0,,-2083,0,2083
2015-08-05,30700.0,31750.0,160099.0,,-9982,0,10032
2015-08-06,32000.0,31750.0,120779.0,,213,0,564
2015-08-07,32100.0,37450.0,1925539.0,,-50661,499,50991
2015-08-10,37700.0,37150.0,420712.0,,-15267,16200,541
2015-08-11,37750.0,34000.0,523856.0,,42605,-4215,-38533
2015-08-12,33300.0,32700.0,331123.0,,1966,-2653,157
2015-08-13,32750.0,33000.0,212974.0,,16468,2382,-17346
2015-08-17,33350.0,34250.0,361156.0,,-1905,4278,-3867
2015-08-18,34800.0,32750.0,240678.0,,13905,0,-14105
2015-08-19,31800.0,30850.0,275894.0,,-6434,988,5586
2015-08-20,30250.0,30000.0,229035.0,,-6376,1869,4487
2015-08-21,27550.0,27500.0,407012.0,,-13614,2733,10907
2015-08-24,27000.0,27850.0,418802.0,,-18044,-2151,20294
2015-08-25,28500.0,30000.0,349060.0,,-5582,691,5440
2015-08-26,29750.0,31500.0,275795.0,,-6281,-715,7256
2015-08-27,32100.0,31200.0,215608.0,,1581,-2181,-323
2015-08-28,32000.0,32450.0,184402.0,,-24232,30,25255
2015-08-31,32450.0,33200.0,239075.0,,1701,-872,-1727
2015-09-01,33100.0,31900.0,154009.0,,16240,-1533,-13362
2015-09-02,31000.0,31800.0,111729.0,,-10730,0,10632
2015-09-03,32500.0,32950.0,310500.0,,-24224,1244,22077
2015-09-04,33400.0,32450.0,333384.0,,26201,-134,-24584
2015-09-07,32350.0,32200.0,149284.0,,18605,-2087,-16494
2015-09-08,32550.0,30000.0,276216.0,,21054,-8148,-14506
2015-09-09,31000.0,31500.0,161733.0,,-40538,5,42533
2015-09-10,30900.0,33000.0,198751.0,,-18139,-2755,20644
2015-09-11,32850.0,33600.0,166121.0,,-3634,333,3101
2015-09-14,33600.0,33000.0,95268.0,,-1650,0,1790
2015-09-15,32600.0,34500.0,221372.0,,-15587,8,14835
2015-09-16,35650.0,35850.0,380725.0,,-9390,-172,9052
2015-09-17,36250.0,36200.0,231253.0,,-43687,-139,43906
2015-09-18,36950.0,39050.0,589517.0,,-115487,357,88317
2015-09-21,38400.0,38050.0,262982.0,,-6197,6174,-1942
2015-09-22,37950.0,39300.0,284439.0,,-31108,5774,25779
2015-09-23,38500.0,37500.0,190563.0,,-21099,1,18660
2015-09-24,38250.0,39600.0,262678.0,,-66962,50165,14872
2015-09-25,40250.0,39800.0,247380.0,,12347,18394,-30741
2015-09-30,38500.0,38000.0,197837.0,,17533,-10445,-7143
2015-10-01,38500.0,38300.0,130505.0,,-9277,-12305,18723
2015-10-02,38100.0,37800.0,92336.0,,-14902,2,14724
2015-10-05,38550.0,38700.0,105601.0,,-19615,35,19500
2015-10-06,39250.0,38050.0,105848.0,,2637,-5371,2669
2015-10-07,38050.0,35500.0,276325.0,,-11570,0,11673
2015-10-08,36500.0,35650.0,138069.0,,-16746,-2026,19583
2015-10-12,35900.0,35600.0,73679.0,,1703,-73,-2672
2015-10-13,35600.0,34800.0,103307.0,,13202,-5927,-7425
2015-10-14,34550.0,35000.0,63944.0,,-8065,-21,8086
