Symbol,SK하이닉스_시가(원),SK하이닉스_종가(원),SK하이닉스_거래량(주),SK하이닉스_PER(IFRS-연결),SK하이닉스_순매수수량(개인)(주),SK하이닉스_순매수수량(기관계)(주),SK하이닉스_순매수수량(외국인계)(주)
2005-07-27,23200.0,22950.0,9199806.0,5.93,361779,-255209,-202230
2005-07-28,23600.0,23500.0,15268454.0,6.08,187929,-792279,567090
2005-07-29,24000.0,23900.0,6401238.0,6.18,-101281,-352669,458440
2005-08-01,23900.0,23550.0,4460030.0,6.09,860106,-671806,-108010
2005-08-02,23350.0,24650.0,9339473.0,6.37,81458,-223948,209280
2005-08-03,25050.0,24000.0,11123102.0,6.2,1336430,-501640,-559430
2005-08-04,23600.0,23000.0,7842857.0,5.95,1325800,-669800,-479050
2005-08-05,22600.0,22100.0,10028607.0,5.71,792112,-531822,-84890
2005-08-08,21600.0,22500.0,9883240.0,5.82,181147,-33188,7161
2005-08-09,22200.0,22400.0,7710784.0,5.79,1168420,-903380,-57610
2005-08-10,22750.0,22700.0,9141683.0,5.87,383849,-92895,-325510
2005-08-11,22550.0,23200.0,7580765.0,6.0,141988,-227728,228710
2005-08-12,23400.0,22050.0,10748679.0,5.7,1310650,-959740,-52890
2005-08-16,22100.0,22350.0,8724970.0,5.78,-635316,-205064,904250
2005-08-17,22100.0,22100.0,5713540.0,5.71,256500,-83950,-195910
2005-08-18,22450.0,21500.0,6708420.0,5.56,750420,-151148,-505302
2005-08-19,21450.0,20800.0,10174900.0,5.38,934141,-362881,-515670
2005-08-22,20800.0,21550.0,8238522.0,5.57,-163741,772197,-696850
2005-08-23,21550.0,20600.0,8316514.0,5.33,2214505,-1055806,-670330
2005-08-24,20500.0,20350.0,7331868.0,5.26,1586078,-675978,-865640
2005-08-25,20150.0,20200.0,5779176.0,5.22,612828,-299348,-392100
2005-08-26,20100.0,20950.0,9747581.0,5.42,-958577,322357,497690
2005-08-29,20650.0,20150.0,4857174.0,5.21,553439,-279069,-356080
2005-08-30,20700.0,20550.0,6985506.0,5.31,83400,-10260,11030
2005-08-31,20450.0,21400.0,8041964.0,5.53,-1752541,351091,908710
2005-09-01,21850.0,21900.0,5802862.0,5.66,-549716,617116,-175080
2005-09-02,21850.0,22900.0,9960208.0,5.92,-2200177,1027682,1039035
2005-09-05,23350.0,23000.0,4752489.0,5.95,-413059,75854,314560
2005-09-06,23200.0,22000.0,7304799.0,5.69,560896,-765722,-96584
2005-09-07,22450.0,21700.0,13926103.0,5.61,1998015,-952685,-868510
2005-09-08,21800.0,21450.0,6864335.0,5.55,1221566,-317346,-682510
2005-09-09,21400.0,21500.0,6679418.0,5.56,650080,100220,-699900
2005-09-12,21600.0,22800.0,12663145.0,5.89,-443938,652728,-218990
2005-09-13,22800.0,22750.0,7541348.0,5.88,-598785,274445,324770
2005-09-14,22700.0,24350.0,18197587.0,6.3,-3097390,1468130,887180
2005-09-15,24550.0,24100.0,17275723.0,6.23,811191,201819,-1142830
2005-09-16,24150.0,24000.0,6291454.0,6.2,472994,-311094,-176440
2005-09-20,24600.0,23650.0,9493869.0,6.11,160515,16405,-150970
2005-09-21,23250.0,23500.0,9512287.0,6.08,748029,-638479,-441180
2005-09-22,23500.0,23550.0,6643303.0,6.09,636411,32389,-495300
2005-09-23,23650.0,22800.0,9226563.0,5.89,410827,-36657,-427290
2005-09-26,23100.0,23800.0,6178728.0,6.15,-877981,508961,252810
2005-09-27,24150.0,24000.0,7674634.0,6.2,-453770,484800,-77200
2005-09-28,23800.0,23600.0,7136340.0,6.1,260511,-8280,-328000
2005-09-29,23600.0,23800.0,5127976.0,6.15,-75777,-235843,402580
2005-09-30,24000.0,23000.0,7730920.0,5.95,348317,-359907,-105600
2005-10-04,23100.0,22500.0,8475208.0,5.82,1494436,-558626,-825100
2005-10-05,22700.0,23000.0,7060851.0,5.95,-255397,55047,127830
2005-10-06,22900.0,22750.0,7670390.0,5.88,1190901,-1146941,-19500
2005-10-07,22600.0,22400.0,4973105.0,5.79,-190890,89970,225690
2005-10-10,22600.0,22650.0,5062397.0,5.86,-2567,373807,-394610
2005-10-11,22450.0,23750.0,7190139.0,6.14,-669157,572187,66570
2005-10-12,23850.0,23200.0,8445817.0,6.0,365002,-369132,-14800
2005-10-13,23100.0,23800.0,14352743.0,6.15,-830933,565893,103770
2005-10-14,23900.0,23350.0,8738211.0,6.04,-36872,-226558,269100
2005-10-17,23350.0,22300.0,5672245.0,5.77,-60350,61770,-5140
2005-10-18,22400.0,22050.0,5833208.0,5.7,-181297,275957,52970
2005-10-19,21750.0,21500.0,5454270.0,5.56,-126890,10970,90530
2005-10-20,21800.0,22250.0,6525718.0,5.75,-941311,421261,459650
2005-10-21,21850.0,22700.0,4986769.0,5.87,-1297220,1009490,304180
2005-10-24,22900.0,23300.0,4826412.0,6.02,-372244,615284,-235670
2005-10-25,23500.0,22600.0,6523805.0,5.84,1844412,-806432,-893510
2005-10-26,22500.0,20950.0,20171588.0,5.42,10215381,-6270281,-3620450
2005-10-27,19850.0,19700.0,67108666.0,5.09,9138164,-12384444,-947750
2005-10-28,19350.0,19000.0,11611441.0,4.91,2369565,-543545,-2041700
2005-10-31,19300.0,19050.0,10932690.0,4.93,-378817,582147,-204820
2005-11-01,19200.0,19550.0,15149725.0,5.05,718371,1498969,-2562890
2005-11-02,19600.0,19650.0,9642744.0,5.08,-368100,965910,-781330
2005-11-03,20200.0,20000.0,11475802.0,5.17,-20546,1323139,-1504553
2005-11-04,20500.0,21150.0,18118348.0,5.47,-1907963,1831373,-25680
2005-11-07,21450.0,22000.0,15054011.0,5.69,-2877435,1026307,1145358
2005-11-08,22100.0,21700.0,6461116.0,5.61,-350051,485238,-277047
2005-11-09,21550.0,21800.0,6406155.0,5.64,-678030,413580,227240
2005-11-10,21850.0,22050.0,6719368.0,5.7,101158,393072,-597080
2005-11-11,22500.0,22750.0,10273758.0,5.88,-926884,1544044,-685410
2005-11-14,22900.0,23850.0,16150220.0,6.17,-3351680,1705410,1738390
2005-11-15,23650.0,23950.0,8906111.0,6.19,-912194,1000124,-373100
2005-11-16,23900.0,24250.0,11228000.0,6.27,-1371872,1526529,-330817
2005-11-17,24300.0,24250.0,6512567.0,6.27,-756529,11728,656081
2005-11-18,24550.0,23250.0,12485615.0,6.01,-713381,-38608,813939
2005-11-21,23650.0,23400.0,7496586.0,6.05,960192,-295454,-391078
2005-11-22,22800.0,21450.0,27815334.0,5.55,6181121,-4183798,-1374223
2005-11-23,21850.0,22150.0,16006345.0,5.73,860369,-581060,179490
2005-11-24,22200.0,21400.0,13015120.0,5.53,1741078,-1713018,23640
2005-11-25,21350.0,21100.0,10973571.0,5.46,1006511,-792583,-265034
2005-11-28,21100.0,21950.0,14492305.0,5.67,-378983,404339,-99826
2005-11-29,21800.0,21750.0,7891004.0,5.62,-527868,298148,14790
2005-11-30,21750.0,21900.0,9063805.0,5.66,655982,31293,-86335
2005-12-01,21900.0,22600.0,10351177.0,5.84,-1400643,339583,1072200
2005-12-02,23550.0,23600.0,13751933.0,6.1,-2782992,429632,2487120
2005-12-05,23900.0,24200.0,9915868.0,6.26,-2262551,572231,1565970
2005-12-06,23950.0,24750.0,11957523.0,6.4,-1220503,1026113,32150
2005-12-07,24750.0,26600.0,33017389.0,6.88,1777755,375669,-2524474
2005-12-08,26400.0,26600.0,15973488.0,6.88,763804,550836,-1036300
2005-12-09,26500.0,25700.0,12589275.0,6.64,227835,662455,-974450
2005-12-12,25650.0,25700.0,10240490.0,6.64,-935768,533009,308310
2005-12-13,26100.0,26050.0,10798436.0,6.73,311426,327217,-599093
2005-12-14,26300.0,27450.0,21078644.0,7.1,-5643237,1426077,3812300
2005-12-15,28250.0,29450.0,23126083.0,7.61,-2192336,1458856,693550
2005-12-16,29000.0,28900.0,15461504.0,7.47,1581318,225472,-1924970
2005-12-19,29300.0,30700.0,16470978.0,7.94,-965242,663190,247492
2005-12-20,30300.0,30300.0,12219195.0,7.83,387695,-321970,44215
2005-12-21,30400.0,31000.0,13220569.0,8.01,-659546,-155244,941750
2005-12-22,31500.0,32900.0,27211979.0,8.51,1228128,-116204,-871894
2005-12-23,33950.0,33450.0,14205763.0,8.65,763226,250834,-789140
2005-12-26,33900.0,33850.0,13141028.0,8.75,315902,-342542,275550
2005-12-27,34000.0,33000.0,10205945.0,8.53,-156447,-59463,183550
2005-12-28,32600.0,33200.0,8378076.0,8.58,-165726,-86934,270640
2005-12-29,33350.0,35300.0,12846374.0,9.13,-856134,-263906,1131820
2006-01-02,36100.0,37600.0,13366196.0,9.08,576060,-192440,-162740
2006-01-03,38100.0,38100.0,13834043.0,9.2,598816,-799496,115220
2006-01-04,38250.0,35300.0,23140068.0,8.53,2013983,-2651433,979420
2006-01-05,35900.0,34600.0,21566179.0,8.36,131380,-160380,38290
2006-01-06,34950.0,35050.0,12707206.0,8.47,-983260,146220,805290
2006-01-09,35600.0,36750.0,13652495.0,8.88,-945737,401317,618980
2006-01-10,37600.0,38000.0,16155952.0,9.18,-999745,-41109,1102884
2006-01-11,37950.0,37350.0,9532302.0,9.02,-433725,134065,337800
2006-01-12,37950.0,37700.0,9289258.0,9.11,40433,-220496,272623
2006-01-13,36900.0,38100.0,10008442.0,9.2,60489,-197929,165390
2006-01-16,38700.0,37750.0,8045638.0,9.12,-121267,111467,-15370
2006-01-17,37650.0,36200.0,10257599.0,8.75,703408,-684998,-4060
2006-01-18,35200.0,33000.0,19665484.0,7.97,3287717,-470634,-2558753
2006-01-19,33300.0,34400.0,18428496.0,8.31,-868880,-112150,1060780
2006-01-20,34400.0,32300.0,16771296.0,7.8,-433866,-2394,444220
2006-01-23,31300.0,31150.0,15530465.0,7.53,-504930,880910,-494920
2006-01-24,31850.0,33500.0,15974226.0,8.09,-858515,264251,649104
2006-01-25,35300.0,34000.0,15537952.0,8.21,-527415,-995190,1561225
2006-01-26,34900.0,36750.0,18925359.0,8.88,-1463055,-422715,1753330
2006-01-27,37350.0,37500.0,14503649.0,9.06,341254,-368744,323600
2006-01-31,37700.0,37300.0,18154320.0,9.01,970725,-325810,-575705
2006-02-01,36850.0,35500.0,14930820.0,8.58,270881,-154681,-147530
2006-02-02,36350.0,36250.0,14279598.0,8.76,-471827,-489018,1036985
2006-02-03,35150.0,35000.0,11244571.0,8.46,6827,-214907,229460
2006-02-06,34300.0,35450.0,12325246.0,8.56,955260,-24370,-969020
2006-02-07,35500.0,35250.0,12338416.0,8.52,-566540,573844,-24674
2006-02-08,35050.0,34700.0,9523601.0,8.38,-337984,-309201,653505
2006-02-09,35400.0,34900.0,7423868.0,8.43,-21532,-366238,458240
2006-02-10,34850.0,34400.0,8404537.0,8.31,1026041,-727491,-333960
2006-02-13,34100.0,33000.0,10805711.0,7.97,749792,-460632,-162070
2006-02-14,32450.0,33000.0,9133012.0,7.97,606420,125564,-1033384
2006-02-15,33000.0,28950.0,30750375.0,6.99,7101345,-4061712,-2789403
2006-02-16,29500.0,30350.0,15694423.0,7.33,-2821972,1302782,1209370
2006-02-17,30700.0,31200.0,11828324.0,7.54,-2437047,12647,2443630
2006-02-20,30600.0,31000.0,7060460.0,7.49,404514,222916,-496930
2006-02-21,30800.0,30300.0,7633217.0,7.32,421622,79288,-445180
2006-02-22,30350.0,30950.0,9849932.0,7.48,775351,-1198947,761960
2006-02-23,31150.0,32200.0,10433443.0,7.78,-1613339,468649,1030970
2006-02-24,32150.0,32900.0,8507219.0,7.95,-960397,-19533,830300
2006-02-27,32750.0,32700.0,4892289.0,7.9,-180059,-36791,180230
2006-02-28,33000.0,33250.0,6471233.0,8.03,-80737,71927,27690
2006-03-02,33750.0,32050.0,7713450.0,7.74,560543,-390933,-196580
2006-03-03,31700.0,30500.0,12898998.0,7.37,1885425,-636717,-1420100
2006-03-06,30350.0,31000.0,8609534.0,7.49,517696,-15806,-361300
2006-03-07,30100.0,29150.0,13968020.0,7.04,2989497,-534957,-1607320
2006-03-08,28500.0,29450.0,8627940.0,7.11,196593,454647,-671700
2006-03-09,29400.0,29100.0,8551943.0,7.03,989973,436627,-1573530
2006-03-10,28800.0,29400.0,10007237.0,7.1,921860,-31160,-888400
2006-03-13,29700.0,29050.0,8109698.0,7.02,398420,-46960,-360250
2006-03-14,28950.0,28350.0,8784830.0,6.85,516468,-415428,-31680
2006-03-15,28700.0,28350.0,7609587.0,6.85,251800,436100,-802170
2006-03-16,28300.0,27700.0,12307477.0,6.69,-798352,158512,576880
2006-03-17,27550.0,28600.0,7943736.0,6.91,-446530,183621,249369
2006-03-20,28650.0,28700.0,5194601.0,6.93,33234,243026,-341310
2006-03-21,28800.0,28400.0,6547257.0,6.86,217773,-42369,-134994
2006-03-22,27600.0,27350.0,8765386.0,6.61,1257328,-790499,-183999
2006-03-23,27700.0,27200.0,7147856.0,6.57,492160,-340242,-76310
2006-03-24,26350.0,26550.0,7564695.0,6.41,-436684,-929436,1406360
2006-03-27,26600.0,27450.0,7095042.0,6.63,-725442,74612,749390
2006-03-28,27050.0,27650.0,5474390.0,6.68,-893181,-118891,989150
2006-03-29,27300.0,27650.0,4554153.0,6.68,-397863,291393,141590
2006-03-30,28200.0,28300.0,6601655.0,6.84,-743270,238595,449155
2006-03-31,28300.0,28900.0,8036603.0,6.98,-766506,473512,191370
2006-04-03,29300.0,29600.0,4496960.0,7.15,-529658,126008,390290
2006-04-04,30100.0,30850.0,11517886.0,7.45,-114670,-401890,453440
2006-04-05,31100.0,30600.0,7730877.0,7.39,-326206,273933,71213
2006-04-06,31450.0,30800.0,7380624.0,7.44,-769620,146890,510600
2006-04-07,30900.0,30900.0,5856184.0,7.46,-1645109,35799,1579140
2006-04-10,30550.0,30350.0,5323793.0,7.33,54321,-285201,318920
2006-04-11,29950.0,29700.0,5852860.0,7.18,614480,204810,-668330
2006-04-12,29500.0,30400.0,5377226.0,7.34,-380991,206271,136870
2006-04-13,30300.0,31100.0,5768549.0,7.51,-470368,226588,123210
2006-04-14,31450.0,32500.0,9628229.0,7.85,-607455,-79482,508017
2006-04-17,32750.0,33000.0,6812613.0,7.97,-554857,-119043,654440
2006-04-18,32650.0,32950.0,6400912.0,7.96,-188277,984652,-772660
2006-04-19,33800.0,33550.0,11248553.0,8.11,-3262379,-140001,3388070
2006-04-20,33900.0,33550.0,6055923.0,8.11,-209367,-122423,368220
2006-04-21,34300.0,34250.0,7224497.0,8.27,-735150,265540,409520
2006-04-24,34300.0,33900.0,5915064.0,8.19,-574394,-243155,849619
2006-04-25,32800.0,33250.0,6627562.0,8.03,-401578,653298,-43460
2006-04-26,33300.0,33250.0,5080201.0,8.03,369620,477092,-936440
2006-04-27,33100.0,33900.0,7117880.0,8.19,-759644,-387456,1205850
2006-04-28,33600.0,32950.0,6174477.0,7.96,85511,-918261,942730
2006-05-02,32600.0,31100.0,13177549.0,7.51,-400743,-401357,987700
2006-05-03,31400.0,31000.0,4496568.0,7.49,-649494,226884,424950
2006-05-04,30800.0,31200.0,5370080.0,7.54,-185623,-423757,615470
2006-05-08,32000.0,31500.0,4747563.0,7.61,-277955,768355,-439100
2006-05-09,32000.0,32850.0,9169933.0,7.94,-937177,1384027,-686120
2006-05-10,31750.0,32000.0,6035374.0,7.73,-1099814,718524,302630
2006-05-11,31800.0,32250.0,4563593.0,7.79,-150990,809100,-614850
2006-05-12,31650.0,32850.0,5895158.0,7.94,163637,662012,-920659
2006-05-15,32400.0,33500.0,5394732.0,8.09,-360118,756398,-731190
2006-05-16,33500.0,32800.0,5206313.0,7.92,-489775,916933,-527776
2006-05-17,33300.0,34300.0,11315562.0,8.29,-1442237,533097,842570
2006-05-18,33000.0,34600.0,9386109.0,8.36,242417,479681,-651188
2006-05-19,34300.0,34100.0,5226466.0,8.24,-158869,774846,-576947
2006-05-22,34600.0,32650.0,5921693.0,7.89,-192794,311264,112880
2006-05-23,32000.0,32900.0,6855214.0,7.95,-168384,984134,-865190
2006-05-24,32600.0,33150.0,5112066.0,8.01,-378029,-28781,618490
2006-05-25,33400.0,31900.0,5038621.0,7.71,243163,268637,-430280
2006-05-26,32400.0,32400.0,4966475.0,7.83,-422630,-106040,675580
2006-05-29,32650.0,32200.0,3461484.0,7.78,319018,-527594,320376
2006-05-30,32400.0,32000.0,3825151.0,7.73,-299266,-130820,451706
2006-06-01,31800.0,31250.0,3390518.0,7.55,-186446,-46441,210497
2006-06-02,31950.0,31750.0,4473018.0,7.67,-717535,131095,593820
2006-06-05,32150.0,31500.0,2457601.0,7.61,-81358,-282362,410030
2006-06-07,30600.0,30600.0,4594225.0,7.39,-262079,314259,9290
2006-06-08,30100.0,30100.0,4330415.0,7.27,41412,60971,-82543
2006-06-09,30600.0,30050.0,4039837.0,7.26,719466,215837,-857503
2006-06-12,29700.0,29950.0,2484328.0,7.24,-113612,-41188,164370
2006-06-13,29300.0,28900.0,4780389.0,6.98,-36515,-29525,35240
2006-06-14,28750.0,29050.0,5382382.0,7.02,1062807,688983,-1720120
2006-06-15,29400.0,28850.0,3790955.0,6.97,-335271,245031,130010
2006-06-16,30150.0,29700.0,5537337.0,7.18,196416,-163170,-110926
2006-06-19,29450.0,29100.0,4836852.0,7.03,961834,-1769124,1194910
2006-06-20,28500.0,28250.0,5644553.0,6.82,375059,-1619969,1328690
2006-06-21,28350.0,27350.0,7006583.0,6.61,1374364,-784284,-502320
2006-06-22,27100.0,26200.0,19015537.0,6.33,3290904,-6605296,3285060
2006-06-23,26900.0,27100.0,10475595.0,6.55,1308765,-289635,-984960
2006-06-26,28250.0,29600.0,44078345.0,7.15,834008,-1288983,-2163830
2006-06-27,29600.0,29500.0,10346157.0,7.13,-267305,245917,-60010
2006-06-28,28900.0,29750.0,5544439.0,7.19,547467,137753,-759520
2006-06-29,30500.0,29950.0,5275816.0,7.24,-291152,732419,-598027
2006-06-30,31100.0,30750.0,8561922.0,7.43,-1078259,320379,688860
2006-07-03,31300.0,31000.0,5694107.0,7.49,1238970,-374870,-932810
2006-07-04,31300.0,30600.0,5128314.0,7.39,-491645,217435,195060
2006-07-05,29900.0,30450.0,4391382.0,7.36,42492,157707,-172195
2006-07-06,30400.0,30500.0,4934692.0,7.37,263793,6049,-319542
2006-07-07,30800.0,30350.0,3541582.0,7.33,199914,27110,-350360
2006-07-10,30200.0,30950.0,3920218.0,7.48,313435,688825,-1043840
2006-07-11,30600.0,31750.0,7134221.0,7.67,1575331,-17901,-1870500
2006-07-12,31750.0,32100.0,5122998.0,7.75,-35409,129983,-175534
2006-07-13,31750.0,31900.0,4188448.0,7.71,-435528,150724,292004
2006-07-14,31250.0,30900.0,5398288.0,7.46,170838,120458,-417146
2006-07-18,30500.0,30600.0,4944210.0,7.39,474542,-264924,-446058
2006-07-19,30900.0,30500.0,3424861.0,7.37,652833,-49293,-379310
2006-07-20,31200.0,31300.0,7326404.0,7.56,14932,-212201,288070
2006-07-21,31000.0,32100.0,4640404.0,7.75,-314301,-41129,344780
2006-07-24,31700.0,31650.0,3582142.0,7.65,1087161,-272151,-803040
2006-07-25,32450.0,32000.0,5702684.0,7.73,-1467611,910483,478548
2006-07-26,32200.0,31800.0,2398267.0,7.68,40955,255795,-267930
2006-07-27,31800.0,31800.0,3811182.0,7.68,306786,293781,-662285
2006-07-28,31850.0,31950.0,2400341.0,7.72,32125,-218172,148530
2006-07-31,32400.0,32500.0,4885154.0,7.85,-73428,-156902,86740
2006-08-01,32600.0,32900.0,9772578.0,7.95,-835803,573420,107203
2006-08-02,32700.0,33200.0,3076284.0,8.02,-103307,344824,-228597
2006-08-03,34000.0,33100.0,4139510.0,8.0,-235163,537643,-302160
2006-08-04,33400.0,33650.0,2951013.0,8.13,-372628,264388,95740
2006-08-07,33800.0,32800.0,2778270.0,7.92,291475,49617,-398952
2006-08-08,32800.0,33200.0,3642256.0,8.02,564271,419644,-967065
2006-08-09,32900.0,33200.0,2943007.0,8.02,66956,59414,-145920
2006-08-10,32900.0,32700.0,4833179.0,7.9,1110132,-709915,-283360
2006-08-11,33100.0,32550.0,3812380.0,7.86,456499,296160,-722680
2006-08-14,32600.0,32800.0,2284334.0,7.92,-303241,189371,157930
2006-08-16,33400.0,32900.0,5820730.0,7.95,857726,357723,-1294424
2006-08-17,33500.0,34400.0,9859517.0,8.31,-1224806,1037351,38845
2006-08-18,34150.0,34900.0,8936984.0,8.43,-2201698,489148,1840710
2006-08-21,35100.0,34500.0,3518985.0,8.33,270804,178166,-385080
2006-08-22,34350.0,34500.0,3534084.0,8.33,823904,289606,-1158670
2006-08-23,34450.0,34000.0,3190030.0,8.21,435886,-107766,-362830
2006-08-24,33800.0,34500.0,3270831.0,8.33,-364506,672496,-250280
2006-08-25,34850.0,35650.0,7700470.0,8.61,-935151,914401,139360
2006-08-28,36000.0,36000.0,7983548.0,8.7,-1479143,706613,667600
2006-08-29,36700.0,36300.0,5642090.0,8.77,-990976,118626,937370
2006-08-30,36700.0,36300.0,4064666.0,8.77,-49150,-64984,11949
2006-08-31,36550.0,36800.0,5582834.0,8.89,-468781,-82574,610950
2006-09-01,36950.0,37500.0,4748788.0,9.06,-72935,67275,-51400
2006-09-04,38000.0,37850.0,3752697.0,9.14,-763786,332726,242510
2006-09-05,37700.0,37000.0,4693408.0,8.94,-490411,193591,321250
2006-09-06,37200.0,36400.0,3311073.0,8.79,383655,136435,-533680
2006-09-07,35800.0,36300.0,4643237.0,8.77,592504,535020,-1153604
2006-09-08,36050.0,37000.0,3254058.0,8.94,-21667,296402,-194295
2006-09-11,37300.0,36700.0,4462638.0,8.87,161972,-77632,112050
2006-09-12,37150.0,37200.0,4476640.0,8.99,181524,-328447,148863
2006-09-13,38100.0,38350.0,7923269.0,9.26,259451,-570604,875980
2006-09-14,38400.0,38900.0,6599588.0,9.4,-1088692,735682,469990
2006-09-15,38850.0,39100.0,4998537.0,9.45,501094,-60394,-536780
2006-09-18,39000.0,40100.0,7301489.0,9.69,-470967,-830157,1309480
2006-09-19,40200.0,39900.0,3880846.0,9.64,758573,-592636,157300
2006-09-20,39450.0,38500.0,10850995.0,9.3,2401120,208941,-2621370
2006-09-21,39000.0,38150.0,6597914.0,9.22,1319873,83657,-1492820
2006-09-22,37600.0,36750.0,8430714.0,8.88,1467868,484448,-2065150
2006-09-25,36550.0,36950.0,6695668.0,8.93,625099,355557,-1103636
2006-09-26,37400.0,36200.0,6536446.0,8.75,680662,-50135,-674230
2006-09-27,37000.0,36300.0,6744334.0,8.77,348920,758608,-1293300
2006-09-28,36600.0,37000.0,5362142.0,8.94,335056,-115315,-331181
2006-09-29,37200.0,37300.0,3886480.0,9.01,-116452,37962,156560
2006-10-02,37450.0,37100.0,2641626.0,8.96,-39772,233473,-227135
2006-10-04,36800.0,36500.0,4915087.0,8.82,514536,-16815,-376651
2006-10-09,36300.0,34950.0,9551557.0,8.44,-345145,308728,36203
2006-10-10,34800.0,35050.0,6030713.0,8.47,582219,315103,-944122
2006-10-11,34700.0,35200.0,4928237.0,8.5,95376,285794,-373660
2006-10-12,35200.0,35850.0,4066172.0,8.66,165408,-83378,-111263
2006-10-13,36600.0,37300.0,5175251.0,9.01,-880913,335723,486320
2006-10-16,37700.0,37300.0,5476640.0,9.01,10306,-235726,245830
2006-10-17,37500.0,37300.0,4272956.0,9.01,129414,36176,-187740
2006-10-18,36950.0,37350.0,3868978.0,9.02,140024,295936,-499520
2006-10-19,37100.0,36200.0,4723708.0,8.75,844285,-7335,-806980
2006-10-20,36200.0,36100.0,6110405.0,8.72,2988099,-1496309,-1537840
2006-10-23,36150.0,36100.0,5707334.0,8.72,1941641,-794630,-1128550
2006-10-24,36400.0,36000.0,5780357.0,8.7,1403206,-508826,-812130
2006-10-25,35700.0,35350.0,7837200.0,8.54,900363,-131154,-818659
2006-10-26,35700.0,35550.0,7359368.0,8.59,1122313,202527,-1543440
2006-10-27,35700.0,34350.0,11439427.0,8.3,3215187,-874792,-2338165
2006-10-30,33700.0,33300.0,8110194.0,8.04,1196795,-326007,-718445
2006-10-31,33450.0,34200.0,5918013.0,8.26,79823,302468,-364330
2006-11-01,34300.0,34050.0,4500012.0,8.23,320637,243105,-543700
2006-11-02,33850.0,34800.0,5600999.0,8.41,218320,-96258,-111384
2006-11-03,34750.0,33700.0,6289428.0,8.14,1927077,-235226,-1573362
