Symbol,SK하이닉스_시가(원),SK하이닉스_종가(원),SK하이닉스_거래량(주),SK하이닉스_PER(IFRS-연결),SK하이닉스_순매수수량(개인)(주),SK하이닉스_순매수수량(기관계)(주),SK하이닉스_순매수수량(외국인계)(주)
2004-01-08,6800.0,6510.0,13864093.0,,-142939,-234171,358490
2004-01-09,7000.0,7160.0,19633814.0,,-2246611,148081,2088450
2004-01-12,7180.0,7260.0,13738547.0,,326184,-248904,-110830
2004-01-13,7310.0,7050.0,8931965.0,,688114,-112434,-529230
2004-01-14,7050.0,7480.0,26804841.0,,-684797,194694,481763
2004-01-15,7400.0,7230.0,9907602.0,,534611,-261401,-200280
2004-01-16,7380.0,7430.0,19268423.0,,-1977986,237246,1462850
2004-01-19,7500.0,7430.0,8573096.0,,-25181,93211,160010
2004-01-20,7450.0,7400.0,8078362.0,,-249593,-241527,490860
2004-01-26,7380.0,7420.0,14078675.0,,-185998,-413072,653120
2004-01-27,7590.0,7920.0,17535205.0,,-1251790,835990,272800
2004-01-28,7950.0,8720.0,36757325.0,,-3249496,1153726,2085660
2004-01-29,8830.0,8960.0,26191899.0,,-1009624,-362236,1372370
2004-01-30,9100.0,8950.0,14512975.0,,957538,-171398,-732120
2004-02-02,8820.0,8830.0,10210962.0,,-107256,120346,-21820
2004-02-03,8700.0,8300.0,16279307.0,,-244351,246101,65390
2004-02-04,8220.0,8580.0,14265030.0,,-730230,-26300,472150
2004-02-05,8400.0,8230.0,8286231.0,,177422,217308,-438700
2004-02-06,8210.0,8430.0,15340318.0,,-154879,268849,-63630
2004-02-09,8550.0,8440.0,10149018.0,,275435,17005,-263900
2004-02-10,8390.0,8400.0,8153311.0,,140868,-34968,-204080
2004-02-11,8490.0,8420.0,11799389.0,,-1008364,351175,639711
2004-02-12,8590.0,8320.0,6863995.0,,-74631,116141,-125590
2004-02-13,8260.0,8420.0,8357507.0,,182438,49982,-216720
2004-02-16,8360.0,8460.0,10451768.0,,258314,-345714,124650
2004-02-17,8470.0,8660.0,12743842.0,,-123646,115336,43470
2004-02-18,8860.0,8730.0,10280361.0,,-584740,99960,400680
2004-02-19,8770.0,9300.0,18328739.0,,-1273802,212679,953510
2004-02-20,9200.0,9110.0,11370596.0,,-618600,-38357,668620
2004-02-23,9200.0,9830.0,28225360.0,,233512,83798,-314100
2004-02-24,9660.0,9070.0,13834640.0,,-50788,89548,-15650
2004-02-25,9070.0,8890.0,10822132.0,,-468276,49426,434970
2004-02-26,9070.0,8870.0,7644613.0,,61984,-283474,187720
2004-02-27,8750.0,8970.0,8998577.0,,-452726,173536,295620
2004-03-02,9170.0,9250.0,12307578.0,,-35709,199,38540
2004-03-03,9250.0,9770.0,17763043.0,,-2152510,-207240,2298140
2004-03-04,9790.0,9790.0,9568215.0,,-819039,294479,502500
2004-03-05,9980.0,9900.0,14886962.0,,-227574,-58246,259430
2004-03-08,9930.0,9650.0,6747924.0,,48946,106204,-187520
2004-03-09,9500.0,9430.0,8091505.0,,24740,198560,-206640
2004-03-10,9300.0,9310.0,7744027.0,,843371,-102291,-928220
2004-03-11,9150.0,10650.0,38075512.0,,870497,-801077,-32690
2004-03-12,10450.0,10200.0,24928339.0,,291763,-305756,74280
2004-03-15,10500.0,10450.0,16380508.0,,-671962,-11388,629720
2004-03-16,10250.0,11000.0,18070152.0,,-486128,405808,-246900
2004-03-17,11200.0,11100.0,15562411.0,,-678000,-12723,688983
2004-03-18,11450.0,11700.0,20339567.0,,-1677762,141622,945120
2004-03-19,11700.0,11650.0,14579904.0,,459625,248505,-806620
2004-03-22,11700.0,12000.0,13241976.0,,988590,-5740,-768100
2004-03-23,11800.0,12200.0,14471147.0,,937178,-307201,-309597
2004-03-24,12050.0,11550.0,9936711.0,,664766,-583476,-7380
2004-03-25,11550.0,10600.0,13976642.0,,1095108,-225536,-693792
2004-03-26,11000.0,10850.0,12517231.0,,-1022536,351856,1021330
2004-03-29,11000.0,11550.0,10473266.0,,-297655,135265,212650
2004-03-30,11850.0,11400.0,8155237.0,,-518842,-159128,708500
2004-03-31,11650.0,12250.0,18128484.0,,-134770,-175170,71450
2004-04-01,12450.0,12450.0,11450543.0,,-620570,330340,937620
2004-04-02,12800.0,12550.0,9774982.0,,-415564,-74932,374106
2004-04-06,13100.0,13750.0,25346229.0,,282632,-118605,1193
2004-04-07,13550.0,13750.0,14072979.0,,708913,-236064,-350129
2004-04-08,13900.0,13500.0,10939430.0,,-405740,92987,176650
2004-04-09,13250.0,13600.0,8737683.0,,-197266,-187594,418840
2004-04-12,13500.0,13600.0,9052376.0,,-538204,452184,-237300
2004-04-13,13850.0,13900.0,9183958.0,,-788614,30624,730110
2004-04-14,14000.0,13250.0,12729932.0,,783943,-176133,-568390
2004-04-16,12850.0,12450.0,11334599.0,,2839627,-496542,-2251740
2004-04-19,12250.0,12650.0,8587686.0,,199488,-262878,-1480
2004-04-20,12800.0,12800.0,7714438.0,,-766130,462830,246740
2004-04-21,12550.0,13200.0,11743257.0,,-300615,192245,16560
2004-04-22,13250.0,12200.0,14494571.0,,2845741,-477161,-2389710
2004-04-23,12550.0,12150.0,12726464.0,,1140572,320818,-1423250
2004-04-26,12050.0,11250.0,13807027.0,,1333824,-240184,-1386060
2004-04-27,11100.0,11450.0,9808058.0,,-195668,312538,-390540
2004-04-28,11400.0,11250.0,11517072.0,,528465,-73675,80170
2004-04-29,10900.0,10650.0,11756139.0,,-380268,548488,-211610
2004-04-30,10900.0,11900.0,15637146.0,,-522790,-148670,401980
2004-05-03,11850.0,12200.0,9363015.0,,-121359,396539,-312010
2004-05-04,12500.0,13200.0,27081604.0,,-2274070,1090440,1313390
2004-05-06,13050.0,12250.0,15855499.0,,402037,-86292,-311715
2004-05-07,12450.0,13100.0,19691162.0,,-389716,197206,344560
2004-05-10,13100.0,12400.0,23798042.0,,28613,-191269,-359960
2004-05-11,12500.0,13000.0,19327027.0,,-855029,522559,302820
2004-05-12,13500.0,12900.0,18956196.0,,1185698,-1493608,350060
2004-05-13,12700.0,12450.0,13558695.0,,1459798,-901698,-729330
2004-05-14,12600.0,11350.0,17249064.0,,1975050,-639360,-1424990
2004-05-17,11150.0,9650.0,23996733.0,,2176930,-242070,-2320360
2004-05-18,9430.0,10250.0,25631287.0,,506100,-357400,-271450
2004-05-19,10250.0,10300.0,24100428.0,,602360,3770,84510
2004-05-20,9900.0,9320.0,20446931.0,,370205,-340305,183620
2004-05-21,9650.0,9600.0,15292873.0,,-306216,208385,97170
2004-05-24,10000.0,10900.0,21059055.0,,422383,-506883,171700
2004-05-25,10650.0,10300.0,16242726.0,,33030,-58870,-366350
2004-05-27,10800.0,10250.0,10873055.0,,-199817,230617,319710
2004-05-28,10600.0,10850.0,18458352.0,,-1415974,209954,1200430
2004-05-31,11150.0,11250.0,13580869.0,,-236040,337157,-21620
2004-06-01,11300.0,11300.0,16637581.0,,-1509049,450159,1020850
2004-06-02,11200.0,11500.0,13758199.0,,-234113,76773,202260
2004-06-03,11700.0,10500.0,15982403.0,,913635,-99345,-780130
2004-06-04,10700.0,10600.0,9175478.0,,45175,12015,-56690
2004-06-07,10900.0,11600.0,16338377.0,,-2097330,996810,453570
2004-06-08,11800.0,11450.0,12665550.0,,-1319249,413419,646690
2004-06-09,11750.0,11850.0,15494782.0,,-1601976,268726,1467910
2004-06-10,11900.0,12000.0,16000045.0,,120267,59449,-542106
2004-06-11,11950.0,11400.0,10327592.0,,761729,-543259,-167320
2004-06-14,11100.0,10350.0,9841833.0,,-117385,300815,-159330
2004-06-15,10450.0,11000.0,10831554.0,,106819,-27450,-117719
2004-06-16,10900.0,10550.0,10794300.0,,87767,-632677,538840
2004-06-17,10550.0,10950.0,9753012.0,,-1355969,1079444,417745
2004-06-18,10950.0,10800.0,9828215.0,,139210,49730,-40100
2004-06-21,11000.0,10950.0,6525615.0,,-347592,162392,165960
2004-06-22,10900.0,10950.0,6057761.0,,50769,248181,-326690
2004-06-23,11100.0,10900.0,8923380.0,,509245,41065,-368760
2004-06-24,11200.0,11300.0,11868529.0,,-1324832,846413,620649
2004-06-25,11400.0,11700.0,10184026.0,,-2628335,1352955,542840
2004-06-28,11850.0,11850.0,11572948.0,,-853962,248125,704367
2004-06-29,12000.0,12400.0,11365026.0,,-1283079,1290669,163270
2004-06-30,12700.0,12650.0,14363759.0,,-441139,-221966,456555
2004-07-01,12800.0,12600.0,10348599.0,,-2640,-49750,-33110
2004-07-02,12350.0,12100.0,8576140.0,,370924,320206,-579200
2004-07-05,12050.0,12450.0,6483559.0,,-504776,99916,79500
2004-07-06,12350.0,12350.0,7041992.0,,-573252,615962,-328600
2004-07-07,12000.0,12100.0,7131670.0,,931171,-178450,-659241
2004-07-08,11900.0,11500.0,8413959.0,,962246,-761116,-632330
2004-07-09,11500.0,11650.0,5626950.0,,-74890,67950,-15770
2004-07-12,11850.0,11100.0,8143812.0,,765020,-184183,-237707
2004-07-13,11050.0,11250.0,8099061.0,,1353756,-568286,-768070
2004-07-14,11000.0,10900.0,6867099.0,,752520,-418080,-255790
2004-07-15,10850.0,10650.0,9574648.0,,1636640,-125420,-753080
2004-07-16,10450.0,10550.0,11337924.0,,201203,42981,-147664
2004-07-19,10300.0,11050.0,9623072.0,,-952867,95347,624000
2004-07-20,10850.0,10750.0,6865661.0,,7620,-92320,146410
2004-07-21,11100.0,10900.0,6420167.0,,-470746,291396,136500
2004-07-22,10600.0,10800.0,4164705.0,,-250303,215113,155220
2004-07-23,10900.0,11000.0,6652770.0,,-249490,60470,581590
2004-07-26,10900.0,10650.0,6280954.0,,865907,-496347,-148740
2004-07-27,10700.0,10600.0,4908965.0,,276457,5143,-64030
2004-07-28,10750.0,10300.0,6651283.0,,-118970,-8420,232190
2004-07-29,10050.0,9700.0,6326358.0,,358450,-317380,-68830
2004-07-30,9850.0,9000.0,10716267.0,,-60613,-80567,359570
2004-08-02,8910.0,8830.0,6919094.0,,167397,-329687,302420
2004-08-03,8950.0,8530.0,11924059.0,,-771472,-195188,1123070
2004-08-04,8430.0,8800.0,10164383.0,,216505,93575,-321810
2004-08-05,8850.0,9250.0,10753774.0,,-1165320,394810,916460
2004-08-06,9000.0,9050.0,5654826.0,,-33498,-3032,36220
2004-08-09,8900.0,9350.0,7556283.0,,-106661,141141,-35790
2004-08-10,9290.0,9300.0,7269526.0,,-227034,-157533,498877
2004-08-11,9470.0,9050.0,8122178.0,,683642,-237302,-302580
2004-08-12,9050.0,9000.0,4985786.0,,-568400,346560,230200
2004-08-13,8960.0,8820.0,5544555.0,,682001,-318171,-160730
2004-08-16,8820.0,9140.0,8676103.0,,-196790,199820,-16700
2004-08-17,9300.0,9010.0,5723793.0,,825139,-890058,64020
2004-08-18,9010.0,9050.0,5154968.0,,-255521,87391,197670
2004-08-19,9210.0,9260.0,8005152.0,,-875578,349988,384320
2004-08-20,9290.0,9330.0,3856371.0,,-144286,209626,-50890
2004-08-23,9500.0,9790.0,7596730.0,,-844320,421790,339540
2004-08-24,9910.0,10100.0,10274697.0,,-764771,9911,710010
2004-08-25,10150.0,10100.0,4881853.0,,-708970,102940,675040
2004-08-26,10250.0,10100.0,8391808.0,,242980,-194590,29950
2004-08-27,10200.0,10300.0,3976631.0,,-711932,413342,281910
2004-08-30,10450.0,10600.0,6308360.0,,-1233519,258759,985460
2004-08-31,10650.0,10450.0,4371614.0,,411914,-48584,-353740
2004-09-01,10450.0,10350.0,5632409.0,,315057,224853,-484080
2004-09-02,10400.0,10400.0,4787466.0,,-234410,-131040,308580
2004-09-03,10450.0,9960.0,6102135.0,,1516600,2270,-1518390
2004-09-06,9890.0,9920.0,4099249.0,,21408,-182788,296310
2004-09-07,9980.0,9820.0,3798536.0,,436042,-36922,-399310
2004-09-08,9710.0,9970.0,6206729.0,,-623016,22336,629680
2004-09-09,10000.0,9960.0,3826260.0,,678112,-251162,-668640
2004-09-10,10250.0,10200.0,6740095.0,,-476360,187840,322140
2004-09-13,10500.0,10800.0,10823082.0,,-2056760,1409540,590970
2004-09-14,10950.0,10850.0,7038694.0,,-1281274,-279426,1523150
2004-09-15,10900.0,11400.0,10503181.0,,-942288,480088,356980
2004-09-16,11250.0,11150.0,7431845.0,,-397267,290537,67130
2004-09-17,11350.0,10950.0,7183509.0,,1239655,249645,41310
2004-09-20,10400.0,10700.0,13039004.0,,-637211,-143739,789920
2004-09-21,10900.0,11000.0,7871367.0,,90772,489098,414640
2004-09-22,11050.0,10500.0,6379705.0,,533024,-233824,-315810
2004-09-23,10300.0,10400.0,3398997.0,,10510,-188830,166270
2004-09-24,10450.0,10400.0,3980539.0,,223130,-15430,-225900
2004-09-30,10350.0,10500.0,4136379.0,,-166628,357278,-355440
2004-10-01,10600.0,11100.0,8058572.0,,-1627526,660316,903300
2004-10-04,11550.0,11600.0,7555624.0,,-873321,538421,219460
2004-10-05,11650.0,11850.0,14382022.0,,-1997730,-109220,1889730
2004-10-06,11900.0,12750.0,22420875.0,,-2845625,1522045,1345490
2004-10-07,12950.0,13650.0,19655066.0,,-4089060,594970,3361700
2004-10-08,13700.0,14300.0,33972605.0,,554102,-872922,4839380
2004-10-11,14550.0,14400.0,14597066.0,,2515711,-717831,-851050
2004-10-12,14350.0,13350.0,12314205.0,,822210,-181080,-447280
2004-10-13,13650.0,13400.0,12659167.0,,-52779,849579,70040
2004-10-14,13100.0,13500.0,11664143.0,,-768715,1290725,72680
2004-10-15,13200.0,14200.0,11895625.0,,-1231505,1076505,171090
2004-10-18,14450.0,13850.0,10634674.0,,653660,-77130,-626250
2004-10-19,14250.0,13450.0,13617198.0,,1260291,-1161101,-51500
2004-10-20,13500.0,12950.0,9396497.0,,937420,-131550,-563100
2004-10-21,13050.0,12900.0,12348243.0,,792409,-263429,-243430
2004-10-22,13000.0,12450.0,13947757.0,,-1196162,207282,767500
2004-10-25,12300.0,12600.0,9570967.0,,844180,-230920,-244430
2004-10-26,12900.0,12150.0,16186044.0,,249708,115672,-108580
2004-10-27,12400.0,11900.0,10945810.0,,60714,-515264,588810
2004-10-28,12400.0,12950.0,13177842.0,,-431830,197780,332360
2004-10-29,12750.0,12700.0,7629898.0,,91732,-51112,-50810
2004-11-01,12800.0,12150.0,10647892.0,,531430,52770,-584100
2004-11-02,12150.0,12200.0,9179152.0,,735130,-103860,-542260
2004-11-03,12200.0,12750.0,12830501.0,,-808050,727980,117700
2004-11-04,12500.0,12200.0,6917630.0,,886544,-181940,-726174
2004-11-05,12400.0,12050.0,7483559.0,,1073630,163210,-1013770
2004-11-08,12100.0,11650.0,8454828.0,,2052820,-907370,-1144690
2004-11-09,11500.0,11450.0,7766787.0,,235400,-382220,163550
2004-11-10,11500.0,12000.0,14203616.0,,-98797,-233913,379380
2004-11-11,11800.0,11750.0,8806774.0,,-124634,-229226,375500
2004-11-12,12100.0,11900.0,6957282.0,,-398619,545179,-194330
2004-11-15,12100.0,12200.0,7807995.0,,-696536,127166,523830
2004-11-16,12400.0,12250.0,5927956.0,,-367150,-22260,418940
2004-11-17,12400.0,12500.0,6961530.0,,-561870,106690,506600
2004-11-18,12700.0,11900.0,8709118.0,,-416621,-160159,622080
2004-11-19,12100.0,12150.0,4945323.0,,537020,-292720,-232570
2004-11-22,11850.0,11700.0,5791813.0,,1181030,-555170,-370670
2004-11-23,11750.0,11600.0,5201354.0,,787105,-113605,-589690
2004-11-24,11550.0,11400.0,5755109.0,,720472,-115752,-560470
2004-11-25,11400.0,11050.0,9489792.0,,2872080,-814370,-1964760
2004-11-26,10900.0,10550.0,12298312.0,,2616838,-744587,-1696141
2004-11-29,10550.0,10150.0,9801873.0,,1621802,-782948,-705664
2004-11-30,10100.0,10350.0,11883963.0,,1392199,-435349,-949760
2004-12-01,10250.0,10700.0,9858766.0,,135890,-340740,225030
2004-12-02,10950.0,10350.0,8306103.0,,-790330,284240,461280
2004-12-03,10600.0,10650.0,7566680.0,,397770,33469,-461859
2004-12-06,10500.0,10400.0,4944241.0,,196969,-40884,-350905
2004-12-07,10350.0,10500.0,4236413.0,,-764215,220475,214440
2004-12-08,10350.0,10450.0,6856367.0,,-272504,418314,-125450
2004-12-09,10500.0,10550.0,6169988.0,,-108035,696805,-546010
2004-12-10,10700.0,10350.0,4047545.0,,-191520,299760,-78000
2004-12-13,10400.0,10400.0,3848125.0,,56083,305087,-352130
2004-12-14,10500.0,11000.0,10651761.0,,-2084690,1649010,58150
2004-12-15,11200.0,11600.0,9537127.0,,-2159980,954335,1087365
2004-12-16,11750.0,11550.0,8526250.0,,-1130351,518521,308130
2004-12-17,11650.0,11600.0,5115524.0,,-90208,388576,-314578
2004-12-20,11600.0,11500.0,4980384.0,,80010,4000,-148930
2004-12-21,11450.0,11550.0,5263930.0,,-196042,-7398,95400
2004-12-22,11750.0,11400.0,5529365.0,,-473226,428356,47880
2004-12-23,11500.0,11000.0,4455417.0,,353192,-187792,-16920
2004-12-24,11000.0,11000.0,5268707.0,,208334,96596,-16200
2004-12-27,11000.0,10900.0,3830431.0,,-4283,-20557,16470
2004-12-28,10800.0,10600.0,5121029.0,,455918,-97008,75000
2004-12-29,10750.0,11200.0,5300836.0,,-817901,559531,231180
2004-12-30,11200.0,11650.0,5351629.0,,-1559160,1225990,208530
2005-01-03,11800.0,11600.0,3120279.0,3.0,95537,-111657,37870
2005-01-04,11550.0,11750.0,5562528.0,3.04,112742,-296712,139250
2005-01-05,11600.0,11850.0,4775735.0,3.06,603140,-28180,-513540
2005-01-06,11700.0,11900.0,9309124.0,3.08,-581801,364511,250790
2005-01-07,12000.0,11700.0,4783719.0,3.02,353947,-157547,-132380
2005-01-10,11800.0,12500.0,8737587.0,3.23,-25526,63106,221610
2005-01-11,12500.0,12100.0,14434038.0,3.13,-1637862,365972,1222470
2005-01-12,12300.0,11800.0,7182158.0,3.05,1704411,-976812,-449480
2005-01-13,11800.0,12050.0,6268104.0,3.12,172070,-106189,-120580
2005-01-14,11750.0,12250.0,14656018.0,3.17,-1005404,873820,-26480
2005-01-17,12650.0,13000.0,17250441.0,3.36,-3934903,2906230,725180
2005-01-18,13100.0,12950.0,8010582.0,3.35,-1031564,643174,264470
2005-01-19,13050.0,13150.0,7000266.0,3.4,-1026335,576585,145200
2005-01-20,12950.0,12900.0,4697548.0,3.34,249232,-49352,-182600
2005-01-21,12800.0,12700.0,5983961.0,3.28,549580,-241680,-310730
2005-01-24,12600.0,12700.0,4443459.0,3.28,512796,-282746,-75580
2005-01-25,12550.0,12350.0,4852477.0,3.19,1087858,-238188,-666530
2005-01-26,12450.0,12850.0,6499786.0,3.32,-660260,465720,233580
2005-01-27,13000.0,12650.0,5654243.0,3.27,-288046,70486,131420
2005-01-28,12650.0,12600.0,3172729.0,3.26,-144948,54628,104870
2005-01-31,12650.0,13000.0,6479382.0,3.36,-1227285,468385,804010
2005-02-01,13050.0,12800.0,4875468.0,3.31,85010,74090,-102900
2005-02-02,12950.0,13000.0,6939785.0,3.36,-1632013,1570443,38220
2005-02-03,12900.0,12900.0,4090593.0,3.34,-673424,535854,-60920
2005-02-04,12850.0,12700.0,3954698.0,3.28,467800,-227570,-258580
2005-02-07,13000.0,13300.0,7825531.0,3.44,-1592607,598717,873690
2005-02-11,13200.0,13400.0,4810612.0,3.46,280685,-351465,59750
2005-02-14,13850.0,15000.0,24691789.0,3.88,-2665462,1302822,1274000
2005-02-15,15200.0,15050.0,11197370.0,3.89,348197,188483,-454470
2005-02-16,15300.0,15500.0,16899507.0,4.01,245200,-588370,275410
2005-02-17,15500.0,15750.0,9550228.0,4.07,70186,137464,-320670
2005-02-18,15500.0,15650.0,7473877.0,4.05,612623,-1913,-646370
2005-02-21,15800.0,16200.0,15827961.0,4.19,1068425,-706525,-101120
2005-02-22,16050.0,15200.0,13314101.0,3.93,1403160,-434690,-912350
2005-02-23,14700.0,14300.0,12391623.0,3.7,-283844,-5526,242440
2005-02-24,14500.0,14850.0,10619376.0,3.84,-183730,-116360,184170
2005-02-25,15200.0,15050.0,11702283.0,3.89,83692,-41932,1730
2005-02-28,15400.0,15050.0,8472469.0,3.89,859153,-918883,318770
2005-03-02,15150.0,15100.0,12711077.0,3.9,1284343,-1961132,1295469
2005-03-03,14700.0,14400.0,16321988.0,3.72,4568925,-1885205,-2178200
2005-03-04,14150.0,13900.0,10935514.0,3.59,1281203,-623081,-782782
2005-03-07,14000.0,13900.0,8331839.0,3.59,47817,-401717,77480
2005-03-08,13950.0,13550.0,7855744.0,3.5,632115,-451275,-217000
2005-03-09,13350.0,13400.0,6491479.0,3.46,364020,106600,-407510
2005-03-10,13350.0,13650.0,8810717.0,3.53,382903,31857,-459690
2005-03-11,13850.0,14150.0,6256097.0,3.66,-920238,549128,177680
2005-03-14,14000.0,13850.0,3230919.0,3.58,336027,-354569,32670
2005-03-15,13950.0,13300.0,5638852.0,3.44,794345,-225685,-564360
2005-03-16,13100.0,13400.0,5830633.0,3.46,-136943,115403,2830
2005-03-17,13100.0,13000.0,4893958.0,3.36,108953,-12333,-77250
2005-03-18,12850.0,12850.0,4176678.0,3.32,-187580,286120,-143160
2005-03-21,12850.0,13150.0,4546555.0,3.4,-374505,341945,-12650
2005-03-22,13150.0,13400.0,4361034.0,3.46,-557187,754567,-316220
2005-03-23,13300.0,13000.0,4250820.0,3.36,516053,-269179,-299350
2005-03-24,13200.0,12700.0,5353797.0,3.28,1179680,260870,-1369690
2005-03-25,12750.0,12900.0,3320158.0,3.34,-285057,574657,-277650
2005-03-28,12900.0,13000.0,3352872.0,3.36,-337990,325500,1000
2005-03-29,13000.0,12700.0,3591025.0,3.28,764358,-692928,-54630
2005-03-30,12600.0,12950.0,3255052.0,3.35,-268396,470486,-222680
2005-03-31,13350.0,13050.0,3588095.0,3.37,-514764,407944,79580
2005-04-01,13000.0,13650.0,6645326.0,3.53,-470940,241430,167040
2005-04-04,13750.0,13900.0,6082435.0,3.59,-586223,653583,102020
2005-04-06,14100.0,14100.0,4690893.0,3.65,-573830,95180,377590
2005-04-07,14050.0,13850.0,3695507.0,3.58,458436,283444,-730620
2005-04-08,14000.0,13700.0,3656938.0,3.54,435851,-176061,-198750
2005-04-11,13500.0,13600.0,2189927.0,3.52,208060,-177240,-37220
2005-04-12,13550.0,13850.0,4011393.0,3.58,158390,-173570,17150
2005-04-13,13950.0,13500.0,3899687.0,3.49,-188116,146116,44490
2005-04-14,13400.0,13450.0,3768531.0,3.48,567530,-667070,-11630
2005-04-15,13350.0,13000.0,4188338.0,3.36,618836,-317838,-224310
2005-04-18,12650.0,12400.0,4244411.0,3.21,310321,-140821,-141550
2005-04-19,12650.0,12600.0,3123988.0,3.26,742449,-305384,-369135
2005-04-20,12700.0,12550.0,3925374.0,3.24,260307,-227069,97932
2005-04-21,12300.0,13150.0,12593947.0,3.4,1090722,-857172,-125750
2005-04-22,13400.0,13000.0,6334584.0,3.36,-967192,135204,750140
2005-04-25,12900.0,12800.0,3190542.0,3.31,302736,82694,-394830
2005-04-26,12800.0,12450.0,4159874.0,3.22,220743,-73482,-13101
2005-04-27,12200.0,12300.0,4965302.0,3.18,1264132,-595742,-635660
2005-04-28,12350.0,12150.0,4353393.0,3.14,-254831,220341,105240
2005-04-29,12000.0,12100.0,3089715.0,3.13,-430040,265320,62500
2005-05-02,12250.0,12150.0,2733984.0,3.14,79,89731,-74220
2005-05-03,12150.0,12200.0,4164470.0,3.15,294058,-80078,-261890
2005-05-04,12400.0,12500.0,8052235.0,3.23,464930,769630,-1514650
2005-05-06,12700.0,13200.0,7916641.0,3.41,-2258658,320728,1843270
2005-05-09,13300.0,13700.0,7145025.0,3.54,-1797777,81178,1530089
2005-05-10,13700.0,13500.0,4755393.0,3.49,-1566951,1070931,279030
2005-05-11,13350.0,13300.0,2585868.0,3.44,-151339,229559,-81240
2005-05-12,13450.0,13900.0,6859220.0,3.59,-2120937,2026907,23310
2005-05-13,13900.0,14500.0,7941900.0,3.75,-2415917,1899107,318860
2005-05-16,14700.0,14400.0,5270731.0,3.72,-1631119,1590479,-159840
2005-05-17,14650.0,14050.0,4800991.0,3.63,-827299,838329,-78570
2005-05-18,14250.0,14150.0,4197496.0,3.66,-710236,753316,27570
2005-05-19,14400.0,14350.0,4610146.0,3.71,-956126,559768,260598
2005-05-20,14350.0,14550.0,5725554.0,3.76,307721,-338631,271390
2005-05-23,14600.0,14600.0,2602778.0,3.77,-484477,4627,210330
2005-05-24,14800.0,14950.0,5135215.0,3.87,-1283352,583852,509260
2005-05-25,15100.0,14850.0,5750205.0,3.84,-398267,97517,564310
2005-05-26,14950.0,14700.0,3363209.0,3.8,-78533,258223,-407930
2005-05-27,15100.0,15400.0,7887108.0,3.98,-3473066,985046,2192170
2005-05-30,15450.0,15750.0,4764602.0,4.07,-1456394,418654,640140
2005-05-31,15600.0,15900.0,4529486.0,4.11,-1813679,1037749,619260
2005-06-01,15750.0,15650.0,4286551.0,4.05,-466177,61357,428560
2005-06-02,15900.0,15900.0,4755367.0,4.11,52598,-95368,173960
2005-06-03,15950.0,16000.0,4275637.0,4.14,-998942,81022,901380
2005-06-07,15850.0,15350.0,6712541.0,3.97,1388649,-476529,-444160
2005-06-08,15100.0,15750.0,5870450.0,4.07,-1474108,346698,1017660
2005-06-09,15550.0,15950.0,4587860.0,4.12,-389038,576508,-142180
2005-06-10,16100.0,16100.0,6551650.0,4.16,-167738,-105412,183710
2005-06-13,16050.0,15650.0,3836949.0,4.05,909536,-387096,-392290
2005-06-14,15500.0,15700.0,4954836.0,4.06,-656967,-294653,846690
2005-06-15,15700.0,16100.0,5109789.0,4.16,-740693,269573,306210
2005-06-16,16100.0,16350.0,3643647.0,4.23,-886820,333146,488955
2005-06-17,16500.0,17400.0,11627957.0,4.5,-1896957,-275973,2181350
2005-06-20,17700.0,17400.0,4909073.0,4.5,-277525,210415,-45230
2005-06-21,17400.0,17150.0,3392457.0,4.43,141972,16928,-38010
2005-06-22,17150.0,17150.0,4865601.0,4.43,515825,407876,-1260331
2005-06-23,17200.0,17400.0,4056447.0,4.5,-289167,88100,63987
2005-06-24,17100.0,17200.0,4143539.0,4.45,-6368,-88938,88566
2005-06-27,16850.0,16550.0,4018301.0,4.28,419496,-23356,-390650
2005-06-28,16100.0,16400.0,6179799.0,4.24,-530067,1050607,-626200
2005-06-29,16600.0,16750.0,4114960.0,4.33,-709270,319790,480060
2005-06-30,16600.0,17000.0,2749534.0,4.4,-309244,249724,67360
2005-07-01,16900.0,17000.0,2529705.0,4.4,-158113,66753,42340
2005-07-04,17100.0,17700.0,6595574.0,4.58,-652681,370591,208750
2005-07-05,17800.0,17700.0,3047359.0,4.58,-514420,505460,-32140
2005-07-06,18150.0,18100.0,4458452.0,4.68,-512762,445893,60889
2005-07-07,17950.0,18150.0,3002300.0,4.69,-304689,473119,-177080
2005-07-08,18200.0,18850.0,10263328.0,4.87,-22601,-257619,701600
2005-07-11,19700.0,20850.0,15923941.0,5.39,47226,-358486,407220
2005-07-12,21550.0,19950.0,17115242.0,5.16,1925452,-922574,-694938
2005-07-13,19950.0,20350.0,9169434.0,5.26,611418,-238824,-240642
2005-07-14,21100.0,22050.0,19239200.0,5.7,-5878,-987262,1079450
2005-07-15,22050.0,21700.0,8664371.0,5.61,387684,-359797,102760
2005-07-18,21650.0,21550.0,4848270.0,5.57,349417,-143377,-58400
2005-07-19,21250.0,21950.0,8065981.0,5.67,-148770,51530,35790
2005-07-20,21800.0,20800.0,8651256.0,5.38,407547,-252159,-34518
2005-07-21,20950.0,20250.0,9168047.0,5.24,934454,-547742,-482842
2005-07-22,19750.0,20550.0,8911940.0,5.31,-1634192,882735,447480
2005-07-25,20550.0,22700.0,15230821.0,5.87,-1658713,763533,662760
2005-07-26,22700.0,22650.0,11740262.0,5.86,-135562,-232150,392270
