Symbol,삼성화재_시가(원),삼성화재_종가(원),삼성화재_거래량(주),삼성화재_PER(IFRS-연결),삼성화재_순매수수량(개인)(주),삼성화재_순매수수량(기관계)(주),삼성화재_순매수수량(외국인계)(주)
2008-09-11,201000.0,197000.0,259237.0,21.01,22390,-94575,72726
2008-09-12,198000.0,201500.0,101344.0,21.49,-7560,16961,-12631
2008-09-16,179500.0,197000.0,207642.0,21.01,-20888,40091,-21673
2008-09-17,198000.0,195000.0,283781.0,20.8,30997,-30688,-1692
2008-09-18,190000.0,188000.0,218289.0,20.05,12556,13652,-22427
2008-09-19,193000.0,195500.0,357413.0,20.85,-45602,51808,8080
2008-09-22,197500.0,199500.0,185528.0,21.28,-13199,31514,-26286
2008-09-23,198500.0,201000.0,174289.0,21.44,-7825,49643,-36519
2008-09-24,202000.0,203500.0,184271.0,21.7,-11989,5100,3212
2008-09-25,205500.0,208500.0,161764.0,22.24,-16918,7976,10032
2008-09-26,208500.0,209000.0,244404.0,22.29,-16093,-2739,31993
2008-09-29,208000.0,208000.0,168968.0,22.18,-1884,-31892,38716
2008-09-30,200000.0,206000.0,271505.0,21.97,2991,35656,-37258
2008-10-01,207000.0,210000.0,198735.0,22.4,-25428,28212,-20932
2008-10-02,214000.0,217500.0,230660.0,23.2,-22138,-14184,29243
2008-10-06,213000.0,220000.0,252588.0,23.46,-23910,-149,50718
2008-10-07,224000.0,218000.0,235127.0,23.25,-14498,58718,-45528
2008-10-08,217500.0,213000.0,338212.0,22.72,-4036,45180,-35322
2008-10-09,208000.0,215500.0,299652.0,22.98,-8133,29576,-21879
2008-10-10,208000.0,206000.0,396364.0,21.97,28958,67904,-100409
2008-10-13,208000.0,195000.0,627683.0,20.8,110217,109353,-244257
2008-10-14,200500.0,200500.0,410626.0,21.38,1984,-63114,65258
2008-10-15,198000.0,203500.0,230338.0,21.7,-19405,34298,-17774
2008-10-16,194000.0,190000.0,291566.0,20.26,17660,71487,-93980
2008-10-17,195000.0,190000.0,386630.0,20.26,15539,79095,-101310
2008-10-20,193000.0,190500.0,291512.0,20.32,-10048,110856,-101924
2008-10-21,190500.0,188000.0,249413.0,20.05,25927,20948,-49195
2008-10-22,188000.0,178000.0,495256.0,18.98,13413,61247,-67313
2008-10-23,165500.0,160000.0,536238.0,17.06,46654,16788,-67004
2008-10-24,157500.0,150000.0,405310.0,16.0,-36109,101659,-60087
2008-10-27,148000.0,150500.0,430378.0,16.05,-33786,142688,-110003
2008-10-28,140000.0,154500.0,545233.0,16.48,71051,41736,-114775
2008-10-29,161000.0,148000.0,571619.0,15.78,-29544,18564,9280
2008-10-30,158000.0,165000.0,477154.0,17.6,4459,10714,-25387
2008-10-31,165000.0,168000.0,376455.0,17.92,-35753,10098,16991
2008-11-03,170000.0,176500.0,394891.0,18.82,-22048,-2340,16835
2008-11-04,178000.0,182000.0,215553.0,19.41,-21497,57558,-42927
2008-11-05,186500.0,191500.0,297676.0,20.42,-23641,-22975,60888
2008-11-06,190000.0,185500.0,297593.0,19.78,-5998,45414,-36378
2008-11-07,183500.0,190000.0,304323.0,20.26,-15030,5332,7230
2008-11-10,191000.0,195000.0,200918.0,20.8,-20275,-8761,33836
2008-11-11,198000.0,195000.0,174914.0,20.8,-11894,14557,-9666
2008-11-12,194000.0,194500.0,150089.0,20.74,-8447,14158,-9578
2008-11-13,191000.0,200500.0,420025.0,21.38,-8434,46153,-40219
2008-11-14,207000.0,197000.0,260881.0,21.01,15373,-15726,-732
2008-11-17,192500.0,194000.0,202185.0,20.69,-20317,-20987,46561
2008-11-18,188500.0,185000.0,313279.0,19.73,25873,-65649,40256
2008-11-19,184000.0,182000.0,173408.0,19.41,3552,-11493,6979
2008-11-20,177500.0,171000.0,204912.0,18.24,-1732,6348,-6250
2008-11-21,172000.0,185000.0,245830.0,19.73,-2809,-53526,55630
2008-11-24,181500.0,177500.0,263321.0,18.93,14220,5426,-22728
2008-11-25,182500.0,180000.0,270686.0,19.2,13080,-6298,-9965
2008-11-26,184000.0,187000.0,441063.0,19.94,-26033,-97346,126391
2008-11-27,189500.0,190000.0,241331.0,20.26,745,-27595,34175
2008-11-28,189000.0,193500.0,162798.0,20.64,-18545,-12397,31072
2008-12-01,206000.0,190500.0,155026.0,20.32,6918,-36830,30531
2008-12-02,182000.0,192500.0,178614.0,20.53,-4464,-32428,37668
2008-12-03,192000.0,180000.0,386240.0,19.2,97124,-65156,-17167
2008-12-04,182500.0,167500.0,428039.0,17.86,104871,-32831,-62742
2008-12-05,165000.0,171500.0,309946.0,18.29,35577,14742,-51849
2008-12-08,173000.0,180000.0,319018.0,19.2,-46746,36476,13123
2008-12-09,182000.0,181000.0,226958.0,19.3,-9643,-25563,44478
2008-12-10,177000.0,179000.0,324233.0,19.09,16771,2605,-17238
2008-12-11,181000.0,180500.0,430138.0,19.25,-53219,18122,39828
2008-12-12,180500.0,169500.0,315384.0,18.08,17491,7594,-22822
2008-12-15,174000.0,178000.0,283397.0,18.98,-72502,8192,54631
2008-12-16,175000.0,172000.0,298851.0,18.34,42420,-37582,-6515
2008-12-17,177000.0,178500.0,526362.0,19.04,-106506,30265,65448
2008-12-18,182000.0,185000.0,293172.0,19.73,-125069,85433,35557
2008-12-19,185000.0,185500.0,224979.0,19.78,-88782,22389,62107
2008-12-22,188000.0,182000.0,143147.0,19.41,12836,-5383,-11010
2008-12-23,183500.0,183000.0,151733.0,19.52,-44987,70425,-31916
2008-12-24,180500.0,182500.0,146052.0,19.46,-10535,57859,-49461
2008-12-26,181000.0,183000.0,99984.0,19.52,-6939,4071,-3649
2008-12-29,183000.0,183500.0,109493.0,19.57,-15749,10524,3487
2008-12-30,186000.0,188500.0,141040.0,20.1,-53426,23999,22904
2009-01-02,187500.0,188500.0,136224.0,20.1,-35,914,-4108
2009-01-05,191500.0,186000.0,215221.0,19.84,42867,-92583,49899
2009-01-06,186000.0,182500.0,241086.0,19.46,18750,-2852,-13305
2009-01-07,181500.0,182000.0,345625.0,19.41,111885,-48022,-66107
2009-01-08,181000.0,177500.0,220403.0,18.93,52872,-29525,-9563
2009-01-09,178500.0,171500.0,456439.0,18.29,210648,-82944,-96298
2009-01-12,169000.0,165500.0,332549.0,17.65,154861,-37067,-114598
2009-01-13,165500.0,171000.0,313034.0,18.24,23404,-22242,-4479
2009-01-14,171000.0,175000.0,235230.0,18.66,-44076,-25923,68172
2009-01-15,169500.0,167000.0,254934.0,17.81,32514,-28224,-12271
2009-01-16,168500.0,173500.0,275790.0,18.5,-85851,-18315,95505
2009-01-19,175000.0,170000.0,441773.0,18.13,80610,-87582,-5693
2009-01-20,166500.0,165500.0,153596.0,17.65,41332,-31107,-10969
2009-01-21,157000.0,162500.0,153175.0,17.33,3501,-19234,14292
2009-01-22,166000.0,169500.0,171498.0,18.08,-32587,-32172,61236
2009-01-23,167500.0,162500.0,148796.0,17.33,15722,-26750,9994
2009-01-28,165500.0,170000.0,150444.0,18.13,-72698,18282,51125
2009-01-29,171500.0,168000.0,271776.0,17.92,16591,10644,-22406
2009-01-30,167000.0,165000.0,249416.0,17.6,35352,-70659,54560
2009-02-02,165000.0,165500.0,174495.0,17.65,-11660,-50008,59813
2009-02-03,168500.0,168000.0,247360.0,17.92,-20988,-37438,69477
2009-02-04,170000.0,168500.0,514261.0,17.97,57761,-100540,112883
2009-02-05,168500.0,165500.0,395963.0,17.65,54604,-159533,151743
2009-02-06,167000.0,169500.0,295737.0,18.08,-62660,-20231,86774
2009-02-09,173500.0,170000.0,246569.0,18.13,10497,44849,-64636
2009-02-10,172500.0,166000.0,236592.0,17.7,52676,34174,-83361
2009-02-11,163500.0,164500.0,329244.0,17.54,132665,-77803,-42772
2009-02-12,164500.0,158000.0,473679.0,16.85,186597,-44331,-141939
2009-02-13,159000.0,163500.0,219482.0,17.44,-72170,44763,20788
2009-02-16,163500.0,159500.0,267508.0,17.01,74278,-66208,19420
2009-02-17,157000.0,153000.0,222645.0,16.32,32330,-22811,-14018
2009-02-18,151000.0,150500.0,333437.0,16.05,57915,-77849,20595
2009-02-19,149000.0,152500.0,261464.0,16.26,3226,-54977,60366
2009-02-20,149000.0,149000.0,230023.0,15.89,-9294,3685,5440
2009-02-23,149000.0,156000.0,248034.0,16.64,-73645,-13508,91838
2009-02-24,154500.0,153500.0,204883.0,16.37,-33108,-24308,59384
2009-02-25,158000.0,157000.0,163964.0,16.74,-48181,-20780,67200
2009-02-26,158500.0,157000.0,278292.0,16.74,-83271,3850,74532
2009-02-27,161500.0,157000.0,193723.0,16.74,-11645,-26723,40711
2009-03-02,152000.0,149000.0,250569.0,15.89,20319,35935,-55578
2009-03-03,149000.0,152000.0,168500.0,16.21,-55567,37836,6795
2009-03-04,151500.0,155000.0,207398.0,16.53,1149,25719,-38301
2009-03-05,153000.0,153500.0,185040.0,16.37,3655,-24605,13850
2009-03-06,153500.0,150000.0,213270.0,16.0,57133,41392,-93616
2009-03-09,151500.0,151500.0,304206.0,16.16,33174,-86770,57727
2009-03-10,148000.0,155000.0,204662.0,16.53,-30497,-25024,53034
2009-03-11,159500.0,162000.0,446970.0,17.28,-134268,7974,132571
2009-03-12,161500.0,165000.0,385198.0,17.6,-77204,68953,8547
2009-03-13,165000.0,161000.0,270053.0,17.17,8417,48657,-63119
2009-03-16,159000.0,161500.0,234809.0,17.22,-62436,16658,38068
2009-03-17,165000.0,162000.0,313244.0,17.28,-21133,114761,-140087
2009-03-18,165500.0,169500.0,248639.0,18.08,-73534,50443,13396
2009-03-19,171000.0,166500.0,373892.0,17.76,-56941,94387,-73883
2009-03-20,167500.0,167500.0,98692.0,17.86,-16617,7833,9879
2009-03-23,169000.0,170500.0,136419.0,18.18,-27448,-12751,40497
2009-03-24,174000.0,171000.0,222565.0,18.24,39845,-71329,34836
2009-03-25,171500.0,170000.0,113655.0,18.13,-413,-40734,43067
2009-03-26,169000.0,168000.0,178893.0,17.92,36184,-39408,10405
2009-03-27,168000.0,168500.0,186862.0,17.97,-5785,-31976,40326
2009-03-30,167500.0,160500.0,173578.0,17.12,45672,-4829,-41445
2009-03-31,161000.0,160000.0,176530.0,17.06,15263,-9020,-2834
2009-04-01,159000.0,165000.0,383488.0,13.94,19884,-84564,65258
2009-04-02,166000.0,168500.0,364979.0,14.23,-70833,66227,-3974
2009-04-03,170500.0,167500.0,254028.0,14.15,40476,-18092,-22205
2009-04-06,169500.0,173500.0,366279.0,14.65,-106740,73072,23501
2009-04-07,175000.0,171500.0,252953.0,14.48,21425,18189,-39962
2009-04-08,172000.0,165500.0,188833.0,13.98,24725,-24347,5666
2009-04-09,167500.0,172000.0,283609.0,14.53,27323,-67038,43748
2009-04-10,174500.0,172000.0,228504.0,14.53,2064,-33226,27057
2009-04-13,173500.0,171000.0,190005.0,14.44,6553,-77128,64431
2009-04-14,172500.0,168500.0,354653.0,14.23,93760,-93159,9693
2009-04-15,166500.0,167500.0,219827.0,14.15,38226,-40030,15636
2009-04-16,168000.0,170000.0,283931.0,14.36,-26963,-90576,128318
2009-04-17,171500.0,170500.0,288976.0,14.4,-29586,-49712,80806
2009-04-20,173000.0,172000.0,163601.0,14.53,-5517,-17584,21767
2009-04-21,169000.0,172000.0,126215.0,14.53,-7575,-24403,32144
2009-04-22,172000.0,169500.0,342325.0,14.32,97300,-154715,73109
2009-04-23,169500.0,171000.0,219547.0,14.44,27657,-60776,60611
2009-04-24,171000.0,169500.0,280118.0,14.32,32836,-53033,41570
2009-04-27,170000.0,169500.0,328118.0,14.32,31970,-87519,63463
2009-04-28,170500.0,166500.0,329534.0,14.06,-42207,47200,-2492
2009-04-29,168500.0,171500.0,211307.0,14.48,-14040,-26222,41959
2009-04-30,170500.0,175000.0,327837.0,14.78,-40783,-12066,58006
2009-05-04,178000.0,180500.0,325548.0,15.25,-37616,-48000,84775
2009-05-06,180500.0,177500.0,387450.0,14.99,39725,-55145,16254
2009-05-07,180000.0,175000.0,520111.0,14.78,105842,-112326,2056
2009-05-08,176000.0,185000.0,816303.0,15.63,-216790,116856,76326
2009-05-11,194000.0,186000.0,531056.0,15.71,-89208,102043,-57767
2009-05-12,186500.0,186000.0,240345.0,15.71,-12137,83179,-77440
2009-05-13,187000.0,187000.0,193967.0,15.79,-18836,33560,-12284
2009-05-14,186000.0,183000.0,191088.0,15.46,-19422,9783,-5593
2009-05-15,183500.0,188000.0,239877.0,15.88,-61232,-4081,67174
2009-05-18,191000.0,184000.0,222236.0,15.54,22525,-27717,9552
2009-05-19,186000.0,189500.0,232479.0,16.01,-12186,-37085,51363
2009-05-20,191000.0,184000.0,213924.0,15.54,71921,-62109,3697
2009-05-21,184000.0,181000.0,216468.0,15.29,34392,6825,-41874
2009-05-22,181500.0,182500.0,305695.0,15.41,-50544,29316,16654
2009-05-25,182000.0,182500.0,282990.0,15.41,1477,-53102,53069
2009-05-26,184000.0,180000.0,229488.0,15.2,15513,-22420,11541
2009-05-27,182000.0,176000.0,228453.0,14.86,21982,-11680,-4235
2009-05-28,172000.0,179500.0,173918.0,15.16,-38788,24437,5577
2009-05-29,182000.0,183000.0,326569.0,15.46,-52732,-61500,111788
2009-06-01,184000.0,184000.0,207943.0,15.54,-14132,23954,-5989
2009-06-02,185000.0,182500.0,256216.0,15.41,20812,-46116,21275
2009-06-03,181500.0,181500.0,273566.0,15.33,65475,-25532,-52905
2009-06-04,181500.0,181500.0,252600.0,15.33,-32502,-37570,74701
2009-06-05,183500.0,181500.0,209123.0,15.33,14590,-28962,23391
2009-06-08,178000.0,179500.0,230351.0,15.16,24155,-11886,4048
2009-06-09,182000.0,180000.0,312195.0,15.2,-71997,27582,39976
2009-06-10,182500.0,189000.0,290784.0,15.96,-125532,52535,64770
2009-06-11,189500.0,186500.0,249194.0,15.75,-38512,-2607,34173
2009-06-12,189000.0,188000.0,209747.0,15.88,10373,68500,-77664
2009-06-15,188500.0,185000.0,149401.0,15.63,13138,-15576,5714
2009-06-16,183000.0,187000.0,126775.0,15.79,-10028,17037,-2774
2009-06-17,185000.0,183500.0,143272.0,15.5,23269,20561,-33673
2009-06-18,183500.0,183000.0,174287.0,15.46,-15006,31808,-26731
2009-06-19,185500.0,187000.0,238425.0,15.79,-33159,13510,17462
2009-06-22,187000.0,188500.0,116039.0,15.92,3559,-27665,29218
2009-06-23,185000.0,186000.0,152322.0,15.71,-6512,-3966,5293
2009-06-24,186000.0,184500.0,171592.0,15.58,804,-9313,19461
2009-06-25,183000.0,183500.0,175659.0,15.5,9615,-3407,-8296
2009-06-26,187500.0,188000.0,261798.0,15.88,-35146,-36130,70395
2009-06-29,191000.0,188500.0,146410.0,15.92,-11133,16943,-6282
2009-06-30,189000.0,188000.0,167872.0,15.88,-17967,13157,-3537
2009-07-01,191000.0,196500.0,284206.0,16.6,-2318,-5265,-20083
2009-07-02,196000.0,198500.0,122279.0,16.77,-20871,-37313,59075
2009-07-03,195000.0,195000.0,105838.0,16.47,12974,30128,-43414
2009-07-06,193500.0,194000.0,100299.0,16.39,11196,-14403,1987
2009-07-07,196000.0,192000.0,105190.0,16.22,26583,-19706,5805
2009-07-08,191000.0,193500.0,123313.0,16.34,6217,26772,-31095
2009-07-09,194000.0,192500.0,155402.0,16.26,-5595,-28698,37291
2009-07-10,191500.0,189500.0,163487.0,16.01,16283,-5101,-7430
2009-07-13,189000.0,184000.0,217217.0,15.54,1262,37878,-35417
2009-07-14,185000.0,182500.0,145815.0,15.41,20028,-10661,-4390
2009-07-15,182500.0,187500.0,258228.0,15.84,-13071,-924,14096
2009-07-16,190000.0,189000.0,202484.0,15.96,-34857,-40777,75459
2009-07-17,189500.0,189500.0,88949.0,16.01,-3101,-175,2930
2009-07-20,189000.0,191500.0,181288.0,16.17,-21066,-13852,34962
2009-07-21,192000.0,194500.0,186413.0,16.43,-27826,32501,-2030
2009-07-22,194000.0,194500.0,176902.0,16.43,13951,32923,-46944
2009-07-23,194500.0,198000.0,153275.0,16.72,-30161,35704,-3879
2009-07-24,196500.0,203000.0,236587.0,17.15,-50665,69762,-17988
2009-07-27,206000.0,204000.0,151194.0,17.23,-7622,-5245,15678
2009-07-28,201000.0,202500.0,81719.0,17.1,1544,-23372,24989
2009-07-29,200500.0,200000.0,182797.0,16.89,8020,-13629,10457
2009-07-30,201000.0,197000.0,81006.0,16.64,231,10225,-8896
2009-07-31,197000.0,206000.0,263214.0,17.4,-60207,60581,2455
2009-08-03,209500.0,210000.0,134652.0,17.74,1971,4086,-2623
2009-08-04,208500.0,207500.0,197893.0,17.53,20491,10705,-32382
2009-08-05,207000.0,213000.0,282656.0,17.99,-32048,29297,-625
2009-08-06,217000.0,210000.0,301061.0,17.74,30792,3898,-34423
2009-08-07,210000.0,209500.0,107025.0,17.69,6931,-28241,17055
2009-08-10,210500.0,214000.0,145677.0,18.07,-3406,-19521,25877
2009-08-11,212500.0,215500.0,141970.0,18.2,-11778,3552,9755
2009-08-12,219500.0,217000.0,198818.0,18.33,-31992,-6355,36204
2009-08-13,219500.0,211000.0,173529.0,17.82,37904,-23962,-12856
2009-08-14,209500.0,215000.0,178772.0,18.16,-10909,15718,-5217
2009-08-17,217500.0,209000.0,174409.0,17.65,21269,-23402,-1268
2009-08-18,210000.0,208000.0,141026.0,17.57,-6304,35353,-30075
2009-08-19,207500.0,205000.0,132468.0,17.31,30656,-33297,5872
2009-08-20,206500.0,216000.0,194127.0,18.24,-35011,44976,-12727
2009-08-21,214000.0,224500.0,197600.0,18.96,-24169,-19861,23854
2009-08-24,222000.0,224000.0,146350.0,18.92,6634,2917,-9210
2009-08-25,221000.0,219000.0,170081.0,18.5,15378,-3780,-12154
2009-08-26,219000.0,229000.0,162766.0,19.34,-27253,-24246,55027
2009-08-27,229500.0,229500.0,119423.0,19.38,-17414,-8343,28576
2009-08-28,232000.0,230000.0,123038.0,19.43,8387,3934,-9617
2009-08-31,226000.0,224000.0,142355.0,18.92,19195,-6063,-4616
2009-09-01,220500.0,224500.0,167429.0,18.96,-454,19671,-20545
2009-09-02,225500.0,220000.0,156492.0,18.58,7079,9912,-13571
2009-09-03,217500.0,224500.0,129078.0,18.96,1309,7899,-9453
2009-09-04,225000.0,226000.0,92801.0,19.09,-11264,12516,-4738
2009-09-07,223000.0,221500.0,75171.0,18.71,7654,8682,-22146
2009-09-08,223500.0,218500.0,116310.0,18.45,14016,18026,-32415
2009-09-09,217000.0,218000.0,128102.0,18.41,11555,-16584,7905
2009-09-10,218500.0,226000.0,242614.0,19.09,-31932,9405,11721
2009-09-11,224000.0,230000.0,146398.0,19.43,-21956,3901,12066
2009-09-14,234500.0,235500.0,147386.0,19.89,-36007,7383,21844
2009-09-15,235500.0,247000.0,237184.0,20.86,-53377,-37353,91312
2009-09-16,245500.0,251000.0,223632.0,21.2,-49911,51466,-6109
2009-09-17,249000.0,247500.0,132025.0,20.9,4501,4257,-3787
2009-09-18,250500.0,243500.0,310763.0,20.57,20737,-74031,64789
2009-09-21,245000.0,240000.0,140943.0,20.27,23006,14990,-38197
2009-09-22,242000.0,244000.0,149562.0,20.61,15453,-21584,7174
2009-09-23,241500.0,236500.0,154139.0,19.97,57195,-12718,-50034
2009-09-24,233000.0,240000.0,158777.0,20.27,11636,12790,-31004
2009-09-25,238000.0,234500.0,211181.0,19.81,58508,48083,-111258
2009-09-28,231500.0,234500.0,147947.0,19.81,16353,7687,-24386
2009-09-29,239000.0,244500.0,167433.0,20.65,-26731,14947,13359
2009-09-30,242000.0,241000.0,181008.0,20.35,-19854,10575,10479
2009-10-01,244500.0,235000.0,207271.0,19.85,-40285,19259,17350
2009-10-05,231500.0,236000.0,244585.0,19.93,-95243,18123,74808
2009-10-06,235000.0,229000.0,299039.0,19.34,-6286,66607,-62651
2009-10-07,228000.0,239000.0,168374.0,20.19,-63067,21001,42105
2009-10-08,237000.0,235000.0,183496.0,19.85,16349,-13133,-3408
2009-10-09,235000.0,234500.0,170593.0,19.81,59204,-31296,-27981
2009-10-12,236000.0,230500.0,143033.0,19.47,41504,-16894,-19093
2009-10-13,230500.0,226000.0,180175.0,19.09,58455,-22697,-36424
2009-10-14,227000.0,226500.0,104659.0,19.13,-7184,28004,-19806
2009-10-15,227000.0,229000.0,161247.0,19.34,9054,28513,-34550
2009-10-16,232000.0,238000.0,238548.0,20.1,-37526,-10562,42692
2009-10-19,237500.0,241000.0,105105.0,20.35,-5150,-11640,1981
2009-10-20,243000.0,241000.0,88303.0,20.35,-13911,4868,8862
2009-10-21,238000.0,241000.0,109055.0,20.35,8662,-333,-6928
2009-10-22,236500.0,230000.0,187397.0,19.43,42141,22181,-66999
2009-10-23,230500.0,226000.0,223138.0,19.09,67266,5546,-72390
2009-10-26,227000.0,224500.0,186244.0,18.96,76094,-3164,-75994
2009-10-27,224500.0,228000.0,149050.0,19.26,-12133,11388,4425
2009-10-28,230000.0,227000.0,156223.0,19.17,7508,-8980,3239
2009-10-29,224000.0,222000.0,122665.0,18.75,8192,-7874,5756
2009-10-30,224000.0,217500.0,196670.0,18.37,28151,-42486,24847
2009-11-02,213000.0,216000.0,121866.0,18.24,-25333,16048,12719
2009-11-03,213500.0,210000.0,275548.0,17.74,30365,-39039,2430
2009-11-04,211000.0,214000.0,261332.0,18.07,3475,-1043,-3719
2009-11-05,213000.0,210000.0,179998.0,17.74,17251,-1284,-22511
2009-11-06,213000.0,216000.0,232093.0,18.24,-30840,40099,-20535
2009-11-09,218000.0,220000.0,177115.0,18.58,-34643,58633,-27654
2009-11-10,221000.0,216500.0,130566.0,18.29,6919,-5890,-4
2009-11-11,220000.0,219500.0,94260.0,18.54,-16974,4474,12411
2009-11-12,218500.0,210000.0,255486.0,17.74,57784,-1473,-56004
2009-11-13,210500.0,211500.0,140118.0,17.86,-8267,714,6314
2009-11-16,210000.0,219000.0,226391.0,18.5,-22864,-2105,30841
2009-11-17,221000.0,213000.0,96479.0,17.99,-368,-16162,13917
2009-11-18,214000.0,218000.0,165106.0,18.41,-25532,11131,16287
2009-11-19,219000.0,222000.0,164107.0,18.75,-16811,-8473,19387
2009-11-20,222000.0,224000.0,94831.0,18.92,-16313,-4477,22030
2009-11-23,224000.0,224000.0,102475.0,18.92,-2048,-7462,9801
2009-11-24,223000.0,215500.0,220122.0,18.2,55566,-21097,-36019
2009-11-25,215000.0,214000.0,144263.0,18.07,44212,-10382,-34503
2009-11-26,214000.0,210000.0,145902.0,17.74,64581,-16647,-45180
2009-11-27,206000.0,196000.0,272555.0,16.55,25316,44735,-67872
2009-11-30,201000.0,202000.0,196772.0,17.06,-7640,2704,6273
2009-12-01,204000.0,202500.0,163075.0,17.1,26048,62487,-91287
2009-12-02,204000.0,203000.0,306048.0,17.15,91616,-11291,-86499
2009-12-03,204500.0,209500.0,165635.0,17.69,-65200,28324,38149
2009-12-04,209000.0,211000.0,140450.0,17.82,-13173,57223,-52406
2009-12-07,209500.0,211000.0,115501.0,17.82,10937,11116,-20639
2009-12-08,209000.0,210000.0,81206.0,17.74,6469,-12745,6293
2009-12-09,208500.0,209500.0,114939.0,17.69,6282,-6950,4532
2009-12-10,208000.0,209500.0,338085.0,17.69,67300,-23780,-41505
2009-12-11,207500.0,207000.0,323711.0,17.48,128605,-9548,-118467
2009-12-14,207500.0,203000.0,239983.0,17.15,114400,13123,-127936
2009-12-15,204000.0,203500.0,249847.0,17.19,85505,-16087,-62341
2009-12-16,202500.0,198000.0,541798.0,16.72,180332,-64030,-123197
2009-12-17,199500.0,197500.0,310467.0,16.68,83113,-43996,-43944
2009-12-18,196000.0,194500.0,275223.0,16.43,119027,-31245,-92393
2009-12-21,194500.0,197000.0,240138.0,16.64,60160,-48030,-26716
2009-12-22,197500.0,196500.0,170921.0,16.6,327,-4632,-2486
2009-12-23,196000.0,196500.0,261456.0,16.6,38943,-33280,566
2009-12-24,197000.0,200500.0,254475.0,16.93,-66225,49718,5506
2009-12-28,200500.0,201500.0,172688.0,17.02,-10456,-25356,44643
2009-12-29,201500.0,199000.0,69489.0,16.81,11414,-9516,-2056
2009-12-30,198500.0,199500.0,102597.0,16.85,-26679,9411,13901
2010-01-04,198000.0,204500.0,257869.0,17.27,-17481,-22040,46936
2010-01-05,204500.0,202500.0,223982.0,17.1,-3294,38244,-35609
2010-01-06,205000.0,208500.0,270027.0,17.61,-78664,60477,-3322
2010-01-07,208500.0,207000.0,183185.0,17.48,14545,33310,-42615
2010-01-08,206000.0,201000.0,310317.0,16.98,55913,-23992,-5452
2010-01-11,200500.0,196500.0,378764.0,16.6,135861,-131356,390
2010-01-12,197500.0,197500.0,184757.0,16.68,-8662,-15973,29745
2010-01-13,198000.0,200500.0,225485.0,16.93,-16352,54579,-39722
2010-01-14,201000.0,200000.0,209594.0,16.89,9524,32002,-44510
2010-01-15,201000.0,199000.0,218561.0,16.81,48972,-64888,18353
2010-01-18,197000.0,194500.0,288273.0,16.43,109376,-131283,19406
2010-01-19,195500.0,196000.0,256751.0,16.55,90614,-106887,19355
2010-01-20,195000.0,193000.0,364888.0,16.3,141606,-110557,-27757
2010-01-21,190000.0,190500.0,297222.0,16.09,77036,-1171,-85375
2010-01-22,188000.0,187000.0,347977.0,15.79,57566,-83786,29432
2010-01-25,183500.0,190500.0,300084.0,16.09,-41535,78590,-21988
2010-01-26,192000.0,192500.0,206756.0,16.26,-36813,5596,36358
2010-01-27,191500.0,191000.0,123526.0,16.13,-1280,3217,-5883
2010-01-28,191000.0,188000.0,150564.0,15.88,47668,-31347,-12537
2010-01-29,186000.0,185500.0,184125.0,15.67,3724,-9886,3740
2010-02-01,183000.0,181500.0,188666.0,15.33,23757,-5428,-22721
2010-02-02,182000.0,177000.0,457172.0,14.95,72160,-37007,-34496
2010-02-03,179000.0,184000.0,316028.0,15.54,-65889,-20345,80557
2010-02-04,185000.0,184000.0,266316.0,15.54,-35285,9409,20919
2010-02-05,180000.0,179500.0,194536.0,15.16,-43332,20681,16268
2010-02-08,179500.0,181500.0,204045.0,15.33,-17037,25871,-18983
2010-02-09,182500.0,181500.0,122737.0,15.33,-758,-29725,34403
2010-02-10,182000.0,179000.0,137506.0,15.12,33362,-1859,-31853
2010-02-11,180000.0,181500.0,171211.0,15.33,-14611,38150,-19472
2010-02-12,181500.0,184000.0,166503.0,15.54,-17050,-13731,33468
2010-02-16,183500.0,182000.0,110426.0,15.37,19606,-12022,-11138
2010-02-17,184000.0,187500.0,169332.0,15.84,-61206,22914,35218
2010-02-18,187000.0,187500.0,106366.0,15.84,-10322,40081,-27148
2010-02-19,186000.0,190000.0,381682.0,16.05,-63501,133038,-75727
2010-02-22,191000.0,192500.0,194207.0,16.26,-77090,56142,21971
2010-02-23,192000.0,190500.0,122441.0,16.09,-14811,37382,-28149
2010-02-24,190000.0,191000.0,134010.0,16.13,-23163,30216,-3497
2010-02-25,190000.0,185500.0,185870.0,15.67,19915,-75,-16844
2010-02-26,185000.0,184500.0,102494.0,15.58,13170,17253,-31997
2010-03-02,188000.0,195500.0,372402.0,16.51,-99370,153449,-64814
2010-03-03,193500.0,198500.0,254655.0,16.77,-68173,120132,-50191
2010-03-04,199000.0,191500.0,285478.0,16.17,50752,22362,-69833
2010-03-05,192000.0,191000.0,202586.0,16.13,63010,3364,-55138
2010-03-08,193000.0,192000.0,219190.0,16.22,16314,-14039,8597
2010-03-09,191500.0,190000.0,392892.0,16.05,95085,-44790,-49150
2010-03-10,190500.0,189000.0,155045.0,15.96,34926,-52667,17097
2010-03-11,190000.0,192500.0,272569.0,16.26,-27729,24895,3618
2010-03-12,193500.0,197500.0,307858.0,16.68,-99309,51597,41620
2010-03-15,196000.0,198000.0,196237.0,16.72,-62483,70236,-6518
2010-03-16,195500.0,195000.0,165543.0,16.47,-2184,62657,-62625
2010-03-17,197000.0,194500.0,320649.0,16.43,12494,-54121,61486
