Symbol,GS건설_시가(원),GS건설_종가(원),GS건설_거래량(주),GS건설_PER(IFRS-연결),GS건설_순매수수량(개인)(주),GS건설_순매수수량(기관계)(주),GS건설_순매수수량(외국인계)(주)
2008-12-23,61400.0,58700.0,1188661.0,7.32,93809,-81194,-12669
2008-12-24,58000.0,56500.0,836130.0,7.04,128512,-77484,-19032
2008-12-26,56600.0,56500.0,686842.0,7.04,-44245,53402,-10169
2008-12-29,56800.0,57700.0,476766.0,7.19,-49804,3408,11671
2008-12-30,58900.0,58000.0,870960.0,7.23,-99238,57572,11967
2009-01-02,60600.0,62900.0,1252247.0,8.13,-164251,216077,-9556
2009-01-05,64700.0,66300.0,1349658.0,8.57,-401885,117681,292275
2009-01-06,66300.0,64000.0,1835245.0,8.27,616264,-177529,-426148
2009-01-07,64800.0,64900.0,2262671.0,8.39,309808,-146391,-199987
2009-01-08,63200.0,64200.0,1571927.0,8.3,202868,-236021,75829
2009-01-09,65500.0,63500.0,1378545.0,8.21,-73788,-77805,142409
2009-01-12,61200.0,59300.0,1115315.0,7.66,76418,-73430,13254
2009-01-13,58700.0,59400.0,1132987.0,7.68,292491,-130742,-162104
2009-01-14,59400.0,60100.0,1040299.0,7.77,180656,24266,-230855
2009-01-15,57100.0,54300.0,1146634.0,7.02,268524,-24259,-239574
2009-01-16,55500.0,57000.0,918303.0,7.37,164650,-18987,-152551
2009-01-19,57200.0,58200.0,890427.0,7.52,-7220,60324,-34936
2009-01-20,57500.0,59100.0,1455618.0,7.64,-370064,390554,-92670
2009-01-21,55300.0,55200.0,1341756.0,7.13,436990,68523,-501512
2009-01-22,57000.0,55100.0,1072796.0,7.12,173230,-38126,-122435
2009-01-23,54500.0,52300.0,845732.0,6.76,163182,-139778,-58967
2009-01-28,53800.0,59500.0,1344947.0,7.69,-595683,458489,53332
2009-01-29,60000.0,59000.0,1477635.0,7.63,-307294,402425,-144044
2009-01-30,57700.0,60000.0,799086.0,7.75,-131787,200228,-90152
2009-02-02,59500.0,60300.0,903250.0,7.79,-250005,257114,-19582
2009-02-03,61100.0,62100.0,995174.0,8.03,-289985,322476,-30286
2009-02-04,63500.0,62500.0,1157321.0,8.08,16942,-75914,100651
2009-02-05,61500.0,59100.0,850633.0,7.64,209216,-182391,-11873
2009-02-06,60000.0,62000.0,961314.0,8.01,-24150,-15129,35541
2009-02-09,63700.0,64500.0,1415691.0,8.34,-367851,355503,-16804
2009-02-10,65600.0,64500.0,662721.0,8.34,-102039,86500,-10198
2009-02-11,62400.0,64000.0,746340.0,8.27,24070,57049,-82361
2009-02-12,63500.0,61000.0,822510.0,7.88,203940,-96188,-113341
2009-02-13,62100.0,62500.0,699123.0,8.08,60273,-115030,103591
2009-02-16,62300.0,62500.0,671246.0,8.08,-104921,134432,33486
2009-02-17,62200.0,58700.0,729918.0,7.59,-8668,129980,-120364
2009-02-18,58500.0,60700.0,990456.0,7.84,79320,48672,-126425
2009-02-19,60200.0,60400.0,641121.0,7.81,-1866,100562,-102264
2009-02-20,58600.0,55500.0,1097637.0,7.17,337479,-246610,-168862
2009-02-23,55000.0,56300.0,1068153.0,7.28,258585,38806,-300670
2009-02-24,53300.0,51500.0,1936259.0,6.66,857144,-412703,-431155
2009-02-25,53200.0,46550.0,3140179.0,6.02,1306954,-668313,-621681
2009-02-26,47500.0,46000.0,1927645.0,5.94,349549,-209677,-65751
2009-02-27,45900.0,47350.0,1165102.0,6.12,-43483,72157,-24832
2009-03-02,46100.0,46350.0,1210508.0,5.99,-85184,-27621,120906
2009-03-03,44300.0,46100.0,1034784.0,5.96,10695,-41161,27264
2009-03-04,45500.0,47350.0,1623390.0,6.12,231350,-113222,-86391
2009-03-05,48100.0,45450.0,1999424.0,5.87,527745,-4070,-516839
2009-03-06,44000.0,46000.0,1026557.0,5.94,-72615,8740,52880
2009-03-09,46950.0,46500.0,1175693.0,6.01,187632,73495,-263750
2009-03-10,45250.0,50900.0,2291832.0,6.58,-952378,649089,208828
2009-03-11,52500.0,52500.0,1535412.0,6.79,-447658,268880,147586
2009-03-12,52200.0,53000.0,1340290.0,6.85,-420412,3945,392498
2009-03-13,54300.0,54000.0,869307.0,6.98,-351821,267250,66315
2009-03-16,53400.0,51500.0,1319341.0,6.66,216073,-291689,98825
2009-03-17,52300.0,56300.0,1513589.0,7.28,-567174,370900,158890
2009-03-18,58500.0,58300.0,1305964.0,7.53,-361086,347119,24508
2009-03-19,58900.0,58000.0,949195.0,7.5,-202999,178369,3
2009-03-20,57900.0,56800.0,1060604.0,7.34,56706,32546,-128616
2009-03-23,57400.0,58500.0,894717.0,7.56,109134,138818,-291047
2009-03-24,60800.0,61600.0,1352190.0,7.96,-379580,347266,-14416
2009-03-25,61100.0,62000.0,1111389.0,8.01,211926,-62372,-185677
2009-03-26,62400.0,62100.0,857093.0,8.03,-178835,64058,117045
2009-03-27,62900.0,60000.0,739921.0,7.75,82661,-109700,20049
2009-03-30,59400.0,58500.0,740812.0,7.56,58047,-58083,-17880
2009-03-31,59800.0,61100.0,850714.0,7.9,-40591,54204,-32703
2009-04-01,60300.0,61900.0,971922.0,8.0,40067,-37641,14940
2009-04-02,63600.0,68600.0,2471612.0,8.87,-788732,323685,477366
2009-04-03,68600.0,68500.0,2149306.0,8.85,-174706,-175409,328779
2009-04-06,68500.0,68100.0,1030355.0,8.8,176365,-149208,-22245
2009-04-07,67600.0,68700.0,732657.0,8.88,140904,-135401,25078
2009-04-08,67200.0,63800.0,1198920.0,8.25,484173,-409905,-46505
2009-04-09,64800.0,67000.0,1352871.0,8.66,138067,-258158,135974
2009-04-10,68700.0,67200.0,1131419.0,8.68,38401,-154491,122978
2009-04-13,68000.0,65800.0,959238.0,8.5,266133,-286356,36766
2009-04-14,66300.0,64500.0,1761713.0,8.34,914782,-705072,-63971
2009-04-15,63300.0,64500.0,1436904.0,8.34,-123600,-157521,296163
2009-04-16,66300.0,66500.0,1647236.0,8.59,-416771,59087,363587
2009-04-17,67400.0,66200.0,1379277.0,8.56,9850,-122948,132871
2009-04-20,66600.0,67700.0,754571.0,8.75,-20491,-106463,126502
2009-04-21,65800.0,66500.0,652532.0,8.59,96805,-90414,-909
2009-04-22,66900.0,66000.0,1246518.0,8.53,308464,-363084,87215
2009-04-23,66500.0,64600.0,1721298.0,8.35,588187,-543733,36918
2009-04-24,65400.0,64800.0,1264326.0,8.37,-143535,-5248,129245
2009-04-27,65800.0,65400.0,1596972.0,8.45,-286691,-10705,311334
2009-04-28,66500.0,61900.0,1041122.0,8.0,12906,7217,-20187
2009-04-29,62900.0,63300.0,622006.0,8.18,79462,-47502,-36148
2009-04-30,64300.0,67400.0,1137864.0,8.71,-327376,78221,259014
2009-05-04,69200.0,72000.0,1950639.0,9.31,-445804,84337,357481
2009-05-06,74000.0,75300.0,2553461.0,9.73,-876307,179100,729807
2009-05-07,77000.0,79300.0,1790113.0,10.25,-729879,3128,715494
2009-05-08,78500.0,77700.0,1069789.0,10.04,114538,-134600,72907
2009-05-11,77800.0,78000.0,577457.0,10.08,-26239,-34721,58151
2009-05-12,77100.0,74700.0,996070.0,9.65,156284,-325409,218788
2009-05-13,75600.0,78600.0,828499.0,10.16,-54389,-56880,132063
2009-05-14,76800.0,74500.0,806844.0,9.63,244891,-133405,-128340
2009-05-15,76000.0,75700.0,663799.0,9.78,-18463,437,21517
2009-05-18,75700.0,76000.0,479383.0,9.82,-5325,-114327,129686
2009-05-19,79200.0,81500.0,1203196.0,10.53,-315568,-16727,335095
2009-05-20,81300.0,85200.0,1106556.0,11.01,-526850,-7979,507012
2009-05-21,86800.0,84100.0,971410.0,10.87,-104166,-280201,457996
2009-05-22,82200.0,84000.0,694147.0,10.86,760,-193779,216015
2009-05-25,83800.0,83500.0,925302.0,10.79,-28745,-360229,417743
2009-05-26,83500.0,81800.0,754385.0,10.57,20558,-80223,76084
2009-05-27,83500.0,78000.0,1244362.0,10.08,394433,-459593,161702
2009-05-28,76700.0,77700.0,1040856.0,10.04,121074,-78159,8541
2009-05-29,78000.0,80000.0,592535.0,10.34,-120286,-11962,138778
2009-06-01,80000.0,81500.0,645137.0,10.53,-86226,-143281,235993
2009-06-02,83000.0,84300.0,726224.0,10.89,-328118,43815,281595
2009-06-03,84300.0,82000.0,402205.0,10.6,-5349,-94715,114516
2009-06-04,81700.0,79000.0,652917.0,10.21,96312,-305387,239703
2009-06-05,81000.0,78700.0,356689.0,10.17,82870,-139138,56893
2009-06-08,78200.0,80100.0,427282.0,10.35,32777,-54318,20105
2009-06-09,80600.0,76000.0,546977.0,9.82,171987,-105630,-58933
2009-06-10,76700.0,77200.0,540073.0,9.98,62025,-78415,2853
2009-06-11,77500.0,78500.0,604688.0,10.15,-14091,-80483,107640
2009-06-12,79800.0,78000.0,478887.0,10.08,32625,-12604,-23181
2009-06-15,77700.0,75800.0,338158.0,9.8,156737,-101607,-31777
2009-06-16,74600.0,73900.0,589319.0,9.55,266529,-121333,-143291
2009-06-17,73700.0,72500.0,496694.0,9.37,169725,-38490,-131812
2009-06-18,72800.0,74000.0,619113.0,9.56,-66423,-76424,143879
2009-06-19,74500.0,76500.0,394481.0,9.89,-131553,3197,127948
2009-06-22,75300.0,78200.0,406348.0,10.11,-121286,-20357,131547
2009-06-23,76100.0,73000.0,695703.0,9.43,106003,-111703,2224
2009-06-24,73800.0,72900.0,474114.0,9.42,73603,1423,-60474
2009-06-25,73100.0,74700.0,305086.0,9.65,-65889,20293,44708
2009-06-26,76000.0,75700.0,310262.0,9.78,-31889,-13321,40708
2009-06-29,75700.0,73900.0,598943.0,9.55,80490,-283025,223327
2009-06-30,74500.0,74000.0,309709.0,9.56,-47271,-28911,80706
2009-07-01,73900.0,75900.0,498501.0,9.81,-75595,-26096,121654
2009-07-02,76700.0,76800.0,623097.0,9.93,-86673,-61838,153478
2009-07-03,75200.0,77200.0,431341.0,9.98,44328,-85833,76307
2009-07-06,77000.0,76400.0,331003.0,9.87,54904,-76255,65249
2009-07-07,75700.0,76400.0,408404.0,9.87,73365,-149059,98631
2009-07-08,75600.0,73300.0,810231.0,9.47,258276,-120984,-128058
2009-07-09,73700.0,72200.0,497048.0,9.33,119430,-153912,59715
2009-07-10,72600.0,70800.0,777453.0,9.15,136518,-328021,210094
2009-07-13,70900.0,67500.0,672709.0,8.72,180619,-77961,-108231
2009-07-14,68900.0,67000.0,244231.0,8.66,30046,-14399,-14138
2009-07-15,67700.0,69000.0,368063.0,8.92,-28989,33595,1554
2009-07-16,69400.0,72100.0,611185.0,9.32,-84762,-19328,101427
2009-07-17,73000.0,73000.0,498071.0,9.43,-100050,16214,90195
2009-07-20,73200.0,74300.0,474188.0,9.6,-111127,27951,78326
2009-07-21,75500.0,74500.0,527854.0,9.63,920,-55046,56593
2009-07-22,76400.0,77000.0,958968.0,9.95,-320581,-60086,352373
2009-07-23,77000.0,78600.0,574165.0,10.16,-323551,8733,322048
2009-07-24,80000.0,81100.0,732759.0,10.48,-387392,49969,332419
2009-07-27,82100.0,81500.0,436144.0,10.53,-208897,179366,32275
2009-07-28,80600.0,83300.0,545391.0,10.77,-186018,-447,196689
2009-07-29,83000.0,85000.0,501901.0,10.99,-233306,38497,195210
2009-07-30,85000.0,87700.0,389802.0,11.33,-137259,-13237,156886
2009-07-31,88400.0,87600.0,638392.0,11.32,-96877,-30374,165044
2009-08-03,87900.0,86700.0,348436.0,11.21,-32028,-71682,102726
2009-08-04,87500.0,91600.0,848899.0,11.84,-213335,-13279,226101
2009-08-05,93500.0,92000.0,635573.0,11.89,-64218,-8657,74100
2009-08-06,93000.0,93000.0,932124.0,12.02,15322,-16772,-4232
2009-08-07,93200.0,89700.0,765684.0,11.59,113079,19469,-132732
2009-08-10,90600.0,88500.0,410265.0,11.44,35147,-37427,8519
2009-08-11,88500.0,90700.0,469794.0,11.72,-18033,-1431,81081
2009-08-12,91000.0,89800.0,241406.0,11.61,17586,-20378,1716
2009-08-13,91500.0,91400.0,388806.0,11.81,-46364,5318,40304
2009-08-14,91100.0,91300.0,266905.0,11.8,59580,-54055,-5994
2009-08-17,91000.0,86300.0,495017.0,11.15,194932,-104718,-73936
2009-08-18,84800.0,86500.0,369456.0,11.18,38601,32181,-61833
2009-08-19,88000.0,86000.0,376978.0,11.11,1063,-1555,2578
2009-08-20,87800.0,90100.0,403370.0,11.64,8652,20743,-35228
2009-08-21,90500.0,88400.0,317946.0,11.42,58712,-12168,-51172
2009-08-24,89500.0,91000.0,481685.0,11.76,-15111,28996,-21776
2009-08-25,90500.0,94200.0,761692.0,12.17,-237065,155844,48084
2009-08-26,94700.0,96900.0,397701.0,12.52,-118508,29466,98600
2009-08-27,96300.0,95000.0,444581.0,12.28,-27628,20161,8687
2009-08-28,96900.0,96400.0,277834.0,12.46,-82459,47221,40950
2009-08-31,97000.0,95700.0,338628.0,12.37,-21517,795,23805
2009-09-01,95700.0,96000.0,314999.0,12.41,-10049,-37813,50656
2009-09-02,94000.0,93200.0,450667.0,12.05,88286,-83405,17097
2009-09-03,92600.0,91500.0,445277.0,11.83,85903,-24473,-54527
2009-09-04,92300.0,89000.0,550443.0,11.5,153465,-117134,-16395
2009-09-07,89100.0,87400.0,590195.0,11.3,192209,-116387,-64621
2009-09-08,87700.0,88600.0,406343.0,11.45,67601,-62541,13039
2009-09-09,89300.0,86600.0,295214.0,11.19,53195,-39361,-14365
2009-09-10,87100.0,90500.0,536727.0,11.7,-92740,2883,95866
2009-09-11,90500.0,91300.0,475935.0,11.8,-77241,-10582,106973
2009-09-14,90600.0,90000.0,268336.0,11.63,4358,-22605,23186
2009-09-15,91000.0,92000.0,279606.0,11.89,-38215,-3265,40652
2009-09-16,92600.0,94000.0,381694.0,12.15,-146917,30065,98150
2009-09-17,96000.0,96200.0,360085.0,12.43,-116925,52188,59986
2009-09-18,96800.0,94600.0,621137.0,12.23,47629,-1815,-45384
2009-09-21,95100.0,94600.0,246403.0,12.23,141,90907,-94119
2009-09-22,95000.0,94900.0,308338.0,12.26,35869,20910,-56632
2009-09-23,94500.0,93300.0,293779.0,12.06,38129,-15044,-22840
2009-09-24,93200.0,92700.0,245649.0,11.98,-39851,15002,34113
2009-09-25,93200.0,93000.0,183977.0,12.02,-17409,1734,14639
2009-09-28,92100.0,91700.0,278536.0,11.85,19449,11058,-29605
2009-09-29,93000.0,93700.0,249050.0,12.11,-70214,87315,-20516
2009-09-30,94600.0,92200.0,299384.0,11.92,-66255,112582,-48055
2009-10-01,92300.0,93000.0,321080.0,12.02,-47871,69698,-36991
2009-10-05,92400.0,93400.0,492052.0,12.07,-118202,45289,76490
2009-10-06,95000.0,94000.0,494892.0,12.15,9548,69828,-83490
2009-10-07,94500.0,93500.0,399689.0,12.08,-18369,86283,-109560
2009-10-08,94000.0,98000.0,825570.0,12.67,-109991,115511,-19542
2009-10-09,99000.0,103500.0,850724.0,13.38,-140145,44244,82075
2009-10-12,105500.0,104000.0,635912.0,13.44,-48256,12874,31711
2009-10-13,104000.0,105000.0,610593.0,13.57,152711,-58586,-99344
2009-10-14,105000.0,105000.0,530383.0,13.57,43183,-17464,-28246
2009-10-15,107000.0,105000.0,554951.0,13.57,-28504,17620,31685
2009-10-16,106000.0,103000.0,434445.0,13.31,-30025,-18134,48716
2009-10-19,102000.0,107500.0,488643.0,13.89,52524,12360,-60452
2009-10-20,108000.0,108000.0,368341.0,13.96,55568,-4152,-49747
2009-10-21,108000.0,109000.0,644678.0,14.09,-40681,-50607,89185
2009-10-22,108000.0,110000.0,625545.0,14.22,-112137,-84587,213920
2009-10-23,110500.0,106500.0,518211.0,13.76,-71751,-57978,124147
2009-10-26,105000.0,106500.0,312990.0,13.76,-16759,2962,12777
2009-10-27,105500.0,109000.0,325545.0,14.09,-23161,73234,-54067
2009-10-28,109000.0,106000.0,327534.0,13.7,-3023,19201,-18882
2009-10-29,103000.0,106000.0,475672.0,13.7,-19829,8908,-7123
2009-10-30,107000.0,106500.0,399781.0,13.76,-28124,-23173,48338
2009-11-02,102500.0,105500.0,259792.0,13.63,-37761,-38776,73456
2009-11-03,105000.0,102500.0,335173.0,13.25,10939,47844,-58475
2009-11-04,103500.0,104000.0,209198.0,13.44,22192,10993,-32999
2009-11-05,106000.0,104000.0,455056.0,13.44,-21388,23588,103
2009-11-06,108000.0,109500.0,569676.0,14.15,-75934,-33067,103268
2009-11-09,109000.0,111500.0,452238.0,14.41,-46726,-6598,51846
2009-11-10,113500.0,113000.0,287661.0,14.6,-86620,-22893,115035
2009-11-11,112500.0,114000.0,282682.0,14.73,-20866,-3378,21374
2009-11-12,113500.0,109500.0,386614.0,14.15,94225,-9272,-89476
2009-11-13,109500.0,110000.0,318092.0,14.22,-17787,5966,9773
2009-11-16,110000.0,113500.0,287033.0,14.67,-37386,59475,-31404
2009-11-17,113000.0,114000.0,365144.0,14.73,-56757,8186,-11735
2009-11-18,115000.0,113500.0,285279.0,14.67,-22321,-9199,34701
2009-11-19,114500.0,115000.0,252154.0,14.86,-67571,-11163,81923
2009-11-20,116000.0,116000.0,176683.0,14.99,-28488,-24211,48908
2009-11-23,117000.0,116500.0,222522.0,15.06,-1730,-40915,55658
2009-11-24,118000.0,120500.0,393934.0,15.57,-57740,-31808,87564
2009-11-25,120000.0,118500.0,290077.0,15.31,3421,-5591,-2840
2009-11-26,118500.0,114500.0,457300.0,14.8,56925,-97456,40308
2009-11-27,110000.0,105500.0,1007980.0,13.63,179721,-104802,-50036
2009-11-30,110500.0,109000.0,515574.0,14.09,-54964,61911,-13120
2009-12-01,108500.0,109000.0,423196.0,14.09,10646,18080,-25586
2009-12-02,112000.0,112000.0,512806.0,14.47,-36508,33420,654
2009-12-03,112000.0,112500.0,409519.0,14.54,59486,-7473,-50128
2009-12-04,111000.0,111000.0,346375.0,14.35,43078,-42036,-5442
2009-12-07,112500.0,111500.0,263604.0,14.41,1840,-22775,21398
2009-12-08,111000.0,112000.0,125820.0,14.47,-15553,8117,6845
2009-12-09,109500.0,112000.0,329082.0,14.47,-15170,17148,-2587
2009-12-10,113000.0,114000.0,401814.0,14.73,-41632,-6605,51486
2009-12-11,113000.0,113000.0,232783.0,14.6,14703,-36405,30626
2009-12-14,113000.0,117500.0,389454.0,15.19,1296,45395,-51567
2009-12-15,117000.0,115500.0,246184.0,14.93,30967,-69518,53300
2009-12-16,115000.0,113500.0,141134.0,14.67,6120,-17806,12170
2009-12-17,113000.0,110000.0,471287.0,14.22,166915,-256487,110942
2009-12-18,108000.0,110000.0,214767.0,14.22,18428,-24669,9416
2009-12-21,110000.0,110000.0,230445.0,14.22,-2882,-5653,13209
2009-12-22,110500.0,110000.0,159288.0,14.22,1617,-19150,18132
2009-12-23,110500.0,112000.0,148938.0,14.47,-36429,-4959,39403
2009-12-24,112500.0,113500.0,262940.0,14.67,-101132,18006,80244
2009-12-28,117000.0,111500.0,352575.0,14.41,40734,-88035,56966
2009-12-29,111000.0,108500.0,271621.0,14.02,80912,-139836,65049
2009-12-30,109500.0,108500.0,257902.0,14.02,17905,-43366,41890
2010-01-04,109000.0,106500.0,395205.0,13.83,106317,-117548,35586
2010-01-05,108000.0,108500.0,494862.0,14.09,31653,-71468,37239
2010-01-06,109500.0,110500.0,507023.0,14.35,15505,67266,-110821
2010-01-07,110500.0,110000.0,197878.0,14.29,-24065,2550,17695
2010-01-08,110500.0,107000.0,442254.0,13.9,190635,-231577,48168
2010-01-11,108000.0,113000.0,530200.0,14.68,-140551,79000,60905
2010-01-12,114500.0,114000.0,274438.0,14.81,-30799,-534,34497
2010-01-13,112500.0,110000.0,284641.0,14.29,38870,-8872,-20558
2010-01-14,109500.0,110000.0,272425.0,14.29,30936,-26164,-4882
2010-01-15,109000.0,103500.0,675769.0,13.44,192842,-141243,-25214
2010-01-18,102500.0,101000.0,585438.0,13.12,262306,39418,-301846
2010-01-19,102000.0,102500.0,257300.0,13.31,-554,17507,-18964
2010-01-20,103500.0,99600.0,572812.0,12.94,191990,-122474,-65216
2010-01-21,100000.0,102000.0,403152.0,13.25,-49094,3089,42582
2010-01-22,100000.0,98900.0,405914.0,12.84,158000,-89872,-69433
2010-01-25,95900.0,94700.0,500276.0,12.3,121352,-85374,-29697
2010-01-26,94100.0,90600.0,932175.0,11.77,359217,-37565,-328203
2010-01-27,91700.0,88900.0,713875.0,11.55,81892,-48739,-45706
2010-01-28,89600.0,91200.0,433256.0,11.84,60075,-28524,-41552
2010-01-29,89100.0,88900.0,486879.0,11.55,42699,-17034,-19679
2010-02-01,88700.0,85600.0,687842.0,11.12,304153,-101293,-201772
2010-02-02,86900.0,84000.0,579382.0,10.91,67833,-34277,-28296
2010-02-03,86400.0,91700.0,965339.0,11.91,-266163,-21789,290312
2010-02-04,91200.0,90000.0,412629.0,11.69,82055,-45138,-38039
2010-02-05,86000.0,87400.0,433482.0,11.35,-1856,-66094,66838
2010-02-08,89300.0,85700.0,347284.0,11.13,91140,-34078,-54287
2010-02-09,86300.0,91600.0,612212.0,11.9,-101151,-32006,138772
2010-02-10,91200.0,88000.0,413481.0,11.43,95458,-37304,-60563
2010-02-11,89100.0,91000.0,503247.0,11.82,-79026,51340,24549
2010-02-12,89800.0,90300.0,358677.0,11.73,63514,-21394,-38383
2010-02-16,89700.0,89500.0,271717.0,11.62,47184,-5398,-45558
2010-02-17,90400.0,90900.0,415092.0,11.81,-26485,-8643,36268
2010-02-18,92000.0,91100.0,452644.0,11.83,-6885,20689,-13432
2010-02-19,90400.0,88300.0,529998.0,11.47,92425,-63829,-25869
2010-02-22,89800.0,89500.0,199015.0,11.62,-49402,35909,10250
2010-02-23,89700.0,89100.0,489258.0,11.57,105360,-28538,-79190
2010-02-24,88100.0,88400.0,289621.0,11.48,97494,-28603,-73392
2010-02-25,89000.0,87300.0,181842.0,11.34,10431,5185,-11455
2010-02-26,87000.0,87200.0,209049.0,11.32,24687,-59272,32210
2010-03-02,89600.0,91400.0,652383.0,11.87,-198201,-27499,223983
2010-03-03,91900.0,91400.0,242821.0,11.87,-62985,17103,46179
2010-03-04,91800.0,90000.0,193483.0,11.69,27609,-31446,6192
2010-03-05,90000.0,89900.0,271567.0,11.68,45956,-42891,-14376
2010-03-08,91500.0,92000.0,334734.0,11.95,-100449,-7781,111737
2010-03-09,92700.0,93600.0,378630.0,12.16,-136527,41649,101807
2010-03-10,94000.0,93300.0,220964.0,12.12,-41628,-333,45117
2010-03-11,94000.0,93400.0,351720.0,12.13,-53584,29232,23365
2010-03-12,93600.0,94000.0,193188.0,12.21,-57932,-17346,73760
2010-03-15,93800.0,94200.0,226102.0,12.23,-88138,-20805,110532
2010-03-16,95500.0,94400.0,217736.0,12.26,-58422,14179,43287
2010-03-17,94900.0,95600.0,216263.0,12.42,-68411,10764,53473
2010-03-18,96200.0,98400.0,456705.0,12.78,-178712,64473,122388
2010-03-19,99500.0,100500.0,322822.0,13.05,-114562,38524,79355
2010-03-22,99900.0,99100.0,159154.0,12.87,-14260,-3727,26940
2010-03-23,101000.0,101000.0,361930.0,13.12,-97953,18505,67567
2010-03-24,102000.0,99100.0,350802.0,12.87,42433,-117142,74267
2010-03-25,98800.0,96500.0,423859.0,12.53,99653,-104058,10039
2010-03-26,96800.0,98500.0,198322.0,12.79,-18478,-22908,53818
2010-03-29,97200.0,97100.0,209404.0,12.61,30213,12853,-39803
2010-03-30,97600.0,97100.0,118548.0,12.61,-5991,-7852,12556
2010-03-31,97400.0,97500.0,216587.0,12.66,1517,-40876,38215
2010-04-01,97600.0,97700.0,238485.0,12.69,-17188,6468,9128
2010-04-02,98300.0,98400.0,156277.0,12.78,-21056,-19156,49346
2010-04-05,97800.0,94300.0,440691.0,12.25,77728,-7125,-78395
2010-04-06,94400.0,94400.0,285550.0,12.26,29515,-67488,49361
2010-04-07,94600.0,94300.0,197903.0,12.25,-9519,-41099,50697
2010-04-08,94300.0,94800.0,175680.0,12.31,-21798,5947,16918
2010-04-09,94500.0,93800.0,197583.0,12.18,32688,9055,-38988
2010-04-12,93800.0,93000.0,155959.0,12.08,965,15349,-20386
2010-04-13,93000.0,92700.0,217467.0,12.04,15559,326,-16651
2010-04-14,92200.0,91100.0,329374.0,11.83,103149,8050,-110347
2010-04-15,91100.0,92600.0,285370.0,12.03,54288,-23673,-24343
2010-04-16,92000.0,92900.0,156822.0,12.07,14000,-9115,2255
2010-04-19,91600.0,89500.0,416523.0,11.62,107826,15148,-124037
2010-04-20,89900.0,90200.0,440688.0,11.71,46959,-7938,-37309
2010-04-21,89400.0,90700.0,265216.0,11.78,-69412,-20408,90001
2010-04-22,91000.0,91500.0,455049.0,11.88,54824,-25574,-29394
2010-04-23,91400.0,88700.0,368345.0,11.52,120366,28044,-148504
2010-04-26,88700.0,86900.0,521367.0,11.29,151490,-34185,-121590
2010-04-27,87500.0,86500.0,464787.0,11.23,35716,42496,-79910
2010-04-28,84800.0,83600.0,435758.0,10.86,99315,11223,-96341
2010-04-29,84000.0,82700.0,497817.0,10.74,-42699,-39290,80885
2010-04-30,82700.0,84700.0,302317.0,11.0,-85623,-43751,129669
2010-05-03,82700.0,84700.0,375174.0,11.0,-28685,-4375,24182
2010-05-04,84600.0,81500.0,325890.0,10.58,71334,43564,-106275
2010-05-06,78500.0,79600.0,625180.0,10.34,78381,9529,-84957
2010-05-07,76200.0,76000.0,1166899.0,9.87,133725,11486,-146415
2010-05-10,76600.0,82300.0,934638.0,10.69,-133993,-137694,276226
2010-05-11,84000.0,83600.0,520336.0,10.86,-165930,-51100,218762
2010-05-12,83000.0,79700.0,444122.0,10.35,101017,36698,-145594
2010-05-13,80000.0,76900.0,604246.0,9.99,233511,-24590,-202976
2010-05-14,76100.0,75200.0,630748.0,9.77,298318,-10378,-288845
2010-05-17,74600.0,72600.0,326167.0,9.43,552,18806,-25607
2010-05-18,73200.0,73800.0,350333.0,9.58,-76775,50756,8633
2010-05-19,73000.0,72400.0,331672.0,9.4,-11444,2853,23713
2010-05-20,72600.0,71100.0,496974.0,9.23,85087,48003,-137433
2010-05-24,71300.0,71900.0,447065.0,9.34,11438,137201,-147791
2010-05-25,71100.0,67300.0,568373.0,8.74,156170,27057,-200573
2010-05-26,68700.0,68500.0,479040.0,8.9,-65215,-13247,52098
2010-05-27,68200.0,68500.0,329991.0,8.9,25694,664,-35630
2010-05-28,69600.0,72300.0,628964.0,9.39,-71185,78947,-11421
2010-05-31,72000.0,75500.0,460211.0,9.81,-198687,104998,86046
2010-06-01,75100.0,78100.0,790218.0,10.14,-213646,194403,29564
2010-06-03,78600.0,78000.0,414523.0,10.13,59355,-70601,8909
2010-06-04,78200.0,75900.0,376722.0,9.86,38398,-32293,-8602
2010-06-07,73100.0,74000.0,310500.0,9.61,7541,29709,-47118
2010-06-08,73700.0,77100.0,304782.0,10.01,46690,43723,-88190
2010-06-09,77100.0,76500.0,325893.0,9.94,21196,42390,-57229
2010-06-10,76700.0,75500.0,260148.0,9.81,73866,-43169,-31955
2010-06-11,76700.0,77000.0,316866.0,10.0,-6256,8716,-15763
2010-06-14,78500.0,81000.0,769346.0,10.52,-190259,184285,-20190
2010-06-15,81400.0,80200.0,323697.0,10.42,-41609,114733,-71661
2010-06-16,81300.0,79000.0,272892.0,10.26,67105,-38674,-26894
2010-06-17,79600.0,76600.0,501173.0,9.95,154045,-48059,-114051
2010-06-18,76000.0,77000.0,442999.0,10.0,-12211,169813,-166390
2010-06-21,78400.0,80900.0,451041.0,10.51,-114428,91412,28323
2010-06-22,80000.0,80700.0,184518.0,10.48,-47912,33938,13745
2010-06-23,80300.0,80500.0,175350.0,10.45,-53368,60214,-12617
2010-06-24,80200.0,82900.0,376846.0,10.77,-55888,101636,-42381
2010-06-25,82000.0,81500.0,302496.0,10.58,-19030,86508,-63724
2010-06-28,81700.0,79600.0,326675.0,10.34,63215,-93445,29111
