Symbol,GS건설_시가(원),GS건설_종가(원),GS건설_거래량(주),GS건설_PER(IFRS-연결),GS건설_순매수수량(개인)(주),GS건설_순매수수량(기관계)(주),GS건설_순매수수량(외국인계)(주)
2015-09-08,23000.0,23350.0,238717.0,,23799,40745,-64544
2015-09-09,23800.0,23900.0,421328.0,,10878,77740,-88593
2015-09-10,23550.0,24400.0,739979.0,,-162684,252006,-84772
2015-09-11,24350.0,24300.0,318336.0,,-39980,17213,22767
2015-09-14,24500.0,23650.0,403896.0,,14015,10784,-25215
2015-09-15,23700.0,24000.0,345794.0,,-75530,-3324,76812
2015-09-16,24400.0,26000.0,1327331.0,,-503863,186188,292526
2015-09-17,26500.0,26550.0,1014957.0,,-382934,117740,270484
2015-09-18,26800.0,26400.0,594470.0,,82579,6294,-90335
2015-09-21,25800.0,25850.0,461291.0,,53807,-37456,-14732
2015-09-22,26150.0,25750.0,366281.0,,16306,-12551,-4535
2015-09-23,25400.0,24800.0,461408.0,,109980,-66704,-43106
2015-09-24,24950.0,24700.0,201008.0,,54598,-31044,-14583
2015-09-25,24700.0,25200.0,242287.0,,-29606,-702,36352
2015-09-30,24550.0,24550.0,355973.0,,90481,-7683,-77999
2015-10-01,24800.0,25400.0,306190.0,,-15900,16187,-287
2015-10-02,25400.0,24450.0,520813.0,,136153,20087,-156824
2015-10-05,24750.0,24150.0,461863.0,,111288,-75128,-41413
2015-10-06,24600.0,24850.0,374596.0,,-51812,-35768,88080
2015-10-07,25050.0,25150.0,420221.0,,-35745,27006,8736
2015-10-08,25250.0,25450.0,439883.0,,-83913,13002,70241
2015-10-12,26000.0,26450.0,759585.0,,-317394,156993,161985
2015-10-13,26400.0,26550.0,575859.0,,-131059,35252,90469
2015-10-14,26400.0,25500.0,593192.0,,96745,-55948,-46557
2015-10-15,25300.0,26100.0,339179.0,,-58170,12495,57786
2015-10-16,26250.0,25850.0,193293.0,,6466,-9351,3163
2015-10-19,26100.0,25550.0,205555.0,,-3822,-24556,2752
2015-10-20,25850.0,26250.0,439230.0,,-107394,-12098,120098
2015-10-21,26250.0,26700.0,516356.0,,-131955,37648,92402
2015-10-22,26200.0,25000.0,864456.0,,165826,-168606,4367
2015-10-23,25300.0,25050.0,802933.0,,-23436,-126772,162898
2015-10-26,25150.0,24050.0,866115.0,,149995,-141590,-8862
2015-10-27,23800.0,24350.0,345088.0,,-13936,-37900,50653
2015-10-28,24400.0,24200.0,355033.0,,39909,-34222,-8301
2015-10-29,24200.0,24000.0,480209.0,,21110,17349,-39522
2015-10-30,23900.0,23300.0,645697.0,,47740,-1356,-47588
2015-11-02,23300.0,22800.0,441827.0,,114592,-97666,-13277
2015-11-03,23000.0,23200.0,341455.0,,-36149,47041,-10892
2015-11-04,23350.0,23500.0,245304.0,,-12150,-15776,28121
2015-11-05,23300.0,23050.0,224163.0,,40804,2908,-43712
2015-11-06,23100.0,22800.0,306197.0,,13228,18265,-33493
2015-11-09,22550.0,22100.0,432237.0,,42808,-8653,-33155
2015-11-10,21600.0,22800.0,594044.0,,-136029,68271,65943
2015-11-11,22900.0,22900.0,319410.0,,41302,37621,-78976
2015-11-12,22900.0,22350.0,225601.0,,64439,27921,-92386
2015-11-13,22000.0,22350.0,213959.0,,-1615,4071,-2456
2015-11-16,21800.0,21750.0,238490.0,,43316,18758,-61874
2015-11-17,22200.0,22200.0,219794.0,,19827,3099,-22926
2015-11-18,22300.0,21950.0,216255.0,,56983,-33712,-23271
2015-11-19,22250.0,22550.0,309538.0,,-90340,14405,75495
2015-11-20,22650.0,22650.0,205925.0,,35226,-27204,-5445
2015-11-23,22800.0,22650.0,313625.0,,28561,-43677,13906
2015-11-24,22800.0,23100.0,396362.0,,-49868,35903,12215
2015-11-25,23250.0,22650.0,206587.0,,61203,-36650,-24553
2015-11-26,22950.0,22750.0,254880.0,,27645,37243,-68063
2015-11-27,22900.0,22650.0,195407.0,,12532,3738,-16633
2015-11-30,22650.0,21900.0,496638.0,,112610,-16933,-93631
2015-12-01,21900.0,22200.0,227305.0,,-16213,-14074,30287
2015-12-02,22250.0,22000.0,176963.0,,20815,-12274,-9041
2015-12-03,21850.0,21850.0,385845.0,,20745,-39847,21062
2015-12-04,21650.0,21650.0,201736.0,,33054,3568,-36972
2015-12-07,21850.0,21300.0,240710.0,,-16972,-9211,27079
2015-12-08,21150.0,21000.0,298143.0,,-13456,-35858,49834
2015-12-09,20800.0,20400.0,487737.0,,71107,-41785,-27811
2015-12-10,20100.0,20250.0,823724.0,,139327,21793,-162820
2015-12-11,20400.0,20150.0,377897.0,,62437,17369,-79903
2015-12-14,19800.0,19350.0,517971.0,,102402,82201,-184603
2015-12-15,19200.0,19150.0,485841.0,,160144,42918,-203162
2015-12-16,19550.0,19750.0,524116.0,,-27208,44625,-25986
2015-12-17,20050.0,19650.0,436203.0,,10026,-12617,26284
2015-12-18,19600.0,19600.0,379403.0,,90223,-19242,-72863
2015-12-21,19700.0,19650.0,493693.0,,198750,-140964,-53886
2015-12-22,19800.0,20100.0,394637.0,,-1426,52572,-63141
2015-12-23,20100.0,20150.0,475181.0,,-76385,132970,-43450
2015-12-24,20450.0,20200.0,281399.0,,4992,27929,-32921
2015-12-28,20100.0,19600.0,430176.0,,-6999,7906,-3907
2015-12-29,19700.0,20000.0,241938.0,,27631,-23260,4246
2015-12-30,20050.0,19750.0,267551.0,,92526,-82122,-11477
2016-01-04,19750.0,19150.0,312584.0,52.17,67866,-26969,-43316
2016-01-05,19000.0,19650.0,280910.0,53.53,-73651,37684,33363
2016-01-06,19650.0,19550.0,254572.0,53.26,37633,19917,-59511
2016-01-07,19300.0,19100.0,366792.0,52.03,105570,-43811,-62396
2016-01-08,18700.0,18950.0,466444.0,51.62,113881,-46943,-73218
2016-01-11,18750.0,20800.0,1066042.0,56.66,-233033,150121,82914
2016-01-12,21250.0,20800.0,853388.0,56.66,-1646,111180,-107124
2016-01-13,21200.0,23600.0,2983365.0,64.29,-564506,298965,276198
2016-01-14,23000.0,23800.0,1419514.0,64.83,-26409,69165,-43572
2016-01-15,24400.0,22850.0,874100.0,62.25,-11217,178970,-181968
2016-01-18,23900.0,22800.0,1487667.0,62.11,399269,51773,-451519
2016-01-19,22950.0,22450.0,663814.0,61.16,-950,5308,-12493
2016-01-20,22450.0,21700.0,979058.0,59.11,114952,-95056,-15139
2016-01-21,21700.0,21750.0,874186.0,59.25,11688,123756,-142230
2016-01-22,22200.0,22700.0,911573.0,61.84,23907,146538,-172627
2016-01-25,23100.0,23450.0,987522.0,63.88,-161325,185026,-34678
2016-01-26,23100.0,23050.0,577032.0,62.79,26948,-30578,-21808
2016-01-27,23800.0,25400.0,2929374.0,69.19,-983303,85641,911023
2016-01-28,26050.0,25800.0,1731528.0,70.28,-91167,215750,-127673
2016-01-29,25900.0,25300.0,1245885.0,68.92,144982,-320657,164072
2016-02-01,25750.0,25700.0,838144.0,70.01,-70087,-81811,151994
2016-02-02,25600.0,25200.0,762808.0,68.65,-81716,2443,82839
2016-02-03,24600.0,25550.0,741800.0,69.6,-174740,48466,126920
2016-02-04,25800.0,25450.0,840878.0,69.33,-77330,19941,65119
2016-02-05,25700.0,25350.0,533768.0,69.06,-12813,-104667,113916
2016-02-11,24150.0,24350.0,670206.0,66.33,-49617,-149209,201437
2016-02-12,24200.0,23900.0,859551.0,65.11,-103819,-35339,142209
2016-02-15,24550.0,25100.0,630122.0,68.38,-127676,25926,110677
2016-02-16,25300.0,24950.0,378614.0,67.97,31136,-24099,-7106
2016-02-17,24950.0,25150.0,443622.0,68.51,-64378,6745,61295
2016-02-18,25900.0,25800.0,668456.0,70.28,-157920,107308,57609
2016-02-19,25550.0,25700.0,355893.0,70.01,-9097,11901,1702
2016-02-22,25700.0,25200.0,444185.0,68.65,78928,-122721,47083
2016-02-23,25800.0,25100.0,378294.0,68.38,3718,-70740,71302
2016-02-24,24850.0,24400.0,707453.0,66.47,72134,-162984,87654
2016-02-25,24550.0,24300.0,342597.0,66.2,-238,-45764,47623
2016-02-26,24700.0,25250.0,413601.0,68.78,-116441,-27318,148135
2016-02-29,25250.0,25100.0,358541.0,68.38,-10977,11950,83
2016-03-02,25550.0,25850.0,552726.0,70.42,-167408,139743,29804
2016-03-03,25850.0,26900.0,1135584.0,73.28,-427487,173672,249053
2016-03-04,27000.0,26900.0,388865.0,73.28,-24986,46431,-18057
2016-03-07,26900.0,27100.0,929057.0,73.82,-189987,131984,59157
2016-03-08,27400.0,27150.0,616418.0,73.96,-103877,55066,43161
2016-03-09,26900.0,27400.0,578038.0,74.64,-208672,209879,-2179
2016-03-10,27650.0,28700.0,1319671.0,78.18,-627480,315585,316468
2016-03-11,28700.0,28650.0,750471.0,78.05,-128598,153916,-28228
2016-03-14,29000.0,27600.0,672319.0,75.19,16326,25278,-45118
2016-03-15,27750.0,27950.0,422323.0,76.14,-54936,-42813,75010
2016-03-16,27550.0,26200.0,1352361.0,71.37,260908,-247274,1570
2016-03-17,26600.0,27050.0,974182.0,73.69,-98669,-129879,224456
2016-03-18,27350.0,28200.0,909709.0,76.82,-334566,124099,209639
2016-03-21,28050.0,28350.0,517661.0,77.23,14802,-1015,-20520
2016-03-22,28650.0,27950.0,1223108.0,76.14,407649,-323204,-35693
2016-03-23,28050.0,27400.0,533653.0,74.64,91949,-125368,30139
2016-03-24,27050.0,27050.0,383288.0,73.69,100111,-137866,41519
2016-03-25,27300.0,27600.0,561497.0,75.19,-14646,9157,5644
2016-03-28,27300.0,27000.0,402710.0,73.55,64154,-62310,-859
2016-03-29,27150.0,27650.0,286109.0,75.32,-100663,37888,56720
2016-03-30,27900.0,27850.0,406215.0,75.87,-37467,6298,36299
2016-03-31,28000.0,27300.0,603277.0,74.37,94278,-87133,2302
2016-04-01,27300.0,26900.0,469433.0,73.28,28554,-43851,12312
2016-04-04,26650.0,25800.0,1082535.0,70.28,188134,-254428,60916
2016-04-05,25800.0,25900.0,420605.0,70.55,23136,-94163,77357
2016-04-06,25950.0,27200.0,579918.0,74.1,-171013,156468,16368
2016-04-07,27200.0,26500.0,556473.0,72.19,44413,61655,-103174
2016-04-08,26400.0,26550.0,450558.0,72.33,17958,-99821,85996
2016-04-11,26350.0,26150.0,761140.0,71.24,146532,85062,-230611
2016-04-12,25950.0,28250.0,1867461.0,76.96,-656298,312244,332186
2016-04-14,28450.0,29150.0,1161908.0,79.41,-438899,306622,131659
2016-04-15,29000.0,28200.0,765792.0,76.82,82783,25061,-93911
2016-04-18,27800.0,28050.0,710557.0,76.41,142105,-20296,-119825
2016-04-19,28700.0,28600.0,990546.0,77.91,-76384,129147,-57877
2016-04-20,29050.0,28450.0,646228.0,77.5,-69685,115072,-68667
2016-04-21,28900.0,29400.0,1091892.0,80.09,-425302,538638,-120488
2016-04-22,29200.0,28500.0,779048.0,77.64,267789,-17911,-237957
2016-04-25,29300.0,28350.0,700322.0,77.23,113174,-141000,23340
2016-04-26,28100.0,28000.0,470350.0,76.28,86912,-105478,27560
2016-04-27,28150.0,28300.0,504266.0,77.09,-98875,77965,23869
2016-04-28,28400.0,30000.0,2464074.0,81.72,-993378,841382,125105
2016-04-29,29800.0,31000.0,2174338.0,84.45,-724088,855059,-95195
2016-05-02,31250.0,30950.0,1124340.0,84.31,-235979,334605,-68613
2016-05-03,31350.0,30750.0,1152589.0,83.77,-49553,194219,-138395
2016-05-04,30700.0,29750.0,1115135.0,81.04,49594,22829,-66411
2016-05-09,29650.0,29400.0,820448.0,80.09,-104064,-11982,132254
2016-05-10,29350.0,30100.0,640596.0,82.0,-101867,83815,18002
2016-05-11,30350.0,31050.0,1153599.0,84.58,-396655,202518,203521
2016-05-12,30800.0,31500.0,769717.0,85.81,-192781,194882,9465
2016-05-13,31100.0,31500.0,473710.0,85.81,-81167,39361,55814
2016-05-16,31200.0,31250.0,553757.0,85.13,-127453,133665,-2460
2016-05-17,31300.0,30300.0,726649.0,82.54,-21611,-87262,116029
2016-05-18,29850.0,30450.0,498036.0,82.95,-110810,6251,106354
2016-05-19,30350.0,29150.0,928161.0,79.41,-45190,-37883,82573
2016-05-20,29050.0,29500.0,409287.0,80.36,-12585,75927,-63123
2016-05-23,29150.0,29450.0,344959.0,80.23,-38817,56000,-13434
2016-05-24,29150.0,28600.0,392658.0,77.91,37315,-41759,2884
2016-05-25,29300.0,29200.0,331971.0,79.54,-78769,106971,-24249
2016-05-26,29450.0,28600.0,240414.0,77.91,67467,-19269,-53298
2016-05-27,28500.0,28600.0,315409.0,77.91,75997,-76578,1692
2016-05-30,28750.0,28850.0,353886.0,78.59,-24090,-6180,24278
2016-05-31,28850.0,29600.0,425813.0,80.63,-136758,151332,-3690
2016-06-01,29400.0,29700.0,314484.0,80.91,-100316,53184,26257
2016-06-02,30000.0,28900.0,392885.0,78.73,-18963,-31761,54145
2016-06-03,28950.0,28600.0,304479.0,77.91,25213,-7331,-20382
2016-06-07,28550.0,28900.0,282827.0,78.73,-31101,-5623,36624
2016-06-08,28950.0,28800.0,240643.0,78.45,1495,-12565,11035
2016-06-09,28700.0,29450.0,903333.0,80.23,-197345,130236,60740
2016-06-10,29600.0,29800.0,347274.0,81.18,-122160,100730,23595
2016-06-13,29600.0,28850.0,323475.0,78.59,100629,-77020,-18173
2016-06-14,28600.0,28150.0,525193.0,76.68,123869,-154086,47472
2016-06-15,28150.0,27300.0,555280.0,74.37,113727,-175269,62417
2016-06-16,27450.0,27000.0,551650.0,73.55,-20333,-128689,157910
2016-06-17,27150.0,26550.0,524625.0,72.33,75506,-162367,83784
2016-06-20,26900.0,28400.0,538390.0,77.37,-224007,92414,130948
2016-06-21,28200.0,28150.0,260118.0,76.68,-39642,39897,-7255
2016-06-22,28200.0,28400.0,181714.0,77.37,-28291,5878,24413
2016-06-23,28400.0,28950.0,314996.0,78.86,-62622,48536,15047
2016-06-24,29500.0,27450.0,1033065.0,74.78,-76500,144093,-70080
2016-06-27,26800.0,26800.0,662823.0,73.01,196586,-167001,-30935
2016-06-28,26400.0,27600.0,353317.0,75.19,-47542,1853,49188
2016-06-29,27900.0,27550.0,320257.0,75.05,-10526,1029,9497
2016-06-30,28000.0,27750.0,264331.0,75.59,-48402,29451,27012
2016-07-01,28150.0,28050.0,267290.0,76.41,-27388,-25345,54345
2016-07-04,28100.0,28650.0,282242.0,78.05,-65161,21148,42806
2016-07-05,28550.0,28200.0,265998.0,76.82,111487,-77053,-32466
2016-07-06,28000.0,27350.0,351887.0,74.5,121596,-155783,31780
2016-07-07,27600.0,27300.0,384151.0,74.37,78276,-145326,67941
2016-07-08,26250.0,25800.0,2008500.0,70.28,512443,-166011,-349809
2016-07-11,25900.0,26200.0,450741.0,71.37,-28241,10043,17009
2016-07-12,26050.0,26150.0,496408.0,71.24,-28702,-35718,58118
2016-07-13,26500.0,26650.0,481491.0,72.6,-93144,12791,79673
2016-07-14,26700.0,26700.0,399653.0,72.73,60546,-72318,11668
2016-07-15,27000.0,26500.0,323029.0,72.19,38032,-32790,-3945
2016-07-18,26500.0,26550.0,152650.0,72.33,-8736,-35108,46251
2016-07-19,26350.0,26250.0,260070.0,71.51,38153,-81803,42238
2016-07-20,26100.0,26300.0,257445.0,71.64,-22409,-30198,50707
2016-07-21,26400.0,26500.0,322678.0,72.19,39468,-110419,67677
2016-07-22,26400.0,26900.0,387606.0,73.28,-100624,81948,9553
2016-07-25,27150.0,27250.0,219226.0,74.23,-83596,76546,7814
2016-07-26,27200.0,27600.0,270927.0,75.19,-74970,73494,1114
2016-07-27,27800.0,27600.0,582542.0,75.19,18142,98303,-114555
2016-07-28,27600.0,28500.0,899394.0,77.64,-146040,86080,63362
2016-07-29,27950.0,28700.0,1766054.0,78.18,-285293,489125,-213255
2016-08-01,29150.0,29150.0,798811.0,79.41,-175330,185588,-33352
2016-08-02,29000.0,29150.0,557696.0,79.41,-204702,205334,-432
2016-08-03,28800.0,29150.0,309891.0,79.41,-82496,93902,-5906
2016-08-04,29200.0,29000.0,342283.0,79.0,-48155,42220,18315
2016-08-05,29050.0,29500.0,342507.0,80.36,-156864,80520,76166
2016-08-08,29800.0,29800.0,348874.0,81.18,-68062,71100,-8809
2016-08-09,29850.0,29950.0,322444.0,81.59,-98152,123454,-16315
2016-08-10,29800.0,29600.0,295748.0,80.63,-61609,-11048,75863
2016-08-11,29500.0,29600.0,282785.0,80.63,-32040,54000,-21960
2016-08-12,29800.0,29950.0,275198.0,81.59,-77847,44020,35479
2016-08-16,29900.0,29650.0,262207.0,80.77,-8084,8935,1769
2016-08-17,29650.0,29100.0,341186.0,79.27,57892,-43370,-9278
2016-08-18,29100.0,29400.0,204863.0,80.09,-40707,-17099,55121
2016-08-19,29600.0,30800.0,1225223.0,83.9,-488153,229267,258857
2016-08-22,30700.0,30600.0,368988.0,83.36,-56630,46292,5554
2016-08-23,30950.0,30550.0,672692.0,83.22,-45801,4673,41113
2016-08-24,30550.0,29600.0,571153.0,80.63,130156,-48731,-76290
2016-08-25,29650.0,29650.0,298640.0,80.77,5460,-21944,19384
2016-08-26,29600.0,29600.0,326347.0,80.63,-53086,60325,-8749
2016-08-29,29100.0,28850.0,218615.0,78.59,13342,2133,-16816
2016-08-30,29050.0,28900.0,151425.0,78.73,18200,-10329,-8949
2016-08-31,28650.0,28750.0,270623.0,78.32,-12236,61486,-30147
2016-09-01,28750.0,29650.0,327491.0,80.77,-115546,120534,-3938
2016-09-02,29750.0,29100.0,193565.0,79.27,58208,-35503,-23255
2016-09-05,29400.0,29700.0,252660.0,80.91,-53362,46101,7261
2016-09-06,29750.0,29050.0,272860.0,79.14,95113,-92586,4691
2016-09-07,29150.0,28950.0,191752.0,78.86,-6018,-36649,41022
2016-09-08,28950.0,29000.0,219874.0,79.0,16513,-44357,26872
2016-09-09,28850.0,28800.0,152514.0,78.45,-11396,902,10480
2016-09-12,28300.0,27500.0,462693.0,74.91,152768,-59334,-95005
2016-09-13,27850.0,27350.0,235584.0,74.5,51822,-27943,-25077
2016-09-19,27100.0,27300.0,312086.0,74.37,104142,-100701,-2072
2016-09-20,27300.0,27650.0,166313.0,75.32,-735,22715,-22570
2016-09-21,28000.0,28300.0,193083.0,77.09,-44018,8700,35924
2016-09-22,28800.0,28900.0,414494.0,78.73,-88110,103521,-16974
2016-09-23,28900.0,28800.0,163660.0,78.45,21216,-25757,4536
2016-09-26,28600.0,28600.0,124239.0,77.91,-2723,16027,-13303
2016-09-27,28250.0,29000.0,174027.0,79.0,-34744,28255,6490
2016-09-28,29000.0,28700.0,252480.0,78.18,-20360,46132,-28144
2016-09-29,29350.0,29650.0,833927.0,80.77,-104516,134133,-30217
2016-09-30,29500.0,29350.0,335169.0,79.95,-41393,81900,-43453
2016-10-04,29800.0,29700.0,371526.0,80.91,-109857,86190,-5953
2016-10-05,29500.0,29900.0,283828.0,81.45,-28994,73968,-65212
2016-10-06,30000.0,30150.0,523940.0,82.13,-54621,-48542,100762
2016-10-07,30100.0,29850.0,319605.0,81.32,38758,-72660,34548
2016-10-10,29900.0,30100.0,468674.0,82.0,-65843,-39390,106036
2016-10-11,30300.0,30950.0,702491.0,84.31,-290132,138385,152330
2016-10-12,30600.0,30550.0,402267.0,83.22,-29808,56036,9326
2016-10-13,30550.0,29900.0,348856.0,81.45,-4686,-80291,84505
2016-10-14,30000.0,30000.0,282438.0,81.72,-30800,-51237,80517
2016-10-17,30050.0,28800.0,535742.0,78.45,120796,-139090,22939
2016-10-18,28900.0,29900.0,330918.0,81.45,-95853,-75541,172450
2016-10-19,29850.0,29500.0,225553.0,80.36,7392,-3728,-1180
2016-10-20,29600.0,29050.0,213325.0,79.14,36780,-48182,10681
2016-10-21,28850.0,29650.0,203195.0,80.77,-47275,34705,11756
2016-10-24,29550.0,29900.0,212386.0,81.45,-5294,-7193,7845
2016-10-25,29800.0,30250.0,445494.0,82.4,-50659,68323,-19241
2016-10-26,29850.0,28750.0,705403.0,78.32,253810,-86190,-166787
2016-10-27,28300.0,28700.0,932861.0,78.18,-19666,157378,-137103
2016-10-28,28400.0,27600.0,560879.0,75.19,131028,-62831,-18380
2016-10-31,27600.0,26800.0,616752.0,73.01,129789,-49928,-78929
2016-11-01,27000.0,26950.0,451736.0,73.42,35283,69715,-105506
2016-11-02,26600.0,25900.0,530399.0,70.55,116618,-35637,-78108
2016-11-03,25750.0,26500.0,454287.0,72.19,-6228,-4130,9883
2016-11-04,26400.0,26150.0,246244.0,71.24,52177,-37061,-14099
2016-11-07,26350.0,26250.0,304134.0,71.51,74939,-61298,-13841
2016-11-08,26550.0,27150.0,411409.0,73.96,-100825,56471,44144
2016-11-09,27200.0,25950.0,861013.0,70.69,-43735,118421,-74147
2016-11-10,26700.0,26900.0,489870.0,73.28,-25778,-22191,38869
2016-11-11,26750.0,26600.0,312556.0,72.46,139,10770,-11555
2016-11-14,26400.0,26450.0,243211.0,72.05,22049,-38991,17362
2016-11-15,26450.0,26300.0,214029.0,71.64,52419,-22917,-29605
2016-11-16,26650.0,27400.0,571227.0,74.64,-183915,257224,-73209
2016-11-17,27350.0,26950.0,179783.0,73.42,48193,-17872,-30321
2016-11-18,26950.0,26450.0,200114.0,72.05,27142,-42369,15929
2016-11-21,26500.0,26000.0,283895.0,70.83,89242,-116235,30426
2016-11-22,26250.0,26150.0,335010.0,71.24,17381,-46310,23882
2016-11-23,26100.0,26550.0,313815.0,72.33,-94436,116534,-24689
2016-11-24,26600.0,25650.0,343282.0,69.87,156546,-93051,-63495
2016-11-25,25450.0,24500.0,1208447.0,66.74,389530,-405806,12117
2016-11-28,24400.0,24350.0,307316.0,66.33,12494,-30489,17995
2016-11-29,24150.0,24100.0,262781.0,65.65,50489,-48619,-2270
2016-11-30,24100.0,23650.0,702429.0,64.43,7912,-59967,51079
2016-12-01,24050.0,24450.0,840468.0,66.6,-183021,137812,29833
2016-12-02,24500.0,24500.0,325846.0,66.74,-11369,60652,-49500
2016-12-05,24400.0,24600.0,236873.0,67.01,-47277,92017,-44740
2016-12-06,24700.0,24800.0,179215.0,67.56,549,22141,-22427
2016-12-07,24800.0,24850.0,224356.0,67.69,-76520,45444,29476
2016-12-08,24950.0,24750.0,430132.0,67.42,35776,-77242,38162
2016-12-09,24700.0,24850.0,320817.0,67.69,-64326,53332,10801
2016-12-12,25350.0,26000.0,510796.0,70.83,-152462,127380,25145
2016-12-13,26300.0,26050.0,304966.0,70.96,-728,47764,-46615
2016-12-14,26200.0,25500.0,301059.0,69.47,90506,-60788,-23811
2016-12-15,25250.0,25750.0,245964.0,70.15,27042,-1707,-25148
2016-12-16,26000.0,25750.0,300936.0,70.15,51907,-23071,-26876
2016-12-19,25900.0,25100.0,241185.0,68.38,63133,19251,-81039
2016-12-20,25350.0,25600.0,203905.0,69.74,-25523,-12008,37531
2016-12-21,25700.0,25750.0,206632.0,70.15,-75326,68933,5849
2016-12-22,25700.0,25750.0,161038.0,70.15,-11671,5904,5323
2016-12-23,25750.0,25700.0,154521.0,70.01,-2690,45300,-40979
2016-12-26,25900.0,25600.0,140850.0,69.74,-14409,-1289,15635
2016-12-27,25550.0,25400.0,197607.0,69.19,-10923,-3545,18454
2016-12-28,25400.0,26050.0,267840.0,70.96,-85309,62882,24923
2016-12-29,26000.0,26500.0,427935.0,72.19,-90826,107631,-12264
2017-01-02,26500.0,26600.0,274408.0,,-18333,-11971,29169
2017-01-03,26600.0,26950.0,257022.0,,-49048,36431,12617
2017-01-04,27000.0,27100.0,245506.0,,-65827,80009,-13974
2017-01-05,27250.0,27650.0,528185.0,,-282932,260694,22442
2017-01-06,27500.0,28250.0,470346.0,,-245073,228268,18468
2017-01-09,28050.0,28250.0,336440.0,,-69947,120886,-53032
2017-01-10,28150.0,27300.0,303854.0,,99763,-75942,-23821
2017-01-11,27250.0,27800.0,273329.0,,-85521,74657,17504
2017-01-12,27600.0,27500.0,367542.0,,-49951,265,51817
2017-01-13,27300.0,27300.0,348339.0,,49670,-17414,-34008
2017-01-16,27300.0,27300.0,226695.0,,4837,31625,-32379
2017-01-17,27050.0,27250.0,154993.0,,14395,28549,-40505
2017-01-18,27150.0,26800.0,215401.0,,72011,-29823,-41488
2017-01-19,26850.0,26400.0,345248.0,,87069,9597,-97206
2017-01-20,26200.0,26050.0,346483.0,,83639,-23412,-60927
2017-01-23,26050.0,26400.0,267022.0,,25815,-30761,3725
