Symbol,동원시스템즈_시가(원),동원시스템즈_종가(원),동원시스템즈_거래량(주),동원시스템즈_PER(IFRS-연결),동원시스템즈_순매수수량(개인)(주),동원시스템즈_순매수수량(기관계)(주),동원시스템즈_순매수수량(외국인계)(주)
2006-08-09,2000.0,2125.0,2511583.0,16.32,-38330,10050,20080
2006-08-10,2145.0,2175.0,2723035.0,16.7,-3590,12190,-5800
2006-08-11,2200.0,2050.0,1279813.0,15.74,27030,-28140,1340
2006-08-14,2070.0,2030.0,552482.0,15.59,-22640,27400,-9580
2006-08-16,2055.0,2025.0,362130.0,15.55,-12900,-4690,17030
2006-08-17,2055.0,2065.0,474230.0,15.86,-16450,6020,9830
2006-08-18,2075.0,2020.0,374783.0,15.51,-2590,5080,-2870
2006-08-21,2025.0,2020.0,287243.0,15.51,25250,-17290,-7780
2006-08-22,2010.0,2080.0,389068.0,15.97,-62540,37580,23080
2006-08-23,2100.0,2055.0,259840.0,15.78,25700,-25610,80
2006-08-24,2060.0,2005.0,395252.0,15.4,33570,-17420,-14750
2006-08-25,2015.0,2020.0,328395.0,15.51,-75550,32380,41330
2006-08-28,2035.0,2020.0,211950.0,15.51,2660,-2360,-300
2006-08-29,2065.0,2040.0,437830.0,15.66,-7690,5050,1500
2006-08-30,2045.0,2030.0,228573.0,15.59,10150,-12500,1240
2006-08-31,2045.0,2100.0,609916.0,16.13,-60920,34290,23380
2006-09-01,2140.0,2070.0,718651.0,15.9,-4090,830,-570
2006-09-04,2095.0,2100.0,597859.0,16.13,-1,1451,-1450
2006-09-05,2115.0,2075.0,331745.0,15.93,-8110,-1240,9010
2006-09-06,2080.0,2075.0,482181.0,15.93,-11030,-17090,28120
2006-09-07,2060.0,2050.0,355704.0,15.74,-21980,14820,2600
2006-09-08,2050.0,2055.0,349686.0,15.78,-39270,13230,21290
2006-09-11,2070.0,2065.0,429686.0,15.86,10170,-6890,-9030
2006-09-12,2065.0,2035.0,281120.0,15.63,16090,-6420,-10240
2006-09-13,2050.0,2030.0,300153.0,15.59,-440,-2990,4040
2006-09-14,2045.0,2035.0,444826.0,15.63,132010,-94710,-16890
2006-09-15,2055.0,2025.0,514176.0,15.55,25880,-26270,390
2006-09-18,2030.0,2055.0,373598.0,15.78,-29517,15667,11070
2006-09-19,2075.0,2095.0,824650.0,16.09,-5440,6370,-930
2006-09-20,2085.0,2120.0,1090340.0,16.28,-56460,61770,-6420
2006-09-21,2145.0,2090.0,389215.0,16.05,-8450,17360,-10620
2006-09-22,2075.0,2020.0,466086.0,15.51,42450,-17000,-25220
2006-09-25,2010.0,2030.0,257927.0,15.59,-29220,29080,-40
2006-09-26,2050.0,2000.0,392764.0,15.36,71660,-43330,-26550
2006-09-27,2010.0,2010.0,281754.0,15.43,-63500,41970,19280
2006-09-28,2020.0,2005.0,241600.0,15.4,-5320,3360,2230
2006-09-29,2030.0,2005.0,200211.0,15.4,-230,-620,830
2006-10-02,2015.0,2010.0,200334.0,15.43,-29190,19870,9020
2006-10-04,2015.0,1945.0,419475.0,14.94,73520,-34040,-37020
2006-10-09,1945.0,1715.0,786251.0,13.17,8230,11040,-19100
2006-10-10,1710.0,1800.0,367050.0,13.82,-29060,-4460,31620
2006-10-11,1765.0,1800.0,203380.0,13.82,-1420,-4900,3730
2006-10-12,1785.0,1830.0,327050.0,14.05,15650,-48570,34430
2006-10-13,1870.0,1850.0,184415.0,14.21,-31440,23450,6430
2006-10-16,1850.0,1885.0,191884.0,14.47,-18749,3139,16010
2006-10-17,1895.0,1875.0,246360.0,14.4,-2530,9210,-7890
2006-10-18,1855.0,1900.0,140076.0,14.59,-48910,32820,12650
2006-10-19,1910.0,1900.0,209411.0,14.59,-10790,13610,-3200
2006-10-20,1910.0,1955.0,519588.0,15.01,380,26080,-27250
2006-10-23,1960.0,1965.0,126558.0,15.09,-23958,11798,11780
2006-10-24,1975.0,1910.0,207483.0,14.67,14990,-12140,-1930
2006-10-25,1910.0,1955.0,324973.0,15.01,-33180,12130,20020
2006-10-26,1970.0,1935.0,223423.0,14.86,-2480,-880,1400
2006-10-27,1970.0,1955.0,178070.0,15.01,-7210,7280,-4330
2006-10-30,1945.0,1925.0,119700.0,14.78,-4770,1730,1520
2006-10-31,1915.0,1930.0,87117.0,14.82,-7880,2210,6030
2006-11-01,1920.0,1970.0,196589.0,15.13,-69488,5908,69170
2006-11-02,1970.0,1955.0,129362.0,15.01,-19350,17160,-430
2006-11-03,1940.0,1950.0,184880.0,14.97,-10240,13080,-7020
2006-11-06,1940.0,1935.0,172280.0,14.86,19950,-13710,-6620
2006-11-07,1945.0,1940.0,127690.0,14.9,-23300,20560,-960
2006-11-08,1950.0,1920.0,167080.0,14.74,9760,-2300,-8980
2006-11-09,1925.0,1910.0,199593.0,14.67,-1228,-12032,10040
2006-11-10,1920.0,1910.0,143413.0,14.67,9250,1810,-11460
2006-11-13,1900.0,1905.0,182180.0,14.63,2000,4830,-8730
2006-11-14,1915.0,1905.0,209813.0,14.63,23090,-25750,3040
2006-11-15,1915.0,1920.0,196470.0,14.74,17960,-16400,-1160
2006-11-16,1940.0,1910.0,211410.0,14.67,14610,-4880,-9730
2006-11-17,1910.0,1910.0,157160.0,14.67,-13800,18500,-6600
2006-11-20,1915.0,1885.0,167612.0,14.47,18710,-4500,-14590
2006-11-21,1895.0,1890.0,127520.0,14.51,-15620,15620,-760
2006-11-22,1895.0,1960.0,253280.0,15.05,-24300,30350,-10990
2006-11-23,1970.0,2000.0,413988.0,15.36,16070,21690,-8980
2006-11-24,1990.0,2040.0,1180557.0,15.66,-1850,21000,-23710
2006-11-27,2050.0,2030.0,218851.0,15.59,-7210,3280,-250
2006-11-28,2030.0,2005.0,277420.0,15.4,-17820,18530,-330
2006-11-29,2030.0,2030.0,206290.0,15.59,-29030,23500,1350
2006-11-30,2050.0,2035.0,189017.0,15.63,-8188,-522,6050
2006-12-01,2050.0,2050.0,254030.0,15.74,-1100,680,40
2006-12-04,2065.0,2105.0,505171.0,16.16,-1070,140,-350
2006-12-05,2120.0,2085.0,368560.0,16.01,2280,5090,-6510
2006-12-06,2100.0,2070.0,279750.0,15.9,-8680,1860,4120
2006-12-07,2055.0,2060.0,197890.0,15.82,-17940,11290,4330
2006-12-08,2060.0,2025.0,238101.0,15.55,7990,-7570,-1940
2006-12-11,2020.0,2015.0,139716.0,15.47,2070,-5830,340
2006-12-12,2015.0,2010.0,216120.0,15.43,20150,-14600,-4950
2006-12-13,2000.0,2000.0,226550.0,15.36,34750,-29630,-3690
2006-12-14,2020.0,2035.0,421000.0,15.63,3750,-147200,157240
2006-12-15,2055.0,2100.0,358789.0,16.13,-31672,35722,-2530
2006-12-18,2110.0,2100.0,277295.0,16.13,-67800,64810,2990
2006-12-19,2110.0,2145.0,581380.0,16.47,-48080,97650,-4160
2006-12-20,2135.0,2160.0,306939.0,16.59,-18259,23959,2300
2006-12-21,2165.0,2085.0,248051.0,16.01,-30128,25668,4280
2006-12-22,2100.0,2085.0,266100.0,16.01,-34400,3440,31140
2006-12-26,2085.0,2160.0,638731.0,16.59,-38083,46803,-8540
2006-12-27,2140.0,2045.0,442580.0,15.7,12100,2410,-14510
2006-12-28,2050.0,2085.0,647438.0,16.01,-10880,-430,6310
2007-01-02,2100.0,2035.0,285378.0,11.59,32950,-32870,200
2007-01-03,2035.0,2010.0,372793.0,11.45,14760,-12450,-2190
2007-01-04,1995.0,1945.0,436070.0,11.08,27240,-25430,-1810
2007-01-05,1965.0,1915.0,327350.0,10.91,23590,-19600,-2820
2007-01-08,1905.0,1900.0,161220.0,10.82,-13030,12760,270
2007-01-09,1910.0,1935.0,232770.0,11.02,-91980,49830,0
2007-01-10,1935.0,1895.0,184630.0,10.79,43140,-33630,-8070
2007-01-11,1895.0,1920.0,224100.0,10.94,4380,2720,5270
2007-01-12,1930.0,1915.0,139620.0,10.91,5500,-5900,680
2007-01-15,1930.0,1920.0,129155.0,10.94,2716,-6956,5220
2007-01-16,1935.0,1920.0,156930.0,10.94,-1630,5370,-3760
2007-01-17,1915.0,1875.0,236030.0,10.68,27070,-14820,-11310
2007-01-18,1875.0,1845.0,215161.0,10.51,11720,-15870,3750
2007-01-19,1820.0,1780.0,197090.0,10.14,9270,-9390,1880
2007-01-22,1780.0,1785.0,113970.0,10.17,-24240,23200,280
2007-01-23,1755.0,1730.0,256445.0,9.85,102960,-62060,1000
2007-01-24,1735.0,1760.0,273196.0,10.02,62090,-71890,9800
2007-01-25,1770.0,1760.0,299480.0,10.02,96210,-100550,4340
2007-01-26,1770.0,1740.0,205907.0,9.91,26150,-23620,-1770
2007-01-29,1745.0,1740.0,100080.0,9.91,22810,-22950,140
2007-01-30,1740.0,1765.0,102030.0,10.05,-19710,15450,4260
2007-01-31,1775.0,1770.0,264580.0,10.08,25730,-22510,-2030
2007-02-01,1780.0,1790.0,98665.0,10.2,-27820,24690,2370
2007-02-02,1790.0,1800.0,154310.0,10.25,-11290,3190,9200
2007-02-05,1805.0,1795.0,174244.0,10.22,280,-10760,10860
2007-02-06,1800.0,1810.0,130977.0,10.31,-9050,8330,160
2007-02-07,1810.0,1795.0,135486.0,10.22,-18620,14620,3640
2007-02-08,1795.0,1810.0,161425.0,10.31,-51420,48970,1510
2007-02-09,1820.0,1860.0,230550.0,10.59,-9310,6850,560
