Symbol,동원시스템즈_시가(원),동원시스템즈_종가(원),동원시스템즈_거래량(주),동원시스템즈_PER(IFRS-연결),동원시스템즈_순매수수량(개인)(주),동원시스템즈_순매수수량(기관계)(주),동원시스템즈_순매수수량(외국인계)(주)
2009-04-17,1470.0,1410.0,525165.0,23.62,65875,-2235,-63640
2009-04-20,1430.0,1415.0,317270.0,23.7,121610,-138070,16460
2009-04-21,1365.0,1405.0,306642.0,23.54,51690,-20300,18610
2009-04-22,1420.0,1460.0,533493.0,24.46,-47700,-10600,58300
2009-04-23,1465.0,1470.0,579694.0,24.63,-8110,2400,5710
2009-04-24,1470.0,1450.0,440395.0,24.29,41190,-50,-41140
2009-04-27,1460.0,1450.0,313131.0,24.29,4110,-3840,-270
2009-04-28,1460.0,1420.0,1840240.0,23.79,9470,-600,-8870
2009-04-29,1420.0,1455.0,575251.0,24.37,7842,-32662,24820
2009-04-30,1475.0,1525.0,705154.0,25.55,2389,361,-2750
2009-05-04,1550.0,1505.0,380104.0,25.21,-1657,-10453,12110
2009-05-06,1520.0,1575.0,641742.0,26.38,-22580,-4210,26790
2009-05-07,1600.0,1555.0,471568.0,26.05,-1880,-3270,5150
2009-05-08,1545.0,1530.0,523702.0,25.63,46467,-47077,610
2009-05-11,1560.0,1495.0,309525.0,25.04,40260,-37630,-2630
2009-05-12,1495.0,1505.0,192750.0,25.21,-6020,320,5700
2009-05-13,1510.0,1530.0,283940.0,25.63,-710,100,610
2009-05-14,1505.0,1505.0,253825.0,25.21,-3170,-360,3730
2009-05-15,1515.0,1515.0,282526.0,25.38,4370,-160,-4210
2009-05-18,1510.0,1455.0,570685.0,24.37,64400,-450,-63950
2009-05-19,1485.0,1475.0,274581.0,24.71,-10861,3141,7720
2009-05-20,1475.0,1480.0,216979.0,24.79,-17540,150,16390
2009-05-21,1490.0,1460.0,270631.0,24.46,27900,1130,-29030
2009-05-22,1435.0,1420.0,443770.0,23.79,57460,-25050,-32410
2009-05-25,1420.0,1380.0,341620.0,23.12,27248,-2048,-25200
2009-05-26,1380.0,1380.0,254042.0,23.12,20577,-19367,-2210
2009-05-27,1390.0,1340.0,264526.0,22.45,17420,-4480,-12940
2009-05-28,1355.0,1330.0,119484.0,22.28,5460,450,-5910
2009-05-29,1345.0,1410.0,318234.0,23.62,-110300,-70,110370
2009-06-01,1410.0,1380.0,483043.0,23.12,105030,-550,-104480
2009-06-02,1400.0,1375.0,295149.0,23.03,18208,-9758,-8450
2009-06-03,1385.0,1385.0,121985.0,23.2,-10315,9565,750
2009-06-04,1375.0,1335.0,177640.0,22.36,20390,-3540,-16850
2009-06-05,1345.0,1340.0,96901.0,22.45,2750,-2510,-240
2009-06-08,1350.0,1370.0,221873.0,22.95,49024,-1514,-47510
2009-06-09,1385.0,1350.0,114380.0,22.62,-2310,-1880,4190
2009-06-10,1360.0,1375.0,185406.0,23.03,-76920,69050,7870
2009-06-11,1375.0,1355.0,533142.0,22.7,358910,-371810,12900
2009-06-12,1355.0,1365.0,227261.0,22.87,10561,-5741,-4820
2009-06-15,1365.0,1340.0,173999.0,22.45,18880,-8420,-10460
2009-06-16,1335.0,1320.0,211699.0,22.11,34570,-5920,-28050
2009-06-17,1310.0,1295.0,231870.0,21.69,24050,-2780,-21270
2009-06-18,1310.0,1285.0,170917.0,21.53,-23090,17290,12800
2009-06-19,1295.0,1275.0,113081.0,21.36,5260,170,-5430
2009-06-22,1290.0,1305.0,135483.0,21.86,-15840,6590,9250
2009-06-23,1295.0,1260.0,132092.0,21.11,16040,2160,-18200
2009-06-24,1270.0,1225.0,245130.0,20.52,-200,3560,-3360
2009-06-25,1240.0,1260.0,211838.0,21.11,-53780,24090,29690
2009-06-26,1290.0,1270.0,148250.0,21.28,5640,-420,-5230
2009-06-29,1285.0,1240.0,226867.0,20.77,-64294,3550,60744
2009-06-30,1250.0,1245.0,215725.0,20.86,-7760,5930,1830
2009-07-01,1240.0,1285.0,210880.0,21.53,-25750,460,25300
2009-07-02,1280.0,1290.0,125580.0,21.61,-19810,3590,16220
2009-07-03,1270.0,1330.0,258263.0,22.28,-72940,64260,8680
2009-07-06,1345.0,1355.0,230112.0,22.7,-5930,670,5260
2009-07-07,1370.0,1375.0,148888.0,23.03,4760,-5760,1000
2009-07-08,1350.0,1350.0,127550.0,22.62,-4510,0,4510
2009-07-09,1360.0,1340.0,148624.0,22.45,-11020,-2510,13530
2009-07-10,1345.0,1335.0,121510.0,22.36,-6360,5260,1100
2009-07-13,1345.0,1260.0,184849.0,21.11,3680,90,-3770
2009-07-14,1280.0,1260.0,165643.0,21.11,-8070,-330,8400
2009-07-15,1280.0,1280.0,185222.0,21.44,-9340,0,9340
2009-07-16,1295.0,1265.0,120401.0,21.19,8540,1470,-10010
2009-07-17,1270.0,1295.0,160101.0,21.69,-5650,210,5440
2009-07-20,1300.0,1330.0,211136.0,22.28,-4910,3930,980
2009-07-21,1350.0,1470.0,852083.0,24.63,-296268,306068,-9800
2009-07-22,1500.0,1430.0,2148598.0,23.96,49937,-39807,-10130
2009-07-23,1435.0,1415.0,617180.0,23.7,-20548,-1078,21626
2009-07-24,1450.0,1430.0,456789.0,23.96,12350,-30,-12320
2009-07-27,1425.0,1415.0,265641.0,23.7,-4030,-170,4200
2009-07-28,1420.0,1400.0,260770.0,23.45,-10040,-10,10050
2009-07-29,1410.0,1395.0,510751.0,23.37,45520,-54320,8800
2009-07-30,1400.0,1410.0,136543.0,23.62,4490,-7210,2720
2009-07-31,1420.0,1430.0,326160.0,23.96,-7960,-490,8450
2009-08-03,1430.0,1425.0,246980.0,23.87,6580,60,-6640
2009-08-04,1440.0,1415.0,288747.0,23.7,8670,50,-8720
2009-08-05,1410.0,1380.0,174944.0,23.12,9430,150,-11270
2009-08-06,1385.0,1390.0,173350.0,23.29,22290,-270,-22020
2009-08-07,1385.0,1410.0,143906.0,23.62,13220,100,-13320
2009-08-10,1425.0,1435.0,278351.0,24.04,-30419,20639,9780
2009-08-11,1420.0,1455.0,270341.0,24.37,-25780,19000,6780
2009-08-12,1455.0,1470.0,295702.0,24.63,-5020,1270,3750
2009-08-13,1480.0,1475.0,245611.0,24.71,18060,-730,-17330
2009-08-14,1475.0,1430.0,531908.0,23.96,4340,-20,-4320
2009-08-17,1430.0,1385.0,195356.0,23.2,4020,-1960,-2060
2009-08-18,1370.0,1385.0,188897.0,23.2,-14020,20930,-6910
2009-08-19,1390.0,1405.0,141180.0,23.54,-27790,20870,6920
2009-08-20,1420.0,1405.0,209431.0,23.54,14440,4370,-3010
2009-08-21,1410.0,1380.0,230703.0,23.12,7580,-40,-7540
2009-08-24,1395.0,1430.0,323609.0,23.96,20638,-14248,-6390
2009-08-25,1430.0,1395.0,133715.0,23.37,-1140,-690,1830
2009-08-26,1405.0,1420.0,122528.0,23.79,-6470,0,6470
2009-08-27,1420.0,1460.0,366903.0,24.46,-6528,778,5750
2009-08-28,1450.0,1445.0,216250.0,24.21,3980,30,-4010
2009-08-31,1445.0,1425.0,208441.0,23.87,11950,-160,-11790
2009-09-01,1440.0,1465.0,358033.0,24.54,19430,-14920,-4510
2009-09-02,1430.0,1485.0,354736.0,24.88,-290,-2010,2300
2009-09-03,1495.0,1460.0,539452.0,24.46,7193,-3,-7190
2009-09-04,1480.0,1495.0,574150.0,25.04,-2680,-750,3430
2009-09-07,1515.0,1545.0,906661.0,25.88,-44610,49180,-4290
2009-09-08,1550.0,1575.0,676881.0,26.38,5050,7210,-12260
2009-09-09,1570.0,1535.0,446539.0,25.71,-1890,3010,-1120
2009-09-10,1535.0,1560.0,292110.0,26.13,-39850,41660,-1810
2009-09-11,1590.0,1525.0,338524.0,25.55,24950,-3730,-21220
2009-09-14,1520.0,1495.0,414271.0,25.04,72230,-78360,6130
2009-09-15,1510.0,1515.0,209648.0,25.38,-688,-1102,1790
2009-09-16,1520.0,1530.0,225973.0,25.63,3920,-2480,-1440
2009-09-17,1540.0,1520.0,261790.0,25.46,29480,-26580,-2900
2009-09-18,1540.0,1510.0,114561.0,25.3,1590,1190,-2780
2009-09-21,1515.0,1500.0,255052.0,25.13,-46690,36710,9980
2009-09-22,1505.0,1525.0,237938.0,25.55,-2680,0,2680
2009-09-23,1535.0,1525.0,232668.0,25.55,300,-2720,2420
2009-09-24,1525.0,1610.0,967477.0,26.97,-38560,-1510,40070
2009-09-25,1605.0,1630.0,1192487.0,27.31,-4620,960,-8650
2009-09-28,1630.0,1565.0,433569.0,26.22,28370,-3190,-12870
2009-09-29,1595.0,1490.0,685670.0,24.96,219370,-219150,-220
2009-09-30,1470.0,1445.0,430864.0,24.21,30470,-38710,8240
2009-10-01,1435.0,1425.0,255257.0,23.87,2100,3510,-5610
2009-10-05,1425.0,1445.0,185921.0,24.21,-9860,370,9490
2009-10-06,1445.0,1465.0,144781.0,24.54,-2950,400,2550
2009-10-07,1480.0,1410.0,241362.0,23.62,-6420,720,5700
2009-10-08,1420.0,1460.0,154993.0,24.46,-24570,15230,9340
2009-10-09,1470.0,1490.0,188592.0,24.96,4000,2380,-6380
2009-10-12,1510.0,1490.0,141502.0,24.96,-40710,37200,3510
2009-10-13,1490.0,1480.0,81864.0,24.79,-1510,320,1190
2009-10-14,1490.0,1480.0,185924.0,24.79,-24820,920,23900
2009-10-15,1500.0,1470.0,152561.0,24.63,-370,610,-240
2009-10-16,1455.0,1450.0,195311.0,24.29,-9850,1590,8260
2009-10-19,1440.0,1480.0,92810.0,24.79,-29360,35700,-6340
2009-10-20,1485.0,1485.0,122193.0,24.88,-41700,8320,33380
2009-10-21,1490.0,1560.0,444054.0,26.13,-22610,24390,-1780
2009-10-22,1560.0,1535.0,170106.0,25.71,-8930,70,8860
2009-10-23,1550.0,1550.0,213592.0,25.97,6240,0,-6240
2009-10-26,1530.0,1515.0,191568.0,25.38,1170,80,-1250
2009-10-27,1510.0,1475.0,209807.0,24.71,7360,20,-7380
2009-10-28,1465.0,1420.0,188265.0,23.79,3640,-480,-3160
2009-10-29,1395.0,1380.0,157158.0,23.12,1915,-2405,1480
2009-10-30,1400.0,1405.0,237618.0,23.54,54709,-74349,19640
2009-11-02,1395.0,1480.0,354801.0,24.79,-122840,119130,3710
2009-11-03,1490.0,1455.0,214676.0,24.37,4800,110,-4910
2009-11-04,1460.0,1445.0,145635.0,24.21,55971,-54081,-1890
2009-11-05,1450.0,1540.0,1402844.0,25.8,-28980,-21060,50040
2009-11-06,1650.0,1770.0,1273364.0,29.65,33020,0,-37020
2009-11-09,1950.0,1810.0,6452820.0,30.32,83447,-55857,-28090
2009-11-10,1820.0,1870.0,4180811.0,31.33,59470,-37600,-18870
2009-11-11,1845.0,1790.0,4294688.0,29.99,7180,-17520,1340
2009-11-12,1810.0,1760.0,1747723.0,29.48,-28730,-19270,45000
2009-11-13,1790.0,1690.0,3211013.0,28.31,48630,1420,-50050
2009-11-16,1715.0,1720.0,1680381.0,28.81,-35674,-20626,56300
2009-11-17,1760.0,1600.0,2872853.0,26.8,-44220,6290,37930
2009-11-18,1620.0,1650.0,1745784.0,27.64,-54667,-623,55290
2009-11-19,1665.0,1635.0,824157.0,27.39,-3710,15170,-11460
2009-11-20,1635.0,1685.0,1197058.0,28.23,33290,-1390,-37900
2009-11-23,1700.0,1630.0,857733.0,27.31,8860,-11170,-1690
2009-11-24,1650.0,1565.0,803475.0,26.22,-34380,2390,41990
2009-11-25,1575.0,1580.0,462723.0,26.47,1720,-30,310
2009-11-26,1585.0,1555.0,544135.0,26.05,53380,-85230,31850
2009-11-27,1520.0,1445.0,886756.0,24.21,-42495,-55,42550
2009-11-30,1485.0,1535.0,608431.0,25.71,5820,0,-5820
2009-12-01,1520.0,1600.0,896334.0,26.8,64791,-9251,-70540
2009-12-02,1615.0,1610.0,455310.0,26.97,28950,80,-29030
2009-12-03,1610.0,1625.0,558592.0,27.22,-3060,1570,-8510
2009-12-04,1625.0,1650.0,352340.0,27.64,15150,40,-15190
2009-12-07,1690.0,1575.0,1735886.0,26.38,40240,2360,-36980
2009-12-08,1570.0,1570.0,483504.0,26.3,-6990,-20,11390
2009-12-09,1560.0,1565.0,344102.0,26.22,16850,380,7770
2009-12-10,1560.0,1530.0,542558.0,25.63,105566,-97986,-7580
2009-12-11,1535.0,1550.0,276070.0,25.97,-28660,-1170,29830
2009-12-14,1560.0,1615.0,536548.0,27.05,570,-1330,760
2009-12-15,1620.0,1640.0,494664.0,27.47,33340,-4060,-29280
2009-12-16,1650.0,1635.0,279681.0,27.39,580,-110,-470
2009-12-17,1625.0,1650.0,244010.0,27.64,17170,-2900,-14270
2009-12-18,1640.0,1625.0,298985.0,27.22,5191,-1741,-3450
2009-12-21,1625.0,1685.0,681375.0,28.23,190,-3020,2830
2009-12-22,1700.0,1630.0,438350.0,27.31,-3330,90,3240
2009-12-23,1630.0,1655.0,413512.0,27.72,520,-20,-500
2009-12-24,1680.0,1675.0,551959.0,28.06,-12979,9,12970
2009-12-28,1690.0,1760.0,1808826.0,29.48,-222738,-5672,228410
2009-12-29,1750.0,1670.0,1032753.0,27.98,206250,5560,-211810
2009-12-30,1670.0,1705.0,418846.0,28.56,15750,1180,-16930
2010-01-04,1715.0,1760.0,518798.0,,10900,-1570,-8330
2010-01-05,1755.0,1740.0,668166.0,,-720,-3380,4100
2010-01-06,1730.0,1725.0,546916.0,,-38280,3620,34650
2010-01-07,1735.0,1790.0,917542.0,,13770,-3850,-9920
2010-01-08,1815.0,1775.0,547369.0,,10990,0,-10990
2010-01-11,1785.0,1730.0,424297.0,,4140,-30,-4110
2010-01-12,1730.0,1785.0,1087561.0,,14450,-100,-14350
2010-01-13,1805.0,1745.0,1652079.0,,13000,-3250,-9750
2010-01-14,1745.0,1720.0,411735.0,,1080,3900,-4980
2010-01-15,1735.0,1730.0,460394.0,,-29870,3880,25990
2010-01-18,1740.0,1790.0,935733.0,,-55410,51940,3470
2010-01-19,1790.0,1770.0,474608.0,,38400,2130,-40530
2010-01-20,1770.0,1725.0,663840.0,,52980,4910,-57890
2010-01-21,1715.0,1720.0,345061.0,,-19192,-458,19650
2010-01-22,1690.0,1685.0,414720.0,,21590,-3150,-18440
2010-01-25,1650.0,1650.0,298803.0,,-15130,13500,1520
2010-01-26,1670.0,1590.0,354862.0,,4657,2183,-6840
2010-01-27,1620.0,1575.0,444841.0,,-40370,17970,22400
2010-01-28,1605.0,1625.0,464389.0,,11840,160,-12000
2010-01-29,1605.0,1575.0,222872.0,,6640,2350,-8990
2010-02-01,1600.0,1585.0,155198.0,,14650,-11570,-3080
2010-02-02,1600.0,1580.0,215310.0,,23940,-8440,-15500
2010-02-03,1580.0,1565.0,272932.0,,12260,-3200,-9060
2010-02-04,1570.0,1530.0,247220.0,,5030,-4360,-670
2010-02-05,1485.0,1500.0,440510.0,,-27890,16030,11860
2010-02-08,1520.0,1490.0,429378.0,,8930,-270,-8660
2010-02-09,1480.0,1505.0,192041.0,,-13148,-1511,14659
2010-02-10,1530.0,1495.0,197620.0,,20100,-2950,-17150
2010-02-11,1495.0,1470.0,485335.0,,-13220,180,13040
2010-02-12,1470.0,1435.0,271510.0,,19660,-5170,-14490
2010-02-16,1440.0,1400.0,487271.0,,7244,-36874,29630
2010-02-17,1425.0,1420.0,296463.0,,-8290,2520,5770
2010-02-18,1420.0,1440.0,156949.0,,-4900,-60,4960
2010-02-19,1435.0,1480.0,640085.0,,19270,-150,-19120
2010-02-22,1490.0,1490.0,213564.0,,-28370,18690,9680
2010-02-23,1480.0,1465.0,187972.0,,-4977,3097,1880
2010-02-24,1485.0,1460.0,129859.0,,-11790,5430,4550
2010-02-25,1470.0,1450.0,147230.0,,840,7130,-7970
2010-02-26,1440.0,1440.0,93980.0,,-760,-150,910
2010-03-02,1450.0,1450.0,159130.0,,-40820,20430,20390
2010-03-03,1465.0,1460.0,147012.0,,13362,-13192,-170
2010-03-04,1470.0,1445.0,108410.0,,1857,-3370,1293
2010-03-05,1455.0,1455.0,80470.0,,-1180,-3620,4800
2010-03-08,1470.0,1480.0,202760.0,,-20430,0,20430
2010-03-09,1480.0,1470.0,179693.0,,-13918,-322,14240
2010-03-10,1465.0,1450.0,213870.0,,-1960,-3250,5210
2010-03-11,1445.0,1480.0,209481.0,,0,-8990,8990
2010-03-12,1485.0,1500.0,289155.0,,-31890,-14340,46230
2010-03-15,1505.0,1500.0,165412.0,,2350,-450,-1900
2010-03-16,1500.0,1470.0,235565.0,,39140,-41260,2120
2010-03-17,1470.0,1485.0,260770.0,,-31070,-2630,33700
2010-03-18,1485.0,1535.0,290173.0,,-25880,-1120,27000
2010-03-19,1535.0,1545.0,178761.0,,-6900,-10,6910
2010-03-22,1520.0,1515.0,168759.0,,-11250,25640,-14390
2010-03-23,1525.0,1525.0,110670.0,,-15730,9410,6320
2010-03-24,1535.0,1495.0,199522.0,,28480,-30000,1620
2010-03-25,1475.0,1480.0,90810.0,,2250,-250,-2000
2010-03-26,1480.0,1495.0,114380.0,,-2910,-290,3200
2010-03-29,1495.0,1460.0,172830.0,,-380,-60,440
2010-03-30,1465.0,1445.0,231187.0,,-2350,-340,2690
2010-03-31,1445.0,1450.0,97172.0,,-1990,-110,2100
2010-04-01,1460.0,1435.0,193172.0,,-19740,-290,20030
2010-04-02,1440.0,1435.0,168870.0,,-11420,0,11650
2010-04-05,1440.0,1415.0,131239.0,,-3260,1700,1560
2010-04-06,1420.0,1440.0,92432.0,,-2860,160,2700
2010-04-07,1445.0,1580.0,1625644.0,,-11380,-140,11520
2010-04-08,1580.0,1555.0,545973.0,,-10170,-80,10250
2010-04-09,1555.0,1575.0,342541.0,,6070,-20,-6050
2010-04-12,1580.0,1545.0,643551.0,,24970,-30,-24940
2010-04-13,1545.0,1570.0,1097708.0,,13820,480,-14300
2010-04-14,1595.0,1655.0,1879253.0,,20320,-6740,-13580
2010-04-15,1650.0,1615.0,537813.0,,-12650,-240,12890
2010-04-16,1615.0,1675.0,738340.0,,-7102,22,7080
2010-04-19,1640.0,1720.0,756179.0,,9370,11970,-21340
2010-04-20,1735.0,1680.0,706440.0,,41380,11980,-53360
2010-04-21,1690.0,1685.0,473602.0,,-23620,910,25610
2010-04-22,1690.0,1645.0,293139.0,,7390,-80,-7310
2010-04-23,1645.0,1650.0,301433.0,,-15150,-130,15280
2010-04-26,1670.0,1665.0,284240.0,,-2460,-10,2470
2010-04-27,1665.0,1640.0,258046.0,,-22190,0,22190
2010-04-28,1610.0,1695.0,581765.0,,-11870,-24420,36290
2010-04-29,1730.0,1720.0,519043.0,,-7780,-200,7980
2010-04-30,1745.0,1780.0,442655.0,,10930,-10,-10920
2010-05-03,1750.0,1720.0,684898.0,,194750,-160040,-34710
2010-05-04,1720.0,1665.0,413885.0,,55237,-6637,-48600
2010-05-06,1600.0,1605.0,332693.0,,-11848,11388,460
2010-05-07,1540.0,1540.0,318182.0,,300,10680,-10980
2010-05-10,1545.0,1560.0,273695.0,,-11240,-250,11490
2010-05-11,1585.0,1535.0,291023.0,,5270,-400,-4870
2010-05-12,1540.0,1520.0,187120.0,,460,-10,-450
2010-05-13,1540.0,1550.0,200340.0,,2107,-7067,4960
2010-05-14,1545.0,1535.0,223469.0,,9720,-50,-9670
2010-05-17,1520.0,1450.0,408665.0,,8480,0,-8480
2010-05-18,1465.0,1455.0,231877.0,,10800,-23030,12230
2010-05-19,1455.0,1425.0,237746.0,,28656,-2406,-26250
2010-05-20,1410.0,1320.0,300422.0,,8426,-18206,9780
2010-05-24,1310.0,1315.0,286680.0,,-48950,-10340,59290
2010-05-25,1315.0,1180.0,358170.0,,-13120,1410,11710
2010-05-26,1220.0,1355.0,387241.0,,-127397,96187,31210
2010-05-27,1355.0,1360.0,339744.0,,51860,380,-52240
2010-05-28,1360.0,1345.0,271217.0,,48270,-17550,-30720
2010-05-31,1335.0,1350.0,172865.0,,-267,-4123,4390
2010-06-01,1360.0,1405.0,264190.0,,-40690,560,40130
2010-06-03,1420.0,1420.0,302073.0,,30670,-110,-30560
2010-06-04,1440.0,1415.0,243395.0,,28220,-80,-28140
2010-06-07,1370.0,1290.0,530496.0,,27440,310,-27750
2010-06-08,1265.0,1335.0,211975.0,,-22085,-8185,30270
2010-06-09,1320.0,1315.0,120043.0,,-4440,-5050,9490
2010-06-10,1325.0,1315.0,216070.0,,55875,-41255,-14620
2010-06-11,1330.0,1345.0,171251.0,,2010,1130,-3140
2010-06-14,1330.0,1330.0,141671.0,,17181,-551,-16630
2010-06-15,1345.0,1400.0,347532.0,,-970,-1840,2810
2010-06-16,1405.0,1380.0,270680.0,,20500,0,-20000
2010-06-17,1385.0,1340.0,196040.0,,-1370,0,1370
2010-06-18,1340.0,1335.0,152468.0,,-15560,0,15560
2010-06-21,1375.0,1390.0,243290.0,,-39040,15410,23630
2010-06-22,1390.0,1370.0,213230.0,,12970,-20,-12950
2010-06-23,1360.0,1390.0,141810.0,,-387,-3,390
2010-06-24,1395.0,1440.0,222717.0,,-3300,0,3300
2010-06-25,1415.0,1400.0,176510.0,,46636,-96,-46540
2010-06-28,1400.0,1425.0,107540.0,,-60,480,-420
2010-06-29,1415.0,1380.0,188130.0,,-11490,20980,-9490
2010-06-30,1350.0,1385.0,130421.0,,-8850,0,8850
2010-07-01,1365.0,1420.0,158042.0,,6740,0,-6730
2010-07-02,1400.0,1405.0,211789.0,,30699,-21389,-9310
2010-07-05,1410.0,1400.0,169240.0,,2980,2120,-5100
2010-07-06,1375.0,1390.0,117640.0,,14670,2110,-16780
2010-07-07,1380.0,1425.0,431830.0,,18271,2189,-20450
2010-07-08,1430.0,1420.0,133684.0,,4650,-5920,1270
2010-07-09,1430.0,1380.0,280774.0,,13930,-10,-13920
2010-07-12,1400.0,1385.0,147681.0,,-15460,-180,15640
2010-07-13,1395.0,1385.0,200691.0,,-16970,0,16970
2010-07-14,1395.0,1395.0,186330.0,,-27470,0,27470
2010-07-15,1400.0,1405.0,199514.0,,-39680,12450,27230
2010-07-16,1410.0,1410.0,200672.0,,-4840,0,4840
2010-07-19,1400.0,1380.0,101182.0,,10180,-8260,-1920
2010-07-20,1380.0,1380.0,193388.0,,7200,-7910,710
2010-07-21,1370.0,1375.0,160902.0,,-7220,-20,7240
2010-07-22,1370.0,1355.0,261966.0,,36570,-5080,-31490
2010-07-23,1360.0,1340.0,106727.0,,-44,-86,130
2010-07-26,1350.0,1350.0,87295.0,,-17270,310,16960
2010-07-27,1345.0,1335.0,158823.0,,-1981,-3749,5730
2010-07-28,1340.0,1330.0,127304.0,,-2860,-10,2870
2010-07-29,1320.0,1310.0,209450.0,,-4480,-2340,6820
2010-07-30,1310.0,1280.0,167041.0,,-1840,-2620,4460
2010-08-02,1290.0,1275.0,254036.0,,4551,-15321,10770
2010-08-03,1280.0,1300.0,212081.0,,-11794,-126,11920
2010-08-04,1290.0,1305.0,111621.0,,-5290,0,5290
2010-08-05,1305.0,1330.0,105054.0,,-2318,275,2043
2010-08-06,1345.0,1340.0,38876.0,,-4970,-10,4980
2010-08-09,1340.0,1325.0,76890.0,,840,0,-840
2010-08-10,1325.0,1335.0,62041.0,,-15000,7120,7880
2010-08-11,1340.0,1305.0,162720.0,,10650,0,-10650
2010-08-12,1285.0,1275.0,125714.0,,3030,0,-3030
2010-08-13,1280.0,1280.0,144510.0,,5490,110,-5600
2010-08-16,1290.0,1300.0,148460.0,,16490,-10,-16480
2010-08-17,1290.0,1305.0,77740.0,,2170,-10,-2160
2010-08-18,1305.0,1290.0,122920.0,,9890,-10,-9880
2010-08-19,1285.0,1285.0,100932.0,,1910,-5810,3900
2010-08-20,1290.0,1340.0,227439.0,,-18990,-10,15000
2010-08-23,1340.0,1315.0,79220.0,,-8640,220,12420
2010-08-24,1310.0,1315.0,34541.0,,180,-70,-110
2010-08-25,1315.0,1290.0,50186.0,,6466,-5686,-780
2010-08-26,1295.0,1275.0,82685.0,,3640,0,-3640
2010-08-27,1270.0,1240.0,128060.0,,11810,-50,-11760
2010-08-30,1255.0,1295.0,128150.0,,-46400,43770,2630
2010-08-31,1270.0,1270.0,41987.0,,10221,-5721,-4500
2010-09-01,1295.0,1285.0,47110.0,,-1570,130,1440
2010-09-02,1295.0,1305.0,82831.0,,-15090,0,15090
2010-09-03,1300.0,1330.0,214235.0,,-3740,-10,3750
2010-09-06,1340.0,1355.0,196510.0,,-2370,0,2370
2010-09-07,1335.0,1355.0,123802.0,,1930,-140,-1790
2010-09-08,1355.0,1360.0,159740.0,,-3160,-50,3210
2010-09-09,1360.0,1340.0,96325.0,,12557,-2849,-9708
2010-09-10,1340.0,1355.0,100780.0,,-20180,-250,20430
2010-09-13,1370.0,1355.0,64093.0,,-8160,-3090,11250
2010-09-14,1360.0,1350.0,108245.0,,16720,-14940,-2780
2010-09-15,1340.0,1335.0,75791.0,,-19240,-70,19310
2010-09-16,1340.0,1380.0,695402.0,,-210498,205418,5080
2010-09-17,1420.0,1395.0,211970.0,,-17730,0,17730
2010-09-20,1390.0,1590.0,1461481.0,,9240,0,-9240
2010-09-24,1530.0,1525.0,818705.0,,7780,0,-7780
2010-09-27,1525.0,1505.0,557169.0,,-14317,-13,14330
2010-09-28,1520.0,1540.0,490438.0,,3646,-146,-3500
2010-09-29,1530.0,1550.0,219462.0,,-1220,0,1220
2010-09-30,1550.0,1530.0,174060.0,,-3210,0,3210
2010-10-01,1525.0,1545.0,200980.0,,-29150,0,29150
2010-10-04,1545.0,1530.0,196419.0,,-10020,-390,10410
2010-10-05,1550.0,1590.0,288470.0,,-6360,980,5380
2010-10-06,1585.0,1600.0,351517.0,,8990,0,-8990
2010-10-07,1630.0,1520.0,238490.0,,2300,-20,-2280
2010-10-08,1520.0,1500.0,307220.0,,-18510,-10,18520
2010-10-11,1490.0,1500.0,123420.0,,-15080,0,15080
2010-10-12,1515.0,1495.0,91763.0,,4460,0,-4460
2010-10-13,1500.0,1480.0,161850.0,,-10160,0,10160
2010-10-14,1485.0,1540.0,149179.0,,-27237,-3,27240
2010-10-15,1530.0,1530.0,135751.0,,2080,0,-2080
2010-10-18,1520.0,1525.0,148723.0,,8610,30,-8640
2010-10-19,1530.0,1555.0,242733.0,,11330,0,-11330
2010-10-20,1540.0,1560.0,285278.0,,34290,-20,-34270
2010-10-21,1565.0,1545.0,185871.0,,2050,0,-2050
2010-10-22,1545.0,1535.0,161310.0,,840,0,-840
2010-10-25,1545.0,1535.0,206472.0,,4520,0,-4520
2010-10-26,1545.0,1540.0,182983.0,,-12100,-10,12110
2010-10-27,1540.0,1595.0,422327.0,,6990,-140,-6850
2010-10-28,1590.0,1555.0,139916.0,,4650,0,-4650
2010-10-29,1565.0,1535.0,215505.0,,37080,0,-37080
2010-11-01,1535.0,1520.0,149182.0,,3350,0,-3350
2010-11-02,1500.0,1515.0,154916.0,,-20,-900,920
2010-11-03,1550.0,1555.0,166228.0,,1020,0,-1020
2010-11-04,1560.0,1510.0,169214.0,,-2810,0,2810
2010-11-05,1545.0,1510.0,151571.0,,-13760,0,13760
2010-11-08,1540.0,1515.0,73551.0,,-11420,60,11360
2010-11-09,1540.0,1565.0,238021.0,,-25850,0,25850
2010-11-10,1575.0,1665.0,1284153.0,,-16699,9379,7320
2010-11-11,1690.0,1605.0,627785.0,,68670,6990,-77990
2010-11-12,1630.0,1500.0,587219.0,,-17390,3600,13790
2010-11-15,1495.0,1530.0,196920.0,,-10960,-10,10970
2010-11-16,1555.0,1510.0,186881.0,,18680,0,-18680
2010-11-17,1500.0,1505.0,114127.0,,11980,0,-11980
2010-11-18,1510.0,1535.0,218023.0,,3790,0,-3790
2010-11-19,1550.0,1550.0,139321.0,,8100,-10,-8090
2010-11-22,1550.0,1590.0,235091.0,,-1550,6430,-4880
2010-11-23,1590.0,1585.0,293445.0,,13380,0,-13380
