Symbol,신도리코_시가(원),신도리코_종가(원),신도리코_거래량(주),신도리코_PER(IFRS-연결),신도리코_순매수수량(개인)(주),신도리코_순매수수량(기관계)(주),신도리코_순매수수량(외국인계)(주)
2004-03-08,61200.0,61400.0,21033.0,9.77,-2070,-2280,4420
2004-03-09,61100.0,61000.0,16431.0,9.71,-2106,1496,480
2004-03-10,60700.0,59200.0,24828.0,9.42,13388,-11384,-1674
2004-03-11,59200.0,58300.0,44625.0,9.28,13985,-15015,2070
2004-03-12,58700.0,56000.0,51630.0,8.91,23720,-4400,-21480
2004-03-15,56900.0,56000.0,37614.0,8.91,8370,-6760,2290
2004-03-16,55900.0,55700.0,16221.0,8.86,1186,2844,-4680
2004-03-17,55700.0,57100.0,23143.0,9.09,2784,-3884,1490
2004-03-18,57200.0,58600.0,20506.0,9.33,-2486,-4014,7170
2004-03-19,58700.0,58800.0,13476.0,9.36,-1784,-1106,2880
2004-03-22,58500.0,58800.0,21622.0,9.36,-332,-6908,9090
2004-03-23,58800.0,59500.0,11857.0,9.47,-3033,83,2720
2004-03-24,59600.0,58300.0,11460.0,9.28,3430,-2820,0
2004-03-25,58200.0,58700.0,10200.0,9.34,-2540,2180,0
2004-03-26,58500.0,57600.0,36470.0,9.17,90,7070,-4570
2004-03-29,58100.0,58000.0,9392.0,9.23,-2458,3468,-1260
2004-03-30,57800.0,58700.0,17736.0,9.34,-646,-2524,9030
2004-03-31,58700.0,60500.0,30001.0,9.63,-17381,-6679,25570
2004-04-01,59600.0,59900.0,13084.0,9.53,2127,-1837,980
2004-04-02,59000.0,60000.0,14280.0,9.55,-1440,4960,740
2004-04-06,60500.0,60500.0,27360.0,9.63,-4890,-2870,18870
2004-04-07,60900.0,60500.0,35940.0,9.63,-2940,-380,3530
2004-04-08,60500.0,60900.0,26220.0,9.69,-2337,6107,-5340
2004-04-09,60000.0,60000.0,15061.0,9.55,2710,-150,-1710
2004-04-12,59500.0,60000.0,16980.0,9.55,-8870,6290,80
2004-04-13,60100.0,59800.0,14070.0,9.52,-2280,-6100,7390
2004-04-14,59800.0,59700.0,13617.0,9.5,-2613,-3327,6230
2004-04-16,59500.0,58500.0,38220.0,9.31,5620,-14970,11190
2004-04-19,58500.0,58100.0,16473.0,9.25,2613,-7470,5590
2004-04-20,58900.0,58300.0,26669.0,9.28,269,-3499,2970
2004-04-21,58500.0,58100.0,9789.0,9.25,2839,-4709,1470
2004-04-22,58300.0,57800.0,19620.0,9.2,5080,-8570,3220
2004-04-23,58000.0,58100.0,12920.0,9.25,-1800,3140,-1800
2004-04-26,58100.0,57500.0,21152.0,9.15,-8910,-2720,12220
2004-04-27,57300.0,58900.0,18930.0,9.37,-11560,4680,6160
2004-04-28,58700.0,58000.0,14490.0,9.23,3520,-7330,4350
2004-04-29,58900.0,58900.0,33650.0,9.37,-8150,14530,-8300
2004-04-30,59500.0,58400.0,19010.0,9.29,-9630,10260,-1350
2004-05-03,58500.0,59500.0,12367.0,9.47,-8540,6970,1150
2004-05-04,60300.0,58000.0,13128.0,9.23,5130,-3970,-3030
2004-05-06,58100.0,58300.0,15592.0,9.28,-6822,8152,-1730
2004-05-07,59200.0,58400.0,13110.0,9.29,-4950,6540,-850
2004-05-10,58700.0,54000.0,17590.0,8.59,2560,-6230,3760
2004-05-11,53900.0,53200.0,14510.0,8.47,1784,-3204,1360
2004-05-12,53000.0,54000.0,13690.0,8.59,3230,-6330,3200
2004-05-13,55400.0,51400.0,28530.0,8.18,9370,-12340,5770
2004-05-14,51600.0,52100.0,40060.0,8.29,-60,-21360,21080
2004-05-17,52700.0,51300.0,22590.0,8.16,-6100,-1680,6670
2004-05-18,50500.0,51500.0,26250.0,8.2,-4310,150,9430
2004-05-19,51500.0,52700.0,16530.0,8.39,-2550,-240,3620
2004-05-20,52000.0,52700.0,29420.0,8.39,-727,-13953,22780
2004-05-21,53000.0,55500.0,19350.0,8.83,-10640,-1020,11770
2004-05-24,55000.0,56200.0,12276.0,8.94,1593,-3433,3450
2004-05-25,55100.0,54700.0,18280.0,8.7,1010,-11410,11220
2004-05-27,55300.0,57000.0,42120.0,9.07,-11780,-3530,2640
2004-05-28,56500.0,56900.0,5770.0,9.06,280,-990,1020
2004-05-31,56200.0,57500.0,12910.0,9.15,1440,-1690,-1380
2004-06-01,57000.0,58000.0,12007.0,9.23,-2516,457,1230
2004-06-02,56900.0,56600.0,9680.0,9.01,1898,-1498,-290
2004-06-03,56200.0,56600.0,17181.0,9.01,-4380,-6050,10980
2004-06-04,55700.0,55400.0,10880.0,8.82,-910,-2770,3200
2004-06-07,55100.0,57000.0,10330.0,9.07,-2290,5600,0
2004-06-08,56600.0,57700.0,11050.0,9.18,-2180,400,3100
2004-06-09,57700.0,56900.0,43045.0,9.06,-1075,4335,-2560
2004-06-10,56300.0,55900.0,46670.0,8.9,-960,4160,-11150
2004-06-11,58000.0,54200.0,37856.0,8.63,5190,-13260,9600
2004-06-14,54200.0,54000.0,15890.0,8.59,-1526,-1374,5530
2004-06-15,55200.0,55700.0,21440.0,8.86,-4490,630,3840
2004-06-16,55000.0,57700.0,24760.0,9.18,-7270,-3000,14530
2004-06-17,58000.0,58300.0,8881.0,9.28,-5680,2840,3010
2004-06-18,57500.0,58500.0,18390.0,9.31,1490,-5990,7500
2004-06-21,58300.0,59000.0,17720.0,9.39,-4950,1070,3100
2004-06-22,58100.0,56300.0,21060.0,8.96,4923,3067,-7600
2004-06-23,55800.0,55700.0,27850.0,8.86,6570,-3770,-2630
2004-06-24,55600.0,57000.0,32410.0,9.07,-7960,7560,-14180
2004-06-25,56400.0,57800.0,13510.0,9.2,-2010,3440,-8340
2004-06-28,57800.0,56600.0,11710.0,9.01,2009,-1749,-2450
2004-06-29,55800.0,57000.0,7690.0,9.07,-1270,5420,-5920
2004-06-30,57000.0,57000.0,5960.0,9.07,-1312,3222,-1790
2004-07-01,57000.0,56000.0,10260.0,8.91,2710,-110,-2480
2004-07-02,55600.0,56000.0,28660.0,8.91,6200,-7860,3020
2004-07-05,55600.0,56500.0,7710.0,8.99,-1130,-1240,2830
2004-07-06,56200.0,57200.0,12530.0,9.1,-4750,140,4060
2004-07-07,57200.0,57200.0,11240.0,9.1,790,540,-1440
2004-07-08,57100.0,57200.0,25040.0,9.1,1910,-3660,1250
2004-07-09,57100.0,56700.0,11734.0,9.02,-5920,3690,980
2004-07-12,57300.0,56400.0,16760.0,8.98,2550,-2620,1170
2004-07-13,56900.0,56700.0,20480.0,9.02,-1790,-510,2350
2004-07-14,56000.0,56100.0,9710.0,8.93,3700,-980,-1360
2004-07-15,55900.0,55800.0,9850.0,8.88,1210,2610,-4130
2004-07-16,55800.0,55400.0,23820.0,8.82,2480,-840,-1260
2004-07-19,55000.0,56800.0,10401.0,9.04,-4509,5069,-910
2004-07-20,56600.0,55300.0,23150.0,8.8,4230,-3870,290
2004-07-21,55700.0,54500.0,57090.0,8.67,14284,7386,-22120
2004-07-22,54300.0,52400.0,34204.0,8.34,19740,-12620,-6660
2004-07-23,52500.0,50600.0,48466.0,8.05,16690,-4860,-12220
2004-07-26,50200.0,51000.0,7080.0,8.12,-2510,-610,2840
2004-07-27,51000.0,51000.0,12870.0,8.12,-3600,10,140
2004-07-28,51000.0,51000.0,73860.0,8.12,4040,580,-2420
2004-07-29,50900.0,50600.0,13621.0,8.05,-910,3790,-4340
2004-07-30,50600.0,50400.0,19052.0,8.02,-459,169,-8090
2004-08-02,49800.0,48900.0,16650.0,7.78,3830,-3830,-730
2004-08-03,49750.0,49850.0,10580.0,7.93,-4230,-3770,7990
2004-08-04,49950.0,50000.0,17590.0,7.96,-1320,-5240,6680
2004-08-05,50000.0,50000.0,18842.0,7.96,3332,1098,-4800
2004-08-06,49850.0,50000.0,6220.0,7.96,-2820,590,1740
2004-08-09,50000.0,49950.0,14020.0,7.95,-240,4900,-4990
2004-08-10,49800.0,50000.0,7480.0,7.96,-230,-3640,4470
2004-08-11,49800.0,50000.0,22789.0,7.96,2408,-6218,1460
2004-08-12,50000.0,52500.0,44380.0,8.35,3380,9510,-16130
2004-08-13,51800.0,52600.0,17760.0,8.37,-7780,-5140,8630
2004-08-16,52600.0,53200.0,7000.0,8.47,-4080,100,4000
2004-08-17,53500.0,54200.0,12470.0,8.63,-7290,-2190,6500
2004-08-18,54900.0,54300.0,6360.0,8.64,-5270,2360,3000
2004-08-19,54800.0,54900.0,12980.0,8.74,-9980,5850,3830
2004-08-20,54100.0,54800.0,5080.0,8.72,-3260,2910,-430
2004-08-23,54600.0,54200.0,7570.0,8.63,-1750,1670,-1290
2004-08-24,54800.0,54600.0,5650.0,8.69,-3390,2500,900
2004-08-25,54600.0,56500.0,23630.0,8.99,-12730,2780,4950
2004-08-26,56100.0,55500.0,10820.0,8.83,970,-4560,3690
2004-08-27,56400.0,55500.0,7920.0,8.83,-3001,4871,-2050
2004-08-30,56600.0,54700.0,19066.0,8.7,916,-66,-850
2004-08-31,54700.0,55000.0,20030.0,8.75,120,-790,5180
2004-09-01,55300.0,56200.0,12700.0,8.94,-2710,3820,-1070
2004-09-02,56000.0,56800.0,15240.0,9.04,-670,-50,1520
2004-09-03,56900.0,56400.0,6230.0,8.98,-620,630,60
2004-09-06,56800.0,58300.0,16010.0,9.28,-9210,8200,2970
2004-09-07,58000.0,59100.0,8900.0,9.41,-4590,1650,2580
2004-09-08,58000.0,59400.0,12810.0,9.45,-1770,860,2930
2004-09-09,59400.0,59600.0,26502.0,9.48,-904,-7506,4510
2004-09-10,59000.0,59700.0,10330.0,9.5,260,-900,3540
2004-09-13,59700.0,60000.0,10528.0,9.55,-5044,5004,-10
2004-09-14,59300.0,60100.0,7872.0,9.56,-3859,179,3700
2004-09-15,60500.0,60500.0,12640.0,9.63,-3120,-980,4070
2004-09-16,60700.0,61700.0,20610.0,9.82,-4790,3280,970
2004-09-17,61000.0,60700.0,7370.0,9.66,120,-3420,3280
2004-09-20,61500.0,61900.0,13730.0,9.85,-7850,3110,4550
2004-09-21,61900.0,62800.0,17834.0,9.99,-6414,2024,5330
2004-09-22,63100.0,60500.0,14240.0,9.63,460,-3680,3290
2004-09-23,60500.0,60900.0,4890.0,9.69,-1350,-940,2250
2004-09-24,60900.0,59800.0,5521.0,9.52,30,-2260,2300
2004-09-30,61000.0,61000.0,7200.0,9.71,-1270,2990,-1760
2004-10-01,59800.0,61300.0,5090.0,9.76,-10,1540,-1360
2004-10-04,61300.0,63800.0,28970.0,10.15,-14060,4850,13160
2004-10-05,64000.0,63000.0,6465.0,10.03,1124,-1114,0
2004-10-06,62200.0,63500.0,6150.0,10.11,-2830,2270,460
2004-10-07,62600.0,62100.0,4354.0,9.88,-1034,784,190
2004-10-08,62600.0,60900.0,7415.0,9.69,2185,-2475,190
2004-10-11,61400.0,60900.0,18090.0,9.69,3960,-3320,-770
2004-10-12,60400.0,59000.0,9320.0,9.39,4050,-6750,3000
2004-10-13,59000.0,59400.0,8000.0,9.45,1485,-2075,-230
2004-10-14,58500.0,58100.0,17860.0,9.25,3800,-690,-2510
2004-10-15,58300.0,56800.0,11605.0,9.04,5530,240,-4410
2004-10-18,57500.0,59500.0,16815.0,9.47,-4640,-2550,7600
2004-10-19,59500.0,61100.0,16600.0,9.72,-6690,4950,-450
2004-10-20,61200.0,60800.0,15162.0,9.68,-5050,130,2630
2004-10-21,60800.0,59900.0,32800.0,9.53,1330,-1760,560
2004-10-22,59700.0,58500.0,9080.0,9.31,1260,3550,-3000
2004-10-25,57500.0,56000.0,16470.0,8.91,6411,-3441,-1330
2004-10-26,56100.0,56400.0,9340.0,8.98,2940,740,-3940
2004-10-27,56200.0,56000.0,6800.0,8.91,860,-1060,1180
2004-10-28,56400.0,60000.0,12380.0,9.55,-6530,5120,360
2004-10-29,59400.0,59900.0,16970.0,9.53,-1230,4230,-2960
2004-11-01,58500.0,59600.0,4870.0,9.48,-2150,1920,230
2004-11-02,60000.0,60200.0,14150.0,9.58,-4465,9870,-5605
2004-11-03,60000.0,58000.0,26323.0,9.23,10843,8080,-19253
2004-11-04,58000.0,58000.0,8464.0,9.23,1231,919,-4210
2004-11-05,58800.0,59700.0,12671.0,9.5,-4669,7539,-4220
2004-11-08,60200.0,57600.0,10194.0,9.17,6690,-4670,-2020
2004-11-09,57700.0,58600.0,8800.0,9.33,-2330,710,1630
2004-11-10,58600.0,59100.0,19340.0,9.41,-4880,8570,-3670
2004-11-11,59000.0,58200.0,20646.0,9.26,3900,-1920,-2380
2004-11-12,58400.0,59400.0,17151.0,9.45,-6640,10930,-4690
2004-11-15,58800.0,59100.0,10028.0,9.41,-1381,381,800
2004-11-16,58500.0,60000.0,9521.0,9.55,420,300,0
2004-11-17,61000.0,61400.0,8760.0,9.77,-5270,5490,-250
2004-11-18,60500.0,62000.0,15060.0,9.87,-6100,-600,0
2004-11-19,62000.0,62000.0,38410.0,9.87,-2590,24880,-22860
2004-11-22,61900.0,61500.0,12810.0,9.79,590,-330,-410
2004-11-23,62000.0,62000.0,12082.0,9.87,-2092,8692,-6600
2004-11-24,62000.0,62100.0,11100.0,9.88,-1300,5990,-5530
2004-11-25,61400.0,61100.0,13285.0,9.72,1665,2555,-3900
2004-11-26,61700.0,61100.0,24660.0,9.72,-1050,8340,-8020
2004-11-29,60700.0,61700.0,12586.0,9.82,-90,4380,-3690
2004-11-30,62400.0,62200.0,16914.0,9.9,1350,4850,-6030
2004-12-01,62500.0,61300.0,10500.0,9.76,-1420,6730,-5940
2004-12-02,62700.0,62200.0,12941.0,9.9,-2369,4019,-2030
2004-12-03,62100.0,61500.0,35370.0,9.79,3050,6620,-1170
2004-12-06,60900.0,60300.0,41320.0,9.6,10610,9800,-20350
2004-12-07,60800.0,60500.0,7360.0,9.63,600,670,-1880
2004-12-08,61200.0,60800.0,32527.0,9.68,-5413,4083,-4630
2004-12-09,60700.0,60500.0,37691.0,9.63,1661,4459,-6540
2004-12-10,61400.0,61000.0,6710.0,9.71,-1710,1400,180
2004-12-13,63000.0,62000.0,7040.0,9.87,-2260,5820,-3170
2004-12-14,61200.0,61800.0,9656.0,9.83,-966,1116,0
2004-12-15,61300.0,62000.0,14293.0,9.87,-2900,2940,4870
2004-12-16,62100.0,62600.0,7640.0,9.96,-160,800,-700
2004-12-17,63400.0,63000.0,6760.0,10.03,-3400,3250,-210
2004-12-20,63000.0,62500.0,6154.0,9.95,-540,2930,340
2004-12-21,62500.0,63600.0,32012.0,10.12,-2591,-2269,23210
2004-12-22,64000.0,63900.0,6050.0,10.17,-2340,170,1990
2004-12-23,64200.0,63200.0,6250.0,10.06,-1550,1090,2030
2004-12-24,64000.0,63800.0,8034.0,10.15,-589,2509,3180
2004-12-27,64000.0,64000.0,4950.0,10.18,-1450,2160,-290
2004-12-28,64300.0,64600.0,6760.0,10.28,-4060,4330,280
2004-12-29,62800.0,65100.0,13070.0,10.36,-4840,6670,170
2004-12-30,64600.0,66000.0,10451.0,10.5,-4360,4330,30
2005-01-03,65000.0,65100.0,8560.0,13.36,-1720,4130,-410
2005-01-04,65500.0,65800.0,8310.0,13.51,-4680,4360,-750
2005-01-05,64700.0,63000.0,25320.0,12.93,5990,13090,-18070
2005-01-06,62500.0,61700.0,18329.0,12.66,2080,-830,-5210
2005-01-07,61200.0,61000.0,46900.0,12.52,4920,23700,-28610
2005-01-10,60400.0,61700.0,14000.0,12.66,740,2760,-3500
2005-01-11,60700.0,62900.0,12750.0,12.91,-4060,5470,-1410
2005-01-12,63600.0,62000.0,4361.0,12.73,-1000,1730,-730
2005-01-13,62400.0,62800.0,13840.0,12.89,-2630,160,-2930
2005-01-14,63400.0,63200.0,21350.0,12.97,-7760,11340,1210
2005-01-17,62400.0,62000.0,20510.0,12.73,4660,-5850,1200
2005-01-18,61600.0,61000.0,25280.0,12.52,9624,4006,-13480
2005-01-19,61000.0,60300.0,39550.0,12.38,18778,-5578,-13280
2005-01-20,59500.0,59700.0,10280.0,12.25,3490,-3130,-650
2005-01-21,59500.0,60400.0,9276.0,12.4,-1420,4830,-3560
2005-01-24,59600.0,59400.0,15783.0,12.19,7930,-2240,-5780
2005-01-25,59200.0,60000.0,27777.0,12.31,620,2970,-3070
2005-01-26,59700.0,60500.0,14631.0,12.42,-2860,9470,-6020
2005-01-27,60200.0,60700.0,15125.0,12.46,-2610,10400,-7740
2005-01-28,60700.0,60000.0,20320.0,12.31,-1180,11570,-10400
2005-01-31,59400.0,60900.0,18500.0,12.5,-3969,10229,-7940
2005-02-01,60300.0,59500.0,21567.0,12.21,5701,2199,-7260
2005-02-02,59500.0,60000.0,25770.0,12.31,1280,3540,-16450
2005-02-03,59600.0,61000.0,22491.0,12.52,-8810,14960,-6330
2005-02-04,60600.0,61500.0,22250.0,12.62,-5780,13250,-7320
2005-02-07,61600.0,62500.0,32290.0,12.83,-10510,13410,-2900
2005-02-11,62500.0,63000.0,23937.0,12.93,-587,-9310,10457
2005-02-14,62500.0,64000.0,27650.0,13.14,-8310,17980,-10670
2005-02-15,63300.0,63000.0,30025.0,12.93,1069,16601,-17480
2005-02-16,62700.0,61800.0,17958.0,12.68,7243,2007,-7470
2005-02-17,61300.0,63000.0,39530.0,12.93,7350,12290,-19610
2005-02-18,61700.0,62800.0,26460.0,12.89,3390,-1430,-6980
2005-02-21,62200.0,63000.0,48500.0,12.93,11400,13720,-25790
2005-02-22,61800.0,62900.0,52970.0,12.91,-5090,-8060,-14620
2005-02-23,63100.0,63300.0,18273.0,12.99,-5380,6780,-5870
2005-02-24,63500.0,63700.0,18180.0,13.07,-790,2910,-2160
2005-02-25,63700.0,63900.0,13310.0,13.12,-4340,3650,360
2005-02-28,63100.0,63100.0,25490.0,12.95,3830,2450,-5950
2005-03-02,62600.0,63900.0,23840.0,13.12,2500,5980,-6580
2005-03-03,63000.0,62800.0,17329.0,12.89,4090,2720,-6120
2005-03-04,62100.0,62300.0,13851.0,12.79,-2282,3862,-6130
2005-03-07,62500.0,61700.0,20186.0,12.66,4396,2414,-6600
2005-03-08,61200.0,61900.0,13830.0,12.7,-2750,2690,-350
2005-03-09,62000.0,63100.0,10960.0,12.95,-4250,5120,240
2005-03-10,63900.0,60200.0,30223.0,12.36,11632,-22,-5810
2005-03-11,60600.0,62000.0,51313.0,12.73,-10250,6910,1880
2005-03-14,61100.0,61300.0,19724.0,12.58,2634,-1534,-1580
2005-03-15,61600.0,61000.0,20980.0,12.52,-2340,-5250,7790
2005-03-16,61300.0,61800.0,14850.0,12.68,-3370,7800,-4560
2005-03-17,62300.0,62800.0,16670.0,12.89,-3290,4260,-1170
2005-03-18,63400.0,64000.0,50830.0,13.14,-27390,36910,-14490
2005-03-21,64500.0,64000.0,18790.0,13.14,-3560,10700,-7160
2005-03-22,64000.0,63100.0,8110.0,12.95,140,3260,-2810
2005-03-23,63300.0,62000.0,11720.0,12.73,790,1410,-2440
2005-03-24,61500.0,62000.0,18920.0,12.73,-3660,5390,-3530
2005-03-25,61200.0,62000.0,9049.0,12.73,-761,5071,-4830
2005-03-28,62000.0,62800.0,14430.0,12.89,910,8660,-10030
2005-03-29,62400.0,61800.0,15790.0,12.68,3420,490,-4050
2005-03-30,61800.0,62500.0,15120.0,12.83,-2920,2300,-5260
2005-03-31,62000.0,62300.0,11770.0,12.79,1780,3810,-5660
2005-04-01,61500.0,62300.0,7982.0,12.79,-2518,2498,30
2005-04-04,62500.0,63200.0,7310.0,12.97,-3030,2510,730
2005-04-06,63000.0,62000.0,18080.0,12.73,6030,-320,-5690
2005-04-07,61900.0,62000.0,19270.0,12.73,2050,7680,-9710
2005-04-08,61700.0,61700.0,11570.0,12.66,2710,-3060,350
2005-04-11,61300.0,61800.0,7460.0,12.68,-520,350,170
2005-04-12,61200.0,61400.0,14080.0,12.6,3620,-5020,640
2005-04-13,61200.0,60300.0,9580.0,12.38,5340,-2030,-1710
2005-04-14,60500.0,57600.0,38950.0,11.82,16760,-18230,5010
2005-04-15,58600.0,59000.0,19110.0,12.11,-5880,700,5250
2005-04-18,58900.0,59100.0,6826.0,12.13,-4040,3870,410
2005-04-19,59100.0,60500.0,21170.0,12.42,-3630,10390,-8250
2005-04-20,60200.0,59500.0,12610.0,12.21,2770,-730,-1160
2005-04-21,58500.0,60100.0,7350.0,12.34,-1700,2510,-740
2005-04-22,59500.0,59200.0,2320.0,12.15,-230,240,0
2005-04-25,59700.0,59200.0,8122.0,12.15,150,3370,-4000
2005-04-26,59200.0,58500.0,13483.0,12.01,3930,4560,-8640
2005-04-27,58300.0,58200.0,11991.0,11.95,4540,-6010,470
2005-04-28,58700.0,58100.0,4130.0,11.92,230,550,-700
2005-04-29,58000.0,57400.0,10554.0,11.78,3150,790,-4120
2005-05-02,57700.0,59000.0,3380.0,12.11,-1650,1450,40
2005-05-03,58300.0,57600.0,4325.0,11.82,2112,-1652,-340
2005-05-04,57900.0,58800.0,3690.0,12.07,-2140,2870,-730
2005-05-06,58500.0,58400.0,3195.0,11.99,-620,450,170
2005-05-09,58300.0,57500.0,14826.0,11.8,5430,1900,-6870
2005-05-10,57500.0,57600.0,4580.0,11.82,-1840,2330,-410
2005-05-11,57500.0,57400.0,4362.0,11.78,2260,-2330,-460
2005-05-12,57400.0,56400.0,18260.0,11.58,4040,2550,-11150
2005-05-13,57000.0,55600.0,11733.0,11.41,-27,3177,-8780
2005-05-16,55700.0,55500.0,9120.0,11.39,1120,2910,-4560
2005-05-17,55600.0,55200.0,13171.0,11.33,-60,5440,-5650
2005-05-18,56000.0,55200.0,5600.0,11.33,40,3400,-3460
2005-05-19,55900.0,56000.0,14201.0,11.49,-1069,7679,-7760
2005-05-20,56300.0,56900.0,7150.0,11.68,-1710,390,-960
2005-05-23,57900.0,56900.0,4320.0,11.68,390,1560,-2580
2005-05-24,57800.0,57300.0,15380.0,11.76,-1350,2140,-1310
2005-05-25,57300.0,56600.0,17990.0,11.62,5430,350,-6080
2005-05-26,55800.0,55400.0,14882.0,11.37,5842,3988,-9910
2005-05-27,55600.0,56700.0,16154.0,11.64,-6460,10540,-6180
2005-05-30,56700.0,56800.0,9982.0,11.66,-782,9032,-8250
2005-05-31,56200.0,56700.0,9710.0,11.64,-424,6124,-4150
2005-06-01,56800.0,56000.0,7060.0,11.49,2239,291,-2500
2005-06-02,56100.0,56000.0,8860.0,11.49,1340,2320,-3730
2005-06-03,56000.0,57000.0,18070.0,11.7,-100,7630,-5980
2005-06-07,57000.0,56000.0,8682.0,11.49,1652,-412,-1260
2005-06-08,56300.0,56400.0,9910.0,11.58,-420,7190,-7440
2005-06-09,56300.0,57200.0,33512.0,11.74,1008,2562,-2040
2005-06-10,56200.0,56000.0,18006.0,11.49,7440,-8070,110
2005-06-13,55600.0,54800.0,31236.0,11.25,17446,-22866,4110
2005-06-14,54800.0,55200.0,56386.0,11.33,-2840,2410,-460
2005-06-15,55200.0,55800.0,9760.0,11.45,-1345,1545,-920
2005-06-16,55400.0,56900.0,14890.0,11.68,-9360,3980,4000
2005-06-17,56300.0,56300.0,6020.0,11.56,40,-2480,2150
2005-06-20,56200.0,57100.0,11180.0,11.72,-3310,160,2860
2005-06-21,56500.0,57000.0,13380.0,11.7,-1890,6310,-5550
2005-06-22,56400.0,57000.0,20450.0,11.7,0,12780,-13840
2005-06-23,57000.0,56500.0,15382.0,11.6,-60,3220,-4000
2005-06-24,56500.0,55600.0,30010.0,11.41,7470,2630,-10020
2005-06-27,55100.0,54600.0,14690.0,11.21,3120,1270,-4300
2005-06-28,55300.0,55400.0,11920.0,11.37,-3180,7260,-4610
2005-06-29,55000.0,56200.0,16690.0,11.53,-2710,6260,-3790
2005-06-30,56500.0,55800.0,6605.0,11.45,72,3738,-4140
2005-07-01,55600.0,55600.0,6169.0,11.41,-851,541,-890
2005-07-04,55500.0,55500.0,11560.0,11.39,2760,1240,-3430
2005-07-05,55100.0,55500.0,6200.0,11.39,2050,-100,-1960
2005-07-06,55900.0,55800.0,10597.0,11.45,2146,1784,-4050
2005-07-07,55300.0,55300.0,16202.0,11.35,3700,2260,-5840
2005-07-08,55000.0,55300.0,9794.0,11.35,1640,3820,-4670
2005-07-11,55900.0,56200.0,9750.0,11.53,-6320,6530,40
2005-07-12,56100.0,54600.0,15761.0,11.21,11491,-5961,-4780
2005-07-13,54600.0,54800.0,10160.0,11.25,1149,4001,-3930
2005-07-14,54600.0,55000.0,15948.0,11.29,-640,1980,1010
2005-07-15,55200.0,55500.0,10660.0,11.39,-2570,5830,-3300
2005-07-18,55500.0,55500.0,10810.0,11.39,1580,2950,-4510
2005-07-19,55400.0,55100.0,13880.0,11.31,-4840,7520,-2680
2005-07-20,55100.0,54900.0,11270.0,11.27,2950,3770,-7620
2005-07-21,54600.0,52800.0,40734.0,10.84,18380,16890,-36280
2005-07-22,52900.0,52100.0,22110.0,10.69,8740,7770,-16710
2005-07-25,52100.0,54400.0,36220.0,11.17,-830,12060,-11780
2005-07-26,53800.0,53400.0,17821.0,10.96,2991,8719,-11840
2005-07-27,53000.0,54200.0,20620.0,11.12,2166,2464,-4470
2005-07-28,53500.0,53800.0,31022.0,11.04,3210,-11640,12020
2005-07-29,53500.0,53500.0,38632.0,10.98,5020,2810,-19610
2005-08-01,53700.0,53900.0,9052.0,11.06,-1780,-460,3300
2005-08-02,53500.0,54000.0,10950.0,11.08,-4708,-22,4980
2005-08-03,53700.0,53000.0,13104.0,10.88,5230,-3290,-1000
2005-08-04,52900.0,53000.0,20550.0,10.88,640,2140,-2790
2005-08-05,52900.0,53400.0,13470.0,10.96,-1260,3730,-2470
2005-08-08,53000.0,52900.0,10171.0,10.86,-358,1928,-1340
2005-08-09,52500.0,51800.0,22772.0,10.63,13027,2663,-15870
2005-08-10,51800.0,51300.0,51426.0,10.53,18424,5226,-23680
2005-08-11,50500.0,50700.0,20762.0,10.41,5810,-890,-5580
2005-08-12,50700.0,50700.0,57736.0,10.41,17070,6280,-23250
2005-08-16,50600.0,51000.0,30070.0,10.47,-3660,7110,-3450
2005-08-17,51000.0,51800.0,13881.0,10.63,-8060,3080,4400
2005-08-18,51300.0,50700.0,20902.0,10.41,4390,-5050,830
2005-08-19,50600.0,51000.0,35207.0,10.47,3547,2720,-6267
2005-08-22,51300.0,53000.0,22412.0,10.88,-17382,11132,5050
2005-08-23,53000.0,53200.0,48206.0,10.92,-8776,21691,-16860
2005-08-24,53000.0,52200.0,55960.0,10.71,-700,8850,-10750
2005-08-25,52800.0,52600.0,31072.0,10.8,-1530,-2900,5120
2005-08-26,53200.0,53200.0,14293.0,10.92,-6540,200,6460
2005-08-29,53100.0,53400.0,11546.0,10.96,-5861,3315,2650
2005-08-30,53400.0,52600.0,9042.0,10.8,1300,-3610,2040
2005-08-31,52600.0,52600.0,10337.0,10.8,980,-230,-900
2005-09-01,52600.0,55300.0,21270.0,11.35,-16700,14750,0
2005-09-02,55100.0,54200.0,10480.0,11.12,-136,1986,-1850
2005-09-05,53600.0,53300.0,8314.0,10.94,2050,1870,-3920
2005-09-06,53200.0,53200.0,16178.0,10.92,-270,5990,-6580
2005-09-07,53300.0,53700.0,13641.0,11.02,930,6160,-7090
2005-09-08,54500.0,52900.0,31700.0,10.86,2110,4050,-1520
2005-09-09,53000.0,53800.0,17670.0,11.04,-2410,-3300,6650
2005-09-12,53600.0,53700.0,10263.0,11.02,-266,4360,-364
2005-09-13,53800.0,55000.0,14930.0,11.29,-8895,3335,5750
2005-09-14,55200.0,57000.0,43893.0,11.7,-20780,2580,16820
2005-09-15,57000.0,57000.0,28910.0,11.7,-2400,2450,-2610
2005-09-16,57000.0,55800.0,24041.0,11.45,2791,10449,-15410
2005-09-20,55600.0,55000.0,45892.0,11.29,5142,14448,-19790
2005-09-21,54800.0,55900.0,13567.0,11.47,-1323,883,-2820
