Symbol,부광약품_시가(원),부광약품_종가(원),부광약품_거래량(주),부광약품_PER(IFRS-연결),부광약품_순매수수량(개인)(주),부광약품_순매수수량(기관계)(주),부광약품_순매수수량(외국인계)(주)
2014-03-21,14800.0,14800.0,128275.0,21.55,8956,-4376,-4580
2014-03-24,14750.0,14650.0,102070.0,21.33,-3970,-300,5760
2014-03-25,14650.0,14450.0,76966.0,21.04,-9265,-7435,17100
2014-03-26,14450.0,14650.0,75581.0,21.33,-14696,-5514,20210
2014-03-27,14650.0,14400.0,65136.0,20.97,10856,-11146,290
2014-03-28,14400.0,14250.0,94325.0,20.75,21798,-12048,-9750
2014-03-31,14250.0,14400.0,60288.0,20.97,-9180,-950,10130
2014-04-01,14400.0,14750.0,132499.0,21.48,10786,-12746,1960
2014-04-02,14700.0,14350.0,104213.0,20.9,27587,-11399,-16200
2014-04-03,14300.0,14350.0,70369.0,20.9,6013,-6853,1280
2014-04-04,14300.0,14400.0,53754.0,20.97,4511,6069,-10580
2014-04-07,14350.0,14200.0,55749.0,20.68,10344,-674,-9260
2014-04-08,14150.0,14100.0,86120.0,20.53,14527,6983,-21610
2014-04-09,14100.0,14250.0,53441.0,20.75,-835,3505,-2670
2014-04-10,14300.0,14250.0,58674.0,20.75,2442,7182,-9624
2014-04-11,14100.0,14250.0,41216.0,20.75,4775,-5925,1150
2014-04-14,14250.0,14400.0,58128.0,20.97,567,-937,370
2014-04-15,14350.0,14350.0,48262.0,20.9,-3471,3557,2050
2014-04-16,14350.0,14500.0,82271.0,21.12,-17457,13342,3538
2014-04-17,14550.0,14700.0,130659.0,21.41,-31590,29620,3970
2014-04-18,14800.0,14650.0,55137.0,21.33,-9280,10840,-910
2014-04-21,14650.0,14700.0,44345.0,21.41,-4019,6559,-2540
2014-04-22,14800.0,14650.0,69039.0,21.33,1608,4072,-5680
2014-04-23,14750.0,14300.0,110128.0,20.82,8642,10879,-18461
2014-04-24,14400.0,14450.0,104537.0,21.04,-47716,38256,9460
2014-04-25,14500.0,14400.0,58071.0,20.97,15530,2050,-17580
2014-04-28,14300.0,14300.0,29753.0,20.82,2019,782,-2801
2014-04-29,14350.0,14450.0,39199.0,21.04,-1470,3816,-2406
2014-04-30,14500.0,14550.0,60808.0,21.19,237,3893,-4130
2014-05-02,14600.0,14400.0,84111.0,20.97,15026,12334,-26860
2014-05-07,14400.0,14550.0,66868.0,21.19,-7178,7749,-3211
2014-05-08,14550.0,14750.0,135401.0,21.48,-297,18015,-15688
2014-05-09,14800.0,14800.0,99941.0,21.55,-15801,14591,1210
2014-05-12,14850.0,14650.0,158755.0,21.33,16390,-3800,-11190
2014-05-13,14650.0,14550.0,79919.0,21.19,-18334,11441,6893
2014-05-14,14550.0,14800.0,88992.0,21.55,644,11050,-11194
2014-05-15,14750.0,14800.0,94180.0,21.55,-1724,1224,500
2014-05-16,14850.0,14750.0,58236.0,21.48,7425,4854,-12279
2014-05-19,14750.0,14750.0,134712.0,21.48,-5757,12727,-6970
2014-05-20,14850.0,14900.0,115145.0,21.7,-12980,2170,10810
2014-05-21,14900.0,14900.0,138847.0,21.7,-7325,8395,-1070
2014-05-22,14950.0,14850.0,53889.0,21.63,-13712,7532,6180
2014-05-23,14900.0,15250.0,199018.0,22.21,-56792,18700,38080
2014-05-26,15300.0,15300.0,116761.0,22.28,-20233,7733,8390
2014-05-27,15350.0,15100.0,114619.0,21.99,3803,-612,-3191
2014-05-28,15050.0,15100.0,98522.0,21.99,-31752,2042,35710
2014-05-29,15150.0,14800.0,157020.0,21.55,26868,-40883,14667
2014-05-30,14800.0,14400.0,145246.0,20.97,5865,-14805,9790
2014-06-02,14550.0,14400.0,101789.0,20.97,4771,-11128,9827
2014-06-03,14500.0,14450.0,87747.0,21.04,3585,-27498,23913
2014-06-05,14450.0,14500.0,83944.0,21.12,2700,-10681,7981
2014-06-09,14650.0,14450.0,92601.0,21.04,-11319,4379,6940
2014-06-10,14450.0,14800.0,93283.0,21.55,-3744,64,3680
2014-06-11,14900.0,15100.0,88167.0,21.99,-24902,11350,14552
2014-06-12,15050.0,14900.0,145284.0,21.7,26576,-27969,2547
2014-06-13,14900.0,14800.0,62811.0,21.55,982,449,-931
2014-06-16,14800.0,14900.0,82072.0,21.7,3746,2,-907
2014-06-17,14950.0,14800.0,102599.0,21.55,12033,-31838,19805
2014-06-18,14950.0,15250.0,134062.0,22.21,-22431,9151,11130
2014-06-19,15250.0,15550.0,249235.0,22.64,-9285,15029,-1744
2014-06-20,15500.0,15300.0,139680.0,22.28,36812,-35975,-1837
2014-06-23,15400.0,15150.0,164837.0,22.06,-31832,16453,16379
2014-06-24,15250.0,15350.0,102189.0,22.35,-17117,7166,9951
2014-06-25,15350.0,15600.0,337879.0,22.72,-24141,25382,-1241
2014-06-26,15700.0,15850.0,184016.0,23.08,-62682,51322,11360
2014-06-27,15850.0,15800.0,63818.0,23.01,-7723,2016,5712
2014-06-30,15900.0,16300.0,255525.0,23.74,-55211,4058,50953
2014-07-01,16300.0,16150.0,147071.0,23.52,-6600,-1308,7908
2014-07-02,16200.0,16300.0,181131.0,23.74,-14401,6602,7799
2014-07-03,16450.0,16000.0,148151.0,23.3,-5378,-6106,11684
2014-07-04,16150.0,16300.0,216415.0,23.74,-67661,23947,43714
2014-07-07,16400.0,16250.0,188476.0,23.66,18712,-15998,-3714
2014-07-08,16250.0,16150.0,173298.0,23.52,-5875,-7856,13731
2014-07-09,16000.0,16200.0,104980.0,23.59,-5395,9799,-4404
2014-07-10,16150.0,16050.0,96020.0,23.37,-8637,25631,-16994
2014-07-11,16050.0,16750.0,192060.0,24.39,-23516,-1280,24786
2014-07-14,16850.0,16800.0,133030.0,24.46,24318,5674,-29992
2014-07-15,16700.0,16450.0,349986.0,23.95,-46038,25737,20359
2014-07-16,16750.0,17350.0,681715.0,25.27,-11088,9809,22184
2014-07-17,17400.0,17250.0,185889.0,25.12,-10106,30682,-20576
2014-07-18,17150.0,17250.0,215078.0,25.12,6375,-3543,-5012
2014-07-21,17300.0,17000.0,184752.0,24.76,11865,3235,-15100
2014-07-22,17000.0,17500.0,191476.0,25.49,-27474,4172,24719
2014-07-23,17500.0,17050.0,177761.0,24.83,25792,-16156,-9636
2014-07-24,17100.0,17450.0,121378.0,25.41,-13718,12418,3900
2014-07-25,17550.0,16900.0,171141.0,24.61,37786,-14957,-22829
2014-07-28,16900.0,16650.0,172301.0,24.25,-10247,-15964,26211
2014-07-29,16750.0,16000.0,321004.0,23.3,-4085,-74984,79149
2014-07-30,16200.0,16350.0,164780.0,23.81,-71363,31428,39935
2014-07-31,16400.0,16800.0,159053.0,24.46,-32601,20332,12269
2014-08-01,16700.0,17100.0,161287.0,24.9,-43444,19691,23753
2014-08-04,17400.0,17300.0,201900.0,25.19,-62087,55253,6834
2014-08-05,17400.0,17050.0,100500.0,24.83,24069,8625,-32694
2014-08-06,17100.0,17350.0,96335.0,25.27,-22043,18472,3571
2014-08-07,17400.0,17800.0,314762.0,25.92,-42466,67207,-24252
2014-08-08,17800.0,17150.0,147995.0,24.97,37280,-7520,-29760
2014-08-11,17300.0,17300.0,113182.0,25.19,6266,664,-6823
2014-08-12,17250.0,17300.0,81782.0,25.19,-28281,32983,-4702
2014-08-13,17400.0,17750.0,246024.0,25.85,-42422,40523,1669
2014-08-14,17700.0,18000.0,198604.0,26.21,-38137,50542,-9831
2014-08-18,18200.0,18000.0,87901.0,26.21,-8589,2429,6640
2014-08-19,18100.0,18000.0,114030.0,26.21,-14746,16716,6176
2014-08-20,18150.0,17900.0,113083.0,26.07,-4345,-6639,10984
2014-08-21,17900.0,17650.0,110627.0,25.7,-9792,-9318,19590
2014-08-22,17700.0,17800.0,46075.0,25.92,-9537,-908,10605
2014-08-25,17800.0,17750.0,54718.0,25.85,-7095,3060,4025
2014-08-26,17850.0,18000.0,81208.0,26.21,-25467,8514,16953
2014-08-27,18100.0,17900.0,61314.0,26.07,-5122,9066,-3560
2014-08-28,17950.0,18150.0,82681.0,26.43,-12058,5211,6837
2014-08-29,18350.0,17250.0,188871.0,25.12,33985,-7441,-26224
2014-09-01,17300.0,17450.0,99915.0,25.41,-15950,-4327,20307
2014-09-02,17450.0,17900.0,187164.0,26.07,-70604,4719,66158
2014-09-03,17900.0,17900.0,77130.0,26.07,-23988,24981,-993
2014-09-04,18100.0,17700.0,59086.0,25.77,-2895,6839,-3944
2014-09-05,17700.0,17900.0,38295.0,26.07,-8301,1502,6799
2014-09-11,17900.0,17850.0,74505.0,25.99,-143,-830,973
2014-09-12,17950.0,17600.0,55879.0,25.63,7159,-2661,-3615
2014-09-15,17500.0,18200.0,149228.0,26.5,-51086,10042,41044
2014-09-16,18350.0,18300.0,153485.0,26.65,-443,9229,-6146
2014-09-17,18350.0,18950.0,208891.0,27.6,-58658,21419,39116
2014-09-18,18950.0,18950.0,138772.0,27.6,-12773,29624,-16940
2014-09-19,19000.0,19450.0,185483.0,28.32,-52415,59747,-692
2014-09-22,19550.0,19100.0,138088.0,27.81,952,12913,-13965
2014-09-23,19200.0,19600.0,355599.0,28.54,-24913,21812,13061
2014-09-24,20000.0,19650.0,179798.0,28.61,-42149,28025,14754
2014-09-25,19900.0,20500.0,310396.0,29.85,-61954,74412,-3906
2014-09-26,20000.0,19400.0,482375.0,28.25,57997,-60176,13991
2014-09-29,19000.0,19000.0,334492.0,27.67,-76750,23477,54394
2014-09-30,19350.0,20000.0,290993.0,29.12,-47534,12061,39183
2014-10-01,20100.0,19500.0,197452.0,28.4,-42672,-2001,43692
2014-10-02,19450.0,19250.0,184383.0,28.03,7305,-36483,29178
2014-10-06,19350.0,19200.0,128471.0,27.96,4167,-35342,31175
2014-10-07,19300.0,19200.0,157100.0,27.96,6869,-47101,40232
2014-10-08,19100.0,19600.0,151960.0,28.54,-31924,5786,26138
2014-10-10,19600.0,19850.0,185985.0,28.91,-15466,47642,-32552
2014-10-13,19850.0,19000.0,180105.0,27.67,19918,35282,-55250
2014-10-14,18950.0,19350.0,99069.0,28.18,-25685,31307,-5634
2014-10-15,19350.0,19400.0,90210.0,28.25,-7992,12738,-5146
2014-10-16,19450.0,20400.0,312560.0,29.71,-35704,33203,4690
2014-10-17,20700.0,20500.0,146556.0,29.85,-10004,23624,-14620
2014-10-20,20600.0,20450.0,130184.0,29.78,1835,29765,-27661
2014-10-21,20650.0,21600.0,391616.0,31.46,-113138,103820,12461
2014-10-22,21750.0,21800.0,352924.0,31.74,-80501,113125,-20667
2014-10-23,21850.0,22850.0,309982.0,33.27,-26801,39880,-8951
2014-10-24,22450.0,21350.0,1244664.0,31.09,-438348,422931,16791
2014-10-27,21750.0,21800.0,313244.0,31.74,38085,-67492,26343
2014-10-28,21700.0,21400.0,190082.0,31.16,32897,-53396,20332
2014-10-29,21500.0,20450.0,351105.0,29.78,10262,-39472,29210
2014-10-30,20450.0,20550.0,340643.0,29.93,-39183,-19012,58201
2014-10-31,20650.0,19950.0,206600.0,29.05,34682,-21369,-10447
2014-11-03,19700.0,19200.0,287465.0,27.96,-21021,-45507,66578
2014-11-04,19250.0,19300.0,248606.0,28.11,-24625,-38845,63480
2014-11-05,19550.0,19400.0,234567.0,28.25,-5574,-16904,21854
2014-11-06,19450.0,18050.0,411032.0,26.28,44697,-57226,12541
2014-11-07,18000.0,18500.0,151791.0,26.94,-40170,21790,18336
2014-11-10,18700.0,18000.0,201668.0,26.21,9019,-740,-8225
2014-11-11,17950.0,18050.0,198574.0,26.28,5887,-2021,-3624
2014-11-12,18050.0,18150.0,178159.0,26.43,48667,3026,-51486
2014-11-13,18250.0,18050.0,84462.0,26.28,10246,9288,-19534
2014-11-14,18150.0,18400.0,131307.0,26.79,-10875,12258,-1503
2014-11-17,18400.0,17250.0,311001.0,25.12,40334,-10444,-29947
2014-11-18,17200.0,17600.0,140993.0,25.63,-50212,5920,44292
2014-11-19,17900.0,17900.0,144192.0,26.07,-6826,7370,-544
2014-11-20,17850.0,17650.0,94741.0,25.7,7220,10367,-17587
2014-11-21,17650.0,18150.0,119913.0,26.43,-24478,24353,125
2014-11-24,18250.0,18100.0,108337.0,26.36,19449,4624,-24158
2014-11-25,18150.0,18350.0,121862.0,26.72,16948,3581,-20529
2014-11-26,18200.0,18000.0,106094.0,26.21,37405,-36131,-1274
2014-11-27,17950.0,17650.0,108659.0,25.7,8571,-24106,15535
2014-11-28,17550.0,17950.0,58999.0,26.14,-7228,346,6882
2014-12-01,17900.0,17900.0,126977.0,26.07,25683,-30356,4673
2014-12-02,18050.0,18800.0,279278.0,27.38,-32066,-14150,46216
2014-12-03,18900.0,19100.0,198765.0,27.81,-7025,-3331,10356
2014-12-04,19000.0,19250.0,312386.0,28.03,27494,-6145,-11929
2014-12-05,19650.0,19650.0,183147.0,28.61,18690,-24220,5530
2014-12-08,19700.0,19850.0,131596.0,28.91,-51701,23282,26336
2014-12-09,19900.0,20300.0,180146.0,29.56,-24394,-25232,43757
2014-12-10,20150.0,19900.0,131385.0,28.98,17137,7142,-29249
2014-12-11,19700.0,19650.0,96868.0,28.61,-2776,16003,-13292
2014-12-12,19800.0,19450.0,125075.0,28.32,18371,-3201,-15071
2014-12-15,19100.0,19700.0,83417.0,28.69,-25141,10839,14247
2014-12-16,19600.0,19500.0,72930.0,28.4,8515,-1833,-6314
2014-12-17,19650.0,20200.0,141951.0,29.42,-38655,51890,-4457
2014-12-18,20400.0,19650.0,184240.0,28.61,29407,3526,-31269
2014-12-19,19800.0,20450.0,159106.0,29.78,-40247,23324,18280
2014-12-22,20700.0,20300.0,117004.0,29.56,42966,4440,-54406
2014-12-23,20350.0,20300.0,95921.0,29.56,12613,15146,-28434
2014-12-24,20300.0,20950.0,132281.0,30.51,-21309,13330,9482
2014-12-26,21150.0,21300.0,307739.0,31.02,-11213,30230,-20509
2014-12-29,19050.0,18400.0,237400.0,29.34,60914,-29409,-31935
2014-12-30,18200.0,17800.0,281284.0,28.39,-3702,-4870,15481
2015-01-02,17850.0,17750.0,94878.0,23.41,2815,-790,-2195
2015-01-05,17700.0,17850.0,148166.0,23.54,-3876,15189,-12313
2015-01-06,17700.0,17800.0,116346.0,23.48,-3067,-10773,13540
2015-01-07,17900.0,18000.0,101541.0,23.74,-9479,9701,-602
2015-01-08,17900.0,18250.0,122958.0,24.07,-3334,34272,-32400
2015-01-09,18350.0,18400.0,105340.0,24.27,-4354,22585,-18991
2015-01-12,18350.0,18800.0,78478.0,24.8,-12488,24530,-13892
2015-01-13,18750.0,18450.0,99213.0,24.33,13521,6159,-20630
2015-01-14,18500.0,19000.0,139811.0,25.06,-37634,39102,-968
2015-01-15,18900.0,19100.0,93653.0,25.19,-17921,-1440,18361
2015-01-16,18850.0,19450.0,147131.0,25.65,-61617,26992,32625
2015-01-19,19400.0,19700.0,151142.0,25.98,-6709,23358,-19065
2015-01-20,19750.0,19650.0,70943.0,25.92,-1604,13083,-12279
2015-01-21,19600.0,19500.0,66131.0,25.72,-35054,130,35682
2015-01-22,19600.0,19400.0,88456.0,25.59,-37148,18765,32461
2015-01-23,19700.0,19550.0,85284.0,25.79,-18138,11588,8849
2015-01-26,19500.0,19900.0,84851.0,26.25,-22641,19874,5872
2015-01-27,19850.0,19900.0,65346.0,26.25,-19983,28310,-12027
2015-01-28,19850.0,20150.0,102917.0,26.58,-46182,32951,12127
2015-01-29,20000.0,20100.0,98603.0,26.51,-23317,52770,-30548
2015-01-30,20050.0,20600.0,129759.0,27.17,-39564,30498,14565
2015-02-02,20550.0,20250.0,58613.0,26.71,-4277,4735,-448
2015-02-03,20100.0,20200.0,136433.0,26.64,-25885,-11610,37495
2015-02-04,20200.0,20050.0,32072.0,26.44,-591,-1956,2727
2015-02-05,20150.0,20000.0,54246.0,26.38,-12088,-8563,22641
2015-02-06,20000.0,20100.0,33341.0,26.51,-11621,-2628,14239
2015-02-09,20100.0,19750.0,76674.0,26.05,-24012,18434,5028
2015-02-10,19700.0,19700.0,107123.0,25.98,-18775,19776,-373
2015-02-11,19800.0,20300.0,114899.0,26.77,-38233,26795,11438
2015-02-12,20350.0,21300.0,194103.0,28.09,-58084,75389,-15757
2015-02-13,21350.0,21200.0,103412.0,27.96,8001,23327,-31328
2015-02-16,21200.0,22650.0,360891.0,29.87,-60605,37337,23338
2015-02-17,22750.0,22450.0,156282.0,29.61,-9309,-4859,11921
2015-02-23,22450.0,23200.0,149764.0,30.6,-17522,17514,-1652
2015-02-24,23000.0,24650.0,268842.0,32.51,-61590,23161,38842
2015-02-25,25000.0,23900.0,149411.0,31.52,8914,25719,-33809
2015-02-26,23900.0,23700.0,96149.0,31.26,-23545,15006,17374
2015-02-27,23800.0,23750.0,90972.0,31.32,-21695,-4005,25700
2015-03-02,23550.0,23200.0,127633.0,30.6,1003,-17325,16792
2015-03-03,23200.0,23050.0,143733.0,30.4,-31979,-16431,48410
2015-03-04,23100.0,22700.0,109471.0,29.94,-2263,-30609,44719
2015-03-05,22750.0,23950.0,155694.0,31.59,-29197,4094,25103
2015-03-06,23700.0,23050.0,120562.0,30.4,19901,-7925,-11716
2015-03-09,23050.0,23250.0,39659.0,30.67,-11810,-6067,18117
2015-03-10,23100.0,24200.0,170742.0,31.92,-9007,-6103,16176
2015-03-11,24000.0,23100.0,139408.0,30.47,21226,17202,-38428
2015-03-12,23050.0,23200.0,79039.0,30.6,-4981,-11930,16452
2015-03-13,23500.0,25550.0,527284.0,33.7,-104282,54182,51414
2015-03-16,25900.0,25650.0,176468.0,33.83,-33841,32307,1669
2015-03-17,26000.0,26900.0,357269.0,35.48,-37075,19540,16862
2015-03-18,27150.0,26900.0,192604.0,35.48,-28499,-1284,29781
2015-03-19,27300.0,27100.0,147467.0,35.74,-1021,-12683,13704
2015-03-20,27100.0,27400.0,157316.0,36.14,-30604,-3696,34300
2015-03-23,27100.0,26350.0,169343.0,34.75,-19176,1767,17409
2015-03-24,26100.0,26800.0,127380.0,35.35,-36801,-2284,39085
2015-03-25,26600.0,26750.0,73871.0,35.28,-24482,6444,18038
2015-03-26,26950.0,27550.0,245170.0,36.34,-23910,6535,17375
2015-03-27,27800.0,27000.0,84245.0,35.61,-725,3282,-2357
2015-03-30,26850.0,27000.0,57113.0,35.61,-14245,2241,11005
2015-03-31,27300.0,26400.0,99963.0,34.82,-12150,16566,-4416
2015-04-01,26350.0,27500.0,170154.0,36.27,-33275,11269,25564
2015-04-02,27500.0,26700.0,137097.0,35.22,30159,-29186,-973
2015-04-03,26000.0,25300.0,381689.0,33.37,85618,-113411,28941
2015-04-06,25400.0,25100.0,158340.0,33.11,30,-29031,28501
2015-04-07,25200.0,25400.0,111981.0,33.5,-614,1054,5420
2015-04-08,25250.0,24550.0,382683.0,32.38,64012,-98473,34654
2015-04-09,24300.0,25300.0,233054.0,33.37,-30765,1315,28668
2015-04-10,25150.0,25050.0,135345.0,33.04,7992,-12855,11372
2015-04-13,25050.0,24800.0,208429.0,32.71,51020,-14404,-34749
2015-04-14,24600.0,24250.0,191958.0,31.98,27083,-23507,-3576
2015-04-15,24000.0,24200.0,137587.0,31.92,23168,886,-22229
2015-04-16,24500.0,25050.0,249182.0,33.04,3138,59,-2625
2015-04-17,24800.0,25500.0,242207.0,33.63,221,14754,-15045
2015-04-20,24950.0,25300.0,150584.0,33.37,14354,8734,-22847
2015-04-21,25400.0,25600.0,136545.0,33.77,4080,7184,-11182
2015-04-22,25800.0,25650.0,407606.0,33.83,9662,17216,-26978
2015-04-23,25850.0,25050.0,159415.0,33.04,29721,4744,-34465
2015-04-24,25000.0,23950.0,352719.0,31.59,93550,-134862,41249
2015-04-27,23800.0,24750.0,165034.0,32.64,-36158,1894,34265
2015-04-28,24550.0,24400.0,111736.0,32.18,-22028,45252,-23224
2015-04-29,24250.0,24650.0,100047.0,32.51,-5244,7364,-2120
2015-04-30,24500.0,24700.0,113565.0,32.58,-16718,39959,-23241
2015-05-04,24800.0,24150.0,132924.0,31.85,10588,-9120,-1438
2015-05-06,23850.0,23300.0,95879.0,30.73,-2083,14352,-12319
2015-05-07,23200.0,23350.0,141622.0,30.8,-19672,-746,20319
2015-05-08,23400.0,23850.0,63571.0,31.46,5121,-8609,3492
2015-05-11,23850.0,25250.0,196461.0,33.3,-9286,35701,-26415
2015-05-12,25250.0,24100.0,141177.0,31.79,47095,3281,-50376
2015-05-13,24350.0,24350.0,90529.0,32.12,-19782,21468,-1686
2015-05-14,24200.0,24500.0,110810.0,32.31,-2394,29164,-26770
2015-05-15,24450.0,24900.0,146595.0,32.84,-48695,48894,-199
2015-05-18,25150.0,26750.0,470796.0,35.28,-32937,41238,-10666
2015-05-19,26800.0,26600.0,257834.0,35.08,49354,4098,-52654
2015-05-20,26800.0,28700.0,904905.0,37.85,-58735,-12295,70752
2015-05-21,29500.0,29300.0,711227.0,38.64,74384,-29280,-53690
2015-05-22,29450.0,28450.0,315539.0,37.52,-15806,7376,5430
2015-05-26,28600.0,28700.0,166326.0,37.85,-20647,29048,-9117
2015-05-27,28100.0,27850.0,309364.0,36.73,42676,-4723,-39454
2015-05-28,27800.0,28950.0,249542.0,38.18,-50925,57850,-6925
2015-05-29,28750.0,29250.0,287377.0,38.58,1610,6959,-8569
2015-06-01,29850.0,29250.0,156927.0,38.58,4026,20185,-23511
2015-06-02,29250.0,30200.0,514296.0,39.83,-32893,29771,10987
2015-06-03,30550.0,28600.0,294395.0,37.72,-33651,29743,4408
2015-06-04,29000.0,28850.0,218774.0,38.05,-45531,-18051,63582
2015-06-05,29000.0,29250.0,161174.0,38.58,-13656,16310,-2654
2015-06-08,29500.0,29350.0,192617.0,38.71,-62107,24598,33364
2015-06-09,29800.0,30750.0,291558.0,40.56,-38696,30554,9974
2015-06-10,31050.0,29250.0,310370.0,38.58,56707,29459,-87166
2015-06-11,29600.0,28400.0,342603.0,37.46,47479,-100986,53736
2015-06-12,28400.0,28800.0,243495.0,37.99,-1988,51100,-48612
2015-06-15,28900.0,29100.0,223679.0,38.38,16148,18209,-34755
2015-06-16,29150.0,28550.0,352750.0,37.66,-62313,8297,54016
2015-06-17,29050.0,28950.0,298107.0,38.18,30653,10649,-41142
2015-06-18,29150.0,29500.0,306680.0,38.91,23477,22290,-45367
2015-06-19,29850.0,29100.0,328110.0,38.38,31261,25893,-58478
2015-06-22,29200.0,29100.0,167210.0,38.38,17524,5199,-22762
2015-06-23,29250.0,29200.0,173225.0,38.51,-30561,47423,-18914
2015-06-24,29550.0,30850.0,437135.0,40.69,-36889,27184,16263
2015-06-25,30850.0,34250.0,1377063.0,45.17,24956,-51589,24247
2015-06-26,34250.0,34000.0,616068.0,44.84,-43184,82622,-40382
2015-06-29,33350.0,34600.0,537609.0,45.64,60321,32727,-90403
2015-06-30,34600.0,33700.0,328212.0,44.45,45315,25113,-70928
2015-07-01,34400.0,36250.0,712205.0,47.81,-39835,54303,-11245
2015-07-02,36400.0,36150.0,378479.0,47.68,-17019,21023,-30028
2015-07-03,36300.0,38450.0,542784.0,50.71,47515,7512,-58789
2015-07-06,38300.0,38400.0,458522.0,50.65,53710,8033,-60294
2015-07-07,39750.0,32700.0,817643.0,43.13,254,-32915,17536
2015-07-08,32600.0,31700.0,622575.0,41.81,40846,-63132,32313
2015-07-09,30700.0,31350.0,578284.0,41.35,50322,-31021,-26901
2015-07-10,32350.0,30950.0,458222.0,40.82,-15600,-39200,57863
2015-07-13,30950.0,31700.0,193609.0,41.81,-8536,-10911,16447
2015-07-14,32500.0,32050.0,192702.0,42.27,27603,7620,-31823
2015-07-15,32050.0,31700.0,155043.0,41.81,18090,-11113,-6891
2015-07-16,31700.0,31250.0,168134.0,41.22,-17518,21587,-4069
2015-07-17,31250.0,31100.0,154796.0,41.02,-38019,14145,23874
2015-07-20,31250.0,31700.0,140482.0,41.81,4036,23635,-27823
2015-07-21,31750.0,30750.0,197053.0,40.56,58317,1674,-59991
2015-07-22,31000.0,31200.0,136113.0,41.15,-15601,11092,4509
2015-07-23,31550.0,31950.0,146554.0,42.14,-19751,13301,7987
2015-07-24,31900.0,31400.0,112794.0,41.42,29507,10818,-28634
2015-07-27,31000.0,29250.0,181345.0,38.58,-589,6974,-3194
2015-07-28,28600.0,29200.0,408165.0,38.51,-43595,40318,31129
2015-07-29,30000.0,27300.0,199948.0,36.01,-18530,31624,6806
2015-07-30,27100.0,25750.0,416259.0,33.96,28322,-72635,42351
2015-07-31,25400.0,26450.0,265631.0,34.89,-887,-4237,5794
2015-08-03,26300.0,25700.0,106559.0,33.9,-23040,7482,16666
2015-08-04,25750.0,26000.0,159442.0,34.29,-9747,4417,5520
2015-08-05,26350.0,27100.0,175486.0,35.74,-5678,10497,-4829
2015-08-06,27400.0,27950.0,260881.0,36.87,34862,47882,-83744
2015-08-07,27500.0,27450.0,115545.0,36.2,22461,638,-23109
2015-08-10,27450.0,27900.0,202358.0,36.8,-29931,20895,8536
2015-08-11,28350.0,26950.0,166455.0,35.54,4272,9441,-14723
2015-08-12,26550.0,26000.0,223415.0,34.29,2546,-9141,6495
2015-08-13,25750.0,27100.0,106202.0,35.74,-30248,18903,11345
2015-08-17,27200.0,26850.0,90280.0,35.41,-7826,16632,-8816
2015-08-18,26650.0,26000.0,151191.0,34.29,4516,-8935,4419
2015-08-19,25400.0,24350.0,209263.0,32.12,-15699,40969,-25415
2015-08-20,23800.0,24450.0,139121.0,32.25,-62929,26014,36985
2015-08-21,23300.0,22900.0,222689.0,30.2,-21109,13554,7325
2015-08-24,22000.0,23100.0,193069.0,30.47,-37977,17792,20285
2015-08-25,23400.0,23850.0,181972.0,31.46,38203,6368,-44570
2015-08-26,23950.0,26300.0,225722.0,34.69,-2018,39698,-37546
2015-08-27,26450.0,24850.0,415805.0,32.78,121101,-43105,-80996
2015-08-28,25200.0,24800.0,259438.0,32.71,69873,14298,-84171
2015-08-31,24800.0,24650.0,97655.0,32.51,12074,9461,-21435
2015-09-01,24450.0,23600.0,137198.0,31.13,12149,-12107,-42
2015-09-02,23250.0,23550.0,261203.0,31.06,34439,-2316,-32173
2015-09-03,23800.0,23200.0,147070.0,30.6,38447,-7976,-30181
2015-09-04,23150.0,21600.0,262998.0,28.49,76010,-21941,-53873
2015-09-07,21350.0,22000.0,138223.0,29.02,3294,6266,-9560
2015-09-08,22000.0,21200.0,246969.0,27.96,50105,1672,-51767
2015-09-09,21600.0,22100.0,151196.0,29.15,13126,21839,-32465
2015-09-10,21900.0,22500.0,142372.0,29.68,29377,19180,-48557
2015-09-11,22450.0,22400.0,107916.0,29.54,55083,-21565,-33238
2015-09-14,22550.0,21700.0,91712.0,28.62,20216,-4724,-15272
2015-09-15,21700.0,22600.0,167164.0,29.81,29,21594,-21623
2015-09-16,22750.0,22650.0,145177.0,29.87,32725,3711,-37436
2015-09-17,22800.0,22750.0,104724.0,30.01,-137,7039,-9352
2015-09-18,23100.0,23650.0,218418.0,31.19,5274,-3662,-2081
2015-09-21,23300.0,23800.0,116392.0,31.39,9750,7925,-16675
2015-09-22,23500.0,23800.0,85375.0,31.39,3685,8773,-12458
2015-09-23,23500.0,23500.0,78174.0,30.99,12173,-4339,-7834
2015-09-24,23650.0,23400.0,61450.0,30.86,7866,-545,-7321
2015-09-25,23200.0,23100.0,101622.0,30.47,18229,-6074,-12581
2015-09-30,22200.0,22450.0,97775.0,29.61,-7069,9394,-2325
2015-10-01,22500.0,22800.0,73086.0,30.07,3248,-10990,7742
2015-10-02,23000.0,22800.0,47453.0,30.07,15961,-1888,-14073
2015-10-05,23350.0,23500.0,88351.0,30.99,-644,4744,-4100
2015-10-06,23500.0,23450.0,51132.0,30.93,4738,-419,-4269
2015-10-07,23200.0,22250.0,203736.0,29.35,82663,16179,-98892
2015-10-08,22350.0,22400.0,91089.0,29.54,24480,11114,-35594
