Symbol,SBS_시가(원),SBS_종가(원),SBS_거래량(주),SBS_PER(IFRS-연결),SBS_순매수수량(개인)(주),SBS_순매수수량(기관계)(주),SBS_순매수수량(외국인계)(주)
2013-01-10,42200.0,42250.0,17262.0,28.02,-6660,3810,0
2013-01-11,42300.0,43500.0,95334.0,28.85,-27417,23117,0
2013-01-14,43200.0,42600.0,41055.0,28.26,1856,-3076,0
2013-01-15,42400.0,41050.0,64122.0,27.23,-6420,6420,-40
2013-01-16,41100.0,40800.0,41787.0,27.06,5467,-547,0
2013-01-17,40550.0,40950.0,16570.0,27.16,-698,-722,-30
2013-01-18,41000.0,41900.0,91701.0,27.79,-5834,3664,0
2013-01-21,41550.0,43900.0,71136.0,29.12,-28415,26405,-370
2013-01-22,44400.0,45700.0,168814.0,30.31,-61168,50668,90
2013-01-23,45650.0,46000.0,69496.0,30.51,-34250,31630,-100
2013-01-24,45700.0,46200.0,38173.0,30.64,-16720,16090,0
2013-01-25,45850.0,46200.0,83037.0,30.64,-25038,25578,60
2013-01-28,46750.0,46300.0,139436.0,30.71,-39705,40455,50
2013-01-29,46600.0,45850.0,75554.0,30.41,9440,-11080,130
2013-01-30,45800.0,47000.0,86528.0,31.17,-4312,412,100
2013-01-31,46900.0,46900.0,27789.0,31.11,-6044,7354,0
2013-02-01,46600.0,46700.0,33540.0,30.98,-779,1569,210
2013-02-04,46400.0,46000.0,43061.0,30.51,-5029,7359,-540
2013-02-05,45700.0,43950.0,64322.0,29.15,9661,-9881,220
2013-02-06,44050.0,44800.0,45762.0,29.72,-130,-630,-140
2013-02-07,44350.0,43850.0,43871.0,29.08,2537,-7647,50
2013-02-08,43550.0,42650.0,105999.0,28.29,15939,-49989,30
2013-02-12,42700.0,43250.0,23513.0,28.69,-8393,10923,150
2013-02-13,43500.0,44350.0,32560.0,29.42,-10585,11215,0
2013-02-14,43450.0,43050.0,83190.0,28.55,23533,-22883,40
2013-02-15,43050.0,42000.0,82568.0,27.86,586,-7426,30
2013-02-18,42200.0,43600.0,69202.0,28.92,-12298,18578,0
2013-02-19,44950.0,45800.0,158584.0,30.38,11097,-5657,-940
2013-02-20,45750.0,45450.0,101783.0,30.15,21673,-21553,500
2013-02-21,45000.0,45900.0,49733.0,30.44,5003,-5293,240
2013-02-22,45800.0,46300.0,58401.0,30.71,-27268,31968,0
2013-02-25,45750.0,45700.0,26664.0,30.31,-7762,9962,0
2013-02-26,45400.0,47200.0,78053.0,31.31,-12641,14741,0
2013-02-27,47200.0,47250.0,50263.0,31.34,-4330,3140,-30
2013-02-28,47200.0,46600.0,71812.0,30.91,20260,-23730,630
2013-03-04,46000.0,45300.0,40126.0,30.05,7447,-13777,-110
2013-03-05,45350.0,45800.0,20707.0,30.38,-4840,5140,-100
2013-03-06,45800.0,45400.0,26497.0,30.11,150,-3340,-200
2013-03-07,45050.0,45400.0,24430.0,30.11,-1360,-4420,-60
2013-03-08,45550.0,46850.0,88272.0,31.07,-17536,23478,-680
2013-03-11,46850.0,48200.0,167903.0,31.97,-43731,88131,-260
2013-03-12,48350.0,47600.0,76773.0,31.57,8865,2405,0
2013-03-13,47500.0,48000.0,85020.0,31.84,-890,25800,30
2013-03-14,47950.0,47700.0,58152.0,31.64,4169,12675,100
2013-03-15,47650.0,47000.0,61271.0,31.17,16161,-3341,200
2013-03-18,46600.0,45900.0,68581.0,30.44,4950,-2580,1610
2013-03-19,45850.0,45300.0,60100.0,30.05,32413,-12053,0
2013-03-20,45000.0,44750.0,73809.0,29.68,7422,-652,1360
2013-03-21,45150.0,45300.0,86971.0,30.05,7679,31761,4000
2013-03-22,45150.0,45400.0,72686.0,30.11,-1339,34459,0
2013-03-25,45750.0,44900.0,87080.0,29.78,22353,-4663,640
2013-03-26,45000.0,46200.0,151757.0,30.64,28302,53868,-530
2013-03-27,45950.0,45150.0,123443.0,29.95,27859,14731,-30
2013-03-28,45250.0,46200.0,83543.0,30.64,-5641,13211,-240
2013-03-29,46050.0,46900.0,66692.0,31.11,6874,8876,-80
2013-04-01,46800.0,46550.0,62018.0,30.88,8282,-8042,-150
2013-04-02,46700.0,47050.0,69590.0,31.21,-11872,15862,20
2013-04-03,47050.0,47300.0,59355.0,31.37,13177,9163,-100
2013-04-04,46800.0,47700.0,68435.0,31.64,-7982,31722,0
2013-04-05,47300.0,46950.0,89885.0,31.14,-8636,8506,0
2013-04-08,47150.0,45800.0,35119.0,30.38,-13474,12294,0
2013-04-09,45250.0,46550.0,80654.0,30.88,-14349,19009,-3080
2013-04-10,46500.0,47300.0,62871.0,31.37,-17176,27686,-10
2013-04-11,47150.0,48800.0,90538.0,32.37,-21780,21720,-840
2013-04-12,48400.0,49050.0,71188.0,32.53,-32360,32090,0
2013-04-15,49000.0,49450.0,79390.0,32.8,-41661,42354,-30
2013-04-16,49350.0,50000.0,86059.0,33.16,-10447,20687,-50
2013-04-17,49700.0,49000.0,63866.0,32.5,4709,-2118,-30
2013-04-18,48800.0,48400.0,36564.0,32.1,5912,-6122,-20
2013-04-19,48100.0,48700.0,68512.0,32.3,-1240,4980,-330
2013-04-22,48200.0,49450.0,38980.0,32.8,-6221,8091,-60
2013-04-23,49600.0,49900.0,57956.0,33.1,2456,4564,-20
2013-04-24,50100.0,50300.0,62221.0,33.36,-24059,25389,-40
2013-04-25,50600.0,49000.0,99534.0,32.5,-25456,27458,1128
2013-04-26,48750.0,50000.0,65654.0,33.16,2799,-3539,0
2013-04-29,49900.0,50000.0,48664.0,33.16,-13250,16590,-15
2013-04-30,51000.0,51700.0,100718.0,34.29,-6049,17931,-257
2013-05-02,51300.0,49650.0,109344.0,32.93,44268,-44543,1000
2013-05-03,49650.0,48450.0,107187.0,32.14,7638,-6128,150
2013-05-06,48650.0,47500.0,121313.0,31.51,41780,-40267,0
2013-05-07,47750.0,48250.0,94495.0,32.0,34010,-15400,2980
2013-05-08,47950.0,48300.0,111530.0,32.04,15552,-17792,1590
2013-05-09,48100.0,48000.0,40430.0,31.84,-1638,-2262,20
2013-05-10,47700.0,47100.0,73215.0,31.24,15835,-14985,200
2013-05-13,47150.0,45550.0,89568.0,30.21,29030,-29030,0
2013-05-14,45250.0,44450.0,102550.0,29.48,22229,-21269,110
2013-05-15,44450.0,45600.0,52267.0,30.25,-10986,5126,0
2013-05-16,45550.0,46300.0,78450.0,30.71,-7663,9153,-200
2013-05-20,46100.0,46750.0,42366.0,31.01,-5658,7248,0
2013-05-21,46450.0,46500.0,56610.0,30.84,-4759,5009,-250
2013-05-22,46700.0,44800.0,102414.0,29.72,16661,-15281,-60
2013-05-23,44700.0,45000.0,60734.0,29.85,-2136,7656,-40
2013-05-24,45200.0,45750.0,135895.0,30.35,3445,-3015,-20
2013-05-27,45100.0,45000.0,57587.0,29.85,13611,-13610,0
2013-05-28,44950.0,45300.0,48062.0,30.05,-204,-1666,100
2013-05-29,45400.0,45950.0,118577.0,30.48,2170,-970,300
2013-05-30,45700.0,45500.0,90401.0,30.18,19546,-16836,300
2013-05-31,46100.0,46000.0,97548.0,30.51,-5668,17938,-100
2013-06-03,46100.0,47200.0,63746.0,31.31,7435,495,60
2013-06-04,47500.0,47000.0,43761.0,31.17,4513,-2513,0
2013-06-05,46700.0,46100.0,54650.0,30.58,-3491,2941,0
2013-06-07,46200.0,45600.0,64102.0,30.25,2947,4209,0
2013-06-10,45150.0,45600.0,23850.0,30.25,-594,964,0
2013-06-11,45450.0,44800.0,53300.0,29.72,6620,-7270,0
2013-06-12,45000.0,44050.0,56293.0,29.22,8430,-11810,0
2013-06-13,43900.0,45000.0,67756.0,29.85,-23799,21389,0
2013-06-14,45200.0,45400.0,24171.0,30.11,-19060,19150,0
2013-06-17,45250.0,44900.0,35561.0,29.78,-4869,-1101,0
2013-06-18,44900.0,44550.0,51861.0,29.55,-958,-9052,10
2013-06-19,44300.0,44250.0,34909.0,29.35,5920,-7490,20
2013-06-20,43450.0,43750.0,67642.0,29.02,-24492,11322,30
2013-06-21,42750.0,42650.0,55199.0,28.29,-21064,11464,10
2013-06-24,42750.0,41150.0,56928.0,27.29,1284,-5214,20
2013-06-25,40700.0,40650.0,103884.0,26.96,-17640,-910,20
2013-06-26,40700.0,41700.0,45104.0,27.66,-10858,9258,0
2013-06-27,41800.0,42050.0,33573.0,27.89,4298,-4998,0
2013-06-28,41950.0,43000.0,48450.0,28.52,-3932,5412,0
2013-07-01,42250.0,41500.0,40687.0,27.53,17180,-19260,220
2013-07-02,41700.0,41100.0,73534.0,27.26,12410,-14290,170
2013-07-03,41100.0,40950.0,42311.0,27.16,-13180,13180,0
2013-07-04,41250.0,42800.0,61768.0,28.39,-11760,21290,-350
2013-07-05,43200.0,43550.0,69970.0,28.89,-4775,1475,0
2013-07-08,43600.0,43450.0,9747.0,28.82,-2648,2878,-230
2013-07-09,43700.0,44000.0,31932.0,29.18,-15160,17630,-40
2013-07-10,43500.0,43600.0,17481.0,28.92,-7409,7109,150
2013-07-11,43450.0,43800.0,27682.0,29.05,-1561,-279,0
2013-07-12,43800.0,43600.0,18370.0,28.92,-5443,6913,0
2013-07-15,43600.0,43900.0,42435.0,29.12,-5431,10433,-402
2013-07-16,44450.0,44000.0,20570.0,29.18,3270,-2870,100
2013-07-17,44000.0,43900.0,30810.0,29.12,121,1969,-100
2013-07-18,43450.0,43850.0,37080.0,29.08,-100,1980,0
2013-07-19,43850.0,43250.0,16886.0,28.69,-520,1070,0
2013-07-22,43700.0,43300.0,30483.0,28.72,1220,-720,-80
2013-07-23,43300.0,43600.0,25751.0,28.92,-5000,8000,-100
2013-07-24,43350.0,44850.0,46133.0,29.75,-10106,18206,-2600
2013-07-25,44550.0,45500.0,62622.0,30.18,-14480,16640,-2050
2013-07-26,45550.0,45500.0,20594.0,30.18,-5960,5730,0
2013-07-29,45500.0,45450.0,38620.0,30.15,-10620,18380,-1470
2013-07-30,45900.0,45700.0,43580.0,30.31,-11705,15325,-2270
2013-07-31,45050.0,46400.0,29540.0,30.78,-19630,22600,-110
2013-08-01,45800.0,46200.0,35898.0,30.64,717,3083,-3880
2013-08-02,46400.0,45050.0,20408.0,29.88,1897,-2067,0
2013-08-05,45050.0,44600.0,31075.0,29.58,6650,-6800,30
2013-08-06,44550.0,44500.0,40894.0,29.52,-4497,4957,-1040
2013-08-07,44100.0,43550.0,30403.0,28.89,11522,-14162,10
2013-08-08,43800.0,43200.0,41027.0,28.65,7479,-7659,0
2013-08-09,43100.0,42750.0,43659.0,28.36,58,-1638,0
2013-08-12,42750.0,42250.0,76270.0,28.02,15145,-23660,-1280
2013-08-13,42300.0,43500.0,81368.0,28.85,-18424,20984,-10
2013-08-14,43750.0,42900.0,67716.0,28.45,4071,-4071,0
2013-08-16,42800.0,43950.0,45178.0,29.15,-16387,17137,-840
2013-08-19,43700.0,42900.0,54058.0,28.45,7848,-2167,-3571
2013-08-20,42850.0,42600.0,49259.0,28.26,-3940,11040,0
2013-08-21,42400.0,42600.0,23592.0,28.26,-5107,6007,0
2013-08-22,42300.0,43500.0,26971.0,28.85,-10880,10370,0
2013-08-23,42800.0,42350.0,38659.0,28.09,16639,-14809,0
2013-08-26,42200.0,41400.0,42484.0,27.46,11192,-10892,0
2013-08-27,41200.0,41800.0,30939.0,27.73,-16782,15732,0
2013-08-28,41200.0,42000.0,18600.0,27.86,-6783,6783,0
2013-08-29,42000.0,42950.0,21461.0,28.49,-7293,7093,0
2013-08-30,42950.0,42650.0,19922.0,28.29,3312,-4172,0
2013-09-02,42500.0,43500.0,67706.0,28.85,-7448,12848,0
2013-09-03,43500.0,42900.0,48774.0,28.45,8224,-8314,0
2013-09-04,42900.0,42800.0,23713.0,28.39,1104,-1064,-40
2013-09-05,42650.0,43650.0,48684.0,28.95,-20815,21905,-30
2013-09-06,43600.0,43300.0,34941.0,28.72,1430,-4030,0
2013-09-09,43450.0,43100.0,37075.0,28.59,185,-628,-230
2013-09-10,43100.0,43400.0,44613.0,28.79,1790,-320,0
2013-09-11,43200.0,42650.0,74518.0,28.29,4678,-9988,-1750
2013-09-12,42650.0,43300.0,59905.0,28.72,-10795,12275,0
2013-09-13,43300.0,43350.0,56473.0,28.75,-11690,14280,-1010
2013-09-16,43800.0,42800.0,26039.0,28.39,-3071,7171,-1500
2013-09-17,43000.0,43000.0,33014.0,28.52,251,4799,-1210
2013-09-23,42800.0,42250.0,32328.0,28.02,9697,-7707,-1120
2013-09-24,42100.0,42300.0,16574.0,28.06,-4138,7138,0
2013-09-25,42550.0,42000.0,33501.0,27.86,5580,-5580,0
2013-09-26,41950.0,42050.0,70260.0,27.89,10069,-6419,0
2013-09-27,41750.0,41700.0,53119.0,27.66,3234,-9434,0
2013-09-30,41500.0,41200.0,56629.0,27.33,871,8639,0
2013-10-01,41200.0,39800.0,88595.0,26.4,13552,-21082,-1820
2013-10-02,39650.0,38350.0,145650.0,25.44,26028,-29808,-40
2013-10-04,38000.0,38950.0,48134.0,25.83,-9297,11387,0
2013-10-07,38800.0,39200.0,31090.0,26.0,2090,-2060,-30
2013-10-08,38900.0,38550.0,37451.0,25.57,15367,-24227,30
2013-10-10,38850.0,37600.0,66381.0,24.94,13226,-13056,-40
2013-10-11,38300.0,38700.0,51746.0,25.67,-13721,16601,-2560
2013-10-14,38350.0,37700.0,28777.0,25.01,10302,-10012,-3340
2013-10-15,37750.0,37500.0,66338.0,24.87,7619,-7739,-20
2013-10-16,37500.0,36650.0,58328.0,24.31,6301,-5961,-790
2013-10-17,37000.0,35300.0,223184.0,23.41,61244,-66834,-10
2013-10-18,35000.0,35250.0,174853.0,23.38,27325,-27625,0
2013-10-21,35300.0,36400.0,127813.0,24.14,-11811,25851,340
2013-10-22,36000.0,37850.0,125465.0,25.11,-32478,37638,-340
2013-10-23,37650.0,37900.0,66223.0,25.14,-17871,13641,190
2013-10-24,37600.0,37300.0,63617.0,24.74,3148,-2148,20
2013-10-25,37400.0,37400.0,47456.0,24.81,2828,-4458,-40
2013-10-28,37700.0,39000.0,101919.0,25.87,-21339,27729,-1890
2013-10-29,39050.0,38350.0,65810.0,25.44,6372,-6242,0
2013-10-30,38300.0,39250.0,50883.0,26.03,-17766,21506,-40
2013-10-31,39600.0,40050.0,152343.0,26.56,-22605,27745,260
2013-11-01,40300.0,41100.0,100617.0,27.26,-42250,49720,-300
2013-11-04,41100.0,41700.0,76943.0,27.66,-20931,22051,-380
2013-11-05,41700.0,41250.0,70320.0,27.36,-3440,6480,60
2013-11-06,40500.0,40800.0,42571.0,27.06,-8209,11819,-2960
2013-11-07,40350.0,40300.0,33917.0,26.73,-2355,3965,-200
2013-11-08,39750.0,40000.0,36072.0,26.53,-3910,6808,-500
2013-11-11,39500.0,40550.0,38744.0,26.9,-9402,9042,470
2013-11-12,40150.0,40550.0,50497.0,26.9,-4505,11595,0
2013-11-13,40300.0,42050.0,69852.0,27.89,-29027,45047,-60
2013-11-14,42100.0,41650.0,52009.0,27.63,-1823,5373,20
2013-11-15,41750.0,42000.0,52637.0,27.86,-6493,21344,-1000
2013-11-18,42050.0,41750.0,25168.0,27.69,2060,-4890,0
2013-11-19,41300.0,42800.0,57505.0,28.39,-7507,10717,130
2013-11-20,42600.0,43500.0,66646.0,28.85,-20783,27613,-1350
2013-11-21,43750.0,43200.0,30696.0,28.65,-2890,1800,0
2013-11-22,43500.0,43200.0,52891.0,28.65,4810,970,90
2013-11-25,42800.0,42800.0,28476.0,28.39,-1250,4350,-80
2013-11-26,42450.0,42050.0,42396.0,27.89,12213,-10643,0
2013-11-27,41850.0,42100.0,45950.0,27.92,1114,106,0
2013-11-28,42250.0,41400.0,78982.0,27.46,515,5215,0
2013-11-29,41200.0,41300.0,54868.0,27.39,11352,-9612,-390
2013-12-02,41600.0,42500.0,50176.0,28.19,11239,-4659,0
2013-12-03,42400.0,41800.0,22894.0,27.73,2482,-2482,0
2013-12-04,41600.0,41800.0,29377.0,27.73,-2398,6938,0
2013-12-05,41800.0,41450.0,36232.0,27.49,-1150,4740,0
2013-12-06,41400.0,41350.0,79152.0,27.43,4824,-4404,-190
2013-12-09,41800.0,40900.0,54390.0,27.13,3280,-2180,-240
2013-12-10,41300.0,40800.0,28472.0,27.06,-4253,5553,-800
2013-12-11,41000.0,40500.0,46148.0,26.86,11450,-9940,0
2013-12-12,40500.0,41850.0,68732.0,27.76,-11840,12830,-250
2013-12-13,41300.0,41150.0,33364.0,27.29,-4297,4287,-230
2013-12-16,41500.0,40300.0,45291.0,26.73,7166,-6406,-80
2013-12-17,40500.0,40150.0,36434.0,26.63,13430,-13390,-30
2013-12-18,40100.0,39550.0,59263.0,26.23,8110,-12670,0
2013-12-19,39600.0,39400.0,14787.0,26.13,-1804,1104,0
2013-12-20,39400.0,39850.0,30033.0,26.43,-4137,4117,0
2013-12-23,39950.0,39800.0,32868.0,26.4,140,11610,0
2013-12-24,39700.0,39750.0,25237.0,26.37,2950,2040,0
2013-12-26,39950.0,40150.0,60674.0,26.63,-1878,22828,0
2013-12-27,39700.0,40150.0,26646.0,26.63,-1317,3117,0
2013-12-30,40300.0,41600.0,43616.0,27.59,-15778,23698,300
2014-01-02,41500.0,40800.0,60961.0,30.49,13580,-5750,-240
2014-01-03,40600.0,40950.0,45663.0,30.6,-4859,4899,-250
2014-01-06,40650.0,40350.0,36898.0,30.16,12444,-13284,0
2014-01-07,40100.0,40300.0,45601.0,30.12,5980,-3070,0
2014-01-08,40400.0,40650.0,28445.0,30.38,3232,1148,1700
2014-01-09,40650.0,40200.0,33601.0,30.04,1304,2306,0
2014-01-10,40300.0,39950.0,38200.0,29.86,5936,-5226,770
2014-01-13,39850.0,39800.0,32719.0,29.75,2928,12,0
2014-01-14,39650.0,39800.0,38648.0,29.75,991,1779,-400
2014-01-15,39750.0,40800.0,29256.0,30.49,-13457,13457,0
2014-01-16,40650.0,41450.0,44044.0,30.98,-9947,14307,-300
2014-01-17,41600.0,42050.0,51531.0,31.43,4677,-1617,-240
2014-01-20,41850.0,42050.0,50175.0,31.43,12242,-6412,190
2014-01-21,42100.0,42050.0,37640.0,31.43,6000,-11480,40
2014-01-22,42050.0,42000.0,12460.0,31.39,1150,-850,-40
2014-01-23,42100.0,41300.0,10770.0,30.87,-615,525,0
2014-01-24,41300.0,40300.0,55554.0,30.12,-7336,8922,-140
2014-01-27,40300.0,39650.0,31758.0,29.63,6730,-6740,0
2014-01-28,39600.0,40300.0,32913.0,30.12,-6077,6627,130
2014-01-29,40300.0,40550.0,32151.0,30.31,-2915,3565,0
2014-02-03,40550.0,40800.0,26413.0,30.49,-3454,5074,0
2014-02-04,40200.0,39650.0,53754.0,29.63,15144,-13634,-90
2014-02-05,39600.0,38000.0,107262.0,28.4,31498,-33348,-190
2014-02-06,38050.0,38400.0,60536.0,28.7,886,-3216,0
2014-02-07,38500.0,38350.0,49328.0,28.66,1677,-417,0
2014-02-10,38400.0,38200.0,29812.0,28.55,5880,-4720,0
2014-02-11,38100.0,37800.0,32120.0,28.25,9254,-10064,0
2014-02-12,37850.0,37300.0,68227.0,27.88,20455,-18355,-240
2014-02-13,37300.0,37650.0,62667.0,28.14,-948,-1632,0
2014-02-14,37600.0,37850.0,27027.0,28.29,-1694,304,0
2014-02-17,38200.0,37550.0,33437.0,28.06,9042,-8532,0
2014-02-18,37550.0,37900.0,41553.0,28.33,-5866,3776,0
2014-02-19,37850.0,38350.0,32853.0,28.66,-4586,766,0
2014-02-20,38050.0,37700.0,32854.0,28.18,7692,-8182,350
2014-02-21,37550.0,37800.0,16994.0,28.25,2603,-2723,0
2014-02-24,37550.0,36400.0,66103.0,27.2,26059,-24579,-1710
2014-02-25,36500.0,37000.0,40630.0,27.65,-5337,7577,-2100
2014-02-26,36800.0,36800.0,24860.0,27.5,5379,-5849,360
2014-02-27,36650.0,36600.0,42558.0,27.35,13696,-14156,1300
2014-02-28,36750.0,37100.0,63231.0,27.73,8785,-6305,0
2014-03-03,36900.0,37600.0,58666.0,28.1,-2022,3382,-3980
2014-03-04,37400.0,36500.0,73685.0,27.28,36975,-41465,-3900
2014-03-05,36650.0,36800.0,45182.0,27.5,-143,503,20
2014-03-06,36700.0,37000.0,36044.0,27.65,-4399,3919,0
2014-03-07,36850.0,37550.0,55250.0,28.06,-728,-4012,60
2014-03-10,37750.0,38100.0,62388.0,28.47,-8111,7481,550
2014-03-11,38150.0,38100.0,36802.0,28.47,3017,-4377,10
2014-03-12,38000.0,37800.0,31321.0,28.25,-10076,9356,20
2014-03-13,38000.0,38150.0,28820.0,28.51,650,1280,0
2014-03-14,37650.0,36650.0,77894.0,27.39,28901,-37931,610
2014-03-17,36700.0,36800.0,23610.0,27.5,2270,-3850,0
2014-03-18,36900.0,36950.0,20854.0,27.62,-14,3844,-2420
2014-03-19,36950.0,37200.0,15044.0,27.8,-1110,1370,-180
2014-03-20,36700.0,36850.0,13564.0,27.54,1675,-3385,0
2014-03-21,36850.0,37200.0,15028.0,27.8,147,-517,0
2014-03-24,37200.0,36550.0,42229.0,27.32,14405,-18755,-20
2014-03-25,36550.0,36800.0,30803.0,27.5,715,-5195,0
2014-03-26,36950.0,37250.0,85341.0,27.84,-19179,7829,-600
2014-03-27,37250.0,37250.0,49625.0,27.84,-20,4560,-290
2014-03-28,37250.0,37350.0,32262.0,27.91,-3980,5540,0
2014-03-31,37800.0,38050.0,49028.0,28.44,-15520,8610,200
2014-04-01,38300.0,38050.0,31421.0,28.44,960,-1060,100
2014-04-02,38000.0,38100.0,28562.0,28.47,-6707,747,350
2014-04-03,38150.0,38750.0,41734.0,28.96,-8297,3747,-300
2014-04-04,38850.0,38800.0,26569.0,29.0,11162,-11162,0
2014-04-07,38500.0,38650.0,27163.0,28.89,6406,-9326,-360
2014-04-08,38350.0,38750.0,31594.0,28.96,-9240,7540,-500
2014-04-09,38750.0,38200.0,34694.0,28.55,1046,3014,0
2014-04-10,38300.0,38200.0,21750.0,28.55,4971,-6531,0
2014-04-11,38000.0,37550.0,39773.0,28.06,10552,-20052,0
2014-04-14,37550.0,37400.0,31407.0,27.95,11733,-13487,-20
2014-04-15,37300.0,37150.0,38908.0,27.76,15314,-25344,10
2014-04-16,37150.0,37050.0,43694.0,27.69,7740,-20000,0
2014-04-17,37050.0,37150.0,23449.0,27.76,-1120,-1220,290
2014-04-18,37200.0,36650.0,78499.0,27.39,33840,-55030,-250
2014-04-21,36750.0,35500.0,110109.0,26.53,80398,-82388,30
2014-04-22,35650.0,35650.0,48120.0,26.64,25228,-21038,120
2014-04-23,35500.0,35500.0,48634.0,26.53,12508,-13328,-320
2014-04-24,35500.0,34350.0,149309.0,25.67,53629,-76829,-60
2014-04-25,34300.0,34150.0,73048.0,25.52,12580,-8710,-320
2014-04-28,34150.0,33750.0,67014.0,25.22,26819,-25639,-430
2014-04-29,33700.0,33450.0,65111.0,25.0,16700,-25660,80
2014-04-30,33500.0,33400.0,31569.0,24.96,14460,-14370,0
2014-05-02,33500.0,33000.0,103134.0,24.66,39270,-27940,90
2014-05-07,32850.0,31300.0,296082.0,23.39,148187,-157357,180
2014-05-08,31300.0,32400.0,105101.0,24.21,-6988,-4568,0
2014-05-09,32450.0,32500.0,45907.0,24.29,-975,-12225,100
2014-05-12,32600.0,32450.0,48477.0,24.25,6550,-15790,410
2014-05-13,32350.0,32300.0,110020.0,24.14,28376,-78376,0
2014-05-14,32150.0,31900.0,65607.0,23.84,27610,-30660,-20
2014-05-15,31950.0,31950.0,77853.0,23.88,28831,-46531,200
2014-05-16,31900.0,32400.0,46760.0,24.21,4515,3205,380
2014-05-19,32450.0,32500.0,62488.0,24.29,8660,-14050,-400
2014-05-20,32450.0,32400.0,72034.0,24.21,-511,-15767,20
2014-05-21,32250.0,32500.0,22077.0,24.29,-8406,3644,-60
2014-05-22,32550.0,32550.0,41682.0,24.33,3210,-18570,0
2014-05-23,32600.0,32700.0,36040.0,24.44,-2455,2955,0
2014-05-26,32900.0,32700.0,22602.0,24.44,1240,90,0
2014-05-27,32850.0,32250.0,32286.0,24.1,1473,-6143,0
2014-05-28,32150.0,32350.0,19432.0,24.18,-2450,0,20
2014-05-29,32400.0,31500.0,42732.0,23.54,6568,-7088,40
2014-05-30,31500.0,31250.0,31440.0,23.36,3670,-4070,10
2014-06-02,31100.0,31500.0,36852.0,23.54,-2560,1340,20
2014-06-03,31300.0,31450.0,29628.0,23.5,2564,-2567,33
2014-06-05,31200.0,30800.0,73946.0,23.02,5560,-22184,-344
2014-06-09,30600.0,30800.0,55386.0,23.02,4129,-11430,81
2014-06-10,30850.0,30650.0,50907.0,22.91,23487,-29493,6
2014-06-11,30650.0,30100.0,102828.0,22.5,17032,-33863,68
2014-06-12,30050.0,30400.0,69458.0,22.72,-669,-1714,20
2014-06-13,30600.0,30100.0,62283.0,22.5,28365,-28449,12
2014-06-16,30100.0,29600.0,55275.0,22.12,20533,-20320,24
2014-06-17,29850.0,28550.0,150591.0,21.34,46080,-45416,9
2014-06-18,28700.0,28550.0,78392.0,21.34,8280,-8065,-51
2014-06-19,28750.0,28900.0,31826.0,21.6,-2567,793,25
2014-06-20,28850.0,28600.0,40585.0,21.37,7927,-7942,15
2014-06-23,28350.0,28100.0,62794.0,21.0,-1599,-2039,47
2014-06-24,28000.0,28200.0,24237.0,21.08,-922,-281,-55
2014-06-25,28250.0,28400.0,41401.0,21.23,2092,-4194,0
2014-06-26,28400.0,28100.0,46886.0,21.0,11806,-16882,31
2014-06-27,27950.0,28450.0,29679.0,21.26,3858,-4070,-50
2014-06-30,28500.0,28250.0,35078.0,21.11,13342,-9554,0
2014-07-01,28150.0,28200.0,39838.0,21.08,26725,-26807,59
2014-07-02,28250.0,28600.0,37229.0,21.37,6287,-6350,39
2014-07-03,28500.0,28250.0,38075.0,21.11,20264,-20512,8
2014-07-04,28000.0,27700.0,90207.0,20.7,23306,-23670,-16
2014-07-07,27600.0,27650.0,28737.0,20.66,8394,-7452,33
2014-07-08,27650.0,27550.0,27102.0,20.59,-630,-42,-203
2014-07-09,27450.0,27500.0,28286.0,20.55,12447,-13159,2
2014-07-10,27500.0,27500.0,114551.0,20.55,-1170,-10754,-393
2014-07-11,27400.0,27650.0,41057.0,20.66,3310,-10542,0
2014-07-14,27750.0,27800.0,47103.0,20.78,4058,-13581,180
2014-07-15,27900.0,28050.0,22830.0,20.96,2480,-2523,0
2014-07-16,27850.0,28100.0,19830.0,21.0,2556,-4854,0
2014-07-17,28200.0,28200.0,38582.0,21.08,-1443,-6596,0
2014-07-18,28200.0,27800.0,32181.0,20.78,10246,-16936,0
2014-07-21,27800.0,27950.0,22917.0,20.89,3095,-7228,-180
2014-07-22,27950.0,27850.0,31167.0,20.81,9565,-18675,82
2014-07-23,27850.0,27850.0,51505.0,20.81,-7957,-1765,626
2014-07-24,27850.0,28150.0,33127.0,21.04,629,-7618,0
2014-07-25,28150.0,27950.0,45260.0,20.89,12644,-20810,0
2014-07-28,28000.0,28000.0,37354.0,20.93,6324,-9044,11
2014-07-29,28000.0,27900.0,48967.0,20.85,23195,-23339,7
2014-07-30,27900.0,28600.0,82580.0,21.37,7340,-7185,50
2014-07-31,28600.0,29000.0,80054.0,21.67,-11853,13875,180
2014-08-01,29000.0,30950.0,296650.0,23.13,-52108,55100,-574
2014-08-04,30950.0,31500.0,182378.0,23.54,-54385,49529,-942
2014-08-05,31750.0,31450.0,314457.0,23.5,-24183,26375,-1170
2014-08-06,31400.0,30950.0,138906.0,23.13,14054,-14357,37
2014-08-07,30500.0,29650.0,155153.0,22.16,46398,-46536,71
2014-08-08,29300.0,29600.0,80160.0,22.12,-44,10,0
2014-08-11,29700.0,29650.0,59221.0,22.16,3618,-3622,-30
2014-08-12,29550.0,29650.0,44613.0,22.16,9779,-9839,26
2014-08-13,29650.0,29700.0,53847.0,22.2,7952,-7945,0
