Symbol,삼성전자_시가(원),삼성전자_종가(원),삼성전자_거래량(주),삼성전자_PER(IFRS-연결),삼성전자_순매수수량(개인)(주),삼성전자_순매수수량(기관계)(주),삼성전자_순매수수량(외국인계)(주)
2014-07-15,1300000.0,1320000.0,239521.0,7.53,-40278,-48322,87878
2014-07-16,1313000.0,1321000.0,182284.0,7.54,-6247,-17180,23276
2014-07-17,1326000.0,1330000.0,218454.0,7.59,-34418,-10256,39067
2014-07-18,1315000.0,1343000.0,194853.0,7.66,-17848,9319,8523
2014-07-21,1349000.0,1353000.0,161199.0,7.72,-40130,-31114,69146
2014-07-22,1348000.0,1348000.0,126019.0,7.69,-8108,-4467,12505
2014-07-23,1354000.0,1338000.0,128346.0,7.63,-2677,-19643,22133
2014-07-24,1350000.0,1355000.0,161034.0,7.73,-36214,-7415,43176
2014-07-25,1346000.0,1355000.0,175803.0,7.73,-3279,15815,-13376
2014-07-28,1355000.0,1358000.0,179851.0,7.75,-31560,16919,15921
2014-07-29,1355000.0,1386000.0,256186.0,7.91,-73630,36259,35160
2014-07-30,1388000.0,1395000.0,347189.0,7.96,-65377,6866,59607
2014-07-31,1374000.0,1343000.0,487027.0,7.66,30563,-73488,47868
2014-08-01,1305000.0,1292000.0,564621.0,7.37,151522,-2065,-153192
2014-08-04,1300000.0,1317000.0,241335.0,7.51,-15158,-45743,60656
2014-08-05,1301000.0,1316000.0,172529.0,7.51,-11147,-30952,42671
2014-08-06,1306000.0,1300000.0,216602.0,7.42,38947,-40136,3469
2014-08-07,1300000.0,1290000.0,190545.0,7.36,57323,-32115,-25305
2014-08-08,1284000.0,1250000.0,412429.0,7.13,147281,-36250,-114171
2014-08-11,1275000.0,1270000.0,372385.0,7.25,642,-27285,26019
2014-08-12,1270000.0,1266000.0,179914.0,7.22,11993,-57037,45316
2014-08-13,1275000.0,1264000.0,256900.0,7.21,30550,-110156,80074
2014-08-14,1274000.0,1261000.0,208947.0,7.19,16372,-49229,32778
2014-08-18,1279000.0,1250000.0,210379.0,7.13,37997,-24994,-13971
2014-08-19,1264000.0,1254000.0,200888.0,7.15,-12090,-24893,39565
2014-08-20,1264000.0,1261000.0,188612.0,7.19,-1281,-35912,38450
2014-08-21,1255000.0,1235000.0,342108.0,7.05,88864,-76625,-13815
2014-08-22,1245000.0,1247000.0,168153.0,7.11,-2764,-16983,22955
2014-08-25,1231000.0,1228000.0,231544.0,7.01,31175,-16722,-12852
2014-08-26,1235000.0,1222000.0,214389.0,6.97,19272,-58950,41490
2014-08-27,1223000.0,1230000.0,243420.0,7.02,-15997,-44829,62918
2014-08-28,1258000.0,1242000.0,206237.0,7.09,-29585,-29469,58552
2014-08-29,1238000.0,1234000.0,291165.0,7.04,16505,-37434,21223
2014-09-01,1236000.0,1226000.0,113281.0,6.99,19817,-35230,15412
2014-09-02,1221000.0,1194000.0,317992.0,6.81,82218,-43795,-36615
2014-09-03,1200000.0,1189000.0,424775.0,6.78,12197,-62678,52743
2014-09-04,1210000.0,1210000.0,241999.0,6.9,-29814,-12880,42624
2014-09-05,1215000.0,1201000.0,215408.0,6.85,1414,-31814,29221
2014-09-11,1200000.0,1192000.0,466184.0,6.8,10508,-33241,21810
2014-09-12,1200000.0,1201000.0,217447.0,6.85,-9419,-11339,20887
2014-09-15,1207000.0,1200000.0,143230.0,6.85,-3162,-17560,20422
2014-09-16,1208000.0,1206000.0,141848.0,6.88,-19293,2291,13769
2014-09-17,1207000.0,1226000.0,150915.0,6.99,-23370,-4732,27895
2014-09-18,1230000.0,1210000.0,189535.0,6.9,11531,-26850,17142
2014-09-19,1223000.0,1210000.0,268701.0,6.9,-12958,-29090,64621
2014-09-22,1204000.0,1188000.0,320442.0,6.78,36471,-93287,53956
2014-09-23,1178000.0,1161000.0,390828.0,6.62,42357,-12892,-29103
2014-09-24,1152000.0,1150000.0,315784.0,6.56,-7546,-66710,74696
2014-09-25,1162000.0,1156000.0,388290.0,6.6,3220,-64983,64334
2014-09-26,1152000.0,1185000.0,248271.0,6.76,-36488,-50802,87557
2014-09-29,1193000.0,1195000.0,188020.0,6.82,-24734,-5391,29248
2014-09-30,1185000.0,1184000.0,247586.0,6.75,14889,-51408,37521
2014-10-01,1174000.0,1156000.0,238596.0,6.6,17847,-21815,4145
2014-10-02,1165000.0,1141000.0,254655.0,6.51,24809,-4374,-20447
2014-10-06,1145000.0,1151000.0,425058.0,6.57,773,-3348,1523
2014-10-07,1162000.0,1162000.0,202983.0,6.63,-13103,12209,460
2014-10-08,1142000.0,1130000.0,294411.0,6.45,32342,-42985,11683
2014-10-10,1100000.0,1105000.0,436749.0,6.3,27713,-19708,-7721
2014-10-13,1082000.0,1108000.0,226895.0,6.32,-18103,18670,-3887
2014-10-14,1127000.0,1127000.0,331451.0,6.43,-41591,-164,42020
2014-10-15,1128000.0,1125000.0,282872.0,6.42,2630,-12485,9983
2014-10-16,1116000.0,1115000.0,302966.0,6.36,3377,-42419,41321
2014-10-17,1106000.0,1089000.0,325635.0,6.21,18583,-194,-19697
2014-10-20,1115000.0,1106000.0,189535.0,6.31,-10209,-73986,84478
2014-10-21,1094000.0,1083000.0,235321.0,6.18,7383,-47874,39592
2014-10-22,1097000.0,1104000.0,222554.0,6.3,-32252,-40567,73553
2014-10-23,1113000.0,1094000.0,170118.0,6.24,-2805,-43970,48295
2014-10-24,1103000.0,1112000.0,167569.0,6.34,-25193,-24556,50017
2014-10-27,1101000.0,1095000.0,167772.0,6.25,21064,-23809,2577
2014-10-28,1090000.0,1091000.0,124877.0,6.22,5160,-2013,1026
2014-10-29,1100000.0,1130000.0,274522.0,6.45,-45704,32960,12253
2014-10-30,1129000.0,1181000.0,491339.0,6.74,-100536,-72159,175705
2014-10-31,1198000.0,1244000.0,772463.0,7.1,-137421,-81115,213743
2014-11-03,1250000.0,1235000.0,269516.0,7.05,-23334,-15236,39691
2014-11-04,1219000.0,1217000.0,260006.0,6.94,209,-9575,10064
2014-11-05,1215000.0,1202000.0,203243.0,6.86,1246,-1500,-333
2014-11-06,1198000.0,1204000.0,171403.0,6.87,9176,-25014,16756
2014-11-07,1218000.0,1206000.0,120604.0,6.88,1772,-7754,5046
2014-11-10,1226000.0,1268000.0,384058.0,7.23,-88398,-2297,94436
2014-11-11,1255000.0,1231000.0,242828.0,7.02,22796,-13302,-9827
2014-11-12,1231000.0,1230000.0,181592.0,7.02,7789,-6891,-1356
2014-11-13,1228000.0,1200000.0,230943.0,6.85,39446,-54331,19045
2014-11-14,1201000.0,1194000.0,212435.0,6.81,23848,-27405,4016
2014-11-17,1190000.0,1205000.0,193879.0,6.87,-16794,14430,2484
2014-11-18,1220000.0,1220000.0,215094.0,6.96,-24218,29520,-5567
2014-11-19,1238000.0,1218000.0,250055.0,6.95,-4395,22285,-18800
2014-11-20,1206000.0,1210000.0,200483.0,6.9,1420,-15408,15000
2014-11-21,1219000.0,1223000.0,246727.0,6.98,-9307,12813,-2226
2014-11-24,1247000.0,1220000.0,205686.0,6.96,5867,22384,-29336
2014-11-25,1224000.0,1190000.0,356221.0,6.79,44096,32722,-76809
2014-11-26,1190000.0,1201000.0,245758.0,6.85,-10915,76008,-64552
2014-11-27,1273000.0,1264000.0,887556.0,7.21,-152070,150557,-2096
2014-11-28,1295000.0,1287000.0,196891.0,7.34,-37230,-10375,49837
2014-12-01,1294000.0,1295000.0,257337.0,7.39,-48207,-11403,61404
2014-12-02,1295000.0,1295000.0,184454.0,7.39,-22351,-8431,-13535
2014-12-03,1300000.0,1298000.0,194710.0,7.41,-20638,-8580,17805
2014-12-04,1302000.0,1300000.0,177427.0,7.42,-34597,11061,8514
2014-12-05,1314000.0,1302000.0,112756.0,7.43,-14363,5937,4274
2014-12-08,1303000.0,1319000.0,158331.0,7.53,-63279,28512,35394
2014-12-09,1319000.0,1349000.0,271062.0,7.7,-86662,38844,38918
2014-12-10,1346000.0,1317000.0,319556.0,7.51,-18927,42772,-90242
2014-12-11,1317000.0,1305000.0,409817.0,7.45,-20384,71824,-150024
2014-12-12,1303000.0,1286000.0,287945.0,7.34,-4934,40712,-93332
2014-12-15,1280000.0,1273000.0,286759.0,7.26,10323,38649,-111751
2014-12-16,1270000.0,1279000.0,257895.0,7.3,-12553,48951,-98388
2014-12-17,1279000.0,1266000.0,261773.0,7.22,-6093,67175,-123493
2014-12-18,1266000.0,1266000.0,236165.0,7.22,-5350,11424,-68330
2014-12-19,1294000.0,1328000.0,367130.0,7.58,-62201,56488,8181
2014-12-22,1345000.0,1345000.0,358877.0,7.67,-51897,13439,-41785
2014-12-23,1346000.0,1339000.0,219527.0,7.64,-38597,8935,-51885
2014-12-24,1339000.0,1343000.0,125140.0,7.66,-44970,11078,22048
2014-12-26,1343000.0,1352000.0,229762.0,7.71,-101593,62064,40254
2014-12-29,1345000.0,1329000.0,192749.0,7.58,-9154,-55536,-30732
2014-12-30,1330000.0,1327000.0,212982.0,7.57,-11402,-61021,-22225
2015-01-02,1340000.0,1330000.0,175499.0,9.8,-5925,-20583,21466
2015-01-05,1336000.0,1333000.0,202790.0,9.83,-3200,9399,-53048
2015-01-06,1315000.0,1295000.0,304710.0,9.54,30407,20727,-102252
2015-01-07,1294000.0,1307000.0,286455.0,9.63,-3428,22169,-60081
2015-01-08,1339000.0,1314000.0,289552.0,9.69,5264,138,-4352
2015-01-09,1314000.0,1314000.0,186248.0,9.69,-3440,9579,-14057
2015-01-12,1313000.0,1316000.0,166508.0,9.7,-11387,2218,-39807
2015-01-13,1314000.0,1339000.0,245868.0,9.87,-20135,-21377,-7143
2015-01-14,1339000.0,1345000.0,286645.0,9.91,-48993,7616,-7252
2015-01-15,1345000.0,1334000.0,282078.0,9.83,-11679,7790,-71170
2015-01-16,1334000.0,1316000.0,271370.0,9.7,-2134,-14849,-57041
2015-01-19,1329000.0,1343000.0,133459.0,9.9,-22450,26066,-3515
2015-01-20,1350000.0,1372000.0,265561.0,10.11,-79309,58613,21231
2015-01-21,1367000.0,1395000.0,332253.0,10.28,-73859,23431,-8784
2015-01-22,1398000.0,1378000.0,359154.0,10.16,-17389,60612,-103632
2015-01-23,1400000.0,1386000.0,257175.0,10.22,-19990,-1602,-40536
2015-01-26,1375000.0,1389000.0,203070.0,10.24,-10008,-2976,-47832
2015-01-27,1375000.0,1400000.0,199144.0,10.32,-40880,23205,15097
2015-01-28,1386000.0,1378000.0,216630.0,10.16,6080,5465,-11061
2015-01-29,1368000.0,1360000.0,274045.0,10.02,2612,51780,-54017
2015-01-30,1360000.0,1365000.0,322200.0,10.06,-2873,28450,-24649
2015-02-02,1365000.0,1368000.0,210420.0,10.08,-680,-8146,8593
2015-02-03,1380000.0,1366000.0,113088.0,10.07,-3177,3811,-695
2015-02-04,1375000.0,1359000.0,186578.0,10.02,7573,13506,-21241
2015-02-05,1359000.0,1358000.0,135408.0,10.01,2418,-12112,8995
2015-02-06,1346000.0,1372000.0,160101.0,10.11,-5457,-5524,11922
2015-02-09,1360000.0,1395000.0,173870.0,10.28,-42038,30314,12693
2015-02-10,1400000.0,1378000.0,130387.0,10.16,-10522,9741,2532
2015-02-11,1374000.0,1355000.0,199476.0,9.99,26967,-5730,-18080
2015-02-12,1340000.0,1344000.0,214964.0,9.91,20990,4246,-25105
2015-02-13,1360000.0,1361000.0,130458.0,10.03,-8999,6549,2449
2015-02-16,1368000.0,1374000.0,124530.0,10.13,-13621,3581,10451
2015-02-17,1374000.0,1377000.0,114900.0,10.15,-9879,10258,293
2015-02-23,1378000.0,1367000.0,306036.0,10.08,-1872,12768,-10918
2015-02-24,1385000.0,1367000.0,217265.0,10.08,-2353,14424,-12158
2015-02-25,1380000.0,1379000.0,167485.0,10.16,-5272,-10465,15283
2015-02-26,1379000.0,1375000.0,163583.0,10.13,-412,-13513,13932
2015-02-27,1375000.0,1357000.0,260188.0,10.0,1585,-3645,2332
2015-03-02,1375000.0,1423000.0,436112.0,10.49,-103486,45099,56676
2015-03-03,1435000.0,1418000.0,274976.0,10.45,1190,-1195,-377
2015-03-04,1411000.0,1437000.0,232062.0,10.59,-13346,-5244,18289
2015-03-05,1439000.0,1422000.0,192312.0,10.48,-3971,8650,-5421
2015-03-06,1414000.0,1442000.0,234670.0,10.63,-35267,806,34475
2015-03-09,1440000.0,1420000.0,156292.0,10.47,4796,25994,-30831
2015-03-10,1434000.0,1421000.0,208397.0,10.47,-8183,-6030,14086
2015-03-11,1419000.0,1474000.0,422173.0,10.86,-67079,-21168,88572
2015-03-12,1460000.0,1447000.0,383064.0,10.67,20814,-18809,-4365
2015-03-13,1461000.0,1457000.0,188262.0,10.74,-20937,4751,14656
2015-03-16,1458000.0,1470000.0,179491.0,10.83,-12736,-6807,19139
2015-03-17,1470000.0,1497000.0,273223.0,11.03,-96397,26750,68040
2015-03-18,1496000.0,1503000.0,249287.0,11.08,-42551,10311,33096
2015-03-19,1510000.0,1470000.0,264516.0,10.83,18275,2865,-20454
2015-03-20,1475000.0,1464000.0,254099.0,10.79,6431,20802,-27823
2015-03-23,1462000.0,1467000.0,162458.0,10.81,10168,15493,-26510
2015-03-24,1455000.0,1476000.0,182263.0,10.88,-2261,28085,-24958
2015-03-25,1487000.0,1485000.0,187381.0,10.95,-11794,7628,6442
2015-03-26,1450000.0,1421000.0,420119.0,10.47,67143,111598,-179562
2015-03-27,1415000.0,1421000.0,321316.0,10.47,14714,40385,-55243
2015-03-30,1425000.0,1428000.0,179110.0,10.53,2015,7665,-9577
2015-03-31,1449000.0,1441000.0,196853.0,10.62,-9195,-14004,22764
2015-04-01,1437000.0,1423000.0,145321.0,10.49,-10,12677,-12179
2015-04-02,1434000.0,1434000.0,138068.0,10.57,-739,6300,-5418
2015-04-03,1434000.0,1434000.0,125403.0,10.57,-1121,30290,-28469
2015-04-06,1443000.0,1470000.0,211652.0,10.83,-38870,22373,15370
2015-04-07,1478000.0,1462000.0,190521.0,10.78,-4344,4056,223
2015-04-08,1470000.0,1479000.0,155468.0,10.9,-11366,12891,-827
2015-04-09,1470000.0,1483000.0,182151.0,10.93,-9044,-10635,20145
2015-04-10,1480000.0,1490000.0,199202.0,10.98,-13988,195,15830
2015-04-13,1479000.0,1479000.0,205866.0,10.9,14566,-31693,16951
2015-04-14,1485000.0,1474000.0,188595.0,10.86,4539,-38848,34918
2015-04-15,1460000.0,1446000.0,271021.0,10.66,43484,-59459,15813
2015-04-16,1462000.0,1477000.0,215247.0,10.89,-26645,-42244,68798
2015-04-17,1477000.0,1450000.0,203446.0,10.69,21461,-37094,14620
2015-04-20,1446000.0,1430000.0,247898.0,10.54,45933,-80652,35440
2015-04-21,1421000.0,1444000.0,237053.0,10.64,-3569,-72442,77374
2015-04-22,1444000.0,1461000.0,253111.0,10.77,-41535,-34211,76636
2015-04-23,1470000.0,1451000.0,184903.0,10.69,14536,-47843,34118
2015-04-24,1449000.0,1410000.0,381798.0,10.39,97439,-148562,51471
2015-04-27,1410000.0,1395000.0,330343.0,10.28,73273,-53220,-20541
2015-04-28,1390000.0,1366000.0,313946.0,10.07,83021,-26154,-57198
2015-04-29,1367000.0,1385000.0,217913.0,10.21,-11844,-2643,13384
2015-04-30,1385000.0,1410000.0,367057.0,10.39,-49525,-131,49878
2015-05-04,1407000.0,1400000.0,165674.0,10.32,-3344,-203,4062
2015-05-06,1390000.0,1362000.0,265410.0,10.04,73762,-25684,-51030
2015-05-07,1362000.0,1370000.0,205148.0,10.1,2616,7601,-10003
2015-05-08,1366000.0,1338000.0,189762.0,9.86,52784,-24167,-31089
2015-05-11,1360000.0,1336000.0,192809.0,9.85,3600,-13302,10770
2015-05-12,1345000.0,1331000.0,212664.0,9.81,20378,-15949,-9416
2015-05-13,1349000.0,1333000.0,197545.0,9.83,21647,-24591,3074
2015-05-14,1341000.0,1340000.0,169770.0,9.88,-1837,-7636,9881
2015-05-15,1355000.0,1326000.0,178447.0,9.77,30714,-37310,6796
2015-05-18,1335000.0,1320000.0,192537.0,9.73,-3096,12243,-9364
2015-05-19,1321000.0,1338000.0,173618.0,9.86,-18122,-4817,23088
2015-05-20,1349000.0,1366000.0,205829.0,10.07,-53695,5435,50688
2015-05-21,1371000.0,1352000.0,144212.0,9.97,2414,-28050,25033
2015-05-22,1353000.0,1350000.0,163916.0,9.95,7008,2280,-9959
2015-05-26,1366000.0,1362000.0,200683.0,10.04,-15347,-96,10971
2015-05-27,1360000.0,1314000.0,345309.0,9.69,64526,-37080,-26364
2015-05-28,1317000.0,1309000.0,300963.0,9.65,26056,-39096,11432
2015-05-29,1320000.0,1307000.0,347615.0,9.63,29393,-24047,-5335
2015-06-01,1300000.0,1291000.0,218439.0,9.52,30303,-29319,188
2015-06-02,1300000.0,1303000.0,175151.0,9.6,-10637,-11590,23943
2015-06-03,1303000.0,1273000.0,235388.0,9.38,38516,-27604,-10790
2015-06-04,1315000.0,1337000.0,388239.0,9.85,-85416,-30553,117812
2015-06-05,1325000.0,1341000.0,196563.0,9.88,-22768,14964,4933
2015-06-08,1345000.0,1314000.0,202379.0,9.69,12409,23424,-36423
2015-06-09,1300000.0,1282000.0,274705.0,9.45,63986,1220,-65321
2015-06-10,1282000.0,1262000.0,250034.0,9.3,42420,19813,-61999
2015-06-11,1263000.0,1257000.0,306281.0,9.26,50295,-19411,-31656
2015-06-12,1278000.0,1277000.0,234830.0,9.41,-23117,-11117,33881
2015-06-15,1255000.0,1270000.0,161356.0,9.36,-10170,-14794,25186
2015-06-16,1270000.0,1255000.0,255352.0,9.25,15150,24763,-38965
2015-06-17,1250000.0,1254000.0,189046.0,9.24,3664,-13759,12764
2015-06-18,1259000.0,1265000.0,164952.0,9.32,-12683,30252,-17281
2015-06-19,1266000.0,1266000.0,141895.0,9.33,-6453,41475,-36045
2015-06-22,1291000.0,1281000.0,127418.0,9.44,-16716,-7583,24192
2015-06-23,1309000.0,1321000.0,203180.0,9.74,-60110,-15278,76662
2015-06-24,1300000.0,1302000.0,203960.0,9.6,9331,-37783,28441
2015-06-25,1290000.0,1269000.0,213916.0,9.35,32739,-37464,4233
2015-06-26,1252000.0,1278000.0,206950.0,9.42,-7184,-41499,48076
2015-06-29,1269000.0,1281000.0,230399.0,9.44,-4295,577,4284
2015-06-30,1276000.0,1268000.0,197407.0,9.35,10084,-9949,-129
2015-07-01,1268000.0,1295000.0,166498.0,9.54,-28191,-18898,47184
2015-07-02,1286000.0,1299000.0,164460.0,9.57,-5023,-15830,21359
2015-07-03,1287000.0,1268000.0,142604.0,9.35,27131,-28656,1948
2015-07-06,1253000.0,1230000.0,201999.0,9.07,72510,5535,-78508
2015-07-07,1220000.0,1240000.0,249565.0,9.14,4143,12869,-16286
2015-07-08,1240000.0,1239000.0,235619.0,9.13,1547,13719,-15207
2015-07-09,1230000.0,1265000.0,280610.0,9.32,-20729,25886,-4501
2015-07-10,1257000.0,1259000.0,191468.0,9.28,43,3664,-5208
2015-07-13,1250000.0,1266000.0,153441.0,9.33,-10044,11461,-1906
2015-07-14,1265000.0,1225000.0,399794.0,9.03,94327,-62540,-32966
2015-07-15,1225000.0,1235000.0,167413.0,9.1,157,-3071,3208
2015-07-16,1223000.0,1282000.0,223469.0,9.45,-58088,19549,39502
2015-07-17,1300000.0,1305000.0,297233.0,9.62,-83552,38928,44635
2015-07-20,1291000.0,1275000.0,128928.0,9.4,4269,-3719,-846
2015-07-21,1275000.0,1263000.0,194055.0,9.31,23765,8470,-32183
2015-07-22,1244000.0,1253000.0,268323.0,9.24,39587,-11538,-27367
2015-07-23,1244000.0,1234000.0,208965.0,9.1,42718,35884,-79580
2015-07-24,1227000.0,1229000.0,196584.0,9.06,31705,6308,-38027
2015-07-27,1229000.0,1230000.0,243040.0,9.07,6709,-2159,-6152
2015-07-28,1224000.0,1230000.0,267627.0,9.07,-11845,28626,-14497
2015-07-29,1250000.0,1263000.0,274689.0,9.31,-32993,32044,1252
2015-07-30,1258000.0,1215000.0,308392.0,8.96,85040,14372,-99697
2015-07-31,1220000.0,1185000.0,391589.0,8.73,89521,-35294,-53679
2015-08-03,1184000.0,1175000.0,196891.0,8.66,15957,-10119,-5518
2015-08-04,1175000.0,1182000.0,256887.0,8.71,14183,-7209,-6197
2015-08-05,1182000.0,1159000.0,256050.0,8.54,45571,-34487,-11561
2015-08-06,1155000.0,1115000.0,403981.0,8.22,85132,-32060,-53266
2015-08-07,1120000.0,1136000.0,275742.0,8.37,-24759,-46559,71641
2015-08-10,1140000.0,1141000.0,114450.0,8.41,-15743,-11108,27204
2015-08-11,1151000.0,1157000.0,233286.0,8.53,-28550,-32323,60590
2015-08-12,1150000.0,1154000.0,223080.0,8.51,-5355,64970,-59859
2015-08-13,1153000.0,1140000.0,150411.0,8.4,23596,1930,-25989
2015-08-17,1140000.0,1104000.0,227217.0,8.14,63908,16611,-78998
2015-08-18,1118000.0,1131000.0,231672.0,8.34,-41482,4274,36598
2015-08-19,1169000.0,1154000.0,401415.0,8.51,-60765,-72031,133161
2015-08-20,1163000.0,1139000.0,216119.0,8.4,26813,12638,-39686
2015-08-21,1099000.0,1101000.0,408851.0,8.12,21187,118086,-140717
2015-08-24,1088000.0,1079000.0,448592.0,7.95,61792,65262,-128568
2015-08-25,1079000.0,1079000.0,392519.0,7.95,91138,-6420,-85358
2015-08-26,1068000.0,1067000.0,558952.0,7.86,101814,109785,-218287
2015-08-27,1082000.0,1067000.0,495388.0,7.86,72316,53848,-128484
2015-08-28,1086000.0,1081000.0,462223.0,7.97,37719,22881,-60433
2015-08-31,1071000.0,1089000.0,408309.0,8.03,-11451,-3031,14293
2015-09-01,1089000.0,1085000.0,240372.0,8.0,-6975,-43365,46850
2015-09-02,1069000.0,1090000.0,312683.0,8.03,-32375,16322,16048
2015-09-03,1102000.0,1122000.0,305142.0,8.27,-36964,3871,33128
2015-09-04,1144000.0,1129000.0,251734.0,8.32,-38969,3545,35109
2015-09-07,1129000.0,1112000.0,191805.0,8.2,4022,45058,-50212
2015-09-08,1113000.0,1131000.0,182330.0,8.34,-14833,11736,937
2015-09-09,1146000.0,1147000.0,259376.0,8.45,-16659,86089,-69061
2015-09-10,1130000.0,1134000.0,362568.0,8.36,15154,84930,-100005
2015-09-11,1126000.0,1115000.0,204167.0,8.22,29572,-8037,-21270
2015-09-14,1120000.0,1124000.0,167073.0,8.28,-4188,8489,-3973
2015-09-15,1114000.0,1123000.0,232956.0,8.28,67,55661,-55861
2015-09-16,1121000.0,1152000.0,343763.0,8.49,-57167,81108,-20407
2015-09-17,1153000.0,1157000.0,273960.0,8.53,-14627,44289,-29385
2015-09-18,1145000.0,1190000.0,436270.0,8.77,-48866,4324,45268
2015-09-21,1163000.0,1150000.0,205359.0,8.48,57746,4231,-61607
2015-09-22,1143000.0,1145000.0,250675.0,8.44,27966,50332,-77619
2015-09-23,1144000.0,1131000.0,197649.0,8.34,11864,38901,-50567
2015-09-24,1126000.0,1126000.0,132721.0,8.3,9914,26678,-37026
2015-09-25,1120000.0,1112000.0,209160.0,8.2,39100,31876,-72389
2015-09-30,1100000.0,1134000.0,458936.0,8.36,-9063,-9764,18827
2015-10-01,1140000.0,1134000.0,241041.0,8.36,-9002,17593,-9104
2015-10-02,1112000.0,1119000.0,274302.0,8.25,24816,42374,-67293
2015-10-05,1119000.0,1115000.0,241935.0,8.22,22158,31358,-54196
2015-10-06,1130000.0,1151000.0,382987.0,8.48,-45493,66222,-24206
2015-10-07,1198000.0,1251000.0,799502.0,9.22,-227760,71101,157379
2015-10-08,1250000.0,1270000.0,570677.0,9.36,-115726,-31562,148799
2015-10-12,1260000.0,1260000.0,378974.0,9.29,-30045,35608,-4948
2015-10-13,1260000.0,1252000.0,198000.0,9.23,-13740,44575,-30951
2015-10-14,1248000.0,1254000.0,175051.0,9.24,-7731,40007,-32186
2015-10-15,1244000.0,1269000.0,248503.0,9.35,-32092,68773,-37518
2015-10-16,1265000.0,1265000.0,143968.0,9.32,-4015,36789,-33251
2015-10-19,1257000.0,1256000.0,117070.0,9.26,-5955,22897,-16878
2015-10-20,1260000.0,1266000.0,150347.0,9.33,-15736,31683,-15861
2015-10-21,1265000.0,1270000.0,139567.0,9.36,-19106,29005,-8517
2015-10-22,1280000.0,1280000.0,230673.0,9.43,-13048,72575,-55258
2015-10-23,1300000.0,1289000.0,263071.0,9.5,-28690,64502,-38637
2015-10-26,1298000.0,1292000.0,152165.0,9.52,-9128,12465,-3995
2015-10-27,1282000.0,1298000.0,132241.0,9.57,-17696,27307,-9059
2015-10-28,1294000.0,1308000.0,271303.0,9.64,-15534,93269,-78593
2015-10-29,1330000.0,1325000.0,630471.0,9.77,-55908,-27899,91270
2015-10-30,1345000.0,1372000.0,509385.0,10.11,-67739,-7318,74186
2015-11-02,1385000.0,1383000.0,386546.0,10.19,-13891,-63461,54436
2015-11-03,1381000.0,1352000.0,301840.0,9.97,2436,-6260,-50546
2015-11-04,1352000.0,1330000.0,281070.0,9.8,6948,-41284,-23069
2015-11-05,1330000.0,1342000.0,173042.0,9.89,-17727,-25632,16730
2015-11-06,1343000.0,1338000.0,164322.0,9.86,-6791,-11890,-36192
2015-11-09,1338000.0,1344000.0,185661.0,9.91,-20610,-24134,-11013
2015-11-10,1336000.0,1321000.0,197551.0,9.74,-5949,-22405,-27901
2015-11-11,1321000.0,1333000.0,140449.0,9.83,-9685,2336,-28235
2015-11-12,1333000.0,1317000.0,157417.0,9.71,4209,-11375,-61028
2015-11-13,1317000.0,1300000.0,177677.0,9.58,-9635,-8006,-37775
