Symbol,삼성전자_시가(원),삼성전자_종가(원),삼성전자_거래량(주),삼성전자_PER(IFRS-연결),삼성전자_순매수수량(개인)(주),삼성전자_순매수수량(기관계)(주),삼성전자_순매수수량(외국인계)(주)
2008-09-24,557000.0,564000.0,414021.0,12.93,-47722,15336,34284
2008-09-25,557000.0,567000.0,363040.0,13.0,-21129,28765,-4060
2008-09-26,560000.0,553000.0,526402.0,12.68,33418,34257,-66319
2008-09-29,558000.0,544000.0,557064.0,12.47,24537,-111254,100958
2008-09-30,518000.0,539000.0,757960.0,12.36,54210,-847,-79257
2008-10-01,542000.0,533000.0,515995.0,12.22,96521,-99301,12916
2008-10-02,531000.0,528000.0,547951.0,12.11,49730,17569,-62383
2008-10-06,520000.0,517000.0,635956.0,11.85,20592,-5710,-7325
2008-10-07,506000.0,531000.0,593762.0,12.17,-68073,42854,31981
2008-10-08,519000.0,528000.0,658704.0,12.11,-78175,7750,74501
2008-10-09,528000.0,541000.0,717606.0,12.4,-81900,-27367,114212
2008-10-10,528000.0,521000.0,883889.0,11.95,78120,-13130,-86326
2008-10-13,523000.0,524000.0,610040.0,12.01,-3270,109882,-103854
2008-10-14,541000.0,560000.0,661042.0,12.84,-154861,-47395,204833
2008-10-15,548000.0,547000.0,629148.0,12.54,52428,107001,-159271
2008-10-16,520000.0,504000.0,938627.0,11.56,215591,133038,-351609
2008-10-17,520000.0,505000.0,890837.0,11.58,92078,-14267,-76363
2008-10-20,512000.0,521000.0,552337.0,11.95,-120088,95768,23811
2008-10-21,526000.0,519000.0,490358.0,11.9,32644,-132931,96724
2008-10-22,517000.0,508000.0,677300.0,11.65,47887,2467,-59913
2008-10-23,477000.0,472500.0,1000460.0,10.83,114998,-22531,-94654
2008-10-24,473000.0,407500.0,1192527.0,9.34,66498,205334,-265780
2008-10-27,407500.0,438000.0,962000.0,10.04,-112399,71876,61100
2008-10-28,430000.0,463500.0,995508.0,10.63,-26462,-36795,83409
2008-10-29,489000.0,475000.0,1297469.0,10.89,-144390,-101631,254264
2008-10-30,507000.0,537000.0,1094097.0,12.31,-201974,-34423,244176
2008-10-31,537000.0,535000.0,1231473.0,12.27,-31041,-62001,97874
2008-11-03,531000.0,516000.0,882742.0,11.83,113014,-36788,-62064
2008-11-04,516000.0,514000.0,783348.0,11.78,30082,130106,-158926
2008-11-05,520000.0,515000.0,820001.0,11.81,29770,52851,-84280
2008-11-06,500000.0,491500.0,774507.0,11.27,32999,123971,-153666
2008-11-07,470000.0,489500.0,992374.0,11.22,111087,23286,-147767
2008-11-10,493500.0,474500.0,908392.0,10.88,228208,66564,-297607
2008-11-11,463000.0,470500.0,720884.0,10.79,17360,42487,-57494
2008-11-12,467000.0,480500.0,609281.0,11.02,-107794,103768,-15040
2008-11-13,465000.0,474000.0,737100.0,10.87,44176,2464,-45561
2008-11-14,484500.0,465000.0,591769.0,10.66,107294,-87432,-124
2008-11-17,464500.0,450500.0,651607.0,10.33,86624,-31422,-56160
2008-11-18,438500.0,435000.0,679475.0,9.97,104634,-84093,-10007
2008-11-19,435000.0,438000.0,620423.0,10.04,-36753,51746,-20709
2008-11-20,422000.0,423000.0,561849.0,9.7,-29767,15866,21481
2008-11-21,419000.0,442000.0,631373.0,10.13,-37029,42012,-5796
2008-11-24,442000.0,440000.0,582670.0,10.09,-67309,-80826,145502
2008-11-25,458000.0,451500.0,662270.0,10.35,-91305,68085,18595
2008-11-26,461000.0,473000.0,620918.0,10.84,-173035,7059,174373
2008-11-27,484000.0,485000.0,531590.0,11.12,-109974,-71271,191151
2008-11-28,486000.0,486000.0,451281.0,11.14,-47969,17835,38036
2008-12-01,485500.0,476500.0,430148.0,10.92,46797,-89943,47029
2008-12-02,452000.0,454000.0,483696.0,10.41,36865,-32417,1418
2008-12-03,454000.0,441000.0,723926.0,10.11,199063,-175000,-11625
2008-12-04,446000.0,430500.0,699805.0,9.87,185440,-107275,-85224
2008-12-05,425500.0,427000.0,591562.0,9.79,113505,16630,-108962
2008-12-08,434500.0,464000.0,808511.0,10.64,-153038,127802,29430
2008-12-09,466000.0,469500.0,593059.0,10.76,-106571,-85271,217285
2008-12-10,469000.0,481000.0,745554.0,11.03,-227916,144587,81655
2008-12-11,482000.0,482500.0,1038513.0,11.06,-61473,10072,43705
2008-12-12,466000.0,465000.0,558446.0,10.66,-10054,-31265,32923
2008-12-15,470000.0,472000.0,558818.0,10.82,-22348,43760,-16005
2008-12-16,465000.0,457000.0,704494.0,10.48,165354,-137506,-21496
2008-12-17,465500.0,459500.0,677723.0,10.54,49059,-85969,25779
2008-12-18,460000.0,468000.0,667525.0,10.73,-136849,4537,116996
2008-12-19,475000.0,489500.0,980858.0,11.22,-313243,181230,113617
2008-12-22,499500.0,486000.0,458601.0,11.14,-45160,-16098,51882
2008-12-23,481000.0,456500.0,570568.0,10.47,-198861,67997,117080
2008-12-24,464500.0,460000.0,378921.0,10.55,13783,14769,-22084
2008-12-26,460500.0,456000.0,231564.0,10.45,12658,-34497,22206
2008-12-29,456000.0,454000.0,319072.0,10.41,39620,-38426,-4353
2008-12-30,458000.0,451000.0,359177.0,10.34,-48893,-26024,63519
2009-01-02,453500.0,470000.0,460533.0,14.47,11258,22063,-29039
2009-01-05,480000.0,476000.0,609528.0,14.66,-106991,-90473,192854
2009-01-06,482000.0,498000.0,901449.0,15.33,-388250,189811,180947
2009-01-07,505000.0,524000.0,827163.0,16.13,-217178,-34359,251545
2009-01-08,518000.0,508000.0,613566.0,15.64,-35187,67530,-51948
2009-01-09,503000.0,493000.0,602855.0,15.18,41598,17964,-96335
2009-01-12,490000.0,489500.0,354360.0,15.07,-834,10096,-20901
2009-01-13,490500.0,491500.0,351933.0,15.13,39275,-86837,30476
2009-01-14,489500.0,489500.0,386381.0,15.07,48558,-12976,-39925
2009-01-15,474500.0,459500.0,629006.0,14.15,193929,-152574,-52289
2009-01-16,464000.0,469000.0,445234.0,14.44,66956,11354,-91894
2009-01-19,476000.0,475000.0,382738.0,14.62,-22850,-9490,21312
2009-01-20,460500.0,464000.0,369921.0,14.29,84897,-101555,4782
2009-01-21,450000.0,448500.0,444825.0,13.81,111396,-36273,-81550
2009-01-22,464000.0,461000.0,524424.0,14.19,7506,-97390,88617
2009-01-23,447500.0,442000.0,632513.0,13.61,116447,-144015,28420
2009-01-28,470000.0,488500.0,919012.0,15.04,-252741,188120,36797
2009-01-29,488500.0,498500.0,656374.0,15.35,-250886,12020,250302
2009-01-30,484500.0,488000.0,386698.0,15.02,-29616,16931,-2703
2009-02-02,488000.0,473500.0,471490.0,14.58,20743,-133596,90158
2009-02-03,488500.0,490000.0,549025.0,15.09,-51325,-93504,139588
2009-02-04,505000.0,518000.0,614068.0,15.95,-213430,63710,135939
2009-02-05,520000.0,521000.0,695839.0,16.04,-193493,-36077,236286
2009-02-06,536000.0,545000.0,696621.0,16.78,-225165,-19780,255694
2009-02-09,545000.0,527000.0,652399.0,16.23,27361,-133616,125907
2009-02-10,532000.0,520000.0,497492.0,16.01,27940,64100,-90265
2009-02-11,506000.0,513000.0,325350.0,15.79,16875,-54779,27876
2009-02-12,507000.0,520000.0,560429.0,16.01,59575,-133601,72550
2009-02-13,511000.0,511000.0,481436.0,15.73,40718,7578,-57208
2009-02-16,508000.0,504000.0,327738.0,15.52,47692,-52344,-1131
2009-02-17,499000.0,490500.0,473899.0,15.1,72998,-125310,37975
2009-02-18,488000.0,478000.0,581210.0,14.72,137032,-134790,-30946
2009-02-19,476500.0,480500.0,529170.0,14.79,81616,-60592,-29734
2009-02-20,475000.0,467500.0,520104.0,14.39,71981,57325,-145408
2009-02-23,465000.0,485000.0,426559.0,14.93,6608,-12747,-4419
2009-02-24,470000.0,467500.0,453439.0,14.39,92872,-10988,-79362
2009-02-25,481500.0,478000.0,418548.0,14.72,-5140,-9596,-5752
2009-02-26,479000.0,477000.0,439354.0,14.69,-56152,48097,-9479
2009-02-27,475000.0,477000.0,591657.0,14.69,-47942,-12938,48908
2009-03-02,475500.0,462000.0,495966.0,14.22,90483,23972,-119924
2009-03-03,454500.0,475500.0,499864.0,14.64,-82654,141100,-88416
2009-03-04,478000.0,489000.0,522266.0,15.06,-70915,59064,-2578
2009-03-05,499000.0,503000.0,659652.0,15.49,-158716,-62585,219512
2009-03-06,496000.0,503000.0,388240.0,15.49,-56969,40021,6493
2009-03-09,510000.0,515000.0,364505.0,15.86,-55232,-31620,77280
2009-03-10,505000.0,504000.0,409733.0,15.52,15783,-64452,51990
2009-03-11,519000.0,525000.0,531834.0,16.16,-144124,26865,130952
2009-03-12,520000.0,536000.0,1015424.0,16.5,-172967,181149,-14485
2009-03-13,540000.0,528000.0,482577.0,16.26,-67297,8497,46636
2009-03-16,526000.0,523000.0,294232.0,16.1,-583,-4073,-3098
2009-03-17,528000.0,534000.0,404265.0,16.44,-21909,58569,-49676
2009-03-18,538000.0,540000.0,338260.0,16.63,-15845,45022,-31343
2009-03-19,547000.0,541000.0,390350.0,16.66,-39161,-15503,48720
2009-03-20,535000.0,542000.0,351232.0,16.69,-62913,1633,65799
2009-03-23,542000.0,549000.0,348027.0,16.9,-71123,-12515,87770
2009-03-24,560000.0,559000.0,496199.0,17.21,-30355,-73869,114325
2009-03-25,550000.0,556000.0,255161.0,17.12,-26266,11710,18626
2009-03-26,551000.0,570000.0,417543.0,17.55,-72509,65127,13829
2009-03-27,581000.0,584000.0,570942.0,17.98,-108183,-36815,155596
2009-03-30,581000.0,567000.0,367430.0,17.46,-3183,-13456,8459
2009-03-31,564000.0,568000.0,400383.0,17.49,-24964,67219,-40480
2009-04-01,570000.0,570000.0,499210.0,17.55,30120,-20362,-14311
2009-04-02,584000.0,591000.0,574300.0,18.2,-87245,72372,15958
2009-04-03,599000.0,593000.0,494771.0,18.26,-5015,-58532,60478
2009-04-06,593000.0,594000.0,666796.0,18.29,-62521,138449,-82731
2009-04-07,591000.0,584000.0,548239.0,17.98,51706,131353,-193008
2009-04-08,574000.0,557000.0,629676.0,17.15,176489,65301,-250029
2009-04-09,561000.0,580000.0,618462.0,17.86,-6819,-94891,100101
2009-04-10,597000.0,603000.0,654511.0,18.57,-130751,-107954,241102
2009-04-13,594000.0,583000.0,414643.0,17.95,96886,-130372,25881
2009-04-14,585000.0,575000.0,511532.0,17.7,122969,-109842,-12664
2009-04-15,566000.0,585000.0,515900.0,18.01,40717,37888,-82465
2009-04-16,596000.0,581000.0,585753.0,17.89,-2925,-88415,88990
2009-04-17,594000.0,597000.0,813278.0,18.38,-131738,-67251,199736
2009-04-20,600000.0,592000.0,352314.0,18.23,47441,-28697,-23832
2009-04-21,581000.0,591000.0,366625.0,18.2,-2711,18550,-16567
2009-04-22,598000.0,609000.0,823549.0,18.75,-74209,4709,60671
2009-04-23,614000.0,627000.0,648383.0,19.3,-106026,27893,79666
2009-04-24,616000.0,592000.0,918606.0,18.23,207824,-99055,-105154
2009-04-27,592000.0,585000.0,544508.0,18.01,153913,-128926,-30237
2009-04-28,590000.0,575000.0,483330.0,17.7,45321,35217,-83984
2009-04-29,577000.0,586000.0,330345.0,18.04,-25865,-2545,29098
2009-04-30,595000.0,592000.0,614575.0,18.23,-74731,-55587,135969
2009-05-04,595000.0,582000.0,794074.0,17.92,282520,-286166,13674
2009-05-06,575000.0,565000.0,1162246.0,17.4,579181,-365389,-203989
2009-05-07,572000.0,566000.0,692174.0,17.43,237044,-139999,-85430
2009-05-08,566000.0,569000.0,457850.0,17.52,31696,-1679,-28719
2009-05-11,566000.0,563000.0,645642.0,17.33,206747,-257201,72956
2009-05-12,563000.0,561000.0,478618.0,17.27,15486,11088,-21233
2009-05-13,563000.0,560000.0,587440.0,17.24,74738,-45535,-22231
2009-05-14,556000.0,552000.0,616722.0,17.0,128621,-168390,53408
2009-05-15,558000.0,555000.0,470800.0,17.09,18258,-77251,61410
2009-05-18,555000.0,556000.0,448912.0,17.12,47527,-87037,48158
2009-05-19,567000.0,570000.0,558953.0,17.55,-69449,-47770,119027
2009-05-20,573000.0,576000.0,424441.0,17.73,-88827,-133596,223324
2009-05-21,570000.0,563000.0,401741.0,17.33,55640,-27463,-25378
2009-05-22,557000.0,550000.0,513419.0,16.93,133870,-128086,-6597
2009-05-25,546000.0,545000.0,569233.0,16.78,137904,-167807,26309
2009-05-26,545000.0,538000.0,561091.0,16.56,82987,-172390,86172
2009-05-27,545000.0,535000.0,621474.0,16.47,45747,-147788,105417
2009-05-28,540000.0,559000.0,661008.0,17.21,-119061,66004,53320
2009-05-29,557000.0,558000.0,507107.0,17.18,-21320,-140089,158013
2009-06-01,552000.0,558000.0,417569.0,17.18,22729,-160238,154262
2009-06-02,566000.0,556000.0,557997.0,17.12,-51605,-133695,195585
2009-06-03,558000.0,552000.0,386327.0,17.0,33349,-21279,-3028
2009-06-04,557000.0,555000.0,591055.0,17.09,-92992,83415,11638
2009-06-05,564000.0,569000.0,621224.0,17.52,-150931,34939,119056
2009-06-08,573000.0,575000.0,536395.0,17.7,-83487,-17545,101246
2009-06-09,582000.0,565000.0,500905.0,17.4,-105701,35804,71307
2009-06-10,567000.0,587000.0,763510.0,18.07,-264623,126237,122729
2009-06-11,587000.0,585000.0,912977.0,18.01,-138748,-51272,173774
2009-06-12,589000.0,584000.0,351342.0,17.98,-11632,-67181,88067
2009-06-15,584000.0,579000.0,400593.0,17.83,46877,-101722,57420
2009-06-16,570000.0,565000.0,393278.0,17.4,100659,-6983,-95062
2009-06-17,567000.0,575000.0,351077.0,17.7,-35061,-77323,113949
2009-06-18,575000.0,565000.0,423443.0,17.4,45790,-30415,-14302
2009-06-19,569000.0,562000.0,395510.0,17.3,58659,-38198,-12436
2009-06-22,562000.0,575000.0,490199.0,17.7,-58738,169582,-114220
2009-06-23,571000.0,575000.0,580246.0,17.7,-40593,7351,41113
2009-06-24,577000.0,580000.0,458797.0,17.86,-39648,-1980,31530
2009-06-25,581000.0,588000.0,635999.0,18.1,-183389,75726,99325
2009-06-26,596000.0,596000.0,553229.0,18.35,-220788,142107,66812
2009-06-29,599000.0,598000.0,270129.0,18.41,-75875,89805,-16423
2009-06-30,600000.0,592000.0,411839.0,18.23,-73995,36536,39800
2009-07-01,594000.0,603000.0,295476.0,18.57,-77972,50782,25185
2009-07-02,610000.0,602000.0,253628.0,18.53,-7006,-89169,83649
2009-07-03,595000.0,601000.0,227103.0,18.5,-7458,63767,-62887
2009-07-06,610000.0,634000.0,933996.0,19.52,-301264,116263,146925
2009-07-07,649000.0,650000.0,618894.0,20.01,-184153,-39417,224203
2009-07-08,647000.0,655000.0,531922.0,20.17,-97397,416,92264
2009-07-09,655000.0,650000.0,564404.0,20.01,-77381,-67907,153424
2009-07-10,651000.0,645000.0,286092.0,19.86,-40229,-2279,48031
2009-07-13,645000.0,620000.0,410061.0,19.09,42334,59442,-108993
2009-07-14,632000.0,634000.0,420836.0,19.52,-22398,-47641,74282
2009-07-15,654000.0,666000.0,761794.0,20.5,-236849,-83938,316968
2009-07-16,678000.0,674000.0,447282.0,20.75,-129985,-22393,157476
2009-07-17,674000.0,670000.0,340832.0,20.63,-87639,18128,55309
2009-07-20,680000.0,690000.0,485940.0,21.24,-146470,40571,108342
2009-07-21,695000.0,692000.0,400286.0,21.31,-53531,-35310,88236
2009-07-22,690000.0,688000.0,325189.0,21.18,-5365,-18027,18139
2009-07-23,687000.0,678000.0,464094.0,20.87,-25511,-11211,47728
2009-07-24,678000.0,683000.0,590078.0,21.03,-26016,-67777,110531
2009-07-27,685000.0,699000.0,635393.0,21.52,-93031,64432,16018
2009-07-28,695000.0,700000.0,388845.0,21.55,-39057,-21791,60206
2009-07-29,700000.0,697000.0,333514.0,21.46,-25994,45187,-28319
2009-07-30,699000.0,714000.0,363962.0,21.98,-76710,-26078,97062
2009-07-31,723000.0,724000.0,607808.0,22.29,-113874,-836,100065
2009-08-03,732000.0,715000.0,492037.0,22.01,-44954,-64589,92029
2009-08-04,720000.0,725000.0,530783.0,22.32,-150669,3678,140484
2009-08-05,726000.0,733000.0,426960.0,22.57,-102384,21558,77716
2009-08-06,723000.0,715000.0,409945.0,22.01,15999,67827,-87463
2009-08-07,708000.0,716000.0,372417.0,22.04,20717,-702,-17338
2009-08-10,721000.0,710000.0,349905.0,21.86,26979,-77033,51911
2009-08-11,711000.0,705000.0,337135.0,21.71,-5669,44843,-47724
2009-08-12,700000.0,693000.0,464366.0,21.34,41719,2791,-53000
2009-08-13,700000.0,702000.0,629559.0,21.61,23488,-65584,33618
2009-08-14,710000.0,731000.0,638457.0,22.51,-137171,74151,39658
2009-08-17,724000.0,713000.0,453289.0,21.95,45194,-47150,-4548
2009-08-18,706000.0,730000.0,509256.0,22.48,-113653,113317,-15798
2009-08-19,730000.0,738000.0,551995.0,22.72,21046,20995,-56228
2009-08-20,745000.0,740000.0,420267.0,22.78,-22445,99879,-80568
2009-08-21,743000.0,757000.0,553717.0,23.31,-53648,-103484,145117
2009-08-24,770000.0,783000.0,614912.0,24.11,-38475,-1059,48215
2009-08-25,775000.0,775000.0,381051.0,23.86,21707,-35854,10664
2009-08-26,775000.0,777000.0,291574.0,23.92,-7579,-1629,14752
2009-08-27,765000.0,767000.0,327253.0,23.61,19456,-31230,15966
2009-08-28,773000.0,764000.0,391249.0,23.52,5113,-1133,-9953
2009-08-31,765000.0,771000.0,430888.0,23.74,-685,-15069,13237
2009-09-01,780000.0,799000.0,511854.0,24.6,-74431,92799,-14856
2009-09-02,785000.0,784000.0,558282.0,24.14,56547,106029,-172406
2009-09-03,783000.0,775000.0,321269.0,23.86,1796,17256,-19700
2009-09-04,781000.0,767000.0,456530.0,23.61,37049,28235,-71535
2009-09-07,771000.0,773000.0,339857.0,23.8,-1043,38658,-41507
2009-09-08,773000.0,781000.0,272955.0,24.05,-14461,52055,-40630
2009-09-09,782000.0,781000.0,319282.0,24.05,-14942,-40903,54197
2009-09-10,776000.0,791000.0,694922.0,24.35,-66588,23315,45556
2009-09-11,794000.0,793000.0,309671.0,24.42,-18644,-59889,75641
2009-09-14,796000.0,764000.0,561601.0,23.52,112154,-92592,-12559
2009-09-15,760000.0,769000.0,520476.0,23.68,42295,-90662,46001
2009-09-16,770000.0,795000.0,711387.0,24.48,-169107,29410,151709
2009-09-17,806000.0,810000.0,494941.0,24.94,-109648,-25049,166389
2009-09-18,810000.0,806000.0,896503.0,24.82,-46661,-224698,297678
2009-09-21,802000.0,798000.0,337013.0,24.57,12421,-32141,24565
2009-09-22,800000.0,825000.0,515790.0,25.4,-29035,-71689,103166
2009-09-23,825000.0,820000.0,331888.0,25.25,24716,7902,-44358
2009-09-24,819000.0,803000.0,486599.0,24.72,38385,36317,-73210
2009-09-25,793000.0,795000.0,410629.0,24.48,77908,-25981,-49300
2009-09-28,791000.0,796000.0,278380.0,24.51,12240,-25264,16904
2009-09-29,792000.0,812000.0,408484.0,25.0,-55269,90491,-39606
2009-09-30,807000.0,815000.0,479813.0,25.09,-110936,91524,22302
2009-10-01,811000.0,792000.0,538765.0,24.38,21595,31646,-48220
2009-10-05,778000.0,747000.0,944271.0,23.0,226361,92862,-323820
2009-10-06,755000.0,745000.0,770389.0,22.94,59435,-45794,-15397
2009-10-07,752000.0,722000.0,765488.0,22.23,88381,6166,-87911
2009-10-08,728000.0,720000.0,1062567.0,22.17,205166,42240,-263862
2009-10-09,729000.0,755000.0,626954.0,23.25,-45355,14745,24940
2009-10-12,760000.0,749000.0,432157.0,23.06,28827,42700,-79022
2009-10-13,750000.0,757000.0,367501.0,23.31,-50277,-4378,47440
2009-10-14,769000.0,769000.0,416979.0,23.68,-26445,-28749,58736
2009-10-15,783000.0,775000.0,356896.0,23.86,-14732,-65201,77420
2009-10-16,750000.0,746000.0,475683.0,22.97,67030,-97619,41416
2009-10-19,738000.0,751000.0,433832.0,23.12,29719,-35553,9453
2009-10-20,758000.0,752000.0,283676.0,23.15,2074,-35780,36075
2009-10-21,750000.0,735000.0,507109.0,22.63,84002,-89731,19185
2009-10-22,732000.0,726000.0,432397.0,22.35,62995,-63906,-3508
2009-10-23,730000.0,745000.0,432557.0,22.94,-31068,-4322,20935
2009-10-26,741000.0,753000.0,313270.0,23.18,-53337,67309,-16545
2009-10-27,749000.0,742000.0,327005.0,22.84,39251,-29578,-11414
2009-10-28,744000.0,720000.0,513787.0,22.17,156425,-8892,-156799
2009-10-29,710000.0,718000.0,644267.0,22.11,133806,-15437,-150923
2009-10-30,733000.0,723000.0,557328.0,22.26,29554,-77757,34204
2009-11-02,711000.0,718000.0,464841.0,22.11,-2894,-13349,17995
2009-11-03,719000.0,729000.0,392942.0,22.44,-22498,-98934,122380
2009-11-04,727000.0,733000.0,343542.0,22.57,12735,-55759,41431
2009-11-05,731000.0,712000.0,373485.0,21.92,111886,-69030,-50409
2009-11-06,726000.0,722000.0,304346.0,22.23,19569,-17980,-11808
2009-11-09,727000.0,724000.0,269437.0,22.29,-21892,31344,-4250
2009-11-10,734000.0,727000.0,392417.0,22.38,-36484,-26089,62837
2009-11-11,732000.0,735000.0,319873.0,22.63,-19543,7102,12526
2009-11-12,737000.0,720000.0,494977.0,22.17,33769,-46030,11591
2009-11-13,724000.0,714000.0,431814.0,21.98,66923,7853,-75501
2009-11-16,720000.0,733000.0,401434.0,22.57,-55408,-42767,104799
2009-11-17,738000.0,728000.0,360325.0,22.41,-37357,-63644,101665
2009-11-18,735000.0,750000.0,593061.0,23.09,-159938,24763,140571
2009-11-19,750000.0,759000.0,455114.0,23.37,-114986,-53810,173708
2009-11-20,751000.0,755000.0,343361.0,23.25,-4511,-588,6167
2009-11-23,761000.0,759000.0,288180.0,23.37,-11459,-30718,67333
2009-11-24,761000.0,742000.0,354539.0,22.84,70839,-54283,-16481
2009-11-25,742000.0,749000.0,212706.0,23.06,-8095,23216,-15155
2009-11-26,749000.0,743000.0,236268.0,22.88,-24296,-47246,72787
2009-11-27,730000.0,712000.0,463339.0,21.92,81902,-18771,-60417
2009-11-30,723000.0,720000.0,376335.0,22.17,56240,-59793,-11701
2009-12-01,720000.0,737000.0,345641.0,22.69,-5494,22760,-15083
2009-12-02,743000.0,747000.0,334794.0,23.0,-41362,-32868,89781
2009-12-03,752000.0,759000.0,320498.0,23.37,-105452,54633,55707
2009-12-04,758000.0,762000.0,366960.0,23.46,-82968,64110,27436
2009-12-07,770000.0,771000.0,329583.0,23.74,-122464,53338,88928
2009-12-08,771000.0,772000.0,201922.0,23.77,-30873,12977,26971
2009-12-09,762000.0,778000.0,356783.0,23.95,-44462,56762,-8797
2009-12-10,771000.0,788000.0,891683.0,24.26,-57584,23434,34897
2009-12-11,790000.0,785000.0,325591.0,24.17,-56388,51236,19587
2009-12-14,785000.0,779000.0,310154.0,23.98,46688,-16835,-27198
2009-12-15,780000.0,777000.0,245432.0,23.92,38106,-39063,5470
2009-12-16,780000.0,780000.0,399330.0,24.01,-19296,-5086,26200
2009-12-17,781000.0,765000.0,317829.0,23.55,48918,-26754,-22955
2009-12-18,760000.0,773000.0,406524.0,23.8,-23055,39169,-16500
2009-12-21,773000.0,771000.0,291763.0,23.74,-21190,17925,13887
2009-12-22,775000.0,781000.0,245910.0,24.05,-60904,1842,78240
2009-12-23,788000.0,784000.0,250159.0,24.14,-40925,3280,40799
2009-12-24,785000.0,790000.0,407107.0,24.32,-69027,62618,16383
2009-12-28,790000.0,787000.0,235595.0,24.23,-3524,-43706,64093
2009-12-29,786000.0,786000.0,136900.0,24.2,15944,-38058,22437
2009-12-30,788000.0,799000.0,295625.0,24.6,-42692,1306,35671
2010-01-04,803000.0,809000.0,239271.0,14.38,-31413,39238,-7063
2010-01-05,826000.0,822000.0,559219.0,14.61,-116719,-24007,153239
2010-01-06,829000.0,841000.0,459755.0,14.95,-108343,-39268,154279
2010-01-07,841000.0,813000.0,443237.0,14.45,13448,-25451,10713
2010-01-08,820000.0,821000.0,295798.0,14.59,15929,-50166,40758
2010-01-11,821000.0,797000.0,398901.0,14.17,58194,-41030,-9899
2010-01-12,797000.0,809000.0,384460.0,14.38,-8025,-56909,71771
2010-01-13,805000.0,797000.0,267619.0,14.17,33582,-12360,-17069
2010-01-14,806000.0,827000.0,532705.0,14.7,-97131,64377,33961
2010-01-15,832000.0,842000.0,398401.0,14.97,-106088,-53228,172960
2010-01-18,840000.0,843000.0,261691.0,14.98,-19383,-20139,52046
2010-01-19,850000.0,823000.0,241308.0,14.63,56214,-47716,-3860
2010-01-20,823000.0,834000.0,384306.0,14.82,-7033,-78530,80495
2010-01-21,820000.0,850000.0,340148.0,15.11,-77931,-63056,142465
2010-01-22,840000.0,825000.0,470536.0,14.66,89243,-684,-82431
2010-01-25,816000.0,842000.0,412797.0,14.97,-80340,-41037,121220
2010-01-26,846000.0,815000.0,375210.0,14.49,35016,7519,-39374
2010-01-27,815000.0,800000.0,370760.0,14.22,47249,23593,-80943
2010-01-28,808000.0,808000.0,276614.0,14.36,9175,-36160,39232
2010-01-29,800000.0,784000.0,457285.0,13.94,110000,-18329,-88127
2010-02-01,784000.0,777000.0,501042.0,13.81,109328,27067,-143311
2010-02-02,790000.0,772000.0,393803.0,13.72,50163,-16297,-34340
2010-02-03,782000.0,777000.0,330235.0,13.81,20554,-21120,6421
2010-02-04,775000.0,776000.0,239799.0,13.79,26913,-44076,-7183
2010-02-05,758000.0,750000.0,515034.0,13.33,53962,53508,-115214
2010-02-08,747000.0,748000.0,439608.0,13.3,48926,50270,-103331
2010-02-09,748000.0,761000.0,337459.0,13.53,18402,13647,-25749
2010-02-10,763000.0,755000.0,263846.0,13.42,62107,-34935,-29376
2010-02-11,757000.0,763000.0,265050.0,13.56,-8198,-18582,18806
2010-02-12,767000.0,750000.0,458574.0,13.33,121899,-56916,-66801
2010-02-16,750000.0,756000.0,154766.0,13.44,-7910,-5961,3676
2010-02-17,772000.0,779000.0,280246.0,13.85,-79779,-13205,98260
2010-02-18,779000.0,775000.0,145108.0,13.78,-6517,-16032,27582
2010-02-19,769000.0,760000.0,223000.0,13.51,7926,-1800,-615
2010-02-22,772000.0,773000.0,231865.0,13.74,-54484,37096,12734
2010-02-23,774000.0,767000.0,251717.0,13.63,34209,-122,-35078
2010-02-24,759000.0,752000.0,301431.0,13.37,101885,-7350,-96514
2010-02-25,754000.0,736000.0,386093.0,13.08,160614,-2974,-153883
2010-02-26,740000.0,744000.0,311924.0,13.22,-17649,-6755,19457
2010-03-02,761000.0,770000.0,471552.0,13.69,-161311,34445,119408
2010-03-03,771000.0,771000.0,194602.0,13.7,-18448,5589,17880
2010-03-04,771000.0,761000.0,204388.0,13.53,18596,10179,-21247
2010-03-05,763000.0,775000.0,235291.0,13.78,-79206,6482,60246
2010-03-08,790000.0,786000.0,391403.0,13.97,-80087,-87881,170780
2010-03-09,787000.0,786000.0,244284.0,13.97,-3907,-93306,102195
2010-03-10,786000.0,784000.0,227383.0,13.94,-2165,-7865,8718
2010-03-11,790000.0,778000.0,392802.0,13.83,-1207,86640,-75566
2010-03-12,778000.0,778000.0,200080.0,13.83,12425,-25005,14682
2010-03-15,782000.0,768000.0,251707.0,13.65,45663,-19186,-26362
2010-03-16,768000.0,765000.0,331137.0,13.6,68349,-123140,50298
2010-03-17,772000.0,798000.0,437152.0,14.18,-184613,-28379,219351
2010-03-18,795000.0,797000.0,307995.0,14.17,-74538,-16956,107386
2010-03-19,801000.0,804000.0,214492.0,14.29,-47467,-21410,60095
2010-03-22,803000.0,801000.0,184264.0,14.24,-2736,-25240,49559
2010-03-23,807000.0,809000.0,198652.0,14.38,-31751,-572,13988
2010-03-24,815000.0,819000.0,318916.0,14.56,-77913,20985,62858
2010-03-25,815000.0,819000.0,189958.0,14.56,-15284,14351,12255
2010-03-26,823000.0,820000.0,209802.0,14.58,-15022,-29528,60053
