Symbol,한미사이언스_시가(원),한미사이언스_종가(원),한미사이언스_거래량(주),한미사이언스_PER(IFRS-연결),한미사이언스_순매수수량(개인)(주),한미사이언스_순매수수량(기관계)(주),한미사이언스_순매수수량(외국인계)(주)
2009-11-27,122000.0,123500.0,66747.0,10.68,-20621,20473,-2588
2009-11-30,123500.0,127000.0,73365.0,10.98,-19246,19114,-3555
2009-12-01,126000.0,133000.0,129587.0,11.5,-79793,57383,4923
2009-12-02,132000.0,134000.0,77291.0,11.59,-20349,20636,-2890
2009-12-03,132500.0,131000.0,48469.0,11.33,2883,1851,-1241
2009-12-04,130000.0,129000.0,86284.0,11.16,13591,-11954,6352
2009-12-07,128000.0,132000.0,60348.0,11.42,-12645,10619,2076
2009-12-08,131500.0,131000.0,31375.0,11.33,-3493,7047,-2459
2009-12-09,129500.0,134500.0,66927.0,11.63,-28902,22406,605
2009-12-10,136500.0,136500.0,110104.0,11.8,-15439,10400,7803
2009-12-11,135500.0,138500.0,33122.0,11.98,-15923,11628,3350
2009-12-14,138000.0,136000.0,68574.0,11.76,12373,-11670,-1339
2009-12-15,134500.0,132500.0,66815.0,11.46,12185,-16168,1624
2009-12-16,132000.0,136000.0,52941.0,11.76,-7122,1588,6968
2009-12-17,134500.0,137500.0,36352.0,11.89,-9961,5522,4029
2009-12-18,136500.0,136000.0,33556.0,11.76,5003,-6968,436
2009-12-21,135000.0,131500.0,54760.0,11.37,5295,-6308,670
2009-12-22,132000.0,130000.0,46790.0,11.24,15181,-19648,3757
2009-12-23,131000.0,131000.0,26592.0,11.33,1388,-4548,2718
2009-12-24,131000.0,133500.0,43570.0,11.55,-20833,7776,9523
2009-12-28,131000.0,129000.0,81993.0,11.16,28506,-26647,2615
2009-12-29,126500.0,127000.0,25044.0,11.47,-9539,3840,8388
2009-12-30,127000.0,128000.0,23210.0,11.56,-6343,771,5446
2010-01-04,128500.0,127000.0,32006.0,16.25,-9068,1428,7561
2010-01-05,127000.0,124500.0,37661.0,15.93,11592,-21742,10420
2010-01-06,125000.0,122500.0,73172.0,15.67,31173,-35970,3311
2010-01-07,122000.0,122000.0,36493.0,15.61,9508,-17421,7088
2010-01-08,123500.0,121000.0,24347.0,15.48,3629,-5155,1294
2010-01-11,119500.0,119000.0,155402.0,15.22,44014,-52363,10688
2010-01-12,119000.0,116500.0,64070.0,14.9,23357,-32376,13059
2010-01-13,117000.0,115500.0,40119.0,14.77,11506,-14100,7547
2010-01-14,115500.0,115000.0,79916.0,14.71,30884,-18929,-6098
2010-01-15,115000.0,113000.0,108645.0,14.45,31089,-60914,41973
2010-01-18,112500.0,113000.0,50852.0,14.45,4752,3159,-4287
2010-01-19,114000.0,116000.0,134623.0,14.84,-10705,-81776,92375
2010-01-20,116000.0,113000.0,53941.0,14.45,34725,-33513,39
2010-01-21,113000.0,114500.0,32943.0,14.65,1299,-9566,8174
2010-01-22,114500.0,113000.0,71198.0,14.45,11369,-21365,13758
2010-01-25,112500.0,111500.0,38549.0,14.26,1203,4873,-1801
2010-01-26,111500.0,111000.0,58703.0,14.2,12423,-3195,-1906
2010-01-27,109500.0,109000.0,47699.0,13.94,3069,-3305,1034
2010-01-28,109500.0,114000.0,52630.0,14.58,-35056,31929,2324
2010-01-29,112000.0,115500.0,76235.0,14.77,-44191,31158,9079
2010-02-01,115000.0,114000.0,42591.0,14.58,7921,-1830,-6805
2010-02-02,113000.0,113000.0,36861.0,14.45,7698,453,-5983
2010-02-03,112000.0,109500.0,71130.0,14.01,44808,-40690,-3797
2010-02-04,109500.0,109000.0,21187.0,13.94,5485,-2798,-2581
2010-02-05,106500.0,113000.0,82395.0,14.45,-50842,38930,9196
2010-02-08,116000.0,116000.0,118298.0,14.84,-49337,41911,5333
2010-02-09,116000.0,114500.0,53526.0,14.65,-12673,-474,12187
2010-02-10,114000.0,112000.0,51129.0,14.33,16350,-10779,-5051
2010-02-11,112500.0,113000.0,28110.0,14.45,-4830,6232,-2969
2010-02-12,112000.0,109500.0,79279.0,14.01,35670,-25213,-4103
2010-02-16,109500.0,110000.0,26464.0,14.07,1153,-3358,1407
2010-02-17,110000.0,107500.0,185416.0,13.75,77616,-79044,3696
2010-02-18,108500.0,107000.0,39472.0,13.69,8227,-7632,453
2010-02-19,108500.0,108000.0,36279.0,13.82,-4891,8171,55
2010-02-22,108000.0,109000.0,34251.0,13.94,944,1702,2056
2010-02-23,109000.0,109000.0,26009.0,13.94,-7023,4315,2522
2010-02-24,109000.0,109500.0,23819.0,14.01,-3398,1426,1401
2010-02-25,109500.0,108500.0,38865.0,13.88,-15580,16957,-367
2010-02-26,109000.0,111000.0,45855.0,14.2,-20551,4037,16719
2010-03-02,110000.0,112500.0,41164.0,14.39,-21782,1696,19738
2010-03-03,112500.0,110000.0,43115.0,14.07,24700,-23724,-368
2010-03-04,110000.0,109500.0,30892.0,14.01,3951,-14808,11557
2010-03-05,109500.0,111000.0,22902.0,14.2,-15144,15681,-512
2010-03-08,110500.0,111500.0,25992.0,14.26,-6487,6758,916
2010-03-09,111000.0,113500.0,34542.0,14.52,-18457,16559,1887
2010-03-10,113500.0,114500.0,34487.0,14.65,-21983,25433,-3692
2010-03-11,114500.0,111000.0,84629.0,14.2,21041,5734,6227
2010-03-12,111500.0,113000.0,24172.0,14.45,-11157,8089,2931
2010-03-15,112000.0,111500.0,18410.0,14.26,5267,-6439,1300
2010-03-16,111000.0,112000.0,11042.0,14.33,-4446,373,3668
2010-03-17,111500.0,111500.0,34359.0,14.26,9251,-15494,7658
2010-03-18,110500.0,111000.0,22731.0,14.2,10087,-4379,-5143
2010-03-19,111500.0,112000.0,25074.0,14.33,-5826,1218,3857
2010-03-22,112500.0,110000.0,28443.0,14.07,18291,-12438,-3774
2010-03-23,111500.0,114000.0,97824.0,14.58,-19931,14860,1111
2010-03-24,114000.0,113000.0,27413.0,14.45,1748,-780,-2298
2010-03-25,112500.0,115000.0,35463.0,14.71,-12116,3595,9019
2010-03-26,117500.0,117000.0,165619.0,14.97,-21574,-21800,45902
2010-03-29,117000.0,113000.0,66562.0,14.45,13232,-32000,18021
2010-03-30,112500.0,112000.0,44371.0,14.33,10095,-29075,19144
2010-03-31,112000.0,109500.0,85158.0,14.01,51121,-38836,-9703
2010-04-01,110000.0,110500.0,50211.0,14.13,7561,-22895,14687
2010-04-02,110500.0,106500.0,147347.0,13.62,113033,-100920,-5808
2010-04-05,107000.0,104500.0,109333.0,13.37,54062,-62381,11427
2010-04-06,105000.0,107000.0,61267.0,13.69,-3392,-25746,30249
2010-04-07,107000.0,104500.0,111790.0,13.37,65961,-66067,1982
2010-04-08,104000.0,104500.0,74009.0,13.37,35744,-23030,-9996
2010-04-09,105500.0,104000.0,91602.0,13.3,43364,-46785,3390
2010-04-12,103000.0,103000.0,76513.0,13.18,20123,-22880,4551
2010-04-13,104000.0,101000.0,88996.0,12.92,55429,-53381,1384
2010-04-14,100000.0,101000.0,51992.0,12.92,10102,-12241,2459
2010-04-15,101000.0,101000.0,47777.0,12.92,13130,-14715,4285
2010-04-16,101000.0,100000.0,51863.0,12.79,25976,-30653,5885
2010-04-19,100500.0,101000.0,43804.0,12.92,-17965,-4736,23286
2010-04-20,101000.0,100500.0,41160.0,12.86,-4320,-4356,8713
2010-04-21,101000.0,100500.0,48991.0,12.86,18594,-18226,38
2010-04-22,101000.0,100500.0,36818.0,12.86,846,-18036,17740
2010-04-23,101000.0,101000.0,42714.0,12.92,-294,-6746,7208
2010-04-26,101000.0,101000.0,39195.0,12.92,-817,-11668,13561
2010-04-27,101500.0,97500.0,446994.0,12.47,72114,-230373,141524
2010-04-28,97600.0,92200.0,210060.0,11.79,101730,-60030,-42353
2010-04-29,92800.0,90000.0,208156.0,11.51,50354,-7053,-40192
2010-04-30,88500.0,85400.0,195912.0,10.92,34989,-38025,5100
2010-05-03,83200.0,86600.0,131044.0,11.08,-32244,-3847,36049
2010-05-04,87700.0,90300.0,131784.0,11.55,-18026,-19113,38288
2010-05-06,88600.0,86200.0,65877.0,11.03,22071,-8788,-10597
2010-05-07,84700.0,89400.0,101838.0,11.44,-28126,5706,20962
2010-05-10,90100.0,87100.0,66408.0,11.14,11467,-5114,-3067
2010-05-11,88800.0,86300.0,77260.0,11.04,28042,-41516,19193
2010-05-12,86500.0,86000.0,37309.0,11.0,1090,-6787,3377
2010-05-13,86100.0,84300.0,53155.0,10.78,15590,-19010,3892
2010-05-14,84000.0,84400.0,40259.0,10.8,7577,-18027,9837
2010-05-17,83200.0,81700.0,71009.0,10.45,9052,-7962,4895
2010-05-18,81300.0,81000.0,61890.0,10.36,-20518,5068,13011
2010-05-19,80800.0,82000.0,42092.0,10.49,-1889,-1244,6789
2010-05-20,82100.0,81700.0,34893.0,10.45,-935,5966,-6559
2010-05-24,81000.0,78100.0,55054.0,9.99,15444,-8089,-4080
2010-05-25,77100.0,75800.0,74222.0,9.7,-18929,7218,16800
2010-05-26,75000.0,78300.0,48527.0,10.02,-18241,10554,7781
2010-05-27,77300.0,76200.0,39824.0,9.75,15981,-5611,-9604
2010-05-28,76400.0,74100.0,95944.0,9.48,33355,-22943,-12571
2010-05-31,74600.0,77400.0,60918.0,9.9,-24053,913,22941
2010-06-01,78000.0,80200.0,134200.0,10.26,-18802,43921,-17628
2010-06-03,80900.0,84800.0,111657.0,10.85,-27926,24488,-13159
2010-06-04,85200.0,86600.0,95952.0,11.08,-27649,1462,12989
2010-06-07,85900.0,84000.0,67441.0,10.75,5234,-14517,-7650
2010-06-08,84400.0,88200.0,103221.0,11.28,-46413,22783,6142
2010-06-09,89000.0,88700.0,78781.0,11.35,-836,-8065,-132
2010-06-10,88700.0,87000.0,66038.0,11.13,6253,-15156,-7462
2010-06-11,86600.0,85400.0,79743.0,10.92,4672,-9754,-14056
2010-06-14,84300.0,86200.0,47935.0,11.03,-6604,-10310,8153
2010-06-15,85500.0,85500.0,38347.0,10.94,79,-18526,9994
2010-06-16,84600.0,84400.0,59013.0,10.8,-8512,-10144,10905
2010-06-17,84400.0,84200.0,49134.0,10.77,3568,-21325,15470
2010-06-18,84200.0,83500.0,25668.0,10.68,5886,-10114,3852
2010-06-21,82700.0,85500.0,56593.0,10.94,-23311,18608,2899
2010-06-22,85100.0,85600.0,28498.0,10.95,6177,-9405,2697
2010-06-23,85300.0,84100.0,29034.0,10.76,6914,-8703,776
2010-06-24,84000.0,83000.0,42052.0,10.62,19611,-25177,6978
2010-06-25,83000.0,89000.0,118324.0,11.38,-48154,42786,6470
2010-06-28,88300.0,86200.0,92055.0,11.03,15346,-9079,-4702
2010-06-29,86200.0,86200.0,0.0,11.03,0,0,0
2010-06-30,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-01,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-02,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-05,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-06,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-07,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-08,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-09,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-12,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-13,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-14,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-15,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-16,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-19,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-20,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-21,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-22,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-23,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-26,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-27,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-28,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-29,86200.0,86200.0,0.0,11.03,0,0,0
2010-07-30,59000.0,50200.0,243383.0,9.38,108313,-80379,-22053
2010-08-02,49100.0,44700.0,157502.0,8.35,45090,-50444,7651
2010-08-03,44750.0,43050.0,121191.0,8.05,58663,-20290,-36083
2010-08-04,43100.0,42200.0,70487.0,7.89,18644,-10145,-8509
2010-08-05,42250.0,41250.0,60542.0,7.71,16077,-4922,-11144
2010-08-06,41050.0,42350.0,99823.0,7.91,12442,822,-11273
2010-08-09,43750.0,44950.0,359903.0,8.4,98131,-15844,-82907
2010-08-10,45000.0,43450.0,106948.0,8.12,17547,-13495,-4074
2010-08-11,43300.0,42200.0,76378.0,7.89,18321,-18356,-291
2010-08-12,41100.0,41200.0,53695.0,7.7,19255,-12454,-5993
2010-08-13,40750.0,40200.0,67506.0,7.51,927,-6211,5270
2010-08-16,40000.0,39350.0,47338.0,7.35,8904,-5920,-1134
2010-08-17,39850.0,40300.0,64146.0,7.53,-822,532,0
2010-08-18,40300.0,40600.0,34283.0,7.59,-1332,-1430,2761
2010-08-19,40600.0,40300.0,41381.0,7.53,12345,-15755,3200
2010-08-20,40200.0,40350.0,20482.0,7.54,6213,216,-6429
2010-08-23,40200.0,40100.0,26639.0,7.49,5914,129,-6268
2010-08-24,40100.0,40100.0,31428.0,7.49,2117,1043,-3010
2010-08-25,40050.0,40100.0,21063.0,7.49,-2922,1732,1190
2010-08-26,40200.0,39600.0,17652.0,7.4,212,-42,-170
2010-08-27,39200.0,38400.0,54107.0,7.18,16750,-1460,-13290
2010-08-30,38850.0,38350.0,11931.0,7.17,30,-70,-190
2010-08-31,38400.0,38350.0,28401.0,7.17,1453,-7038,5345
2010-09-01,38350.0,38350.0,21790.0,7.17,5714,-5427,-487
2010-09-02,38400.0,37850.0,40809.0,7.07,-2804,151,1900
2010-09-03,37650.0,36150.0,92509.0,6.76,26303,-7532,-18746
2010-09-06,36150.0,36300.0,24610.0,6.78,-91,-59,150
2010-09-07,36750.0,36100.0,12962.0,6.75,3294,-2497,-687
2010-09-08,36400.0,35750.0,16640.0,6.68,3213,-2223,-800
2010-09-09,35700.0,37300.0,62303.0,6.97,-21253,21286,-33
2010-09-10,37700.0,37650.0,39402.0,7.04,-17723,19083,-1360
2010-09-13,37800.0,36800.0,32196.0,6.88,1589,-1860,271
2010-09-14,37050.0,37200.0,17157.0,6.95,-5022,9112,-4090
2010-09-15,37100.0,36900.0,16513.0,6.9,-4103,5750,-367
2010-09-16,37200.0,37700.0,52044.0,7.05,1358,5602,-11060
2010-09-17,38200.0,38100.0,25461.0,7.12,-1339,3580,-6971
2010-09-20,38650.0,38700.0,37027.0,7.23,1236,-3856,-2100
2010-09-24,39150.0,39800.0,43168.0,7.44,-1370,-60,1820
2010-09-27,40400.0,41000.0,46483.0,7.66,-12506,1406,13620
2010-09-28,41500.0,40350.0,36486.0,7.54,-3829,2019,2610
2010-09-29,40150.0,40300.0,22218.0,7.53,-675,-5105,4510
2010-09-30,39700.0,40400.0,19535.0,7.55,-6394,3314,2880
2010-10-01,40100.0,40450.0,11651.0,7.56,-799,-171,1170
2010-10-04,40450.0,40600.0,9770.0,7.59,-2788,1478,200
2010-10-05,40800.0,40650.0,9961.0,7.6,-2126,-94,2220
2010-10-06,40650.0,40900.0,17383.0,7.64,-3594,84,3010
2010-10-07,40800.0,40000.0,22797.0,7.48,700,90,-760
2010-10-08,40450.0,39850.0,16119.0,7.45,-1269,-90,1259
2010-10-11,39850.0,39800.0,9660.0,7.44,178,-68,-50
2010-10-12,39800.0,39450.0,19264.0,7.37,-3920,161,3759
2010-10-13,39450.0,39000.0,21638.0,7.29,5150,180,-5930
2010-10-14,39000.0,39000.0,19052.0,7.29,713,1290,-2403
2010-10-15,39000.0,38950.0,6121.0,7.28,-331,-1439,1820
2010-10-18,39000.0,39750.0,9291.0,7.43,-2875,215,2660
2010-10-19,39950.0,39800.0,12057.0,7.44,-3009,3403,-380
2010-10-20,39800.0,39450.0,11302.0,7.37,5345,85,-5630
2010-10-21,39550.0,38800.0,24404.0,7.25,5658,-10867,4959
2010-10-22,38850.0,38350.0,32096.0,7.17,5190,-16570,11280
2010-10-25,38350.0,38000.0,29915.0,7.1,6021,-7411,390
2010-10-26,38000.0,38350.0,14814.0,7.17,-2039,4280,-2441
2010-10-27,38450.0,38150.0,13916.0,7.13,4783,2828,-7511
2010-10-28,38100.0,37250.0,37947.0,6.96,1372,1578,-1750
2010-10-29,37250.0,37200.0,12256.0,6.95,3080,-370,-2910
2010-11-01,37200.0,36650.0,23925.0,6.85,7186,-2216,-5270
2010-11-02,36300.0,36250.0,8851.0,6.77,350,270,-820
2010-11-03,36350.0,35950.0,24607.0,6.72,14840,490,-15580
2010-11-04,35850.0,36100.0,14577.0,6.75,870,760,-1630
2010-11-05,36200.0,36150.0,9420.0,6.76,-2752,252,2000
2010-11-08,36650.0,36300.0,9034.0,6.78,-1068,-321,1339
2010-11-09,36150.0,36400.0,10600.0,6.8,-550,-2300,5590
2010-11-10,36150.0,38350.0,92778.0,7.17,-7792,-8034,15826
2010-11-11,37800.0,35000.0,87232.0,6.54,45850,-32750,-13140
2010-11-12,35800.0,36100.0,30475.0,6.75,-6216,1656,4460
2010-11-15,36550.0,36300.0,12844.0,6.78,738,-130,-1110
2010-11-16,36350.0,35600.0,8597.0,6.65,722,88,-810
2010-11-17,36100.0,35150.0,13746.0,6.57,1475,-85,-1790
2010-11-18,35100.0,35150.0,13184.0,6.57,7749,-3869,-3080
2010-11-19,35250.0,35300.0,7650.0,6.6,2163,-233,-1430
2010-11-22,35400.0,35400.0,4312.0,6.62,-1295,1185,60
2010-11-23,35200.0,35300.0,7183.0,6.6,-890,900,-10
2010-11-24,34150.0,35350.0,13510.0,6.61,-3107,2077,1030
2010-11-25,35250.0,35200.0,8718.0,6.58,2148,117,-2265
2010-11-26,35100.0,35000.0,8000.0,6.54,-1611,670,850
2010-11-29,34950.0,34500.0,9174.0,6.45,-1252,712,540
2010-11-30,34450.0,36100.0,13587.0,6.75,-5430,770,4660
2010-12-01,35900.0,36350.0,11869.0,6.79,-7438,518,6920
2010-12-02,36000.0,36000.0,7121.0,6.73,-247,-1163,1410
2010-12-03,35850.0,35850.0,5573.0,6.7,-1024,231,793
2010-12-06,35800.0,35900.0,4760.0,6.71,-26,336,-310
2010-12-07,35700.0,35450.0,5542.0,6.62,-713,83,730
2010-12-08,35450.0,35850.0,5483.0,6.7,-3611,1250,2361
2010-12-09,35850.0,37900.0,57849.0,7.08,-2863,-5047,8910
2010-12-10,37350.0,36850.0,12931.0,6.89,3870,-3900,50
2010-12-13,36500.0,36800.0,9198.0,6.88,1600,-3250,1740
2010-12-14,36500.0,36600.0,10613.0,6.84,1545,-705,1820
2010-12-15,36600.0,36350.0,14349.0,6.79,7845,-1665,-3140
2010-12-16,36350.0,36150.0,8902.0,6.76,2560,20,1140
2010-12-17,36350.0,35900.0,14154.0,6.71,3256,-209,-1497
2010-12-20,35850.0,35100.0,12697.0,6.56,430,-1740,1310
2010-12-21,35250.0,36550.0,16900.0,6.83,-11930,7050,4880
2010-12-22,36500.0,36200.0,10461.0,6.77,4094,-5554,1460
2010-12-23,36450.0,36400.0,3321.0,6.8,-730,10,720
2010-12-24,36450.0,36350.0,4667.0,6.79,-660,0,660
2010-12-27,36700.0,36400.0,15365.0,6.8,2109,-4089,1980
2010-12-28,36200.0,37000.0,22846.0,6.92,-4562,-5738,5570
2010-12-29,35900.0,35750.0,4580.0,7.0,6,-396,390
2010-12-30,36450.0,37100.0,21586.0,7.27,-15420,-2510,17930
2011-01-03,37150.0,37000.0,8377.0,41.59,-3071,-150,3221
2011-01-04,37000.0,37000.0,9818.0,41.59,-4610,1070,4110
2011-01-05,37000.0,37000.0,11054.0,41.59,-3469,-821,5190
2011-01-06,36850.0,36800.0,9140.0,41.36,-2168,368,1800
2011-01-07,36700.0,36550.0,4402.0,41.08,-2172,-248,2420
2011-01-10,36550.0,37000.0,9673.0,41.59,-1990,-1710,3700
2011-01-11,36600.0,37250.0,6270.0,41.86,-2472,-558,3030
2011-01-12,37200.0,37550.0,24380.0,42.2,-11140,-2350,13490
2011-01-13,37550.0,36550.0,19780.0,41.08,8415,-3855,-4500
2011-01-14,36650.0,37000.0,8351.0,41.59,-770,-20,790
2011-01-17,37000.0,36050.0,15441.0,40.52,8338,-6468,-1870
2011-01-18,36100.0,35900.0,5810.0,40.35,696,-1426,730
2011-01-19,35800.0,35400.0,12310.0,39.78,899,-414,520
2011-01-20,35100.0,35200.0,11714.0,39.56,1969,-869,-1100
2011-01-21,35200.0,34650.0,5796.0,38.94,360,-195,-140
2011-01-24,34700.0,34650.0,7420.0,38.94,-70,-2290,2360
2011-01-25,34150.0,34800.0,12453.0,39.11,-2093,803,1680
2011-01-26,34350.0,34250.0,10365.0,38.49,597,-2024,1957
2011-01-27,34250.0,34600.0,25288.0,38.89,-1634,-4280,6014
2011-01-28,34650.0,34050.0,5333.0,38.27,-462,-358,830
2011-01-31,34000.0,33350.0,12800.0,37.48,1351,-3133,1512
2011-02-01,32550.0,32750.0,12679.0,36.8,2230,-5500,3140
2011-02-07,32800.0,33450.0,4137.0,37.6,690,-250,-480
2011-02-08,33450.0,33200.0,10020.0,37.31,469,-2939,2510
2011-02-09,34000.0,34250.0,11410.0,38.49,-4970,-3430,9140
2011-02-10,33450.0,33050.0,17014.0,37.14,3962,-5632,1980
2011-02-11,33100.0,32300.0,19095.0,36.3,5929,-8322,2413
2011-02-14,32350.0,32300.0,7273.0,36.3,2358,-2538,540
2011-02-15,32200.0,31900.0,11052.0,35.85,3034,-1949,-1015
2011-02-16,31450.0,32200.0,7167.0,36.19,-1760,-1930,1260
2011-02-17,32250.0,32300.0,9006.0,36.3,-1779,-61,2110
2011-02-18,32250.0,32000.0,7636.0,35.96,2333,-2963,800
2011-02-21,32000.0,31650.0,7526.0,35.57,3405,-1525,-350
2011-02-22,31600.0,31100.0,7312.0,34.95,660,-730,70
2011-02-23,31000.0,31050.0,10439.0,34.9,-4137,157,2190
2011-02-24,31900.0,31700.0,6678.0,35.62,-4300,-90,3060
2011-02-25,31150.0,31050.0,6934.0,34.9,865,915,-260
2011-02-28,31000.0,31100.0,8482.0,34.95,-440,-150,1520
2011-03-02,30550.0,30250.0,6477.0,34.0,940,-230,-370
2011-03-03,30150.0,30150.0,4358.0,33.88,2185,-370,200
2011-03-04,30200.0,30800.0,5607.0,34.62,-1179,-321,-630
2011-03-07,30150.0,30150.0,4458.0,33.88,2563,-293,-520
2011-03-08,30050.0,30250.0,6386.0,34.0,-1368,40,-1022
2011-03-09,30250.0,30150.0,5691.0,33.88,-749,41,1038
2011-03-10,30550.0,29850.0,15243.0,33.55,3925,2065,-7310
2011-03-11,30300.0,29700.0,11426.0,33.38,210,2680,-1910
2011-03-14,29550.0,28650.0,12192.0,32.2,1030,-880,40
2011-03-15,28600.0,27500.0,20135.0,30.9,1380,-1860,2360
2011-03-16,27550.0,28650.0,11426.0,32.2,-7824,1764,2850
2011-03-17,28200.0,27950.0,7718.0,31.41,-459,-121,1080
2011-03-18,27850.0,28950.0,7691.0,32.54,-2050,-90,1900
2011-03-21,28400.0,29800.0,7287.0,33.49,-4039,2420,1559
2011-03-22,29400.0,30500.0,10184.0,34.28,-4884,2224,1790
2011-03-23,30050.0,30700.0,9051.0,34.5,-3660,2400,390
2011-03-24,30250.0,31250.0,8067.0,35.12,-5277,1920,3077
2011-03-25,30900.0,31450.0,9225.0,35.35,-4455,1885,2430
2011-03-28,31500.0,31800.0,10904.0,35.74,-6966,3818,3368
2011-03-29,32000.0,32300.0,13558.0,36.3,-6149,3429,2530
2011-03-30,32050.0,33400.0,17769.0,37.54,-4999,1229,3760
2011-03-31,33300.0,33950.0,17376.0,38.16,-6439,2010,4809
2011-04-01,33600.0,33950.0,7825.0,38.16,-4574,-21,4645
2011-04-04,33300.0,34100.0,5426.0,38.32,-1854,84,1310
2011-04-05,33800.0,34100.0,5751.0,38.32,-2790,-1040,3830
2011-04-06,33800.0,33850.0,8022.0,38.04,-4426,1366,4210
2011-04-07,33700.0,33000.0,10331.0,37.09,298,-708,1520
2011-04-08,32500.0,32450.0,7904.0,36.47,-300,-245,2230
2011-04-11,32150.0,32300.0,4478.0,36.3,210,-1490,2140
2011-04-12,32200.0,32450.0,3822.0,36.47,380,-150,880
2011-04-13,32300.0,33350.0,6790.0,37.48,-990,-100,1330
2011-04-14,32900.0,33950.0,17671.0,38.16,3290,-5710,2290
2011-04-15,33950.0,33950.0,3756.0,38.16,-595,-535,310
2011-04-18,33950.0,34000.0,10080.0,38.21,281,-551,1210
2011-04-19,34100.0,33500.0,7912.0,37.65,1898,-33,-1695
2011-04-20,33950.0,33600.0,8112.0,37.76,-4099,2219,40
2011-04-21,33550.0,33700.0,12758.0,37.87,-2330,-4070,4130
2011-04-22,33200.0,34050.0,7881.0,38.27,-2190,-50,1920
2011-04-25,34000.0,33350.0,5985.0,37.48,1206,-276,50
2011-04-26,33350.0,32100.0,11786.0,36.08,1580,-2820,110
2011-04-27,32100.0,33900.0,13983.0,38.1,-11350,3750,7480
2011-04-28,33200.0,33500.0,6967.0,37.65,-314,980,1570
2011-04-29,32850.0,33700.0,9448.0,37.87,-2118,1940,40
2011-05-02,33100.0,33650.0,4667.0,37.82,-2275,695,40
2011-05-03,33200.0,33400.0,4979.0,37.54,-1003,-17,1140
2011-05-04,33000.0,34800.0,29210.0,39.11,-7180,2720,3920
2011-05-06,34900.0,34050.0,9418.0,38.27,-361,461,440
2011-05-09,33750.0,32500.0,14196.0,36.53,8157,773,-5590
2011-05-11,32900.0,33250.0,9322.0,37.37,226,3224,-2840
2011-05-12,33450.0,32250.0,13588.0,36.24,4400,2380,-6590
2011-05-13,32400.0,32250.0,6020.0,36.24,3729,-469,-3260
2011-05-16,32250.0,31850.0,10872.0,35.8,5708,1402,-6960
2011-05-17,31550.0,31550.0,6042.0,35.46,2211,-151,-1590
2011-05-18,31700.0,32000.0,6950.0,35.96,-3080,810,2230
2011-05-19,32500.0,31050.0,8990.0,34.9,2413,-1343,-990
2011-05-20,30850.0,31250.0,5381.0,35.12,-790,860,-70
2011-05-23,31300.0,30500.0,5401.0,34.28,1509,381,-2080
2011-05-24,29850.0,30100.0,5944.0,33.83,322,-70,-90
2011-05-25,30200.0,29050.0,13445.0,32.65,1330,720,-2070
2011-05-26,28600.0,28350.0,14756.0,31.86,424,-1954,760
2011-05-27,28300.0,28350.0,9608.0,31.86,-1039,919,870
2011-05-30,28400.0,28000.0,3056.0,31.47,271,-171,-110
2011-05-31,28500.0,28100.0,20956.0,31.58,-12170,3560,3900
2011-06-01,28150.0,28150.0,13586.0,31.64,4928,-1798,-3360
2011-06-02,28100.0,27650.0,7895.0,31.07,3169,-353,-2246
2011-06-03,27650.0,28000.0,5506.0,31.47,-2090,190,-240
