Symbol,한미사이언스_시가(원),한미사이언스_종가(원),한미사이언스_거래량(주),한미사이언스_PER(IFRS-연결),한미사이언스_순매수수량(개인)(주),한미사이언스_순매수수량(기관계)(주),한미사이언스_순매수수량(외국인계)(주)
2008-05-26,153000.0,148500.0,49030.0,16.57,20527,-8143,-12805
2008-05-27,148000.0,148500.0,41960.0,16.57,15605,-5550,-10978
2008-05-28,148500.0,146000.0,95640.0,16.29,22290,-16215,-8267
2008-05-29,146500.0,148000.0,69911.0,16.52,5349,4872,-9910
2008-05-30,148000.0,143000.0,136808.0,15.96,35470,18301,-51655
2008-06-02,143000.0,145000.0,44603.0,16.18,10889,3142,-15539
2008-06-03,144000.0,150500.0,46217.0,16.79,-13808,12413,3787
2008-06-04,150000.0,153000.0,52315.0,17.07,-17076,10174,3518
2008-06-05,151000.0,154500.0,41404.0,17.24,-6856,-5291,11096
2008-06-09,150000.0,156500.0,50510.0,17.46,-20980,8779,9039
2008-06-10,156500.0,155500.0,40424.0,17.35,-8296,9592,-3905
2008-06-11,153500.0,154500.0,34045.0,17.24,-5675,5199,-3152
2008-06-12,152000.0,146000.0,59544.0,16.29,16633,-3660,-17713
2008-06-13,146000.0,145000.0,51436.0,16.18,3578,11089,-17370
2008-06-16,146000.0,145000.0,27392.0,16.18,4616,3660,-9550
2008-06-17,147500.0,150500.0,30987.0,16.79,-9231,1873,5236
2008-06-18,151500.0,152000.0,19112.0,16.96,-7247,5891,3814
2008-06-19,152000.0,150500.0,19672.0,16.79,2155,-3735,742
2008-06-20,146500.0,150500.0,24065.0,16.79,6805,-431,-6608
2008-06-23,148000.0,146500.0,8519.0,16.35,1231,-708,19
2008-06-24,146000.0,150000.0,25469.0,16.74,-7438,-1401,8784
2008-06-25,149500.0,154500.0,26235.0,17.24,-17093,11093,3004
2008-06-26,152000.0,154000.0,28439.0,17.18,-4419,2533,-1931
2008-06-27,151000.0,154000.0,20167.0,17.18,-2878,8660,-5906
2008-06-30,153000.0,154000.0,28642.0,17.18,-3565,10663,-7005
2008-07-01,154000.0,147000.0,37697.0,16.4,11279,1194,-21876
2008-07-02,146500.0,143000.0,38475.0,15.96,5403,4586,-10426
2008-07-03,141000.0,133500.0,80665.0,14.9,20778,583,-16817
2008-07-04,134000.0,130500.0,57606.0,14.56,8307,-5745,4489
2008-07-07,129000.0,132500.0,17986.0,14.79,-5596,8492,-2669
2008-07-08,131500.0,130500.0,57214.0,14.56,11057,-8885,4406
2008-07-09,132000.0,127500.0,42382.0,14.23,9920,626,-11852
2008-07-10,125500.0,128000.0,57298.0,14.28,-1575,11535,-9734
2008-07-11,129500.0,131500.0,27359.0,14.67,-1819,-288,-735
2008-07-14,133500.0,128000.0,18351.0,14.28,8224,-6609,-1355
2008-07-15,128000.0,123500.0,19398.0,13.78,3294,-2970,-134
2008-07-16,125000.0,123000.0,23707.0,13.73,4840,-1415,-2909
2008-07-17,126000.0,121000.0,35650.0,13.5,17242,-12078,-4800
2008-07-18,123000.0,121500.0,19063.0,13.56,3849,-7125,3202
2008-07-21,123500.0,130000.0,26188.0,14.51,-12288,8359,4056
2008-07-22,130000.0,131500.0,12461.0,14.67,-2172,3499,-1299
2008-07-23,135000.0,133500.0,16556.0,14.9,-4546,1490,3154
2008-07-24,134000.0,132500.0,28187.0,14.79,-2030,2288,2977
2008-07-25,131000.0,127000.0,29288.0,14.17,14297,-16802,4043
2008-07-28,129000.0,132000.0,32977.0,14.73,-4027,-13800,19690
2008-07-29,130000.0,137000.0,53373.0,15.29,-24735,-9012,33804
2008-07-30,137500.0,135000.0,23553.0,15.06,1854,8254,-10350
2008-07-31,132000.0,122500.0,95137.0,13.67,46066,-18668,-27043
2008-08-01,123000.0,122000.0,25864.0,13.61,16437,-12171,-2849
2008-08-04,122000.0,117500.0,35372.0,13.11,10887,-9008,-2231
2008-08-05,116500.0,126000.0,36206.0,14.06,-18536,10754,8548
2008-08-06,126000.0,124000.0,38713.0,13.84,12372,718,-13139
2008-08-07,123500.0,119000.0,29263.0,13.28,13228,-8205,-4338
2008-08-08,118500.0,116500.0,35364.0,13.0,19174,-11774,-7621
2008-08-11,119000.0,120500.0,22162.0,13.45,-4440,7798,-5905
2008-08-12,119000.0,116500.0,27315.0,13.0,14971,-9904,-4561
2008-08-13,117000.0,116000.0,22245.0,12.94,11162,-12675,1333
2008-08-14,116500.0,116500.0,27664.0,13.0,5989,-955,-5541
2008-08-18,115500.0,113000.0,39995.0,12.61,17385,2714,-20122
2008-08-19,113500.0,112500.0,34083.0,12.55,6671,-8196,5877
2008-08-20,113000.0,111000.0,27725.0,12.39,983,-5506,4917
2008-08-21,110500.0,107500.0,55425.0,12.0,6440,-7979,2075
2008-08-22,108000.0,112500.0,52014.0,12.55,-13849,3469,1574
2008-08-25,110500.0,113500.0,28139.0,12.67,-3082,934,-2715
2008-08-26,110000.0,113500.0,39056.0,12.67,82,8506,-11930
2008-08-27,111500.0,112000.0,29312.0,12.5,3224,-1971,-5814
2008-08-28,113000.0,112000.0,35926.0,12.5,1314,-5110,-591
2008-08-29,112500.0,119000.0,73941.0,13.28,-36460,6947,13463
2008-09-01,119000.0,118500.0,31475.0,13.22,-19946,18291,3750
2008-09-02,118500.0,124000.0,53791.0,13.84,-22951,11101,8902
2008-09-03,122000.0,122000.0,42433.0,13.61,-1635,6424,-7257
2008-09-04,125000.0,119500.0,32420.0,13.34,-599,646,-2519
2008-09-05,117000.0,119000.0,32702.0,13.28,-5313,6490,-240
2008-09-08,119000.0,121000.0,27906.0,13.5,4532,-9612,3936
2008-09-09,120000.0,121000.0,33334.0,13.5,556,-4974,3918
2008-09-10,120500.0,121000.0,20259.0,13.5,-4789,1972,2774
2008-09-11,119500.0,121000.0,48629.0,13.5,-4891,-8962,13446
2008-09-12,122500.0,123500.0,20683.0,13.78,-4749,1763,2892
2008-09-16,115000.0,114500.0,42429.0,12.78,-546,14469,-15149
2008-09-17,117000.0,112500.0,52557.0,12.55,21308,-3792,-18742
2008-09-18,110000.0,114000.0,27328.0,12.72,-7223,12810,-5769
2008-09-19,116000.0,119000.0,26615.0,13.28,-10544,15404,-4967
2008-09-22,119500.0,114500.0,41550.0,12.78,14239,-1684,-9936
2008-09-23,114500.0,118000.0,25722.0,13.17,-5583,7730,-1497
2008-09-24,116500.0,118500.0,20589.0,13.22,-1354,1563,2831
2008-09-25,119500.0,121500.0,30888.0,13.56,-9930,1983,4428
2008-09-26,121000.0,122500.0,24873.0,13.67,-7704,6813,544
2008-09-29,121000.0,120000.0,37853.0,13.39,5717,2221,-6162
2008-09-30,117000.0,117000.0,31352.0,13.06,1939,-5113,1611
2008-10-01,116000.0,111000.0,69592.0,12.39,37063,-23135,-6884
2008-10-02,112000.0,111000.0,33227.0,12.39,-806,-1321,1589
2008-10-06,109000.0,102000.0,60145.0,11.38,18191,-3003,-15338
2008-10-07,100000.0,101000.0,41992.0,11.27,-1350,-2236,3540
2008-10-08,98700.0,100000.0,36117.0,11.16,-8397,1333,8247
2008-10-09,101000.0,98900.0,37610.0,11.04,6888,2382,-8973
2008-10-10,96500.0,94900.0,54702.0,10.59,2828,3306,-5351
2008-10-13,95500.0,96100.0,46664.0,10.72,1543,90,862
2008-10-14,100000.0,105500.0,46352.0,11.77,-13904,-11897,25872
2008-10-15,102500.0,105000.0,22130.0,11.72,-4170,6751,-2624
2008-10-16,100500.0,104500.0,35216.0,11.66,-12068,10842,2229
2008-10-17,103000.0,99000.0,37520.0,11.05,2947,3838,-6975
2008-10-20,101500.0,101000.0,35543.0,11.27,-8689,17284,-6614
2008-10-21,102500.0,95000.0,34045.0,10.6,12668,-13965,4234
2008-10-22,96800.0,88500.0,37840.0,9.88,3787,-8635,3580
2008-10-23,80000.0,83300.0,55066.0,9.29,-28,-1994,1969
2008-10-24,83500.0,71400.0,52206.0,7.97,326,-6091,6678
2008-10-27,69100.0,60700.0,48918.0,6.77,5513,-8905,3616
2008-10-28,55800.0,62200.0,130586.0,6.94,9996,-11031,-1998
2008-10-29,64500.0,63500.0,90006.0,7.09,8508,-6806,-10590
2008-10-30,66600.0,73000.0,62177.0,8.15,-4241,9154,3865
2008-10-31,73600.0,77000.0,68438.0,8.59,13790,-10630,-2028
2008-11-03,77000.0,78200.0,58688.0,8.73,4001,5234,-14839
2008-11-04,80700.0,82200.0,61538.0,9.17,2059,335,-1183
2008-11-05,83200.0,88800.0,87205.0,9.91,12426,-9648,-7327
2008-11-06,83200.0,83500.0,116105.0,9.32,12227,-10107,-13180
2008-11-07,80000.0,85000.0,97968.0,9.48,589,2901,-14609
2008-11-10,87600.0,89800.0,86707.0,10.02,-4681,-6435,-8818
2008-11-11,88200.0,93500.0,77413.0,10.43,-19403,534,1179
2008-11-12,92500.0,95900.0,56691.0,10.7,-23567,19502,2529
2008-11-13,93000.0,96000.0,61018.0,10.71,-15751,19463,-8601
2008-11-14,97300.0,93500.0,90835.0,10.43,8519,-5630,-13307
2008-11-17,91400.0,91700.0,501884.0,10.23,5671,-11757,-3597
2008-11-18,90200.0,80000.0,94685.0,8.93,32165,7934,-44479
2008-11-19,82000.0,83300.0,84964.0,9.29,8598,-10565,-2390
2008-11-20,78000.0,79500.0,59704.0,8.87,-6054,-4174,-2122
2008-11-21,78500.0,81600.0,59957.0,9.11,4037,-663,-4644
2008-11-24,82500.0,79900.0,31887.0,8.92,4929,-4360,-2100
2008-11-25,83000.0,85600.0,48876.0,9.55,-20005,7991,8016
2008-11-26,85600.0,91100.0,51071.0,10.17,-19834,14299,1668
2008-11-27,91700.0,92900.0,43763.0,10.37,-14330,9725,4882
2008-11-28,93300.0,95000.0,29111.0,10.6,-11836,13354,-1711
2008-12-01,92700.0,93000.0,21310.0,10.38,-408,-1239,2334
2008-12-02,88400.0,86600.0,33524.0,9.66,3026,-2017,-2029
2008-12-03,88100.0,89600.0,38616.0,10.0,-1204,-6580,6981
2008-12-04,89800.0,87900.0,31506.0,9.81,-1617,522,-948
2008-12-05,87900.0,94400.0,54487.0,10.53,-26391,24331,1400
2008-12-08,95200.0,103000.0,75672.0,11.49,-17722,-9360,21540
2008-12-09,102500.0,98500.0,61296.0,10.99,25498,-9513,-15598
2008-12-10,98700.0,98500.0,115332.0,10.99,33359,7118,-29654
2008-12-11,97500.0,99300.0,66971.0,11.08,-2853,9799,-8802
2008-12-12,97600.0,100500.0,101517.0,11.21,2045,-6437,-1523
2008-12-15,103000.0,100000.0,70190.0,11.16,-2566,13604,-16035
2008-12-16,101000.0,104000.0,43797.0,11.61,-18882,5953,9687
2008-12-17,106000.0,106000.0,33612.0,11.83,-6245,1865,3574
2008-12-18,107500.0,113000.0,73479.0,12.61,-26322,14655,4980
2008-12-19,113000.0,116500.0,52355.0,13.0,-12498,8752,-1472
2008-12-22,117000.0,114000.0,56198.0,12.72,7946,-1,-11084
2008-12-23,113000.0,116000.0,48900.0,12.94,-10313,14937,-1826
2008-12-24,119000.0,111000.0,34731.0,12.39,3688,-6553,3566
2008-12-26,109500.0,113000.0,48660.0,12.61,2010,-12080,11226
2008-12-29,111500.0,108500.0,40379.0,12.67,3029,2095,-11165
2008-12-30,107000.0,108500.0,44613.0,12.67,-3175,11451,-8492
2009-01-02,107500.0,105000.0,43605.0,9.08,17894,-5982,-8245
2009-01-05,106500.0,103000.0,73633.0,8.91,32054,-25136,-3934
2009-01-06,101500.0,101000.0,51250.0,8.73,12467,-6029,4024
2009-01-07,101000.0,102500.0,137761.0,8.86,48159,-40457,1188
2009-01-08,102500.0,102500.0,71587.0,8.86,-1547,-13050,9281
2009-01-09,101500.0,105000.0,95720.0,9.08,-13834,14262,3359
2009-01-12,105000.0,101500.0,41980.0,8.78,-2127,3507,-2389
2009-01-13,101500.0,104000.0,40437.0,8.99,-13376,-3794,9445
2009-01-14,104000.0,102500.0,34633.0,8.86,-7321,-3474,8853
2009-01-15,101000.0,99500.0,65273.0,8.61,5236,-9426,12210
2009-01-16,98300.0,99600.0,31587.0,8.61,2664,3356,-2555
2009-01-19,101000.0,105000.0,67677.0,9.08,-24274,19587,12418
2009-01-20,105000.0,107500.0,62188.0,9.3,-23306,10864,7601
2009-01-21,104000.0,110500.0,60035.0,9.56,-27684,9954,17386
2009-01-22,111000.0,107000.0,51124.0,9.25,3811,-8748,8390
2009-01-23,106000.0,111000.0,43408.0,9.6,-14924,1710,12938
2009-01-28,111000.0,112000.0,54111.0,9.69,-3644,2953,2532
2009-01-29,112500.0,111000.0,37447.0,9.6,244,5455,-1414
2009-01-30,109500.0,108500.0,23652.0,9.38,-2172,-2309,267
2009-02-02,106500.0,102500.0,37063.0,8.86,14868,-15540,1502
2009-02-03,104000.0,104000.0,48484.0,8.99,14661,-11332,1286
2009-02-04,105500.0,103500.0,49914.0,8.95,8056,-13710,6202
2009-02-05,103000.0,101500.0,42277.0,8.78,11394,-5850,-5588
2009-02-06,102000.0,104500.0,73257.0,9.04,422,-4421,7469
2009-02-09,104000.0,102500.0,41235.0,8.86,8494,-16543,7642
2009-02-10,103000.0,103000.0,41746.0,8.91,-766,-566,948
2009-02-11,102000.0,103000.0,21196.0,8.91,-1247,-4691,6330
2009-02-12,104000.0,104500.0,289378.0,9.04,-3963,-2098,6830
2009-02-13,104500.0,108000.0,52125.0,9.34,-9756,2773,3532
2009-02-16,106500.0,113000.0,97200.0,9.77,-47543,42579,3629
2009-02-17,113000.0,107500.0,52118.0,9.3,-6144,19358,-13582
2009-02-18,106000.0,121000.0,135358.0,10.46,-45156,46098,-2489
2009-02-19,122000.0,118000.0,69231.0,10.2,-7614,7120,-1796
2009-02-20,118000.0,122500.0,96293.0,10.59,-18623,33685,-17821
2009-02-23,123500.0,125000.0,68931.0,10.81,1785,14111,-6597
2009-02-24,123000.0,127000.0,72353.0,10.98,-20655,33411,-15171
2009-02-25,129000.0,130000.0,98885.0,11.24,-16789,22105,-1959
2009-02-26,131500.0,130500.0,86856.0,11.29,-8403,-10036,19202
2009-02-27,128500.0,131500.0,82465.0,11.37,-5481,3784,-3749
2009-03-02,134000.0,126000.0,59027.0,10.9,-396,17692,-17608
2009-03-03,122500.0,122500.0,49134.0,10.59,909,16898,-19676
2009-03-04,122500.0,127000.0,60497.0,10.98,-3279,8807,-2336
2009-03-05,126500.0,128500.0,51442.0,11.11,858,4059,-6114
2009-03-06,128000.0,133500.0,39159.0,11.55,-10150,12181,-3098
2009-03-09,134500.0,139000.0,50412.0,12.02,-8070,12110,-4676
2009-03-10,136500.0,134500.0,33358.0,11.63,-800,8133,-7292
2009-03-11,136000.0,134500.0,54044.0,11.63,11354,-12420,2402
2009-03-12,135000.0,139500.0,90099.0,12.06,-17189,5663,10450
2009-03-13,138500.0,138000.0,34522.0,11.93,2967,-6922,-315
2009-03-16,136500.0,135000.0,24664.0,11.68,1330,-975,-932
2009-03-17,137500.0,135500.0,57639.0,11.72,8004,-14359,1293
2009-03-18,137500.0,138000.0,56848.0,11.93,-6336,-2182,4041
2009-03-19,138000.0,139000.0,42016.0,12.02,-1603,-1602,4006
2009-03-20,140000.0,137500.0,35727.0,11.89,4460,-6750,-208
2009-03-23,137500.0,137500.0,40148.0,11.89,2397,-4827,1794
2009-03-24,137500.0,133500.0,32796.0,11.55,16783,-14739,-119
2009-03-25,133500.0,134000.0,29485.0,11.59,7333,-4860,-3749
2009-03-26,134000.0,140500.0,59601.0,12.15,-25743,13443,12782
2009-03-27,140500.0,144000.0,78050.0,12.45,-1167,-9249,6074
2009-03-30,143500.0,142500.0,23024.0,12.32,-3826,173,1731
2009-03-31,143500.0,149500.0,74391.0,12.93,-33572,14500,17398
2009-04-01,150000.0,147000.0,43262.0,12.71,7386,-21063,12709
2009-04-02,147000.0,147000.0,38609.0,12.71,718,-6199,5453
2009-04-03,147000.0,146500.0,42434.0,12.67,3614,3516,-2668
2009-04-06,144000.0,146000.0,27967.0,12.63,4050,-4268,1240
2009-04-07,146000.0,145500.0,20830.0,12.58,2488,530,-2399
2009-04-08,146000.0,145500.0,13423.0,12.58,-1338,821,500
2009-04-09,145000.0,142500.0,121521.0,12.32,57214,-42536,-14281
2009-04-10,139500.0,136500.0,92988.0,11.8,34811,-16633,-16281
2009-04-13,139500.0,137500.0,71708.0,11.89,19846,-7120,-11816
2009-04-14,137000.0,132500.0,69836.0,11.46,11895,-1225,-2986
2009-04-15,132500.0,140000.0,94492.0,12.11,-32510,34464,-3361
2009-04-16,140000.0,141000.0,82410.0,12.19,-20876,30034,-22251
2009-04-17,139000.0,139500.0,87649.0,12.06,-6725,47554,-41901
2009-04-20,138000.0,134000.0,71288.0,11.59,20783,15267,-32520
2009-04-21,133000.0,136000.0,57487.0,11.76,3836,3004,-3320
2009-04-22,137000.0,134500.0,35522.0,11.63,8334,-7192,-1197
2009-04-23,135000.0,136500.0,52795.0,11.8,-14020,12584,-6719
2009-04-24,137500.0,136500.0,28896.0,11.8,4470,4643,-10135
2009-04-27,142000.0,142000.0,190536.0,12.28,50016,-7770,-43248
2009-04-28,144000.0,135000.0,114124.0,11.68,-5996,6525,-4789
2009-04-29,136000.0,137000.0,41090.0,11.85,-5852,7887,-2036
2009-04-30,135000.0,137000.0,75702.0,11.85,6415,5469,-12102
2009-05-04,134500.0,136500.0,68600.0,11.8,12752,-7776,-4399
2009-05-06,134000.0,132500.0,42536.0,11.46,27279,-28231,1033
2009-05-07,132500.0,129500.0,105322.0,11.2,34584,-28152,-7369
2009-05-08,130500.0,133000.0,70995.0,11.5,4678,10645,-15183
2009-05-11,131000.0,133000.0,141186.0,11.5,33359,-27317,-100
2009-05-12,130500.0,127500.0,83855.0,11.03,40029,-39702,116
2009-05-13,128000.0,122000.0,139897.0,10.55,87975,-82596,2208
2009-05-14,122000.0,121000.0,71708.0,10.46,18238,-14004,-3675
2009-05-15,121500.0,120000.0,74627.0,10.38,14501,-30303,16884
2009-05-18,121000.0,125000.0,102752.0,10.81,-33375,31897,522
2009-05-19,126500.0,129000.0,88515.0,11.16,-31415,10910,3077
2009-05-20,129000.0,129000.0,48043.0,11.16,-14014,6118,-413
2009-05-21,126500.0,130500.0,57587.0,11.29,-32518,16859,115
2009-05-22,129500.0,130000.0,51990.0,11.24,-9334,6150,-66
2009-05-25,130000.0,130000.0,76994.0,11.24,-16176,9812,5264
2009-05-26,131500.0,127000.0,54315.0,10.98,8930,-10928,59
2009-05-27,126000.0,123000.0,50124.0,10.64,7454,-4634,-3378
2009-05-28,122000.0,120000.0,81101.0,10.38,4334,-3303,-1213
2009-05-29,120000.0,120000.0,47635.0,10.38,13727,-12679,4255
2009-06-01,120000.0,120000.0,45489.0,10.38,7082,-8083,4099
2009-06-02,121000.0,124500.0,75322.0,10.77,2444,-16996,4259
2009-06-03,126000.0,122500.0,57815.0,10.59,8869,9176,-18061
2009-06-04,122000.0,120500.0,51287.0,10.42,-1401,-2540,-5286
2009-06-05,120000.0,120500.0,45288.0,10.42,10774,-3904,-9248
2009-06-08,119500.0,121000.0,21392.0,10.46,-454,-70,-652
2009-06-09,122000.0,121000.0,36404.0,10.46,-984,1522,-536
2009-06-10,119500.0,120500.0,38401.0,10.42,5548,2465,-8613
2009-06-11,121000.0,124000.0,119582.0,10.72,-16564,5052,8907
2009-06-12,125500.0,131000.0,159812.0,11.33,-72116,61105,8519
2009-06-15,131500.0,133500.0,46801.0,11.55,-16080,13091,1557
2009-06-16,132000.0,136000.0,105135.0,11.76,-39351,39405,-1046
2009-06-17,134000.0,133500.0,42723.0,11.55,3820,11222,-13807
2009-06-18,134000.0,137000.0,90903.0,11.85,-18967,36897,-18568
2009-06-19,137000.0,135000.0,49654.0,11.68,-65,9546,-14682
2009-06-22,134500.0,134500.0,47755.0,11.63,160,-2942,-1516
2009-06-23,131000.0,127000.0,28432.0,10.98,9317,-8435,-859
2009-06-24,127500.0,131000.0,32521.0,11.33,-8568,8630,-985
2009-06-25,128500.0,132500.0,38536.0,11.46,1135,-3453,3715
2009-06-26,132500.0,133000.0,36246.0,11.5,-5821,4651,-156
2009-06-29,133000.0,136000.0,42406.0,11.76,-12654,24268,-8567
2009-06-30,137000.0,137500.0,52151.0,11.89,-20908,29357,-8938
2009-07-01,135500.0,130000.0,48605.0,11.24,21088,-11815,-7655
2009-07-02,131000.0,130000.0,22530.0,11.24,6604,-7535,998
2009-07-03,128000.0,135000.0,73033.0,11.68,-19408,14163,3292
2009-07-06,135000.0,132000.0,19803.0,11.42,5215,-4494,-35
2009-07-07,132000.0,133000.0,24087.0,11.5,188,-3796,665
2009-07-08,133000.0,142000.0,140599.0,12.28,-59591,29507,22335
2009-07-09,142000.0,142000.0,39196.0,12.28,-2649,1135,1886
2009-07-10,140500.0,139500.0,37558.0,12.06,-5185,8133,-3590
2009-07-13,138500.0,137000.0,34213.0,11.85,-2642,5275,-1037
2009-07-14,137500.0,142000.0,55233.0,12.28,-10168,24227,-17887
2009-07-15,142500.0,142500.0,88695.0,12.32,-11229,21170,-5182
2009-07-16,142000.0,140000.0,276378.0,12.11,2600,-84323,82744
2009-07-17,138500.0,135000.0,102584.0,11.68,40633,-24870,-11789
2009-07-20,135500.0,135000.0,102069.0,11.68,20798,6406,-24649
2009-07-21,136000.0,132000.0,116725.0,11.42,46158,-22308,-24100
2009-07-22,134000.0,133000.0,68764.0,11.5,8568,16308,-17079
2009-07-23,133500.0,130000.0,91847.0,11.24,39221,-6887,-34175
2009-07-24,130000.0,131500.0,70097.0,11.37,15508,-4679,-11241
2009-07-27,132000.0,129000.0,110916.0,11.16,48886,-6605,-41893
2009-07-28,129000.0,128000.0,115045.0,11.07,31755,9854,-39647
2009-07-29,126500.0,116500.0,477377.0,10.08,275561,-114833,-164664
2009-07-30,118000.0,115500.0,283031.0,9.99,147893,-125537,4956
2009-07-31,117000.0,115000.0,295225.0,9.95,116264,-171909,65534
2009-08-03,115000.0,111500.0,275450.0,9.64,166139,-129165,-9039
2009-08-04,112500.0,112500.0,279083.0,9.73,136676,-140733,2220
2009-08-05,114000.0,113000.0,191372.0,9.77,66406,-42988,-17986
2009-08-06,113000.0,111500.0,212191.0,9.64,109513,-97991,-5618
2009-08-07,111500.0,111000.0,164818.0,9.6,48614,-43712,552
2009-08-10,111000.0,112500.0,97536.0,9.73,4827,-11085,659
2009-08-11,114000.0,118000.0,313738.0,10.2,-54942,74459,-23491
2009-08-12,117500.0,116000.0,138122.0,10.03,8869,-4263,-20578
2009-08-13,116500.0,112500.0,177584.0,9.73,74982,-64320,-4614
2009-08-14,113000.0,110000.0,282786.0,9.51,186373,-84429,-96254
2009-08-17,112000.0,109000.0,157210.0,9.43,-8462,-11249,20123
2009-08-18,109500.0,113500.0,250121.0,9.82,-103337,15128,78098
2009-08-19,114500.0,111500.0,115667.0,9.64,28155,-19782,-15575
2009-08-20,113500.0,117500.0,276797.0,10.16,-153848,95408,17573
2009-08-21,124500.0,127000.0,1641850.0,10.98,144403,181210,-381922
2009-08-24,129500.0,128000.0,792871.0,11.07,-164442,140610,-15654
2009-08-25,125000.0,123500.0,314113.0,10.68,-105424,65133,-507
2009-08-26,123000.0,126500.0,214446.0,10.94,-80026,47647,1849
2009-08-27,124500.0,121500.0,103221.0,10.51,4242,1793,-4745
2009-08-28,123500.0,118500.0,195224.0,10.25,44698,-51546,6621
2009-08-31,119000.0,115000.0,109305.0,9.95,-11406,4675,5645
2009-09-01,115000.0,117500.0,105454.0,10.16,-18044,12741,-1454
2009-09-02,115000.0,114000.0,108381.0,9.86,13768,-18433,1744
2009-09-03,115000.0,116500.0,75509.0,10.08,-23478,23792,-1017
2009-09-04,116000.0,114000.0,77625.0,9.86,-3873,17471,-3285
2009-09-07,113500.0,115500.0,58413.0,9.99,-20203,17747,-1710
2009-09-08,115500.0,113000.0,68303.0,9.77,19136,-11736,-7736
2009-09-09,112000.0,116000.0,153359.0,10.03,-29833,22180,-2873
2009-09-10,116000.0,116500.0,80491.0,10.08,-5316,1171,3096
2009-09-11,117500.0,119000.0,120788.0,10.29,-57631,58861,-1458
2009-09-14,119500.0,116000.0,44015.0,10.03,7237,-8540,-78
2009-09-15,115500.0,113000.0,134610.0,9.77,83119,-57692,-20224
2009-09-16,113500.0,111500.0,175972.0,9.64,111906,-116686,6298
2009-09-17,112000.0,111000.0,145253.0,9.6,45269,-56016,5436
2009-09-18,112500.0,119000.0,338307.0,10.29,-116951,66547,45500
2009-09-21,118000.0,120000.0,211332.0,10.38,-72100,75759,-3595
2009-09-22,119000.0,116000.0,148975.0,10.03,3089,13052,-16770
2009-09-23,116500.0,113000.0,77316.0,9.77,32199,-28779,-3410
2009-09-24,114000.0,114500.0,70969.0,9.9,-27299,13014,151
2009-09-25,115500.0,114500.0,33322.0,9.9,-4950,830,920
2009-09-28,113500.0,118000.0,157435.0,10.2,-86304,49500,23158
2009-09-29,118000.0,118000.0,98560.0,10.2,-31756,17892,2764
2009-09-30,119000.0,120000.0,162042.0,10.38,-62881,47153,17599
2009-10-01,120000.0,118500.0,95614.0,10.25,-23061,3259,20644
2009-10-05,118500.0,119500.0,53944.0,10.33,-12621,12365,-2211
2009-10-06,120500.0,118500.0,98882.0,10.25,-13479,8955,1649
2009-10-07,119500.0,119000.0,133169.0,10.29,-16378,29547,-2069
2009-10-08,118500.0,119000.0,47859.0,10.29,-9877,-6651,15787
2009-10-09,118500.0,121000.0,91633.0,10.46,-13157,-6267,20502
2009-10-12,122000.0,123500.0,97413.0,10.68,-31044,14181,19346
2009-10-13,122000.0,121000.0,77807.0,10.46,-21465,-4858,25703
2009-10-14,122000.0,119500.0,50945.0,10.33,-5546,6233,1232
2009-10-15,120000.0,119000.0,37381.0,10.29,942,-2024,-909
2009-10-16,118000.0,119000.0,35719.0,10.29,-2360,3301,-737
2009-10-19,119000.0,117000.0,27697.0,10.12,5889,-7188,941
2009-10-20,117000.0,118000.0,52193.0,10.2,17042,-21566,2356
2009-10-21,118000.0,117000.0,38913.0,10.12,7597,-11148,4630
2009-10-22,116500.0,115500.0,29407.0,9.99,7465,-1067,-6469
2009-10-23,116000.0,114500.0,26976.0,9.9,7659,-8168,548
2009-10-26,114500.0,118500.0,72550.0,10.25,-14995,4543,2876
2009-10-27,117500.0,120500.0,184126.0,10.42,-82409,11135,52813
2009-10-28,119500.0,118000.0,62448.0,10.2,914,2336,-3659
2009-10-29,115000.0,119000.0,77654.0,10.29,-6922,21904,-22025
2009-10-30,117500.0,115500.0,67819.0,9.99,9568,-1302,-3524
2009-11-02,113500.0,112500.0,50062.0,9.73,23566,-21697,2072
2009-11-03,113000.0,117000.0,86874.0,10.12,-18561,27449,-1395
2009-11-04,117000.0,117000.0,133239.0,10.12,8312,-6277,-2294
2009-11-05,116000.0,114500.0,92766.0,9.9,10598,-5701,1289
2009-11-06,114500.0,114000.0,51322.0,9.86,1239,3540,1242
2009-11-09,114500.0,114000.0,37205.0,9.86,-3589,3007,2174
2009-11-10,114500.0,114000.0,54233.0,9.86,11989,-15357,5632
2009-11-11,115000.0,116000.0,29503.0,10.03,-6351,6759,260
2009-11-12,116000.0,114000.0,36890.0,9.86,10897,-6980,-4304
2009-11-13,115000.0,114500.0,21421.0,9.9,-6732,4067,3380
2009-11-16,114500.0,114000.0,37607.0,9.86,-2792,1886,1003
2009-11-17,113500.0,113000.0,21605.0,9.77,1568,-4522,2840
2009-11-18,113500.0,115000.0,30023.0,9.95,-21266,13711,7265
2009-11-19,114500.0,115000.0,58604.0,9.95,-5363,8494,-3177
2009-11-20,116000.0,122500.0,178143.0,10.59,-106273,94286,1557
2009-11-23,122000.0,121500.0,58668.0,10.51,-11251,19429,-3623
2009-11-24,122500.0,120000.0,78424.0,10.38,-4020,-365,4071
2009-11-25,120000.0,125500.0,126611.0,10.85,-57981,42424,5836
2009-11-26,124500.0,124500.0,63912.0,10.77,-17889,20972,-3032
