Symbol,롯데정밀화학_시가(원),롯데정밀화학_종가(원),롯데정밀화학_거래량(주),롯데정밀화학_PER(IFRS-연결),롯데정밀화학_순매수수량(개인)(주),롯데정밀화학_순매수수량(기관계)(주),롯데정밀화학_순매수수량(외국인계)(주)
2001-10-26,11450.0,11400.0,96210.0,9.74,-16920,-7960,29290
2001-10-29,11400.0,11300.0,94750.0,9.65,-27730,-8030,37280
2001-10-30,11300.0,11100.0,123640.0,9.48,-47820,-20000,43720
2001-10-31,11100.0,11200.0,68110.0,9.57,-18520,-2200,20720
2001-11-01,11300.0,11800.0,265410.0,10.08,-40190,-22110,62300
2001-11-02,11950.0,11800.0,200440.0,10.08,-37030,6450,30580
2001-11-05,12000.0,11900.0,124110.0,10.17,6080,-6580,0
2001-11-06,12000.0,12100.0,355450.0,10.34,-97370,7200,89110
2001-11-07,12200.0,11950.0,244400.0,10.21,-48230,-37780,86150
2001-11-08,12000.0,12000.0,228130.0,10.25,-8440,-6410,65180
2001-11-09,12050.0,12100.0,247150.0,10.34,-108190,28150,80920
2001-11-12,12200.0,12150.0,167350.0,10.38,7030,13910,0
2001-11-13,12100.0,12450.0,312240.0,10.64,-68120,-28830,103620
2001-11-14,12600.0,12600.0,260870.0,10.77,-3290,-19350,19070
2001-11-15,12700.0,12600.0,223830.0,10.77,-15380,-46070,60910
2001-11-16,12600.0,12700.0,249030.0,10.85,57320,-59790,4200
2001-11-19,12700.0,12800.0,314800.0,10.94,420,720,630
2001-11-20,12950.0,12900.0,284870.0,11.02,-105840,5400,-1390
2001-11-21,12800.0,12700.0,133410.0,10.85,4680,-9200,-2300
2001-11-22,12600.0,12750.0,193800.0,10.89,-590,-48910,-380
2001-11-23,12750.0,13450.0,602820.0,11.49,-79610,47550,4500
2001-11-26,13600.0,13900.0,337470.0,11.88,-4190,22260,-2000
2001-11-27,13900.0,13350.0,304610.0,11.41,54410,-64270,680
2001-11-28,13100.0,12300.0,329600.0,10.51,-4280,4760,-19820
2001-11-29,12250.0,12500.0,238980.0,10.68,26500,-32980,320
2001-11-30,12700.0,12550.0,435090.0,10.72,153190,-133790,310
2001-12-03,12800.0,13200.0,424270.0,11.28,8270,-62000,160
2001-12-04,13100.0,13300.0,277990.0,11.36,-72400,41100,270
2001-12-05,13400.0,13800.0,927710.0,11.79,-310940,30440,3720
2001-12-06,14300.0,13900.0,615830.0,11.88,-201410,102320,-40400
2001-12-07,13900.0,14000.0,271140.0,11.96,-57460,-24880,6450
2001-12-10,13800.0,13600.0,350790.0,11.62,13820,-48700,10110
2001-12-11,13250.0,14050.0,305130.0,12.0,-50880,3340,-15940
2001-12-12,14050.0,14650.0,742460.0,12.52,-93390,49830,-25700
2001-12-13,14700.0,14900.0,541880.0,12.73,170410,-100830,-64300
2001-12-14,14700.0,14900.0,684710.0,12.73,40710,11320,-52660
2001-12-17,14750.0,14650.0,376740.0,12.52,-34490,38630,-4640
2001-12-18,14800.0,14100.0,509280.0,12.05,-51190,-14180,-6680
2001-12-19,14000.0,13800.0,316750.0,11.79,-28850,130860,-2010
2001-12-20,13600.0,14100.0,153850.0,12.05,-9940,8830,-2380
2001-12-21,13800.0,14100.0,169870.0,12.05,11990,-23450,-8550
2001-12-24,14100.0,14550.0,202850.0,12.43,-50960,53980,-3400
2001-12-26,14800.0,14550.0,403280.0,12.43,77310,13770,-88720
2001-12-27,14300.0,13900.0,459240.0,11.88,-125520,-9680,-39860
2001-12-28,14150.0,14000.0,668030.0,11.96,-284630,95610,0
2002-01-02,14000.0,13750.0,419830.0,8.74,54298,4442,-4120
2002-01-03,13850.0,13200.0,472852.0,8.39,131052,-129232,0
2002-01-04,13450.0,13300.0,512762.0,8.46,191140,-189360,-1480
2002-01-07,13500.0,13550.0,373270.0,8.62,57700,-74480,-360
2002-01-08,13550.0,13150.0,223270.0,8.36,3890,-4290,-180
2002-01-09,13150.0,13150.0,342507.0,8.36,88853,-115003,0
2002-01-10,13250.0,13700.0,634863.0,8.71,68770,-20220,0
2002-01-11,13700.0,13200.0,321420.0,8.39,-44070,-6580,0
2002-01-14,13400.0,13350.0,221140.0,8.49,52830,-71660,0
2002-01-15,13300.0,13100.0,225491.0,8.33,-28880,-10230,-530
2002-01-16,13100.0,13000.0,166760.0,8.27,14710,-14710,0
2002-01-17,12900.0,13400.0,271793.0,8.52,-80500,42780,3870
2002-01-18,13300.0,13300.0,233011.0,8.46,-20840,21060,0
2002-01-21,13500.0,13800.0,342900.0,8.77,5893,-15453,780
2002-01-22,13900.0,14100.0,526200.0,8.97,-81510,-22950,-60
2002-01-23,13900.0,14900.0,536284.0,9.47,-131730,82230,130
2002-01-24,14900.0,14900.0,849430.0,9.47,-241960,62780,10390
2002-01-25,15200.0,17100.0,1202620.0,10.87,-87340,67750,23380
2002-01-28,17800.0,17100.0,1336979.0,10.87,135710,-144520,-20210
2002-01-29,17000.0,17200.0,491750.0,10.94,-33300,25390,550
2002-01-30,16700.0,16350.0,526360.0,10.4,5560,19140,-5080
2002-01-31,16550.0,16300.0,680520.0,10.36,58740,-128860,-7280
2002-02-01,16300.0,15900.0,1387190.0,10.11,198770,118250,2340
2002-02-04,15500.0,15300.0,410420.0,9.73,-138170,104420,0
2002-02-05,15050.0,16100.0,456240.0,10.24,-98100,91820,0
2002-02-06,15750.0,16350.0,328469.0,10.4,14110,-2770,0
2002-02-07,16150.0,16000.0,490510.0,10.17,-89940,65520,-6350
2002-02-08,16050.0,16500.0,232930.0,10.49,-8510,10570,0
2002-02-14,17150.0,17450.0,803910.0,11.1,52780,1310,-8310
2002-02-15,17300.0,18600.0,1415716.0,11.83,-82690,-146420,300000
2002-02-18,18700.0,19050.0,769504.0,12.11,-138294,85884,28300
2002-02-19,19400.0,18850.0,409389.0,11.99,17890,-15570,0
2002-02-20,18400.0,18500.0,476436.0,11.76,17100,30710,-51950
2002-02-21,18550.0,18700.0,886010.0,11.89,19241,301409,-297550
2002-02-22,18400.0,18800.0,253243.0,11.95,-108970,104950,0
2002-02-25,19100.0,18250.0,225340.0,11.6,-89318,86598,1140
2002-02-26,18400.0,18750.0,665708.0,11.92,-95866,155876,50250
2002-02-27,18800.0,20000.0,891559.0,12.72,4640,-10410,4180
2002-02-28,20100.0,19700.0,753280.0,12.53,-71200,394720,19780
2002-03-04,20100.0,21200.0,960920.0,13.48,-152100,151230,25920
2002-03-05,20900.0,20700.0,511119.0,13.16,-13940,-22010,130290
2002-03-06,20700.0,20400.0,782160.0,12.97,169040,-257810,101220
2002-03-07,20900.0,19700.0,560894.0,12.53,-52100,50250,8000
2002-03-08,19500.0,19900.0,364372.0,12.65,-39600,79300,-40000
2002-03-11,20300.0,21200.0,723993.0,13.48,-150771,128381,18920
2002-03-12,21600.0,21600.0,587240.0,13.73,12950,21300,-18290
2002-03-13,21500.0,23300.0,912840.0,14.82,-103600,143570,46060
2002-03-14,23300.0,23200.0,527970.0,14.75,5250,-8190,5640
2002-03-15,23000.0,23800.0,848560.0,15.13,-103230,134240,720
2002-03-18,24300.0,23800.0,604144.0,15.13,-75520,66210,-950
2002-03-19,23800.0,23200.0,473890.0,14.75,137950,-117610,-7200
2002-03-20,23400.0,22300.0,584000.0,14.18,114170,-113220,27500
2002-03-21,22200.0,22600.0,479350.0,14.37,47610,-28900,-120
2002-03-22,22700.0,24450.0,773564.0,15.55,-248270,5190,229730
2002-03-25,24750.0,23400.0,468054.0,14.88,43880,-43430,1000
2002-03-26,23700.0,23900.0,442167.0,15.2,52737,-48917,4130
2002-03-27,24300.0,24000.0,358751.0,15.26,27690,-9360,0
2002-03-28,24100.0,23100.0,396590.0,14.69,32223,-25073,-200
2002-03-29,23300.0,23200.0,425707.0,14.75,36415,-26245,450
2002-04-01,23300.0,21450.0,723700.0,13.64,57800,-25180,-4820
2002-04-02,21500.0,22000.0,599967.0,13.99,65730,63270,2170
2002-04-03,21800.0,23100.0,569370.0,14.69,7410,28780,5240
2002-04-04,23000.0,23200.0,432953.0,14.75,-29240,37590,-410
2002-04-08,23500.0,22800.0,282970.0,14.5,-17310,10900,100
2002-04-09,22550.0,21800.0,249321.0,13.86,-75570,24480,50570
2002-04-10,21600.0,20850.0,334730.0,13.26,-62570,30690,35360
2002-04-11,21300.0,21500.0,291590.0,13.67,-23380,-10040,38140
2002-04-12,21000.0,21300.0,186496.0,13.54,-1744,-34616,35000
2002-04-15,21500.0,22250.0,273300.0,14.15,-35480,-8780,15000
2002-04-16,22300.0,22350.0,356480.0,14.21,-115850,68730,46800
2002-04-17,22950.0,22850.0,647710.0,14.53,-41710,-1840,60900
2002-04-18,22700.0,22200.0,474650.0,14.12,143280,-93670,-13760
2002-04-19,22050.0,21300.0,486880.0,13.54,131150,-138070,-2100
2002-04-22,21500.0,20700.0,496563.0,13.16,98913,-87653,0
2002-04-23,20500.0,20000.0,620288.0,12.72,100576,-86476,0
2002-04-24,19600.0,18400.0,884257.0,11.7,243090,-112490,-158010
2002-04-25,18000.0,17000.0,727036.0,10.81,121780,-129540,4270
2002-04-26,17500.0,18150.0,610159.0,11.54,-28820,24660,4190
2002-04-29,17800.0,18100.0,390590.0,11.51,-41490,1000,31190
2002-04-30,18300.0,18400.0,451810.0,11.7,4320,3000,-1900
2002-05-02,18800.0,18650.0,350924.0,11.86,35628,-35058,0
2002-05-03,18700.0,18650.0,296343.0,11.86,-54200,40340,25330
2002-05-06,18100.0,17850.0,175235.0,11.35,-8876,11356,0
2002-05-07,17200.0,18000.0,236568.0,11.45,-37380,39780,0
2002-05-08,18500.0,18350.0,250511.0,11.67,12710,-34950,22280
2002-05-09,18900.0,19000.0,771408.0,12.08,106360,-306680,183310
2002-05-10,18850.0,19150.0,366100.0,12.18,-55150,5880,110010
2002-05-13,19000.0,19300.0,368330.0,12.27,19750,-24160,26240
2002-05-14,19650.0,19650.0,469320.0,12.49,-74360,20780,-24780
2002-05-15,19800.0,19700.0,583370.0,12.53,-119760,126640,180
2002-05-16,19550.0,19600.0,182225.0,12.46,-81460,80950,0
2002-05-17,19500.0,19450.0,213810.0,12.37,-35130,36310,-240
2002-05-20,19250.0,18800.0,267490.0,11.95,23760,-20390,0
2002-05-21,18500.0,17700.0,544831.0,11.25,125210,-79480,-50750
2002-05-22,17750.0,18350.0,217133.0,11.67,-27120,27550,-2000
2002-05-23,18400.0,17750.0,179368.0,11.29,47290,-42510,0
2002-05-24,17800.0,17550.0,170680.0,11.16,39010,-39940,0
2002-05-27,17550.0,16950.0,307760.0,10.78,33800,-47900,0
2002-05-28,17100.0,17150.0,202790.0,10.9,-64950,55020,0
2002-05-29,16800.0,17150.0,162380.0,10.9,-1930,740,2300
2002-05-30,16950.0,16500.0,158595.0,10.49,-18110,37440,-17180
2002-05-31,16450.0,16150.0,196699.0,10.27,-32370,67290,-35130
2002-06-03,16250.0,16600.0,194300.0,10.55,-19750,27420,-7390
2002-06-04,16150.0,17000.0,130130.0,10.81,20010,2950,-30000
2002-06-05,16800.0,17000.0,141190.0,10.81,-6570,-3580,-5070
2002-06-07,16600.0,16600.0,205410.0,10.55,48410,34910,-83370
2002-06-10,16550.0,17300.0,250740.0,11.0,-55724,77084,-9200
2002-06-11,17400.0,17500.0,146760.0,11.13,-20840,13620,2120
2002-06-12,17050.0,17750.0,184104.0,11.29,-47560,19700,-3350
2002-06-14,17600.0,18000.0,152060.0,11.45,-37580,6820,0
2002-06-17,17800.0,17300.0,103996.0,11.0,-12850,14520,-1300
2002-06-18,17650.0,17100.0,95230.0,10.87,-7830,11740,-150
2002-06-19,17100.0,16300.0,124220.0,10.36,-6580,-220,7300
2002-06-20,16000.0,16600.0,98644.0,10.55,-2490,14710,-10940
2002-06-21,16300.0,16600.0,66456.0,10.55,-7110,6790,0
2002-06-24,16400.0,16300.0,96500.0,10.36,-21710,24410,0
2002-06-25,16450.0,16150.0,161080.0,10.27,-17760,-20280,31560
2002-06-26,16000.0,14500.0,253260.0,9.22,31330,9750,-35000
2002-06-27,15250.0,15000.0,194805.0,9.54,35685,-71755,35780
2002-06-28,15400.0,16000.0,173300.0,10.17,-3410,-32670,35500
2002-07-02,15200.0,16000.0,147930.0,10.17,-40450,15760,25000
2002-07-03,16000.0,16650.0,156130.0,10.59,-43800,11560,30790
2002-07-04,16800.0,17300.0,240190.0,11.0,-27360,-28720,55760
2002-07-05,16950.0,17650.0,231870.0,11.22,-61810,63650,-2980
2002-07-08,17700.0,17400.0,242372.0,11.06,-9540,-13260,25030
2002-07-09,17300.0,18150.0,250780.0,11.54,-6510,8770,0
2002-07-10,17900.0,17800.0,192350.0,11.32,-22360,12160,0
2002-07-11,17500.0,17500.0,186741.0,11.13,-31280,34370,-410
2002-07-12,17800.0,18500.0,439703.0,11.76,-29442,-121868,50000
2002-07-15,18300.0,18400.0,314050.0,11.7,7900,-11450,-3500
2002-07-16,18200.0,17800.0,190187.0,11.32,-26940,13140,0
2002-07-18,18150.0,17900.0,97820.0,11.38,-11910,12790,-180
2002-07-19,17500.0,17500.0,172520.0,11.13,-41380,28140,640
2002-07-22,16650.0,16100.0,205480.0,10.24,-46100,52720,-4740
2002-07-23,15950.0,17200.0,135300.0,10.94,-42510,27940,14570
2002-07-24,16900.0,16900.0,111371.0,10.75,-31120,-2180,33950
2002-07-25,17600.0,17050.0,135777.0,10.84,-4340,-35660,40000
2002-07-26,17350.0,16800.0,142730.0,10.68,-28440,-9640,38080
2002-07-29,17100.0,16750.0,75573.0,10.65,-14250,-4750,18710
2002-07-30,17300.0,17750.0,139940.0,11.29,7210,-2080,8850
2002-07-31,17600.0,17600.0,161901.0,11.19,13430,-1710,-970
2002-08-01,17700.0,17100.0,118274.0,10.87,-1580,-10510,11760
2002-08-02,16800.0,16700.0,154480.0,10.62,-23420,-23640,46770
2002-08-05,16300.0,15900.0,118310.0,10.11,1050,7790,-8220
2002-08-06,15250.0,15900.0,103710.0,10.11,-41950,28020,12540
2002-08-07,16300.0,16250.0,187120.0,10.33,20630,-18710,58370
2002-08-08,16500.0,16700.0,150790.0,10.62,-9450,-16930,28100
2002-08-09,16950.0,16700.0,87760.0,10.62,-15140,-4860,0
2002-08-12,16500.0,16550.0,90840.0,10.52,-6580,480,6100
2002-08-13,16550.0,17350.0,169579.0,11.03,-51009,37379,18630
2002-08-14,17100.0,17500.0,97529.0,11.13,-26380,25050,0
2002-08-16,17650.0,17500.0,107640.0,11.13,-80,-620,900
2002-08-19,17500.0,17300.0,79650.0,11.0,15840,-15400,0
2002-08-20,17600.0,17650.0,175824.0,11.22,-10806,9806,0
2002-08-21,17650.0,17750.0,170258.0,11.29,48194,-34554,2000
2002-08-22,17750.0,17800.0,229551.0,11.32,29606,-9516,2850
2002-08-23,17900.0,17550.0,130320.0,11.16,-19700,10750,17300
2002-08-26,17250.0,17100.0,132210.0,10.87,21520,-13620,-140
2002-08-27,17200.0,16850.0,79310.0,10.71,12400,-12270,0
2002-08-28,16700.0,16800.0,81741.0,10.68,-20,-4590,3000
2002-08-29,16650.0,16850.0,49098.0,10.71,-8802,17210,-4448
2002-08-30,17000.0,17350.0,159301.0,11.03,42327,-41147,-850
2002-09-02,17450.0,17800.0,196270.0,11.32,-26778,2498,17370
2002-09-03,17550.0,17350.0,158410.0,11.03,-6559,5709,-10
2002-09-04,17000.0,17050.0,129940.0,10.84,-2670,-180,2890
2002-09-05,17200.0,16900.0,96970.0,10.75,20940,-20510,-1580
2002-09-06,16700.0,16700.0,93925.0,10.62,-7520,8040,-80
2002-09-09,16600.0,16250.0,70420.0,10.33,1180,5300,-6480
2002-09-10,16250.0,16650.0,56070.0,10.59,-3980,7500,-2800
2002-09-11,16650.0,16800.0,61715.0,10.68,3750,-3830,0
2002-09-12,16600.0,16800.0,113168.0,10.68,2410,-18640,13640
2002-09-13,16600.0,16200.0,96185.0,10.3,27680,-11380,-15910
2002-09-16,16300.0,15750.0,97460.0,10.01,12030,-17220,0
2002-09-17,16050.0,16650.0,157712.0,10.59,-25360,37110,-12010
2002-09-18,16250.0,15900.0,110043.0,10.11,40483,-40483,0
2002-09-19,15800.0,15800.0,111131.0,10.05,30911,-32241,1330
2002-09-23,15600.0,15350.0,118909.0,9.76,6219,1570,4000
2002-09-24,15050.0,15000.0,160480.0,9.54,10380,-17870,7150
2002-09-25,14800.0,14950.0,107130.0,9.51,-5480,15900,-4600
2002-09-26,15200.0,14700.0,103230.0,9.35,23320,-23420,0
2002-09-27,14700.0,14850.0,95524.0,9.44,-19785,6905,15720
2002-09-30,14350.0,14000.0,137530.0,8.9,20710,-6620,2700
2002-10-01,13750.0,14250.0,113310.0,9.06,3160,-3880,460
2002-10-02,14550.0,13800.0,148380.0,8.77,36830,-51420,14690
2002-10-04,13600.0,14300.0,103980.0,9.09,-32185,16575,13430
2002-10-07,14000.0,13700.0,94963.0,8.71,37145,-46455,6910
2002-10-08,13600.0,13800.0,87226.0,8.77,726,4324,-50
2002-10-09,13900.0,13500.0,89030.0,8.58,-7170,-8950,10000
2002-10-10,13300.0,12750.0,267447.0,8.11,52817,-60417,0
2002-10-11,13000.0,12700.0,366870.0,8.08,136540,-136530,-2540
2002-10-14,12900.0,13000.0,224249.0,8.27,52160,-32120,-10400
2002-10-15,13200.0,13500.0,188770.0,8.58,1700,-1070,-600
2002-10-16,13800.0,13300.0,160434.0,8.46,9337,-10727,-8740
2002-10-17,13250.0,13800.0,216145.0,8.77,-12430,11620,2000
2002-10-18,14200.0,14700.0,311150.0,9.35,-42400,37360,1910
2002-10-21,14500.0,14200.0,94005.0,9.03,-22920,22270,650
2002-10-22,14500.0,13700.0,128365.0,8.71,29375,9165,-24000
2002-10-23,13600.0,13950.0,634745.0,8.87,344540,-57270,-187260
2002-10-24,14150.0,13400.0,433534.0,8.52,141780,-33400,-108500
2002-10-25,13200.0,13350.0,548677.0,8.49,111760,21740,-124340
2002-10-28,13600.0,14800.0,761330.0,9.41,-140260,157460,-18440
2002-10-29,14400.0,14150.0,459060.0,9.0,21840,-17890,20960
2002-10-30,14300.0,14500.0,618640.0,9.22,-42070,-59630,95040
2002-10-31,14600.0,14500.0,304180.0,9.22,-38620,-19850,74640
2002-11-01,14400.0,14450.0,511980.0,9.19,32870,-60760,87810
2002-11-04,14650.0,14650.0,307880.0,9.32,-10540,-47870,53020
2002-11-05,14800.0,14250.0,214761.0,9.06,29630,-29770,0
2002-11-06,14300.0,14300.0,219380.0,9.09,3370,-5100,0
2002-11-07,14250.0,14350.0,179665.0,9.12,12740,-10380,-2000
2002-11-08,14050.0,14150.0,102511.0,9.0,140,-460,720
2002-11-11,14050.0,13650.0,207859.0,8.68,10450,-11760,1680
2002-11-12,13300.0,13450.0,233470.0,8.55,101750,-101650,-220
2002-11-13,13550.0,13400.0,145503.0,8.52,32590,-33970,-6860
2002-11-14,13500.0,13700.0,165440.0,8.71,-7530,-17100,24730
2002-11-15,14000.0,14100.0,209145.0,8.97,12145,-13135,-2210
2002-11-18,14050.0,14450.0,337570.0,9.19,-64460,-26460,116040
2002-11-19,14500.0,14550.0,316784.0,9.25,-30810,-16640,47290
2002-11-20,14650.0,14950.0,653457.0,9.51,115900,-114000,500
2002-11-21,15250.0,14850.0,289642.0,9.44,21152,-21972,0
2002-11-22,15150.0,14950.0,243340.0,9.51,-52000,50120,-180
2002-11-25,14800.0,15250.0,187094.0,9.7,-25590,22310,1580
2002-11-26,15300.0,15050.0,218097.0,9.57,-6265,7015,-70
2002-11-27,14900.0,15250.0,168373.0,9.7,11810,-8410,-3300
2002-11-28,15500.0,15350.0,300441.0,9.76,19124,-15854,910
2002-11-29,15700.0,15550.0,162822.0,9.89,14882,-18152,940
2002-12-02,15550.0,15900.0,362152.0,10.11,45450,-40840,960
2002-12-03,15900.0,16000.0,214193.0,10.17,-39668,41018,1650
2002-12-04,15800.0,15500.0,246570.0,9.86,-60300,10360,19280
2002-12-05,15500.0,15600.0,146190.0,9.92,-78240,76580,880
2002-12-06,15400.0,15300.0,131370.0,9.73,-31640,32500,-320
2002-12-09,15200.0,15400.0,144530.0,9.79,-49830,6610,43430
2002-12-10,15100.0,15300.0,73050.0,9.73,-15192,15272,0
2002-12-11,15400.0,15550.0,142767.0,9.89,-20360,-24620,41960
2002-12-12,15700.0,16000.0,236700.0,10.17,-46660,40960,3620
2002-12-13,15850.0,15850.0,161282.0,10.08,33550,-39150,6740
2002-12-16,15800.0,15700.0,251760.0,9.98,4380,-22300,18710
2002-12-17,16000.0,16250.0,202457.0,10.33,-20853,17613,-2250
2002-12-18,16000.0,16450.0,178180.0,10.46,-21090,21090,0
2002-12-20,16200.0,16600.0,220044.0,10.55,-74404,20104,56660
2002-12-23,16700.0,16100.0,241770.0,10.24,-109110,55080,52490
2002-12-24,15900.0,15400.0,236668.0,9.79,-16897,30997,-14500
2002-12-26,15150.0,15300.0,205413.0,9.73,15370,34390,-7890
2002-12-27,14800.0,15300.0,163290.0,9.73,-26260,17690,-11610
2002-12-30,14900.0,14700.0,189750.0,9.35,-82800,81300,-3600
2003-01-02,14800.0,14750.0,129310.0,8.58,38360,-48710,11500
2003-01-03,15100.0,15050.0,166700.0,8.75,45800,-51980,4480
2003-01-06,15050.0,14950.0,125460.0,8.69,-860,-4080,120
2003-01-07,15200.0,14300.0,123050.0,8.32,6800,-9390,1890
2003-01-08,14300.0,14400.0,93740.0,8.37,11880,-29060,18280
2003-01-09,14150.0,14250.0,136600.0,8.29,26000,-31600,4370
2003-01-10,14550.0,14500.0,187360.0,8.43,-34300,19080,16640
2003-01-13,14600.0,15300.0,156510.0,8.9,-55460,57420,150
2003-01-14,15200.0,15000.0,111280.0,8.72,25060,-56270,30980
2003-01-15,15200.0,15000.0,118099.0,8.72,8290,-34550,26930
2003-01-16,15000.0,15600.0,306322.0,9.07,11092,-21922,10680
2003-01-17,15500.0,15500.0,149919.0,9.01,-29074,-716,29430
2003-01-20,15100.0,15300.0,102410.0,8.9,-28460,15550,10100
2003-01-21,15400.0,15850.0,261486.0,9.22,2586,-29076,26990
2003-01-22,15650.0,15750.0,245370.0,9.16,-61630,-8760,60870
2003-01-23,15950.0,15800.0,270049.0,9.19,16060,-73720,64090
2003-01-24,15800.0,15100.0,197125.0,8.78,-89800,31990,52650
2003-01-27,14900.0,14800.0,149490.0,8.61,-35430,35180,0
2003-01-28,14550.0,14600.0,60280.0,8.49,-2410,-2790,0
2003-01-29,14650.0,13950.0,103220.0,8.11,2810,2090,-4500
2003-01-30,14050.0,14250.0,71234.0,8.29,2270,1550,-4220
2003-02-03,14000.0,14500.0,69029.0,8.43,-3220,3990,-1240
2003-02-04,14550.0,14550.0,63210.0,8.46,8290,-7030,-1260
2003-02-05,14300.0,14350.0,42070.0,8.34,600,-600,0
2003-02-06,14300.0,14350.0,74730.0,8.34,-23720,24010,0
2003-02-07,14200.0,14150.0,97930.0,8.23,-19490,38130,1360
2003-02-10,14000.0,14150.0,66240.0,8.23,-27560,27450,0
2003-02-11,14150.0,14000.0,165420.0,8.14,-3410,520,0
2003-02-12,13850.0,14150.0,49910.0,8.23,-310,260,-350
2003-02-13,14150.0,14100.0,139750.0,8.2,2560,1340,0
2003-02-14,14100.0,14450.0,81340.0,8.4,-49285,49535,50
2003-02-17,14800.0,14750.0,143210.0,8.58,31050,-17530,-29550
2003-02-18,14800.0,14500.0,99030.0,8.43,24470,11880,-30630
2003-02-19,14750.0,14250.0,121500.0,8.29,34800,-4370,-37430
2003-02-20,14100.0,14400.0,40030.0,8.37,-14550,13350,0
2003-02-21,14350.0,14400.0,47420.0,8.37,-17110,17140,0
2003-02-24,14350.0,14700.0,91230.0,8.55,-58480,52650,1080
2003-02-25,14500.0,14350.0,40020.0,8.34,-2270,1150,220
2003-02-26,14350.0,14500.0,44610.0,8.43,-16310,7580,430
2003-02-27,14350.0,14300.0,48480.0,8.32,14310,-11870,-840
2003-02-28,14300.0,13850.0,42990.0,8.05,3650,-8860,-740
2003-03-03,13800.0,14000.0,59230.0,8.14,4610,11730,460
2003-03-04,13800.0,13500.0,66660.0,7.85,31500,-31300,0
2003-03-05,13300.0,12950.0,84280.0,7.53,8570,-8240,80
2003-03-06,13100.0,13300.0,76343.0,7.73,-51280,51880,0
2003-03-07,12900.0,13300.0,83650.0,7.73,-61020,54710,6390
2003-03-10,13150.0,12900.0,26405.0,7.5,190,-1160,0
2003-03-11,12700.0,12700.0,39322.0,7.39,-9960,7340,0
2003-03-12,12550.0,12900.0,50854.0,7.5,-14500,18140,-4220
2003-03-13,13000.0,12750.0,141261.0,7.41,7200,-10990,-4650
2003-03-14,13200.0,13050.0,75020.0,7.59,-12340,12220,0
