Symbol,롯데정밀화학_시가(원),롯데정밀화학_종가(원),롯데정밀화학_거래량(주),롯데정밀화학_PER(IFRS-연결),롯데정밀화학_순매수수량(개인)(주),롯데정밀화학_순매수수량(기관계)(주),롯데정밀화학_순매수수량(외국인계)(주)
2009-06-02,57200.0,54500.0,613989.0,16.49,102304,-91046,-7198
2009-06-03,55300.0,56000.0,351251.0,16.94,44297,-35265,12016
2009-06-04,55500.0,54800.0,250614.0,16.58,16237,18435,-16777
2009-06-05,54400.0,54500.0,277358.0,16.49,58850,-64230,-7589
2009-06-08,54100.0,52800.0,365099.0,15.97,105749,-100103,2773
2009-06-09,53500.0,52000.0,470351.0,15.73,86736,-109260,19848
2009-06-10,52000.0,54000.0,257696.0,16.33,-35265,35719,-1184
2009-06-11,53600.0,53300.0,317835.0,16.12,63693,-50795,-9227
2009-06-12,53400.0,54300.0,309041.0,16.43,40654,11767,-39088
2009-06-15,54000.0,53000.0,218611.0,16.03,61659,-64771,6802
2009-06-16,52000.0,52000.0,267380.0,15.73,43619,-31650,-1837
2009-06-17,51600.0,51600.0,218723.0,15.61,54867,-52771,1125
2009-06-18,51500.0,51000.0,264894.0,15.43,49996,-29119,-3176
2009-06-19,51500.0,52000.0,263598.0,15.73,27378,-58658,48055
2009-06-22,52000.0,52800.0,190461.0,15.97,2905,-4914,2609
2009-06-23,51500.0,51500.0,189569.0,15.58,-15031,42926,-27467
2009-06-24,53100.0,51500.0,613422.0,15.58,186976,-185845,-6893
2009-06-25,51800.0,53500.0,410893.0,16.18,-2528,-44560,36488
2009-06-26,54000.0,54300.0,519252.0,16.43,26849,-48832,-8417
2009-06-29,54200.0,53800.0,263621.0,16.27,11207,-20903,-8719
2009-06-30,54300.0,53100.0,226280.0,16.06,-44868,46297,-5729
2009-07-01,53000.0,52800.0,303009.0,15.97,115570,-118014,-5609
2009-07-02,53000.0,52300.0,167718.0,15.82,44341,-29233,-5999
2009-07-03,51300.0,53300.0,175422.0,16.12,26636,-33794,9740
2009-07-06,53300.0,52800.0,133113.0,15.97,30925,-24718,-4997
2009-07-07,52900.0,54800.0,396309.0,16.58,42616,-59516,11601
2009-07-08,54200.0,54100.0,280054.0,16.37,-10467,7832,-6368
2009-07-09,54400.0,54200.0,191426.0,16.4,27648,-23573,2740
2009-07-10,54200.0,51900.0,295002.0,15.7,98022,-10497,-76105
2009-07-13,51600.0,48200.0,428841.0,14.58,90442,-40218,-42231
2009-07-14,48800.0,47150.0,280312.0,14.26,73730,-69370,9650
2009-07-15,47900.0,48550.0,186089.0,14.69,-4894,18132,-12836
2009-07-16,48750.0,47550.0,406739.0,14.38,204232,-157910,-44422
2009-07-17,47750.0,48700.0,232366.0,14.73,22677,19393,-41910
2009-07-20,49250.0,49650.0,253996.0,15.02,59308,-7190,-52770
2009-07-21,49900.0,48800.0,247555.0,14.76,58504,-24391,-26719
2009-07-22,49100.0,49300.0,285211.0,14.91,90602,-56342,-37480
2009-07-23,49300.0,49450.0,187023.0,14.96,-6724,824,5160
2009-07-24,50100.0,49150.0,174054.0,14.87,29566,-10485,-16451
2009-07-27,49250.0,48800.0,264059.0,14.76,91766,-67826,6740
2009-07-28,48800.0,49400.0,272015.0,14.94,30711,-32964,8070
2009-07-29,49550.0,49200.0,265840.0,14.88,66920,-49370,-8550
2009-07-30,48900.0,48600.0,163909.0,14.7,30776,-28107,-1149
2009-07-31,48700.0,50500.0,482385.0,15.28,24772,-35012,15990
2009-08-03,50700.0,50800.0,271172.0,15.37,18035,-10491,-11073
2009-08-04,51800.0,51000.0,490718.0,15.43,18424,-13566,-10159
2009-08-05,51200.0,50300.0,177659.0,15.22,9157,-3292,-1542
2009-08-06,50200.0,50100.0,212302.0,15.16,-19741,26902,-3744
2009-08-07,49800.0,52000.0,295410.0,15.73,1639,3991,-3045
2009-08-10,51800.0,51700.0,206503.0,15.64,4457,-7897,4281
2009-08-11,51300.0,52800.0,356754.0,15.97,-2788,61479,-54141
2009-08-12,52500.0,53000.0,342485.0,16.03,-7974,4026,-12647
2009-08-13,53500.0,53300.0,365592.0,16.12,-40774,54971,-12168
2009-08-14,53300.0,52800.0,255501.0,15.97,1299,13613,-5961
2009-08-17,52200.0,50500.0,184741.0,15.28,3180,-5451,-498
2009-08-18,49900.0,49800.0,234751.0,15.06,13778,-11512,3712
2009-08-19,50100.0,49350.0,140397.0,14.93,21580,-25120,3840
2009-08-20,49500.0,51900.0,413801.0,15.7,-95198,78848,15470
2009-08-21,52100.0,51100.0,319194.0,15.46,31596,-20257,-8185
2009-08-24,51900.0,54000.0,715067.0,16.33,54438,-65641,9403
2009-08-25,53400.0,52600.0,390380.0,15.91,55529,-36430,-6205
2009-08-26,53200.0,53300.0,375946.0,16.12,26228,-12972,-5096
2009-08-27,53300.0,51900.0,254397.0,15.7,18489,-13319,-5835
2009-08-28,51900.0,50900.0,235230.0,15.4,43447,-62041,17298
2009-08-31,51200.0,50500.0,198715.0,15.28,-24202,25533,5727
2009-09-01,50500.0,51100.0,192076.0,15.46,-3152,4920,1955
2009-09-02,50200.0,51200.0,231575.0,15.49,-10740,11754,-4278
2009-09-03,51100.0,51500.0,290230.0,15.58,33946,-35683,737
2009-09-04,51800.0,51000.0,228845.0,15.43,21026,-28677,-9509
2009-09-07,51100.0,50500.0,164278.0,15.28,7129,-7493,2214
2009-09-08,50800.0,54000.0,764423.0,16.33,-3968,13981,7910
2009-09-09,54400.0,55200.0,1166211.0,16.7,-325571,228223,68672
2009-09-10,56100.0,55200.0,621544.0,16.7,-48177,12859,35346
2009-09-11,55500.0,55200.0,378159.0,16.7,-32591,13531,12784
2009-09-14,55700.0,55300.0,393858.0,16.73,-12948,-4497,5062
2009-09-15,55900.0,54800.0,351088.0,16.58,-44280,3390,43703
2009-09-16,55100.0,55800.0,636759.0,16.88,-20807,9954,12490
2009-09-17,56600.0,56800.0,645468.0,17.18,6367,-29821,35912
2009-09-18,57100.0,56800.0,355612.0,17.18,-36624,1434,39252
2009-09-21,57000.0,56200.0,186633.0,17.0,-8780,9054,-1094
2009-09-22,55900.0,56000.0,303636.0,16.94,-14857,4187,6916
2009-09-23,56200.0,55100.0,496930.0,16.67,178648,-137196,2169
2009-09-24,54900.0,54100.0,225847.0,16.37,-28763,21769,9834
2009-09-25,54400.0,54900.0,210419.0,16.61,-15912,2511,15226
2009-09-28,55000.0,56700.0,693894.0,17.15,57836,-50742,17999
2009-09-29,57300.0,56700.0,376167.0,17.15,-8316,12720,-23541
2009-09-30,56500.0,54200.0,380429.0,16.4,-26032,31741,-6024
2009-10-01,54400.0,52400.0,285563.0,15.85,-7519,10587,-3025
2009-10-05,51600.0,52600.0,187874.0,15.91,-12354,29243,5856
2009-10-06,52900.0,51900.0,172694.0,15.7,-12191,17087,-2106
2009-10-07,52300.0,51200.0,214067.0,15.49,-47195,42720,4395
2009-10-08,51500.0,52800.0,174084.0,15.97,4860,-14259,8669
2009-10-09,52800.0,53000.0,184487.0,16.03,4906,2719,-7592
2009-10-12,53100.0,52900.0,100519.0,16.0,1020,-2252,902
2009-10-13,52500.0,51500.0,142944.0,15.58,16876,-6082,-5940
2009-10-14,51700.0,52300.0,112899.0,15.82,-15596,15282,241
2009-10-15,52400.0,52000.0,103428.0,15.73,5374,-5237,-97
2009-10-16,51700.0,51800.0,116926.0,15.67,-10140,2873,6524
2009-10-19,51300.0,51800.0,113609.0,15.67,-20951,10436,10943
2009-10-20,51800.0,52500.0,120690.0,15.88,7035,-8481,3482
2009-10-21,52600.0,52500.0,88028.0,15.88,-6822,2332,4847
2009-10-22,51900.0,51000.0,105282.0,15.43,-4107,7075,-1920
2009-10-23,50900.0,49800.0,360750.0,15.06,-44574,38438,2649
2009-10-26,49600.0,50100.0,117290.0,15.16,-26467,17258,3630
2009-10-27,49700.0,49550.0,127870.0,14.99,-1458,-924,2422
2009-10-28,49650.0,47450.0,180780.0,14.35,23187,1401,3750
2009-10-29,46700.0,47300.0,173159.0,14.31,-44785,29791,11834
2009-10-30,47600.0,47650.0,134507.0,14.41,8101,-4681,-5480
2009-11-02,46200.0,46950.0,86965.0,14.2,-11354,14084,-1260
2009-11-03,46850.0,45100.0,178302.0,13.64,18945,-29245,6540
2009-11-04,45350.0,46450.0,146393.0,14.05,-32946,29762,4360
2009-11-05,46000.0,45650.0,58495.0,13.81,2439,1,-2120
2009-11-06,46100.0,47250.0,126626.0,14.29,-36314,39884,-2860
2009-11-09,47250.0,47450.0,85914.0,14.35,-8789,12512,-9733
2009-11-10,47300.0,47200.0,85507.0,14.28,5887,4603,-9190
2009-11-11,47500.0,47600.0,78344.0,14.4,-7188,8778,-1590
2009-11-12,47400.0,47400.0,104399.0,14.34,33862,-37212,-5660
2009-11-13,47500.0,46800.0,93504.0,14.16,1725,28895,-30360
2009-11-16,46600.0,46350.0,116239.0,14.02,22367,3602,-39729
2009-11-17,46250.0,46500.0,133786.0,14.07,19832,22868,-42640
2009-11-18,46500.0,45600.0,185805.0,13.79,68548,-6258,-46500
2009-11-19,45700.0,45950.0,172538.0,13.9,58977,-76797,20300
2009-11-20,45900.0,47100.0,193313.0,14.25,7211,-16494,4373
2009-11-23,47100.0,47300.0,157729.0,14.31,40174,-28804,-11510
2009-11-24,47400.0,46750.0,109249.0,14.14,25794,-17124,-7670
2009-11-25,46400.0,46900.0,104068.0,14.19,-17628,24948,-7410
2009-11-26,46700.0,47100.0,127588.0,14.25,8606,-4196,-2070
2009-11-27,46200.0,45750.0,190241.0,13.84,-57369,729,35890
2009-11-30,46150.0,45250.0,125160.0,13.69,18173,-29943,11880
2009-12-01,44850.0,46000.0,99624.0,13.91,-25052,18022,7350
2009-12-02,46050.0,47100.0,166735.0,14.25,-5705,-2105,6720
2009-12-03,46800.0,47300.0,106133.0,14.31,-859,11359,-4750
2009-12-04,47100.0,48250.0,161151.0,14.6,-31932,40608,-7670
2009-12-07,48350.0,48100.0,100361.0,14.55,-9594,12154,-1020
2009-12-08,48200.0,48650.0,182101.0,14.72,-76063,21943,54270
2009-12-09,48000.0,48700.0,148589.0,14.73,-41422,7142,30130
2009-12-10,48650.0,48700.0,191502.0,14.73,11292,-23161,10659
2009-12-11,48700.0,48700.0,118009.0,14.73,6919,-2799,700
2009-12-14,48800.0,48550.0,120322.0,14.69,29696,-24956,-1610
2009-12-15,48200.0,47950.0,114359.0,14.5,28979,-26759,5880
2009-12-16,47900.0,48750.0,139675.0,14.75,-8184,21538,-12829
2009-12-17,49000.0,48350.0,124040.0,14.63,20808,-15027,-5931
2009-12-18,47950.0,47950.0,65165.0,14.5,4487,-427,-2000
2009-12-21,48100.0,48200.0,96217.0,14.58,16489,-18589,-410
2009-12-22,48200.0,47800.0,68332.0,14.46,-8691,11291,-2930
2009-12-23,48100.0,47450.0,129398.0,14.35,29219,-19349,-11160
2009-12-24,47550.0,48250.0,152218.0,14.6,-21396,6805,15710
2009-12-28,48400.0,48450.0,118391.0,14.66,-15617,11467,7130
2009-12-29,48300.0,48200.0,100982.0,14.58,11038,-6192,-3786
2009-12-30,48250.0,47050.0,271021.0,14.23,137377,-103082,-9165
2010-01-04,46850.0,48750.0,200756.0,14.51,-50383,44509,7542
2010-01-05,49000.0,49250.0,185321.0,14.66,-12325,15541,351
2010-01-06,49500.0,49900.0,195800.0,14.85,-26275,38280,-17155
2010-01-07,50300.0,52400.0,1006704.0,15.6,-347737,271951,67744
2010-01-08,52500.0,53400.0,446700.0,15.9,-60595,-44071,105694
2010-01-11,53800.0,53100.0,324152.0,15.81,-56537,74448,-17033
2010-01-12,53200.0,53300.0,164723.0,15.87,-32155,7662,28175
2010-01-13,52800.0,52900.0,159398.0,15.75,-9433,9217,-19
2010-01-14,52700.0,53000.0,211533.0,15.78,26040,-16642,-5160
2010-01-15,53000.0,53200.0,189357.0,15.84,-1265,3842,-5187
2010-01-18,53200.0,53500.0,243000.0,15.93,37580,-38018,1208
2010-01-19,53600.0,53100.0,189597.0,15.81,55896,-44708,-2313
2010-01-20,52900.0,51800.0,201327.0,15.42,4237,-19451,14809
2010-01-21,51300.0,51200.0,208103.0,15.24,20455,-32600,13467
2010-01-22,50300.0,49700.0,334063.0,14.79,44004,-47124,7656
2010-01-25,48850.0,49400.0,156616.0,14.7,16507,-44964,32857
2010-01-26,49500.0,49200.0,108725.0,14.65,-6415,-4165,10210
2010-01-27,49100.0,48000.0,218305.0,14.29,65140,-74100,-670
2010-01-28,48000.0,48600.0,138783.0,14.47,-18796,19275,-5440
2010-01-29,48100.0,47650.0,98993.0,14.18,-4200,4460,-1690
2010-02-01,47100.0,47700.0,107745.0,14.2,10133,3897,-9970
2010-02-02,48050.0,47100.0,119031.0,14.02,23782,7928,-13250
2010-02-03,47550.0,47550.0,69932.0,14.15,-1160,11900,-10400
2010-02-04,47800.0,47200.0,87516.0,14.05,29450,-42420,-5430
2010-02-05,45800.0,45750.0,119810.0,13.62,-12860,9230,590
2010-02-08,45900.0,46150.0,89003.0,13.74,-5328,11728,-7080
2010-02-09,45700.0,46500.0,76254.0,13.84,660,10340,-9670
2010-02-10,46900.0,46900.0,66701.0,13.96,-1326,20284,-18578
2010-02-11,46500.0,47450.0,91756.0,14.12,-7846,18066,-11800
2010-02-12,47500.0,47150.0,54133.0,14.04,28199,-5390,-21849
2010-02-16,47050.0,47350.0,58485.0,14.09,-12586,12216,-1710
2010-02-17,47500.0,48150.0,101693.0,14.33,-24041,18790,4091
2010-02-18,48300.0,48000.0,57791.0,14.29,-5360,14330,-8100
2010-02-19,47700.0,46950.0,62603.0,13.98,-4400,4770,-1220
2010-02-22,47200.0,48200.0,52926.0,14.35,-36757,25320,9857
2010-02-23,48200.0,48050.0,243125.0,14.3,-8920,-1486,10026
2010-02-24,47600.0,47800.0,92150.0,14.23,10542,-11079,4367
2010-02-25,48000.0,47750.0,106838.0,14.21,-4839,6139,3090
2010-02-26,47550.0,47950.0,62746.0,14.27,-7888,17170,-6482
2010-03-02,48600.0,48400.0,71327.0,14.41,-11105,11366,6170
2010-03-03,48150.0,48400.0,36630.0,14.41,-520,3817,1703
2010-03-04,48400.0,47600.0,54378.0,14.17,21106,-20630,2530
2010-03-05,47600.0,48450.0,61584.0,14.42,-41496,33710,5340
2010-03-08,48950.0,49400.0,85652.0,14.7,-17388,10370,7190
2010-03-09,49400.0,48750.0,111595.0,14.51,37915,-38030,805
2010-03-10,48700.0,49750.0,339478.0,14.81,2455,3994,5451
2010-03-11,50000.0,50800.0,290408.0,15.12,-114318,131518,-12140
2010-03-12,51000.0,50700.0,161489.0,15.09,9420,3957,-8146
2010-03-15,50600.0,50200.0,98921.0,14.94,-27286,25551,2096
2010-03-16,50300.0,49800.0,119645.0,14.82,41068,-53460,5782
2010-03-17,50000.0,50000.0,117343.0,14.88,14690,-34970,21850
2010-03-18,50300.0,50200.0,124144.0,14.94,13274,-28659,14333
2010-03-19,50700.0,50000.0,110417.0,14.88,6071,-15226,2934
2010-03-22,49800.0,49300.0,119568.0,14.68,3911,-6569,2924
2010-03-23,49700.0,49850.0,89987.0,14.84,6021,-6279,-980
2010-03-24,50000.0,49950.0,82787.0,14.87,-25569,4287,22692
2010-03-25,49950.0,51000.0,129128.0,15.18,-3190,2670,-2510
2010-03-26,50800.0,50900.0,86498.0,15.15,7085,3477,-5913
2010-03-29,50500.0,51300.0,138925.0,15.27,12355,-18997,-3352
2010-03-30,51300.0,51200.0,67044.0,15.24,-5018,3241,725
2010-03-31,51000.0,50800.0,133067.0,15.12,-5112,190,3899
2010-04-01,50600.0,50800.0,90513.0,15.12,-4262,-2102,4671
2010-04-02,50900.0,51100.0,162896.0,15.21,28832,-17403,-6530
2010-04-05,51100.0,50900.0,116371.0,15.15,-3255,5755,-6479
2010-04-06,50900.0,50500.0,85262.0,15.03,7089,-7836,2717
2010-04-07,50500.0,49850.0,96778.0,14.84,-10920,-7635,17935
2010-04-08,49800.0,50200.0,100751.0,14.94,-31873,10702,14442
2010-04-09,50100.0,51700.0,544179.0,15.39,169703,-149818,144
2010-04-12,51600.0,51300.0,178482.0,15.27,-13778,5777,4797
2010-04-13,51300.0,51100.0,105923.0,15.21,19702,-14662,-1050
2010-04-14,51200.0,51100.0,163104.0,15.21,31877,-37729,9574
2010-04-15,52000.0,52800.0,606864.0,15.72,129403,-129540,8934
2010-04-16,52800.0,52200.0,158872.0,15.54,-5696,10184,-5513
2010-04-19,51400.0,50300.0,157389.0,14.97,45783,-41606,-4507
2010-04-20,50600.0,50500.0,111315.0,15.03,211,-941,4750
2010-04-21,50900.0,52100.0,203658.0,15.51,7602,-58951,52499
2010-04-22,51800.0,52800.0,140251.0,15.72,-19733,12345,7678
2010-04-23,52600.0,50900.0,358882.0,15.15,-73488,17822,31376
2010-04-26,51400.0,52500.0,253975.0,15.63,-19063,4576,10687
2010-04-27,52500.0,53000.0,244860.0,15.78,4861,2149,-5835
2010-04-28,51900.0,53200.0,195189.0,15.84,21585,-3223,-8495
2010-04-29,53200.0,53400.0,340309.0,15.9,-25227,19905,5802
2010-04-30,53800.0,53400.0,219231.0,15.9,5235,-3833,-6612
2010-05-03,52900.0,53100.0,165838.0,15.81,-26282,11348,12228
2010-05-04,53700.0,53400.0,109620.0,15.9,-23675,28918,-2086
2010-05-06,52300.0,52400.0,141838.0,15.6,-13910,30686,-15897
2010-05-07,50800.0,52400.0,201700.0,15.6,-56374,31919,9157
2010-05-10,52800.0,52500.0,106644.0,15.63,1415,15483,-16581
2010-05-11,52900.0,56900.0,1165693.0,16.94,-89046,1439,70134
2010-05-12,56600.0,57200.0,772152.0,17.03,63054,-34975,-16458
2010-05-13,57700.0,58600.0,572546.0,17.44,-51338,50990,-3986
2010-05-14,58500.0,67300.0,1623960.0,20.03,-83587,68402,-5365
2010-05-17,66300.0,69000.0,2159884.0,20.54,20218,-169234,178976
2010-05-18,70000.0,64400.0,1109108.0,19.17,122301,-104203,-3318
2010-05-19,63300.0,63400.0,757631.0,18.87,-14048,-34001,45533
2010-05-20,63100.0,59700.0,872839.0,17.77,92181,-134252,32770
2010-05-24,59700.0,61300.0,515534.0,18.25,-73274,56892,16733
2010-05-25,60600.0,62500.0,786741.0,18.6,-38990,49236,-25313
2010-05-26,63600.0,62600.0,566148.0,18.63,120658,-20489,-91932
2010-05-27,62100.0,61200.0,744778.0,18.22,212263,12,-210590
2010-05-28,62100.0,62400.0,727307.0,18.57,14615,-2924,5892
2010-05-31,62300.0,63300.0,473429.0,18.84,-623,13277,-15985
2010-06-01,63200.0,63800.0,689572.0,18.99,5721,34582,-41458
2010-06-03,64900.0,63400.0,335981.0,18.87,27358,-2853,-26327
2010-06-04,63500.0,63100.0,322565.0,18.78,13166,7250,-6748
2010-06-07,61600.0,62000.0,258260.0,18.46,-9592,12875,-3862
2010-06-08,62100.0,63800.0,479047.0,18.99,70880,-20610,-61494
2010-06-09,63800.0,61800.0,322012.0,18.4,41184,-28408,-10193
2010-06-10,62100.0,60200.0,551338.0,17.92,130189,-134491,12888
2010-06-11,61000.0,58100.0,688185.0,17.29,216553,-206431,-8947
2010-06-14,58600.0,59600.0,346925.0,17.74,-23568,-8300,33809
2010-06-15,59600.0,60400.0,249478.0,17.98,-20824,10513,-12807
2010-06-16,60900.0,63300.0,679346.0,18.84,-112899,118325,-22830
2010-06-17,63300.0,63300.0,439327.0,18.84,-11499,23304,-22664
2010-06-18,63300.0,63500.0,294075.0,18.9,32466,-22116,-14295
2010-06-21,64300.0,63900.0,367086.0,19.02,49453,-51273,1287
2010-06-22,63800.0,66000.0,1002731.0,19.65,-170855,115862,7349
2010-06-23,66400.0,65200.0,504108.0,19.41,82910,-62524,-10656
2010-06-24,65200.0,63800.0,395032.0,18.99,41387,-47046,30216
2010-06-25,63500.0,63800.0,369003.0,18.99,22576,-21660,-873
2010-06-28,64300.0,65500.0,281400.0,19.5,-10033,7881,3912
2010-06-29,65600.0,64200.0,619241.0,19.11,16981,-9976,-16772
2010-06-30,62700.0,64200.0,276324.0,19.11,-19495,-10738,26357
2010-07-01,63900.0,68400.0,780293.0,20.36,-143089,137229,-1943
2010-07-02,68700.0,66000.0,711340.0,19.65,11925,24375,-42654
2010-07-05,66300.0,66400.0,336450.0,19.77,22681,-18405,-4898
2010-07-06,65800.0,65600.0,347679.0,19.53,57469,-14387,-41768
2010-07-07,65700.0,65900.0,272890.0,19.62,-10832,17978,-6783
2010-07-08,66800.0,66300.0,248222.0,19.74,14770,-10613,-5744
2010-07-09,66800.0,66800.0,468496.0,19.88,59979,-46329,-10608
2010-07-12,67400.0,68400.0,374949.0,20.36,-5554,-6415,16078
2010-07-13,68900.0,69600.0,788769.0,20.72,-27719,3162,22608
2010-07-14,70300.0,68600.0,588113.0,20.42,69955,-67633,4678
2010-07-15,68400.0,70500.0,462848.0,20.99,-19477,-2228,8911
2010-07-16,70500.0,70800.0,425632.0,21.07,5661,-11818,3763
2010-07-19,70000.0,70700.0,246004.0,21.05,-3636,-1162,-4020
2010-07-20,71500.0,69900.0,354318.0,20.81,66630,-2124,-51685
2010-07-21,70500.0,70200.0,276969.0,20.9,12075,7914,1077
2010-07-22,69700.0,68000.0,364747.0,20.24,48105,-41345,6150
2010-07-23,68800.0,65000.0,597054.0,19.35,102525,-76155,-16371
2010-07-26,64800.0,66600.0,274275.0,19.82,-15844,-11285,22490
2010-07-27,67100.0,65900.0,177983.0,19.62,12047,-1531,-4432
2010-07-28,66000.0,65700.0,152874.0,19.56,-8688,-12976,20119
2010-07-29,65800.0,66800.0,176271.0,19.88,-36637,27274,13117
2010-07-30,67500.0,66800.0,139192.0,19.88,-15889,24648,-8554
2010-08-02,67500.0,67200.0,135803.0,20.0,-2433,-2441,4926
2010-08-03,67800.0,66200.0,201074.0,19.71,8574,-4757,-2307
2010-08-04,66000.0,66200.0,227578.0,19.71,-1355,-28205,29134
2010-08-05,66400.0,64200.0,275257.0,19.11,14134,-41260,29259
2010-08-06,64500.0,67300.0,376431.0,20.03,-42478,12902,24486
2010-08-09,67900.0,67000.0,242297.0,19.94,-25148,9110,16486
2010-08-10,67400.0,65600.0,188226.0,19.53,6406,-16387,12895
2010-08-11,65600.0,63800.0,246020.0,18.99,33130,-3633,-24801
2010-08-12,63000.0,62500.0,164216.0,18.6,28416,-15211,-9952
2010-08-13,63400.0,64800.0,193675.0,19.29,-76177,67017,11543
2010-08-16,65600.0,66200.0,266381.0,19.71,-49435,58300,-5907
2010-08-17,66000.0,65400.0,141860.0,19.47,-1763,3304,-6975
2010-08-18,66000.0,66000.0,242947.0,19.65,-6186,10092,-12638
2010-08-19,66400.0,68500.0,534158.0,20.39,-51733,28461,12822
2010-08-20,68000.0,68400.0,366276.0,20.36,36259,-20691,-16831
2010-08-23,68200.0,69000.0,322962.0,20.54,-5640,-16226,-6756
2010-08-24,69000.0,69000.0,451694.0,20.54,-6925,2958,-2185
2010-08-25,68100.0,66100.0,268616.0,19.68,48357,-1760,-47687
2010-08-26,66200.0,65100.0,267916.0,19.38,44373,-1947,-35000
2010-08-27,64800.0,65200.0,154106.0,19.41,18754,11395,-25554
2010-08-30,66000.0,67000.0,136726.0,19.94,-13637,33895,474
2010-08-31,66500.0,67500.0,206432.0,20.09,-9374,-19347,22494
2010-09-01,67800.0,67100.0,280192.0,19.97,38916,-16546,-32869
2010-09-02,67600.0,66800.0,217338.0,19.88,21931,-50528,27212
2010-09-03,67100.0,68100.0,438287.0,20.27,292,-21338,20321
2010-09-06,68800.0,67500.0,292390.0,20.09,79647,5847,-97615
2010-09-07,67500.0,66100.0,223745.0,19.68,38280,33297,-73346
2010-09-08,66100.0,65400.0,180435.0,19.47,55879,-24629,-28114
2010-09-09,65900.0,66800.0,196503.0,19.88,-39375,18674,-3923
2010-09-10,67400.0,66700.0,216899.0,19.85,960,-1447,-3311
2010-09-13,66700.0,67000.0,193645.0,19.94,-27624,31011,-2074
2010-09-14,67200.0,66100.0,278377.0,19.68,58150,-7307,-55535
2010-09-15,66600.0,64600.0,360382.0,19.23,43129,-54420,11944
2010-09-16,64600.0,63100.0,356385.0,18.78,109425,-71558,-27593
2010-09-17,63400.0,63600.0,279743.0,18.93,100854,4410,-104338
2010-09-20,63600.0,63800.0,135710.0,18.99,48886,-24202,-18748
2010-09-24,63800.0,63800.0,119839.0,18.99,26803,-26474,-4574
2010-09-27,64000.0,62800.0,346567.0,18.69,78635,-57600,-30925
2010-09-28,63000.0,63600.0,314145.0,18.93,98955,-54474,-22881
2010-09-29,63700.0,64200.0,388019.0,19.11,-23379,47427,-23283
2010-09-30,64300.0,63800.0,225407.0,18.99,7151,44398,-57540
2010-10-01,64100.0,63400.0,396477.0,18.87,114594,-7354,-119894
2010-10-04,63400.0,62800.0,214429.0,18.69,10556,19598,-38681
2010-10-05,63000.0,63100.0,195785.0,18.78,-2044,-9049,6550
2010-10-06,63500.0,61200.0,575663.0,18.22,152598,-98053,-19989
2010-10-07,60800.0,60900.0,318893.0,18.13,41046,-72213,30779
2010-10-08,61100.0,61400.0,192044.0,18.28,30440,-28910,12823
2010-10-11,61500.0,59500.0,411739.0,17.71,63523,-63468,17743
2010-10-12,59600.0,59800.0,187958.0,17.8,22206,-31996,15154
2010-10-13,60200.0,61200.0,212549.0,18.22,27803,-22069,-11699
2010-10-14,61200.0,61000.0,270247.0,18.16,38649,-25768,-15586
2010-10-15,60800.0,61300.0,198827.0,18.25,-13828,8903,4197
2010-10-18,61800.0,60000.0,209325.0,17.86,38637,-24317,-190
2010-10-19,60000.0,59100.0,175572.0,17.59,42696,-43745,11645
2010-10-20,58900.0,60900.0,204386.0,18.13,-36321,12865,15212
2010-10-21,61200.0,61300.0,247995.0,18.25,17080,-8916,-13142
2010-10-22,61300.0,61300.0,346160.0,18.25,735,10785,-8009
2010-10-25,61300.0,62200.0,261691.0,18.51,-10214,2392,-5253
2010-10-26,62500.0,64000.0,498898.0,19.05,-109937,88018,-14277
2010-10-27,64100.0,66000.0,1121861.0,19.65,-297246,215102,61081
2010-10-28,66400.0,67100.0,825857.0,19.97,-134448,216005,-39314
2010-10-29,67300.0,66800.0,546553.0,19.88,37872,-32278,-9630
2010-11-01,67000.0,68600.0,621370.0,20.42,-127848,69787,-8061
2010-11-02,68500.0,69000.0,404506.0,20.54,-11815,36111,-2491
2010-11-03,69000.0,69000.0,372539.0,20.54,-57364,81385,-22837
2010-11-04,69200.0,70600.0,650463.0,21.02,-230441,189428,43174
2010-11-05,71200.0,70600.0,473258.0,21.02,-113063,106463,-764
2010-11-08,70800.0,70600.0,344500.0,21.02,-23392,13024,7839
2010-11-09,75500.0,76700.0,3034523.0,22.83,121972,-100730,15315
2010-11-10,76000.0,76900.0,1180224.0,22.89,-82481,59226,16764
2010-11-11,77800.0,78300.0,991125.0,23.31,-9097,56578,-66186
2010-11-12,77200.0,75900.0,2094130.0,22.59,136816,407279,207446
2010-11-15,76900.0,79000.0,1276057.0,23.52,219999,-48271,-166626
2010-11-16,78200.0,77200.0,571280.0,22.98,-74516,64502,19266
2010-11-17,76700.0,78600.0,544977.0,23.4,-20172,100096,-78541
2010-11-18,79500.0,83000.0,1241798.0,24.71,-56288,111467,-79551
2010-11-19,83400.0,83600.0,564693.0,24.89,37968,4349,-38573
2010-11-22,83100.0,83200.0,527115.0,24.77,29603,35023,-72436
2010-11-23,83700.0,85600.0,817465.0,25.48,22835,5865,-25736
2010-11-24,83500.0,84900.0,647312.0,25.27,-4699,21182,-22302
2010-11-25,86000.0,83800.0,439199.0,24.94,-1563,23031,-20343
2010-11-26,83600.0,81500.0,697869.0,24.26,-77222,23498,39404
2010-11-29,82200.0,82800.0,358957.0,24.65,-32059,19710,13892
2010-11-30,83000.0,84800.0,502182.0,25.24,7371,-17119,9586
2010-12-01,84000.0,85000.0,376202.0,25.3,4886,8198,-7119
