Symbol,에스엘_시가(원),에스엘_종가(원),에스엘_거래량(주),에스엘_PER(IFRS-연결),에스엘_순매수수량(개인)(주),에스엘_순매수수량(기관계)(주),에스엘_순매수수량(외국인계)(주)
2009-08-17,5040.0,4850.0,399632.0,,-11150,22830,-16650
2009-08-18,4750.0,4750.0,227201.0,,-19639,9789,980
2009-08-19,4910.0,5120.0,648640.0,,-59530,112660,-73140
2009-08-20,5220.0,5320.0,445231.0,,-22360,25700,-3340
2009-08-21,5400.0,5490.0,622914.0,,-150700,155440,-4740
2009-08-24,5550.0,5670.0,503103.0,,16660,-6790,-980
2009-08-25,5660.0,5820.0,297919.0,,-64220,69330,6520
2009-08-26,5850.0,6060.0,230753.0,,-15410,18650,-3240
2009-08-27,6000.0,5920.0,167385.0,,-23500,23850,-350
2009-08-28,5860.0,5790.0,257361.0,,-13620,17530,-4210
2009-08-31,5760.0,5640.0,390522.0,,-14850,11940,282910
2009-09-01,5800.0,6090.0,389412.0,,-20242,19732,600
2009-09-02,6040.0,6250.0,408749.0,,-13340,16330,-2410
2009-09-03,6260.0,6150.0,236792.0,,-34680,39600,-4720
2009-09-04,6220.0,5980.0,120950.0,,12440,-25000,12560
2009-09-07,5940.0,6020.0,255566.0,,-24188,2168,21720
2009-09-08,6020.0,6100.0,164048.0,,-18600,5940,9160
2009-09-09,6500.0,5880.0,440057.0,,43270,-47120,3850
2009-09-10,5880.0,6060.0,210310.0,,-43170,14240,28930
2009-09-11,6090.0,6040.0,109431.0,,-9470,10040,-570
2009-09-14,6050.0,5940.0,208892.0,,43091,-72541,29450
2009-09-15,5950.0,6000.0,119881.0,,-1620,-3750,5370
2009-09-16,6000.0,6060.0,199631.0,,-21110,0,21110
2009-09-17,6060.0,5950.0,166060.0,,-19090,-450,19540
2009-09-18,5940.0,5940.0,84733.0,,-15340,10230,5110
2009-09-21,6000.0,5960.0,84760.0,,-23470,28580,-5110
2009-09-22,6010.0,5980.0,105429.0,,-14220,-670,14890
2009-09-23,5990.0,5800.0,131023.0,,19930,-11750,-8180
2009-09-24,5800.0,5800.0,185083.0,,-8420,-28570,36990
2009-09-25,5800.0,5780.0,63271.0,,-22500,5960,14720
2009-09-28,5660.0,5860.0,74090.0,,-38400,27310,11090
2009-09-29,5900.0,5860.0,60170.0,,-20500,24600,-4100
2009-09-30,5740.0,5850.0,64380.0,,-21090,16020,-1500
2009-10-01,5780.0,5700.0,40692.0,,-560,510,50
2009-10-05,5570.0,5650.0,35022.0,,-9830,-410,9990
2009-10-06,5620.0,5500.0,88434.0,,-29107,-473,29580
2009-10-07,5650.0,5400.0,90578.0,,-20700,-330,30000
2009-10-08,5470.0,5720.0,126160.0,,-26489,3409,23080
2009-10-09,5720.0,5820.0,39780.0,,-12110,10000,2110
2009-10-12,6000.0,5900.0,217890.0,,5500,50,-5300
2009-10-13,5900.0,5870.0,42779.0,,8988,-6828,-2160
2009-10-14,5870.0,5890.0,47227.0,,-11170,8890,2280
2009-10-15,5930.0,5900.0,54834.0,,-3076,5026,50
2009-10-16,5900.0,5700.0,72472.0,,17470,-19990,2620
2009-10-19,5800.0,5860.0,269763.0,,4350,-7430,3080
2009-10-20,5950.0,5850.0,91070.0,,1180,1290,-200
2009-10-21,5830.0,5900.0,53564.0,,-31940,22330,9810
2009-10-22,5870.0,5750.0,30396.0,,-8230,50,8180
2009-10-23,5730.0,5840.0,44178.0,,-11740,-970,12610
2009-10-26,5840.0,5900.0,50189.0,,-29720,23950,5870
2009-10-27,5820.0,5830.0,68283.0,,20600,-12620,-7930
2009-10-28,5770.0,5600.0,95059.0,,9540,-5490,-4000
2009-10-29,5420.0,5310.0,113686.0,,37421,-38291,870
2009-10-30,5410.0,5350.0,85231.0,,12740,-11870,-870
2009-11-02,5270.0,5240.0,54749.0,,-15620,10210,410
2009-11-03,5160.0,5270.0,40171.0,,-33230,-10,-220
2009-11-04,5290.0,5380.0,55136.0,,-15417,-7823,2650
2009-11-05,5380.0,5400.0,26670.0,,-11830,0,-790
2009-11-06,5450.0,5550.0,324331.0,,30000,-42340,-3050
2009-11-09,5680.0,5650.0,76551.0,,-35660,-4690,0
2009-11-10,5650.0,5630.0,58465.0,,-41400,-3190,130
2009-11-11,5570.0,5620.0,138710.0,,2290,-17350,-130
2009-11-12,5550.0,5620.0,34090.0,,-24470,24470,0
2009-11-13,5540.0,5700.0,27215.0,,-18740,14220,4520
2009-11-16,5670.0,5720.0,35586.0,,-24770,9290,15480
2009-11-17,5660.0,5900.0,63590.0,,-52170,52170,0
2009-11-18,5920.0,5970.0,68977.0,,-14903,26343,0
2009-11-19,5970.0,6020.0,100595.0,,5050,-22920,2550
2009-11-20,5910.0,6040.0,162920.0,,6190,-11830,0
2009-11-23,6030.0,6080.0,55170.0,,-5240,5040,200
2009-11-24,6150.0,6080.0,24391.0,,-4800,5000,-200
2009-11-25,6010.0,5960.0,25300.0,,-20,0,20
2009-11-26,5960.0,5990.0,37605.0,,-8700,8000,700
2009-11-27,5920.0,5650.0,49645.0,,-3040,3760,-720
2009-11-30,5690.0,5950.0,43985.0,,-19020,15450,11170
2009-12-01,5960.0,6050.0,59425.0,,-29090,20250,8840
2009-12-02,6100.0,6050.0,48830.0,,6700,-4660,-2040
2009-12-03,6100.0,6060.0,11570.0,,-4740,5000,-260
2009-12-04,5980.0,6060.0,38250.0,,3740,-4360,620
2009-12-07,6080.0,6080.0,81930.0,,-9090,-35070,45160
2009-12-08,6080.0,6100.0,19741.0,,-10350,11150,-800
2009-12-09,6080.0,6120.0,50333.0,,2260,-5490,4930
2009-12-10,6120.0,6150.0,171899.0,,83370,110,-73690
2009-12-11,6140.0,6150.0,158834.0,,75128,6352,-82480
2009-12-14,6200.0,6350.0,254020.0,,26640,84790,-105930
2009-12-15,6350.0,6400.0,209930.0,,68407,-15337,-30070
2009-12-16,6330.0,6600.0,127976.0,,-15610,37720,-22110
2009-12-17,6500.0,6310.0,104253.0,,44278,-21118,-23160
2009-12-18,6200.0,6130.0,121851.0,,42344,-13054,-29290
2009-12-21,6140.0,6130.0,142251.0,,-3990,-4410,8400
2009-12-22,6110.0,6130.0,59872.0,,-4210,18420,-14210
2009-12-23,6100.0,6260.0,316526.0,,66520,-4760,-61760
2009-12-24,6260.0,6120.0,100151.0,,-5580,9380,-3800
2009-12-28,6120.0,6020.0,61768.0,,-10016,12196,-2180
2009-12-29,5960.0,6000.0,65970.0,,-2960,5470,-2510
2009-12-30,6000.0,6090.0,58940.0,,-14330,9770,-490
2010-01-04,6090.0,6200.0,67061.0,,-3650,2000,1650
2010-01-05,6220.0,6160.0,121381.0,,-48880,9620,9260
2010-01-06,6200.0,6090.0,82706.0,,-5990,9610,-8730
2010-01-07,6140.0,6080.0,115284.0,,-51870,40370,-600
2010-01-08,6170.0,6150.0,40230.0,,-12390,10370,1140
2010-01-11,6150.0,6180.0,44550.0,,-9870,10890,-1020
2010-01-12,6180.0,6190.0,23430.0,,-10590,10620,-30
2010-01-13,6180.0,6020.0,52792.0,,19750,-20000,350
2010-01-14,6090.0,5990.0,34049.0,,-2060,0,2060
2010-01-15,6040.0,6210.0,121749.0,,-12958,8390,4568
2010-01-18,6210.0,6480.0,247200.0,,-30840,-4050,20870
2010-01-19,6530.0,6310.0,138799.0,,3850,50,-6040
2010-01-20,6330.0,6230.0,93631.0,,11910,-9760,-1150
2010-01-21,6200.0,6260.0,66821.0,,12820,-15970,4150
2010-01-22,6200.0,6070.0,57215.0,,-2080,3000,-920
2010-01-25,5980.0,6000.0,118570.0,,38070,-16660,-21410
2010-01-26,6030.0,6250.0,112854.0,,-42830,43990,-1160
2010-01-27,6240.0,6240.0,23400.0,,-10000,10000,0
2010-01-28,6170.0,6280.0,68478.0,,-15930,15920,0
2010-01-29,6280.0,6120.0,60370.0,,-8230,8000,230
2010-02-01,6100.0,6150.0,34470.0,,3920,-6910,2990
2010-02-02,6200.0,6080.0,76599.0,,35879,-36729,850
2010-02-03,6120.0,6110.0,23790.0,,-330,0,330
2010-02-04,6160.0,6380.0,217030.0,,-41750,18220,3530
2010-02-05,6100.0,6130.0,135790.0,,-9390,11460,-2070
2010-02-08,6290.0,6730.0,1106404.0,,-15920,-34790,4710
2010-02-09,6830.0,6740.0,859853.0,,141962,-116342,-6030
2010-02-10,6800.0,6740.0,468585.0,,60546,-62076,1530
2010-02-11,6830.0,6900.0,422377.0,,-11370,15000,-3630
2010-02-12,6900.0,6750.0,597657.0,,-47610,56960,-1350
2010-02-16,6820.0,6940.0,358625.0,,-26150,4450,12540
2010-02-17,7000.0,6880.0,321917.0,,28880,31010,-19920
2010-02-18,7100.0,7010.0,1704566.0,,-89094,52590,-360
2010-02-19,6980.0,6800.0,599461.0,,-11180,8900,2280
2010-02-22,6950.0,7370.0,567691.0,,-103980,91100,12380
2010-02-23,7370.0,7390.0,353245.0,,8980,12990,-10300
2010-02-24,7330.0,7300.0,266515.0,,-23210,24030,-1950
2010-02-25,7300.0,7100.0,197380.0,,-22850,20950,0
2010-02-26,7220.0,7170.0,97800.0,,-8750,2000,6250
2010-03-02,7250.0,7300.0,301640.0,,-49231,28211,18730
2010-03-03,7350.0,7330.0,170110.0,,-24540,18050,-1120
2010-03-04,7350.0,7260.0,224819.0,,-71822,67350,-9698
2010-03-05,7300.0,7550.0,500322.0,,-164970,153170,13260
2010-03-08,7610.0,7560.0,211495.0,,-45240,43420,-1650
2010-03-09,7570.0,7590.0,192900.0,,-50980,43700,-6010
2010-03-10,7650.0,7960.0,645469.0,,-254080,45120,228320
2010-03-11,8100.0,7800.0,281400.0,,27850,-24910,-3770
2010-03-12,7750.0,7800.0,275555.0,,-70900,63050,19260
2010-03-15,7800.0,7800.0,105186.0,,-16920,6780,10000
2010-03-16,7880.0,7940.0,164130.0,,2860,2050,2500
2010-03-17,8100.0,7920.0,147472.0,,-23580,20650,1950
2010-03-18,7900.0,8000.0,211970.0,,-46010,40840,7280
2010-03-19,8090.0,8350.0,341709.0,,-25530,27410,460
2010-03-22,8400.0,8620.0,416958.0,,17420,13700,-2120
2010-03-23,8620.0,8570.0,276546.0,,27270,25140,5590
2010-03-24,8700.0,8540.0,219069.0,,67460,-47610,1010
2010-03-25,8540.0,8440.0,139202.0,,-9220,10340,19940
2010-03-26,8520.0,8500.0,387329.0,,-4380,-22300,41950
2010-03-29,8490.0,8370.0,176104.0,,-77000,77180,1820
2010-03-30,8440.0,8480.0,154136.0,,-11610,-1870,12040
2010-03-31,8500.0,8480.0,239541.0,,-60540,72220,-3180
2010-04-01,8480.0,8330.0,159990.0,3.28,6640,7370,-16010
2010-04-02,8280.0,8280.0,226551.0,3.26,39980,-28460,-17220
2010-04-05,8220.0,7830.0,285736.0,3.08,26502,-38902,4890
2010-04-06,7830.0,7550.0,200651.0,2.97,32250,-41090,15380
2010-04-07,7600.0,7580.0,147690.0,2.98,32200,-38100,7400
2010-04-08,7560.0,7450.0,173115.0,2.93,-16750,14960,-7220
2010-04-09,7510.0,7920.0,229878.0,3.12,-41890,34440,6450
2010-04-12,8000.0,7660.0,267785.0,3.01,-40182,85382,-22030
2010-04-13,7800.0,7580.0,144646.0,2.98,41968,-40488,7520
2010-04-14,7670.0,7670.0,141209.0,3.02,-8930,40120,-21490
2010-04-15,7720.0,7600.0,125700.0,2.99,-4520,14550,-19630
2010-04-16,7690.0,7750.0,119761.0,3.05,16490,-15430,-1190
2010-04-19,7540.0,7670.0,65560.0,3.02,-12840,15280,-2440
2010-04-20,7740.0,7990.0,248039.0,3.14,-94550,106070,-7710
2010-04-21,8130.0,8230.0,295986.0,3.24,-75250,102320,-45630
2010-04-22,8290.0,8290.0,93061.0,3.26,-18890,22830,-5340
2010-04-23,8320.0,8400.0,251162.0,3.31,-93770,126820,-36050
2010-04-26,8460.0,8380.0,131931.0,3.3,-41260,43640,-250
2010-04-27,8400.0,8420.0,206650.0,3.31,-44869,33569,19150
2010-04-28,8260.0,8260.0,127300.0,3.25,5730,28950,-4100
2010-04-29,8300.0,8530.0,317715.0,3.36,9760,77520,-8270
2010-04-30,8700.0,8590.0,229343.0,3.38,-24970,23540,-2450
2010-05-03,8500.0,8580.0,117010.0,3.38,-32330,33290,-960
2010-05-04,8730.0,9200.0,653088.0,3.62,-210646,173606,33340
2010-05-06,9050.0,9500.0,707419.0,3.74,-17530,69250,-14880
2010-05-07,9190.0,9290.0,362405.0,3.66,-72280,62030,-4470
2010-05-10,9400.0,9840.0,466486.0,3.87,-65370,75340,-2530
2010-05-11,10000.0,10150.0,390875.0,3.99,-130669,134609,-3940
2010-05-12,10250.0,10550.0,879435.0,4.15,-102410,99100,-1390
2010-05-13,10850.0,11600.0,772242.0,4.57,-73173,65273,-3580
2010-05-14,11600.0,11300.0,2318537.0,4.45,148472,-204572,-39180
2010-05-17,11050.0,11300.0,931323.0,4.45,-117105,117583,6332
2010-05-18,11750.0,10350.0,789590.0,4.07,97400,-123730,8020
2010-05-19,10150.0,11150.0,848930.0,4.39,-141510,147720,20180
2010-05-20,11150.0,10650.0,934890.0,4.19,77210,-51570,-23880
2010-05-24,10450.0,11100.0,557363.0,4.37,-147886,161436,-29850
2010-05-25,10800.0,10200.0,852837.0,4.01,144712,-111612,-15600
2010-05-26,10300.0,10200.0,635399.0,4.01,72937,-120901,24314
2010-05-27,10100.0,10800.0,561826.0,4.25,22950,-21930,-4180
2010-05-28,11100.0,10500.0,442589.0,4.13,25550,-14220,-27030
2010-05-31,10450.0,10450.0,448111.0,4.11,113359,-42809,-79970
2010-06-01,10350.0,9840.0,583257.0,3.87,147790,-49540,-13040
2010-06-03,9990.0,9640.0,807304.0,3.79,101745,-72210,49460
2010-06-04,9640.0,9950.0,466910.0,3.92,-94810,83070,2410
2010-06-07,9460.0,9890.0,300102.0,3.89,-23850,1010,10940
2010-06-08,9880.0,10100.0,387384.0,3.98,-14899,110169,-10260
2010-06-09,10200.0,10350.0,347349.0,4.07,-46117,42607,2520
2010-06-10,10500.0,10250.0,210800.0,4.03,-1449,5169,-6030
2010-06-11,10350.0,10050.0,198281.0,3.96,21870,-17110,-4700
2010-06-14,10050.0,9800.0,250413.0,3.86,70729,-81819,3240
2010-06-15,9700.0,10300.0,494378.0,4.05,-17591,-10559,13450
2010-06-16,10400.0,10100.0,275395.0,3.98,89229,-87229,-17580
2010-06-17,10050.0,10150.0,540336.0,3.99,108934,-128354,18190
2010-06-18,10150.0,10000.0,238123.0,3.94,4421,889,9390
2010-06-21,10200.0,9940.0,206350.0,3.91,30870,-250,6790
2010-06-22,9940.0,10100.0,350961.0,3.98,-28650,25950,18410
2010-06-23,10100.0,9610.0,330531.0,3.78,155216,-104906,-8170
2010-06-24,9700.0,9700.0,186830.0,3.82,-2022,-8488,10360
2010-06-25,9600.0,9550.0,131664.0,3.76,-4000,11820,-7310
2010-06-28,9680.0,9800.0,166422.0,3.86,-11114,19130,7330
2010-06-29,10150.0,10400.0,1370982.0,4.09,51130,-36310,-5320
2010-06-30,10200.0,10950.0,618368.0,4.31,15884,22076,-19310
2010-07-01,10800.0,10750.0,457150.0,4.23,-23660,41710,-18470
2010-07-02,10750.0,10750.0,445797.0,4.23,-58153,61063,-400
2010-07-05,10900.0,11100.0,476257.0,4.37,-27860,38540,420
2010-07-06,11100.0,11150.0,501974.0,4.39,-69800,79270,-9470
2010-07-07,11200.0,11100.0,606303.0,4.37,37850,-9140,-710
2010-07-08,11200.0,11000.0,332543.0,4.33,-61910,49400,-4940
2010-07-09,11150.0,11000.0,296932.0,4.33,-33410,35540,-2130
2010-07-12,11000.0,12000.0,1486649.0,4.72,-129904,127186,23048
2010-07-13,12100.0,11700.0,1198908.0,4.6,13060,-55390,16270
2010-07-14,11950.0,12500.0,731360.0,4.92,-163253,123883,9660
2010-07-15,12600.0,12550.0,262678.0,4.94,18176,8524,-26700
2010-07-16,12550.0,12100.0,366661.0,4.76,-57731,76581,-18880
2010-07-19,12000.0,12800.0,451494.0,5.04,16539,11201,-1460
2010-07-20,12700.0,12400.0,202006.0,4.88,140,18640,-20680
2010-07-21,12550.0,12050.0,211562.0,4.74,31608,-43788,17070
2010-07-22,11850.0,11150.0,526742.0,4.39,39354,-21586,-9930
2010-07-23,11350.0,11150.0,477090.0,4.39,-74140,50430,-5660
2010-07-26,11350.0,12100.0,279617.0,4.76,-26430,40640,-14170
2010-07-27,12050.0,11800.0,230246.0,4.64,-1847,20057,-14100
2010-07-28,11950.0,11750.0,159833.0,4.62,-7200,13610,-7340
2010-07-29,11700.0,12000.0,134703.0,4.72,-18970,26150,-8440
2010-07-30,12100.0,11800.0,215859.0,4.64,-12100,21610,-9950
2010-08-02,11800.0,12550.0,289222.0,4.94,-62408,54328,1550
2010-08-03,12650.0,12500.0,217450.0,4.92,18060,-470,-21840
2010-08-04,12500.0,12450.0,182228.0,4.9,-16980,21240,-4230
2010-08-05,12550.0,12150.0,183321.0,4.78,16819,-17119,300
2010-08-06,12250.0,11550.0,331860.0,4.55,5760,-13240,4190
2010-08-09,11450.0,11350.0,315813.0,4.47,52227,-76897,27950
2010-08-10,11450.0,10800.0,276780.0,4.25,107200,-114100,6900
2010-08-11,10850.0,10500.0,515220.0,4.13,52796,-73116,30110
2010-08-12,10250.0,10600.0,282988.0,4.17,35370,-24820,5450
2010-08-13,10600.0,10900.0,237438.0,4.29,-35945,46080,-10135
2010-08-16,11000.0,11350.0,337470.0,4.47,-89627,37517,-3990
2010-08-17,11400.0,11400.0,212427.0,4.49,-39180,41060,-2780
2010-08-18,11500.0,11800.0,307883.0,4.64,-85070,83830,-960
2010-08-19,11800.0,11750.0,95492.0,4.62,11635,-9645,3750
2010-08-20,11600.0,11450.0,147963.0,4.51,32416,-37226,4810
2010-08-23,11350.0,11050.0,162989.0,4.35,-37770,20090,17680
2010-08-24,11100.0,11300.0,94793.0,4.45,-13458,-16972,5080
2010-08-25,11200.0,11000.0,114473.0,4.33,-11182,3922,2260
2010-08-26,11000.0,11150.0,96111.0,4.39,-14410,11540,-90
2010-08-27,11150.0,10950.0,58620.0,4.31,2380,-15950,3570
2010-08-30,11100.0,11100.0,260405.0,4.37,3546,-13686,6140
2010-08-31,11000.0,11150.0,143022.0,4.39,-2639,-10311,-940
2010-09-01,11250.0,11650.0,467846.0,4.59,-6462,-17220,24202
2010-09-02,12050.0,11850.0,233912.0,4.66,-46070,51660,-5190
2010-09-03,11900.0,11850.0,170237.0,4.66,-40373,44843,-3930
2010-09-06,12050.0,12900.0,514185.0,5.08,-169370,161020,-960
2010-09-07,13000.0,12600.0,385711.0,4.96,47900,-33390,-16650
2010-09-08,12600.0,13300.0,473893.0,5.23,-86720,72450,-780
2010-09-09,13450.0,14200.0,583190.0,5.59,-142499,135019,-4750
2010-09-10,14600.0,14250.0,701216.0,5.61,77138,-95428,-24590
2010-09-13,14150.0,15100.0,697244.0,5.94,-79737,56257,6250
2010-09-14,15100.0,15050.0,367247.0,5.92,-48090,66450,-12420
2010-09-15,15300.0,14200.0,719079.0,5.59,145615,-146735,67660
2010-09-16,14450.0,14300.0,295256.0,5.63,49409,-105189,55780
2010-09-17,14400.0,14400.0,344412.0,5.67,115926,-123246,400
2010-09-20,14700.0,14900.0,229596.0,5.86,28042,-4672,-11090
2010-09-24,15050.0,16200.0,606002.0,6.38,-64005,26875,66370
2010-09-27,16150.0,16200.0,664656.0,6.38,197871,-181511,-14260
2010-09-28,15850.0,15900.0,1038194.0,6.26,54178,475762,10900
2010-09-29,16300.0,15350.0,738433.0,6.04,209695,-212565,4500
2010-09-30,15350.0,16150.0,366726.0,6.36,-54835,14315,14860
2010-10-01,16300.0,16200.0,221703.0,6.38,-5667,2427,-6180
2010-10-04,16350.0,16450.0,387432.0,6.47,-13323,37623,-20450
2010-10-05,16250.0,15850.0,292795.0,6.24,6933,22177,-13240
2010-10-06,16350.0,15350.0,298843.0,6.04,-4229,909,3550
2010-10-07,15750.0,15450.0,398753.0,6.08,8456,-45756,63070
2010-10-08,15550.0,15950.0,311007.0,6.28,-98465,85765,1220
2010-10-11,16100.0,16650.0,1002437.0,6.55,-65826,50466,19260
2010-10-12,16500.0,16700.0,957391.0,6.57,-108238,513708,-15650
2010-10-13,16900.0,16900.0,380503.0,6.65,-18530,41200,-21070
2010-10-14,17250.0,17800.0,404709.0,7.01,-115942,111342,-11790
2010-10-15,17750.0,17850.0,326233.0,7.03,-50600,70670,-28060
2010-10-18,18300.0,17300.0,397575.0,6.81,71056,-56946,-13280
2010-10-19,17400.0,17300.0,249961.0,6.81,-31256,37536,-8080
2010-10-20,17050.0,17400.0,207605.0,6.85,63690,-23600,-11390
2010-10-21,17600.0,16900.0,207556.0,6.65,6233,-13913,1500
2010-10-22,17050.0,17750.0,414551.0,6.99,-67339,68259,-2210
2010-10-25,18200.0,18950.0,621078.0,7.46,-24364,-11366,17120
2010-10-26,19050.0,19450.0,424532.0,7.66,-4793,17613,-22830
2010-10-27,19500.0,19800.0,249213.0,7.79,6667,-15267,13360
2010-10-28,19550.0,19550.0,320804.0,7.69,15866,934,-11990
2010-10-29,19050.0,19250.0,308049.0,7.58,-26255,26035,-120
2010-11-01,19250.0,20000.0,592744.0,7.87,89134,-86394,-4810
2010-11-02,20100.0,19200.0,335089.0,7.56,66755,-62745,-4100
2010-11-03,19450.0,18600.0,586669.0,7.32,70785,-89685,51550
2010-11-04,18900.0,18300.0,400794.0,7.2,111819,-142799,23110
2010-11-05,18600.0,17500.0,371897.0,6.89,12191,-30591,23790
2010-11-08,17900.0,17800.0,308587.0,7.01,66289,-94162,33193
2010-11-09,17900.0,18000.0,344456.0,7.08,77211,-89791,3380
2010-11-10,17800.0,18450.0,256539.0,7.26,18517,-5534,-18060
2010-11-11,18450.0,18300.0,269995.0,7.2,1990,-11460,13700
2010-11-12,18200.0,17500.0,401072.0,6.89,-29919,35519,2400
2010-11-15,17450.0,17150.0,203239.0,6.75,-44998,23812,22186
2010-11-16,17300.0,17750.0,358456.0,6.99,-73694,66254,7400
2010-11-17,17400.0,17500.0,484573.0,6.89,44437,-25417,-19870
2010-11-18,17500.0,17850.0,247837.0,7.03,-84132,78962,2780
2010-11-19,17900.0,18400.0,361526.0,7.24,-68420,33400,24320
2010-11-22,18700.0,17950.0,308951.0,7.06,73754,-68134,-8620
2010-11-23,17800.0,16950.0,419207.0,6.67,136700,-82710,-34830
2010-11-24,16050.0,16600.0,502071.0,6.53,27281,-28661,-6910
2010-11-25,16750.0,16500.0,162251.0,6.49,-4363,13190,5310
2010-11-26,16550.0,15950.0,328426.0,6.28,-80,-19440,10090
2010-11-29,15800.0,15750.0,298584.0,6.2,9350,2890,-1020
2010-11-30,15550.0,16100.0,297562.0,6.34,-15800,5260,2290
2010-12-01,16000.0,16600.0,263975.0,6.53,-17790,-20210,28200
2010-12-02,16850.0,16800.0,352940.0,6.61,-12611,-54419,41750
2010-12-03,17100.0,16300.0,176767.0,6.42,32074,-56384,11160
2010-12-06,17600.0,16700.0,1123455.0,6.57,313344,-294054,1170
2010-12-07,16600.0,16400.0,300117.0,6.45,841,-3071,1240
2010-12-08,16400.0,16100.0,172436.0,6.34,7368,-17018,7650
2010-12-09,16500.0,16800.0,179979.0,6.61,-44470,28160,5310
2010-12-10,17000.0,17150.0,194421.0,6.75,-7085,-1065,3220
2010-12-13,17200.0,16900.0,135103.0,6.65,-4020,850,4630
2010-12-14,17000.0,17800.0,561980.0,7.01,-34633,-17257,54180
2010-12-15,17900.0,18000.0,257556.0,7.08,-48348,67778,-19430
2010-12-16,17800.0,17750.0,170563.0,6.99,-26570,19370,5460
2010-12-17,17900.0,17250.0,219792.0,6.79,23907,-23567,5560
2010-12-20,16700.0,17000.0,160518.0,6.69,-26096,-3754,13600
2010-12-21,17500.0,17950.0,331384.0,7.06,-45513,-31277,75270
2010-12-22,17800.0,17850.0,196422.0,7.03,-39442,32772,410
2010-12-23,17900.0,18450.0,368012.0,7.26,-71905,67605,-4650
2010-12-24,18400.0,17950.0,177587.0,7.06,3079,12670,-14820
2010-12-27,18150.0,17300.0,177149.0,6.81,14162,-7245,1460
2010-12-28,17300.0,16900.0,184131.0,6.65,38557,-43617,3760
2010-12-29,16850.0,16700.0,314582.0,6.57,114257,-72837,-41660
2010-12-30,16800.0,17100.0,201118.0,6.73,10698,-59300,22600
2011-01-03,17250.0,17650.0,395910.0,6.95,38779,6359,-49230
2011-01-04,17900.0,18950.0,718746.0,7.46,-173033,47873,121740
2011-01-05,19000.0,19400.0,802883.0,7.64,-95231,-11179,94130
2011-01-06,19650.0,19300.0,316920.0,7.6,-15260,-15480,30740
2011-01-07,19300.0,19250.0,295619.0,7.58,29468,-51698,19110
2011-01-10,19300.0,20450.0,699716.0,8.05,13908,-107130,88932
2011-01-11,20450.0,19850.0,621226.0,7.81,196557,-224050,27773
2011-01-12,19950.0,19350.0,617718.0,7.62,108131,-151451,29230
2011-01-13,19550.0,19250.0,420227.0,7.58,113890,-151220,24280
2011-01-14,19250.0,20250.0,487547.0,7.97,-83137,85817,-4250
2011-01-17,20700.0,19950.0,513958.0,7.85,60180,-22810,-27890
2011-01-18,19800.0,19500.0,242854.0,7.67,21515,22930,-44205
2011-01-19,19600.0,20450.0,463510.0,8.05,-208690,122470,13300
2011-01-20,20250.0,21200.0,697497.0,8.34,-148431,150371,-42060
2011-01-21,21350.0,21000.0,385873.0,8.27,-36095,48105,-30610
2011-01-24,21000.0,21850.0,305427.0,8.6,-54720,91187,-49060
2011-01-25,22000.0,20950.0,525857.0,8.25,90180,-64163,-31580
2011-01-26,20900.0,21000.0,315676.0,8.27,13493,-11933,-11560
2011-01-27,21100.0,21400.0,307139.0,8.42,-112420,54330,47240
2011-01-28,21600.0,20250.0,547205.0,7.97,118215,-102255,2830
2011-01-31,19650.0,18800.0,575541.0,7.4,120877,-74507,-60760
2011-02-01,19250.0,19800.0,330280.0,7.79,-126609,84089,24170
2011-02-07,20300.0,20900.0,274774.0,8.23,-89657,85807,2930
2011-02-08,21100.0,20650.0,179468.0,8.13,-28202,37430,-8310
2011-02-09,20600.0,20800.0,254385.0,8.19,3090,-22320,30080
2011-02-10,20950.0,20500.0,187061.0,8.07,23861,-13231,-14600
2011-02-11,20650.0,19650.0,249267.0,7.73,59364,-33324,-8300
2011-02-14,19750.0,19350.0,275627.0,7.62,67985,-25105,-13290
2011-02-15,19700.0,19350.0,171500.0,7.62,17490,-11980,10120
2011-02-16,19550.0,19400.0,186271.0,7.64,-17920,37210,-19920
2011-02-17,19600.0,19700.0,279161.0,7.75,-836,14189,-19230
2011-02-18,19800.0,20850.0,337508.0,8.21,-66356,104956,-39710
2011-02-21,20850.0,20700.0,207815.0,8.15,-57220,42850,14820
2011-02-22,20200.0,20750.0,253496.0,8.17,-57270,21880,14520
2011-02-23,20750.0,20600.0,285279.0,8.11,-40040,-4480,11470
2011-02-24,20300.0,20000.0,252248.0,7.87,-44550,31800,-7080
2011-02-25,20250.0,20500.0,115544.0,8.07,-28570,8010,20370
2011-02-28,20400.0,20350.0,111527.0,8.01,-2154,-276,-1670
2011-03-02,20300.0,20700.0,144941.0,8.15,-30757,15607,8390
2011-03-03,21450.0,23000.0,850241.0,9.05,-235198,181478,10120
2011-03-04,23300.0,22850.0,450240.0,8.99,-52909,83479,-26280
2011-03-07,22850.0,22850.0,350795.0,8.99,47830,-61710,15860
2011-03-08,22850.0,24100.0,545469.0,9.49,-102055,56104,31961
2011-03-09,24000.0,23700.0,400477.0,9.33,41664,-41724,-7810
2011-03-10,23600.0,23400.0,362890.0,9.21,78320,-95680,17640
2011-03-11,22850.0,22900.0,380436.0,9.01,90370,-121050,17500
2011-03-14,23500.0,22700.0,536913.0,8.93,61298,-98198,11550
2011-03-15,22750.0,22300.0,453709.0,8.78,-13075,28545,-22380
