Symbol,한올바이오파마_시가(원),한올바이오파마_종가(원),한올바이오파마_거래량(주),한올바이오파마_PER(IFRS-연결),한올바이오파마_순매수수량(개인)(주),한올바이오파마_순매수수량(기관계)(주),한올바이오파마_순매수수량(외국인계)(주)
2013-08-08,6710.0,6780.0,103003.0,,5950,-620,-5330
2013-08-09,6780.0,6830.0,138139.0,,9530,-2490,-7040
2013-08-12,6720.0,6700.0,111893.0,,4150,1870,-6020
2013-08-13,6640.0,6640.0,96397.0,,-6310,1370,4940
2013-08-14,6670.0,6690.0,85511.0,,6070,-9190,3120
2013-08-16,6590.0,6760.0,129738.0,,-33370,43050,-9680
2013-08-19,6830.0,6820.0,126691.0,,20390,-580,-19810
2013-08-20,6760.0,6570.0,183438.0,,25950,1640,-27590
2013-08-21,6560.0,6450.0,199144.0,,-7090,30240,-23150
2013-08-22,6500.0,6120.0,178903.0,,24470,840,-25310
2013-08-23,6130.0,6280.0,91639.0,,-17367,12797,4570
2013-08-26,6310.0,6300.0,103263.0,,23350,-300,-23050
2013-08-27,6220.0,6190.0,61037.0,,3850,370,-4220
2013-08-28,6010.0,6190.0,118871.0,,-17130,5150,11980
2013-08-29,6260.0,6160.0,90150.0,,37920,-27990,-9930
2013-08-30,6200.0,6400.0,153781.0,,-38210,33720,4490
2013-09-02,6360.0,6370.0,101164.0,,14700,8610,-23310
2013-09-03,6380.0,6340.0,120390.0,,31354,1696,-33050
2013-09-04,6350.0,6380.0,118428.0,,19360,-5220,-14140
2013-09-05,6370.0,6350.0,195688.0,,72823,-97463,24640
2013-09-06,6310.0,6240.0,232616.0,,61020,-26900,-34120
2013-09-09,6180.0,6180.0,68766.0,,-14120,3710,10410
2013-09-10,6380.0,6260.0,150495.0,,-12396,3276,9120
2013-09-11,6270.0,6500.0,170256.0,,-29340,6220,23120
2013-09-12,6520.0,6820.0,471643.0,,-70134,30274,39870
2013-09-13,6820.0,6790.0,264359.0,,-36620,34440,2170
2013-09-16,6790.0,6800.0,116975.0,,-20110,11590,8520
2013-09-17,6800.0,6890.0,203990.0,,-5260,-10440,15700
2013-09-23,6890.0,6670.0,262563.0,,16540,-25930,9400
2013-09-24,6670.0,6980.0,361159.0,,-35580,-11230,46810
2013-09-25,7000.0,6930.0,260421.0,,34980,-14420,-20560
2013-09-26,6990.0,6860.0,182745.0,,34280,-39410,5130
2013-09-27,6860.0,6800.0,191150.0,,39740,-53420,13680
2013-09-30,6780.0,6650.0,202553.0,,47370,-64470,15450
2013-10-01,6630.0,6690.0,179206.0,,45815,-39055,-6760
2013-10-02,6750.0,6700.0,166068.0,,42050,-47610,5560
2013-10-04,6640.0,6470.0,246396.0,,75890,-62630,-13260
2013-10-07,6390.0,6310.0,237687.0,,46755,-59005,10570
2013-10-08,6310.0,6240.0,188312.0,,41440,-55620,14180
2013-10-10,6240.0,6290.0,168237.0,,48080,-50820,2740
2013-10-11,6300.0,6380.0,109879.0,,930,25980,-26910
2013-10-14,6380.0,6400.0,93946.0,,9820,-240,-9580
2013-10-15,6400.0,6380.0,121502.0,,53400,-44390,-5260
2013-10-16,6310.0,6320.0,139051.0,,-40535,26025,14510
2013-10-17,6320.0,6200.0,299482.0,,32220,-37530,5310
2013-10-18,6150.0,6410.0,156315.0,,-20420,-3310,23730
2013-10-21,6340.0,6400.0,136710.0,,55830,-38620,-17210
2013-10-22,6300.0,6350.0,164594.0,,54200,-56470,2270
2013-10-23,6280.0,6210.0,129772.0,,31322,-46242,14920
2013-10-24,6280.0,6250.0,129459.0,,5858,-40868,35010
2013-10-25,6250.0,6120.0,219984.0,,72366,-43876,-28490
2013-10-28,6160.0,6100.0,96431.0,,6560,-7430,870
2013-10-29,6080.0,6100.0,109040.0,,24480,-20840,-3640
2013-10-30,6070.0,6090.0,183006.0,,8176,-9686,1510
2013-10-31,6090.0,6220.0,245582.0,,-50110,32100,18010
2013-11-01,6200.0,6120.0,133946.0,,47480,-22300,-25300
2013-11-04,6100.0,6010.0,157779.0,,1350,-8400,7050
2013-11-05,6010.0,5850.0,206422.0,,26700,-2220,-24480
2013-11-06,5810.0,5740.0,236320.0,,-14410,6950,1910
2013-11-07,5740.0,5800.0,103265.0,,7500,13670,-21120
2013-11-08,5700.0,5550.0,302731.0,,17250,6280,-33730
2013-11-11,5500.0,5300.0,266869.0,,-28020,25950,-22930
2013-11-12,5350.0,5380.0,111115.0,,13290,-18960,5670
2013-11-13,5440.0,5380.0,94491.0,,8070,13560,-21630
2013-11-14,5400.0,5390.0,123116.0,,15360,-8030,-7330
2013-11-15,5440.0,5500.0,139037.0,,6690,-8700,2010
2013-11-18,5500.0,5440.0,92496.0,,16770,7900,-24670
2013-11-19,5450.0,5590.0,131781.0,,-13930,18280,880
2013-11-20,5550.0,5600.0,77042.0,,14150,-7200,-6950
2013-11-21,5620.0,5550.0,55505.0,,8548,5582,-14130
2013-11-22,5600.0,5560.0,37233.0,,-2800,7910,-5110
2013-11-25,5700.0,5530.0,76549.0,,-8295,6360,1935
2013-11-26,5510.0,5700.0,92505.0,,-31829,179,31650
2013-11-27,5700.0,5670.0,62568.0,,2655,4060,-6715
2013-11-28,5660.0,5680.0,81537.0,,-13950,11430,2520
2013-11-29,5710.0,5680.0,78456.0,,-5900,1750,4150
2013-12-02,5550.0,5210.0,418498.0,,58430,-14380,-48150
2013-12-03,5210.0,4430.0,2107200.0,,74327,-108297,-21330
2013-12-04,4415.0,4510.0,1102309.0,,-25510,38770,-13360
2013-12-05,4530.0,4400.0,463784.0,,97750,-34920,-62830
2013-12-06,4335.0,4400.0,235309.0,,24210,-47460,23250
2013-12-09,4445.0,4015.0,972874.0,,35360,-122240,86580
2013-12-10,3990.0,4110.0,298668.0,,-36590,-9500,46090
2013-12-11,4110.0,4005.0,280651.0,,53700,-4020,-49680
2013-12-12,3945.0,4010.0,193862.0,,-33380,-3230,36610
2013-12-13,3995.0,4080.0,102645.0,,-13070,2970,10100
2013-12-16,4080.0,3990.0,148740.0,,32390,-3610,-28780
2013-12-17,3935.0,3980.0,127713.0,,-54180,14670,39510
2013-12-18,4020.0,4080.0,108271.0,,-7935,5275,2660
2013-12-19,4090.0,4000.0,166121.0,,24920,4090,-29010
2013-12-20,4000.0,4170.0,452008.0,,-38920,9710,24210
2013-12-23,4230.0,4120.0,247093.0,,13720,3600,-97320
2013-12-24,4155.0,4045.0,241189.0,,-66170,-12900,-4430
2013-12-26,4050.0,4050.0,149794.0,,-75500,12140,35250
2013-12-27,4120.0,4170.0,146555.0,,19380,-1680,-17700
2013-12-30,4200.0,4170.0,153093.0,,-10720,2150,-20700
2014-01-02,4130.0,4100.0,134691.0,,-24890,-1340,-8300
2014-01-03,4060.0,4035.0,125000.0,,6690,-10840,4150
2014-01-06,4100.0,4055.0,120000.0,,5950,-16800,10850
2014-01-07,4085.0,4290.0,566304.0,,-18080,-10020,28100
2014-01-08,4370.0,4390.0,207330.0,,2600,-2390,-3820
2014-01-09,4390.0,4310.0,168005.0,,13450,-13090,-9020
2014-01-10,4580.0,4575.0,2520560.0,,74170,-4110,-31790
2014-01-13,4500.0,4725.0,571353.0,,-43200,-1530,43430
2014-01-14,4730.0,4605.0,401187.0,,117510,-109490,-15020
2014-01-15,4580.0,4640.0,305056.0,,48510,-100590,52080
2014-01-16,4655.0,4490.0,512290.0,,177245,-212475,30230
2014-01-17,4200.0,4350.0,736623.0,,34250,-111570,77320
2014-01-20,4370.0,4220.0,347065.0,,163580,-123730,-50850
2014-01-21,4250.0,4220.0,158032.0,,-5073,-11497,16570
2014-01-22,4250.0,4220.0,118568.0,,4018,-1298,-9130
2014-01-23,4225.0,4095.0,218724.0,,32910,100,-45010
2014-01-24,4095.0,4115.0,182831.0,,-7500,-13510,13110
2014-01-27,4010.0,4020.0,233334.0,,-5960,-9780,15380
2014-01-28,4020.0,3995.0,197112.0,,46996,-34776,-33620
2014-01-29,3990.0,4000.0,152282.0,,28930,-18050,-18050
2014-02-03,4000.0,3995.0,171645.0,,41700,-7420,-36330
2014-02-04,3960.0,3760.0,507559.0,,103850,-71910,-72340
2014-02-05,3775.0,3840.0,215762.0,,-23845,-10405,34250
2014-02-06,3850.0,3840.0,152380.0,,13854,4850,-18750
2014-02-07,3855.0,3720.0,343800.0,,114400,-116360,1770
2014-02-10,3720.0,3800.0,164288.0,,-51060,8370,42650
2014-02-11,3770.0,4125.0,590500.0,,-78030,71410,6690
2014-02-12,4165.0,4135.0,463505.0,,64580,-8530,-54000
2014-02-13,4110.0,4060.0,156560.0,,20830,-6270,-14560
2014-02-14,4060.0,4040.0,146623.0,,15710,-18350,1920
2014-02-17,4065.0,3900.0,252300.0,,43489,-34309,-12380
2014-02-18,3935.0,3900.0,171780.0,,45380,-51810,9130
2014-02-19,3890.0,3880.0,194840.0,,57156,-72396,15340
2014-02-20,3880.0,3875.0,164831.0,,63760,-41670,-22190
2014-02-21,3880.0,3935.0,116948.0,,-900,0,900
2014-02-24,3950.0,4010.0,209490.0,,-1860,600,960
2014-02-25,4050.0,4000.0,186575.0,,13145,695,-13970
2014-02-26,4000.0,4070.0,487674.0,,4691,25309,-30170
2014-02-27,4130.0,4035.0,228640.0,,12205,2180,-14385
2014-02-28,4050.0,4270.0,1037994.0,,23030,-26160,8550
2014-03-03,4270.0,4330.0,303630.0,,-29230,-2310,-6780
2014-03-04,4365.0,4340.0,156600.0,,-3820,990,-2670
2014-03-05,4340.0,4360.0,167308.0,,-15240,2380,12360
2014-03-06,4425.0,4535.0,342942.0,,-21160,19930,1650
2014-03-07,4540.0,4580.0,244108.0,,-10580,-100,-17280
2014-03-10,4595.0,4460.0,236797.0,,-15670,-17790,3920
2014-03-11,4500.0,4470.0,264618.0,,-38565,-9555,35660
2014-03-12,4480.0,4230.0,314087.0,,-14320,-1390,-25490
2014-03-13,4280.0,4255.0,166590.0,,-15160,-850,16010
2014-03-14,4200.0,4240.0,144900.0,,19510,-28170,-8640
2014-03-17,4240.0,4070.0,241328.0,,-11540,1230,-19690
2014-03-18,4100.0,4135.0,85813.0,,-15080,-90,14510
2014-03-19,4140.0,4135.0,97071.0,,14540,-25460,-3360
2014-03-20,4135.0,4030.0,142499.0,,35129,-32389,-13740
2014-03-21,4030.0,3970.0,177541.0,,8240,-31200,-1040
2014-03-24,3955.0,4030.0,157110.0,,19200,-33080,14380
2014-03-25,4035.0,4145.0,135363.0,,13545,-4835,-8910
2014-03-26,4150.0,4125.0,88466.0,,16320,-7280,-9040
2014-03-27,4100.0,4065.0,89384.0,,-4970,-7190,-3510
2014-03-28,4110.0,4120.0,68472.0,,-3030,-4740,7770
2014-03-31,4170.0,4100.0,107558.0,,3019,-4079,1080
2014-04-01,4110.0,4070.0,72731.0,,5820,-8960,4140
2014-04-02,4120.0,4080.0,166391.0,,-14320,-7310,22130
2014-04-03,4085.0,4225.0,251119.0,,-4370,-7910,12360
2014-04-04,4250.0,4330.0,244421.0,,-19940,70,20350
2014-04-07,4340.0,4265.0,119976.0,,-5040,800,4530
2014-04-08,4220.0,4300.0,182145.0,,-19300,170,18610
2014-04-09,4350.0,4330.0,152127.0,,-8770,550,8460
2014-04-10,4350.0,4450.0,365878.0,,-33510,26760,5470
2014-04-11,4440.0,4395.0,163822.0,,9334,-560,-11074
2014-04-14,4430.0,4410.0,159531.0,,-9130,-120,4650
2014-04-15,4420.0,4335.0,150941.0,,5070,-740,-9330
2014-04-16,4310.0,4320.0,139542.0,,-32580,-210,24480
2014-04-17,4390.0,4435.0,197076.0,,-7690,1250,3440
2014-04-18,4480.0,4600.0,368667.0,,-34360,15840,22480
2014-04-21,4620.0,4505.0,324926.0,,16140,460,-19900
2014-04-22,4510.0,4540.0,138585.0,,-14070,9820,10080
2014-04-23,4550.0,4495.0,134836.0,,19680,-1430,-11050
2014-04-24,4495.0,4445.0,131646.0,,13090,-140,-12950
2014-04-25,4445.0,4355.0,72905.0,,-2170,-540,-290
2014-04-28,4300.0,4305.0,83569.0,,1580,-5010,3430
2014-04-29,4305.0,4280.0,67268.0,,-7570,230,7140
2014-04-30,4325.0,4270.0,71691.0,,18580,-16110,-2470
2014-05-02,4320.0,4475.0,224885.0,,19280,-8360,-10920
2014-05-07,4530.0,4490.0,261459.0,,48680,-7290,-40390
2014-05-08,4485.0,4400.0,130397.0,,37720,-12440,-25280
2014-05-09,4400.0,4285.0,167141.0,,4380,-8550,3670
2014-05-12,4275.0,4490.0,193995.0,,-16311,-7019,31370
2014-05-13,4490.0,4510.0,166182.0,,3850,-7720,4830
2014-05-14,4510.0,4545.0,185045.0,,-46060,34490,15570
2014-05-15,4590.0,4700.0,443004.0,,18100,-240,7050
2014-05-16,4695.0,4720.0,443355.0,,29963,-953,-5010
2014-05-19,4720.0,4520.0,269178.0,,-5778,6358,1960
2014-05-20,4570.0,4520.0,245280.0,,35490,-25980,-510
2014-05-21,4520.0,4480.0,141931.0,,15190,-8090,-11000
2014-05-22,4490.0,4490.0,117435.0,,4220,-8050,3830
2014-05-23,4500.0,4640.0,237001.0,,5470,-15810,21250
2014-05-26,4700.0,4620.0,331216.0,,19826,-4776,-11840
2014-05-27,4620.0,4505.0,134885.0,,-1060,-630,1690
2014-05-28,4540.0,4515.0,185758.0,,-9510,-900,15860
2014-05-29,4520.0,4490.0,122910.0,,18800,-8120,-13680
2014-05-30,4490.0,4095.0,629207.0,,166971,11782,-206823
2014-06-02,4125.0,4000.0,273358.0,,6830,-2788,-6732
2014-06-03,4045.0,4000.0,262719.0,,23679,540,-27219
2014-06-05,3940.0,3925.0,263802.0,,88684,-49417,-46267
2014-06-09,3890.0,3920.0,102041.0,,8837,-933,-8904
2014-06-10,3960.0,3975.0,129857.0,,42031,-12412,-29619
2014-06-11,3975.0,3950.0,143302.0,,56012,-55220,-792
2014-06-12,3935.0,3905.0,593346.0,,40985,-140128,67643
2014-06-13,3905.0,3850.0,196599.0,,34090,-16297,-17793
2014-06-16,3860.0,3820.0,87240.0,,23139,-1751,-21388
2014-06-17,3800.0,3870.0,84722.0,,3853,-165,-3188
2014-06-18,3900.0,3930.0,100806.0,,2390,-537,-1853
2014-06-19,3950.0,3920.0,56220.0,,3784,-128,-3656
2014-06-20,3920.0,3865.0,66835.0,,11881,-1,-11880
2014-06-23,3810.0,3755.0,114464.0,,4877,-10,-4867
2014-06-24,3775.0,3685.0,137554.0,,21462,-2,-24460
2014-06-25,3680.0,3590.0,259878.0,,32342,-351,-3027
2014-06-26,3600.0,3740.0,129771.0,,7520,0,-7520
2014-06-27,3740.0,3695.0,92441.0,,36739,-3260,-33479
2014-06-30,3695.0,3980.0,807197.0,,28570,0,-28270
2014-07-01,3900.0,3995.0,168493.0,,-7547,0,7547
2014-07-02,4025.0,4000.0,165816.0,,-4514,5734,-1220
2014-07-03,4005.0,3985.0,102427.0,,8519,-1150,-7369
2014-07-04,3985.0,3920.0,114627.0,,1613,-2,-1611
2014-07-07,3945.0,3840.0,109920.0,,12547,-2,-12545
2014-07-08,3850.0,3790.0,131769.0,,-10344,0,10344
2014-07-09,3750.0,3825.0,54286.0,,-2953,0,2953
2014-07-10,3855.0,3835.0,133409.0,,38528,-15777,-8238
2014-07-11,3870.0,3880.0,158665.0,,21931,0,-3944
2014-07-14,3890.0,3865.0,91096.0,,-3962,0,-4038
2014-07-15,3895.0,3955.0,128914.0,,1209,-2,-1207
2014-07-16,3970.0,4015.0,144712.0,,-5524,0,5524
2014-07-17,4020.0,3945.0,97883.0,,6776,0,-6776
2014-07-18,3945.0,3910.0,62078.0,,-1900,0,-100
2014-07-21,3940.0,3915.0,69095.0,,-2199,-548,2747
2014-07-22,3990.0,4000.0,146023.0,,-23044,-1152,9744
2014-07-23,4055.0,4060.0,115588.0,,-8018,0,8018
2014-07-24,4160.0,4195.0,359733.0,,17697,1000,1701
2014-07-25,4210.0,4195.0,98608.0,,7087,0,-7087
2014-07-28,4240.0,4190.0,99418.0,,-2044,-6002,8046
2014-07-29,4190.0,4015.0,193980.0,,6019,-1818,2799
2014-07-30,4060.0,3945.0,81484.0,,7200,-15,-7185
2014-07-31,4000.0,3915.0,175468.0,,5602,-1,-5601
2014-08-01,3850.0,4010.0,61960.0,,9904,-12244,2340
2014-08-04,4020.0,4000.0,83415.0,,20705,-29925,5811
2014-08-05,4015.0,3920.0,55602.0,,-3332,-5,3337
2014-08-06,3965.0,3855.0,85913.0,,7866,-11120,-7028
2014-08-07,3855.0,3845.0,76160.0,,14011,-20200,6189
2014-08-08,3820.0,3825.0,91439.0,,17947,-21940,3993
2014-08-11,3845.0,3815.0,77611.0,,20977,-33205,3559
2014-08-12,3825.0,3800.0,56490.0,,14869,-20480,5611
2014-08-13,3760.0,3810.0,101452.0,,37012,-42050,5038
2014-08-14,3830.0,3750.0,131676.0,,704,-19686,18982
2014-08-18,3770.0,3850.0,164904.0,,28232,-50325,22093
2014-08-19,3850.0,3895.0,108906.0,,36073,-33655,-2418
2014-08-20,3895.0,3895.0,176720.0,,92683,-93705,1022
2014-08-21,3900.0,3875.0,65938.0,,21703,-24626,2923
2014-08-22,3850.0,3960.0,145946.0,,8365,-28262,11897
2014-08-25,4010.0,3960.0,81198.0,,-288,-2,-3710
2014-08-26,3990.0,3945.0,99103.0,,-14138,0,15738
2014-08-27,4000.0,3970.0,71373.0,,-10608,0,10608
2014-08-28,4040.0,4065.0,195348.0,,8286,-2,17902
2014-08-29,4000.0,3975.0,92675.0,,-2725,-1,2726
2014-09-01,3980.0,3930.0,123558.0,,-1490,-1,791
2014-09-02,3945.0,3965.0,71642.0,,-7165,-1,7166
2014-09-03,3995.0,3980.0,68343.0,,-8813,-2,8815
2014-09-04,4020.0,3940.0,55897.0,,4532,-1,-4531
2014-09-05,3975.0,3880.0,95849.0,,-2150,-107,-7743
2014-09-11,3880.0,3940.0,120126.0,,-4905,-963,5868
2014-09-12,3955.0,3935.0,85568.0,,13610,-100,-19696
2014-09-15,3965.0,3915.0,53391.0,,4957,0,-4957
2014-09-16,3910.0,3960.0,208243.0,,26613,-402,-26211
2014-09-17,4000.0,4045.0,341110.0,,24354,-4519,-19835
2014-09-18,4055.0,4110.0,125341.0,,-32835,-101,32936
2014-09-19,4140.0,4045.0,155362.0,,27153,0,-14653
2014-09-22,4050.0,4040.0,106504.0,,-9783,-152,9935
2014-09-23,4045.0,3995.0,95491.0,,3139,0,-3139
2014-09-24,4000.0,4240.0,369631.0,,-2259,3,54756
2014-09-25,4330.0,4350.0,476890.0,,5446,-8,-5438
2014-09-26,4300.0,4370.0,277821.0,,-23973,0,23952
2014-09-29,4360.0,4495.0,355282.0,,12272,0,-12272
2014-09-30,4500.0,4455.0,200250.0,,-6295,0,6295
2014-10-01,4425.0,4300.0,397096.0,,-11304,0,10104
2014-10-02,4215.0,4340.0,115634.0,,-21450,-196,21046
2014-10-06,4340.0,4440.0,189972.0,,7002,0,-6402
2014-10-07,4450.0,4350.0,210377.0,,18256,0,-18256
2014-10-08,4270.0,4240.0,165190.0,,-4706,-98,4204
2014-10-10,4190.0,4130.0,188835.0,,6170,-98,-7572
2014-10-13,4160.0,3905.0,390251.0,,-3145,0,2145
2014-10-14,3905.0,3980.0,122115.0,,8619,0,-8619
2014-10-15,3960.0,4060.0,127652.0,,20230,0,-19230
2014-10-16,4020.0,4010.0,131931.0,,12549,0,-12549
2014-10-17,4075.0,4100.0,163582.0,,-4246,0,6506
2014-10-20,4175.0,4020.0,221311.0,,10953,-2,-10951
2014-10-21,4055.0,3955.0,137907.0,,19980,0,-20480
2014-10-22,3960.0,4040.0,179989.0,,-11193,0,11193
2014-10-23,4055.0,4235.0,270318.0,,1109,-3,894
2014-10-24,4240.0,4065.0,180036.0,,21749,0,-22749
2014-10-27,4020.0,4055.0,126155.0,,-238,0,238
2014-10-28,4075.0,4040.0,102957.0,,4857,0,-6757
2014-10-29,4060.0,3995.0,176142.0,,538,0,-538
2014-10-30,4005.0,3960.0,142601.0,,15554,0,-13654
2014-10-31,3960.0,3960.0,99002.0,,-248,0,248
2014-11-03,3900.0,3885.0,112794.0,,1856,0,-1856
2014-11-04,3885.0,3800.0,203595.0,,10795,0,-7795
2014-11-05,3795.0,3775.0,112694.0,,4016,0,-4016
2014-11-06,3830.0,3655.0,262810.0,,21551,-234,-21317
2014-11-07,3660.0,3800.0,76404.0,,-12453,-177,12630
2014-11-10,3870.0,3755.0,117166.0,,25276,0,-25276
2014-11-11,3805.0,3765.0,114946.0,,-1538,0,1538
2014-11-12,3765.0,3755.0,76484.0,,25166,-66,-21730
2014-11-13,3760.0,3800.0,80409.0,,3532,-155,-3377
2014-11-14,3810.0,3905.0,177035.0,,13349,-15,-13334
2014-11-17,3905.0,3930.0,108912.0,,5116,0,-5116
2014-11-18,3965.0,4000.0,125945.0,,-1495,0,1495
2014-11-19,3995.0,4000.0,73808.0,,-5147,0,232
2014-11-20,4000.0,4135.0,245981.0,,-5106,-5,5111
2014-11-21,4135.0,3995.0,168895.0,,-6331,0,6331
2014-11-24,3995.0,3925.0,93014.0,,1961,0,-1961
2014-11-25,3910.0,3875.0,124636.0,,-1008,0,698
2014-11-26,3875.0,3885.0,65196.0,,-1162,0,1162
2014-11-27,3880.0,3895.0,83840.0,,10104,0,-10104
2014-11-28,3895.0,3880.0,87411.0,,6202,-5,-6297
2014-12-01,3880.0,3830.0,101488.0,,9027,-15,-9012
2014-12-02,3840.0,3900.0,144746.0,,-4494,0,4494
2014-12-03,3860.0,3875.0,39963.0,,635,0,-614
2014-12-04,3845.0,3800.0,163261.0,,579,0,-1109
2014-12-05,3805.0,3790.0,100326.0,,464,-1,-563
2014-12-08,3800.0,3775.0,58761.0,,2599,0,-2599
2014-12-09,3775.0,3755.0,92208.0,,8059,0,-8059
2014-12-10,3735.0,3715.0,87249.0,,10059,0,-10059
2014-12-11,3710.0,3680.0,112773.0,,-3706,-9,3715
2014-12-12,3710.0,3735.0,36790.0,,-3106,0,3106
2014-12-15,3700.0,3730.0,25383.0,,-5937,-1,5938
2014-12-16,3720.0,3710.0,39897.0,,563,0,-563
2014-12-17,3710.0,3715.0,30198.0,,1103,-3,-1100
2014-12-18,3720.0,3690.0,54509.0,,-5327,0,5327
2014-12-19,3695.0,3755.0,70506.0,,-12495,-1,12256
2014-12-22,3795.0,3850.0,123105.0,,-30472,0,28772
2014-12-23,3855.0,3860.0,74524.0,,-3900,0,3780
2014-12-24,3860.0,3860.0,78101.0,,16315,0,-16315
2014-12-26,3895.0,3845.0,88793.0,,65,-3,-62
2014-12-29,3825.0,3845.0,96840.0,,388,0,2712
2014-12-30,3840.0,3840.0,40656.0,,3620,0,-3620
2015-01-02,3855.0,3835.0,93353.0,,2440,0,-2440
2015-01-05,3810.0,3810.0,78875.0,,2745,-200,-2545
2015-01-06,3810.0,3755.0,83249.0,,-2373,0,2373
2015-01-07,3730.0,3745.0,61079.0,,3840,0,-3840
2015-01-08,3775.0,3755.0,70319.0,,-2414,0,2414
2015-01-09,3760.0,3775.0,78420.0,,-5581,0,5581
2015-01-12,3775.0,3760.0,110005.0,,-2852,0,2852
2015-01-13,3770.0,3705.0,174106.0,,193,0,-193
2015-01-14,3710.0,3750.0,79062.0,,-10570,0,10570
2015-01-15,3770.0,3850.0,113498.0,,-15940,0,15940
2015-01-16,3830.0,3910.0,111511.0,,-447,0,447
2015-01-19,3965.0,4025.0,207768.0,,-9688,0,9688
2015-01-20,3995.0,3995.0,88018.0,,-1758,0,1758
2015-01-21,4000.0,3995.0,71567.0,,-3855,0,3855
2015-01-22,3960.0,3860.0,90649.0,,-1722,0,1722
2015-01-23,3880.0,3900.0,39707.0,,-5079,0,5079
2015-01-26,3910.0,3940.0,90003.0,,-6947,0,6947
2015-01-27,3970.0,3900.0,69825.0,,761,0,-761
2015-01-28,3890.0,4050.0,180148.0,,3568,-13200,9632
2015-01-29,3990.0,3990.0,156654.0,,1617,0,-1617
2015-01-30,3990.0,4040.0,90549.0,,-2714,0,2702
2015-02-02,4070.0,4165.0,280104.0,,-1330,-10000,11330
2015-02-03,4195.0,4175.0,165151.0,,-16572,0,520
2015-02-04,4180.0,4150.0,195922.0,,-12726,-2,4780
2015-02-05,4160.0,4260.0,270277.0,,-2756,-12002,14758
2015-02-06,4300.0,4250.0,205720.0,,-11451,3385,10077
2015-02-09,4300.0,4350.0,315636.0,,9084,-8812,2339
2015-02-10,4310.0,4325.0,178100.0,,98,0,-98
2015-02-11,4325.0,4340.0,180196.0,,-2716,-6942,9658
2015-02-12,4325.0,4255.0,124171.0,,-12518,0,12518
2015-02-13,4210.0,4425.0,223934.0,,-27232,-1,26162
2015-02-16,4475.0,4930.0,1180141.0,,-49108,0,47358
2015-02-17,4960.0,4800.0,558995.0,,10148,0,-9178
2015-02-23,4895.0,4920.0,842993.0,,47088,-10000,-23588
2015-02-24,4900.0,4830.0,306734.0,,-20818,-1,20819
2015-02-25,4880.0,4710.0,318603.0,,-8407,0,8647
2015-02-26,4690.0,4710.0,247662.0,,-3049,-914,1804
2015-02-27,4710.0,4720.0,182541.0,,8286,-9261,975
2015-03-02,4720.0,4560.0,307478.0,,-501,0,501
2015-03-03,4630.0,4875.0,1108205.0,,-1922,-2,22624
2015-03-04,4950.0,4885.0,254654.0,,19924,0,-13337
2015-03-05,4890.0,4790.0,150783.0,,1326,-1,-1325
2015-03-06,4770.0,4780.0,228937.0,,-33379,0,33379
2015-03-09,4755.0,4850.0,876556.0,,28069,0,-1402
2015-03-10,4930.0,4780.0,272806.0,,9422,-2,-4505
2015-03-11,4700.0,4750.0,228284.0,,149,-2,-147
2015-03-12,4700.0,4600.0,321045.0,,-5065,-349,5414
2015-03-13,4405.0,4700.0,376645.0,,-80889,0,80889
2015-03-16,4685.0,4595.0,207434.0,,9690,0,-9690
2015-03-17,4580.0,4495.0,255968.0,,-6837,0,2352
2015-03-18,4500.0,4535.0,137918.0,,-5351,-100,5451
2015-03-19,4580.0,4680.0,122990.0,,-12259,0,11759
2015-03-20,4675.0,4770.0,216497.0,,-1905,0,-8139
2015-03-23,4800.0,4900.0,337238.0,,18980,0,-23980
2015-03-24,4885.0,4870.0,168584.0,,1395,0,-3283
2015-03-25,4870.0,4895.0,170725.0,,-18592,956,16636
2015-03-26,4850.0,4750.0,190373.0,,3810,-5,-16169
2015-03-27,4815.0,4695.0,128203.0,,-5215,0,4215
2015-03-30,4740.0,4610.0,133658.0,,-14122,0,16122
2015-03-31,4670.0,4745.0,134044.0,,-20222,0,20222
2015-04-01,4745.0,4810.0,127245.0,,-3277,0,-789
2015-04-02,4835.0,4990.0,751644.0,,-10609,28973,-19344
2015-04-03,5000.0,4985.0,246964.0,,-12483,-50,-3852
2015-04-06,4990.0,4880.0,234572.0,,-1631,0,-1673
2015-04-07,4920.0,5010.0,315932.0,,-60149,36975,17393
2015-04-08,5150.0,5760.0,1892457.0,,29104,21779,-48137
2015-04-09,5920.0,6000.0,3533933.0,,7742,2000,-9309
2015-04-10,6080.0,5990.0,1133355.0,,12688,-7000,-1431
2015-04-13,6050.0,6050.0,1000111.0,,21013,0,-1013
2015-04-14,6060.0,5550.0,867590.0,,-23091,-21779,44870
2015-04-15,5580.0,5660.0,369607.0,,-59619,3000,54539
2015-04-16,5700.0,5950.0,825938.0,,45831,-31,-46220
2015-04-17,5950.0,6290.0,1610226.0,,-4292,77221,-79729
2015-04-20,6150.0,6100.0,1072145.0,,74395,51,-75520
2015-04-21,6210.0,6100.0,636440.0,,10410,1746,-13156
2015-04-22,6090.0,5920.0,963471.0,,-46887,0,67931
2015-04-23,5960.0,5650.0,558894.0,,-89276,29000,60276
2015-04-24,5680.0,5780.0,255773.0,,-22400,0,22350
2015-04-27,5850.0,6020.0,659576.0,,34711,-30576,-4135
2015-04-28,6020.0,5800.0,274498.0,,25775,0,-25104
