Symbol,현대제철_시가(원),현대제철_종가(원),현대제철_거래량(주),현대제철_PER(IFRS-연결),현대제철_순매수수량(개인)(주),현대제철_순매수수량(기관계)(주),현대제철_순매수수량(외국인계)(주)
2003-12-16,9680.0,10100.0,1531661.0,7.92,-337780,-76910,433530
2003-12-17,10000.0,9910.0,1054545.0,7.78,-109219,105258,4891
2003-12-18,9930.0,10000.0,1049653.0,7.85,-81037,213117,-62500
2003-12-19,10250.0,9950.0,738710.0,7.81,-159340,131230,34680
2003-12-22,10050.0,10550.0,1485661.0,8.28,-26515,-66106,180441
2003-12-23,10600.0,10900.0,2589630.0,8.55,-331777,58387,285430
2003-12-24,10950.0,10900.0,659592.0,8.55,-93990,22290,69280
2003-12-26,10750.0,10500.0,602815.0,8.24,-36760,102410,-89800
2003-12-29,10400.0,10500.0,778720.0,8.24,66180,-30330,-83440
2003-12-30,10700.0,10500.0,1456107.0,8.24,265017,149128,-309605
2004-01-02,10700.0,10750.0,720360.0,5.24,24990,64888,-86658
2004-01-05,10800.0,10850.0,682633.0,5.29,37773,-59410,12997
2004-01-06,10850.0,10350.0,818655.0,5.04,172456,-40422,-118574
2004-01-07,10250.0,10450.0,1047703.0,5.09,187403,6697,-180640
2004-01-08,10450.0,10050.0,888393.0,4.9,-6563,9910,-41957
2004-01-09,10050.0,9700.0,2014852.0,4.73,92530,65150,-146820
2004-01-12,9690.0,9940.0,1573414.0,4.84,41660,-820,17700
2004-01-13,10050.0,10000.0,876557.0,4.87,88100,-50870,25570
2004-01-14,10050.0,10250.0,946063.0,4.99,-9540,136050,-136700
2004-01-15,10350.0,10000.0,531495.0,4.87,10940,-1180,1400
2004-01-16,10200.0,10250.0,393021.0,4.99,25150,-40050,10570
2004-01-19,10250.0,10050.0,628320.0,4.9,-29550,23800,-1060
2004-01-20,10100.0,10400.0,985571.0,5.07,96020,-64610,-31170
2004-01-26,10400.0,10000.0,686354.0,4.87,126000,-101470,-1070
2004-01-27,10000.0,9930.0,754195.0,4.84,-188405,15650,158410
2004-01-28,9820.0,9660.0,712540.0,4.71,-760,-83660,93170
2004-01-29,9660.0,9730.0,1033883.0,4.74,294330,-349260,82350
2004-01-30,9700.0,10000.0,1194270.0,4.87,-332551,4940,327091
2004-02-02,10150.0,10200.0,2399351.0,4.97,60496,6239,2955
2004-02-03,10300.0,10550.0,1498430.0,5.14,-497760,24200,355880
2004-02-04,10650.0,11000.0,2253982.0,5.36,-706625,-367405,1170590
2004-02-05,11000.0,11650.0,1818262.0,5.68,-660788,87608,627390
2004-02-06,11850.0,11700.0,1889328.0,5.7,-445552,-430988,962510
2004-02-09,12000.0,12000.0,1876472.0,5.85,-474261,-167959,652970
2004-02-10,12150.0,11600.0,938495.0,5.65,98885,78445,-201440
2004-02-11,11800.0,12150.0,1377390.0,5.92,-222487,-35643,233750
2004-02-12,12500.0,12800.0,1507965.0,6.24,-84201,40825,77692
2004-02-13,12850.0,12600.0,1213512.0,6.14,225427,-93894,-153575
2004-02-16,12400.0,12750.0,702021.0,6.21,-302989,-48201,354840
2004-02-17,12500.0,12500.0,625185.0,6.09,-40813,-41989,125005
2004-02-18,12450.0,11700.0,1293269.0,5.7,326549,-1239,-274820
2004-02-19,12200.0,12100.0,1081261.0,5.9,-108573,263601,-90208
2004-02-20,12200.0,12150.0,562960.0,5.92,-96770,34260,62920
2004-02-23,11950.0,12900.0,767686.0,6.29,-157329,147023,26076
2004-02-24,12850.0,12450.0,1564200.0,6.07,143453,87131,-232104
2004-02-25,12250.0,12300.0,271480.0,5.99,-38804,48444,-10000
2004-02-26,12450.0,12200.0,447670.0,5.94,34157,5493,-21420
2004-02-27,12000.0,12600.0,814849.0,6.14,-90609,147890,-62900
2004-03-02,12700.0,12950.0,1420440.0,6.31,16011,50629,-81490
2004-03-03,13000.0,12650.0,409050.0,6.16,50711,-133911,82220
2004-03-04,12750.0,12450.0,717080.0,6.07,190946,128974,-297040
2004-03-05,12350.0,12350.0,639080.0,6.02,87419,-8809,-67850
2004-03-08,12250.0,12150.0,626470.0,5.92,157295,-66219,-25627
2004-03-09,11950.0,12400.0,400340.0,6.04,-160235,63075,98430
2004-03-10,12350.0,12200.0,378849.0,5.94,-113410,96910,9700
2004-03-11,12000.0,12000.0,928585.0,5.85,-9725,-25855,41200
2004-03-12,11800.0,11500.0,877376.0,5.6,-196290,58510,108350
2004-03-15,11450.0,11300.0,821701.0,5.51,106730,198600,-347480
2004-03-16,11250.0,10900.0,787830.0,5.31,88880,210030,-291030
2004-03-17,11000.0,11350.0,804786.0,5.53,134716,83443,-265770
2004-03-18,11600.0,11450.0,785350.0,5.58,128503,-4853,-156330
2004-03-19,11400.0,11350.0,326269.0,5.53,20478,43642,-77710
2004-03-22,11400.0,11750.0,953864.0,5.72,-61074,-155656,261910
2004-03-23,11450.0,12400.0,1674508.0,6.04,-291401,-206552,554843
2004-03-24,12300.0,11850.0,684052.0,5.77,147561,30176,-203170
2004-03-25,11850.0,11850.0,568801.0,5.77,12649,-81880,80070
2004-03-26,12050.0,11600.0,498377.0,5.65,17037,-55153,18576
2004-03-29,11400.0,11650.0,313795.0,5.68,-14524,117425,-106790
2004-03-30,11750.0,11900.0,400718.0,5.8,10420,-65890,58600
2004-03-31,12050.0,12000.0,505910.0,5.85,-32127,55840,-10203
2004-04-01,11950.0,12000.0,353367.0,5.85,-33216,7870,29860
2004-04-02,12400.0,12450.0,2084701.0,6.07,-150861,277566,-110590
2004-04-06,12700.0,12500.0,932235.0,6.09,-48168,-36275,124983
2004-04-07,12700.0,13200.0,1493500.0,6.43,-441305,-143248,645143
2004-04-08,13700.0,14200.0,2454081.0,6.92,-380366,-272054,728340
2004-04-09,14200.0,14000.0,737910.0,6.82,-51998,44508,11180
2004-04-12,14100.0,14000.0,1018518.0,6.82,-22831,-126165,200040
2004-04-13,14050.0,13650.0,767042.0,6.65,-69051,-39699,144890
2004-04-14,13600.0,13550.0,447342.0,6.6,-23942,24182,43210
2004-04-16,13550.0,13400.0,693529.0,6.53,81870,-107480,80930
2004-04-19,13550.0,13400.0,379680.0,6.53,18930,-99648,82140
2004-04-20,13600.0,14000.0,1336787.0,6.82,95400,264240,-366270
2004-04-21,13600.0,13900.0,1600840.0,6.77,-46119,-10293,-199946
2004-04-22,14150.0,13500.0,1841740.0,6.58,25930,131470,-489210
2004-04-23,13550.0,13550.0,527564.0,6.6,-48096,1598,15950
2004-04-26,13600.0,13750.0,1872821.0,6.7,-34380,-233840,-8130
2004-04-27,14000.0,13500.0,963612.0,6.58,-103351,33271,65670
2004-04-28,13500.0,13300.0,1148281.0,6.48,-17275,-309595,-136220
2004-04-29,12900.0,12200.0,1447910.0,5.94,-82700,136570,-577740
2004-04-30,11800.0,11400.0,1811605.0,5.55,129780,100810,-569210
2004-05-03,11400.0,11400.0,1413370.0,5.55,-83010,70310,-257680
2004-05-04,11600.0,11950.0,1357310.0,5.82,-103860,-4260,-88070
2004-05-06,11800.0,11200.0,984445.0,5.46,-56219,47339,-414000
2004-05-07,10800.0,11200.0,1339901.0,5.46,-19037,90347,-555450
2004-05-10,11000.0,10600.0,1051210.0,5.16,-121560,-251390,-7480
2004-05-11,10600.0,10450.0,434332.0,5.09,-44950,-8830,40360
2004-05-12,10600.0,10900.0,357041.0,5.31,-5670,23100,-14060
2004-05-13,10850.0,10400.0,765420.0,5.07,49220,-191250,-156710
2004-05-14,10400.0,9600.0,2105375.0,4.68,520440,-379640,-897340
2004-05-17,9300.0,8250.0,1964140.0,4.02,371301,-393450,-76630
2004-05-18,8000.0,8250.0,1408896.0,4.02,12495,-161837,94700
2004-05-19,8560.0,9120.0,1479560.0,4.44,-181480,600,173460
2004-05-20,9000.0,9300.0,936940.0,4.53,-173870,-113090,236740
2004-05-21,9430.0,9360.0,1389463.0,4.56,73594,30866,-154550
2004-05-24,9530.0,9380.0,671768.0,4.57,-1082,25482,-11270
2004-05-25,9300.0,8950.0,480420.0,4.36,51310,7910,-131000
2004-05-27,9120.0,8700.0,1360940.0,4.24,382340,39110,-684610
2004-05-28,8850.0,8700.0,1957770.0,4.24,519550,-196490,-206850
2004-05-31,8810.0,9100.0,1107149.0,4.43,20250,-142920,181900
2004-06-01,9260.0,9070.0,1265014.0,4.42,288494,-137774,-202930
2004-06-02,8920.0,8990.0,904040.0,4.38,193740,2250,-324480
2004-06-03,8920.0,8750.0,1091601.0,4.26,-165480,-173650,174240
2004-06-04,8670.0,8730.0,572237.0,4.25,-7260,18130,-88220
2004-06-07,8850.0,9520.0,1509729.0,4.64,-173950,74940,171750
2004-06-08,9600.0,9700.0,1691003.0,4.73,171160,81150,-443100
2004-06-09,9750.0,9720.0,766872.0,4.74,210992,31047,-233989
2004-06-10,9610.0,9490.0,830004.0,4.62,429435,-156345,-366350
2004-06-11,9540.0,9020.0,742360.0,4.39,335130,-106360,-206110
2004-06-14,8720.0,8450.0,945100.0,4.12,68620,-4270,-108140
2004-06-15,8450.0,8630.0,971089.0,4.2,-53830,-50160,159790
2004-06-16,8780.0,8500.0,806227.0,4.14,94017,-68457,-31570
2004-06-17,8500.0,8450.0,429160.0,4.12,-21210,30700,-8760
2004-06-18,8500.0,8390.0,426160.0,4.09,-15460,-32450,78030
2004-06-21,8500.0,8480.0,617580.0,4.13,-35910,-70710,103770
2004-06-22,8450.0,8640.0,567515.0,4.21,-146760,31000,65990
2004-06-23,8520.0,9000.0,939595.0,4.39,-233830,-94610,4850
2004-06-24,9090.0,9460.0,1171209.0,4.61,-300740,72230,76300
2004-06-25,9450.0,9390.0,468170.0,4.58,-37506,105116,-170270
2004-06-28,9390.0,9280.0,270212.0,4.52,90610,-40610,-52170
2004-06-29,9290.0,9050.0,701190.0,4.41,388786,105554,-500660
2004-06-30,9150.0,9210.0,947870.0,4.49,236810,98660,-334860
2004-07-01,9210.0,9190.0,657920.0,4.48,37420,-4520,-20400
2004-07-02,8990.0,8810.0,357430.0,4.29,-7214,-52076,65700
2004-07-05,8690.0,8850.0,535420.0,4.31,17570,-72950,59510
2004-07-06,8850.0,8840.0,329976.0,4.31,-33614,-27316,60350
2004-07-07,8410.0,8970.0,322384.0,4.37,-102380,4960,95680
2004-07-08,8900.0,8840.0,480991.0,4.31,13875,-36249,40390
2004-07-09,8840.0,8930.0,270338.0,4.35,-41810,39720,-9480
2004-07-12,8980.0,9040.0,283378.0,4.4,-48610,-11730,73870
2004-07-13,9120.0,9480.0,769330.0,4.62,-161080,-45330,216930
2004-07-14,9390.0,9390.0,638362.0,4.58,-238680,82450,173380
2004-07-15,9350.0,9400.0,470630.0,4.58,-112350,37450,71650
2004-07-16,9430.0,9360.0,906390.0,4.56,-91458,134448,-171170
2004-07-19,9300.0,9800.0,580582.0,4.77,-75450,-7960,74690
2004-07-20,9780.0,10100.0,1121246.0,4.92,-75740,-343700,437160
2004-07-21,10350.0,10650.0,774055.0,5.19,-264484,57894,257510
2004-07-22,10400.0,10100.0,1012650.0,4.92,195470,-109850,-11400
2004-07-23,10050.0,9800.0,609050.0,4.77,18747,-27180,-9630
2004-07-26,9700.0,9600.0,524020.0,4.68,-29227,115437,-89930
2004-07-27,9720.0,9800.0,864883.0,4.77,86120,-45190,-19410
2004-07-28,10000.0,10000.0,1089360.0,4.87,-51880,-45940,262130
2004-07-29,9950.0,9700.0,669270.0,4.73,71640,-148840,149470
2004-07-30,9770.0,10100.0,741460.0,4.92,-195760,-3680,269910
2004-08-02,10150.0,10700.0,1051782.0,5.21,-210088,-127992,384080
2004-08-03,10700.0,11100.0,1235597.0,5.41,-225300,-181400,414650
2004-08-04,10900.0,10700.0,583335.0,5.21,-24920,119580,-105270
2004-08-05,11000.0,11500.0,790832.0,5.6,-194176,-98864,299300
2004-08-06,11050.0,10650.0,854415.0,5.19,357640,20250,-415490
2004-08-09,10400.0,11150.0,761575.0,5.43,-115799,-32721,168790
2004-08-10,11050.0,11000.0,447613.0,5.36,-137447,-47963,199570
2004-08-11,11350.0,11450.0,1004943.0,5.58,-269713,-33327,303650
2004-08-12,11400.0,11400.0,1330145.0,5.55,222605,106055,-329180
2004-08-13,11400.0,11300.0,507498.0,5.51,4080,27730,-21290
2004-08-16,11150.0,10900.0,234705.0,5.31,-20360,12330,7260
2004-08-17,11200.0,10850.0,461620.0,5.29,114437,-161537,37700
2004-08-18,10800.0,11150.0,406881.0,5.43,-122190,20380,66990
2004-08-19,11300.0,11650.0,623985.0,5.68,-247440,108490,104400
2004-08-20,11600.0,12000.0,883091.0,5.85,-140960,-72760,223690
2004-08-23,12150.0,11900.0,354143.0,5.8,29813,-10123,-12730
2004-08-24,12050.0,11900.0,497150.0,5.8,-13310,-46150,78040
2004-08-25,11800.0,11950.0,606284.0,5.82,-60920,-29800,82680
2004-08-26,11900.0,11900.0,424780.0,5.8,-77165,26915,58250
2004-08-27,12000.0,11900.0,214856.0,5.8,24390,36820,-52730
2004-08-30,11800.0,11650.0,224520.0,5.68,44830,-900,-44650
2004-08-31,11500.0,11950.0,414745.0,5.82,38990,6280,-45000
2004-09-01,12000.0,12050.0,496366.0,5.87,-32590,-22970,18980
2004-09-02,12000.0,12350.0,890896.0,6.02,48445,-18960,2955
2004-09-03,12350.0,12100.0,327099.0,5.9,25780,-21220,-2220
2004-09-06,12100.0,12100.0,285469.0,5.9,15821,111909,-135990
2004-09-07,12000.0,11800.0,313149.0,5.75,38020,-72740,22550
2004-09-08,11850.0,11500.0,303729.0,5.6,-11401,-5159,11530
2004-09-09,11500.0,11850.0,421240.0,5.77,-35210,-78920,76520
2004-09-10,11800.0,12300.0,550981.0,5.99,-199298,16460,186528
2004-09-13,12400.0,12900.0,654784.0,6.29,-358726,6750,355726
2004-09-14,12950.0,12700.0,325710.0,6.19,-27300,-5020,26250
2004-09-15,12750.0,13600.0,745830.0,6.63,-96445,-36195,143130
2004-09-16,13400.0,13700.0,743349.0,6.68,-33300,99260,-71570
2004-09-17,13850.0,13550.0,565477.0,6.6,-65053,-60167,174930
2004-09-20,13600.0,13500.0,891853.0,6.58,-17134,84414,-28040
2004-09-21,13300.0,13000.0,467194.0,6.33,67374,24226,-86710
2004-09-22,13000.0,12600.0,385824.0,6.14,53425,-70365,13300
2004-09-23,12350.0,12200.0,581247.0,5.94,80360,31210,-125150
2004-09-24,12150.0,12450.0,418800.0,6.07,168950,-19670,-145660
2004-09-30,12450.0,12800.0,891588.0,6.24,79368,29482,-71320
2004-10-01,13100.0,12800.0,309441.0,6.24,65287,23603,-81100
2004-10-04,13150.0,12950.0,602126.0,6.31,58315,173855,-248790
2004-10-05,13050.0,13600.0,1594524.0,6.63,-164564,9864,372410
2004-10-06,13600.0,13700.0,883158.0,6.68,74100,64160,29130
2004-10-07,13550.0,13850.0,686458.0,6.75,-80232,143340,58110
2004-10-08,13700.0,14150.0,1161717.0,6.89,-34200,141210,20970
2004-10-11,14150.0,14400.0,718828.0,7.02,105601,33509,-105050
2004-10-12,14300.0,14300.0,654977.0,6.97,-207770,118330,103280
2004-10-13,14400.0,14300.0,969422.0,6.97,119432,20920,-100
2004-10-14,14000.0,13750.0,945320.0,6.7,-6092,10882,136220
2004-10-15,13150.0,13250.0,489000.0,6.46,133720,-91710,-29040
2004-10-18,13350.0,13500.0,351558.0,6.58,26038,-9770,8230
2004-10-19,13800.0,13500.0,256023.0,6.58,-615,25405,-21430
2004-10-20,13300.0,12800.0,779695.0,6.24,8020,88740,-85310
2004-10-21,12650.0,11950.0,712735.0,5.82,85820,-36743,-56850
2004-10-22,12300.0,12000.0,613340.0,5.85,64983,-84453,26090
2004-10-25,12000.0,11700.0,1093962.0,5.7,274894,-251444,90590
2004-10-26,12000.0,11950.0,504170.0,5.82,75660,-75280,3560
2004-10-27,12200.0,11750.0,494905.0,5.72,-7145,-48235,66990
2004-10-28,12100.0,12400.0,1082150.0,6.04,256240,-358250,57190
2004-10-29,11850.0,11850.0,1021000.0,5.77,99802,-80567,27695
2004-11-01,11900.0,11800.0,668700.0,5.75,62710,-165160,182380
2004-11-02,11800.0,12350.0,763734.0,6.02,-139140,81830,90390
2004-11-03,12450.0,12500.0,841686.0,6.09,72390,78160,-152990
2004-11-04,12800.0,12450.0,552130.0,6.07,-4870,-43320,46970
2004-11-05,12750.0,12550.0,394635.0,6.11,-65446,40126,1350
2004-11-08,12550.0,12500.0,332201.0,6.09,22235,-74765,52800
2004-11-09,12500.0,12800.0,628960.0,6.24,-87147,-36403,77760
2004-11-10,12950.0,13250.0,568172.0,6.46,-254793,72903,163550
2004-11-11,13300.0,13850.0,958867.0,6.75,-324340,-28290,362980
2004-11-12,13900.0,13600.0,603490.0,6.63,-24740,112750,-98760
2004-11-15,13550.0,13600.0,342547.0,6.63,-133260,55570,73680
2004-11-16,13600.0,13300.0,194710.0,6.48,5710,-14520,15700
2004-11-17,13200.0,13400.0,197040.0,6.53,-20600,72290,0
2004-11-18,13300.0,12900.0,233611.0,6.29,44935,5815,-52440
2004-11-19,13200.0,12800.0,160791.0,6.24,5496,-23006,18490
2004-11-22,12550.0,12550.0,235400.0,6.11,14740,-66100,48930
2004-11-23,12650.0,13000.0,237206.0,6.33,8035,-36925,29890
2004-11-24,13200.0,13400.0,289284.0,6.53,-32560,16580,11140
2004-11-25,13550.0,13700.0,984814.0,6.68,97610,-33850,-30250
2004-11-26,14000.0,13300.0,1015950.0,6.48,266880,-21190,-265810
2004-11-29,13550.0,13900.0,1018430.0,6.77,212839,-14619,-121880
2004-11-30,13950.0,13800.0,476407.0,6.72,136280,-47400,-93870
2004-12-01,13800.0,14550.0,955190.0,7.09,-201577,113300,-23610
2004-12-02,14550.0,14900.0,1196480.0,7.26,-121493,205460,-28040
2004-12-03,14900.0,14700.0,475630.0,7.16,-74670,21940,45170
2004-12-06,14700.0,14700.0,452469.0,7.16,-42753,-72397,116910
2004-12-07,14500.0,14100.0,487300.0,6.87,-69510,-48920,131950
2004-12-08,13900.0,14100.0,233818.0,6.87,17041,-36081,12630
2004-12-09,14050.0,13850.0,470995.0,6.75,153150,-43230,-70890
2004-12-10,13850.0,13400.0,292821.0,6.53,11200,-45400,32860
2004-12-13,13200.0,13700.0,333215.0,6.68,-77005,-19448,121493
2004-12-14,13700.0,13950.0,309150.0,6.8,20300,-14910,52500
2004-12-15,14000.0,13550.0,410708.0,6.6,144178,-21188,-129120
2004-12-16,13600.0,13150.0,886699.0,6.41,276317,-18457,-260640
2004-12-17,13100.0,12900.0,569191.0,6.29,153890,-36450,-125350
2004-12-20,13050.0,13050.0,288432.0,6.36,-17600,14060,10720
2004-12-21,13050.0,13300.0,378025.0,6.48,-19438,-25442,44630
2004-12-22,13450.0,13400.0,276693.0,6.53,-34651,24231,7200
2004-12-23,13600.0,13100.0,261010.0,6.38,22270,-61030,38990
2004-12-24,13100.0,13200.0,156159.0,6.43,-1960,5770,19950
2004-12-27,13200.0,13150.0,153379.0,6.41,-27800,24700,14000
2004-12-28,13200.0,13650.0,492796.0,6.65,-166051,140911,89340
2004-12-29,13400.0,13600.0,348752.0,6.63,-48961,550,51811
2004-12-30,13650.0,13500.0,432658.0,6.58,-26870,13260,15490
2005-01-03,13450.0,13050.0,408391.0,2.57,143680,-91430,-52730
2005-01-04,13100.0,13100.0,315505.0,2.58,-11537,-66793,67940
2005-01-05,13000.0,12850.0,667740.0,2.53,129900,-80340,1710
2005-01-06,12800.0,12800.0,446613.0,2.52,101130,-152060,48170
2005-01-07,12850.0,12950.0,352926.0,2.55,-24047,-58023,83350
2005-01-10,12950.0,12850.0,258630.0,2.53,3472,-35172,39500
2005-01-11,12950.0,13200.0,279535.0,2.6,-50023,10328,38990
2005-01-12,13000.0,13050.0,195115.0,2.57,-16555,20300,-3745
2005-01-13,13050.0,13100.0,222600.0,2.58,-66610,-1080,46500
2005-01-14,12950.0,13300.0,492139.0,2.62,-25913,41833,-7270
2005-01-17,13500.0,13350.0,327530.0,2.63,18350,14830,-41260
2005-01-18,13450.0,13250.0,399329.0,2.61,89650,-47620,-37010
2005-01-19,13350.0,13200.0,500120.0,2.6,2970,-22690,17370
2005-01-20,13100.0,13050.0,283410.0,2.57,-3600,-57560,102850
2005-01-21,13050.0,12550.0,769615.0,2.47,414550,-132400,-277480
2005-01-24,12550.0,12550.0,513560.0,2.47,116615,-92510,-12490
2005-01-25,12550.0,12150.0,379258.0,2.4,113900,-21990,-87550
2005-01-26,12200.0,12700.0,396797.0,2.5,-178670,59960,122040
2005-01-27,12700.0,12800.0,240880.0,2.52,-106490,46410,60270
2005-01-28,12800.0,12450.0,267833.0,2.45,150440,-32170,-119300
2005-01-31,12400.0,12700.0,196935.0,2.5,-70050,38820,26230
2005-02-01,12700.0,12850.0,342761.0,2.53,-97560,-34490,133720
2005-02-02,12800.0,13500.0,1547859.0,2.66,-362117,159407,136300
2005-02-03,13500.0,14300.0,1188380.0,2.82,-709570,30770,596590
2005-02-04,14300.0,14100.0,671302.0,2.78,-186778,-28520,167710
2005-02-07,14100.0,14250.0,543547.0,2.81,-96410,24520,29140
2005-02-11,14100.0,14000.0,582942.0,2.76,205290,-38430,-161230
2005-02-14,14000.0,14200.0,618911.0,2.8,-150270,129410,-16940
2005-02-15,14100.0,14000.0,252143.0,2.76,-6913,-18117,-24790
2005-02-16,14100.0,14000.0,403120.0,2.76,107480,25580,-139870
2005-02-17,14000.0,15000.0,1238429.0,2.96,-178692,77172,39060
2005-02-18,15000.0,15800.0,909800.0,3.12,-221795,191125,-54740
2005-02-21,15550.0,16200.0,747996.0,3.19,-56755,27035,32760
2005-02-22,16250.0,15600.0,667498.0,3.08,195790,24410,-193530
2005-02-23,15100.0,15400.0,525766.0,3.04,72970,27709,-82069
2005-02-24,15700.0,16300.0,514034.0,3.21,-28323,48890,19003
2005-02-25,16700.0,17450.0,1613922.0,3.44,22684,70836,-85370
2005-02-28,17900.0,20050.0,2130817.0,3.95,120809,143886,-254105
2005-03-02,21100.0,20250.0,2529968.0,3.99,435272,-230992,-93370
2005-03-03,20000.0,19850.0,1647321.0,3.91,500010,141440,-682980
2005-03-04,19600.0,19000.0,1895230.0,3.75,477868,59672,-590210
2005-03-07,19300.0,19800.0,2452884.0,3.9,406569,341861,-984050
2005-03-08,19700.0,19350.0,1348116.0,3.82,68475,259595,-499790
2005-03-09,18900.0,18700.0,979664.0,3.69,66305,142015,-270040
2005-03-10,18400.0,18400.0,945902.0,3.63,142684,170006,-286630
2005-03-11,18700.0,18900.0,1188351.0,3.73,24313,202617,-293940
2005-03-14,18900.0,18950.0,958821.0,3.74,26660,262390,-298680
2005-03-15,19100.0,18450.0,947530.0,3.64,33330,5260,12350
2005-03-16,18300.0,17950.0,992428.0,3.54,27990,387790,-446370
2005-03-17,17400.0,17450.0,555990.0,3.44,-151424,229044,-92350
2005-03-18,17400.0,17250.0,543053.0,3.4,-64355,80365,-24630
2005-03-21,17000.0,17900.0,410344.0,3.53,-85269,66019,-1280
2005-03-22,18000.0,17650.0,439520.0,3.48,106365,34095,-73330
2005-03-23,17400.0,16700.0,531424.0,3.29,100452,28328,-110760
2005-03-24,16800.0,15750.0,937233.0,3.11,253247,-7617,-224830
2005-03-25,15850.0,16600.0,550828.0,3.27,-17922,8386,-7790
2005-03-28,16600.0,16700.0,448528.0,3.29,-72112,125130,-30500
2005-03-29,16750.0,15950.0,542793.0,3.14,205050,-126390,-80080
2005-03-30,16000.0,16000.0,460260.0,3.15,102171,31087,-124470
2005-03-31,16350.0,16300.0,517775.0,3.21,83526,52470,-162030
2005-04-01,16000.0,16950.0,821590.0,3.34,93112,63995,-187930
2005-04-04,16900.0,17250.0,484941.0,3.4,-168404,164954,-47290
2005-04-06,17300.0,17100.0,429088.0,3.37,16008,123542,-136400
2005-04-07,17100.0,17150.0,386504.0,3.38,32268,-16378,-73750
2005-04-08,17400.0,17000.0,396511.0,3.35,81529,42381,-133970
2005-04-11,16800.0,16600.0,279612.0,3.27,-2580,39570,-41990
2005-04-12,16400.0,16400.0,281647.0,3.23,-22966,69910,-29450
2005-04-13,16400.0,16700.0,315995.0,3.29,-26311,30151,-570
2005-04-14,16150.0,16100.0,465334.0,3.17,48497,-15327,-19500
2005-04-15,15800.0,15200.0,530315.0,3.0,164215,-67415,-99790
2005-04-18,15200.0,15150.0,500747.0,2.99,-31990,63050,-56640
2005-04-19,15250.0,15800.0,535086.0,3.12,-62470,107320,-70830
2005-04-20,16000.0,16150.0,423872.0,3.18,-39720,93890,-73260
2005-04-21,15850.0,16600.0,493650.0,3.27,-31513,197783,-153540
2005-04-22,16900.0,16500.0,246077.0,3.25,28437,24013,-51950
2005-04-25,16300.0,16900.0,452747.0,3.33,-98920,132880,-86170
2005-04-26,17200.0,16850.0,545260.0,3.32,-115200,198440,-82340
2005-04-27,16800.0,16000.0,591680.0,3.15,125793,35847,-185300
2005-04-28,16050.0,15600.0,293890.0,3.08,48681,-38761,-91750
2005-04-29,15300.0,15600.0,294853.0,3.08,-54620,-1320,-29540
2005-05-02,15800.0,16050.0,235792.0,3.16,-94474,91604,-6650
2005-05-03,16500.0,16800.0,437396.0,3.31,-27985,-60125,82700
2005-05-04,16750.0,17100.0,393960.0,3.37,-78745,103075,-61190
2005-05-06,17000.0,16800.0,296400.0,3.31,52838,86152,-140520
2005-05-09,16600.0,16300.0,442831.0,3.21,-37390,35870,-161200
2005-05-10,16200.0,16150.0,297790.0,3.18,-41440,65700,-126300
2005-05-11,15750.0,16150.0,309475.0,3.18,-77870,94990,-33760
2005-05-12,16150.0,16100.0,329332.0,3.17,-2610,73970,-203620
2005-05-13,16000.0,15800.0,498920.0,3.12,20130,-48800,-154730
2005-05-16,15700.0,15100.0,1476404.0,2.98,514974,-487880,-195720
2005-05-17,15150.0,14900.0,975959.0,2.94,25809,-174029,-154670
2005-05-18,14850.0,14600.0,852999.0,2.88,36440,23710,-189870
2005-05-19,14800.0,15500.0,1264435.0,3.06,-64575,110590,-138030
2005-05-20,15650.0,15100.0,560474.0,2.98,27520,-2180,-19490
2005-05-23,15100.0,15050.0,635061.0,2.97,94880,-179480,71230
2005-05-24,15050.0,15150.0,710394.0,2.99,24220,-1080,-90660
2005-05-25,15100.0,14600.0,999453.0,2.88,284050,-148810,-156760
2005-05-26,14600.0,14400.0,817215.0,2.84,153353,-74283,-141480
2005-05-27,14550.0,14550.0,565475.0,2.87,-37575,-21815,62030
2005-05-30,14350.0,14850.0,549886.0,2.93,-151382,43142,50680
2005-05-31,14850.0,14950.0,592708.0,2.95,32916,-50097,-31950
2005-06-01,14900.0,14950.0,814630.0,2.95,159180,-133830,74130
2005-06-02,15200.0,15350.0,679150.0,3.03,-194112,-100548,173520
2005-06-03,15350.0,15000.0,555871.0,2.96,82015,-128615,-49570
2005-06-07,14800.0,14700.0,359353.0,2.9,-2388,-26332,-80970
2005-06-08,14550.0,14650.0,353481.0,2.89,-45770,19230,-11760
2005-06-09,14450.0,14850.0,426934.0,2.93,-43590,22980,43770
2005-06-10,14850.0,14600.0,549143.0,2.88,132483,-168733,50690
2005-06-13,14700.0,14750.0,475343.0,2.91,152790,-163610,24150
2005-06-14,14650.0,14650.0,268586.0,2.89,-64954,33744,-14380
2005-06-15,14500.0,14800.0,444867.0,2.92,-115520,11460,13820
2005-06-16,14850.0,15150.0,817235.0,2.99,-49745,-82875,116150
2005-06-17,15350.0,14950.0,375811.0,2.95,15120,-20050,2440
2005-06-20,15000.0,14850.0,230601.0,2.93,25800,-44340,19910
2005-06-21,14750.0,14500.0,632084.0,2.86,96840,30050,-324670
2005-06-22,14300.0,14600.0,691692.0,2.88,-146689,-72711,87880
2005-06-23,14500.0,14600.0,213950.0,2.88,-12290,5830,-8790
2005-06-24,14400.0,14400.0,292050.0,2.84,-1560,-54870,-3030
2005-06-27,14200.0,14350.0,255136.0,2.83,-78760,-44960,27680
