Symbol,카카오_시가(원),카카오_종가(원),카카오_거래량(주),카카오_PER(IFRS-연결),카카오_순매수수량(개인)(주),카카오_순매수수량(기관계)(주),카카오_순매수수량(외국인계)(주)
2008-12-09,27150.0,27150.0,201408.0,22.21,-23804,26197,-2030
2008-12-10,26900.0,28000.0,245817.0,22.91,-74626,70111,-869
2008-12-11,28550.0,27550.0,242310.0,22.54,54296,20752,-74748
2008-12-12,27000.0,26900.0,170621.0,22.01,-33534,33013,521
2008-12-15,27400.0,29400.0,280693.0,24.05,-47201,47291,-90
2008-12-16,28900.0,29900.0,170882.0,24.46,-14664,15864,-2740
2008-12-17,30900.0,30750.0,223165.0,25.16,-70924,71024,-180
2008-12-18,30950.0,30900.0,103516.0,25.28,-21638,23297,-890
2008-12-19,30300.0,31400.0,136629.0,25.69,-35336,34733,-121
2008-12-22,31400.0,30650.0,90986.0,25.07,5201,-4083,1252
2008-12-23,30200.0,29600.0,140755.0,24.22,-10550,-818,10835
2008-12-24,29000.0,29000.0,1056236.0,23.72,19625,-14976,1781
2008-12-26,28600.0,31000.0,429012.0,25.36,-83459,174784,19915
2008-12-29,31200.0,31300.0,217452.0,25.61,11332,-11867,-10
2008-12-30,31000.0,31800.0,179293.0,26.01,-81325,92851,-1038
2009-01-02,31800.0,30000.0,277566.0,8.68,150897,-127009,-9375
2009-01-05,30350.0,29900.0,165820.0,8.65,15124,-3204,-6920
2009-01-06,30100.0,30750.0,204631.0,8.89,-4967,16912,6055
2009-01-07,31150.0,32450.0,249212.0,9.38,-59834,22505,6369
2009-01-08,31750.0,31850.0,179786.0,9.21,3330,45076,-47906
2009-01-09,32400.0,31600.0,290931.0,9.14,63261,-28593,4623
2009-01-12,31100.0,29900.0,160131.0,8.65,26365,-3968,-6529
2009-01-13,29500.0,29900.0,145652.0,8.65,38590,-39525,240
2009-01-14,29750.0,30950.0,122694.0,8.95,-6370,14933,1945
2009-01-15,29700.0,28500.0,139506.0,8.24,5521,-5696,-4875
2009-01-16,28900.0,29700.0,110995.0,8.59,-27684,12280,10404
2009-01-19,30000.0,30600.0,139900.0,8.85,-26897,17006,9891
2009-01-20,30450.0,29650.0,81026.0,8.57,2815,-2802,-359
2009-01-21,28000.0,28450.0,88873.0,8.23,15110,-14488,-26
2009-01-22,29400.0,28700.0,67338.0,8.3,12165,-14416,2251
2009-01-23,27650.0,27100.0,178768.0,7.84,43524,-39676,-2472
2009-01-28,27450.0,27200.0,261633.0,7.87,168327,-125663,-5756
2009-01-29,27550.0,27650.0,293624.0,8.0,51520,-30896,-366
2009-01-30,27350.0,27500.0,154847.0,7.95,25976,-17650,-46
2009-02-02,27400.0,27300.0,168354.0,7.89,39012,-16879,-6733
2009-02-03,27650.0,27650.0,199007.0,8.0,60175,-54347,1161
2009-02-04,28100.0,27350.0,314816.0,7.91,143244,-76473,-57621
2009-02-05,27400.0,26900.0,222738.0,7.78,33864,-22224,3350
2009-02-06,27300.0,26700.0,267047.0,7.72,114998,-77290,-29331
2009-02-09,27000.0,27000.0,222535.0,7.81,67754,598,-66352
2009-02-10,27300.0,26700.0,203067.0,7.72,92790,-46290,-47449
2009-02-11,25950.0,26150.0,256495.0,7.56,52451,-36997,1402
2009-02-12,26100.0,26200.0,291628.0,7.58,70802,-36085,-367
2009-02-13,26150.0,25750.0,335448.0,7.45,33942,-23543,-8022
2009-02-16,25600.0,26000.0,299643.0,7.52,53934,-15367,-147
2009-02-17,26150.0,24200.0,449473.0,7.0,49352,-44282,30
2009-02-18,23500.0,25000.0,151470.0,7.23,-14177,14078,349
2009-02-19,24700.0,25650.0,199941.0,7.42,-52200,37249,16781
2009-02-20,25200.0,25550.0,498265.0,7.39,-50914,29562,20552
2009-02-23,26150.0,26900.0,389987.0,7.78,-80820,58149,27111
2009-02-24,26050.0,27100.0,410215.0,7.84,-84930,102725,-13538
2009-02-25,27700.0,26500.0,389545.0,7.66,-86703,66542,12831
2009-02-26,27050.0,26100.0,248271.0,7.55,255,1163,782
2009-02-27,26500.0,25500.0,123530.0,7.37,2590,-2506,6516
2009-03-02,25350.0,24000.0,127930.0,6.94,1952,-2085,111
2009-03-03,22750.0,23850.0,144482.0,6.9,-5672,-4001,1627
2009-03-04,24000.0,24500.0,72759.0,7.09,-1672,-996,2668
2009-03-05,24900.0,23900.0,104081.0,6.91,14603,-15349,746
2009-03-06,23000.0,23200.0,145136.0,6.71,34824,-36803,1908
2009-03-09,23600.0,23950.0,126539.0,6.93,24674,-31607,2462
2009-03-10,23550.0,25600.0,441646.0,7.4,-107896,106271,4110
2009-03-11,26400.0,27250.0,314639.0,7.88,-69319,67477,846
2009-03-12,27200.0,27200.0,309494.0,7.87,-108997,79124,658
2009-03-13,27800.0,27900.0,232723.0,8.07,-92009,76323,1416
2009-03-16,28350.0,27700.0,172625.0,8.01,12754,-14254,0
2009-03-17,27700.0,27500.0,332613.0,7.95,81424,-44352,-20986
2009-03-18,27750.0,27300.0,266777.0,7.89,4643,-9802,17551
2009-03-19,27600.0,27650.0,281197.0,8.0,6281,-8306,4827
2009-03-20,28050.0,28800.0,492688.0,8.33,12285,-2148,1358
2009-03-23,29100.0,29100.0,299985.0,8.42,-26433,13768,13410
2009-03-24,29800.0,30400.0,353022.0,8.79,-12406,21225,1181
2009-03-25,30000.0,30450.0,205739.0,8.81,-719,2706,-2088
2009-03-26,30750.0,30700.0,243000.0,8.88,11927,21075,-29902
2009-03-27,30500.0,29100.0,378178.0,8.42,-52235,53839,1367
2009-03-30,29400.0,29000.0,157050.0,8.39,-814,11022,-5208
2009-03-31,28900.0,28650.0,126883.0,8.29,15047,-14509,-538
2009-04-01,28800.0,29450.0,207108.0,8.52,-3186,-7298,2984
2009-04-02,30000.0,30850.0,317654.0,8.92,-2554,3911,-1747
2009-04-03,31400.0,32450.0,529202.0,9.38,-78594,80025,-3301
2009-04-06,33450.0,34400.0,957566.0,9.95,-20213,-21253,16089
2009-04-07,34400.0,36800.0,1115804.0,10.64,-309265,226883,19109
2009-04-08,36450.0,37000.0,690292.0,10.7,-185742,270509,-77161
2009-04-09,37600.0,39800.0,776198.0,11.51,-90317,340937,-245931
2009-04-10,41000.0,39900.0,331707.0,11.54,-71643,70758,-8663
2009-04-13,39350.0,38750.0,501461.0,11.21,35829,188964,-213157
2009-04-14,39800.0,39250.0,174688.0,11.35,-12304,16044,580
2009-04-15,38500.0,38000.0,196775.0,10.99,20281,-19534,-5476
2009-04-16,38200.0,37000.0,279550.0,10.7,80200,-54292,-33117
2009-04-17,37400.0,35500.0,499157.0,10.27,128522,-127169,-500
2009-04-20,35500.0,35850.0,536026.0,10.37,92461,-74012,-654
2009-04-21,35000.0,37450.0,358861.0,10.83,-66726,22255,26057
2009-04-22,38050.0,37950.0,376897.0,10.97,-22007,25505,-8747
2009-04-23,37350.0,36700.0,251782.0,10.61,62400,-53960,-6104
2009-04-24,36300.0,35500.0,408421.0,10.27,110044,-91587,-1658
2009-04-27,36100.0,35000.0,254252.0,10.12,7293,-1099,-9762
2009-04-28,34800.0,32000.0,369971.0,9.25,110039,-118707,8128
2009-04-29,32500.0,34100.0,287015.0,9.86,-41450,19563,11451
2009-04-30,34100.0,35200.0,383094.0,10.18,-93433,1713,87486
2009-05-04,35300.0,35200.0,239598.0,10.18,30492,-49243,49502
2009-05-06,35200.0,35200.0,185484.0,10.18,-26314,-2129,33475
2009-05-07,36050.0,36000.0,260152.0,10.41,6936,-22872,25839
2009-05-08,36050.0,36000.0,198367.0,10.41,8961,9860,-17861
2009-05-11,36350.0,35900.0,167762.0,10.38,22218,6771,-29189
2009-05-12,35500.0,35900.0,251487.0,10.38,24501,16675,-42879
2009-05-13,36150.0,36650.0,343099.0,10.6,84867,437,-88304
2009-05-14,35800.0,34500.0,230889.0,9.98,19830,-283,-23466
2009-05-15,34900.0,34300.0,136176.0,9.92,-9205,-3065,2270
2009-05-18,34000.0,33550.0,120870.0,9.7,23565,-34298,11330
2009-05-19,34100.0,36200.0,218299.0,10.47,-20764,19578,1114
2009-05-20,36350.0,36700.0,329775.0,10.61,53590,12586,-71208
2009-05-21,36200.0,36000.0,157570.0,10.41,-13650,12113,-3359
2009-05-22,35600.0,35500.0,201393.0,10.27,9085,28570,-40482
2009-05-25,36400.0,36300.0,441531.0,10.5,-5005,20702,-28697
2009-05-26,36500.0,34700.0,303940.0,10.04,48376,-44259,-2491
2009-05-27,35200.0,33600.0,184221.0,9.72,14967,-20319,2492
2009-05-28,33550.0,35850.0,157219.0,10.37,-52513,19983,30770
2009-05-29,35500.0,36950.0,472634.0,10.69,-138328,183106,-65778
2009-06-01,37400.0,38000.0,513609.0,10.99,-36048,49540,-24728
2009-06-02,38900.0,38400.0,345628.0,11.1,-168816,-12774,183620
2009-06-03,39000.0,38800.0,146339.0,11.22,-13710,28155,-6945
2009-06-04,38500.0,38800.0,241158.0,11.22,-66232,62514,-4239
2009-06-05,39300.0,38250.0,171669.0,11.06,-13341,1372,-2369
2009-06-08,37900.0,37500.0,174221.0,10.84,22311,-27050,2739
2009-06-09,37000.0,35550.0,180977.0,10.28,8973,7722,-12927
2009-06-10,35650.0,37200.0,140950.0,10.76,-18820,40680,-27324
2009-06-11,37100.0,38500.0,1590584.0,11.13,71565,2266,-69027
2009-06-12,38500.0,40550.0,675030.0,11.73,-107749,180569,-74053
2009-06-15,41000.0,41600.0,517862.0,12.03,-107801,75813,20224
2009-06-16,41100.0,42200.0,302032.0,12.2,-34221,13620,-15406
2009-06-17,41400.0,41950.0,184961.0,12.13,-14924,-238,15082
2009-06-18,41500.0,45000.0,606036.0,13.01,-88911,35673,72852
2009-06-19,45300.0,45000.0,253094.0,13.01,-61649,51869,940
2009-06-22,45300.0,43400.0,279149.0,12.55,-24137,38260,-18299
2009-06-23,42500.0,43500.0,269256.0,12.58,-16542,15319,323
2009-06-24,43900.0,43400.0,183327.0,12.55,-17741,3691,941
2009-06-25,43500.0,45050.0,194382.0,13.03,-51194,37395,65
2009-06-26,45000.0,46500.0,335748.0,13.45,-6084,9379,-3101
2009-06-29,45700.0,45400.0,175002.0,13.13,18633,-2257,-23281
2009-06-30,45800.0,45200.0,220702.0,13.07,-15954,18735,-8515
2009-07-01,44500.0,43050.0,160485.0,12.45,43278,-39781,-3147
2009-07-02,43100.0,42650.0,166083.0,12.33,26191,-18656,-6753
2009-07-03,41900.0,43550.0,167299.0,12.59,-13892,-14735,6797
2009-07-06,43550.0,43550.0,108253.0,12.59,1700,-3597,2167
2009-07-07,43800.0,45700.0,335631.0,13.22,-21980,12364,4591
2009-07-08,45700.0,47650.0,567966.0,13.78,-42538,-35348,76151
2009-07-09,48000.0,47600.0,191133.0,13.77,-37376,25891,-1761
2009-07-10,47300.0,45600.0,176719.0,13.19,-10299,27868,-16610
2009-07-13,45150.0,44900.0,117649.0,12.98,-20143,23382,-6322
2009-07-14,45500.0,44900.0,95603.0,12.98,9667,17529,-25196
2009-07-15,45600.0,46400.0,98880.0,13.42,10303,-11271,868
2009-07-16,46850.0,45800.0,174080.0,13.24,-27768,36232,-9224
2009-07-17,45800.0,47450.0,183668.0,13.72,-26258,-35493,61813
2009-07-20,47900.0,48200.0,173405.0,13.94,-29317,43945,-6113
2009-07-21,48200.0,48050.0,173827.0,13.9,-15835,5873,69
2009-07-22,48350.0,49300.0,304663.0,14.26,-56693,-7482,96707
2009-07-23,49350.0,49500.0,182494.0,14.31,-48415,83359,-1342
2009-07-24,50100.0,49000.0,184470.0,14.17,20401,9344,-23797
2009-07-27,48950.0,49500.0,139745.0,14.31,-31006,29678,-1615
2009-07-28,50000.0,49800.0,141436.0,14.4,3501,17981,-19744
2009-07-29,49500.0,50000.0,117752.0,14.46,-38747,28474,788
2009-07-30,50900.0,49900.0,264951.0,14.43,-30374,-12863,51296
2009-07-31,50500.0,50000.0,135486.0,14.46,481,33384,-32251
2009-08-03,50600.0,49600.0,104326.0,14.34,-19672,-6519,24491
2009-08-04,49400.0,49850.0,100900.0,14.42,21968,-31251,7648
2009-08-05,49450.0,49800.0,91973.0,14.4,-17537,-34217,53808
2009-08-06,49100.0,49150.0,65618.0,14.21,1524,-14392,12768
2009-08-07,48900.0,48950.0,110321.0,14.16,2598,16149,-14770
2009-08-10,49000.0,48150.0,162685.0,13.92,31356,-25955,12122
2009-08-11,47700.0,46600.0,199087.0,13.48,80850,-48338,-12851
2009-08-12,46600.0,46300.0,210794.0,13.39,63236,-63683,7147
2009-08-13,46800.0,47500.0,199647.0,13.74,-42740,72482,-55015
2009-08-14,47250.0,47100.0,142810.0,13.62,16312,-6020,-10495
2009-08-17,46750.0,43750.0,158066.0,12.65,81189,-82730,596
2009-08-18,43500.0,44050.0,159605.0,12.74,1807,24828,-23231
2009-08-19,44600.0,44600.0,76381.0,12.9,-1834,5294,-4210
2009-08-20,44800.0,43300.0,186041.0,12.52,95360,-43770,-52441
2009-08-21,43500.0,44850.0,268542.0,12.97,-45719,64790,-25012
2009-08-24,45500.0,44900.0,143804.0,12.98,3228,17539,-21646
2009-08-25,44900.0,44500.0,100363.0,12.87,3484,4476,-16194
2009-08-26,44500.0,43900.0,80888.0,12.7,19295,-20850,1554
2009-08-27,43900.0,44250.0,174531.0,12.8,1718,1586,12286
2009-08-28,44300.0,44100.0,149913.0,12.75,23158,-10829,3969
2009-08-31,44100.0,44700.0,124694.0,12.93,-28710,24854,7027
2009-09-01,44750.0,47300.0,681402.0,13.68,-52451,238221,-202681
2009-09-02,46650.0,47000.0,226930.0,13.59,-29909,12689,9182
2009-09-03,47000.0,48200.0,331838.0,13.94,-104964,97567,5527
2009-09-04,48600.0,48800.0,138162.0,14.11,-26023,29520,-5434
2009-09-07,49500.0,48250.0,151467.0,13.95,7575,-3647,-8102
2009-09-08,48000.0,47400.0,117597.0,13.71,19045,-31929,5374
2009-09-09,47400.0,47300.0,64128.0,13.68,-5437,3583,122
2009-09-10,47300.0,48350.0,78755.0,13.98,-23234,24559,-2910
2009-09-11,48350.0,50000.0,400435.0,14.46,-66116,62128,1222
2009-09-14,50100.0,50000.0,94927.0,14.46,-15700,3657,6365
2009-09-15,50300.0,49600.0,85176.0,14.34,-1182,-765,1145
2009-09-16,49500.0,50500.0,89527.0,14.6,-29517,21149,7048
2009-09-17,50800.0,51000.0,135450.0,14.75,-17688,23696,-5528
2009-09-18,51100.0,50900.0,116636.0,14.72,-263,-12060,15602
2009-09-21,50900.0,50400.0,68054.0,14.58,8012,-7093,3081
2009-09-22,50900.0,53100.0,195897.0,15.36,-67760,-11157,80457
2009-09-23,53400.0,53800.0,124914.0,15.56,-31335,-13132,44447
2009-09-24,53700.0,54000.0,96206.0,15.62,-18216,-2489,19256
2009-09-25,54000.0,54000.0,57981.0,15.62,1834,-12839,10855
2009-09-28,53900.0,54500.0,128011.0,15.76,-1511,-37052,35733
2009-09-29,55000.0,54900.0,125122.0,15.88,7194,-13206,18097
2009-09-30,55900.0,54200.0,75692.0,15.67,-9997,7036,1848
2009-10-01,54100.0,51100.0,123635.0,14.78,1520,11969,-5628
2009-10-05,50000.0,50600.0,60730.0,14.63,7247,-11254,596
2009-10-06,51100.0,52000.0,86224.0,15.04,-29725,13497,9689
2009-10-07,52000.0,52200.0,52213.0,15.1,-3580,5198,-568
2009-10-08,52300.0,52200.0,78555.0,15.1,10806,-39843,27529
2009-10-09,52300.0,51900.0,150504.0,15.01,25244,-63604,45150
2009-10-12,52100.0,54400.0,118544.0,15.73,-27722,-9365,26876
2009-10-13,54300.0,53500.0,50682.0,15.47,-9296,-2304,11600
2009-10-14,54000.0,54500.0,84865.0,15.76,-5396,-46567,51993
2009-10-15,55800.0,54900.0,158591.0,15.88,-19471,-3235,23929
2009-10-16,55000.0,56700.0,76125.0,16.4,-21687,15254,6618
2009-10-19,57700.0,57900.0,133421.0,16.74,-13938,-38947,54774
2009-10-20,58700.0,56700.0,119303.0,16.4,21042,-19320,27882
2009-10-21,56200.0,55800.0,67771.0,16.14,11075,-20676,7277
2009-10-22,55800.0,54900.0,93114.0,15.88,25775,17558,-46881
2009-10-23,55600.0,54800.0,58377.0,15.85,904,-19941,21037
2009-10-26,54300.0,56800.0,131539.0,16.43,-3512,-14820,23432
2009-10-27,56600.0,57000.0,165210.0,16.48,-32479,-13686,28763
2009-10-28,57500.0,55700.0,121404.0,16.11,30456,-1634,-31600
2009-10-29,54600.0,53500.0,273578.0,15.47,51525,50816,-113624
2009-10-30,55100.0,55100.0,141345.0,15.93,-49475,-13589,62973
2009-11-02,53500.0,54300.0,129840.0,15.7,-33254,45519,-1619
2009-11-03,54900.0,53400.0,157820.0,15.44,14462,-14602,-3740
2009-11-04,53100.0,54000.0,67297.0,15.62,-6867,23404,-17067
2009-11-05,53600.0,54200.0,46235.0,15.67,-9389,12218,-2910
2009-11-06,54500.0,54500.0,46212.0,15.76,-2040,-6450,8530
2009-11-09,54200.0,53400.0,62090.0,15.44,17701,-21829,8629
2009-11-10,54400.0,54500.0,40920.0,15.76,-11794,574,8846
2009-11-11,54700.0,56400.0,93210.0,16.31,-26697,-6005,32074
2009-11-12,56600.0,55900.0,48151.0,16.17,4724,-9477,3753
2009-11-13,56300.0,56200.0,67810.0,16.25,-9410,-8201,22298
2009-11-16,56600.0,57000.0,39265.0,16.48,-12763,8389,3124
2009-11-17,57100.0,57800.0,181177.0,16.72,4833,-81790,80174
2009-11-18,58800.0,58400.0,121236.0,16.89,7232,-59674,52885
2009-11-19,58500.0,59200.0,98403.0,17.12,-4442,-30931,36033
2009-11-20,58800.0,59600.0,36147.0,17.24,-10821,4337,6474
2009-11-23,60000.0,61100.0,192270.0,17.67,4539,-54003,67604
2009-11-24,61600.0,61700.0,184449.0,17.84,-5529,-60045,70408
2009-11-25,61700.0,61000.0,93550.0,17.64,-3205,6567,1162
2009-11-26,61900.0,61000.0,58082.0,17.64,-10814,19084,-9135
2009-11-27,60100.0,60800.0,125145.0,17.58,-42123,55660,-13337
2009-11-30,61100.0,62700.0,158774.0,18.13,2607,47920,-47402
2009-12-01,63000.0,63500.0,336974.0,18.36,12338,-75427,61019
2009-12-02,64100.0,63500.0,87026.0,18.36,14104,-38837,24663
2009-12-03,63900.0,63500.0,119263.0,18.36,24311,-16745,-2043
2009-12-04,62600.0,63800.0,108132.0,18.45,-28528,-9010,38517
2009-12-07,64300.0,64000.0,60308.0,18.51,-1562,-11550,13165
2009-12-08,64500.0,64500.0,49166.0,18.65,-1950,-2751,5281
2009-12-09,63900.0,63900.0,61436.0,18.48,6758,-8606,-1683
2009-12-10,63800.0,63800.0,92712.0,18.45,2144,-2147,-984
2009-12-11,63700.0,63800.0,45931.0,18.45,-8449,7459,976
2009-12-14,64000.0,64500.0,89718.0,18.65,-11468,4568,670
2009-12-15,64900.0,66200.0,91738.0,19.14,-16746,17469,4036
2009-12-16,66700.0,65900.0,59849.0,19.06,16386,-7835,-8151
2009-12-17,66100.0,64000.0,157566.0,18.51,59576,-35106,-25077
2009-12-18,63600.0,64500.0,73338.0,18.65,-574,-9702,10146
2009-12-21,64500.0,65500.0,101912.0,18.94,-7987,-31356,25647
2009-12-22,66400.0,65400.0,122641.0,18.91,6670,-78423,73087
2009-12-23,65700.0,70100.0,438531.0,20.27,-66848,4422,54997
2009-12-24,70100.0,70600.0,122582.0,20.42,-4547,6845,-6127
2009-12-28,70500.0,70300.0,106622.0,20.33,10225,-12997,363
2009-12-29,70300.0,70500.0,185293.0,20.39,10142,-14994,-4093
2009-12-30,71100.0,70300.0,261253.0,20.33,81737,-98211,22762
2010-01-04,70300.0,73400.0,158976.0,29.48,-13318,4703,7302
2010-01-05,73000.0,74000.0,124156.0,29.73,-12281,36075,-23179
2010-01-06,74600.0,74300.0,72453.0,29.85,-29938,16843,14626
2010-01-07,74300.0,73400.0,99241.0,29.48,-10064,15745,-6311
2010-01-08,73500.0,72900.0,114818.0,29.28,-12070,21559,-5099
2010-01-11,73200.0,72000.0,125740.0,28.92,34843,15406,-37491
2010-01-12,71300.0,72500.0,98142.0,29.12,-1937,11623,-5458
2010-01-13,72000.0,71800.0,70397.0,28.84,-17185,22319,382
2010-01-14,72000.0,71100.0,132968.0,28.56,14428,12049,-33133
2010-01-15,72000.0,77500.0,292527.0,31.13,-96400,52303,36088
2010-01-18,76500.0,76900.0,162430.0,30.89,-14277,14423,2927
2010-01-19,77100.0,75000.0,169655.0,30.13,33263,-18666,-11492
2010-01-20,75000.0,74900.0,192798.0,30.09,-16093,29808,-26614
2010-01-21,74500.0,74000.0,181159.0,29.73,29119,1437,-33708
2010-01-22,72600.0,72900.0,109417.0,29.28,-9042,58073,-44752
2010-01-25,70900.0,72100.0,131876.0,28.96,-17583,22942,-4767
2010-01-26,72100.0,70500.0,163202.0,28.32,26948,-6376,-18102
2010-01-27,70000.0,69700.0,166836.0,28.0,-3340,15389,-12767
2010-01-28,70000.0,72400.0,146932.0,29.08,-29843,41974,-11975
2010-01-29,70600.0,70600.0,133663.0,28.36,-27761,36729,-4910
2010-02-01,70600.0,71800.0,74728.0,28.84,-1784,-6866,17660
2010-02-02,72600.0,72800.0,116512.0,29.24,-37649,22773,23529
2010-02-03,73600.0,72200.0,162244.0,29.0,31338,-7874,-14597
2010-02-04,71900.0,70000.0,108450.0,28.12,34541,-19779,-7879
2010-02-05,67100.0,67800.0,121509.0,27.23,-1108,20300,-21192
2010-02-08,67500.0,66500.0,63183.0,26.71,-935,-6849,11860
2010-02-09,66100.0,67100.0,82177.0,26.95,-17219,-11165,33836
2010-02-10,67200.0,69200.0,113336.0,27.8,-18562,-30605,51142
2010-02-11,69600.0,71500.0,110516.0,28.72,-37206,11448,26196
2010-02-12,72600.0,71900.0,145248.0,28.88,-21967,-40112,64150
2010-02-16,71100.0,71800.0,43993.0,28.84,-7518,2575,4833
2010-02-17,72600.0,72900.0,64903.0,29.28,-25360,9889,15151
2010-02-18,72900.0,72500.0,49991.0,29.12,1177,-7280,6355
2010-02-19,71900.0,70800.0,29588.0,28.44,-3129,6053,-2024
2010-02-22,71400.0,71600.0,28555.0,28.76,-2710,-347,3195
2010-02-23,71800.0,72800.0,54520.0,29.24,-15951,4628,15919
2010-02-24,72700.0,71800.0,37085.0,28.84,506,-127,-3529
2010-02-25,72400.0,70800.0,52504.0,28.44,-1,-2192,2243
2010-02-26,70700.0,70300.0,36660.0,28.24,8175,-2225,-3950
2010-03-02,70500.0,70100.0,76025.0,28.16,10972,11949,-22471
2010-03-03,70600.0,69700.0,59252.0,28.0,3839,-2002,-7354
2010-03-04,69300.0,67800.0,98903.0,27.23,45316,-14166,-29257
2010-03-05,68300.0,68800.0,67113.0,27.64,1749,9404,-9783
2010-03-08,68800.0,68800.0,77090.0,27.64,18083,-12955,-4124
2010-03-09,68500.0,67200.0,125428.0,26.99,46236,-32459,-8618
2010-03-10,67600.0,68400.0,50812.0,27.48,-24245,19820,2741
2010-03-11,68500.0,68800.0,101072.0,27.64,4099,-21822,21797
2010-03-12,68500.0,67700.0,59691.0,27.19,19071,-26199,9032
2010-03-15,67600.0,67500.0,35569.0,27.11,6126,-4353,-2046
2010-03-16,67800.0,67000.0,28195.0,26.91,5556,-8202,2646
2010-03-17,67600.0,68700.0,206273.0,27.6,-8527,-28984,39883
2010-03-18,68100.0,69100.0,48942.0,27.76,-3021,6260,3018
2010-03-19,69100.0,68700.0,87472.0,27.6,3539,-14340,9801
2010-03-22,68900.0,69000.0,77863.0,27.72,-22356,3394,18951
2010-03-23,69500.0,68400.0,80971.0,27.48,11992,-27960,17012
2010-03-24,68800.0,68500.0,91368.0,27.52,-8843,-38834,47677
2010-03-25,68600.0,68800.0,103077.0,27.64,-18346,-19747,38085
2010-03-26,69200.0,68300.0,53030.0,27.44,-2571,-19548,22119
2010-03-29,67900.0,67900.0,80521.0,27.27,-13410,-21206,37516
2010-03-30,68300.0,68300.0,104676.0,27.44,-9357,24423,-17656
2010-03-31,68600.0,67400.0,86343.0,27.07,14339,-9036,-6839
2010-04-01,67100.0,68600.0,254830.0,27.56,7674,10187,-10542
2010-04-02,68700.0,69500.0,91470.0,27.92,-12587,21794,-3030
2010-04-05,69300.0,69100.0,377787.0,27.76,9155,-290836,278241
2010-04-06,69000.0,68700.0,85387.0,27.6,6111,20980,-27319
2010-04-07,69000.0,68000.0,120865.0,27.32,-3361,-14903,19897
2010-04-08,67700.0,66100.0,256701.0,26.55,53490,-126968,83557
2010-04-09,66500.0,66500.0,96880.0,26.71,10057,8594,-13055
2010-04-12,66400.0,65700.0,98918.0,26.39,25054,-2275,-21702
2010-04-13,65700.0,65500.0,109978.0,26.31,4097,10581,-9181
2010-04-14,65500.0,67000.0,96837.0,26.91,-19240,50932,-23234
2010-04-15,67000.0,68500.0,85267.0,27.52,-38138,27053,-5131
2010-04-16,68000.0,68300.0,77551.0,27.44,-21451,39376,-19657
2010-04-19,67400.0,68500.0,135050.0,27.52,-33156,34658,-1102
2010-04-20,68500.0,69000.0,58576.0,27.72,-21675,1331,20348
2010-04-21,69300.0,69000.0,81750.0,27.72,-17953,25322,-19952
2010-04-22,69300.0,69000.0,42255.0,27.72,-13513,5182,8501
2010-04-23,69200.0,68900.0,37649.0,27.68,-12115,-1176,15041
2010-04-26,69100.0,69000.0,56831.0,27.72,1266,4070,-6001
2010-04-27,68600.0,69000.0,89989.0,27.72,328,-4034,2600
2010-04-28,67700.0,68200.0,104260.0,27.4,22831,-26486,8691
2010-04-29,68000.0,68000.0,58473.0,27.32,-11629,5827,5868
2010-04-30,67500.0,66600.0,112324.0,26.75,35366,-33001,-4300
2010-05-03,67100.0,69000.0,509057.0,27.72,33922,-14745,-41476
2010-05-04,71700.0,75300.0,1018963.0,30.25,-30406,81752,-107446
2010-05-06,74000.0,76400.0,389869.0,30.69,-32155,13797,-1459
2010-05-07,74800.0,79500.0,366437.0,31.93,-76908,-11490,73665
2010-05-10,79500.0,78300.0,371886.0,31.45,51216,-30954,-20649
2010-05-11,78300.0,77500.0,275125.0,31.13,-8906,-8842,23379
2010-05-12,78200.0,81200.0,301510.0,32.62,-19062,20990,1272
2010-05-13,81700.0,82500.0,979912.0,33.14,-64932,-51909,117567
2010-05-14,82500.0,81000.0,217944.0,32.54,30999,1996,-36745
2010-05-17,79300.0,81000.0,152597.0,32.54,-31402,-2186,27831
2010-05-18,82200.0,81400.0,261205.0,32.7,8107,-7723,-7388
2010-05-19,80000.0,81200.0,182146.0,32.62,-18865,-3423,27941
2010-05-20,80500.0,80300.0,150089.0,32.26,-38722,6220,22686
2010-05-24,79800.0,79700.0,118921.0,32.02,-13187,-6397,18848
2010-05-25,78400.0,78900.0,161444.0,31.69,-26997,-15889,32149
2010-05-26,78300.0,78200.0,118739.0,31.41,11107,2115,-10658
2010-05-27,78000.0,75600.0,252567.0,30.37,67659,-26010,-37412
2010-05-28,75700.0,73300.0,405736.0,29.44,49823,-36603,-10758
2010-05-31,74500.0,78600.0,432674.0,31.57,-33453,27144,22914
2010-06-01,79400.0,77800.0,197531.0,31.25,17780,-36186,21226
2010-06-03,79000.0,78500.0,245194.0,31.53,41041,-60829,18796
2010-06-04,78500.0,78200.0,205421.0,31.41,-9895,6724,16514
2010-06-07,76100.0,78200.0,137235.0,31.41,-29099,8109,24669
2010-06-08,78300.0,83500.0,280396.0,33.54,-53151,-9298,60772
2010-06-09,84400.0,84300.0,359599.0,33.86,-39645,-117057,162577
2010-06-10,85000.0,84700.0,175181.0,34.02,25253,-6090,-5412
2010-06-11,85200.0,83200.0,349058.0,33.42,37276,5443,-25765
2010-06-14,83200.0,85500.0,290470.0,34.34,10348,-63034,51289
2010-06-15,85600.0,85000.0,316942.0,34.14,-10181,-57049,74747
2010-06-16,85400.0,84900.0,290986.0,34.1,-7276,-90476,95685
2010-06-17,85400.0,84400.0,182805.0,33.9,5162,-46915,45581
