Symbol,쌍용양회_시가(원),쌍용양회_종가(원),쌍용양회_거래량(주),쌍용양회_PER(IFRS-연결),쌍용양회_순매수수량(개인)(주),쌍용양회_순매수수량(기관계)(주),쌍용양회_순매수수량(외국인계)(주)
2011-07-27,6710.0,6630.0,125250.0,134.19,4610,370,-7980
2011-07-28,6620.0,6660.0,136963.0,134.81,3270,-4320,1080
2011-07-29,6710.0,6610.0,76360.0,133.78,400,1710,-1790
2011-08-01,6620.0,6620.0,86410.0,133.99,-5166,1066,12480
2011-08-02,6630.0,6510.0,157806.0,131.76,-24440,5130,19650
2011-08-03,6500.0,6260.0,107306.0,126.7,7020,-420,-5500
2011-08-04,6230.0,6150.0,101591.0,124.47,-8630,15320,-6810
2011-08-05,5850.0,5740.0,191619.0,116.19,-31830,12640,16390
2011-08-08,5450.0,5230.0,200980.0,105.85,-41190,6110,34490
2011-08-09,4800.0,5040.0,315007.0,102.01,-1479,21879,-11070
2011-08-10,5350.0,5200.0,130999.0,105.26,35910,-60,-35810
2011-08-11,4980.0,5200.0,88750.0,105.26,3210,7340,-10550
2011-08-12,5250.0,5240.0,121396.0,106.06,14990,-11320,-3670
2011-08-16,5370.0,5600.0,113621.0,113.34,-31410,33870,1760
2011-08-17,5600.0,5660.0,125058.0,114.57,16800,-7130,-3490
2011-08-18,5660.0,5570.0,74100.0,112.75,8240,1600,-9770
2011-08-19,5280.0,5900.0,1194630.0,119.42,79370,-240,-79600
2011-08-22,5650.0,5310.0,956128.0,107.47,-125890,430,126370
2011-08-23,5310.0,5350.0,151600.0,108.29,30020,-40180,10040
2011-08-24,5420.0,5280.0,136945.0,106.88,20050,-280,-18960
2011-08-25,5300.0,5210.0,105873.0,105.46,27870,1180,-28980
2011-08-26,5180.0,5230.0,42965.0,105.85,-670,-230,940
2011-08-29,5260.0,5330.0,90595.0,107.88,6580,-340,-8040
2011-08-30,5420.0,5410.0,119697.0,109.49,-11645,1665,9950
2011-08-31,5430.0,5390.0,41808.0,109.11,-780,1200,-420
2011-09-01,5420.0,5490.0,85790.0,111.11,-8490,780,6740
2011-09-02,5450.0,5380.0,84178.0,108.9,-4310,-50,3240
2011-09-05,5290.0,5070.0,76119.0,102.62,15250,5040,-16580
2011-09-06,5070.0,5040.0,67056.0,102.01,3120,-3470,350
2011-09-07,5190.0,5250.0,62023.0,106.26,-5470,30,8270
2011-09-08,5380.0,5380.0,56067.0,108.9,-19170,12620,6400
2011-09-09,5290.0,5180.0,62541.0,104.85,23160,-10480,-12540
2011-09-14,5270.0,5190.0,88025.0,105.05,-26150,43650,-17590
2011-09-15,5260.0,5060.0,48905.0,102.41,4140,-70,-4060
2011-09-16,5220.0,5300.0,69339.0,107.28,-29294,-2226,30410
2011-09-19,5330.0,5130.0,23612.0,103.83,-1120,500,1620
2011-09-20,5110.0,5120.0,42199.0,103.62,-961,-609,1070
2011-09-21,5120.0,5200.0,56111.0,105.26,-8320,-220,8300
2011-09-22,5100.0,5010.0,95151.0,101.41,38640,-39430,1970
2011-09-23,4850.0,4720.0,99679.0,95.54,24091,1379,-25620
2011-09-26,4750.0,4530.0,71376.0,91.69,-950,330,-640
2011-09-27,4540.0,4575.0,62602.0,92.59,-3050,-830,-3790
2011-09-28,4615.0,4550.0,48591.0,92.1,770,530,6320
2011-09-29,4550.0,4390.0,168093.0,88.85,68570,-14230,-79030
2011-09-30,4525.0,4495.0,67573.0,90.98,6410,-17680,9660
2011-10-04,4280.0,4250.0,46400.0,86.02,9877,133,-9020
2011-10-05,4265.0,4310.0,55728.0,87.23,-7965,-3345,11130
2011-10-06,4330.0,4330.0,61530.0,87.64,17050,-8810,-8190
2011-10-07,4365.0,4380.0,61478.0,88.66,24710,-790,-23920
2011-10-10,4410.0,4405.0,56510.0,89.15,17400,-2560,-14790
2011-10-11,4430.0,4355.0,84148.0,88.15,20790,-2400,-18410
2011-10-12,4355.0,4260.0,164779.0,86.23,89867,-50077,-39760
2011-10-13,4320.0,4335.0,126800.0,87.74,56820,-850,-55750
2011-10-14,4350.0,4285.0,150620.0,86.74,83105,-10265,-72840
2011-10-17,4290.0,4460.0,145307.0,90.28,-12560,-10,12570
2011-10-18,4385.0,4375.0,92980.0,88.56,34890,-110,-34700
2011-10-19,4390.0,4380.0,64320.0,88.66,15700,-80,-15710
2011-10-20,4400.0,4300.0,168820.0,87.03,38110,3930,-42010
2011-10-21,4310.0,4290.0,91347.0,86.82,46487,-17887,-28660
2011-10-24,4330.0,4395.0,121440.0,88.95,15910,40,-16380
2011-10-25,4430.0,4405.0,78694.0,89.15,1180,260,-1290
2011-10-26,4400.0,4435.0,68909.0,89.77,26420,-14830,-11770
2011-10-27,4470.0,4520.0,90793.0,91.49,-5930,190,5420
2011-10-28,4585.0,4550.0,155681.0,92.1,31390,2970,-34720
2011-10-31,4600.0,4500.0,91532.0,91.08,12350,-2450,-9660
2011-11-01,4500.0,4515.0,26645.0,91.39,-1800,-80,2020
2011-11-02,4490.0,4410.0,69312.0,89.26,17810,-16480,-800
2011-11-03,4395.0,4500.0,68273.0,91.08,-16430,17090,-320
2011-11-04,4530.0,4535.0,222002.0,91.79,16930,-22760,5490
2011-11-07,4595.0,4500.0,71956.0,91.08,10290,-13180,3040
2011-11-08,4510.0,4470.0,60174.0,90.48,6470,-7670,970
2011-11-09,4505.0,4450.0,47267.0,90.08,2910,-2000,-2000
2011-11-10,4330.0,4290.0,102187.0,86.82,26050,-25570,480
2011-11-11,4350.0,4300.0,43113.0,87.03,5980,-190,-5440
2011-11-14,4310.0,4320.0,62750.0,87.44,-5610,-9060,14670
2011-11-15,4365.0,4340.0,45723.0,87.85,-1350,-1840,3190
2011-11-16,4340.0,4230.0,74464.0,85.61,20350,-5260,-14980
2011-11-17,4200.0,4215.0,43517.0,85.31,13430,-2810,-10680
2011-11-18,4180.0,4170.0,57785.0,84.41,23570,-11420,-12090
2011-11-21,4180.0,4170.0,45712.0,84.41,13408,-12418,-990
2011-11-22,4185.0,4175.0,36591.0,84.51,7910,-4980,-2930
2011-11-23,4090.0,4250.0,93952.0,86.02,-31110,45050,-13940
2011-11-24,4120.0,4165.0,29055.0,84.31,5200,-3520,-1680
2011-11-25,4160.0,4100.0,51873.0,83.0,2910,-460,-2450
2011-11-28,4075.0,4120.0,36735.0,83.38,12285,-14775,2260
2011-11-29,4130.0,4200.0,47300.0,85.0,17920,-24250,5930
2011-11-30,4160.0,4150.0,42980.0,84.0,1890,-920,-1310
2011-12-01,4200.0,4190.0,76975.0,84.82,-13770,-90,13620
2011-12-02,4180.0,4320.0,62666.0,87.44,-26710,2160,24490
2011-12-05,4280.0,4300.0,23746.0,87.03,-2760,1690,950
2011-12-06,4200.0,4215.0,35052.0,85.31,-4840,2080,2760
2011-12-07,4330.0,4370.0,71863.0,88.46,-9653,3380,6123
2011-12-08,4415.0,4425.0,66786.0,89.56,-20291,2780,7911
2011-12-09,4420.0,4450.0,99486.0,90.08,10240,6630,-16270
2011-12-12,4580.0,4440.0,60891.0,89.87,-1270,-1880,2750
2011-12-13,4400.0,4320.0,66061.0,87.44,268,-658,1080
2011-12-14,4535.0,4385.0,56253.0,88.75,1550,20,-1600
2011-12-15,4345.0,4280.0,56890.0,86.64,920,4530,-5250
2011-12-16,4280.0,4230.0,43606.0,85.61,16419,2003,-18222
2011-12-19,4230.0,4030.0,72251.0,81.56,4520,5420,-9900
2011-12-20,3950.0,4115.0,27475.0,83.28,-347,-3753,3980
2011-12-21,4195.0,4180.0,52052.0,84.61,17860,-19930,2010
2011-12-22,4200.0,4125.0,29974.0,83.49,5700,-6570,870
2011-12-23,4130.0,4300.0,94004.0,87.03,13180,-25400,11150
2011-12-26,4255.0,4260.0,19930.0,86.23,1840,0,-1750
2011-12-27,4265.0,4280.0,67273.0,86.64,29770,-21210,-8150
2011-12-28,4230.0,4190.0,20762.0,84.82,-2180,5450,-2810
2011-12-29,4140.0,4130.0,37931.0,83.59,9560,-7450,-2030
2012-01-02,4100.0,4100.0,41161.0,,10925,-8085,-2720
2012-01-03,4100.0,4155.0,50040.0,,7609,-8729,-1940
2012-01-04,4350.0,4400.0,438258.0,,68110,-75070,5490
2012-01-05,4455.0,4380.0,185270.0,,32630,-35790,2880
2012-01-06,4375.0,4345.0,84163.0,,20700,-26960,6860
2012-01-09,4335.0,4270.0,71089.0,,14970,-11360,-1870
2012-01-10,4270.0,4345.0,74460.0,,-7730,-11910,16960
2012-01-11,4325.0,4360.0,90609.0,,9060,-11550,2710
2012-01-12,4380.0,4330.0,63852.0,,15973,-2763,-12220
2012-01-13,4330.0,4340.0,64740.0,,-7660,-3050,10420
2012-01-16,4380.0,4300.0,35295.0,,9260,-3220,-4790
2012-01-17,4330.0,4365.0,90137.0,,-7743,-5470,11453
2012-01-18,4380.0,4455.0,233845.0,,18133,-14250,6327
2012-01-19,4495.0,4500.0,135860.0,,-14538,628,13730
2012-01-20,4480.0,4620.0,201315.0,,-18094,74,18920
2012-01-25,4550.0,4620.0,99744.0,,-26044,-8116,33800
2012-01-26,4610.0,4730.0,117352.0,,-30580,-3000,21520
2012-01-27,4800.0,4705.0,142787.0,,-4170,-4240,8410
2012-01-30,4670.0,4625.0,155384.0,,-16786,-2284,19130
2012-01-31,4700.0,4655.0,103195.0,,-11320,-5880,17440
2012-02-01,4670.0,4725.0,108052.0,,2209,-1209,-970
2012-02-02,4780.0,4850.0,153661.0,,-2220,-17650,19870
2012-02-03,4800.0,4860.0,61577.0,,-10630,2210,8390
2012-02-06,4935.0,4710.0,133830.0,,-5630,-1030,6480
2012-02-07,4710.0,4665.0,70781.0,,-14268,1832,12436
2012-02-08,4670.0,4825.0,80342.0,,-19620,0,19620
2012-02-09,4850.0,4820.0,52956.0,,3780,-80,-3400
2012-02-10,4755.0,4825.0,85524.0,,-9020,5380,3620
2012-02-13,4900.0,5020.0,153739.0,,-17640,1690,11650
2012-02-14,5070.0,5180.0,341881.0,,28115,10425,-26760
2012-02-15,5210.0,5080.0,120999.0,,11100,-2660,-9070
2012-02-16,5080.0,5070.0,85986.0,,6597,2467,-8764
2012-02-17,5100.0,5180.0,159097.0,,-4066,13146,-9620
2012-02-20,5380.0,5950.0,941251.0,,64139,-33819,-30400
2012-02-21,6100.0,5930.0,1361246.0,,52726,-39996,-16180
2012-02-22,5870.0,5840.0,329284.0,,28960,-5920,960
2012-02-23,5840.0,5920.0,356057.0,,24756,-12040,6224
2012-02-24,5980.0,5830.0,219311.0,,14890,-31990,17070
2012-02-27,5830.0,5540.0,244883.0,,-42938,-1020,43458
2012-02-28,5550.0,5540.0,183365.0,,2930,-17270,13620
2012-02-29,5620.0,5570.0,162850.0,,7560,-11100,4520
2012-03-02,5770.0,5710.0,185926.0,,-5861,-1390,7101
2012-03-05,5800.0,5590.0,121061.0,,18170,-4020,-14150
2012-03-06,5590.0,5330.0,168792.0,,15160,-14560,-860
2012-03-07,5280.0,5240.0,203386.0,,96289,-114810,19761
2012-03-08,5250.0,5250.0,137435.0,,29210,-18310,-12240
2012-03-09,5330.0,5350.0,80288.0,,6080,-12710,6570
2012-03-12,5310.0,5310.0,101649.0,,30930,-22380,-8230
2012-03-13,5310.0,5240.0,92679.0,,8084,-9314,450
2012-03-14,5290.0,5230.0,97392.0,,-16534,-8730,25324
2012-03-15,5250.0,5250.0,76907.0,,18914,-26789,7875
2012-03-16,5270.0,5280.0,69553.0,,-7213,2103,5080
2012-03-19,5280.0,5280.0,89440.0,,20513,-13243,-7270
2012-03-20,5250.0,5180.0,81111.0,,15390,-14070,-650
2012-03-21,5020.0,5120.0,68576.0,,12650,-11430,-1310
2012-03-22,5070.0,5000.0,131821.0,,31300,-28480,-3240
2012-03-23,4950.0,5090.0,69429.0,,-6720,-4210,11870
2012-03-26,5120.0,5000.0,44039.0,,4869,-1890,-3499
2012-03-27,5070.0,5090.0,53530.0,,-1180,-2740,3920
2012-03-28,5130.0,5010.0,79711.0,,14060,-680,-13730
2012-03-29,4770.0,4985.0,80451.0,,-11030,4860,7880
2012-03-30,4900.0,5050.0,70234.0,,2850,-300,-1450
2012-04-02,5050.0,5180.0,81010.0,,-1501,-3480,-2769
2012-04-03,5180.0,5200.0,50752.0,,10150,-1730,-9280
2012-04-04,5230.0,5090.0,40311.0,,2230,530,-5560
2012-04-05,5050.0,5040.0,34611.0,,3870,270,-3950
2012-04-06,5070.0,5010.0,32260.0,,2790,-90,-1740
2012-04-09,4910.0,4900.0,35343.0,,-2340,-590,1310
2012-04-10,4850.0,4920.0,46219.0,,3629,901,-6230
2012-04-12,4880.0,5000.0,81655.0,,-19724,101,20123
2012-04-13,4995.0,5070.0,81315.0,,-18740,-10,18520
2012-04-16,5020.0,5080.0,33322.0,,-6330,-140,5470
2012-04-17,5050.0,5240.0,67841.0,,-20090,13010,5980
2012-04-18,5260.0,5250.0,67120.0,,9060,180,-8960
2012-04-19,5160.0,5200.0,45486.0,,2140,170,-2980
2012-04-20,5150.0,5100.0,69500.0,,-2250,70,-4540
2012-04-23,5100.0,5010.0,42000.0,,-2750,-60,1930
2012-04-24,4950.0,4965.0,65565.0,,14179,-6330,-5469
2012-04-25,5000.0,4900.0,45694.0,,9554,-330,-8764
2012-04-26,4900.0,4900.0,52460.0,,5260,-200,-5480
2012-04-27,4950.0,4860.0,31932.0,,5057,-1350,-3727
2012-04-30,4850.0,4825.0,36460.0,,-2330,180,1280
2012-05-02,4835.0,4935.0,53235.0,,7010,-50,-7020
2012-05-03,4865.0,4925.0,19434.0,,-310,-110,180
2012-05-04,4880.0,4905.0,32870.0,,7930,-70,-7820
2012-05-07,4950.0,4710.0,72744.0,,-1243,4050,-6727
2012-05-08,4750.0,4700.0,59428.0,,-5107,30,-433
2012-05-09,4700.0,4625.0,104101.0,,-17754,160,16724
2012-05-10,4625.0,4625.0,0.0,,0,0,0
2012-05-11,4625.0,4625.0,0.0,,0,0,0
2012-05-14,4625.0,4625.0,0.0,,0,0,0
2012-05-15,4625.0,4625.0,0.0,,0,0,0
2012-05-16,4625.0,4625.0,0.0,,0,0,0
2012-05-17,4625.0,4625.0,0.0,,0,0,0
2012-05-18,4625.0,4625.0,0.0,,0,0,0
2012-05-21,4625.0,4625.0,0.0,,0,0,0
2012-05-22,4625.0,4625.0,0.0,,0,0,0
2012-05-23,4625.0,4625.0,0.0,,0,0,0
2012-05-24,4625.0,4625.0,0.0,,0,0,0
2012-05-25,4625.0,4625.0,0.0,,0,0,0
2012-05-29,4625.0,4625.0,0.0,,0,0,0
2012-05-30,4100.0,4135.0,881292.0,,107949,-63639,-42810
2012-05-31,4100.0,4045.0,572814.0,,122566,-290870,216704
2012-06-01,4090.0,4005.0,102161.0,,13445,30,-6795
2012-06-04,3890.0,3880.0,164663.0,,-8540,-1720,10010
2012-06-05,3825.0,3915.0,95594.0,,-29287,207,28950
2012-06-07,4050.0,3995.0,160703.0,,-19538,-130,21650
2012-06-08,4030.0,4000.0,69462.0,,-9400,80,13840
2012-06-11,4020.0,4040.0,88405.0,,10909,2300,7781
2012-06-12,4035.0,4120.0,57520.0,,-27660,8380,19640
2012-06-13,4130.0,4100.0,48953.0,,-10709,3439,7170
2012-06-14,4070.0,4700.0,326502.0,,-104806,136238,-34882
2012-06-15,4500.0,4645.0,142628.0,,-22830,9140,18790
2012-06-18,4685.0,4855.0,143220.0,,-73280,25370,26800
2012-06-19,4855.0,4855.0,76595.0,,-41330,22390,18830
2012-06-20,4825.0,4950.0,90266.0,,-22651,18755,4716
2012-06-21,5000.0,4730.0,91330.0,,-9490,-150,8930
2012-06-22,4685.0,4665.0,52100.0,,2310,-1970,11810
2012-06-25,4620.0,4510.0,75328.0,,-2393,-1543,9376
2012-06-26,4550.0,4485.0,46198.0,,-2616,3491,-765
2012-06-27,4455.0,4385.0,81573.0,,613,6177,-8260
2012-06-28,4310.0,4400.0,34651.0,,-6853,4433,2570
2012-06-29,4350.0,4480.0,53552.0,,14950,-4730,-11930
2012-07-02,4510.0,4425.0,37302.0,,5880,10,-5740
2012-07-03,4425.0,4405.0,24160.0,,1320,140,-2020
2012-07-04,4400.0,4400.0,35423.0,,3562,158,-3020
2012-07-05,4405.0,4425.0,24875.0,,-270,-660,1680
