Symbol,쌍용양회_시가(원),쌍용양회_종가(원),쌍용양회_거래량(주),쌍용양회_PER(IFRS-연결),쌍용양회_순매수수량(개인)(주),쌍용양회_순매수수량(기관계)(주),쌍용양회_순매수수량(외국인계)(주)
2003-11-26,1500.0,1520.0,2766760.0,10.38,-93990,107460,0
2003-11-27,1545.0,1470.0,2777140.0,10.04,63120,13720,3900
2003-11-28,1480.0,1490.0,2185921.0,10.18,-31100,36940,-5290
2003-12-01,1500.0,1525.0,2654319.0,10.42,-135110,36550,-4000
2003-12-02,1545.0,1525.0,1705062.0,10.42,-32960,30960,0
2003-12-03,1525.0,1510.0,1764657.0,10.32,-52570,49690,3900
2003-12-04,1520.0,1735.0,8689296.0,11.85,-869684,14984,906020
2003-12-05,1810.0,1850.0,20529891.0,12.64,-1453629,-71541,1760680
2003-12-08,1865.0,1835.0,5863002.0,12.54,-230600,-91150,324390
2003-12-09,1880.0,1855.0,5333620.0,12.67,-341260,31940,303160
2003-12-10,1920.0,1795.0,25719642.0,12.26,3414190,-203090,-3140020
2003-12-11,1830.0,1705.0,6190857.0,11.65,511110,-312840,-142510
2003-12-12,1735.0,1655.0,3909851.0,11.31,-126250,120480,0
2003-12-15,1665.0,1705.0,4552865.0,11.65,-132045,102530,30625
2003-12-16,1630.0,1640.0,3200489.0,11.2,-28180,-42290,76900
2003-12-17,1650.0,1600.0,3127990.0,10.93,75440,-64460,5280
2003-12-18,1580.0,1640.0,4269450.0,11.2,-220060,201250,-3590
2003-12-19,1640.0,1580.0,2274958.0,10.79,-72,-5148,3190
2003-12-22,1580.0,1545.0,1815460.0,10.55,-23390,20230,-100
2003-12-23,1570.0,1520.0,1715210.0,10.38,-66000,41850,2500
2003-12-24,1520.0,1485.0,2351972.0,10.14,11650,-36370,2500
2003-12-26,1460.0,1480.0,1410470.0,10.11,71870,-72350,-12000
2003-12-29,1440.0,1470.0,1935422.0,10.04,-29950,31390,-5000
2003-12-30,1480.0,1470.0,4415962.0,10.04,1940420,-1915070,-26600
2004-01-02,1500.0,1520.0,4725330.0,5.33,1425620,-1449000,4000
2004-01-05,1540.0,1520.0,3370091.0,5.33,86470,-71390,-2000
2004-01-06,1535.0,1475.0,2939290.0,5.17,88620,-83550,3000
2004-01-07,1490.0,1480.0,2615441.0,5.19,-211090,213130,0
2004-01-08,1500.0,1515.0,5901585.0,5.31,206357,-61707,-128270
2004-01-09,1535.0,1620.0,14908511.0,5.68,-416090,-663680,1084700
2004-01-12,1630.0,1560.0,4225035.0,5.47,121830,-121060,2500
2004-01-13,1570.0,1560.0,3360720.0,5.47,-185230,-47330,242070
2004-01-14,1560.0,1660.0,9492791.0,5.82,-1380470,187930,1166480
2004-01-15,1670.0,1635.0,6445584.0,5.73,-314490,-144910,477400
2004-01-16,1650.0,1595.0,2606725.0,5.59,-26591,11271,1030
2004-01-19,1605.0,1690.0,8164214.0,5.92,-712996,-66084,822500
2004-01-20,1685.0,1685.0,4981162.0,5.91,-22630,-503390,530000
2004-01-26,1700.0,1705.0,3740942.0,5.98,572764,-477734,-13190
2004-01-27,1710.0,1645.0,3342451.0,5.77,121970,-62210,9550
2004-01-28,1640.0,1585.0,3767939.0,5.56,-354257,362267,-5100
2004-01-29,1570.0,1580.0,2030466.0,5.54,-110970,54300,1500
2004-01-30,1580.0,1570.0,2204060.0,5.5,-72370,79500,-8320
2004-02-02,1555.0,1580.0,1827090.0,5.54,11105,-8815,-1100
2004-02-03,1630.0,1640.0,8763946.0,5.75,1803138,-1825858,5500
2004-02-04,1660.0,1580.0,4053200.0,5.54,-69890,58290,19750
2004-02-05,1615.0,1545.0,3321221.0,5.42,-177840,154850,9000
2004-02-06,1550.0,1575.0,2974742.0,5.52,-96510,-142990,286000
2004-02-09,1595.0,1570.0,2317208.0,5.5,40797,-38317,-2000
2004-02-10,1560.0,1610.0,1793883.0,5.64,-56991,46511,0
2004-02-11,1625.0,1595.0,1712207.0,5.59,-65254,44664,13600
2004-02-12,1600.0,1640.0,3250880.0,5.75,-157270,129240,-33350
2004-02-13,1645.0,1590.0,2809735.0,5.57,-53350,51610,790
2004-02-16,1590.0,1565.0,2310470.0,5.49,30760,-8120,8090
2004-02-17,1560.0,1555.0,1912438.0,5.45,-103090,72380,29000
2004-02-18,1560.0,1560.0,1658216.0,5.47,10871,-19881,8540
2004-02-19,1565.0,1570.0,2053997.0,5.5,-179400,97430,80930
2004-02-20,1575.0,1530.0,2981170.0,5.36,-6670,-94660,107510
2004-02-23,1545.0,1525.0,1585165.0,5.35,-56580,45420,2020
2004-02-24,1520.0,1500.0,1755010.0,5.26,-163940,100810,61420
2004-02-25,1495.0,1515.0,1406236.0,5.31,-78852,69872,180
2004-02-26,1515.0,1500.0,1277046.0,5.26,-47740,-37910,39160
2004-02-27,1505.0,1510.0,1317407.0,5.29,-108270,130810,-16450
2004-03-02,1520.0,1500.0,1677111.0,5.26,-7140,-4940,220
2004-03-03,1500.0,1540.0,3276649.0,5.4,-18240,-32040,52890
2004-03-04,1535.0,1515.0,1990801.0,5.31,-166540,99580,68440
2004-03-05,1525.0,1525.0,1862319.0,5.35,75730,-66380,7520
2004-03-08,1530.0,1575.0,3522837.0,5.52,-120980,61970,67910
2004-03-09,1570.0,1580.0,3737677.0,5.54,-124950,131290,-5200
2004-03-10,1575.0,1515.0,2296990.0,5.31,112690,-100010,-9100
2004-03-11,1520.0,1525.0,2144390.0,5.35,9610,-142620,146680
2004-03-12,1515.0,1470.0,3368599.0,5.15,74230,-83110,31620
2004-03-15,1460.0,1480.0,1379070.0,5.19,-84260,-19090,106350
2004-03-16,1465.0,1450.0,1174476.0,5.08,-114570,111730,0
2004-03-17,1450.0,1480.0,1128844.0,5.19,-61850,49350,3000
2004-03-18,1490.0,1500.0,1011631.0,5.26,65650,-81350,32990
2004-03-19,1525.0,1505.0,869231.0,5.28,-57660,50590,-900
2004-03-22,1500.0,1465.0,1246758.0,5.14,269050,-228870,7000
2004-03-23,1450.0,1500.0,2322163.0,5.26,-65508,-52222,112080
2004-03-24,1505.0,1475.0,1045071.0,5.17,102500,-130760,9040
2004-03-25,1470.0,1440.0,1140014.0,5.05,-112850,93170,2000
2004-03-26,1460.0,1445.0,861560.0,5.07,-260600,238420,-5000
2004-03-29,1430.0,1470.0,1138200.0,5.15,-211570,209330,3490
2004-03-30,1460.0,1445.0,514320.0,5.07,65380,-43870,10
2004-03-31,1445.0,1435.0,921310.0,5.03,248640,-170300,5290
2004-04-01,1435.0,1450.0,1064051.0,5.08,-116910,-22790,158120
2004-04-02,1460.0,1510.0,3491923.0,5.29,-74799,-69761,118900
2004-04-06,1525.0,1480.0,2085462.0,5.19,403250,-78090,-277750
2004-04-07,1495.0,1700.0,10887371.0,5.96,-2358690,-105990,2468090
2004-04-08,1770.0,1750.0,15433171.0,6.14,-1320130,183280,1134110
2004-04-09,1790.0,1745.0,4759700.0,6.12,-123070,140210,580
2004-04-12,1740.0,1740.0,5895058.0,6.1,-307210,210030,12200
2004-04-13,1740.0,1635.0,4639810.0,5.73,53000,30130,-88000
2004-04-14,1610.0,1595.0,3217920.0,5.59,340790,28620,-369800
2004-04-16,1595.0,1560.0,2160012.0,5.47,328880,-270730,0
2004-04-19,1560.0,1560.0,3110351.0,5.47,221784,-210170,0
2004-04-20,1580.0,1640.0,5069864.0,5.75,-25490,1730,2360
2004-04-21,1625.0,1630.0,2189390.0,5.71,68410,-75550,0
2004-04-22,1640.0,1785.0,12843828.0,6.26,-1645974,-89296,1760650
2004-04-23,1795.0,1900.0,11764844.0,6.66,-2364790,66010,2370040
2004-04-26,1930.0,1945.0,7217949.0,6.82,-1336754,118624,1303990
2004-04-27,1935.0,1835.0,5827560.0,6.43,-283740,101680,145180
2004-04-28,1865.0,1760.0,2940922.0,6.17,99210,-48670,-21920
2004-04-29,1700.0,1675.0,2725190.0,5.87,-353820,262050,26800
2004-04-30,1680.0,1730.0,3190218.0,6.06,19190,19530,-27200
2004-05-03,1725.0,1770.0,2982120.0,6.21,71670,131130,-216810
2004-05-04,1810.0,1735.0,2208107.0,6.08,-40003,82363,-16840
2004-05-06,1740.0,1635.0,2575600.0,5.73,-143080,60580,62210
2004-05-07,1615.0,1620.0,1809650.0,5.68,52300,-35570,1460
2004-05-10,1600.0,1450.0,2499963.0,5.08,274010,-220720,-26720
2004-05-11,1430.0,1530.0,2665563.0,5.36,-81200,-152440,234320
2004-05-12,1555.0,1560.0,2063330.0,5.47,-44060,-112150,116930
2004-05-13,1585.0,1510.0,2153440.0,5.29,350830,-322810,69580
2004-05-14,1530.0,1490.0,1904640.0,5.22,324000,-249700,-40810
2004-05-17,1480.0,1410.0,1438096.0,4.94,-109740,66250,1000
2004-05-18,1390.0,1430.0,1697996.0,5.01,147680,50,-137340
2004-05-19,1445.0,1500.0,2234655.0,5.26,-89120,-41120,148000
2004-05-20,1470.0,1460.0,1576895.0,5.12,228410,-202300,70360
2004-05-21,1480.0,1500.0,1375760.0,5.26,-110740,109640,82900
2004-05-24,1520.0,1500.0,1507779.0,5.26,130150,-174050,83240
2004-05-25,1485.0,1535.0,4594580.0,5.38,164250,-257480,139370
2004-05-27,1580.0,1535.0,1907865.0,5.38,-101210,70200,230
2004-05-28,1560.0,1550.0,1362742.0,5.43,32772,-15302,-16710
2004-05-31,1540.0,1500.0,1344710.0,5.26,286390,-86950,-101590
2004-06-01,1495.0,1495.0,1359140.0,5.24,-103640,83160,7320
2004-06-02,1485.0,1500.0,1438710.0,5.26,-5770,-135210,164130
2004-06-03,1515.0,1450.0,1449997.0,5.08,99800,-38570,-56230
2004-06-04,1440.0,1465.0,1224361.0,5.14,-32330,-7920,23980
2004-06-07,1460.0,1490.0,1004255.0,5.22,-368805,269725,8490
2004-06-08,1505.0,1470.0,964921.0,5.15,32390,73000,-1970
2004-06-09,1480.0,1455.0,1020937.0,5.1,151930,-35140,6560
2004-06-10,1460.0,1455.0,1367660.0,5.1,163830,-56990,-354060
2004-06-11,1450.0,1410.0,1517771.0,4.94,350410,-344810,41960
2004-06-14,1410.0,1380.0,922635.0,4.84,-41470,50300,-12100
2004-06-15,1380.0,1325.0,3278675.0,4.65,1060130,108590,-1190570
2004-06-16,1325.0,1310.0,1299151.0,4.59,44600,-5760,-23510
2004-06-17,1310.0,1440.0,5303290.0,5.05,-782490,54070,716870
2004-06-18,1395.0,1225.0,10119236.0,4.29,5883180,-102830,-5704160
2004-06-21,1230.0,1245.0,3379221.0,4.36,-362574,109544,261410
2004-06-22,1235.0,1130.0,4062620.0,3.96,547100,-13370,-540610
2004-06-23,1115.0,1060.0,4160657.0,3.72,223670,-366580,159310
2004-06-24,1090.0,1125.0,5803995.0,3.94,-721429,172719,535400
2004-06-25,1120.0,1140.0,2124950.0,4.0,-228130,166590,57000
2004-06-28,1140.0,1145.0,1431885.0,4.01,41110,-81140,45170
2004-06-29,1145.0,1160.0,1501850.0,4.07,-168820,149040,1700
2004-06-30,1170.0,1225.0,2877214.0,4.29,-486030,72080,415200
2004-07-01,1250.0,1210.0,1307770.0,4.24,-39920,-15860,50360
2004-07-02,1210.0,1210.0,0.0,4.24,0,0,0
2004-07-05,1160.0,1155.0,1536960.0,4.05,225950,-187250,1240
2004-07-06,1145.0,1160.0,779880.0,4.07,-109970,60380,44630
2004-07-07,1125.0,1140.0,1089116.0,4.0,-46580,-9980,52000
2004-07-08,1140.0,1140.0,992005.0,4.0,43813,-95173,23180
2004-07-09,1135.0,1145.0,781470.0,4.01,-148990,103380,3830
2004-07-12,1170.0,1160.0,1128271.0,4.07,89001,-50491,-3920
2004-07-13,1160.0,1175.0,1039981.0,4.12,-29170,-4110,34940
2004-07-14,1170.0,1150.0,922261.0,4.03,-38970,-135410,179910
2004-07-15,1150.0,1140.0,1301350.0,4.0,-122470,9130,102910
2004-07-16,1145.0,1140.0,729520.0,4.0,20310,-36160,26640
2004-07-19,1130.0,1150.0,739070.0,4.03,-79720,48260,20020
2004-07-20,1150.0,1120.0,816719.0,3.93,259920,-198480,-45080
2004-07-21,1130.0,1130.0,957480.0,3.96,-351140,182830,155340
2004-07-22,1125.0,1105.0,700420.0,3.87,218140,-195920,-9250
2004-07-23,1110.0,1100.0,675930.0,3.86,144370,-92240,-52130
2004-07-26,1095.0,1085.0,564380.0,3.8,-170740,8300,9320
2004-07-27,1070.0,1090.0,510133.0,3.82,-124680,23180,-1560
2004-07-28,1090.0,1085.0,575580.0,3.8,-144600,99170,-5520
2004-07-29,1090.0,1080.0,587740.0,3.79,-115580,-58160,-3640
2004-07-30,1075.0,1075.0,542620.0,3.77,-181060,97100,-5240
2004-08-02,1065.0,1035.0,941802.0,3.63,5520,-210660,-80100
2004-08-03,1050.0,1015.0,724020.0,3.56,-6911,-42769,-30320
2004-08-04,1005.0,1000.0,907980.0,3.51,107030,-48270,-307820
2004-08-05,1005.0,1020.0,1715754.0,3.58,428760,82300,-887970
2004-08-06,1005.0,1015.0,1296910.0,3.56,-191170,-3020,-1550
2004-08-09,1020.0,1045.0,831678.0,3.66,-197800,113730,36040
2004-08-10,1050.0,1015.0,1238527.0,3.56,396380,-95910,-553990
2004-08-11,1020.0,1020.0,1290720.0,3.58,391800,-93860,-484330
2004-08-12,1030.0,1055.0,1349191.0,3.7,-300200,293290,22930
2004-08-13,1125.0,1185.0,8867690.0,4.15,203330,-187740,-305520
2004-08-16,1135.0,1140.0,2320981.0,4.0,-370169,-32991,-40840
2004-08-17,1160.0,1235.0,2844900.0,4.33,-492620,33600,305640
2004-08-18,1210.0,1230.0,2211660.0,4.31,-308980,150050,-10280
2004-08-19,1290.0,1270.0,2989790.0,4.45,-917650,312250,-13030
2004-08-20,1250.0,1235.0,1113612.0,4.33,-454450,134870,4920
2004-08-23,1240.0,1225.0,1041011.0,4.29,-251420,-18180,-28110
2004-08-24,1225.0,1235.0,1400835.0,4.33,-289735,33885,13920
2004-08-25,1230.0,1230.0,756242.0,4.31,-54642,55132,-490
2004-08-26,1215.0,1235.0,1452292.0,4.33,-137570,-46090,-444740
2004-08-27,1220.0,1205.0,1132640.0,4.22,234660,91000,-325660
2004-08-30,1180.0,1165.0,1211286.0,4.08,455490,-51460,-404030
2004-08-31,1160.0,1165.0,836156.0,4.08,115660,77170,-192830
2004-09-01,1220.0,1215.0,2405921.0,4.26,578420,85530,-665070
2004-09-02,1215.0,1225.0,2442220.0,4.29,566770,-32770,-534000
2004-09-03,1255.0,1200.0,2227590.0,4.21,581530,5370,-586900
2004-09-06,1205.0,1210.0,1571310.0,4.24,230240,146030,-377390
2004-09-07,1215.0,1155.0,1754185.0,4.05,284210,18970,-304300
2004-09-08,1165.0,1165.0,1814880.0,4.08,35740,-39100,3360
2004-09-09,1180.0,1160.0,1783462.0,4.07,354720,-101500,-405660
2004-09-10,1165.0,1175.0,1002817.0,4.12,138905,57095,-192640
2004-09-13,1180.0,1165.0,1516710.0,4.08,399280,90510,-489790
2004-09-14,1170.0,1190.0,1957865.0,4.17,309360,-1530,-307830
2004-09-15,1195.0,1195.0,2565396.0,4.19,179050,16410,-195460
2004-09-16,1190.0,1230.0,3204250.0,4.31,-297050,225550,62860
2004-09-17,1235.0,1280.0,5743574.0,4.49,-439124,195374,217630
2004-09-20,1295.0,1320.0,4791130.0,4.63,-896580,437950,451390
2004-09-21,1310.0,1270.0,2073050.0,4.45,-134790,63750,58800
2004-09-22,1280.0,1215.0,2175575.0,4.26,-15780,-20240,36020
2004-09-23,1200.0,1185.0,1657438.0,4.15,227570,-270520,42950
2004-09-24,1185.0,1170.0,1457410.0,4.1,338650,-342550,5000
2004-09-30,1165.0,1200.0,1752082.0,4.21,260482,-261352,870
2004-10-01,1180.0,1215.0,4109590.0,4.26,-450380,-87440,572910
2004-10-04,1235.0,1260.0,3637568.0,4.42,-716230,151590,559640
2004-10-05,1265.0,1225.0,2018858.0,4.29,111880,-125160,18280
2004-10-06,1230.0,1230.0,3415300.0,4.31,-14380,7170,17210
2004-10-07,1230.0,1195.0,1866505.0,4.19,52500,-51460,-3000
2004-10-08,1180.0,1180.0,1218240.0,4.14,-33420,20050,13370
2004-10-11,1170.0,1175.0,1884208.0,4.12,-84650,61270,23380
2004-10-12,1180.0,1160.0,1629356.0,4.07,268796,-208706,-60090
2004-10-13,1160.0,1205.0,2358520.0,4.22,-175220,-55790,228370
2004-10-14,1195.0,1170.0,1171963.0,4.1,233466,-172246,-43570
2004-10-15,1165.0,1180.0,1450423.0,4.14,66200,-51890,28090
2004-10-18,1200.0,1235.0,4072124.0,4.33,-2740,-11840,25180
2004-10-19,1260.0,1310.0,6434455.0,4.59,-480670,88150,391440
2004-10-20,1325.0,1390.0,18298292.0,4.87,-28240,0,49320
2004-10-21,1435.0,1240.0,9553935.0,4.35,-80629,-87791,188420
2004-10-22,1220.0,1165.0,7565909.0,4.08,2113601,-252991,-1839940
2004-10-25,1155.0,1180.0,4214699.0,4.14,-800250,946250,-101920
2004-10-26,1180.0,1220.0,3456360.0,4.28,-664970,690330,-14800
2004-10-27,1235.0,1200.0,3169900.0,4.21,-475830,520820,-25950
2004-10-28,1235.0,1275.0,3616872.0,4.47,-611643,363763,245720
2004-10-29,1260.0,1285.0,2630024.0,4.51,-262728,-28230,290958
2004-11-01,1310.0,1245.0,2237428.0,4.36,37978,-13598,-24380
2004-11-02,1260.0,1245.0,2077980.0,4.36,210850,233410,-464260
2004-11-03,1245.0,1245.0,1455800.0,4.36,-85930,78490,37440
2004-11-04,1250.0,1250.0,2588570.0,4.38,-28870,-15870,29740
2004-11-05,1260.0,1295.0,2775410.0,4.54,-249170,172650,76520
2004-11-08,1320.0,1305.0,1923920.0,4.58,234460,-230470,-3990
2004-11-09,1310.0,1350.0,4241101.0,4.73,60930,-29450,-26480
2004-11-10,1350.0,1345.0,1848131.0,4.72,-249360,228130,19230
2004-11-11,1345.0,1350.0,2123906.0,4.73,-90037,-48073,140110
2004-11-12,1340.0,1320.0,3354980.0,4.63,-370430,321760,45310
2004-11-15,1320.0,1305.0,1436230.0,4.58,-30180,11640,17420
2004-11-16,1305.0,1290.0,1947711.0,4.52,68940,-78270,9330
2004-11-17,1290.0,1300.0,1348288.0,4.56,-116430,110810,4500
2004-11-18,1310.0,1250.0,1412852.0,4.38,52030,-29070,-12960
2004-11-19,1220.0,1225.0,1884423.0,4.29,436360,-82960,-354520
2004-11-22,1220.0,1215.0,1840785.0,4.26,414176,-205096,-209080
2004-11-23,1220.0,1225.0,1467358.0,4.29,264159,76321,-340480
2004-11-24,1230.0,1250.0,1570464.0,4.38,-140970,143500,-3650
2004-11-25,1260.0,1270.0,1306340.0,4.45,-233910,-20500,254410
2004-11-26,1275.0,1220.0,1565450.0,4.28,200390,-72340,-130290
2004-11-29,1220.0,1220.0,860195.0,4.28,15510,-26700,12310
2004-11-30,1220.0,1225.0,976935.0,4.29,18340,-29340,5670
2004-12-01,1230.0,1250.0,1122890.0,4.38,-60390,31130,29350
2004-12-02,1265.0,1260.0,1440550.0,4.42,-192162,153852,38310
2004-12-03,1260.0,1245.0,1165056.0,4.36,-126730,128200,-1460
2004-12-06,1250.0,1220.0,901546.0,4.28,99710,-101710,2000
2004-12-07,1215.0,1215.0,715931.0,4.26,40285,-62345,22060
2004-12-08,1215.0,1230.0,662240.0,4.31,-77580,77580,0
2004-12-09,1225.0,1215.0,1536309.0,4.26,479420,-290170,-403420
2004-12-10,1225.0,1200.0,795540.0,4.21,-6520,930,1350
2004-12-13,1195.0,1170.0,1018538.0,4.1,-2020,100410,-96580
2004-12-14,1165.0,1160.0,1020199.0,4.07,280217,-26107,-252790
2004-12-15,1160.0,1150.0,1718300.0,4.03,1076320,-441550,-635830
2004-12-16,1155.0,1155.0,1259640.0,4.05,373910,-281450,-98650
2004-12-17,1160.0,1170.0,985860.0,4.1,-73040,73280,-6600
2004-12-20,1170.0,1165.0,599514.0,4.08,-84430,39130,34700
2004-12-21,1165.0,1165.0,600610.0,4.08,19700,-6790,-15030
2004-12-22,1165.0,1180.0,720158.0,4.14,-90520,84160,0
2004-12-23,1180.0,1160.0,838490.0,4.07,52000,-36900,-15100
2004-12-24,1150.0,1150.0,786840.0,4.03,-54470,53380,0
2004-12-27,1150.0,1150.0,627626.0,4.03,-7120,13770,-1950
2004-12-28,1145.0,1135.0,797488.0,3.98,33935,61445,11220
2004-12-29,1125.0,1185.0,940350.0,4.15,-350890,249720,101170
2004-12-30,1185.0,1190.0,741127.0,4.17,-186730,85170,102060
2005-01-03,1205.0,1190.0,509072.0,9.43,-23360,-3730,27090
2005-01-04,1185.0,1215.0,1016246.0,9.63,-73770,12190,26440
2005-01-05,1200.0,1240.0,1304200.0,9.82,-39010,21810,17200
2005-01-06,1250.0,1240.0,1910702.0,9.82,-5010,-13580,16020
2005-01-07,1255.0,1205.0,985207.0,9.55,137187,-109967,-25080
2005-01-10,1200.0,1190.0,812722.0,9.43,70710,-71610,900
2005-01-11,1200.0,1215.0,861974.0,9.63,-92840,37070,55770
2005-01-12,1210.0,1200.0,761726.0,9.51,28420,-28780,360
2005-01-13,1200.0,1215.0,893270.0,9.63,29310,-107910,4910
2005-01-14,1210.0,1225.0,2084190.0,9.71,-300850,133980,160520
2005-01-17,1250.0,1245.0,1172783.0,9.86,-39300,29390,10960
2005-01-18,1250.0,1260.0,2035407.0,9.98,37200,-35110,0
2005-01-19,1275.0,1255.0,1074754.0,9.94,8660,-18750,14100
2005-01-20,1245.0,1220.0,1592645.0,9.67,66980,-63790,0
2005-01-21,1210.0,1235.0,841480.0,9.78,-83900,83880,0
2005-01-24,1235.0,1250.0,1898740.0,9.9,6170,-134050,130000
2005-01-25,1265.0,1280.0,3555970.0,10.14,40820,-32190,0
2005-01-26,1290.0,1295.0,2136462.0,10.26,-114289,105419,10960
2005-01-27,1310.0,1275.0,2323671.0,10.1,-57120,24680,4480
2005-01-28,1275.0,1275.0,1070606.0,10.1,-15810,8390,1300
2005-01-31,1275.0,1320.0,2929392.0,10.46,-13680,128770,-128330
2005-02-01,1320.0,1295.0,1271995.0,10.26,134510,-127020,1000
2005-02-02,1290.0,1105.0,3526272.0,8.75,159710,-122220,-36420
2005-02-03,1180.0,1205.0,3630059.0,9.55,-209864,91954,117940
2005-02-04,1225.0,1230.0,1634367.0,9.74,-326550,286580,41330
2005-02-07,1230.0,1240.0,1483252.0,9.82,-23200,-3630,26830
2005-02-11,1230.0,1220.0,1085419.0,9.67,171860,-156570,-3960
2005-02-14,1225.0,1270.0,2269516.0,10.06,-603734,302384,301340
2005-02-15,1275.0,1265.0,1353097.0,10.02,144289,-88739,-48920
2005-02-16,1280.0,1415.0,13299587.0,11.21,757050,-49860,-701890
2005-02-17,1380.0,1315.0,4864802.0,10.42,128067,-74767,-53300
2005-02-18,1310.0,1320.0,2148242.0,10.46,-57260,21610,34330
2005-02-21,1320.0,1330.0,3168798.0,10.54,316390,-209840,-62240
2005-02-22,1345.0,1305.0,1962675.0,10.34,155040,-64200,-61300
2005-02-23,1270.0,1280.0,1292070.0,10.14,-92550,56850,18610
2005-02-24,1265.0,1310.0,1185361.0,10.38,-96167,85547,9300
2005-02-25,1315.0,1300.0,1238569.0,10.3,-36560,10590,26270
2005-02-28,1310.0,1330.0,2116274.0,10.54,37610,-159890,131320
2005-03-02,1365.0,1400.0,5692820.0,11.09,317373,-86013,-282600
2005-03-03,1430.0,1420.0,2439255.0,11.25,-82820,42380,111500
2005-03-04,1455.0,1550.0,6474116.0,12.28,-135513,8563,161740
2005-03-07,1620.0,1635.0,5856016.0,12.95,136160,-23650,-120090
2005-03-08,1655.0,1670.0,4419456.0,13.23,3656,-9276,-7100
2005-03-09,1630.0,1655.0,2997310.0,13.11,76450,94730,-55920
2005-03-10,1625.0,1700.0,7314800.0,13.47,505080,-70050,-212500
2005-03-11,1705.0,1720.0,4050120.0,13.63,-219930,130400,38680
2005-03-14,1775.0,1890.0,6415992.0,14.97,7230,-770,14980
2005-03-15,1920.0,1800.0,3434490.0,14.26,157650,-133590,-12400
2005-03-16,1800.0,1690.0,2976770.0,13.39,-138530,126710,1240
2005-03-17,1620.0,1670.0,3328650.0,13.23,-220360,46140,161470
2005-03-18,1650.0,1635.0,3341036.0,12.95,-103570,86160,-16660
2005-03-21,1610.0,1590.0,2197763.0,12.6,-49030,54970,12560
2005-03-22,1600.0,1745.0,4511059.0,13.82,-173450,-28000,186170
2005-03-23,1725.0,1695.0,1648150.0,13.43,39950,-20350,-27670
2005-03-24,1725.0,1610.0,2606590.0,12.76,-120360,119880,-15660
2005-03-25,1615.0,1710.0,4443758.0,13.55,-42230,6730,35120
2005-03-28,1750.0,1690.0,6262175.0,13.39,-69845,78535,-2930
2005-03-29,1700.0,1465.0,13254637.0,11.61,668130,-187910,-476150
2005-03-30,1490.0,1450.0,3449404.0,11.49,239450,-4980,-253650
2005-03-31,1470.0,1440.0,2559608.0,11.41,199580,-21050,-187220
2005-04-01,1410.0,1460.0,3010456.0,11.57,-105260,21820,-16560
2005-04-04,1450.0,1395.0,3392787.0,11.05,56180,-17870,-33310
2005-04-06,1400.0,1410.0,2114189.0,11.17,201300,4640,-205940
2005-04-07,1420.0,1385.0,2911726.0,10.97,497760,-14810,-482950
2005-04-08,1395.0,1395.0,1656240.0,11.05,-32570,-9770,7340
2005-04-11,1390.0,1370.0,1033150.0,10.85,84680,-84680,0
2005-04-12,1365.0,1345.0,1470498.0,10.66,134520,21730,-157830
2005-04-13,1340.0,1340.0,1136320.0,10.62,-23060,8160,5900
2005-04-14,1330.0,1315.0,1121172.0,10.42,196100,-229940,-3490
2005-04-15,1300.0,1280.0,1804935.0,10.14,-31670,-75300,106590
2005-04-18,1240.0,1225.0,1491661.0,9.71,30646,-16456,150
2005-04-19,1235.0,1250.0,791634.0,9.9,75860,-56600,8340
2005-04-20,1260.0,1290.0,1136960.0,10.22,100800,-67210,-3010
2005-04-21,1265.0,1275.0,658390.0,10.1,36830,-2590,-2800
2005-04-22,1310.0,1330.0,1173561.0,10.54,113310,-15520,-29230
2005-04-25,1315.0,1310.0,586051.0,10.38,-54370,37670,20
2005-04-26,1310.0,1315.0,608414.0,10.42,17081,-42821,25740
2005-04-27,1305.0,1270.0,947910.0,10.06,109140,-67180,-9380
2005-04-28,1270.0,1255.0,667541.0,9.94,-11833,-5337,-50
2005-04-29,1225.0,1230.0,763278.0,9.74,-78810,65210,8640
2005-05-02,1235.0,1250.0,582170.0,9.9,-81790,6230,0
2005-05-03,1255.0,1285.0,799809.0,10.18,-64821,-70999,108300
2005-05-04,1295.0,1300.0,592840.0,10.3,-35000,31650,3350
2005-05-06,1300.0,1290.0,593116.0,10.22,-6540,1030,6510
2005-05-09,1290.0,1250.0,684120.0,9.9,106090,-53710,-27480
2005-05-10,1265.0,1260.0,338580.0,9.98,-7810,26330,-15740
2005-05-11,1260.0,1240.0,624841.0,9.82,75660,-41160,-37280
2005-05-12,1235.0,1235.0,664448.0,9.78,35793,8427,-19200
2005-05-13,1230.0,1235.0,497890.0,9.78,10020,-8550,0
2005-05-16,1240.0,1240.0,836850.0,9.82,-40150,56830,-19160
2005-05-17,1230.0,1200.0,1541206.0,9.51,-35130,30090,5040
2005-05-18,1200.0,1200.0,756620.0,9.51,-32890,30410,0
2005-05-19,1215.0,1260.0,1196500.0,9.98,-312060,273270,16770
2005-05-20,1245.0,1230.0,522703.0,9.74,-26357,19487,-4250
2005-05-23,1240.0,1245.0,542215.0,9.86,-32130,24990,4360
2005-05-24,1265.0,1250.0,451290.0,9.9,-75400,35880,33960
2005-05-25,1255.0,1240.0,609072.0,9.82,79542,-73632,-11470
2005-05-26,1245.0,1240.0,418890.0,9.82,-58000,48260,-6940
2005-05-27,1250.0,1290.0,1266588.0,10.22,-288200,108070,112320
