Symbol,POSCO_시가(원),POSCO_종가(원),POSCO_거래량(주),POSCO_PER(IFRS-연결),POSCO_순매수수량(개인)(주),POSCO_순매수수량(기관계)(주),POSCO_순매수수량(외국인계)(주)
2005-07-11,191000.0,192000.0,648833.0,4.46,-92504,70145,50326
2005-07-12,194500.0,195500.0,508028.0,4.54,-456,12301,27204
2005-07-13,199500.0,197500.0,421145.0,4.59,-24658,18110,47060
2005-07-14,198500.0,200000.0,342430.0,4.65,-45268,21904,64888
2005-07-15,200000.0,198500.0,164017.0,4.61,-19480,-4703,47947
2005-07-18,201000.0,199000.0,320549.0,4.62,-63229,1293,-19477
2005-07-19,198000.0,197500.0,240018.0,4.59,-35778,-9364,-48751
2005-07-20,199000.0,199500.0,339559.0,4.63,-70225,-27282,56990
2005-07-21,203000.0,203000.0,330650.0,4.72,-67865,7870,7797
2005-07-22,201000.0,203000.0,282682.0,4.72,-51064,9157,-10843
2005-07-25,203000.0,205500.0,265888.0,4.77,-37136,-35635,9243
2005-07-26,204500.0,203000.0,308525.0,4.72,-13928,-60097,16717
2005-07-27,203000.0,200500.0,356392.0,4.66,-16783,-111065,49673
2005-07-28,201500.0,201000.0,209996.0,4.67,-28929,-92580,43601
2005-07-29,203000.0,205000.0,293392.0,4.76,-60663,-35757,43056
2005-08-01,205000.0,206000.0,425964.0,4.79,-21880,-2155,-79560
2005-08-02,207500.0,207500.0,246735.0,4.82,-23721,3147,-66096
2005-08-03,212500.0,215000.0,705082.0,4.99,-76704,65340,-43170
2005-08-04,218000.0,218500.0,367613.0,5.08,-51896,-17068,2513
2005-08-05,213000.0,212500.0,290271.0,4.94,-38756,-17553,-50343
2005-08-08,210500.0,212500.0,278044.0,4.94,-26927,-1770,-73653
2005-08-09,212500.0,215500.0,231933.0,5.01,-23108,5350,-82670
2005-08-10,216000.0,215500.0,293924.0,5.01,-10037,-78401,-1464
2005-08-11,216000.0,218500.0,287932.0,5.08,-26275,-24837,-30219
2005-08-12,219000.0,221000.0,405470.0,5.13,-22970,-23583,-31466
2005-08-16,220500.0,219500.0,355188.0,5.1,-14655,-33774,-36928
2005-08-17,216000.0,216000.0,286720.0,5.02,-6861,-40638,-39094
2005-08-18,216000.0,211500.0,259035.0,4.91,2008,-76517,5862
2005-08-19,207000.0,209500.0,225839.0,4.87,-4134,-15693,-42364
2005-08-22,210500.0,212500.0,214901.0,4.94,-1789,50081,-130342
2005-08-23,213500.0,213000.0,150060.0,4.95,-1571,25122,-25289
2005-08-24,208500.0,207000.0,503172.0,4.81,37555,-82985,-285
2005-08-25,206000.0,208000.0,314804.0,4.83,174,-35091,7114
2005-08-26,205500.0,204500.0,186781.0,4.75,-14011,-34331,-249
2005-08-29,201500.0,204000.0,167342.0,4.74,-20432,-9624,6773
2005-08-30,210000.0,210000.0,346919.0,4.88,-53647,-30981,40060
2005-08-31,210000.0,214000.0,170761.0,4.97,-20723,5411,-19475
2005-09-01,215000.0,219500.0,180962.0,5.1,-33279,8402,5807
2005-09-02,217500.0,220000.0,225082.0,5.11,-36088,25571,-17043
2005-09-05,218500.0,218500.0,127720.0,5.08,-19198,2299,-29376
2005-09-06,218500.0,220000.0,225421.0,5.11,-21399,97151,-110231
2005-09-07,219000.0,222000.0,210011.0,5.16,-4482,18738,-41073
2005-09-08,223000.0,222000.0,313679.0,5.16,-22345,74886,-62124
2005-09-09,219500.0,218500.0,162830.0,5.08,-1988,4720,-69859
2005-09-12,217500.0,217000.0,208827.0,5.04,23805,-22232,-84677
2005-09-13,216500.0,215500.0,163221.0,5.01,10711,-28982,-53949
2005-09-14,214500.0,213500.0,260840.0,4.96,35159,67552,-150909
2005-09-15,214000.0,218500.0,483425.0,5.08,9485,151104,-169684
2005-09-16,220000.0,225000.0,376360.0,5.23,-51163,73175,-25958
2005-09-20,228500.0,230000.0,355078.0,5.34,6942,-24928,27549
2005-09-21,226000.0,224000.0,336234.0,5.2,23207,-5829,-44819
2005-09-22,224000.0,222000.0,504667.0,5.16,18377,-124896,100316
2005-09-23,220000.0,221000.0,176042.0,5.13,-27691,-32031,-1037
2005-09-26,223000.0,231500.0,343201.0,5.38,-48160,82119,-36526
2005-09-27,233000.0,233500.0,252843.0,5.42,-32305,22810,-57079
2005-09-28,233500.0,240500.0,265919.0,5.59,-42313,-22292,23862
2005-09-29,239000.0,239000.0,201446.0,5.55,-7702,21420,-69735
2005-09-30,237000.0,234000.0,251978.0,5.44,10376,1090,-67247
2005-10-04,232500.0,236500.0,278381.0,5.49,-14796,53329,-80975
2005-10-05,231500.0,225000.0,500745.0,5.23,153067,-39505,-214588
2005-10-06,220000.0,219000.0,398238.0,5.09,28758,-41631,-77687
2005-10-07,216500.0,218500.0,362968.0,5.08,17602,60323,-165599
2005-10-10,220000.0,223500.0,208743.0,5.19,-25757,67583,-65303
2005-10-11,218000.0,221000.0,275826.0,5.13,33697,32359,-90557
2005-10-12,221500.0,217500.0,357680.0,5.05,79497,-133815,60166
2005-10-13,214000.0,209000.0,529453.0,4.86,169145,-157690,-11734
2005-10-14,209000.0,208000.0,275260.0,4.83,35749,-26603,-16682
2005-10-17,208000.0,208000.0,189821.0,4.83,1474,13503,-20863
2005-10-18,208000.0,212000.0,281582.0,4.92,-7268,89664,-93183
2005-10-19,208500.0,204500.0,302659.0,4.75,27778,30934,-72623
2005-10-20,208000.0,212500.0,405374.0,4.94,-48289,23026,14910
2005-10-21,206500.0,212500.0,335581.0,4.94,3861,89971,-99100
2005-10-24,215000.0,217000.0,307230.0,5.04,-40417,9070,37396
2005-10-25,219500.0,215000.0,285254.0,4.99,-22343,13370,5776
2005-10-26,214000.0,211500.0,216637.0,4.91,6758,3539,-7987
2005-10-27,209500.0,211000.0,220087.0,4.9,1200,-226,-14423
2005-10-28,207500.0,205500.0,208377.0,4.77,27776,-59155,32193
2005-10-31,208000.0,211500.0,171208.0,4.91,-18321,12020,7247
2005-11-01,216000.0,217000.0,203413.0,5.04,-29331,-22852,26002
2005-11-02,216000.0,219500.0,157139.0,5.1,-35940,45949,-14211
2005-11-03,220000.0,221000.0,161174.0,5.13,-34003,25827,11488
2005-11-04,220000.0,218000.0,363954.0,5.06,20087,-45349,51702
2005-11-07,218000.0,217000.0,141551.0,5.04,5795,-26692,41860
2005-11-08,217000.0,213000.0,439046.0,4.95,70212,-42133,-8703
2005-11-09,211500.0,218000.0,366117.0,5.06,-57137,104968,-45107
2005-11-10,218000.0,221000.0,428081.0,5.13,-43505,33963,31075
2005-11-11,220000.0,220000.0,302228.0,5.11,2597,48639,-63517
2005-11-14,219000.0,216000.0,484028.0,5.02,123942,-202025,99988
2005-11-15,213000.0,213000.0,394806.0,4.95,125667,-64385,-48343
2005-11-16,209500.0,210500.0,505138.0,4.89,126913,-125969,10915
2005-11-17,210000.0,210500.0,323390.0,4.89,43157,-46566,9324
2005-11-18,211000.0,211500.0,387079.0,4.91,9961,-50986,43839
2005-11-21,210000.0,212500.0,452096.0,4.94,-24100,-9413,17356
2005-11-22,213500.0,211000.0,391738.0,4.9,-22570,24193,-6919
2005-11-23,205500.0,209000.0,660204.0,4.86,30418,11299,-40881
2005-11-24,207000.0,211000.0,359294.0,4.9,-12811,34963,-74736
2005-11-25,209000.0,210000.0,243204.0,4.88,-10553,64135,-42243
2005-11-28,208000.0,208000.0,330511.0,4.83,45585,7338,-95542
2005-11-29,206000.0,207000.0,315607.0,4.81,6918,23283,-50237
2005-11-30,206000.0,207500.0,434202.0,4.82,25933,74728,-105910
2005-12-01,205500.0,205500.0,321769.0,4.77,64298,-26502,-51774
2005-12-02,206500.0,204500.0,411311.0,4.75,18625,23125,-49578
2005-12-05,202500.0,201500.0,575398.0,4.68,59311,-29490,-33493
2005-12-06,200500.0,199500.0,407259.0,4.63,33785,70718,-111752
2005-12-07,198000.0,201000.0,433259.0,4.67,-14325,48462,-55489
2005-12-08,200000.0,200000.0,340561.0,4.65,-1294,47810,9995
2005-12-09,199000.0,201500.0,338787.0,4.68,42684,24019,-54432
2005-12-12,200500.0,203000.0,293030.0,4.72,-33797,74135,-58184
2005-12-13,202500.0,203000.0,303269.0,4.72,5307,17424,-54484
2005-12-14,203000.0,202000.0,299708.0,4.69,21997,-59338,12144
2005-12-15,200500.0,200500.0,357614.0,4.66,-15111,-32778,39487
2005-12-16,198000.0,200000.0,421754.0,4.65,-23189,-14587,61302
2005-12-19,200000.0,202000.0,273787.0,4.69,-6158,30940,10699
2005-12-20,202000.0,202500.0,230077.0,4.7,-21061,32046,-12520
2005-12-21,203000.0,204000.0,537222.0,4.74,-27444,-96421,127171
2005-12-22,204500.0,208000.0,330497.0,4.83,-44840,-84966,72521
2005-12-23,207000.0,208000.0,250126.0,4.83,-28993,-66974,117330
2005-12-26,209000.0,207500.0,250760.0,4.82,13578,-24967,21465
2005-12-27,208000.0,206500.0,257696.0,4.8,2871,38953,17290
2005-12-28,204000.0,201500.0,254697.0,4.68,5180,-52955,81046
2005-12-29,202000.0,202000.0,207135.0,4.69,-23618,-32735,72388
2006-01-02,201000.0,201500.0,373507.0,4.38,2487,-44773,43589
2006-01-03,199000.0,200500.0,207084.0,4.36,-22792,3373,21293
2006-01-04,201000.0,202000.0,258076.0,4.39,1032,23923,-11006
2006-01-05,204000.0,203500.0,408924.0,4.42,-33204,-1644,25862
2006-01-06,205500.0,205000.0,401926.0,4.46,-50827,27,46382
2006-01-09,205000.0,206500.0,254393.0,4.49,-62935,14417,40622
2006-01-10,208000.0,205000.0,219938.0,4.46,-16292,-48208,57319
2006-01-11,204000.0,204500.0,298495.0,4.44,-24058,71810,-55830
2006-01-12,204000.0,202500.0,360521.0,4.4,-10099,-7577,24678
2006-01-13,199000.0,199000.0,619736.0,4.33,61823,98188,-110481
2006-01-16,198000.0,198000.0,324746.0,4.3,2065,-99571,102184
2006-01-17,199000.0,197500.0,384802.0,4.29,-16775,-52915,72012
2006-01-18,196000.0,196500.0,322059.0,4.27,-53428,19236,36164
2006-01-19,198500.0,198000.0,286069.0,4.3,-19744,2589,14064
2006-01-20,202000.0,196500.0,419436.0,4.27,-34341,-195593,247161
2006-01-23,196500.0,200000.0,503456.0,4.35,-64392,-12083,89818
2006-01-24,201000.0,203000.0,442395.0,4.41,-48620,39908,4973
2006-01-25,207000.0,204500.0,603352.0,4.44,-58604,-62231,126955
2006-01-26,205000.0,206500.0,522361.0,4.49,-58448,106491,-39357
2006-01-27,211500.0,213500.0,942165.0,4.64,-125978,120185,50581
2006-01-31,219500.0,220500.0,1179209.0,4.79,-122907,116147,100738
2006-02-01,220500.0,222000.0,588381.0,4.82,-147077,60910,101181
2006-02-02,222000.0,224000.0,630535.0,4.87,-78191,116454,13823
2006-02-03,224000.0,226500.0,925762.0,4.92,-86900,97874,27595
2006-02-06,226000.0,227500.0,439556.0,4.94,-40425,128896,-83664
2006-02-07,228500.0,223500.0,380245.0,4.86,-18752,39497,-29013
2006-02-08,218500.0,217500.0,510174.0,4.73,-28446,17700,-94429
2006-02-09,217500.0,215500.0,541294.0,4.68,-3809,65338,-99008
2006-02-10,216500.0,214000.0,511376.0,4.65,5189,686,-14704
2006-02-13,212500.0,210000.0,325010.0,4.56,10612,15863,-29224
2006-02-14,207500.0,210500.0,349602.0,4.58,-2531,82715,-113677
2006-02-15,213500.0,212500.0,343397.0,4.62,-20286,41179,-15856
2006-02-16,213000.0,215000.0,357665.0,4.67,-24740,74422,-21136
2006-02-17,214000.0,217500.0,277267.0,4.73,-10580,19225,26
2006-02-20,218500.0,217500.0,175592.0,4.73,-8858,87558,-86358
2006-02-21,219000.0,221000.0,378137.0,4.8,-21830,58222,-33790
2006-02-22,223000.0,224000.0,346330.0,4.87,-24432,-37219,66893
2006-02-23,225500.0,227500.0,343423.0,4.94,-50119,92716,-4600
2006-02-24,228500.0,232000.0,530341.0,5.04,-95532,154405,16921
2006-02-27,232500.0,237000.0,338875.0,5.15,-38596,41064,4081
2006-02-28,232500.0,230000.0,442821.0,5.0,24799,-49845,12312
2006-03-02,230000.0,229000.0,298892.0,4.98,-15420,9553,15851
2006-03-03,232000.0,232000.0,360090.0,5.04,-18647,-59744,80218
2006-03-06,233500.0,238000.0,584550.0,5.17,-40312,3853,45001
2006-03-07,237500.0,237500.0,381019.0,5.16,-15383,55807,-43804
2006-03-08,233500.0,231000.0,308058.0,5.02,-15393,102093,-92705
2006-03-09,226000.0,226500.0,514406.0,4.92,30923,71143,-87744
2006-03-10,231000.0,234000.0,293499.0,5.09,-18693,-60004,60394
2006-03-13,242000.0,242000.0,448634.0,5.26,-3212,-6281,2194
2006-03-14,241000.0,236000.0,242118.0,5.13,1141,-33311,38752
2006-03-15,238000.0,241000.0,297740.0,5.24,-34814,113719,-36519
2006-03-16,245000.0,246000.0,460093.0,5.35,-32557,13673,-1161
2006-03-17,242000.0,246000.0,286132.0,5.35,-12361,43855,-26007
2006-03-20,244500.0,247500.0,123890.0,5.38,-17357,36171,-14535
2006-03-21,245000.0,239500.0,210705.0,5.21,14244,-17565,8367
2006-03-22,236000.0,237000.0,301466.0,5.15,2054,-27701,4144
2006-03-23,243000.0,238500.0,192215.0,5.18,-2053,-15721,20771
2006-03-24,234000.0,242000.0,199555.0,5.26,-9928,21937,-13842
2006-03-27,245000.0,243000.0,190729.0,5.28,-30481,-8060,35214
2006-03-28,244000.0,248000.0,199200.0,5.39,-38298,30583,20499
2006-03-29,244000.0,245000.0,211244.0,5.32,9940,65656,-86774
2006-03-30,247000.0,251500.0,224113.0,5.47,-42885,45517,-16758
2006-03-31,246500.0,250500.0,285091.0,5.44,9968,42966,-57620
2006-04-03,248000.0,248000.0,189033.0,5.39,35965,-29334,-17141
2006-04-04,251500.0,249000.0,278352.0,5.41,5453,-34476,23733
2006-04-05,246500.0,243500.0,271420.0,5.29,36599,-116797,51496
2006-04-06,245000.0,244000.0,297003.0,5.3,27757,-61565,39924
2006-04-07,244000.0,244000.0,194125.0,5.3,14231,53140,-56247
2006-04-10,240500.0,241000.0,181698.0,5.24,6824,53535,-62744
2006-04-11,239500.0,239500.0,148004.0,5.21,15468,15128,-34648
2006-04-12,240000.0,245000.0,354411.0,5.32,-21878,76349,-62495
2006-04-13,245000.0,260000.0,845567.0,5.65,-96888,132769,-18638
2006-04-14,266000.0,268500.0,366398.0,5.84,-21045,43416,-36991
2006-04-17,265000.0,270500.0,279651.0,5.88,-20863,120129,-102458
2006-04-18,265500.0,268000.0,246171.0,5.82,1723,66353,-92865
2006-04-19,271000.0,269500.0,194754.0,5.86,1275,-4737,-1327
2006-04-20,268500.0,263500.0,345350.0,5.73,8233,20379,-74173
2006-04-21,263500.0,263000.0,331549.0,5.72,31349,52378,-99191
2006-04-24,266500.0,263000.0,251385.0,5.72,-24924,-4101,16698
2006-04-25,262000.0,268000.0,417762.0,5.82,-36569,182643,-146480
2006-04-26,269500.0,277000.0,499681.0,6.02,-23182,216371,-207786
2006-04-27,279000.0,275000.0,267958.0,5.98,-17409,82725,-92324
2006-04-28,265500.0,263000.0,521628.0,5.72,39964,46331,-143093
2006-05-02,265000.0,273500.0,371908.0,5.94,-33494,18493,-35556
2006-05-03,274000.0,280000.0,287306.0,6.09,-1008,-28052,-35352
2006-05-04,277500.0,271000.0,263591.0,5.89,9496,-17480,-61569
2006-05-08,276000.0,272000.0,327361.0,5.91,439,-47071,-13344
2006-05-09,272500.0,275500.0,208526.0,5.99,-23213,-41445,44555
2006-05-10,276500.0,283500.0,295713.0,6.16,-31379,77964,-95612
2006-05-11,278000.0,287000.0,473238.0,6.24,-4405,88387,-176875
2006-05-12,284000.0,279500.0,358349.0,6.07,1412,2679,-97860
2006-05-15,271500.0,269000.0,354912.0,5.85,10837,-13640,-89859
2006-05-16,260500.0,250000.0,828169.0,5.43,100143,97367,-325090
2006-05-17,254500.0,260000.0,375726.0,5.65,-5750,-29679,-49268
2006-05-18,249500.0,258500.0,398741.0,5.62,-13462,10793,-63460
2006-05-19,255000.0,261500.0,291076.0,5.68,-4073,55278,-110484
2006-05-22,261500.0,255500.0,344774.0,5.55,-32421,-8571,-46306
2006-05-23,247500.0,246000.0,886673.0,5.35,56098,-86039,-134488
2006-05-24,243000.0,244000.0,568722.0,5.3,-4860,68258,-159352
2006-05-25,242500.0,240500.0,320294.0,5.23,-21921,-26667,-46430
2006-05-26,245500.0,245000.0,418071.0,5.32,-4196,-18102,-37893
2006-05-29,250000.0,250500.0,337935.0,5.44,-5033,5794,-79947
2006-05-30,251000.0,248500.0,432635.0,5.4,-5783,78310,-129394
2006-06-01,248000.0,244000.0,332164.0,5.3,-10303,-18188,-66958
2006-06-02,250000.0,246000.0,317490.0,5.35,1776,5900,-59892
2006-06-05,248000.0,243500.0,216294.0,5.29,7667,-56230,3916
2006-06-07,235000.0,235000.0,496123.0,5.11,-4136,41449,-157760
2006-06-08,229000.0,226000.0,666238.0,4.91,-42567,57902,-86631
2006-06-09,224000.0,222000.0,634200.0,4.82,45589,20137,-125964
2006-06-12,221500.0,221500.0,533712.0,4.81,11765,53034,-85128
2006-06-13,218000.0,217500.0,348192.0,4.73,3477,44802,-54103
2006-06-14,213500.0,220000.0,445854.0,4.78,6389,126557,-137528
2006-06-15,224000.0,221500.0,287961.0,4.81,16091,5909,-19838
2006-06-16,232500.0,232000.0,663648.0,5.04,-38553,47454,-21438
2006-06-19,230500.0,228500.0,357374.0,4.97,10107,64227,-70833
2006-06-20,225000.0,225000.0,333960.0,4.89,-2685,15935,-8945
2006-06-21,225000.0,227000.0,247214.0,4.93,-1180,22256,-16688
2006-06-22,231500.0,232500.0,413129.0,5.05,-4007,90141,-87394
2006-06-23,228000.0,232000.0,339046.0,5.04,-1641,138152,-212238
2006-06-26,235000.0,240000.0,337880.0,5.22,-6407,48169,-64507
2006-06-27,243000.0,247000.0,513101.0,5.37,-6909,146349,-96185
2006-06-28,244000.0,248000.0,367815.0,5.39,2030,71110,-70586
2006-06-29,251000.0,249500.0,406465.0,5.42,-9673,15523,19877
2006-06-30,256000.0,254500.0,370958.0,5.53,-19112,13486,11921
2006-07-03,252000.0,252000.0,208343.0,5.48,9479,-17154,10456
2006-07-04,252000.0,253000.0,199747.0,5.5,-1685,13185,-7096
2006-07-05,249000.0,254000.0,255417.0,5.52,-10972,84540,-43930
2006-07-06,248000.0,250000.0,225134.0,5.43,3182,29545,-36954
2006-07-07,250000.0,248000.0,213044.0,5.39,4216,-1525,3505
2006-07-10,242500.0,247500.0,379465.0,5.38,-1773,82604,-75358
2006-07-11,247000.0,245500.0,338052.0,5.34,1374,-8819,9295
2006-07-12,241000.0,243000.0,338198.0,5.28,20981,15451,-34841
2006-07-13,239500.0,239500.0,300779.0,5.21,26913,-22147,-18645
2006-07-14,232500.0,233000.0,384947.0,5.06,11813,-21186,14169
2006-07-18,227000.0,229000.0,440548.0,4.98,1685,51485,-59759
2006-07-19,226500.0,225500.0,544275.0,4.9,51421,78585,-210080
2006-07-20,235500.0,233000.0,407192.0,5.06,-12314,26742,-30388
2006-07-21,229500.0,232000.0,254158.0,5.04,17624,39183,-65968
2006-07-24,225000.0,227000.0,542662.0,4.93,55061,79948,-163070
2006-07-25,230000.0,227000.0,290787.0,4.93,7947,72402,-92888
2006-07-26,230000.0,230000.0,166601.0,5.0,-3875,-11982,17624
2006-07-27,227000.0,230000.0,233815.0,5.0,3792,65858,-76272
2006-07-28,230000.0,231000.0,262900.0,5.02,-2631,-528,-124
2006-07-31,236000.0,233000.0,285462.0,5.06,-14031,-18346,31983
2006-08-01,234000.0,235000.0,236767.0,5.11,-54097,13686,32091
2006-08-02,236500.0,236000.0,159999.0,5.13,-18391,4074,10943
2006-08-03,236000.0,236500.0,372474.0,5.14,-52,-112918,105826
2006-08-04,236500.0,237500.0,213548.0,5.16,-15410,8086,2942
2006-08-07,237500.0,236500.0,181501.0,5.14,-1811,-30033,38910
2006-08-08,233500.0,237000.0,244757.0,5.15,3568,76211,-87404
2006-08-09,236000.0,237000.0,167396.0,5.15,-5180,1923,1441
2006-08-10,236500.0,233500.0,398213.0,5.07,9398,-99775,7602
2006-08-11,233500.0,232000.0,205924.0,5.04,4623,13792,-20338
2006-08-14,230000.0,233000.0,341026.0,5.06,7853,-13088,-20573
2006-08-16,232500.0,232000.0,280505.0,5.04,4661,-27247,-4197
2006-08-17,232000.0,232000.0,256975.0,5.04,12065,-23,-13464
2006-08-18,232000.0,233000.0,166894.0,5.06,18433,-17630,4669
2006-08-21,234000.0,233500.0,268035.0,5.07,-252,-15616,-65776
2006-08-22,233500.0,236500.0,231979.0,5.14,-4816,76373,-79983
2006-08-23,238000.0,239000.0,403231.0,5.19,-45211,102400,-23981
2006-08-24,239500.0,239500.0,201362.0,5.21,-21399,73748,-48477
2006-08-25,238500.0,240500.0,244996.0,5.23,-3445,62395,-32207
2006-08-28,240500.0,242000.0,236897.0,5.26,-9481,73660,-63349
2006-08-29,242000.0,244000.0,188568.0,5.3,-11247,6113,11788
2006-08-30,244000.0,241000.0,303320.0,5.24,3328,-63047,67867
2006-08-31,240000.0,241500.0,278172.0,5.25,-402,15512,822
2006-09-01,239000.0,240500.0,165590.0,5.23,20036,-5284,-14102
2006-09-04,241000.0,240500.0,134501.0,5.23,8848,-30408,23701
2006-09-05,241000.0,240500.0,115254.0,5.23,-5766,24514,-16439
2006-09-06,242500.0,244500.0,383616.0,5.31,-3794,28617,-21329
2006-09-07,241000.0,243000.0,159912.0,5.28,-6773,23768,-20780
2006-09-08,240000.0,240000.0,433412.0,5.22,5912,16312,167882
2006-09-11,239500.0,237000.0,398570.0,5.15,7993,-15286,103663
2006-09-12,233500.0,233000.0,289303.0,5.06,10945,-23055,4200
2006-09-13,233500.0,233000.0,183004.0,5.06,898,-26554,24457
2006-09-14,232000.0,236000.0,325957.0,5.13,1447,27195,573
2006-09-15,234000.0,235000.0,232535.0,5.11,15039,-39342,29024
2006-09-18,236500.0,239500.0,278275.0,5.21,-23023,4740,7331
2006-09-19,240500.0,240500.0,189876.0,5.23,-7897,29838,-19469
2006-09-20,239000.0,240500.0,202366.0,5.23,-6933,23847,-17807
2006-09-21,242000.0,242500.0,272247.0,5.27,-20540,-26453,50615
2006-09-22,241500.0,241500.0,257818.0,5.25,-1547,-62007,59288
2006-09-25,241500.0,242000.0,257553.0,5.26,-5343,87906,-69370
2006-09-26,243000.0,241000.0,220773.0,5.24,9960,-11798,5736
2006-09-27,243500.0,243500.0,295142.0,5.29,-22942,83843,-13007
2006-09-28,245000.0,244500.0,170261.0,5.31,-7078,8632,-533
2006-09-29,244500.0,245000.0,139679.0,5.32,-15528,17111,-5518
2006-10-02,245000.0,243500.0,150259.0,5.29,-1557,37385,-33966
2006-10-04,242000.0,239000.0,239948.0,5.19,2861,3870,-10087
2006-10-09,247000.0,240500.0,603306.0,5.23,-36535,-96044,169080
2006-10-10,246000.0,245500.0,483307.0,5.34,-31882,-6348,142082
2006-10-11,246000.0,247000.0,317333.0,5.37,-21486,34679,71973
2006-10-12,247500.0,248500.0,293493.0,5.4,-9085,-24264,38706
2006-10-13,255500.0,255500.0,577597.0,5.55,-30638,-10330,52385
2006-10-16,258500.0,260500.0,299267.0,5.66,-17240,15387,4902
2006-10-17,262000.0,259500.0,160862.0,5.64,-18559,40262,-25436
2006-10-18,256500.0,258500.0,114111.0,5.62,-6692,39828,-48622
2006-10-19,256500.0,256000.0,151540.0,5.56,-3518,43435,-49830
2006-10-20,256500.0,261000.0,256998.0,5.67,-7845,32663,-39394
2006-10-23,261000.0,262500.0,154381.0,5.71,-10522,21851,-9348
2006-10-24,262500.0,262000.0,116905.0,5.69,-3685,-11684,18531
2006-10-25,267500.0,267500.0,395490.0,5.81,-14196,-47235,61211
2006-10-26,267500.0,267500.0,206929.0,5.81,-10760,8640,-6253
2006-10-27,269000.0,268000.0,164073.0,5.82,-7948,-18794,25545
2006-10-30,265500.0,265000.0,179119.0,5.76,-8991,29886,-23369
2006-10-31,264000.0,261500.0,199356.0,5.68,-2549,21421,-27681
2006-11-01,264500.0,262500.0,193162.0,5.71,-3137,8252,-5501
2006-11-02,263500.0,265000.0,269300.0,5.76,-4684,-14013,6663
2006-11-03,267500.0,270000.0,241649.0,5.87,-10117,-13059,26012
2006-11-06,267500.0,270000.0,166099.0,5.87,-2954,-16886,25934
2006-11-07,272500.0,277000.0,301228.0,6.02,-12962,-42295,46777
2006-11-08,278000.0,276500.0,134801.0,6.01,-6827,-581,-3382
2006-11-09,273500.0,272500.0,323552.0,5.92,2878,-40712,14300
