Symbol,POSCO_시가(원),POSCO_종가(원),POSCO_거래량(주),POSCO_PER(IFRS-연결),POSCO_순매수수량(개인)(주),POSCO_순매수수량(기관계)(주),POSCO_순매수수량(외국인계)(주)
2009-05-29,415000.0,420000.0,518636.0,8.36,-93565,-86184,199622
2009-06-01,416000.0,418500.0,387565.0,8.33,-56785,-47026,118066
2009-06-02,426000.0,420000.0,296687.0,8.36,-49920,-42143,97418
2009-06-03,428000.0,421000.0,280904.0,8.38,-37396,-29366,71042
2009-06-04,415000.0,404500.0,415417.0,8.05,105520,-94412,-8094
2009-06-05,403000.0,404000.0,320110.0,8.04,43101,-83003,51054
2009-06-08,401000.0,407500.0,311530.0,8.11,548,-41596,49976
2009-06-09,411000.0,398500.0,394517.0,7.93,101389,-113120,29698
2009-06-10,403500.0,411500.0,475142.0,8.19,-74768,4836,72218
2009-06-11,412000.0,419000.0,904982.0,8.34,-195018,91341,83375
2009-06-12,431000.0,432500.0,693851.0,8.61,-192724,-57227,268401
2009-06-15,436000.0,431000.0,334262.0,8.58,-6822,-60820,73204
2009-06-16,420000.0,429000.0,283686.0,8.54,-13156,-20442,36539
2009-06-17,421000.0,423500.0,240099.0,8.43,9509,-71994,62322
2009-06-18,419000.0,413500.0,304075.0,8.23,47394,-99821,56763
2009-06-19,414000.0,417000.0,162719.0,8.3,-322,-47589,47610
2009-06-22,425000.0,422000.0,187242.0,8.4,6666,-67722,68964
2009-06-23,409000.0,406000.0,381051.0,8.08,157305,-83082,-84892
2009-06-24,403500.0,406000.0,286806.0,8.08,41872,-28685,-20335
2009-06-25,408000.0,416000.0,358695.0,8.28,-60282,42106,18998
2009-06-26,420000.0,421000.0,267686.0,8.38,-64372,28827,36506
2009-06-29,418000.0,426500.0,176614.0,8.49,-55005,-1783,54859
2009-06-30,428500.0,423500.0,225021.0,8.43,-64590,88937,-22841
2009-07-01,425000.0,431000.0,273792.0,8.58,-112031,91946,34317
2009-07-02,439000.0,432000.0,285738.0,8.6,-37071,-23568,61669
2009-07-03,425500.0,435000.0,173779.0,8.66,-23474,2452,22525
2009-07-06,431000.0,431000.0,226046.0,8.58,697,-8021,7261
2009-07-07,425500.0,425000.0,367004.0,8.46,37970,-28987,-5546
2009-07-08,417500.0,420000.0,241193.0,8.36,37535,33294,-71296
2009-07-09,416000.0,431500.0,542579.0,8.59,-47164,59582,-15698
2009-07-10,429000.0,435500.0,385852.0,8.67,-70954,142506,-77751
2009-07-13,435500.0,430000.0,229904.0,8.56,-22945,57962,-34644
2009-07-14,438000.0,440000.0,451739.0,8.76,-83487,78568,12205
2009-07-15,448500.0,442000.0,242471.0,8.8,-6804,-62874,80985
2009-07-16,450000.0,449500.0,242204.0,8.95,-50052,-32557,91660
2009-07-17,451000.0,450000.0,155271.0,8.96,-24717,-24261,53955
2009-07-20,446500.0,452500.0,243494.0,9.01,-24429,11735,17619
2009-07-21,463500.0,459000.0,256233.0,9.14,-12335,17654,-1320
2009-07-22,466000.0,471000.0,380234.0,9.38,-39616,332,48195
2009-07-23,474000.0,474500.0,386016.0,9.45,-22663,17342,9926
2009-07-24,482000.0,485000.0,357438.0,9.66,-59140,2821,57971
2009-07-27,490000.0,483000.0,382966.0,9.62,9846,-70506,66284
2009-07-28,478000.0,476500.0,224367.0,9.49,23882,-62179,40244
2009-07-29,476500.0,469000.0,289252.0,9.34,42691,-28770,-13718
2009-07-30,469000.0,482500.0,332226.0,9.61,-16127,69708,-57380
2009-07-31,486000.0,502000.0,479186.0,10.0,-83128,121384,-28402
2009-08-03,500000.0,500000.0,273573.0,9.96,-3568,-9047,7565
2009-08-04,503000.0,505000.0,251779.0,10.06,11886,-22461,10162
2009-08-05,506000.0,494000.0,240939.0,9.84,13132,-31089,24516
2009-08-06,489000.0,500000.0,268042.0,9.96,-14761,34130,-23611
2009-08-07,495500.0,504000.0,199147.0,10.04,2970,-6730,638
2009-08-10,501000.0,495500.0,228731.0,9.87,44879,-80064,45095
2009-08-11,490000.0,491500.0,253916.0,9.79,24952,-33209,2861
2009-08-12,487000.0,478500.0,444844.0,9.53,141921,-162706,25778
2009-08-13,485000.0,471000.0,394878.0,9.38,176673,-120340,-56310
2009-08-14,476500.0,481500.0,236855.0,9.59,12739,-36933,22144
2009-08-17,484000.0,466000.0,337992.0,9.28,119270,-115579,-29
2009-08-18,464000.0,461000.0,398394.0,9.18,93861,-4442,-90064
2009-08-19,461500.0,460000.0,364414.0,9.16,115574,-135336,27489
2009-08-20,465000.0,471000.0,340022.0,9.38,-8140,69001,-62862
2009-08-21,476000.0,469000.0,278034.0,9.34,36003,-51029,12942
2009-08-24,478000.0,471000.0,327325.0,9.38,18712,-86297,81687
2009-08-25,470000.0,465500.0,286648.0,9.27,39791,-96601,79695
2009-08-26,463000.0,476000.0,286055.0,9.48,-30493,15152,17851
2009-08-27,475500.0,479000.0,266666.0,9.54,-15055,-15826,39397
2009-08-28,480000.0,471500.0,321929.0,9.39,69754,-70809,3063
2009-08-31,467000.0,461500.0,350667.0,9.19,80935,-84372,7841
2009-09-01,461000.0,464000.0,265151.0,9.24,3766,6936,-10429
2009-09-02,455000.0,455500.0,419774.0,9.07,50800,-33444,-17545
2009-09-03,453000.0,464000.0,278590.0,9.24,-30190,30800,-4204
2009-09-04,467500.0,462000.0,276646.0,9.2,-21946,6956,14783
2009-09-07,458000.0,454000.0,302514.0,9.04,73137,-110004,41876
2009-09-08,458000.0,460000.0,265963.0,9.16,18550,-42580,34124
2009-09-09,463000.0,467000.0,319122.0,9.3,-42783,47910,-15426
2009-09-10,470000.0,478500.0,487260.0,9.53,-74382,37625,29237
2009-09-11,480500.0,485000.0,361267.0,9.66,-34401,-41844,84813
2009-09-14,483000.0,483500.0,242714.0,9.63,-33090,-3140,34273
2009-09-15,488000.0,499000.0,503575.0,9.94,-124028,-29558,154968
2009-09-16,505000.0,516000.0,802427.0,10.27,-283049,180751,112658
2009-09-17,517000.0,519000.0,382147.0,10.33,-69591,18493,55531
2009-09-18,516000.0,511000.0,587786.0,10.17,-33754,-97468,137293
2009-09-21,513000.0,515000.0,161347.0,10.25,-5898,-14792,22608
2009-09-22,513000.0,515000.0,219316.0,10.25,-1413,-49550,60284
2009-09-23,518000.0,511000.0,314998.0,10.17,19704,-96899,72458
2009-09-24,510000.0,502000.0,281495.0,10.0,3086,-18779,18836
2009-09-25,498000.0,490500.0,353169.0,9.77,73429,-77046,3427
2009-09-28,481500.0,482500.0,395228.0,9.61,105008,-24233,-88450
2009-09-29,485000.0,481000.0,314020.0,9.58,71582,13705,-71952
2009-09-30,484500.0,487000.0,376257.0,9.7,-12012,88433,-67227
2009-10-01,494500.0,493000.0,356593.0,9.82,-60687,96880,-33828
2009-10-05,477000.0,480500.0,446337.0,9.57,39482,44550,-74742
2009-10-06,490000.0,472500.0,434399.0,9.41,32468,43703,-79794
2009-10-07,479000.0,482000.0,295381.0,9.6,-45230,86967,-44608
2009-10-08,486500.0,481000.0,316660.0,9.58,7000,-16239,10411
2009-10-09,490000.0,498500.0,300720.0,9.93,-36474,31386,-2847
2009-10-12,496000.0,495000.0,204294.0,9.86,28189,-14641,-12921
2009-10-13,495000.0,494000.0,266712.0,9.84,-23663,-11889,34266
2009-10-14,507000.0,515000.0,526961.0,10.25,-194716,64468,143408
2009-10-15,534000.0,534000.0,828263.0,10.63,-265263,127513,205924
2009-10-16,540000.0,540000.0,563171.0,10.75,-174864,-66917,253170
2009-10-19,535000.0,544000.0,760546.0,10.83,-11098,400164,92317
2009-10-20,550000.0,544000.0,231894.0,10.83,-8596,-18776,33626
2009-10-21,544000.0,549000.0,276730.0,10.93,-51032,-23987,86790
2009-10-22,542000.0,538000.0,181742.0,10.71,1639,-42184,40787
2009-10-23,539000.0,537000.0,224442.0,10.69,-1598,-58572,60750
2009-10-26,532000.0,548000.0,171603.0,10.91,-55767,57631,-883
2009-10-27,546000.0,544000.0,146274.0,10.83,4894,-3811,-3238
2009-10-28,541000.0,524000.0,294576.0,10.43,45047,18924,-62342
2009-10-29,505000.0,497500.0,575986.0,9.91,139207,56821,-203133
2009-10-30,509000.0,504000.0,422406.0,10.04,448,-95147,98202
2009-11-02,488000.0,498000.0,266511.0,9.92,21931,37594,-62038
2009-11-03,496500.0,497500.0,185917.0,9.91,29141,-6230,-27506
2009-11-04,498000.0,507000.0,188939.0,10.1,-10259,28466,-19393
2009-11-05,502000.0,502000.0,199683.0,10.0,6750,14504,-25599
2009-11-06,515000.0,523000.0,278007.0,10.41,-56497,66574,-11123
2009-11-09,529000.0,533000.0,279283.0,10.61,-77578,89612,-15834
2009-11-10,540000.0,538000.0,216743.0,10.71,-60754,35803,21411
2009-11-11,538000.0,538000.0,174668.0,10.71,-22161,50525,-27999
2009-11-12,535000.0,533000.0,237366.0,10.61,-36116,37397,-1710
2009-11-13,533000.0,543000.0,320812.0,10.81,-72143,98991,-31794
2009-11-16,546000.0,554000.0,270052.0,11.03,-89937,56674,36411
2009-11-17,560000.0,560000.0,319360.0,11.15,-58351,-28507,91395
2009-11-18,565000.0,566000.0,318746.0,11.27,-101850,16357,87834
2009-11-19,560000.0,566000.0,202090.0,11.27,-32491,-29675,62524
2009-11-20,557000.0,555000.0,197264.0,11.05,7907,-22869,11846
2009-11-23,550000.0,556000.0,144306.0,11.07,3563,8922,-12789
2009-11-24,558000.0,557000.0,146422.0,11.09,-1785,7131,-2462
2009-11-25,566000.0,568000.0,191694.0,11.31,-46234,27939,20921
2009-11-26,569000.0,575000.0,257538.0,11.45,-45762,52552,-6525
2009-11-27,566000.0,553000.0,259529.0,11.01,-29677,-548,30010
2009-11-30,560000.0,558000.0,248065.0,11.11,2898,-30163,25546
2009-12-01,554000.0,571000.0,217388.0,11.37,-18521,15112,3174
2009-12-02,577000.0,580000.0,157885.0,11.55,-21390,-32615,57180
2009-12-03,585000.0,582000.0,209013.0,11.59,-14459,49285,-23039
2009-12-04,575000.0,579000.0,222025.0,11.53,-11967,38131,-21759
2009-12-07,580000.0,579000.0,191030.0,11.53,11682,-49971,42456
2009-12-08,573000.0,567000.0,205194.0,11.29,33924,-58289,30293
2009-12-09,556000.0,554000.0,391520.0,11.03,95789,-82176,-11019
2009-12-10,557000.0,570000.0,1710093.0,11.35,28928,-498874,464194
2009-12-11,568000.0,586000.0,404196.0,11.67,-85068,81724,2435
2009-12-14,592000.0,597000.0,374409.0,11.89,-93762,59988,40467
2009-12-15,592000.0,596000.0,233029.0,11.87,-24625,-9652,38328
2009-12-16,600000.0,595000.0,184285.0,11.85,-14729,24975,-9079
2009-12-17,592000.0,586000.0,177628.0,11.67,23741,-16751,-3389
2009-12-18,588000.0,591000.0,173556.0,11.77,-25981,4546,22122
2009-12-21,586000.0,586000.0,145557.0,11.67,9907,12578,-24805
2009-12-22,588000.0,596000.0,109953.0,11.87,-19986,11096,17870
2009-12-23,599000.0,608000.0,139769.0,12.11,-72427,30264,51828
2009-12-24,607000.0,616000.0,240996.0,12.27,-82669,76792,19752
2009-12-28,611000.0,619000.0,132031.0,12.33,-17340,-2508,22429
2009-12-29,625000.0,614000.0,80872.0,12.23,14206,-12725,2982
2009-12-30,615000.0,618000.0,138474.0,12.31,4114,-18212,27594
2010-01-04,610000.0,612000.0,133963.0,16.58,25229,-29204,6348
2010-01-05,615000.0,618000.0,191938.0,16.74,-8825,-12972,29261
2010-01-06,618000.0,612000.0,149824.0,16.58,12310,-28792,15370
2010-01-07,615000.0,606000.0,170830.0,16.42,20177,-22313,639
2010-01-08,606000.0,606000.0,205201.0,16.42,33064,-44376,12509
2010-01-11,612000.0,625000.0,287568.0,16.93,-46801,20880,38004
2010-01-12,633000.0,624000.0,184257.0,16.9,-17978,-2186,25576
2010-01-13,611000.0,596000.0,360778.0,16.15,110811,-56702,-53857
2010-01-14,600000.0,592000.0,394682.0,16.04,61153,-29439,-35023
2010-01-15,591000.0,592000.0,300168.0,16.04,63283,-102634,47042
2010-01-18,587000.0,598000.0,252703.0,16.2,12794,-10360,-5382
2010-01-19,604000.0,604000.0,251422.0,16.36,1830,-45130,45825
2010-01-20,611000.0,622000.0,339836.0,16.85,-89506,596,94030
2010-01-21,611000.0,615000.0,219218.0,16.66,-10675,-44046,61250
2010-01-22,599000.0,590000.0,462356.0,15.98,127002,-35462,-84490
2010-01-25,579000.0,587000.0,220559.0,15.9,37309,15855,-51845
2010-01-26,587000.0,572000.0,291769.0,15.5,88953,-27235,-61672
2010-01-27,564000.0,555000.0,347609.0,15.03,104586,12051,-125490
2010-01-28,553000.0,559000.0,297092.0,15.14,81750,-110299,38074
2010-01-29,548000.0,536000.0,357968.0,14.52,116210,-4795,-118498
2010-02-01,530000.0,531000.0,308389.0,14.38,58187,16694,-81884
2010-02-02,546000.0,541000.0,370633.0,14.66,2230,37240,-38427
2010-02-03,557000.0,558000.0,235526.0,15.12,-43351,4711,38779
2010-02-04,553000.0,547000.0,172475.0,14.82,43641,-54457,9581
2010-02-05,530000.0,525000.0,305101.0,14.22,93035,-14485,-85846
2010-02-08,522000.0,516000.0,240754.0,13.98,49090,20759,-74914
2010-02-09,512000.0,528000.0,221711.0,14.3,-6359,45366,-34855
2010-02-10,536000.0,533000.0,213324.0,14.44,10703,30744,-43484
2010-02-11,530000.0,541000.0,219888.0,14.66,-23874,74381,-50222
2010-02-12,542000.0,534000.0,367780.0,14.47,47741,45111,-90256
2010-02-16,535000.0,544000.0,131342.0,14.74,-29072,9266,17763
2010-02-17,555000.0,549000.0,201234.0,14.87,290,14134,-7989
2010-02-18,549000.0,543000.0,213668.0,14.71,34986,-19253,-12706
2010-02-19,543000.0,533000.0,183727.0,14.44,11395,11165,-13001
2010-02-22,544000.0,551000.0,211631.0,14.93,-78296,50332,29876
2010-02-23,550000.0,555000.0,149435.0,15.03,-21426,27648,3764
2010-02-24,555000.0,538000.0,287738.0,14.57,93570,28536,-123375
2010-02-25,543000.0,530000.0,187942.0,14.36,59900,-419,-54190
2010-02-26,536000.0,530000.0,147512.0,14.36,24900,3537,-28806
2010-03-02,534000.0,535000.0,174798.0,14.49,6589,-2289,-7279
2010-03-03,534000.0,532000.0,165778.0,14.41,48840,3140,-46509
2010-03-04,537000.0,541000.0,216591.0,14.66,-48455,40973,12796
2010-03-05,544000.0,545000.0,177558.0,14.76,-37977,39889,-10302
2010-03-08,554000.0,563000.0,305703.0,15.25,-114849,71023,40516
2010-03-09,563000.0,565000.0,123335.0,15.31,-52075,15717,34677
2010-03-10,566000.0,560000.0,195060.0,15.17,19617,-58856,36738
2010-03-11,566000.0,555000.0,242524.0,15.03,22540,15111,-35928
2010-03-12,557000.0,558000.0,128619.0,15.12,-830,-13496,14203
2010-03-15,560000.0,551000.0,131627.0,14.93,20517,-25606,7258
2010-03-16,554000.0,545000.0,273099.0,14.76,77974,-146150,65373
2010-03-17,550000.0,559000.0,279946.0,15.14,-4916,-92655,105245
2010-03-18,555000.0,548000.0,291277.0,14.85,79410,-50269,-27320
2010-03-19,550000.0,547000.0,288170.0,14.82,77370,-105672,18552
2010-03-22,544000.0,529000.0,546594.0,14.33,299454,-199261,-87668
2010-03-23,534000.0,531000.0,474694.0,14.38,145016,-127716,-33081
2010-03-24,536000.0,532000.0,301822.0,14.41,39880,-24133,-12357
2010-03-25,531000.0,530000.0,306973.0,14.36,92000,-86331,-5097
2010-03-26,530000.0,536000.0,258091.0,14.52,85231,-67593,-2321
2010-03-29,532000.0,541000.0,247627.0,14.66,-59009,6696,53230
2010-03-30,546000.0,537000.0,301875.0,14.55,71671,-82385,6894
2010-03-31,534000.0,528000.0,344248.0,14.3,119969,-154968,36851
2010-04-01,530000.0,528000.0,440012.0,14.3,140574,-174552,24425
2010-04-02,533000.0,545000.0,457026.0,14.76,-97897,64497,35488
2010-04-05,549000.0,558000.0,437281.0,15.12,-128980,71446,34062
2010-04-06,562000.0,558000.0,286457.0,15.12,-34274,18772,-1409
2010-04-07,558000.0,560000.0,247761.0,15.17,-51240,-10556,60351
2010-04-08,556000.0,558000.0,239805.0,15.12,2930,-65258,66030
2010-04-09,557000.0,545000.0,311050.0,14.76,85934,-90292,14100
2010-04-12,547000.0,545000.0,240670.0,14.76,19472,-9784,-17770
2010-04-13,548000.0,538000.0,227092.0,14.57,31733,-25874,-9577
2010-04-14,538000.0,542000.0,409398.0,14.68,120533,-140145,15397
2010-04-15,540000.0,538000.0,319758.0,14.57,109266,-70761,-24105
2010-04-16,538000.0,538000.0,276763.0,14.57,57302,20832,-71956
2010-04-19,531000.0,529000.0,176163.0,14.33,28913,-12997,-26959
2010-04-20,533000.0,529000.0,202156.0,14.33,82088,-27035,-51560
2010-04-21,533000.0,533000.0,288375.0,14.44,74536,-55538,-23068
2010-04-22,529000.0,525000.0,428129.0,14.22,202541,-158858,-40181
2010-04-23,526000.0,523000.0,377730.0,14.17,143114,-123842,-17699
2010-04-26,525000.0,535000.0,311071.0,14.49,-55093,27084,16485
2010-04-27,535000.0,530000.0,224571.0,14.36,27403,-44403,16086
2010-04-28,519000.0,518000.0,396549.0,14.03,172372,-153935,8989
2010-04-29,522000.0,515000.0,431746.0,13.95,147060,-135196,12888
2010-04-30,518000.0,499000.0,935625.0,13.52,347448,-335279,-11876
2010-05-03,498500.0,488000.0,545243.0,13.22,127826,-52128,-82397
2010-05-04,490000.0,487500.0,271949.0,13.21,72821,-24051,-36682
2010-05-06,480000.0,485500.0,392655.0,13.15,9227,8549,-23031
2010-05-07,475000.0,472500.0,490152.0,12.8,91136,-27248,-91547
2010-05-10,474500.0,482500.0,327871.0,13.07,41463,-46166,7008
2010-05-11,492000.0,467500.0,504064.0,12.66,169019,-146697,-29637
2010-05-12,467500.0,456000.0,439854.0,12.35,51946,-89229,23288
2010-05-13,459500.0,457000.0,408241.0,12.38,50330,-96531,62385
2010-05-14,454500.0,464000.0,360755.0,12.57,15979,-9949,1385
2010-05-17,461000.0,442000.0,433320.0,11.97,97617,-46003,-65130
2010-05-18,442000.0,453500.0,379579.0,12.29,-19961,96944,-117739
2010-05-19,447500.0,447000.0,284446.0,12.11,19062,8401,-11097
2010-05-20,450000.0,434500.0,347475.0,11.77,33887,13813,-64571
2010-05-24,438500.0,455500.0,381420.0,12.34,-85138,92056,-3543
2010-05-25,451000.0,446000.0,420477.0,12.08,642,87386,-98581
2010-05-26,455000.0,454500.0,427735.0,12.31,-42974,88604,-43092
2010-05-27,457000.0,464500.0,391049.0,12.58,-55833,33384,26307
2010-05-28,474500.0,472000.0,292027.0,12.79,-7813,-24929,43434
2010-05-31,471000.0,472000.0,182932.0,12.79,-7386,-51301,54843
2010-06-01,468000.0,460000.0,266996.0,12.46,70636,-81375,-580
2010-06-03,467000.0,475500.0,285478.0,12.88,-74623,-31261,100135
2010-06-04,472000.0,456000.0,472063.0,12.35,212274,-113719,-84044
2010-06-07,442000.0,448000.0,326892.0,12.14,69972,-87449,13253
2010-06-08,447000.0,450000.0,168069.0,12.19,7347,-19303,3545
2010-06-09,446000.0,447000.0,269627.0,12.11,44174,2123,-37039
2010-06-10,450000.0,448500.0,284195.0,12.15,-2502,12313,-9533
2010-06-11,457500.0,465500.0,341722.0,12.61,-87714,6112,63746
2010-06-14,474000.0,473000.0,338840.0,12.81,-91464,37632,52895
2010-06-15,467500.0,468000.0,200921.0,12.68,39884,6374,-54545
2010-06-16,474000.0,472000.0,155320.0,12.79,-18501,-26175,48341
2010-06-17,473000.0,471500.0,179548.0,12.77,-23385,-33000,54442
2010-06-18,470000.0,465000.0,241506.0,12.6,50568,-59952,-2653
2010-06-21,480000.0,492500.0,605509.0,13.34,-194486,114575,97418
2010-06-22,491500.0,497000.0,453185.0,13.46,-75180,71863,3321
2010-06-23,493000.0,504000.0,379481.0,13.65,-126662,141375,-3036
2010-06-24,500000.0,507000.0,207315.0,13.73,-43191,48134,1736
2010-06-25,498000.0,496500.0,261246.0,13.45,15601,6088,-25709
2010-06-28,496500.0,489000.0,177737.0,13.25,17173,-31672,4979
2010-06-29,486000.0,476500.0,382841.0,12.91,61554,-53834,-8625
2010-06-30,464000.0,466500.0,343822.0,12.64,71311,3506,-67513
2010-07-01,462000.0,460500.0,234766.0,12.47,82391,-9369,-39568
2010-07-02,459500.0,466500.0,211695.0,12.64,6643,25393,-24849
2010-07-05,466500.0,483500.0,267930.0,13.1,-72562,96793,-19658
2010-07-06,479500.0,483500.0,247526.0,13.1,-27083,89959,-65994
2010-07-07,484500.0,482000.0,242565.0,13.06,7489,44156,-57331
2010-07-08,487000.0,497000.0,479488.0,13.46,-179387,193163,-23474
2010-07-09,499000.0,505000.0,326212.0,13.68,-164139,145227,20045
2010-07-12,505000.0,501000.0,238087.0,13.57,-17535,25751,-2241
2010-07-13,502000.0,500000.0,244102.0,13.54,-36465,55665,-38090
2010-07-14,495500.0,488500.0,789798.0,13.23,108178,-120878,18854
2010-07-15,488500.0,487000.0,364049.0,13.19,26825,-118512,91460
2010-07-16,487500.0,491500.0,240038.0,13.31,-71779,55,82771
2010-07-19,487000.0,491500.0,131822.0,13.31,-19636,7166,16392
2010-07-20,489500.0,497000.0,217086.0,13.46,-16983,54972,-14564
2010-07-21,508000.0,509000.0,437419.0,13.79,-214544,151029,62023
2010-07-22,507000.0,514000.0,418009.0,13.92,-190725,128502,62956
2010-07-23,518000.0,518000.0,239263.0,14.03,-118532,73683,44522
2010-07-26,520000.0,517000.0,185617.0,14.01,-19103,21813,15670
2010-07-27,515000.0,519000.0,226053.0,14.06,-25762,-21144,58448
2010-07-28,516000.0,513000.0,214239.0,13.9,15757,-11792,-34842
2010-07-29,509000.0,513000.0,173902.0,13.9,-5472,16176,-8748
2010-07-30,514000.0,492000.0,531099.0,13.33,77583,-116048,42938
2010-08-02,495000.0,495000.0,201159.0,13.41,12833,-7250,-319
2010-08-03,504000.0,503000.0,154134.0,13.63,-33886,-1487,34012
2010-08-04,507000.0,504000.0,132007.0,13.65,-11218,-11998,25828
2010-08-05,506000.0,512000.0,211941.0,13.87,-62073,46410,13855
2010-08-06,511000.0,516000.0,165717.0,13.98,-57703,55601,6036
2010-08-09,511000.0,512000.0,115042.0,13.87,-10056,12327,-9335
2010-08-10,513000.0,517000.0,221780.0,14.01,-87610,98123,-7618
2010-08-11,512000.0,511000.0,183982.0,13.84,-44547,92039,-31394
2010-08-12,496000.0,491500.0,315756.0,13.31,74126,36137,-104105
2010-08-13,493000.0,494500.0,157796.0,13.4,41800,4001,-35871
2010-08-16,495000.0,489500.0,196152.0,13.26,56138,19470,-77288
2010-08-17,483500.0,490500.0,172643.0,13.29,20092,25664,-54514
2010-08-18,493000.0,492500.0,97830.0,13.34,-891,24778,-22068
2010-08-19,491000.0,511000.0,363160.0,13.84,-105290,119684,-40032
2010-08-20,504000.0,507000.0,139231.0,13.73,-23622,48559,-29759
2010-08-23,505000.0,499500.0,160500.0,13.53,-3250,6293,-1045
2010-08-24,494000.0,499000.0,190652.0,13.52,9867,11357,-11415
2010-08-25,491500.0,493000.0,149351.0,13.36,15531,8528,-21167
2010-08-26,493000.0,486500.0,177724.0,13.18,55318,12040,-61989
2010-08-27,484000.0,484500.0,110094.0,13.13,18785,2637,-3042
2010-08-30,489500.0,497000.0,150289.0,13.46,-20602,11023,7950
2010-08-31,490000.0,486500.0,187908.0,13.18,16054,-10168,-8
2010-09-01,488000.0,483500.0,256508.0,13.1,72292,-126462,20784
2010-09-02,490500.0,482000.0,361386.0,13.06,90916,-109364,13872
2010-09-03,482000.0,475500.0,454035.0,12.88,162005,-109204,-50211
2010-09-06,476500.0,482500.0,310832.0,13.07,-13646,-50789,63494
2010-09-07,496500.0,504000.0,721906.0,13.65,-278049,281199,27366
2010-09-08,500000.0,502000.0,247636.0,13.6,-36818,54758,-25043
2010-09-09,504000.0,503000.0,269751.0,13.63,-52151,60836,-4984
2010-09-10,503000.0,498500.0,214550.0,13.5,-7228,-10035,38813
2010-09-13,501000.0,513000.0,404234.0,13.9,-164091,94103,69445
2010-09-14,517000.0,520000.0,308612.0,14.09,-121357,36990,88278
2010-09-15,519000.0,524000.0,273316.0,14.2,-96409,40612,53226
2010-09-16,524000.0,512000.0,273146.0,13.87,14372,12885,-27326
2010-09-17,511000.0,512000.0,213480.0,13.87,13772,-49743,35566
2010-09-20,509000.0,506000.0,252877.0,13.71,29884,-68232,50435
2010-09-24,500000.0,507000.0,185399.0,13.73,21554,-32408,11000
2010-09-27,509000.0,509000.0,175807.0,13.79,-1167,-32368,28126
2010-09-28,510000.0,514000.0,238550.0,13.92,-43796,-23948,64858
2010-09-29,516000.0,512000.0,235097.0,13.87,-18098,-47286,63523
2010-09-30,511000.0,516000.0,227689.0,13.98,-25596,-51962,85116
2010-10-01,518000.0,523000.0,383861.0,14.17,-136135,48459,85339
2010-10-04,519000.0,520000.0,200199.0,14.09,9372,-6189,16021
2010-10-05,519000.0,528000.0,362302.0,14.3,-115504,52700,50868
2010-10-06,535000.0,537000.0,427937.0,14.55,-138985,118756,50821
2010-10-07,539000.0,538000.0,262180.0,14.57,-28488,51900,-4194
2010-10-08,535000.0,527000.0,295683.0,14.28,14364,34260,-51809
2010-10-11,532000.0,531000.0,162568.0,14.38,-9706,-22921,29473
2010-10-12,532000.0,519000.0,218410.0,14.06,14724,-35555,36526
2010-10-13,507000.0,498000.0,624205.0,13.49,228810,-121601,-89177
2010-10-14,500000.0,497000.0,510233.0,13.46,167975,-89284,-83239
2010-10-15,493500.0,494000.0,325539.0,13.38,123124,-120209,-1855
2010-10-18,497000.0,492500.0,240974.0,13.34,77131,-52813,10088
2010-10-19,492500.0,489000.0,230321.0,13.25,66727,-19473,-22147
2010-10-20,484000.0,484500.0,291528.0,13.13,78665,-62567,-26423
2010-10-21,487500.0,485000.0,345495.0,13.14,157122,-128463,-9018
2010-10-22,487000.0,487500.0,256287.0,13.21,55217,-68152,5997
2010-10-25,489000.0,482500.0,377203.0,13.07,135760,-139645,-8431
2010-10-26,483500.0,484500.0,243826.0,13.13,52076,-77342,41163
2010-10-27,482500.0,472000.0,584799.0,12.79,267387,-138967,-107300
2010-10-28,472000.0,466000.0,362390.0,12.62,129283,-84802,-42556
2010-10-29,468000.0,462000.0,362635.0,12.52,126304,-27968,-93755
2010-11-01,462500.0,464500.0,218116.0,12.58,30943,-20157,-21542
2010-11-02,462500.0,459000.0,345958.0,12.43,66727,-54119,4733
2010-11-03,459000.0,467000.0,338553.0,12.65,13871,-5317,-30497
2010-11-04,468500.0,468500.0,214447.0,12.69,32605,-34287,-3219
2010-11-05,475500.0,475000.0,365453.0,12.87,-96397,-18987,102576
2010-11-08,481000.0,480500.0,289594.0,13.02,-79668,13551,68191
2010-11-09,482500.0,475000.0,202128.0,12.87,34022,-5655,-21628
2010-11-10,472000.0,479500.0,192518.0,12.99,-12835,-39515,56355
2010-11-11,475500.0,460000.0,583676.0,12.46,126055,12278,-173523
2010-11-12,470000.0,470000.0,303203.0,12.73,-38996,-21084,72412
2010-11-15,467000.0,467000.0,188193.0,12.65,22637,18086,-34785
2010-11-16,464500.0,464000.0,196934.0,12.57,53078,-31291,14518
2010-11-17,460500.0,461500.0,170995.0,12.5,58181,-16341,-21896
2010-11-18,462000.0,466500.0,192338.0,12.64,33178,-24795,-12610
2010-11-19,468000.0,454500.0,824740.0,12.31,413319,-292762,-87479
2010-11-22,457000.0,458000.0,322305.0,12.41,48365,-97625,35176
2010-11-23,457000.0,449000.0,458376.0,12.16,199072,-43589,-131734
2010-11-24,444500.0,454000.0,399846.0,12.3,-20741,-41152,65794
2010-11-25,458000.0,452000.0,216520.0,12.24,57410,-65456,-4403
2010-11-26,452000.0,448500.0,182139.0,12.15,-17787,-6688,-21967
2010-11-29,449000.0,452500.0,248959.0,12.26,-36972,23980,8551
2010-11-30,454000.0,454500.0,328961.0,12.31,-33372,44076,-7956
