Symbol,·Ôµ¥ÄÉ¹ÌÄ®_½Ã°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_Á¾°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_°Å·¡·®(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_PER(IFRS-¿¬°á),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2011-08-01,439000.0,458000.0,238929.0,18.46,-78442,1743,75572
2011-08-02,460000.0,450000.0,294351.0,18.13,1590,-17673,29214
2011-08-03,443000.0,442500.0,208718.0,17.83,19297,-3872,-18698
2011-08-04,442500.0,410000.0,297375.0,16.52,21419,-2532,-19424
2011-08-05,387000.0,393000.0,362442.0,15.84,-22994,66351,-33171
2011-08-08,397000.0,389500.0,295233.0,15.69,-25981,17109,-6784
2011-08-09,380000.0,395500.0,404396.0,15.94,5126,40205,-57139
2011-08-10,413500.0,377000.0,391931.0,15.19,76881,-15128,-55867
2011-08-11,360000.0,380000.0,240130.0,15.31,-768,-13169,12638
2011-08-12,387500.0,364000.0,304788.0,14.67,21095,-7055,-10088
2011-08-16,379000.0,391000.0,162546.0,15.76,-32357,-13698,55498
2011-08-17,388000.0,387000.0,122585.0,15.59,11405,-8173,-6038
2011-08-18,392000.0,383000.0,159150.0,15.43,-5177,921,3041
2011-08-19,365000.0,353000.0,302666.0,14.22,16042,-35392,2389
2011-08-22,353000.0,300500.0,649242.0,12.11,131773,-43805,-89076
2011-08-23,302500.0,322500.0,834162.0,13.0,-32216,50665,-9689
2011-08-24,327000.0,323000.0,407240.0,13.02,-23646,-1583,45345
2011-08-25,336000.0,313000.0,326760.0,12.61,40441,-27306,-6104
2011-08-26,310000.0,318500.0,338887.0,12.83,43186,1865,-50507
2011-08-29,329000.0,351500.0,355260.0,14.16,-61198,58884,-7219
2011-08-30,358000.0,347000.0,380370.0,13.98,38000,-50740,1680
2011-08-31,348500.0,357000.0,200337.0,14.39,-1940,-21155,24068
2011-09-01,362000.0,368000.0,401796.0,14.83,-90502,-38546,134053
2011-09-02,372000.0,375000.0,215052.0,15.11,-22537,36881,-3743
2011-09-05,366000.0,345500.0,171733.0,13.92,22974,-9783,-6992
2011-09-06,339000.0,353500.0,223264.0,14.24,-3839,13373,-10516
2011-09-07,374000.0,370000.0,184397.0,14.91,-31482,47773,-23069
2011-09-08,378000.0,384000.0,315714.0,15.47,-90677,65857,4334
2011-09-09,380000.0,378000.0,136502.0,15.23,-3923,25775,-16118
2011-09-14,374000.0,352500.0,265800.0,14.2,52893,72032,-128961
2011-09-15,369000.0,365500.0,254898.0,14.73,-5896,16208,-11257
2011-09-16,377000.0,380000.0,179118.0,15.31,-43585,28751,-811
2011-09-19,374000.0,365500.0,140398.0,14.73,33854,19721,-42275
2011-09-20,365000.0,362000.0,193572.0,14.59,55533,-15337,-35375
2011-09-21,367000.0,367000.0,175145.0,14.79,34609,-20727,-11678
2011-09-22,355000.0,347500.0,206331.0,14.0,77880,-19072,-50010
2011-09-23,319000.0,320000.0,326920.0,12.89,78518,-12988,-54223
2011-09-26,325000.0,275000.0,741915.0,11.08,168036,-112287,-63478
2011-09-27,290000.0,294000.0,382591.0,11.85,6385,-12040,20861
2011-09-28,300000.0,290000.0,260261.0,11.69,-14645,24720,534
2011-09-29,285000.0,309000.0,255030.0,12.45,-19616,2623,18622
2011-09-30,304500.0,291000.0,341420.0,11.73,116276,-82529,-35658
2011-10-04,264000.0,248500.0,849447.0,10.01,322868,-248957,-42442
2011-10-05,250500.0,229500.0,928470.0,9.25,62091,-61327,6458
2011-10-06,244500.0,243000.0,494504.0,9.79,-101625,93210,8752
2011-10-07,251500.0,274500.0,642784.0,11.06,-248731,163032,70076
2011-10-10,273000.0,279000.0,426044.0,11.24,-2843,20867,-23941
2011-10-11,293000.0,283000.0,491948.0,11.4,-51087,29662,22922
2011-10-12,285000.0,285500.0,389020.0,11.5,100176,-114488,28086
2011-10-13,294000.0,287000.0,347034.0,11.56,-2738,-65451,76994
2011-10-14,287000.0,294000.0,292608.0,11.85,-50113,34292,7623
2011-10-17,301500.0,310000.0,274545.0,12.49,-58181,10933,47153
2011-10-18,300000.0,315500.0,329303.0,12.71,-48976,-892,48165
2011-10-19,321000.0,317000.0,251176.0,12.77,12811,-27295,5466
2011-10-20,317000.0,282000.0,398242.0,11.36,108671,-77107,-36486
2011-10-21,296000.0,289000.0,474055.0,11.65,128025,-129407,14297
2011-10-24,295500.0,302000.0,268448.0,12.17,-17719,-32675,43328
2011-10-25,304500.0,286000.0,691039.0,11.52,167727,-260957,79051
2011-10-26,280000.0,286500.0,500164.0,11.54,65834,-41434,-33861
2011-10-27,295000.0,318000.0,713001.0,12.81,-236791,201118,23768
2011-10-28,331500.0,323000.0,520002.0,13.02,-98814,10658,91939
2011-10-31,323000.0,308000.0,260251.0,12.41,39032,-17525,-14287
2011-11-01,302000.0,317000.0,354203.0,12.77,-38363,-89991,129978
2011-11-02,300000.0,311000.0,292801.0,12.53,39932,-12304,-26367
2011-11-03,318000.0,302500.0,212364.0,12.19,8136,-7404,1924
2011-11-04,317500.0,331500.0,348230.0,13.36,-159749,109689,34026
2011-11-07,332000.0,334500.0,282794.0,13.48,-72614,45127,37447
2011-11-08,342000.0,328500.0,184236.0,13.24,-23545,24972,-8850
2011-11-09,337500.0,325000.0,187775.0,13.1,36880,-12454,-31918
2011-11-10,311000.0,310500.0,278674.0,12.51,26508,3397,-24263
2011-11-11,316500.0,322500.0,186801.0,13.0,-8602,18559,-4767
2011-11-14,328500.0,344000.0,345346.0,13.86,-131346,63270,53631
2011-11-15,339000.0,341000.0,279959.0,13.74,-67373,52140,9081
2011-11-16,344500.0,342000.0,370173.0,13.78,-12345,-22519,49624
2011-11-17,346500.0,344000.0,190084.0,13.86,43134,-13641,-31281
2011-11-18,335000.0,339000.0,207513.0,13.66,14451,1721,-19526
2011-11-21,337000.0,325000.0,147654.0,13.1,42142,-3808,-34187
2011-11-22,319000.0,313000.0,307205.0,12.61,141968,-33206,-100924
2011-11-23,311500.0,298500.0,326264.0,12.03,73200,-26744,-42068
2011-11-24,295000.0,304000.0,244142.0,12.25,14518,10300,-26594
2011-11-25,297000.0,300000.0,176527.0,12.09,-17959,25287,-16742
2011-11-28,309500.0,313000.0,154285.0,12.61,-57971,53001,-876
2011-11-29,318000.0,322500.0,221472.0,13.0,-46804,8096,33115
2011-11-30,318500.0,309000.0,300434.0,12.45,94457,-74285,-26003
2011-12-01,339500.0,346000.0,561176.0,13.94,-282501,208450,79384
2011-12-02,342000.0,338500.0,219634.0,13.64,14233,30869,-45205
2011-12-05,343000.0,344500.0,169351.0,13.88,-11781,20694,-5979
2011-12-06,342500.0,336000.0,122751.0,13.54,17377,-14717,-5325
2011-12-07,337500.0,338000.0,154621.0,13.62,-8323,23223,-18423
2011-12-08,338000.0,339500.0,121403.0,13.68,-650,2464,415
2011-12-09,331000.0,330500.0,161022.0,13.32,34787,-8492,-22382
2011-12-12,339500.0,338000.0,126436.0,13.62,-38910,4215,27717
2011-12-13,330000.0,326500.0,190362.0,13.16,53184,-44343,-5456
2011-12-14,326000.0,320000.0,158789.0,12.89,33502,-33427,-1681
2011-12-15,311000.0,301500.0,312988.0,12.15,153553,-102108,-46067
2011-12-16,306000.0,302000.0,253858.0,12.17,68283,-63270,8745
2011-12-19,299000.0,290500.0,205445.0,11.71,2661,-11566,1905
2011-12-20,291000.0,292500.0,115250.0,11.79,22562,-14133,-14224
2011-12-21,304000.0,300000.0,207786.0,12.09,31470,-34603,197
2011-12-22,296500.0,291500.0,216292.0,11.75,72553,-20918,-48804
2011-12-23,295500.0,306000.0,199526.0,12.33,-72351,19948,53482
2011-12-26,311000.0,303500.0,89038.0,12.23,2347,4552,-5964
2011-12-27,301500.0,300000.0,127471.0,12.09,-43101,24638,15781
2011-12-28,300000.0,303500.0,82303.0,12.23,-22907,37000,-11142
2011-12-29,300000.0,298000.0,101136.0,12.01,1979,17415,-12151
2012-01-02,299000.0,298500.0,65473.0,9.72,-3043,13589,-5519
2012-01-03,303000.0,312000.0,175393.0,10.16,-81173,39022,35145
2012-01-04,316000.0,314500.0,183676.0,10.24,-64165,19228,52553
2012-01-05,316000.0,319500.0,141073.0,10.41,-44579,27568,18514
2012-01-06,317000.0,309500.0,128704.0,10.08,38673,-7604,-28533
2012-01-09,307000.0,303000.0,108409.0,9.87,33696,11674,-38641
2012-01-10,305500.0,313000.0,116816.0,10.19,-34426,18837,10395
2012-01-11,312000.0,314000.0,161349.0,10.23,-4089,40970,-43444
2012-01-12,311000.0,327000.0,227475.0,10.65,-76830,57031,23519
2012-01-13,327000.0,324500.0,134442.0,10.57,-2383,15927,-18188
2012-01-16,319500.0,326500.0,131823.0,10.63,-18631,10739,8668
2012-01-17,332000.0,341000.0,204977.0,11.11,-80878,36636,31820
2012-01-18,339000.0,346500.0,302477.0,11.29,-19734,53632,-36057
2012-01-19,347000.0,344000.0,180279.0,11.2,-11521,6259,4361
2012-01-20,346000.0,367000.0,255954.0,11.95,-72046,28013,39987
2012-01-25,371000.0,362500.0,304314.0,11.81,43401,-99370,61584
2012-01-26,362000.0,362500.0,209351.0,11.81,22874,-11036,-19084
2012-01-27,359000.0,360500.0,168414.0,11.74,10905,23143,-37365
2012-01-30,358000.0,353000.0,175814.0,11.5,7850,-19875,13273
2012-01-31,353000.0,366500.0,208654.0,11.94,-34877,30309,-4289
2012-02-01,364500.0,368500.0,157924.0,12.0,-2641,9855,-18410
2012-02-02,377000.0,376000.0,268084.0,12.25,-32365,-7492,45192
2012-02-03,376000.0,387500.0,192502.0,12.62,-75370,27551,46944
2012-02-06,395000.0,372500.0,254182.0,12.13,29603,28078,-53929
2012-02-07,373500.0,369500.0,153481.0,12.04,25792,-29494,-4093
2012-02-08,372000.0,381500.0,204765.0,12.43,-14569,42500,-23299
2012-02-09,383500.0,395000.0,231802.0,12.87,-29896,16001,21320
2012-02-10,393000.0,384000.0,174468.0,12.51,21446,-5155,-3280
2012-02-13,384000.0,382000.0,186176.0,12.44,35142,-7644,-19658
2012-02-14,376500.0,376500.0,158033.0,12.26,39331,8422,-34852
2012-02-15,376500.0,383000.0,132853.0,12.48,-14776,-18023,31319
2012-02-16,374500.0,369000.0,188885.0,12.02,58428,-34851,-24873
2012-02-17,376500.0,366500.0,195616.0,11.94,23747,-30206,4660
2012-02-20,381000.0,380500.0,198904.0,12.39,-79226,30675,52674
2012-02-21,380500.0,374000.0,178823.0,12.18,44575,-29597,-15507
2012-02-22,372500.0,373500.0,277670.0,12.17,61955,-42158,-19410
2012-02-23,364000.0,358000.0,256690.0,11.66,123136,-67310,-55551
2012-02-24,360000.0,359000.0,204637.0,11.69,39026,-29821,-12742
2012-02-27,359000.0,345000.0,265187.0,11.24,53411,-6710,-45017
2012-02-28,344500.0,355000.0,234170.0,11.56,11350,14533,-30251
2012-02-29,358000.0,354000.0,178118.0,11.53,-2475,50104,-42080
2012-03-02,358000.0,359000.0,161354.0,11.69,-7444,35069,-19007
2012-03-05,356000.0,342000.0,326383.0,11.14,159505,-109680,-56811
2012-03-06,340000.0,346000.0,294561.0,11.27,18977,20270,-36056
2012-03-07,338000.0,339000.0,285930.0,11.04,26940,40256,-66583
2012-03-08,340500.0,342500.0,252891.0,11.16,54499,-2783,-50792
2012-03-09,345000.0,339500.0,212834.0,11.06,41451,-13913,-31344
2012-03-12,337000.0,319500.0,522708.0,10.41,211012,-199793,-8981
2012-03-13,321500.0,322000.0,359093.0,10.49,91399,-47670,-22301
2012-03-14,329500.0,325000.0,280909.0,10.59,-31238,1320,32401
2012-03-15,320500.0,317500.0,482485.0,10.34,100279,-73226,-34662
2012-03-16,318500.0,321500.0,214097.0,10.47,-18253,15129,11437
2012-03-19,324000.0,322000.0,163215.0,10.49,5970,-17416,10840
2012-03-20,321000.0,322500.0,242388.0,10.5,-42599,17900,23731
2012-03-21,321000.0,313000.0,271264.0,10.19,81119,-77028,12093
2012-03-22,313000.0,306500.0,337575.0,9.98,97255,-96777,2
2012-03-23,305500.0,320500.0,289595.0,10.44,-52375,64746,-13382
2012-03-26,321500.0,316500.0,242092.0,10.31,-15866,-6433,18547
2012-03-27,322000.0,318000.0,184416.0,10.36,-2664,10172,-8277
2012-03-28,318000.0,318500.0,238299.0,10.37,-39141,64560,-21768
2012-03-29,320500.0,323000.0,308381.0,10.52,871,37928,-36450
2012-03-30,324000.0,336500.0,664517.0,10.96,-312144,243841,68957
2012-04-02,340000.0,338000.0,242120.0,11.01,-53802,62042,-3069
2012-04-03,341000.0,335500.0,338889.0,10.93,20480,33165,-55914
2012-04-04,334000.0,318500.0,471051.0,10.37,176672,-181393,-3520
2012-04-05,314000.0,318500.0,363309.0,10.37,86312,-79206,-3647
2012-04-06,318000.0,326500.0,311087.0,10.63,-63196,45026,20929
2012-04-09,325000.0,318500.0,300104.0,10.37,4410,7403,-10548
2012-04-10,320500.0,327500.0,399604.0,10.67,-123699,144692,-6951
2012-04-12,330500.0,335500.0,258968.0,10.93,-61924,96566,-28864
2012-04-13,341500.0,335000.0,334568.0,10.91,-37315,6640,32902
2012-04-16,330500.0,327500.0,141356.0,10.67,42913,-25776,-14479
2012-04-17,329000.0,322500.0,276478.0,10.5,72257,-46741,-23813
2012-04-18,328000.0,318000.0,267354.0,10.36,73961,-79077,10937
2012-04-19,317500.0,321000.0,173875.0,10.46,12002,-15734,7175
2012-04-20,305000.0,294500.0,1042707.0,9.59,319571,-348039,42251
2012-04-23,297000.0,297500.0,308219.0,9.69,-83635,-8712,96211
2012-04-24,293000.0,284000.0,464130.0,9.25,124784,-23899,-92978
2012-04-25,284000.0,280500.0,400844.0,9.14,46270,-24605,-22401
2012-04-26,283500.0,278500.0,249572.0,9.07,-18254,-7702,21011
2012-04-27,280000.0,267500.0,520055.0,8.71,62531,-92960,43149
2012-04-30,271000.0,272000.0,650688.0,8.86,31527,-68743,67140
2012-05-02,275500.0,285500.0,508360.0,9.3,-48952,112708,-71568
2012-05-03,285000.0,281500.0,266386.0,9.17,57672,-18808,-43450
2012-05-04,277500.0,286500.0,359492.0,9.33,-35365,59729,-23418
2012-05-07,280000.0,273000.0,246474.0,8.89,27611,20593,-47881
2012-05-08,277000.0,278000.0,176358.0,9.05,-20934,15384,6781
2012-05-09,275000.0,259500.0,553871.0,8.45,244453,-208369,-11851
2012-05-10,257500.0,261500.0,442104.0,8.52,92277,-133492,57710
2012-05-11,259500.0,252000.0,396323.0,8.21,87127,-141645,72518
2012-05-14,257000.0,249500.0,368002.0,8.13,33040,-44539,13923
2012-05-15,243500.0,240000.0,660325.0,7.82,168334,-197618,36316
2012-05-16,235500.0,235500.0,462634.0,7.67,22311,-10597,-16595
2012-05-17,238500.0,245000.0,406053.0,7.98,-22856,26624,226
2012-05-18,239000.0,240500.0,403490.0,7.83,-28859,-12231,37061
2012-05-21,246500.0,241000.0,338521.0,7.85,55178,-72451,18124
2012-05-22,245500.0,246000.0,293765.0,8.01,-25034,-16293,44473
2012-05-23,244000.0,237000.0,203281.0,7.72,28041,-24768,-4888
2012-05-24,236500.0,234500.0,248470.0,7.64,26501,-30840,9084
2012-05-25,236000.0,248000.0,408685.0,8.08,-101035,34320,60456
2012-05-29,247500.0,263000.0,516664.0,8.57,-193351,83641,80581
2012-05-30,261000.0,255000.0,284116.0,8.31,51513,-25854,-20282
2012-05-31,249000.0,250000.0,351398.0,8.14,80488,-40167,-40642
2012-06-01,247000.0,240500.0,284222.0,7.83,72450,-33195,-34714
2012-06-04,228000.0,223000.0,529020.0,7.26,151842,-182842,17539
2012-06-05,225500.0,222000.0,444708.0,7.23,94483,-70857,-28238
2012-06-07,230500.0,224500.0,410820.0,7.31,55130,-36114,-28951
2012-06-08,233000.0,227000.0,400824.0,7.39,-35966,79449,-45527
2012-06-11,233000.0,243000.0,415708.0,7.91,-99182,108946,-9745
2012-06-12,235500.0,234000.0,408760.0,7.62,154845,-99338,-55074
2012-06-13,237000.0,227000.0,537491.0,7.39,125457,-145132,26137
2012-06-14,225000.0,228000.0,269440.0,7.43,33503,-4560,-27646
2012-06-15,230000.0,228000.0,346095.0,7.43,21806,-29834,4788
2012-06-18,237000.0,236000.0,408844.0,7.69,-75665,58223,17667
2012-06-19,234500.0,237500.0,345371.0,7.74,-59271,11477,46836
2012-06-20,242000.0,244000.0,423435.0,7.95,-143538,62774,87200
2012-06-21,242500.0,236000.0,336996.0,7.69,79335,-103851,32674
2012-06-22,229000.0,230000.0,271518.0,7.49,69349,-62060,8303
2012-06-25,231000.0,230000.0,219464.0,7.49,7197,9978,-17018
2012-06-26,229500.0,230500.0,216757.0,7.51,22844,17232,-41372
2012-06-27,231500.0,234000.0,209571.0,7.62,-38397,31424,3850
2012-06-28,236000.0,230500.0,146709.0,7.51,28394,-4390,-24769
2012-06-29,228000.0,236500.0,192984.0,7.7,-28289,-9579,24998
2012-07-02,241500.0,238500.0,311540.0,7.77,-120841,95510,15028
2012-07-03,241500.0,250500.0,457328.0,8.16,-216446,219256,-10667
2012-07-04,250500.0,246500.0,332106.0,8.03,-55825,45147,9351
2012-07-05,247000.0,252500.0,326102.0,8.22,-105268,125556,-24134
2012-07-06,256000.0,253000.0,248905.0,8.24,-41131,71775,-30821
2012-07-09,248000.0,245000.0,170696.0,7.98,-296,-15861,10035
2012-07-10,246000.0,241000.0,140866.0,7.85,15950,-11522,-6826
2012-07-11,238000.0,243500.0,209786.0,7.93,25041,18281,-53403
2012-07-12,244000.0,238500.0,134575.0,7.77,5251,-314,265
2012-07-13,239000.0,240000.0,274449.0,7.82,2706,39386,-51827
2012-07-16,244000.0,244000.0,189197.0,7.95,-36472,58254,-22310
2012-07-17,242500.0,254000.0,451026.0,8.27,-169376,144862,18653
2012-07-18,255000.0,253500.0,315915.0,8.26,-79525,58921,21761
2012-07-19,258000.0,256500.0,261112.0,8.35,-46644,31451,16879
2012-07-20,256500.0,255500.0,135007.0,8.32,-10447,26889,-17387
2012-07-23,250500.0,245000.0,218271.0,7.98,59904,-65848,7549
2012-07-24,235000.0,231000.0,758833.0,7.52,205590,-224812,14837
2012-07-25,225000.0,224000.0,376403.0,7.3,64609,-77596,20488
2012-07-26,225500.0,229000.0,311866.0,7.46,-42603,55364,-8195
2012-07-27,235000.0,232000.0,208648.0,7.56,-29681,25570,7185
2012-07-30,235000.0,233500.0,170050.0,7.61,-36256,33765,2194
2012-07-31,233500.0,238500.0,226074.0,7.77,-30208,14210,14763
2012-08-01,235500.0,236500.0,141872.0,7.7,11542,-27543,17437
2012-08-02,234500.0,236000.0,140775.0,7.69,-3196,-15686,21425
2012-08-03,232000.0,231500.0,178071.0,7.54,24186,-36159,18675
2012-08-06,237000.0,245500.0,385639.0,8.0,-108878,115976,-2619
2012-08-07,246500.0,248500.0,232738.0,8.09,-72140,60588,13668
2012-08-08,249000.0,246500.0,194267.0,8.03,-58014,11641,45636
2012-08-09,246000.0,256000.0,452577.0,8.34,-157161,90917,66990
2012-08-10,257500.0,258000.0,330978.0,8.4,-40510,9548,31429
2012-08-13,258500.0,251500.0,240892.0,8.19,45253,-59790,15479
2012-08-14,251500.0,253500.0,323944.0,8.26,41046,-62145,4408
2012-08-16,256000.0,258000.0,248034.0,8.4,-29483,8181,24330
2012-08-17,261500.0,262500.0,298740.0,8.55,-83447,26616,60703
2012-08-20,265000.0,259500.0,177339.0,8.45,13861,6875,-22483
2012-08-21,260000.0,255000.0,233494.0,8.31,58523,-87190,14180
2012-08-22,255500.0,256000.0,173838.0,8.34,-1408,-37567,38650
2012-08-23,256000.0,252000.0,234011.0,8.21,54152,-69271,21659
2012-08-24,247500.0,247500.0,178078.0,8.06,29166,-3984,-22772
2012-08-27,248500.0,250500.0,152569.0,8.16,-4083,5921,-2862
2012-08-28,249000.0,246500.0,238530.0,8.03,45836,-9492,-39753
2012-08-29,247000.0,244000.0,177409.0,7.95,61866,-57580,4830
2012-08-30,243500.0,234500.0,373717.0,7.64,127630,-58251,-73653
2012-08-31,234000.0,234000.0,208471.0,7.62,68878,-34777,-34434
2012-09-03,236000.0,240000.0,217310.0,7.82,-252,62821,-59690
2012-09-04,239500.0,242500.0,128414.0,7.9,-32810,16858,16738
2012-09-05,240500.0,237000.0,148318.0,7.72,17540,-30051,12088
2012-09-06,236500.0,236000.0,175365.0,7.69,28188,-44848,18118
2012-09-07,243000.0,251000.0,456230.0,8.18,-89763,54605,29460
2012-09-10,251000.0,249000.0,144248.0,8.11,-28960,17125,15915
2012-09-11,247000.0,243500.0,184292.0,7.93,20892,-48277,25345
2012-09-12,246000.0,246500.0,161442.0,8.03,-2327,-12336,18366
2012-09-13,245000.0,243500.0,199788.0,7.93,40292,-60149,17159
2012-09-14,254500.0,257000.0,515084.0,8.37,-159981,101253,66919
2012-09-17,260000.0,264000.0,435967.0,8.6,-127765,68465,57487
2012-09-18,262500.0,266000.0,237382.0,8.66,-34097,188,34599
2012-09-19,266000.0,267000.0,201708.0,8.7,14125,-19476,5472
2012-09-20,263500.0,259000.0,212146.0,8.44,-11426,2118,10877
2012-09-21,260000.0,262500.0,123661.0,8.55,-4360,2876,1230
2012-09-24,259000.0,256000.0,181308.0,8.34,54531,-45010,-8036
2012-09-25,253000.0,256500.0,222739.0,8.35,-36524,26846,10187
2012-09-26,254000.0,254000.0,147786.0,8.27,32389,-16633,-15702
2012-09-27,250500.0,263000.0,238514.0,8.57,-61176,56959,4307
2012-09-28,264500.0,265500.0,286749.0,8.65,-76268,120734,-44058
2012-10-02,264500.0,262500.0,131988.0,8.55,6969,-1343,-7391
2012-10-04,261000.0,255500.0,256806.0,8.32,79582,-22814,-56321
2012-10-05,257500.0,252000.0,177318.0,8.21,58549,-35147,-15908
2012-10-08,252500.0,244500.0,254535.0,7.96,79530,-44327,-30931
2012-10-09,243500.0,243000.0,149786.0,7.91,45114,-20060,-24561
2012-10-10,240000.0,240500.0,137537.0,7.83,28354,-22719,-3211
2012-10-11,239000.0,242500.0,182097.0,7.9,19743,-32514,13652
2012-10-12,241000.0,240500.0,131123.0,7.83,5153,-10155,5159
2012-10-15,239500.0,240500.0,139533.0,7.83,-10834,-15372,26553
2012-10-16,243000.0,244000.0,148663.0,7.95,-23819,26143,-2427
2012-10-17,248000.0,249000.0,169706.0,8.11,-49423,10141,38673
2012-10-18,250000.0,250500.0,114446.0,8.16,-30809,26321,5746
2012-10-19,253000.0,253000.0,132162.0,8.24,-34726,49255,-13427
2012-10-22,246000.0,246500.0,145366.0,8.03,17018,-23190,1572
2012-10-23,244500.0,241500.0,125345.0,7.87,18981,-47152,28878
2012-10-24,234500.0,229000.0,591231.0,7.46,133224,-144755,12534
2012-10-25,227500.0,222500.0,362864.0,7.25,111000,-127035,17772
2012-10-26,222500.0,218500.0,225941.0,7.12,-79,-16200,17291
2012-10-29,219500.0,219500.0,122323.0,7.15,-5244,-30652,35863
2012-10-30,218000.0,220500.0,117729.0,7.18,-16686,-19749,35859
2012-10-31,223500.0,223000.0,114863.0,7.26,-201,8867,-11461
2012-11-01,222000.0,220500.0,124817.0,7.18,10121,-32787,21732
2012-11-02,225000.0,228500.0,217277.0,7.44,-44316,48990,1409
2012-11-05,227000.0,229000.0,131955.0,7.46,-28648,-14272,42445
2012-11-06,227500.0,231500.0,112304.0,7.54,-8276,-19814,27655
2012-11-07,233000.0,229000.0,113947.0,7.46,17179,-41749,24373
2012-11-08,222500.0,222500.0,263696.0,7.25,78942,-80904,1941
2012-11-09,218500.0,219500.0,154748.0,7.15,50202,-15060,-35054
2012-11-12,217000.0,214500.0,196303.0,6.99,104,-12745,12481
2012-11-13,213000.0,204000.0,370638.0,6.64,32390,-38400,5516
2012-11-14,203000.0,202000.0,308006.0,6.58,24449,-13931,-6805
2012-11-15,196500.0,197500.0,175000.0,6.43,20829,16459,-34483
2012-11-16,195000.0,195000.0,235713.0,6.35,29714,-4842,-24825
2012-11-19,196000.0,196000.0,150523.0,6.38,23479,-2058,-21411
2012-11-20,200000.0,199000.0,154063.0,6.48,-25146,14278,13481
2012-11-21,199000.0,194000.0,190399.0,6.32,1271,-51911,48411
2012-11-22,196500.0,192000.0,227091.0,6.25,46896,-92716,45297
2012-11-23,192500.0,191000.0,270267.0,6.22,32876,-92872,59717
2012-11-26,193500.0,193500.0,118208.0,6.3,-13084,-3353,15132
2012-11-27,194000.0,205000.0,351475.0,6.68,-57973,-11908,66406
2012-11-28,203000.0,205500.0,184054.0,6.69,-24241,-9775,35658
2012-11-29,209000.0,212500.0,378267.0,6.92,-21158,18865,3365
2012-11-30,212500.0,214500.0,130415.0,6.99,-15102,18502,-10716
2012-12-03,215000.0,211000.0,115172.0,6.87,3366,-9343,6137
