Symbol,·Ôµ¥ÄÉ¹ÌÄ®_½Ã°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_Á¾°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_°Å·¡·®(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_PER(IFRS-¿¬°á),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2005-02-28,55900.0,55200.0,219594.0,3.31,-4446,64626,-58390
2005-03-02,55200.0,53000.0,359591.0,3.18,103535,-38955,-86190
2005-03-03,53500.0,54700.0,203012.0,3.28,-17615,-7195,23080
2005-03-04,55900.0,58500.0,403663.0,3.5,-119100,12900,103490
2005-03-07,58500.0,58800.0,381413.0,3.52,-86817,-13283,98440
2005-03-08,59900.0,57800.0,258200.0,3.46,1050,2630,11450
2005-03-09,57700.0,60000.0,321110.0,3.59,-69812,31522,37530
2005-03-10,60100.0,57400.0,882097.0,3.44,115162,-30592,-70400
2005-03-11,57800.0,57300.0,265548.0,3.43,-9308,14052,-404
2005-03-14,57300.0,56000.0,155858.0,3.36,41365,-26635,-14500
2005-03-15,56100.0,55100.0,256293.0,3.3,24785,-28595,6020
2005-03-16,55100.0,55600.0,205858.0,3.33,16581,6882,-25173
2005-03-17,55000.0,54100.0,285808.0,3.24,73533,-11803,-62960
2005-03-18,54800.0,53000.0,238248.0,3.18,42428,-8943,-29455
2005-03-21,53900.0,52800.0,201592.0,3.16,34363,-7833,-22630
2005-03-22,52400.0,53200.0,174343.0,3.19,23273,-13623,-8170
2005-03-23,52600.0,50300.0,329891.0,3.01,129177,-73247,-30350
2005-03-24,50500.0,51100.0,320319.0,3.06,88369,-51179,-13610
2005-03-25,51700.0,52700.0,237300.0,3.16,10470,-24060,23550
2005-03-28,52600.0,51800.0,182425.0,3.1,54642,-5842,-26170
2005-03-29,51500.0,50000.0,338560.0,3.0,220390,-104840,-69190
2005-03-30,49600.0,51000.0,195663.0,3.06,27596,-49496,29260
2005-03-31,51700.0,52000.0,285755.0,3.12,-83410,-8080,96980
2005-04-01,52000.0,52400.0,134734.0,3.14,1071,-10291,9160
2005-04-04,52400.0,50500.0,243504.0,3.03,1100,-26560,29180
2005-04-06,51000.0,51300.0,551997.0,3.07,5010,-12020,17340
2005-04-07,51900.0,52700.0,228400.0,3.16,-62254,30074,30990
2005-04-08,53000.0,52900.0,181536.0,3.17,-17494,-28140,48614
2005-04-11,52000.0,50900.0,210777.0,3.05,134363,-62293,-73790
2005-04-12,50900.0,50100.0,205766.0,3.0,105470,-10980,-90070
2005-04-13,50300.0,49850.0,233495.0,2.99,48510,-34690,-12920
2005-04-14,49000.0,48350.0,354367.0,2.9,98651,-80531,-12770
2005-04-15,47800.0,47200.0,275305.0,2.83,77865,-82540,3975
2005-04-18,46500.0,46500.0,346622.0,2.79,-29480,11900,33520
2005-04-19,46750.0,47350.0,270043.0,2.84,-14739,10299,26400
2005-04-20,47550.0,48200.0,144689.0,2.89,-42130,-20610,67520
2005-04-21,47800.0,47250.0,203118.0,2.83,51050,13300,-70100
2005-04-22,48200.0,48300.0,206388.0,2.89,-70522,-3880,76760
2005-04-25,48300.0,47550.0,83648.0,2.85,-5580,12200,-11690
2005-04-26,48500.0,48100.0,173212.0,2.88,-71691,-12529,85640
2005-04-27,47900.0,47400.0,132144.0,2.84,-13720,-11630,30660
2005-04-28,48200.0,46400.0,107582.0,2.78,9060,10,-10990
2005-04-29,46000.0,44550.0,259534.0,2.67,-200,-17050,19040
2005-05-02,45000.0,44700.0,137263.0,2.68,1530,-66760,67750
2005-05-03,45300.0,46000.0,215520.0,2.76,-34670,-1450,35780
2005-05-04,46000.0,47250.0,118878.0,2.83,-36900,23730,13860
2005-05-06,47250.0,47200.0,95560.0,2.83,4790,-1870,-2880
2005-05-09,47200.0,46000.0,123154.0,2.76,21381,-45691,-10970
2005-05-10,46500.0,46150.0,184678.0,2.76,-7530,-7830,15460
2005-05-11,45800.0,45000.0,118891.0,2.7,22861,-20921,-41650
2005-05-12,44700.0,44000.0,214833.0,2.64,81665,-43690,-36155
2005-05-13,43400.0,41600.0,332698.0,2.49,135133,-69830,-62930
2005-05-16,42050.0,40750.0,219036.0,2.44,41720,-240,-42150
2005-05-17,40500.0,38800.0,549995.0,2.32,195720,-53140,-143770
2005-05-18,38500.0,38900.0,647735.0,2.33,134750,48150,-183800
2005-05-19,39750.0,40950.0,760291.0,2.45,-29054,18894,1620
2005-05-20,40300.0,40400.0,333807.0,2.42,-1220,44237,-64170
2005-05-23,40400.0,39900.0,204130.0,2.39,6550,21800,-31650
2005-05-24,40450.0,40700.0,170563.0,2.44,5653,-4823,-1420
2005-05-25,40500.0,40500.0,152812.0,2.43,12150,-9830,-3240
2005-05-26,40300.0,39950.0,203270.0,2.39,64130,-18370,-51820
2005-05-27,40200.0,40400.0,184519.0,2.42,6879,9491,-22800
2005-05-30,40800.0,39500.0,233299.0,2.37,76234,-30793,-36770
2005-05-31,39550.0,39750.0,157687.0,2.38,18287,-46697,27070
2005-06-01,39900.0,40000.0,197416.0,2.4,46290,-31520,-18160
2005-06-02,40600.0,42100.0,508782.0,2.52,-110776,-41454,185630
2005-06-03,42350.0,41650.0,192393.0,2.5,5213,-11613,7200
2005-06-07,42000.0,41900.0,116694.0,2.51,-20483,-14747,37510
2005-06-08,42350.0,44100.0,345742.0,2.64,-150866,-4744,163040
2005-06-09,44100.0,43700.0,253161.0,2.62,45971,-2391,-39040
2005-06-10,43900.0,43700.0,132387.0,2.62,-1220,10790,-5220
2005-06-13,43600.0,42700.0,152311.0,2.56,-9018,5460,4258
2005-06-14,43300.0,43550.0,149913.0,2.61,-65527,5067,63310
2005-06-15,43500.0,44600.0,162078.0,2.67,-59912,-11748,68430
2005-06-16,44950.0,44700.0,164692.0,2.68,-65141,-2579,67010
2005-06-17,44800.0,44500.0,110187.0,2.67,-17603,-4367,20590
2005-06-20,44900.0,43900.0,64307.0,2.63,-10656,-6634,17210
2005-06-21,44200.0,44400.0,100116.0,2.66,-34827,4447,29980
2005-06-22,44450.0,45650.0,200091.0,2.74,-85977,-14383,101700
2005-06-23,45650.0,45700.0,87981.0,2.74,-9752,-4538,20360
2005-06-24,45400.0,44000.0,246515.0,2.64,47434,-19454,-27900
2005-06-27,43300.0,42200.0,182955.0,2.53,56205,-19235,-21010
2005-06-28,41700.0,42300.0,159107.0,2.53,-1154,14550,-14346
2005-06-29,42600.0,43000.0,135069.0,2.58,-25325,-12805,39910
2005-06-30,42700.0,43250.0,89952.0,2.59,-23913,-9987,33570
2005-07-01,43250.0,44000.0,122088.0,2.64,-36010,-12534,48450
2005-07-04,44000.0,43200.0,142608.0,2.59,34901,-3241,-29580
2005-07-05,43200.0,43200.0,47127.0,2.59,-9783,-11227,21120
2005-07-06,43500.0,44350.0,246732.0,2.66,-89701,7181,78680
2005-07-07,44350.0,45200.0,152420.0,2.71,-56242,12902,45900
2005-07-08,45400.0,45400.0,233410.0,2.72,-70263,14523,56720
2005-07-11,46000.0,46600.0,211222.0,2.79,-25328,-22892,52460
2005-07-12,47600.0,48500.0,303641.0,2.91,-107276,441,112825
2005-07-13,48500.0,48250.0,239230.0,2.89,-45034,-5596,57740
2005-07-14,48500.0,47750.0,185841.0,2.86,-23666,17446,10160
2005-07-15,47750.0,46450.0,163900.0,2.78,21237,-22597,950
2005-07-18,46700.0,47100.0,57402.0,2.82,5354,-2149,-2840
2005-07-19,47100.0,48000.0,62097.0,2.88,-27803,6543,20550
2005-07-20,48000.0,48000.0,91783.0,2.88,-29628,1898,44260
2005-07-21,48100.0,47600.0,67266.0,2.85,-10973,-14317,26650
2005-07-22,46900.0,47300.0,57860.0,2.83,-39630,17540,15620
2005-07-25,47300.0,47100.0,100630.0,2.82,-1188,-1592,1740
2005-07-26,46900.0,47000.0,114591.0,2.82,2982,-9022,8050
2005-07-27,47000.0,46800.0,114121.0,2.8,8410,-5930,-1740
2005-07-28,46800.0,46600.0,122091.0,2.79,26946,-3396,-21330
2005-07-29,47000.0,45500.0,224911.0,2.73,115211,-22111,-91210
2005-08-01,45950.0,45700.0,116910.0,2.74,19030,-14860,-720
2005-08-02,45550.0,46250.0,102097.0,2.77,1650,-3620,4720
2005-08-03,46000.0,46150.0,113120.0,2.76,-5197,8177,-1600
2005-08-04,45800.0,47700.0,192942.0,2.86,-73618,51952,17350
2005-08-05,47000.0,46100.0,126710.0,2.76,-6720,35390,-63600
2005-08-08,46100.0,45500.0,39748.0,2.73,-8382,6592,2050
2005-08-09,45100.0,45050.0,104277.0,2.7,33108,-4218,-23070
2005-08-10,45350.0,44600.0,112427.0,2.67,33869,-6989,-26650
2005-08-11,44400.0,44300.0,256110.0,2.65,131160,21420,-146850
2005-08-12,45300.0,47750.0,381247.0,2.86,-87298,58218,-23480
2005-08-16,49000.0,46750.0,226713.0,2.8,25070,9070,-44580
2005-08-17,46100.0,48000.0,200197.0,2.88,-36865,10155,25090
2005-08-18,48200.0,47550.0,197240.0,2.85,-54210,-14790,69090
2005-08-19,47200.0,48500.0,168500.0,2.91,-50983,7643,45430
2005-08-22,48900.0,50200.0,305312.0,3.01,-87993,26223,64640
2005-08-23,50700.0,50700.0,192590.0,3.04,-8317,31727,-20670
2005-08-24,50700.0,49800.0,222953.0,2.98,-3247,3737,-830
2005-08-25,49500.0,49900.0,139071.0,2.99,7632,-7532,1560
2005-08-26,49800.0,51200.0,240713.0,3.07,-111880,49410,52560
2005-08-29,50200.0,49700.0,99848.0,2.98,-4457,16947,-11740
2005-08-30,50500.0,52600.0,246396.0,3.15,-105389,429,106920
2005-08-31,52600.0,54000.0,311782.0,3.24,-147339,2149,156720
2005-09-01,54100.0,52000.0,1994059.0,3.12,149839,71381,-222260
2005-09-02,52400.0,52300.0,152481.0,3.13,-9207,20097,-10100
2005-09-05,52500.0,50700.0,149244.0,3.04,-728,-8842,50
2005-09-06,50300.0,51100.0,222095.0,3.06,-32975,31425,-3330
2005-09-07,51900.0,51700.0,142812.0,3.1,-6718,42868,-40590
2005-09-08,51800.0,52000.0,203810.0,3.12,-29684,15184,25290
2005-09-09,52400.0,52100.0,101764.0,3.12,-11289,46769,-36040
2005-09-12,52700.0,52900.0,129247.0,3.17,-12779,8419,-1290
2005-09-13,52700.0,51200.0,213381.0,3.07,45061,-18381,74900
2005-09-14,51400.0,51100.0,170467.0,3.06,57627,-37987,-19450
2005-09-15,50700.0,48850.0,223369.0,2.93,125204,-80264,-43780
2005-09-16,48600.0,49000.0,121002.0,2.94,28687,-23597,-5360
2005-09-20,49500.0,49800.0,167350.0,2.98,-5890,-13260,27160
2005-09-21,49500.0,49000.0,158761.0,2.94,50700,-38410,-8460
2005-09-22,50300.0,51300.0,382242.0,3.07,38080,58430,-98000
2005-09-23,51500.0,51300.0,274290.0,3.07,-79535,40685,47790
2005-09-26,51300.0,51700.0,222727.0,3.1,-25645,63075,-35100
2005-09-27,52000.0,51200.0,201723.0,3.07,8230,-4600,-5310
2005-09-28,51600.0,51800.0,162512.0,3.1,-15100,19640,-4680
2005-09-29,52500.0,52200.0,285850.0,3.13,16200,-18970,-610
2005-09-30,52700.0,52000.0,189438.0,3.12,-46351,-7519,53820
2005-10-04,53000.0,54700.0,904781.0,3.28,-151958,137168,9640
2005-10-05,54700.0,53100.0,154520.0,3.18,-6469,-7701,14310
2005-10-06,53000.0,52900.0,105791.0,3.17,-3130,4858,-818
2005-10-07,52600.0,52800.0,115866.0,3.16,-22930,9580,13350
2005-10-10,52800.0,57000.0,418172.0,3.42,-267220,330090,-75060
2005-10-11,56700.0,57800.0,220570.0,3.46,-66000,72990,-15180
2005-10-12,57800.0,55500.0,93400.0,3.33,-522,27922,-29320
2005-10-13,55400.0,55900.0,146183.0,3.35,-13730,27010,-13060
2005-10-14,55700.0,55200.0,78982.0,3.31,7930,-610,-9060
2005-10-17,55100.0,53400.0,91089.0,3.2,-9872,-8358,16540
2005-10-18,53700.0,55000.0,78639.0,3.3,-29840,28050,-5580
2005-10-19,54800.0,53100.0,81900.0,3.18,13480,1210,-14670
2005-10-20,53500.0,54000.0,101077.0,3.24,-22053,1073,23630
2005-10-21,53200.0,54400.0,134033.0,3.26,14403,-17373,2020
2005-10-24,55000.0,52700.0,103012.0,3.16,53862,-29100,-16482
2005-10-25,53400.0,51300.0,191667.0,3.07,68223,-84943,11010
2005-10-26,51300.0,51900.0,149348.0,3.11,-7744,-44876,52530
2005-10-27,51600.0,51500.0,85001.0,3.09,17130,-17760,1170
2005-10-28,50600.0,50500.0,81084.0,3.03,3243,-27683,24860
2005-10-31,51400.0,50400.0,69503.0,3.02,924,-14854,14740
2005-11-01,50700.0,52000.0,94791.0,3.12,-7566,-22504,31110
2005-11-02,52100.0,52300.0,84212.0,3.13,23992,-18512,-7250
2005-11-03,52500.0,52200.0,116041.0,3.13,45700,-27460,-19140
2005-11-04,52500.0,52100.0,81015.0,3.12,138,-5098,8320
2005-11-07,52100.0,51300.0,66107.0,3.07,27176,-29276,5670
2005-11-08,50800.0,50800.0,152474.0,3.04,58780,-57770,8860
2005-11-09,50500.0,50800.0,142571.0,3.04,53844,-60654,24610
2005-11-10,50400.0,50000.0,168389.0,3.0,93477,-77307,-12760
2005-11-11,50200.0,50000.0,235688.0,3.0,104258,-90338,-10380
2005-11-14,50200.0,48500.0,427212.0,2.91,327494,-145678,-116866
2005-11-15,49100.0,49300.0,583800.0,2.95,225320,-45410,-173360
2005-11-16,49100.0,49500.0,240504.0,2.97,27550,-43080,16050
2005-11-17,49500.0,49600.0,155198.0,2.97,7815,-16865,9180
2005-11-18,50000.0,49500.0,255866.0,2.97,43945,-89585,45800
2005-11-21,49300.0,50500.0,300681.0,3.03,-3314,-12756,16410
2005-11-22,50900.0,49750.0,145788.0,2.98,8645,-53055,44460
2005-11-23,49800.0,49950.0,204401.0,2.99,15785,-46555,32930
2005-11-24,50400.0,51100.0,323102.0,3.06,-28444,-31466,74770
2005-11-25,51100.0,50200.0,147600.0,3.01,2009,-34639,24630
2005-11-28,50500.0,51000.0,164380.0,3.06,-31646,-14734,52460
2005-11-29,50900.0,50100.0,156119.0,3.0,-17560,-8700,25040
2005-11-30,50100.0,50100.0,207826.0,3.0,-5510,-5720,9170
2005-12-01,50500.0,51700.0,341813.0,3.1,-17190,4930,11720
2005-12-02,52300.0,52100.0,330020.0,3.12,-40980,-14510,60970
2005-12-05,52300.0,51800.0,141560.0,3.1,4639,-12773,7334
2005-12-06,52500.0,51700.0,107896.0,3.1,-4560,-3130,10340
2005-12-07,51700.0,51900.0,169100.0,3.11,-32120,-24700,58510
2005-12-08,52000.0,52600.0,241231.0,3.15,5081,21349,-9440
2005-12-09,52100.0,51100.0,120892.0,3.06,-7271,18171,-25870
2005-12-12,50800.0,51600.0,97137.0,3.09,-41663,15303,26680
2005-12-13,51500.0,51600.0,101040.0,3.09,1930,-12000,9760
2005-12-14,51900.0,50500.0,162450.0,3.03,56185,-71755,18130
2005-12-15,51000.0,50300.0,129811.0,3.01,3816,-16696,18160
2005-12-16,49900.0,50200.0,92693.0,3.01,-23831,-3559,27680
2005-12-19,49800.0,49250.0,168495.0,2.95,40730,12700,-53780
2005-12-20,49350.0,50100.0,118713.0,3.0,-16997,-2443,19650
2005-12-21,50100.0,49550.0,83940.0,2.97,3122,-642,480
2005-12-22,49600.0,50600.0,127474.0,3.03,-22250,-12950,35760
2005-12-23,50800.0,51100.0,82377.0,3.06,-24200,4620,19620
2005-12-26,51500.0,50700.0,58921.0,3.04,5095,-5245,-500
2005-12-27,50900.0,51500.0,174840.0,3.09,-18090,27110,-860
2005-12-28,51000.0,50300.0,68095.0,3.01,-7270,-15630,23710
2005-12-29,51000.0,50000.0,105038.0,3.0,-15251,-16939,31870
2006-01-02,50500.0,49900.0,90745.0,3.11,12572,-32892,20110
2006-01-03,49900.0,50800.0,122081.0,3.16,-5604,-34116,42280
2006-01-04,51500.0,54900.0,832294.0,3.42,-241374,167704,25110
2006-01-05,55500.0,54200.0,307569.0,3.38,-22078,40808,-22860
2006-01-06,55400.0,56000.0,452544.0,3.49,-145210,158300,-18070
2006-01-09,56800.0,54700.0,152348.0,3.41,-8992,-32098,41190
2006-01-10,55000.0,53000.0,204849.0,3.3,2610,-38890,33360
2006-01-11,53900.0,56000.0,256999.0,3.49,-93220,68360,14710
2006-01-12,55600.0,55800.0,258890.0,3.48,-16320,-11700,21940
2006-01-13,56000.0,59000.0,372931.0,3.67,-18251,10331,-10380
2006-01-16,58600.0,58500.0,107980.0,3.64,-294,3300,-3916
2006-01-17,59100.0,57500.0,284383.0,3.58,-48380,4890,26820
2006-01-18,57000.0,58200.0,241873.0,3.63,-57910,21410,32840
2006-01-19,58200.0,57500.0,95877.0,3.58,2058,12742,-16570
2006-01-20,57000.0,55400.0,259085.0,3.45,8575,-59995,50010
2006-01-23,55400.0,54500.0,150440.0,3.39,-64450,27070,32820
2006-01-24,54700.0,55100.0,94482.0,3.43,-23801,6841,21380
2006-01-25,54500.0,53600.0,146511.0,3.34,48644,-51224,31790
2006-01-26,53700.0,55600.0,116950.0,3.46,5280,-16040,21630
2006-01-27,56200.0,56000.0,154458.0,3.49,1220,-43040,47790
2006-01-31,55500.0,56400.0,138268.0,3.51,-632,-9450,12552
2006-02-01,56100.0,56200.0,123035.0,3.5,-2110,-10050,13170
2006-02-02,57000.0,57500.0,160245.0,3.58,-15800,15900,1650
2006-02-03,56900.0,56800.0,109290.0,3.54,-24740,13870,16260
2006-02-06,56700.0,58700.0,162060.0,3.66,-86850,50640,33660
2006-02-07,58700.0,58500.0,163957.0,3.64,-45690,49640,-4640
2006-02-08,58500.0,57100.0,77251.0,3.56,-11680,-930,7310
2006-02-09,57100.0,57600.0,78370.0,3.59,-3480,-16120,17640
2006-02-10,58100.0,57900.0,73700.0,3.61,-17020,26020,-8860
2006-02-13,57500.0,58300.0,83190.0,3.63,-26800,1850,27970
2006-02-14,58500.0,58600.0,73010.0,3.65,-44510,26210,6350
2006-02-15,58600.0,55600.0,104764.0,3.46,31980,-20100,-10530
2006-02-16,56000.0,55500.0,126730.0,3.46,5710,8850,-9010
2006-02-17,56500.0,56100.0,45210.0,3.49,-11410,-8220,19240
2006-02-20,56100.0,58300.0,68205.0,3.63,-24160,23000,370
2006-02-21,58900.0,57200.0,36980.0,3.56,3520,9050,-9980
2006-02-22,57000.0,57800.0,86952.0,3.6,-13470,-6430,21890
2006-02-23,58100.0,58300.0,67180.0,3.63,-9610,21630,-13980
2006-02-24,59100.0,58900.0,51360.0,3.67,-15780,13370,1780
2006-02-27,58900.0,59700.0,62396.0,3.72,-21460,10660,8080
2006-02-28,60400.0,57300.0,120173.0,3.57,70593,-60543,-10540
2006-03-02,57300.0,57100.0,72899.0,3.56,-780,3610,-2830
2006-03-03,58000.0,57100.0,99257.0,3.56,-19270,-29330,55940
2006-03-06,57800.0,57500.0,112490.0,3.58,2610,-17950,5280
2006-03-07,57500.0,57700.0,71870.0,3.59,-21820,-5760,27270
2006-03-08,58500.0,58600.0,179061.0,3.65,-63950,12960,50360
2006-03-09,59300.0,59000.0,140733.0,3.67,-75752,3862,73130
2006-03-10,59500.0,60000.0,133372.0,3.74,-38640,3240,34920
2006-03-13,60100.0,61000.0,62820.0,3.8,-27447,11447,13180
2006-03-14,62000.0,60400.0,57400.0,3.76,-570,-20940,25430
2006-03-15,60400.0,60800.0,45505.0,3.79,-18441,22141,-5030
2006-03-16,61000.0,59800.0,55144.0,3.72,2450,3330,-7330
2006-03-17,59200.0,58800.0,60255.0,3.66,4740,6120,-12100
2006-03-20,58300.0,59000.0,35173.0,3.67,-16810,8040,8580
2006-03-21,59000.0,59000.0,55732.0,3.67,-8240,-11290,20220
2006-03-22,60000.0,59000.0,62176.0,3.67,-7036,-30830,39750
2006-03-23,58500.0,57500.0,84824.0,3.58,12776,-41316,29520
2006-03-24,57500.0,57000.0,62050.0,3.55,5697,-28227,22280
2006-03-27,56800.0,56200.0,62309.0,3.5,19890,-32350,11640
2006-03-28,56900.0,56000.0,84808.0,3.49,3150,-17990,13790
2006-03-29,56000.0,57800.0,60381.0,3.6,-22140,12230,8300
2006-03-30,58500.0,57800.0,52081.0,3.6,-10380,-460,10170
2006-03-31,58000.0,59000.0,83580.0,3.67,-23456,15076,4120
2006-04-03,59500.0,60000.0,56760.0,3.74,-17540,9890,6200
2006-04-04,60000.0,61000.0,133249.0,3.8,-37630,-23700,92070
2006-04-05,61300.0,62900.0,108741.0,3.92,-57621,5911,55310
2006-04-06,63000.0,63500.0,71290.0,3.96,-18188,8550,7198
2006-04-07,63500.0,63300.0,71850.0,3.94,-17230,8090,8510
2006-04-10,63300.0,62800.0,46760.0,3.91,-4760,16320,-14430
2006-04-11,62800.0,64000.0,90940.0,3.99,-16333,1833,14440
2006-04-12,64000.0,63100.0,38967.0,3.93,-2494,-4576,7170
2006-04-13,63100.0,63000.0,50530.0,3.92,1010,-4270,3720
2006-04-14,62400.0,64200.0,43621.0,4.0,-25260,9360,13220
2006-04-17,63900.0,62400.0,35680.0,3.89,4660,-1940,-3040
2006-04-18,61700.0,60600.0,92662.0,3.77,19040,16310,-37230
2006-04-19,61000.0,60000.0,82058.0,3.74,23436,-9786,-9160
2006-04-20,59900.0,59300.0,85971.0,3.69,1947,4753,-6870
2006-04-21,59300.0,58900.0,156190.0,3.67,28592,12128,-40320
2006-04-24,58400.0,58400.0,147172.0,3.64,8631,-18540,12199
2006-04-25,59000.0,60000.0,104956.0,3.74,-17892,12450,4612
2006-04-26,60800.0,63800.0,107672.0,3.97,-74079,22739,49560
2006-04-27,63500.0,63000.0,57513.0,3.92,-15681,2831,12950
2006-04-28,62200.0,60000.0,77714.0,3.74,4220,-16770,12850
2006-05-02,60000.0,64200.0,100925.0,4.0,-46668,-2366,44244
2006-05-03,63200.0,63000.0,64559.0,3.92,-12321,-8199,21700
2006-05-04,63100.0,61000.0,68467.0,3.8,12800,13470,-23480
2006-05-08,61500.0,60400.0,66500.0,3.76,23492,-24170,5198
2006-05-09,60000.0,60200.0,32870.0,3.75,8040,-10930,3180
2006-05-10,60100.0,60200.0,51230.0,3.75,4730,-8090,12530
2006-05-11,60100.0,62500.0,50716.0,3.89,-15310,4870,8670
2006-05-12,61000.0,59900.0,66098.0,3.73,38053,-25983,-10490
2006-05-15,59000.0,57500.0,77940.0,3.58,52090,-48560,2780
2006-05-16,57700.0,57600.0,60387.0,3.59,-10253,-1107,8440
2006-05-17,57700.0,56900.0,43280.0,3.54,13820,-4850,-8730
2006-05-18,56300.0,55500.0,41610.0,3.46,-5540,5500,730
2006-05-19,56500.0,56500.0,26861.0,3.52,-5899,-3311,9440
2006-05-22,56300.0,56500.0,24269.0,3.52,1651,-8901,7540
2006-05-23,55500.0,53300.0,114134.0,3.32,30068,23682,-56080
2006-05-24,52800.0,53300.0,75401.0,3.32,-721,8391,-6070
2006-05-25,53300.0,50300.0,97808.0,3.13,16831,-8811,-7060
2006-05-26,50700.0,51600.0,108481.0,3.21,-11550,9390,1900
2006-05-29,51700.0,50200.0,89456.0,3.13,23840,-14230,-8310
2006-05-30,49900.0,49100.0,197464.0,3.06,48483,-11813,-29500
2006-06-01,48150.0,49050.0,143210.0,3.06,-16687,13667,3140
2006-06-02,50500.0,50100.0,92148.0,3.12,-6245,8525,-2290
2006-06-05,50100.0,49650.0,96526.0,3.09,-2939,-18099,22148
2006-06-07,49250.0,49050.0,68902.0,3.06,-6560,27320,-20410
2006-06-08,49150.0,47550.0,101664.0,2.96,5896,-30896,28040
2006-06-09,48200.0,47650.0,155230.0,2.97,11387,-6717,74830
2006-06-12,47650.0,47150.0,77320.0,2.94,8550,-2910,-5610
2006-06-13,46850.0,46000.0,60882.0,2.87,-90,-7170,7090
2006-06-14,45050.0,48300.0,30865.0,3.01,-13505,11085,680
2006-06-15,48000.0,47400.0,31503.0,2.95,5467,-16117,11660
2006-06-16,49000.0,48550.0,31260.0,3.02,-980,5610,-5040
2006-06-19,48950.0,46000.0,32116.0,2.87,26013,-20573,-4970
2006-06-20,45900.0,44200.0,41090.0,2.75,20520,-13440,-6680
2006-06-21,44200.0,43200.0,59965.0,2.69,8045,-1760,-6135
2006-06-22,43550.0,43500.0,84430.0,2.71,-1610,1680,-1690
2006-06-23,43500.0,41950.0,55799.0,2.61,22870,-21800,-670
2006-06-26,41900.0,42250.0,94900.0,2.63,-1500,-190,-650
2006-06-27,42700.0,43600.0,32700.0,2.72,-2853,-6917,9830
2006-06-28,43000.0,43800.0,59420.0,2.73,-3950,-11720,17270
2006-06-29,44150.0,46400.0,81514.0,2.89,-15454,19434,-5670
2006-06-30,47300.0,46300.0,41389.0,2.88,-4380,-1120,4740
2006-07-03,46500.0,47200.0,22500.0,2.94,-1100,-8420,10070
2006-07-04,47200.0,47550.0,58111.0,2.96,-4950,-12740,18100
2006-07-05,46100.0,47400.0,35121.0,2.95,-9540,-3290,12880
2006-07-06,47900.0,46800.0,44950.0,2.92,1945,-11295,11020
2006-07-07,47200.0,46000.0,32281.0,2.87,10121,-10871,1200
2006-07-10,46900.0,48200.0,62100.0,3.0,-10623,21990,-13737
2006-07-11,48500.0,49100.0,32534.0,3.06,-11070,-7850,18930
2006-07-12,49100.0,48350.0,43569.0,3.01,-5434,3384,1830
2006-07-13,48100.0,48100.0,48701.0,3.0,5530,-11480,6720
2006-07-14,46500.0,46100.0,44850.0,2.87,18320,-25170,7920
2006-07-18,46100.0,46550.0,27443.0,2.9,8501,5749,-12490
2006-07-19,46600.0,46800.0,40708.0,2.92,-7230,6550,-290
2006-07-20,47350.0,49050.0,41381.0,3.06,-17070,20810,-6240
2006-07-21,48650.0,49050.0,36354.0,3.06,-7690,-10640,18260
2006-07-24,48300.0,49500.0,45070.0,3.08,3060,-3460,1640
2006-07-25,49750.0,50300.0,44070.0,3.13,-25360,14180,9490
2006-07-26,50000.0,49550.0,23887.0,3.09,-1349,6633,-5494
2006-07-27,49550.0,50200.0,56080.0,3.13,-13440,31290,-16750
2006-07-28,49500.0,48700.0,86170.0,3.03,14483,6105,-20988
2006-07-31,49400.0,48150.0,42862.0,3.0,5366,-3535,-1981
2006-08-01,46300.0,47650.0,40929.0,2.97,4070,10180,-14730
2006-08-02,48700.0,47200.0,29221.0,2.94,3130,11800,-15330
2006-08-03,47700.0,46700.0,21688.0,2.91,9625,-5495,-4080
2006-08-04,46950.0,47600.0,24370.0,2.96,-690,8770,-8980
2006-08-07,47700.0,45850.0,70939.0,2.86,45261,-4900,-40161
2006-08-08,45850.0,46350.0,155380.0,2.89,9320,29600,-42350
2006-08-09,46850.0,48700.0,70440.0,3.03,-37340,13930,21500
2006-08-10,48350.0,47500.0,99700.0,2.96,11570,-19730,8930
2006-08-11,47900.0,47800.0,60751.0,2.98,-3030,-7290,10260
2006-08-14,48500.0,47600.0,23626.0,2.96,-5605,8455,-5720
2006-08-16,48500.0,48000.0,55920.0,2.99,-9317,4050,4747
2006-08-17,48000.0,47800.0,40240.0,2.98,330,1340,-1670
2006-08-18,47850.0,47700.0,29429.0,2.97,-120,2680,-3210
2006-08-21,48100.0,47500.0,40301.0,2.96,-15520,-3910,19480
2006-08-22,48300.0,48950.0,59210.0,3.05,-19806,18356,0
2006-08-23,48900.0,47800.0,36386.0,2.98,13590,-17420,4040
2006-08-24,48200.0,47700.0,20418.0,2.97,-2110,-2720,5430
2006-08-25,47700.0,49500.0,80653.0,3.08,-32710,33160,-7060
