Symbol,»ï¾çÈ¦µù½º_½Ã°¡(¿ø),»ï¾çÈ¦µù½º_Á¾°¡(¿ø),»ï¾çÈ¦µù½º_°Å·¡·®(ÁÖ),»ï¾çÈ¦µù½º_PER(IFRS-¿¬°á),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2009-02-18,31600.0,32350.0,35631.0,,-8790,6430,350
2009-02-19,31550.0,32900.0,57379.0,,-3854,2884,-6770
2009-02-20,32500.0,32500.0,22648.0,,-5731,9121,-3350
2009-02-23,32700.0,32750.0,11245.0,,-1108,2118,-1020
2009-02-24,32600.0,34300.0,39154.0,,-7101,9981,-3250
2009-02-25,34500.0,33500.0,25643.0,,2914,-4344,1410
2009-02-26,33500.0,32000.0,22635.0,,-1058,2188,-330
2009-02-27,31400.0,32000.0,13219.0,,-780,870,10
2009-03-02,31200.0,30000.0,25039.0,,1840,4310,-6260
2009-03-03,29400.0,30200.0,15548.0,,-4330,2010,800
2009-03-04,29700.0,30750.0,20550.0,,2125,98,-1353
2009-03-05,30400.0,30700.0,19821.0,,3091,-1631,-200
2009-03-06,30450.0,30900.0,12762.0,,-3130,2460,600
2009-03-09,31500.0,30850.0,19145.0,,2709,-6059,2610
2009-03-10,30500.0,31450.0,29721.0,,-10700,2110,9950
2009-03-11,32000.0,33800.0,24137.0,,-12162,3012,9140
2009-03-12,33800.0,35800.0,49241.0,,-22546,11386,10760
2009-03-13,35800.0,36000.0,26148.0,,-2972,8542,-1480
2009-03-16,35200.0,35200.0,19865.0,,-1247,-863,-1280
2009-03-17,35300.0,35800.0,17958.0,,2650,-2430,-290
2009-03-18,35400.0,35400.0,26812.0,,-7540,1860,5660
2009-03-19,35650.0,35000.0,15122.0,,152,-1812,1590
2009-03-20,34700.0,34850.0,12980.0,,-515,-2975,3420
2009-03-23,34650.0,35000.0,14232.0,,730,-2250,1570
2009-03-24,35300.0,35300.0,16535.0,,3048,-4000,970
2009-03-25,35500.0,34800.0,20999.0,,7580,-6530,-1060
2009-03-26,34700.0,35250.0,20425.0,,209,-1429,1250
2009-03-27,34950.0,35000.0,21636.0,,-2416,8516,-6320
2009-03-30,35000.0,33900.0,15798.0,,4298,-4018,-290
2009-03-31,34150.0,34850.0,16371.0,,-5500,5250,260
2009-04-01,34300.0,34350.0,13919.0,,2070,-1940,-270
2009-04-02,34900.0,35850.0,35665.0,,4249,-1729,-3100
2009-04-03,36250.0,35600.0,32781.0,,-2471,-1680,-4289
2009-04-06,35500.0,35900.0,14257.0,,2348,-799,-1509
2009-04-07,36350.0,37750.0,24050.0,,-6979,-1091,2940
2009-04-08,37750.0,36500.0,10666.0,,-556,956,-440
2009-04-09,36550.0,37150.0,20712.0,,4230,-5040,820
2009-04-10,37300.0,36250.0,26595.0,,9552,-13072,3940
2009-04-13,36300.0,36200.0,15902.0,,4189,-5360,2571
2009-04-14,36200.0,35100.0,40882.0,,19030,-15092,-908
2009-04-15,34700.0,33950.0,26751.0,,8705,-6556,-2029
2009-04-16,34200.0,35100.0,35660.0,,-2384,-7267,381
2009-04-17,34800.0,34250.0,19275.0,,2491,-1062,-1339
2009-04-20,34250.0,34000.0,20915.0,,9790,-10110,50
2009-04-21,33900.0,33950.0,17964.0,,4424,-5504,1160
2009-04-22,34100.0,34300.0,14390.0,,3680,-4650,970
2009-04-23,34700.0,34800.0,20727.0,,2014,-3234,1300
2009-04-24,34950.0,35950.0,21050.0,,-3154,34,2940
2009-04-27,36400.0,35500.0,22488.0,,2980,-3480,500
2009-04-28,35500.0,35900.0,21930.0,,-11710,10880,780
2009-04-29,36300.0,38000.0,36629.0,,-4382,2502,2280
2009-04-30,38500.0,38200.0,30935.0,,-1339,3139,-730
2009-05-04,38200.0,39000.0,25600.0,,-2140,1000,4610
2009-05-06,38400.0,39100.0,20905.0,,980,-4260,3370
2009-05-07,39100.0,38250.0,25970.0,,-6464,6474,30
2009-05-08,39000.0,39850.0,33060.0,,-12960,9190,510
2009-05-11,39800.0,41650.0,34064.0,,-3188,-6780,8890
2009-05-12,41000.0,40600.0,41581.0,,2910,-2530,-350
2009-05-13,40100.0,40000.0,217981.0,,4708,-76458,70250
2009-05-14,39850.0,38850.0,59041.0,,9816,-8800,-3130
2009-05-15,39000.0,38000.0,41686.0,,15955,-5505,-10790
2009-05-18,38000.0,36500.0,45196.0,,17496,-2106,-15210
2009-05-19,36950.0,37600.0,47104.0,,14209,1221,-12770
2009-05-20,37650.0,38700.0,37815.0,,-2720,7940,-6260
2009-05-21,38550.0,39200.0,35375.0,,-4418,6968,-2490
2009-05-22,39150.0,40500.0,41520.0,,-24150,22470,1730
2009-05-25,40750.0,40900.0,52422.0,,-6718,-10819,5547
2009-05-26,40500.0,39450.0,70990.0,,15571,-8511,-6530
2009-05-27,39400.0,38900.0,32119.0,,-11910,7050,4890
2009-05-28,37500.0,37750.0,23410.0,,-3760,3910,-140
2009-05-29,38000.0,38800.0,21979.0,,-10505,4390,6145
2009-06-01,38900.0,38500.0,22072.0,,7420,-10170,20
2009-06-02,38500.0,37800.0,26325.0,,5105,-9414,349
2009-06-03,37800.0,39200.0,26762.0,,-4682,-3160,7282
2009-06-04,39200.0,38000.0,35348.0,,13812,-10292,-3140
2009-06-05,38300.0,38850.0,37221.0,,15513,-10539,-2690
2009-06-08,38550.0,40600.0,71819.0,,5431,1086,-7067
2009-06-09,40800.0,40200.0,64097.0,,-5100,265,4180
2009-06-10,40000.0,40550.0,67478.0,,17866,-21076,3400
2009-06-11,40600.0,41600.0,98656.0,,22134,-31700,9596
2009-06-12,42000.0,42450.0,106086.0,,39706,-40712,-4454
2009-06-15,42300.0,41350.0,36163.0,,21730,-18350,-2990
2009-06-16,41350.0,40700.0,31037.0,,11405,-8810,-2980
2009-06-17,40700.0,41650.0,70418.0,,1611,-4641,-1880
2009-06-18,41700.0,39850.0,48374.0,,20173,-13096,-6987
2009-06-19,40550.0,39500.0,51690.0,,13664,4006,-14320
2009-06-22,38100.0,39600.0,36708.0,,8380,570,-6760
2009-06-23,38600.0,38400.0,45014.0,,17734,-8754,-8590
2009-06-24,38500.0,40000.0,61388.0,,-5240,6110,-660
2009-06-25,39500.0,41200.0,68200.0,,-6100,23810,-18370
2009-06-26,41000.0,42300.0,59671.0,,-24787,24527,220
2009-06-29,42800.0,42800.0,42173.0,,-16710,21840,-5070
2009-06-30,43000.0,42800.0,36400.0,,-18560,20120,-1910
2009-07-01,42150.0,42300.0,25818.0,,-400,-857,1017
2009-07-02,42300.0,41700.0,15310.0,,3890,-5040,1200
2009-07-03,41600.0,41500.0,15147.0,,600,-1820,1230
2009-07-06,41500.0,42300.0,16860.0,,10,-1220,1260
2009-07-07,42300.0,42650.0,13059.0,,496,244,-670
2009-07-08,42500.0,44400.0,38900.0,,-9771,4650,5121
2009-07-09,44400.0,43350.0,49684.0,,7931,-14241,6870
2009-07-10,43800.0,42700.0,23821.0,,2660,-2580,-50
2009-07-13,42800.0,41450.0,31876.0,,-1054,844,220
2009-07-14,41500.0,42350.0,27010.0,,3980,-7660,3670
2009-07-15,42050.0,42850.0,18420.0,,-5523,3793,1770
2009-07-16,43000.0,43650.0,47670.0,,10090,-9990,-110
2009-07-17,43050.0,43850.0,30574.0,,-1228,2728,-1030
2009-07-20,43400.0,44000.0,36396.0,,-4148,1778,2330
2009-07-21,44350.0,43200.0,39663.0,,4278,-5518,1760
2009-07-22,43000.0,42000.0,40736.0,,11273,-17163,1750
2009-07-23,41900.0,43500.0,45015.0,,-17104,-6596,23680
2009-07-24,43150.0,43500.0,17402.0,,-8330,4850,3490
2009-07-27,44200.0,43850.0,18454.0,,-6420,6210,310
2009-07-28,43050.0,44000.0,11553.0,,-2647,2027,670
2009-07-29,44150.0,44000.0,12054.0,,-620,1220,-600
2009-07-30,43700.0,43550.0,11960.0,,-1210,1800,-580
2009-07-31,43100.0,44000.0,36120.0,,-1150,1580,90
2009-08-03,43950.0,43750.0,19555.0,,-3678,3828,-110
2009-08-04,43750.0,43850.0,32876.0,,6170,-5940,-230
2009-08-05,43500.0,42300.0,44378.0,,15271,-11421,-830
2009-08-06,42550.0,41650.0,25960.0,,-985,-435,1330
2009-08-07,41200.0,41400.0,43054.0,,3939,-7509,3820
2009-08-10,41500.0,42850.0,28505.0,,-6940,4510,2410
2009-08-11,43000.0,42650.0,25450.0,,-2100,1130,1280
2009-08-12,43050.0,42650.0,23270.0,,1861,-821,-850
2009-08-13,42650.0,42000.0,35708.0,,6140,-8500,1480
2009-08-14,42700.0,42000.0,26011.0,,9676,-8606,-560
2009-08-17,42400.0,40800.0,45188.0,,14260,-6810,-1550
2009-08-18,40650.0,39300.0,77232.0,,32107,-34737,2790
2009-08-19,39900.0,42100.0,94871.0,,15761,-14140,4120
2009-08-20,42000.0,41900.0,19210.0,,-3760,3880,50
2009-08-21,42000.0,42500.0,39960.0,,5910,-7460,1570
2009-08-24,42800.0,42650.0,32490.0,,-5201,3281,1920
2009-08-25,42150.0,41800.0,35059.0,,7864,-7084,-810
2009-08-26,40800.0,42000.0,19069.0,,-9610,8110,1490
2009-08-27,42050.0,41650.0,20279.0,,783,2087,570
2009-08-28,41700.0,41500.0,25441.0,,20,3170,350
2009-08-31,41250.0,40400.0,19115.0,,5930,-6810,900
2009-09-01,40800.0,41350.0,23910.0,,-6870,1420,5400
2009-09-02,41300.0,41400.0,17610.0,,-7865,5625,2300
2009-09-03,41000.0,41800.0,14660.0,,-6100,6790,-690
2009-09-04,41900.0,42250.0,22870.0,,-6056,2576,3430
2009-09-07,42650.0,42000.0,46794.0,,2626,-110,-2516
2009-09-08,42200.0,42500.0,22711.0,,-9428,4818,4790
2009-09-09,42600.0,42250.0,21252.0,,6700,-5020,-1670
2009-09-10,41700.0,42150.0,38762.0,,-7350,2350,4240
2009-09-11,41700.0,42600.0,26770.0,,-3343,-5397,8740
2009-09-14,42800.0,41900.0,28216.0,,1286,-4216,2430
2009-09-15,42100.0,41250.0,17434.0,,7754,-8614,870
2009-09-16,41350.0,41700.0,25736.0,,-3990,-1130,5680
2009-09-17,41750.0,43500.0,54690.0,,-9966,-704,10250
2009-09-18,43250.0,44300.0,71750.0,,-16089,-19481,35850
2009-09-21,44200.0,43100.0,28678.0,,6919,-12259,3760
2009-09-22,43300.0,43600.0,33902.0,,-2359,-19421,19870
2009-09-23,44000.0,44800.0,36163.0,,-309,-6391,4090
2009-09-24,45000.0,44300.0,72690.0,,10650,-18440,4750
2009-09-25,43950.0,44000.0,61223.0,,16110,-30080,13270
2009-09-28,44350.0,43000.0,30261.0,,13760,-11720,-1230
2009-09-29,43200.0,43300.0,25256.0,,-5320,3720,1510
2009-09-30,43100.0,42550.0,33768.0,,1960,2900,-6120
2009-10-01,42800.0,42550.0,31611.0,,-2991,1301,1620
2009-10-05,42550.0,43600.0,26071.0,,-12970,11340,1610
2009-10-06,44200.0,44800.0,42816.0,,-15655,19201,-3546
2009-10-07,44850.0,45700.0,36300.0,,-20710,19950,640
2009-10-08,45750.0,44800.0,30418.0,,8385,-6395,-2290
2009-10-09,45000.0,44800.0,19754.0,,-2234,-826,2340
2009-10-12,45000.0,44300.0,24584.0,,104,-1594,1120
2009-10-13,43600.0,43650.0,19107.0,,-237,901,-684
2009-10-14,43700.0,43600.0,14644.0,,-2706,2006,280
2009-10-15,43800.0,43800.0,27928.0,,5072,-4292,240
2009-10-16,43650.0,43300.0,14225.0,,2405,-70,-2445
2009-10-19,43300.0,44350.0,26437.0,,-950,-630,2360
2009-10-20,44000.0,43750.0,11783.0,,4811,-2611,-2150
2009-10-21,43250.0,42800.0,29879.0,,6740,-4810,970
2009-10-22,42650.0,41650.0,36860.0,,7476,-6576,-580
2009-10-23,41800.0,41950.0,19580.0,,1150,-770,580
2009-10-26,41900.0,42250.0,17331.0,,-4374,4964,-410
2009-10-27,42250.0,42200.0,15161.0,,-1100,510,320
2009-10-28,41600.0,40500.0,43388.0,,7540,-6330,-1340
2009-10-29,40400.0,38700.0,30914.0,,8200,-7620,520
2009-10-30,38750.0,38500.0,25213.0,,4217,-6897,2450
2009-11-02,37800.0,38050.0,27804.0,,-4253,5999,-226
2009-11-03,38050.0,37050.0,18391.0,,10240,-10960,730
2009-11-04,37500.0,37800.0,23080.0,,5618,-5940,472
2009-11-05,37600.0,36600.0,27295.0,,9970,-13010,3180
2009-11-06,36950.0,36600.0,14490.0,,5840,-7510,2210
2009-11-09,36850.0,36950.0,17981.0,,7221,-7181,170
2009-11-10,37150.0,37200.0,15212.0,,3410,-3510,-460
2009-11-11,37400.0,37500.0,28476.0,,-4010,6050,-1420
2009-11-12,37600.0,37500.0,27003.0,,40,-4000,3900
2009-11-13,38000.0,38200.0,16810.0,,-170,1960,-1350
2009-11-16,38200.0,38450.0,18602.0,,-755,2025,-1290
2009-11-17,38700.0,39600.0,32506.0,,-2360,3680,-1390
2009-11-18,40000.0,39600.0,31676.0,,4549,-5519,630
2009-11-19,39200.0,39850.0,25650.0,,4510,-4330,-560
2009-11-20,39600.0,40250.0,14310.0,,-3290,3560,-90
2009-11-23,40300.0,40400.0,15344.0,,-3584,3004,1650
2009-11-24,40750.0,39550.0,13609.0,,1769,-1880,631
2009-11-25,40000.0,39650.0,11959.0,,-2371,2321,450
2009-11-26,39200.0,39100.0,10103.0,,-842,1202,580
2009-11-27,39100.0,38850.0,27163.0,,-13190,14720,-30
2009-11-30,38100.0,38450.0,17760.0,,2080,-2180,180
2009-12-01,38450.0,38900.0,19046.0,,6107,-5087,920
2009-12-02,38700.0,39450.0,17902.0,,1153,-2973,420
2009-12-03,39550.0,40100.0,12366.0,,-6700,6270,210
2009-12-04,39750.0,40750.0,18143.0,,-7880,4860,-180
2009-12-07,40750.0,40500.0,11786.0,,-4234,2264,1980
2009-12-08,40550.0,41000.0,12042.0,,100,-260,150
2009-12-09,41000.0,41000.0,14761.0,,-3750,2750,850
2009-12-10,41150.0,42000.0,39690.0,,-4438,9918,-6250
2009-12-11,42000.0,42150.0,19638.0,,-3190,2300,500
2009-12-14,42250.0,42000.0,20979.0,,863,-5253,4360
2009-12-15,42000.0,41700.0,20809.0,,3041,-7091,4130
2009-12-16,41750.0,41800.0,14280.0,,-2900,4810,1370
2009-12-17,41500.0,41700.0,16269.0,,-5458,6078,-690
2009-12-18,41550.0,42800.0,28192.0,,-12770,-4690,17460
2009-12-21,42500.0,42450.0,22676.0,,5720,-4510,-1240
2009-12-22,42800.0,42700.0,18640.0,,3397,-2637,-840
2009-12-23,42850.0,42900.0,14310.0,,-2842,3082,-330
2009-12-24,43050.0,43500.0,44181.0,,-8030,4090,2780
2009-12-28,43500.0,44300.0,41713.0,,-10376,8780,4620
2009-12-29,43850.0,43750.0,28146.0,,20,3330,5490
2009-12-30,43500.0,44600.0,17400.0,,-5068,6108,-1070
2010-01-04,44600.0,44800.0,13390.0,5.8,-2630,2430,280
2010-01-05,44400.0,44550.0,34165.0,5.77,-5151,-639,2150
2010-01-06,44550.0,44200.0,13914.0,5.73,286,-2520,2244
2010-01-07,44150.0,43500.0,25575.0,5.63,-4010,-5430,9280
2010-01-08,43800.0,43400.0,26181.0,5.62,-781,-9729,10530
2010-01-11,43400.0,43500.0,7557.0,5.63,1716,-2216,700
2010-01-12,43450.0,43400.0,17570.0,5.62,510,-2440,6690
2010-01-13,43350.0,42850.0,19116.0,5.55,1630,-6070,4590
2010-01-14,42000.0,42500.0,18747.0,5.5,4625,235,-5060
2010-01-15,42450.0,42550.0,12496.0,5.51,665,-181,-64
2010-01-18,42050.0,41650.0,20425.0,5.39,7676,-6296,-1260
2010-01-19,41650.0,41900.0,93351.0,5.43,210,-73140,3030
2010-01-20,42000.0,41200.0,19398.0,5.34,9532,-8132,40
2010-01-21,41100.0,40800.0,14577.0,5.28,-2360,1190,510
2010-01-22,41100.0,40150.0,26159.0,5.2,11900,-9530,-1640
2010-01-25,39750.0,39300.0,53214.0,5.09,19988,-15118,2710
2010-01-26,39300.0,38800.0,49287.0,5.03,19840,-22390,2240
2010-01-27,38900.0,38950.0,27455.0,5.05,1920,-2880,420
2010-01-28,38850.0,39950.0,37620.0,5.17,1837,-10777,9560
2010-01-29,39550.0,39700.0,19924.0,5.14,-4570,-3860,8380
2010-02-01,39050.0,39750.0,13895.0,5.15,1173,1787,-3090
2010-02-02,39850.0,39600.0,19654.0,5.13,4415,-5945,2350
2010-02-03,39950.0,39300.0,15003.0,5.09,2423,-5793,3580
2010-02-04,39450.0,38700.0,15122.0,5.01,3630,-3480,20
2010-02-05,38000.0,38400.0,20927.0,4.97,-8560,7790,800
2010-02-08,38000.0,37600.0,13248.0,4.87,1070,-1440,-1360
2010-02-09,37850.0,37150.0,19410.0,4.81,4993,-3533,-910
2010-02-10,37400.0,36200.0,36162.0,4.69,15210,-8700,-3890
2010-02-11,36350.0,37700.0,26632.0,4.88,-3420,2250,510
2010-02-12,37700.0,38600.0,30595.0,5.0,5052,-5940,1578
2010-02-16,38650.0,38800.0,16093.0,5.03,-1256,-2624,3070
2010-02-17,38950.0,38750.0,16408.0,5.02,-2139,689,1330
2010-02-18,39000.0,38450.0,12705.0,4.98,6800,-5538,-762
2010-02-19,38450.0,37700.0,12995.0,4.88,-1320,2920,-1310
2010-02-22,38000.0,38700.0,15856.0,5.01,77,-2580,1833
2010-02-23,38550.0,39000.0,9541.0,5.05,-3170,480,2510
2010-02-24,39000.0,39450.0,11032.0,5.11,-1213,-790,2063
2010-02-25,39500.0,38500.0,13447.0,4.99,916,-129,-2727
2010-02-26,38450.0,38800.0,11880.0,5.03,-590,1440,-1190
2010-03-02,38800.0,39200.0,11000.0,5.08,-2220,650,1050
2010-03-03,38800.0,39050.0,2460.0,5.06,-381,671,270
2010-03-04,38950.0,38750.0,8118.0,5.02,928,890,-1128
2010-03-05,38750.0,39450.0,10404.0,5.11,-7099,4590,1139
2010-03-08,39300.0,39750.0,9625.0,5.15,980,-1260,120
2010-03-09,39750.0,40350.0,8641.0,5.23,-3880,3350,470
2010-03-10,40350.0,40600.0,17153.0,5.26,-8310,7060,1040
2010-03-11,40700.0,41400.0,27895.0,5.36,-5400,6740,-1390
2010-03-12,41500.0,41900.0,29782.0,5.43,-14640,1590,13590
2010-03-15,42000.0,41400.0,16938.0,5.36,-6857,-570,7517
2010-03-16,41500.0,41900.0,16917.0,5.43,-6940,-970,7750
2010-03-17,42000.0,42650.0,22218.0,5.52,-10430,940,9810
2010-03-18,42200.0,42300.0,7660.0,5.48,-450,-800,1610
2010-03-19,42300.0,42000.0,12472.0,5.44,-2034,-2246,3980
2010-03-22,42000.0,41700.0,11868.0,5.4,-190,-1090,2520
2010-03-23,41700.0,42250.0,16095.0,5.47,-7160,-4120,7980
2010-03-24,42300.0,42350.0,13262.0,5.49,-3020,-5750,7330
2010-03-25,42500.0,41400.0,16254.0,5.36,5970,-9270,3370
2010-03-26,41500.0,40950.0,17830.0,5.3,6467,-6837,1410
2010-03-29,40600.0,40300.0,16324.0,5.22,-4960,-830,5750
2010-03-30,40350.0,40550.0,15695.0,5.25,7070,-8230,790
2010-03-31,40700.0,40550.0,9141.0,5.25,-2560,-260,2210
2010-04-01,40400.0,41000.0,24130.0,5.31,12800,-5410,-8010
2010-04-02,41050.0,40600.0,13331.0,5.26,5342,-3792,540
2010-04-05,40700.0,40600.0,6965.0,5.26,-1722,-328,470
2010-04-06,40300.0,40500.0,6750.0,5.25,-1087,-433,1260
2010-04-07,40800.0,41950.0,27408.0,5.43,-8712,7122,1380
2010-04-08,41900.0,42550.0,58861.0,5.51,-19060,24440,-4870
2010-04-09,42350.0,42100.0,19220.0,5.45,340,-1710,2000
2010-04-12,42150.0,42750.0,20266.0,5.54,-3539,199,2730
2010-04-13,42900.0,43400.0,19866.0,5.62,-6355,1585,4570
2010-04-14,43400.0,43700.0,23100.0,5.66,-10876,2266,8920
2010-04-15,43350.0,43350.0,15747.0,5.61,2213,-2243,1530
2010-04-16,43150.0,41950.0,13886.0,5.43,4243,-3443,430
2010-04-19,41400.0,42100.0,15536.0,5.45,6321,-6211,-210
2010-04-20,41800.0,42450.0,15162.0,5.5,1330,-1220,-3120
2010-04-21,42400.0,42000.0,11831.0,5.44,1182,-3712,2240
2010-04-22,41750.0,41500.0,10864.0,5.38,5445,-4975,-20
2010-04-23,41700.0,41300.0,6447.0,5.35,2090,-960,-920
2010-04-26,41300.0,42000.0,8035.0,5.44,-1520,-1100,710
2010-04-27,41950.0,42100.0,15952.0,5.45,7361,-7691,280
2010-04-28,41600.0,41250.0,21524.0,5.34,6261,2439,-6550
2010-04-29,41050.0,40300.0,35392.0,5.22,11970,-15000,-2200
2010-04-30,40300.0,40800.0,23173.0,5.28,-3780,320,3300
2010-05-03,41100.0,41250.0,16941.0,5.34,-5003,1463,2070
2010-05-04,41600.0,44000.0,241881.0,5.7,28996,-15856,-4010
2010-05-06,43100.0,44800.0,78383.0,5.8,1760,-960,-270
2010-05-07,43600.0,42500.0,65338.0,5.5,23740,-7890,-11930
2010-05-10,42900.0,42650.0,35566.0,5.52,3570,-2850,-300
2010-05-11,42650.0,43600.0,74528.0,5.65,2969,-9689,6730
2010-05-12,44100.0,48000.0,128674.0,6.22,-3295,2895,-1780
2010-05-13,48100.0,49000.0,82336.0,6.35,15540,-10510,-4040
2010-05-14,49400.0,50200.0,103930.0,6.5,3775,-5935,2710
2010-05-17,49900.0,49400.0,64915.0,6.4,15106,-4160,-11506
2010-05-18,49800.0,49750.0,61062.0,6.44,-8020,-930,8870
2010-05-19,49800.0,47700.0,58649.0,6.18,9498,-11578,4450
2010-05-20,46100.0,46900.0,33964.0,6.07,-12278,6787,4301
2010-05-24,46100.0,46550.0,24071.0,6.03,-1724,-2330,4364
2010-05-25,46450.0,44300.0,72317.0,5.74,-13248,-5822,10450
2010-05-26,43950.0,44900.0,27968.0,5.82,-6745,2900,3055
2010-05-27,45100.0,44800.0,30686.0,5.8,7410,1080,-8840
2010-05-28,45200.0,47000.0,53888.0,6.09,6774,-1564,-5000
2010-05-31,47150.0,47400.0,58336.0,6.14,-4068,6056,-2218
2010-06-01,47400.0,49300.0,39700.0,6.39,-4740,-4860,960
2010-06-03,49300.0,51100.0,77062.0,6.62,-34190,19825,12905
2010-06-04,51300.0,50100.0,29042.0,6.49,3666,2993,-6151
2010-06-07,49450.0,49000.0,24562.0,6.35,-3105,4697,-2052
2010-06-08,49250.0,50500.0,37405.0,6.54,1650,-2800,30
2010-06-09,50500.0,48850.0,32955.0,6.33,9698,-6849,934
2010-06-10,49400.0,48150.0,45689.0,6.24,13161,-16715,3444
2010-06-11,48600.0,49300.0,25251.0,6.39,-5128,-151,4819
2010-06-14,49700.0,49450.0,33488.0,6.41,1471,9320,-11291
2010-06-15,49450.0,48600.0,17715.0,6.29,2141,2835,-4816
2010-06-16,48700.0,48150.0,21835.0,6.24,5291,-1450,-3321
2010-06-17,48250.0,50900.0,60985.0,6.59,3993,-7000,3107
2010-06-18,51000.0,50600.0,31927.0,6.55,1134,-1776,432
2010-06-21,51000.0,50600.0,41351.0,6.55,-2014,7009,-7315
2010-06-22,50900.0,52000.0,64214.0,6.74,14406,-19772,5446
2010-06-23,52100.0,50900.0,53001.0,6.59,11288,-7927,-5920
2010-06-24,51400.0,52000.0,41914.0,6.74,-8683,-405,-1870
2010-06-25,51300.0,50900.0,22421.0,6.59,1160,4066,-6143
2010-06-28,51700.0,52500.0,36584.0,6.8,-7885,5397,2199
2010-06-29,52700.0,53000.0,79829.0,6.86,-17923,21999,-5123
2010-06-30,52000.0,56700.0,83148.0,7.34,-13391,18115,-3786
2010-07-01,56600.0,57300.0,65597.0,7.42,9010,-977,-6415
2010-07-02,56700.0,54800.0,44858.0,7.1,2364,-925,-1189
2010-07-05,54900.0,53600.0,20813.0,6.94,526,-2163,1817
2010-07-06,53600.0,54700.0,51987.0,7.09,-10020,10904,-664
2010-07-07,55000.0,54400.0,26369.0,7.05,5589,-2249,-1769
2010-07-08,54600.0,56000.0,35855.0,7.25,638,-4893,3022
2010-07-09,56000.0,59000.0,86444.0,7.64,-24199,27756,-3179
2010-07-12,58900.0,60100.0,56470.0,7.78,-2388,12020,-9371
2010-07-13,60100.0,60500.0,54954.0,7.84,-11951,8770,-280
2010-07-14,60500.0,59700.0,50092.0,7.73,3729,-4490,558
2010-07-15,59100.0,59800.0,23182.0,7.75,-2733,716,1996
2010-07-16,60000.0,59500.0,26846.0,7.71,-4913,1241,3672
2010-07-19,59000.0,58800.0,20826.0,7.62,-1034,489,655
2010-07-20,58900.0,59100.0,36805.0,7.65,10244,-8023,4027
2010-07-21,59900.0,58400.0,33503.0,7.56,9910,-11339,639
2010-07-22,57800.0,57700.0,27010.0,7.47,-3374,-4317,5872
2010-07-23,58000.0,59500.0,41432.0,7.71,-2906,-4368,7146
2010-07-26,59600.0,58800.0,29322.0,7.62,713,-4219,4126
2010-07-27,58800.0,60600.0,37199.0,7.85,-8296,95,8569
2010-07-28,60900.0,60200.0,21284.0,7.8,358,-653,-472
2010-07-29,60200.0,59600.0,21103.0,7.72,-1377,-697,4099
2010-07-30,59500.0,58500.0,18733.0,7.58,-32,-3149,2881
2010-08-02,58600.0,56600.0,40296.0,7.33,1450,-9205,7755
2010-08-03,57000.0,57000.0,27149.0,7.38,-7653,5935,1787
2010-08-04,57000.0,58500.0,48383.0,7.58,-22730,20174,2656
2010-08-05,58600.0,57200.0,21685.0,7.41,4906,-5100,-119
2010-08-06,56300.0,57600.0,27265.0,7.46,-15971,10143,1200
2010-08-09,57500.0,57200.0,10387.0,7.41,-820,698,282
2010-08-10,57300.0,55200.0,29060.0,7.15,8564,-8693,679
2010-08-11,55200.0,54700.0,22919.0,7.09,1512,-4792,4589
2010-08-12,53900.0,53200.0,25557.0,6.89,-2819,3546,577
2010-08-13,53700.0,55100.0,21462.0,7.14,-5510,-45,211
2010-08-16,55100.0,54300.0,12061.0,7.03,-353,-709,1242
2010-08-17,55000.0,56000.0,25502.0,7.25,-5563,5077,-422
2010-08-18,56200.0,57500.0,26247.0,7.45,-8735,5131,3881
2010-08-19,57800.0,57300.0,34344.0,7.42,1885,-16026,10432
2010-08-20,57000.0,57500.0,25767.0,7.45,-3330,2488,391
2010-08-23,56500.0,57300.0,19768.0,7.42,1370,4467,-3454
2010-08-24,56500.0,56700.0,17520.0,7.34,-5920,736,878
2010-08-25,56600.0,55800.0,17937.0,7.23,567,-5122,4579
2010-08-26,56000.0,54900.0,14030.0,7.11,-2998,2357,1131
2010-08-27,55600.0,53700.0,36374.0,6.96,6903,-3107,7097
2010-08-30,54100.0,54700.0,14109.0,7.09,-5659,2141,3111
2010-08-31,54600.0,54500.0,18914.0,7.06,-464,-431,2963
2010-09-01,55000.0,56600.0,23259.0,7.33,-9619,1532,3383
2010-09-02,57500.0,57000.0,16720.0,7.38,-6065,4947,815
2010-09-03,57100.0,54500.0,56326.0,7.06,24018,-29061,3638
2010-09-06,54100.0,55500.0,17613.0,7.19,-7228,5796,1620
2010-09-07,55100.0,57200.0,34387.0,7.41,-16931,19905,-2290
2010-09-08,57600.0,56800.0,34767.0,7.36,-6016,6448,-1240
2010-09-09,56500.0,55900.0,23292.0,7.24,7041,-4697,-1042
2010-09-10,56000.0,56900.0,17817.0,7.37,-4279,167,3812
2010-09-13,56900.0,56500.0,48034.0,7.32,5239,-13554,6106
2010-09-14,56500.0,58300.0,89138.0,7.55,-11958,4478,7115
2010-09-15,58500.0,58100.0,34599.0,7.53,2666,-4390,1744
2010-09-16,58600.0,57600.0,21961.0,7.46,-2515,1648,597
