Symbol,»ï¾çÈ¦µù½º_½Ã°¡(¿ø),»ï¾çÈ¦µù½º_Á¾°¡(¿ø),»ï¾çÈ¦µù½º_°Å·¡·®(ÁÖ),»ï¾çÈ¦µù½º_PER(IFRS-¿¬°á),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2015-02-05,93500.0,94900.0,5799.0,320.6,-2407,2259,148
2015-02-06,94200.0,94300.0,5453.0,318.57,656,784,-832
2015-02-09,94300.0,93700.0,5130.0,316.54,-1602,2772,-1170
2015-02-10,93800.0,93200.0,6779.0,314.85,-2469,3048,-579
2015-02-11,93800.0,92000.0,4982.0,310.8,678,-480,-198
2015-02-12,93000.0,89700.0,4291.0,303.03,395,-940,545
2015-02-13,88600.0,91600.0,3982.0,309.45,-1001,685,316
2015-02-16,90700.0,92200.0,1174.0,311.48,-74,238,-164
2015-02-17,92300.0,92800.0,4242.0,313.5,-1407,728,679
2015-02-23,93400.0,92400.0,3077.0,312.15,-681,929,-248
2015-02-24,91700.0,91100.0,1866.0,307.76,-456,178,278
2015-02-25,92100.0,91500.0,5209.0,309.11,-1575,1925,-350
2015-02-26,92300.0,90900.0,6365.0,307.08,286,-464,178
2015-02-27,90400.0,90400.0,7886.0,305.4,552,-1223,671
2015-03-02,89500.0,88400.0,6912.0,298.64,350,667,-1017
2015-03-03,88200.0,88400.0,4988.0,298.64,-6,793,-787
2015-03-04,88200.0,86900.0,8647.0,293.57,3665,-4322,407
2015-03-05,86500.0,87000.0,3149.0,293.91,1061,-1192,131
2015-03-06,86700.0,86200.0,5078.0,291.21,1154,-1053,-101
2015-03-09,85900.0,83700.0,11625.0,282.76,6151,-6932,746
2015-03-10,83600.0,84500.0,7876.0,285.46,549,-1748,1234
2015-03-11,84400.0,84000.0,9405.0,283.77,1019,-1509,490
2015-03-12,83200.0,82600.0,11493.0,279.04,2558,-4673,2119
2015-03-13,83200.0,85400.0,5767.0,288.5,-2754,1087,1665
2015-03-16,85400.0,86700.0,6153.0,292.9,-1458,943,515
2015-03-17,85900.0,87500.0,7616.0,295.6,-431,-1067,1497
2015-03-18,87500.0,87600.0,7178.0,295.94,-3391,-335,3725
2015-03-19,87100.0,88100.0,6877.0,297.63,-2812,1233,1579
2015-03-20,88000.0,87600.0,6240.0,295.94,436,-1340,949
2015-03-23,87600.0,91900.0,19734.0,310.46,-1113,-374,1460
2015-03-24,92000.0,91600.0,5159.0,309.45,-767,1344,-577
2015-03-25,90500.0,92300.0,6692.0,311.81,-258,-218,476
2015-03-26,92300.0,93000.0,9460.0,314.18,-1030,3234,-2204
2015-03-27,92500.0,92600.0,5873.0,312.83,446,415,-861
2015-03-30,92600.0,92900.0,4505.0,313.84,-455,1250,-795
2015-03-31,92000.0,92000.0,6960.0,310.8,-1912,1316,596
2015-04-01,91500.0,91000.0,4249.0,307.42,722,-23,186
2015-04-02,89800.0,91000.0,4879.0,307.42,-1196,657,539
2015-04-03,92000.0,91000.0,2615.0,307.42,-655,275,380
2015-04-06,91100.0,90600.0,4269.0,306.07,-2,-340,342
2015-04-07,90200.0,90900.0,4343.0,307.08,-196,-116,312
2015-04-08,90400.0,93000.0,15119.0,314.18,5507,1496,-7003
2015-04-09,93100.0,93000.0,29944.0,314.18,-16121,10686,1315
2015-04-10,93200.0,96800.0,20475.0,327.02,-4814,2487,2327
2015-04-13,96800.0,96900.0,8493.0,327.35,221,-1767,1546
2015-04-14,97500.0,100500.0,27429.0,339.52,4452,-4218,-1526
2015-04-15,99600.0,108500.0,37710.0,366.54,3118,-502,-2611
2015-04-16,112000.0,113500.0,41476.0,383.43,1374,3601,-5066
2015-04-17,116000.0,119500.0,74596.0,403.7,9665,-3723,-5945
2015-04-20,117500.0,119000.0,30783.0,402.01,-9729,4635,3845
2015-04-21,120000.0,110500.0,41391.0,373.3,843,-3981,4454
2015-04-22,110000.0,108000.0,33823.0,364.85,-4480,1897,2583
2015-04-23,110000.0,107500.0,21789.0,363.16,2202,1309,-3511
2015-04-24,105000.0,103500.0,24519.0,349.65,-1629,-2553,4182
2015-04-27,104500.0,105500.0,17562.0,356.41,-1170,-3512,4014
2015-04-28,106000.0,104500.0,14433.0,353.03,2233,-882,-1351
2015-04-29,105000.0,104000.0,12011.0,351.34,-1055,1538,-2148
2015-04-30,103000.0,102000.0,20521.0,344.58,-2848,1923,924
2015-05-04,102500.0,105000.0,15381.0,354.72,-3807,8111,-5904
2015-05-06,105000.0,102000.0,12257.0,344.58,502,1593,-2095
2015-05-07,101000.0,104500.0,18920.0,353.03,3020,421,-3441
2015-05-08,103500.0,107000.0,29177.0,361.47,9559,-148,-9411
2015-05-11,110000.0,107000.0,19076.0,361.47,7933,-5055,-2885
2015-05-12,107000.0,108000.0,12760.0,364.85,-2874,3447,-573
2015-05-13,107500.0,111500.0,15234.0,376.68,1603,1270,-2074
2015-05-14,111500.0,111000.0,9761.0,374.99,1484,-608,89
2015-05-15,111000.0,108000.0,13638.0,364.85,-5257,4103,1154
2015-05-18,106000.0,101500.0,40243.0,342.89,-16809,7672,9137
2015-05-19,102000.0,102500.0,14453.0,346.27,-3749,2828,921
2015-05-20,102500.0,106500.0,14321.0,359.79,-4040,4494,-2450
2015-05-21,105000.0,105000.0,14283.0,354.72,-1870,3655,-1785
2015-05-22,104000.0,106500.0,15370.0,359.79,681,1906,-2587
2015-05-26,106500.0,108000.0,12122.0,364.85,-1501,5863,-4362
2015-05-27,107000.0,102500.0,16456.0,346.27,3658,2735,-6417
2015-05-28,102500.0,104000.0,16162.0,351.34,-1152,695,481
2015-05-29,103000.0,108000.0,13929.0,364.85,-2387,2911,-1524
2015-06-01,107000.0,104500.0,8164.0,353.03,2025,1555,-3580
2015-06-02,104000.0,100000.0,16194.0,337.83,1848,-324,-2524
2015-06-03,100000.0,100000.0,8862.0,337.83,-1140,227,913
2015-06-04,100000.0,99200.0,10692.0,335.12,2201,-356,-1845
2015-06-05,99200.0,98500.0,14540.0,332.76,-327,5586,-5259
2015-06-08,98600.0,98300.0,5351.0,332.08,-321,499,-178
2015-06-09,98800.0,97300.0,7694.0,328.71,1771,1205,-2975
2015-06-10,98300.0,98100.0,9652.0,331.41,618,1191,-1809
2015-06-11,97700.0,106000.0,37507.0,358.1,4686,1087,-5780
2015-06-12,110000.0,121500.0,160845.0,410.46,54839,-46924,-12985
2015-06-15,130000.0,157500.0,299145.0,532.08,26441,-1152,-24279
2015-06-16,165000.0,177000.0,254460.0,597.95,-6285,18295,-11507
2015-06-17,175000.0,187500.0,149687.0,633.42,24373,16268,-41390
2015-06-18,204000.0,194000.0,137819.0,655.38,42761,-27677,-17372
2015-06-19,189500.0,195000.0,86718.0,658.76,19971,-14789,-8005
2015-06-22,192500.0,191000.0,44803.0,645.25,7466,-2993,-4813
2015-06-23,184000.0,187500.0,48222.0,633.42,2491,4897,-6620
2015-06-24,182500.0,203000.0,77214.0,685.79,14662,-17585,3167
2015-06-25,200000.0,219000.0,88636.0,739.84,25124,-21840,-2800
2015-06-26,219000.0,222500.0,49313.0,751.66,11342,-6796,-4088
2015-06-29,216000.0,229000.0,92062.0,773.62,-19147,20905,-705
2015-06-30,236000.0,233000.0,50200.0,787.14,10487,-4440,-6668
2015-07-01,231000.0,223000.0,51140.0,753.35,10676,-567,-10946
2015-07-02,223000.0,230500.0,52921.0,778.69,5793,2226,-9163
2015-07-03,235000.0,249500.0,79054.0,842.88,3846,3720,-3868
2015-07-06,244500.0,244500.0,45735.0,825.99,16738,-14313,-3040
2015-07-07,260000.0,239000.0,251823.0,807.41,2811,-212,-3180
2015-07-08,241000.0,280000.0,255426.0,945.91,-28307,33624,-2664
2015-07-09,272000.0,300000.0,217248.0,1013.48,-28840,37958,-5329
2015-07-10,296000.0,285000.0,93455.0,962.81,10674,15586,-26798
2015-07-13,285000.0,280000.0,101120.0,945.91,1016,11523,-13816
2015-07-14,289000.0,279500.0,62594.0,944.22,-7077,8974,-1974
2015-07-15,274000.0,276000.0,66628.0,932.4,-17552,19112,-1582
2015-07-16,277000.0,262000.0,107763.0,885.11,-8856,15910,-6248
2015-07-17,268000.0,256000.0,94155.0,864.84,2242,9036,-11447
2015-07-20,256500.0,255000.0,80840.0,861.46,12511,-5384,-6830
2015-07-21,257500.0,250000.0,52652.0,844.57,3991,7657,-11583
2015-07-22,249500.0,238000.0,96896.0,804.03,-8130,5515,2273
2015-07-23,241500.0,246500.0,108652.0,832.74,-5806,14878,-9471
2015-07-24,247500.0,270000.0,93379.0,912.13,-10231,29592,-17138
2015-07-27,265000.0,225500.0,189626.0,761.8,9684,17262,-27408
2015-07-28,216000.0,227000.0,102822.0,766.87,-148,12071,-11633
2015-07-29,232000.0,189000.0,201318.0,638.49,-19926,16140,3200
2015-07-30,189000.0,179000.0,208132.0,604.71,9522,-13375,1846
2015-07-31,182500.0,191500.0,146380.0,646.94,-39750,48852,-10276
2015-08-03,192000.0,189500.0,55036.0,640.18,-6919,15350,-8382
2015-08-04,187000.0,199000.0,69019.0,672.27,2191,8063,-10488
2015-08-05,199500.0,206500.0,54134.0,697.61,-11356,17630,-6696
2015-08-06,208500.0,224000.0,164444.0,756.73,7204,265,-8562
2015-08-07,215500.0,222500.0,79456.0,751.66,670,9641,-11086
2015-08-10,222000.0,226500.0,61829.0,765.18,-5319,11374,-6239
2015-08-11,230000.0,223500.0,69469.0,755.04,-24229,21977,3534
2015-08-12,220000.0,209500.0,82674.0,707.75,-7261,1540,5918
2015-08-13,208000.0,218000.0,49094.0,736.46,-9484,8458,-981
2015-08-17,218000.0,217000.0,29217.0,733.08,-1183,8202,-7064
2015-08-18,214500.0,200000.0,44553.0,675.65,-2488,7565,-4993
2015-08-19,197500.0,199000.0,59790.0,672.27,-6679,2410,4269
2015-08-20,191000.0,201000.0,35286.0,679.03,-1927,2207,-498
2015-08-21,190000.0,196500.0,65537.0,663.83,-3279,17231,-15408
2015-08-24,190000.0,180000.0,61610.0,608.09,2932,-2051,167
2015-08-25,184000.0,185000.0,68002.0,624.98,5980,-7333,1154
2015-08-26,178500.0,189000.0,67551.0,638.49,7515,-7748,-496
2015-08-27,190000.0,183500.0,73036.0,619.91,-369,-8199,7526
2015-08-28,188500.0,180500.0,42734.0,609.78,7023,-7500,-273
2015-08-31,180500.0,179000.0,31969.0,604.71,-5956,4774,1311
2015-09-01,179500.0,162500.0,96338.0,548.97,7877,-11757,4765
2015-09-02,158500.0,163000.0,80361.0,550.66,18699,-33404,12054
2015-09-03,166500.0,160500.0,51663.0,542.21,130,-2316,1299
2015-09-04,160000.0,136000.0,174851.0,459.44,44729,-54149,12000
2015-09-07,138000.0,135000.0,98093.0,456.07,18851,-14537,-5565
2015-09-08,136000.0,129000.0,99061.0,435.8,31091,-25200,-4832
2015-09-09,133500.0,142000.0,160946.0,479.71,-6377,-5701,15610
2015-09-10,139000.0,145500.0,76480.0,491.54,-5245,10975,-6130
2015-09-11,143000.0,147000.0,70108.0,496.6,-4939,7125,-2275
2015-09-14,150000.0,148000.0,76298.0,499.98,-10761,17016,-6143
2015-09-15,144500.0,148000.0,37193.0,499.98,-11872,7652,4220
2015-09-16,150000.0,154000.0,44226.0,520.25,-11287,14357,-4449
2015-09-17,155000.0,149500.0,28731.0,505.05,4567,2794,-7371
2015-09-18,151500.0,164500.0,84123.0,555.72,-15541,11999,3659
2015-09-21,160000.0,158500.0,37975.0,535.45,9198,-2929,-6269
2015-09-22,157500.0,159500.0,34702.0,538.83,5100,-1964,-3136
2015-09-23,154500.0,143000.0,98427.0,483.09,30589,-32016,1681
2015-09-24,144000.0,146500.0,26478.0,494.92,-9439,5093,4584
2015-09-25,147000.0,142500.0,37217.0,481.4,2149,-8860,6207
2015-09-30,137500.0,135500.0,102192.0,457.75,21998,-37693,16380
2015-10-01,136500.0,140500.0,35650.0,474.65,-6054,1626,4397
2015-10-02,141500.0,142000.0,27330.0,479.71,-4815,6377,-1535
2015-10-05,151000.0,150500.0,60167.0,508.43,1023,923,-2653
2015-10-06,154000.0,147000.0,30298.0,496.6,4278,-1113,-4362
2015-10-07,149000.0,158000.0,101789.0,533.77,-11265,-15515,27642
2015-10-08,158000.0,159500.0,35691.0,538.83,-834,245,563
2015-10-12,161500.0,151000.0,41560.0,510.12,10481,-6703,-2254
2015-10-13,151500.0,153500.0,36575.0,518.56,2780,-10272,7292
2015-10-14,153500.0,148500.0,32269.0,501.67,789,-8158,6947
2015-10-15,148000.0,155000.0,26591.0,523.63,-14017,4009,9108
2015-10-16,155500.0,161000.0,41360.0,543.9,-13411,10173,2622
2015-10-19,162000.0,160500.0,26483.0,542.21,-2227,5805,-4447
2015-10-20,160500.0,163500.0,26181.0,552.35,-1878,6223,-4258
2015-10-21,165500.0,165500.0,43474.0,559.1,8812,-1701,-5392
2015-10-22,163500.0,158000.0,43232.0,533.77,8382,-3321,-5549
2015-10-23,160000.0,160500.0,22033.0,542.21,2472,-3312,840
2015-10-26,162500.0,164500.0,33782.0,555.72,-868,4625,-3752
2015-10-27,163000.0,162500.0,15796.0,548.97,1549,-1735,-64
2015-10-28,163000.0,163000.0,9650.0,550.66,-200,218,-167
2015-10-29,163500.0,160500.0,29318.0,542.21,1395,461,-1792
2015-10-30,161000.0,160500.0,34214.0,542.21,-4604,11310,-6702
2015-11-02,162500.0,156000.0,16129.0,527.01,2576,-4330,249
2015-11-03,159500.0,156000.0,26515.0,527.01,1098,-6461,8470
2015-11-04,155000.0,152000.0,30845.0,513.5,5976,-13479,7503
2015-11-05,152000.0,153500.0,24532.0,518.56,1242,-5769,5225
2015-11-06,158000.0,159000.0,67126.0,537.14,647,-2494,1184
2015-11-09,159000.0,149500.0,39940.0,505.05,5714,-4143,-2353
2015-11-10,146500.0,142500.0,29018.0,481.4,604,-6901,4647
2015-11-11,140500.0,141500.0,16133.0,478.02,1269,-3081,2062
2015-11-12,141000.0,142000.0,18029.0,479.71,1466,-4556,3040
2015-11-13,138500.0,135000.0,40206.0,456.07,7635,-9393,1868
2015-11-16,130000.0,133000.0,36457.0,449.31,-1562,-13416,14048
2015-11-17,140000.0,147000.0,64874.0,496.6,-2382,-2969,6733
2015-11-18,147000.0,148000.0,18308.0,499.98,-788,789,-58
2015-11-19,148500.0,150000.0,19108.0,506.74,-50,2873,-2894
2015-11-20,149500.0,152000.0,15265.0,513.5,-2661,1110,1601
2015-11-23,154500.0,157500.0,23603.0,532.08,-10319,8511,2283
2015-11-24,159000.0,160500.0,45773.0,542.21,-12112,2824,9245
2015-11-25,161500.0,159500.0,16742.0,538.83,-5715,2271,3437
2015-11-26,160500.0,168000.0,39233.0,567.55,-9124,11362,-971
2015-11-27,167000.0,165000.0,19453.0,557.41,-3841,3523,-182
2015-11-30,163500.0,159000.0,34917.0,537.14,5873,-13394,7056
2015-12-01,159500.0,159000.0,14972.0,537.14,-3758,1064,2647
2015-12-02,159500.0,155500.0,16593.0,525.32,-1856,-766,2574
2015-12-03,155500.0,155500.0,11939.0,525.32,-1484,-198,2312
2015-12-04,154000.0,153500.0,11751.0,518.56,978,-1990,3128
2015-12-07,155000.0,149000.0,15560.0,503.36,5473,-4893,383
2015-12-08,146500.0,145000.0,16670.0,489.85,-1478,-4234,5735
2015-12-09,147000.0,143500.0,11998.0,484.78,590,-1838,1041
2015-12-10,142500.0,147000.0,13811.0,496.6,-3897,3085,822
2015-12-11,146500.0,141500.0,14258.0,478.02,1804,-1300,-490
2015-12-14,140000.0,139500.0,16612.0,471.27,-4355,847,3296
2015-12-15,140500.0,140000.0,10080.0,472.96,885,-71,-835
2015-12-16,142000.0,147000.0,19207.0,496.6,-5431,3441,1990
2015-12-17,148500.0,147000.0,11003.0,496.6,-355,909,-593
2015-12-18,146500.0,148500.0,16239.0,501.67,-3780,439,2882
2015-12-21,147500.0,148500.0,13698.0,501.67,1009,-2214,1277
2015-12-22,148000.0,144000.0,21293.0,486.47,1005,-7141,6191
2015-12-23,144000.0,146000.0,22207.0,493.23,-3432,-2909,5390
2015-12-24,146000.0,146500.0,11516.0,494.92,-5138,3968,913
2015-12-28,146500.0,147500.0,13168.0,498.29,-6481,5637,844
2015-12-29,146000.0,155500.0,23034.0,525.32,-3446,2620,912
2015-12-30,155000.0,159000.0,23608.0,537.14,-6197,9000,-2185
2016-01-04,156500.0,151500.0,18848.0,28.9,-1835,-1080,1098
2016-01-05,150000.0,148000.0,26028.0,28.23,7638,-9078,1549
2016-01-06,148000.0,168000.0,113342.0,32.05,-34609,15379,20149
2016-01-07,168500.0,164500.0,35893.0,31.38,-5264,1086,4176
2016-01-08,161500.0,178500.0,91424.0,34.05,7342,-2072,-5039
2016-01-11,177500.0,171500.0,58888.0,32.72,15270,-5709,-9615
2016-01-12,171500.0,168000.0,60053.0,32.05,14722,-11526,-2958
2016-01-13,167000.0,173500.0,33161.0,33.1,433,1067,-1409
2016-01-14,170000.0,168000.0,78548.0,32.05,21030,-14562,-5518
2016-01-15,170000.0,167000.0,31265.0,31.86,-797,3562,-2615
2016-01-18,166000.0,171000.0,34371.0,32.62,-1117,3339,-2077
2016-01-19,172000.0,171500.0,20673.0,32.72,4492,-1132,-3860
2016-01-20,172000.0,163000.0,48072.0,31.1,22334,-13901,-8067
2016-01-21,161500.0,160500.0,25705.0,30.62,-4250,-426,4646
2016-01-22,160000.0,165500.0,22142.0,31.57,-5384,1771,1833
2016-01-25,168000.0,168000.0,12708.0,32.05,-674,309,360
2016-01-26,166000.0,165000.0,9743.0,31.48,-456,1447,-1021
2016-01-27,167000.0,162500.0,21540.0,31.0,899,-4395,4066
2016-01-28,160500.0,164500.0,24830.0,31.38,-7339,5113,3386
2016-01-29,168500.0,175000.0,82522.0,33.39,-1482,-4024,3961
2016-02-01,178500.0,183000.0,57176.0,34.91,-14497,17876,-2800
2016-02-02,182000.0,183000.0,32653.0,34.91,346,-1633,1287
2016-02-03,181500.0,177000.0,28579.0,33.77,-2665,2806,-233
2016-02-04,180500.0,179500.0,26774.0,34.24,-4511,6593,-3526
2016-02-05,180000.0,178000.0,16837.0,33.96,2165,3372,-5437
2016-02-11,172000.0,169500.0,27101.0,32.34,-2515,1910,105
2016-02-12,169000.0,147500.0,89640.0,28.14,13477,-7251,-6208
2016-02-15,153000.0,151500.0,40418.0,28.9,-1619,3338,-1464
2016-02-16,153000.0,156500.0,23909.0,29.86,351,2141,-2492
2016-02-17,155000.0,154500.0,33336.0,29.47,522,4384,-4355
2016-02-18,157500.0,159500.0,24450.0,30.43,-4203,6989,-4502
2016-02-19,160500.0,158000.0,15753.0,30.14,3453,-1318,-2186
2016-02-22,157500.0,158500.0,16513.0,30.24,-469,-815,1653
2016-02-23,163000.0,159000.0,31121.0,30.33,-4507,6409,-1149
2016-02-24,158500.0,171500.0,69780.0,32.72,-29219,859,28497
2016-02-25,170000.0,172000.0,38116.0,32.81,-7439,5775,1738
2016-02-26,173500.0,178000.0,39824.0,33.96,-15149,8027,6130
2016-02-29,178000.0,177000.0,33440.0,33.77,-11323,9954,3051
2016-03-02,180000.0,179000.0,28844.0,34.15,-2962,-2326,5894
2016-03-03,179500.0,178000.0,28672.0,33.96,-7442,-1983,12509
2016-03-04,178500.0,175000.0,25877.0,33.39,-1731,-2593,6044
2016-03-07,172500.0,180000.0,31881.0,34.34,-6576,425,6785
2016-03-08,178500.0,178500.0,17054.0,34.05,630,679,-1309
2016-03-09,178500.0,183000.0,24104.0,34.91,-2445,-277,2714
2016-03-10,182000.0,187000.0,31420.0,35.68,-2439,-276,3315
2016-03-11,187000.0,188500.0,32122.0,35.96,-3110,14499,-9164
2016-03-14,188500.0,191000.0,38567.0,36.44,-9951,18881,-8430
2016-03-15,193000.0,188500.0,18922.0,35.96,3649,2626,-6217
2016-03-16,187000.0,185000.0,27091.0,35.29,-1081,-3686,4846
2016-03-17,185000.0,184000.0,16591.0,35.1,-3574,-1774,5349
2016-03-18,182500.0,180000.0,25751.0,34.34,3522,-7749,4227
2016-03-21,179500.0,176500.0,16182.0,33.67,-347,-99,321
2016-03-22,176500.0,177000.0,11433.0,33.77,-38,-862,900
2016-03-23,175500.0,163000.0,68298.0,31.1,32589,-4630,-29233
2016-03-24,164000.0,161000.0,29094.0,30.71,10816,-2938,-6766
2016-03-25,160500.0,161500.0,25425.0,30.81,8697,-3678,-5559
2016-03-28,162500.0,159000.0,31000.0,30.33,12829,-7197,-4897
2016-03-29,159000.0,158000.0,41565.0,30.14,8911,-3202,-5709
2016-03-30,158000.0,154000.0,31825.0,29.38,13911,-12025,-1916
2016-03-31,154000.0,157500.0,31395.0,30.05,732,-3724,2985
2016-04-01,158000.0,157500.0,16928.0,30.05,5803,-3409,-2574
2016-04-04,158000.0,157500.0,18871.0,30.05,3550,-215,-3803
2016-04-05,157000.0,160000.0,22142.0,30.52,3216,4271,-7610
2016-04-06,158000.0,166500.0,49405.0,31.76,-3287,4555,-1363
2016-04-07,166500.0,168000.0,29471.0,32.05,7311,2135,-11207
2016-04-08,165500.0,165500.0,21240.0,31.57,1736,-375,-1478
2016-04-11,166000.0,161000.0,12879.0,30.71,1749,-1770,-701
2016-04-12,160000.0,159500.0,11054.0,30.43,-546,151,221
2016-04-14,158500.0,162500.0,15277.0,31.0,-606,-322,929
2016-04-15,160500.0,162500.0,10617.0,31.0,1391,425,-1836
2016-04-18,161500.0,163000.0,9909.0,31.1,2662,-2377,-231
2016-04-19,163000.0,163000.0,11208.0,31.1,270,1204,-1703
2016-04-20,164000.0,167000.0,27214.0,31.86,-1054,-1382,2161
2016-04-21,167000.0,164000.0,17175.0,31.29,2533,-1856,-1274
2016-04-22,163000.0,162500.0,16508.0,31.0,-1118,-1886,2980
2016-04-25,160500.0,159000.0,15488.0,30.33,1978,-3226,1248
2016-04-26,160000.0,159000.0,13699.0,30.33,2247,-4191,1949
2016-04-27,159000.0,160500.0,10950.0,30.62,-2312,1429,889
2016-04-28,160500.0,163000.0,18386.0,31.1,-1578,-2723,3683
2016-04-29,162500.0,163000.0,15582.0,31.1,-1307,1545,-38
2016-05-02,163000.0,159000.0,10641.0,30.33,1907,152,-1321
2016-05-03,161000.0,157500.0,18080.0,30.05,5082,509,-5591
2016-05-04,156500.0,155000.0,19258.0,29.57,6940,-2461,-4299
2016-05-09,156000.0,156500.0,6829.0,29.86,-1136,493,643
2016-05-10,157000.0,158000.0,6902.0,30.14,-873,-1087,1960
2016-05-11,158000.0,154000.0,18194.0,29.38,8713,-6447,-2666
2016-05-12,154000.0,155500.0,13427.0,29.67,-387,-1342,1801
2016-05-13,154000.0,154500.0,6155.0,29.47,-1727,142,1757
2016-05-16,153000.0,157000.0,11018.0,29.95,-3759,679,3266
2016-05-17,158500.0,159000.0,29549.0,30.33,-10555,7605,2933
2016-05-18,161500.0,157500.0,13652.0,30.05,-1178,1219,-41
2016-05-19,157500.0,157000.0,10447.0,29.95,-256,181,-75
2016-05-20,158500.0,155500.0,9390.0,29.67,1686,-3131,1543
2016-05-23,154000.0,151000.0,19462.0,28.81,4418,-5507,85
2016-05-24,150000.0,143000.0,33587.0,27.28,10864,-13648,2824
2016-05-25,145000.0,149500.0,25365.0,28.52,-2042,-6543,8585
2016-05-26,149000.0,144000.0,19182.0,27.47,2846,-4213,1417
2016-05-27,144000.0,144500.0,8217.0,27.57,380,-1497,1117
2016-05-30,144500.0,145000.0,8520.0,27.66,-590,253,242
2016-05-31,144000.0,147000.0,12303.0,28.04,-721,-392,1113
2016-06-01,146000.0,150000.0,14259.0,28.62,-589,-428,517
2016-06-02,148500.0,148500.0,11478.0,28.33,1302,-688,-614
2016-06-03,148500.0,149000.0,10929.0,28.43,-1288,2808,-1500
2016-06-07,151000.0,156000.0,25406.0,29.76,-4610,3819,1153
2016-06-08,154000.0,156500.0,12452.0,29.86,-1225,2089,-864
2016-06-09,155500.0,159000.0,19580.0,30.33,-7425,2852,5073
2016-06-10,158500.0,159000.0,13955.0,30.33,-5769,5103,612
2016-06-13,158500.0,156500.0,18998.0,29.86,-7594,6201,2693
2016-06-14,156000.0,153000.0,15998.0,29.19,3082,-3298,216
2016-06-15,153000.0,153000.0,7377.0,29.19,-984,1874,-890
2016-06-16,153000.0,150500.0,8114.0,28.71,-1010,600,416
2016-06-17,150500.0,149500.0,9613.0,28.52,-921,2120,-1199
2016-06-20,152000.0,153500.0,8512.0,29.28,-3588,1448,2140
2016-06-21,152000.0,152500.0,4968.0,29.09,-1119,654,465
2016-06-22,153500.0,153500.0,7400.0,29.28,-1242,-369,2316
2016-06-23,152500.0,151500.0,6751.0,28.9,-2035,1433,614
2016-06-24,152500.0,147500.0,27520.0,28.14,-4279,-2984,7257
2016-06-27,147000.0,149000.0,11957.0,28.43,-4672,1770,2897
2016-06-28,148500.0,150500.0,9611.0,28.71,-1920,85,1810
2016-06-29,150000.0,148000.0,20254.0,28.23,6966,-9505,1367
2016-06-30,148500.0,146500.0,12531.0,27.95,2475,-7337,4347
2016-07-01,147000.0,145500.0,31995.0,27.76,14080,-21906,7852
2016-07-04,145500.0,144000.0,11634.0,27.47,3402,-6542,3105
2016-07-05,143500.0,141500.0,27519.0,26.99,8668,-14480,5627
2016-07-06,142000.0,137500.0,18555.0,26.23,6376,-9038,2618
2016-07-07,140000.0,142000.0,19994.0,27.09,7605,-8665,555
2016-07-08,140500.0,140500.0,21506.0,26.8,10011,-7589,-1945
2016-07-11,143500.0,138000.0,18258.0,26.33,7804,-6735,-1080
2016-07-12,139000.0,135500.0,25914.0,25.85,11528,-16127,4704
2016-07-13,136500.0,133500.0,24139.0,25.47,6860,-8230,1285
2016-07-14,135500.0,134000.0,11936.0,25.56,2893,-6186,3276
2016-07-15,135000.0,132000.0,18735.0,25.18,7284,-6803,-481
2016-07-18,132500.0,132500.0,13727.0,25.28,3601,-3581,-33
2016-07-19,134000.0,130000.0,25847.0,24.8,10724,-5706,-5156
2016-07-20,130000.0,131000.0,13318.0,24.99,488,-361,-191
2016-07-21,131500.0,133000.0,16906.0,25.37,-1744,6888,-5161
2016-07-22,132500.0,133000.0,12451.0,25.37,-1273,2899,-1636
2016-07-25,134000.0,133000.0,24104.0,25.37,-5434,8002,-2803
2016-07-26,133000.0,132000.0,18389.0,25.18,1941,-944,-1393
2016-07-27,132000.0,128000.0,25804.0,24.42,5014,-2462,-2875
2016-07-28,128000.0,124500.0,35327.0,23.75,10995,-10171,-890
2016-07-29,124500.0,120500.0,45955.0,22.99,17253,-18600,1592
2016-08-01,120500.0,118000.0,22288.0,22.51,5291,-4282,-1183
2016-08-02,117500.0,121500.0,18670.0,23.18,-680,1603,-925
2016-08-03,120000.0,123000.0,18103.0,23.47,2472,2666,-5166
2016-08-04,124000.0,125000.0,30346.0,23.85,153,-310,-343
2016-08-05,126500.0,122500.0,15653.0,23.37,6081,-1376,-4696
2016-08-08,122500.0,126500.0,15597.0,24.13,-3348,3588,-240
2016-08-09,126500.0,126000.0,14222.0,24.04,6213,-3145,-2368
2016-08-10,125000.0,128000.0,14531.0,24.42,-3025,459,2566
2016-08-11,127500.0,128000.0,14302.0,24.42,3053,-3806,772
2016-08-12,128000.0,127500.0,18008.0,24.32,3622,-4284,694
2016-08-16,127000.0,126000.0,9969.0,24.04,2379,-2735,353
2016-08-17,127000.0,126000.0,15768.0,24.04,-1651,766,742
2016-08-18,126500.0,126000.0,21389.0,24.04,3039,-74,-2947
2016-08-19,126000.0,120500.0,25300.0,22.99,9207,-5942,-2339
2016-08-22,120500.0,119500.0,22466.0,22.8,6003,-3975,-2126
2016-08-23,118500.0,120500.0,25411.0,22.99,7117,-3740,-2219
