Symbol,대한유화_시가(원),대한유화_종가(원),대한유화_거래량(주),대한유화_PER(IFRS-연결),대한유화_순매수수량(개인)(주),대한유화_순매수수량(기관계)(주),대한유화_순매수수량(외국인계)(주)
2004-03-18,9850.0,9820.0,610.0,7.87,170,-170,0
2004-03-19,9850.0,9890.0,2300.0,7.92,-140,140,0
2004-03-22,9750.0,9520.0,2650.0,7.62,2120,-2120,0
2004-03-23,9480.0,9590.0,2530.0,7.68,-1080,380,700
2004-03-24,9450.0,9490.0,1830.0,7.6,780,-670,0
2004-03-25,9250.0,8210.0,32910.0,6.58,13610,-13610,0
2004-03-26,8240.0,7980.0,11260.0,6.39,5060,-5170,0
2004-03-29,8010.0,8440.0,8920.0,6.76,-1550,-1270,3310
2004-03-30,8310.0,8110.0,8290.0,6.5,5160,-5160,0
2004-03-31,8110.0,8200.0,3940.0,6.57,-1420,-850,2270
2004-04-01,8100.0,8290.0,3090.0,6.64,680,-680,0
2004-04-02,8290.0,8500.0,2490.0,6.81,-50,50,0
2004-04-06,8790.0,8550.0,16340.0,6.85,760,-760,0
2004-04-07,8460.0,8560.0,4720.0,6.86,-40,40,0
2004-04-08,8560.0,8670.0,4093.0,6.94,-1077,1077,0
2004-04-09,8530.0,8600.0,3460.0,6.89,1370,-1370,0
2004-04-12,8500.0,8520.0,3700.0,6.82,-1470,370,1100
2004-04-13,8700.0,8700.0,2821.0,6.97,-79,79,0
2004-04-14,8680.0,8570.0,1660.0,6.86,-50,60,0
2004-04-16,8570.0,8520.0,780.0,6.82,350,-350,0
2004-04-19,8520.0,8510.0,3155.0,6.82,1290,-1290,0
2004-04-20,8850.0,8730.0,12905.0,6.99,-4005,4005,0
2004-04-21,8900.0,8800.0,4673.0,7.05,663,-663,0
2004-04-22,8610.0,8650.0,3240.0,6.93,1220,-1220,0
2004-04-23,8800.0,8560.0,1080.0,6.86,-540,540,0
2004-04-26,8560.0,8500.0,3636.0,6.81,466,-466,0
2004-04-27,8450.0,8540.0,2005.0,6.84,-770,770,0
2004-04-28,8460.0,8450.0,2130.0,6.77,1290,-980,-310
2004-04-29,8540.0,8430.0,1140.0,6.75,-1120,1120,0
2004-04-30,8600.0,8440.0,2620.0,6.76,-2230,2230,0
2004-05-03,8440.0,8210.0,4270.0,6.58,-1160,1160,0
2004-05-04,8280.0,8170.0,3010.0,6.54,-50,50,0
2004-05-06,8040.0,7850.0,1180.0,6.29,-120,120,0
2004-05-07,7850.0,7790.0,3550.0,6.24,-80,80,0
2004-05-10,7670.0,7390.0,7391.0,5.92,590,-590,0
2004-05-11,7000.0,7350.0,5150.0,5.89,-1150,900,0
2004-05-12,7000.0,7500.0,4950.0,6.01,-1670,1690,-20
2004-05-13,7500.0,6860.0,8220.0,5.49,1670,1500,0
2004-05-14,7000.0,7150.0,25400.0,5.73,4480,-4010,-470
2004-05-17,7100.0,6890.0,3240.0,5.52,-150,150,0
2004-05-18,6890.0,6970.0,16330.0,5.58,-6660,2860,0
2004-05-19,7000.0,6900.0,8031.0,5.53,-140,140,0
2004-05-20,7000.0,6940.0,7840.0,5.56,690,-150,-190
2004-05-21,6900.0,6900.0,1710.0,5.53,-70,70,0
2004-05-24,6940.0,6880.0,3258.0,5.51,40,-40,0
2004-05-25,6720.0,6780.0,5700.0,5.43,1530,-80,-750
2004-05-27,6890.0,6710.0,2350.0,5.37,-140,140,0
2004-05-28,6990.0,7090.0,30401.0,5.68,-11900,500,0
2004-05-31,6910.0,7290.0,27224.0,5.84,-10350,1780,1100
2004-06-01,7320.0,7560.0,16455.0,6.06,9140,-11540,2400
2004-06-02,7560.0,7630.0,3618.0,6.11,1100,-10,-880
2004-06-03,8760.0,7850.0,11200.0,6.29,1110,-60,-700
2004-06-04,7850.0,7800.0,1810.0,6.25,210,-410,200
2004-06-07,8100.0,8000.0,920.0,6.41,0,0,0
2004-06-08,8350.0,8300.0,173.0,6.65,0,0,0
2004-06-09,8000.0,8030.0,3211.0,6.43,-160,160,0
2004-06-10,7930.0,7950.0,8060.0,6.37,-1030,-950,-2830
2004-06-11,7800.0,7410.0,2210.0,5.93,900,0,-270
2004-06-14,7380.0,7320.0,290.0,5.86,160,-20,0
2004-06-15,7200.0,7180.0,2500.0,5.75,0,0,0
2004-06-16,7210.0,7500.0,7811.0,6.01,-5100,5050,50
2004-06-17,7330.0,7250.0,5910.0,5.81,-420,420,0
2004-06-18,7250.0,7230.0,4310.0,5.79,-650,2070,50
2004-06-21,7230.0,7250.0,3350.0,5.81,-960,-40,1000
2004-06-22,7160.0,7300.0,3450.0,5.85,-450,1160,-150
2004-06-23,7100.0,7080.0,5050.0,5.67,1310,-760,-200
2004-06-24,7080.0,7200.0,9070.0,5.77,-4520,4520,0
2004-06-25,7080.0,7300.0,2490.0,5.85,-240,0,0
2004-06-28,7290.0,7290.0,11770.0,5.84,-10030,10100,0
2004-06-29,7200.0,7380.0,2010.0,5.91,-1000,1000,0
2004-06-30,7380.0,7430.0,3930.0,5.95,-380,380,0
2004-07-01,7310.0,7420.0,770.0,5.94,0,0,0
2004-07-02,7420.0,7600.0,9850.0,6.09,10,-10,0
2004-07-05,8370.0,7560.0,16730.0,6.06,13900,-14000,100
2004-07-06,7560.0,7480.0,220.0,5.99,-40,40,0
2004-07-07,7370.0,7350.0,4840.0,5.89,-1770,1870,-100
2004-07-08,7380.0,7400.0,2940.0,5.93,560,70,-760
2004-07-09,7380.0,7350.0,1120.0,5.89,10,0,80
2004-07-12,7590.0,7440.0,2450.0,5.96,0,0,0
2004-07-13,7590.0,7380.0,10440.0,5.91,-5000,5000,0
2004-07-14,7160.0,7300.0,8705.0,5.85,-5950,6930,0
2004-07-15,7190.0,7290.0,3160.0,5.84,-1900,2040,0
2004-07-16,7360.0,7250.0,219.0,5.81,0,0,0
2004-07-19,7390.0,7400.0,140.0,5.93,-60,60,0
2004-07-20,7300.0,7300.0,980.0,5.85,230,-70,-160
2004-07-21,7350.0,7430.0,510.0,5.95,-70,70,0
2004-07-22,7330.0,7330.0,4430.0,5.87,190,-70,-120
2004-07-23,7350.0,7480.0,1040.0,5.99,800,0,-800
2004-07-26,7380.0,7550.0,3060.0,6.05,-2940,350,-60
2004-07-27,7520.0,7510.0,100.0,6.01,0,0,0
2004-07-28,7500.0,7520.0,420.0,6.02,0,0,0
2004-07-29,7530.0,7500.0,140.0,6.01,0,0,0
2004-07-30,7530.0,7500.0,900.0,6.01,-40,0,40
2004-08-02,7350.0,7360.0,6960.0,5.89,-2870,5000,-2130
2004-08-03,7600.0,7490.0,740.0,6.0,0,0,0
2004-08-04,7230.0,7530.0,6480.0,6.03,580,0,-1230
2004-08-05,7530.0,7580.0,8220.0,6.07,-5270,140,130
2004-08-06,7570.0,7600.0,2370.0,6.09,-490,0,0
2004-08-09,7650.0,7650.0,59.0,6.13,0,0,0
2004-08-10,7700.0,7800.0,5450.0,6.25,-2040,2040,0
2004-08-11,7850.0,7740.0,1150.0,6.2,10,-10,0
2004-08-12,7800.0,7910.0,7290.0,6.34,-5110,5660,0
2004-08-13,8200.0,8190.0,2080.0,6.56,-20,-70,90
2004-08-16,8180.0,8500.0,16940.0,6.81,-1140,-3870,10
2004-08-17,8500.0,8800.0,9088.0,7.05,270,-270,0
2004-08-18,9010.0,9100.0,6410.0,7.29,10,-10,0
2004-08-19,9100.0,9500.0,14846.0,7.61,3460,-4160,700
2004-08-20,9500.0,9600.0,7095.0,7.69,10,-10,0
2004-08-23,9700.0,9430.0,2860.0,7.55,-490,490,0
2004-08-24,9350.0,9250.0,17700.0,7.41,6120,5250,-11370
2004-08-25,9500.0,9470.0,2240.0,7.58,0,0,0
2004-08-26,9470.0,9590.0,8870.0,7.68,0,0,0
2004-08-27,9450.0,9580.0,1786.0,7.67,-6,6,0
2004-08-30,9600.0,9580.0,5670.0,7.67,-830,860,-30
2004-08-31,9580.0,9800.0,4030.0,7.85,-1120,-60,1180
2004-09-01,9850.0,9850.0,4610.0,7.89,100,0,-100
2004-09-02,9800.0,10450.0,20570.0,8.37,2000,-1050,0
2004-09-03,10500.0,11450.0,28890.0,9.17,670,-270,-100
2004-09-06,11600.0,12600.0,26022.0,10.09,480,0,-80
2004-09-07,12700.0,13650.0,148741.0,10.93,-430,530,0
2004-09-08,13650.0,11900.0,82777.0,9.53,-250,-270,520
2004-09-09,12150.0,13650.0,65917.0,10.93,1842,-2432,-210
2004-09-10,14600.0,14800.0,125753.0,11.85,4120,-350,30
2004-09-13,14300.0,13850.0,43550.0,11.09,-110,50,60
2004-09-14,14000.0,14400.0,123100.0,11.53,10,-10,0
2004-09-15,14100.0,14000.0,48840.0,11.21,-120,120,0
2004-09-16,14050.0,13500.0,49270.0,10.81,-5850,5170,680
2004-09-17,13600.0,14000.0,53260.0,11.21,690,-690,0
2004-09-20,13700.0,14400.0,28590.0,11.53,-1020,1020,0
2004-09-21,14500.0,14700.0,17750.0,11.77,-370,130,240
2004-09-22,15000.0,16000.0,83435.0,12.81,-250,-670,0
2004-09-23,16000.0,15300.0,26490.0,12.25,1010,-90,0
2004-09-24,15050.0,15300.0,30080.0,12.25,240,-520,280
2004-09-30,14750.0,15550.0,14320.0,12.45,-290,290,0
2004-10-01,15450.0,15800.0,22989.0,12.65,-2230,2230,0
2004-10-04,16000.0,16250.0,18080.0,13.02,-1170,1170,0
2004-10-05,16250.0,16000.0,14055.0,12.81,-1930,1930,0
2004-10-06,16600.0,17800.0,175295.0,14.26,23750,-24570,690
2004-10-07,18000.0,16950.0,103910.0,13.58,4320,-10970,170
2004-10-08,17000.0,17400.0,31540.0,13.94,-2410,2520,0
2004-10-11,17400.0,18100.0,50240.0,14.5,-7210,7970,-260
2004-10-12,18700.0,17650.0,21220.0,14.14,870,-1930,0
2004-10-13,17650.0,17100.0,16953.0,13.7,530,-600,0
2004-10-14,16800.0,17000.0,29368.0,13.62,-620,490,-20
2004-10-15,16700.0,16400.0,13528.0,13.14,1980,-560,-300
2004-10-18,16400.0,16900.0,12090.0,13.54,670,-390,0
2004-10-19,17400.0,16150.0,15890.0,12.94,-780,280,0
2004-10-20,16300.0,15000.0,25460.0,12.01,-8540,20,1080
2004-10-21,14800.0,13950.0,16930.0,11.17,80,-570,-10
2004-10-22,13950.0,14900.0,15870.0,11.93,80,0,-80
2004-10-25,14500.0,14400.0,6570.0,11.53,230,-100,-1080
2004-10-26,14300.0,14200.0,9650.0,11.37,-3460,3990,-250
2004-10-27,14150.0,14200.0,10250.0,11.37,-5210,5980,0
2004-10-28,14350.0,14850.0,4718.0,11.89,-1052,1052,0
2004-10-29,14400.0,14600.0,3100.0,11.69,10,-10,0
2004-11-01,15000.0,14600.0,2640.0,11.69,0,0,0
2004-11-02,14800.0,16000.0,13088.0,12.81,-550,1590,-40
2004-11-03,15800.0,16000.0,20200.0,12.81,-450,630,-180
2004-11-04,15800.0,16300.0,4120.0,13.06,-460,580,-120
2004-11-05,16150.0,16600.0,7230.0,13.3,-660,1000,-330
2004-11-08,17350.0,16350.0,7640.0,13.1,1110,-700,-410
2004-11-09,16150.0,16400.0,4210.0,13.14,320,-320,0
2004-11-10,16950.0,16700.0,8390.0,13.38,-2680,2680,0
2004-11-11,16400.0,17200.0,12270.0,13.78,1800,-1800,0
2004-11-12,17200.0,18000.0,77260.0,14.42,-2670,2860,300
2004-11-15,18600.0,17800.0,23980.0,14.26,-140,300,340
2004-11-16,17800.0,16900.0,13890.0,13.54,550,-550,0
2004-11-17,16800.0,17850.0,12810.0,14.3,-1000,1000,0
2004-11-18,18850.0,17600.0,32450.0,14.1,1570,-1570,0
2004-11-19,17450.0,17250.0,4955.0,13.82,400,-400,0
2004-11-22,17000.0,16850.0,6170.0,13.5,1860,-1860,0
2004-11-23,16750.0,17500.0,7780.0,14.02,-60,60,0
2004-11-24,17600.0,17850.0,17230.0,14.3,-2090,2090,0
2004-11-25,17900.0,17800.0,11560.0,14.26,90,-90,0
2004-11-26,17700.0,17800.0,18660.0,14.26,-410,410,0
2004-11-29,18250.0,19200.0,38090.0,15.38,280,-280,0
2004-11-30,19350.0,19500.0,19460.0,15.62,920,-920,0
2004-12-01,19300.0,19200.0,9820.0,15.38,-580,580,0
2004-12-02,19250.0,19050.0,14490.0,15.26,-5120,4570,250
2004-12-03,19500.0,19000.0,11290.0,15.22,-6160,2860,3300
2004-12-06,18900.0,18800.0,8420.0,15.06,-220,-1920,2140
2004-12-07,18800.0,19000.0,17050.0,15.22,-5110,5080,30
2004-12-08,19000.0,20250.0,29340.0,16.22,-13300,13830,-30
2004-12-09,20000.0,21000.0,24470.0,16.82,-5910,1480,0
2004-12-10,20700.0,20200.0,18720.0,16.18,-690,570,0
2004-12-13,20400.0,19600.0,8510.0,15.7,-1670,1790,0
2004-12-14,19600.0,18950.0,9320.0,15.18,-360,360,0
2004-12-15,18650.0,19000.0,17640.0,15.22,170,6640,-6840
2004-12-16,18850.0,19500.0,8990.0,15.62,-740,680,0
2004-12-17,19600.0,19400.0,5430.0,15.54,-2060,1880,0
2004-12-20,19050.0,18850.0,10587.0,15.1,-3400,690,2410
2004-12-21,18750.0,18350.0,7620.0,14.7,-30,220,-250
2004-12-22,18350.0,18950.0,14230.0,15.18,-3770,3590,0
2004-12-23,19200.0,17800.0,19585.0,14.26,890,-490,-400
2004-12-24,17800.0,17800.0,7030.0,14.26,520,-500,-50
2004-12-27,18200.0,18250.0,8940.0,14.62,-400,300,-50
2004-12-28,17900.0,18050.0,5631.0,14.46,-1460,1780,-320
2004-12-29,18000.0,17800.0,9080.0,14.26,-3900,3900,0
2004-12-30,17600.0,18050.0,2630.0,14.46,-630,630,0
2005-01-03,18200.0,17450.0,3949.0,1.85,0,0,0
2005-01-04,17450.0,17500.0,4130.0,1.85,-1060,150,0
2005-01-05,17400.0,16700.0,20500.0,1.77,8430,-8430,0
2005-01-06,16450.0,16450.0,13060.0,1.74,760,-830,0
2005-01-07,16450.0,15750.0,15530.0,1.67,4710,-4680,0
2005-01-10,16000.0,15950.0,8950.0,1.69,1820,-1820,0
2005-01-11,15950.0,16700.0,21380.0,1.77,1300,-1300,0
2005-01-12,16600.0,16850.0,34950.0,1.79,1560,-1560,0
2005-01-13,17000.0,18050.0,264731.0,1.91,36700,-22150,2000
2005-01-14,18050.0,18000.0,107288.0,1.91,-190,1310,-1250
2005-01-17,17950.0,16850.0,75076.0,1.79,6251,-8721,3300
2005-01-18,17100.0,16600.0,38620.0,1.76,4040,-4580,600
2005-01-19,16650.0,16100.0,39940.0,1.71,4950,-4920,0
2005-01-20,15850.0,16100.0,59370.0,1.71,7130,-9020,1950
2005-01-21,15850.0,15600.0,58390.0,1.65,7000,550,-4000
2005-01-24,15700.0,17900.0,473878.0,1.9,59770,-5020,2250
2005-01-25,18000.0,16800.0,156820.0,1.78,3790,-3550,0
2005-01-26,17350.0,16650.0,115250.0,1.76,14010,-13890,0
2005-01-27,16400.0,16200.0,101300.0,1.72,-4530,4530,0
2005-01-28,16250.0,17100.0,101660.0,1.81,-3780,4580,-800
2005-01-31,17050.0,17100.0,62982.0,1.81,-3768,3418,0
2005-02-01,17100.0,17700.0,122900.0,1.88,-19500,21010,-1300
2005-02-02,17950.0,20350.0,278648.0,2.16,-4113,1345,768
2005-02-03,20600.0,20300.0,175100.0,2.15,1610,-2750,240
2005-02-04,20350.0,20300.0,80830.0,2.15,-460,-90,600
2005-02-07,21050.0,21200.0,149828.0,2.25,16110,-19110,1000
2005-02-11,21300.0,22550.0,75060.0,2.39,360,1600,-1780
2005-02-14,23300.0,25000.0,170390.0,2.65,-46280,46310,0
2005-02-15,25350.0,23950.0,71280.0,2.54,-9860,9960,20
2005-02-16,24800.0,25650.0,107521.0,2.72,-10680,-3850,-700
2005-02-17,25700.0,25950.0,74320.0,2.75,-10790,5790,0
2005-02-18,25350.0,25900.0,97030.0,2.74,-5910,-790,700
2005-02-21,25700.0,29750.0,215065.0,3.15,-96735,76255,8500
2005-02-22,30700.0,30600.0,149705.0,3.24,-13130,10350,900
2005-02-23,29300.0,35150.0,155362.0,3.72,-51760,35440,-1620
2005-02-24,36000.0,35000.0,109665.0,3.71,780,-7940,7970
2005-02-25,36000.0,33100.0,118568.0,3.51,-9278,-600,2508
2005-02-28,34000.0,34600.0,100461.0,3.67,-19490,4950,14270
2005-03-02,34000.0,34650.0,53115.0,3.67,-16170,1540,16210
2005-03-03,34450.0,34550.0,95784.0,3.66,-8290,-1260,10040
2005-03-04,35300.0,36700.0,110771.0,3.89,-35126,5158,31288
2005-03-07,37600.0,39200.0,94770.0,4.15,-11360,14760,-200
2005-03-08,38950.0,38950.0,66580.0,4.13,-10110,4870,5000
2005-03-09,38250.0,38400.0,25674.0,4.07,-853,863,130
2005-03-10,38800.0,37300.0,49887.0,3.95,5970,7290,-8880
2005-03-11,36800.0,37300.0,37864.0,3.95,-20632,4740,14322
2005-03-14,37300.0,35650.0,35483.0,3.78,-7150,-480,7560
2005-03-15,35400.0,34800.0,61489.0,3.69,-13140,11360,2110
2005-03-16,34300.0,35000.0,48230.0,3.71,-13840,14000,-450
2005-03-17,34600.0,33300.0,20490.0,3.53,2480,-2330,-500
2005-03-18,32550.0,32000.0,79212.0,3.39,-22502,-910,22542
2005-03-21,32000.0,30300.0,95250.0,3.21,-13970,-1820,15730
2005-03-22,30300.0,31400.0,51354.0,3.33,-3390,2870,260
2005-03-23,31000.0,28100.0,117992.0,2.98,-9970,-5350,11110
2005-03-24,28350.0,28900.0,51998.0,3.06,-14304,6940,9944
2005-03-25,28250.0,28900.0,24950.0,3.06,-5490,5610,-120
2005-03-28,29350.0,29200.0,27551.0,3.09,-4080,3210,590
2005-03-29,29300.0,29100.0,37970.0,3.08,-7060,7550,-360
2005-03-30,29350.0,29400.0,13100.0,3.12,-850,1780,-990
2005-03-31,30000.0,30050.0,20980.0,3.18,250,-150,-170
2005-04-01,29800.0,29000.0,27180.0,3.07,7030,200,-8230
2005-04-04,29550.0,28500.0,120090.0,3.02,508,13560,-12368
2005-04-06,28100.0,27500.0,39831.0,2.91,-520,480,40
2005-04-07,27200.0,27250.0,28700.0,2.89,-2480,2530,40
2005-04-08,27700.0,27600.0,174513.0,2.92,32150,-20090,-22120
2005-04-11,27300.0,26700.0,35513.0,2.83,-2720,-2480,200
2005-04-12,26500.0,25600.0,59944.0,2.71,13990,-14540,550
2005-04-13,25600.0,26300.0,29390.0,2.79,-1750,1430,320
2005-04-14,26050.0,25000.0,74170.0,2.65,25110,-18930,0
2005-04-15,24700.0,23900.0,155392.0,2.53,36392,29990,-57322
2005-04-18,23000.0,23750.0,62390.0,2.52,-24680,-6250,11290
2005-04-19,23800.0,23850.0,29590.0,2.53,1070,-170,0
2005-04-20,23850.0,23900.0,71803.0,2.53,2570,12420,-15000
2005-04-21,23250.0,24750.0,46695.0,2.62,1480,-3800,-520
2005-04-22,25850.0,25050.0,30090.0,2.65,-2910,3200,-190
2005-04-25,25100.0,24700.0,21680.0,2.62,200,-630,10
2005-04-26,25100.0,25700.0,42230.0,2.72,-3250,4730,650
2005-04-27,25100.0,25100.0,65180.0,2.66,2840,-1990,0
2005-04-28,25500.0,25100.0,18490.0,2.66,3100,-20,0
2005-04-29,24600.0,24700.0,33230.0,2.62,-4650,3870,780
2005-05-02,24700.0,24300.0,9671.0,2.58,-70,-70,0
2005-05-03,24350.0,24100.0,10865.0,2.55,1625,1525,-3150
2005-05-04,24200.0,25600.0,36701.0,2.71,-8550,2060,6490
2005-05-06,25650.0,26050.0,18005.0,2.76,-920,-90,1010
2005-05-09,26050.0,24600.0,29690.0,2.61,2690,-1920,-280
2005-05-10,24600.0,24550.0,35510.0,2.6,-1420,8350,-6860
2005-05-11,24250.0,23300.0,39230.0,2.47,6630,5910,-12530
2005-05-12,23300.0,23200.0,15710.0,2.46,2500,1650,-520
2005-05-13,22850.0,22650.0,33781.0,2.4,3522,-1162,1500
2005-05-16,23200.0,20750.0,58855.0,2.2,18545,-16265,0
2005-05-17,20950.0,21400.0,62449.0,2.27,-6920,10080,2180
2005-05-18,21250.0,21300.0,28150.0,2.26,-1050,1250,-200
2005-05-19,21750.0,22250.0,37362.0,2.36,6592,-1660,-5382
2005-05-20,22250.0,22550.0,17292.0,2.39,-3120,20,2820
2005-05-23,22450.0,22800.0,17737.0,2.42,-7090,170,6850
2005-05-24,23000.0,23000.0,19190.0,2.44,-10380,240,10000
2005-05-25,23050.0,23150.0,29930.0,2.45,2790,-9680,9500
2005-05-26,23000.0,22800.0,14676.0,2.42,-3640,3220,0
2005-05-27,23450.0,23300.0,49795.0,2.47,-4920,-16190,25400
2005-05-30,23300.0,23600.0,36630.0,2.5,-16790,16210,580
2005-05-31,23400.0,23000.0,27457.0,2.44,-190,-2310,2500
2005-06-01,22850.0,22500.0,49550.0,2.38,-1290,3090,200
2005-06-02,22650.0,22100.0,37400.0,2.34,6150,-7800,1650
2005-06-03,22300.0,22450.0,17370.0,2.38,-290,290,0
2005-06-07,22400.0,22250.0,27821.0,2.36,-4000,-1440,5440
2005-06-08,22250.0,23800.0,64150.0,2.52,-22560,2820,17660
2005-06-09,24350.0,24950.0,74549.0,2.64,1770,-18130,15250
2005-06-10,25700.0,27000.0,109430.0,2.86,28240,-32490,4320
2005-06-13,27700.0,26950.0,32295.0,2.86,-10590,510,10080
2005-06-14,27400.0,27500.0,38620.0,2.91,-2480,-3880,7500
2005-06-15,27500.0,26500.0,36425.0,2.81,15820,-16330,0
2005-06-16,26400.0,26650.0,9390.0,2.82,-1910,370,1050
2005-06-17,26600.0,25750.0,32050.0,2.73,-190,-20,0
2005-06-20,25650.0,25250.0,24340.0,2.68,1450,-1520,0
2005-06-21,25700.0,25250.0,27360.0,2.68,5020,-5160,0
2005-06-22,25750.0,26100.0,27190.0,2.77,-8310,6700,920
2005-06-23,26400.0,29000.0,125380.0,3.07,18530,-37550,25990
2005-06-24,28750.0,31000.0,156740.0,3.28,-34620,-25980,59800
2005-06-27,31150.0,30000.0,40950.0,3.18,-560,620,0
2005-06-28,29700.0,29850.0,28105.0,3.16,-7790,7310,0
2005-06-29,30100.0,28850.0,71600.0,3.06,-6490,1300,1100
2005-06-30,28500.0,29600.0,37430.0,3.14,-3390,3330,60
2005-07-01,30950.0,30000.0,46240.0,3.18,-3700,840,3000
2005-07-04,30000.0,31500.0,55850.0,3.34,-7610,4860,-910
2005-07-05,31400.0,31450.0,37690.0,3.33,-3940,430,0
2005-07-06,31550.0,32400.0,47007.0,3.43,-4773,4633,0
2005-07-07,32200.0,31700.0,39800.0,3.36,-2960,3030,0
2005-07-08,31450.0,31000.0,33590.0,3.28,-8500,8710,0
2005-07-11,30600.0,30100.0,32195.0,3.19,-6390,6530,0
2005-07-12,30200.0,29950.0,55380.0,3.17,20930,-22610,1630
2005-07-13,29500.0,29750.0,16461.0,3.15,-1960,1960,0
2005-07-14,30400.0,29100.0,50563.0,3.08,4240,1990,1000
2005-07-15,28800.0,28650.0,43864.0,3.04,-3820,250,3530
2005-07-18,28950.0,29800.0,44544.0,3.16,-6500,-560,7080
2005-07-19,29750.0,29800.0,44360.0,3.16,830,3110,5940
2005-07-20,30600.0,29350.0,39791.0,3.11,-3080,7380,-500
2005-07-21,29450.0,29000.0,24750.0,3.07,-2140,2200,0
2005-07-22,29000.0,28600.0,38810.0,3.03,1910,-5420,3490
2005-07-25,27900.0,28600.0,38774.0,3.03,-1060,-4740,7300
2005-07-26,28400.0,27850.0,47770.0,2.95,4730,-9220,0
2005-07-27,27550.0,27100.0,47514.0,2.87,14990,-11770,0
2005-07-28,27100.0,27900.0,54940.0,2.96,-8240,5910,50
2005-07-29,28450.0,28550.0,33730.0,3.03,-4520,500,4340
2005-08-01,28650.0,27350.0,27955.0,2.9,13180,-13320,0
2005-08-02,27150.0,27400.0,24661.0,2.9,1410,-1280,0
2005-08-03,27300.0,27050.0,73380.0,2.87,7470,-30570,23710
2005-08-04,27500.0,28500.0,37141.0,3.02,-9680,10680,-1070
2005-08-05,28700.0,27850.0,23510.0,2.95,-5010,3760,1220
2005-08-08,28000.0,28000.0,25020.0,2.97,-20,1910,-1820
2005-08-09,27800.0,27800.0,16580.0,2.95,-160,80,0
2005-08-10,27600.0,27600.0,14660.0,2.92,4640,-4530,-110
2005-08-11,28100.0,27750.0,20540.0,2.94,3570,-4870,730
2005-08-12,27900.0,28950.0,52388.0,3.07,7010,-6620,-320
2005-08-16,29250.0,28300.0,24930.0,3.0,-720,800,0
2005-08-17,28100.0,28000.0,16590.0,2.97,-800,-510,0
2005-08-18,27800.0,27300.0,26520.0,2.89,4050,-3250,-870
2005-08-19,27000.0,27300.0,25100.0,2.89,-3880,4200,-300
2005-08-22,27300.0,28350.0,19210.0,3.0,-8090,4260,3480
2005-08-23,28400.0,29550.0,47121.0,3.13,-16430,-270,14580
2005-08-24,29550.0,29550.0,31793.0,3.13,2440,-3910,1980
2005-08-25,29900.0,29600.0,38480.0,3.14,8080,-9960,0
2005-08-26,29800.0,29700.0,18816.0,3.15,-1980,2820,-700
2005-08-29,28750.0,28000.0,28190.0,2.97,-4550,3900,0
2005-08-30,28100.0,28450.0,23480.0,3.01,9270,-12470,-380
2005-08-31,28000.0,28200.0,8840.0,2.99,770,-690,-80
2005-09-01,28300.0,28800.0,20070.0,3.05,5020,-6450,1430
2005-09-02,29050.0,29000.0,30390.0,3.07,4860,-4960,100
2005-09-05,29250.0,28700.0,8320.0,3.04,-1670,-80,1750
2005-09-06,28700.0,30200.0,39610.0,3.2,-19750,17440,1600
2005-09-07,30550.0,30100.0,16804.0,3.19,-1280,1280,0
2005-09-08,30600.0,29200.0,27610.0,3.09,-143,2443,1120
2005-09-09,29450.0,29850.0,14531.0,3.16,-140,660,-500
2005-09-12,30200.0,30400.0,36231.0,3.22,-2280,3130,-790
2005-09-13,30900.0,29800.0,14380.0,3.16,340,-80,-260
2005-09-14,29500.0,29700.0,11140.0,3.15,-3230,3230,0
2005-09-15,29250.0,30000.0,23670.0,3.18,-4590,5880,1070
2005-09-16,30200.0,30400.0,15600.0,3.22,-5360,1890,3400
2005-09-20,30250.0,31300.0,43520.0,3.32,-3580,4050,-530
2005-09-21,31500.0,31700.0,20723.0,3.36,-1460,-1750,2190
2005-09-22,31500.0,31700.0,20603.0,3.36,-715,1665,-950
2005-09-23,31500.0,30700.0,26991.0,3.25,4800,1210,-1410
2005-09-26,30400.0,32700.0,36430.0,3.47,-14390,13910,170
2005-09-27,32650.0,32400.0,13340.0,3.43,990,1280,-2210
2005-09-28,32050.0,32950.0,16224.0,3.49,-70,3770,-3940
2005-09-29,32550.0,32500.0,18621.0,3.44,1770,1380,-3260
2005-09-30,32300.0,32000.0,32584.0,3.39,2200,-15200,12850
2005-10-04,31950.0,31800.0,27680.0,3.37,4310,-5100,540
2005-10-05,31550.0,29950.0,65510.0,3.17,15980,-16680,780
2005-10-06,30000.0,30600.0,41090.0,3.24,-16110,17260,-260
2005-10-07,30100.0,30050.0,21102.0,3.18,-9570,11190,-1620
2005-10-10,29700.0,31600.0,27450.0,3.35,-17170,16290,770
2005-10-11,32000.0,31850.0,13100.0,3.38,-1560,2040,-110
2005-10-12,32100.0,30150.0,29340.0,3.19,7380,-4920,-2290
2005-10-13,30550.0,30200.0,20500.0,3.2,860,810,-320
2005-10-14,29900.0,31350.0,33120.0,3.32,-16340,16930,-470
2005-10-17,31000.0,30400.0,11051.0,3.22,-2690,4360,-1540
2005-10-18,30400.0,31300.0,12460.0,3.32,-8280,7650,580
2005-10-19,31300.0,31000.0,19040.0,3.28,-1940,4200,-4210
2005-10-20,31000.0,31350.0,9220.0,3.32,-2600,3140,-540
2005-10-21,31350.0,31300.0,17400.0,3.32,-9020,7480,-410
2005-10-24,31350.0,31500.0,11224.0,3.34,-1464,1664,0
