Symbol,대한유화_시가(원),대한유화_종가(원),대한유화_거래량(주),대한유화_PER(IFRS-연결),대한유화_순매수수량(개인)(주),대한유화_순매수수량(기관계)(주),대한유화_순매수수량(외국인계)(주)
2002-01-04,6100.0,6050.0,21510.0,,2500,-830,120
2002-01-07,6100.0,6120.0,16331.0,,5761,-2161,-100
2002-01-08,6080.0,6040.0,22100.0,,5120,-3860,0
2002-01-09,6100.0,5960.0,19580.0,,1200,0,0
2002-01-10,6050.0,5920.0,12250.0,,660,-420,0
2002-01-11,5920.0,5850.0,11170.0,,430,-430,0
2002-01-14,5950.0,5890.0,10270.0,,0,0,0
2002-01-15,5910.0,5800.0,13690.0,,1050,-890,-200
2002-01-16,5710.0,5700.0,4161.0,,259,-289,0
2002-01-17,5700.0,5740.0,7620.0,,-530,230,300
2002-01-18,5810.0,5840.0,1660.0,,180,-180,0
2002-01-21,5890.0,5900.0,6590.0,,-420,180,240
2002-01-22,5920.0,5800.0,7580.0,,280,-200,0
2002-01-23,5800.0,5890.0,5330.0,,-630,520,40
2002-01-24,5900.0,6200.0,34010.0,,-500,100,560
2002-01-25,6330.0,6340.0,25020.0,,-2300,540,1760
2002-01-28,6400.0,6450.0,57770.0,,340,-270,0
2002-01-29,6390.0,6400.0,45217.0,,15507,-10527,80
2002-01-30,6310.0,6130.0,19590.0,,60,-60,0
2002-01-31,6150.0,6250.0,14610.0,,5680,-5680,0
2002-02-01,6250.0,6260.0,27490.0,,740,-740,0
2002-02-04,6200.0,6350.0,32080.0,,7650,-5010,0
2002-02-05,6350.0,6440.0,142390.0,,23040,-22470,0
2002-02-06,6500.0,6430.0,30860.0,,20,-20,0
2002-02-07,6460.0,6500.0,69538.0,,228,-218,0
2002-02-08,6750.0,7400.0,148090.0,,6770,-6510,-100
2002-02-14,7460.0,8510.0,199480.0,,9650,-6940,-2550
2002-02-15,8510.0,8390.0,183140.0,,-22540,22040,0
2002-02-18,8290.0,8430.0,89630.0,,-2210,2100,0
2002-02-19,8550.0,8900.0,144430.0,,900,-900,0
2002-02-20,8740.0,8550.0,101610.0,,-19230,19230,0
2002-02-21,8620.0,8500.0,65079.0,,-17790,17790,0
2002-02-22,8220.0,8250.0,42570.0,,-6770,6770,0
2002-02-25,8250.0,8100.0,40700.0,,-16390,4250,0
2002-02-26,8250.0,8350.0,68322.0,,-15330,15320,0
2002-02-27,8410.0,8500.0,46380.0,,-7600,7030,160
2002-02-28,8450.0,8300.0,28643.0,,-9830,9830,0
2002-03-04,8470.0,8310.0,50895.0,,-4120,4000,120
2002-03-05,8100.0,8190.0,19060.0,,1770,-1770,0
2002-03-06,8120.0,8210.0,44800.0,,7430,-6570,-110
2002-03-07,8400.0,8400.0,24650.0,,-6000,-50,0
2002-03-08,8500.0,8280.0,24190.0,,-7630,7630,0
2002-03-11,8320.0,8300.0,26180.0,,-5300,5300,0
2002-03-12,8400.0,8690.0,52340.0,,-9940,-60,0
2002-03-13,8740.0,8600.0,40290.0,,-8190,7060,1130
2002-03-14,8680.0,8890.0,34670.0,,-11910,13560,-1650
2002-03-15,8890.0,9090.0,45860.0,,-4840,6540,0
2002-03-18,9150.0,8950.0,37950.0,,-10520,10530,-10
2002-03-19,9000.0,9000.0,19120.0,,-4840,4840,0
2002-03-20,9000.0,8850.0,27980.0,,-5670,5670,0
2002-03-21,8830.0,8510.0,17990.0,,-7750,7750,0
2002-03-22,8510.0,8450.0,42420.0,,-18700,18700,0
2002-03-25,8200.0,8430.0,9360.0,,-1110,710,400
2002-03-26,8450.0,8200.0,32140.0,,-5750,4290,1460
2002-03-27,8200.0,8150.0,22030.0,,-10020,20,0
2002-03-28,7580.0,8100.0,19250.0,,-5290,5290,0
2002-03-29,7860.0,8180.0,16820.0,,-10810,10810,0
2002-04-01,8010.0,7930.0,10580.0,,-5910,5910,0
2002-04-02,7930.0,8200.0,15480.0,,-5940,740,1200
2002-04-03,8200.0,8200.0,14605.0,,-9790,-190,0
2002-04-04,8200.0,8400.0,10590.0,,-3510,3190,320
2002-04-08,8400.0,8400.0,12220.0,,-1930,1870,60
2002-04-09,8350.0,8340.0,11370.0,,-850,850,0
2002-04-10,8450.0,7950.0,5610.0,,210,-210,0
2002-04-11,7620.0,7530.0,17690.0,,6310,-2890,-3440
2002-04-12,7550.0,7810.0,8440.0,,2850,-2850,0
2002-04-15,8350.0,8550.0,20370.0,,850,-850,0
2002-04-16,8900.0,8960.0,72960.0,,17830,-17830,0
2002-04-17,9000.0,8870.0,32601.0,,-14330,13970,360
2002-04-18,9010.0,9860.0,95920.0,,220,-220,0
2002-04-19,9900.0,9800.0,69262.0,,10400,-10700,0
2002-04-22,9800.0,9340.0,27040.0,,-270,170,0
2002-04-23,9100.0,9060.0,22410.0,,-2540,40,0
2002-04-24,9000.0,8600.0,23715.0,,-730,10,0
2002-04-25,8800.0,8400.0,19770.0,,-280,140,140
2002-04-26,8400.0,8450.0,11180.0,,-50,50,0
2002-04-29,8200.0,7880.0,12010.0,,-50,0,0
2002-04-30,7960.0,7600.0,6580.0,,-110,-10,0
2002-05-02,7710.0,7780.0,8090.0,,2060,-1960,0
2002-05-03,7700.0,7770.0,4310.0,,240,-240,0
2002-05-06,7850.0,7750.0,6740.0,,0,0,0
2002-05-07,7700.0,7550.0,3700.0,,-60,60,0
2002-05-08,7540.0,8090.0,4275.0,,520,-520,0
2002-05-09,8200.0,8020.0,6500.0,,-470,970,-500
2002-05-10,8020.0,7900.0,6080.0,,-50,50,0
2002-05-13,7700.0,8150.0,4200.0,,60,-60,0
2002-05-14,7900.0,8250.0,4880.0,,-850,850,-850
2002-05-15,8250.0,8200.0,6320.0,,20,-20,0
2002-05-16,8200.0,8050.0,6610.0,,180,-180,0
2002-05-17,8150.0,8170.0,11570.0,,5000,-5000,0
2002-05-20,9390.0,8850.0,65745.0,,1390,-2600,40
2002-05-21,8350.0,8350.0,26750.0,,-120,0,0
2002-05-22,8100.0,8390.0,15770.0,,2060,-850,0
2002-05-23,8220.0,8150.0,10090.0,,170,-130,0
2002-05-24,7520.0,8050.0,12890.0,,-2990,2990,0
2002-05-27,7730.0,7750.0,8070.0,,20,-20,0
2002-05-28,7750.0,7700.0,11720.0,,-2420,2420,0
2002-05-29,7500.0,7500.0,7860.0,,-110,120,0
2002-05-30,7300.0,7350.0,4660.0,,-950,950,0
2002-05-31,7150.0,7150.0,6150.0,,-110,260,-150
2002-06-03,7310.0,7120.0,4390.0,,830,180,-1010
2002-06-04,6700.0,7210.0,10503.0,,370,-300,0
2002-06-05,7110.0,7300.0,6590.0,,-1410,-20,0
2002-06-07,7550.0,7100.0,3170.0,,2110,-2110,0
2002-06-10,7110.0,7400.0,5650.0,,-2700,2700,0
2002-06-11,7600.0,7350.0,2870.0,,600,-520,0
2002-06-12,7250.0,8450.0,32680.0,,-22290,24300,-2010
2002-06-14,8200.0,7920.0,16110.0,,480,-480,0
2002-06-17,7900.0,7900.0,5910.0,,-1070,390,680
2002-06-18,7890.0,8100.0,4440.0,,610,-610,0
2002-06-19,8100.0,7800.0,13770.0,,-5840,5770,70
2002-06-20,7900.0,7770.0,6565.0,,-680,680,0
2002-06-21,8020.0,7850.0,4130.0,,-950,950,0
2002-06-24,7990.0,8200.0,41590.0,,-5280,5280,0
2002-06-25,8300.0,8030.0,50100.0,,-8570,8520,0
2002-06-26,7990.0,7300.0,27470.0,,-2610,2610,0
2002-06-27,7400.0,7500.0,7180.0,,2380,-2380,0
2002-06-28,7300.0,7790.0,26290.0,,-9950,10040,-90
2002-07-02,7560.0,7500.0,24340.0,,8650,-6250,0
2002-07-03,7550.0,7300.0,17510.0,,6170,-6170,0
2002-07-04,7250.0,7340.0,14510.0,,6390,-6340,0
2002-07-05,7330.0,8000.0,34940.0,,-13270,13270,0
2002-07-08,8200.0,7590.0,41130.0,,25070,-25070,0
2002-07-09,7790.0,7800.0,10270.0,,-5070,5070,0
2002-07-10,7820.0,7800.0,12182.0,,850,-850,0
2002-07-11,7900.0,7360.0,38660.0,,17110,-17020,-90
2002-07-12,7500.0,7500.0,31920.0,,-770,770,0
2002-07-15,7520.0,7450.0,18101.0,,-3730,3730,0
2002-07-16,7320.0,7450.0,10860.0,,80,-80,0
2002-07-18,7540.0,7550.0,1430.0,,-210,210,0
2002-07-19,7550.0,7260.0,16280.0,,9900,-9900,0
2002-07-22,6910.0,6950.0,11530.0,,-20,20,0
2002-07-23,6660.0,7000.0,14850.0,,-4520,4520,0
2002-07-24,6810.0,6780.0,15080.0,,-1170,1170,0
2002-07-25,7050.0,6790.0,8310.0,,-720,720,0
2002-07-26,6750.0,6500.0,13440.0,,160,-160,0
2002-07-29,6500.0,6310.0,10200.0,,2700,-2700,0
2002-07-30,6450.0,6600.0,14360.0,,-6880,6880,0
2002-07-31,6610.0,6780.0,17780.0,,-2590,2590,0
2002-08-01,6750.0,6700.0,2840.0,,610,-610,0
2002-08-02,6720.0,6700.0,4015.0,,-220,220,0
2002-08-05,6620.0,6540.0,5490.0,,-1530,1530,0
2002-08-06,6550.0,6930.0,65950.0,,-14180,14180,0
2002-08-07,6700.0,6760.0,20609.0,,-3100,3100,0
2002-08-08,6870.0,6600.0,21440.0,,5120,-5120,0
2002-08-09,6600.0,6740.0,14505.0,,-2760,2760,0
2002-08-12,6740.0,6770.0,22165.0,,1050,-1050,0
2002-08-13,6770.0,6870.0,5810.0,,-1800,1800,0
2002-08-14,6810.0,6810.0,5750.0,,-250,250,0
2002-08-16,6810.0,6750.0,8750.0,,100,-100,0
2002-08-19,6760.0,6790.0,4580.0,,-110,110,0
2002-08-20,6930.0,6810.0,15550.0,,-420,420,0
2002-08-21,7100.0,6920.0,6277.0,,100,-100,0
2002-08-22,6900.0,7030.0,6520.0,,-300,260,40
2002-08-23,7090.0,6850.0,19633.0,,2130,-2130,0
2002-08-26,6950.0,6970.0,2650.0,,-240,240,0
2002-08-27,6860.0,6850.0,5010.0,,-3580,3580,0
2002-08-28,6850.0,7050.0,6910.0,,-2730,2730,0
2002-08-29,6950.0,6950.0,4430.0,,-2000,2000,0
2002-08-30,6880.0,7000.0,6788.0,,-390,390,0
2002-09-02,7000.0,7000.0,9410.0,,-120,120,0
2002-09-03,7070.0,6940.0,3090.0,,-120,120,0
2002-09-04,6910.0,6820.0,6790.0,,-2490,2530,-40
2002-09-05,7000.0,6860.0,5280.0,,200,-200,0
2002-09-06,6990.0,6790.0,4360.0,,870,-870,0
2002-09-09,6830.0,6620.0,3630.0,,-10,10,0
2002-09-10,6680.0,6660.0,8758.0,,-6050,6050,0
2002-09-11,6750.0,6880.0,1680.0,,-840,840,0
2002-09-12,6780.0,6710.0,2400.0,,1260,-1260,0
2002-09-13,6690.0,6600.0,3080.0,,1080,-1080,0
2002-09-16,6610.0,6510.0,2960.0,,160,-160,0
2002-09-17,6610.0,6640.0,2860.0,,-500,500,0
2002-09-18,6610.0,6420.0,2940.0,,500,-500,0
2002-09-19,6420.0,6420.0,1980.0,,0,0,0
2002-09-23,6400.0,6420.0,5220.0,,0,0,0
2002-09-24,6490.0,6400.0,4800.0,,100,-100,0
2002-09-25,6270.0,6320.0,3690.0,,0,0,0
2002-09-26,6320.0,6450.0,710.0,,-210,210,0
2002-09-27,6490.0,6290.0,3010.0,,-350,350,0
2002-09-30,6100.0,5870.0,3450.0,,0,0,0
2002-10-01,5830.0,6000.0,5650.0,,-3290,3290,0
2002-10-02,6000.0,5990.0,2500.0,,-100,100,0
2002-10-04,5990.0,5960.0,20.0,,0,0,0
2002-10-07,5800.0,5880.0,580.0,,40,-40,0
2002-10-08,5800.0,5900.0,3050.0,,-1610,1610,0
2002-10-09,5950.0,5950.0,2240.0,,-1980,1980,0
2002-10-10,5800.0,6000.0,6840.0,,-4020,4020,0
2002-10-11,6000.0,6000.0,2150.0,,-2000,2000,0
2002-10-14,6100.0,5950.0,2970.0,,150,-150,0
2002-10-15,6100.0,5980.0,2360.0,,1750,-1750,0
2002-10-16,6100.0,6040.0,5080.0,,120,-120,0
2002-10-17,5990.0,6040.0,870.0,,0,0,0
2002-10-18,6020.0,6080.0,15420.0,,3200,-3200,0
2002-10-21,6080.0,5980.0,3990.0,,90,-90,0
2002-10-22,5960.0,6000.0,370.0,,-140,140,0
2002-10-23,5830.0,6030.0,2020.0,,-550,550,0
2002-10-24,6000.0,6010.0,2030.0,,190,-190,0
2002-10-25,5770.0,6000.0,4150.0,,-1470,1470,0
2002-10-28,5910.0,6000.0,1400.0,,0,0,0
2002-10-29,6000.0,6040.0,2020.0,,-490,490,0
2002-10-30,6030.0,5950.0,550.0,,0,0,0
2002-10-31,5960.0,5940.0,17350.0,,670,-670,0
2002-11-01,6150.0,5910.0,790.0,,50,-50,0
2002-11-04,6050.0,5990.0,1390.0,,-840,840,0
2002-11-05,5990.0,5960.0,2530.0,,-10,10,0
2002-11-06,5910.0,5990.0,1940.0,,-490,490,0
2002-11-07,6000.0,6010.0,1640.0,,0,0,0
2002-11-08,5980.0,5980.0,590.0,,0,0,0
2002-11-11,6000.0,5860.0,2320.0,,560,-560,0
2002-11-12,5830.0,6000.0,2670.0,,-580,970,-390
2002-11-13,6000.0,5950.0,14510.0,,420,1570,-1990
2002-11-14,6000.0,6090.0,5840.0,,-1630,-650,2280
2002-11-15,6030.0,6080.0,3590.0,,750,60,-810
2002-11-18,6340.0,6080.0,5170.0,,50,-50,0
2002-11-19,5920.0,6020.0,4770.0,,-1000,1000,0
2002-11-20,6020.0,6000.0,4360.0,,-1000,1000,0
2002-11-21,6000.0,6100.0,4720.0,,-2860,2860,0
2002-11-22,6230.0,5970.0,3560.0,,-440,410,30
2002-11-25,5930.0,5950.0,3990.0,,-430,430,0
2002-11-26,6000.0,5940.0,4423.0,,-140,140,0
2002-11-27,5900.0,5920.0,5913.0,,-210,210,0
2002-11-28,6000.0,6000.0,6590.0,,0,0,0
2002-11-29,6000.0,6320.0,20453.0,,-40,40,0
2002-12-02,6310.0,6320.0,2710.0,,0,0,0
2002-12-03,6350.0,6290.0,3633.0,,103,-53,-50
2002-12-04,6190.0,6270.0,1920.0,,-390,420,-30
2002-12-05,6200.0,6240.0,1871.0,,-889,919,-30
2002-12-06,6450.0,6170.0,2760.0,,860,-780,-80
2002-12-09,6280.0,6130.0,1360.0,,-140,140,0
2002-12-10,6020.0,6050.0,2130.0,,-140,140,0
2002-12-11,6030.0,6120.0,1700.0,,50,-50,0
2002-12-12,6130.0,6300.0,8020.0,,-1840,-2660,4500
2002-12-13,6160.0,6140.0,3330.0,,-1900,1900,0
2002-12-16,6060.0,6140.0,3430.0,,590,-2910,0
2002-12-17,6130.0,6060.0,1750.0,,-40,40,0
2002-12-18,6010.0,5960.0,1010.0,,600,-600,0
2002-12-20,5930.0,5950.0,1213.0,,-210,210,0
2002-12-23,6040.0,5950.0,6270.0,,-1780,-220,0
2002-12-24,5950.0,5900.0,4860.0,,-920,920,0
2002-12-26,5880.0,5700.0,2520.0,,140,-140,0
2002-12-27,5730.0,5600.0,69410.0,,3740,45580,0
2002-12-30,5550.0,5500.0,66420.0,,320,-320,0
2003-01-02,5500.0,5260.0,94790.0,4.95,15400,-80120,-170
2003-01-03,5300.0,5320.0,10590.0,5.01,730,-680,-50
2003-01-06,5400.0,5300.0,8180.0,4.99,4490,-4510,20
2003-01-07,5490.0,5270.0,10710.0,4.96,5830,-5830,0
2003-01-08,5170.0,5280.0,7310.0,4.97,-640,640,0
2003-01-09,5270.0,5070.0,11310.0,4.77,4760,-960,-3800
2003-01-10,5120.0,5080.0,11760.0,4.78,-330,290,40
2003-01-13,5050.0,5130.0,3480.0,4.83,130,-150,20
2003-01-14,5140.0,5130.0,15724.0,4.83,7170,-7200,30
2003-01-15,5340.0,5150.0,8541.0,4.85,3370,-3430,60
2003-01-16,5180.0,5100.0,3870.0,4.8,-70,20,50
2003-01-17,5110.0,5070.0,1760.0,4.77,80,-140,60
2003-01-20,5030.0,5050.0,3270.0,4.75,-320,300,20
2003-01-21,5050.0,5020.0,1150.0,4.72,270,-270,0
2003-01-22,5020.0,5000.0,42150.0,4.71,-860,960,-100
2003-01-23,5100.0,5030.0,5670.0,4.73,-830,690,140
2003-01-24,5030.0,5030.0,19889.0,4.73,-4031,14701,40
2003-01-27,4990.0,5000.0,9430.0,4.71,-5630,5630,0
2003-01-28,4950.0,5000.0,15120.0,4.71,-1940,11370,0
2003-01-29,4920.0,5000.0,1240.0,4.71,710,-410,-300
2003-01-30,4920.0,5000.0,420.0,4.71,-250,300,-50
2003-02-03,4920.0,5080.0,2099.0,4.78,-340,350,-10
2003-02-04,5000.0,5000.0,4580.0,4.71,3970,-3970,0
2003-02-05,5000.0,5040.0,25430.0,4.74,-830,830,0
2003-02-06,5000.0,4960.0,2330.0,4.67,0,0,0
2003-02-07,4885.0,5000.0,4220.0,4.71,-150,150,0
2003-02-10,5000.0,5000.0,980.0,4.71,-940,940,0
2003-02-11,5000.0,4950.0,10610.0,4.66,-980,9580,0
2003-02-12,4880.0,4980.0,20139.0,4.69,-1700,1700,0
2003-02-13,5050.0,5000.0,8290.0,4.71,-480,4930,200
2003-02-14,5000.0,5000.0,2249.0,4.71,-820,710,110
2003-02-17,5190.0,5300.0,42870.0,4.99,-2150,19700,450
2003-02-18,5220.0,5290.0,3280.0,4.98,-280,280,0
2003-02-19,5240.0,5080.0,7647.0,4.78,-650,280,370
2003-02-20,5260.0,5190.0,1120.0,4.88,-350,350,0
2003-02-21,5150.0,5070.0,2363.0,4.77,280,-280,0
2003-02-24,5000.0,5010.0,5780.0,4.72,-960,760,200
2003-02-25,4970.0,5000.0,5610.0,4.71,-110,60,50
2003-02-26,4850.0,4905.0,2340.0,4.62,-290,160,130
2003-02-27,4840.0,4835.0,4100.0,4.55,580,-570,-10
2003-02-28,4980.0,4995.0,1870.0,4.7,-670,670,0
2003-03-03,4855.0,5140.0,1890.0,4.84,-1000,1000,0
2003-03-04,5060.0,5000.0,850.0,4.71,200,-200,0
2003-03-05,5000.0,5050.0,10360.0,4.75,-2790,2790,0
2003-03-06,5030.0,4920.0,900.0,4.63,70,-70,0
2003-03-07,4900.0,4950.0,1840.0,4.66,70,-70,0
2003-03-10,4860.0,4950.0,1350.0,4.66,210,-210,0
2003-03-11,4830.0,4900.0,400.0,4.61,70,-70,0
2003-03-12,4890.0,5190.0,13220.0,4.88,-9080,9080,0
2003-03-13,5010.0,5250.0,24580.0,4.94,-16780,17710,-930
2003-03-14,5260.0,5000.0,4530.0,4.71,1440,-1440,0
2003-03-17,5200.0,4960.0,4160.0,4.67,-290,290,0
2003-03-18,5000.0,5040.0,2190.0,4.74,-160,160,0
2003-03-19,5050.0,5000.0,3690.0,4.71,630,-630,0
2003-03-20,5010.0,5060.0,3140.0,4.76,1710,-1710,0
2003-03-21,5070.0,5110.0,37558.0,4.81,17240,-17240,0
2003-03-24,5220.0,5370.0,43260.0,5.05,2490,-2510,20
2003-03-25,5360.0,5390.0,12950.0,5.07,-1400,1360,40
2003-03-26,5400.0,5330.0,21513.0,5.02,420,-570,150
2003-03-27,5370.0,5300.0,3470.0,4.99,310,-410,100
2003-03-28,5380.0,5350.0,2893.0,5.04,140,0,-140
2003-03-31,5300.0,5690.0,12310.0,5.36,-9420,9420,0
2003-04-01,5690.0,5500.0,1247.0,5.18,280,-210,-70
2003-04-02,5590.0,5580.0,4220.0,5.25,-2990,2990,0
2003-04-03,5580.0,5700.0,5760.0,5.36,-10,-80,90
2003-04-04,5800.0,5700.0,2790.0,5.36,-380,110,270
2003-04-07,5830.0,5920.0,6340.0,5.57,420,-830,410
2003-04-08,5950.0,5900.0,4451.0,5.55,-429,9,420
2003-04-09,5890.0,5850.0,3470.0,5.51,130,-300,170
2003-04-10,5940.0,5900.0,7061.0,5.55,-2460,-2050,4510
2003-04-11,5730.0,6010.0,10170.0,5.66,-450,180,270
2003-04-14,5850.0,5930.0,3650.0,5.58,80,-280,200
2003-04-15,6000.0,5960.0,2531.0,5.61,-580,580,0
2003-04-16,5950.0,6000.0,2580.0,5.65,-350,350,0
2003-04-17,5850.0,5940.0,1800.0,5.59,80,-80,0
2003-04-18,6050.0,6090.0,2870.0,5.73,60,-180,120
2003-04-21,6100.0,6040.0,810.0,5.68,60,0,-60
2003-04-22,5900.0,5850.0,7227.0,5.51,590,-490,-100
2003-04-23,5880.0,5760.0,2970.0,5.42,-80,230,-50
2003-04-24,5880.0,5800.0,958.0,5.46,-142,142,0
2003-04-25,5740.0,5750.0,4290.0,5.41,-3170,3170,0
2003-04-28,5610.0,5700.0,1440.0,5.36,-70,70,0
2003-04-29,5760.0,5700.0,23490.0,5.36,-1210,1140,70
2003-04-30,5760.0,5780.0,1530.0,5.44,-1370,1210,160
2003-05-02,5710.0,6000.0,27630.0,5.65,-9640,9640,0
2003-05-06,5850.0,5850.0,2200.0,5.51,-60,60,0
2003-05-07,6000.0,5880.0,2410.0,5.53,140,-1190,1050
2003-05-09,5850.0,5760.0,2440.0,5.42,1030,-1030,0
2003-05-12,5860.0,5800.0,7620.0,5.46,-80,20,60
2003-05-13,5770.0,5870.0,1140.0,5.52,-720,-40,0
2003-05-14,5850.0,5950.0,1070.0,5.6,-530,-210,0
2003-05-15,5960.0,5980.0,1905.0,5.63,-900,140,0
2003-05-16,5900.0,5950.0,3340.0,5.6,-600,-170,0
2003-05-19,6000.0,5900.0,6630.0,5.55,290,-1090,0
2003-05-20,5800.0,5830.0,1660.0,5.49,-530,-270,0
2003-05-21,5720.0,5820.0,2420.0,5.48,110,-110,0
2003-05-22,5740.0,5880.0,3740.0,5.53,-330,460,-130
2003-05-23,5810.0,6100.0,7140.0,5.74,110,-870,0
2003-05-26,6100.0,6240.0,10340.0,5.87,-1530,770,0
2003-05-27,6300.0,6170.0,4329.0,5.81,-620,-140,0
2003-05-28,6180.0,6340.0,5490.0,5.97,-2830,2070,0
2003-05-29,6340.0,6250.0,5042.0,5.88,-1950,1190,0
2003-05-30,6110.0,6110.0,3090.0,5.75,740,-1500,0
2003-06-02,6140.0,6050.0,6290.0,5.69,-1310,620,0
2003-06-03,6050.0,6100.0,2240.0,5.74,-340,-390,0
2003-06-04,6090.0,6130.0,3294.0,5.77,-460,-280,10
2003-06-05,6100.0,6140.0,970.0,5.78,-650,-80,0
2003-06-09,6330.0,6160.0,1150.0,5.8,-710,90,0
2003-06-10,6150.0,6150.0,980.0,5.79,-480,-70,0
2003-06-11,6060.0,6000.0,1660.0,5.65,880,-880,0
2003-06-12,6190.0,5960.0,59150.0,5.61,7810,-4990,-2820
2003-06-13,6150.0,6000.0,32640.0,5.65,480,-10570,90
2003-06-16,5980.0,5920.0,22220.0,5.57,360,-360,0
2003-06-17,6190.0,6050.0,15251.0,5.69,-300,300,0
2003-06-18,6060.0,6030.0,2121.0,5.68,40,-40,0
2003-06-19,6120.0,6070.0,5420.0,5.71,1450,-1450,0
2003-06-20,6150.0,6080.0,680.0,5.72,-290,290,0
2003-06-23,6000.0,6150.0,3100.0,5.79,-1190,1190,0
2003-06-24,6150.0,6100.0,2420.0,5.74,-350,350,0
2003-06-25,6110.0,6070.0,1750.0,5.71,0,0,0
2003-06-26,5990.0,5950.0,7730.0,5.6,5460,-5460,0
2003-06-27,6000.0,6000.0,5050.0,5.65,2640,-2640,0
2003-06-30,5930.0,5960.0,2700.0,5.61,-2470,2470,0
2003-07-01,5910.0,6000.0,3960.0,5.65,-1560,1560,0
2003-07-02,6040.0,6020.0,3370.0,5.67,-960,760,200
2003-07-03,6000.0,5930.0,9070.0,5.58,-450,350,100
2003-07-04,5910.0,5890.0,4642.0,5.54,42,-42,0
2003-07-07,5870.0,5950.0,13620.0,5.6,8390,-8390,0
2003-07-08,5900.0,5830.0,5620.0,5.49,2200,-2200,0
2003-07-09,5800.0,5740.0,4950.0,5.4,0,0,0
2003-07-10,5720.0,5730.0,3690.0,5.39,-20,-1860,1880
2003-07-11,5710.0,5660.0,1330.0,5.33,1280,-1280,0
2003-07-14,5710.0,5610.0,5870.0,5.28,1030,-1030,0
2003-07-15,5580.0,5580.0,2970.0,5.25,930,-930,0
2003-07-16,5580.0,5600.0,2620.0,5.27,-70,70,0
2003-07-18,5550.0,5570.0,90060.0,5.24,-230,84420,0
2003-07-21,5570.0,5580.0,2790.0,5.25,-1070,-1010,2080
2003-07-22,5610.0,5500.0,13600.0,5.18,2460,-7350,4890
2003-07-23,5320.0,5330.0,6750.0,5.02,-620,350,270
2003-07-24,5300.0,5350.0,3400.0,5.04,10,-10,0
2003-07-25,5350.0,5300.0,17960.0,4.99,15040,-15040,0
2003-07-28,5340.0,5440.0,2060.0,5.12,-130,130,0
2003-07-29,5450.0,5300.0,1900.0,4.99,-350,350,0
2003-07-30,5300.0,5360.0,4530.0,5.04,1370,-1370,0
2003-07-31,5300.0,5370.0,3070.0,5.05,-1010,1010,0
2003-08-01,5310.0,5330.0,1929.0,5.02,30,-30,0
2003-08-04,5310.0,5310.0,1680.0,5.0,240,-240,0
2003-08-05,5310.0,5320.0,2190.0,5.01,-70,70,0
2003-08-06,5320.0,5310.0,920.0,5.0,-480,480,0
2003-08-07,5390.0,5300.0,560.0,4.99,-70,70,0
2003-08-08,5310.0,5270.0,640.0,4.96,640,-640,0
2003-08-11,5370.0,5290.0,1800.0,4.98,-60,60,0
2003-08-12,5310.0,5340.0,1730.0,5.03,120,-120,0
2003-08-13,5290.0,5350.0,5281.0,5.04,0,0,0
2003-08-14,5400.0,5450.0,7720.0,5.13,-2200,1200,0
2003-08-18,5450.0,5620.0,20920.0,5.29,-950,-400,1350
2003-08-19,5500.0,5550.0,15181.0,5.22,70,-70,0
2003-08-20,5550.0,5500.0,16920.0,5.18,13360,-13360,0
2003-08-21,5460.0,5530.0,5380.0,5.2,-340,340,0
2003-08-22,5530.0,5470.0,14164.0,5.15,130,-130,0
2003-08-25,5450.0,5650.0,4090.0,5.32,-300,300,0
2003-08-26,5640.0,5780.0,3176.0,5.44,-320,-30,350
2003-08-27,5780.0,5840.0,13790.0,5.5,3690,-4110,420
2003-08-28,5840.0,5790.0,7950.0,5.45,-2510,2090,420
2003-08-29,5780.0,5850.0,2650.0,5.51,750,180,-930
2003-09-01,5800.0,5820.0,23270.0,5.48,12540,-21100,420
2003-09-02,5830.0,5820.0,18060.0,5.48,14390,-14810,420
2003-09-03,5810.0,5790.0,13600.0,5.45,6160,-6580,420
2003-09-04,5670.0,5780.0,7630.0,5.44,5930,-580,420
2003-09-05,5700.0,5850.0,3240.0,5.51,-2320,1920,400
2003-09-08,5800.0,5800.0,470.0,5.46,-170,-190,360
2003-09-09,5710.0,5670.0,5000.0,5.34,3160,-3080,-80
2003-09-15,5690.0,5600.0,2440.0,5.27,1230,-1230,0
2003-09-16,5740.0,5680.0,3460.0,5.35,450,-450,0
2003-09-17,5680.0,5570.0,5220.0,5.24,80,-80,0
2003-09-18,5570.0,5600.0,2610.0,5.27,-410,410,0
2003-09-19,5540.0,5630.0,1390.0,5.3,-790,790,0
2003-09-22,5550.0,5450.0,3590.0,5.13,-760,760,0
2003-09-23,5600.0,5540.0,2113.0,5.21,-280,280,0
2003-09-24,5420.0,5400.0,2170.0,5.08,1260,-1260,0
2003-09-25,5310.0,5360.0,2630.0,5.04,520,-520,0
2003-09-26,5300.0,5380.0,3130.0,5.06,2880,-2880,0
2003-09-29,5380.0,5410.0,730.0,5.09,-140,140,0
2003-09-30,5330.0,5310.0,580.0,5.0,490,-490,0
2003-10-01,5300.0,5220.0,280.0,4.91,70,-70,0
2003-10-02,5300.0,5220.0,2550.0,4.91,0,0,0
2003-10-06,6000.0,6000.0,129993.0,5.65,121203,-112563,-500
2003-10-07,6000.0,5510.0,142108.0,5.19,-350,-350,0
2003-10-08,5590.0,5300.0,39241.0,4.99,-9580,70,0
