Symbol,대한항공_시가(원),대한항공_종가(원),대한항공_거래량(주),대한항공_PER(IFRS-연결),대한항공_순매수수량(개인)(주),대한항공_순매수수량(기관계)(주),대한항공_순매수수량(외국인계)(주)
2003-08-19,14050.0,14050.0,2000357.0,11.89,-445218,13478,471680
2003-08-20,14250.0,14300.0,2712829.0,12.1,-863557,-111593,881480
2003-08-21,14600.0,14500.0,1431170.0,12.27,-342626,375770,-110864
2003-08-22,14600.0,15050.0,2369580.0,12.74,-856994,214594,553860
2003-08-25,15150.0,15300.0,1605966.0,12.95,-418105,120115,294780
2003-08-26,15300.0,15150.0,1081920.0,12.82,-294849,-5351,279070
2003-08-27,15250.0,15200.0,894319.0,12.86,-170555,-49968,190840
2003-08-28,15000.0,14400.0,2131893.0,12.19,-41660,287020,-239370
2003-08-29,14400.0,14850.0,983828.0,12.57,-266660,-61600,226840
2003-09-01,15000.0,15800.0,1672582.0,13.37,-287990,43830,301140
2003-09-02,16100.0,16250.0,2091277.0,13.75,-661119,-508311,1182330
2003-09-03,16450.0,15850.0,1624725.0,13.41,-24387,-154713,262990
2003-09-04,15900.0,15500.0,1037639.0,13.12,-122810,-48000,75010
2003-09-05,15400.0,15150.0,726639.0,12.82,43467,40673,-22070
2003-09-08,15100.0,15150.0,380343.0,12.82,-15887,-23920,40870
2003-09-09,14850.0,14500.0,2021897.0,12.27,506097,-558220,101800
2003-09-15,14700.0,14750.0,1001084.0,12.48,-190690,-49500,255900
2003-09-16,14850.0,15250.0,839327.0,12.9,-138225,19315,117220
2003-09-17,15550.0,15150.0,1143080.0,12.82,-258065,-23725,318730
2003-09-18,15400.0,15100.0,729373.0,12.78,-43993,-29887,83830
2003-09-19,15200.0,14550.0,654161.0,12.31,-935,-18900,16460
2003-09-22,14250.0,13950.0,1281699.0,11.81,-15145,316155,-363990
2003-09-23,14400.0,15000.0,1270037.0,12.69,-177453,96133,106040
2003-09-24,15300.0,14850.0,880679.0,12.57,156616,-178976,7960
2003-09-25,14250.0,14050.0,1128307.0,11.89,198750,10430,-191470
2003-09-26,13750.0,13700.0,730401.0,11.59,121980,-39340,-79750
2003-09-29,13500.0,13100.0,528120.0,11.09,79092,83858,-151030
2003-09-30,13500.0,13550.0,815808.0,11.47,-119826,-42664,171880
2003-10-01,13050.0,14000.0,483380.0,11.85,-82390,52192,-7132
2003-10-02,14150.0,14200.0,601970.0,12.02,-123859,55179,1290
2003-10-06,14350.0,13800.0,674194.0,11.68,170300,-161910,-28370
2003-10-07,13900.0,14000.0,494417.0,11.85,-63405,70345,-49710
2003-10-08,14100.0,14300.0,952380.0,12.1,-246466,602976,-371650
2003-10-09,14200.0,14650.0,803459.0,12.4,-206944,208954,-640
2003-10-10,14650.0,15000.0,1071429.0,12.69,-364412,568852,-108250
2003-10-13,15000.0,15700.0,1553605.0,13.29,-462849,209949,292580
2003-10-14,15700.0,15550.0,856383.0,13.16,-197467,97117,99410
2003-10-15,15700.0,15050.0,732427.0,12.74,157266,80674,-249590
2003-10-16,15000.0,15450.0,1118529.0,13.07,6788,319582,-241730
2003-10-17,15450.0,14950.0,450514.0,12.65,14670,-12780,-2500
2003-10-20,14750.0,15500.0,398950.0,13.12,-102313,58313,29800
2003-10-21,15650.0,15400.0,535697.0,13.03,-74953,-24543,57116
2003-10-22,15300.0,14900.0,739777.0,12.61,245480,46420,-294450
2003-10-23,14700.0,14400.0,639202.0,12.19,152415,-108825,-99720
2003-10-24,14200.0,14350.0,313738.0,12.14,89846,-28726,-69460
2003-10-27,14350.0,14500.0,731000.0,12.27,29662,193728,-424830
2003-10-28,14350.0,15000.0,1129410.0,12.69,-56873,-350217,392360
2003-10-29,15350.0,15200.0,1247536.0,12.86,-306327,54567,386530
2003-10-30,15350.0,15300.0,419396.0,12.95,-99081,-4619,99480
2003-10-31,15600.0,15800.0,1314725.0,13.37,-268842,11962,313600
2003-11-03,16050.0,16300.0,1085705.0,13.79,-238730,177460,59860
2003-11-04,16450.0,17600.0,3377057.0,14.89,-483695,-80135,583230
2003-11-05,17900.0,18100.0,1721763.0,15.32,-389742,-207068,543020
2003-11-06,18050.0,17600.0,1553642.0,14.89,-426378,-12632,471080
2003-11-07,17800.0,18050.0,833840.0,15.27,-38265,-94175,93610
2003-11-10,17800.0,17800.0,556967.0,15.06,1890,-37630,36070
2003-11-11,17400.0,17750.0,651488.0,15.02,-80275,119685,-67220
2003-11-12,17700.0,18150.0,464241.0,15.36,-29801,-5439,35310
2003-11-13,18600.0,18450.0,803070.0,15.61,-179642,87482,13810
2003-11-14,18200.0,18000.0,404063.0,15.23,37120,-26400,-4310
2003-11-17,18100.0,17950.0,438740.0,15.19,109938,-162378,121970
2003-11-18,17950.0,17600.0,1156180.0,14.89,426715,-77905,-439220
2003-11-19,17050.0,16150.0,1252273.0,13.67,153638,163222,-361250
2003-11-20,16300.0,16250.0,760701.0,13.75,94030,-9590,-77370
2003-11-21,15900.0,16000.0,1373550.0,13.54,80018,376912,-384710
2003-11-24,15850.0,15700.0,536513.0,13.29,-65310,81700,-41880
2003-11-25,16350.0,16550.0,779768.0,14.01,-34980,91480,2760
2003-11-26,16400.0,16700.0,604807.0,14.13,-79322,25302,10550
2003-11-27,16700.0,17100.0,537224.0,14.47,-144334,119404,15210
2003-11-28,17200.0,17800.0,681730.0,15.06,-320755,195485,158150
2003-12-01,17700.0,17600.0,653446.0,14.89,184469,50791,-268620
2003-12-02,17800.0,17200.0,693313.0,14.56,50759,31651,-123580
2003-12-03,17450.0,17200.0,1221751.0,14.56,392890,170660,-634850
2003-12-04,17350.0,16800.0,663159.0,14.22,261870,-16300,-250600
2003-12-05,16900.0,16650.0,436131.0,14.09,63300,-64440,-17390
2003-12-08,16550.0,17150.0,480010.0,14.51,-113070,-41220,159790
2003-12-09,17500.0,17950.0,1521297.0,15.19,-381070,116670,222940
2003-12-10,17650.0,17950.0,750157.0,15.19,-58514,135824,-128360
2003-12-11,18000.0,17600.0,586087.0,14.89,-16980,19370,-20390
2003-12-12,18000.0,18500.0,1159788.0,15.66,-116465,265245,-156270
2003-12-15,19300.0,19350.0,930989.0,16.37,-237105,300715,-50630
2003-12-16,18750.0,19000.0,678458.0,16.08,37496,35944,-98390
2003-12-17,19100.0,18050.0,1602244.0,15.27,300821,-83231,-134910
2003-12-18,17950.0,17900.0,633211.0,15.15,-9648,76968,-95840
2003-12-19,18300.0,17800.0,641549.0,15.06,90390,-30010,9160
2003-12-22,17600.0,17550.0,528677.0,14.85,74861,13476,-38470
2003-12-23,17650.0,18100.0,915300.0,15.32,28251,244209,-161780
2003-12-24,18250.0,18200.0,385685.0,15.4,-118731,83781,550
2003-12-26,18050.0,17900.0,403193.0,15.15,-26255,27465,30
2003-12-29,17650.0,17850.0,651688.0,15.11,-57294,131184,17720
2003-12-30,18150.0,18500.0,737782.0,15.66,58014,-18314,25330
2004-01-02,18600.0,18900.0,896850.0,,-20294,99924,-73740
2004-01-05,18800.0,19200.0,635274.0,,-200449,195409,-9880
2004-01-06,19200.0,18500.0,638960.0,,-19086,-32834,25890
2004-01-07,18650.0,19200.0,494310.0,,-107159,130599,-42690
2004-01-08,19100.0,19600.0,1379467.0,,-511101,-267719,776790
2004-01-09,19950.0,19450.0,719095.0,,-240412,178482,57230
2004-01-12,19500.0,18800.0,539925.0,,176440,-103930,-41190
2004-01-13,18850.0,18700.0,571537.0,,65403,-58183,16140
2004-01-14,18850.0,18700.0,422521.0,,72861,-100590,19839
2004-01-15,18700.0,18300.0,688740.0,,135187,-13387,-110880
2004-01-16,18350.0,18900.0,376988.0,,-2613,-30697,45130
2004-01-19,19100.0,18700.0,710994.0,,54464,-20104,-13560
2004-01-20,18500.0,18500.0,578965.0,,176316,-164106,-56980
2004-01-26,18200.0,17700.0,1123589.0,,445849,-411589,79870
2004-01-27,17600.0,17200.0,998189.0,,232199,-130329,-125080
2004-01-28,17350.0,17900.0,1218548.0,,-335938,-31222,363550
2004-01-29,17600.0,17500.0,504967.0,,-55167,112587,-103100
2004-01-30,17500.0,17050.0,583675.0,,105805,98385,-215680
2004-02-02,17000.0,16700.0,642006.0,,193683,-107233,-71730
2004-02-03,16750.0,16900.0,546590.0,,31986,85664,-118820
2004-02-04,16900.0,16550.0,395673.0,,57850,65100,-122390
2004-02-05,16500.0,17400.0,600870.0,,-70870,46640,21690
2004-02-06,17100.0,17750.0,648270.0,,-219690,-46810,258600
2004-02-09,18000.0,17700.0,704429.0,,-20526,-99304,228180
2004-02-10,17700.0,17700.0,378847.0,,34773,-33803,-11460
2004-02-11,17600.0,17550.0,539001.0,,-51811,-87979,173680
2004-02-12,17700.0,17250.0,668728.0,,169837,-8117,-210050
2004-02-13,17350.0,16900.0,727871.0,,341537,-195277,-187760
2004-02-16,16800.0,16250.0,1532452.0,,954316,-329656,-557120
2004-02-17,16600.0,16450.0,678193.0,,140131,-181571,80000
2004-02-18,16650.0,16900.0,1074161.0,,94869,-255869,167960
2004-02-19,16700.0,16700.0,522628.0,,-18377,43537,-4550
2004-02-20,16700.0,16850.0,491270.0,,-49485,-96015,161250
2004-02-23,16950.0,17300.0,584344.0,,-202029,85249,130810
2004-02-24,17100.0,17150.0,450630.0,,-130080,88360,36200
2004-02-25,17000.0,16900.0,387246.0,,33699,21021,-64250
2004-02-26,16900.0,16550.0,315592.0,,88929,-68559,1100
2004-02-27,16550.0,17100.0,422780.0,,-32756,19161,29340
2004-03-02,17200.0,17950.0,1321601.0,,-595079,2919,579110
2004-03-03,18050.0,18100.0,863580.0,,-224840,-173150,407290
2004-03-04,18100.0,18900.0,1901815.0,,-769546,-521904,738850
2004-03-05,18850.0,19650.0,2040776.0,,-1078644,-175806,1306650
2004-03-08,19850.0,19650.0,2016316.0,,-544466,-325274,1026500
2004-03-09,19550.0,19650.0,644731.0,,-86805,-53175,135480
2004-03-10,19400.0,19550.0,534221.0,,-118353,-194687,311150
2004-03-11,19050.0,19000.0,817517.0,,144782,-119402,-6350
2004-03-12,18600.0,18350.0,913843.0,,45707,-71117,57630
2004-03-15,18350.0,18100.0,415905.0,,21165,3165,-15290
2004-03-16,17700.0,17900.0,495483.0,,57726,43732,-143710
2004-03-17,17800.0,17950.0,1008301.0,,339550,-4610,-383670
2004-03-18,18250.0,18400.0,819290.0,,18514,-43004,180350
2004-03-19,18400.0,18600.0,926648.0,,14830,-51250,134530
2004-03-22,18300.0,18000.0,581213.0,,-52520,-179900,240900
2004-03-23,17800.0,18250.0,637347.0,,29703,-120883,126500
2004-03-24,18050.0,18600.0,670110.0,,-160715,-91985,253600
2004-03-25,18600.0,17800.0,630374.0,,-43193,76413,-47140
2004-03-26,18300.0,18000.0,407411.0,,-68425,65415,-6550
2004-03-29,18050.0,18500.0,362153.0,,-149502,187112,10130
2004-03-30,18650.0,18050.0,277262.0,,-45919,57159,-3520
2004-03-31,18300.0,17650.0,461058.0,,173200,-42662,-117178
2004-04-01,17750.0,18200.0,392037.0,,-137297,-17893,76630
2004-04-02,18500.0,19350.0,906785.0,,-428003,23102,411270
2004-04-06,19600.0,19450.0,539160.0,,-83270,54040,16270
2004-04-07,19450.0,19450.0,617261.0,,-127428,28250,78058
2004-04-08,19450.0,18950.0,378352.0,,107739,-111899,-3740
2004-04-09,18700.0,18500.0,393044.0,,113111,-151351,46640
2004-04-12,18300.0,18800.0,416992.0,,-24060,101980,-81340
2004-04-13,18800.0,18250.0,260737.0,,53363,-85573,35070
2004-04-14,18100.0,18250.0,277121.0,,44407,-45787,-46500
2004-04-16,18200.0,18200.0,239761.0,,76911,-111682,48631
2004-04-19,18200.0,18650.0,277673.0,,-4864,-64474,65830
2004-04-20,18850.0,18400.0,459210.0,,97360,-53380,-91750
2004-04-21,18150.0,17900.0,647419.0,,212168,-35438,-196790
2004-04-22,18200.0,18200.0,390820.0,,97093,-102153,35150
2004-04-23,18350.0,17900.0,579337.0,,208040,-202378,-22000
2004-04-26,17700.0,17000.0,949883.0,,410198,-151368,-297730
2004-04-27,17150.0,17100.0,428512.0,,177881,-44521,-116470
2004-04-28,17100.0,17150.0,575724.0,,101291,-68205,26824
2004-04-29,16850.0,16300.0,548292.0,,77590,106380,-152470
2004-04-30,16050.0,16000.0,589302.0,,95542,28808,-173150
2004-05-03,15750.0,16150.0,233101.0,,-28042,40792,670
2004-05-04,16250.0,16500.0,292670.0,,33710,-54950,36800
2004-05-06,16250.0,16050.0,427575.0,,44535,-10855,-44790
2004-05-07,15800.0,15550.0,558549.0,,87499,-144150,80680
2004-05-10,15650.0,14750.0,416954.0,,-38660,-77840,118870
2004-05-11,14300.0,13700.0,912180.0,,350946,-55510,-266540
2004-05-12,13950.0,13950.0,910121.0,,276961,-225471,23620
2004-05-13,14000.0,13250.0,672669.0,,255404,-233794,3160
2004-05-14,13400.0,12600.0,1143221.0,,405601,-331961,25190
2004-05-17,12450.0,11000.0,1834243.0,,706187,-463367,-157520
2004-05-18,10600.0,12100.0,1491066.0,,62539,-114816,81530
2004-05-19,12500.0,13000.0,1271705.0,,8761,-48911,20320
2004-05-20,12400.0,13000.0,1044247.0,,-22627,-86093,119230
2004-05-21,13650.0,13950.0,1188196.0,,-76538,-110342,190370
2004-05-24,14550.0,14350.0,919099.0,,-84765,-37755,128950
2004-05-25,13600.0,13600.0,700137.0,,147088,-21078,-109980
2004-05-27,14200.0,13900.0,594680.0,,-78375,65765,42590
2004-05-28,14500.0,14750.0,770860.0,,-205146,25326,168710
2004-05-31,14500.0,14700.0,481930.0,,-62980,-78460,141010
2004-06-01,14400.0,14600.0,428279.0,,-97960,6220,81170
2004-06-02,14200.0,14600.0,599839.0,,32744,-58634,34720
2004-06-03,15100.0,13850.0,1343402.0,,277107,-69837,-230290
2004-06-04,13850.0,13700.0,667973.0,,246906,-52516,-227090
2004-06-07,14050.0,14500.0,833686.0,,-163825,337405,-114230
2004-06-08,14400.0,14200.0,623782.0,,-113439,273509,-172380
2004-06-09,14750.0,14300.0,499926.0,,53066,-24776,-43460
2004-06-10,14200.0,14200.0,545570.0,,-38300,55830,-78630
2004-06-11,14250.0,13450.0,469850.0,,190750,-83550,-94270
2004-06-14,13200.0,13450.0,364614.0,,9439,-35999,27370
2004-06-15,13600.0,13600.0,391805.0,,-10370,92760,-91340
2004-06-16,13700.0,13700.0,293444.0,,2686,32294,-26000
2004-06-17,13450.0,13500.0,246720.0,,-29120,63170,-35060
2004-06-18,13200.0,12900.0,442840.0,,156170,4750,-136100
2004-06-21,12800.0,12950.0,375023.0,,-25692,99622,-103790
2004-06-22,13050.0,13500.0,314863.0,,-100435,104565,3910
2004-06-23,13200.0,12950.0,319770.0,,108470,-52120,-49440
2004-06-24,13250.0,13900.0,539243.0,,-290504,70424,198240
2004-06-25,13900.0,14200.0,498970.0,,-168277,1047,160770
2004-06-28,14200.0,14550.0,615585.0,,-213480,-50420,188450
2004-06-29,14700.0,14600.0,561518.0,,-79488,83008,-76930
2004-06-30,14850.0,15000.0,565024.0,,-235196,130674,59182
2004-07-01,15000.0,15000.0,375450.0,,-113570,-44620,152740
2004-07-02,14600.0,14500.0,898351.0,,31720,7590,-591920
2004-07-05,14250.0,14500.0,177611.0,,-334,12674,-12770
2004-07-06,14500.0,14850.0,307594.0,,-127670,10560,91590
2004-07-07,14500.0,14550.0,275966.0,,14361,45699,-61400
2004-07-08,14600.0,14200.0,575870.0,,58350,-4060,-96710
2004-07-09,14200.0,14050.0,546679.0,,144640,249850,-410070
2004-07-12,14000.0,13500.0,709380.0,,373779,-77519,-307230
2004-07-13,13500.0,13850.0,528275.0,,114610,141910,-249270
2004-07-14,13800.0,13850.0,430030.0,,-135444,84894,70830
2004-07-15,13550.0,13450.0,290586.0,,77062,338,-68540
2004-07-16,13300.0,13850.0,441811.0,,-56282,182342,-142750
2004-07-19,13450.0,14000.0,332534.0,,-34107,107997,-159360
2004-07-20,13600.0,13750.0,343531.0,,114290,19850,-157230
2004-07-21,14000.0,14700.0,1219730.0,,-443190,491710,-310850
2004-07-22,14250.0,14650.0,377078.0,,-143290,51180,15480
2004-07-23,14750.0,14250.0,247855.0,,79040,120,-77530
2004-07-26,14050.0,14000.0,202160.0,,14582,65538,-90700
2004-07-27,14000.0,14500.0,239825.0,,-6375,38225,-52660
2004-07-28,14650.0,14450.0,298807.0,,-89160,18580,71460
2004-07-29,14400.0,13900.0,287280.0,,49001,90099,-92660
2004-07-30,13900.0,14250.0,265880.0,,-68110,112650,-59230
2004-08-02,14200.0,14200.0,450777.0,,-94347,7467,79170
2004-08-03,14150.0,14350.0,171952.0,,-85907,32227,8810
2004-08-04,14100.0,13700.0,732980.0,,296532,213948,-507770
2004-08-05,14100.0,14700.0,906060.0,,-275104,234914,-209490
2004-08-06,14200.0,14800.0,626080.0,,-309553,270043,20490
2004-08-09,14600.0,15000.0,503908.0,,-124712,30152,46890
2004-08-10,15000.0,15000.0,494510.0,,-7214,95044,-125800
2004-08-11,15050.0,14700.0,971903.0,,-121395,23561,85854
2004-08-12,14850.0,14850.0,442742.0,,-56090,167110,-100280
2004-08-13,14650.0,15000.0,448222.0,,-11912,110232,-95310
2004-08-16,14950.0,15450.0,825072.0,,-113193,131873,-52000
2004-08-17,15800.0,15500.0,328788.0,,1059,-13019,2720
2004-08-18,15500.0,15700.0,309490.0,,-71242,78272,16870
2004-08-19,15800.0,16000.0,678311.0,,-197195,76645,54880
2004-08-20,15700.0,15500.0,581002.0,,182493,-76573,-117400
2004-08-23,15700.0,15550.0,481549.0,,110857,-59697,-94360
2004-08-24,15950.0,16150.0,1417234.0,,17372,-226612,264530
2004-08-25,16250.0,16200.0,331025.0,,-36720,48510,-16790
2004-08-26,16450.0,16650.0,633930.0,,-212210,-14230,186060
2004-08-27,16750.0,16700.0,940885.0,,58555,143330,-223600
2004-08-30,16500.0,16150.0,356509.0,,44015,6400,-67590
2004-08-31,16200.0,16300.0,504100.0,,-43430,107740,-89310
2004-09-01,16200.0,16600.0,681905.0,,-1341,101271,-86520
2004-09-02,16400.0,16600.0,628107.0,,-161519,169919,-30920
2004-09-03,16600.0,16800.0,922900.0,,-176814,106505,35760
2004-09-06,16900.0,17700.0,783210.0,,-412531,287120,-46630
2004-09-07,17600.0,17500.0,359540.0,,-103690,181150,-98600
2004-09-08,17550.0,17550.0,878586.0,,-146655,-11377,158140
2004-09-09,17700.0,17500.0,647490.0,,90828,46472,-165520
2004-09-10,17500.0,17250.0,413401.0,,1673,5007,-99000
2004-09-13,17400.0,17200.0,764816.0,,157163,-2255,-155600
2004-09-14,17200.0,17350.0,609453.0,,19548,-79439,82940
2004-09-15,17150.0,16700.0,570430.0,,122169,61479,-187870
2004-09-16,16750.0,16950.0,588087.0,,-16897,45932,-4840
2004-09-17,16700.0,16650.0,575430.0,,-16500,59340,-92730
2004-09-20,16650.0,16550.0,430985.0,,68680,26630,-84480
2004-09-21,16300.0,15900.0,1005110.0,,469964,-144598,-224236
2004-09-22,15900.0,15750.0,684451.0,,134570,-119520,-420
2004-09-23,15450.0,15400.0,570188.0,,390,145540,-184860
2004-09-24,15300.0,16100.0,718182.0,,-122877,68946,34131
2004-09-30,15900.0,15750.0,420910.0,,35160,-3000,5320
2004-10-01,15600.0,15900.0,446290.0,,81730,-24260,-25410
2004-10-04,16000.0,16550.0,1430321.0,,-134704,-46046,308360
2004-10-05,16600.0,16200.0,1162932.0,,582670,-237820,-89420
2004-10-06,16100.0,16250.0,1399896.0,,355695,-93905,152430
2004-10-07,16150.0,16050.0,547000.0,,140400,-96180,9760
2004-10-08,15850.0,16300.0,1463031.0,,33783,98953,-14950
2004-10-11,16050.0,16050.0,986401.0,,461811,-159644,-225487
2004-10-12,16000.0,15150.0,1022441.0,,377027,-164517,-219710
2004-10-13,15500.0,15150.0,930380.0,,488492,-268417,-129110
2004-10-14,14900.0,14900.0,609436.0,,83391,-100911,37890
2004-10-15,14550.0,14850.0,537486.0,,-39920,-39400,35180
2004-10-18,14700.0,15300.0,529860.0,,-49150,119620,-26050
2004-10-19,15700.0,15500.0,539770.0,,-111870,104240,1800
2004-10-20,15500.0,15250.0,758210.0,,-316620,221700,54770
2004-10-21,15400.0,14800.0,488814.0,,140110,-140900,9970
2004-10-22,14850.0,15050.0,356937.0,,-41590,-25100,13200
2004-10-25,14550.0,14800.0,369711.0,,15200,27250,-37280
2004-10-26,15000.0,15250.0,334001.0,,-78980,47560,26500
2004-10-27,15550.0,15900.0,803880.0,,-366655,103325,266760
2004-10-28,16600.0,16600.0,2697433.0,,-625700,592720,-132580
2004-10-29,16750.0,17150.0,2080021.0,,-642001,-22879,406420
2004-11-01,17200.0,17300.0,816621.0,,-379730,109410,225380
2004-11-02,17400.0,17500.0,807390.0,,-288930,199710,30480
2004-11-03,17800.0,17550.0,1140100.0,,-259882,111177,93525
2004-11-04,17200.0,16950.0,580163.0,,37151,-140921,-8060
2004-11-05,17550.0,17050.0,1163831.0,,165364,-34794,-206120
2004-11-08,17100.0,17000.0,490990.0,,-72197,69477,-23910
2004-11-09,17300.0,17800.0,1404567.0,,-220408,244518,-183470
2004-11-10,18200.0,18800.0,2540075.0,,-401876,222276,95510
2004-11-11,18500.0,18750.0,1028640.0,,-283530,275460,-4800
2004-11-12,19100.0,18750.0,1091543.0,,-117551,443471,-313110
2004-11-15,18600.0,18800.0,744673.0,,98404,172426,-178540
2004-11-16,19250.0,18500.0,916198.0,,324438,-265009,-9640
2004-11-17,18600.0,18800.0,915020.0,,-42048,94448,-81930
2004-11-18,18250.0,18200.0,797956.0,,35506,-130316,35880
2004-11-19,18200.0,17700.0,833644.0,,338634,-312554,-68050
2004-11-22,17350.0,17750.0,468667.0,,-7875,32016,23339
2004-11-23,17850.0,17800.0,434292.0,,-35097,96677,-98410
2004-11-24,17650.0,18050.0,519966.0,,34728,62932,-83050
2004-11-25,18300.0,17650.0,666961.0,,179810,-2900,-141490
2004-11-26,17600.0,18050.0,1123350.0,,201356,-45478,-268950
2004-11-29,18100.0,18550.0,891760.0,,-119700,-17340,7750
2004-11-30,18500.0,18450.0,371380.0,,-32584,12741,9860
2004-12-01,18500.0,18500.0,760663.0,,64180,-104550,-18360
2004-12-02,19300.0,19950.0,2424286.0,,-798239,391022,232680
2004-12-03,20250.0,20100.0,1336130.0,,-126310,18070,21880
2004-12-06,19900.0,19650.0,490710.0,,48518,38852,-53030
2004-12-07,19250.0,19150.0,825034.0,,-42612,37355,-87580
2004-12-08,19300.0,19000.0,892114.0,,-95324,207044,-272640
2004-12-09,18950.0,19200.0,716147.0,,36547,142773,-240800
2004-12-10,19050.0,18350.0,555263.0,,-24010,149850,-143710
2004-12-13,18200.0,18200.0,282207.0,,8180,71140,-86370
2004-12-14,18300.0,18450.0,232254.0,,15474,45776,-66700
2004-12-15,18450.0,18800.0,381892.0,,-45520,88080,-103530
2004-12-16,18500.0,18950.0,349547.0,,-47303,60063,3490
2004-12-17,18950.0,18950.0,319995.0,,-37812,12684,21860
2004-12-20,18500.0,18450.0,297664.0,,25432,32728,-38740
2004-12-21,18500.0,18250.0,338547.0,,102426,-79694,-25380
2004-12-22,18400.0,18200.0,484130.0,,78120,12170,-31850
2004-12-23,18400.0,18000.0,469493.0,,179804,-21624,-70490
2004-12-24,18100.0,17900.0,440409.0,,220559,-114146,-30970
2004-12-27,17550.0,17450.0,1056276.0,,371950,-93980,-234530
2004-12-28,17400.0,17400.0,778534.0,,276926,-48316,-135970
2004-12-29,17250.0,17850.0,637670.0,,28500,156040,-182580
2004-12-30,17850.0,18850.0,768042.0,,-385310,470140,-81350
2005-01-03,18500.0,18200.0,571877.0,2.76,221301,6359,-226560
2005-01-04,18400.0,18200.0,556397.0,2.76,124432,-17432,-152960
2005-01-05,18000.0,18050.0,327466.0,2.73,32780,-25190,15170
2005-01-06,17800.0,17700.0,569525.0,2.68,224839,-180079,3470
2005-01-07,17600.0,17650.0,336335.0,2.67,8200,-6620,-11720
2005-01-10,17650.0,17500.0,395598.0,2.65,52536,26704,-79090
2005-01-11,17500.0,17900.0,510042.0,2.71,91410,-4550,-101160
2005-01-12,17800.0,17500.0,360952.0,2.65,27320,25450,-70980
2005-01-13,17400.0,17550.0,581071.0,2.66,157788,43972,-208100
2005-01-14,17400.0,17700.0,536074.0,2.68,86030,-148960,22660
2005-01-17,17850.0,18250.0,982380.0,2.76,-182998,245480,-8010
2005-01-18,18250.0,18000.0,510412.0,2.73,38874,99730,-128450
2005-01-19,18000.0,18200.0,536152.0,2.76,79014,-61372,-31590
2005-01-20,18200.0,17850.0,575841.0,2.7,38158,-92478,42070
2005-01-21,17800.0,17850.0,428427.0,2.7,34305,31150,-63095
2005-01-24,17700.0,17700.0,456518.0,2.68,107818,-161228,36110
2005-01-25,17550.0,17400.0,497653.0,2.63,208923,-111993,-33820
2005-01-26,17500.0,17750.0,1042130.0,2.69,247800,-138760,-95300
2005-01-27,18000.0,18500.0,1332166.0,2.8,-380497,251045,117512
2005-01-28,18650.0,18900.0,1369300.0,2.86,-740640,497390,79890
2005-01-31,18900.0,18100.0,1534664.0,2.74,830329,-554907,-160602
2005-02-01,18100.0,17850.0,915865.0,2.7,438389,-101369,-312930
2005-02-02,17850.0,17600.0,1081632.0,2.66,524363,61177,-586380
2005-02-03,17500.0,17800.0,978914.0,2.69,201280,180492,-515313
2005-02-04,17900.0,18050.0,830403.0,2.73,-178218,-412,26510
2005-02-07,18150.0,18150.0,657732.0,2.75,-21892,60662,-85090
2005-02-11,17900.0,18100.0,473442.0,2.74,-8808,-86700,74992
2005-02-14,18100.0,18500.0,966875.0,2.8,-137064,81660,-71610
2005-02-15,18600.0,19100.0,1602410.0,2.89,-571134,192814,299510
2005-02-16,19300.0,19350.0,919691.0,2.93,-275933,49863,184280
2005-02-17,19200.0,19000.0,605761.0,2.88,170386,-158526,-17700
2005-02-18,18950.0,19850.0,1055146.0,3.01,-332130,-50480,375600
2005-02-21,19950.0,19650.0,608149.0,2.98,78422,-128292,22220
2005-02-22,19700.0,19300.0,600937.0,2.92,112541,-76391,-2450
2005-02-23,19200.0,19350.0,767443.0,2.93,124965,-145105,56820
2005-02-24,19600.0,20600.0,2036978.0,3.12,-563525,158705,304680
2005-02-25,20750.0,20400.0,1388766.0,3.09,-334896,300586,-61220
2005-02-28,20650.0,20600.0,844386.0,3.12,74753,-176873,100
2005-03-02,20950.0,21300.0,1296050.0,3.22,-216940,-54100,206290
2005-03-03,20900.0,20900.0,453460.0,3.16,-54549,42989,-45670
2005-03-04,20650.0,21800.0,1596940.0,3.3,-688121,303311,240890
2005-03-07,22050.0,21100.0,832223.0,3.19,-107794,-180206,308380
2005-03-08,21400.0,20700.0,683237.0,3.13,-25489,64069,-28600
2005-03-09,20650.0,22000.0,733306.0,3.33,-322420,132040,42240
2005-03-10,21600.0,22400.0,1022900.0,3.39,-113453,139013,54930
2005-03-11,23000.0,22400.0,751793.0,3.39,-138488,99940,52258
2005-03-14,22000.0,22900.0,660300.0,3.47,-98117,-5543,205930
2005-03-15,22850.0,21750.0,477196.0,3.29,9874,-17874,22030
2005-03-16,21350.0,21600.0,529437.0,3.27,6497,23583,-10870
2005-03-17,21150.0,20750.0,698125.0,3.14,72956,-155806,148400
2005-03-18,20550.0,20200.0,741812.0,3.06,99904,-38169,39275
2005-03-21,20000.0,20500.0,635241.0,3.1,81189,-162659,113530
2005-03-22,20100.0,20150.0,388313.0,3.05,100833,-153493,72440
2005-03-23,20150.0,20750.0,1249382.0,3.14,260242,-214383,-30000
2005-03-24,21500.0,20350.0,1979928.0,3.08,380215,-471695,485110
2005-03-25,20500.0,20450.0,528511.0,3.1,31823,-40203,34480
2005-03-28,20600.0,20600.0,514833.0,3.12,-81469,123379,-16510
2005-03-29,20800.0,20000.0,829935.0,3.03,389765,-71855,-229260
