Symbol,대한항공_시가(원),대한항공_종가(원),대한항공_거래량(주),대한항공_PER(IFRS-연결),대한항공_순매수수량(개인)(주),대한항공_순매수수량(기관계)(주),대한항공_순매수수량(외국인계)(주)
2005-03-30,19700.0,19700.0,396999.0,2.98,90643,-26193,-68140
2005-03-31,20200.0,19800.0,1173345.0,3.0,198972,-144072,40340
2005-04-01,19750.0,19850.0,1466706.0,3.01,125577,17758,-117135
2005-04-04,19750.0,19550.0,1179742.0,2.96,-153529,-180281,340730
2005-04-06,19850.0,20100.0,1476692.0,3.04,397012,-309920,112018
2005-04-07,20350.0,20450.0,1611811.0,3.1,-19419,-121740,290190
2005-04-08,20850.0,20400.0,938370.0,3.09,46988,-2400,71852
2005-04-11,20300.0,19800.0,471594.0,3.0,142800,-96890,-48070
2005-04-12,19800.0,20150.0,752990.0,3.05,51580,-206690,171170
2005-04-13,20450.0,20150.0,806790.0,3.05,-38769,-67851,119130
2005-04-14,20000.0,19600.0,648433.0,2.97,169102,-114462,-65760
2005-04-15,19350.0,18950.0,821109.0,2.87,10807,-56592,22885
2005-04-18,18500.0,18650.0,634124.0,2.82,-56082,-5924,123610
2005-04-19,18800.0,19100.0,825758.0,2.89,-164840,32086,155050
2005-04-20,19200.0,19050.0,438565.0,2.88,35716,-67276,46360
2005-04-21,18400.0,19100.0,635235.0,2.89,-60042,-19937,52129
2005-04-22,19250.0,18900.0,435576.0,2.86,86805,-104160,4550
2005-04-25,18500.0,19050.0,276590.0,2.88,-1400,-34190,19860
2005-04-26,19350.0,19100.0,325180.0,2.89,1509,13921,-32350
2005-04-27,18650.0,18950.0,213449.0,2.87,-5421,29481,-16440
2005-04-28,19050.0,18700.0,310807.0,2.83,-135,61130,-78545
2005-04-29,18300.0,18350.0,255911.0,2.78,-100,1490,21100
2005-05-02,18650.0,18700.0,316189.0,2.83,-18301,89641,-35520
2005-05-03,18600.0,18300.0,281841.0,2.77,76245,-23925,10890
2005-05-04,18450.0,18750.0,494415.0,2.84,32560,43420,-79700
2005-05-06,18450.0,17900.0,1695637.0,2.71,330695,-247605,-109860
2005-05-09,17700.0,17250.0,1778158.0,2.61,220608,-163928,-606680
2005-05-10,17200.0,16800.0,1094715.0,2.54,262287,-263257,29830
2005-05-11,16650.0,16650.0,880040.0,2.52,-30350,11870,8270
2005-05-12,16650.0,16950.0,710881.0,2.57,-90600,13610,-19770
2005-05-13,17000.0,17500.0,765244.0,2.65,-178336,221996,-63870
2005-05-16,17400.0,17350.0,731831.0,2.63,57192,41738,-71930
2005-05-17,17550.0,16900.0,638360.0,2.56,181844,16826,-222820
2005-05-18,17050.0,16800.0,498901.0,2.54,152221,-40091,-117650
2005-05-19,17400.0,17750.0,2416789.0,2.69,-89741,11691,57870
2005-05-20,17900.0,17800.0,660877.0,2.69,49050,65563,-78070
2005-05-23,17850.0,18000.0,531350.0,2.73,-10340,66920,-139640
2005-05-24,18050.0,18150.0,629190.0,2.75,-196620,71690,7070
2005-05-25,18100.0,18100.0,677171.0,2.74,-252499,156739,52160
2005-05-26,17950.0,18350.0,385513.0,2.78,-132022,134445,16187
2005-05-27,18500.0,18350.0,361918.0,2.78,66951,51859,-124140
2005-05-30,18150.0,17800.0,975686.0,2.69,638396,-282712,-213420
2005-05-31,17850.0,18050.0,490362.0,2.73,-42098,18826,38610
2005-06-01,17900.0,17800.0,413461.0,2.69,183968,-158558,-46560
2005-06-02,17700.0,17600.0,633992.0,2.66,126915,-119768,-23737
2005-06-03,17800.0,17450.0,788344.0,2.64,375184,-196954,-77610
2005-06-07,17550.0,17550.0,338187.0,2.66,5070,21810,-24300
2005-06-08,17700.0,18000.0,1047730.0,2.73,-40078,-98352,193800
2005-06-09,18250.0,18450.0,1084239.0,2.79,-226326,336266,-94140
2005-06-10,18450.0,18900.0,922101.0,2.86,-163250,55910,33140
2005-06-13,18800.0,18750.0,446160.0,2.84,-38970,47040,-20660
2005-06-14,18700.0,18150.0,599841.0,2.75,-137078,110338,-13560
2005-06-15,18150.0,18700.0,359956.0,2.83,-111760,72340,18070
2005-06-16,18550.0,18400.0,318510.0,2.79,56099,-900,-68349
2005-06-17,18400.0,18500.0,372177.0,2.8,38664,9376,-54900
2005-06-20,18250.0,18000.0,366814.0,2.73,53190,-32980,-15660
2005-06-21,17800.0,17700.0,499005.0,2.68,174754,-136344,-49080
2005-06-22,17800.0,18150.0,494437.0,2.75,-17224,-99636,141400
2005-06-23,18300.0,18600.0,650093.0,2.82,-13812,-39191,96513
2005-06-24,18100.0,18400.0,498501.0,2.79,29303,-139763,145680
2005-06-27,18050.0,17800.0,435294.0,2.69,75500,-116002,37920
2005-06-28,17500.0,17350.0,1109667.0,2.63,522570,13620,-545470
2005-06-29,17800.0,17250.0,915972.0,2.61,271132,-82752,-193840
2005-06-30,17500.0,17550.0,581800.0,2.66,-95316,141499,-75073
2005-07-01,17700.0,18000.0,643838.0,2.73,-87399,24999,2740
2005-07-04,18100.0,17900.0,540664.0,2.71,92998,-93398,-12930
2005-07-05,17850.0,18100.0,314280.0,2.74,-1680,9190,1420
2005-07-06,18100.0,17900.0,393727.0,2.71,125257,-135367,-15330
2005-07-07,17800.0,17950.0,535453.0,2.72,-14118,-42092,39500
2005-07-08,17850.0,17700.0,401871.0,2.68,65780,-38460,-25180
2005-07-11,18000.0,18200.0,507046.0,2.76,-66528,67308,3490
2005-07-12,18500.0,18700.0,1046655.0,2.83,-390399,197439,137410
2005-07-13,18600.0,18750.0,350591.0,2.84,-14517,-25633,60480
2005-07-14,18850.0,19300.0,1156499.0,2.92,-313686,35136,290880
2005-07-15,19800.0,19200.0,1090691.0,2.91,-147681,-29029,117680
2005-07-18,19150.0,18650.0,705467.0,2.82,144199,-25409,-122640
2005-07-19,18800.0,18900.0,591730.0,2.86,200813,737,-81290
2005-07-20,18750.0,18600.0,838911.0,2.82,133044,-32312,-129150
2005-07-21,19000.0,18850.0,619310.0,2.85,90333,-2943,-111450
2005-07-22,19000.0,19150.0,949516.0,2.9,-73160,48610,57370
2005-07-25,19150.0,19350.0,687409.0,2.93,-111843,-42897,146960
2005-07-26,19500.0,19250.0,635271.0,2.91,30645,-110005,49550
2005-07-27,19350.0,19850.0,630410.0,3.01,-105178,69858,26330
2005-07-28,19950.0,19850.0,769762.0,3.01,-115864,57585,30559
2005-07-29,20000.0,19700.0,727678.0,2.98,-100424,-11656,103000
2005-08-01,19700.0,20400.0,822191.0,3.09,-261914,99644,173600
2005-08-02,20500.0,20300.0,553105.0,3.07,-57128,6408,42110
2005-08-03,20300.0,19400.0,1153814.0,2.94,259412,-46822,-79590
2005-08-04,19550.0,19650.0,692135.0,2.98,-124847,105467,80560
2005-08-05,19500.0,19250.0,581663.0,2.91,-74757,-118763,214400
2005-08-08,19000.0,19450.0,430930.0,2.94,-133741,31387,108464
2005-08-09,19250.0,19400.0,512873.0,2.94,50753,34137,-84300
2005-08-10,19450.0,18950.0,2041359.0,2.87,978464,-750684,106190
2005-08-11,18750.0,19000.0,1373427.0,2.88,281952,-430411,166340
2005-08-12,19400.0,19100.0,1351762.0,2.89,137924,-28294,-131880
2005-08-16,19100.0,18800.0,1333213.0,2.85,-34689,-37621,61140
2005-08-17,18500.0,18700.0,815440.0,2.83,-124721,55259,75950
2005-08-18,19100.0,18700.0,902985.0,2.83,-158909,53161,92870
2005-08-19,18850.0,18850.0,514240.0,2.85,30920,-61440,33100
2005-08-22,18500.0,18900.0,429878.0,2.86,-79762,53542,20490
2005-08-23,18850.0,18850.0,497914.0,2.85,15984,23903,-43490
2005-08-24,18850.0,18600.0,466881.0,2.82,-11070,-61590,84480
2005-08-25,18350.0,18100.0,720529.0,2.74,177810,-72580,-55680
2005-08-26,18150.0,17750.0,808069.0,2.69,162068,-364998,209100
2005-08-29,17500.0,17550.0,568108.0,2.66,-97820,-82600,178720
2005-08-30,17600.0,17450.0,420034.0,2.64,25548,22,-19720
2005-08-31,17200.0,17600.0,355572.0,2.66,60206,-83636,18260
2005-09-01,17800.0,17750.0,506230.0,2.69,135740,-139580,-360
2005-09-02,17700.0,17700.0,817073.0,2.68,279161,-147344,-114030
2005-09-05,17850.0,17700.0,333986.0,2.68,2337,-7517,3100
2005-09-06,17900.0,18000.0,526072.0,2.73,-43159,17069,-690
2005-09-07,18400.0,18950.0,858924.0,2.87,-314258,80648,251080
2005-09-08,19050.0,18600.0,672057.0,2.82,24943,41067,-8650
2005-09-09,18450.0,18150.0,473244.0,2.75,155282,8,-155950
2005-09-12,18350.0,18300.0,612137.0,2.77,116640,-37730,-79120
2005-09-13,18550.0,18200.0,615782.0,2.76,210569,-150729,-44800
2005-09-14,18200.0,18250.0,462659.0,2.76,33578,11032,3100
2005-09-15,18150.0,17700.0,1224731.0,2.68,487052,-546092,38280
2005-09-16,17700.0,17850.0,459253.0,2.7,-18856,-38194,61650
2005-09-20,18000.0,18000.0,686706.0,2.73,38997,-95527,73560
2005-09-21,18000.0,18000.0,401785.0,2.73,7220,-30790,13090
2005-09-22,17900.0,17750.0,1163100.0,2.69,301387,-320867,-3150
2005-09-23,17900.0,17600.0,556669.0,2.66,123953,-34223,-113650
2005-09-26,17900.0,18550.0,1655253.0,2.81,-180550,78590,94160
2005-09-27,18650.0,18450.0,629149.0,2.79,-50260,59520,-9340
2005-09-28,18850.0,18900.0,1830431.0,2.86,-110270,489360,-534090
2005-09-29,18900.0,18850.0,667365.0,2.85,125726,33994,-168140
2005-09-30,19150.0,19000.0,1312409.0,2.88,129077,-137227,38310
2005-10-04,19200.0,19100.0,1447387.0,2.89,655980,178640,-780550
2005-10-05,19400.0,19300.0,1668940.0,2.92,-139341,208734,3010
2005-10-06,19350.0,19200.0,839931.0,2.91,91690,46010,-105310
2005-10-07,19350.0,19600.0,1198820.0,2.97,-187670,14100,178250
2005-10-10,19700.0,19750.0,831622.0,2.99,-174051,199871,-53980
2005-10-11,19800.0,19900.0,897707.0,3.01,-192191,163121,-1570
2005-10-12,20000.0,20300.0,2348988.0,3.07,-726644,410184,-54470
2005-10-13,20300.0,20950.0,3602440.0,3.17,-1118363,1137263,-422810
2005-10-14,21200.0,20950.0,1575356.0,3.17,-473977,523647,-90090
2005-10-17,21000.0,20400.0,698741.0,3.09,-37743,127413,-79080
2005-10-18,20400.0,20400.0,818075.0,3.09,-10173,90693,-86920
2005-10-19,20400.0,19800.0,365521.0,3.0,-19530,55430,-2380
2005-10-20,20400.0,20300.0,1004354.0,3.07,-210402,206102,-46070
2005-10-21,20050.0,20900.0,816493.0,3.16,-249022,254812,-26160
2005-10-24,20800.0,21100.0,441577.0,3.19,29446,-12076,-20690
2005-10-25,21550.0,20650.0,578220.0,3.13,118520,13440,-139040
2005-10-26,20500.0,20000.0,722703.0,3.03,193398,-251708,44230
2005-10-27,19900.0,19500.0,454040.0,2.95,8930,-38900,-480
2005-10-28,19200.0,19500.0,398070.0,2.95,43868,30512,-81700
2005-10-31,19600.0,19500.0,398810.0,2.95,73860,-66190,12920
2005-11-01,20000.0,20650.0,1189447.0,3.13,-313462,157142,-40660
2005-11-02,20650.0,21400.0,790830.0,3.24,-86530,115580,-12910
2005-11-03,21350.0,21400.0,639481.0,3.24,-246805,217195,34430
2005-11-04,21250.0,21350.0,421361.0,3.23,-125194,127034,29440
2005-11-07,21400.0,21100.0,322900.0,3.19,-28928,73498,1440
2005-11-08,21500.0,22350.0,1715516.0,3.38,3600,436640,-435910
2005-11-09,22350.0,22600.0,1003928.0,3.42,-80940,63220,-20270
2005-11-10,22450.0,22800.0,671367.0,3.45,-94836,90436,-57080
2005-11-11,23000.0,23900.0,2261173.0,3.62,-266961,320550,-195720
2005-11-14,23800.0,24150.0,1292448.0,3.66,-223332,321476,-116224
2005-11-15,24000.0,24250.0,660960.0,3.67,-45698,86938,-15470
2005-11-16,23750.0,24000.0,511857.0,3.63,86848,22592,-126610
2005-11-17,24000.0,24300.0,1124394.0,3.68,369850,228490,-646620
2005-11-18,24900.0,24700.0,1089210.0,3.74,-183350,320490,-213440
2005-11-21,24900.0,24950.0,956030.0,3.78,-131837,96357,2870
2005-11-22,24950.0,24750.0,472637.0,3.75,26744,-51274,-9370
2005-11-23,24500.0,25850.0,845651.0,3.91,-135651,184821,-111590
2005-11-24,26050.0,26400.0,609560.0,4.0,-175062,152627,32735
2005-11-25,26500.0,25900.0,934721.0,3.92,90634,102306,-118860
2005-11-28,25550.0,25700.0,699018.0,3.89,192296,16794,-147240
2005-11-29,25450.0,26400.0,936501.0,4.0,-79100,91480,-194270
2005-11-30,26400.0,27450.0,1375931.0,4.16,-440264,374924,-154190
2005-12-01,27050.0,27400.0,534442.0,4.15,-77575,27735,61070
2005-12-02,27250.0,26700.0,394710.0,4.04,78960,45620,-101270
2005-12-05,26200.0,26500.0,397617.0,4.01,17746,-26406,-55060
2005-12-06,25800.0,25750.0,923393.0,3.9,82772,-98922,-46320
2005-12-07,25500.0,25650.0,1016120.0,3.88,262685,-74705,-186630
2005-12-08,25100.0,26250.0,786497.0,3.97,-23708,114468,-45320
2005-12-09,25500.0,26100.0,1001440.0,3.95,110416,185994,-348600
2005-12-12,26800.0,27300.0,800137.0,4.13,-191969,215765,-75466
2005-12-13,27250.0,27400.0,438871.0,4.15,-18692,37562,-75000
2005-12-14,27400.0,27000.0,568160.0,4.09,-8905,105685,-139570
2005-12-15,27300.0,28750.0,1629212.0,4.35,-104654,611434,-612440
2005-12-16,28100.0,28700.0,487677.0,4.35,-17103,143687,-173344
2005-12-19,30000.0,29300.0,1015579.0,4.44,89839,355071,-538310
2005-12-20,29050.0,29800.0,856835.0,4.51,-28310,324560,-313490
2005-12-21,29700.0,29700.0,449381.0,4.5,-55901,74481,-57860
2005-12-22,29700.0,29400.0,496477.0,4.45,-74961,90841,-10010
2005-12-23,29500.0,30500.0,605919.0,4.62,-112317,196937,-119200
2005-12-26,30500.0,31500.0,381310.0,4.77,-138521,130771,14830
2005-12-27,31450.0,31000.0,376777.0,4.69,8906,50394,-89230
2005-12-28,31200.0,31650.0,357988.0,4.79,-45961,73781,-130120
2005-12-29,31450.0,31900.0,455670.0,4.83,-166811,149431,-10030
2006-01-02,31900.0,32050.0,481848.0,13.69,2778,22662,-15080
2006-01-03,31950.0,31600.0,823280.0,13.5,19878,192072,-208390
2006-01-04,31900.0,31550.0,738293.0,13.48,-19370,93650,-108750
2006-01-05,31500.0,31350.0,535604.0,13.39,-25450,59590,-56450
2006-01-06,32250.0,32550.0,1443390.0,13.91,140380,232960,-469170
2006-01-09,32950.0,34200.0,1309989.0,14.61,-210312,58252,188560
2006-01-10,35150.0,33200.0,828706.0,14.18,39000,-17170,-83540
2006-01-11,33000.0,33500.0,791873.0,14.31,12814,-4774,-24140
2006-01-12,34400.0,35450.0,1068489.0,15.14,-96006,40356,34490
2006-01-13,35050.0,35800.0,911957.0,15.29,39332,73218,-76860
2006-01-16,35200.0,35700.0,460443.0,15.25,105622,41808,-143500
2006-01-17,35400.0,34100.0,607540.0,14.57,12790,-39840,77760
2006-01-18,33200.0,33000.0,1237670.0,14.1,-98460,86310,-103170
2006-01-19,32200.0,32000.0,808562.0,13.67,204048,-18088,-46810
2006-01-20,31700.0,29100.0,1060723.0,12.43,81085,-308995,283110
2006-01-23,27600.0,27200.0,1210711.0,11.62,71095,-9805,-167150
2006-01-24,27500.0,28700.0,987865.0,12.26,-35297,-108223,155530
2006-01-25,29400.0,30050.0,883607.0,12.84,-67132,-80878,129150
2006-01-26,30700.0,29650.0,890743.0,12.67,213773,-204343,7570
2006-01-27,30100.0,30500.0,543851.0,13.03,-19546,26716,-230
2006-01-31,30500.0,29900.0,623558.0,12.77,126577,-118667,7210
2006-02-01,29900.0,28400.0,934832.0,12.13,169367,-34607,-103120
2006-02-02,29400.0,28100.0,960654.0,12.0,275380,85060,-282940
2006-02-03,27700.0,26000.0,1531450.0,11.11,561411,-224711,-274590
2006-02-06,25550.0,27100.0,1058866.0,11.58,-322045,153545,68770
2006-02-07,27000.0,26850.0,648580.0,11.47,-85669,69809,-92960
2006-02-08,26900.0,27600.0,1447388.0,11.79,-299535,116995,198150
2006-02-09,28600.0,28400.0,477593.0,12.13,-84962,-1608,106800
2006-02-10,28500.0,28500.0,460170.0,12.18,-34502,125622,-65820
2006-02-13,28600.0,28950.0,598099.0,12.37,-150349,123499,23370
2006-02-14,28650.0,29300.0,382653.0,12.52,-60548,76728,-7680
2006-02-15,30400.0,29500.0,1180593.0,12.6,-159205,88945,115200
2006-02-16,30300.0,30100.0,557317.0,12.86,-84369,176799,-55650
2006-02-17,30000.0,30450.0,480744.0,13.01,-76364,83074,-6360
2006-02-20,29750.0,29650.0,775814.0,12.67,-94773,188663,-124600
2006-02-21,29400.0,29600.0,359669.0,12.65,-17459,89799,350
2006-02-22,29300.0,30000.0,580694.0,12.82,-84658,2560,74070
2006-02-23,30750.0,32450.0,1054731.0,13.86,-389326,267691,56650
2006-02-24,32500.0,32450.0,457178.0,13.86,-41095,33275,8180
2006-02-27,32000.0,32500.0,376703.0,13.88,-429,52849,-36410
2006-02-28,33100.0,32500.0,411410.0,13.88,68973,56806,-47580
2006-03-02,32300.0,31700.0,357886.0,13.54,-8330,25340,-13520
2006-03-03,31450.0,30800.0,489503.0,13.16,-135086,137898,4380
2006-03-06,30300.0,31550.0,543398.0,13.48,-178957,193377,-11820
2006-03-07,31550.0,30600.0,429725.0,13.07,-99461,43671,27470
2006-03-08,31000.0,31100.0,634818.0,13.29,-41070,106720,-28870
2006-03-09,31400.0,31200.0,625572.0,13.33,46604,72726,-136010
2006-03-10,30550.0,31150.0,542871.0,13.31,-113329,58909,22590
2006-03-13,31550.0,31750.0,427836.0,13.56,-46408,43618,-2650
2006-03-14,31550.0,32200.0,510724.0,13.76,-105967,141987,9680
2006-03-15,32050.0,32450.0,536130.0,13.86,-170680,168320,-44800
2006-03-16,32600.0,32900.0,421045.0,14.05,-175746,147076,-3820
2006-03-17,32600.0,32800.0,216011.0,14.01,-37340,38440,-7990
2006-03-20,32700.0,32900.0,275745.0,14.05,20882,-15742,-5720
2006-03-21,33400.0,32250.0,530557.0,13.78,57206,116054,-173970
2006-03-22,32350.0,31750.0,327742.0,13.56,53267,-64387,2880
2006-03-23,32000.0,31600.0,554609.0,13.5,-29702,157102,-167370
2006-03-24,31000.0,31200.0,415102.0,13.33,48742,46708,-128490
2006-03-27,30800.0,30850.0,406392.0,13.18,109671,-52741,-61070
2006-03-28,30850.0,31100.0,332137.0,13.29,-40109,83349,-67210
2006-03-29,30600.0,30550.0,529986.0,13.05,153753,78677,-270040
2006-03-30,31000.0,30450.0,507082.0,13.01,101578,59822,-129460
2006-03-31,30500.0,31000.0,600898.0,13.24,96372,-9532,-87530
2006-04-03,31000.0,31700.0,728778.0,13.54,206744,39726,-279210
2006-04-04,31700.0,31850.0,644266.0,13.61,35534,145806,-117830
2006-04-05,32850.0,34500.0,1200331.0,14.74,-378071,233771,186130
2006-04-06,34800.0,34500.0,747359.0,14.74,-145737,176014,51263
2006-04-07,34600.0,35500.0,715618.0,15.17,-99284,84004,-35830
2006-04-10,35200.0,35200.0,295631.0,15.04,-55362,53956,9070
2006-04-11,35100.0,34850.0,460534.0,14.89,-23686,86466,-1540
2006-04-12,34350.0,35050.0,391549.0,14.97,28110,-34490,68080
2006-04-13,34650.0,35100.0,525737.0,14.99,-41016,82366,-1900
2006-04-14,35250.0,37400.0,908208.0,15.98,-151883,142443,-1470
2006-04-17,37400.0,37700.0,545290.0,16.11,-29931,1431,9760
2006-04-18,36900.0,36600.0,741575.0,15.64,77136,-67977,10560
2006-04-19,36250.0,35400.0,1157634.0,15.12,203759,-244759,22210
2006-04-20,35100.0,35100.0,825184.0,14.99,105982,-143722,74270
2006-04-21,35800.0,35650.0,683421.0,15.23,-1482,-31418,59440
2006-04-24,35100.0,36250.0,954559.0,15.49,-6036,-135504,138400
2006-04-25,36500.0,35800.0,751512.0,15.29,55132,-124482,47210
2006-04-26,36000.0,36100.0,688834.0,15.42,128135,-212227,123170
2006-04-27,36650.0,35750.0,547996.0,15.27,34930,43660,-3780
2006-04-28,35650.0,34350.0,732041.0,14.67,162523,-96383,-19470
2006-05-02,34000.0,33600.0,527603.0,14.35,123844,-102494,-33690
2006-05-03,33800.0,34700.0,580079.0,14.82,-114211,54531,36160
2006-05-04,35300.0,36000.0,742107.0,15.38,-48018,75558,6450
2006-05-08,36750.0,36350.0,992523.0,15.53,-66286,78806,109640
2006-05-09,36800.0,36850.0,975414.0,15.74,-197311,14301,197470
2006-05-10,37000.0,37750.0,642361.0,16.13,-21555,39935,29710
2006-05-11,37900.0,38050.0,633255.0,16.25,-36594,154154,-128030
2006-05-12,37500.0,37500.0,463018.0,16.02,-60390,-14100,20760
2006-05-15,36800.0,37800.0,553228.0,16.15,-36469,-90601,128560
2006-05-16,38250.0,36100.0,759206.0,15.42,-75692,96502,-35300
2006-05-17,36000.0,36350.0,714096.0,15.53,47898,84902,-130740
2006-05-18,34750.0,34200.0,856398.0,14.61,138027,233846,-413550
2006-05-19,34200.0,35850.0,438411.0,15.32,-91320,78460,9120
2006-05-22,35850.0,34500.0,451764.0,14.74,-39920,65107,-25280
2006-05-23,33900.0,34950.0,356216.0,14.93,-72810,112580,-30720
2006-05-24,34500.0,35000.0,597690.0,14.95,71996,166083,-25630
2006-05-25,34750.0,32950.0,457921.0,14.08,75522,-10152,-22110
2006-05-26,33300.0,33750.0,492042.0,14.42,-8475,128296,-67970
2006-05-29,34150.0,34500.0,440545.0,14.74,-169148,182368,-2660
2006-05-30,34150.0,34400.0,438888.0,14.7,10561,97089,-87940
2006-06-01,33800.0,33400.0,421013.0,14.27,22034,-45514,-2890
2006-06-02,34600.0,33500.0,429493.0,14.31,18500,-14935,-16920
2006-06-05,33050.0,32600.0,369158.0,13.93,37233,-29633,-27880
2006-06-07,31800.0,31000.0,395733.0,13.24,-29810,-18030,62160
2006-06-08,31000.0,30400.0,745946.0,12.99,-55635,32195,-41260
2006-06-09,31050.0,32500.0,683053.0,13.88,-147388,219098,-40410
2006-06-12,32200.0,34400.0,514117.0,14.7,-148148,72838,97220
2006-06-13,33200.0,33800.0,778874.0,14.44,-74359,161424,-51645
2006-06-14,33300.0,34300.0,572552.0,14.65,-97454,117654,-10430
2006-06-15,34500.0,34150.0,326920.0,14.59,-400,34310,-25250
2006-06-16,34800.0,34950.0,633647.0,14.93,-118847,212017,-140040
2006-06-19,35100.0,36000.0,411621.0,15.38,-89850,59440,25060
2006-06-20,35700.0,34350.0,332170.0,14.67,35908,-66108,34720
2006-06-21,34800.0,35000.0,332316.0,14.95,9161,45899,-59890
2006-06-22,35400.0,35900.0,323222.0,15.34,-120703,135163,-36160
2006-06-23,35700.0,35750.0,319072.0,15.27,21411,-2611,-11640
2006-06-26,35700.0,35100.0,354489.0,14.99,-8064,27824,-34730
2006-06-27,34700.0,34200.0,462980.0,14.61,22481,-12650,-43210
2006-06-28,33200.0,33600.0,758974.0,14.35,61372,136088,-211020
2006-06-29,33600.0,34000.0,694821.0,14.52,83480,-133165,7890
2006-06-30,34500.0,35000.0,690144.0,14.95,-239010,335330,-24070
2006-07-03,35000.0,34600.0,256435.0,14.78,63717,-63827,5640
2006-07-04,35050.0,34750.0,362866.0,14.85,68821,-24231,-6870
2006-07-05,33750.0,33750.0,407167.0,14.42,106736,-57916,-51660
2006-07-06,33000.0,32150.0,806198.0,13.73,303996,-257946,5330
2006-07-07,32250.0,31950.0,618172.0,13.65,147772,-107492,3870
2006-07-10,31450.0,32750.0,569296.0,13.99,-132158,64198,44400
2006-07-11,32900.0,32600.0,444866.0,13.93,14199,10361,-18160
2006-07-12,32950.0,32900.0,490642.0,14.05,-33290,-71640,107450
2006-07-13,32350.0,32150.0,387187.0,13.73,53633,-129913,86760
2006-07-14,31200.0,30700.0,753856.0,13.12,194760,-25940,-150410
2006-07-18,30500.0,29500.0,503540.0,12.6,61730,-119150,89110
2006-07-19,30200.0,29250.0,802009.0,12.5,112127,-39057,-56840
2006-07-20,30450.0,30350.0,560682.0,12.97,28636,-84926,29840
2006-07-21,29700.0,30750.0,333723.0,13.14,-81293,37512,42070
2006-07-24,30650.0,30600.0,292386.0,13.07,104879,-38489,-33820
2006-07-25,31000.0,30100.0,461232.0,12.86,103552,-65812,-42380
2006-07-26,30450.0,30200.0,342265.0,12.9,-7417,-13603,5770
2006-07-27,30200.0,30300.0,319200.0,12.94,-12370,39776,-13796
