Symbol,SK디스커버리_시가(원),SK디스커버리_종가(원),SK디스커버리_거래량(주),SK디스커버리_PER(IFRS-연결),SK디스커버리_순매수수량(개인)(주),SK디스커버리_순매수수량(기관계)(주),SK디스커버리_순매수수량(외국인계)(주)
2008-10-07,26800.0,27600.0,272012.0,10.43,18609,-51749,33060
2008-10-08,26000.0,23550.0,463135.0,8.9,127453,-139435,3860
2008-10-09,23550.0,23350.0,373393.0,8.82,62514,-87354,24390
2008-10-10,21700.0,21100.0,825308.0,7.97,249195,-247135,440
2008-10-13,22000.0,24200.0,485975.0,9.15,-35753,18153,17920
2008-10-14,26000.0,26700.0,473835.0,10.09,36002,-20542,-12500
2008-10-15,25900.0,25350.0,312711.0,9.58,37297,-74199,35092
2008-10-16,22700.0,21550.0,551799.0,8.14,134797,-68014,-11920
2008-10-17,22700.0,21400.0,412083.0,8.09,21669,-29444,7150
2008-10-20,21900.0,22200.0,323382.0,8.39,6703,-10003,3190
2008-10-21,23000.0,21650.0,266458.0,8.18,21265,-28332,7019
2008-10-22,21750.0,21000.0,352489.0,7.94,-11677,-15275,26630
2008-10-23,19800.0,19000.0,384776.0,7.18,15510,-30410,13700
2008-10-24,19000.0,16150.0,431584.0,6.1,-7432,5782,660
2008-10-27,16100.0,14700.0,453937.0,5.56,26743,-42238,16235
2008-10-28,13500.0,16700.0,486458.0,6.31,3013,8936,-14839
2008-10-29,17600.0,15450.0,614418.0,5.84,-6320,3090,-7950
2008-10-30,17000.0,17750.0,597014.0,6.71,129699,-142569,41250
2008-10-31,17950.0,19350.0,779294.0,7.31,7774,-28734,24100
2008-11-03,19700.0,20400.0,691742.0,7.71,124594,-38754,-43570
2008-11-04,20650.0,20950.0,560897.0,7.92,-32465,58855,-62920
2008-11-05,22100.0,21750.0,823712.0,8.22,116554,-62637,-6620
2008-11-06,20250.0,18700.0,447362.0,7.07,53050,-25970,-29520
2008-11-07,17300.0,20400.0,575188.0,7.71,74529,-83599,19540
2008-11-10,20800.0,21700.0,798553.0,8.2,9500,-63250,38180
2008-11-11,21200.0,21600.0,567482.0,8.16,-13750,19530,240
2008-11-12,20850.0,20650.0,623762.0,7.8,160752,-99030,-30292
2008-11-13,19100.0,18700.0,628379.0,7.07,192418,-114450,-72008
2008-11-14,20100.0,18800.0,527160.0,7.1,116925,-74175,3030
2008-11-17,18600.0,19500.0,352118.0,7.37,-36661,650,39171
2008-11-18,19100.0,18650.0,270451.0,7.05,42500,-14320,-27980
2008-11-19,18900.0,17800.0,318580.0,6.73,2520,-6297,6417
2008-11-20,16300.0,15650.0,309607.0,5.91,-11819,3499,6430
2008-11-21,14900.0,17500.0,420014.0,6.61,-29605,4955,29940
2008-11-24,17500.0,16850.0,307008.0,6.37,24394,-9474,-20200
2008-11-25,17650.0,16300.0,639388.0,6.16,201105,-25338,-182187
2008-11-26,16600.0,16550.0,520371.0,6.25,181517,-19487,-162720
2008-11-27,17500.0,19000.0,1053159.0,7.18,-11226,482330,-453730
2008-11-28,20000.0,20600.0,1456188.0,7.78,-303730,167980,35570
2008-12-01,21250.0,19700.0,766448.0,7.44,48881,19218,-37070
2008-12-02,18700.0,19950.0,626936.0,7.54,-41066,33155,9410
2008-12-03,20700.0,21800.0,1669333.0,8.24,-252453,256043,-14250
2008-12-04,22450.0,21500.0,930154.0,8.13,-192937,122347,80
2008-12-05,21600.0,21600.0,505899.0,8.16,-53834,50211,-18267
2008-12-08,22100.0,23400.0,893419.0,8.84,-103139,82809,17640
2008-12-09,23700.0,23900.0,571474.0,9.03,-70940,58240,-17150
2008-12-10,24000.0,24800.0,582969.0,9.37,-105316,86946,26950
2008-12-11,24700.0,24700.0,494582.0,9.33,31170,-6850,-21910
2008-12-12,24450.0,25100.0,721366.0,9.48,-102237,105527,-25360
2008-12-15,25900.0,28850.0,730816.0,10.9,-96019,66579,3700
2008-12-16,28500.0,27600.0,801068.0,10.43,147101,-147430,-7190
2008-12-17,28600.0,26500.0,1033771.0,10.01,211852,-187182,58970
2008-12-18,26900.0,25850.0,675100.0,9.77,109660,-91089,2969
2008-12-19,25800.0,26200.0,362087.0,9.9,-47551,28750,14491
2008-12-22,26900.0,29150.0,1076692.0,11.02,-179770,107420,6840
2008-12-23,29600.0,28700.0,897317.0,10.85,-50823,80983,-19080
2008-12-24,28400.0,27500.0,463458.0,10.39,-18080,18720,3300
2008-12-26,27600.0,26450.0,378579.0,10.0,-33038,33328,2640
2008-12-29,26450.0,27450.0,314980.0,10.37,-56325,56165,2990
2008-12-30,27450.0,26950.0,414512.0,10.18,-23021,-19159,9050
2009-01-02,27300.0,27250.0,396595.0,69.8,89228,-45938,6930
2009-01-05,27800.0,27900.0,533391.0,71.47,-20012,-15068,9960
2009-01-06,28250.0,27950.0,401944.0,71.6,15029,-8059,-430
2009-01-07,28250.0,29550.0,722605.0,75.7,-79313,64984,7569
2009-01-08,28950.0,29700.0,468492.0,76.08,-25812,27562,-4370
2009-01-09,30100.0,29350.0,441388.0,75.18,-63077,63080,-5420
2009-01-12,28550.0,28100.0,356780.0,71.98,-1789,10199,3430
2009-01-13,27950.0,29200.0,305434.0,74.8,-12360,12560,-1090
2009-01-14,29000.0,31600.0,855031.0,80.95,-233193,124553,38050
2009-01-15,30700.0,29700.0,885175.0,76.08,-193383,189033,1830
2009-01-16,30700.0,32900.0,914492.0,84.28,-141942,135022,-15620
2009-01-19,33000.0,32200.0,675657.0,82.48,20789,12489,-15258
2009-01-20,32100.0,33200.0,526876.0,85.05,-111257,98577,5140
2009-01-21,31900.0,33500.0,696325.0,85.81,-267640,195820,20530
2009-01-22,34400.0,33750.0,477683.0,86.45,-88317,107807,-8400
2009-01-23,33800.0,32400.0,295962.0,82.99,-24607,24497,-70
2009-01-28,33300.0,33100.0,259666.0,84.79,-64055,31535,22750
2009-01-29,33650.0,34000.0,324273.0,87.09,-7670,16440,-210
2009-01-30,33700.0,34000.0,177094.0,87.09,-23030,14840,-2270
2009-02-02,33500.0,33250.0,393270.0,85.17,92870,-87830,-2620
2009-02-03,33200.0,32600.0,264184.0,83.51,12611,-12711,-330
2009-02-04,33100.0,32950.0,215711.0,84.4,-15417,21207,3520
2009-02-05,32600.0,32600.0,349998.0,83.51,-33062,12902,18080
2009-02-06,33600.0,33600.0,277414.0,86.07,-13499,10214,-7945
2009-02-09,34100.0,34100.0,204955.0,87.35,-49745,36205,10610
2009-02-10,34500.0,36000.0,432180.0,92.22,-68780,51230,-3470
2009-02-11,35100.0,36500.0,494518.0,93.5,-63784,63114,-2950
2009-02-12,36800.0,35900.0,244266.0,91.96,38080,-28680,-19880
2009-02-13,36200.0,37100.0,261226.0,95.04,-71011,61060,1290
2009-02-16,36650.0,38800.0,445462.0,99.39,-81850,46170,6360
2009-02-17,38500.0,38000.0,574909.0,97.34,-90280,78320,-8720
2009-02-18,37200.0,40800.0,654364.0,104.51,-156200,132686,8214
2009-02-19,41200.0,40500.0,487220.0,103.74,-71969,80649,-8080
2009-02-20,39700.0,39500.0,377393.0,101.18,-77867,83177,-2460
2009-02-23,39500.0,40000.0,253060.0,102.47,3377,-6967,2000
2009-02-24,39000.0,39300.0,240218.0,100.67,-48876,57116,-7360
2009-02-25,40300.0,36000.0,376938.0,92.22,27737,-26427,1080
2009-02-26,36000.0,34200.0,548502.0,87.61,-26967,27167,460
2009-02-27,33900.0,34600.0,358971.0,88.63,-61382,33952,20270
2009-03-02,33800.0,33200.0,301990.0,85.05,38044,-5074,-37370
2009-03-03,31650.0,34500.0,305238.0,88.38,-81826,72826,1010
2009-03-04,34150.0,36700.0,322933.0,94.01,-18530,15190,-6760
2009-03-05,37800.0,38000.0,299111.0,97.34,-12910,-4230,1290
2009-03-06,37200.0,38000.0,227658.0,97.34,-16548,20368,650
2009-03-09,38850.0,38750.0,197701.0,99.26,-13079,15099,-5820
2009-03-10,38500.0,38500.0,185549.0,98.62,7406,-10572,3296
2009-03-11,39450.0,40350.0,291235.0,103.36,-75764,15170,46804
2009-03-12,40350.0,41700.0,432591.0,106.82,-148973,150293,-4910
2009-03-13,42100.0,42150.0,231343.0,107.97,-47093,49293,-1370
2009-03-16,42050.0,42150.0,159156.0,107.97,-28985,8055,750
2009-03-17,42000.0,42700.0,163189.0,109.38,-39979,33459,6470
2009-03-18,43300.0,45250.0,234922.0,115.91,-31744,13194,14050
2009-03-19,45900.0,45300.0,170734.0,116.04,-16022,5242,2400
2009-03-20,45350.0,46800.0,256812.0,119.88,-9789,-11651,15620
2009-03-23,47700.0,48000.0,170668.0,122.95,-4853,-5407,2950
2009-03-24,48600.0,47800.0,165498.0,122.44,1071,2669,2770
2009-03-25,47950.0,48000.0,193136.0,122.95,-18195,15715,3490
2009-03-26,48300.0,47950.0,243369.0,122.83,3076,26704,-21100
2009-03-27,48200.0,46500.0,227217.0,119.11,-11618,15718,-4540
2009-03-30,46500.0,44650.0,195698.0,114.37,788,-10738,2410
2009-03-31,44750.0,46600.0,197562.0,119.37,-26287,10987,9950
2009-04-01,46950.0,48000.0,192559.0,122.95,-6827,-1553,4710
2009-04-02,48400.0,49050.0,245800.0,125.65,-30071,-2319,3760
2009-04-03,49600.0,50200.0,304238.0,128.59,-47813,42473,2740
2009-04-06,51900.0,52600.0,438876.0,134.74,91189,-89805,1711
2009-04-07,52200.0,53600.0,275033.0,137.3,-17538,6476,8750
2009-04-08,53000.0,54000.0,242885.0,138.32,-34288,40153,-4495
2009-04-09,54800.0,56500.0,386240.0,144.73,-7430,8783,14632
2009-04-10,58100.0,56600.0,294966.0,144.98,70591,-77448,2680
2009-04-13,56600.0,54800.0,333253.0,140.37,59781,-60544,2363
2009-04-14,54200.0,56000.0,522106.0,143.45,87609,-100221,37373
2009-04-15,55700.0,58900.0,434939.0,150.88,-102177,40135,64210
2009-04-16,60000.0,58900.0,353656.0,150.88,-32259,-33212,63762
2009-04-17,60000.0,58300.0,403337.0,149.34,84669,-72021,-3982
2009-04-20,57600.0,56900.0,929262.0,145.75,29067,-707632,676491
2009-04-21,55500.0,56100.0,433533.0,143.7,95778,33087,-126998
2009-04-22,56700.0,56100.0,371678.0,143.7,128587,10391,-139598
2009-04-23,56800.0,55300.0,387621.0,141.65,132888,-11545,-120082
2009-04-24,56200.0,53100.0,569520.0,136.02,211349,44393,-256450
2009-04-27,54000.0,58500.0,860785.0,149.85,-115901,99803,2865
2009-04-28,60300.0,55000.0,1587128.0,140.89,93406,-74374,-16914
2009-04-29,55500.0,54600.0,545461.0,139.86,18557,-41455,17190
2009-04-30,56000.0,57400.0,375119.0,147.04,-109554,68419,27054
2009-05-04,57900.0,56100.0,266324.0,143.7,90995,-80677,-11398
2009-05-06,56100.0,52700.0,1534011.0,135.0,522989,-849134,338853
2009-05-07,53900.0,51400.0,1076280.0,131.67,466690,-109237,-383807
2009-05-08,51400.0,54400.0,616619.0,139.35,-34305,35571,1350
2009-05-11,54100.0,52000.0,462675.0,133.2,136361,-116345,-5390
2009-05-12,51300.0,51500.0,311591.0,131.92,61164,-58834,7200
2009-05-13,51800.0,53200.0,406089.0,136.28,-19480,19636,1664
2009-05-14,53000.0,51600.0,461725.0,132.18,47925,-33659,-8874
2009-05-15,52400.0,52100.0,366297.0,133.46,-40119,-12244,56786
2009-05-18,52500.0,53900.0,536391.0,138.07,-99457,49081,54906
2009-05-19,54900.0,54200.0,411463.0,138.84,17916,-19286,9456
2009-05-20,53800.0,52800.0,322578.0,135.25,55631,-47767,-4444
2009-05-21,52300.0,51100.0,303437.0,130.9,18255,-21082,2999
2009-05-22,51200.0,51500.0,504858.0,131.92,21955,-47542,11428
2009-05-25,51500.0,57800.0,2225556.0,148.06,-272748,202433,42663
2009-05-26,59200.0,57800.0,1541158.0,148.06,-315480,284021,5843
2009-05-27,60200.0,58000.0,998538.0,148.57,-98238,133046,-18507
2009-05-28,57800.0,55800.0,770903.0,142.94,13253,15894,-34641
2009-05-29,56400.0,55700.0,416757.0,142.68,5166,-8567,3311
2009-06-01,55700.0,57000.0,302778.0,146.01,-20253,21684,-656
2009-06-02,57600.0,53900.0,822167.0,138.07,131817,-116204,-1754
2009-06-03,54400.0,53500.0,257552.0,137.04,35374,-32180,-1453
2009-06-04,53500.0,53600.0,408453.0,137.3,-57035,80496,-9738
2009-06-05,54600.0,55000.0,269960.0,140.89,55,-26435,4712
2009-06-08,55000.0,54600.0,307388.0,139.86,23843,-22480,-1596
2009-06-09,55000.0,52200.0,373130.0,133.71,57810,-65260,23558
2009-06-10,52100.0,52000.0,450270.0,133.2,144474,-161881,14801
2009-06-11,52000.0,52000.0,381294.0,133.2,138918,-152548,24052
2009-06-12,52500.0,52500.0,410605.0,134.48,121880,-111277,-3422
2009-06-15,52500.0,51100.0,369479.0,130.9,164021,-151057,3477
2009-06-16,50500.0,51000.0,183582.0,130.64,62698,-51515,611
2009-06-17,50600.0,50400.0,201537.0,129.1,46058,-49687,-635
2009-06-18,51900.0,50600.0,399847.0,129.62,45980,-44172,-7368
2009-06-19,51200.0,51300.0,191989.0,131.41,45370,-46098,-5262
2009-06-22,52000.0,53000.0,319130.0,135.76,-26493,20790,-4196
2009-06-23,51900.0,52100.0,297974.0,133.46,28295,-13801,-12655
2009-06-24,53000.0,54000.0,345413.0,138.32,-40136,21824,-8722
2009-06-25,54300.0,55100.0,839768.0,141.14,-37098,-65477,101245
2009-06-26,55600.0,55900.0,481095.0,143.19,-88360,72763,1161
2009-06-29,57800.0,55500.0,479053.0,142.17,-32622,23210,27486
2009-06-30,56000.0,52700.0,576545.0,135.0,77345,-80770,3524
2009-07-01,52600.0,51200.0,720195.0,131.15,322904,-315420,20164
2009-07-02,51700.0,52300.0,360389.0,133.97,-44168,23509,18309
2009-07-03,51300.0,52400.0,219976.0,134.23,31341,-27905,538
2009-07-06,52400.0,51300.0,243337.0,131.41,68591,-58779,188
2009-07-07,51700.0,52100.0,216704.0,133.46,-13136,16348,1209
2009-07-08,51700.0,51100.0,294999.0,130.9,132112,-130628,-1911
2009-07-09,51300.0,51400.0,262464.0,131.67,-70365,7559,22896
2009-07-10,51600.0,51900.0,211288.0,132.95,-57068,40611,-9113
2009-07-13,51900.0,49000.0,299059.0,125.52,19027,4263,-18897
2009-07-14,50000.0,47650.0,454476.0,122.06,39089,17311,-52210
2009-07-15,49100.0,49900.0,194205.0,127.82,17950,-17300,-160
2009-07-16,50600.0,48600.0,281282.0,124.49,113669,-97729,-19640
2009-07-17,48650.0,49050.0,163791.0,125.65,8844,-17152,6138
2009-07-20,49500.0,50100.0,271077.0,128.34,3917,4133,7330
2009-07-21,50300.0,48900.0,466353.0,125.26,211080,-200043,-6882
2009-07-22,49050.0,48200.0,335657.0,123.47,118676,-122388,8230
2009-07-23,48300.0,48300.0,265563.0,123.72,55369,-70389,25640
2009-07-24,48800.0,48300.0,285444.0,123.72,46048,-24067,-13770
2009-07-27,48650.0,49400.0,295283.0,126.54,-12865,470,14735
2009-07-28,49900.0,49700.0,214175.0,127.31,-3689,-8004,-16160
2009-07-29,51000.0,49300.0,316293.0,126.29,5326,-4482,-1274
2009-07-30,48800.0,48700.0,152821.0,124.75,9613,-18453,4430
2009-07-31,48800.0,49250.0,401481.0,126.16,113782,-112952,13330
2009-08-03,49750.0,51000.0,461104.0,130.64,18157,-39737,22090
2009-08-04,51400.0,49750.0,513165.0,127.44,146820,-102550,-30836
2009-08-05,50000.0,48700.0,328352.0,124.75,138190,-108509,-7366
2009-08-06,48750.0,48700.0,200732.0,124.75,43910,-40620,3360
2009-08-07,48700.0,50000.0,247455.0,128.08,5089,-16069,10710
2009-08-10,50300.0,51900.0,750668.0,132.95,-148291,139125,-20481
2009-08-11,52500.0,55600.0,2162167.0,142.43,-505746,477567,1996
2009-08-12,56000.0,56000.0,797474.0,143.45,-81272,112563,-41296
2009-08-13,56200.0,56000.0,561736.0,143.45,-21755,18421,2127
2009-08-14,56500.0,56100.0,581027.0,143.7,-11850,26362,468
2009-08-17,58000.0,54200.0,742186.0,138.84,64209,-15592,-50834
2009-08-18,53800.0,53000.0,494455.0,135.76,-2325,-24521,15153
2009-08-19,53600.0,54500.0,552992.0,139.61,-3186,-4792,13748
2009-08-20,55100.0,57800.0,998061.0,148.06,-32911,32518,-2941
2009-08-21,62500.0,66400.0,2199010.0,170.09,282939,-230564,-25733
2009-08-24,75500.0,76300.0,5013415.0,195.45,518832,-445376,-41195
2009-08-25,72300.0,69100.0,4162543.0,177.0,85707,-71719,-7032
2009-08-26,69100.0,69100.0,1987212.0,177.0,55656,-101240,41199
2009-08-27,69000.0,63600.0,2207579.0,162.92,59600,-99633,28440
2009-08-28,66000.0,65400.0,2569980.0,167.53,45791,-66945,19879
2009-08-31,64000.0,60700.0,1275429.0,155.49,-727,-29215,16057
2009-09-01,62400.0,66900.0,2435006.0,171.37,10858,25315,-25195
2009-09-02,64100.0,62700.0,1101807.0,160.61,122170,-75811,-20025
2009-09-03,63700.0,61600.0,731638.0,157.79,36857,-43038,4861
2009-09-04,61900.0,63400.0,823833.0,162.4,-11161,5600,4212
2009-09-07,62300.0,60800.0,620558.0,155.74,7469,-22940,8344
2009-09-08,61700.0,64200.0,1088707.0,164.46,-42227,33308,7601
2009-09-09,64600.0,63500.0,970772.0,162.66,-9081,26508,-14152
2009-09-10,63500.0,63900.0,469886.0,163.68,-33902,-6741,36635
2009-09-11,64600.0,65000.0,962708.0,166.5,-52100,45749,8881
2009-09-14,67000.0,65200.0,501339.0,167.01,-41931,5153,36269
2009-09-15,66200.0,63200.0,607818.0,161.89,98863,-73378,-154
2009-09-16,63500.0,62000.0,696403.0,158.82,84163,-93298,15788
2009-09-17,61200.0,61000.0,990656.0,156.25,26543,-44927,24672
2009-09-18,61000.0,62400.0,417362.0,159.84,-42611,-15198,61992
2009-09-21,62900.0,64400.0,746106.0,164.97,-168555,153604,-17722
2009-09-22,64000.0,63500.0,311675.0,162.66,-29511,30107,-722
2009-09-23,64000.0,66500.0,1253606.0,170.34,-328981,650324,-7381
2009-09-24,66500.0,68200.0,1241404.0,174.7,-214938,232914,-14978
2009-09-25,68600.0,68700.0,855831.0,175.98,-141763,153916,-4910
2009-09-28,69100.0,70500.0,849871.0,180.59,-183552,161391,-23484
2009-09-29,71200.0,67200.0,785384.0,172.14,64114,-56956,18599
2009-09-30,66800.0,65700.0,405381.0,168.3,-19457,14838,23986
2009-10-01,66800.0,67400.0,400468.0,172.65,-60996,52332,-8336
2009-10-05,66800.0,68600.0,665171.0,175.73,-34282,57464,-14978
2009-10-06,69500.0,66600.0,440333.0,170.6,38659,-28473,603
2009-10-07,67400.0,63000.0,377856.0,161.38,13237,-14866,2673
2009-10-08,63700.0,64000.0,298666.0,163.94,6471,-24348,16565
2009-10-09,64200.0,66100.0,315040.0,169.32,-63579,40554,24509
2009-10-12,66800.0,66000.0,274767.0,169.06,15760,-10768,-622
2009-10-13,66000.0,63800.0,386428.0,163.43,94363,-12592,-83402
2009-10-14,64000.0,64500.0,240756.0,165.22,28781,5822,-36808
2009-10-15,64800.0,62900.0,411741.0,161.12,135862,-64851,-42978
2009-10-16,62900.0,62500.0,188349.0,160.1,-5036,-7021,10735
2009-10-19,62600.0,63900.0,178104.0,163.68,-28238,22590,2945
2009-10-20,64500.0,66200.0,421851.0,169.58,-49849,67070,-13888
2009-10-21,65900.0,66500.0,472225.0,170.34,-76167,84278,-6491
2009-10-22,66200.0,65900.0,207623.0,168.81,-28574,27483,-3894
2009-10-23,66500.0,64300.0,246199.0,164.71,4952,-10690,2896
2009-10-26,66400.0,71200.0,2098194.0,182.39,11354,-37600,23086
2009-10-27,69900.0,66700.0,1090438.0,170.86,-17925,25011,-14262
2009-10-28,67900.0,67100.0,700696.0,171.88,74935,-47104,-30670
2009-10-29,66300.0,64900.0,406085.0,166.25,14515,-9639,-8049
2009-10-30,65400.0,66000.0,294046.0,169.06,-74352,43746,-2432
2009-11-02,65200.0,64700.0,260129.0,165.73,-1644,5549,-4453
2009-11-03,65400.0,64500.0,165368.0,165.22,-36450,26342,-3537
2009-11-04,64500.0,66200.0,183143.0,169.58,-52149,51257,501
2009-11-05,65500.0,65100.0,151949.0,166.76,-13543,22744,-8173
2009-11-06,65900.0,66800.0,199956.0,171.11,-12912,15718,-3071
2009-11-09,67000.0,66800.0,257498.0,171.11,-11497,3968,33
2009-11-10,67600.0,68300.0,458823.0,174.96,-152687,157204,-10693
2009-11-11,69200.0,69200.0,257624.0,177.26,-61876,43465,-3567
2009-11-12,68600.0,68300.0,223737.0,174.96,-19762,-1669,1490
2009-11-13,68700.0,67200.0,216278.0,172.14,-15218,20665,-2924
2009-11-16,67500.0,67900.0,170821.0,173.93,-50113,46952,3242
2009-11-17,68500.0,68500.0,686841.0,175.47,-82702,67816,-317
2009-11-18,69400.0,69800.0,399223.0,178.8,-85558,15872,6497
2009-11-19,70000.0,69700.0,277481.0,178.54,-24714,28943,4249
2009-11-20,69800.0,71000.0,485340.0,181.87,-71259,53252,-4611
2009-11-23,71700.0,71100.0,328722.0,182.13,-31853,10406,9315
2009-11-24,71400.0,69700.0,234703.0,178.54,-4901,15686,-556
2009-11-25,69500.0,70900.0,201487.0,181.61,-23569,13416,11403
2009-11-26,70700.0,70500.0,204001.0,180.59,-416,1961,-3093
2009-11-27,69000.0,65100.0,420713.0,166.76,55926,-44015,-10212
2009-11-30,66700.0,67400.0,270564.0,172.65,-2016,-29121,24337
2009-12-01,67900.0,66900.0,215201.0,171.37,10329,-13704,5014
2009-12-02,67600.0,68000.0,240468.0,174.19,-3918,-12199,553
2009-12-03,68300.0,68100.0,284966.0,174.44,94555,-92109,6720
2009-12-04,67400.0,68000.0,175961.0,174.19,-12835,-1629,16565
2009-12-07,68500.0,69400.0,263649.0,177.77,-4292,9537,-3175
2009-12-08,69700.0,68500.0,179805.0,175.47,1026,1265,-1029
2009-12-09,67600.0,68400.0,114338.0,175.21,-15881,9746,4546
2009-12-10,68800.0,69400.0,282380.0,177.77,13004,-20207,6769
2009-12-11,69500.0,69600.0,255021.0,178.28,-4231,-2619,5564
2009-12-14,70300.0,69400.0,205266.0,177.77,21488,-11362,-5783
2009-12-15,69600.0,68600.0,223467.0,175.73,4103,3091,-1837
2009-12-16,68200.0,68300.0,165279.0,174.96,11699,-12224,2941
2009-12-17,68400.0,67400.0,179157.0,172.65,32414,-26514,-2843
2009-12-18,66600.0,67000.0,179516.0,171.63,6696,-16588,11511
2009-12-21,67400.0,66100.0,289861.0,169.32,26436,-27779,4841
2009-12-22,66400.0,65200.0,247979.0,167.01,9783,-3711,8349
2009-12-23,65700.0,65600.0,204283.0,168.04,12020,-8206,9280
2009-12-24,65900.0,67100.0,301424.0,171.88,-16999,15879,13201
2009-12-28,66800.0,65200.0,309128.0,167.01,40607,-32374,-7373
2009-12-29,64700.0,65300.0,159807.0,167.27,-15630,9431,12638
2009-12-30,65000.0,66800.0,157317.0,171.11,-44439,33086,-3117
2010-01-04,66400.0,65400.0,217279.0,7.49,39790,-16419,-25627
2010-01-05,65500.0,66600.0,279964.0,7.63,-18755,28776,-3720
2010-01-06,66800.0,69700.0,701540.0,7.98,-132762,97362,36392
2010-01-07,70400.0,68000.0,386192.0,7.79,13484,4569,-25521
2010-01-08,68700.0,68600.0,269451.0,7.86,32503,-19450,-17396
2010-01-11,69000.0,68000.0,188778.0,7.79,-12922,14211,-924
2010-01-12,68000.0,65600.0,301275.0,7.51,43395,-29429,1041
2010-01-13,65400.0,65800.0,190985.0,7.54,-30231,18577,6593
2010-01-14,66100.0,66700.0,198381.0,7.64,-45210,48983,-8417
2010-01-15,66700.0,67500.0,175421.0,7.73,-53278,56398,-2903
2010-01-18,66700.0,65700.0,248292.0,7.52,78979,-58535,991
2010-01-19,65800.0,61300.0,863751.0,7.02,426545,-362230,15476
2010-01-20,61600.0,60300.0,664108.0,6.91,206327,-219176,39459
2010-01-21,60100.0,59500.0,441486.0,6.81,174320,-123976,-31843
2010-01-22,58600.0,58900.0,323705.0,6.75,112508,-103021,-4011
2010-01-25,58100.0,57800.0,296216.0,6.62,38584,-35287,3432
2010-01-26,58300.0,58300.0,319410.0,6.68,104021,-76316,-19818
2010-01-27,58300.0,57900.0,289586.0,6.63,57712,-50395,-18688
2010-01-28,58500.0,58000.0,217395.0,6.64,78012,-63159,-13891
2010-01-29,57400.0,54000.0,360650.0,6.18,68415,-32775,-7831
2010-02-01,54200.0,52500.0,353884.0,6.01,64775,-92695,23620
2010-02-02,53300.0,53200.0,244057.0,6.09,31063,-28565,-3877
2010-02-03,53700.0,53600.0,193686.0,6.14,54883,-54574,438
2010-02-04,54100.0,52300.0,339850.0,5.99,161492,-156663,-1926
2010-02-05,50000.0,51100.0,347004.0,5.85,1152,-13690,11382
2010-02-08,51900.0,49500.0,488164.0,5.67,169256,-165197,-10702
2010-02-09,49500.0,51000.0,223776.0,5.84,27438,-29031,3291
2010-02-10,51700.0,50200.0,189899.0,5.75,43015,-12054,-31657
2010-02-11,51000.0,51600.0,211484.0,5.91,-1653,17600,-9606
2010-02-12,52000.0,52200.0,175778.0,5.98,13387,4054,-20356
2010-02-16,52300.0,53000.0,204962.0,6.07,-20005,18855,-1633
2010-02-17,53700.0,54000.0,245477.0,6.18,-15251,27007,-14872
2010-02-18,54200.0,53500.0,129758.0,6.13,28347,-14275,-14337
2010-02-19,53300.0,52500.0,185432.0,6.01,-5916,11035,-5375
2010-02-22,53300.0,55100.0,210111.0,6.31,-48566,36622,10287
2010-02-23,55000.0,55100.0,149657.0,6.31,6765,2577,-6673
2010-02-24,54400.0,54800.0,91559.0,6.28,9155,-7473,-403
2010-02-25,55000.0,54000.0,186214.0,6.18,-18043,28036,-9204
2010-02-26,53800.0,53100.0,123630.0,6.08,46340,-27875,-4549
2010-03-02,53300.0,53200.0,89381.0,6.09,-1164,-5443,6804
2010-03-03,53200.0,53300.0,65672.0,6.1,5298,-4736,242
2010-03-04,53600.0,53100.0,100998.0,6.08,17118,-19886,592
2010-03-05,53300.0,53900.0,100380.0,6.17,-2741,-10092,9442
2010-03-08,54300.0,54300.0,124384.0,6.22,-18843,18795,479
2010-03-09,54500.0,55500.0,265238.0,6.36,10574,-2016,-3162
2010-03-10,55600.0,55000.0,161714.0,6.3,23228,-27733,3515
2010-03-11,55200.0,54500.0,139396.0,6.24,20087,-8380,-13343
2010-03-12,54600.0,55000.0,119930.0,6.3,6489,511,-5810
2010-03-15,55200.0,54700.0,119164.0,6.26,-8565,12713,-8618
2010-03-16,54500.0,54100.0,127017.0,6.2,35453,-28672,-1331
2010-03-17,54300.0,54200.0,157069.0,6.21,28386,-33286,8540
2010-03-18,54600.0,55400.0,232302.0,6.35,1548,-15049,5879
2010-03-19,55500.0,55800.0,124886.0,6.39,-19299,16102,1627
2010-03-22,55900.0,54600.0,139725.0,6.25,21817,-7340,-7488
2010-03-23,55600.0,55200.0,161107.0,6.32,17272,-19406,5906
2010-03-24,55800.0,52800.0,438167.0,6.05,108775,-96781,-7104
2010-03-25,52900.0,53300.0,216222.0,6.1,41134,-46634,10200
2010-03-26,53300.0,52900.0,166154.0,6.06,63128,-48916,-8062
2010-03-29,52200.0,51900.0,298327.0,5.94,56190,-47344,9757
2010-03-30,52300.0,52300.0,183246.0,5.99,58338,-53162,287
2010-03-31,52600.0,52800.0,117136.0,6.05,-19395,8779,9428
2010-04-01,52500.0,52900.0,158882.0,6.06,-14396,8863,93
2010-04-02,53000.0,53900.0,408356.0,6.17,87647,-84410,-5731
2010-04-05,53600.0,52800.0,207076.0,6.05,13152,1430,-14330
2010-04-06,53100.0,52600.0,103138.0,6.02,9188,-7497,3239
2010-04-07,52900.0,53000.0,155037.0,6.07,-21846,-2197,20414
2010-04-08,53300.0,53500.0,134477.0,6.13,10725,-10898,8442
