Symbol,SK디스커버리_시가(원),SK디스커버리_종가(원),SK디스커버리_거래량(주),SK디스커버리_PER(IFRS-연결),SK디스커버리_순매수수량(개인)(주),SK디스커버리_순매수수량(기관계)(주),SK디스커버리_순매수수량(외국인계)(주)
2006-08-28,36800.0,36100.0,198759.0,7.71,29829,-12839,-150
2006-08-29,36400.0,36200.0,301371.0,7.73,43690,-35530,6210
2006-08-30,36350.0,36600.0,250530.0,7.82,-42114,27834,5000
2006-08-31,36950.0,37450.0,359428.0,8.0,-57026,32436,22630
2006-09-01,37450.0,37250.0,246038.0,7.96,8270,-51770,60300
2006-09-04,37350.0,36350.0,287378.0,7.76,94120,-63800,-5310
2006-09-05,36300.0,35850.0,291783.0,7.66,129841,-111221,-2550
2006-09-06,35900.0,35450.0,296346.0,7.57,79862,-37202,-6530
2006-09-07,35100.0,35900.0,352026.0,7.67,-9403,-50917,29210
2006-09-08,35800.0,35450.0,146383.0,7.57,2520,4130,5340
2006-09-11,35500.0,34050.0,221671.0,7.27,42737,-37860,-150
2006-09-12,34050.0,34600.0,253035.0,7.39,-19265,21345,1380
2006-09-13,34800.0,34550.0,182503.0,7.38,-15610,10510,5410
2006-09-14,34850.0,34700.0,380180.0,7.41,132322,-3292,-124370
2006-09-15,34500.0,35800.0,242808.0,7.65,-50132,12652,21640
2006-09-18,36000.0,35400.0,158723.0,7.56,-3100,2710,240
2006-09-19,35400.0,35050.0,139069.0,7.49,3660,-3840,-880
2006-09-20,34800.0,34700.0,113441.0,7.41,-4710,1850,2810
2006-09-21,34900.0,34600.0,128516.0,7.39,-420,-6810,2030
2006-09-22,34150.0,33850.0,167136.0,7.23,12711,-2821,13810
2006-09-25,34500.0,36450.0,407555.0,7.78,-127693,112023,14840
2006-09-26,37000.0,36350.0,287499.0,7.76,25656,-19966,-4010
2006-09-27,36500.0,37450.0,381607.0,8.0,-102820,59500,31570
2006-09-28,37600.0,38500.0,505361.0,8.22,-172478,107518,50110
2006-09-29,38800.0,39000.0,435850.0,8.33,-92760,19210,12710
2006-10-02,38500.0,38700.0,130163.0,8.26,-10110,-80,9020
2006-10-04,38400.0,38250.0,160588.0,8.17,-25220,4970,7150
2006-10-09,37800.0,36050.0,393658.0,7.7,-65750,81920,-27850
2006-10-10,36050.0,36500.0,175658.0,7.8,-29913,22323,9090
2006-10-11,35650.0,36700.0,135760.0,7.84,-29485,13135,12840
2006-10-12,36450.0,37300.0,180306.0,7.97,11780,36310,-45520
2006-10-13,37800.0,38400.0,256101.0,8.2,-79170,97010,-67280
2006-10-16,38750.0,38200.0,129101.0,8.16,-13247,39867,-25410
2006-10-17,38300.0,39000.0,268226.0,8.33,-65030,80920,-11710
2006-10-18,38800.0,40750.0,352456.0,8.7,-171610,178180,-6690
2006-10-19,40850.0,41000.0,147152.0,8.76,-44380,45200,9070
2006-10-20,41000.0,40600.0,153041.0,8.67,-5956,22076,-26810
2006-10-23,40600.0,40850.0,128728.0,8.72,14387,-15457,-600
2006-10-24,40850.0,39700.0,173296.0,8.48,-27938,18128,8840
2006-10-25,39550.0,41550.0,279255.0,8.87,-47991,60551,-29390
2006-10-26,41800.0,42500.0,241881.0,9.08,-91090,101670,3010
2006-10-27,42900.0,42400.0,150920.0,9.05,-50340,54920,-8670
2006-10-30,41850.0,41700.0,114091.0,8.91,-11060,9150,8100
2006-10-31,42000.0,41700.0,186390.0,8.91,-19010,56280,-8870
2006-11-01,42000.0,43250.0,211171.0,9.24,-71700,27840,20440
2006-11-02,43000.0,44700.0,239504.0,9.55,-133244,129834,-8980
2006-11-03,45000.0,44400.0,103683.0,9.48,2173,-15223,-1400
2006-11-06,44500.0,44700.0,105523.0,9.55,-12120,6860,2640
2006-11-07,45000.0,45450.0,154676.0,9.71,-28510,54690,-27420
2006-11-08,45300.0,43150.0,173932.0,9.22,43707,-36097,-7950
2006-11-09,43150.0,43700.0,188799.0,9.33,-6230,-18230,25220
2006-11-10,43500.0,43100.0,205837.0,9.2,49810,-39930,12100
2006-11-13,43200.0,41900.0,191601.0,8.95,54220,-52160,8840
2006-11-14,41700.0,42100.0,176772.0,8.99,35219,-23629,2680
2006-11-15,42300.0,41500.0,130584.0,8.86,25557,-7580,4030
2006-11-16,41500.0,42000.0,207459.0,8.97,30215,19825,-48760
2006-11-17,42000.0,41800.0,80090.0,8.93,-5358,-1182,5290
2006-11-20,41400.0,41550.0,164651.0,8.87,-27339,26519,9090
2006-11-21,41550.0,43000.0,157047.0,9.18,-29027,23757,2110
2006-11-22,43300.0,43900.0,155165.0,9.38,-74802,60712,8860
2006-11-23,43700.0,43450.0,80022.0,9.28,-10607,14117,-410
2006-11-24,43900.0,44400.0,120633.0,9.48,-39594,-276,3310
2006-11-27,44600.0,43700.0,171053.0,9.33,20320,-15580,10110
2006-11-28,43350.0,43400.0,128840.0,9.27,4740,15480,-3820
2006-11-29,43500.0,43200.0,446560.0,9.23,-6221,45041,-52690
2006-11-30,43200.0,44100.0,136250.0,9.42,-51991,39541,12620
2006-12-01,43900.0,43700.0,93819.0,9.33,10120,-26170,7860
2006-12-04,43950.0,42000.0,173271.0,8.97,52234,-47914,-3300
2006-12-05,42250.0,41200.0,505780.0,8.8,43544,-4934,2760
2006-12-06,41200.0,41500.0,230466.0,8.86,-280,24420,-25520
2006-12-07,41200.0,40350.0,155363.0,8.62,25420,-11040,-7090
2006-12-08,39700.0,39200.0,251792.0,8.37,60959,-11149,-48420
2006-12-11,38800.0,39050.0,88062.0,8.34,9823,-10693,220
2006-12-12,39100.0,37500.0,138468.0,8.01,33145,-29163,12930
2006-12-13,37900.0,38500.0,216188.0,8.22,33333,-26593,11740
2006-12-14,38700.0,39850.0,261803.0,8.51,-37706,21520,26000
2006-12-15,40350.0,40150.0,118124.0,8.57,5254,-874,2050
2006-12-18,40200.0,40600.0,120918.0,8.67,18577,-19517,1670
2006-12-19,40250.0,39650.0,104077.0,8.47,1034,7156,1110
2006-12-20,39650.0,39650.0,155370.0,8.47,11838,-6768,8610
2006-12-21,39600.0,38600.0,100076.0,8.24,28777,-23517,5940
2006-12-22,38600.0,38700.0,114749.0,8.26,38620,-45230,6600
2006-12-26,38350.0,38550.0,178641.0,8.23,23296,-14526,7840
2006-12-27,38900.0,39800.0,130253.0,8.5,24055,-17485,3110
2006-12-28,40150.0,39800.0,75200.0,8.5,-5160,-2430,10250
2007-01-02,40000.0,38850.0,87349.0,20.03,31280,-17120,2530
2007-01-03,39000.0,37700.0,220795.0,19.43,110104,-91474,18570
2007-01-04,37700.0,36700.0,268227.0,18.92,123940,-102780,-5310
2007-01-05,36750.0,36100.0,330745.0,18.61,124608,-93108,21560
2007-01-08,36200.0,35450.0,141848.0,18.27,28509,-20749,-6790
2007-01-09,35500.0,36700.0,257265.0,18.92,-60470,54910,27770
2007-01-10,36600.0,35700.0,222011.0,18.4,98620,-64660,-12300
2007-01-11,36200.0,36600.0,352698.0,18.87,35336,-32998,87970
2007-01-12,37100.0,37500.0,186348.0,19.33,-28428,-502,7830
2007-01-15,37850.0,37450.0,85914.0,19.3,-11310,6760,-250
2007-01-16,37300.0,36500.0,118677.0,18.82,-10718,23960,-10230
2007-01-17,36200.0,36800.0,192198.0,18.97,-10340,-43760,33840
2007-01-18,37150.0,36750.0,104065.0,18.94,-19760,-3620,23310
2007-01-19,36000.0,36200.0,121618.0,18.66,-38880,-5890,45370
2007-01-22,36700.0,35500.0,101940.0,18.3,8310,-27160,16190
2007-01-23,35000.0,35450.0,108629.0,18.27,18430,-19580,20790
2007-01-24,35650.0,36300.0,112858.0,18.71,27062,-37842,18870
2007-01-25,36800.0,37200.0,167510.0,19.18,-44015,49065,-8310
2007-01-26,36900.0,38050.0,145830.0,19.61,-70125,27035,38030
2007-01-29,38100.0,38500.0,120010.0,19.85,-51120,45280,-600
2007-01-30,38300.0,38250.0,105088.0,19.72,-13870,5590,4480
2007-01-31,38700.0,37900.0,79093.0,19.54,-17789,13539,5520
2007-02-01,38050.0,39300.0,180379.0,20.26,-67829,47329,19640
2007-02-02,39300.0,39400.0,115661.0,20.31,-12430,19680,13130
2007-02-05,39500.0,39600.0,78896.0,20.41,-21460,4810,29400
2007-02-06,39600.0,39600.0,91340.0,20.41,-29060,6800,38050
2007-02-07,39650.0,40850.0,179984.0,21.06,-61673,53,47120
2007-02-08,40950.0,41050.0,181132.0,21.16,-85350,9470,37650
2007-02-09,41000.0,41100.0,81922.0,21.19,-36729,17579,8310
2007-02-12,40500.0,41150.0,77042.0,21.21,-28507,8657,10210
2007-02-13,41250.0,41550.0,145625.0,21.42,-61470,-1730,19240
2007-02-14,41600.0,41550.0,162990.0,21.42,-75292,3232,-4760
2007-02-15,41650.0,41000.0,78498.0,21.13,-25518,6048,480
2007-02-16,41400.0,40950.0,70595.0,21.11,-86,-14054,13070
2007-02-20,41150.0,41000.0,48802.0,21.13,-15666,15816,-150
2007-02-21,41000.0,40600.0,81801.0,20.93,-31836,39796,-1490
2007-02-22,40500.0,41000.0,76097.0,21.13,-33459,31099,720
2007-02-23,41050.0,41650.0,112157.0,21.47,-22044,20084,-1140
2007-02-26,41650.0,42600.0,111261.0,21.96,-39962,33272,-4960
2007-02-27,42500.0,41750.0,75528.0,21.52,-7289,17499,-13310
2007-02-28,39500.0,40000.0,200710.0,20.62,56245,-74445,9960
2007-03-02,40000.0,40000.0,61379.0,20.62,-14620,8970,770
2007-03-05,39700.0,37800.0,120036.0,19.49,21850,-16330,-4070
2007-03-06,37500.0,39200.0,93951.0,20.21,-31010,15340,12410
2007-03-07,39600.0,38750.0,107685.0,19.97,25052,-9019,-22473
2007-03-08,38550.0,38800.0,67069.0,20.0,8909,531,-12910
2007-03-09,39100.0,38250.0,72826.0,19.72,16350,-14800,-220
2007-03-12,38500.0,39800.0,126401.0,20.52,-26264,2174,9760
2007-03-13,39900.0,39650.0,99328.0,20.44,10975,-10645,700
2007-03-14,38950.0,38600.0,100054.0,19.9,29164,-36184,8470
2007-03-15,38900.0,39450.0,69254.0,20.34,-26341,33091,-6900
2007-03-16,39450.0,39200.0,33730.0,20.21,390,5350,-5030
2007-03-19,38750.0,39000.0,82578.0,20.1,-14815,19745,-1590
2007-03-20,39150.0,39400.0,213811.0,20.31,-12464,120974,-98140
2007-03-21,39800.0,41000.0,200230.0,21.13,-83766,49246,36920
2007-03-22,41350.0,41450.0,112477.0,21.37,-40077,28667,21080
2007-03-23,41400.0,41700.0,110888.0,21.5,-26694,27594,4610
2007-03-26,41800.0,42550.0,126720.0,21.93,-50046,24726,-720
2007-03-27,43000.0,44100.0,575611.0,22.73,-287396,242316,-28230
2007-03-28,43700.0,44250.0,348617.0,22.81,-180735,200305,-34780
2007-03-29,44000.0,44300.0,156805.0,22.84,-66023,54593,660
2007-03-30,44700.0,44750.0,375010.0,23.07,-216688,199828,-750
2007-04-02,44550.0,45400.0,144580.0,23.4,-36125,47535,260
2007-04-03,45300.0,45450.0,271885.0,23.43,-69121,110971,-11110
2007-04-04,45500.0,44400.0,821284.0,22.89,28488,609032,-35620
2007-04-05,44350.0,48000.0,502325.0,24.74,-59659,76710,-7880
2007-04-06,50100.0,49400.0,734682.0,25.47,-190444,101974,-41310
2007-04-09,48900.0,49500.0,165479.0,25.52,-34057,30777,6740
2007-04-10,49450.0,49000.0,179484.0,25.26,27460,-13590,-5590
2007-04-11,48300.0,49000.0,221643.0,25.26,-34648,7308,19900
2007-04-12,48050.0,49400.0,134996.0,25.47,-6767,437,-9110
2007-04-13,48800.0,48000.0,134801.0,24.74,28745,-31415,-9370
2007-04-16,47800.0,48450.0,203551.0,24.97,-10120,10950,-6390
2007-04-17,48550.0,46950.0,244998.0,24.2,63838,-46818,-15180
2007-04-18,46900.0,46800.0,132863.0,24.12,40974,-51234,10820
2007-04-19,46850.0,46500.0,128327.0,23.97,-2625,21780,-35950
2007-04-20,46500.0,48000.0,177235.0,24.74,-14292,67002,-59280
2007-04-23,48050.0,47700.0,182153.0,24.59,2660,39830,-39930
2007-04-24,47500.0,49200.0,178891.0,25.36,14413,28067,-25710
2007-04-25,49800.0,49500.0,189215.0,25.52,-53451,-3679,67490
2007-04-26,49900.0,51600.0,334267.0,26.6,-95505,15815,112190
2007-04-27,51600.0,50300.0,170692.0,25.93,-40541,-37508,98316
2007-04-30,50000.0,49250.0,85927.0,25.39,2752,-2325,19339
2007-05-02,49250.0,50600.0,134161.0,26.08,-37720,22320,-7680
2007-05-03,50700.0,52500.0,166907.0,27.06,-62186,47934,13332
2007-05-04,52100.0,53500.0,141739.0,27.58,-78573,38363,39708
2007-05-07,53600.0,53700.0,107918.0,27.68,-37577,3599,37833
2007-05-08,53000.0,53400.0,114618.0,27.53,-7968,-12031,30180
2007-05-09,53400.0,56600.0,144885.0,29.18,-19284,-37259,54584
2007-05-10,57000.0,58900.0,281077.0,30.36,-56933,-9069,58209
2007-05-11,57800.0,57400.0,135005.0,29.59,31106,-14091,-15452
2007-05-14,57400.0,56400.0,96145.0,29.07,-25480,-566,31011
2007-05-15,57400.0,54000.0,154816.0,27.84,25207,-27438,19925
2007-05-16,54200.0,53500.0,184953.0,27.58,23361,-55683,25675
2007-05-17,54300.0,56100.0,173547.0,28.92,924,-26571,22051
2007-05-18,56300.0,57500.0,129279.0,29.64,-28338,32465,5702
2007-05-21,56600.0,58200.0,92664.0,30.0,-4003,16602,-15439
2007-05-22,58100.0,57800.0,72947.0,29.79,-2312,-20987,18088
2007-05-23,58700.0,59000.0,210861.0,30.41,3134,-61149,64742
2007-05-25,58900.0,60500.0,175594.0,31.19,-14182,-86981,96014
2007-05-28,61000.0,63500.0,124327.0,32.73,-20508,-4366,35148
2007-05-29,64500.0,63300.0,67199.0,32.63,4367,1675,-6555
2007-05-30,63300.0,67000.0,301572.0,34.54,-25022,-76289,91171
2007-05-31,67200.0,70000.0,262746.0,36.08,-30563,5153,36746
2007-06-01,70400.0,72400.0,200241.0,37.32,-42408,-52020,118528
2007-06-04,72500.0,72000.0,167019.0,37.11,7588,-34798,66128
2007-06-05,71600.0,73300.0,158302.0,37.78,-17734,-68356,87717
2007-06-07,72600.0,74000.0,148244.0,38.15,-9553,-57694,77475
2007-06-08,74000.0,74000.0,79799.0,38.15,-14572,-4999,22025
2007-06-11,74000.0,73500.0,183211.0,37.89,-12493,-100536,124190
2007-06-12,72000.0,72000.0,174697.0,37.11,21464,-51280,36218
2007-06-13,70500.0,71000.0,72770.0,36.6,-4433,-5785,15067
2007-06-14,72400.0,75000.0,179439.0,38.66,-13584,-11827,38758
2007-06-15,74000.0,77500.0,162264.0,39.95,-7952,-44936,68736
2007-06-18,78100.0,81900.0,77746.0,42.22,-5342,-9604,20828
2007-06-19,83200.0,81700.0,139543.0,42.12,11884,-3585,-10783
2007-06-20,81500.0,81700.0,115380.0,42.12,-5909,336,-5085
2007-06-21,80000.0,81200.0,109051.0,41.86,17104,-18845,7291
2007-06-22,82500.0,79500.0,101307.0,40.98,-13129,-15293,22691
2007-06-25,78700.0,77700.0,145724.0,40.05,7835,-15171,13244
2007-06-26,76600.0,74600.0,234867.0,38.45,1720,9650,88516
2007-06-27,74600.0,76500.0,145551.0,39.43,-701,13266,-9589
2007-06-28,77500.0,76500.0,167179.0,39.43,25082,-17859,1883
2007-06-29,78000.0,75200.0,135764.0,38.76,-15016,-1212,14781
2007-07-02,75000.0,74800.0,123253.0,38.56,-3894,-5408,4061
2007-07-03,75200.0,74900.0,167695.0,38.61,30434,129,-30961
2007-07-04,75900.0,79800.0,338194.0,41.14,28582,-49754,21540
2007-07-05,80200.0,81500.0,304354.0,42.01,1875,-143023,147860
2007-07-06,81600.0,79500.0,187907.0,40.98,20001,-76176,70864
2007-07-09,79800.0,80500.0,114380.0,41.5,-15222,-22217,22394
2007-07-10,80900.0,79900.0,83695.0,41.19,-1405,-31894,30033
2007-07-11,79600.0,82800.0,173335.0,42.68,-40578,6796,20050
2007-07-12,83000.0,82200.0,110101.0,42.37,4828,-23685,20061
2007-07-13,83400.0,83200.0,146767.0,42.89,-7523,-15559,17726
2007-07-16,83400.0,85000.0,95431.0,43.82,-41089,19193,20666
2007-07-18,85000.0,84900.0,182094.0,43.76,-21157,-2435,5236
2007-07-19,86000.0,86300.0,201429.0,44.49,-17481,54728,-83341
2007-07-20,87000.0,87300.0,103329.0,45.0,-28576,-7234,31420
2007-07-23,87000.0,86400.0,61324.0,44.54,-12187,-2020,15815
2007-07-24,86200.0,83000.0,1351354.0,42.79,-1166524,727112,344028
2007-07-25,82200.0,82900.0,420519.0,42.73,100893,-65389,-24198
2007-07-26,82900.0,81600.0,277902.0,42.06,53812,-61495,-188
2007-07-27,81700.0,81600.0,257171.0,42.06,-20449,24365,-12120
2007-07-30,80500.0,83800.0,148030.0,43.2,-54309,65506,-13374
2007-07-31,82700.0,85000.0,147739.0,43.82,-53996,28757,9069
2007-08-01,83300.0,83700.0,120357.0,43.15,4351,-7639,-10570
2007-08-02,84000.0,81700.0,161424.0,42.12,-26897,41783,-36982
2007-08-03,82700.0,80000.0,90763.0,41.24,25216,-14912,-2328
2007-08-06,77000.0,78700.0,109479.0,40.57,2685,5190,-8447
2007-08-07,80200.0,78100.0,173029.0,40.26,33922,-28776,-15345
2007-08-08,78800.0,78400.0,117997.0,40.41,-37814,49458,-13818
2007-08-09,78700.0,77300.0,87876.0,39.85,19405,-7056,-9293
2007-08-10,75500.0,77000.0,121320.0,39.69,-29548,-5862,37074
2007-08-13,77000.0,77000.0,91872.0,39.69,-16068,12523,-3087
2007-08-14,76100.0,74900.0,50113.0,38.61,-4690,2559,17
2007-08-16,72600.0,70400.0,120397.0,36.29,-49427,59202,-14401
2007-08-17,71700.0,68000.0,173383.0,35.05,4002,8878,-63870
2007-08-20,69600.0,71000.0,193399.0,36.6,29653,-22015,-4006
2007-08-21,70400.0,69800.0,146809.0,35.98,26644,-14660,14231
2007-08-22,69400.0,69200.0,248025.0,35.67,45056,62549,-96763
2007-08-23,70500.0,70600.0,155739.0,36.39,21140,28641,8459
2007-08-24,70900.0,69000.0,138561.0,35.57,22074,20072,-1873
2007-08-27,70000.0,73200.0,243284.0,37.73,20366,30112,-27791
2007-08-28,73100.0,74800.0,193235.0,38.56,12092,30197,-20654
2007-08-29,72500.0,74000.0,104505.0,38.15,14257,3689,-14498
2007-08-30,75500.0,74500.0,130503.0,38.4,-20764,4756,4415
2007-08-31,74500.0,74300.0,118151.0,38.3,-1314,21103,13158
2007-09-03,74800.0,74800.0,114674.0,38.56,-4974,35036,1485
2007-09-04,75000.0,77000.0,203066.0,39.69,23483,22389,14509
2007-09-05,77900.0,76500.0,220155.0,39.43,-6019,-15599,37950
2007-09-06,75900.0,79400.0,173527.0,40.93,-37836,92518,-57924
2007-09-07,78500.0,78000.0,60206.0,40.21,-3793,8970,-5057
2007-09-10,75500.0,77000.0,76245.0,39.69,-20731,20838,-4530
2007-09-11,76700.0,78500.0,120250.0,40.47,-30053,64332,-37580
2007-09-12,78100.0,75800.0,215464.0,39.07,-1013,121645,-130781
2007-09-13,75200.0,79000.0,167099.0,40.72,-23385,24973,-2313
2007-09-14,78800.0,83300.0,229125.0,42.94,-84745,89426,-37904
2007-09-17,83300.0,82500.0,74005.0,42.53,-15710,14903,-9333
2007-09-18,83500.0,80100.0,81054.0,41.29,9621,17498,-26485
2007-09-19,81500.0,80900.0,149757.0,41.7,7316,61044,-70550
2007-09-20,80500.0,83700.0,315604.0,43.15,8502,108514,-132400
2007-09-21,84000.0,88000.0,240268.0,45.36,-11628,63075,-52648
2007-09-27,89000.0,89600.0,154677.0,46.19,-9165,922,-3406
2007-09-28,89400.0,87500.0,62560.0,45.1,2063,3818,-3630
2007-10-01,86500.0,86600.0,74650.0,44.64,10728,991,-13131
2007-10-02,87100.0,87400.0,203673.0,45.05,-1239,48535,-57422
2007-10-04,87800.0,91400.0,175555.0,47.11,37500,-2458,-45932
2007-10-05,91400.0,91000.0,105687.0,46.91,2286,32813,-36832
2007-10-08,91500.0,93000.0,125577.0,47.94,-9598,24589,-18753
2007-10-09,93000.0,93400.0,113027.0,48.15,-35903,23378,12379
2007-10-10,94400.0,93400.0,57823.0,48.15,-3808,8608,-5516
2007-10-11,93000.0,95300.0,96049.0,49.13,-7021,10651,-2996
2007-10-12,95100.0,93000.0,135590.0,47.94,9622,17159,-29730
2007-10-15,92500.0,93000.0,90031.0,47.94,5502,-251,-4958
2007-10-16,92000.0,91300.0,126958.0,47.06,29764,2581,-34141
2007-10-17,91000.0,89200.0,131465.0,45.98,8696,-13972,-26793
2007-10-18,89100.0,89800.0,138096.0,46.29,15647,-36884,-27757
2007-10-19,89400.0,87500.0,106760.0,45.1,-13051,-15287,-9009
2007-10-22,83900.0,80000.0,150064.0,41.24,1435,20403,-37965
2007-10-23,82100.0,84100.0,120562.0,43.35,-3690,-33209,54310
2007-10-24,85900.0,81500.0,95062.0,42.01,15347,-6608,-9278
2007-10-25,81700.0,86000.0,101153.0,44.33,-32261,33043,-6128
2007-10-26,86200.0,88000.0,96390.0,45.36,10621,18261,-32305
2007-10-29,88000.0,88000.0,73854.0,45.36,10433,8486,-15917
2007-10-30,87200.0,90500.0,128184.0,46.65,-14522,-11714,16481
2007-10-31,90100.0,89000.0,82150.0,45.88,14066,-13530,-2302
2007-11-01,90000.0,84900.0,133275.0,43.76,26166,15824,-1324
2007-11-02,83400.0,82700.0,99618.0,42.63,16870,-19651,13296
2007-11-05,84300.0,95100.0,524864.0,49.02,-73429,104652,-59766
2007-11-06,95600.0,106000.0,496402.0,54.64,-104026,54361,9623
2007-11-07,106000.0,103000.0,155368.0,53.09,6426,4410,-12327
2007-11-08,100000.0,99700.0,220415.0,51.39,18915,45340,-71555
2007-11-09,103500.0,112000.0,562165.0,57.73,82844,-24718,-122653
2007-11-12,108500.0,108000.0,304159.0,55.67,-31256,86531,-57829
2007-11-13,108000.0,102000.0,433220.0,52.58,-89565,76967,-38171
2007-11-14,103500.0,98100.0,324933.0,50.57,67318,-87302,-1771
2007-11-15,98100.0,92300.0,230943.0,47.58,-5251,29087,-46962
2007-11-16,90100.0,95000.0,160732.0,48.97,2918,42043,-47599
2007-11-19,95000.0,92000.0,88367.0,47.42,10407,-5314,1705
2007-11-20,88000.0,89100.0,98022.0,45.93,-1255,16798,-13523
2007-11-21,88600.0,87000.0,173879.0,44.85,31551,-27024,-5841
2007-11-22,85100.0,83700.0,140237.0,43.15,14526,20934,-35341
2007-11-23,85000.0,81300.0,193248.0,41.91,-19485,10458,10488
2007-11-26,83000.0,85600.0,158110.0,44.13,17656,3398,-1076
2007-11-27,83500.0,87100.0,121913.0,44.9,-16845,7574,-2401
2007-11-28,89000.0,84600.0,137478.0,43.61,35879,-28826,-7084
2007-11-29,86300.0,83500.0,272008.0,43.04,-51242,47177,6124
2007-11-30,83900.0,85400.0,122732.0,44.02,-10729,8374,8993
2007-12-03,86500.0,85400.0,70417.0,44.02,14078,-38,-13664
2007-12-04,86400.0,92000.0,186620.0,47.42,-7361,16396,-10405
2007-12-05,92300.0,91300.0,108880.0,47.06,14726,-3512,-13523
2007-12-06,93000.0,90000.0,142744.0,46.39,4381,15669,15440
2007-12-07,90500.0,86700.0,77708.0,44.69,4302,-3908,4077
2007-12-10,86100.0,86500.0,85964.0,44.59,-5873,1742,6657
2007-12-11,88300.0,83200.0,94569.0,42.89,37941,-17723,-20917
2007-12-12,81400.0,83500.0,91099.0,43.04,6077,9969,-6600
2007-12-13,82100.0,84200.0,126351.0,43.4,22911,-39716,17546
2007-12-14,84300.0,82200.0,59072.0,42.37,11473,-16598,8072
2007-12-17,81000.0,77500.0,111496.0,39.95,54590,-49654,3312
2007-12-18,75600.0,77500.0,83596.0,39.95,17863,2992,-19821
2007-12-20,79500.0,75000.0,164227.0,38.66,53833,-26725,-9482
2007-12-21,75000.0,75200.0,145548.0,38.76,13048,623,-3886
2007-12-24,75300.0,76400.0,118899.0,39.38,30378,-8124,-826
2007-12-26,76500.0,73100.0,119266.0,37.68,46123,-36227,-1785
2007-12-27,72100.0,75000.0,71593.0,38.66,-28715,24641,-9669
2007-12-28,74700.0,75500.0,94731.0,38.92,5256,-23217,25524
2008-01-02,75900.0,73100.0,108354.0,27.62,30097,-7195,-27717
2008-01-03,73000.0,69800.0,258362.0,26.38,84686,-73850,-35852
2008-01-04,69500.0,68300.0,390385.0,25.81,64735,106132,-180626
2008-01-07,66500.0,69800.0,183491.0,26.38,-15598,41830,-15155
2008-01-08,70500.0,72600.0,160618.0,27.44,-39447,45161,-1672
2008-01-09,72700.0,73500.0,132821.0,27.78,16303,-4981,-15661
2008-01-10,74900.0,74100.0,181960.0,28.0,-6532,38254,-44910
2008-01-11,75200.0,74100.0,128153.0,28.0,-15758,41735,-21299
2008-01-14,74000.0,73300.0,61394.0,27.7,-5465,13649,-3531
2008-01-15,72700.0,73500.0,113337.0,27.78,-11014,15801,-12644
2008-01-16,71000.0,69800.0,182925.0,26.38,37186,4105,-38694
2008-01-17,69800.0,67500.0,127611.0,25.51,14544,9340,-8870
2008-01-18,65900.0,67500.0,98707.0,25.51,12388,-252,-16742
2008-01-21,66800.0,64900.0,132365.0,24.53,-5061,25896,-20982
2008-01-22,61900.0,55500.0,640397.0,20.97,121297,-10236,-55599
2008-01-23,57700.0,55400.0,306723.0,20.94,6037,35170,-24079
2008-01-24,57000.0,57600.0,248685.0,21.77,32056,12239,-29783
2008-01-25,59000.0,61000.0,250577.0,23.05,25157,-5171,-29553
2008-01-28,59900.0,57000.0,153816.0,21.54,-2297,6717,-11277
2008-01-29,58500.0,56500.0,151117.0,21.35,16493,25411,-62049
2008-01-30,57000.0,48100.0,375719.0,18.18,105589,-33529,-73228
2008-01-31,46850.0,48300.0,703927.0,18.25,61088,99566,-155608
2008-02-01,50000.0,49000.0,507540.0,18.52,56436,-71616,13900
2008-02-04,50300.0,54300.0,376249.0,20.52,4878,72602,-110240
2008-02-05,53600.0,54500.0,173542.0,20.6,12698,-25703,364
2008-02-11,52300.0,52400.0,151698.0,19.8,8540,10701,-3305
