Symbol,한솔케미칼_시가(원),한솔케미칼_종가(원),한솔케미칼_거래량(주),한솔케미칼_PER(IFRS-연결),한솔케미칼_순매수수량(개인)(주),한솔케미칼_순매수수량(기관계)(주),한솔케미칼_순매수수량(외국인계)(주)
2014-10-17,33000.0,31600.0,59416.0,17.59,4732,-5397,-1188
2014-10-20,31600.0,33500.0,30057.0,18.64,-9376,8184,1192
2014-10-21,32850.0,34150.0,11254.0,19.01,-5714,7086,-1372
2014-10-22,33950.0,34300.0,21193.0,19.09,-2050,2403,-353
2014-10-23,33950.0,33550.0,25511.0,18.67,-1196,-1009,2402
2014-10-24,33650.0,32750.0,6249.0,18.23,906,63,193
2014-10-27,32750.0,32850.0,16828.0,18.28,-185,-6158,5667
2014-10-28,33650.0,32300.0,27057.0,17.98,6084,-11629,5057
2014-10-29,32500.0,33000.0,11364.0,18.37,2315,-4985,2652
2014-10-30,33200.0,33400.0,19481.0,18.59,4351,-5991,2702
2014-10-31,33300.0,34300.0,18102.0,19.09,185,-5627,5442
2014-11-03,34250.0,34400.0,21447.0,19.15,9490,-7391,-2099
2014-11-04,34450.0,33950.0,13415.0,18.9,1314,4624,-2084
2014-11-05,33400.0,34250.0,7181.0,19.06,-3242,3308,-566
2014-11-06,34900.0,34950.0,24257.0,19.45,-37,2229,-2192
2014-11-07,35400.0,34700.0,17686.0,19.31,-2994,2777,167
2014-11-10,34700.0,34800.0,20680.0,19.37,3846,-2174,-1586
2014-11-11,35250.0,33950.0,24759.0,18.9,8034,-9923,1314
2014-11-12,34400.0,33550.0,22816.0,18.67,10097,-12027,2501
2014-11-13,33650.0,33500.0,35275.0,18.64,6551,-4796,3745
2014-11-14,34250.0,32950.0,35811.0,18.34,10523,-11849,1487
2014-11-17,32750.0,32200.0,34023.0,17.92,7949,-9984,2035
2014-11-18,31850.0,33000.0,57569.0,18.37,-4742,1487,6147
2014-11-19,33450.0,34000.0,39926.0,18.92,-4787,2341,2446
2014-11-20,33450.0,37100.0,70577.0,20.65,-1898,-513,2236
2014-11-21,37050.0,37400.0,70604.0,20.82,16325,-14061,-3607
2014-11-24,36900.0,36550.0,54254.0,20.34,6845,-11281,-475
2014-11-25,36250.0,35650.0,47174.0,19.84,9981,-15873,4952
2014-11-26,35700.0,35550.0,36259.0,19.79,6417,-11567,2650
2014-11-27,35650.0,37350.0,66718.0,20.79,-7791,12629,-4689
2014-11-28,37300.0,37600.0,63712.0,20.93,-6556,11025,-3459
2014-12-01,37900.0,38600.0,76790.0,21.48,-4243,-558,4831
2014-12-02,38700.0,38800.0,45705.0,21.59,1253,-10326,8073
2014-12-03,38450.0,38950.0,55563.0,21.68,-905,-9946,10914
2014-12-04,39300.0,39250.0,58849.0,21.84,3207,-6200,2493
2014-12-05,39350.0,38000.0,50578.0,21.15,17928,-27867,8739
2014-12-08,38000.0,38300.0,50097.0,21.32,-2805,-15350,19695
2014-12-09,38300.0,38550.0,48456.0,21.46,4332,-8149,6989
2014-12-10,38050.0,36950.0,52790.0,20.56,7967,-20669,10342
2014-12-11,36400.0,36100.0,66016.0,20.09,5673,-22121,18787
2014-12-12,36100.0,37300.0,55539.0,20.76,-25231,12690,15816
2014-12-15,36750.0,37650.0,27827.0,20.95,169,-670,1001
2014-12-16,38400.0,37550.0,16057.0,20.9,-1059,1086,73
2014-12-17,37600.0,36600.0,50157.0,20.37,9936,-6185,1796
2014-12-18,36950.0,35500.0,43252.0,19.76,7419,-16277,8298
2014-12-19,35550.0,37450.0,39530.0,20.84,-13065,7055,4904
2014-12-22,37450.0,37950.0,30473.0,21.12,-5358,14013,-3437
2014-12-23,38050.0,38250.0,25064.0,21.29,934,-27,-1470
2014-12-24,38600.0,38450.0,33787.0,21.4,-4224,5072,-1048
2014-12-26,38500.0,38450.0,18437.0,21.4,-5036,6910,-719
2014-12-29,38500.0,39400.0,23410.0,21.93,-3383,4740,-2246
2014-12-30,39200.0,38950.0,20841.0,21.68,8433,-3634,-4799
2015-01-02,38700.0,40500.0,45854.0,21.35,1795,91,-1886
2015-01-05,40200.0,41000.0,51424.0,21.62,30875,-25388,-2926
2015-01-06,40500.0,40850.0,41514.0,21.54,973,5349,-4421
2015-01-07,40350.0,40550.0,25908.0,21.38,4205,-2139,-3124
2015-01-08,40600.0,42750.0,112349.0,22.54,45982,-50224,-3409
2015-01-09,42950.0,43050.0,53587.0,22.7,23153,-19666,-3887
2015-01-12,43150.0,43500.0,111008.0,22.94,52475,-61890,725
2015-01-13,43550.0,45700.0,253035.0,24.1,65154,-66639,-2726
2015-01-14,45400.0,46600.0,165358.0,24.57,-3190,-5836,8626
2015-01-15,46900.0,46550.0,123658.0,24.54,10727,-10485,-242
2015-01-16,46550.0,47050.0,101356.0,24.81,33033,-60832,18851
2015-01-19,46850.0,46950.0,110559.0,24.75,26613,-30401,4863
2015-01-20,46950.0,47200.0,39925.0,24.89,-14,-5489,5503
2015-01-21,47400.0,47700.0,46733.0,25.15,-6192,-390,6567
2015-01-22,48000.0,48250.0,77372.0,25.44,-12457,-8193,20650
2015-01-23,48900.0,47650.0,26454.0,25.12,4660,-5227,742
2015-01-26,47300.0,47100.0,32660.0,24.83,3166,-7659,4493
2015-01-27,46900.0,47600.0,67181.0,25.1,-6518,-7741,14259
2015-01-28,48100.0,49800.0,105500.0,26.26,-12808,560,14601
2015-01-29,50300.0,51100.0,80324.0,26.94,2030,-3040,-1282
2015-01-30,51300.0,50200.0,67493.0,26.47,33340,-25696,-7997
2015-02-02,50300.0,49600.0,38552.0,26.15,3037,-2628,-1188
2015-02-03,49600.0,49050.0,55380.0,25.86,-2486,-19336,21940
2015-02-04,49400.0,50200.0,45374.0,26.47,-6601,-5964,9113
2015-02-05,50300.0,49750.0,56195.0,26.23,-2911,-3423,5834
2015-02-06,50000.0,48900.0,20559.0,25.78,5297,-6060,1523
2015-02-09,49400.0,49700.0,42863.0,26.2,-8366,6532,-1157
2015-02-10,49350.0,50900.0,44176.0,26.84,-9087,13692,-4605
2015-02-11,50900.0,49100.0,42544.0,25.89,9010,-6414,-3703
2015-02-12,48650.0,49200.0,41144.0,25.94,-4081,3731,4393
2015-02-13,48750.0,48550.0,66134.0,25.6,2222,-13754,8516
2015-02-16,48200.0,47800.0,55840.0,25.2,14171,-23005,7399
2015-02-17,47500.0,48450.0,19860.0,25.55,-5597,619,5076
2015-02-23,47650.0,47200.0,55806.0,24.89,16885,-23523,4988
2015-02-24,47200.0,51700.0,99573.0,27.26,-13282,-8883,18275
2015-02-25,51900.0,53600.0,75490.0,28.26,-4308,15021,-10823
2015-02-26,53600.0,52900.0,48748.0,27.89,11651,-9964,-3431
2015-02-27,53900.0,52500.0,58538.0,27.68,2294,677,-3844
2015-03-02,52900.0,54200.0,48640.0,28.58,3316,-679,-2405
2015-03-03,55700.0,52100.0,45690.0,27.47,15678,-13136,-2531
2015-03-04,52300.0,53000.0,42252.0,27.94,-973,-7287,9360
2015-03-05,52300.0,51100.0,57490.0,26.94,31120,-27557,-3450
2015-03-06,51200.0,50700.0,37108.0,26.73,10690,-15540,4152
2015-03-09,50600.0,51200.0,48449.0,27.0,-3635,-4307,1602
2015-03-10,50600.0,49600.0,46099.0,26.15,1927,-4138,3034
2015-03-11,49100.0,49400.0,28041.0,26.05,-1071,-7512,5477
2015-03-12,50700.0,50900.0,33090.0,26.84,-12284,6439,3911
2015-03-13,51000.0,50300.0,43076.0,26.52,-2970,3291,-7997
2015-03-16,49950.0,50600.0,37531.0,26.68,1733,-7754,1500
2015-03-17,50500.0,49250.0,42424.0,25.97,10697,-8832,-3778
2015-03-18,48950.0,47800.0,76203.0,25.2,3978,-22596,19689
2015-03-19,48000.0,47750.0,46572.0,25.18,1590,-17099,17507
2015-03-20,47950.0,50700.0,81776.0,26.73,-14982,494,2503
2015-03-23,50700.0,51000.0,55362.0,26.89,-16144,22787,-9379
2015-03-24,52000.0,50700.0,42129.0,26.73,-4551,7572,-1517
2015-03-25,50700.0,51100.0,30745.0,26.94,-6663,1278,1894
2015-03-26,50900.0,49700.0,45640.0,26.2,13101,-11467,-1754
2015-03-27,49450.0,49400.0,56560.0,26.05,10134,-12707,2141
2015-03-30,48950.0,50900.0,36255.0,26.84,-19204,11969,5466
2015-03-31,51900.0,52700.0,78978.0,27.79,444,5911,-4155
2015-04-01,52000.0,55200.0,88495.0,29.1,987,-1622,-2827
2015-04-02,55200.0,56100.0,67741.0,29.58,6943,-8972,-6824
2015-04-03,56100.0,58600.0,70293.0,30.9,-21013,18671,2227
2015-04-06,59300.0,57800.0,66361.0,30.48,12135,-18392,6172
2015-04-07,57800.0,58000.0,84347.0,30.58,-20845,12164,8281
2015-04-08,57900.0,58200.0,47949.0,30.69,-3921,9936,-6555
2015-04-09,57600.0,59800.0,91548.0,31.53,1970,4733,-9293
2015-04-10,61200.0,62000.0,110673.0,32.69,-10065,24711,-15554
2015-04-13,62800.0,62900.0,88046.0,33.16,-28678,36529,-8750
2015-04-14,63100.0,61100.0,74779.0,32.22,3700,-456,-7557
2015-04-15,60600.0,61500.0,55557.0,32.43,-6388,-3230,7369
2015-04-16,60900.0,60700.0,49434.0,32.0,1059,-4326,1579
2015-04-17,60000.0,60200.0,58291.0,31.74,2,-23974,23150
2015-04-20,59600.0,60900.0,71139.0,32.11,4209,-19855,12098
2015-04-21,60900.0,64400.0,119525.0,33.95,14857,-15300,-4687
2015-04-22,64700.0,64100.0,99401.0,33.8,1942,2499,-4679
2015-04-23,64200.0,64800.0,79913.0,34.17,-15750,30772,-17403
2015-04-24,64400.0,64600.0,41081.0,34.06,3455,4355,-9364
2015-04-27,64600.0,67200.0,46597.0,35.43,-9328,18269,-9352
2015-04-28,68600.0,67500.0,72148.0,35.59,-5525,25332,-20392
2015-04-29,67500.0,71000.0,64915.0,37.43,-13182,13425,-851
2015-04-30,71000.0,72400.0,35622.0,38.17,-6681,14253,-6065
2015-05-04,73500.0,70200.0,66392.0,37.01,343,-14656,16671
2015-05-06,70800.0,68800.0,38614.0,36.27,-3608,-8974,7308
2015-05-07,68800.0,68700.0,69625.0,36.22,-11768,-3661,15726
2015-05-08,69800.0,72700.0,75508.0,38.33,-21688,2698,18815
2015-05-11,73000.0,73800.0,35783.0,38.91,-411,-2247,3279
2015-05-12,74600.0,73500.0,29742.0,38.75,-7687,4806,3180
2015-05-13,75000.0,74300.0,71852.0,39.17,3489,-8711,10460
2015-05-14,74800.0,77000.0,75620.0,40.6,-28434,-5456,33944
2015-05-15,78600.0,79400.0,73055.0,41.86,170,-8734,12844
2015-05-18,80700.0,81400.0,51305.0,42.92,4120,1579,1504
2015-05-19,82500.0,80200.0,49100.0,42.29,5194,-7489,2373
2015-05-20,80400.0,79900.0,37650.0,42.13,-108,-7017,7260
2015-05-21,80500.0,83800.0,70659.0,44.18,-11998,-6644,19326
2015-05-22,83800.0,82000.0,62321.0,43.23,6662,7226,-13548
2015-05-26,81500.0,81600.0,67107.0,43.02,-2982,-14325,19127
2015-05-27,81600.0,81500.0,45605.0,42.97,-6697,-869,7388
2015-05-28,82000.0,83000.0,67874.0,43.76,-15395,-5286,20651
2015-05-29,82000.0,84500.0,143795.0,44.55,-35392,37208,-1918
2015-06-01,84700.0,91000.0,91962.0,47.98,-5825,657,5794
2015-06-02,91000.0,88100.0,111919.0,46.45,4352,-24713,24211
2015-06-03,88900.0,89200.0,71103.0,47.03,-13096,5880,6982
2015-06-04,88000.0,89500.0,55567.0,47.19,-6648,13823,-5012
2015-06-05,89500.0,91100.0,68674.0,48.03,-7948,-2065,9358
2015-06-08,91200.0,92900.0,55974.0,48.98,-11166,8185,5727
2015-06-09,94800.0,92800.0,84988.0,48.93,-64,-22836,24428
2015-06-10,94000.0,91600.0,66676.0,48.3,3362,-5624,5222
2015-06-11,91600.0,90300.0,286928.0,47.61,-18210,118595,-96915
2015-06-12,90300.0,92000.0,118401.0,48.51,-21713,29414,-5275
2015-06-15,91900.0,92200.0,49680.0,48.61,-3394,-5257,8675
2015-06-16,91100.0,90700.0,60844.0,47.82,-9132,2392,9171
2015-06-17,90700.0,93500.0,47411.0,49.3,-17091,5901,11275
2015-06-18,94000.0,98700.0,109633.0,52.04,-9618,16782,-6018
2015-06-19,98700.0,98700.0,92637.0,52.04,-3342,12538,-9889
2015-06-22,98800.0,101000.0,33384.0,53.25,-5178,9339,-4134
2015-06-23,101500.0,100500.0,38754.0,52.99,4316,-5722,1874
2015-06-24,100000.0,96200.0,67516.0,50.72,13872,-13293,-844
2015-06-25,96100.0,98000.0,58682.0,51.67,-3073,-16552,19635
2015-06-26,97900.0,97000.0,36150.0,51.14,-3398,-5776,9130
2015-06-29,96000.0,101500.0,45817.0,53.52,-14202,14458,-233
2015-06-30,100000.0,98700.0,67255.0,52.04,9283,1265,-10702
2015-07-01,98000.0,99200.0,33641.0,52.3,-2753,-8060,10729
2015-07-02,97600.0,93900.0,523970.0,49.51,4728,344125,15793
2015-07-03,94300.0,94900.0,129815.0,50.04,-2803,-23491,26641
2015-07-06,94900.0,93400.0,32178.0,49.25,-19,-4783,4913
2015-07-07,93600.0,93300.0,40518.0,49.19,-6034,-715,6755
2015-07-08,93400.0,93100.0,54204.0,49.09,-4895,13014,-8921
2015-07-09,93000.0,91000.0,131161.0,47.98,2091,-9375,10318
2015-07-10,92000.0,94400.0,43332.0,49.77,-5742,-995,8506
2015-07-13,95500.0,94000.0,23034.0,49.56,-2900,1618,2072
2015-07-14,94100.0,96100.0,30286.0,50.67,-5208,1814,3363
2015-07-15,96000.0,97100.0,23655.0,51.2,-9268,13586,-3980
2015-07-16,97200.0,94000.0,32787.0,49.56,-6851,2434,5198
2015-07-17,94800.0,96000.0,31612.0,50.62,-14362,6944,7472
2015-07-20,96000.0,94300.0,26196.0,49.72,-2391,3205,-841
2015-07-21,93500.0,91600.0,45503.0,48.3,1354,-8514,7029
2015-07-22,90300.0,89400.0,59056.0,47.14,4823,-8986,3245
2015-07-23,88000.0,86600.0,106565.0,45.66,-20814,-4593,23688
2015-07-24,86000.0,88700.0,44657.0,46.77,-9169,4658,2875
2015-07-27,92000.0,88700.0,54882.0,46.77,9295,5705,-15044
2015-07-28,88200.0,84600.0,51728.0,44.61,8973,-12207,3204
2015-07-29,83600.0,86100.0,48380.0,45.4,-8418,6307,1936
2015-07-30,86500.0,85800.0,69933.0,45.24,-13186,19954,-6889
2015-07-31,87900.0,83400.0,48237.0,43.97,65,-1411,4005
2015-08-03,82200.0,79000.0,65921.0,41.65,-10817,-5743,17635
2015-08-04,77300.0,80400.0,46683.0,42.39,-8579,-8771,18312
2015-08-05,79300.0,83900.0,45734.0,44.24,-3008,-1364,10765
2015-08-06,85400.0,91000.0,60365.0,47.98,-25617,27818,-2817
2015-08-07,90100.0,90100.0,28995.0,47.51,-2498,16699,-13406
2015-08-10,88600.0,84500.0,32861.0,44.55,9372,-13837,5067
2015-08-11,85200.0,82900.0,41421.0,43.71,-302,-7711,7930
2015-08-12,82900.0,81000.0,53908.0,42.71,-301,8370,-6730
2015-08-13,81900.0,80200.0,51811.0,42.29,2840,-12289,7465
2015-08-17,81500.0,81200.0,46648.0,42.81,6522,5393,-10248
2015-08-18,81200.0,78900.0,61440.0,41.6,3697,16884,-20532
2015-08-19,78000.0,74800.0,143616.0,39.44,-17651,23734,-19410
2015-08-20,71800.0,73700.0,48650.0,38.86,-8363,12915,-2953
2015-08-21,73300.0,75500.0,84293.0,39.81,-14589,39647,-20639
2015-08-24,75700.0,74600.0,61836.0,39.33,530,30237,-27117
2015-08-25,74600.0,74900.0,69407.0,39.49,7196,9472,-11393
2015-08-26,74000.0,76400.0,66119.0,40.28,-3649,14807,-11116
2015-08-27,76900.0,80600.0,58773.0,42.5,-4205,15427,-10852
2015-08-28,80400.0,80800.0,45355.0,42.6,4434,11713,-16159
2015-08-31,79800.0,78800.0,21039.0,41.55,2997,1332,-4340
2015-09-01,78200.0,79900.0,42159.0,42.13,-7328,12571,-4830
2015-09-02,77800.0,77000.0,64753.0,40.6,9413,-9149,-4284
2015-09-03,77200.0,75300.0,62900.0,39.7,5962,-11540,5589
2015-09-04,74200.0,75100.0,26594.0,39.6,-232,-2935,3307
2015-09-07,74000.0,73900.0,26817.0,38.96,2011,-8906,6374
2015-09-08,75000.0,71700.0,28760.0,37.8,1475,-2876,821
2015-09-09,73000.0,77300.0,39890.0,40.76,-21174,12951,9599
2015-09-10,77300.0,78100.0,32245.0,41.18,-1791,15141,-13350
2015-09-11,76700.0,76600.0,20708.0,40.39,976,2511,-3732
2015-09-14,77000.0,74400.0,18903.0,39.23,-4596,2251,2195
2015-09-15,74500.0,76300.0,16991.0,40.23,-6845,4328,2517
2015-09-16,77000.0,79900.0,42583.0,42.13,-10822,13374,-3201
2015-09-17,81000.0,77900.0,38264.0,41.07,5510,-10747,5323
2015-09-18,78000.0,83800.0,136036.0,44.18,-25454,-12084,38426
2015-09-21,82900.0,78800.0,49949.0,41.55,13938,-12938,-400
2015-09-22,78800.0,75800.0,55172.0,39.97,18919,-19404,-2348
2015-09-23,76000.0,72700.0,103268.0,38.33,34917,-41891,1172
2015-09-24,73700.0,73100.0,44628.0,38.54,-4893,2243,2664
2015-09-25,73300.0,74100.0,43823.0,39.07,-5353,9282,-5632
2015-09-30,72000.0,73300.0,47960.0,38.65,6029,-8261,2532
2015-10-01,72600.0,73000.0,23544.0,38.49,5031,-5224,185
2015-10-02,73700.0,72700.0,20780.0,38.33,4230,-8744,4514
2015-10-05,73700.0,72900.0,16542.0,38.44,-1362,-3414,4753
2015-10-06,74000.0,76300.0,43091.0,40.23,-8932,9866,-928
2015-10-07,76000.0,73300.0,38083.0,38.65,8454,-5414,-3034
2015-10-08,73300.0,72100.0,53127.0,38.01,16087,-21063,5785
2015-10-12,72100.0,71900.0,53048.0,37.91,-9560,11031,-1002
2015-10-13,71100.0,71200.0,39408.0,37.54,2182,3192,-5074
2015-10-14,70300.0,69500.0,41093.0,36.64,6109,-2591,-3539
2015-10-15,68200.0,70200.0,46815.0,37.01,-2614,-1402,5529
2015-10-16,69600.0,69900.0,36801.0,36.85,4314,-5442,1128
2015-10-19,69500.0,70000.0,22754.0,36.91,-19,836,-359
2015-10-20,70000.0,70400.0,30840.0,37.12,1522,-569,-672
2015-10-21,70200.0,69900.0,16159.0,36.85,1623,125,-1603
2015-10-22,69100.0,70600.0,33275.0,37.22,-1100,8700,-7600
2015-10-23,71200.0,69800.0,45815.0,36.8,6493,-17422,10929
2015-10-26,70700.0,70400.0,23244.0,37.12,1181,5501,-5082
2015-10-27,70600.0,69900.0,8266.0,36.85,1096,151,-1247
2015-10-28,69900.0,69200.0,23269.0,36.49,6309,-6475,166
2015-10-29,69500.0,68400.0,36978.0,36.06,5920,-8080,2123
2015-10-30,68700.0,67000.0,26251.0,35.33,2544,-73,-2371
2015-11-02,66500.0,65400.0,46763.0,34.48,1672,-14238,12566
2015-11-03,65400.0,64900.0,35839.0,34.22,4645,-14089,9444
2015-11-04,65000.0,64500.0,40128.0,34.01,615,-6523,6196
2015-11-05,64500.0,64400.0,29868.0,33.95,4441,-10896,6201
2015-11-06,64400.0,63900.0,37094.0,33.69,1456,-694,-762
2015-11-09,64300.0,64500.0,22955.0,34.01,-687,-4045,4732
2015-11-10,64500.0,62000.0,60955.0,32.69,7624,788,-8387
2015-11-11,61000.0,62800.0,21821.0,33.11,-1079,819,260
2015-11-12,62000.0,61000.0,15641.0,32.16,4310,-8874,4609
2015-11-13,60300.0,60600.0,23585.0,31.95,-1354,-5905,7259
2015-11-16,58200.0,60700.0,49076.0,32.0,-6513,7447,-934
2015-11-17,60800.0,60500.0,28135.0,31.9,6768,-5660,-1108
2015-11-18,60500.0,60500.0,29787.0,31.9,-3920,2888,1032
2015-11-19,60400.0,64500.0,37363.0,34.01,-10412,14065,-3562
2015-11-20,64500.0,63800.0,18619.0,33.64,3940,-2474,-1466
2015-11-23,64000.0,61900.0,27704.0,32.64,10847,-15920,5822
2015-11-24,61200.0,62700.0,15391.0,33.06,-1889,-2383,4272
2015-11-25,63600.0,67000.0,42132.0,35.33,-12055,17372,-5360
2015-11-26,67100.0,66600.0,36070.0,35.11,3948,-2532,-1470
2015-11-27,66600.0,66900.0,22870.0,35.27,-1173,652,999
2015-11-30,66500.0,64900.0,38970.0,34.22,10251,-2073,-8178
2015-12-01,64400.0,65100.0,23315.0,34.32,-2556,-1546,4149
2015-12-02,65000.0,64100.0,19967.0,33.8,-890,-1136,2041
2015-12-03,62500.0,62000.0,88599.0,32.69,-2910,5237,-2439
2015-12-04,62000.0,62900.0,14361.0,33.16,-2372,2314,58
2015-12-07,62900.0,62200.0,17582.0,32.8,-607,1523,-895
2015-12-08,61700.0,60500.0,16799.0,31.9,93,4973,-5491
2015-12-09,61300.0,60100.0,35849.0,31.69,-4270,10779,-6509
2015-12-10,59600.0,58000.0,41709.0,30.58,2080,607,-2251
2015-12-11,58000.0,58200.0,25018.0,30.69,-3168,9994,-5053
2015-12-14,57900.0,56000.0,25115.0,29.53,-1003,2819,-1809
2015-12-15,55200.0,54100.0,232397.0,28.52,25072,-39450,14520
2015-12-16,53300.0,54000.0,108189.0,28.47,-7723,9836,-3837
2015-12-17,54600.0,57700.0,68029.0,30.42,-10965,2137,8828
2015-12-18,57500.0,58700.0,60955.0,30.95,-3033,-2434,5467
2015-12-21,58600.0,58600.0,22090.0,30.9,-3832,6109,-2277
2015-12-22,58700.0,57000.0,47988.0,30.05,6633,-4794,-1839
2015-12-23,57100.0,59500.0,101060.0,31.37,-11217,6716,6163
2015-12-24,60000.0,63000.0,82560.0,33.22,-14718,12826,1892
2015-12-28,62700.0,61000.0,36000.0,32.16,-1388,43,1345
2015-12-29,61200.0,63300.0,46168.0,33.37,-1216,8643,-3066
2015-12-30,63600.0,62100.0,27483.0,32.74,4806,4764,-9563
2016-01-04,62200.0,59200.0,59486.0,19.58,9241,-17350,8109
2016-01-05,58000.0,59000.0,66616.0,19.52,1325,-16552,15227
2016-01-06,59600.0,64000.0,96302.0,21.17,-15461,24527,-3779
2016-01-07,64000.0,66600.0,96462.0,22.03,-26289,52037,-25756
2016-01-08,66600.0,65300.0,57553.0,21.6,3863,-8548,4647
2016-01-11,64500.0,62300.0,33530.0,20.61,3519,1370,-4857
2016-01-12,62400.0,62700.0,36638.0,20.74,722,1768,-6610
2016-01-13,63200.0,67800.0,77203.0,22.43,-20106,6062,14044
2016-01-14,66400.0,68000.0,44017.0,22.49,701,19985,-21069
2016-01-15,68200.0,71100.0,76344.0,23.52,-29914,38419,-10236
2016-01-18,71100.0,69900.0,40010.0,23.12,1008,20225,-21956
2016-01-19,69800.0,67700.0,46745.0,22.4,12309,2964,-15268
2016-01-20,67800.0,63300.0,109438.0,20.94,32601,-29273,-3781
2016-01-21,63400.0,60000.0,152153.0,19.85,42732,-44192,1288
2016-01-22,60500.0,61100.0,49337.0,20.21,-4854,11052,-6735
2016-01-25,61400.0,60800.0,73360.0,20.11,16791,-12363,-4428
2016-01-26,60800.0,60000.0,33145.0,19.85,-5226,12802,-7583
2016-01-27,60800.0,61100.0,50390.0,20.21,-8603,24084,-15481
2016-01-28,61100.0,59700.0,51753.0,19.75,17997,-1822,-16161
2016-01-29,59600.0,59700.0,28261.0,19.75,24,2194,-2218
2016-02-01,59800.0,57600.0,64606.0,19.05,2139,-4652,2513
2016-02-02,57300.0,60700.0,42951.0,20.08,-11058,11974,-916
2016-02-03,60300.0,59100.0,35805.0,19.55,4035,8718,-12753
2016-02-04,59200.0,59100.0,20494.0,19.55,-39,1938,-2155
2016-02-05,58800.0,59200.0,21851.0,19.58,-4214,4709,-495
2016-02-11,58200.0,54300.0,71334.0,17.96,19729,-9270,-10459
2016-02-12,54100.0,52300.0,69695.0,17.3,-8936,11634,-2629
2016-02-15,52300.0,52200.0,53636.0,17.27,3709,-750,-2959
2016-02-16,52300.0,55400.0,48902.0,18.33,-11992,19769,-7577
2016-02-17,54600.0,54700.0,40609.0,18.09,-1665,22310,-20645
2016-02-18,56200.0,58600.0,51362.0,19.38,-11138,8827,369
2016-02-19,58800.0,61700.0,64313.0,20.41,-27556,36115,-8557
2016-02-22,61700.0,61600.0,25921.0,20.38,5055,2500,-6098
2016-02-23,61600.0,58500.0,41198.0,19.35,8839,-16076,7540
2016-02-24,58400.0,55800.0,59027.0,18.46,12832,-29625,16793
2016-02-25,55900.0,56400.0,59971.0,18.66,17630,-26782,9152
2016-02-26,56300.0,56500.0,45419.0,18.69,2873,-11443,8570
2016-02-29,57200.0,56900.0,39826.0,18.82,2472,-13714,11688
2016-03-02,57500.0,56600.0,58842.0,18.72,15982,-23329,4512
2016-03-03,56400.0,55700.0,63690.0,18.43,13383,-25558,12182
2016-03-04,55700.0,54800.0,72073.0,18.13,28915,-37016,7901
2016-03-07,54800.0,53900.0,58697.0,17.83,22042,-37737,14695
2016-03-08,54200.0,56800.0,70247.0,18.79,-5818,-1699,7872
2016-03-09,56800.0,56200.0,48885.0,18.59,10545,3669,-14164
2016-03-10,56200.0,56500.0,46663.0,18.69,720,-7683,6663
2016-03-11,56100.0,55500.0,35302.0,18.36,12726,-8930,-1862
2016-03-14,55900.0,53300.0,61782.0,17.63,32635,-22225,-10410
2016-03-15,53300.0,55800.0,61202.0,18.46,-22842,20726,4430
2016-03-16,55900.0,57400.0,62176.0,18.99,-19925,28580,-8255
2016-03-17,57800.0,57100.0,34993.0,18.89,7184,-473,-6811
2016-03-18,56500.0,56300.0,43612.0,18.62,-4956,5125,-181
2016-03-21,56300.0,55100.0,27108.0,18.23,9911,-5345,-5066
2016-03-22,54700.0,54400.0,31143.0,18.0,5358,-1708,-4097
2016-03-23,54400.0,54900.0,37196.0,18.16,9866,-5619,-4280
2016-03-24,55100.0,59400.0,126628.0,19.65,-14098,8990,7573
2016-03-25,59800.0,64700.0,207326.0,21.4,-6464,8749,-301
2016-03-28,64700.0,64200.0,74767.0,21.24,22937,-24985,2048
2016-03-29,64200.0,65100.0,77450.0,21.54,1143,6395,-7554
2016-03-30,64400.0,68000.0,128444.0,22.49,53766,-35809,-21610
2016-03-31,68000.0,68400.0,66145.0,22.63,12677,-161,-12677
2016-04-01,68400.0,67000.0,95618.0,22.16,5834,19924,-25584
2016-04-04,66400.0,66400.0,50109.0,21.97,619,9373,-9992
2016-04-05,66200.0,66700.0,43152.0,22.06,331,-2377,2112
2016-04-06,66100.0,66800.0,40758.0,22.1,14082,-13500,-584
2016-04-07,66600.0,71600.0,106915.0,23.69,-44924,23906,20968
2016-04-08,70700.0,73700.0,87901.0,24.38,-15338,40112,-18412
2016-04-11,74100.0,74100.0,62817.0,24.51,-16943,27740,-10305
2016-04-12,73500.0,71800.0,61654.0,23.75,5886,7769,-15208
2016-04-14,73000.0,72800.0,40347.0,24.08,-3683,8984,-5511
2016-04-15,71700.0,72400.0,30149.0,23.95,-6505,6262,265
2016-04-18,71000.0,70400.0,31001.0,23.29,2297,290,-2887
2016-04-19,70400.0,73000.0,41961.0,24.15,-12867,14008,-1606
2016-04-20,73800.0,70400.0,59170.0,23.29,9303,-7777,-3615
2016-04-21,72700.0,75600.0,88477.0,25.01,13051,-5119,-7239
2016-04-22,75700.0,74500.0,29180.0,24.64,8326,-1878,-9580
2016-04-25,73600.0,74000.0,26861.0,24.48,6908,-3954,-4447
2016-04-26,73500.0,76200.0,48657.0,25.21,-2113,-1204,3318
2016-04-27,79400.0,74300.0,57505.0,24.58,12491,-3824,-10002
2016-04-28,74500.0,72700.0,37598.0,24.05,8655,-10328,1668
2016-04-29,74200.0,72100.0,40112.0,23.85,689,-10300,10238
2016-05-02,72500.0,72100.0,37773.0,23.85,-569,-5645,6670
2016-05-03,72100.0,73200.0,45530.0,24.21,201,-15393,14162
