Symbol,KT_시가(원),KT_종가(원),KT_거래량(주),KT_PER(IFRS-연결),KT_순매수수량(개인)(주),KT_순매수수량(기관계)(주),KT_순매수수량(외국인계)(주)
2009-10-27,39700.0,39650.0,417375.0,24.19,17864,-94577,76953
2009-10-28,39700.0,39400.0,713266.0,24.04,-81995,83260,34305
2009-10-29,39000.0,38800.0,1123046.0,23.67,-59274,48335,-3011
2009-10-30,39050.0,38900.0,987347.0,23.74,205419,-184969,4460
2009-11-02,38450.0,38700.0,954708.0,23.61,-61809,58049,-62410
2009-11-03,38550.0,39100.0,1082114.0,23.86,-51381,133608,-81840
2009-11-04,39450.0,39450.0,949083.0,24.07,-191094,190253,2151
2009-11-05,39550.0,39300.0,706054.0,23.98,-25599,-99866,120245
2009-11-06,39600.0,39550.0,658354.0,24.13,-59879,-158631,215460
2009-11-09,39300.0,39600.0,463449.0,24.16,6541,53288,-78419
2009-11-10,39600.0,39500.0,568474.0,24.1,56392,-62292,710
2009-11-11,39500.0,39500.0,448238.0,24.1,-45053,138773,-87490
2009-11-12,39450.0,39200.0,762110.0,23.92,22550,-10740,-46960
2009-11-13,39500.0,39400.0,431998.0,24.04,-90959,118949,-21690
2009-11-16,39400.0,39300.0,363744.0,23.98,13771,17270,-32241
2009-11-17,39300.0,39350.0,425881.0,24.01,-19374,-31056,10400
2009-11-18,39350.0,39300.0,962730.0,23.98,127936,53069,-169505
2009-11-19,39150.0,39200.0,894686.0,23.92,37638,-392713,415065
2009-11-20,39250.0,39400.0,652116.0,24.04,-42132,19531,71964
2009-11-23,39450.0,39600.0,1003887.0,24.16,68236,-50390,15276
2009-11-24,39800.0,39800.0,740156.0,24.28,-157578,41628,113590
2009-11-25,39900.0,39650.0,649377.0,24.19,13894,93924,-91478
2009-11-26,39650.0,39150.0,1018517.0,23.89,310606,-52896,-266570
2009-11-27,39000.0,38550.0,1052186.0,23.52,-123746,95184,18372
2009-11-30,38950.0,38500.0,1015211.0,23.49,329913,-464803,134090
2009-12-01,38700.0,38600.0,773969.0,23.55,46113,-77939,18356
2009-12-02,38700.0,38550.0,1331486.0,23.52,246026,-153877,-65989
2009-12-03,38800.0,38950.0,1025814.0,23.77,-2683,115293,-131860
2009-12-04,38850.0,39100.0,1054862.0,23.86,39485,-33321,-63224
2009-12-07,39050.0,38900.0,945666.0,23.74,228611,119294,-347705
2009-12-08,38750.0,38750.0,687077.0,23.64,199070,39302,-226322
2009-12-09,38800.0,39150.0,1449172.0,23.89,-227434,485182,-224028
2009-12-10,39400.0,40800.0,4285604.0,24.89,-861668,1118441,-264141
2009-12-11,41200.0,40800.0,2415276.0,24.89,-473600,1020950,-622680
2009-12-14,40800.0,40950.0,1279960.0,24.99,-32732,493182,-470550
2009-12-15,40950.0,41350.0,1560215.0,25.23,-185543,449577,-201698
2009-12-16,41000.0,41450.0,1012203.0,25.29,-145687,19307,120560
2009-12-17,41100.0,41050.0,800471.0,25.05,-85189,206315,-122816
2009-12-18,40850.0,40650.0,851927.0,24.8,98777,141543,-259790
2009-12-21,40600.0,40550.0,753153.0,24.74,41556,131631,-180127
2009-12-22,40600.0,40850.0,767752.0,24.93,52289,107361,-161860
2009-12-23,40750.0,40800.0,676908.0,24.89,-17603,92619,-42267
2009-12-24,40750.0,40950.0,1271103.0,24.99,-152097,142445,11340
2009-12-28,41200.0,40700.0,2324944.0,24.83,-1029,-145157,98940
2009-12-29,39550.0,39500.0,1747793.0,24.1,62097,-136325,30630
2009-12-30,39550.0,39100.0,1101766.0,23.86,15170,-255214,247202
2010-01-04,39150.0,39150.0,792485.0,20.95,-36559,-46874,113803
2010-01-05,39300.0,40350.0,2264023.0,21.59,-684722,360387,325902
2010-01-06,40800.0,41450.0,2452428.0,22.18,-847651,571207,178480
2010-01-07,41850.0,42450.0,2639453.0,22.72,-954539,425716,513262
2010-01-08,43050.0,44550.0,3892182.0,23.84,-1316620,432031,911220
2010-01-11,44900.0,44600.0,1924200.0,23.87,-473745,164995,322530
2010-01-12,44400.0,43800.0,1306041.0,23.44,-187733,199572,18301
2010-01-13,43400.0,44050.0,1419205.0,23.57,-46155,-168746,184570
2010-01-14,43800.0,43700.0,1320613.0,23.39,-99515,98390,-18325
2010-01-15,43600.0,44950.0,1793895.0,24.05,-205664,273491,-42930
2010-01-18,44900.0,46000.0,2059561.0,24.62,-316213,350299,-42364
2010-01-19,46000.0,45600.0,1153645.0,24.4,-44089,173857,-124778
2010-01-20,47000.0,48700.0,5242245.0,26.06,-557198,408768,115470
2010-01-21,48800.0,49100.0,2772659.0,26.28,22727,-20211,-11551
2010-01-22,48100.0,48800.0,2100785.0,26.11,172910,146241,-352611
2010-01-25,48000.0,46850.0,2294894.0,25.07,-80167,-79974,126281
2010-01-26,47300.0,47250.0,2486419.0,25.29,-139156,96326,106940
2010-01-27,47250.0,50600.0,4416684.0,27.08,-787835,995039,-230842
2010-01-28,50700.0,50000.0,3116314.0,26.76,159803,302600,-441892
2010-01-29,49600.0,49800.0,2721253.0,26.65,-132134,346859,-269796
2010-02-01,49750.0,49600.0,2043773.0,26.54,16503,298046,-340549
2010-02-02,49500.0,49600.0,1820474.0,26.54,117394,133330,-227944
2010-02-03,50100.0,48000.0,2723014.0,25.69,363840,350571,-717978
2010-02-04,48000.0,48600.0,1753625.0,26.01,101117,-49140,-106649
2010-02-05,47000.0,46000.0,2670062.0,24.62,220776,109846,-236882
2010-02-08,46300.0,47400.0,2347453.0,25.37,-116121,-14182,116099
2010-02-09,47600.0,46550.0,1385643.0,24.91,121388,242850,-380298
2010-02-10,47000.0,46600.0,1093216.0,24.94,121231,-27171,-80010
2010-02-11,46650.0,47050.0,1416380.0,25.18,203877,-196027,-16610
2010-02-12,47050.0,47550.0,1858965.0,25.45,279791,17983,-315714
2010-02-16,47050.0,46200.0,1247396.0,24.72,435649,-278169,-190040
2010-02-17,46400.0,46850.0,1633906.0,25.07,106880,-306031,176661
2010-02-18,47300.0,46800.0,1145030.0,25.04,113313,-168642,86789
2010-02-19,46600.0,46300.0,943692.0,24.78,-74422,-81776,132094
2010-02-22,46700.0,46800.0,1228415.0,25.04,-128168,-74505,200295
2010-02-23,47200.0,46250.0,1491784.0,24.75,335753,-192113,-132220
2010-02-24,45950.0,44450.0,2824962.0,23.79,869559,-789567,-72942
2010-02-25,44750.0,43750.0,1552898.0,23.41,153541,-161722,37957
2010-02-26,44100.0,44600.0,1202227.0,23.87,-77606,-395391,469347
2010-03-02,44700.0,44800.0,1862592.0,23.97,109076,-271152,192926
2010-03-03,44400.0,44700.0,1224667.0,23.92,34504,-121153,138940
2010-03-04,44700.0,43950.0,1447466.0,23.52,246921,-36854,-199300
2010-03-05,43700.0,43500.0,1429373.0,23.28,-39467,90557,-63010
2010-03-08,44600.0,46500.0,3529556.0,24.88,-1029466,21950,1027386
2010-03-09,46700.0,47700.0,2675556.0,25.53,-701835,-140815,889300
2010-03-10,47900.0,47300.0,1365088.0,25.31,-211816,-64497,269674
2010-03-11,47000.0,46500.0,1247063.0,24.88,104980,-70380,-29070
2010-03-12,46500.0,46900.0,834342.0,25.1,-55039,-80568,136527
2010-03-15,46500.0,46400.0,797004.0,24.83,68779,-13294,-23435
2010-03-16,46750.0,46050.0,875142.0,24.64,130076,-198958,94902
2010-03-17,46000.0,45800.0,1834608.0,24.51,503084,-591855,159603
2010-03-18,45450.0,45600.0,1322896.0,24.4,196345,-145377,16842
2010-03-19,46050.0,46700.0,1574443.0,24.99,-255963,-149921,391372
2010-03-22,46500.0,47050.0,1318388.0,25.18,-230546,-67924,336660
2010-03-23,47250.0,47100.0,1146763.0,25.21,-70031,-251337,295857
2010-03-24,46850.0,47200.0,1259320.0,25.26,-156353,-99579,262252
2010-03-25,47200.0,47400.0,910843.0,25.37,-128762,10236,137006
2010-03-26,47000.0,48100.0,1540650.0,25.74,-289632,108481,220119
2010-03-29,47700.0,47500.0,1201817.0,25.42,-128185,73954,76641
2010-03-30,47650.0,47000.0,1162290.0,25.15,193646,-209219,20393
2010-03-31,47000.0,46750.0,1032466.0,25.02,-65751,59641,22530
2010-04-01,46950.0,47300.0,1333954.0,25.31,10667,-18115,-24996
2010-04-02,47600.0,45700.0,2521999.0,24.46,505574,-5175,-440040
2010-04-05,45700.0,45300.0,1851481.0,24.24,136006,61644,-253920
2010-04-06,45500.0,45650.0,1271725.0,24.43,174054,84576,-270630
2010-04-07,45900.0,46450.0,1870000.0,24.86,-296703,57473,176240
2010-04-08,46650.0,46850.0,1293309.0,25.07,-216327,351432,-163137
2010-04-09,46850.0,47000.0,1085264.0,25.15,-254901,264002,-17091
2010-04-12,46800.0,46550.0,832500.0,24.91,25362,-155474,105944
2010-04-13,46500.0,46850.0,803821.0,25.07,-94639,53182,37547
2010-04-14,47050.0,46250.0,1112331.0,24.75,177439,-219937,89470
2010-04-15,46150.0,46400.0,1453276.0,24.83,282095,-211101,32510
2010-04-16,46100.0,46100.0,900969.0,24.67,-4370,-168938,224010
2010-04-19,45600.0,45950.0,566774.0,24.59,-29310,19330,7310
2010-04-20,46100.0,47500.0,2184029.0,25.42,-490048,160096,405482
2010-04-21,47650.0,47900.0,1844151.0,25.63,-425248,387818,77940
2010-04-22,47650.0,47650.0,1123917.0,25.5,14463,-201595,253320
2010-04-23,47700.0,48400.0,1560659.0,25.9,-154048,-4579,202219
2010-04-26,48400.0,48400.0,994889.0,25.9,31767,-59786,40979
2010-04-27,48300.0,47150.0,1902572.0,25.23,198661,-184002,1683
2010-04-28,46500.0,46500.0,1349205.0,24.88,232798,-241038,53240
2010-04-29,46600.0,47700.0,1491788.0,25.53,13165,12955,-30100
2010-04-30,47600.0,49050.0,2921593.0,26.25,-911450,-169112,1194149
2010-05-03,49300.0,49350.0,1481932.0,26.41,-198691,137558,20923
2010-05-04,48900.0,48700.0,1131472.0,26.06,42694,-12473,4629
2010-05-06,47600.0,48400.0,1161639.0,25.9,-136819,92507,-20429
2010-05-07,47300.0,47100.0,1322676.0,25.21,31724,98777,-172620
2010-05-10,47100.0,47300.0,1047090.0,25.31,152815,-142793,13438
2010-05-11,47500.0,46200.0,1896855.0,24.72,473025,-306806,-81464
2010-05-12,46100.0,45800.0,892858.0,24.51,130986,-235666,40380
2010-05-13,46100.0,46300.0,926967.0,24.78,-90981,38911,-5740
2010-05-14,46450.0,48350.0,1928044.0,25.87,-505556,462942,-67470
2010-05-17,47750.0,46900.0,1164921.0,25.1,-19491,-85009,-42400
2010-05-18,46900.0,47300.0,993243.0,25.31,-145203,61573,5570
2010-05-19,47350.0,47150.0,1011705.0,25.23,-53102,43772,64670
2010-05-20,46800.0,46550.0,850265.0,24.91,-104062,161292,-44960
2010-05-24,46500.0,47200.0,1190224.0,25.26,-305769,303409,23610
2010-05-25,46900.0,46500.0,1437688.0,24.88,-240011,162139,15032
2010-05-26,46300.0,45600.0,1424135.0,24.4,167153,21759,-125402
2010-05-27,45500.0,45150.0,1848767.0,24.16,182446,-131511,-9025
2010-05-28,45600.0,44650.0,1400520.0,23.89,352973,-106699,-211434
2010-05-31,44600.0,45300.0,1174773.0,24.24,6025,108293,-136030
2010-06-01,45550.0,46250.0,1594555.0,24.75,-179197,387807,-227950
2010-06-03,46100.0,47100.0,1705536.0,25.21,-189275,12904,114151
2010-06-04,47500.0,47350.0,1370842.0,25.34,-267250,-86386,376366
2010-06-07,46650.0,47500.0,793193.0,25.42,-264618,335158,-86710
2010-06-08,47250.0,47100.0,897717.0,25.21,-100560,343580,-243901
2010-06-09,47400.0,48350.0,1782165.0,25.87,-288335,106718,112247
2010-06-10,48850.0,49000.0,2492785.0,26.22,-641903,666844,-86961
2010-06-11,49500.0,48750.0,901373.0,26.09,5022,-62732,-9460
2010-06-14,48700.0,48300.0,889301.0,25.85,-1410,-46950,-660
2010-06-15,48450.0,47500.0,1469186.0,25.42,547905,-435745,-6600
2010-06-16,47600.0,46250.0,3174470.0,24.75,1223783,-1157189,47386
2010-06-17,46300.0,46000.0,1504431.0,24.62,607426,-549513,655
2010-06-18,46200.0,46200.0,909686.0,24.72,124588,-71628,-51900
2010-06-21,46300.0,45650.0,1482410.0,24.43,214869,-207870,-1770
2010-06-22,45800.0,46300.0,1351766.0,24.78,150188,-138931,-31517
2010-06-23,46350.0,46350.0,745781.0,24.8,54488,-64331,-760
2010-06-24,46300.0,45750.0,932830.0,24.48,192069,-197229,19420
2010-06-25,45750.0,45400.0,1224783.0,24.3,232603,-244533,61180
2010-06-28,45550.0,45300.0,709751.0,24.24,209349,-176880,-28299
2010-06-29,45500.0,45350.0,630532.0,24.27,31403,-52993,-9640
2010-06-30,45050.0,45150.0,795799.0,24.16,28536,35536,-49600
2010-07-01,45000.0,44550.0,857928.0,23.84,184373,-75928,-500
2010-07-02,44750.0,44100.0,1096971.0,23.6,367722,-342090,31038
2010-07-05,44200.0,45350.0,1798714.0,24.27,-299255,-171735,491960
2010-07-06,45100.0,44050.0,1161285.0,23.57,383180,-244282,-103778
2010-07-07,44150.0,43350.0,1176134.0,23.2,399877,-310669,-94598
2010-07-08,43600.0,43100.0,1065060.0,23.06,298476,-352686,-24420
2010-07-09,43400.0,43800.0,808773.0,23.44,28933,-54539,-4441
2010-07-12,44050.0,43800.0,561464.0,23.44,112641,-109281,-7310
2010-07-13,43850.0,43900.0,667626.0,23.49,57198,-35511,-47250
2010-07-14,44100.0,42450.0,4063813.0,22.72,1778628,-1489603,8763
2010-07-15,42500.0,41150.0,4252403.0,22.02,1788017,-1590589,-54516
2010-07-16,41300.0,41800.0,1305567.0,22.37,-166968,84158,-15020
2010-07-19,41250.0,41100.0,1383028.0,21.99,369122,-324712,-16690
2010-07-20,41000.0,41500.0,942315.0,22.21,138741,-51091,-8400
2010-07-21,41800.0,41800.0,1157612.0,22.37,239755,-195401,-20764
2010-07-22,41750.0,41200.0,891457.0,22.05,199416,-229616,-27340
2010-07-23,41450.0,42050.0,1105647.0,22.5,-26732,99615,-8853
2010-07-26,41950.0,42100.0,934004.0,22.53,183,23867,-5530
2010-07-27,42250.0,42400.0,917216.0,22.69,72426,-34866,-8010
2010-07-28,42300.0,42350.0,746926.0,22.66,-143182,76602,120
2010-07-29,42350.0,42500.0,1116203.0,22.74,-40168,45836,-15068
2010-07-30,42600.0,42800.0,890772.0,22.9,-92476,106683,463
2010-08-02,43000.0,42950.0,853505.0,22.98,-114775,114866,754
2010-08-03,43050.0,42650.0,984648.0,22.82,75984,-81343,41804
2010-08-04,42550.0,42300.0,1094291.0,22.64,104402,-104732,-3260
2010-08-05,42000.0,42250.0,682463.0,22.61,-15406,-415,-1735
2010-08-06,42000.0,42650.0,644207.0,22.82,30403,-49803,340
2010-08-09,42650.0,42600.0,518462.0,22.8,-5121,-9929,-30
2010-08-10,42400.0,42650.0,756364.0,22.82,31438,-20268,200
2010-08-11,42350.0,42250.0,752444.0,22.61,73859,-58119,-650
2010-08-12,41850.0,41750.0,1013825.0,22.34,117384,-49354,-17340
2010-08-13,41850.0,42100.0,584657.0,22.53,-69598,115590,-13402
2010-08-16,42350.0,43400.0,1386541.0,23.23,-163081,162161,-10900
2010-08-17,43100.0,43750.0,1425882.0,23.41,-115435,19571,6484
2010-08-18,43750.0,43950.0,956955.0,23.52,-119967,137537,-16440
2010-08-19,44000.0,44200.0,1375931.0,23.65,-287779,255296,-8847
2010-08-20,44250.0,44450.0,947523.0,23.79,-226786,179222,6554
2010-08-23,44450.0,44050.0,571791.0,23.57,-183471,178371,-500
2010-08-24,44200.0,43550.0,1490270.0,23.31,-37795,69024,81
2010-08-25,43450.0,44000.0,1467476.0,23.55,-297233,306536,-3483
2010-08-26,44300.0,44000.0,951356.0,23.55,32815,8805,-7490
2010-08-27,43900.0,43650.0,643527.0,23.36,36732,17628,-2870
2010-08-30,43900.0,43950.0,722808.0,23.52,70082,-105302,-1600
2010-08-31,43650.0,43850.0,769205.0,23.47,-172203,191584,-6500
2010-09-01,43850.0,44400.0,1260693.0,23.76,-263428,184677,491
2010-09-02,44550.0,44400.0,827691.0,23.76,-93700,89060,-3040
2010-09-03,44250.0,44150.0,924428.0,23.63,159573,-164198,930
2010-09-06,44150.0,44050.0,609865.0,23.57,187433,-181173,-1490
2010-09-07,44000.0,43550.0,1078124.0,23.31,359832,-276777,1835
2010-09-08,43250.0,42250.0,2646767.0,22.61,999118,-828196,-830
2010-09-09,42000.0,42300.0,1278438.0,22.64,26205,-150189,724
2010-09-10,42600.0,42900.0,902964.0,22.96,-150439,47317,3052
2010-09-13,42900.0,42900.0,1103494.0,22.96,-54977,-54940,-2263
2010-09-14,42800.0,42700.0,793142.0,22.85,137686,-140366,-5690
2010-09-15,42650.0,42700.0,1169524.0,22.85,-37291,58541,-5960
2010-09-16,42700.0,42300.0,1913180.0,22.64,282720,-442067,-10103
2010-09-17,42450.0,42500.0,604101.0,22.74,50115,-56322,-4023
2010-09-20,42450.0,43100.0,672338.0,23.06,-148391,170061,-8460
2010-09-24,42750.0,43100.0,1110048.0,23.06,-69512,73471,-8645
2010-09-27,43350.0,43900.0,1783248.0,23.49,-452706,376241,1950
2010-09-28,43850.0,44500.0,1358090.0,23.81,-593700,551960,-1720
2010-09-29,44350.0,45600.0,1737581.0,24.4,-728745,660542,-5440
2010-09-30,45500.0,45700.0,1093882.0,24.46,-437572,451032,-2920
2010-10-01,45600.0,45700.0,957747.0,24.46,-260351,241375,176
2010-10-04,45700.0,46350.0,1471376.0,24.8,-380853,382861,12242
2010-10-05,46300.0,46600.0,1411370.0,24.94,-434778,430890,-792
2010-10-06,46500.0,46500.0,1019332.0,24.88,-53061,85389,-7578
2010-10-07,46500.0,46500.0,600241.0,24.88,-113923,83766,-1320
2010-10-08,46450.0,46000.0,839937.0,24.62,-18316,50244,-4860
2010-10-11,46200.0,46050.0,829263.0,24.64,-6503,-22558,-227
2010-10-12,46050.0,45450.0,1046978.0,24.32,-124356,189600,46
2010-10-13,45750.0,45650.0,806356.0,24.43,26457,5652,404
2010-10-14,45600.0,46000.0,988119.0,24.62,-8293,-25648,-152
2010-10-15,46150.0,45700.0,606242.0,24.46,111167,-108836,-1327
2010-10-18,45600.0,45000.0,724050.0,24.08,148641,-62604,-3120
2010-10-19,45000.0,44600.0,800739.0,23.87,55527,1570,-827
2010-10-20,44400.0,44800.0,746254.0,23.97,55304,-103974,13690
2010-10-21,44900.0,45000.0,705950.0,24.08,177438,-167481,-1383
2010-10-22,44950.0,44800.0,916183.0,23.97,-13073,18413,-1570
2010-10-25,45000.0,44850.0,997314.0,24.0,244337,-289184,220
2010-10-26,44900.0,44600.0,872060.0,23.87,275393,-223418,-713
2010-10-27,44500.0,44950.0,844482.0,24.05,94165,-45635,-440
2010-10-28,45000.0,44950.0,621385.0,24.05,113527,-108767,6340
2010-10-29,44900.0,44400.0,748073.0,23.76,94858,-70478,-7900
2010-11-01,44300.0,44600.0,612680.0,23.87,40211,-69751,-1980
2010-11-02,44500.0,44550.0,864837.0,23.84,-67676,-37115,1455
2010-11-03,44350.0,44200.0,848684.0,23.65,96377,-119531,230
2010-11-04,44200.0,43500.0,1483538.0,23.28,372695,-317671,-94
2010-11-05,43850.0,44400.0,1169079.0,23.76,20182,-55302,-4750
2010-11-08,44800.0,44800.0,893911.0,23.97,-65116,71226,-2560
2010-11-09,45200.0,46300.0,1928485.0,24.78,-404217,351170,-2040
2010-11-10,46600.0,46650.0,1282329.0,24.96,-266426,215510,680
2010-11-11,46750.0,45500.0,1955881.0,24.35,281946,-471606,4080
2010-11-12,45900.0,45800.0,1319428.0,24.51,-185458,193466,-3748
2010-11-15,46100.0,46600.0,1519483.0,24.94,-403341,461204,-2493
2010-11-16,46650.0,46750.0,1097210.0,25.02,-147334,265586,-3788
2010-11-17,46350.0,46650.0,929039.0,24.96,-124369,165639,-3550
2010-11-18,46850.0,47300.0,1295280.0,25.31,-223234,140771,2584
2010-11-19,47500.0,46900.0,1102444.0,25.1,111355,-15515,80
2010-11-22,47000.0,46650.0,863753.0,24.96,80904,-149554,-1450
2010-11-23,46550.0,46550.0,1159095.0,24.91,165918,-38978,4230
2010-11-24,45200.0,45900.0,1291832.0,24.56,-83914,61724,940
2010-11-25,46100.0,45850.0,647043.0,24.54,169511,-220971,24120
2010-11-26,45850.0,45600.0,728414.0,24.4,-118010,-17143,-1712
2010-11-29,45700.0,46000.0,596473.0,24.62,-78777,36539,-1520
2010-11-30,46050.0,46500.0,595411.0,24.88,11269,19441,-6600
2010-12-01,46450.0,46150.0,594011.0,24.7,98635,-44185,1720
2010-12-02,46200.0,45950.0,850718.0,24.59,373540,-307600,-870
2010-12-03,46000.0,45650.0,898546.0,24.43,428279,-422489,590
2010-12-06,45800.0,45700.0,899360.0,24.46,268528,-267289,-1709
2010-12-07,45500.0,45600.0,651632.0,24.4,248071,-182251,2280
2010-12-08,45550.0,45700.0,1159961.0,24.46,83964,-19081,-13123
2010-12-09,45750.0,46000.0,1041916.0,24.62,86805,-137265,-5060
2010-12-10,45850.0,46250.0,760086.0,24.75,78335,-70265,-1640
2010-12-13,46450.0,47350.0,1189953.0,25.34,-171423,166718,1750
2010-12-14,47500.0,47400.0,1216369.0,25.37,-97094,190184,-32000
2010-12-15,47600.0,47700.0,1299390.0,25.53,-29357,69107,-170
2010-12-16,47650.0,48300.0,1366171.0,25.85,-122921,126821,8770
2010-12-17,48250.0,48200.0,908538.0,25.79,68564,-49114,-410
2010-12-20,47650.0,47750.0,1294567.0,25.55,24335,-30705,-6210
2010-12-21,47750.0,48000.0,1297887.0,25.69,184038,-392866,-4302
2010-12-22,47950.0,47950.0,724646.0,25.66,-12671,-64208,-2330
2010-12-23,48050.0,47850.0,654400.0,25.61,13720,-65494,7634
2010-12-24,48050.0,48700.0,1187718.0,26.06,-40345,58636,5350
2010-12-27,48900.0,48950.0,1151551.0,26.2,29842,-19292,220
2010-12-28,49050.0,49200.0,2011005.0,26.33,86484,30531,2480
2010-12-29,47300.0,46750.0,2005917.0,25.02,533327,-409369,-27976
2010-12-30,46750.0,46250.0,1271230.0,24.75,157513,-139038,-1330
2011-01-03,46250.0,45500.0,1705445.0,9.17,532816,-456100,870
2011-01-04,45600.0,45050.0,2133610.0,9.08,681602,-586037,-143
2011-01-05,45150.0,44800.0,1877532.0,9.03,186858,-231258,-260
2011-01-06,44750.0,44850.0,1303991.0,9.04,146440,-101332,1612
2011-01-07,44900.0,44400.0,1409563.0,8.95,258317,-179218,-20980
2011-01-10,44450.0,44150.0,1448919.0,8.9,193200,-224886,-1340
2011-01-11,44050.0,44200.0,1110616.0,8.91,17760,-8531,-1839
2011-01-12,44050.0,43450.0,1683499.0,8.76,558022,-449064,772
2011-01-13,43600.0,43550.0,1467517.0,8.78,475065,-311004,-55520
2011-01-14,43600.0,42900.0,2412709.0,8.64,847406,-900481,17129
2011-01-17,42750.0,42700.0,1388170.0,8.6,327823,-299783,-11080
2011-01-18,42900.0,43100.0,964885.0,8.68,36682,1860,-5962
2011-01-19,43200.0,43200.0,1198960.0,8.7,176313,-195600,1497
2011-01-20,43250.0,42950.0,966091.0,8.65,217723,-172853,80
2011-01-21,43150.0,43800.0,1561392.0,8.83,-208269,165562,23187
2011-01-24,43900.0,43300.0,837969.0,8.72,164825,-224901,-20133
2011-01-25,43300.0,43050.0,1062877.0,8.67,165194,-353161,-4993
2011-01-26,43100.0,42750.0,1161608.0,8.61,343823,-361790,1259
2011-01-27,42800.0,42250.0,2568741.0,8.51,449019,-407517,-6672
2011-01-28,42500.0,42150.0,1217209.0,8.49,268486,-248906,-12030
2011-01-31,42300.0,41800.0,981198.0,8.42,121059,-128521,548
2011-02-01,42000.0,41650.0,1056693.0,8.39,332209,-262977,-632
2011-02-07,41900.0,41600.0,831771.0,8.38,133552,-135063,5062
2011-02-08,41650.0,42050.0,1166337.0,8.47,-39729,46047,-528
2011-02-09,42200.0,41550.0,1291657.0,8.37,57778,-46928,-30610
2011-02-10,41450.0,40850.0,2025368.0,8.23,122283,-140501,-7842
2011-02-11,41100.0,41200.0,1190371.0,8.3,4399,32916,7361
2011-02-14,41500.0,41250.0,845490.0,8.31,-25156,26902,-2032
2011-02-15,41050.0,40750.0,1004196.0,8.21,127520,-109539,2109
2011-02-16,40650.0,40250.0,1144587.0,8.11,111137,-126813,24
2011-02-17,40250.0,40050.0,1519321.0,8.07,-99244,102328,-894
2011-02-18,40000.0,40250.0,807694.0,8.11,56483,-16947,-426
2011-02-21,40250.0,39550.0,1097023.0,7.97,214795,-137495,350
2011-02-22,39500.0,39500.0,940176.0,7.96,52391,-38361,1890
2011-02-23,39600.0,40300.0,1049958.0,8.12,-210459,84130,-41
2011-02-24,40200.0,39800.0,735073.0,8.02,80701,-125371,-7900
2011-02-25,39800.0,39550.0,794226.0,7.97,92004,-25606,-2668
2011-02-28,39450.0,39100.0,907837.0,7.88,58121,-4789,1128
2011-03-02,38850.0,39150.0,617674.0,7.89,-78202,113842,410
2011-03-03,39350.0,39200.0,675899.0,7.9,207644,-169334,-60
2011-03-04,39550.0,39600.0,1037975.0,7.98,79481,-178041,100
2011-03-07,39650.0,39500.0,1065874.0,7.96,134893,-104363,19220
2011-03-08,39300.0,39550.0,634278.0,7.97,97907,-197017,190
2011-03-09,39750.0,39900.0,669891.0,8.04,70669,-82609,-70
2011-03-10,39900.0,39600.0,1107892.0,7.98,62700,-158595,-145
2011-03-11,39450.0,39650.0,880059.0,7.99,-101371,145001,-1410
2011-03-14,39000.0,38650.0,1091290.0,7.79,38787,-27197,340
2011-03-15,38500.0,37850.0,1552740.0,7.63,-98830,166930,-2380
2011-03-16,37800.0,38300.0,1007507.0,7.72,-66466,-49524,-70
2011-03-17,37850.0,37850.0,833051.0,7.63,152647,-132007,-30
2011-03-18,37900.0,37950.0,767908.0,7.65,137862,-146702,-1100
2011-03-21,38100.0,38700.0,798226.0,7.8,67723,-102693,13800
2011-03-22,39050.0,38250.0,996924.0,7.71,360301,-393961,1040
2011-03-23,38150.0,38250.0,629053.0,7.71,57207,-98006,-21
2011-03-24,38300.0,38200.0,420606.0,7.7,86047,-115407,-1650
2011-03-25,38200.0,38250.0,753596.0,7.71,190814,-183424,-130
2011-03-28,38300.0,38100.0,896508.0,7.68,113128,-92038,-1010
2011-03-29,38050.0,37900.0,836920.0,7.64,337606,-302844,718
2011-03-30,38000.0,38550.0,1055382.0,7.77,-117809,121089,770
2011-03-31,38950.0,38900.0,715473.0,7.84,26564,8881,-175
2011-04-01,38950.0,40300.0,1775253.0,8.12,-449046,420032,820
2011-04-04,40650.0,40500.0,903980.0,8.16,-135112,129141,2210
2011-04-05,40200.0,40250.0,529886.0,8.11,-16715,41855,-3990
2011-04-06,40100.0,39900.0,787553.0,8.04,40909,-22039,-6170
2011-04-07,39900.0,39400.0,801782.0,7.94,105030,-62711,1031
2011-04-08,39300.0,39300.0,619877.0,7.92,62656,7419,74
2011-04-11,39200.0,39000.0,1206976.0,7.86,191038,-143378,-410
2011-04-12,39050.0,38550.0,829377.0,7.77,120263,-40497,240
2011-04-13,38350.0,38550.0,723579.0,7.77,59801,-40171,-560
2011-04-14,38550.0,38200.0,1455489.0,7.7,343459,-326439,680
2011-04-15,38050.0,37800.0,994310.0,7.62,439733,-472990,147
2011-04-18,37700.0,37700.0,576362.0,7.6,185545,-130322,990
2011-04-19,37600.0,37500.0,1151557.0,7.56,117986,-120566,280
2011-04-20,37600.0,37550.0,818339.0,7.57,226728,-332398,410
2011-04-21,37800.0,37550.0,1235777.0,7.57,281797,-439722,-4465
2011-04-22,37800.0,37950.0,801936.0,7.65,-98677,-31498,545
2011-04-25,38300.0,38100.0,431157.0,7.68,-1398,-39262,28710
2011-04-26,38000.0,37800.0,716591.0,7.62,-17800,-43410,-270
2011-04-27,37800.0,38200.0,642012.0,7.7,-149523,150273,-700
