Symbol,KT_시가(원),KT_종가(원),KT_거래량(주),KT_PER(IFRS-연결),KT_순매수수량(개인)(주),KT_순매수수량(기관계)(주),KT_순매수수량(외국인계)(주)
2011-04-28,38350.0,37950.0,508275.0,7.65,32293,64793,-1252
2011-04-29,37900.0,38500.0,1039733.0,7.76,-155827,142902,903
2011-05-02,38950.0,39300.0,1031711.0,7.92,-112448,41322,495
2011-05-03,39050.0,39200.0,953831.0,7.9,-44937,50737,-380
2011-05-04,39050.0,39500.0,681451.0,7.96,-200690,179380,170
2011-05-06,39600.0,39850.0,1784353.0,8.03,-305937,348254,-1200
2011-05-09,40150.0,39650.0,730331.0,7.99,15755,117225,-1090
2011-05-11,39650.0,39050.0,983966.0,7.87,-2699,37085,-2676
2011-05-12,39150.0,38700.0,766609.0,7.8,60221,-43607,556
2011-05-13,38700.0,39050.0,772642.0,7.87,50913,-43791,-2055
2011-05-16,38850.0,38650.0,1028290.0,7.79,92808,-75853,-3415
2011-05-17,38650.0,38350.0,699914.0,7.73,220257,-247047,2180
2011-05-18,38300.0,38200.0,669576.0,7.7,135186,-165086,-1930
2011-05-19,38200.0,38050.0,667121.0,7.67,77180,-74301,-4079
2011-05-20,38100.0,38650.0,635968.0,7.79,79797,-104265,3268
2011-05-23,38850.0,38450.0,519228.0,7.75,3611,-3022,361
2011-05-24,38200.0,37900.0,699552.0,7.64,123940,-125901,-2171
2011-05-25,37800.0,37850.0,551488.0,7.63,105201,-70602,2401
2011-05-26,37750.0,37600.0,937284.0,7.58,345669,-341703,-4936
2011-05-27,37350.0,37450.0,734622.0,7.55,145889,-120759,630
2011-05-30,37400.0,37550.0,381717.0,7.57,-15426,13366,640
2011-05-31,37800.0,37650.0,3643506.0,7.59,137663,-348303,-7250
2011-06-01,37600.0,37300.0,1038940.0,7.52,398855,-431306,3931
2011-06-02,37200.0,36950.0,1055488.0,7.45,296670,-217719,2419
2011-06-03,37200.0,37550.0,884013.0,7.57,-130969,10639,-210
2011-06-07,37400.0,37600.0,506717.0,7.58,-29455,12835,-60
2011-06-08,37550.0,37300.0,560069.0,7.52,48462,21413,165
2011-06-09,37300.0,37000.0,932790.0,7.46,173971,-154789,-992
2011-06-10,37100.0,36750.0,732576.0,7.41,33374,85412,634
2011-06-13,36500.0,36800.0,469327.0,7.42,-127471,12921,680
2011-06-14,36850.0,36850.0,311340.0,7.43,-53955,32735,-80
2011-06-15,37000.0,36800.0,396120.0,7.42,73963,-78313,-1370
2011-06-16,36550.0,36350.0,614650.0,7.32,-36707,44470,-1023
2011-06-17,36450.0,36450.0,598608.0,7.34,-89751,-44669,1270
2011-06-20,36500.0,36550.0,373510.0,7.36,-70731,62525,-64
2011-06-21,36700.0,37700.0,830901.0,7.6,-221704,209844,-201
2011-06-22,37650.0,37850.0,871741.0,7.63,-329882,278672,-2290
2011-06-23,37800.0,38200.0,825121.0,7.7,-284285,203859,1656
2011-06-24,38400.0,38850.0,854261.0,7.83,-364951,309399,632
2011-06-27,38850.0,38850.0,724684.0,7.83,-258296,407633,3013
2011-06-28,39100.0,39300.0,847662.0,7.92,-320201,238041,10
2011-06-29,39350.0,39850.0,1417345.0,8.03,-606436,537012,-1696
2011-06-30,39950.0,40700.0,1922505.0,8.2,-432746,341740,6686
2011-07-01,41000.0,40600.0,1289318.0,8.18,-238747,194177,890
2011-07-04,40500.0,40700.0,890842.0,8.2,-170184,131948,-715
2011-07-05,40500.0,40650.0,406359.0,8.19,-55655,96245,80
2011-07-06,40550.0,40350.0,950754.0,8.13,-52040,51270,-50
2011-07-07,40050.0,39800.0,1829409.0,8.02,67218,-10959,-1159
2011-07-08,39300.0,39200.0,1659168.0,7.9,34074,-75031,120
2011-07-11,38950.0,39400.0,1011043.0,7.94,32291,-61531,-230
2011-07-12,39150.0,39950.0,1122265.0,8.05,-164108,50948,100
2011-07-13,39900.0,39950.0,581290.0,8.05,-78572,50412,200
2011-07-14,39750.0,39500.0,822407.0,7.96,174056,-70006,80
2011-07-15,39300.0,39050.0,661992.0,7.87,81633,-101153,2090
2011-07-18,39150.0,38650.0,705944.0,7.79,226450,-150210,950
2011-07-19,38450.0,38650.0,621289.0,7.79,74685,-138135,120
2011-07-20,38800.0,38850.0,539177.0,7.83,-25738,-118442,-2840
2011-07-21,39050.0,39050.0,461286.0,7.87,16220,-12910,850
2011-07-22,39300.0,38950.0,814217.0,7.85,183675,-171185,810
2011-07-25,38950.0,38750.0,746924.0,7.81,76475,-30075,-2120
2011-07-26,38800.0,39350.0,1179674.0,7.93,-211963,182153,-580
2011-07-27,39450.0,39500.0,877029.0,7.96,-46962,43852,-800
2011-07-28,39250.0,39400.0,493207.0,7.94,-166669,182467,-1838
2011-07-29,39450.0,39550.0,1100423.0,7.97,-84545,117233,2332
2011-08-01,39950.0,40000.0,600010.0,8.06,-194464,187265,-151
2011-08-02,39750.0,39950.0,1320571.0,8.05,-316267,399086,3451
2011-08-03,39700.0,39550.0,930114.0,7.97,-138644,239994,480
2011-08-04,39750.0,40200.0,1490486.0,8.1,-520821,469961,-270
2011-08-05,39300.0,38800.0,2009329.0,7.82,-833835,808840,-225
2011-08-08,38450.0,37550.0,2545005.0,7.57,-581728,543474,-6996
2011-08-09,36500.0,36400.0,2569875.0,7.33,-409534,384240,1496
2011-08-10,37050.0,35050.0,2390387.0,7.06,725958,-735532,-24196
2011-08-11,33850.0,34200.0,3100498.0,6.89,434438,-375204,7566
2011-08-12,34500.0,34200.0,1750708.0,6.89,324289,-315656,-39372
2011-08-16,34700.0,35400.0,2220160.0,7.13,222669,-32329,-227330
2011-08-17,35300.0,36500.0,1343399.0,7.35,-260184,197996,23978
2011-08-18,36450.0,38750.0,3180097.0,7.81,-719138,861275,-122762
2011-08-19,38050.0,38300.0,3121599.0,7.72,-1134016,1335556,-304390
2011-08-22,38300.0,38100.0,1567295.0,7.68,-375369,527899,-232510
2011-08-23,38200.0,38350.0,1631733.0,7.73,-160104,333666,-60014
2011-08-24,38100.0,37400.0,1147859.0,7.54,72570,-31640,81150
2011-08-25,37050.0,36800.0,1058593.0,7.42,124437,24533,-171090
2011-08-26,36650.0,35650.0,1133329.0,7.18,182724,101776,-286160
2011-08-29,36000.0,37000.0,1607159.0,7.46,313322,15382,-288280
2011-08-30,36900.0,36700.0,896577.0,7.4,235694,15516,-270330
2011-08-31,36900.0,36750.0,1137325.0,7.41,193202,-166792,-21750
2011-09-01,36800.0,36200.0,1764390.0,7.29,441092,-197604,-155968
2011-09-02,36250.0,36650.0,1427210.0,7.38,-8836,-685504,720940
2011-09-05,36250.0,36500.0,1058677.0,7.35,-81778,128058,-72420
2011-09-06,36200.0,36600.0,1046547.0,7.37,-250940,259317,4940
2011-09-07,36700.0,37600.0,1062690.0,7.58,-291593,335176,-106283
2011-09-08,37700.0,38150.0,1467879.0,7.69,-463282,240332,251310
2011-09-09,37800.0,37400.0,689681.0,7.54,-34106,137636,-78310
2011-09-14,37000.0,36550.0,1027527.0,7.36,105379,143642,-294081
2011-09-15,36900.0,37400.0,1127235.0,7.54,-215149,256915,-51975
2011-09-16,37800.0,38100.0,1002614.0,7.68,-205055,97475,-27830
2011-09-19,37650.0,37300.0,908405.0,7.52,131634,76288,-71232
2011-09-20,37450.0,37100.0,836445.0,7.48,44171,-119595,36504
2011-09-21,37000.0,36650.0,1353841.0,7.38,391167,-169196,-204731
2011-09-22,36500.0,36400.0,1109437.0,7.33,98059,1781,108840
2011-09-23,35700.0,35200.0,1753125.0,7.09,69925,402315,-480950
2011-09-26,35600.0,35300.0,1344081.0,7.11,-386286,358416,-109270
2011-09-27,35850.0,36100.0,1236532.0,7.27,75141,-473213,386572
2011-09-28,36000.0,36000.0,1011699.0,7.25,18859,-158487,275748
2011-09-29,35850.0,36150.0,1087553.0,7.28,247520,-427180,224970
2011-09-30,36100.0,35850.0,1290341.0,7.22,-152356,-204274,392750
2011-10-04,35000.0,35450.0,1553759.0,7.14,-14114,184880,-202336
2011-10-05,35400.0,35600.0,1489754.0,7.17,-214059,276529,-175420
2011-10-06,36050.0,36200.0,823203.0,7.29,-153910,-189910,274930
2011-10-07,36250.0,35900.0,1086269.0,7.23,240603,-271683,76130
2011-10-10,35800.0,35750.0,524857.0,7.2,108196,-61310,11684
2011-10-11,35900.0,36100.0,713462.0,7.27,114210,-255565,104685
2011-10-12,36100.0,35700.0,851737.0,7.19,274650,7585,-182815
2011-10-13,35850.0,35900.0,1212571.0,7.23,22984,-98292,118914
2011-10-14,36000.0,36800.0,1265408.0,7.42,-382823,100327,256376
2011-10-17,37250.0,37300.0,1059482.0,7.52,8149,-203748,166669
2011-10-18,37100.0,37050.0,721369.0,7.47,-111107,35592,83345
2011-10-19,37250.0,37400.0,585554.0,7.54,-44330,45420,-24110
2011-10-20,37250.0,36950.0,709289.0,7.45,-42980,60190,-2520
2011-10-21,37000.0,37200.0,660658.0,7.5,-61119,49019,-21380
2011-10-24,37450.0,37600.0,702322.0,7.58,-15048,-22772,1580
2011-10-25,37600.0,37350.0,728300.0,7.53,104042,-123352,-490
2011-10-26,37300.0,37700.0,534259.0,7.6,-184200,154410,0
2011-10-27,37750.0,38000.0,621629.0,7.66,-98740,58220,-380
2011-10-28,38400.0,37600.0,1630926.0,7.58,354668,-231758,1160
2011-10-31,37600.0,37450.0,587110.0,7.55,-70547,131608,-1891
2011-11-01,37350.0,37200.0,683896.0,7.5,79193,-28403,1560
2011-11-02,36800.0,37050.0,666140.0,7.47,-122453,182841,-1680
2011-11-03,37200.0,36900.0,642336.0,7.44,75743,2127,21140
2011-11-04,37150.0,37100.0,931364.0,7.48,327470,-443395,28655
2011-11-07,37100.0,37050.0,536829.0,7.47,34798,56822,-870
2011-11-08,37050.0,36950.0,763698.0,7.45,158665,-232782,-33
2011-11-09,37100.0,36950.0,430138.0,7.45,-59672,-29132,-12506
2011-11-10,36600.0,36000.0,1286329.0,7.25,-103946,208976,-24950
2011-11-11,36450.0,36350.0,812252.0,7.32,282299,-215319,390
2011-11-14,36500.0,36350.0,904266.0,7.32,323929,-286039,-10
2011-11-15,36350.0,36150.0,595277.0,7.28,169256,-138002,-2986
2011-11-16,36300.0,35850.0,767268.0,7.22,203734,-102930,3520
2011-11-17,35900.0,36250.0,593820.0,7.3,68077,-100997,-370
2011-11-18,35750.0,35700.0,817183.0,7.19,159286,-138216,2720
2011-11-21,35750.0,35450.0,782918.0,7.14,237379,-184464,-62895
2011-11-22,35100.0,35450.0,696252.0,7.14,253283,-181463,-64570
2011-11-23,35400.0,35550.0,1215228.0,7.16,241485,-135841,-124430
2011-11-24,35800.0,36700.0,1359280.0,7.4,-156561,180161,2440
2011-11-25,36850.0,36400.0,865762.0,7.33,-51999,-30384,-6917
2011-11-28,36400.0,37000.0,833767.0,7.46,-191772,163049,-27384
2011-11-29,37100.0,37050.0,859043.0,7.47,-39747,-38763,-58550
2011-11-30,37050.0,36000.0,1835515.0,7.25,331207,421503,-813563
2011-12-01,36450.0,36600.0,1432249.0,7.37,-16787,37712,27773
2011-12-02,36500.0,37350.0,1026730.0,7.53,-263012,215872,48300
2011-12-05,37250.0,37200.0,700541.0,7.5,102829,89677,-190356
2011-12-06,37150.0,37150.0,718779.0,7.49,13355,135855,-134440
2011-12-07,37450.0,37850.0,1079851.0,7.63,-297492,192809,81123
2011-12-08,37000.0,36850.0,2313140.0,7.43,311505,-532496,261711
2011-12-09,36550.0,36550.0,1011277.0,7.36,308884,-108669,-160565
2011-12-12,36850.0,36750.0,462082.0,7.41,-66148,-13292,21630
2011-12-13,36500.0,36700.0,841635.0,7.4,-83299,190348,-2149
2011-12-14,36700.0,36800.0,488162.0,7.42,-5778,17748,-51930
2011-12-15,36800.0,36650.0,719699.0,7.38,48569,138161,-94070
2011-12-16,36850.0,37000.0,504376.0,7.46,24839,14691,26330
2011-12-19,37250.0,36450.0,1381742.0,7.34,-62305,119335,52140
2011-12-20,36500.0,37300.0,1151147.0,7.52,-163814,93464,133110
2011-12-21,37600.0,37950.0,968693.0,7.65,-310054,241914,57910
2011-12-22,37850.0,38000.0,778551.0,7.66,-241502,190442,-23130
2011-12-23,38100.0,38150.0,760228.0,7.69,-302864,239924,-55930
2011-12-26,38300.0,38300.0,1683436.0,7.72,-255221,284466,-28700
2011-12-27,38500.0,37650.0,2310430.0,7.59,-21908,307968,-294230
2011-12-28,35750.0,35850.0,2168296.0,7.22,283389,-14312,-158759
2011-12-29,35700.0,35650.0,1079493.0,7.18,-18146,19106,64070
2012-01-02,35800.0,35400.0,660071.0,6.39,124766,-81066,22800
2012-01-03,35350.0,35450.0,1474661.0,6.4,85102,-486169,282027
2012-01-04,35650.0,34900.0,1371913.0,6.3,299752,-393812,164610
2012-01-05,34900.0,34450.0,1755008.0,6.22,435664,-549691,147967
2012-01-06,34400.0,33700.0,2088308.0,6.08,597943,-285247,-221036
2012-01-09,33650.0,33150.0,1283936.0,5.98,272827,-353917,186620
2012-01-10,33300.0,33750.0,1248015.0,6.09,2589,-131067,-64630
2012-01-11,33900.0,33650.0,982329.0,6.07,-8400,-98343,138700
2012-01-12,33850.0,33700.0,1346962.0,6.08,44372,-648006,582570
2012-01-13,33600.0,33700.0,972149.0,6.08,357451,-331454,-19887
2012-01-16,33600.0,33200.0,839201.0,5.99,348896,-302106,21880
2012-01-17,33250.0,33350.0,1165698.0,6.02,226545,-324120,-15265
2012-01-18,33400.0,33450.0,704763.0,6.04,31847,-33027,13350
2012-01-19,33600.0,33750.0,854459.0,6.09,-123490,93213,-12253
2012-01-20,33650.0,33600.0,1199733.0,6.07,149791,-101681,-12780
2012-01-25,33700.0,33800.0,1358287.0,6.1,111147,-153837,-1540
2012-01-26,33850.0,34000.0,944871.0,6.14,150636,-100205,2179
2012-01-27,33850.0,33750.0,1071355.0,6.09,280620,-261717,-11540
2012-01-30,33600.0,33700.0,1011707.0,6.08,19321,-40460,-27341
2012-01-31,33500.0,33400.0,1306932.0,6.03,412287,-285866,-108151
2012-02-01,33450.0,33300.0,1114985.0,6.01,323131,-98541,-180630
2012-02-02,33450.0,33400.0,1031658.0,6.03,192474,-179956,-6078
2012-02-03,33450.0,33700.0,929576.0,6.08,-25707,43773,-2437
2012-02-06,33800.0,33500.0,1162756.0,6.05,239429,-40104,-188745
2012-02-07,33250.0,32900.0,2158019.0,5.94,397988,129621,-451329
2012-02-08,32900.0,32650.0,1604081.0,5.89,229897,-255208,29251
2012-02-09,32250.0,32200.0,1822837.0,5.81,415898,-613690,241771
2012-02-10,32050.0,32350.0,1672614.0,5.84,207480,-73121,-102819
2012-02-13,32300.0,32400.0,1037485.0,5.85,114398,149128,-295516
2012-02-14,32500.0,32550.0,980463.0,5.88,107318,82562,-109800
2012-02-15,32700.0,32500.0,807239.0,5.87,254427,-134970,-178927
2012-02-16,32300.0,32250.0,715184.0,5.82,150826,-115630,-31226
2012-02-17,32250.0,32300.0,882682.0,5.83,280177,-181799,-128907
2012-02-20,32250.0,32100.0,830734.0,5.79,262488,-298658,38550
2012-02-21,32050.0,32100.0,698366.0,5.79,47110,-53320,-3550
2012-02-22,32150.0,32550.0,995382.0,5.88,-152866,-9104,162180
2012-02-23,32700.0,32750.0,995515.0,5.91,-214801,97631,126640
2012-02-24,32900.0,32800.0,713379.0,5.92,-33741,-89009,127230
2012-02-27,32850.0,32500.0,598977.0,5.87,-56628,73887,-7849
2012-02-28,32600.0,32300.0,855338.0,5.83,173303,-136105,-46168
2012-02-29,32400.0,32600.0,872532.0,5.88,-100964,-97586,250750
2012-03-02,32850.0,32800.0,1049843.0,5.92,-282555,-40298,349183
2012-03-05,32900.0,32650.0,567021.0,5.89,235,-10225,29150
2012-03-06,32550.0,32650.0,706014.0,5.89,22688,9650,-50718
2012-03-07,32300.0,32300.0,768159.0,5.83,174721,-143987,14336
2012-03-08,32450.0,32400.0,1108721.0,5.85,196198,-111340,-118238
2012-03-09,32400.0,32250.0,792288.0,5.82,310346,-336415,-7211
2012-03-12,32200.0,32100.0,695682.0,5.79,153753,-162263,16060
2012-03-13,32000.0,32050.0,489217.0,5.79,56307,-102810,-2547
2012-03-14,32150.0,32000.0,676042.0,5.78,168467,-142097,-1480
2012-03-15,31950.0,31950.0,545983.0,5.77,64863,-84493,6720
2012-03-16,31900.0,32250.0,1260489.0,5.82,197915,-107735,-102650
2012-03-19,32300.0,32500.0,1589201.0,5.87,149175,176901,-355846
2012-03-20,32750.0,32500.0,711295.0,5.87,25592,-62820,81678
2012-03-21,32500.0,33100.0,1346563.0,5.97,-59299,-147062,18101
2012-03-22,32900.0,32850.0,841881.0,5.93,-31707,74707,-105110
2012-03-23,32800.0,32400.0,652821.0,5.85,202448,-79908,-102320
2012-03-26,32400.0,32450.0,474650.0,5.86,111955,-2578,-115197
2012-03-27,32450.0,32250.0,525928.0,5.82,44997,30063,-69220
2012-03-28,32250.0,32250.0,347049.0,5.82,-20188,53110,-32202
2012-03-29,32150.0,31700.0,1503175.0,5.72,281262,134473,-361975
2012-03-30,31550.0,31450.0,1186687.0,5.68,363080,10797,-370427
2012-04-02,31400.0,31600.0,904872.0,5.7,161163,78954,-260867
2012-04-03,31550.0,31250.0,1102556.0,5.64,47141,-19926,-96705
2012-04-04,31050.0,30700.0,1073107.0,5.54,-13948,-108093,84181
2012-04-05,30600.0,30650.0,656691.0,5.53,21726,30054,103440
2012-04-06,30550.0,30600.0,463137.0,5.52,55726,24063,-32890
2012-04-09,30600.0,30550.0,490343.0,5.51,69735,16945,-4220
2012-04-10,30850.0,30950.0,926011.0,5.59,-84640,133203,2550
2012-04-12,31150.0,30900.0,809508.0,5.58,36062,-107792,107750
2012-04-13,30750.0,30850.0,606383.0,5.57,184631,44343,-234114
2012-04-16,30800.0,30600.0,573859.0,5.52,231410,-95118,-74062
2012-04-17,30500.0,30350.0,673738.0,5.48,190074,-26886,-197768
2012-04-18,30300.0,30300.0,820785.0,5.47,224913,59917,-302670
2012-04-19,30150.0,29800.0,1532645.0,5.38,691314,-384460,-254794
2012-04-20,29850.0,29800.0,742352.0,5.38,12737,104220,-121717
2012-04-23,29800.0,29850.0,546078.0,5.39,116748,65921,-198949
2012-04-24,29850.0,29800.0,775128.0,5.38,10376,106438,-90774
2012-04-25,29950.0,29800.0,481386.0,5.38,-32801,129401,-105730
2012-04-26,29900.0,29650.0,428878.0,5.35,-56569,89874,-63915
2012-04-27,29600.0,30000.0,2197606.0,5.42,-70921,-250248,368629
2012-04-30,29850.0,29400.0,744364.0,5.31,206517,27102,-234209
2012-05-02,29350.0,29300.0,1400916.0,5.29,255805,-93515,-149430
2012-05-03,29150.0,29000.0,585944.0,5.23,100456,-101486,-32740
2012-05-04,28900.0,28800.0,776907.0,5.2,196770,-62240,-107650
2012-05-07,28650.0,30500.0,3070549.0,5.51,-871055,798576,56129
2012-05-08,30450.0,30500.0,1033796.0,5.51,1971,233839,-279170
2012-05-09,30450.0,30550.0,683634.0,5.51,-54076,69134,-77858
2012-05-10,30350.0,30050.0,684282.0,5.42,138954,-121994,35790
2012-05-11,30050.0,29650.0,579557.0,5.35,13004,54614,-54278
2012-05-14,29500.0,30000.0,1173176.0,5.42,-138569,246087,-133738
2012-05-15,30000.0,30250.0,2795666.0,5.46,-416708,895372,-562634
2012-05-16,30400.0,29750.0,1482994.0,5.37,-185111,470590,-376939
2012-05-17,29750.0,29550.0,924232.0,5.33,131866,62808,-137784
2012-05-18,29400.0,29100.0,1127587.0,5.25,-3385,-40896,29531
2012-05-21,29200.0,28700.0,875797.0,5.18,191036,-65046,-92130
2012-05-22,28850.0,28850.0,1483852.0,5.21,271383,-251925,-2868
2012-05-23,28750.0,28300.0,1507777.0,5.11,314600,674,-370094
2012-05-24,28150.0,27700.0,1142235.0,5.0,359024,-219434,-167480
2012-05-25,27900.0,27800.0,841333.0,5.02,112883,-142738,4965
2012-05-29,28000.0,28050.0,988276.0,5.06,55700,157747,-231037
2012-05-30,27900.0,27800.0,741385.0,5.02,196898,128561,-249469
2012-05-31,27650.0,27950.0,1422214.0,5.05,-59696,442090,-390734
2012-06-01,27950.0,28350.0,1238800.0,5.12,-96879,568280,-461901
2012-06-04,27900.0,28750.0,2857309.0,5.19,-807442,1048994,-507782
2012-06-05,28550.0,29100.0,1517441.0,5.25,-427667,447687,-64600
2012-06-07,28950.0,29450.0,1214444.0,5.32,-174336,18520,164686
2012-06-08,29200.0,29350.0,784917.0,5.3,-137598,-88640,262498
2012-06-11,29250.0,29050.0,1224651.0,5.24,-15845,-215179,265614
2012-06-12,28700.0,28400.0,1195279.0,5.13,299443,-44378,-142855
2012-06-13,28450.0,28100.0,923854.0,5.07,147011,-67619,-69572
2012-06-14,27950.0,28350.0,915249.0,5.12,-22093,86626,31837
2012-06-15,28250.0,28350.0,884032.0,5.12,87946,-73211,54485
2012-06-18,28400.0,28600.0,721132.0,5.16,-46139,145452,-54733
2012-06-19,28500.0,28600.0,501686.0,5.16,2268,82645,-57533
2012-06-20,28700.0,28900.0,558853.0,5.22,-101841,55467,115384
2012-06-21,28850.0,29100.0,554981.0,5.25,-163040,94262,100598
2012-06-22,28800.0,28500.0,864430.0,5.14,70033,177327,-84000
2012-06-25,28650.0,28100.0,719984.0,5.07,198628,-82372,-44346
2012-06-26,28400.0,28950.0,1910095.0,5.23,-351304,518262,-113858
2012-06-27,29100.0,29150.0,994335.0,5.26,-169655,112578,-20563
2012-06-28,29250.0,29550.0,1038480.0,5.33,-273002,120662,132980
2012-06-29,29650.0,30350.0,1976879.0,5.48,-752280,458150,261580
2012-07-02,30300.0,30650.0,1022836.0,5.53,-312012,100793,293949
2012-07-03,30700.0,31150.0,1281930.0,5.62,-517458,505794,73124
2012-07-04,31000.0,31200.0,923041.0,5.63,-307800,153750,174480
2012-07-05,31000.0,30950.0,802710.0,5.59,-51395,-394242,475227
2012-07-06,30950.0,30750.0,431237.0,5.55,-102258,-15582,136660
2012-07-09,30650.0,31250.0,1035802.0,5.64,-331835,420387,-142422
2012-07-10,31600.0,32250.0,2028700.0,5.82,-878117,188447,683100
2012-07-11,32050.0,32700.0,1665445.0,5.9,-719829,467618,230841
2012-07-12,32800.0,32700.0,1812415.0,5.9,-627790,292600,362290
2012-07-13,32700.0,32800.0,1000712.0,5.92,-175528,93714,71236
2012-07-16,33150.0,32600.0,593310.0,5.88,-156905,244115,-86970
2012-07-17,32800.0,32800.0,688332.0,5.92,-209225,81475,129860
2012-07-18,32650.0,32750.0,983286.0,5.91,-203192,122922,79640
2012-07-19,32750.0,32050.0,1008252.0,5.79,-9120,65558,-57268
2012-07-20,31900.0,31300.0,1822122.0,5.65,55774,144649,-201353
2012-07-23,31300.0,31550.0,1115969.0,5.69,-120152,422060,-301488
2012-07-24,31600.0,33150.0,2134884.0,5.98,-1040583,828168,207165
2012-07-25,33000.0,33000.0,1636009.0,5.96,-410340,154177,229363
2012-07-26,32850.0,32950.0,851550.0,5.95,-171957,-27663,173210
2012-07-27,33000.0,33000.0,862986.0,5.96,-160012,229962,-67110
2012-07-30,32200.0,32000.0,2747269.0,5.78,435099,-636419,201650
2012-07-31,31700.0,32250.0,1320078.0,5.82,-128256,399395,-250549
2012-08-01,32300.0,32100.0,709536.0,5.79,13294,158786,-175770
2012-08-02,32100.0,32200.0,566383.0,5.81,-119821,166001,-47080
2012-08-03,32150.0,32900.0,1140936.0,5.94,-369282,371278,-34686
2012-08-06,32750.0,32350.0,1261791.0,5.84,226911,-113671,-112520
2012-08-07,32400.0,31750.0,1594539.0,5.73,494793,-478523,-6620
2012-08-08,31750.0,32100.0,1170827.0,5.79,-130674,139987,-14993
2012-08-09,32100.0,32550.0,1734179.0,5.88,-48471,52481,-7350
2012-08-10,32350.0,32650.0,794989.0,5.89,-109570,75829,-13729
2012-08-13,32700.0,33350.0,1268723.0,6.02,-484506,434986,35090
2012-08-14,33500.0,34050.0,1607530.0,6.15,-398218,323305,72762
2012-08-16,33900.0,34450.0,1309465.0,6.22,-541539,393420,149159
2012-08-17,34400.0,34150.0,789920.0,6.16,11961,166369,-173520
2012-08-20,34300.0,34250.0,711299.0,6.18,-51983,247110,-205310
2012-08-21,34350.0,34300.0,704221.0,6.19,-182439,296751,-114252
2012-08-22,34250.0,35050.0,2183633.0,6.33,-690180,-43609,741329
2012-08-23,34750.0,34850.0,1441139.0,6.29,-106040,308240,-195090
2012-08-24,34850.0,34650.0,1398827.0,6.25,-162002,-58203,232555
2012-08-27,34800.0,35000.0,1247534.0,6.32,-253363,412383,-165800
2012-08-28,35000.0,35300.0,1427725.0,6.37,-208067,-255703,468300
2012-08-29,35300.0,35200.0,1390301.0,6.35,-205473,-135726,339919
2012-08-30,35000.0,34350.0,1220317.0,6.2,203333,-46253,-76440
2012-08-31,34300.0,34400.0,697765.0,6.21,5526,-211,56435
