Symbol,제일기획_시가(원),제일기획_종가(원),제일기획_거래량(주),제일기획_PER(IFRS-연결),제일기획_순매수수량(개인)(주),제일기획_순매수수량(기관계)(주),제일기획_순매수수량(외국인계)(주)
2009-05-28,226000.0,228000.0,30755.0,12.14,-1719,-9942,11687
2009-05-29,227000.0,225500.0,18208.0,12.0,1462,-3503,1916
2009-06-01,225500.0,221000.0,16579.0,11.76,5038,-10424,5563
2009-06-02,221500.0,219500.0,31075.0,11.68,6042,-8532,4464
2009-06-03,222000.0,218000.0,35641.0,11.6,11238,-4252,-9598
2009-06-04,215000.0,210000.0,38508.0,11.18,7142,-703,-3823
2009-06-05,210000.0,205500.0,26773.0,10.94,13473,-6436,-6195
2009-06-08,204500.0,208500.0,30791.0,11.1,2519,-7499,5954
2009-06-09,213500.0,208000.0,19566.0,11.07,2302,-8303,3942
2009-06-10,211000.0,213500.0,34754.0,11.36,-2656,9009,-4819
2009-06-11,215500.0,214500.0,35637.0,11.42,-6385,3655,3883
2009-06-12,214500.0,222500.0,34094.0,11.84,-12196,391,13426
2009-06-15,220500.0,223000.0,24053.0,11.87,-2832,3727,738
2009-06-16,224500.0,223500.0,21047.0,11.9,2835,-457,-2311
2009-06-17,222000.0,224000.0,32401.0,11.92,-6923,6930,-472
2009-06-18,224500.0,224500.0,8848.0,11.95,-1666,1684,-253
2009-06-19,229000.0,226000.0,21839.0,12.03,-7186,1443,5653
2009-06-22,223500.0,226000.0,17500.0,12.03,-1204,-227,1515
2009-06-23,222500.0,228000.0,19615.0,12.14,-2886,3985,-1099
2009-06-24,232000.0,230000.0,13048.0,12.24,-1449,1758,-343
2009-06-25,227500.0,232000.0,23939.0,12.35,-4335,-5196,9250
2009-06-26,232500.0,234000.0,14399.0,12.46,-518,1919,-887
2009-06-29,230500.0,235500.0,18659.0,12.54,-2541,1770,1654
2009-06-30,236500.0,234000.0,20610.0,12.46,-6,377,1207
2009-07-01,231000.0,238000.0,24069.0,12.67,-2100,-727,1798
2009-07-02,238000.0,239000.0,28291.0,12.72,-148,-9643,6882
2009-07-03,239000.0,235500.0,7528.0,12.54,-1053,2706,-2094
2009-07-06,234000.0,228000.0,18130.0,12.14,4140,-3008,304
2009-07-07,229000.0,240000.0,47782.0,12.78,-4470,-10954,16042
2009-07-08,240500.0,243500.0,19050.0,12.96,-266,-1700,2224
2009-07-09,244000.0,250000.0,39815.0,13.31,-4795,-5104,8796
2009-07-10,250000.0,255500.0,32627.0,13.6,-1030,-8056,9350
2009-07-13,257000.0,256500.0,28136.0,13.65,-1703,-15744,17125
2009-07-14,260500.0,252000.0,27900.0,13.41,-913,-13888,14426
2009-07-15,252000.0,263000.0,38688.0,14.0,-6191,-21146,29018
2009-07-16,260000.0,256500.0,21367.0,13.65,1929,-12639,11283
2009-07-17,258500.0,263500.0,34377.0,14.03,-1724,-14827,17427
2009-07-20,264000.0,268000.0,27563.0,14.27,-1648,-8455,10215
2009-07-21,268000.0,275000.0,28352.0,14.64,-1900,-10857,13105
2009-07-22,273500.0,264000.0,29782.0,14.05,5304,-4524,-501
2009-07-23,269000.0,263000.0,27229.0,14.0,-710,-8415,9705
2009-07-24,263000.0,264000.0,20242.0,14.05,2395,-878,454
2009-07-27,264000.0,258000.0,26799.0,13.73,3333,-10865,7967
2009-07-28,257500.0,275500.0,35504.0,14.67,-8145,-4232,10855
2009-07-29,277500.0,275500.0,11019.0,14.67,-765,-2758,3285
2009-07-30,275000.0,268000.0,7047.0,14.27,703,-1239,378
2009-07-31,265500.0,270000.0,14408.0,14.37,722,-4922,4968
2009-08-03,268000.0,265000.0,12775.0,14.11,3166,-3599,1131
2009-08-04,265500.0,260000.0,34435.0,13.84,8496,-8462,1395
2009-08-05,259000.0,259500.0,11306.0,13.81,-519,-2317,2889
2009-08-06,262000.0,259000.0,9695.0,13.79,566,-1361,989
2009-08-07,264000.0,268500.0,31552.0,14.29,-2935,-11293,12229
2009-08-10,268000.0,269500.0,14695.0,14.35,-1438,-2149,3583
2009-08-11,269000.0,286500.0,44356.0,15.25,-10229,9659,584
2009-08-12,286500.0,280000.0,16413.0,14.91,-573,4638,-4555
2009-08-13,277500.0,269000.0,17893.0,14.32,3168,-3100,-76
2009-08-14,272000.0,276000.0,13533.0,14.69,-2176,742,1451
2009-08-17,281500.0,277500.0,12937.0,14.77,-1307,-1347,3372
2009-08-18,280000.0,282000.0,27509.0,15.01,-3569,939,2226
2009-08-19,280000.0,277500.0,15398.0,14.77,1944,-1920,-256
2009-08-20,275000.0,279000.0,14402.0,14.85,-1946,-4099,5611
2009-08-21,278000.0,278500.0,10162.0,14.83,511,-134,-366
2009-08-24,278500.0,276500.0,17391.0,14.72,1269,-2606,1650
2009-08-25,275000.0,280000.0,21002.0,14.91,-3345,-6136,9608
2009-08-26,278500.0,281000.0,10226.0,14.96,-710,-649,1315
2009-08-27,279500.0,274000.0,14902.0,14.59,5089,-778,-4249
2009-08-28,272000.0,275500.0,17110.0,14.67,-812,6153,-5526
2009-08-31,273000.0,271500.0,7645.0,14.45,-830,859,-10
2009-09-01,271500.0,279500.0,12252.0,14.88,-2891,-987,3816
2009-09-02,281000.0,278000.0,10436.0,14.8,-719,-2135,2802
2009-09-03,282000.0,278500.0,8878.0,14.83,211,420,-580
2009-09-04,278500.0,276500.0,17667.0,14.72,1700,-10617,8872
2009-09-07,274500.0,271500.0,23290.0,14.45,3157,-4453,1229
2009-09-08,273000.0,279000.0,20773.0,14.85,-3735,373,2704
2009-09-09,281500.0,268500.0,16454.0,14.29,4746,681,-5502
2009-09-10,271500.0,280000.0,51648.0,14.91,-3576,-22210,23398
2009-09-11,280000.0,290000.0,39507.0,15.44,-4210,-7758,12013
2009-09-14,290000.0,286000.0,25669.0,15.22,-4084,-2517,5436
2009-09-15,292500.0,289000.0,15483.0,15.38,-1254,-813,1938
2009-09-16,287500.0,299000.0,22621.0,15.92,-2983,-3534,6135
2009-09-17,296000.0,315500.0,44165.0,16.79,-7302,-8101,15213
2009-09-18,311000.0,298500.0,36202.0,15.89,9874,-10949,1127
2009-09-21,297000.0,288000.0,74853.0,15.33,19617,13818,-33890
2009-09-22,288000.0,288000.0,19286.0,15.33,3327,-7652,4989
2009-09-23,288500.0,288000.0,19800.0,15.33,364,792,-1151
2009-09-24,291000.0,288500.0,14304.0,15.36,-1667,-1420,2653
2009-09-25,289000.0,284000.0,25161.0,15.12,742,7265,-7253
2009-09-28,280500.0,278000.0,17081.0,14.8,2157,1272,-4579
2009-09-29,279500.0,282500.0,36526.0,15.04,378,5494,-6677
2009-09-30,285000.0,290500.0,33543.0,15.46,-9979,4451,4778
2009-10-01,291000.0,287500.0,14028.0,15.3,-1499,2363,-853
2009-10-05,290000.0,283500.0,13171.0,15.09,-1550,822,1020
2009-10-06,283500.0,291000.0,20139.0,15.49,-4876,-5595,10301
2009-10-07,290500.0,305000.0,24212.0,16.24,-10263,-2695,12963
2009-10-08,301000.0,299500.0,19349.0,15.94,483,-177,-1230
2009-10-09,300000.0,297500.0,12152.0,15.84,1025,108,-99
2009-10-12,301000.0,303000.0,14790.0,16.13,-500,-683,1614
2009-10-13,302000.0,299000.0,17235.0,15.92,-379,-9297,9700
2009-10-14,299000.0,300000.0,10964.0,15.97,-603,2461,-1872
2009-10-15,297000.0,300000.0,9754.0,15.97,330,-1468,46
2009-10-16,296500.0,303500.0,10685.0,16.16,-2710,-1328,908
2009-10-19,301000.0,305000.0,12440.0,16.24,-1410,-2297,3060
2009-10-20,308500.0,308000.0,19140.0,16.4,-1671,-8014,9712
2009-10-21,308000.0,301500.0,11218.0,16.05,1812,-1441,331
2009-10-22,297500.0,296500.0,7239.0,15.78,637,-3075,2455
2009-10-23,296500.0,318000.0,27006.0,16.93,-4799,-3698,9416
2009-10-26,310000.0,310500.0,12519.0,16.53,1754,-117,-536
2009-10-27,308500.0,303000.0,14054.0,16.13,2166,-757,-1384
2009-10-28,302500.0,308000.0,18872.0,16.4,-5139,5140,-669
2009-10-29,312500.0,308000.0,41612.0,16.4,1031,2775,-4486
2009-10-30,307000.0,305000.0,18219.0,16.24,-102,4296,-4189
2009-11-02,295500.0,300000.0,14601.0,15.97,-1013,-293,1279
2009-11-03,298500.0,300500.0,16025.0,16.0,274,-634,362
2009-11-04,304500.0,300000.0,8213.0,15.97,895,-704,-142
2009-11-05,297000.0,290000.0,21633.0,15.44,6456,-4307,-707
2009-11-06,290000.0,294500.0,16383.0,15.68,-2639,4347,-1702
2009-11-09,297000.0,298500.0,10506.0,15.89,-2578,4620,-2046
2009-11-10,300000.0,301500.0,16159.0,16.05,-1250,-7956,9624
2009-11-11,305000.0,308000.0,11584.0,16.4,-4847,-1247,5914
2009-11-12,307000.0,305500.0,9432.0,16.26,-1477,-1629,2718
2009-11-13,310500.0,300000.0,12412.0,15.97,1472,169,-2312
2009-11-16,300000.0,297000.0,18083.0,15.81,5609,-4964,2888
2009-11-17,296500.0,300000.0,7494.0,15.97,64,-2396,2373
2009-11-18,302000.0,308000.0,23055.0,16.4,-4746,3511,1182
2009-11-19,306500.0,305500.0,13595.0,16.26,1504,4483,-5478
2009-11-20,306500.0,301000.0,15482.0,16.02,2574,68,-2489
2009-11-23,301500.0,300000.0,13509.0,15.97,2744,522,-3258
2009-11-24,299500.0,302000.0,8537.0,16.08,-357,-1309,1607
2009-11-25,299500.0,303500.0,5971.0,16.16,-172,67,365
2009-11-26,300000.0,306500.0,14990.0,16.32,-2070,-2792,4960
2009-11-27,302500.0,296000.0,10102.0,15.76,929,1319,-2264
2009-11-30,300500.0,300000.0,24602.0,15.97,2609,-5173,3108
2009-12-01,297500.0,299500.0,12868.0,15.94,2702,-776,-1629
2009-12-02,297000.0,310000.0,19543.0,16.5,-8350,3713,4525
2009-12-03,307000.0,313000.0,9143.0,16.66,-3910,4483,-591
2009-12-04,313000.0,323000.0,26202.0,17.19,-4562,4534,2056
2009-12-07,329000.0,324500.0,19025.0,17.27,-735,946,-387
2009-12-08,326500.0,329000.0,15165.0,17.51,-1416,-3414,4402
2009-12-09,330000.0,333000.0,17692.0,17.73,-906,-5476,5954
2009-12-10,335500.0,337000.0,36993.0,17.94,983,-3652,2338
2009-12-11,337000.0,320000.0,31844.0,17.03,6263,-14646,8771
2009-12-14,321000.0,322500.0,20193.0,17.17,-2477,-8211,11348
2009-12-15,319500.0,323000.0,7902.0,17.19,-61,-2707,3136
2009-12-16,327500.0,323000.0,15254.0,17.19,-822,-5714,6462
2009-12-17,321000.0,318000.0,14085.0,16.93,2240,-6812,4706
2009-12-18,317500.0,318500.0,10442.0,16.96,674,-4348,3885
2009-12-21,322000.0,318500.0,10743.0,16.96,1872,-1350,955
2009-12-22,319500.0,308500.0,17142.0,16.42,7078,-9443,1563
2009-12-23,311500.0,316000.0,10280.0,16.82,-1016,-3902,4989
2009-12-24,313500.0,314000.0,29510.0,16.72,7199,-10533,3267
2009-12-28,311500.0,312000.0,19154.0,16.61,1322,-4927,2803
2009-12-29,309500.0,306000.0,17593.0,16.29,3160,-1095,-2025
2009-12-30,306000.0,315000.0,15773.0,16.77,-862,-1108,1959
2010-01-04,315000.0,311000.0,6709.0,15.66,551,-1173,888
2010-01-05,313000.0,306000.0,12453.0,15.41,4873,-5846,2306
2010-01-06,305000.0,302500.0,20783.0,15.24,9430,-9729,921
2010-01-07,302500.0,299000.0,34168.0,15.06,5142,-5284,1049
2010-01-08,299500.0,291000.0,21714.0,14.66,9181,-8316,-181
2010-01-11,294000.0,286000.0,41078.0,14.4,13169,-9067,1526
2010-01-12,289000.0,297500.0,25229.0,14.98,-4331,-4227,8994
2010-01-13,297500.0,296000.0,21037.0,14.91,-4942,5706,-630
2010-01-14,296500.0,303000.0,23701.0,15.26,-4442,2096,1344
2010-01-15,303000.0,305000.0,11765.0,15.36,-1968,-1109,1992
2010-01-18,301500.0,300000.0,14157.0,15.11,-639,-718,1417
2010-01-19,303500.0,296500.0,12591.0,14.93,1978,843,-2529
2010-01-20,297000.0,290000.0,17871.0,14.61,6372,-6473,333
2010-01-21,290000.0,290000.0,28713.0,14.61,2109,-1216,-444
2010-01-22,289500.0,282000.0,18084.0,14.2,7600,-566,-6613
2010-01-25,281500.0,286500.0,12397.0,14.43,-1536,3996,-3647
2010-01-26,285500.0,287000.0,14122.0,14.45,-1064,3772,-2665
2010-01-27,288000.0,282000.0,12192.0,14.2,2127,4348,-7175
2010-01-28,282500.0,275000.0,35314.0,13.85,8416,2049,-10735
2010-01-29,271500.0,264000.0,37829.0,13.3,7462,3135,-9262
2010-02-01,265000.0,263500.0,24763.0,13.27,3289,-5096,1701
2010-02-02,264500.0,270000.0,17650.0,13.6,-1857,3070,-1556
2010-02-03,270000.0,270000.0,23232.0,13.6,3933,4073,-7930
2010-02-04,273000.0,274500.0,17323.0,13.82,-3884,965,2986
2010-02-05,270000.0,281500.0,22555.0,14.18,-8342,2146,6092
2010-02-08,278000.0,280500.0,7879.0,14.13,-1263,3160,-1408
2010-02-09,280500.0,273500.0,14513.0,13.77,2627,-461,-2112
2010-02-10,272000.0,273500.0,9883.0,13.77,847,26,-867
2010-02-11,276500.0,279000.0,16205.0,14.05,-2968,5495,-3162
2010-02-12,277000.0,284500.0,14014.0,14.33,-2005,794,1145
2010-02-16,286500.0,292000.0,14652.0,14.71,-6277,3291,3615
2010-02-17,292000.0,292000.0,14082.0,14.71,-1614,809,1474
2010-02-18,295000.0,295500.0,9870.0,14.88,-2115,-3918,6236
2010-02-19,295500.0,293500.0,5166.0,14.78,-1639,303,1209
2010-02-22,294500.0,294500.0,12134.0,14.83,-1034,-2316,3120
2010-02-23,294500.0,298000.0,64969.0,15.01,10787,-6271,-1552
2010-02-24,302000.0,303000.0,29245.0,15.26,4211,1318,-5338
2010-02-25,302000.0,307500.0,20918.0,15.49,-4548,-2990,7530
2010-02-26,308000.0,303000.0,21573.0,15.26,4312,-3568,-381
2010-03-02,308500.0,305500.0,12016.0,15.39,583,-3061,2908
2010-03-03,305500.0,305000.0,26248.0,15.36,1531,-254,-950
2010-03-04,314000.0,310000.0,35521.0,15.61,-4146,-9582,14139
2010-03-05,312500.0,314500.0,14444.0,15.84,-677,-2798,2761
2010-03-08,316000.0,315000.0,20196.0,15.86,4894,53,-4829
2010-03-09,314500.0,308500.0,16865.0,15.54,8202,-6846,-1199
2010-03-10,307000.0,305000.0,11487.0,15.36,2837,-3903,2138
2010-03-11,304500.0,302000.0,32062.0,15.21,11151,-9982,-1177
2010-03-12,303000.0,300000.0,26545.0,15.11,7084,-4637,4254
2010-03-15,302500.0,302500.0,11374.0,15.24,220,-125,568
2010-03-16,303000.0,303500.0,14097.0,15.29,-365,-3474,3590
2010-03-17,305500.0,315500.0,30517.0,15.89,-5704,-1105,6781
2010-03-18,311500.0,312500.0,21911.0,15.74,-76,-8311,8132
2010-03-19,315000.0,321000.0,32063.0,16.17,-196,-12590,12604
2010-03-22,324500.0,328000.0,36174.0,16.52,4410,-12896,10167
2010-03-23,331000.0,336000.0,26655.0,16.92,3657,-12411,7575
2010-03-24,340000.0,330000.0,39810.0,16.62,2999,-14069,11648
2010-03-25,329500.0,329000.0,13278.0,16.57,6016,-4420,244
2010-03-26,327500.0,325000.0,13933.0,16.37,7166,-3509,-3064
2010-03-29,324000.0,330000.0,18028.0,16.62,1131,-5540,4420
2010-03-30,330000.0,334000.0,16225.0,16.82,2060,-7074,4881
2010-03-31,335000.0,335000.0,17672.0,16.87,4952,-6681,-1564
2010-04-01,337000.0,337000.0,17700.0,16.97,2224,-6558,2173
2010-04-02,339000.0,336000.0,15588.0,16.92,1365,-5507,6200
2010-04-05,335500.0,340000.0,22678.0,17.12,1644,-4906,2376
2010-04-06,341500.0,339500.0,28906.0,17.1,10032,-5733,-3976
2010-04-07,340000.0,345000.0,33466.0,17.38,-693,-7318,8070
2010-04-08,344000.0,335500.0,37864.0,16.9,11053,-7748,-2327
2010-04-09,335500.0,333000.0,17522.0,16.77,3255,-1329,-1619
2010-04-12,333500.0,336500.0,17678.0,16.95,-1134,88,140
2010-04-13,337000.0,337000.0,11071.0,16.97,4002,-1753,-1430
2010-04-14,336500.0,347000.0,20617.0,17.48,-2722,-1806,3507
2010-04-15,348000.0,356000.0,35022.0,17.93,-2607,-2717,6194
2010-04-16,356500.0,352000.0,16907.0,17.73,11467,-7027,-2699
2010-04-19,350000.0,350000.0,17403.0,17.63,6737,-1686,-5133
2010-04-20,353000.0,350500.0,19293.0,17.65,5994,-1812,-3812
2010-04-21,350500.0,349000.0,54820.0,17.58,13691,2683,-16513
2010-04-22,349000.0,349000.0,0.0,17.58,0,0,0
2010-04-23,349000.0,349000.0,0.0,17.58,0,0,0
2010-04-26,349000.0,349000.0,0.0,17.58,0,0,0
2010-04-27,349000.0,349000.0,0.0,17.58,0,0,0
2010-04-28,349000.0,349000.0,0.0,17.58,0,0,0
2010-04-29,349000.0,349000.0,0.0,17.58,0,0,0
2010-04-30,349000.0,349000.0,0.0,17.58,0,0,0
2010-05-03,349000.0,349000.0,0.0,17.58,0,0,0
2010-05-04,349000.0,349000.0,0.0,17.58,0,0,0
2010-05-06,349000.0,349000.0,0.0,17.58,0,0,0
2010-05-07,349000.0,349000.0,0.0,17.58,0,0,0
2010-05-10,13550.0,13150.0,1865102.0,16.51,194009,144861,-375730
2010-05-11,13400.0,13050.0,1119981.0,16.38,92179,52946,-137275
2010-05-12,13200.0,12950.0,598582.0,16.26,31827,10888,-67495
2010-05-13,13050.0,13200.0,1059284.0,16.57,93004,101064,-181888
2010-05-14,12950.0,12850.0,1054185.0,16.13,44340,236020,-287550
2010-05-17,12700.0,13200.0,734488.0,16.57,-55717,79718,-49461
2010-05-18,13400.0,13350.0,1240790.0,16.76,93603,59257,-242180
2010-05-19,13350.0,13150.0,393205.0,16.51,9249,49641,-17120
2010-05-20,13050.0,13100.0,467080.0,16.45,-151676,90758,39108
2010-05-24,13000.0,13050.0,490751.0,16.38,-30005,-3315,55480
2010-05-25,12800.0,12000.0,1370209.0,15.07,123121,303869,-385410
2010-05-26,12100.0,12400.0,812330.0,15.57,-81025,163646,-172341
2010-05-27,12400.0,12300.0,914025.0,15.44,250481,72459,-341820
2010-05-28,12500.0,12000.0,1122030.0,15.07,459675,27573,-475553
2010-05-31,12100.0,12600.0,1157080.0,15.82,-910,-48440,-9960
2010-06-01,12750.0,13000.0,754251.0,16.32,-90510,45050,51370
2010-06-03,13400.0,13200.0,685402.0,16.57,89770,-59660,-45860
2010-06-04,13200.0,13200.0,476535.0,16.57,-41868,29850,39338
2010-06-07,12950.0,13200.0,438015.0,16.57,-66875,84595,-22970
2010-06-08,13200.0,13350.0,551586.0,16.76,-88999,-127801,208150
2010-06-09,13400.0,13250.0,377760.0,16.64,-56404,72926,7668
2010-06-10,13300.0,12700.0,775515.0,15.94,315919,-388305,62126
2010-06-11,12850.0,12900.0,602726.0,16.2,-49396,39076,26390
2010-06-14,13000.0,13200.0,412470.0,16.57,-180440,14192,157440
2010-06-15,13200.0,13050.0,290256.0,16.38,-43158,39140,5328
2010-06-16,13150.0,12900.0,413154.0,16.2,124890,-118795,18285
2010-06-17,12900.0,12800.0,516441.0,16.07,61097,-64359,39032
2010-06-18,13000.0,13300.0,915267.0,16.7,-288830,4040,289630
2010-06-21,13500.0,13200.0,644391.0,16.57,-8110,105780,-97890
2010-06-22,13150.0,13000.0,428052.0,16.32,67228,-12368,-48210
2010-06-23,12950.0,12850.0,456284.0,16.13,2705,93970,-96185
2010-06-24,12750.0,12950.0,332734.0,16.26,-1960,79210,-63370
2010-06-25,12850.0,12700.0,404823.0,15.94,86389,32841,-117130
2010-06-28,12850.0,12900.0,361350.0,16.2,-107935,136685,940
2010-06-29,12950.0,13200.0,896473.0,16.57,-173960,47370,122760
2010-06-30,13000.0,12850.0,660252.0,16.13,173219,-45515,-51190
2010-07-01,12800.0,12650.0,504196.0,15.88,-19265,55455,7800
2010-07-02,12750.0,12750.0,207063.0,16.01,-38296,13360,29466
2010-07-05,12700.0,12500.0,293346.0,15.69,63840,-27640,-34140
2010-07-06,12400.0,12300.0,360031.0,15.44,91415,41765,-133970
2010-07-07,12400.0,12100.0,568658.0,15.19,191513,-56113,-196000
2010-07-08,12200.0,12250.0,357235.0,15.38,-19674,56550,-63256
2010-07-09,12400.0,12750.0,407405.0,16.01,-171450,85775,78195
2010-07-12,12800.0,12600.0,347801.0,15.82,11030,-82990,112110
2010-07-13,12650.0,12750.0,289649.0,16.01,-88165,670,56845
2010-07-14,12800.0,12900.0,448373.0,16.2,-131200,115235,17765
2010-07-15,13200.0,12750.0,315595.0,16.01,38374,-47223,21999
2010-07-16,12650.0,12600.0,372906.0,15.82,-22177,58290,-35343
2010-07-19,12450.0,12650.0,328160.0,15.88,-21302,39547,-16735
2010-07-20,12600.0,12550.0,292306.0,15.76,46835,32180,-54935
2010-07-21,12600.0,12550.0,440347.0,15.76,42581,7889,-46370
2010-07-22,12650.0,12200.0,417659.0,15.32,59164,-26249,-28475
2010-07-23,12350.0,12350.0,418486.0,15.51,39661,59744,-99465
2010-07-26,12400.0,12350.0,321554.0,15.51,115274,-45105,-70189
2010-07-27,12400.0,12300.0,494963.0,15.44,129485,-29335,-94300
2010-07-28,12350.0,12100.0,336726.0,15.19,88173,-62380,-52633
2010-07-29,12100.0,12250.0,450375.0,15.38,32035,98081,-131326
2010-07-30,12150.0,12150.0,283246.0,15.25,81204,36866,-120430
2010-08-02,12150.0,12250.0,257780.0,15.38,-25710,55929,-41959
2010-08-03,12250.0,12050.0,880785.0,15.13,302227,110289,-416562
2010-08-04,12000.0,11850.0,942633.0,14.88,150571,72030,-224166
2010-08-05,11850.0,11800.0,391309.0,14.82,-33990,-23965,52700
2010-08-06,11750.0,11900.0,624908.0,14.94,-12805,54695,-38820
2010-08-09,11950.0,12050.0,313990.0,15.13,-14334,-54590,72974
2010-08-10,12100.0,11900.0,396841.0,14.94,18272,42465,-52837
2010-08-11,11900.0,11600.0,531074.0,14.56,59392,13565,-59887
2010-08-12,11450.0,11400.0,348653.0,14.31,-19032,-31228,73450
2010-08-13,11550.0,11550.0,311288.0,14.5,-19593,80333,-50820
2010-08-16,11650.0,12050.0,595442.0,15.13,-187998,110998,36210
2010-08-17,12200.0,12050.0,337256.0,15.13,8000,81320,-104500
2010-08-18,12150.0,11900.0,248818.0,14.94,16905,18485,-43660
2010-08-19,11850.0,12200.0,493093.0,15.32,-94697,19927,19440
2010-08-20,12100.0,12050.0,342314.0,15.13,41765,59115,-106810
2010-08-23,12000.0,11900.0,325417.0,14.94,-23755,70000,4170
2010-08-24,12000.0,12200.0,554510.0,15.32,12387,60192,-82259
2010-08-25,12050.0,12300.0,333936.0,15.44,-38902,30442,7590
2010-08-26,12400.0,12200.0,460690.0,15.32,16660,-49355,25985
2010-08-27,12200.0,12450.0,694664.0,15.63,-248219,275204,-15895
2010-08-30,12550.0,12450.0,597600.0,15.63,48898,190561,-244690
2010-08-31,12450.0,12200.0,594630.0,15.32,16475,258675,-261040
2010-09-01,12250.0,12800.0,1531228.0,16.07,-405126,-103399,484335
2010-09-02,12950.0,13500.0,1816164.0,16.95,-728532,551103,47149
2010-09-03,13500.0,13200.0,1047653.0,16.57,-87930,162670,-65900
2010-09-06,13350.0,13200.0,427651.0,16.57,51673,7177,-56320
2010-09-07,13100.0,13200.0,410195.0,16.57,30040,32170,-15475
2010-09-08,13100.0,13150.0,416863.0,16.51,3902,58748,-72730
2010-09-09,13200.0,13450.0,623987.0,16.89,-21198,34348,-92260
2010-09-10,13550.0,13500.0,465841.0,16.95,-142982,167247,-30535
2010-09-13,13500.0,13250.0,517508.0,16.64,65485,-96005,48150
2010-09-14,13200.0,13350.0,716532.0,16.76,67813,-102613,-31170
2010-09-15,13150.0,13400.0,522436.0,16.82,-152000,-70745,191965
2010-09-16,13400.0,13450.0,442204.0,16.89,-112297,22382,102265
2010-09-17,13600.0,13150.0,367165.0,16.51,34018,-33198,7980
2010-09-20,13000.0,13250.0,531901.0,16.64,-22189,64929,-25590
2010-09-24,13250.0,13200.0,354438.0,16.57,55610,6870,-57730
2010-09-27,13200.0,13750.0,976638.0,17.26,-44548,97308,-75490
2010-09-28,13750.0,13550.0,530154.0,17.01,83058,-29953,-86165
2010-09-29,13550.0,13500.0,652182.0,16.95,-100802,53562,43920
2010-09-30,13650.0,13550.0,496804.0,17.01,39252,-111172,27010
2010-10-01,13500.0,13700.0,806490.0,17.2,-65505,-52070,56030
2010-10-04,13750.0,13300.0,556484.0,16.7,138193,-113633,-2740
2010-10-05,13300.0,13300.0,357258.0,16.7,3528,-111598,73760
2010-10-06,13300.0,13250.0,501745.0,16.64,140860,-80070,-21110
2010-10-07,13300.0,13350.0,485022.0,16.76,-106053,83243,-62030
2010-10-08,13350.0,13400.0,508314.0,16.82,-49322,10662,51860
2010-10-11,13400.0,13350.0,301418.0,16.76,-80856,87756,-2140
2010-10-12,13350.0,13200.0,366223.0,16.57,28590,51040,-49750
2010-10-13,13350.0,13450.0,294678.0,16.89,-80845,35765,53530
2010-10-14,13500.0,13550.0,679753.0,17.01,25842,110848,-161780
2010-10-15,13550.0,13150.0,660282.0,16.51,248637,153503,-314400
2010-10-18,13200.0,12800.0,654108.0,16.07,306906,-64996,-206210
2010-10-19,12800.0,12850.0,417351.0,16.13,-4857,81342,-53390
2010-10-20,12800.0,12950.0,289239.0,16.26,41659,1553,-52182
2010-10-21,12900.0,13050.0,325704.0,16.38,-6295,14635,-550
2010-10-22,12750.0,12450.0,1397942.0,15.63,228065,-67585,72995
2010-10-25,12500.0,12450.0,736340.0,15.63,250199,-44939,-217140
2010-10-26,12450.0,12250.0,950167.0,15.38,505182,-242942,-253240
2010-10-27,12150.0,12100.0,750671.0,15.19,338621,-86201,-224440
2010-10-28,12150.0,12050.0,430470.0,15.13,175231,-66681,-103960
2010-10-29,12050.0,12250.0,816565.0,15.38,-38918,128028,-73100
2010-11-01,12200.0,12500.0,1301711.0,15.69,9087,171623,-182500
2010-11-02,12450.0,12200.0,628432.0,15.32,131730,-79470,-138410
2010-11-03,12300.0,12250.0,680745.0,15.38,50850,8880,-66260
2010-11-04,12200.0,12350.0,612071.0,15.51,35919,134001,-220330
2010-11-05,12400.0,12600.0,1308087.0,15.82,-158863,80283,112670
2010-11-08,12700.0,12650.0,711405.0,15.88,-89788,-105682,198120
2010-11-09,12650.0,12600.0,739838.0,15.82,-122330,-48950,181280
2010-11-10,12600.0,12500.0,791196.0,15.69,-45088,-346867,419065
2010-11-11,12550.0,12550.0,1203682.0,15.76,-170968,75568,51480
2010-11-12,12650.0,12550.0,872114.0,15.76,-276307,-163933,443010
2010-11-15,12600.0,12500.0,423148.0,15.69,-29390,-126320,165590
2010-11-16,12450.0,12150.0,606982.0,15.25,61387,-266437,265960
2010-11-17,12200.0,12400.0,196952.0,15.57,-35715,4675,55560
2010-11-18,12350.0,12800.0,621562.0,16.07,-126566,-14436,124932
2010-11-19,12800.0,12950.0,565286.0,16.26,-192275,-2045,227890
2010-11-22,13100.0,13050.0,456673.0,16.38,-151778,60360,42108
2010-11-23,13050.0,13500.0,997941.0,16.95,-323200,62865,310875
2010-11-24,13000.0,13050.0,727360.0,16.38,121045,28565,-149560
2010-11-25,13050.0,13000.0,554258.0,16.32,-43120,-20160,113030
2010-11-26,13100.0,12900.0,396329.0,16.2,-176560,57160,69060
2010-11-29,13000.0,13000.0,334265.0,16.32,-68210,43310,10220
2010-11-30,13000.0,13200.0,543489.0,16.57,39960,46720,-98850
2010-12-01,13150.0,13200.0,208392.0,16.57,105,36345,-27830
2010-12-02,13200.0,13150.0,500322.0,16.51,-16719,179169,-144070
2010-12-03,13300.0,13350.0,829214.0,16.76,10963,100017,-116510
