Symbol,현대그린푸드_시가(원),현대그린푸드_종가(원),현대그린푸드_거래량(주),현대그린푸드_PER(IFRS-연결),현대그린푸드_순매수수량(개인)(주),현대그린푸드_순매수수량(기관계)(주),현대그린푸드_순매수수량(외국인계)(주)
2003-10-08,13800.0,13450.0,77300.0,4.08,33710,990,-35000
2003-10-09,13350.0,13400.0,55162.0,4.07,23480,-10,-23470
2003-10-10,13650.0,13700.0,60746.0,4.16,-990,990,0
2003-10-13,13700.0,14650.0,159604.0,4.45,-48370,0,49170
2003-10-14,14650.0,14050.0,125554.0,4.26,48876,-6,-49170
2003-10-15,14300.0,14000.0,42834.0,4.25,-570,490,0
2003-10-16,13900.0,14000.0,35076.0,4.25,1436,-1436,0
2003-10-17,13800.0,13900.0,46890.0,4.22,20,-20,0
2003-10-20,13600.0,13750.0,34284.0,4.17,502,-32,-470
2003-10-21,13800.0,13950.0,38733.0,4.23,14,-14,0
2003-10-22,14050.0,13650.0,40642.0,4.14,60,-10,-250
2003-10-23,13400.0,13600.0,42900.0,4.13,-8610,8540,50
2003-10-24,13500.0,13400.0,45550.0,4.07,-7600,30000,-21820
2003-10-27,13200.0,14050.0,66310.0,4.26,-29320,16960,12360
2003-10-28,13800.0,13900.0,44060.0,4.22,5050,0,-5050
2003-10-29,14100.0,13750.0,24910.0,4.17,798,996,-1794
2003-10-30,13750.0,13700.0,9153.0,4.16,36,-16,-20
2003-10-31,13650.0,13900.0,45590.0,4.22,-5730,-20,5750
2003-11-03,13800.0,13850.0,50320.0,4.2,13400,0,-13400
2003-11-04,14000.0,13850.0,60132.0,4.2,-8790,8790,0
2003-11-05,14000.0,15100.0,332241.0,4.58,-32259,19969,12410
2003-11-06,15250.0,14700.0,239082.0,4.46,-3050,950,200
2003-11-07,15150.0,16200.0,979009.0,4.92,-32866,-24774,59360
2003-11-10,16200.0,16700.0,514807.0,5.07,-96240,-4090,98000
2003-11-11,16700.0,16250.0,162030.0,4.93,-260,-50,0
2003-11-12,16050.0,15950.0,417832.0,4.84,69646,-3416,-65220
2003-11-13,16150.0,15600.0,349218.0,4.73,117728,-4248,-115300
2003-11-14,15600.0,16150.0,295471.0,4.9,-48423,56653,-7230
2003-11-17,15900.0,15100.0,226188.0,4.58,69660,310,-70020
2003-11-18,14950.0,14800.0,249115.0,4.49,74770,4280,-79920
2003-11-19,14400.0,14100.0,123200.0,4.28,-15400,6300,120
2003-11-20,14100.0,14150.0,108173.0,4.29,0,0,0
2003-11-21,14050.0,14300.0,112970.0,4.34,-1580,300,1280
2003-11-24,14200.0,13700.0,93450.0,4.16,-20920,20940,0
2003-11-25,14100.0,13950.0,66423.0,4.23,-4240,3990,250
2003-11-26,13850.0,14900.0,155560.0,4.52,-49730,50000,-250
2003-11-27,16400.0,15750.0,249020.0,4.78,-162330,167890,4940
2003-11-28,15700.0,15400.0,46783.0,4.67,-280,280,0
2003-12-01,15400.0,15500.0,67396.0,4.7,-580,600,0
2003-12-02,15750.0,15200.0,49789.0,4.61,-590,590,0
2003-12-03,15200.0,15000.0,49118.0,4.55,-1296,1296,0
2003-12-04,15000.0,15800.0,157097.0,4.79,-23542,282,23290
2003-12-05,16000.0,16000.0,607550.0,4.85,-148530,2140,149390
2003-12-08,16000.0,16100.0,102058.0,4.89,33,-33,0
2003-12-09,16500.0,15700.0,89162.0,4.76,-1700,2000,-300
2003-12-10,15350.0,15700.0,48352.0,4.76,-2000,0,0
2003-12-11,15600.0,15600.0,56684.0,4.73,0,0,0
2003-12-12,16000.0,16300.0,161155.0,4.95,-37046,926,36320
2003-12-15,16700.0,17000.0,111083.0,5.16,-10484,-406,10890
2003-12-16,16500.0,16400.0,58140.0,4.98,-1370,-30,1400
2003-12-17,16600.0,15900.0,94581.0,4.82,2382,8978,-11360
2003-12-18,15550.0,15800.0,200227.0,4.79,8180,-30,-8150
2003-12-19,15800.0,16150.0,98930.0,4.9,-36565,-5,36570
2003-12-22,16050.0,15750.0,42140.0,4.78,-7980,7980,0
2003-12-23,15850.0,15450.0,52046.0,4.69,-3772,5972,-2200
2003-12-24,15450.0,15200.0,29573.0,4.61,-2100,4000,-1900
2003-12-26,15000.0,15250.0,23076.0,4.63,24,-24,0
2003-12-29,15100.0,15150.0,13116.0,4.6,-260,-60,20
2003-12-30,15400.0,15650.0,29140.0,4.75,-690,-10,0
2004-01-02,15600.0,15900.0,36588.0,3.68,10,-10,0
2004-01-05,15800.0,15800.0,43492.0,3.66,16,-16,0
2004-01-06,16050.0,15450.0,40200.0,3.58,-320,-20,340
2004-01-07,15400.0,15200.0,36404.0,3.52,2620,-2920,300
2004-01-08,15200.0,15050.0,55800.0,3.48,4566,-16,-4550
2004-01-09,14950.0,15100.0,77089.0,3.49,12570,-50,-11520
2004-01-12,15100.0,15200.0,39148.0,3.52,18,-38,20
2004-01-13,15200.0,15100.0,34620.0,3.49,10,-10,0
2004-01-14,14900.0,14600.0,73867.0,3.38,-90,-10,100
2004-01-15,14650.0,14500.0,37301.0,3.36,20,-20,0
2004-01-16,14400.0,14900.0,67742.0,3.45,-15090,-90,14680
2004-01-19,14600.0,14100.0,82696.0,3.26,-2040,1990,0
2004-01-20,14100.0,14300.0,45987.0,3.31,-2000,2000,0
2004-01-26,14100.0,14100.0,23474.0,3.26,-7306,-54,7060
2004-01-27,14100.0,13950.0,22432.0,3.23,42,-82,40
2004-01-28,14000.0,14100.0,37224.0,3.26,-480,-20,500
2004-01-29,13900.0,13950.0,27066.0,3.23,-430,-70,0
2004-01-30,14250.0,14100.0,29610.0,3.26,660,-20,-640
2004-02-02,14150.0,13900.0,17024.0,3.22,-160,-10,170
2004-02-03,13850.0,13700.0,34470.0,3.17,-330,0,330
2004-02-04,13800.0,13700.0,39400.0,3.17,10310,5190,-15500
2004-02-05,13750.0,13850.0,33900.0,3.21,0,0,0
2004-02-06,13850.0,14000.0,44845.0,3.24,-27890,27890,0
2004-02-09,14200.0,14100.0,25133.0,3.26,24,-24,0
2004-02-10,14000.0,13900.0,8830.0,3.22,40,-40,0
2004-02-11,13850.0,13800.0,22187.0,3.19,33,-33,0
2004-02-12,13800.0,13800.0,16965.0,3.19,1310,-10,0
2004-02-13,13850.0,14250.0,66512.0,3.3,20,-20,0
2004-02-16,14400.0,14400.0,21190.0,3.33,-4770,4770,0
2004-02-17,14200.0,14400.0,24176.0,3.33,-14960,14960,0
2004-02-18,14400.0,14400.0,31451.0,3.33,-9940,-10,10000
2004-02-19,14400.0,14400.0,14842.0,3.33,16,-16,0
2004-02-20,14300.0,14000.0,23800.0,3.24,6470,-10,-6460
2004-02-23,13750.0,13850.0,24020.0,3.21,2520,-20,-3500
2004-02-24,13850.0,13650.0,15770.0,3.16,-1030,-30,60
2004-02-25,13700.0,13800.0,13890.0,3.19,-70,-20,10
2004-02-26,13800.0,13600.0,11840.0,3.15,17,-27,90
2004-02-27,13600.0,14100.0,28100.0,3.26,-5160,5000,-100
2004-03-02,14150.0,14050.0,18688.0,3.25,100,-100,0
2004-03-03,14150.0,14400.0,75524.0,3.33,-15180,14990,-40
2004-03-04,14250.0,14300.0,20160.0,3.31,112,-12,0
2004-03-05,14400.0,14300.0,25410.0,3.31,-9180,9080,100
2004-03-08,14250.0,14600.0,62730.0,3.38,-4410,6510,-160
2004-03-09,14500.0,14450.0,21050.0,3.34,-12330,12780,0
2004-03-10,14350.0,14300.0,19200.0,3.31,-1477,-23,1500
2004-03-11,14250.0,14700.0,34480.0,3.4,-10039,-31,10070
2004-03-12,14500.0,14100.0,75832.0,3.26,-32240,9990,22250
2004-03-15,14100.0,14150.0,16431.0,3.27,-11380,1800,2580
2004-03-16,14000.0,14250.0,20932.0,3.3,-9618,4708,4910
2004-03-17,14200.0,14700.0,22480.0,3.4,-13780,15280,-1500
2004-03-18,14700.0,14500.0,13100.0,3.36,-440,-10,-40
2004-03-19,14450.0,14900.0,42850.0,3.45,-15948,13188,-240
2004-03-22,14950.0,14750.0,17958.0,3.41,-4600,4600,0
2004-03-23,14400.0,14650.0,12638.0,3.39,-3660,3880,0
2004-03-24,14650.0,14800.0,34910.0,3.43,-12570,-30,12400
2004-03-25,14900.0,14050.0,25490.0,3.25,-1442,-18,1570
2004-03-26,14150.0,14150.0,13710.0,3.27,1236,-1236,0
2004-03-29,14200.0,14300.0,10230.0,3.31,-3990,-10,0
2004-03-30,14300.0,14300.0,4951.0,3.31,-2980,-20,0
2004-03-31,14200.0,14300.0,4610.0,3.31,10,-10,0
2004-04-01,14350.0,14450.0,14696.0,3.34,-3540,-10,1500
2004-04-02,14300.0,14600.0,32956.0,3.38,-13790,5390,0
2004-04-06,14600.0,14450.0,14254.0,3.34,110,-110,0
2004-04-07,14450.0,14350.0,46956.0,3.32,12820,-28220,12400
2004-04-08,14350.0,14000.0,43358.0,3.24,7316,-7316,0
2004-04-09,14000.0,13900.0,25218.0,3.22,10,-10,0
2004-04-12,13900.0,13950.0,14030.0,3.23,280,-280,0
2004-04-13,14000.0,13750.0,17336.0,3.18,20,-20,0
2004-04-14,13550.0,13800.0,27310.0,3.19,-160,-200,100
2004-04-16,13800.0,13700.0,11530.0,3.17,20,-20,0
2004-04-19,13600.0,13650.0,14059.0,3.16,40,-40,0
2004-04-20,13650.0,13750.0,29802.0,3.18,9880,-3880,0
2004-04-21,13650.0,13600.0,33116.0,3.15,3072,-3067,0
2004-04-22,13650.0,13500.0,44336.0,3.12,1420,-2020,100
2004-04-23,13650.0,13600.0,24340.0,3.15,10,-10,0
2004-04-26,13600.0,13650.0,21078.0,3.16,-1360,-40,1400
2004-04-27,13650.0,13400.0,43590.0,3.1,-1000,0,0
2004-04-28,13400.0,13300.0,17415.0,3.08,-1000,0,0
2004-04-29,13200.0,12800.0,31458.0,2.96,-3880,0,3880
2004-04-30,12800.0,12950.0,23603.0,3.0,-13330,-10,13340
2004-05-03,13050.0,12900.0,7700.0,2.99,10,-10,0
2004-05-04,12900.0,13000.0,10810.0,3.01,0,0,0
2004-05-06,12900.0,12300.0,17821.0,2.85,2020,-1300,0
2004-05-07,12100.0,11550.0,44216.0,2.67,26326,-18716,1510
2004-05-10,11550.0,10100.0,49660.0,2.34,-1130,10000,-8710
2004-05-11,10100.0,10350.0,22620.0,2.4,-4160,4160,0
2004-05-12,10700.0,11100.0,21210.0,2.57,-8690,690,8000
2004-05-13,11100.0,11150.0,18910.0,2.58,-10850,10850,0
2004-05-14,11150.0,10950.0,20634.0,2.53,-12490,12490,0
2004-05-17,11000.0,10400.0,23560.0,2.41,-15720,15720,0
2004-05-18,10400.0,10500.0,28080.0,2.43,-11830,11900,-70
2004-05-19,10550.0,11000.0,11904.0,2.55,300,-300,0
2004-05-20,11000.0,10900.0,20050.0,2.52,-9300,9300,0
2004-05-21,11000.0,11100.0,6726.0,2.57,0,0,0
2004-05-24,11300.0,11300.0,8180.0,2.62,-1750,1750,0
2004-05-25,11000.0,10900.0,4451.0,2.52,-500,0,0
2004-05-27,11300.0,10900.0,6727.0,2.52,1008,-8,0
2004-05-28,11000.0,11100.0,10930.0,2.57,-7684,-16,8700
2004-05-31,11300.0,11350.0,14754.0,2.63,-6300,-2000,8300
2004-06-01,11450.0,11250.0,2940.0,2.6,0,0,0
2004-06-02,11200.0,10950.0,3604.0,2.53,10,-10,0
2004-06-03,10950.0,10900.0,8540.0,2.52,10,-10,0
2004-06-04,10900.0,10900.0,2120.0,2.52,-530,480,50
2004-06-07,10950.0,10800.0,12500.0,2.5,-700,700,0
2004-06-08,11050.0,12400.0,81050.0,2.87,-2081,-9,3090
2004-06-09,13400.0,12850.0,145090.0,2.97,90,-10,-80
2004-06-10,13050.0,12650.0,19890.0,2.93,10,-10,0
2004-06-11,12350.0,11900.0,36000.0,2.75,-7810,7810,0
2004-06-14,11400.0,11950.0,40196.0,2.77,-80,60,20
2004-06-15,12000.0,11750.0,14110.0,2.72,190,-200,10
2004-06-16,11750.0,12100.0,33872.0,2.8,-5288,188,5100
2004-06-17,11900.0,12400.0,26240.0,2.87,-4000,0,4000
2004-06-18,12300.0,12300.0,21492.0,2.85,-8628,-230,8858
2004-06-21,12000.0,12550.0,32596.0,2.9,-414,-1696,2110
2004-06-22,12550.0,12450.0,15826.0,2.88,0,0,0
2004-06-23,12300.0,11900.0,18710.0,2.75,3570,0,-3570
2004-06-24,12000.0,11950.0,11280.0,2.77,30,-30,0
2004-06-25,12350.0,11900.0,12850.0,2.75,4910,-10,-4900
2004-06-28,11900.0,11600.0,8258.0,2.68,2038,-38,-2000
2004-06-29,11550.0,11500.0,12940.0,2.66,4060,-10,-4050
2004-06-30,11550.0,11900.0,17418.0,2.75,-6500,0,6500
2004-07-01,12000.0,12100.0,13510.0,2.8,-1840,3370,-1530
2004-07-02,12000.0,12000.0,8966.0,2.78,-6240,5750,490
2004-07-05,12000.0,11700.0,5516.0,2.71,10,-10,0
2004-07-06,11700.0,11800.0,4140.0,2.73,0,0,0
2004-07-07,11500.0,11700.0,6350.0,2.71,-340,-250,590
2004-07-08,11600.0,11550.0,2540.0,2.67,10,-10,0
2004-07-09,11400.0,11600.0,5980.0,2.68,1600,0,-1600
2004-07-12,11750.0,11400.0,2950.0,2.64,100,-100,0
2004-07-13,11400.0,11550.0,8740.0,2.67,0,0,0
2004-07-14,11350.0,11400.0,7940.0,2.64,-70,70,0
2004-07-15,11250.0,11300.0,4900.0,2.62,10,-10,0
2004-07-16,11350.0,11600.0,12210.0,2.68,-8630,0,8630
2004-07-19,11800.0,11800.0,15670.0,2.73,-9820,990,8830
2004-07-20,11800.0,11850.0,5080.0,2.74,-4120,-10,4130
2004-07-21,11900.0,11800.0,8527.0,2.73,-2900,0,2900
2004-07-22,12000.0,12050.0,26080.0,2.79,-4720,-2090,6810
2004-07-23,11800.0,11600.0,5400.0,2.68,10,-10,0
2004-07-26,11500.0,11600.0,1403.0,2.68,0,0,0
2004-07-27,11500.0,11250.0,11889.0,2.6,3456,-206,-3250
2004-07-28,11500.0,11750.0,19730.0,2.72,-7010,-520,8530
2004-07-29,11750.0,12100.0,36052.0,2.8,-31760,0,31760
2004-07-30,12000.0,12100.0,7910.0,2.8,2060,-2060,0
2004-08-02,12250.0,12250.0,36360.0,2.84,-27260,0,27260
2004-08-03,12400.0,12300.0,13490.0,2.85,-11980,0,11980
2004-08-04,11900.0,12250.0,6470.0,2.84,3200,0,-3200
2004-08-05,12100.0,12500.0,21710.0,2.89,-2530,-4370,6900
2004-08-06,12300.0,12500.0,3680.0,2.89,-590,-310,900
2004-08-09,12500.0,12900.0,22230.0,2.99,-6770,-2080,8850
2004-08-10,13000.0,12800.0,18962.0,2.96,-7690,-2510,10200
2004-08-11,12950.0,12950.0,30640.0,3.0,-2900,-20930,24830
2004-08-12,13300.0,13050.0,22337.0,3.02,930,-11910,10980
2004-08-13,13200.0,13400.0,94030.0,3.1,15420,-34520,19100
2004-08-16,13300.0,13400.0,17070.0,3.1,10080,-10030,-50
2004-08-17,13850.0,13050.0,20390.0,3.02,-5850,5550,300
2004-08-18,12750.0,13100.0,12020.0,3.03,-1760,-10,1770
2004-08-19,13200.0,13250.0,12210.0,3.07,-6670,5670,1000
2004-08-20,12950.0,13200.0,4980.0,3.05,-2700,-120,2820
2004-08-23,13200.0,13000.0,8730.0,3.01,-4590,0,4590
2004-08-24,13000.0,13300.0,7770.0,3.08,1200,-1600,400
2004-08-25,13400.0,13400.0,7932.0,3.1,1002,-1002,0
2004-08-26,13400.0,13500.0,30750.0,3.12,9910,-9910,0
2004-08-27,13500.0,13350.0,14921.0,3.09,4423,-4423,0
2004-08-30,13400.0,13050.0,7460.0,3.02,180,-180,0
2004-08-31,13000.0,13300.0,11954.0,3.08,-2270,0,2870
2004-09-01,13300.0,14000.0,101020.0,3.24,12810,-12210,-100
2004-09-02,14000.0,14300.0,35750.0,3.31,-1890,-3020,1910
2004-09-03,14250.0,13850.0,35050.0,3.21,11343,-15643,2300
2004-09-06,13800.0,14200.0,12550.0,3.29,0,0,0
2004-09-07,14200.0,14200.0,12430.0,3.29,20,-20,0
2004-09-08,14050.0,14200.0,16170.0,3.29,-1534,-36,0
2004-09-09,14100.0,14350.0,10320.0,3.32,-714,-36,0
2004-09-10,14450.0,14300.0,15940.0,3.31,-250,0,30
2004-09-13,14100.0,14200.0,7961.0,3.29,-396,-34,-30
2004-09-14,14100.0,14000.0,8154.0,3.24,34,-34,0
2004-09-15,14000.0,14200.0,1620.0,3.29,10,-10,0
2004-09-16,14050.0,13900.0,7950.0,3.22,3270,-680,-2590
2004-09-17,14200.0,14100.0,30080.0,3.26,-20670,-20,20690
2004-09-20,14200.0,14400.0,10960.0,3.33,-120,-100,220
2004-09-21,14300.0,14550.0,22600.0,3.37,-970,-410,1380
2004-09-22,14550.0,14300.0,20160.0,3.31,-8470,-30,8500
2004-09-23,14050.0,14000.0,15130.0,3.24,-9020,-20,9040
2004-09-24,14000.0,14200.0,16570.0,3.29,2800,0,5200
2004-09-30,14050.0,14050.0,4650.0,3.25,-1468,-2,1470
2004-10-01,13950.0,14500.0,27840.0,3.36,-3139,-4361,7500
2004-10-04,14450.0,14600.0,24365.0,3.38,1150,-2150,1000
2004-10-05,14650.0,14600.0,9105.0,3.38,10,-1490,1480
2004-10-06,14650.0,14400.0,9680.0,3.33,-2060,-940,3000
2004-10-07,14400.0,14300.0,12530.0,3.31,-3940,-610,4550
2004-10-08,14300.0,14500.0,18270.0,3.36,970,-5530,4560
2004-10-11,14300.0,15200.0,24100.0,3.52,-1000,-3520,500
2004-10-12,15650.0,15600.0,48896.0,3.61,-1552,-48,1600
2004-10-13,15600.0,15300.0,14590.0,3.54,-4190,-10,1000
2004-10-14,15200.0,15800.0,37260.0,3.66,-11920,-10,11930
2004-10-15,15750.0,15550.0,12680.0,3.6,-6850,4990,0
2004-10-18,15250.0,15500.0,11420.0,3.59,-3890,-110,0
2004-10-19,15600.0,15600.0,11725.0,3.61,-2470,0,0
2004-10-20,15400.0,15200.0,16080.0,3.52,-10500,-500,11000
2004-10-21,15200.0,15100.0,40120.0,3.49,-12130,2920,3210
2004-10-22,15100.0,14900.0,10097.0,3.45,3530,0,-3530
2004-10-25,14800.0,14300.0,9550.0,3.31,730,1570,-2300
2004-10-26,14300.0,14250.0,13559.0,3.3,910,-840,-3070
2004-10-27,14300.0,14350.0,4570.0,3.32,-2398,-12,2790
2004-10-28,14550.0,14500.0,3364.0,3.36,-753,-17,770
2004-10-29,14400.0,14700.0,3356.0,3.4,-330,-100,430
2004-11-01,14700.0,14600.0,2890.0,3.38,0,0,0
2004-11-02,14650.0,15000.0,9610.0,3.47,-540,640,-100
2004-11-03,15000.0,15300.0,18140.0,3.54,-6340,-30,6370
2004-11-04,15300.0,15100.0,3513.0,3.49,12,-12,0
2004-11-05,15100.0,15200.0,17320.0,3.52,-5390,3690,2300
2004-11-08,15200.0,15100.0,5010.0,3.49,-2990,-10,3000
2004-11-09,15100.0,15100.0,7900.0,3.49,-5390,-10,5400
2004-11-10,15100.0,15000.0,15390.0,3.47,-9980,2980,7000
2004-11-11,15000.0,15600.0,35190.0,3.61,-11880,1940,9940
2004-11-12,15700.0,15600.0,15212.0,3.61,-2610,1470,1140
2004-11-15,15500.0,15400.0,7530.0,3.56,-3310,310,3000
2004-11-16,15300.0,15300.0,3084.0,3.54,-1500,0,1500
2004-11-17,15300.0,15500.0,5880.0,3.59,-2200,-100,2300
2004-11-18,15700.0,16000.0,65870.0,3.7,-10640,11490,-850
2004-11-19,15900.0,16050.0,38890.0,3.71,5510,990,-10450
2004-11-22,15800.0,15600.0,22060.0,3.61,-3300,0,300
2004-11-23,15600.0,15850.0,21118.0,3.67,-3794,-1996,790
2004-11-24,16200.0,16300.0,58082.0,3.77,-6700,0,6700
2004-11-25,16450.0,16500.0,22780.0,3.82,-3360,-540,0
2004-11-26,16700.0,16600.0,104530.0,3.84,-6520,23470,-32000
2004-11-29,16400.0,16550.0,97951.0,3.83,33860,-3170,-52000
2004-11-30,16350.0,16650.0,97160.0,3.85,18350,-6520,-18830
2004-12-01,16550.0,17100.0,62948.0,3.96,-21962,-1628,19590
2004-12-02,17200.0,17300.0,60876.0,4.0,-6370,1810,3760
2004-12-03,17500.0,18000.0,88192.0,4.17,-16930,6970,9960
2004-12-06,17650.0,18300.0,44190.0,4.24,-11860,3390,6010
2004-12-07,18450.0,18450.0,129740.0,4.27,-27550,-8050,57010
2004-12-08,18000.0,18400.0,273070.0,4.26,-4210,-150,4190
2004-12-09,18200.0,19000.0,63698.0,4.4,-11435,-135,10570
2004-12-10,19050.0,18700.0,49810.0,4.33,-15820,650,20170
2004-12-13,18800.0,18500.0,19610.0,4.28,-9100,-500,7970
2004-12-14,18500.0,18100.0,46770.0,4.19,-9140,-770,1850
2004-12-15,17850.0,17800.0,18036.0,4.12,-4891,-109,5000
2004-12-16,17900.0,18200.0,15922.0,4.21,-5390,-10,5400
2004-12-17,18100.0,18000.0,16247.0,4.17,-3980,-20,0
2004-12-20,18000.0,18500.0,49630.0,4.28,-120,610,16600
2004-12-21,18500.0,19200.0,59620.0,4.44,-15000,5070,10630
2004-12-22,19050.0,18900.0,19950.0,4.37,-8450,7950,0
2004-12-23,18850.0,18500.0,31729.0,4.28,-11957,287,0
2004-12-24,18300.0,18650.0,14040.0,4.32,-10980,4980,0
2004-12-27,18450.0,18750.0,3130.0,4.34,-920,-80,0
2004-12-28,18200.0,18700.0,3980.0,4.33,-990,-10,0
2004-12-29,18250.0,18500.0,10360.0,4.28,0,0,0
2004-12-30,18350.0,18500.0,11314.0,4.28,-1240,240,0
2005-01-03,18350.0,17850.0,29226.0,3.95,500,-4500,0
2005-01-04,17800.0,17850.0,18290.0,3.95,-1970,-30,0
2005-01-05,17650.0,17600.0,37691.0,3.89,-13390,-7690,20080
2005-01-06,17600.0,17550.0,18220.0,3.88,3030,-5710,2680
2005-01-07,17550.0,17750.0,14390.0,3.92,-5320,-3060,8380
2005-01-10,17500.0,17500.0,14370.0,3.87,-3240,-10,2250
2005-01-11,17500.0,18000.0,20560.0,3.98,-2990,0,2990
2005-01-12,18000.0,17700.0,19390.0,3.91,-3320,-10,3420
2005-01-13,17550.0,18100.0,17200.0,4.0,-90,-140,0
2005-01-14,17750.0,18100.0,26590.0,4.0,-4580,-20,100
2005-01-17,18400.0,18800.0,103207.0,4.16,-27040,-25010,63000
2005-01-18,19300.0,19400.0,70840.0,4.29,-21890,10690,16060
2005-01-19,19700.0,19100.0,98390.0,4.22,33860,-220,-34600
2005-01-20,19000.0,19200.0,28070.0,4.24,-4000,-10,1200
2005-01-21,19650.0,19200.0,19730.0,4.24,-4750,1100,2600
2005-01-24,19250.0,19250.0,22000.0,4.26,-140,-4510,2650
2005-01-25,19050.0,19400.0,21690.0,4.29,-6180,-20,6200
2005-01-26,19400.0,19650.0,44568.0,4.34,2179,-4839,0
2005-01-27,19800.0,19800.0,28600.0,4.38,30,-30,0
2005-01-28,20000.0,19900.0,19540.0,4.4,-2510,-20,2530
2005-01-31,19900.0,20250.0,31340.0,4.48,-5080,-20,5100
2005-02-01,20150.0,20300.0,14940.0,4.49,-5370,370,5000
2005-02-02,20400.0,21000.0,37784.0,4.64,6150,-6600,5000
2005-02-03,21250.0,21250.0,20950.0,4.7,-4780,-20,4800
2005-02-04,21500.0,21400.0,13760.0,4.73,-2990,990,0
2005-02-07,21400.0,21500.0,21280.0,4.75,-3380,980,-100
2005-02-11,21000.0,21250.0,25078.0,4.7,8004,-504,-10000
2005-02-14,21350.0,21400.0,18052.0,4.73,-4530,-10,0
2005-02-15,21200.0,20650.0,49710.0,4.57,9140,-5140,-10000
2005-02-16,20550.0,21250.0,70130.0,4.7,-3430,450,15980
2005-02-17,21100.0,21350.0,12070.0,4.72,-1150,-20,1570
2005-02-18,21100.0,21400.0,16410.0,4.73,-1340,0,870
2005-02-21,21500.0,23000.0,136028.0,5.08,-72958,103358,-12900
2005-02-22,23450.0,24200.0,112950.0,5.35,-73140,70040,8600
2005-02-23,23700.0,25000.0,91080.0,5.53,-23540,51980,-23440
2005-02-24,24500.0,27700.0,59335.0,6.12,-22761,32111,-6350
2005-02-25,28800.0,27800.0,37840.0,6.15,-8460,20560,-12100
2005-02-28,27900.0,28200.0,29986.0,6.23,-4669,9369,-5700
2005-03-02,29000.0,32400.0,407700.0,7.16,-6780,158800,-213750
2005-03-03,32000.0,34800.0,317325.0,7.69,-18960,124930,-152530
2005-03-04,34000.0,35750.0,141891.0,7.9,-11912,58642,-39790
2005-03-07,34200.0,35000.0,97168.0,7.74,-18146,34060,-13144
2005-03-08,33900.0,33300.0,56850.0,7.36,-14840,10700,6640
2005-03-09,33200.0,33200.0,100040.0,7.34,-7781,-26889,11170
2005-03-10,32850.0,31000.0,75262.0,6.85,16130,8310,-30640
2005-03-11,31200.0,30650.0,54882.0,6.78,11300,3160,-13280
2005-03-14,31450.0,31800.0,112806.0,7.03,17700,17760,-37770
2005-03-15,32400.0,31800.0,72870.0,7.03,-17392,9232,-1390
2005-03-16,31800.0,34000.0,187570.0,7.52,-24400,8330,-63250
2005-03-17,32700.0,33400.0,40120.0,7.38,-4830,-3630,5490
2005-03-18,32650.0,31000.0,32101.0,6.85,1210,2190,-2400
2005-03-21,31000.0,30750.0,18992.0,6.8,-1780,-3050,2850
2005-03-22,30500.0,31200.0,59050.0,6.9,-9800,-3210,60
2005-03-23,31050.0,30700.0,56630.0,6.79,-16770,-3700,-5220
2005-03-24,30750.0,30200.0,60230.0,6.68,-52560,5200,-2840
2005-03-25,30200.0,29850.0,61940.0,6.6,11010,-23130,1000
2005-03-28,29550.0,30100.0,16970.0,6.65,-4310,2550,1860
2005-03-29,30200.0,29400.0,17350.0,6.5,-4680,5400,-820
2005-03-30,28100.0,30000.0,16230.0,6.63,-9670,7500,2270
2005-03-31,30100.0,30000.0,28070.0,6.63,-6695,3835,2860
2005-04-01,29600.0,30800.0,15930.0,6.81,-4700,6790,-90
2005-04-04,31000.0,34000.0,113246.0,7.52,8080,-7820,-2930
2005-04-06,35400.0,34000.0,69241.0,7.52,5410,2240,-8150
2005-04-07,33550.0,33950.0,22480.0,7.51,-1460,4820,-3560
2005-04-08,34050.0,33700.0,45490.0,7.45,14130,-10360,-3770
2005-04-11,33050.0,33000.0,12130.0,7.3,240,150,210
2005-04-12,32550.0,32050.0,8830.0,7.09,1950,50,-2000
2005-04-13,31100.0,31500.0,55255.0,6.96,6830,14540,6360
2005-04-14,31500.0,32400.0,56970.0,7.16,-5060,5710,-650
2005-04-15,31150.0,30850.0,23020.0,6.82,5140,-4230,90
2005-04-18,30100.0,29850.0,33810.0,6.6,-9870,5090,4780
2005-04-19,29550.0,30400.0,13012.0,6.72,1760,840,-2600
2005-04-20,30500.0,30400.0,13670.0,6.72,-4520,430,-1580
2005-04-21,29800.0,30850.0,16070.0,6.82,-4410,2930,-2020
2005-04-22,31800.0,31100.0,11160.0,6.88,-3130,5370,-2240
2005-04-25,30800.0,31150.0,9360.0,6.89,-5920,2550,3370
2005-04-26,31550.0,30750.0,9580.0,6.8,-4310,1480,3090
2005-04-27,30100.0,31300.0,52100.0,6.92,-7180,6030,-4290
2005-04-28,30200.0,31300.0,11120.0,6.92,-680,4780,-4100
2005-04-29,30600.0,31050.0,41660.0,6.86,-4890,7300,-2410
2005-05-02,31050.0,30800.0,7680.0,6.81,1030,-310,-720
2005-05-03,31400.0,30550.0,15432.0,6.75,10,-542,-2968
2005-05-04,31300.0,31250.0,24260.0,6.91,-5650,2690,1780
2005-05-06,31300.0,30950.0,3820.0,6.84,-1260,560,700
2005-05-09,31400.0,31050.0,8780.0,6.86,-1800,4480,-1180
2005-05-10,31250.0,30550.0,8800.0,6.75,3560,-690,1130
2005-05-11,30900.0,29750.0,10500.0,6.58,2340,-2260,540
