Symbol,세아제강_시가(원),세아제강_종가(원),세아제강_거래량(주),세아제강_PER(IFRS-연결),세아제강_순매수수량(개인)(주),세아제강_순매수수량(기관계)(주),세아제강_순매수수량(외국인계)(주)
2009-03-12,39350.0,39400.0,15225.0,1.78,-3620,2650,870
2009-03-13,40000.0,39700.0,19501.0,1.79,740,-1620,880
2009-03-16,38700.0,40000.0,9086.0,1.81,-1530,1360,570
2009-03-17,37200.0,37800.0,12991.0,1.92,840,-1900,1060
2009-03-18,37950.0,38350.0,9182.0,1.95,-2060,800,1260
2009-03-19,38500.0,38300.0,5287.0,1.94,-1390,1210,180
2009-03-20,37750.0,38350.0,12961.0,1.95,-4760,4100,660
2009-03-23,38900.0,39600.0,23377.0,2.01,-6770,5730,1060
2009-03-24,40500.0,39800.0,13540.0,2.02,5190,-5050,-110
2009-03-25,39800.0,40250.0,9935.0,2.04,-4839,4199,1260
2009-03-26,41400.0,41800.0,12402.0,2.12,-6964,4054,2890
2009-03-27,42150.0,40900.0,10556.0,2.08,1309,741,-2120
2009-03-30,41400.0,38800.0,11175.0,1.97,25,495,-520
2009-03-31,38400.0,39200.0,4792.0,1.99,-2150,200,2160
2009-04-01,39250.0,41250.0,15856.0,2.09,-7680,7350,1290
2009-04-02,41300.0,42100.0,13125.0,2.14,-3220,1350,2280
2009-04-03,42550.0,42100.0,13436.0,2.14,-320,430,-110
2009-04-06,41900.0,42300.0,14314.0,2.15,-640,330,310
2009-04-07,42800.0,43200.0,17336.0,2.19,-2702,235,2477
2009-04-08,42550.0,42000.0,8796.0,2.13,200,80,-280
2009-04-09,42900.0,44900.0,18953.0,2.28,-6748,308,6440
2009-04-10,45000.0,45000.0,14272.0,2.28,-570,-50,680
2009-04-13,45050.0,46400.0,12117.0,2.36,340,-680,440
2009-04-14,46000.0,46000.0,11905.0,2.33,1682,-1360,-252
2009-04-15,45950.0,45850.0,12352.0,2.33,-3784,1024,2760
2009-04-16,46000.0,47800.0,21774.0,2.43,-4097,2420,1657
2009-04-17,48050.0,47000.0,20646.0,2.39,1633,-4620,3327
2009-04-20,46200.0,47500.0,7888.0,2.41,-3012,1922,1090
2009-04-21,47000.0,47000.0,12179.0,2.39,2855,1142,-3987
2009-04-22,46700.0,45900.0,16552.0,2.33,5050,-1162,-3898
2009-04-23,46150.0,44100.0,25847.0,2.24,3983,257,-550
2009-04-24,44100.0,42900.0,17078.0,2.18,4703,-2891,-1862
2009-04-27,43200.0,43050.0,19389.0,2.19,-5669,5799,-180
2009-04-28,43000.0,41750.0,13868.0,2.12,-3520,5920,-2500
2009-04-29,41800.0,42900.0,7728.0,2.18,-2613,1773,840
2009-04-30,43400.0,43500.0,10872.0,2.21,-2236,3763,-1697
2009-05-04,43550.0,44750.0,13183.0,2.27,-6554,6294,260
2009-05-06,44800.0,44650.0,12336.0,2.27,-1018,798,220
2009-05-07,44800.0,44100.0,21385.0,2.24,1347,-417,-930
2009-05-08,43350.0,44100.0,42705.0,2.24,-15311,26881,-13500
2009-05-11,44550.0,44100.0,55988.0,2.24,22560,2900,-30230
2009-05-12,44300.0,44100.0,27558.0,2.24,-9297,7437,770
2009-05-13,44800.0,45300.0,25193.0,2.3,-4217,3157,1360
2009-05-14,45000.0,46800.0,56477.0,2.38,-18650,23107,-4317
2009-05-15,47200.0,46450.0,19112.0,2.36,480,-300,-480
2009-05-18,45700.0,45650.0,12210.0,2.32,-4109,2634,1305
2009-05-19,45800.0,45450.0,19150.0,2.31,4427,2354,-6891
2009-05-20,45900.0,43850.0,27554.0,2.23,12914,-10134,-2780
2009-05-21,44000.0,43750.0,21873.0,2.22,831,-8314,6443
2009-05-22,43750.0,43100.0,13202.0,2.19,-1344,844,500
2009-05-25,43050.0,43500.0,20405.0,2.21,-4592,11266,-6374
2009-05-26,43200.0,42500.0,11972.0,2.16,3222,-4062,-320
2009-05-27,42550.0,42250.0,8843.0,2.14,-380,-1250,1560
2009-05-28,42250.0,41850.0,12311.0,2.12,1615,2136,-4971
2009-05-29,41550.0,42900.0,7679.0,2.18,-4655,1904,2931
2009-06-01,42900.0,43200.0,8685.0,2.19,-5580,-310,1090
2009-06-02,43250.0,42800.0,14197.0,2.17,3875,-955,-3900
2009-06-03,42400.0,42650.0,12643.0,2.16,3677,-4541,-340
2009-06-04,42050.0,41300.0,11960.0,2.1,2898,-2448,1830
2009-06-05,41500.0,41450.0,14950.0,2.1,7430,-6490,-950
2009-06-08,40900.0,41050.0,6213.0,2.08,690,-1495,805
2009-06-09,41650.0,40000.0,16047.0,2.03,2194,151,-2745
2009-06-10,41000.0,40750.0,20072.0,2.07,2947,-8257,5310
2009-06-11,40350.0,39700.0,41751.0,2.02,18797,-17915,-1832
2009-06-12,40100.0,40450.0,19111.0,2.05,4280,-5717,170
2009-06-15,40500.0,40000.0,7758.0,2.03,147,-1927,1780
2009-06-16,40000.0,40050.0,5585.0,2.03,-1595,7,1578
2009-06-17,39600.0,39450.0,15960.0,2.0,7740,-3220,-4520
2009-06-18,39800.0,39250.0,10838.0,1.99,1618,-1518,-100
2009-06-19,39500.0,39150.0,12298.0,1.99,-2282,3183,-31
2009-06-22,39100.0,39900.0,8625.0,2.03,-2142,1992,90
2009-06-23,38650.0,38750.0,15328.0,1.97,5288,-1978,-610
2009-06-24,38350.0,38300.0,8305.0,1.94,605,-605,-30
2009-06-25,38500.0,39500.0,11320.0,2.0,903,527,-1420
2009-06-26,39500.0,40400.0,18350.0,2.05,183,-883,-7380
2009-06-29,40000.0,39750.0,11030.0,2.02,-3128,158,-740
2009-06-30,40500.0,40450.0,11414.0,2.05,-2860,-740,-180
2009-07-01,39850.0,39850.0,5570.0,2.02,2083,-1253,-840
2009-07-02,40300.0,39250.0,5630.0,1.99,3460,-220,-3240
2009-07-03,38600.0,39350.0,6492.0,2.0,-1330,2450,-1120
2009-07-06,39350.0,39000.0,5228.0,1.98,971,-981,10
2009-07-07,39050.0,38200.0,13288.0,1.94,4310,-4290,0
2009-07-08,38150.0,37500.0,10127.0,1.9,7427,-5397,-30
2009-07-09,37000.0,38000.0,6593.0,1.93,-220,-290,1450
2009-07-10,38150.0,37850.0,5257.0,1.92,791,-421,130
2009-07-13,37850.0,37800.0,12947.0,1.92,-2400,3620,-150
2009-07-14,37350.0,38000.0,4898.0,1.93,-740,1330,-590
2009-07-15,37650.0,38050.0,3020.0,1.93,-530,570,-40
2009-07-16,38850.0,37650.0,5629.0,1.91,2584,-1860,-724
2009-07-17,37700.0,37050.0,16107.0,1.88,13627,-10037,-420
2009-07-20,37550.0,37850.0,14523.0,1.92,1691,-2511,770
2009-07-21,37850.0,37800.0,26357.0,1.92,6827,-4887,-1420
2009-07-22,38050.0,39400.0,28682.0,2.0,-8322,8112,210
2009-07-23,39600.0,39250.0,22628.0,1.99,3370,-4710,840
2009-07-24,40200.0,39650.0,12300.0,2.01,-1115,3605,-2490
2009-07-27,39750.0,39100.0,11422.0,1.98,6130,-6550,420
2009-07-28,39400.0,38700.0,10247.0,1.96,2327,-2787,480
2009-07-29,38850.0,38900.0,9781.0,1.97,460,-1120,160
2009-07-30,39200.0,39300.0,7388.0,1.99,-788,358,-70
2009-07-31,39100.0,40300.0,36691.0,2.05,-6837,4570,1567
2009-08-03,40300.0,42500.0,37270.0,2.16,-20264,17304,-40
2009-08-04,42500.0,42500.0,21270.0,2.16,-3977,4317,-340
2009-08-05,42450.0,42450.0,10464.0,2.15,-890,940,-180
2009-08-06,42150.0,41500.0,10125.0,2.11,-538,-972,10
2009-08-07,41500.0,41250.0,13933.0,2.09,5280,-6940,1770
2009-08-10,41350.0,41000.0,11530.0,2.08,5484,-4930,210
2009-08-11,41000.0,40850.0,4211.0,2.07,-470,590,200
2009-08-12,40850.0,39900.0,24734.0,2.03,10960,-12930,2300
2009-08-13,40000.0,40300.0,17019.0,2.05,376,-566,250
2009-08-14,40500.0,40250.0,13109.0,2.04,4389,-3280,-109
2009-08-17,39800.0,38650.0,15181.0,1.96,2710,-1468,-580
2009-08-18,37700.0,38300.0,8734.0,1.94,-2296,1156,1500
2009-08-19,38300.0,38300.0,10784.0,1.94,-1367,97,1470
2009-08-20,38000.0,38800.0,10605.0,1.97,2215,-1625,-90
2009-08-21,38800.0,37750.0,14582.0,1.92,2030,-1770,-260
2009-08-24,38400.0,38500.0,20622.0,1.95,-7608,7138,470
2009-08-25,38350.0,39000.0,14091.0,1.98,-9810,5160,4660
2009-08-26,39200.0,39200.0,6921.0,1.99,-570,-800,1440
2009-08-27,39100.0,40600.0,23786.0,2.06,-17751,18611,-640
2009-08-28,40550.0,40250.0,8188.0,2.04,-3160,4430,-1290
2009-08-31,40150.0,39500.0,4463.0,2.0,-580,820,-240
2009-09-01,39800.0,39050.0,23398.0,1.98,7013,-3815,-3198
2009-09-02,38650.0,37800.0,18482.0,1.92,7030,-6910,-310
2009-09-03,38300.0,37800.0,5305.0,1.92,-217,-13,230
2009-09-04,37800.0,37450.0,9384.0,1.9,5445,-4755,-280
2009-09-07,37450.0,36900.0,16655.0,1.87,6925,-6565,-460
2009-09-08,37250.0,36400.0,21158.0,1.85,12242,-13482,1100
2009-09-09,36500.0,35800.0,33731.0,1.82,25778,-25428,-650
2009-09-10,35800.0,36650.0,26049.0,1.86,7890,-280,-7660
2009-09-11,36650.0,36450.0,22122.0,1.85,5090,-2920,-2020
2009-09-14,36450.0,36000.0,19084.0,1.83,6880,-1230,-4050
2009-09-15,36200.0,36250.0,11472.0,1.84,3567,-917,-850
2009-09-16,36300.0,36450.0,10830.0,1.85,50,-300,250
2009-09-17,36550.0,36200.0,18838.0,1.84,8622,-4890,-3232
2009-09-18,36500.0,36700.0,18982.0,1.86,4280,-9190,4160
2009-09-21,37150.0,36850.0,21772.0,1.87,2425,-5315,3040
2009-09-22,36900.0,36700.0,7041.0,1.86,2980,-2300,-680
2009-09-23,36750.0,36400.0,25687.0,1.85,13210,-8230,-4980
2009-09-24,36300.0,35600.0,42992.0,1.81,26208,-3648,-20560
2009-09-25,35900.0,35500.0,22260.0,1.8,2895,8620,-11665
2009-09-28,35500.0,35750.0,10224.0,1.81,-1310,-3320,4630
2009-09-29,35600.0,35500.0,21004.0,1.8,8300,-4000,-4450
2009-09-30,35700.0,36000.0,18711.0,1.83,-4120,5731,-1611
2009-10-01,36000.0,35800.0,6370.0,1.82,-390,530,50
2009-10-05,35500.0,35750.0,20613.0,1.81,-5700,610,6300
2009-10-06,35450.0,36000.0,11072.0,1.83,-3692,352,3840
2009-10-07,36200.0,36000.0,11043.0,1.83,-3240,600,2740
2009-10-08,36050.0,36700.0,12580.0,1.86,-1890,250,1740
2009-10-09,36450.0,37100.0,25851.0,1.88,-10830,9440,1190
2009-10-12,36800.0,37000.0,6467.0,1.88,621,-1041,420
2009-10-13,37000.0,36600.0,4483.0,1.86,2020,450,-2470
2009-10-14,36300.0,36000.0,7866.0,1.83,3056,270,-3326
2009-10-15,36000.0,36150.0,2983.0,1.83,-89,-1,90
2009-10-16,36200.0,36050.0,8544.0,1.83,-2147,3420,-1273
2009-10-19,36050.0,36350.0,9494.0,1.85,-1170,2290,-1120
2009-10-20,36150.0,36250.0,6929.0,1.84,870,-1620,750
2009-10-21,36100.0,36050.0,4363.0,1.83,1435,-1573,638
2009-10-22,36000.0,35600.0,4366.0,1.81,1463,-1003,40
2009-10-23,35600.0,35500.0,5668.0,1.8,1292,-122,-170
2009-10-26,35500.0,36000.0,3150.0,1.83,-1640,1760,-120
2009-10-27,35450.0,35300.0,7461.0,1.79,4360,-2060,-2300
2009-10-28,35350.0,35350.0,15411.0,1.79,-3360,8280,-1150
2009-10-29,34950.0,34450.0,14373.0,1.75,-3950,5320,-370
2009-10-30,34300.0,34250.0,8681.0,1.74,3380,-2980,-100
2009-11-02,34100.0,34900.0,8440.0,1.77,-540,3520,-2080
2009-11-03,34100.0,35000.0,2210.0,1.78,-770,-10,880
2009-11-04,35000.0,34900.0,1741.0,1.77,-30,30,0
2009-11-05,34550.0,34000.0,6219.0,1.73,3600,-2170,-930
2009-11-06,33950.0,34250.0,3131.0,1.74,-1420,1560,-140
2009-11-09,34100.0,34250.0,6499.0,1.74,359,-399,40
2009-11-10,34250.0,33800.0,7126.0,1.72,2460,1730,-4220
2009-11-11,33550.0,34450.0,7571.0,1.75,-5750,4720,1030
2009-11-12,34450.0,34050.0,779.0,1.73,280,-60,-220
2009-11-13,34300.0,34250.0,3650.0,1.74,860,-150,-210
2009-11-16,34500.0,34250.0,5006.0,1.74,-500,840,160
2009-11-17,34150.0,33600.0,7762.0,1.71,3822,-3682,110
2009-11-18,33600.0,33300.0,2706.0,1.69,1216,-496,-320
2009-11-19,33350.0,33000.0,12124.0,1.68,9720,-8460,-1260
2009-11-20,33050.0,33850.0,7940.0,1.72,-480,870,910
2009-11-23,33900.0,33650.0,3926.0,1.71,956,-326,690
2009-11-24,33850.0,33800.0,3890.0,1.72,1320,-1000,680
2009-11-25,33700.0,33950.0,3761.0,1.72,1220,-620,430
2009-11-26,33600.0,32800.0,7866.0,1.66,4426,-6166,1740
2009-11-27,32900.0,31050.0,18592.0,1.58,7298,-3080,-120
2009-11-30,31350.0,32250.0,7170.0,1.64,833,-183,-650
2009-12-01,31600.0,32000.0,5775.0,1.62,2944,-2374,-540
2009-12-02,32200.0,31800.0,5281.0,1.61,2069,-771,-1298
2009-12-03,32000.0,32100.0,1699.0,1.63,-30,20,10
2009-12-04,31700.0,32950.0,2617.0,1.67,-940,0,380
2009-12-07,32550.0,32950.0,5172.0,1.67,-830,650,180
2009-12-08,32950.0,33200.0,2664.0,1.69,-1030,740,290
2009-12-09,33300.0,33700.0,2420.0,1.71,-1260,1340,280
2009-12-10,33200.0,32800.0,7760.0,1.66,1240,590,-1830
2009-12-11,33250.0,33750.0,5930.0,1.71,-1227,907,320
2009-12-14,34000.0,34550.0,10791.0,1.75,-2249,79,2170
2009-12-15,34550.0,34950.0,7140.0,1.77,-3030,1000,2030
2009-12-16,34950.0,35000.0,9642.0,1.78,-260,2750,2640
2009-12-17,35100.0,35200.0,6640.0,1.79,-3950,2440,1110
2009-12-18,35000.0,34800.0,11918.0,1.77,-1344,-2296,3640
2009-12-21,35000.0,34850.0,8436.0,1.77,-1850,1110,740
2009-12-22,35000.0,36000.0,18520.0,1.83,-9920,-330,1400
2009-12-23,36300.0,36100.0,5880.0,1.83,-1040,-150,1190
2009-12-24,36100.0,36100.0,9070.0,1.83,-450,-400,-2210
2009-12-28,36300.0,36300.0,14291.0,1.84,-5957,6007,-1050
2009-12-29,36250.0,35700.0,9675.0,1.81,3730,-3140,-590
2009-12-30,35700.0,36150.0,10210.0,1.83,-2020,-1230,2480
2010-01-04,36100.0,35100.0,5406.0,16.6,3082,-3442,360
2010-01-05,34900.0,36050.0,12532.0,17.05,-3438,2168,-1530
2010-01-06,36050.0,36100.0,4660.0,17.08,-3130,1630,1500
2010-01-07,36100.0,36000.0,7431.0,17.03,-2650,1320,230
2010-01-08,35650.0,36050.0,11515.0,17.05,-6960,6750,210
2010-01-11,36400.0,37100.0,14545.0,17.55,-6051,2271,440
2010-01-12,37100.0,37000.0,7570.0,17.5,1510,-1340,-170
2010-01-13,37000.0,36550.0,10686.0,17.29,102,1908,-510
2010-01-14,36300.0,36150.0,7345.0,17.1,1170,270,-1440
2010-01-15,36100.0,37850.0,13863.0,17.9,-7200,6797,563
2010-01-18,37950.0,37200.0,10585.0,17.6,1255,3055,-4310
2010-01-19,36800.0,37200.0,8020.0,17.6,1210,3020,-4280
2010-01-20,37200.0,36700.0,5661.0,17.36,339,840,-1179
2010-01-21,36700.0,36750.0,6253.0,17.38,-2237,4787,-1380
2010-01-22,36900.0,36200.0,6940.0,17.12,2730,550,-1770
2010-01-25,36200.0,36400.0,9170.0,17.22,730,940,-100
2010-01-26,36500.0,35950.0,9110.0,17.01,2942,-1952,-540
2010-01-27,35100.0,36000.0,5520.0,17.03,-980,1080,670
2010-01-28,35500.0,35050.0,12020.0,16.58,407,-747,340
2010-01-29,35400.0,34850.0,3227.0,16.48,-330,-190,520
2010-02-01,34500.0,34800.0,4968.0,16.46,-408,808,-400
2010-02-02,34700.0,34300.0,10723.0,16.22,-1029,419,610
2010-02-03,33950.0,33900.0,6633.0,16.04,1397,-557,-840
2010-02-04,34200.0,34150.0,6050.0,16.15,367,583,-270
2010-02-05,33200.0,32500.0,4670.0,15.37,1757,-2037,280
2010-02-08,32550.0,32200.0,11382.0,15.23,1171,-980,-291
2010-02-09,32500.0,32000.0,4563.0,15.14,-1547,1837,-240
2010-02-10,32100.0,32000.0,5660.0,15.14,130,1300,-1430
2010-02-11,32050.0,32500.0,5720.0,15.37,-610,130,480
2010-02-12,32250.0,32350.0,6363.0,15.3,2660,-890,-1770
2010-02-16,32100.0,32500.0,3578.0,15.37,490,-540,150
2010-02-17,32950.0,32950.0,4680.0,15.59,-340,-210,550
2010-02-18,33000.0,33500.0,8904.0,15.85,3093,2269,280
2010-02-19,33400.0,32650.0,9532.0,15.44,6676,-400,-10
2010-02-22,33200.0,33200.0,6292.0,15.7,-600,550,50
2010-02-23,33000.0,33250.0,7752.0,15.73,150,820,-970
2010-02-24,33250.0,32800.0,3752.0,15.52,2262,-682,-1350
2010-02-25,33250.0,32500.0,7592.0,15.37,4531,-3071,-1460
2010-02-26,32150.0,32700.0,4280.0,15.47,1970,-1400,-570
2010-03-02,32700.0,32700.0,3912.0,15.47,-290,-360,280
2010-03-03,33100.0,33450.0,8060.0,15.82,-3890,900,90
2010-03-04,33500.0,34200.0,21242.0,16.18,-10530,10982,-552
2010-03-05,34350.0,35000.0,14193.0,16.56,-7639,9596,-1957
2010-03-08,35300.0,35800.0,18263.0,16.93,-8487,9220,-1353
2010-03-09,35800.0,36100.0,11450.0,17.08,-3170,3380,770
2010-03-10,35600.0,36050.0,8121.0,17.05,-6330,4040,2290
2010-03-11,36300.0,36100.0,32030.0,17.08,-22910,22190,720
2010-03-12,36100.0,37450.0,11180.0,17.71,-8730,5380,1050
2010-03-15,37500.0,37500.0,13764.0,17.74,-3398,2908,490
2010-03-16,37500.0,37850.0,6470.0,17.9,-3770,3010,760
2010-03-17,37900.0,37800.0,6860.0,17.88,1732,-392,-1840
2010-03-18,37700.0,38600.0,35460.0,18.26,-6310,17520,-11210
2010-03-19,38600.0,38600.0,2190.0,18.26,-1320,140,1170
2010-03-22,37350.0,38950.0,11300.0,18.42,-1830,2400,-540
2010-03-23,38450.0,39350.0,38040.0,18.61,-1060,22400,-21340
2010-03-24,39400.0,38900.0,12720.0,18.4,6950,2380,-9330
2010-03-25,39100.0,37650.0,7303.0,17.81,1040,-910,60
2010-03-26,37700.0,37500.0,10496.0,17.74,1747,-1117,-550
2010-03-29,37500.0,37600.0,6380.0,17.79,-3110,2570,300
2010-03-30,37550.0,38000.0,10952.0,17.97,282,-592,-570
2010-03-31,38000.0,37850.0,9446.0,17.9,-1640,-1390,2410
2010-04-01,37850.0,37600.0,5372.0,17.79,-810,-2230,3040
2010-04-02,37350.0,37500.0,11020.0,17.74,-1357,-3823,5360
2010-04-05,37500.0,38300.0,11284.0,18.12,-8380,6140,2150
2010-04-06,38400.0,39300.0,13883.0,18.59,-5340,4620,1160
2010-04-07,39400.0,41000.0,29575.0,19.39,-12613,9293,3200
2010-04-08,41100.0,42500.0,20662.0,20.1,-10540,10600,940
2010-04-09,42800.0,42000.0,12398.0,19.87,-6000,5430,770
2010-04-12,41000.0,42900.0,24236.0,20.29,-16700,14500,-1800
2010-04-13,42150.0,42600.0,5930.0,20.15,-825,875,-50
2010-04-14,42600.0,43200.0,11951.0,20.43,-8084,7164,720
2010-04-15,43200.0,42700.0,3460.0,20.2,-1438,548,890
2010-04-16,42750.0,41000.0,4152.0,19.39,632,-712,80
2010-04-19,41000.0,40150.0,2491.0,18.99,361,-491,130
2010-04-20,40050.0,41000.0,2550.0,19.39,130,-440,310
2010-04-21,41050.0,41300.0,2947.0,19.54,-737,367,270
2010-04-22,42500.0,40600.0,7154.0,19.2,4674,-4844,170
2010-04-23,40500.0,41150.0,5562.0,19.46,-1558,1458,-400
2010-04-26,41150.0,40300.0,11757.0,19.06,5487,-5947,-40
2010-04-27,40300.0,40450.0,8200.0,19.13,-1130,300,590
2010-04-28,40100.0,40450.0,16019.0,19.13,-3181,1291,890
2010-04-29,40500.0,39950.0,7789.0,18.9,2230,-1210,-1020
2010-04-30,39950.0,38950.0,12783.0,18.42,3083,-3653,170
2010-05-03,38250.0,37250.0,18881.0,17.62,7910,-9150,240
2010-05-04,37350.0,39050.0,8790.0,18.47,-2473,3063,-1090
2010-05-06,39250.0,38700.0,7938.0,18.31,321,959,-1780
2010-05-07,37000.0,37200.0,17879.0,17.6,-1981,7347,-5366
2010-05-10,36850.0,38100.0,5200.0,18.02,1310,400,-1710
2010-05-11,38550.0,39100.0,8647.0,18.5,187,1520,-1557
2010-05-12,39300.0,39200.0,3956.0,18.54,-1220,2230,-1010
2010-05-13,38750.0,38000.0,20336.0,17.97,9835,-8975,-160
2010-05-14,38000.0,37200.0,17657.0,17.6,9160,-7810,-890
2010-05-17,37250.0,35800.0,19426.0,16.93,9200,-840,-2920
2010-05-18,35700.0,35900.0,13945.0,16.98,6900,-9930,350
2010-05-19,35500.0,35600.0,20961.0,16.84,11071,-10701,-670
2010-05-20,34850.0,34750.0,14142.0,16.44,6822,-22,-9260
2010-05-24,34750.0,35000.0,3940.0,16.56,1920,20,-1940
2010-05-25,35250.0,34100.0,13273.0,16.13,463,3430,-8893
2010-05-26,33050.0,34900.0,9342.0,16.51,-1072,2281,-2309
2010-05-27,35000.0,35100.0,5780.0,16.6,-1620,2470,-850
2010-05-28,35000.0,35200.0,4703.0,16.65,1152,588,-1470
2010-05-31,36150.0,35400.0,2870.0,16.75,-565,335,230
2010-06-01,36450.0,35950.0,5490.0,17.01,1710,560,-2380
2010-06-03,36300.0,36500.0,3610.0,17.27,-710,200,510
2010-06-04,36850.0,36200.0,2132.0,17.12,-810,630,180
2010-06-07,35500.0,36650.0,9250.0,17.34,-5470,4620,710
2010-06-08,37300.0,36200.0,3540.0,17.12,-660,-260,920
2010-06-09,36000.0,36200.0,1110.0,17.12,-70,-20,90
2010-06-10,36200.0,35400.0,3691.0,16.75,2151,-1551,-550
2010-06-11,35600.0,35850.0,7446.0,16.96,-1826,1406,3340
2010-06-14,36750.0,35400.0,9913.0,16.75,3235,-1836,2001
2010-06-15,35350.0,36950.0,11716.0,17.48,-1902,-1034,7956
2010-06-16,36950.0,36900.0,5122.0,17.45,771,1078,-1289
2010-06-17,36250.0,36600.0,9237.0,17.31,1907,1203,-70
2010-06-18,37250.0,37300.0,5749.0,17.64,-680,-789,1469
2010-06-21,37300.0,37500.0,8596.0,17.74,4238,-3996,718
2010-06-22,37850.0,37600.0,4515.0,17.79,-895,240,575
2010-06-23,36950.0,37550.0,4846.0,17.76,-501,1416,-915
2010-06-24,37650.0,37600.0,2330.0,17.79,-780,360,270
2010-06-25,37350.0,37150.0,11980.0,17.57,-3896,2106,1790
2010-06-28,36750.0,36800.0,2197.0,17.41,1150,-1170,20
2010-06-29,37100.0,36500.0,5524.0,17.27,-1450,1400,50
2010-06-30,36800.0,37950.0,9100.0,17.95,-5220,3250,1970
2010-07-01,37900.0,38650.0,9950.0,18.28,-5080,3540,1200
2010-07-02,38650.0,38300.0,6820.0,18.12,1160,-3320,190
2010-07-05,38300.0,37700.0,6955.0,17.83,2460,-2295,-165
2010-07-06,37250.0,38200.0,4760.0,18.07,-1450,2600,-1150
2010-07-07,37550.0,38450.0,6723.0,18.19,-4930,940,3990
2010-07-08,38550.0,37950.0,4450.0,17.95,1840,-2530,690
2010-07-09,38050.0,37500.0,10890.0,17.74,3120,-4030,910
2010-07-12,37500.0,38700.0,10690.0,18.31,-5352,1442,2410
2010-07-13,39200.0,38700.0,2870.0,18.31,-250,-40,550
2010-07-14,39500.0,39700.0,11332.0,18.78,-1540,-2770,4260
2010-07-15,39900.0,40200.0,9964.0,19.02,-5110,2730,2380
2010-07-16,40100.0,40700.0,9357.0,19.25,-2506,-424,2890
2010-07-19,40200.0,40550.0,4667.0,19.18,625,-445,-150
2010-07-20,40800.0,40300.0,9771.0,19.06,3391,-5201,1900
2010-07-21,40350.0,39750.0,6168.0,18.8,2655,-3535,880
2010-07-22,39750.0,38700.0,5670.0,18.31,2320,-2540,220
2010-07-23,38750.0,40400.0,8930.0,19.11,-4840,2400,2440
2010-07-26,40400.0,39700.0,5890.0,18.78,-550,-50,630
2010-07-27,40000.0,40000.0,9290.0,18.92,-4710,480,4230
2010-07-28,40450.0,40250.0,7798.0,19.04,-2140,100,2040
2010-07-29,40000.0,39800.0,7048.0,18.83,-158,-922,1080
2010-07-30,40650.0,40850.0,8647.0,19.32,-2920,-807,3827
2010-08-02,40200.0,40850.0,11472.0,19.32,-1908,-2,1910
2010-08-03,40900.0,40300.0,3982.0,19.06,751,-1081,330
2010-08-04,40350.0,41650.0,18045.0,19.7,4185,-5595,1410
2010-08-05,41650.0,42400.0,14623.0,20.06,-4749,464,2245
2010-08-06,41950.0,42200.0,5921.0,19.96,-519,-71,590
2010-08-09,42200.0,41800.0,2202.0,19.77,114,-234,100
2010-08-10,41800.0,41050.0,3655.0,19.42,1079,-619,310
2010-08-11,40900.0,40300.0,6411.0,19.06,650,60,-710
2010-08-12,40000.0,40400.0,17703.0,19.11,-7961,7848,113
2010-08-13,40400.0,40250.0,3992.0,19.04,1022,-812,-210
2010-08-16,40050.0,40200.0,3065.0,19.02,490,110,-600
2010-08-17,40250.0,40200.0,7880.0,19.02,3850,-3740,-110
2010-08-18,40250.0,40550.0,14440.0,19.18,8750,-8320,440
2010-08-19,40550.0,40800.0,14667.0,19.3,8426,-10846,2370
2010-08-20,41000.0,41050.0,26558.0,19.42,-842,-568,1620
2010-08-23,41750.0,41950.0,11395.0,19.84,-2565,-205,2770
2010-08-24,42300.0,40800.0,9053.0,19.3,4370,-4770,400
2010-08-25,40500.0,40150.0,11231.0,18.99,-1325,-15,-260
2010-08-26,40050.0,40050.0,2307.0,18.94,0,120,-60
2010-08-27,39500.0,39700.0,5344.0,18.78,2271,-731,-1510
2010-08-30,39850.0,40950.0,8380.0,19.37,-4440,4810,-370
2010-08-31,40250.0,40150.0,11233.0,18.99,-2635,6853,-4218
2010-09-01,40250.0,40700.0,2800.0,19.25,730,-660,-70
2010-09-02,40750.0,41000.0,7940.0,19.39,-1340,1460,60
2010-09-03,40900.0,40800.0,3393.0,19.3,84,566,-620
2010-09-06,40700.0,40650.0,2871.0,19.23,130,-230,100
2010-09-07,40150.0,40500.0,2097.0,19.16,-23,243,-220
2010-09-08,40150.0,40900.0,3410.0,19.35,-540,-330,900
2010-09-09,41350.0,40800.0,7390.0,19.3,4590,520,-3510
2010-09-10,41200.0,41700.0,10133.0,19.73,-6349,5209,1140
2010-09-13,41900.0,42100.0,6263.0,19.91,-462,-548,1010
2010-09-14,41750.0,45000.0,34148.0,21.29,-12000,13830,-1120
2010-09-15,43700.0,43900.0,11099.0,20.77,-610,-940,980
2010-09-16,43700.0,44550.0,20919.0,21.07,-8698,6958,-50
2010-09-17,45150.0,44100.0,8958.0,20.86,1670,-130,-1530
2010-09-20,44150.0,44100.0,4305.0,20.86,-30,30,-30
2010-09-24,44050.0,44450.0,8020.0,21.03,-1960,860,500
2010-09-27,44500.0,45400.0,13473.0,21.48,2249,-819,-1370
2010-09-28,45100.0,45850.0,17724.0,21.69,1936,-1466,-1090
2010-09-29,46200.0,45000.0,10151.0,21.29,-150,-930,-20
2010-09-30,45650.0,45250.0,4992.0,21.4,-1323,-547,1870
2010-10-01,44800.0,44850.0,4446.0,21.22,912,-792,610
2010-10-04,44550.0,45250.0,6290.0,21.4,460,660,220
