Symbol,효성_시가(원),효성_종가(원),효성_거래량(주),효성_PER(IFRS-연결),효성_순매수수량(개인)(주),효성_순매수수량(기관계)(주),효성_순매수수량(외국인계)(주)
2009-03-17,58000.0,58900.0,191911.0,17.46,-53565,42292,11945
2009-03-18,59000.0,59500.0,223542.0,17.63,-1012,-6948,3267
2009-03-19,60500.0,61500.0,314093.0,18.23,-81008,69302,14241
2009-03-20,61000.0,62300.0,149718.0,18.46,-5578,-6413,13203
2009-03-23,63700.0,63800.0,205618.0,18.91,-29013,-7862,49540
2009-03-24,65000.0,66000.0,276231.0,19.56,-35474,38676,-2305
2009-03-25,65500.0,66900.0,191228.0,19.83,13170,-18397,-624
2009-03-26,67000.0,67300.0,169427.0,19.95,5006,-39481,35733
2009-03-27,67500.0,66600.0,326216.0,19.74,46331,-39531,6862
2009-03-30,66600.0,64100.0,181953.0,19.0,33294,-34320,652
2009-03-31,64600.0,64700.0,267151.0,19.18,8112,10670,-19455
2009-04-01,61000.0,64100.0,1890329.0,19.0,487708,-504953,39851
2009-04-02,65000.0,64700.0,461859.0,19.18,-50196,52016,3443
2009-04-03,65900.0,66600.0,426153.0,19.74,-94096,48123,47147
2009-04-06,66700.0,66000.0,272235.0,19.56,-9773,-48791,55361
2009-04-07,66200.0,67200.0,304228.0,19.92,-34475,-13534,41530
2009-04-08,67200.0,68300.0,538901.0,20.24,-126328,127772,7324
2009-04-09,69600.0,78000.0,669616.0,23.12,-168565,131465,42338
2009-04-10,79000.0,77000.0,438235.0,22.82,66285,-52117,-29349
2009-04-13,77900.0,77300.0,280588.0,22.91,40692,-51932,1826
2009-04-14,77500.0,77800.0,354046.0,23.06,-4598,4002,11601
2009-04-15,76700.0,76200.0,407928.0,22.58,37186,-31055,-11268
2009-04-16,76800.0,73000.0,443705.0,21.64,144018,-134415,-7006
2009-04-17,73700.0,73600.0,345003.0,21.81,33547,-60428,39015
2009-04-20,73100.0,71200.0,360402.0,21.1,125100,-84145,-38544
2009-04-21,70000.0,74500.0,462728.0,22.08,-81483,46943,31562
2009-04-22,75000.0,78100.0,401233.0,23.15,-158304,115986,31061
2009-04-23,78400.0,80100.0,293865.0,23.74,-92329,94356,-17559
2009-04-24,79100.0,79000.0,224713.0,23.41,-2953,-12644,15443
2009-04-27,78400.0,78600.0,294270.0,23.3,-74766,-3847,86744
2009-04-28,79000.0,76900.0,277167.0,22.79,1108,-3617,2999
2009-04-29,77000.0,77400.0,206845.0,22.94,37489,17185,-58118
2009-04-30,78000.0,80000.0,302815.0,23.71,-50471,44178,-820
2009-05-04,80700.0,80000.0,280871.0,23.71,96063,-18007,-77642
2009-05-06,79100.0,79000.0,237019.0,23.41,55114,-46872,-10352
2009-05-07,79200.0,78300.0,238519.0,23.21,54388,-38766,-23717
2009-05-08,78000.0,76500.0,273527.0,22.67,103470,-32488,-61469
2009-05-11,77000.0,76800.0,208337.0,22.76,17066,-32937,21019
2009-05-12,76500.0,76700.0,130748.0,22.73,-27736,15235,17063
2009-05-13,77100.0,84500.0,764321.0,25.04,-224919,127695,75561
2009-05-14,83600.0,86500.0,664867.0,25.64,-150295,122995,36831
2009-05-15,88500.0,84500.0,359099.0,25.04,7687,42080,-39604
2009-05-18,84600.0,84000.0,203495.0,24.9,33951,-12504,-25868
2009-05-19,85000.0,87500.0,283741.0,25.93,-12147,62735,-47694
2009-05-20,87500.0,96000.0,587479.0,28.45,-172519,216951,-37489
2009-05-21,96000.0,96300.0,462524.0,28.54,26459,2024,-22979
2009-05-22,95300.0,103000.0,630131.0,30.53,-53337,43858,42539
2009-05-25,102000.0,110000.0,530031.0,32.6,-9027,-71905,90860
2009-05-26,114000.0,106500.0,671447.0,31.56,57689,-95451,33938
2009-05-27,107500.0,102000.0,356226.0,30.23,13203,-64172,54918
2009-05-28,100500.0,108000.0,642716.0,32.01,-44881,16944,29609
2009-05-29,112000.0,105500.0,496537.0,31.27,82338,-127464,32144
2009-06-01,103000.0,104000.0,379837.0,30.82,105768,-69990,-23689
2009-06-02,106000.0,105500.0,369489.0,31.27,29039,-27666,-1675
2009-06-03,105500.0,102000.0,393683.0,30.23,91312,-37999,-58096
2009-06-04,101000.0,96000.0,449725.0,28.45,109361,-19203,-106351
2009-06-05,96600.0,101000.0,519847.0,29.93,45768,-48886,17495
2009-06-08,100500.0,100500.0,245544.0,29.79,11865,-12983,-3857
2009-06-09,101000.0,97000.0,336588.0,28.75,39138,-39430,-8803
2009-06-10,96500.0,97900.0,545365.0,29.02,-5937,449,414
2009-06-11,97500.0,95100.0,409800.0,28.19,102853,-143345,19197
2009-06-12,95900.0,95900.0,522910.0,28.42,77699,-9040,-57655
2009-06-15,96200.0,95000.0,270537.0,28.16,35607,-22412,-1944
2009-06-16,94100.0,95300.0,231463.0,28.25,23820,-10518,-1113
2009-06-17,95000.0,96500.0,249890.0,28.6,235,23605,-14244
2009-06-18,96900.0,96700.0,207148.0,28.66,11315,19820,-36944
2009-06-19,96700.0,93700.0,349540.0,27.77,100029,-23648,-74942
2009-06-22,92800.0,93500.0,182890.0,27.71,9528,-6756,-840
2009-06-23,91200.0,89600.0,318150.0,26.56,-39206,34519,-8981
2009-06-24,90300.0,92400.0,284109.0,27.39,-24253,49936,-19028
2009-06-25,92800.0,97200.0,497583.0,28.81,-77168,32084,40530
2009-06-26,98100.0,97200.0,326685.0,28.81,29086,17763,-44626
2009-06-29,97500.0,97300.0,195225.0,28.84,-31265,40887,-4567
2009-06-30,97300.0,93400.0,831092.0,27.68,94628,-10450,-96124
2009-07-01,92400.0,87500.0,851394.0,25.93,300303,-234796,-75701
2009-07-02,89000.0,88300.0,635037.0,26.17,66752,-88103,36466
2009-07-03,86900.0,90800.0,274401.0,26.91,-57594,42664,8751
2009-07-06,92000.0,90900.0,234744.0,26.94,17390,-17797,3648
2009-07-07,91800.0,89700.0,206696.0,26.59,29981,-5376,-25497
2009-07-08,89000.0,89900.0,191129.0,26.64,6380,-12657,3208
2009-07-09,90100.0,86400.0,345126.0,25.61,104952,-102097,10346
2009-07-10,86900.0,82000.0,1144328.0,24.3,258863,-130610,-134901
2009-07-13,81300.0,76000.0,490588.0,22.52,11785,-1359,8444
2009-07-14,78300.0,80500.0,648327.0,23.86,-3174,76467,-90758
2009-07-15,80500.0,81500.0,348127.0,24.16,5222,59521,-63877
2009-07-16,83100.0,81600.0,279278.0,24.18,-4612,22778,-14875
2009-07-17,82100.0,79300.0,429595.0,23.5,132724,-30738,-104328
2009-07-20,80000.0,86400.0,696852.0,25.61,-182378,149553,1877
2009-07-21,86400.0,82200.0,1031763.0,24.36,415664,-312271,-99020
2009-07-22,82600.0,80500.0,1093163.0,23.86,313280,-221943,-65876
2009-07-23,80500.0,81500.0,460823.0,24.16,-13607,54129,-32347
2009-07-24,82500.0,83600.0,696392.0,24.78,-40449,41416,-15798
2009-07-27,85100.0,88700.0,1017155.0,26.29,-137961,148782,10559
2009-07-28,88900.0,87700.0,531595.0,25.99,101230,-111023,19922
2009-07-29,88000.0,86700.0,542851.0,25.7,118852,-143139,42805
2009-07-30,86400.0,83800.0,711094.0,24.84,258602,-181227,-71988
2009-07-31,84400.0,86300.0,753751.0,25.58,80069,-123976,81101
2009-08-03,86800.0,88400.0,945085.0,26.2,-83758,102452,-15983
2009-08-04,90500.0,87300.0,859839.0,25.87,110077,-156321,69283
2009-08-05,87400.0,88000.0,466075.0,26.08,-25159,-18428,41086
2009-08-06,87300.0,91000.0,916520.0,26.97,-210134,104759,96557
2009-08-07,92400.0,96500.0,1102666.0,28.6,-243270,85521,150368
2009-08-10,96700.0,94500.0,527957.0,28.01,59038,-101122,28420
2009-08-11,94000.0,95500.0,406131.0,28.3,8768,-27016,14219
2009-08-12,94500.0,94000.0,422051.0,27.86,51850,-111280,55325
2009-08-13,95000.0,96100.0,686588.0,28.48,-187878,128806,32866
2009-08-14,97500.0,95800.0,470395.0,28.39,-40336,-4367,32579
2009-08-17,94900.0,90000.0,621933.0,26.67,156158,-181091,31626
2009-08-18,88500.0,89400.0,740415.0,26.5,92962,-47059,-33344
2009-08-19,90300.0,85200.0,774528.0,25.25,279225,-175209,-68180
2009-08-20,85900.0,87700.0,404204.0,25.99,-14441,16348,8058
2009-08-21,87600.0,84400.0,818266.0,25.01,261932,-205292,-39171
2009-08-24,86000.0,88000.0,621141.0,26.08,-72801,-13952,94312
2009-08-25,88800.0,87500.0,545986.0,25.93,9880,-37441,8492
2009-08-26,88600.0,93100.0,794479.0,27.59,-274293,168196,46716
2009-08-27,94400.0,91100.0,495579.0,27.0,4530,-2828,-22133
2009-08-28,92300.0,90000.0,532198.0,26.67,74776,-60360,-1252
2009-08-31,90900.0,90300.0,345744.0,26.76,-61651,-11955,79832
2009-09-01,89200.0,88800.0,454201.0,26.32,17560,514,-6565
2009-09-02,87000.0,85200.0,602519.0,25.25,242005,-176439,-21869
2009-09-03,85700.0,85400.0,565347.0,25.31,113450,-74947,-3836
2009-09-04,86500.0,85100.0,272291.0,25.22,2660,-26125,34363
2009-09-07,85200.0,85300.0,268936.0,25.28,29820,-25767,815
2009-09-08,85600.0,89400.0,712508.0,26.5,-64328,54506,12213
2009-09-09,90100.0,88800.0,647470.0,26.32,-55961,54874,-5790
2009-09-10,90500.0,96000.0,1571600.0,28.45,-731744,573270,49338
2009-09-11,97000.0,95100.0,693095.0,28.19,-110094,100874,6926
2009-09-14,96500.0,95400.0,510802.0,28.27,1415,-61866,57887
2009-09-15,96700.0,97400.0,554957.0,28.87,-44235,-7409,79147
2009-09-16,97900.0,97800.0,705718.0,28.99,-91182,-92483,181410
2009-09-17,98800.0,102500.0,888281.0,30.38,-285530,122354,137944
2009-09-18,103000.0,103000.0,616725.0,30.53,-83276,-121283,228018
2009-09-21,100500.0,97300.0,740610.0,28.84,113895,-101442,-11217
2009-09-22,97500.0,99200.0,364543.0,29.4,1733,-27675,39365
2009-09-23,84400.0,84400.0,403345.0,25.01,116973,-141191,37214
2009-09-24,78900.0,76300.0,13021952.0,22.61,4395654,-3921284,-247902
2009-09-25,76300.0,70200.0,9626272.0,20.81,2351484,-2404072,130340
2009-09-28,71900.0,72200.0,4614174.0,21.4,108780,-71585,-22517
2009-09-29,72500.0,69700.0,2998612.0,20.66,405368,-462240,68642
2009-09-30,69200.0,67700.0,2033940.0,20.07,186463,-239050,41836
2009-10-01,68600.0,69000.0,1896211.0,20.45,-12259,35525,-8491
2009-10-05,68300.0,68500.0,972524.0,20.3,-43024,70130,-27428
2009-10-06,69900.0,65300.0,1848864.0,19.35,352760,-293378,-14325
2009-10-07,66100.0,61100.0,3464321.0,18.11,779985,-782799,97807
2009-10-08,61700.0,66300.0,6434071.0,19.65,260601,-389295,182128
2009-10-09,65400.0,65800.0,3168687.0,19.5,-50430,47511,-3330
2009-10-12,67500.0,68200.0,2848909.0,20.21,-79033,85285,-10158
2009-10-13,67300.0,66500.0,1343374.0,19.71,94562,-75146,-22210
2009-10-14,66700.0,66500.0,883262.0,19.71,100631,-94626,-10491
2009-10-15,67100.0,68600.0,3523583.0,20.33,-323914,253778,72732
2009-10-16,69600.0,67900.0,1264350.0,20.12,129977,-10085,-108771
2009-10-19,68200.0,69000.0,893646.0,20.45,-164002,152338,-742
2009-10-20,69700.0,69400.0,738557.0,20.57,-71142,14176,62149
2009-10-21,69400.0,66500.0,2133520.0,19.71,282065,-281768,-8366
2009-10-22,66500.0,66800.0,647837.0,19.8,-80504,-28751,104227
2009-10-23,67500.0,66300.0,447106.0,19.65,26271,-19917,43069
2009-10-26,66300.0,66800.0,396718.0,19.8,-117801,49678,64394
2009-10-27,66600.0,69600.0,1224419.0,20.63,-268321,69682,195572
2009-10-28,70300.0,69100.0,1529642.0,20.48,-62379,40988,24818
2009-10-29,68900.0,67700.0,811145.0,20.07,-25636,38850,5123
2009-10-30,68600.0,66600.0,602170.0,19.74,60704,-44268,-29792
2009-11-02,68200.0,67900.0,1668262.0,20.12,-115939,119910,-40175
2009-11-03,66900.0,65700.0,715364.0,19.47,-3923,-37477,47923
2009-11-04,66100.0,66400.0,366528.0,19.68,-42908,-17024,60602
2009-11-05,66000.0,66100.0,430699.0,19.59,-5043,-37201,34834
2009-11-06,67000.0,68100.0,703055.0,20.18,-68383,26558,24897
2009-11-09,68200.0,69500.0,2114879.0,20.6,-266940,205719,37415
2009-11-10,70200.0,68400.0,707156.0,20.27,30554,-27132,1840
2009-11-11,68800.0,68900.0,572164.0,20.42,136324,-124259,29771
2009-11-12,71500.0,79100.0,8602693.0,23.44,-605393,454053,127712
2009-11-13,79100.0,76600.0,2974401.0,22.7,94041,-87743,-5980
2009-11-16,77000.0,77100.0,957347.0,22.85,-36682,-11665,50991
2009-11-17,77100.0,74900.0,1017327.0,22.2,35544,-24432,27041
2009-11-18,74800.0,76600.0,1277343.0,22.7,-103749,62613,7240
2009-11-19,76600.0,77300.0,840395.0,22.91,-216993,113981,75358
2009-11-20,77500.0,78800.0,1161329.0,23.35,-252573,167229,61711
2009-11-23,79500.0,80900.0,1182245.0,23.98,-236208,176654,40870
2009-11-24,81700.0,80200.0,1086670.0,23.77,-147292,33991,108613
2009-11-25,81000.0,83000.0,1020594.0,24.6,-372768,-8071,366572
2009-11-26,83100.0,81200.0,744284.0,24.07,-14730,-18627,46937
2009-11-27,79100.0,78400.0,1372936.0,23.24,-205872,-28077,249608
2009-11-30,80500.0,84000.0,1599834.0,24.9,-408729,47425,283470
2009-12-01,83700.0,84100.0,1089723.0,24.93,-168483,73896,92728
2009-12-02,85000.0,82600.0,1047647.0,24.48,131724,42872,-122085
2009-12-03,83000.0,82700.0,622403.0,24.51,-46155,27990,26148
2009-12-04,83200.0,86100.0,1384623.0,25.52,-362848,205042,184045
2009-12-07,86500.0,86500.0,629425.0,25.64,-80138,39396,29534
2009-12-08,86900.0,87200.0,1052565.0,25.84,-271174,62266,226116
2009-12-09,87000.0,88200.0,495319.0,26.14,-69818,48203,43650
2009-12-10,88200.0,88000.0,639673.0,26.08,55718,-27374,-32859
2009-12-11,87800.0,86800.0,673254.0,25.73,130442,-22078,-101530
2009-12-14,86200.0,85400.0,939519.0,25.31,30204,-73512,53555
2009-12-15,86300.0,86000.0,484136.0,25.49,-61518,-809,57010
2009-12-16,85800.0,85900.0,526950.0,25.46,14204,-4958,-9475
2009-12-17,86400.0,86600.0,630649.0,25.67,-194510,194237,-18140
2009-12-18,86500.0,87100.0,401805.0,25.81,-50032,62288,-28592
2009-12-21,87100.0,86200.0,280225.0,25.55,-7571,-8225,10296
2009-12-22,86700.0,86300.0,318085.0,25.58,-35814,27711,6937
2009-12-23,86500.0,84800.0,365124.0,25.13,6222,3392,4393
2009-12-24,84700.0,84500.0,436025.0,25.04,-27259,17735,26822
2009-12-28,87000.0,88700.0,1310386.0,26.29,-261295,183544,89999
2009-12-29,87800.0,87200.0,365553.0,25.84,-53032,69014,-21125
2009-12-30,87600.0,85200.0,380671.0,25.25,16595,-2832,-17439
2010-01-04,85300.0,85300.0,311734.0,9.26,-45259,5940,28603
2010-01-05,87000.0,88300.0,900403.0,9.59,-238632,221913,1838
2010-01-06,89400.0,92700.0,1123852.0,10.07,-443437,245641,183540
2010-01-07,92700.0,89800.0,553737.0,9.75,-20326,16123,5833
2010-01-08,91200.0,93000.0,738922.0,10.1,-44895,-31146,79108
2010-01-11,93300.0,93200.0,545573.0,10.12,-103087,-17941,109082
2010-01-12,93400.0,92800.0,349631.0,10.08,175,-2975,4246
2010-01-13,91500.0,90000.0,334785.0,9.77,2748,-11514,23470
2010-01-14,90900.0,91700.0,347963.0,9.96,-75400,103784,-37943
2010-01-15,92500.0,91900.0,285627.0,9.98,-22160,26893,-8040
2010-01-18,91000.0,92600.0,369745.0,10.05,-11614,-19624,37685
2010-01-19,93100.0,91400.0,302463.0,9.92,-18483,11654,6816
2010-01-20,92500.0,91400.0,499525.0,9.92,-84841,55732,-75
2010-01-21,90400.0,93000.0,406347.0,10.1,-90722,125625,-16040
2010-01-22,90500.0,87700.0,821047.0,9.52,123735,-109536,1951
2010-01-25,85400.0,88000.0,376342.0,9.55,-74355,1244,71543
2010-01-26,88500.0,86100.0,471430.0,9.35,-98971,1897,95975
2010-01-27,86400.0,83800.0,499662.0,9.1,43919,-8401,-37231
2010-01-28,84500.0,84700.0,289789.0,9.2,11106,1780,-8584
2010-01-29,83500.0,81300.0,334786.0,8.83,-4941,-3158,27644
2010-02-01,81000.0,80700.0,381716.0,8.76,61420,-49698,351
2010-02-02,81800.0,78600.0,314599.0,8.53,77980,-85467,14347
2010-02-03,79200.0,80700.0,387050.0,8.76,-55905,-7812,62931
2010-02-04,80600.0,81900.0,196129.0,8.89,-17629,-11464,33804
2010-02-05,78500.0,78600.0,343734.0,8.53,18639,-37686,16128
2010-02-08,78600.0,76100.0,384989.0,8.26,66585,-34055,-2212
2010-02-09,75500.0,76900.0,286714.0,8.35,4831,5716,-15013
2010-02-10,78000.0,78600.0,232058.0,8.53,-41443,52685,-12516
2010-02-11,78300.0,82500.0,444899.0,8.96,-180287,167277,662
2010-02-12,83100.0,85100.0,595908.0,9.24,-225585,233845,-12581
2010-02-16,84200.0,85100.0,360905.0,9.24,-44012,29584,6990
2010-02-17,85800.0,85000.0,225405.0,9.23,-7568,20051,-4730
2010-02-18,85300.0,85000.0,158492.0,9.23,-50869,43005,11116
2010-02-19,84600.0,82700.0,230208.0,8.98,475,17381,-10621
2010-02-22,84300.0,85400.0,231021.0,9.27,-70202,28183,27986
2010-02-23,85000.0,86400.0,185559.0,9.38,-46062,43375,2723
2010-02-24,86000.0,87300.0,271475.0,9.48,-107767,99142,4807
2010-02-25,88000.0,87000.0,402644.0,9.45,-102391,97390,544
2010-02-26,87700.0,87500.0,223265.0,9.5,-7718,60205,-56647
2010-03-02,88000.0,87700.0,175168.0,9.52,-46606,21634,23677
2010-03-03,87200.0,85900.0,282530.0,9.33,91659,-27080,-77178
2010-03-04,85800.0,84000.0,420674.0,9.12,53060,-52831,22951
2010-03-05,84600.0,85000.0,256727.0,9.23,61454,21364,-83830
2010-03-08,86100.0,86500.0,270622.0,9.39,-69251,85857,-18007
2010-03-09,86700.0,85800.0,146021.0,9.32,-18648,12445,6488
2010-03-10,86000.0,86400.0,180690.0,9.38,-26533,31216,-4689
2010-03-11,86600.0,86600.0,222232.0,9.4,-34667,52836,-16162
2010-03-12,86900.0,86100.0,229887.0,9.35,-2531,-19121,25893
2010-03-15,85500.0,85200.0,209428.0,9.25,-22101,6755,21997
2010-03-16,85400.0,86300.0,228288.0,9.37,-46883,-9948,69543
2010-03-17,86500.0,86300.0,172293.0,9.37,9718,-11622,2562
2010-03-18,86600.0,87300.0,331243.0,9.48,-74350,64359,13309
2010-03-19,88100.0,87500.0,263724.0,9.5,-20594,7502,56669
2010-03-22,87000.0,86500.0,182133.0,9.39,27217,-6615,-16823
2010-03-23,86800.0,85400.0,245334.0,9.27,42031,-63193,10294
2010-03-24,85900.0,82200.0,972271.0,8.93,166248,-232660,83438
2010-03-25,82300.0,83000.0,328074.0,9.01,51935,-29425,-23208
2010-03-26,83500.0,82700.0,336288.0,8.98,51071,-74949,15376
2010-03-29,81500.0,81300.0,594943.0,8.83,148441,-104198,-36126
2010-03-30,82000.0,80400.0,593685.0,8.73,211904,-279225,72195
2010-03-31,80900.0,81200.0,300844.0,8.82,22341,17079,-35190
2010-04-01,80800.0,79800.0,662279.0,8.66,288742,-141199,-122627
2010-04-02,80200.0,80500.0,388508.0,8.74,29777,-64763,37670
2010-04-05,80400.0,78500.0,587893.0,8.52,127765,-75473,-54582
2010-04-06,78400.0,77400.0,493414.0,8.4,154411,-89958,-64229
2010-04-07,77900.0,80400.0,678526.0,8.73,-61898,250745,-221128
2010-04-08,80600.0,81200.0,343341.0,8.82,-85651,108440,-18016
2010-04-09,80500.0,78800.0,835014.0,8.56,449688,-387399,-44738
2010-04-12,79100.0,78700.0,375463.0,8.55,74703,-104177,32901
2010-04-13,78800.0,78900.0,205783.0,8.57,-35732,13249,20399
2010-04-14,79300.0,78400.0,549112.0,8.51,232685,-223346,14157
2010-04-15,78800.0,78100.0,390736.0,8.48,123550,-190568,72868
2010-04-16,78500.0,79800.0,639177.0,8.66,-142068,-22159,147425
2010-04-19,79000.0,78300.0,252212.0,8.5,2491,2341,-5335
2010-04-20,77000.0,78300.0,652030.0,8.5,-1726,3584,-43572
2010-04-21,78300.0,78100.0,354987.0,8.48,71810,-78368,28352
2010-04-22,78700.0,78600.0,346532.0,8.53,-22456,-2,24575
2010-04-23,79000.0,78000.0,248315.0,8.47,-12293,68744,-55778
2010-04-26,77600.0,77500.0,340316.0,8.41,67439,-83925,14787
2010-04-27,77200.0,78000.0,277038.0,8.47,-43722,31710,2384
2010-04-28,76800.0,76600.0,281748.0,8.32,72213,-16215,-36302
2010-04-29,76800.0,75600.0,481223.0,8.21,42998,-55306,25604
2010-04-30,76100.0,79100.0,613497.0,8.59,-207111,200443,-14031
2010-05-03,78900.0,79000.0,304557.0,8.58,-44113,72464,-35816
2010-05-04,79900.0,76700.0,409441.0,8.33,91751,-27369,-65345
2010-05-06,75000.0,73000.0,601347.0,7.93,185814,-605,-191863
2010-05-07,70200.0,70000.0,636866.0,7.6,263797,-148981,-123362
2010-05-10,71100.0,70500.0,540634.0,7.65,290271,-216856,-80156
2010-05-11,71300.0,70400.0,516385.0,7.64,64191,49763,-116410
2010-05-12,71000.0,69100.0,354482.0,7.5,38500,23186,-71749
2010-05-13,69600.0,67800.0,613903.0,7.36,244616,-187507,-39182
2010-05-14,67300.0,70400.0,602733.0,7.64,-149583,88719,18081
2010-05-17,70700.0,72100.0,977470.0,7.83,-129345,190962,-141301
2010-05-18,72800.0,72400.0,407702.0,7.86,-67791,111987,-82230
2010-05-19,72700.0,69900.0,407445.0,7.59,82472,-11107,-61431
2010-05-20,69600.0,68200.0,237701.0,7.41,-44314,23345,13607
2010-05-24,67200.0,69500.0,188309.0,7.55,-32548,39998,-1876
2010-05-25,68600.0,67000.0,313223.0,7.27,19142,27933,-66992
2010-05-26,66800.0,63800.0,563337.0,6.93,159259,-88406,-57735
2010-05-27,63600.0,64100.0,786975.0,6.96,142931,-189238,49283
2010-05-28,64800.0,63800.0,423417.0,6.93,47146,-51709,20506
2010-05-31,64500.0,67900.0,798151.0,7.37,-66756,108523,-48323
2010-06-01,68900.0,69000.0,501456.0,7.49,-55546,125385,-78182
2010-06-03,70200.0,68300.0,432468.0,7.42,43232,-36143,106
2010-06-04,67800.0,67600.0,358043.0,7.34,-14415,-45870,58313
2010-06-07,65300.0,65800.0,209605.0,7.14,7364,-21023,28234
2010-06-08,65800.0,70800.0,664472.0,7.69,-161579,215029,-80875
2010-06-09,71700.0,73200.0,846182.0,7.95,-359569,316428,31611
2010-06-10,73500.0,74200.0,507330.0,8.06,-175927,168669,19444
2010-06-11,75000.0,74900.0,418453.0,8.13,-187194,135664,43986
2010-06-14,75500.0,76500.0,418775.0,8.31,-133025,126435,8407
2010-06-15,76500.0,76100.0,409364.0,8.26,-34912,117988,-88873
2010-06-16,76600.0,76000.0,334335.0,8.25,14079,117670,-109726
2010-06-17,76300.0,78200.0,653912.0,8.49,-167353,226778,-21894
2010-06-18,78500.0,77700.0,219087.0,8.44,-31065,-2004,32631
2010-06-21,78000.0,79300.0,426028.0,8.61,-177209,95250,59263
2010-06-22,78500.0,79000.0,432729.0,8.58,-101993,100082,22245
2010-06-23,78400.0,79200.0,240980.0,8.6,-41348,41725,4748
2010-06-24,79000.0,79400.0,208913.0,8.62,-54383,49488,8293
2010-06-25,78500.0,79800.0,252982.0,8.66,-60415,81975,-30253
2010-06-28,79900.0,80000.0,215152.0,8.69,-49557,74936,-36727
2010-06-29,79500.0,76700.0,344903.0,8.33,-12751,22594,-31221
2010-06-30,75000.0,78200.0,325115.0,8.49,-73380,55085,6490
2010-07-01,77600.0,82700.0,1062939.0,8.98,-439544,469943,-120662
2010-07-02,83200.0,83000.0,999347.0,9.01,-465014,508386,-56614
2010-07-05,84000.0,83200.0,424010.0,9.03,-61727,73579,-7175
2010-07-06,83000.0,83600.0,451700.0,9.08,-17798,88737,-66603
2010-07-07,85100.0,85500.0,660167.0,9.28,-177878,180292,-28049
2010-07-08,86000.0,86000.0,328862.0,9.34,-51627,41946,-2381
2010-07-09,86800.0,84800.0,465186.0,9.21,30475,56836,-92631
2010-07-12,84100.0,84200.0,308189.0,9.14,18626,-10857,6531
2010-07-13,84100.0,87800.0,670918.0,9.53,-171994,97094,58266
2010-07-14,88400.0,88100.0,411736.0,9.57,-73304,16875,61136
2010-07-15,86900.0,85000.0,863636.0,9.23,197863,-259956,82334
2010-07-16,85000.0,84200.0,373862.0,9.14,57134,-86527,34947
2010-07-19,83000.0,84500.0,356254.0,9.17,62809,-115631,65287
2010-07-20,85300.0,86300.0,378289.0,9.37,-9,-22429,34917
2010-07-21,86800.0,84700.0,325663.0,9.2,89691,-87562,6035
2010-07-22,84200.0,86800.0,597958.0,9.42,-147417,56734,19269
2010-07-23,86800.0,86000.0,478884.0,9.34,27039,-10469,-13079
2010-07-26,86000.0,85900.0,391042.0,9.33,-28676,9052,22994
2010-07-27,86400.0,84700.0,334946.0,9.2,41734,-65357,16373
2010-07-28,84900.0,85600.0,237864.0,9.29,-25920,-4748,30043
2010-07-29,85700.0,83500.0,308797.0,9.07,8447,-28677,2781
2010-07-30,82500.0,82100.0,387067.0,8.91,23725,-128970,105705
2010-08-02,82800.0,83100.0,212708.0,9.02,-37556,-21176,55682
2010-08-03,83900.0,84100.0,284104.0,9.13,-56727,-44399,110525
2010-08-04,84500.0,87900.0,578608.0,9.54,-104367,37995,59792
2010-08-05,89000.0,88800.0,997003.0,9.64,-207239,12144,183902
2010-08-06,88400.0,90600.0,598616.0,9.84,-152147,-6286,177017
2010-08-09,90200.0,90600.0,374644.0,9.84,-41227,-70887,136576
2010-08-10,91100.0,90700.0,287888.0,9.85,-50913,22509,28407
2010-08-11,90700.0,86700.0,529276.0,9.41,125290,-91173,-10711
2010-08-12,84500.0,84200.0,237604.0,9.14,38927,-58528,18263
2010-08-13,84500.0,85500.0,136544.0,9.28,16179,-12250,-1564
2010-08-16,85300.0,84300.0,178451.0,9.15,24810,-44648,31925
2010-08-17,84700.0,88300.0,382539.0,9.59,-74019,35678,11342
2010-08-18,88800.0,89800.0,372750.0,9.75,-145164,57333,116662
2010-08-19,89900.0,89900.0,242093.0,9.76,-84112,19482,52206
2010-08-20,89800.0,93400.0,892007.0,10.14,-334543,168707,154581
2010-08-23,94500.0,94400.0,765443.0,10.25,-294076,265247,33431
2010-08-24,94500.0,98000.0,879212.0,10.64,-310989,288018,33348
2010-08-25,98000.0,95200.0,775857.0,10.34,-55886,55290,-10765
2010-08-26,96000.0,97800.0,938338.0,10.62,-180730,292065,-145974
2010-08-27,97800.0,101000.0,904082.0,10.97,-203594,286543,-80965
2010-08-30,102000.0,102500.0,481844.0,11.13,-71643,115770,-57907
2010-08-31,101500.0,107000.0,1010955.0,11.62,-337412,401637,-97532
2010-09-01,108000.0,107000.0,575965.0,11.62,-96244,85684,-15493
2010-09-02,108000.0,108000.0,525434.0,11.73,-138161,133540,7688
2010-09-03,109500.0,102000.0,725835.0,11.07,120600,-67084,7313
2010-09-06,102000.0,106000.0,662089.0,11.51,-43964,51700,33156
2010-09-07,106500.0,105500.0,403285.0,11.45,-74846,-9805,92087
2010-09-08,104500.0,108000.0,433324.0,11.73,-66918,44733,-9611
2010-09-09,108500.0,110000.0,370811.0,11.94,-87923,67081,25239
2010-09-10,111000.0,110000.0,279336.0,11.94,-18910,20516,1311
2010-09-13,111500.0,112500.0,281403.0,12.22,-56296,-14527,73634
2010-09-14,113000.0,110000.0,335384.0,11.94,44103,-42877,-13810
