Symbol,효성_시가(원),효성_종가(원),효성_거래량(주),효성_PER(IFRS-연결),효성_순매수수량(개인)(주),효성_순매수수량(기관계)(주),효성_순매수수량(외국인계)(주)
2005-12-27,16900.0,17250.0,468714.0,6.69,-113784,7370,94210
2005-12-28,17100.0,16800.0,305566.0,6.51,-15978,-6292,17800
2005-12-29,16700.0,16350.0,634623.0,6.34,-32570,25750,2810
2006-01-02,16350.0,17350.0,438334.0,,-36144,83084,-57530
2006-01-03,17650.0,17800.0,1281839.0,,169854,251796,-478480
2006-01-04,18000.0,17500.0,696556.0,,163649,2860,-176100
2006-01-05,17500.0,17300.0,727036.0,,-39042,10502,18800
2006-01-06,17600.0,19100.0,1336243.0,,-145200,169260,-54480
2006-01-09,19300.0,19200.0,542220.0,,83650,-30450,-42240
2006-01-10,19050.0,18050.0,803624.0,,167858,-142128,47600
2006-01-11,18200.0,17600.0,607636.0,,135482,24578,-158120
2006-01-12,17800.0,18600.0,640938.0,,-48737,-10123,20590
2006-01-13,18400.0,18600.0,491245.0,,74180,-54840,-52340
2006-01-16,18450.0,18350.0,493824.0,,69464,-26514,-30450
2006-01-17,18350.0,17600.0,561882.0,,-15800,6920,10630
2006-01-18,17400.0,16200.0,965880.0,,149720,-145250,-10610
2006-01-19,16450.0,16600.0,463672.0,,-40550,13640,23060
2006-01-20,16300.0,15700.0,550269.0,,-77213,32933,1980
2006-01-23,15100.0,14500.0,616778.0,,3348,31302,-240
2006-01-24,14750.0,15100.0,643599.0,,7010,-85350,80630
2006-01-25,15000.0,15450.0,469298.0,,-22526,-26764,47280
2006-01-26,15450.0,15450.0,366374.0,,69390,-1010,-102230
2006-01-27,15800.0,16200.0,430493.0,,-109416,116616,-1770
2006-01-31,16450.0,17250.0,758701.0,,-251320,202770,13760
2006-02-01,16800.0,16600.0,799204.0,,-136202,110732,44630
2006-02-02,17000.0,16700.0,337077.0,,35179,7501,-9080
2006-02-03,16300.0,16000.0,321830.0,,-25700,6850,-1700
2006-02-06,15450.0,15550.0,636506.0,,263876,-139850,24090
2006-02-07,15350.0,15300.0,763031.0,,111068,-42824,17760
2006-02-08,15100.0,14800.0,245707.0,,12650,-2900,-9790
2006-02-09,15150.0,14900.0,345549.0,,84176,7064,-93480
2006-02-10,14850.0,15450.0,341161.0,,34770,10500,-47610
2006-02-13,15550.0,14850.0,541857.0,,-53230,191820,-135060
2006-02-14,14850.0,15100.0,319442.0,,-33920,32840,1290
2006-02-15,15400.0,15000.0,408501.0,,-65960,90990,-22550
2006-02-16,14950.0,15200.0,286644.0,,-93140,63190,42800
2006-02-17,15200.0,15400.0,228100.0,,37626,29094,-66030
2006-02-20,15400.0,15850.0,546848.0,,-17188,24578,42440
2006-02-21,16000.0,15900.0,420394.0,,73433,8517,-75730
2006-02-22,15750.0,15200.0,640400.0,,228998,30056,-270664
2006-02-23,15300.0,13500.0,5963624.0,,1363427,-1443717,30670
2006-02-24,13650.0,14100.0,2026506.0,,-122943,62453,59660
2006-02-27,14300.0,14250.0,1292110.0,,-241910,-31170,308380
2006-02-28,14450.0,14950.0,1073190.0,,-419670,463200,2020
2006-03-02,14850.0,15350.0,823890.0,,-488690,246560,174490
2006-03-03,15300.0,14550.0,412475.0,,-7270,36420,-14380
2006-03-06,14550.0,14450.0,471735.0,,-116379,258649,-149580
2006-03-07,14200.0,14100.0,318956.0,,-74880,75960,6060
2006-03-08,14000.0,14550.0,410855.0,,-155000,113350,43100
2006-03-09,14550.0,14800.0,340340.0,,23900,9480,-107100
2006-03-10,14750.0,15050.0,417350.0,,-124919,229729,-116570
2006-03-13,15250.0,14800.0,256058.0,,1800,12010,-15450
2006-03-14,14800.0,15100.0,296260.0,,-126530,15600,120700
2006-03-15,15350.0,15700.0,411167.0,,-127076,130736,-1330
2006-03-16,15700.0,15750.0,237044.0,,-28200,75360,-46510
2006-03-17,15700.0,15850.0,209951.0,,-38081,80651,-56840
2006-03-20,15750.0,16300.0,328480.0,,-96256,160876,-63230
2006-03-21,16300.0,16050.0,139261.0,,9261,-6081,-3400
2006-03-22,15950.0,15550.0,394509.0,,108582,-41652,-40310
2006-03-23,15600.0,16250.0,378348.0,,-158714,89134,71350
2006-03-24,16200.0,16600.0,549128.0,,-139832,63422,69740
2006-03-27,16600.0,16850.0,239856.0,,-64765,62665,12130
2006-03-28,16800.0,17050.0,319555.0,,-149298,39768,107820
2006-03-29,16850.0,16950.0,153044.0,,-58190,22610,30380
2006-03-30,17400.0,18450.0,672351.0,,-294139,302939,-10590
2006-03-31,18400.0,18000.0,504003.0,,-134750,50740,-5630
2006-04-03,18300.0,18850.0,376688.0,,-156307,122807,26600
2006-04-04,18550.0,18500.0,326664.0,,26356,7714,-33830
2006-04-05,18400.0,18050.0,305441.0,,23017,-58517,35710
2006-04-06,18000.0,18300.0,270002.0,,-78242,58242,20190
2006-04-07,18200.0,18700.0,251096.0,,-8127,24897,5600
2006-04-10,18500.0,18500.0,183555.0,,-9687,16587,-550
2006-04-11,18500.0,18650.0,223168.0,,-22623,9323,2220
2006-04-12,18350.0,19100.0,833076.0,,-326774,183594,114190
2006-04-13,19300.0,20400.0,1037738.0,,-374338,308208,18910
2006-04-14,20500.0,20700.0,443310.0,,-118760,99420,7810
2006-04-17,20550.0,20200.0,224230.0,,3131,9389,-13560
2006-04-18,20000.0,19700.0,573278.0,,48952,-4874,-18230
2006-04-19,19950.0,19500.0,664181.0,,69374,-45944,-23670
2006-04-20,19500.0,19250.0,670869.0,,70798,-117518,40590
2006-04-21,19350.0,19350.0,496123.0,,34478,-13448,-26170
2006-04-24,19100.0,18800.0,394725.0,,22013,-53653,30810
2006-04-25,18800.0,19650.0,493578.0,,-84767,47787,-16090
2006-04-26,19550.0,19600.0,297682.0,,-23443,52878,-34900
2006-04-27,19700.0,20250.0,495861.0,,-171424,27834,144310
2006-04-28,20400.0,19950.0,418880.0,,-50309,-3871,49920
2006-05-02,19650.0,19400.0,538041.0,,-19744,6904,14230
2006-05-03,19400.0,19650.0,572833.0,,-24849,-25431,70440
2006-05-04,19900.0,20200.0,617457.0,,8176,12224,57680
2006-05-08,20450.0,19100.0,650611.0,,-26460,120730,-78300
2006-05-09,18950.0,18250.0,613871.0,,52060,55302,-71942
2006-05-10,18350.0,18300.0,557381.0,,-9676,42876,20390
2006-05-11,18400.0,18450.0,303812.0,,12475,20915,-39300
2006-05-12,18300.0,18550.0,288821.0,,-39671,-28469,70480
2006-05-15,18200.0,18450.0,163450.0,,-74986,22716,47490
2006-05-16,18750.0,18200.0,355071.0,,-120113,40323,77160
2006-05-17,18500.0,17800.0,360330.0,,2740,-19190,9860
2006-05-18,17250.0,16950.0,379544.0,,129010,-67810,-49800
2006-05-19,16750.0,17100.0,187611.0,,-15950,6414,9536
2006-05-22,17150.0,16250.0,169022.0,,-1390,3110,-1720
2006-05-23,15950.0,16100.0,176181.0,,-32250,39790,-15840
2006-05-24,16200.0,16500.0,154664.0,,-18470,19060,-1300
2006-05-25,16700.0,16000.0,128711.0,,22400,-23710,1520
2006-05-26,16200.0,17200.0,300390.0,,-173400,175630,-2570
2006-05-29,17200.0,16950.0,130440.0,,20825,11945,-31770
2006-05-30,17000.0,16350.0,211501.0,,40260,-88260,48000
2006-06-01,16250.0,15950.0,394115.0,,-22733,27153,68200
2006-06-02,16150.0,16050.0,191178.0,,-21579,10749,15300
2006-06-05,16250.0,15850.0,221738.0,,59324,-57554,-5530
2006-06-07,15350.0,14500.0,383133.0,,70627,-39017,-24050
2006-06-08,14450.0,14250.0,401683.0,,28525,-45335,10010
2006-06-09,14700.0,14450.0,442058.0,,164996,3974,-167260
2006-06-12,14250.0,14600.0,225973.0,,56933,-26383,-6090
2006-06-13,14150.0,14100.0,302513.0,,8230,-101850,96000
2006-06-14,14100.0,14600.0,316600.0,,51940,-110440,55320
2006-06-15,14800.0,14250.0,267310.0,,40024,-3034,-44290
2006-06-16,14650.0,14650.0,306110.0,,11800,31210,-39310
2006-06-19,14500.0,14400.0,139640.0,,16180,-10370,-950
2006-06-20,14350.0,13650.0,338351.0,,119637,-114907,-2950
2006-06-21,13750.0,14000.0,203170.0,,30770,-7540,-19860
2006-06-22,14200.0,14050.0,189850.0,,-44130,38770,260
2006-06-23,14050.0,13500.0,234430.0,,96440,-70260,-28120
2006-06-26,13600.0,13650.0,253790.0,,-12439,8939,1800
2006-06-27,13850.0,13750.0,148890.0,,14870,-16610,2050
2006-06-28,13400.0,13500.0,98416.0,,-12570,-10900,23740
2006-06-29,13750.0,14150.0,221444.0,,-9430,-860,15340
2006-06-30,14450.0,14950.0,297761.0,,-89890,83210,2070
2006-07-03,14850.0,15000.0,156474.0,,-20970,23150,-330
2006-07-04,15150.0,14350.0,223073.0,,52845,-41835,-14720
2006-07-05,13950.0,14350.0,190493.0,,-39380,-14420,53280
2006-07-06,14200.0,14400.0,226199.0,,-43591,-37329,84810
2006-07-07,14700.0,15100.0,321051.0,,-40490,42530,-4260
2006-07-10,14900.0,15350.0,213831.0,,-11720,4100,2350
2006-07-11,15300.0,14900.0,188193.0,,64963,-80813,12380
2006-07-12,15100.0,15600.0,548738.0,,-76750,-76680,121440
2006-07-13,15400.0,15300.0,251793.0,,54290,-56490,5240
2006-07-14,14850.0,14600.0,292373.0,,96155,-25595,-69500
2006-07-18,14400.0,14050.0,242517.0,,8540,-36500,31260
2006-07-19,14200.0,14350.0,283805.0,,3452,-98822,97680
2006-07-20,14800.0,14800.0,266230.0,,25730,-54250,28670
2006-07-21,14600.0,14600.0,174715.0,,58795,-61915,60
2006-07-24,14400.0,14500.0,186618.0,,41620,-34610,-6700
2006-07-25,14800.0,14650.0,165587.0,,-52180,36500,3550
2006-07-26,14800.0,14400.0,154920.0,,29223,-36773,7280
2006-07-27,14350.0,15200.0,354030.0,,40120,-50610,7390
2006-07-28,15000.0,15550.0,329203.0,,-23330,28500,-2560
2006-07-31,15700.0,15300.0,183312.0,,11781,-19711,3650
2006-08-01,15200.0,15350.0,271762.0,,-8983,18463,-1590
2006-08-02,15250.0,15350.0,444523.0,,60340,-41410,-16780
2006-08-03,15300.0,14900.0,600193.0,,-37890,-17560,-5440
2006-08-04,14900.0,15250.0,265090.0,,-105140,38320,10960
2006-08-07,15250.0,15150.0,160197.0,,-31037,12717,-1670
2006-08-08,15150.0,15650.0,324374.0,,-101926,59846,-820
2006-08-09,15600.0,15700.0,206146.0,,7086,43074,-56380
2006-08-10,15600.0,15450.0,251922.0,,55560,-9510,-69180
2006-08-11,15550.0,15150.0,154860.0,,-19880,23440,-2280
2006-08-14,15100.0,14600.0,347920.0,,21025,-2635,2550
2006-08-16,14850.0,15300.0,244326.0,,-117334,65904,55710
2006-08-17,15500.0,15500.0,216090.0,,-80230,2540,62890
2006-08-18,15500.0,16500.0,856290.0,,-374494,167404,117610
2006-08-21,16800.0,16950.0,562699.0,,-349115,234385,15220
2006-08-22,16950.0,17000.0,206383.0,,-38386,48946,-5000
2006-08-23,17100.0,17050.0,234240.0,,-1251,28200,-13309
2006-08-24,16750.0,17000.0,209201.0,,-14489,-19450,34219
2006-08-25,17200.0,17350.0,179320.0,,-5073,8963,1550
2006-08-28,17450.0,17000.0,179670.0,,-2748,-39062,58870
2006-08-29,17300.0,17050.0,167798.0,,-2583,-10227,14400
2006-08-30,17050.0,17650.0,246072.0,,-36129,-9291,24680
2006-08-31,17700.0,17450.0,161224.0,,13134,17506,-41270
2006-09-01,17350.0,17100.0,172775.0,,19721,-1211,-1890
2006-09-04,17250.0,17250.0,152040.0,,22120,-24750,9830
2006-09-05,17200.0,16800.0,257295.0,,67726,-17826,-5780
2006-09-06,16950.0,17450.0,434721.0,,94009,-72849,3810
2006-09-07,17450.0,17150.0,1297736.0,,200814,-105470,-79086
2006-09-08,17700.0,18800.0,1863257.0,,94906,-103826,63650
2006-09-11,19100.0,18100.0,420463.0,,-33249,26589,5450
2006-09-12,18150.0,17600.0,360543.0,,-34780,8260,18450
2006-09-13,17800.0,17850.0,214909.0,,-26721,3141,19450
2006-09-14,17700.0,18400.0,312377.0,,-58400,66870,920
2006-09-15,18300.0,18350.0,159445.0,,-25200,28390,-2350
2006-09-18,18400.0,18400.0,235504.0,,-31140,31520,-1980
2006-09-19,18350.0,18450.0,180422.0,,-5160,-450,-12230
2006-09-20,18400.0,18300.0,151472.0,,-24780,20140,4650
2006-09-21,18350.0,18350.0,209481.0,,-53689,53459,-1920
2006-09-22,18150.0,18150.0,216299.0,,-141210,16600,124260
2006-09-25,18150.0,19200.0,446516.0,,-214626,117656,111850
2006-09-26,19300.0,19000.0,496715.0,,-43536,16506,7980
2006-09-27,19200.0,19900.0,370607.0,,-139562,74552,63760
2006-09-28,19900.0,20500.0,478642.0,,-98481,111641,-8220
2006-09-29,20350.0,20600.0,738287.0,,-157348,99208,-1260
2006-10-02,20550.0,21200.0,394035.0,,-81917,51707,7880
2006-10-04,20900.0,20950.0,347097.0,,-15955,-44995,68420
2006-10-09,20850.0,19350.0,565672.0,,-45002,10312,24000
2006-10-10,19500.0,19900.0,383492.0,,7611,9799,-19000
2006-10-11,19700.0,20400.0,352128.0,,-20583,10813,10190
2006-10-12,20500.0,19950.0,364350.0,,91459,26611,-113900
2006-10-13,20200.0,20350.0,356403.0,,59960,15130,-74090
2006-10-16,20450.0,20700.0,251386.0,,-38250,97130,-78370
2006-10-17,20700.0,20450.0,294360.0,,3750,19300,-25520
2006-10-18,20200.0,20150.0,343000.0,,80690,10490,-113080
2006-10-19,20200.0,20750.0,290313.0,,-21148,69043,-40870
2006-10-20,20850.0,20250.0,714142.0,,29202,191138,-245010
2006-10-23,20400.0,21200.0,470202.0,,-147942,66042,12510
2006-10-24,21600.0,20850.0,330172.0,,52913,-48533,-6780
2006-10-25,20950.0,21050.0,264496.0,,-14381,11031,-7150
2006-10-26,21200.0,20900.0,192876.0,,-3408,-24847,15350
2006-10-27,21100.0,20500.0,198072.0,,-5043,113,2060
2006-10-30,20250.0,19650.0,334929.0,,34370,-10550,-39730
2006-10-31,19650.0,19950.0,221415.0,,-26120,42780,-9060
2006-11-01,20250.0,20850.0,290836.0,,-72520,-8580,66780
2006-11-02,20600.0,21900.0,688091.0,,-232050,326030,-15460
2006-11-03,22500.0,22900.0,552057.0,,-171566,151216,7080
2006-11-06,22900.0,24000.0,605424.0,,-115030,53840,87940
2006-11-07,24050.0,23500.0,528897.0,,106715,-67715,-9090
2006-11-08,23500.0,24000.0,693365.0,,-17860,-36450,73050
2006-11-09,23800.0,24200.0,284269.0,,-36756,51946,-20430
2006-11-10,23700.0,23800.0,276801.0,,41539,21301,-66380
2006-11-13,23550.0,23400.0,257337.0,,-37050,46627,-8390
2006-11-14,23800.0,23950.0,151596.0,,-51692,39702,12030
2006-11-15,23700.0,23700.0,182839.0,,-4463,1883,1630
2006-11-16,23900.0,24800.0,498264.0,,106836,-151296,42420
2006-11-17,24800.0,24650.0,214721.0,,-12898,4628,7500
2006-11-20,24700.0,24500.0,282450.0,,-853,11403,-13140
2006-11-21,24600.0,25450.0,369752.0,,-32095,23355,22270
2006-11-22,25150.0,25650.0,275498.0,,-11164,-8506,31600
2006-11-23,25550.0,26250.0,206906.0,,-60938,66428,-4530
2006-11-24,26250.0,26400.0,415388.0,,-61868,112978,-86880
2006-11-27,26300.0,26450.0,196594.0,,-10082,4990,14642
2006-11-28,26000.0,26300.0,212560.0,,-18274,23364,-4320
2006-11-29,26200.0,25800.0,537067.0,,92645,43395,-136860
2006-11-30,25700.0,25800.0,304118.0,,35056,-37466,-2090
2006-12-01,25600.0,25350.0,210903.0,,2716,8574,-10490
2006-12-04,24800.0,24100.0,496609.0,,29053,-31223,3400
2006-12-05,24450.0,24200.0,390200.0,,3733,-43153,45810
2006-12-06,24300.0,23600.0,389145.0,,-31695,26575,8610
2006-12-07,23400.0,24050.0,297642.0,,-28761,13371,6310
2006-12-08,24100.0,24700.0,384823.0,,-136100,140920,-22190
2006-12-11,24800.0,24750.0,197951.0,,-64143,62673,-12680
2006-12-12,24800.0,24750.0,265313.0,,-70391,83721,-11170
2006-12-13,24500.0,25000.0,178423.0,,-45391,69071,-23570
2006-12-14,25150.0,25400.0,283451.0,,-10999,-25441,38420
2006-12-15,25500.0,26100.0,253588.0,,-16635,18925,7410
2006-12-18,26300.0,26400.0,197522.0,,-88541,48981,28740
2006-12-19,26300.0,26950.0,360631.0,,-69889,16279,78550
2006-12-20,27250.0,26900.0,283891.0,,28811,29919,-54700
2006-12-21,26700.0,26300.0,214116.0,,24036,5434,-23930
2006-12-22,26150.0,26650.0,142160.0,,-47976,10366,42950
2006-12-26,26700.0,26650.0,185512.0,,-55806,12646,59460
2006-12-27,26700.0,26700.0,154036.0,,25226,34314,-59660
2006-12-28,26850.0,27350.0,198964.0,,-30494,44324,-18860
2007-01-02,27300.0,26600.0,146093.0,10.24,30231,-32881,-720
2007-01-03,26500.0,25200.0,401745.0,9.7,121850,-95080,-6540
2007-01-04,25150.0,24850.0,397590.0,9.57,84360,-1340,-81480
2007-01-05,24700.0,24200.0,465050.0,9.32,43150,-18420,-25280
2007-01-08,24000.0,24200.0,206360.0,9.32,-5710,-5330,9840
2007-01-09,24450.0,24300.0,219624.0,9.35,-634,4224,3030
2007-01-10,24300.0,24400.0,218301.0,9.39,-42919,-1061,23510
2007-01-11,24500.0,25450.0,458361.0,9.8,-108929,-68761,163480
2007-01-12,26000.0,26700.0,795895.0,10.28,-344149,-67821,427760
2007-01-15,26900.0,27450.0,552606.0,10.57,-137692,-125338,279120
2007-01-16,27000.0,27200.0,240852.0,10.47,-22938,-8572,23400
2007-01-17,27200.0,27100.0,433335.0,10.43,-10505,-95155,109900
2007-01-18,27100.0,27000.0,253777.0,10.39,-58562,158092,-96640
2007-01-19,26600.0,26450.0,259125.0,10.18,-71181,16501,57820
2007-01-22,26100.0,27250.0,275041.0,10.49,-83114,-38146,133210
2007-01-23,27000.0,27000.0,236062.0,10.39,7167,-30157,19810
2007-01-24,27100.0,27550.0,351384.0,10.61,-26299,22429,26310
2007-01-25,27800.0,27300.0,340084.0,10.51,4342,8368,-8260
2007-01-26,26950.0,27000.0,230575.0,10.39,-55218,4598,56190
2007-01-29,27250.0,27000.0,188137.0,10.39,-29806,-46754,106180
2007-01-30,27000.0,26650.0,185992.0,10.26,-16455,-39295,34070
2007-01-31,26750.0,26500.0,180544.0,10.2,-13133,303,18420
2007-02-01,26500.0,26900.0,179590.0,10.36,-36939,49579,-2800
2007-02-02,26950.0,27500.0,165372.0,10.59,-6308,11298,5270
2007-02-05,27100.0,27300.0,118723.0,10.51,-2837,-2483,3200
2007-02-06,27200.0,27450.0,148915.0,10.57,72033,-76813,2620
2007-02-07,27500.0,28850.0,440637.0,11.11,-58345,-18285,78030
2007-02-08,28900.0,29000.0,175340.0,11.16,-988,-5212,5150
2007-02-09,28600.0,28500.0,154509.0,10.97,14254,20056,-35340
2007-02-12,28400.0,28500.0,258660.0,10.97,-22174,-25206,47370
2007-02-13,28500.0,29000.0,231521.0,11.16,33631,-6955,-60636
2007-02-14,29300.0,29400.0,208605.0,11.32,-54205,-26369,73734
2007-02-15,29500.0,29500.0,142071.0,11.36,-15066,18141,-1225
2007-02-16,29700.0,29000.0,148235.0,11.16,14800,-26735,21045
2007-02-20,29000.0,29000.0,263094.0,11.16,-25030,-97710,144980
2007-02-21,29000.0,29000.0,88313.0,11.16,-62,-4638,4570
2007-02-22,29000.0,29100.0,207666.0,11.2,981,-42401,39970
2007-02-23,28800.0,28600.0,118753.0,11.01,18383,-20553,7820
2007-02-26,28600.0,28600.0,139075.0,11.01,-19279,13699,5030
2007-02-27,28450.0,28500.0,122350.0,10.97,3525,1855,330
2007-02-28,26400.0,27900.0,253137.0,10.74,-10689,-7021,18110
2007-03-02,27600.0,27300.0,167358.0,10.51,-7564,-16686,26760
2007-03-05,27000.0,26700.0,209109.0,10.28,24430,-31670,2270
2007-03-06,26500.0,27500.0,195792.0,10.59,11181,1749,-6120
2007-03-07,27500.0,27000.0,196883.0,10.39,68922,-86002,-6140
2007-03-08,27000.0,27150.0,438515.0,10.45,143218,-64338,-67680
2007-03-09,27150.0,27150.0,190987.0,10.45,20198,-15688,-5120
2007-03-12,27350.0,27800.0,410389.0,10.7,39885,-56255,17040
2007-03-13,28000.0,28600.0,374933.0,11.01,-95028,-14342,113060
2007-03-14,28000.0,28600.0,236730.0,11.01,-39505,27205,11470
2007-03-15,28650.0,28000.0,252900.0,10.78,73325,36141,-106560
2007-03-16,28000.0,27500.0,245066.0,10.59,24842,22718,-58620
2007-03-19,27500.0,27100.0,293772.0,10.43,107158,-20068,-95160
2007-03-20,27200.0,28300.0,244424.0,10.89,-32816,-11304,24090
2007-03-21,28400.0,28550.0,251965.0,10.99,-37672,32082,-6850
2007-03-22,28650.0,29250.0,257316.0,11.26,-44534,59084,-24110
2007-03-23,29250.0,30000.0,433806.0,11.55,-220304,105504,72870
2007-03-26,30500.0,31500.0,540324.0,12.13,-73019,135249,-90650
2007-03-27,31450.0,32200.0,443426.0,12.4,-154319,185649,-6070
