Symbol,LS산전_시가(원),LS산전_종가(원),LS산전_거래량(주),LS산전_PER(IFRS-연결),LS산전_순매수수량(개인)(주),LS산전_순매수수량(기관계)(주),LS산전_순매수수량(외국인계)(주)
2009-06-17,76300.0,77200.0,298505.0,24.5,13918,-11654,23981
2009-06-18,77100.0,76400.0,238611.0,24.25,11833,43335,-63868
2009-06-19,75300.0,77800.0,212530.0,24.69,-13981,51464,-38578
2009-06-22,77400.0,78200.0,236968.0,24.82,-2423,3916,-14116
2009-06-23,76300.0,74600.0,256704.0,23.68,25390,37821,-65691
2009-06-24,74300.0,73100.0,290597.0,23.2,2277,-3056,3564
2009-06-25,73100.0,76200.0,243314.0,24.18,-33198,21505,9641
2009-06-26,76200.0,76200.0,118015.0,24.18,-4179,719,2050
2009-06-29,76200.0,75700.0,99522.0,24.03,-5960,11876,-4184
2009-06-30,76500.0,76200.0,182404.0,24.18,-28048,37020,-9390
2009-07-01,75100.0,73000.0,333542.0,23.17,123586,-119521,-6833
2009-07-02,73400.0,71800.0,376463.0,22.79,39715,-30282,-9536
2009-07-03,71000.0,74000.0,167367.0,23.49,-41937,30514,5979
2009-07-06,74800.0,73600.0,122666.0,23.36,18838,-9283,-9555
2009-07-07,73500.0,77000.0,276288.0,24.44,-57302,60846,-2541
2009-07-08,76500.0,76800.0,221716.0,24.38,36165,-14494,-21669
2009-07-09,77400.0,75300.0,188444.0,23.9,19464,-22086,499
2009-07-10,77500.0,77100.0,601432.0,24.47,77752,1561,-85553
2009-07-13,77700.0,71000.0,360856.0,22.53,68857,-61121,-9970
2009-07-14,71900.0,67800.0,419346.0,21.52,108206,-85782,1069
2009-07-15,68300.0,67500.0,412021.0,21.42,109749,-2837,-107146
2009-07-16,68500.0,67500.0,236313.0,21.42,19915,-1140,-19328
2009-07-17,68000.0,68400.0,339683.0,21.71,108400,-17001,-93254
2009-07-20,69300.0,72400.0,319030.0,22.98,-61460,24970,13410
2009-07-21,73000.0,73400.0,275046.0,23.3,-56460,80961,-25877
2009-07-22,73300.0,72500.0,276737.0,23.01,54213,-14008,-19993
2009-07-23,72000.0,70700.0,210916.0,22.44,56896,-35526,2058
2009-07-24,71200.0,71700.0,247090.0,22.76,-5746,9934,307
2009-07-27,71300.0,70800.0,256647.0,22.47,100707,-45753,-31299
2009-07-28,70900.0,71000.0,307761.0,22.53,50130,-42561,-15980
2009-07-29,70800.0,69900.0,264038.0,22.19,63218,-69742,3988
2009-07-30,69500.0,68000.0,437233.0,21.58,186171,-132534,-46473
2009-07-31,68400.0,69000.0,259898.0,21.9,31159,-53582,18416
2009-08-03,69500.0,69800.0,352654.0,22.15,118442,-137754,10111
2009-08-04,70400.0,71000.0,581508.0,22.53,9959,46501,-62596
2009-08-05,71500.0,69800.0,379009.0,22.15,73313,9363,-84244
2009-08-06,69200.0,70400.0,170937.0,22.34,-26386,32690,-6922
2009-08-07,70400.0,74500.0,971380.0,23.65,-98703,175870,-106557
2009-08-10,75600.0,75800.0,595716.0,24.06,-72766,143144,-63563
2009-08-11,75200.0,77000.0,371651.0,24.44,-48179,13566,38890
2009-08-12,76700.0,77900.0,462781.0,24.72,-46754,62615,-13372
2009-08-13,79500.0,77500.0,452605.0,24.6,-4093,6619,-1990
2009-08-14,78100.0,76700.0,433958.0,24.34,6643,-22877,1756
2009-08-17,76000.0,74200.0,327076.0,23.55,23326,-63063,43172
2009-08-18,73600.0,71800.0,415567.0,22.79,82663,-10019,-76545
2009-08-19,72500.0,72300.0,320647.0,22.95,28802,-38755,22561
2009-08-20,72300.0,73900.0,242765.0,23.45,384,-13455,14813
2009-08-21,74500.0,74600.0,284236.0,23.68,-30692,-26601,55060
2009-08-24,75100.0,78000.0,465565.0,24.76,-38708,19023,47260
2009-08-25,77800.0,78300.0,338012.0,24.85,-35035,-16471,48909
2009-08-26,78300.0,78300.0,316787.0,24.85,6826,-62507,70952
2009-08-27,78000.0,76500.0,358383.0,24.28,-7247,3505,28641
2009-08-28,77400.0,77700.0,269161.0,24.66,-10056,-15098,28608
2009-08-31,79500.0,80500.0,1366434.0,25.55,-44980,-193605,248131
2009-09-01,80800.0,80000.0,647386.0,25.39,220761,-148023,-61458
2009-09-02,78100.0,77200.0,432860.0,24.5,53863,-60928,10280
2009-09-03,77200.0,77100.0,339054.0,24.47,61799,-64489,3385
2009-09-04,79200.0,77500.0,398723.0,24.6,-978,5688,-6491
2009-09-07,77900.0,75600.0,347863.0,23.99,-13018,15157,3250
2009-09-08,75400.0,81700.0,911531.0,25.93,-128528,100791,27708
2009-09-09,82600.0,82000.0,613855.0,26.03,-39189,54222,-14564
2009-09-10,83000.0,83300.0,726678.0,26.44,-237051,202969,31564
2009-09-11,84000.0,85600.0,564133.0,27.17,-140202,124107,-3161
2009-09-14,86200.0,84500.0,371393.0,26.82,-73970,61506,14565
2009-09-15,85700.0,84700.0,391279.0,26.88,-38538,44509,289
2009-09-16,85300.0,88200.0,574476.0,27.99,-154868,89295,25497
2009-09-17,89500.0,89200.0,537773.0,28.31,-173055,183869,-6512
2009-09-18,89700.0,88900.0,246444.0,28.22,10135,-32258,29280
2009-09-21,88400.0,87600.0,162692.0,27.8,3313,-1558,-1463
2009-09-22,87100.0,87900.0,270804.0,27.9,40123,-25534,-14138
2009-09-23,87900.0,92700.0,767892.0,29.42,-54392,16902,4153
2009-09-24,93500.0,94000.0,568607.0,29.83,-146509,132711,-3148
2009-09-25,94000.0,101000.0,689150.0,32.06,-204634,147060,22185
2009-09-28,101000.0,99100.0,615605.0,31.45,-360,-48256,17212
2009-09-29,100500.0,99400.0,385959.0,31.55,-5361,3115,11771
2009-09-30,98900.0,93000.0,501594.0,29.52,19558,-29833,3746
2009-10-01,93300.0,90800.0,413595.0,28.82,5404,-33262,23621
2009-10-05,89500.0,93800.0,511601.0,29.77,-114889,131054,-21941
2009-10-06,96500.0,92900.0,396142.0,29.49,50354,-19988,-34719
2009-10-07,94500.0,88300.0,328798.0,28.03,3384,36063,-39946
2009-10-08,89600.0,94400.0,277639.0,29.96,-22936,10979,10834
2009-10-09,96100.0,96500.0,285951.0,30.63,-13807,21369,-9543
2009-10-12,98200.0,97300.0,175349.0,30.88,-1367,704,-3503
2009-10-13,96800.0,98300.0,251571.0,31.2,-19776,27120,-1651
2009-10-14,98600.0,98800.0,169506.0,31.36,19985,-13033,-7244
2009-10-15,99000.0,95800.0,237718.0,30.41,40856,-29194,-2358
2009-10-16,95400.0,93100.0,248482.0,29.55,19292,-25734,7214
2009-10-19,93100.0,95000.0,171159.0,30.15,-4314,-18088,16416
2009-10-20,95700.0,94000.0,123879.0,29.83,9720,-8716,5921
2009-10-21,92300.0,92200.0,185658.0,29.26,15761,-22955,12252
2009-10-22,92000.0,91500.0,81334.0,29.04,10027,-14447,4399
2009-10-23,92700.0,93500.0,137524.0,29.68,9829,2065,6152
2009-10-26,92600.0,95000.0,136995.0,30.15,-22154,20056,-1102
2009-10-27,94100.0,93000.0,114597.0,29.52,34212,-33384,3790
2009-10-28,94500.0,94500.0,454995.0,29.99,4209,-9903,9043
2009-10-29,93500.0,91900.0,227841.0,29.17,18465,-16828,-4214
2009-10-30,93500.0,89800.0,151350.0,28.5,26870,-6684,-14965
2009-11-02,87200.0,87000.0,241998.0,27.61,20041,-5981,-22263
2009-11-03,87000.0,84400.0,151703.0,26.79,29070,-12148,-28000
2009-11-04,85000.0,88900.0,159221.0,28.22,-24911,25194,-5338
2009-11-05,88200.0,87700.0,96762.0,27.83,-3479,14006,-11230
2009-11-06,89500.0,87900.0,88412.0,27.9,-615,7265,-548
2009-11-09,88000.0,89000.0,92977.0,28.25,-19474,13091,-9217
2009-11-10,90100.0,88800.0,100158.0,28.18,-915,34,-2685
2009-11-11,89500.0,89000.0,87327.0,28.25,3981,3721,2008
2009-11-12,89300.0,87500.0,95543.0,27.77,20277,-9783,-9471
2009-11-13,86700.0,87500.0,97463.0,27.77,-11898,8917,2738
2009-11-16,88200.0,87200.0,73084.0,27.68,10708,1242,-9334
2009-11-17,88000.0,87900.0,110162.0,27.9,-1878,-6867,9101
2009-11-18,88300.0,91300.0,286390.0,28.98,-50331,37974,9405
2009-11-19,92300.0,92100.0,191183.0,29.23,-28711,3418,22847
2009-11-20,91500.0,93400.0,110976.0,29.64,-21624,21471,533
2009-11-23,93500.0,93400.0,109719.0,29.64,9400,-4144,-4726
2009-11-24,94100.0,92800.0,171485.0,29.45,46192,-17234,-22419
2009-11-25,92000.0,91100.0,126176.0,28.91,43836,-26608,-10162
2009-11-26,90600.0,91100.0,140629.0,28.91,-6352,8186,-1844
2009-11-27,89600.0,87800.0,245860.0,27.87,1540,22027,-26079
2009-11-30,88500.0,93000.0,190149.0,29.52,-54615,49196,6384
2009-12-01,91000.0,91000.0,191507.0,28.88,47816,-24020,-18051
2009-12-02,91300.0,91800.0,156032.0,29.14,31252,-20342,-4544
2009-12-03,92500.0,94900.0,314701.0,30.12,-62856,31150,36350
2009-12-04,94700.0,94800.0,164149.0,30.09,-11805,801,6313
2009-12-07,95100.0,94700.0,142384.0,30.06,1631,5024,-940
2009-12-08,95100.0,95300.0,205468.0,30.25,-21917,15974,3940
2009-12-09,94300.0,95400.0,154622.0,30.28,3018,1162,-5557
2009-12-10,95900.0,95500.0,197691.0,30.31,12140,-17537,14490
2009-12-11,95200.0,95900.0,172710.0,30.44,15921,-23883,4050
2009-12-14,96700.0,96800.0,183659.0,30.72,-2746,4261,798
2009-12-15,97400.0,95200.0,199227.0,30.22,-11379,11251,3069
2009-12-16,94800.0,94000.0,157460.0,29.83,32381,-21551,-3005
2009-12-17,93900.0,95000.0,99969.0,30.15,-21635,9136,12193
2009-12-18,93800.0,94600.0,75715.0,30.02,1382,-2379,-205
2009-12-21,94800.0,94400.0,96334.0,29.96,-4435,-3669,7860
2009-12-22,94900.0,93600.0,107543.0,29.71,-7075,3282,5460
2009-12-23,94100.0,94900.0,209212.0,30.12,-5224,-6478,14686
2009-12-24,95400.0,95800.0,129746.0,30.41,-54118,49000,7553
2009-12-28,97500.0,98000.0,405601.0,31.1,-58574,51295,7208
2009-12-29,97700.0,97000.0,126987.0,30.79,8029,-12438,1184
2009-12-30,96500.0,97000.0,127350.0,30.79,-31269,21871,10396
2010-01-04,96800.0,95600.0,169161.0,16.84,56545,-64131,9370
2010-01-05,95600.0,93100.0,237851.0,16.4,61795,-91987,29987
2010-01-06,93800.0,96000.0,229303.0,16.91,13926,-18877,6369
2010-01-07,96700.0,94100.0,247666.0,16.57,2918,-1655,-5313
2010-01-08,94800.0,94300.0,147204.0,16.61,18918,-15509,-5516
2010-01-11,94100.0,93000.0,173125.0,16.38,31156,-31382,4282
2010-01-12,92900.0,91300.0,199965.0,16.08,53420,-62211,6300
2010-01-13,90400.0,91800.0,122068.0,16.17,-11400,6223,6107
2010-01-14,91800.0,91300.0,161564.0,16.08,63086,-44168,-16025
2010-01-15,91400.0,91900.0,287035.0,16.18,99814,-87389,-9841
2010-01-18,92500.0,92800.0,339117.0,16.34,104309,-99874,-5202
2010-01-19,93000.0,92100.0,157890.0,16.22,4146,805,-189
2010-01-20,92700.0,89500.0,259448.0,15.76,63473,-59957,-4571
2010-01-21,88300.0,90500.0,131167.0,15.94,-33938,19923,-57
2010-01-22,89500.0,88500.0,133535.0,15.59,1733,6640,-7531
2010-01-25,89500.0,89000.0,189945.0,15.67,22942,-25132,2232
2010-01-26,90200.0,87500.0,194075.0,15.41,17504,1925,-19733
2010-01-27,87300.0,86000.0,102249.0,15.15,-21681,10138,11045
2010-01-28,86000.0,86400.0,108236.0,15.22,40495,-31455,-2130
2010-01-29,85500.0,83800.0,139305.0,14.76,-5947,8088,1370
2010-02-01,82900.0,80700.0,246832.0,14.21,76438,-80635,8876
2010-02-02,81300.0,77800.0,280135.0,13.7,107436,-114446,10133
2010-02-03,78800.0,81000.0,386888.0,14.26,79333,-90309,17052
2010-02-04,81000.0,80100.0,181019.0,14.11,44479,-36945,-6356
2010-02-05,76500.0,77500.0,170670.0,13.65,-28634,11481,9873
2010-02-08,77700.0,76000.0,135259.0,13.38,32825,-14776,-17936
2010-02-09,75600.0,77500.0,131773.0,13.65,8018,-11694,4526
2010-02-10,77900.0,76200.0,123232.0,13.42,59696,-36191,-12609
2010-02-11,76700.0,78700.0,191815.0,13.86,-16023,13534,3504
2010-02-12,78700.0,79700.0,152590.0,14.04,14864,5585,-18146
2010-02-16,78900.0,79100.0,79134.0,13.93,11675,-11257,-2526
2010-02-17,80000.0,80100.0,122710.0,14.11,8740,-8072,1826
2010-02-18,80600.0,79300.0,86034.0,13.97,-8209,2143,7371
2010-02-19,78500.0,78300.0,106729.0,13.79,-13496,15216,-5485
2010-02-22,79400.0,79500.0,127510.0,14.0,38456,-57800,19689
2010-02-23,79600.0,81500.0,180279.0,14.35,-11818,-5524,15553
2010-02-24,81000.0,81700.0,183032.0,14.39,9049,-8683,-468
2010-02-25,82000.0,81600.0,152372.0,14.37,-30349,44735,-13900
2010-02-26,81000.0,81500.0,88417.0,14.35,-12054,-747,13415
2010-03-02,81900.0,80600.0,107748.0,14.19,16292,-21941,5120
2010-03-03,80600.0,79700.0,121285.0,14.04,41698,-39244,6022
2010-03-04,79900.0,78900.0,107850.0,13.89,23866,-38916,16594
2010-03-05,78800.0,80100.0,83846.0,14.11,-10260,-2156,13441
2010-03-08,81400.0,81800.0,226630.0,14.41,4609,-6067,8431
2010-03-09,81800.0,81000.0,117657.0,14.26,38457,-27158,-750
2010-03-10,81300.0,81700.0,95955.0,14.39,-3835,-3106,4801
2010-03-11,81900.0,80500.0,107818.0,14.18,23751,-8453,-15782
2010-03-12,80600.0,81100.0,113135.0,14.28,-7207,56,7603
2010-03-15,81400.0,82800.0,446202.0,14.58,55923,-55579,-324
2010-03-16,82900.0,80200.0,908077.0,14.12,167983,-657819,476983
2010-03-17,80500.0,79800.0,578332.0,14.05,224224,-133041,-139276
2010-03-18,80300.0,80500.0,329048.0,14.18,88856,-25338,-60490
2010-03-19,80600.0,80100.0,226665.0,14.11,64657,-20307,-44792
2010-03-22,79700.0,78000.0,330656.0,13.74,109237,-26339,-76747
2010-03-23,78800.0,77900.0,224368.0,13.72,81447,-16011,-61461
2010-03-24,78500.0,77900.0,109586.0,13.72,-1577,-3199,7040
2010-03-25,78000.0,81300.0,429378.0,14.32,-50061,37007,4313
2010-03-26,81600.0,81900.0,273232.0,14.42,-4341,29081,-25493
2010-03-29,81000.0,80500.0,188521.0,14.18,5626,49,-6987
2010-03-30,80900.0,80600.0,122252.0,14.19,-2274,4262,-1546
2010-03-31,80500.0,80300.0,147423.0,14.14,-6240,-26248,34098
2010-04-01,79800.0,80000.0,209947.0,14.09,54649,-86934,32753
2010-04-02,80600.0,81500.0,263505.0,14.35,2966,13183,-2249
2010-04-05,82000.0,83800.0,608786.0,14.76,-5478,-12624,13417
2010-04-06,84500.0,83700.0,231103.0,14.74,-5234,-2055,6601
2010-04-07,83700.0,82800.0,169361.0,14.58,-21054,5970,14922
2010-04-08,82400.0,83700.0,176019.0,14.74,-3850,-6123,16698
2010-04-09,84200.0,82000.0,279947.0,14.44,50561,-53264,4067
2010-04-12,81900.0,80000.0,215751.0,14.09,37758,-50103,11197
2010-04-13,80500.0,80300.0,143566.0,14.14,6860,-22332,13823
2010-04-14,80600.0,80700.0,208844.0,14.21,56749,-49600,-4260
2010-04-15,80900.0,80100.0,276188.0,14.11,97384,-78243,-7931
2010-04-16,79700.0,78100.0,280686.0,13.75,171281,-158263,1267
2010-04-19,77000.0,75600.0,341550.0,13.31,130022,-146179,13494
2010-04-20,76500.0,76900.0,261138.0,13.54,103965,-109689,5802
2010-04-21,77400.0,77200.0,215294.0,13.6,67844,-68942,2909
2010-04-22,77300.0,77000.0,164977.0,13.56,43045,-35971,3499
2010-04-23,77200.0,76000.0,257333.0,13.38,77265,-71093,3178
2010-04-26,76200.0,75600.0,235363.0,13.31,96086,-92406,2786
2010-04-27,75800.0,73700.0,457577.0,12.98,110733,-118067,15991
2010-04-28,72000.0,72300.0,824079.0,12.73,24142,-503213,482920
2010-04-29,73400.0,73400.0,343479.0,12.93,117749,19122,-138785
2010-04-30,73700.0,73500.0,375908.0,12.94,90294,28048,-111217
2010-05-03,72900.0,70000.0,374502.0,12.33,140306,-42863,-104236
2010-05-04,70500.0,68000.0,404800.0,11.98,87199,-34606,-65713
2010-05-06,66400.0,69300.0,340193.0,12.2,-40420,37920,-3463
2010-05-07,67000.0,70300.0,316299.0,12.38,42428,9678,-52747
2010-05-10,71100.0,70900.0,156950.0,12.49,35813,-10033,-22943
2010-05-11,71700.0,69800.0,200791.0,12.29,17451,-542,-20264
2010-05-12,69700.0,71000.0,200701.0,12.5,-8443,15186,-16888
2010-05-13,71400.0,73100.0,393692.0,12.87,-82915,82388,-26618
2010-05-14,72900.0,73200.0,219843.0,12.89,12056,-1393,-7571
2010-05-17,72300.0,69400.0,242286.0,12.22,96628,-76119,-22492
2010-05-18,70100.0,67500.0,282769.0,11.89,75439,-57845,-13957
2010-05-19,66800.0,69400.0,212333.0,12.22,45807,-23621,-13958
2010-05-20,68300.0,67000.0,272483.0,11.8,82421,-40156,-42490
2010-05-24,65200.0,65800.0,180096.0,11.59,52081,-21912,-19962
2010-05-25,64900.0,62600.0,439130.0,11.02,-9766,32335,-31205
2010-05-26,62100.0,62400.0,313836.0,10.99,20613,56679,-71213
2010-05-27,61500.0,64500.0,279842.0,11.36,820,9051,-9274
2010-05-28,65200.0,64000.0,213529.0,11.27,54130,-19495,-21520
2010-05-31,63700.0,65500.0,232775.0,11.53,33130,-48841,13667
2010-06-01,65900.0,67600.0,253290.0,11.9,-38301,37688,-7186
2010-06-03,68300.0,68100.0,152995.0,11.99,18201,-1518,-20156
2010-06-04,67800.0,67500.0,147967.0,11.89,5155,4060,-2565
2010-06-07,65000.0,64700.0,123256.0,11.39,3708,-4586,1327
2010-06-08,64500.0,66000.0,124755.0,11.62,-814,-8645,6726
2010-06-09,66200.0,66200.0,90187.0,11.66,-5082,4824,-2657
2010-06-10,66200.0,68600.0,217462.0,12.08,-67336,78685,-10002
2010-06-11,69400.0,69400.0,206618.0,12.22,-19161,44028,-22927
2010-06-14,69500.0,69900.0,155155.0,12.31,3849,-11658,6227
2010-06-15,69700.0,69300.0,86177.0,12.2,-12840,-2872,-4928
2010-06-16,69600.0,70700.0,182787.0,12.45,-58568,53134,815
2010-06-17,70700.0,71400.0,149996.0,12.57,-36676,51411,-21593
2010-06-18,71100.0,71400.0,103265.0,12.57,-11378,3042,5730
2010-06-21,71200.0,70500.0,457541.0,12.42,-47523,52452,-4980
2010-06-22,69500.0,70500.0,138432.0,12.42,-13184,22209,-10412
2010-06-23,70000.0,74700.0,716455.0,13.16,-81702,42895,6335
2010-06-24,75600.0,78000.0,630215.0,13.74,-194109,169050,16632
2010-06-25,77500.0,78400.0,496671.0,13.81,-178444,170996,9387
2010-06-28,79100.0,80000.0,301038.0,14.09,-122279,92477,1354
2010-06-29,79800.0,78600.0,350377.0,13.84,-106769,116074,-6074
2010-06-30,76500.0,78000.0,277152.0,13.74,-35382,34779,8069
2010-07-01,77900.0,83100.0,609796.0,14.63,-277996,259570,2406
2010-07-02,82900.0,80400.0,414360.0,14.16,-10168,9671,-12291
2010-07-05,80600.0,81800.0,284656.0,14.41,-94001,74780,5977
2010-07-06,81900.0,80400.0,220314.0,14.16,3285,1469,-4916
2010-07-07,80800.0,80000.0,186496.0,14.09,4873,7264,-6886
2010-07-08,80900.0,83600.0,546109.0,14.72,-252756,242151,3686
2010-07-09,84500.0,85700.0,520001.0,15.09,-216863,193943,3367
2010-07-12,85900.0,85600.0,176941.0,15.07,-13222,26906,-10061
2010-07-13,86100.0,86000.0,319243.0,15.15,-29130,22682,8689
2010-07-14,87300.0,87400.0,376154.0,15.39,-181292,80148,101255
2010-07-15,87100.0,86100.0,192126.0,15.16,-1915,-26565,23318
2010-07-16,86000.0,88400.0,357390.0,15.57,-148766,84645,53265
2010-07-19,87300.0,87900.0,169345.0,15.48,-5126,23705,-10346
2010-07-20,88300.0,87900.0,275920.0,15.48,-37698,-3136,60498
2010-07-21,89100.0,86000.0,337322.0,15.15,76682,-99007,26192
2010-07-22,85400.0,85500.0,237179.0,15.06,-25182,8780,37116
2010-07-23,86400.0,86000.0,236726.0,15.15,-67729,59501,1124
2010-07-26,87400.0,88800.0,304626.0,15.64,-109524,89841,19648
2010-07-27,89100.0,89500.0,225875.0,15.76,-76440,46682,34934
2010-07-28,89900.0,90000.0,179532.0,15.85,-61913,42589,15383
2010-07-29,90000.0,89100.0,140025.0,15.69,-33699,40002,4481
2010-07-30,89100.0,88000.0,181504.0,15.5,-8419,-23988,33520
2010-08-02,87600.0,87500.0,157711.0,15.41,-5842,-11872,19461
2010-08-03,88000.0,82500.0,1287618.0,14.53,238762,-545956,296969
2010-08-04,83000.0,84000.0,617580.0,14.79,44896,-18810,-12712
2010-08-05,84400.0,84300.0,344492.0,14.85,-68697,149391,-94546
2010-08-06,84300.0,84500.0,273905.0,14.88,-32401,62874,-24055
2010-08-09,84300.0,85900.0,245511.0,15.13,-70628,76556,-16039
2010-08-10,86000.0,87200.0,258444.0,15.36,-120492,121231,-63
2010-08-11,87200.0,87100.0,189335.0,15.34,-57513,68519,-8615
2010-08-12,85700.0,84500.0,147711.0,14.88,1498,27961,-20669
2010-08-13,84600.0,86000.0,122038.0,15.15,-24887,31498,-5359
2010-08-16,85800.0,86700.0,112937.0,15.27,-28093,36427,-6022
2010-08-17,87900.0,90000.0,580174.0,15.85,-179453,189208,-17649
2010-08-18,90200.0,91900.0,395359.0,16.18,-116648,129039,-12424
2010-08-19,91900.0,91400.0,279816.0,16.1,-15660,42944,-5007
2010-08-20,90300.0,93300.0,215109.0,16.43,-99804,92754,5168
2010-08-23,93200.0,94600.0,270768.0,16.66,-123227,78638,43904
2010-08-24,94000.0,92000.0,266379.0,16.2,33526,9351,-37220
2010-08-25,90900.0,92500.0,183819.0,16.29,-63422,42015,20729
2010-08-26,93600.0,94800.0,404774.0,16.69,-147365,103655,49244
2010-08-27,94000.0,94700.0,273475.0,16.68,-31389,53162,-16766
2010-08-30,95200.0,96700.0,247224.0,17.03,-39955,28047,15967
2010-08-31,96200.0,96600.0,273246.0,17.01,-53916,23338,34577
2010-09-01,97000.0,96600.0,198926.0,17.01,-38853,7481,24814
2010-09-02,97400.0,99400.0,513943.0,17.5,-150165,119252,32195
2010-09-03,100500.0,97000.0,374582.0,17.08,54238,-78990,30103
2010-09-06,97000.0,99600.0,312815.0,17.54,-89773,24032,64900
2010-09-07,99100.0,98500.0,172323.0,17.35,-19988,16217,6578
2010-09-08,97800.0,98000.0,144553.0,17.26,18370,-12245,-7054
2010-09-09,97800.0,100000.0,162803.0,17.61,-45738,46353,-1048
2010-09-10,100000.0,102000.0,252350.0,17.96,-93291,74006,16399
2010-09-13,101500.0,102000.0,212970.0,17.96,-19988,-1379,5816
2010-09-14,101000.0,97900.0,320466.0,17.24,114956,-110199,1448
2010-09-15,98300.0,97000.0,428644.0,17.08,-16272,-26095,61463
2010-09-16,96200.0,95200.0,207647.0,16.77,15990,-11894,-3007
2010-09-17,95500.0,95900.0,191730.0,16.89,11857,-39779,25809
2010-09-20,95400.0,96300.0,198348.0,16.96,12742,-22056,9963
2010-09-24,95600.0,96500.0,116794.0,16.99,6058,-16281,10448
2010-09-27,96500.0,98900.0,285621.0,17.42,-40495,22662,25018
2010-09-28,99400.0,99700.0,153480.0,17.56,-11327,14810,-1472
2010-09-29,100500.0,96600.0,408423.0,17.01,126551,-89340,-44128
2010-09-30,96400.0,93500.0,468714.0,16.47,183713,-211340,32205
2010-10-01,94100.0,92900.0,317906.0,16.36,82698,-94053,38948
2010-10-04,93500.0,93400.0,162160.0,16.45,34576,-30389,-4353
2010-10-05,93300.0,91000.0,249409.0,16.03,24661,-32131,1609
2010-10-06,92100.0,91100.0,155054.0,16.04,25496,-34387,17106
2010-10-07,91500.0,93500.0,224582.0,16.47,-23276,20730,5909
2010-10-08,94000.0,94100.0,179254.0,16.57,-29195,8901,13470
2010-10-11,94100.0,92200.0,817973.0,16.24,68660,-605602,533425
2010-10-12,92000.0,88100.0,550272.0,15.51,250625,-117616,-127724
2010-10-13,88300.0,87900.0,434532.0,15.48,54430,48169,-125242
2010-10-14,88200.0,88900.0,468948.0,15.66,75858,139704,-227057
2010-10-15,89800.0,89400.0,232891.0,15.74,44727,42932,-97382
2010-10-18,90000.0,88000.0,192204.0,15.5,67395,-1217,-60883
2010-10-19,88100.0,85600.0,353293.0,15.07,144405,-52246,-94126
2010-10-20,84600.0,86300.0,338520.0,15.2,77250,43747,-128439
2010-10-21,87000.0,86200.0,214408.0,15.18,73749,7495,-84637
2010-10-22,86200.0,89000.0,375091.0,15.67,-36097,142349,-105356
2010-10-25,89900.0,89400.0,312527.0,15.74,61464,22456,-80795
2010-10-26,89600.0,91200.0,350421.0,16.06,-61964,69226,-1212
2010-10-27,92000.0,94000.0,499089.0,16.55,-79530,42359,20084
2010-10-28,93500.0,93000.0,270386.0,16.38,21013,-6484,-28519
2010-10-29,92600.0,90300.0,162952.0,15.9,15909,10384,-23545
2010-11-01,90500.0,91300.0,118685.0,16.08,13023,-7971,-8214
2010-11-02,91500.0,92400.0,277712.0,16.27,5589,-16314,-2388
2010-11-03,91600.0,92500.0,344586.0,16.29,-59676,62413,-7417
2010-11-04,92800.0,91400.0,194544.0,16.1,67484,-44877,-12591
2010-11-05,92000.0,90200.0,186628.0,15.88,34430,-45954,8741
2010-11-08,90600.0,88100.0,270445.0,15.51,126016,-118767,6185
2010-11-09,88000.0,88900.0,119560.0,15.66,29869,-21050,6242
2010-11-10,88900.0,88100.0,160976.0,15.51,68272,-68211,4850
2010-11-11,88100.0,87000.0,464591.0,15.32,86439,-241870,161629
2010-11-12,88100.0,84000.0,422135.0,14.79,160917,-101050,-64593
2010-11-15,84900.0,81200.0,295360.0,14.3,92548,-72680,-15296
2010-11-16,81000.0,77900.0,416163.0,13.72,155088,-109922,19420
2010-11-17,76500.0,80000.0,224148.0,14.09,2345,-820,8921
2010-11-18,80000.0,82700.0,170427.0,14.56,-10142,32453,-17414
2010-11-19,83300.0,83800.0,177330.0,14.76,28332,3415,-26755
2010-11-22,84000.0,82900.0,197847.0,14.6,52811,-22077,-38375
2010-11-23,84100.0,84300.0,608536.0,14.85,-4162,-243128,245470
2010-11-24,82000.0,82700.0,336968.0,14.56,143919,2875,-155854
2010-11-25,82600.0,81600.0,259349.0,14.37,125876,-54346,-66629
2010-11-26,82800.0,82100.0,236236.0,14.46,-36306,51346,-34778
2010-11-29,81900.0,80300.0,208222.0,14.14,57531,-51010,-15298
2010-11-30,80000.0,81200.0,151266.0,14.3,15557,-17300,-4595
2010-12-01,81000.0,82300.0,133480.0,14.49,5628,-5091,-1848
2010-12-02,83500.0,82300.0,126196.0,14.49,9802,-9880,4139
2010-12-03,83000.0,84400.0,590970.0,14.86,-25619,35113,-28555
2010-12-06,85800.0,87400.0,385775.0,15.39,-86244,87758,-9986
2010-12-07,87400.0,87000.0,188554.0,15.32,-972,21709,-15779
2010-12-08,87000.0,85900.0,186095.0,15.13,8960,27893,-20256
2010-12-09,86300.0,87300.0,221347.0,15.37,-44290,62967,-22548
2010-12-10,86700.0,86400.0,110060.0,15.22,10434,1459,-12625
2010-12-13,87500.0,92200.0,826571.0,16.24,-264036,205012,55373
2010-12-14,92900.0,92200.0,579684.0,16.24,15476,25246,-33351
2010-12-15,92300.0,93200.0,263319.0,16.41,25459,-30866,3524
2010-12-16,92600.0,91200.0,292786.0,16.06,104635,-73064,-44431
2010-12-17,91200.0,91700.0,314362.0,16.15,297,-6049,13616
