Symbol,고려아연_시가(원),고려아연_종가(원),고려아연_거래량(주),고려아연_PER(IFRS-연결),고려아연_순매수수량(개인)(주),고려아연_순매수수량(기관계)(주),고려아연_순매수수량(외국인계)(주)
2009-05-28,137500.0,139500.0,113808.0,9.31,5778,534,-2659
2009-05-29,140000.0,142000.0,111198.0,9.48,-25975,27686,-1987
2009-06-01,143500.0,158000.0,469485.0,10.55,-128653,20384,112961
2009-06-02,161000.0,162000.0,289641.0,10.82,-94581,49919,49873
2009-06-03,162000.0,165000.0,153665.0,11.02,-39665,30351,-6646
2009-06-04,161000.0,153500.0,216747.0,10.25,40455,-36681,-7013
2009-06-05,153500.0,152500.0,105547.0,10.18,8482,-1168,-12833
2009-06-08,150500.0,159000.0,59824.0,10.62,-19000,19620,-2300
2009-06-09,161000.0,153000.0,128271.0,10.22,16396,-6964,-6838
2009-06-10,153000.0,156000.0,59783.0,10.42,-16006,10434,3029
2009-06-11,157000.0,158000.0,149145.0,10.55,-3220,-20417,21848
2009-06-12,162000.0,162000.0,224479.0,10.82,-52000,31605,12510
2009-06-15,163500.0,160000.0,80094.0,10.68,3141,6517,-11662
2009-06-16,156000.0,156000.0,140607.0,10.42,34483,15,-31117
2009-06-17,153500.0,148500.0,185161.0,9.92,93470,-29063,-59561
2009-06-18,148500.0,141500.0,276373.0,9.45,90092,-40173,-46744
2009-06-19,142500.0,146000.0,129533.0,9.75,3137,3971,-13125
2009-06-22,145500.0,144000.0,62971.0,9.62,11988,-10809,57
2009-06-23,137500.0,132000.0,303931.0,8.81,82123,-51289,-29012
2009-06-24,132500.0,132500.0,130499.0,8.85,27751,-40647,13151
2009-06-25,135500.0,139000.0,154781.0,9.28,-26838,-7240,32527
2009-06-26,142000.0,140500.0,146557.0,9.38,-6575,-8694,11130
2009-06-29,141000.0,136000.0,109568.0,9.08,19865,-8950,-9816
2009-06-30,138500.0,138500.0,79678.0,9.25,-13090,1917,13121
2009-07-01,137500.0,137000.0,119784.0,9.15,36898,-32191,-6472
2009-07-02,137000.0,135500.0,73568.0,9.05,6618,-6955,2589
2009-07-03,132000.0,132000.0,219584.0,8.81,92073,-98758,14185
2009-07-06,133500.0,138000.0,131717.0,9.21,-37062,24796,17044
2009-07-07,138000.0,138000.0,123170.0,9.21,6869,14401,-11216
2009-07-08,134500.0,131000.0,171102.0,8.75,74351,-46342,-21485
2009-07-09,130500.0,129500.0,231060.0,8.65,33751,-58705,31710
2009-07-10,129000.0,128500.0,58396.0,8.58,6986,-15696,5346
2009-07-13,128000.0,128000.0,82223.0,8.55,-13201,-14739,29197
2009-07-14,130000.0,128500.0,99797.0,8.58,1095,-22127,21551
2009-07-15,128500.0,125000.0,120030.0,8.35,30636,-11003,-19001
2009-07-16,128500.0,133500.0,202825.0,8.91,-66873,37992,29125
2009-07-17,136500.0,136500.0,95277.0,9.11,-40671,26633,16087
2009-07-20,136500.0,138500.0,107011.0,9.25,-39750,47001,-6999
2009-07-21,141500.0,141500.0,144156.0,9.45,-61461,72395,-16491
2009-07-22,141000.0,143000.0,81243.0,9.55,-45763,42840,3536
2009-07-23,144000.0,140000.0,99878.0,9.35,-41196,35143,7583
2009-07-24,142500.0,146500.0,107786.0,9.78,-36951,29580,4931
2009-07-27,147000.0,146000.0,134653.0,9.75,4981,-11852,12400
2009-07-28,141500.0,142000.0,160315.0,9.48,18696,-38097,11908
2009-07-29,141500.0,131500.0,365796.0,8.78,167528,-18545,-153031
2009-07-30,131500.0,136500.0,189185.0,9.11,-24108,13412,12629
2009-07-31,138000.0,140500.0,193274.0,9.38,-45202,-21439,65933
2009-08-03,139000.0,142000.0,135606.0,9.48,-26330,1602,23551
2009-08-04,147000.0,151000.0,297849.0,10.08,-86223,33532,53564
2009-08-05,152000.0,152000.0,128518.0,10.15,-32017,65513,-34721
2009-08-06,153000.0,153000.0,122494.0,10.22,-24060,33986,-12069
2009-08-07,151000.0,148500.0,114075.0,9.92,16203,5048,-26383
2009-08-10,148000.0,143500.0,138046.0,9.58,44218,-1985,-42718
2009-08-11,145000.0,145500.0,159345.0,9.72,52508,-262,-47231
2009-08-12,144500.0,142000.0,74014.0,9.48,21649,-14366,-9606
2009-08-13,144500.0,144500.0,136286.0,9.65,11529,-3407,-16790
2009-08-14,147000.0,144000.0,153778.0,9.62,-3574,17216,-15622
2009-08-17,142000.0,135500.0,194834.0,9.05,91709,-31711,-63292
2009-08-18,133000.0,139500.0,140510.0,9.31,-23405,9052,25921
2009-08-19,142000.0,138000.0,148663.0,9.21,16797,11441,-29123
2009-08-20,138000.0,139000.0,138021.0,9.28,4476,24948,-28597
2009-08-21,140500.0,134000.0,169960.0,8.95,80554,-36452,-42508
2009-08-24,138500.0,141000.0,168292.0,9.42,-53461,17827,32790
2009-08-25,141500.0,139500.0,151726.0,9.31,6050,2105,-7634
2009-08-26,138500.0,140500.0,70417.0,9.38,-2590,3526,-5104
2009-08-27,141000.0,138000.0,54838.0,9.21,17455,3669,-21409
2009-08-28,138500.0,138500.0,56094.0,9.25,1412,-5083,3088
2009-08-31,140000.0,136500.0,57678.0,9.11,10455,-16139,5271
2009-09-01,136000.0,133500.0,262315.0,8.91,104590,-105312,5709
2009-09-02,134000.0,134500.0,166548.0,8.98,-12616,-5201,22475
2009-09-03,134500.0,140000.0,186143.0,9.35,-70093,7757,54831
2009-09-04,143000.0,141500.0,404688.0,9.45,11462,12461,-20968
2009-09-07,143000.0,144500.0,214256.0,9.65,-66033,16815,51381
2009-09-08,149000.0,162000.0,622044.0,10.82,-236829,68447,171102
2009-09-09,168000.0,173500.0,606113.0,11.59,-134200,51267,73431
2009-09-10,174500.0,173500.0,296082.0,11.59,-19776,-7508,28467
2009-09-11,169500.0,167500.0,348036.0,11.18,21433,22519,-43286
2009-09-14,170000.0,163000.0,129519.0,10.88,2822,-12003,5239
2009-09-15,161500.0,162500.0,141069.0,10.85,3578,-3305,2905
2009-09-16,167000.0,171500.0,189700.0,11.45,-35214,14403,20508
2009-09-17,175000.0,171500.0,157728.0,11.45,24760,-8356,-13125
2009-09-18,170000.0,173500.0,154009.0,11.59,-34066,7219,28298
2009-09-21,172000.0,178000.0,161631.0,11.89,-24551,19013,3537
2009-09-22,177000.0,182000.0,168820.0,12.15,-43408,42761,-606
2009-09-23,184000.0,184000.0,156594.0,12.29,-10785,14984,-4910
2009-09-24,183000.0,184000.0,125074.0,12.29,-26762,35049,-10004
2009-09-25,181000.0,186500.0,139377.0,12.45,-16503,17317,-6751
2009-09-28,185000.0,181500.0,108334.0,12.12,-8968,30395,-23388
2009-09-29,184000.0,184000.0,96731.0,12.29,-32932,18653,13677
2009-09-30,184000.0,175500.0,141353.0,11.72,2017,4228,1306
2009-10-01,177000.0,176000.0,116977.0,11.75,-10761,32309,-24625
2009-10-05,171000.0,163000.0,148089.0,10.88,20021,12698,-35771
2009-10-06,166500.0,167000.0,130968.0,11.15,-24321,30920,-7531
2009-10-07,180000.0,179500.0,227773.0,11.99,-9769,12141,-3099
2009-10-08,185500.0,187000.0,252607.0,12.49,-51243,10778,49460
2009-10-09,194000.0,196500.0,277439.0,13.12,-19156,-31205,51977
2009-10-12,196000.0,199500.0,185411.0,13.32,-14723,34191,-26047
2009-10-13,198000.0,190500.0,264727.0,12.72,57986,4845,-65835
2009-10-14,191000.0,196500.0,197876.0,13.12,2507,42959,-44673
2009-10-15,197000.0,198000.0,125326.0,13.22,-27830,24192,1457
2009-10-16,195000.0,196500.0,129848.0,13.12,-54630,55794,238
2009-10-19,196500.0,207500.0,175448.0,13.86,-45014,38731,12232
2009-10-20,208500.0,205500.0,100560.0,13.72,-11575,8685,8107
2009-10-21,204000.0,205500.0,69492.0,13.72,-9868,-1476,13005
2009-10-22,202000.0,200500.0,99135.0,13.39,7918,4773,-15202
2009-10-23,203500.0,210000.0,107027.0,14.02,-24409,22509,-448
2009-10-26,208000.0,216000.0,132149.0,14.42,-47498,6599,43107
2009-10-27,211000.0,216000.0,134686.0,14.42,-21559,-8609,31200
2009-10-28,214000.0,200500.0,168707.0,13.39,46259,-9020,-37224
2009-10-29,195000.0,191000.0,181495.0,12.75,14898,13667,-28897
2009-10-30,200000.0,187000.0,177798.0,12.49,2117,-7581,-6032
2009-11-02,183000.0,192000.0,125135.0,12.82,-23972,6513,18606
2009-11-03,193000.0,190000.0,57392.0,12.69,-2395,3737,-1942
2009-11-04,196500.0,194000.0,82424.0,12.95,7970,-12956,5881
2009-11-05,195500.0,195000.0,74764.0,13.02,-10613,6284,3211
2009-11-06,200000.0,196500.0,76235.0,13.12,3675,-4286,-5173
2009-11-09,197500.0,195000.0,70800.0,13.02,10153,-12100,3507
2009-11-10,199000.0,209000.0,147052.0,13.96,-41080,-14612,54613
2009-11-11,208000.0,206000.0,135823.0,13.76,23676,-26240,3010
2009-11-12,205000.0,200000.0,121657.0,13.35,9964,-6534,-4715
2009-11-13,202000.0,206500.0,105549.0,13.79,-4659,-6591,8866
2009-11-16,206500.0,205000.0,79250.0,13.69,-9281,16388,-7410
2009-11-17,207500.0,211500.0,143514.0,14.12,-28515,3806,30457
2009-11-18,214000.0,210000.0,93233.0,14.02,-5830,-16178,21969
2009-11-19,211000.0,216000.0,82821.0,14.42,-19272,-9465,28268
2009-11-20,214500.0,218000.0,73888.0,14.56,-9918,-15834,25445
2009-11-23,220000.0,216500.0,89808.0,14.46,5995,-12745,7093
2009-11-24,220500.0,221000.0,55305.0,14.76,-3081,-2143,4276
2009-11-25,225500.0,221000.0,58270.0,14.76,-4827,-2562,7578
2009-11-26,221500.0,220000.0,42508.0,14.69,1883,-6357,4702
2009-11-27,215000.0,212500.0,88612.0,14.19,-7255,-17929,28990
2009-11-30,213500.0,213500.0,100914.0,14.26,7102,-13718,6919
2009-12-01,213500.0,214000.0,44229.0,14.29,-3491,2532,1962
2009-12-02,217500.0,220500.0,85221.0,14.72,1387,10533,-12074
2009-12-03,221500.0,219500.0,63573.0,14.66,1606,5740,-4819
2009-12-04,220000.0,215500.0,136825.0,14.39,23194,-33280,20615
2009-12-07,210500.0,204500.0,265125.0,13.66,75975,-58512,-25029
2009-12-08,205000.0,211500.0,182594.0,14.12,2391,-24622,18793
2009-12-09,205500.0,210000.0,120500.0,14.02,13540,-9736,-5398
2009-12-10,207000.0,203500.0,137701.0,13.59,19508,-13560,-4421
2009-12-11,206000.0,204000.0,126732.0,13.62,33897,-37920,5083
2009-12-14,203500.0,210000.0,126726.0,14.02,-39677,46106,-12960
2009-12-15,210000.0,209000.0,123409.0,13.96,3270,10800,-15307
2009-12-16,206000.0,207000.0,75728.0,13.82,5637,-16848,10612
2009-12-17,207000.0,205000.0,147372.0,13.69,-5907,-29075,26425
2009-12-18,201000.0,201500.0,86943.0,13.45,-699,5366,-2368
2009-12-21,201000.0,194500.0,108098.0,12.99,22971,-33889,11166
2009-12-22,197000.0,196000.0,64990.0,13.09,-12322,19441,-7496
2009-12-23,199000.0,194000.0,122127.0,12.95,22102,-35835,14502
2009-12-24,196000.0,201000.0,103313.0,13.42,-36047,16924,16709
2009-12-28,203000.0,201000.0,44573.0,13.42,-3259,31,3642
2009-12-29,198500.0,203000.0,64831.0,13.56,-15615,14747,-416
2009-12-30,200000.0,204000.0,65250.0,13.62,-23108,10177,13294
2010-01-04,203000.0,201500.0,47569.0,9.16,3309,-17921,13466
2010-01-05,206000.0,206500.0,137717.0,9.39,-23015,5704,15455
2010-01-06,206500.0,204500.0,79083.0,9.3,4980,604,-2584
2010-01-07,209000.0,211000.0,142097.0,9.59,-50544,22913,29901
2010-01-08,210000.0,206500.0,74753.0,9.39,10485,-22245,12558
2010-01-11,204500.0,198500.0,99690.0,9.03,37317,-35529,-2777
2010-01-12,198000.0,203000.0,135364.0,9.23,17359,-39316,22181
2010-01-13,196000.0,193000.0,181610.0,8.78,79260,-101520,19392
2010-01-14,193000.0,191000.0,132033.0,8.68,36634,-55116,19990
2010-01-15,193500.0,190000.0,84623.0,8.64,24146,-36734,14126
2010-01-18,185500.0,191500.0,123593.0,8.71,28637,-29715,4945
2010-01-19,191000.0,186000.0,128278.0,8.46,72500,-59321,-10993
2010-01-20,188000.0,188000.0,171499.0,8.55,17380,-51151,38694
2010-01-21,184000.0,180500.0,167004.0,8.21,76407,-64425,-13044
2010-01-22,177000.0,173000.0,205717.0,7.87,41144,-43143,-782
2010-01-25,169500.0,173500.0,122522.0,7.89,-14297,14340,3131
2010-01-26,174000.0,174500.0,110763.0,7.93,-11496,1355,8780
2010-01-27,175000.0,171000.0,199413.0,7.77,37074,-10285,-33535
2010-01-28,171000.0,173000.0,140707.0,7.87,-2390,-23887,18681
2010-01-29,168500.0,169500.0,54412.0,7.71,-9236,-2623,8911
2010-02-01,168000.0,168000.0,89965.0,7.64,3808,11943,-12448
2010-02-02,174000.0,168000.0,299877.0,7.64,31348,-58379,27145
2010-02-03,171500.0,176500.0,189039.0,8.02,-39482,2107,42384
2010-02-04,174500.0,179000.0,137898.0,8.14,-48824,-13308,62958
2010-02-05,169500.0,170500.0,119375.0,7.75,9866,19487,-33295
2010-02-08,172000.0,162500.0,116359.0,7.39,33955,-22052,-10884
2010-02-09,163500.0,164500.0,119102.0,7.48,12245,-14650,2751
2010-02-10,169500.0,162500.0,169411.0,7.39,38989,4895,-30461
2010-02-11,164000.0,172500.0,190318.0,7.84,-66411,51215,13850
2010-02-12,173000.0,173000.0,90546.0,7.87,-9120,28804,-19591
2010-02-16,172000.0,176500.0,55891.0,8.02,-6922,-1889,8872
2010-02-17,178500.0,178500.0,141508.0,8.12,-7651,8732,-3816
2010-02-18,178500.0,178500.0,80657.0,8.12,-8678,10664,-5872
2010-02-19,177500.0,175500.0,79905.0,7.98,-12384,-12355,28280
2010-02-22,177000.0,180000.0,82926.0,8.18,-20303,33183,-12688
2010-02-23,182000.0,180000.0,70471.0,8.18,-7129,-13064,21173
2010-02-24,179500.0,181500.0,84340.0,8.25,-8772,3040,10132
2010-02-25,181500.0,176000.0,49936.0,8.0,-4105,6076,-242
2010-02-26,176500.0,183000.0,88935.0,8.32,-31632,28674,2743
2010-03-02,189000.0,184500.0,177248.0,8.39,277,42522,-39059
2010-03-03,185500.0,186000.0,70946.0,8.46,-37707,27424,10366
2010-03-04,188500.0,185000.0,51146.0,8.41,-7331,-5910,14208
2010-03-05,183000.0,183500.0,49656.0,8.34,-756,-9869,9300
2010-03-08,184500.0,188000.0,90097.0,8.55,-18125,23998,-8417
2010-03-09,187000.0,183000.0,78709.0,8.32,25876,4505,-31100
2010-03-10,182000.0,180000.0,115350.0,8.18,16335,30805,-58961
2010-03-11,184000.0,178500.0,141513.0,8.12,49059,1349,-45318
2010-03-12,181500.0,186000.0,108831.0,8.46,-37840,31444,6522
2010-03-15,188500.0,191000.0,182557.0,8.68,-77726,23533,55700
2010-03-16,192500.0,192500.0,93875.0,8.75,-27068,8169,21788
2010-03-17,194000.0,194000.0,91298.0,8.82,-16079,-10995,28043
2010-03-18,191500.0,195500.0,110118.0,8.89,-23290,-13032,40937
2010-03-19,197000.0,198500.0,238287.0,9.03,-9037,-35652,49054
2010-03-22,198000.0,198500.0,123774.0,9.03,-12223,-56010,72133
2010-03-23,197000.0,195500.0,62219.0,8.89,9879,-14925,13682
2010-03-24,194500.0,199500.0,69207.0,9.07,-28812,2647,29154
2010-03-25,198000.0,195500.0,55016.0,8.89,9722,-14930,7058
2010-03-26,193000.0,191500.0,101669.0,8.71,16776,10526,-25179
2010-03-29,193000.0,196500.0,68146.0,8.93,-21193,15600,4474
2010-03-30,198000.0,196500.0,140201.0,8.93,-7821,-82158,86170
2010-03-31,195500.0,202000.0,191461.0,9.18,-38573,23855,16901
2010-04-01,202500.0,203000.0,129984.0,9.23,-10515,29607,-26014
2010-04-02,206000.0,209000.0,115794.0,9.5,-35768,14479,20238
2010-04-05,209000.0,202500.0,113604.0,9.21,14449,-14436,-425
2010-04-06,204000.0,209500.0,103074.0,9.53,-21685,33004,-20562
2010-04-07,210500.0,214000.0,95543.0,9.73,-28196,24767,-1085
2010-04-08,212000.0,216000.0,80814.0,9.82,-1185,-25412,26540
2010-04-09,216000.0,214500.0,298808.0,9.75,3810,-142296,143591
2010-04-12,213500.0,211500.0,64180.0,9.62,7217,1175,-11773
2010-04-13,211500.0,206500.0,54822.0,9.39,14839,-16076,1383
2010-04-14,207000.0,209500.0,91437.0,9.53,-3520,-24227,29721
2010-04-15,210000.0,212500.0,76610.0,9.66,-21272,22117,1347
2010-04-16,215000.0,209000.0,92032.0,9.5,12464,335,-13969
2010-04-19,203000.0,200000.0,89844.0,9.09,29068,-31688,5666
2010-04-20,204000.0,203000.0,69702.0,9.23,9250,-16682,7992
2010-04-21,207000.0,213000.0,85874.0,9.68,-38651,30083,7873
2010-04-22,209500.0,216000.0,68057.0,9.82,-5499,2828,4312
2010-04-23,213000.0,208500.0,117043.0,9.48,49148,-8774,-39930
2010-04-26,209000.0,211500.0,92139.0,9.62,-2125,8703,-1753
2010-04-27,212000.0,205500.0,131173.0,9.34,55184,-56914,4847
2010-04-28,203500.0,199500.0,133879.0,9.07,55509,-66295,18212
2010-04-29,204000.0,200000.0,93480.0,9.09,11247,-21374,14812
2010-04-30,203500.0,195500.0,107211.0,8.89,42415,-22768,-20066
2010-05-03,198000.0,196000.0,97678.0,8.91,-2246,35155,-35901
2010-05-04,198500.0,192000.0,137760.0,8.73,41582,-5511,-33736
2010-05-06,185000.0,181000.0,273556.0,8.23,96260,64164,-157815
2010-05-07,177000.0,184500.0,166316.0,8.39,-4956,38191,-42586
2010-05-10,188000.0,191500.0,169361.0,8.71,-39139,6824,28137
2010-05-11,196000.0,189000.0,121266.0,8.59,-2757,25406,-26890
2010-05-12,192000.0,192000.0,94931.0,8.73,-3133,-1233,-5362
2010-05-13,194500.0,203500.0,170839.0,9.25,-76013,62601,8581
2010-05-14,200500.0,205000.0,112636.0,9.32,-24926,49927,-26899
2010-05-17,201500.0,201500.0,111007.0,9.16,-11509,17693,-6839
2010-05-18,202000.0,189000.0,164108.0,8.59,39486,36140,-80830
2010-05-19,186500.0,192500.0,163453.0,8.75,-15204,82956,-60279
2010-05-20,189000.0,184000.0,104735.0,8.37,13251,-9471,-23202
2010-05-24,182000.0,189500.0,115544.0,8.62,-10999,41011,-31307
2010-05-25,186500.0,187500.0,130851.0,8.53,-1452,45694,-46776
2010-05-26,186500.0,186000.0,89574.0,8.46,15885,18610,-32220
2010-05-27,186000.0,193000.0,112336.0,8.78,-23171,35600,-13973
2010-05-28,197500.0,193500.0,97307.0,8.8,-5138,-3545,5015
2010-05-31,193500.0,197500.0,39725.0,8.98,-9179,-2628,9148
2010-06-01,196500.0,195500.0,67772.0,8.89,2127,-2495,5284
2010-06-03,193000.0,192500.0,125942.0,8.75,35077,-14220,-22836
2010-06-04,191000.0,188000.0,166074.0,8.55,49471,-38437,-15766
2010-06-07,184000.0,182500.0,172670.0,8.3,24462,18404,-46733
2010-06-08,183000.0,183500.0,150151.0,8.34,9856,50034,-63547
2010-06-09,187500.0,191000.0,188979.0,8.68,-62821,71956,-2928
2010-06-10,193000.0,198000.0,150810.0,9.0,-62783,51662,19989
2010-06-11,198000.0,199500.0,89388.0,9.07,-27073,19974,5312
2010-06-14,198000.0,203000.0,85989.0,9.23,-39191,21777,18889
2010-06-15,201500.0,205000.0,152388.0,9.32,-47311,43827,4040
2010-06-16,208000.0,212000.0,120789.0,9.64,-63343,38115,24203
2010-06-17,212000.0,218000.0,164712.0,9.91,-57279,61636,1743
2010-06-18,221000.0,215000.0,130643.0,9.78,7034,38708,-47270
2010-06-21,216000.0,232500.0,159721.0,10.57,-74641,35851,27845
2010-06-22,229000.0,226000.0,64100.0,10.28,-5280,15166,-12675
2010-06-23,227000.0,231500.0,141025.0,10.53,-5295,50989,-47920
2010-06-24,233000.0,231500.0,81419.0,10.53,-9095,6447,2902
2010-06-25,227000.0,231500.0,118932.0,10.53,833,32705,-34908
2010-06-28,233500.0,230500.0,94174.0,10.48,-1355,-10075,11093
2010-06-29,229500.0,226000.0,114135.0,10.28,8947,-9499,2157
2010-06-30,221500.0,218000.0,211762.0,9.91,36965,46340,-87421
2010-07-01,215500.0,225500.0,142314.0,10.25,-18770,32031,-12302
2010-07-02,226000.0,214000.0,118664.0,9.73,24768,17119,-43143
2010-07-05,211500.0,221500.0,106912.0,10.07,-6657,25896,-21188
2010-07-06,222000.0,218500.0,104398.0,9.93,7451,31606,-40069
2010-07-07,219500.0,222500.0,90944.0,10.12,-8136,18939,-9760
2010-07-08,226000.0,237500.0,124213.0,10.8,-33295,41821,-6800
2010-07-09,239000.0,237000.0,142555.0,10.78,-3836,-7280,10063
2010-07-12,239500.0,242500.0,84387.0,11.03,-16845,15159,5804
2010-07-13,240000.0,253500.0,158512.0,11.53,-42252,32636,13429
2010-07-14,256000.0,250000.0,127881.0,11.37,5621,-8170,1225
2010-07-15,247000.0,240500.0,159035.0,10.93,45292,-55135,10490
2010-07-16,240000.0,237000.0,122452.0,10.78,21122,-1265,-15627
2010-07-19,235000.0,241000.0,74917.0,10.96,-2353,-7444,7181
2010-07-20,239500.0,242000.0,64505.0,11.0,-5514,6204,2180
2010-07-21,246000.0,251500.0,143243.0,11.44,-42785,29603,4746
2010-07-22,251000.0,246000.0,111555.0,11.18,-219,-6721,1436
2010-07-23,245000.0,244000.0,78079.0,11.09,4041,-2212,-130
2010-07-26,244000.0,244000.0,77109.0,11.09,9810,-23184,13626
2010-07-27,245000.0,239000.0,126050.0,10.87,40755,-10648,-20704
2010-07-28,239500.0,233000.0,114745.0,10.59,34164,-35219,-4095
2010-07-29,230500.0,230500.0,103589.0,10.48,7296,4807,-12557
2010-07-30,233000.0,235500.0,86151.0,10.71,-8875,18393,-10979
2010-08-02,239000.0,249500.0,110025.0,11.34,-43699,10010,33325
2010-08-03,249500.0,249500.0,80221.0,11.34,-3266,7256,332
2010-08-04,250000.0,257000.0,128733.0,11.69,-37567,18413,19786
2010-08-05,255000.0,256000.0,132174.0,11.64,-12608,-19376,22070
2010-08-06,256500.0,250000.0,61902.0,11.37,7325,-3974,-5650
2010-08-09,248000.0,253000.0,53519.0,11.5,4537,-4179,1414
2010-08-10,252500.0,263500.0,78152.0,11.98,-13839,19997,-6221
2010-08-11,260000.0,260000.0,65060.0,11.82,-1854,6664,-2264
2010-08-12,254500.0,245000.0,140217.0,11.14,27131,36660,-62921
2010-08-13,247500.0,251000.0,58195.0,11.41,1082,9230,-9240
2010-08-16,249000.0,248500.0,49619.0,11.3,1973,5526,-7881
2010-08-17,250000.0,253500.0,61916.0,11.53,5212,-2177,-3703
2010-08-18,253500.0,253500.0,67424.0,11.53,2721,14151,-17266
2010-08-19,254500.0,260000.0,69007.0,11.82,-5125,13301,-12008
2010-08-20,259000.0,252500.0,92624.0,11.48,31733,8407,-39441
2010-08-23,252000.0,250000.0,52508.0,11.37,6133,-1288,-6128
2010-08-24,246500.0,248500.0,42257.0,11.3,-831,479,1050
2010-08-25,247000.0,237000.0,100278.0,10.78,32208,5641,-44095
2010-08-26,237000.0,243500.0,73761.0,11.07,-8251,15008,-9523
2010-08-27,240000.0,243000.0,54718.0,11.05,1411,20118,-20874
2010-08-30,246500.0,255000.0,85536.0,11.59,-18702,11924,12862
2010-08-31,252000.0,266500.0,135968.0,12.12,-53403,54562,2730
2010-09-01,264500.0,270000.0,146138.0,12.28,-1718,45298,-48189
2010-09-02,273000.0,285000.0,144862.0,12.96,-26079,26310,7794
2010-09-03,289000.0,283000.0,123080.0,12.87,8700,-16024,8296
2010-09-06,285500.0,277500.0,106019.0,12.62,21321,-42554,20714
2010-09-07,281000.0,285500.0,154983.0,12.98,-19437,-52196,74639
2010-09-08,290500.0,285500.0,76201.0,12.98,-1448,-2794,5174
2010-09-09,287500.0,285500.0,122828.0,12.98,14708,5665,-21541
2010-09-10,287500.0,281000.0,86514.0,12.78,27650,-16014,-7847
2010-09-13,284000.0,286000.0,120783.0,13.0,2380,-10905,5961
2010-09-14,284000.0,280000.0,99342.0,12.73,31301,-10557,-30164
2010-09-15,284500.0,282500.0,80927.0,12.84,-3185,-2712,4586
2010-09-16,279500.0,272500.0,77981.0,12.39,11493,482,-18060
2010-09-17,277000.0,274000.0,74424.0,12.46,9600,-19198,10754
2010-09-20,276500.0,281500.0,65920.0,12.8,-2158,5823,-3002
2010-09-24,286500.0,284500.0,67045.0,12.94,-7163,18726,-15116
2010-09-27,287500.0,300000.0,133328.0,13.64,-29356,47635,-18182
2010-09-28,296000.0,312000.0,96879.0,14.19,-26726,41178,-15951
2010-09-29,317000.0,307000.0,111511.0,13.96,22185,-6569,-14988
2010-09-30,307000.0,313000.0,74302.0,14.23,-9555,4578,4288
2010-10-01,314000.0,303000.0,166242.0,13.78,44295,-38542,-1976
2010-10-04,300000.0,295000.0,110986.0,13.41,30477,-4951,-21059
2010-10-05,293000.0,280000.0,167767.0,12.73,65302,-31080,-37217
2010-10-06,289000.0,294000.0,193820.0,13.37,-45342,21629,22525
2010-10-07,298000.0,292500.0,165372.0,13.3,9957,-31277,22566
2010-10-08,296000.0,289500.0,106404.0,13.16,2158,-15947,14833
2010-10-11,293500.0,298000.0,96180.0,13.55,-12122,8148,2625
2010-10-12,301000.0,298000.0,89256.0,13.55,-1420,8012,-7069
2010-10-13,299500.0,299500.0,89370.0,13.62,5649,-2447,-2988
2010-10-14,299000.0,298000.0,122963.0,13.55,25010,-10904,-8834
2010-10-15,299000.0,300000.0,72456.0,13.64,-13094,3147,8893
2010-10-18,299500.0,301000.0,132549.0,13.69,-17146,-13686,30922
2010-10-19,304000.0,286500.0,169645.0,13.03,53984,-46442,3544
2010-10-20,279500.0,288500.0,187016.0,13.12,30469,-1127,-26134
2010-10-21,289500.0,287000.0,87590.0,13.05,269,466,-720
2010-10-22,282000.0,293000.0,132231.0,13.32,479,-7080,6219
2010-10-25,292000.0,298500.0,120149.0,13.57,-11712,11126,-895
2010-10-26,301000.0,299500.0,74524.0,13.62,-2073,-1961,4877
2010-10-27,297000.0,290000.0,82217.0,13.19,19253,-19796,5469
2010-10-28,290000.0,288500.0,73333.0,13.12,22598,-17833,-1455
2010-10-29,290000.0,283500.0,49406.0,12.89,16137,-7957,-5017
2010-11-01,283500.0,298000.0,133140.0,13.55,-40519,4608,35357
2010-11-02,300000.0,309000.0,147235.0,14.05,-35852,9224,29087
2010-11-03,313000.0,308500.0,105616.0,14.03,-31935,-1053,29787
2010-11-04,308500.0,311500.0,82626.0,14.16,-712,-18894,21032
2010-11-05,317500.0,318000.0,99470.0,14.46,-10631,4503,6790
2010-11-08,320500.0,325500.0,87596.0,14.8,-21750,2248,23110
2010-11-09,330000.0,327000.0,74753.0,14.87,-9566,3160,-952
2010-11-10,329500.0,325500.0,70675.0,14.8,255,-19689,17940
2010-11-11,325000.0,306500.0,100567.0,13.94,15333,-2875,-16280
2010-11-12,318500.0,295500.0,153868.0,13.44,45719,-67322,32034
2010-11-15,293500.0,299500.0,183640.0,13.62,60934,-80682,26164
2010-11-16,302000.0,298000.0,59617.0,13.55,3835,-77,726
2010-11-17,288500.0,289500.0,157704.0,13.16,54533,-1848,-39501
2010-11-18,290000.0,306000.0,152160.0,13.91,-280,23722,-26681
2010-11-19,309500.0,306000.0,133422.0,13.91,-5266,20190,-14497
2010-11-22,304000.0,298500.0,108220.0,13.57,34712,-20426,-6404
2010-11-23,298500.0,291500.0,109060.0,13.25,43616,-36177,-5830
2010-11-24,292000.0,298500.0,174968.0,13.57,-29551,40186,-12061
2010-11-25,298000.0,288500.0,287460.0,13.12,79765,-140258,59421
2010-11-26,288000.0,278500.0,158877.0,12.66,50798,8131,-69219
2010-11-29,281500.0,270000.0,101327.0,12.28,32496,809,-33892
2010-11-30,270000.0,278500.0,156251.0,12.66,-5080,50548,-46890
