Symbol,한화케미칼_시가(원),한화케미칼_종가(원),한화케미칼_거래량(주),한화케미칼_PER(IFRS-연결),한화케미칼_순매수수량(개인)(주),한화케미칼_순매수수량(기관계)(주),한화케미칼_순매수수량(외국인계)(주)
2013-12-04,20900.0,20550.0,826066.0,97.47,193349,-189639,-760
2013-12-05,20500.0,20850.0,1770884.0,98.89,151346,119587,-271350
2013-12-06,20700.0,20300.0,1102096.0,96.28,158947,-99627,-59090
2013-12-09,20500.0,20150.0,776567.0,95.57,-10281,26931,-15520
2013-12-10,20200.0,19700.0,1428014.0,93.44,230395,-310945,81240
2013-12-11,19650.0,19500.0,966420.0,92.49,17608,-55708,39690
2013-12-12,19550.0,19700.0,851396.0,93.44,228074,29726,-254780
2013-12-13,19650.0,20150.0,798484.0,95.57,-65739,44659,19510
2013-12-16,20150.0,19900.0,585302.0,94.38,50346,36193,-87439
2013-12-17,20150.0,19900.0,422548.0,94.38,74921,-9591,-62140
2013-12-18,20050.0,20450.0,965829.0,96.99,-18180,-79700,83860
2013-12-19,20750.0,20450.0,966606.0,96.99,17632,11428,-22830
2013-12-20,20600.0,21050.0,1341271.0,99.84,-98724,154993,-58999
2013-12-23,21200.0,21150.0,496769.0,100.31,-11745,35735,25990
2013-12-24,21300.0,21250.0,7036906.0,100.79,-54620,63760,7050
2013-12-26,21600.0,21250.0,994614.0,100.79,-6899,77469,-59230
2013-12-27,21400.0,21500.0,664583.0,101.97,54415,-2825,-45270
2013-12-30,21550.0,21550.0,446084.0,102.21,-63512,19672,43220
2014-01-02,21850.0,21050.0,821270.0,357.87,-12442,5822,5680
2014-01-03,21450.0,21650.0,1576477.0,368.07,-84540,33720,35830
2014-01-06,21700.0,21800.0,704658.0,370.62,102962,-25274,-80528
2014-01-07,21550.0,21500.0,685076.0,365.52,27640,-6610,-25340
2014-01-08,21700.0,21400.0,622495.0,363.82,11025,-10325,-700
2014-01-09,21400.0,22150.0,1827650.0,376.57,29814,40746,-60680
2014-01-10,22200.0,22200.0,1248634.0,377.42,13353,-154765,139112
2014-01-13,22250.0,22050.0,528496.0,374.87,8436,124344,-132780
2014-01-14,21900.0,21400.0,936977.0,363.82,237034,-165324,-82510
2014-01-15,21550.0,21300.0,1209649.0,362.12,-8685,27035,-30820
2014-01-16,21550.0,21450.0,895391.0,364.67,-379,-111513,136292
2014-01-17,21600.0,21150.0,605263.0,359.57,62832,-99750,45988
2014-01-20,21250.0,21400.0,409923.0,363.82,-30771,-4400,44971
2014-01-21,21600.0,21550.0,498200.0,366.37,92093,-34083,-59300
2014-01-22,21550.0,21500.0,764223.0,365.52,6939,80481,-87510
2014-01-23,21550.0,21100.0,708296.0,358.72,127814,-178734,50350
2014-01-24,20850.0,20750.0,730866.0,352.77,104211,-212362,104391
2014-01-27,20000.0,20050.0,1241445.0,340.87,2593,-129568,129156
2014-01-28,20000.0,19900.0,618968.0,338.32,175831,-82523,-92218
2014-01-29,20050.0,20000.0,514849.0,340.02,83389,-86829,-7240
2014-02-03,19650.0,19650.0,736040.0,334.07,212260,-240020,25510
2014-02-04,19150.0,19050.0,1196244.0,323.87,286777,-358332,75245
2014-02-05,19200.0,19000.0,734010.0,323.02,101020,-111520,46730
2014-02-06,19100.0,19550.0,522792.0,332.37,26380,1732,-28772
2014-02-07,19800.0,19750.0,505387.0,335.77,65737,67803,-129800
2014-02-10,19900.0,19900.0,418183.0,338.32,51628,72802,-124830
2014-02-11,19800.0,19650.0,461383.0,334.07,189697,-25727,-174770
2014-02-12,20200.0,19800.0,965504.0,336.62,314631,-154981,-170060
2014-02-13,19700.0,19850.0,515788.0,337.47,175438,-134954,-50030
2014-02-14,19950.0,20000.0,674318.0,340.02,49316,-14512,-36804
2014-02-17,20200.0,19900.0,434805.0,338.32,81590,-17245,-24000
2014-02-18,19900.0,19600.0,625460.0,333.22,85890,-102280,20070
2014-02-19,19800.0,20250.0,1004538.0,344.27,-32008,-25032,54270
2014-02-20,20400.0,20400.0,805571.0,346.82,-170865,153775,20070
2014-02-21,20500.0,20250.0,628127.0,344.27,92866,-58456,-34940
2014-02-24,20200.0,20000.0,501882.0,340.02,88480,-141470,52990
2014-02-25,20150.0,20200.0,468140.0,343.42,15315,2935,-17600
2014-02-26,20050.0,19950.0,511318.0,339.17,149964,-48420,-102704
2014-02-27,20500.0,21300.0,2976342.0,362.12,-326741,137491,153240
2014-02-28,21450.0,21000.0,1194433.0,357.02,98636,-83494,-50802
2014-03-03,20850.0,20900.0,820114.0,355.32,22834,-70474,39070
2014-03-04,20700.0,21200.0,901362.0,360.42,-72979,123779,-51990
2014-03-05,20250.0,19950.0,5782312.0,339.17,1286106,-716996,-560600
2014-03-06,20100.0,20000.0,1325838.0,340.02,-168658,112408,55190
2014-03-07,20200.0,20600.0,1593743.0,350.22,-258699,299689,-25610
2014-03-10,20750.0,20550.0,1029024.0,349.37,-63985,162564,-88379
2014-03-11,20700.0,20950.0,1249703.0,356.17,-137140,254658,-123298
2014-03-12,20350.0,20150.0,1339542.0,342.57,109075,84065,-176590
2014-03-13,20200.0,19950.0,1417210.0,339.17,-19511,-99590,115571
2014-03-14,19700.0,20150.0,585466.0,342.57,-88036,117914,-41878
2014-03-17,20200.0,20050.0,358748.0,340.87,61291,-25651,-34400
2014-03-18,20350.0,20250.0,537657.0,344.27,-116715,9285,104260
2014-03-19,20400.0,20250.0,520480.0,344.27,12850,-50940,29430
2014-03-20,20250.0,19150.0,2025574.0,325.57,520100,-166285,-321960
2014-03-21,19300.0,18950.0,1524506.0,322.17,166753,-71132,-64901
2014-03-24,19200.0,19300.0,820062.0,328.12,-82626,-77495,161261
2014-03-25,19250.0,19500.0,724487.0,331.52,-137266,136426,3130
2014-03-26,19550.0,19400.0,566386.0,329.82,-32378,37685,-6400
2014-03-27,19450.0,19400.0,531292.0,329.82,39632,55518,-84870
2014-03-28,19350.0,19150.0,933379.0,325.57,204375,-109405,-100770
2014-03-31,19150.0,19350.0,518757.0,328.97,-137632,10130,128182
2014-04-01,19500.0,19400.0,741933.0,329.82,39594,61936,-100550
2014-04-02,19550.0,19850.0,936696.0,337.47,20593,-39543,-4520
2014-04-03,19850.0,19400.0,607624.0,329.82,92723,-50743,-49480
2014-04-04,19400.0,19400.0,572441.0,329.82,25863,-34513,8910
2014-04-07,19150.0,19350.0,471718.0,328.97,-70030,1170,70290
2014-04-08,19250.0,19350.0,337594.0,328.97,17748,-50967,39659
2014-04-09,19450.0,19500.0,605973.0,331.52,-117087,35677,90550
2014-04-10,19750.0,19400.0,698180.0,329.82,90259,-112965,22826
2014-04-11,19100.0,19200.0,640972.0,326.42,10841,-64853,53242
2014-04-14,19050.0,18450.0,3884882.0,313.67,983522,132420,-1119202
2014-04-15,18500.0,18100.0,1999822.0,307.72,538632,-146602,-391590
2014-04-16,18050.0,17550.0,3512183.0,298.37,1307404,-333384,-999810
2014-04-17,17600.0,17500.0,1386632.0,297.52,344294,18837,-374521
2014-04-18,17550.0,17750.0,2295272.0,301.77,772776,-8156,-775170
2014-04-21,17650.0,17750.0,1033415.0,301.77,181899,188491,-374200
2014-04-22,17800.0,17400.0,1504860.0,295.82,473582,58107,-537899
2014-04-23,17500.0,17800.0,4723620.0,302.62,1439770,680339,-2229759
2014-04-24,17850.0,18100.0,5626762.0,307.72,1805294,375502,-2201456
2014-04-25,18200.0,18350.0,3594163.0,311.97,-307057,1383127,-1116900
2014-04-28,18400.0,18200.0,1581985.0,309.42,113461,283369,-400060
2014-04-29,18100.0,17950.0,1621472.0,305.17,60474,330411,-399545
2014-04-30,18150.0,18250.0,1647697.0,310.27,-38621,365194,-293303
2014-05-02,18150.0,18150.0,899974.0,308.57,84895,127740,-225795
2014-05-07,18200.0,17950.0,1471327.0,305.17,145255,278235,-429580
2014-05-08,18000.0,18150.0,2412069.0,308.57,133349,44911,-170060
2014-05-09,18100.0,17400.0,3974858.0,295.82,1152001,403409,-1556290
2014-05-12,17550.0,17650.0,2396046.0,300.07,206225,211226,-411621
2014-05-13,17850.0,18500.0,4321482.0,314.52,-313180,1206600,-989020
2014-05-14,18450.0,18600.0,3172352.0,316.22,-11561,557041,-595710
2014-05-15,19250.0,18500.0,7049682.0,314.52,230622,599628,-847010
2014-05-16,18500.0,18550.0,2152671.0,315.37,305235,-69946,-236609
2014-05-19,18600.0,18300.0,1915957.0,311.12,159209,-314519,183950
2014-05-20,18550.0,18400.0,2267855.0,312.82,73341,283579,-368620
2014-05-21,18350.0,18550.0,1190242.0,315.37,-83482,230432,-146700
2014-05-22,18800.0,19000.0,3368153.0,323.02,-173002,697232,-459940
2014-05-23,18950.0,19100.0,1040081.0,324.72,-145859,275509,-127130
2014-05-26,19150.0,19100.0,1222398.0,324.72,-87815,143655,-67650
2014-05-27,19300.0,19350.0,1694108.0,328.97,-375186,502436,-129090
2014-05-28,19400.0,19250.0,885119.0,327.27,-82570,132230,-76350
2014-05-29,19250.0,18800.0,1423215.0,319.62,-7996,74876,-64190
2014-05-30,18850.0,18800.0,1234878.0,319.62,-30337,106047,-96630
2014-06-02,18800.0,18550.0,881684.0,315.37,132512,82487,-220501
2014-06-03,18700.0,18200.0,1681072.0,309.42,-62083,-203967,249911
2014-06-05,18100.0,18200.0,1528158.0,309.42,61058,-194053,135610
2014-06-09,18400.0,18700.0,1379167.0,317.92,4927,-99552,92702
2014-06-10,18750.0,18800.0,824834.0,319.62,80666,-73668,-17533
2014-06-11,18650.0,18400.0,1450054.0,312.82,-44747,-52329,120110
2014-06-12,18500.0,18350.0,813479.0,311.97,61631,-167096,121954
2014-06-13,18250.0,18000.0,1751654.0,306.02,430353,-634679,235628
2014-06-16,17950.0,18050.0,817240.0,306.87,-25842,-136942,166124
2014-06-17,18050.0,18100.0,692056.0,307.72,46328,19079,-62634
2014-06-18,18350.0,18100.0,1083234.0,307.72,131376,74826,-226012
2014-06-19,18250.0,18700.0,2684885.0,317.92,11551,-249184,225074
2014-06-20,18700.0,18800.0,1685796.0,319.62,-81195,-264235,331673
2014-06-23,18900.0,18750.0,824134.0,318.77,34144,-76232,31922
2014-06-24,18500.0,18150.0,1840852.0,308.57,178669,-267036,76101
2014-06-25,18150.0,18000.0,991428.0,306.02,133196,-271014,132065
2014-06-26,18000.0,18000.0,1147905.0,306.02,340209,-486317,150572
2014-06-27,17950.0,18000.0,555486.0,306.02,14165,-51468,36134
2014-06-30,18050.0,18350.0,1024228.0,311.97,-184474,-140187,321374
2014-07-01,18400.0,18400.0,693384.0,312.82,65382,-109829,43408
2014-07-02,18400.0,18350.0,931600.0,311.97,54030,-163132,108399
2014-07-03,18400.0,18200.0,963357.0,309.42,200070,-252998,55934
2014-07-04,18400.0,18250.0,749366.0,310.27,52584,-132879,89540
2014-07-07,18250.0,18100.0,635467.0,307.72,-31615,-77709,116658
2014-07-08,18100.0,18100.0,837774.0,307.72,17975,-191248,173173
2014-07-09,17950.0,17850.0,1115515.0,303.47,172594,-344389,197465
2014-07-10,17950.0,17950.0,659753.0,305.17,162935,-197749,35914
2014-07-11,17800.0,17550.0,1401207.0,298.37,218813,-418534,177841
2014-07-14,17550.0,17650.0,681570.0,300.07,-2711,-115570,119281
2014-07-15,17750.0,17800.0,708968.0,302.62,83025,-120973,40007
2014-07-16,17800.0,17650.0,548392.0,300.07,22680,-39427,13374
2014-07-17,17750.0,17800.0,630249.0,302.62,-49368,-8486,57654
2014-07-18,17800.0,17700.0,1105329.0,300.92,314333,-280141,-47814
2014-07-21,17800.0,17850.0,619201.0,303.47,-55685,-94503,154283
2014-07-22,17800.0,17850.0,710380.0,303.47,6859,566,-7537
2014-07-23,17950.0,17950.0,1210163.0,305.17,195777,-282450,98293
2014-07-24,18200.0,18150.0,1532546.0,308.57,279490,-301191,17461
2014-07-25,18150.0,18050.0,628900.0,306.87,155032,-174935,11668
2014-07-28,18150.0,18200.0,1085950.0,309.42,195592,-210750,20387
2014-07-29,18400.0,18650.0,2208727.0,317.07,93134,-93885,-9521
2014-07-30,18600.0,18300.0,1547298.0,311.12,197179,-196990,-3190
2014-07-31,18350.0,18100.0,1450205.0,307.72,-76989,-120250,177782
2014-08-01,17800.0,18450.0,1138068.0,313.67,-19034,-42022,37001
2014-08-04,18450.0,18450.0,671763.0,313.67,54393,-44796,426
2014-08-05,18500.0,18050.0,963302.0,306.87,142742,-88491,-51786
2014-08-06,18100.0,18050.0,774393.0,306.87,85902,-39254,-45380
2014-08-07,18000.0,17700.0,1331293.0,300.92,99846,-133022,48495
2014-08-08,17650.0,17600.0,787529.0,299.22,-40577,-12283,51722
2014-08-11,17650.0,17550.0,708546.0,298.37,-16306,-60214,81419
2014-08-12,17600.0,17650.0,529018.0,300.07,19587,25605,-47292
2014-08-13,17700.0,17700.0,563521.0,300.92,17369,12059,-16941
2014-08-14,17550.0,17350.0,1601124.0,294.97,194299,-123941,-69011
2014-08-18,17400.0,17050.0,1539724.0,289.87,-91101,-70925,174967
2014-08-19,17100.0,16850.0,1225146.0,286.47,141884,-239368,104168
2014-08-20,16850.0,16350.0,1765496.0,277.97,98193,-192063,92293
2014-08-21,16400.0,16250.0,933211.0,276.27,110119,-103694,-2770
2014-08-22,16300.0,16400.0,516408.0,278.82,42360,-54782,16703
2014-08-25,16300.0,16250.0,593595.0,276.27,80395,-116714,39350
2014-08-26,16350.0,16550.0,627759.0,281.37,-31801,13309,21808
2014-08-27,16650.0,16500.0,522112.0,280.52,25083,44972,-55721
2014-08-28,16500.0,16500.0,712746.0,280.52,196016,-140579,-55887
2014-08-29,16400.0,16400.0,506504.0,278.82,66418,-33924,-31198
2014-09-01,16450.0,16400.0,424271.0,278.82,81697,-54627,-23470
2014-09-02,16400.0,15900.0,1480856.0,270.32,214940,-152038,-70328
2014-09-03,15800.0,15200.0,2215175.0,258.42,335679,-358701,29372
2014-09-04,15300.0,15350.0,1055358.0,260.97,-5221,-263106,294833
2014-09-05,15400.0,15650.0,710496.0,266.07,-40521,-80515,110146
2014-09-11,15850.0,15700.0,730764.0,266.92,98436,-60976,-35183
2014-09-12,15700.0,15800.0,442329.0,268.62,43775,-15834,-30115
2014-09-15,15850.0,15600.0,409613.0,265.22,-40031,906,-21880
2014-09-16,15600.0,15750.0,262871.0,267.77,-16666,7557,219
2014-09-17,15800.0,16050.0,922408.0,272.87,234063,-137800,-55343
2014-09-18,16000.0,15800.0,507993.0,268.62,47726,10071,-58052
2014-09-19,15950.0,15900.0,522634.0,270.32,7249,-23669,76420
2014-09-22,16000.0,15600.0,542652.0,265.22,150490,-51319,-99721
2014-09-23,15450.0,15350.0,770040.0,260.97,96452,15818,-111765
2014-09-24,15250.0,15100.0,1041373.0,256.72,130789,-239442,83678
2014-09-25,15200.0,15000.0,1017779.0,255.02,122850,-97799,-21632
2014-09-26,14800.0,14750.0,792136.0,250.77,-53705,78849,-1344
2014-09-29,14850.0,13800.0,1999390.0,234.61,661222,-587112,-40823
2014-09-30,13700.0,13700.0,1357291.0,232.91,230179,-538560,305151
2014-10-01,13700.0,13600.0,1455657.0,231.21,-36036,-248540,293167
2014-10-02,13450.0,13400.0,1007515.0,227.81,151143,-159907,9386
2014-10-06,13500.0,13300.0,989501.0,226.11,251098,-316828,66580
2014-10-07,13300.0,13150.0,834951.0,223.56,119497,-197463,62578
2014-10-08,13050.0,13000.0,1005558.0,221.01,119326,-187132,64946
2014-10-10,12900.0,12350.0,1807976.0,209.96,306064,-357677,33417
2014-10-13,12200.0,11900.0,1674908.0,202.31,-27030,-216160,218259
2014-10-14,11850.0,12300.0,1489348.0,209.11,-34434,-77219,108521
2014-10-15,12350.0,11900.0,1065946.0,202.31,210187,-61506,-148681
2014-10-16,11750.0,11600.0,1180473.0,197.21,56986,-83807,3249
2014-10-17,11800.0,11500.0,1843721.0,195.51,314690,-157945,-158388
2014-10-20,11700.0,11700.0,1417297.0,198.91,88287,124602,-205715
2014-10-21,11800.0,11300.0,1338211.0,192.11,164529,-231792,35213
2014-10-22,11600.0,11400.0,1047181.0,193.81,86583,-150886,72303
2014-10-23,11350.0,11450.0,1374433.0,194.66,76899,-78112,-20508
2014-10-24,11550.0,10800.0,3115470.0,183.61,62362,1014386,-1079431
2014-10-27,10900.0,11200.0,2018602.0,190.41,194732,-54954,-116560
2014-10-28,11150.0,11000.0,1020515.0,187.01,93225,2240,-108887
2014-10-29,11250.0,12100.0,3179332.0,205.71,-168035,495610,-305705
2014-10-30,12150.0,11700.0,2636444.0,198.91,676345,50392,-720076
2014-10-31,11900.0,12150.0,1667958.0,206.56,202486,121861,-314726
2014-11-03,12250.0,11300.0,2144659.0,192.11,638983,-470887,-161134
2014-11-04,11200.0,10750.0,2617686.0,182.76,514594,-567905,98058
2014-11-05,10650.0,10800.0,1204221.0,183.61,205804,-197127,-18871
2014-11-06,10950.0,11250.0,1387465.0,191.26,-200327,161112,42316
2014-11-07,11400.0,11700.0,1141461.0,198.91,-33201,130145,-118521
2014-11-10,11700.0,11700.0,1211527.0,198.91,17793,30701,-49916
2014-11-11,11900.0,11750.0,777935.0,199.76,99603,-44298,-55090
2014-11-12,13500.0,13500.0,3547707.0,229.51,135153,-126374,-48029
2014-11-13,14050.0,13100.0,10826898.0,222.71,747111,-262986,-467188
2014-11-14,13200.0,12700.0,3736694.0,215.91,434932,-60847,-368291
2014-11-17,12750.0,12750.0,2619982.0,216.76,85928,316672,-407668
2014-11-18,12650.0,12700.0,1675901.0,215.91,96326,42177,-156179
2014-11-19,12800.0,12650.0,2160302.0,215.06,313103,-155203,-155205
2014-11-20,12650.0,12600.0,952681.0,214.21,-55270,23345,33373
2014-11-21,12800.0,12800.0,1418074.0,217.61,-29238,98648,-77944
2014-11-24,13300.0,13600.0,4105750.0,231.21,-546263,429947,161250
2014-11-25,13800.0,13400.0,2753869.0,227.81,327681,-378824,115558
2014-11-26,14650.0,13500.0,8321474.0,229.51,971987,-387358,-553891
2014-11-27,13650.0,13500.0,3178426.0,229.51,-121687,116956,-39312
2014-11-28,13400.0,12600.0,3549542.0,214.21,332512,72861,-402023
2014-12-01,12500.0,12100.0,2212494.0,205.71,323018,-305014,-22036
2014-12-02,12200.0,12150.0,1804179.0,206.56,287427,74473,-362850
2014-12-03,12100.0,12300.0,748173.0,209.11,-49994,9679,40365
2014-12-04,12500.0,12850.0,991507.0,218.46,-134299,63926,70762
2014-12-05,12800.0,12700.0,637291.0,215.91,5511,99987,-107555
2014-12-08,12750.0,13050.0,1486537.0,221.86,-206854,250208,-43174
2014-12-09,13150.0,13100.0,1456906.0,222.71,-136668,7571,134000
2014-12-10,13100.0,12650.0,1141167.0,215.06,124949,47562,-165215
2014-12-11,12400.0,12250.0,1438047.0,208.26,359279,-261475,-102291
2014-12-12,12250.0,12200.0,762980.0,207.41,127059,-103492,-21457
2014-12-15,11850.0,12400.0,845683.0,210.81,-41142,48919,-11861
2014-12-16,12250.0,12300.0,833870.0,209.11,147792,-87110,-72488
2014-12-17,12400.0,12350.0,548957.0,209.96,-49337,24587,22375
2014-12-18,12550.0,12300.0,918867.0,209.11,-54832,-52577,123857
2014-12-19,12500.0,12250.0,651899.0,208.26,51348,-29663,-11885
2014-12-22,12350.0,12700.0,1261987.0,215.91,-345052,89280,258210
2014-12-23,12650.0,12650.0,668328.0,215.06,-1820,7672,-9837
2014-12-24,12550.0,12400.0,593560.0,210.81,67154,-34463,-39497
2014-12-26,12350.0,12250.0,889778.0,208.26,-153579,-29116,191991
2014-12-29,12250.0,12150.0,726395.0,206.56,209479,-95629,-113850
2014-12-30,12100.0,11800.0,993767.0,200.61,183724,-105477,-81268
2015-01-02,11850.0,11350.0,1246322.0,30.98,255848,-145328,-110520
2015-01-05,11200.0,11400.0,1280258.0,31.12,58438,-147149,80806
2015-01-06,11200.0,11050.0,900084.0,30.16,143409,-192036,50017
2015-01-07,11000.0,11200.0,856164.0,30.57,169142,-38202,-122990
2015-01-08,11300.0,11350.0,862475.0,30.98,81470,-172779,98209
2015-01-09,11450.0,11500.0,1161775.0,31.39,-70651,35628,43123
2015-01-12,11500.0,11550.0,616089.0,31.53,37932,-42486,4490
2015-01-13,11550.0,11300.0,890303.0,30.84,238266,-203708,-145380
2015-01-14,11350.0,11150.0,603111.0,30.43,55896,-118023,-27973
2015-01-15,11200.0,11300.0,514052.0,30.84,-27617,-28881,60485
2015-01-16,11200.0,10900.0,900194.0,29.75,286125,-241928,-93895
2015-01-19,11100.0,11500.0,1036364.0,31.39,-197004,74431,161273
2015-01-20,11500.0,11400.0,781292.0,31.12,-66785,70076,-7531
2015-01-21,11350.0,11250.0,866030.0,30.71,211765,-3238,-97586
2015-01-22,11550.0,11950.0,2020729.0,32.62,-351922,577583,-149383
2015-01-23,12450.0,11800.0,2213300.0,32.21,110950,91338,-197094
2015-01-26,11800.0,11900.0,889003.0,32.48,-93251,9956,82880
2015-01-27,11900.0,12500.0,1537048.0,34.12,-219170,218644,-409
2015-01-28,12300.0,12500.0,984137.0,34.12,62351,-16246,-47865
2015-01-29,12300.0,12400.0,955127.0,33.85,-240183,276766,-37183
2015-01-30,12650.0,12300.0,725671.0,33.57,31694,42916,-90110
2015-02-02,12550.0,12450.0,1436043.0,33.98,114270,-16227,-96837
2015-02-03,12750.0,12500.0,1129125.0,34.12,-62833,5265,35512
2015-02-04,12800.0,12650.0,1120471.0,34.53,2546,-12237,8191
2015-02-05,12500.0,12550.0,793085.0,34.26,-52215,-90900,147323
2015-02-06,12650.0,12650.0,690435.0,34.53,-68972,55547,12425
2015-02-09,12750.0,13050.0,1435815.0,35.62,-257840,207709,32842
2015-02-10,13150.0,13200.0,2160343.0,36.03,-1755,41814,-41139
2015-02-11,13300.0,13100.0,1021382.0,35.76,-30648,57018,-30206
2015-02-12,13050.0,12750.0,850643.0,34.8,11675,-46854,25283
2015-02-13,12950.0,13200.0,930160.0,36.03,-154861,147892,10666
2015-02-16,13400.0,13250.0,1512410.0,36.17,147056,-19643,-120869
2015-02-17,13200.0,13200.0,692742.0,36.03,-71759,46669,18980
2015-02-23,13300.0,13100.0,683051.0,35.76,68932,-8636,-64674
2015-02-24,13000.0,13250.0,830663.0,36.17,-127302,150488,-16186
2015-02-25,13500.0,13600.0,1752579.0,37.12,-388495,255602,138544
2015-02-26,13750.0,14150.0,2324757.0,38.62,-559271,281397,310434
2015-02-27,14100.0,14100.0,1471646.0,38.49,-24847,41533,-13246
2015-03-02,14250.0,14750.0,4277815.0,40.26,-401906,432040,118
2015-03-03,14800.0,14750.0,2411222.0,40.26,-298768,275487,13065
2015-03-04,14850.0,14750.0,1823048.0,40.26,-180784,109201,99685
2015-03-05,14800.0,14650.0,1144698.0,39.99,-37518,38386,15732
2015-03-06,14900.0,16000.0,8861796.0,43.67,-1203572,930270,288267
2015-03-09,16250.0,16150.0,2933969.0,44.08,182183,23505,-204784
2015-03-10,16250.0,15650.0,2419959.0,42.72,21470,-50741,48891
2015-03-11,15200.0,15850.0,1813327.0,43.26,-124767,47228,88647
2015-03-12,15900.0,15150.0,2714420.0,41.35,115556,-206461,87936
2015-03-13,15400.0,15150.0,1417598.0,41.35,54684,-195031,140806
2015-03-16,14900.0,14400.0,2381231.0,39.31,264587,-348872,61085
2015-03-17,14500.0,14800.0,1652548.0,40.4,-142428,-217031,351503
2015-03-18,14800.0,15000.0,1670172.0,40.94,53369,-157829,118685
2015-03-19,15300.0,15400.0,1542099.0,42.04,-188628,48126,133657
2015-03-20,15300.0,15400.0,1018551.0,42.04,-21522,77154,-58550
2015-03-23,15600.0,15400.0,906954.0,42.04,-105503,195224,-70203
2015-03-24,15450.0,15500.0,727084.0,42.31,-41399,32441,12958
2015-03-25,15550.0,14800.0,1193213.0,40.4,71104,-99910,18417
2015-03-26,14850.0,14950.0,1077663.0,40.81,-36698,-121937,175537
2015-03-27,15300.0,14900.0,630713.0,40.67,28050,17305,-38039
2015-03-30,14900.0,14550.0,946343.0,39.72,107886,-126077,5584
2015-03-31,14650.0,14600.0,811549.0,39.85,-57874,-14582,57456
2015-04-01,14600.0,13900.0,1960673.0,37.94,389334,-282043,-94393
2015-04-02,13950.0,14000.0,1018467.0,38.21,16528,-95392,104240
2015-04-03,14150.0,14300.0,752520.0,39.03,-81792,64447,29650
2015-04-06,14300.0,14200.0,687262.0,38.76,-57381,27197,20184
2015-04-07,14450.0,14150.0,1504746.0,38.62,269277,-264536,9159
2015-04-08,14300.0,14650.0,1490093.0,39.99,-213408,55085,154313
2015-04-09,14800.0,14800.0,1496996.0,40.4,126583,79149,-222322
2015-04-10,14850.0,14800.0,840701.0,40.4,-44049,6638,-11020
2015-04-13,14900.0,15050.0,1696792.0,41.08,155038,-6094,-117626
2015-04-14,15150.0,15050.0,1964618.0,41.08,127360,-51162,-68782
2015-04-15,15200.0,15150.0,1334500.0,41.35,59472,-66805,-7373
2015-04-16,15350.0,14850.0,3676819.0,40.53,566808,-250082,-283873
2015-04-17,14800.0,14600.0,1402963.0,39.85,118056,-188012,68906
2015-04-20,14400.0,16600.0,7720526.0,45.31,-1743628,1413482,310639
2015-04-21,17500.0,18250.0,12219372.0,49.81,-1719968,952722,793559
2015-04-22,18300.0,18050.0,5194671.0,49.27,-611997,412017,94364
2015-04-23,18400.0,18100.0,2573520.0,49.4,-129924,148609,-56120
2015-04-24,18150.0,18300.0,5236397.0,49.95,6894,356541,-355213
2015-04-27,18700.0,18000.0,2157041.0,49.13,-1419,60545,-46443
2015-04-28,17750.0,17550.0,2343208.0,47.9,-179497,-74710,265131
2015-04-29,17650.0,17700.0,2370882.0,48.31,-156096,238975,-57932
2015-04-30,17550.0,17200.0,1598106.0,46.95,89627,-22187,-32671
2015-05-04,17350.0,16900.0,1214753.0,46.13,44071,-3136,-35249
2015-05-06,16700.0,16250.0,2191902.0,44.36,161498,-105533,-36924
2015-05-07,16200.0,15900.0,2020441.0,43.4,165380,30671,-205780
2015-05-08,16100.0,15750.0,1419299.0,42.99,418852,-41394,-384058
2015-05-11,16050.0,15950.0,2148526.0,43.54,157644,2354,-161035
2015-05-12,16000.0,16250.0,1809214.0,44.36,195171,-57419,-120352
2015-05-13,16400.0,16150.0,989111.0,44.08,28567,9043,-43798
2015-05-14,16300.0,16000.0,917040.0,43.67,121166,-62020,-59090
2015-05-15,16500.0,16550.0,1902356.0,45.17,-228447,400921,-150243
2015-05-18,16750.0,16600.0,1761047.0,45.31,193129,62880,-256537
2015-05-19,16750.0,18950.0,4991615.0,51.73,-1096195,882411,213329
2015-05-20,18650.0,18350.0,3680610.0,50.09,-278203,290390,-11172
2015-05-21,18600.0,19500.0,6486067.0,53.23,-839472,389620,442870
2015-05-22,19600.0,19350.0,13127083.0,52.82,-927954,656112,281098
2015-05-26,20000.0,19950.0,5125066.0,54.45,4613,288268,-273808
2015-05-27,19500.0,19300.0,3171372.0,52.68,-157491,-94216,255066
2015-05-28,19350.0,19800.0,4439843.0,54.05,-331795,-121327,439930
2015-05-29,19850.0,19050.0,2147760.0,52.0,-80944,-51709,135629
2015-06-01,19150.0,19600.0,2667922.0,53.5,-201723,337517,-136211
2015-06-02,19650.0,19100.0,1692215.0,52.13,-32283,63730,-26700
2015-06-03,19250.0,19450.0,2120369.0,53.09,-359076,219097,32575
2015-06-04,19700.0,19450.0,1361507.0,53.09,-59256,306527,-264498
2015-06-05,19450.0,19000.0,1627529.0,51.86,156365,-41549,-103864
2015-06-08,19100.0,19850.0,2298215.0,54.18,-458394,210350,217431
2015-06-09,19950.0,20450.0,4162084.0,55.82,-300373,384073,-78575
2015-06-10,20900.0,20350.0,1860503.0,55.55,-54922,278065,-221897
2015-06-11,20700.0,20750.0,2670661.0,56.64,-482933,966445,-500918
2015-06-12,20850.0,20600.0,2088027.0,56.23,-90953,294788,-253355
2015-06-15,20650.0,21300.0,2406202.0,58.14,-316515,316087,-68749
