Symbol,동양_시가(원),동양_종가(원),동양_거래량(주),동양_PER(IFRS-연결),동양_순매수수량(개인)(주),동양_순매수수량(기관계)(주),동양_순매수수량(외국인계)(주)
2007-07-23,12150.0,12550.0,1664535.0,4.86,-13920,97610,-27850
2007-07-24,12800.0,12200.0,1018049.0,4.73,86349,-77009,-6960
2007-07-25,11800.0,11950.0,1039114.0,4.63,-29790,-24240,56380
2007-07-26,12100.0,11900.0,1356793.0,4.61,42320,70830,15360
2007-07-27,11550.0,11450.0,897963.0,4.44,-39890,30830,12580
2007-07-30,11500.0,11850.0,647165.0,4.59,37540,4550,-57690
2007-07-31,12050.0,11700.0,831821.0,4.54,-67180,33030,-9000
2007-08-01,11500.0,10750.0,1158160.0,4.17,-21270,29220,5160
2007-08-02,11000.0,11150.0,974352.0,4.32,-45674,33584,37290
2007-08-03,11000.0,12150.0,3524816.0,4.71,-238398,85279,46432
2007-08-06,11800.0,12950.0,2841304.0,5.02,-119520,175539,-33110
2007-08-07,13550.0,13250.0,2026669.0,5.14,-192484,114454,-58460
2007-08-08,13450.0,13800.0,2258164.0,5.35,32780,-55697,11377
2007-08-09,14050.0,13750.0,1965846.0,5.33,326513,-145343,18700
2007-08-10,13100.0,12800.0,1927514.0,4.96,132121,42779,22940
2007-08-13,13100.0,13350.0,1640580.0,5.17,119511,-105091,2720
2007-08-14,13250.0,12750.0,1229145.0,4.94,19169,-21999,-11470
2007-08-16,11600.0,10850.0,1978018.0,4.21,73631,29709,-73550
2007-08-17,11200.0,10700.0,1557395.0,4.15,153867,-137324,-7403
2007-08-20,11300.0,11800.0,1197797.0,4.57,66171,-79543,12700
2007-08-21,11850.0,11350.0,1130784.0,4.4,123038,-12418,9230
2007-08-22,12200.0,11900.0,3353076.0,4.61,88405,-84647,-708
2007-08-23,12300.0,11650.0,2030208.0,4.52,268610,-227770,-20440
2007-08-24,11550.0,11850.0,928755.0,4.59,4261,-95351,95760
2007-08-27,12100.0,11700.0,1184834.0,4.54,58489,-21559,-30510
2007-08-28,11650.0,11900.0,873746.0,4.61,18021,-31483,10252
2007-08-29,11350.0,11550.0,778582.0,4.48,12148,-37498,23510
2007-08-30,11850.0,12200.0,1742450.0,4.73,98331,-157321,48560
2007-08-31,12350.0,12300.0,1006379.0,4.77,10785,-9408,11443
2007-09-03,12550.0,12400.0,897228.0,4.81,29714,-56924,6150
2007-09-04,12450.0,12550.0,1397088.0,4.86,-42413,-5617,42280
2007-09-05,12600.0,11800.0,2367799.0,4.57,-48919,-44231,53320
2007-09-06,11750.0,11800.0,674508.0,4.57,19520,61580,-104520
2007-09-07,11850.0,11150.0,1118521.0,4.32,40698,-20548,-17280
2007-09-10,10850.0,10800.0,742181.0,4.19,-38099,-22921,61660
2007-09-11,10850.0,10650.0,646839.0,4.13,-5495,-12545,27160
2007-09-12,10800.0,10650.0,547234.0,4.13,28261,-114147,86190
2007-09-13,10700.0,11000.0,678299.0,4.26,41978,-47521,-990
2007-09-14,11100.0,11150.0,611997.0,4.32,27066,-6816,-20530
2007-09-17,10950.0,11150.0,582674.0,4.32,-36020,-4230,41290
2007-09-18,11050.0,10900.0,435832.0,4.23,-11507,-45243,56340
2007-09-19,11300.0,11200.0,809666.0,4.34,-16478,1518,10300
2007-09-20,11200.0,10850.0,724701.0,4.21,110729,-7390,-8850
2007-09-21,10950.0,10850.0,541968.0,4.21,10801,-38091,30100
2007-09-27,11000.0,11400.0,740715.0,4.42,-89990,-66280,173780
2007-09-28,11500.0,11300.0,459249.0,4.38,-45099,-15201,61330
2007-10-01,11250.0,11300.0,830981.0,4.38,88266,-100466,-11030
2007-10-02,11550.0,11400.0,961676.0,4.42,153100,-158290,19310
2007-10-04,11400.0,11700.0,1038110.0,4.54,15636,-51626,41950
2007-10-05,11900.0,11500.0,866119.0,4.46,87931,3689,-96120
2007-10-08,11650.0,11200.0,1216321.0,4.34,156545,-39695,-130990
2007-10-09,11100.0,10800.0,956518.0,4.19,10369,9321,-14170
2007-10-10,10850.0,10350.0,914627.0,4.01,7049,1121,-3690
2007-10-11,10350.0,10950.0,991900.0,4.24,-59072,48092,46360
2007-10-12,10900.0,10250.0,939779.0,3.97,99966,-38216,-60920
2007-10-15,10300.0,10300.0,573966.0,3.99,-41132,10872,-2190
2007-10-16,10300.0,9410.0,1861639.0,3.65,227859,-12145,-208194
2007-10-17,9500.0,9500.0,844722.0,3.68,5921,-31144,23673
2007-10-18,9590.0,9700.0,643694.0,3.76,16312,-32122,540
2007-10-19,9650.0,9240.0,509678.0,3.58,62680,-54480,-5430
2007-10-22,8400.0,9020.0,758263.0,3.5,-232290,-81120,309930
2007-10-23,9150.0,8860.0,403785.0,3.43,48170,-17720,-23830
2007-10-24,8950.0,8570.0,768858.0,3.32,16669,-44739,32940
2007-10-25,8570.0,8000.0,1210537.0,3.1,210626,-267282,50600
2007-10-26,8100.0,9200.0,1900268.0,3.57,55150,-100050,66720
2007-10-29,9200.0,9000.0,876083.0,3.49,-4943,37753,-32420
2007-10-30,9100.0,8840.0,492546.0,3.43,-9400,-1490,8310
2007-10-31,8930.0,9150.0,812728.0,3.55,6131,24619,-29490
2007-11-01,9300.0,9720.0,1513823.0,3.77,-175019,118209,-4270
2007-11-02,9420.0,9900.0,1494036.0,3.84,147539,-45390,-73120
2007-11-05,9980.0,9520.0,610306.0,3.69,25580,-19190,-14280
2007-11-06,9500.0,9250.0,680788.0,3.59,-26746,18056,6800
2007-11-07,9400.0,8990.0,594104.0,3.48,12614,4666,-17550
2007-11-08,8800.0,8650.0,720573.0,3.35,-5370,-176810,193400
2007-11-09,8830.0,8990.0,360644.0,3.48,-20944,21094,7140
2007-11-12,8980.0,8510.0,286870.0,3.3,30320,-20710,-8790
2007-11-13,8450.0,8450.0,369302.0,3.28,-8470,770,6660
2007-11-14,8600.0,8490.0,360361.0,3.29,1121,25129,-6820
2007-11-15,8350.0,8500.0,324580.0,3.29,-46340,26640,20160
2007-11-16,8500.0,8530.0,454509.0,3.31,56946,-44216,-13610
2007-11-19,8630.0,8280.0,271685.0,3.21,40219,-23539,-16740
2007-11-20,8000.0,8280.0,373904.0,3.21,-86901,10361,85870
2007-11-21,8310.0,7600.0,454448.0,2.95,115670,-78790,-35780
2007-11-22,7310.0,7190.0,747087.0,2.79,118090,-72590,18420
2007-11-23,7210.0,6700.0,948446.0,2.6,68156,-50393,7700
2007-11-26,6810.0,7200.0,604344.0,2.79,-1790,-12250,31840
2007-11-27,6800.0,7500.0,574672.0,2.91,-35619,68633,-14470
2007-11-28,7650.0,7650.0,607487.0,2.97,-22120,1290,-35930
2007-11-29,7850.0,7790.0,283724.0,3.02,-85693,85333,-11750
2007-11-30,7750.0,7930.0,295328.0,3.07,-17355,37885,-14120
2007-12-03,7930.0,7710.0,1417687.0,2.99,12230,-9590,-1255320
2007-12-04,7600.0,7680.0,202247.0,2.98,-25180,21740,2960
2007-12-05,7630.0,7750.0,1522522.0,3.0,2241,5319,-1281260
2007-12-06,7900.0,8240.0,594146.0,3.19,-43249,45589,-6740
2007-12-07,8280.0,8050.0,255145.0,3.12,10630,2940,-12180
2007-12-10,8070.0,8290.0,334635.0,3.21,-24750,27330,-2360
2007-12-11,8420.0,8590.0,533988.0,3.33,-222280,169490,8290
2007-12-12,8510.0,8700.0,450335.0,3.37,-120859,83909,1390
2007-12-13,8710.0,8800.0,730961.0,3.41,40677,7653,-34890
2007-12-14,8950.0,9100.0,685015.0,3.53,-237830,243080,-33290
2007-12-17,9070.0,8580.0,355284.0,3.33,-35087,20847,-8450
2007-12-18,8490.0,9000.0,395044.0,3.49,-68961,39821,4930
2007-12-20,9150.0,9100.0,522480.0,3.53,-96949,164060,-67551
2007-12-21,8800.0,9150.0,408717.0,3.55,-115652,138048,-9882
2007-12-24,9200.0,9200.0,421831.0,3.57,8360,68930,-11470
2007-12-26,9360.0,9450.0,3570431.0,3.66,-188630,149210,-31030
2007-12-27,9520.0,9650.0,488308.0,3.74,-58100,59070,-4470
2007-12-28,9730.0,9670.0,720384.0,3.75,-22552,-9198,47700
2008-01-02,9740.0,10050.0,1170731.0,,-105104,35514,7610
2008-01-03,9900.0,10150.0,512878.0,,-16040,22180,-12500
2008-01-04,10250.0,10100.0,401049.0,,7242,-13612,7750
2008-01-07,9720.0,10450.0,724805.0,,-166418,164548,-16830
2008-01-08,10550.0,10000.0,653236.0,,-94543,97603,-11810
2008-01-09,9870.0,9980.0,514058.0,,-38770,-16260,44990
2008-01-10,10050.0,9800.0,500965.0,,-46615,-12365,56070
2008-01-11,9780.0,9300.0,458301.0,,-29908,40928,-1830
2008-01-14,9180.0,9100.0,390880.0,,-92600,87520,11880
2008-01-15,9350.0,9320.0,663640.0,,-191180,111230,-7540
2008-01-16,9150.0,9190.0,549171.0,,-125620,124450,-13240
2008-01-17,9340.0,9270.0,404327.0,,-94453,124423,-30130
2008-01-18,9260.0,9800.0,630989.0,,-3620,3750,-10550
2008-01-21,9730.0,9500.0,506069.0,,34089,-25479,-10510
2008-01-22,9210.0,9170.0,616608.0,,-78960,109330,-45530
2008-01-23,9310.0,9200.0,351056.0,,-47063,49843,-16570
2008-01-24,9400.0,9270.0,456378.0,,-2680,-15270,13310
2008-01-25,9350.0,9360.0,334631.0,,-58344,43364,-1110
2008-01-28,9320.0,9000.0,483000.0,,-37720,37380,-13770
2008-01-29,9250.0,9150.0,321426.0,,-78916,84786,-6370
2008-01-30,9310.0,8490.0,461436.0,,-55863,56243,17960
2008-01-31,8400.0,8590.0,305560.0,,-82320,39620,10110
2008-02-01,8660.0,8420.0,345568.0,,69505,-59221,-16030
2008-02-04,8500.0,8720.0,392377.0,,-50621,5201,41240
2008-02-05,8660.0,8840.0,363677.0,,-31026,46336,-8710
2008-02-11,8530.0,8300.0,266792.0,,45027,-34187,-18000
2008-02-12,8400.0,8330.0,273667.0,,49350,-45270,27080
2008-02-13,8480.0,8430.0,292349.0,,-14500,-9380,25420
2008-02-14,8450.0,8810.0,311616.0,,-91534,39534,19020
2008-02-15,8630.0,8750.0,225725.0,,37121,-32621,-2330
2008-02-18,8660.0,8780.0,158993.0,,-10040,10790,650
2008-02-19,8900.0,9400.0,643016.0,,-59719,19549,44070
2008-02-20,9280.0,9220.0,452326.0,,-41350,82240,-40670
2008-02-21,9400.0,9530.0,391100.0,,-106088,98698,-3210
2008-02-22,9420.0,9570.0,291516.0,,-40630,35750,6580
2008-02-25,9700.0,9770.0,420861.0,,-153540,157810,-6800
2008-02-26,9850.0,9600.0,352494.0,,1038,10782,-10360
2008-02-27,9560.0,9370.0,324022.0,,-32449,27349,2110
2008-02-28,9400.0,9600.0,421119.0,,-58650,40830,14740
2008-02-29,9600.0,9790.0,362263.0,,-30984,-33016,64680
2008-03-03,9590.0,9550.0,256220.0,,26551,-3561,-18170
2008-03-04,9570.0,9470.0,223642.0,,883,18367,-15030
2008-03-05,9420.0,9270.0,210152.0,,-15430,11670,-990
2008-03-06,9340.0,9730.0,550706.0,,-126114,80714,44880
2008-03-07,9550.0,9720.0,590656.0,,-21090,14570,3660
2008-03-10,9560.0,9400.0,390818.0,,-45905,67885,-13230
2008-03-11,9050.0,9050.0,927200.0,,-3580,20620,-21110
2008-03-12,9280.0,8760.0,497240.0,,58510,-25930,-40330
2008-03-13,8730.0,8450.0,564144.0,,67571,-84941,-2990
2008-03-14,8520.0,8040.0,653778.0,,108418,-102398,12430
2008-03-17,7800.0,7650.0,478427.0,,69106,-75406,16590
2008-03-18,7800.0,8300.0,388881.0,,-99468,88,73530
2008-03-19,8550.0,8350.0,233964.0,,-54220,5640,21050
2008-03-20,8210.0,8230.0,137370.0,,13604,-33464,24050
2008-03-21,8270.0,8270.0,205084.0,,34848,-46988,15370
2008-03-24,8310.0,8400.0,180893.0,,-9560,-4050,10360
2008-03-25,8430.0,8280.0,190302.0,,9810,-10010,0
2008-03-26,8280.0,8100.0,408454.0,,10663,-2963,-7980
2008-03-27,8060.0,8080.0,167678.0,,-14865,10695,3370
2008-03-28,8080.0,8450.0,321023.0,,-52030,17810,32740
2008-03-31,8500.0,8530.0,212153.0,,-15220,-11930,19510
2008-04-01,8800.0,9210.0,1285342.0,,-124592,-94578,68630
2008-04-02,9470.0,9050.0,499306.0,,62271,5899,-70820
2008-04-03,9140.0,9440.0,482391.0,,-215441,228431,-6280
2008-04-04,9300.0,9370.0,279668.0,,-22650,30540,-8490
2008-04-07,9350.0,9300.0,254301.0,,-28353,26443,-1750
2008-04-08,9260.0,9200.0,284065.0,,48350,-47920,-2640
2008-04-10,9190.0,9210.0,272138.0,,-13061,26201,-2340
2008-04-11,9300.0,9160.0,316581.0,,-51936,86386,-35770
2008-04-14,9010.0,8820.0,212116.0,,29100,-30230,2570
2008-04-15,8820.0,9000.0,254273.0,,-97200,112050,16780
2008-04-16,9020.0,9430.0,598827.0,,-162309,110519,14920
2008-04-17,9500.0,9400.0,417039.0,,-52936,89936,-20310
2008-04-18,9500.0,9570.0,758163.0,,-162790,147970,11020
2008-04-21,9680.0,9510.0,341968.0,,3360,3290,-1440
2008-04-22,9580.0,9230.0,356848.0,,-46035,36565,-250
2008-04-23,9430.0,9360.0,423419.0,,-70850,58530,37980
2008-04-24,9420.0,9190.0,352721.0,,-12370,2020,13550
2008-04-25,9210.0,9400.0,415782.0,,-52330,86150,1070
2008-04-28,9450.0,9210.0,604531.0,,40376,-26306,-15460
2008-04-29,9150.0,8960.0,496847.0,,102649,-100559,1170
2008-04-30,8930.0,8990.0,329458.0,,6496,-19306,12640
2008-05-02,9100.0,9160.0,218908.0,,-61199,18079,39720
2008-05-06,9130.0,9200.0,281026.0,,20780,-82150,61710
2008-05-07,9300.0,9130.0,1670376.0,,2340,131420,28880
2008-05-08,9220.0,9500.0,1055452.0,,-75117,27537,20800
2008-05-09,9600.0,9300.0,395351.0,,35340,-18230,-16510
2008-05-13,9310.0,9110.0,451964.0,,85404,-32554,-37480
2008-05-14,8990.0,9010.0,403657.0,,130789,-69689,-25730
2008-05-15,9260.0,9060.0,613109.0,,157606,-77846,-33560
2008-05-16,9010.0,8920.0,529464.0,,63981,-71901,-480
2008-05-19,8930.0,8550.0,655879.0,,110904,-82961,-30010
2008-05-20,8550.0,8480.0,383659.0,,98780,-80590,-26440
2008-05-21,8300.0,8400.0,260650.0,,56320,-62340,100
2008-05-22,8250.0,8360.0,482589.0,,42907,23,-11530
2008-05-23,8480.0,8360.0,216460.0,,23460,-40640,9050
2008-05-26,8350.0,8130.0,230092.0,,45630,-40530,3080
2008-05-27,8060.0,8390.0,261749.0,,-100127,108657,-1080
2008-05-28,8440.0,8160.0,254251.0,,92582,-58482,-34430
2008-05-29,8190.0,8120.0,335993.0,,-94780,95690,14220
2008-05-30,8190.0,8130.0,362061.0,,-22293,-10757,33070
2008-06-02,8150.0,8070.0,373155.0,,32390,-48360,16240
2008-06-03,7960.0,8190.0,467068.0,,-1400,6800,-5130
2008-06-04,8230.0,8150.0,334690.0,,15920,-17640,1320
2008-06-05,8100.0,8100.0,414161.0,,-26040,48890,-19760
2008-06-09,7920.0,7830.0,333610.0,,81670,-64560,-16900
2008-06-10,7820.0,7610.0,414237.0,,29798,-23408,-2210
2008-06-11,7630.0,7730.0,259164.0,,11448,-26828,4720
2008-06-12,7550.0,7320.0,503505.0,,192409,-126319,-37980
2008-06-13,7300.0,7150.0,351398.0,,23338,13862,15950
2008-06-16,7200.0,7300.0,204656.0,,-16588,-6992,23560
2008-06-17,7230.0,7240.0,153438.0,,-1550,8800,-7550
2008-06-18,7170.0,7420.0,182733.0,,-48120,31200,14580
2008-06-19,7400.0,7250.0,327582.0,,101537,-63767,-18940
2008-06-20,7250.0,7230.0,164513.0,,26950,-32860,5670
2008-06-23,7100.0,7330.0,277047.0,,-45372,33112,14970
2008-06-24,7330.0,7820.0,860317.0,,26225,-83595,49920
2008-06-25,7900.0,7590.0,439690.0,,94320,-65560,-40180
2008-06-26,7620.0,7370.0,440841.0,,33685,-25635,-8220
2008-06-27,7000.0,7060.0,359540.0,,74530,-54870,-21440
2008-06-30,7000.0,6690.0,411670.0,,70165,-49165,-18260
2008-07-01,6690.0,6660.0,385253.0,,-11674,34994,-21330
2008-07-02,6750.0,6200.0,699632.0,,210830,-127590,-46280
2008-07-03,5900.0,6090.0,567095.0,,38730,-32710,-7810
2008-07-04,6090.0,5810.0,258858.0,,-2237,-18093,24590
2008-07-07,5810.0,5560.0,563648.0,,19772,-73252,57470
2008-07-08,5580.0,5240.0,514054.0,,-47103,11673,41070
2008-07-09,5390.0,5190.0,430706.0,,15008,-96098,76090
2008-07-10,5010.0,5660.0,762945.0,,-92690,51670,31510
2008-07-11,5700.0,5800.0,385688.0,,19140,-24500,-32540
2008-07-14,5750.0,5680.0,201532.0,,-10280,-4180,14360
2008-07-15,5600.0,5440.0,239909.0,,-35023,42233,-7310
