Symbol,동양_시가(원),동양_종가(원),동양_거래량(주),동양_PER(IFRS-연결),동양_순매수수량(개인)(주),동양_순매수수량(기관계)(주),동양_순매수수량(외국인계)(주)
2008-10-13,3155.0,3200.0,1726260.0,,-7237,-32963,59040
2008-10-14,3400.0,3680.0,2286904.0,,-26793,-21937,49640
2008-10-15,3590.0,3720.0,999144.0,,-27300,31700,-2450
2008-10-16,3400.0,3165.0,624219.0,,-20269,15569,-7860
2008-10-17,3300.0,3005.0,662194.0,,-46350,8350,42900
2008-10-20,3090.0,3005.0,588452.0,,134864,-171964,37000
2008-10-21,3110.0,2915.0,702199.0,,174970,-185300,10330
2008-10-22,2840.0,2480.0,1212632.0,,402872,-462782,52050
2008-10-23,2210.0,2110.0,1030360.0,,99879,-128539,18870
2008-10-24,2020.0,1900.0,2055213.0,,-476794,-160006,58840
2008-10-27,1800.0,1910.0,1066200.0,,-213605,-8405,-27370
2008-10-28,1720.0,1995.0,880258.0,,106575,-17555,-119360
2008-10-29,2125.0,1950.0,1385435.0,,-135960,-35550,-61270
2008-10-30,2100.0,2240.0,1715870.0,,93576,-71986,14670
2008-10-31,2160.0,2320.0,1391309.0,,-142722,-7368,39390
2008-11-03,2320.0,2350.0,1024126.0,,-67140,41160,-7650
2008-11-04,2400.0,2565.0,1218114.0,,-84172,66112,17920
2008-11-05,2700.0,2790.0,1929010.0,,-59810,39040,35740
2008-11-06,2600.0,2600.0,777150.0,,-122502,24192,-46250
2008-11-07,2410.0,2660.0,782445.0,,135920,-129520,-6450
2008-11-10,2695.0,2770.0,595742.0,,-43090,5180,37910
2008-11-11,2725.0,2710.0,568246.0,,2654,14040,-16744
2008-11-12,2615.0,2700.0,540117.0,,-53941,-19999,-37030
2008-11-13,2515.0,2520.0,547114.0,,-123375,-81595,-12430
2008-11-14,2620.0,2595.0,314942.0,,30540,-39550,9010
2008-11-17,2550.0,2560.0,494366.0,,-19040,-12190,31220
2008-11-18,2505.0,2410.0,738707.0,,59890,-37620,-22810
2008-11-19,2430.0,2450.0,421713.0,,-27680,-19240,-61370
2008-11-20,2205.0,2250.0,497655.0,,-156046,-7474,-23850
2008-11-21,2075.0,2270.0,383134.0,,-28242,-8288,33730
2008-11-24,2280.0,2280.0,366710.0,,-46200,-11370,-23430
2008-11-25,2350.0,2220.0,359795.0,,-34269,29757,4340
2008-11-26,2230.0,2350.0,661563.0,,-38450,15100,23350
2008-11-27,2420.0,2300.0,701473.0,,184390,-198490,14600
2008-11-28,2350.0,2315.0,369761.0,,-36290,8940,28220
2008-12-01,2340.0,2340.0,404104.0,,-10659,-18851,28610
2008-12-02,2175.0,2175.0,404841.0,,73020,-9690,-51330
2008-12-03,2240.0,2200.0,343468.0,,31340,-26020,-4660
2008-12-04,2245.0,2180.0,253975.0,,-3151,-28669,37350
2008-12-05,2170.0,2220.0,220482.0,,-89813,69883,19930
2008-12-08,2260.0,2480.0,739320.0,,-122563,59293,63220
2008-12-09,2545.0,2470.0,510666.0,,-45338,63058,-17770
2008-12-10,2465.0,2500.0,640027.0,,-57808,39378,18510
2008-12-11,2530.0,2600.0,875203.0,,25910,35790,-34400
2008-12-12,2595.0,2670.0,1291553.0,,-10791,37021,5770
2008-12-15,2800.0,3070.0,1384187.0,,3233,-8863,31590
2008-12-16,3170.0,3530.0,2661120.0,,35507,39223,-52820
2008-12-17,3765.0,3400.0,1974643.0,,83670,-5960,-82270
2008-12-18,3450.0,3415.0,950708.0,,17010,-1800,-9880
2008-12-19,3305.0,3420.0,502144.0,,-6050,-1740,4860
2008-12-22,3420.0,3400.0,1250240.0,,61390,-67160,5940
2008-12-23,3410.0,3140.0,626099.0,,-2146,7916,-6010
2008-12-24,3125.0,2920.0,720039.0,,14550,-2660,-14890
2008-12-26,2880.0,2780.0,883235.0,,116271,-15501,-98060
2008-12-29,2750.0,2605.0,817833.0,,185140,25050,-186100
2008-12-30,2620.0,2735.0,1125709.0,,118507,-42516,-75990
2009-01-02,2815.0,2800.0,841719.0,,282503,-27423,-255080
2009-01-05,2890.0,2850.0,1006030.0,,231425,-59965,-171570
2009-01-06,2850.0,2920.0,1284315.0,,85190,38050,-120340
2009-01-07,2930.0,3075.0,1609903.0,,236937,-28937,-207760
2009-01-08,3000.0,2905.0,1316822.0,,364410,-22690,-376530
2009-01-09,2935.0,2860.0,970420.0,,268138,-30978,-241120
2009-01-12,2800.0,2640.0,1046508.0,,367764,-76174,-291370
2009-01-13,2570.0,2640.0,899523.0,,266845,-119965,-146880
2009-01-14,2610.0,2840.0,1012265.0,,30980,124360,-167710
2009-01-15,2700.0,2595.0,723598.0,,4470,65950,-72360
2009-01-16,2635.0,2730.0,496795.0,,1781,27009,-29060
2009-01-19,2760.0,2730.0,593950.0,,60230,-18920,-43590
2009-01-20,2670.0,2640.0,430414.0,,30270,-20840,-9430
2009-01-21,2460.0,2490.0,1002882.0,,209517,-214727,-8640
2009-01-22,2560.0,2460.0,474805.0,,29940,-10550,-19350
2009-01-23,2410.0,2400.0,363132.0,,3967,-11020,7020
2009-01-28,2450.0,2530.0,416925.0,,-48040,29020,23820
2009-01-29,2560.0,2560.0,337109.0,,-13830,15280,3510
2009-01-30,2460.0,2540.0,325505.0,,18930,-7050,-11880
2009-02-02,2510.0,2465.0,484461.0,,46754,-35794,-9720
2009-02-03,2475.0,2480.0,454562.0,,14440,-39400,24960
2009-02-04,2525.0,2790.0,1471269.0,,-102250,35110,67410
2009-02-05,2810.0,2715.0,1342293.0,,43602,-9992,-33460
2009-02-06,2810.0,2775.0,630487.0,,16587,19523,-35920
2009-02-09,2830.0,2830.0,1020675.0,,4174,28216,7480
2009-02-10,2880.0,2930.0,1162985.0,,11160,12920,-23940
2009-02-11,2835.0,3010.0,978134.0,,23817,-21600,-2217
2009-02-12,3050.0,2900.0,819474.0,,54670,-29550,-25120
2009-02-13,2870.0,2910.0,526261.0,,-44300,24910,19390
2009-02-16,2880.0,2935.0,1075588.0,,-35852,-45458,77480
2009-02-17,2960.0,2720.0,881853.0,,41410,1320,-43000
2009-02-18,2680.0,2685.0,553968.0,,19580,-38260,18680
2009-02-19,2685.0,2640.0,640740.0,,136395,-120082,-16373
2009-02-20,2555.0,2440.0,700887.0,,43797,-58877,-4920
2009-02-23,2400.0,2515.0,532743.0,,32480,-52050,19590
2009-02-24,2410.0,2420.0,380803.0,,35250,-12660,-22590
2009-02-25,2500.0,2375.0,441270.0,,4850,1900,-6760
2009-02-26,2415.0,2440.0,434620.0,,14120,-1480,-13110
2009-02-27,2440.0,2510.0,322488.0,,24170,-11730,-16170
2009-03-02,2440.0,2330.0,411057.0,,57050,-10260,-57160
2009-03-03,2180.0,2285.0,374515.0,,-12780,12830,100
2009-03-04,2270.0,2420.0,313819.0,,-36670,10880,25790
2009-03-05,2470.0,2430.0,338223.0,,23597,-8927,-14630
2009-03-06,2395.0,2395.0,345279.0,,-12490,22390,-9160
2009-03-09,2430.0,2420.0,247817.0,,13520,1260,-15080
2009-03-10,2335.0,2505.0,1412117.0,,-45980,2420,43560
2009-03-11,2610.0,2570.0,525929.0,,-34174,25121,9053
2009-03-12,2550.0,2630.0,478143.0,,-117410,91450,25360
2009-03-13,2675.0,2640.0,346556.0,,-8640,18600,-10140
2009-03-16,2660.0,2615.0,262650.0,,-7210,1170,5930
2009-03-17,2620.0,2705.0,678319.0,,-54455,28055,26390
2009-03-18,2785.0,2760.0,497540.0,,-12020,3250,8630
2009-03-19,2760.0,2700.0,484530.0,,-50860,26780,24320
2009-03-20,2710.0,2890.0,1226099.0,,-194310,13920,184020
2009-03-23,2900.0,2970.0,834619.0,,51793,-59953,10890
2009-03-24,3030.0,3050.0,1259842.0,,-120292,-13118,123380
2009-03-25,3035.0,3100.0,1009824.0,,-55146,7706,82010
2009-03-26,3150.0,3095.0,1362882.0,,69285,6640,-10890
2009-03-27,3110.0,2850.0,1350322.0,,196150,-6000,-190300
2009-03-30,2880.0,2750.0,699788.0,,13130,-1940,-11040
2009-03-31,2775.0,2830.0,457850.0,,-14890,-6100,23410
2009-04-01,2850.0,3000.0,854735.0,,-86360,-7530,90170
2009-04-02,3050.0,3450.0,3982506.0,,-271020,187330,62600
2009-04-03,3545.0,3420.0,2904364.0,,17503,12297,-83580
2009-04-06,3500.0,3890.0,4093616.0,,-278110,231850,23660
2009-04-07,3805.0,4200.0,3425573.0,,-202490,117330,55420
2009-04-08,4170.0,4150.0,2707976.0,,-66263,55363,-3460
2009-04-09,4250.0,4135.0,2366715.0,,98511,-84551,-17230
2009-04-10,4210.0,4035.0,2474357.0,,144831,-52751,-114830
2009-04-13,4110.0,4370.0,2164145.0,,-290638,164858,43280
2009-04-14,4390.0,4500.0,3178098.0,,402933,-194458,-87605
2009-04-15,4360.0,4300.0,1700806.0,,85251,-57421,-34830
2009-04-16,4450.0,4235.0,1646324.0,,-57238,1788,46150
2009-04-17,4300.0,4070.0,966770.0,,82330,-43230,-25680
2009-04-20,4025.0,4060.0,867720.0,,-3520,-11960,15770
2009-04-21,3900.0,4190.0,909529.0,,-117066,40786,76280
2009-04-22,4280.0,4360.0,1211407.0,,-95840,-8150,111990
2009-04-23,4430.0,4240.0,924559.0,,227448,-216448,-3100
2009-04-24,4230.0,4050.0,818002.0,,65781,-4461,-61400
2009-04-27,4065.0,4030.0,777305.0,,88930,-120660,31730
2009-04-28,4095.0,3860.0,1058408.0,,-78264,56944,16320
2009-04-29,3970.0,4090.0,939514.0,,-207306,123646,84420
2009-04-30,4165.0,4495.0,2663385.0,,-335170,145990,191160
2009-05-04,4635.0,4700.0,2382833.0,,8790,8380,-31150
2009-05-06,4655.0,4630.0,1261386.0,,186189,-51909,-147680
2009-05-07,4690.0,4525.0,1100624.0,,80940,24720,-124130
2009-05-08,4500.0,4525.0,540858.0,,-41517,13222,18990
2009-05-11,4580.0,4605.0,744486.0,,51564,-38884,-12800
2009-05-12,4620.0,4450.0,799165.0,,114350,-53140,-59260
2009-05-13,4450.0,4470.0,674235.0,,-3073,-3257,16330
2009-05-14,4370.0,4560.0,1464476.0,,-70062,-58918,127900
2009-05-15,4650.0,4600.0,1081433.0,,60810,-28240,-39490
2009-05-18,4600.0,4450.0,876853.0,,94700,-24650,-56750
2009-05-19,4525.0,4465.0,883065.0,,65040,-16210,-11090
2009-05-20,4485.0,4455.0,577435.0,,10146,-9776,-270
2009-05-21,4460.0,4310.0,774855.0,,74360,-44830,-6140
2009-05-22,4255.0,4215.0,544006.0,,44630,-52740,8160
2009-05-25,4150.0,4105.0,900985.0,,44390,-39190,16450
2009-05-26,4150.0,3945.0,534479.0,,7460,-40420,39060
2009-05-27,4005.0,3810.0,529920.0,,10130,-20830,30750
2009-05-28,3730.0,3980.0,686661.0,,-62576,36506,26070
2009-05-29,4030.0,3905.0,430743.0,,150071,-98971,-41310
2009-06-01,3860.0,4085.0,538326.0,,-30720,-27330,3050
2009-06-02,4190.0,4095.0,678957.0,,60781,-18501,-43520
2009-06-03,4150.0,4160.0,448328.0,,-32768,32388,-770
2009-06-04,4290.0,4390.0,2471312.0,,-202310,188760,-26320
2009-06-05,4450.0,4230.0,742527.0,,17930,11820,-32650
2009-06-08,4250.0,4190.0,401605.0,,-51500,47660,2090
2009-06-09,4255.0,4310.0,738231.0,,-190490,207660,-15470
2009-06-10,4330.0,4400.0,683185.0,,-82740,53760,28930
2009-06-11,4405.0,4270.0,589805.0,,121730,-82540,-29190
2009-06-12,4210.0,4250.0,355961.0,,46300,-46780,1830
2009-06-15,4290.0,4130.0,400489.0,,97220,-67710,-11390
2009-06-16,4050.0,4015.0,315126.0,,93104,-85014,-8390
2009-06-17,3995.0,4050.0,294335.0,,-600,960,-960
2009-06-18,4010.0,4015.0,165797.0,,12840,-14150,8560
2009-06-19,4090.0,4000.0,235067.0,,-26818,25248,1270
2009-06-22,4000.0,4230.0,336157.0,,-52290,13840,28440
2009-06-23,4170.0,4090.0,331931.0,,32030,170,-32730
2009-06-24,4050.0,4100.0,304284.0,,-52810,24020,14940
2009-06-25,4115.0,4295.0,727501.0,,-74359,20689,47980
2009-06-26,4340.0,4550.0,1296409.0,,-263149,246519,-12090
2009-06-29,4600.0,4580.0,1168359.0,,-217131,183775,-11714
2009-06-30,4650.0,4650.0,1213266.0,,-214790,153440,-11590
2009-07-01,4600.0,4625.0,566775.0,,4890,9330,-14250
2009-07-02,4650.0,4475.0,500554.0,,-2570,19340,-16230
2009-07-03,4360.0,4695.0,664451.0,,-206129,154659,56570
2009-07-06,4760.0,5000.0,2271603.0,,25131,-11381,-21350
2009-07-07,5020.0,5100.0,752271.0,,44860,-42920,-1710
2009-07-08,5010.0,5270.0,833454.0,,-36357,32267,-13610
2009-07-09,5300.0,5490.0,1429181.0,,-321359,276919,-21820
2009-07-10,5470.0,5390.0,814232.0,,-10647,22427,-22680
2009-07-13,5390.0,5040.0,883126.0,,33110,-16280,-12130
2009-07-14,5110.0,5150.0,520179.0,,29260,-23930,-5130
2009-07-15,5160.0,5080.0,571629.0,,86220,-22410,6190
2009-07-16,5080.0,5130.0,1203407.0,,79920,-121720,24140
2009-07-17,5160.0,5000.0,905072.0,,85050,-88430,-3720
2009-07-20,5030.0,5030.0,637843.0,,19669,-19709,6600
2009-07-21,5160.0,5500.0,2447679.0,,-85218,-29222,107170
2009-07-22,5650.0,5650.0,1798468.0,,-26073,84151,-53078
2009-07-23,5780.0,5530.0,1627314.0,,158330,-51470,-47480
2009-07-24,5580.0,5770.0,1246021.0,,-170813,97963,109850
2009-07-27,5900.0,5770.0,1066772.0,,23119,-15889,-3230
2009-07-28,5750.0,5540.0,1037015.0,,206760,-122610,-83940
2009-07-29,5500.0,5570.0,452129.0,,-23070,5130,26940
2009-07-30,5650.0,5650.0,461879.0,,68690,-54170,-14520
2009-07-31,5670.0,5630.0,440456.0,,24650,-24480,-3060
2009-08-03,5660.0,5930.0,1017569.0,,-25940,-20700,38390
2009-08-04,6040.0,5830.0,789184.0,,88707,-60667,-39040
2009-08-05,5850.0,5900.0,620043.0,,-102282,118240,-36930
2009-08-06,5850.0,5800.0,540126.0,,74662,13430,-81420
2009-08-07,5850.0,6050.0,2117634.0,,-89900,42820,51460
2009-08-10,6060.0,6070.0,586188.0,,58390,-23950,-25450
2009-08-11,6080.0,5810.0,1062989.0,,256780,-199200,-22430
2009-08-12,5760.0,5800.0,570354.0,,6282,-6562,280
2009-08-13,5850.0,5770.0,473791.0,,68595,-61800,-10548
2009-08-14,5810.0,5730.0,559892.0,,18390,-4130,-14160
2009-08-17,5740.0,5310.0,942263.0,,119560,-77890,-21310
2009-08-18,5200.0,5390.0,493469.0,,-7300,-1960,8590
2009-08-19,5390.0,5250.0,683352.0,,99470,-91770,-10230
2009-08-20,5250.0,5230.0,553763.0,,146432,-156572,8110
2009-08-21,5230.0,5260.0,453668.0,,64110,-71120,7010
2009-08-24,5380.0,5180.0,516852.0,,110168,-77048,-22640
2009-08-25,5110.0,5240.0,343311.0,,-8620,4240,9180
2009-08-26,5270.0,5290.0,315841.0,,-11137,30427,-14390
2009-08-27,5390.0,5450.0,1018534.0,,68275,-20105,-40210
2009-08-28,5500.0,5340.0,352480.0,,24280,-1010,-23440
2009-08-31,5460.0,5540.0,765879.0,,-5270,6220,-3090
2009-09-01,5550.0,5510.0,461547.0,,-9610,23040,-9990
2009-09-02,5450.0,5400.0,464728.0,,21990,-5420,-16670
2009-09-03,5400.0,5280.0,441244.0,,105646,-67176,-17620
2009-09-04,5250.0,5380.0,286861.0,,-14595,3315,11080
2009-09-07,5370.0,5370.0,321266.0,,129606,-93156,-16300
2009-09-08,5400.0,5310.0,378750.0,,112320,-68440,-9450
2009-09-09,5290.0,5060.0,981484.0,,151780,-116530,-33340
2009-09-10,5100.0,5250.0,598765.0,,-13760,-17450,36030
2009-09-11,5230.0,5460.0,684938.0,,6570,-2930,-13330
2009-09-14,5470.0,5460.0,523273.0,,17000,820,-16930
2009-09-15,5480.0,5630.0,638457.0,,17810,-15370,-2240
2009-09-16,5650.0,5550.0,647887.0,,-3760,10470,-6710
2009-09-17,5600.0,5480.0,467749.0,,42105,-39605,-2600
2009-09-18,5450.0,5800.0,1278095.0,,-195480,-22870,220210
2009-09-21,5900.0,5730.0,919907.0,,138620,-124460,-12860
2009-09-22,5730.0,5620.0,618404.0,,197680,-185570,-12110
2009-09-23,5600.0,5580.0,607107.0,,14689,-38849,24160
2009-09-24,5530.0,5570.0,394109.0,,-7798,6428,1370
2009-09-25,5630.0,5800.0,729012.0,,-125380,103530,-11080
2009-09-28,5840.0,5750.0,754642.0,,-73550,52730,20920
2009-09-29,5800.0,5550.0,632236.0,,-7510,24900,-15690
2009-09-30,5550.0,5330.0,689626.0,,20995,-7925,-21670
2009-10-01,5330.0,5250.0,416965.0,,-16170,-14760,22750
2009-10-05,5140.0,5210.0,440514.0,,8320,-13910,-7690
2009-10-06,5210.0,5020.0,412702.0,,156327,-23550,9660
2009-10-07,5050.0,5060.0,303081.0,,-40799,6419,34380
2009-10-08,5100.0,4570.0,1388982.0,,147475,-157165,8690
2009-10-09,4600.0,4740.0,735889.0,,16377,-77607,61230
2009-10-12,4800.0,4710.0,347263.0,,70980,-66860,-3920
2009-10-13,4760.0,4520.0,443199.0,,-12460,-15530,28090
2009-10-14,4530.0,4590.0,262660.0,,-26177,6637,19340
2009-10-15,4620.0,4555.0,336731.0,,27990,-24200,-3690
2009-10-16,4555.0,4300.0,685685.0,,-37880,-4160,42140
2009-10-19,4300.0,4385.0,377166.0,,-49770,-6740,56610
2009-10-20,4385.0,4400.0,208850.0,,3050,1720,-4670
2009-10-21,4395.0,4350.0,158161.0,,1180,2460,-3640
2009-10-22,4305.0,4210.0,277634.0,,-8830,-80,5800
2009-10-23,4210.0,4115.0,450277.0,,-34242,2672,31570
2009-10-26,4110.0,4150.0,306361.0,,-39820,19550,36070
2009-10-27,4150.0,4080.0,299893.0,,27690,-23860,2270
2009-10-28,4090.0,3915.0,462212.0,,19312,-22952,7640
2009-10-29,3910.0,3830.0,339953.0,,-29086,-8674,38060
2009-10-30,3940.0,3955.0,270619.0,,-38390,-5180,43870
2009-11-02,3895.0,3960.0,201047.0,,1590,4050,-5840
2009-11-03,3920.0,3865.0,182606.0,,34760,-6820,-27940
2009-11-04,3830.0,3850.0,228697.0,,17780,-5100,-9940
2009-11-05,3845.0,3710.0,245225.0,,-13079,-1761,14840
2009-11-06,3810.0,3745.0,472658.0,,73809,-85089,89340
2009-11-09,3755.0,3980.0,592962.0,,-20700,4060,11640
2009-11-10,4030.0,3900.0,493193.0,,63720,320,-64040
2009-11-11,3920.0,3900.0,229623.0,,-3650,8560,-4910
2009-11-12,3925.0,3870.0,174837.0,,-26380,2490,11170
2009-11-13,3815.0,3820.0,251984.0,,4250,1910,-6160
2009-11-16,3850.0,3785.0,170791.0,,-1400,530,870
2009-11-17,3760.0,3670.0,334231.0,,6700,-11210,4310
2009-11-18,3630.0,3690.0,256422.0,,-7740,16540,-8800
2009-11-19,3690.0,3785.0,253448.0,,-30780,-2500,33280
2009-11-20,3740.0,3815.0,101341.0,,-50,3930,-3880
2009-11-23,3820.0,3885.0,176612.0,,-10290,8350,1940
2009-11-24,3920.0,3800.0,225897.0,,44890,2940,-52480
2009-11-25,3800.0,3830.0,119914.0,,-10462,6672,3510
2009-11-26,3820.0,3830.0,243331.0,,33280,-6410,-26870
2009-11-27,3740.0,3315.0,871695.0,,70380,-35200,-40690
2009-11-30,3430.0,3415.0,385666.0,,-32900,-26870,59770
2009-12-01,3375.0,3490.0,181691.0,,-14478,23628,-10050
2009-12-02,3500.0,3535.0,176669.0,,39580,-3270,-36310
2009-12-03,3590.0,3550.0,110154.0,,-50,11280,-10330
2009-12-04,3525.0,3665.0,187824.0,,-9730,12860,-3130
2009-12-07,3650.0,3610.0,204334.0,,66038,-24538,-41500
2009-12-08,3595.0,3585.0,158492.0,,-8500,5180,3320
2009-12-09,3575.0,3615.0,146902.0,,-29930,28560,1370
2009-12-10,3590.0,3560.0,313003.0,,50450,37310,-87760
2009-12-11,3600.0,3750.0,440679.0,,-121950,71450,50500
2009-12-14,3855.0,3925.0,466699.0,,-35241,31881,3360
2009-12-15,3940.0,3965.0,377383.0,,3470,-6580,3110
2009-12-16,3970.0,3965.0,420474.0,,-31160,30120,4040
2009-12-17,3965.0,3965.0,257781.0,,-6230,6250,-20
2009-12-18,3900.0,3935.0,177426.0,,-7460,4320,3140
2009-12-21,4000.0,3915.0,231802.0,,41260,-29180,-12080
2009-12-22,3915.0,3830.0,259160.0,,8660,210,-8870
2009-12-23,3785.0,3740.0,177944.0,,2637,-5437,1880
2009-12-24,3730.0,3790.0,223369.0,,-41531,-219,41390
2009-12-28,3790.0,3660.0,266935.0,,6553,-15803,9250
2009-12-29,3660.0,3630.0,146396.0,,-14010,610,14310
2009-12-30,3630.0,3565.0,320765.0,,32600,-53900,22260
2010-01-04,3535.0,3585.0,432338.0,,-31690,-24710,56400
2010-01-05,3615.0,3565.0,290357.0,,14620,-17550,2930
2010-01-06,3565.0,3550.0,340642.0,,15202,-20190,4988
2010-01-07,3530.0,3530.0,338588.0,,-21529,-1721,23250
2010-01-08,3550.0,3695.0,474600.0,,-17206,-8268,36334
2010-01-11,3780.0,3770.0,482100.0,,6640,24480,-31110
2010-01-12,3750.0,3700.0,280900.0,,31940,1430,-33370
2010-01-13,3690.0,3615.0,211585.0,,27300,-4220,-23080
2010-01-14,3625.0,3560.0,329024.0,,55319,-6029,-49290
2010-01-15,3565.0,3555.0,229204.0,,-17530,-5850,23380
2010-01-18,3550.0,3565.0,220045.0,,-12583,4213,8370
2010-01-19,3565.0,3520.0,292020.0,,-13910,14740,-830
2010-01-20,3575.0,3450.0,355263.0,,50451,-24161,-32290
2010-01-21,3420.0,3485.0,143991.0,,-29978,322,29656
2010-01-22,3470.0,3400.0,326379.0,,35073,437,-35510
2010-01-25,3350.0,3305.0,294079.0,,-4140,6090,50
2010-01-26,3310.0,3280.0,230339.0,,27640,-4480,-17160
2010-01-27,3250.0,3140.0,246542.0,,9660,-1060,-8600
2010-01-28,3140.0,3130.0,154177.0,,12642,-11902,-740
2010-01-29,3080.0,2975.0,391747.0,,52530,-63720,11190
2010-02-01,2940.0,2965.0,150163.0,,5340,-35730,-2980
2010-02-02,2975.0,2960.0,229098.0,,35100,-30630,-4470
2010-02-03,2980.0,3020.0,149370.0,,13560,-7650,-7040
2010-02-04,3020.0,3025.0,104871.0,,24520,-15050,-9470
2010-02-05,2920.0,2900.0,285710.0,,-5160,-26020,11180
2010-02-08,2870.0,2810.0,247078.0,,41990,-36670,-5320
2010-02-09,2740.0,2800.0,165888.0,,13058,-1738,-14190
2010-02-10,2820.0,2760.0,218270.0,,34220,-1230,-32990
2010-02-11,2755.0,2850.0,117404.0,,-26520,490,26030
2010-02-12,2870.0,2820.0,157376.0,,96110,-13630,-82480
2010-02-16,2825.0,2955.0,221374.0,,16759,-22259,4900
2010-02-17,2930.0,2970.0,150117.0,,-360,4040,-3980
2010-02-18,2940.0,3135.0,365875.0,,19990,-540,-19250
2010-02-19,3145.0,3020.0,363180.0,,52020,-620,-50900
2010-02-22,3060.0,3035.0,173795.0,,-3190,-15410,18000
2010-02-23,3050.0,3010.0,75779.0,,-2480,70,2410
2010-02-24,2965.0,3000.0,74106.0,,10110,-100,-9900
2010-02-25,3050.0,2890.0,174073.0,,9580,-620,-8360
2010-02-26,2890.0,2885.0,91815.0,,677,-1197,520
2010-03-02,2900.0,2895.0,111710.0,,13130,-25440,12310
2010-03-03,2920.0,2865.0,110010.0,,-4376,0,4376
2010-03-04,2875.0,2850.0,94808.0,,-9581,-1100,10681
2010-03-05,2855.0,2900.0,141579.0,,-4450,360,4090
2010-03-08,2915.0,2980.0,154481.0,,6810,-600,-6210
2010-03-09,3005.0,3050.0,209344.0,,-12990,-750,13740
2010-03-10,3080.0,3045.0,125643.0,,-15714,-3256,18970
2010-03-11,3045.0,3015.0,140760.0,,-11430,360,11070
2010-03-12,3025.0,3025.0,183104.0,,-10890,660,10230
2010-03-15,3000.0,3025.0,145685.0,,140,-1070,930
2010-03-16,3015.0,3000.0,134335.0,,-11030,-730,11760
2010-03-17,3005.0,3020.0,144323.0,,-32340,-50,32670
2010-03-18,3060.0,3010.0,519311.0,,1600,-3470,4090
2010-03-19,3000.0,3035.0,199899.0,,-12031,-790,24460
2010-03-22,3050.0,3005.0,154742.0,,17660,-2150,-15860
2010-03-23,2975.0,2970.0,233809.0,,11320,1060,-3990
2010-03-24,2975.0,2910.0,148422.0,,-80,-270,-1650
2010-03-25,2935.0,2845.0,187731.0,,25683,-1193,-24490
2010-03-26,2850.0,2815.0,366750.0,,-2100,-1780,5490
2010-03-29,2795.0,2790.0,158093.0,,-13110,3530,5580
2010-03-30,2805.0,2805.0,120896.0,,1720,-760,-960
2010-03-31,2780.0,2800.0,193771.0,,-700,-950,1650
2010-04-01,2790.0,2820.0,255085.0,,3770,2990,-6760
2010-04-02,2995.0,3240.0,608014.0,,30630,-3450,-1270
2010-04-05,3550.0,3195.0,2819413.0,,154290,-58420,-89870
2010-04-06,3195.0,3250.0,1464022.0,,-115370,-44960,7730
2010-04-07,3280.0,3250.0,734642.0,,42480,-43910,1430
2010-04-08,3250.0,3130.0,451176.0,,-31020,4230,26790
2010-04-09,3150.0,3185.0,284834.0,,-9639,-1001,9040
2010-04-12,3200.0,3155.0,303025.0,,1050,-170,-880
2010-04-13,3160.0,3070.0,234529.0,,-10850,1370,9480
2010-04-14,3100.0,3065.0,220169.0,,-13790,2490,21300
2010-04-15,3075.0,3135.0,352415.0,,24100,-1160,12070
2010-04-16,3160.0,3090.0,435987.0,,42960,-7270,-2690
2010-04-19,3045.0,2930.0,380510.0,,38170,-10930,-27240
2010-04-20,2945.0,2915.0,246985.0,,41290,-17370,5680
2010-04-21,2935.0,2950.0,262725.0,,35380,-14370,5990
2010-04-22,2955.0,2910.0,264762.0,,47290,-14570,-15720
2010-04-23,2905.0,2865.0,226515.0,,30380,-14370,10320
2010-04-26,2900.0,2850.0,173612.0,,29050,2180,-12840
2010-04-27,2860.0,2820.0,184217.0,,13810,320,-5130
2010-04-28,2790.0,2785.0,227324.0,,6059,-3759,-2300
2010-04-29,2800.0,2700.0,408049.0,,36620,-1030,-25590
2010-04-30,2725.0,2780.0,231839.0,,-6250,5560,690
2010-05-03,2755.0,2785.0,341020.0,,31410,2120,-32530
2010-05-04,2800.0,2810.0,188721.0,,21880,-2690,-20060
2010-05-06,2785.0,2740.0,235696.0,,33270,-3910,-29360
2010-05-07,2575.0,2645.0,289266.0,,66340,-110,-65630
2010-05-10,2650.0,2680.0,110838.0,,13534,-3434,-8930
2010-05-11,2710.0,2630.0,212564.0,,8646,-656,-8560
2010-05-12,2620.0,2615.0,159547.0,,-4749,5369,1600
2010-05-13,2630.0,2635.0,133793.0,,-16330,2860,13470
2010-05-14,2650.0,2570.0,236244.0,,17895,-495,-17970
2010-05-17,2520.0,2385.0,444101.0,,17430,640,-18450
2010-05-18,2385.0,2400.0,209491.0,,-46350,7160,37860
2010-05-19,2405.0,2395.0,172309.0,,28159,-5249,-19110
2010-05-20,2355.0,2300.0,174389.0,,16640,-13580,-7050
2010-05-24,2210.0,2345.0,184965.0,,12230,-12470,3090
2010-05-25,2310.0,2270.0,296040.0,,25340,-300,-41590
2010-05-26,2220.0,2250.0,130501.0,,-960,-3300,4260
2010-05-27,2200.0,2235.0,211450.0,,26880,-1080,-25610
2010-05-28,2280.0,2305.0,200160.0,,-11400,6880,4520
2010-05-31,2340.0,2300.0,186000.0,,-12930,190,12930
2010-06-01,2300.0,2285.0,186901.0,,23050,6150,-30150
2010-06-03,2300.0,2325.0,159614.0,,-26340,2950,21870
