Symbol,한국전력_시가(원),한국전력_종가(원),한국전력_거래량(주),한국전력_PER(IFRS-연결),한국전력_순매수수량(개인)(주),한국전력_순매수수량(기관계)(주),한국전력_순매수수량(외국인계)(주)
2008-06-25,30200.0,30500.0,1374690.0,13.72,-28806,329596,-413450
2008-06-26,30600.0,31050.0,2129786.0,13.97,-77860,640040,-637720
2008-06-27,30800.0,30950.0,1601606.0,13.92,-62616,594376,-562840
2008-06-30,31000.0,30750.0,1117466.0,13.83,-68227,290167,-274820
2008-07-01,30450.0,30800.0,1378946.0,13.85,-102387,491624,-517607
2008-07-02,30950.0,30850.0,1533655.0,13.88,-202889,322529,-227200
2008-07-03,30650.0,30600.0,2168657.0,13.76,-119458,74257,55581
2008-07-04,30450.0,30200.0,1237928.0,13.58,-50347,670897,-688930
2008-07-07,30000.0,30850.0,2483815.0,13.88,-303410,720781,-506750
2008-07-08,30850.0,30300.0,1746820.0,13.63,-86696,334198,-278352
2008-07-09,30900.0,30550.0,1676944.0,13.74,-76302,458642,-444810
2008-07-10,30500.0,31000.0,3116961.0,13.94,-144256,833056,-908180
2008-07-11,31300.0,31650.0,1895300.0,14.24,-110693,-377837,431210
2008-07-14,31150.0,30950.0,1346120.0,13.92,15867,75697,-123704
2008-07-15,30500.0,30100.0,2738697.0,13.54,143204,-110905,-7448
2008-07-16,30000.0,29450.0,1808782.0,13.25,143393,217865,-405778
2008-07-17,30200.0,29300.0,1932028.0,13.18,230704,-106024,-119810
2008-07-18,29600.0,29100.0,1213864.0,13.09,413,-156923,139760
2008-07-21,29400.0,30700.0,2131599.0,13.81,-348390,323140,16190
2008-07-22,31050.0,30900.0,1710554.0,13.9,-204114,705092,-524648
2008-07-23,31500.0,31700.0,2464933.0,14.26,-273572,574042,-516850
2008-07-24,32100.0,32150.0,1581119.0,14.46,-187772,279318,-12086
2008-07-25,32100.0,31750.0,1362763.0,14.28,-94806,366726,-307470
2008-07-28,31900.0,31800.0,989904.0,14.3,-43094,185594,-156840
2008-07-29,31900.0,31250.0,958820.0,14.06,-59301,40445,-37324
2008-07-30,31900.0,31850.0,1707995.0,14.32,-150733,538008,-483415
2008-07-31,31400.0,32350.0,888068.0,14.55,-175538,61408,121830
2008-08-01,32500.0,32150.0,1554224.0,14.46,-16546,415786,-485420
2008-08-04,31550.0,31800.0,1171079.0,14.3,-76176,56882,-48986
2008-08-05,32200.0,32700.0,3075326.0,14.71,-333525,1289803,-1096210
2008-08-06,33150.0,33600.0,1898316.0,15.11,-301838,320163,-99425
2008-08-07,33250.0,33250.0,1364807.0,14.95,-75510,211132,-263172
2008-08-08,32650.0,33150.0,862415.0,14.91,-27600,-130560,133750
2008-08-11,33450.0,33550.0,1305067.0,15.09,-110608,-263611,450309
2008-08-12,33000.0,32700.0,1606765.0,14.71,67947,-219986,179800
2008-08-13,32500.0,32200.0,1660302.0,14.48,18877,-241876,191329
2008-08-14,31500.0,32150.0,2641001.0,14.46,8422,-557504,638250
2008-08-18,32000.0,32000.0,1172268.0,14.39,46687,-321010,304973
2008-08-19,31950.0,31350.0,1205285.0,14.1,42022,195054,-261436
2008-08-20,31350.0,31700.0,1523098.0,14.26,-39635,534841,-552766
2008-08-21,32300.0,31850.0,2100203.0,14.32,-93367,255649,-195072
2008-08-22,32150.0,31100.0,1952107.0,13.99,1615,95846,-107581
2008-08-25,31550.0,31650.0,1022986.0,14.24,-96424,100201,-31239
2008-08-26,31650.0,31700.0,1560395.0,14.26,-218554,505924,-329870
2008-08-27,31800.0,32350.0,1915516.0,14.55,-160630,288540,-187760
2008-08-28,32600.0,32500.0,1512864.0,14.62,-115873,167493,-81970
2008-08-29,32550.0,33100.0,2001554.0,14.89,-283003,804233,-536460
2008-09-01,32500.0,32000.0,2310291.0,14.39,-162460,914397,-768297
2008-09-02,32200.0,32350.0,1996348.0,14.55,-159342,959350,-947558
2008-09-03,32300.0,32050.0,1891249.0,14.41,-42113,271073,-173620
2008-09-04,32050.0,32250.0,1582779.0,14.5,26739,66091,-112560
2008-09-05,31700.0,31800.0,2588445.0,14.3,42597,280583,-461680
2008-09-08,31950.0,32300.0,3395363.0,14.53,-27274,-1453801,1644193
2008-09-09,31750.0,31300.0,3651779.0,14.08,268273,-694042,468820
2008-09-10,30850.0,31250.0,2155771.0,14.06,109906,-300230,163021
2008-09-11,30850.0,30350.0,3416884.0,13.65,397177,-894737,574610
2008-09-12,30600.0,30900.0,1313645.0,13.9,-110506,24921,9675
2008-09-16,30250.0,30100.0,2910253.0,13.54,-21719,511829,-533490
2008-09-17,30900.0,30450.0,1124148.0,13.7,66961,-91241,54520
2008-09-18,29650.0,29050.0,2455634.0,13.07,389738,256581,-672009
2008-09-19,29800.0,30500.0,2776050.0,13.72,-322142,-66267,422906
2008-09-22,31100.0,30800.0,2728859.0,13.85,-80748,409600,-327422
2008-09-23,30700.0,31600.0,2107467.0,14.21,-33024,-234232,305020
2008-09-24,31000.0,31250.0,1431480.0,14.06,-70270,329620,-257170
2008-09-25,31300.0,31500.0,1382470.0,14.17,-42254,321501,-248724
2008-09-26,31050.0,31150.0,1178629.0,14.01,-20544,301604,-287050
2008-09-29,31000.0,30850.0,1729257.0,13.88,51436,-270946,161320
2008-09-30,29800.0,30500.0,2018312.0,13.72,73280,-175590,22630
2008-10-01,30200.0,30100.0,1311068.0,13.54,280139,-393159,123000
2008-10-02,30250.0,30100.0,930464.0,13.54,-77523,324613,-230660
2008-10-06,29700.0,29500.0,1879122.0,13.27,61562,397221,-458683
2008-10-07,28550.0,29450.0,1746584.0,13.25,-188491,96621,58540
2008-10-08,28750.0,28650.0,2215833.0,12.89,18518,73982,-87070
2008-10-09,28750.0,27950.0,2246677.0,12.57,113743,-304051,187791
2008-10-10,26750.0,24150.0,4941122.0,10.86,544886,-134561,-471495
2008-10-13,24850.0,26600.0,4105536.0,11.96,-239494,347368,-84154
2008-10-14,27900.0,28900.0,3700521.0,13.0,-300147,-82963,369350
2008-10-15,28350.0,28900.0,2656135.0,13.0,-70991,371651,-256250
2008-10-16,27850.0,26950.0,4603609.0,12.12,-69314,960718,-961124
2008-10-17,27250.0,24800.0,3349833.0,11.15,283086,604846,-1037060
2008-10-20,25450.0,26500.0,3747803.0,11.92,-165780,1231887,-1572550
2008-10-21,27200.0,26800.0,2074764.0,12.05,-47220,-83220,-16520
2008-10-22,26700.0,26650.0,2395215.0,11.99,-26154,544344,-659630
2008-10-23,24100.0,23600.0,3109550.0,10.61,359626,719684,-1166070
2008-10-24,23200.0,21000.0,4142050.0,9.45,459073,1377508,-1806830
2008-10-27,20500.0,23300.0,4012631.0,10.48,-585035,860131,-318916
2008-10-28,21900.0,24400.0,4638460.0,10.97,-161141,-454679,555970
2008-10-29,25400.0,22600.0,5114166.0,10.16,335965,254443,-476506
2008-10-30,25000.0,25950.0,3344851.0,11.67,-466699,-62325,482061
2008-10-31,26500.0,25900.0,3870626.0,11.65,-174836,406486,-146430
2008-11-03,26300.0,26450.0,2039082.0,11.9,-46650,205788,-140998
2008-11-04,26050.0,27500.0,2122853.0,12.37,-172451,560118,-489027
2008-11-05,27900.0,27650.0,2398720.0,12.44,-13294,290523,-330819
2008-11-06,26800.0,26000.0,2610274.0,11.69,203436,498754,-712960
2008-11-07,25000.0,26500.0,2591141.0,11.92,-188589,-12467,203820
2008-11-10,26600.0,27000.0,2188636.0,12.14,-26473,210011,-104028
2008-11-11,27200.0,26600.0,1652932.0,11.96,-134001,333231,-216470
2008-11-12,26300.0,26800.0,2101689.0,12.05,-262283,786603,-576100
2008-11-13,26650.0,27450.0,2389845.0,12.35,-51455,569185,-550580
2008-11-14,27500.0,26500.0,2127581.0,11.92,413092,-164205,-208687
2008-11-17,25800.0,25950.0,1659938.0,11.67,-179142,289152,-107170
2008-11-18,26850.0,25750.0,1780962.0,11.58,-31070,-222955,229995
2008-11-19,25400.0,25450.0,2053472.0,11.45,166317,155683,-341740
2008-11-20,24050.0,23800.0,2017734.0,10.7,78467,609253,-680270
2008-11-21,23200.0,24850.0,1921237.0,11.18,-181775,19925,145630
2008-11-24,25150.0,24000.0,1801448.0,10.79,-35097,-141655,50072
2008-11-25,25000.0,25150.0,2080191.0,11.31,-315571,94814,216097
2008-11-26,25200.0,27100.0,2621206.0,12.19,-566695,352512,208913
2008-11-27,27500.0,27400.0,2149200.0,12.32,-94602,-504655,636395
2008-11-28,27100.0,27850.0,1305865.0,12.53,-229315,-142845,389990
2008-12-01,27250.0,26750.0,1957875.0,12.03,227381,-82741,-127410
2008-12-02,25850.0,25200.0,1537267.0,11.33,299069,-74639,-184202
2008-12-03,25650.0,25400.0,2203788.0,11.42,199438,-131080,-68388
2008-12-04,25600.0,24950.0,1582332.0,11.22,23703,205742,-239705
2008-12-05,25200.0,26300.0,1593557.0,11.83,-458224,284719,170075
2008-12-08,27200.0,29900.0,3674026.0,13.45,-955464,430694,607920
2008-12-09,29700.0,30150.0,2265294.0,13.56,-212496,-206956,415372
2008-12-10,30200.0,31550.0,5461958.0,14.19,-912783,189485,762170
2008-12-11,31500.0,31500.0,4665242.0,14.17,-176048,-190082,247490
2008-12-12,31200.0,30300.0,2447302.0,13.63,49120,42425,-110960
2008-12-15,31500.0,32050.0,1966139.0,14.41,-76801,-318439,456030
2008-12-16,31150.0,31700.0,2028992.0,14.26,75062,34558,-183190
2008-12-17,32100.0,32400.0,1978004.0,14.57,27417,-174797,120380
2008-12-18,32550.0,32950.0,2117187.0,14.82,-480838,-8122,370600
2008-12-19,32950.0,32000.0,2103609.0,14.39,138926,-538180,401294
2008-12-22,31800.0,30850.0,2206591.0,13.88,713531,-653192,-15112
2008-12-23,30450.0,30450.0,1437055.0,13.7,-15455,255307,-301952
2008-12-24,29950.0,30000.0,1573576.0,13.49,98973,100217,-232300
2008-12-26,30250.0,30000.0,1027139.0,13.49,-24,156724,-182280
2008-12-29,29700.0,29850.0,871598.0,13.43,-29417,-67720,94907
2008-12-30,29950.0,29600.0,1729668.0,13.31,81839,-365929,357290
2009-01-02,29600.0,30150.0,1382523.0,,-6726,-30086,103242
2009-01-05,31350.0,31000.0,1911189.0,,-184258,-673342,857540
2009-01-06,31450.0,32000.0,2405454.0,,-559924,78268,541526
2009-01-07,32150.0,32500.0,2892489.0,,-195525,-1038272,1273588
2009-01-08,32400.0,31350.0,1687685.0,,87637,-164187,82710
2009-01-09,31550.0,30000.0,2209338.0,,752122,-124578,-666254
2009-01-12,29900.0,30100.0,1571786.0,,-20604,241020,-327300
2009-01-13,30000.0,30000.0,1239549.0,,78188,-165010,75132
2009-01-14,29850.0,29500.0,2010144.0,,346666,-329816,74550
2009-01-15,28850.0,27700.0,2081314.0,,512051,-240443,-272958
2009-01-16,27700.0,28500.0,2053087.0,,-38764,200983,-240859
2009-01-19,28500.0,29000.0,1178028.0,,-52445,-275765,337780
2009-01-20,28500.0,28100.0,1375930.0,,244069,-255662,11643
2009-01-21,27250.0,27050.0,1792134.0,,304680,181160,-525640
2009-01-22,27550.0,27850.0,1377885.0,,40992,38808,-96950
2009-01-23,27800.0,27550.0,1420588.0,,56275,56355,-176990
2009-01-28,27800.0,29150.0,1783343.0,,-375374,-81806,433720
2009-01-29,29400.0,29050.0,1974477.0,,-181173,-361777,637180
2009-01-30,28700.0,28250.0,1904981.0,,253250,-757170,678010
2009-02-02,27600.0,27100.0,3247228.0,,1527991,-1671934,382590
2009-02-03,27200.0,27100.0,2557738.0,,608634,-1271780,706440
2009-02-04,27550.0,27200.0,3630136.0,,1344461,-1554861,716080
2009-02-05,27100.0,26700.0,2045983.0,,657118,-685568,70420
2009-02-06,26950.0,28350.0,4501422.0,,-1357270,482015,666295
2009-02-09,28650.0,28400.0,2683409.0,,-572673,275265,333098
2009-02-10,28600.0,28050.0,1354879.0,,-215542,231159,-12497
2009-02-11,27400.0,27550.0,1620236.0,,199540,-404601,207374
2009-02-12,27350.0,28000.0,2593343.0,,-45819,-65875,121410
2009-02-13,27600.0,27700.0,2331244.0,,387341,-297070,-120310
2009-02-16,27200.0,26650.0,1910299.0,,784219,-439958,-365821
2009-02-17,26300.0,25250.0,3058562.0,,932248,-15248,-950290
2009-02-18,25000.0,24550.0,2269134.0,,696088,-681678,-86790
2009-02-19,24450.0,23950.0,2731651.0,,1007073,-458418,-554415
2009-02-20,23700.0,23250.0,2227456.0,,249059,212231,-548660
2009-02-23,23000.0,25000.0,2976442.0,,-346478,383543,3025
2009-02-24,24000.0,24250.0,2191347.0,,177801,5659,-192000
2009-02-25,25100.0,24300.0,1569348.0,,93950,-72467,-38440
2009-02-26,24500.0,24000.0,2018616.0,,-400070,187480,192200
2009-02-27,24000.0,24000.0,1857548.0,,127685,-312715,184470
2009-03-02,23550.0,23000.0,2276374.0,,447910,210662,-669802
2009-03-03,22200.0,23450.0,2127556.0,,-217331,454000,-330739
2009-03-04,23050.0,23850.0,2312943.0,,171243,-103663,-152210
2009-03-05,23750.0,24200.0,2500098.0,,-216572,-57018,215690
2009-03-06,23650.0,23300.0,1943877.0,,382115,169020,-630975
2009-03-09,23400.0,23650.0,3168562.0,,-37900,-259350,263330
2009-03-10,23200.0,24950.0,3503070.0,,-688316,276816,329030
2009-03-11,26000.0,26950.0,5503602.0,,-1974838,113502,1966906
2009-03-12,27200.0,26700.0,3380827.0,,-284474,423294,-175930
2009-03-13,27000.0,26650.0,2493881.0,,-297746,-115256,362680
2009-03-16,26200.0,27000.0,1427770.0,,-180603,-49947,126340
2009-03-17,27300.0,27650.0,2160140.0,,-371443,-275958,699640
2009-03-18,27950.0,26850.0,2499517.0,,741901,-660076,1445
2009-03-19,27200.0,26600.0,1461225.0,,-145883,70917,44486
2009-03-20,26850.0,26600.0,1198881.0,,-126667,80242,29045
2009-03-23,27100.0,27350.0,1452077.0,,-466458,-181291,677858
2009-03-24,27950.0,28000.0,1697475.0,,-213205,-470106,705491
2009-03-25,27850.0,27650.0,1273144.0,,127404,-29996,-61388
2009-03-26,27850.0,27450.0,3036933.0,,756573,-540520,-125756
2009-03-27,27200.0,26650.0,2640524.0,,862166,-353631,-408770
2009-03-30,26650.0,25500.0,2473875.0,,707345,55057,-661872
2009-03-31,25650.0,25450.0,2115128.0,,233199,-115198,-115991
2009-04-01,25950.0,26200.0,2723333.0,,85670,-309314,244162
2009-04-02,26900.0,27500.0,3181980.0,,-858129,-266773,1101412
2009-04-03,27450.0,27300.0,1926674.0,,-222460,-264340,536200
2009-04-06,27800.0,27100.0,2804904.0,,20076,-450567,360173
2009-04-07,27100.0,27100.0,1457006.0,,193602,-289149,98950
2009-04-08,27350.0,26850.0,2119108.0,,-104222,330899,-232607
2009-04-09,27150.0,27800.0,2890366.0,,-106348,-683778,791076
2009-04-10,28000.0,27550.0,2602685.0,,319025,-737415,486020
2009-04-13,27600.0,27400.0,1925962.0,,438733,-592988,135755
2009-04-14,27650.0,27400.0,1947209.0,,263174,-461534,226990
2009-04-15,27050.0,26750.0,2949275.0,,837506,-783156,-19250
2009-04-16,26900.0,26150.0,2522055.0,,651217,-524387,-157100
2009-04-17,26300.0,25700.0,2737507.0,,789731,-497191,-273620
2009-04-20,25800.0,26000.0,2060875.0,,617351,-432231,-148920
2009-04-21,25550.0,26250.0,1972413.0,,65751,164219,-269880
2009-04-22,26200.0,26100.0,2459238.0,,754260,-835520,61020
2009-04-23,26250.0,26050.0,1620585.0,,26936,148609,-179014
2009-04-24,26050.0,26300.0,1817782.0,,-3364,-521186,512300
2009-04-27,26200.0,25750.0,1355320.0,,259792,-96146,-155486
2009-04-28,25750.0,26000.0,3237997.0,,-673563,1175539,-602736
2009-04-29,26450.0,27400.0,4293742.0,,-1130859,459188,622811
2009-04-30,27800.0,28000.0,2848295.0,,-1276083,663281,622752
2009-05-04,28200.0,29650.0,3957683.0,,-1550787,-460598,2025380
2009-05-06,29400.0,28550.0,3156051.0,,216702,-589506,401924
2009-05-07,28850.0,29050.0,2011396.0,,-51927,-109569,162646
2009-05-08,29200.0,29100.0,1513932.0,,-79982,-217828,266940
2009-05-11,30100.0,30200.0,4909362.0,,-78041,-187959,336290
2009-05-12,30600.0,30200.0,3119929.0,,-207772,8796,321576
2009-05-13,30350.0,30450.0,1748041.0,,-681823,337887,406906
2009-05-14,29900.0,28800.0,2779400.0,,537121,-169638,-344618
2009-05-15,29000.0,29750.0,2645198.0,,-308518,-465573,797400
2009-05-18,29350.0,29700.0,1934967.0,,-163403,-346567,537090
2009-05-19,29700.0,30500.0,2385175.0,,-503559,-676819,1265688
2009-05-20,30450.0,30500.0,2196229.0,,-251670,-592731,858111
2009-05-21,30700.0,30550.0,1851013.0,,-464121,224516,242015
2009-05-22,30200.0,30200.0,1977304.0,,-201641,-1745,192616
2009-05-25,29850.0,29950.0,1937381.0,,-33688,-325472,344730
2009-05-26,29750.0,29050.0,2196253.0,,296866,-463846,168950
2009-05-27,29100.0,28450.0,1755368.0,,120239,-297079,194050
2009-05-28,28050.0,28550.0,1877791.0,,232972,-50252,-188820
2009-05-29,28100.0,28350.0,1798448.0,,186728,-271664,98076
2009-06-01,28400.0,29050.0,2075074.0,,67262,-138362,96970
2009-06-02,29350.0,28600.0,2234508.0,,425386,-304185,-90691
2009-06-03,28700.0,28000.0,1869892.0,,588565,-670452,84487
2009-06-04,27800.0,27550.0,2938263.0,,672297,-222463,-338124
2009-06-05,29000.0,29050.0,4516739.0,,-878533,1851753,-1229105
2009-06-08,29050.0,29400.0,3776416.0,,-628927,1420552,-1053865
2009-06-09,29700.0,28950.0,1915878.0,,-224973,662214,-421501
2009-06-10,29000.0,30350.0,2308961.0,,-1020747,763783,290279
2009-06-11,30300.0,30300.0,3007601.0,,-490138,-113148,427906
2009-06-12,30800.0,30600.0,1201803.0,,18603,29104,-46277
2009-06-15,30300.0,30200.0,1195172.0,,69765,25970,-131265
2009-06-16,29800.0,29850.0,1181431.0,,97543,282917,-364840
2009-06-17,29450.0,29200.0,1002671.0,,290590,-49160,-225360
2009-06-18,28950.0,28850.0,1512976.0,,282402,56368,-323830
2009-06-19,28850.0,29000.0,1363169.0,,176862,-60887,-127785
2009-06-22,28700.0,29700.0,1257938.0,,-179236,-293194,505550
2009-06-23,29150.0,28650.0,1031550.0,,218846,-127949,-109757
2009-06-24,28650.0,29000.0,1298759.0,,-48231,-333816,386457
2009-06-25,29050.0,29400.0,1448740.0,,-283343,-176747,440580
2009-06-26,29450.0,29500.0,1743738.0,,-79589,-189186,262127
2009-06-29,29900.0,29500.0,955814.0,,-159849,127899,10270
2009-06-30,29800.0,29650.0,1256544.0,,-115382,115472,-9260
2009-07-01,29350.0,30450.0,1308477.0,,-310132,-132338,439950
2009-07-02,30450.0,30350.0,1078385.0,,-55552,-354285,414318
2009-07-03,29800.0,30200.0,1024512.0,,5573,-65629,67773
2009-07-06,30100.0,29900.0,1285773.0,,146423,-219837,93200
2009-07-07,29750.0,29000.0,2572833.0,,773284,-719394,-42920
2009-07-08,28850.0,29000.0,1569728.0,,431433,18393,-445130
2009-07-09,28900.0,29150.0,1495399.0,,115006,-583811,493035
2009-07-10,28950.0,29150.0,1456332.0,,220551,-409171,213160
2009-07-13,29000.0,28000.0,1601151.0,,542927,-129976,-397191
2009-07-14,28400.0,28300.0,1156440.0,,94531,-180204,98043
2009-07-15,28400.0,29200.0,1661686.0,,-250076,-481424,829730
2009-07-16,29200.0,29200.0,1522024.0,,-304892,207462,110150
2009-07-17,29200.0,29300.0,552148.0,,-168382,121292,42270
2009-07-20,29350.0,30300.0,2043762.0,,-892571,83061,783400
2009-07-21,30550.0,30850.0,4278544.0,,-1007630,1016811,-232371
2009-07-22,31050.0,31100.0,3038113.0,,-526526,940647,-522080
2009-07-23,31250.0,32300.0,4857605.0,,-932218,2649100,-1788402
2009-07-24,32450.0,31900.0,2211592.0,,-145757,621857,-478790
2009-07-27,31900.0,32650.0,2339025.0,,-297119,462878,-156699
2009-07-28,32650.0,33000.0,1431171.0,,-384619,47224,355995
2009-07-29,32750.0,33150.0,1028493.0,,-245389,123234,115575
2009-07-30,32800.0,33350.0,1684566.0,,-250161,476263,-222302
2009-07-31,33250.0,33300.0,1804033.0,,-28386,628186,-616190
2009-08-03,32950.0,32900.0,2133624.0,,174048,-705198,625590
2009-08-04,32750.0,32300.0,1983279.0,,236854,-319316,131910
2009-08-05,32450.0,32500.0,1083726.0,,-116327,33547,75920
2009-08-06,32500.0,32900.0,1386689.0,,-142566,-85214,338290
2009-08-07,32450.0,33150.0,1126776.0,,-153489,7229,125060
2009-08-10,32950.0,33000.0,1364609.0,,11902,-354972,364990
2009-08-11,32600.0,32850.0,1254752.0,,-26718,122243,-96495
2009-08-12,32450.0,32100.0,2045483.0,,284320,-419470,221110
2009-08-13,32000.0,31300.0,2729856.0,,734528,-930527,232560
2009-08-14,31400.0,31700.0,2715014.0,,-24035,-365949,384574
2009-08-17,31900.0,31300.0,1950300.0,,54125,-471605,383290
2009-08-18,31350.0,31600.0,1958087.0,,-56647,804849,-802190
2009-08-19,31750.0,31550.0,1377029.0,,96263,-223903,139510
2009-08-20,31450.0,32200.0,1364802.0,,-217610,1299,208901
2009-08-21,31950.0,32100.0,1336946.0,,-61905,-208665,271260
2009-08-24,32100.0,32350.0,1598046.0,,-55042,-445024,546241
2009-08-25,32350.0,31800.0,1210442.0,,82785,-197541,171210
2009-08-26,31600.0,32000.0,1797070.0,,186922,-603622,496550
2009-08-27,31750.0,31650.0,1034653.0,,128919,55260,-163399
2009-08-28,31600.0,31700.0,1138510.0,,25329,84471,-127970
2009-08-31,31650.0,31350.0,1120143.0,,12575,49690,-68341
2009-09-01,31250.0,32100.0,1830215.0,,-429589,588843,-196394
2009-09-02,31450.0,32100.0,1348689.0,,-28499,453856,-495277
2009-09-03,31850.0,32600.0,2340939.0,,-78321,811263,-740392
2009-09-04,32650.0,32850.0,1939243.0,,-5650,339477,-438917
2009-09-07,32850.0,32150.0,1445141.0,,16270,123315,-149925
2009-09-08,32300.0,32050.0,1084002.0,,32481,101549,-142170
2009-09-09,31800.0,31800.0,1310283.0,,31091,-67994,81776
2009-09-10,31950.0,32200.0,2596425.0,,10566,694899,-789795
2009-09-11,32000.0,33150.0,2398266.0,,-302599,383981,-166412
2009-09-14,33350.0,33600.0,2525053.0,,-306806,1073084,-842678
2009-09-15,33550.0,33650.0,1623397.0,,-110756,334483,-230167
2009-09-16,33550.0,34000.0,2386597.0,,-70422,239813,-195541
2009-09-17,34500.0,34350.0,3772016.0,,-337766,1566902,-1416763
2009-09-18,34650.0,34800.0,3368717.0,,-145223,461528,-400055
2009-09-21,34800.0,34900.0,1489502.0,,-100796,119849,-9663
2009-09-22,34700.0,34850.0,1481158.0,,-98924,-4626,100300
2009-09-23,35100.0,35150.0,1548845.0,,-38882,262209,-257237
2009-09-24,35550.0,35550.0,2966856.0,,-136105,1036730,-961945
2009-09-25,35450.0,35400.0,1726007.0,,-88135,719454,-682176
2009-09-28,34950.0,35100.0,1493779.0,,10898,569938,-621091
2009-09-29,35100.0,35400.0,1514090.0,,77300,484461,-597111
2009-09-30,35350.0,35800.0,2109064.0,,-225691,665501,-479200
2009-10-01,35500.0,35700.0,1294636.0,,-44008,397512,-371402
2009-10-05,34950.0,35200.0,2087361.0,,-61816,-34298,74074
2009-10-06,34950.0,34850.0,1677654.0,,-30140,5505,23205
2009-10-07,34900.0,34900.0,1637802.0,,-49048,562484,-533185
2009-10-08,34900.0,35000.0,1496667.0,,25773,-175615,131392
2009-10-09,35150.0,35050.0,1180975.0,,62280,-151531,63701
2009-10-12,35100.0,34900.0,1551364.0,,133766,-196336,70860
2009-10-13,34700.0,34600.0,1550484.0,,2247,-70763,54356
2009-10-14,34300.0,34800.0,1291702.0,,12923,190789,-203902
2009-10-15,34600.0,35050.0,1102565.0,,77366,-8059,-105094
2009-10-16,35050.0,35250.0,1918950.0,,-68405,769744,-807649
2009-10-19,35350.0,35350.0,1205092.0,,-132370,164490,-35190
2009-10-20,35600.0,35650.0,1080259.0,,-11722,335421,-324695
2009-10-21,35450.0,35600.0,1249364.0,,29352,333025,-386430
2009-10-22,35400.0,35600.0,1028137.0,,-2725,105160,-102305
2009-10-23,35600.0,35250.0,1858885.0,,-56358,-45439,166710
2009-10-26,35100.0,35350.0,1182093.0,,16452,-255131,382299
2009-10-27,35100.0,34900.0,1653085.0,,72464,-902570,931456
2009-10-28,34550.0,34850.0,1185685.0,,-102490,-179400,266440
2009-10-29,34050.0,34350.0,2509757.0,,66491,-219093,260322
2009-10-30,34450.0,34000.0,2414928.0,,210257,-649137,463770
2009-11-02,33200.0,33600.0,2298616.0,,-42848,-945877,1019530
2009-11-03,33400.0,33300.0,1380341.0,,91715,-676907,739671
2009-11-04,33600.0,33550.0,1081673.0,,213652,-350489,144147
2009-11-05,33500.0,33450.0,889979.0,,-32169,-236996,269445
2009-11-06,33650.0,33600.0,1065695.0,,53634,-358482,343998
2009-11-09,33500.0,33600.0,969894.0,,-10634,40044,107430
2009-11-10,33650.0,33550.0,1246907.0,,137927,-159317,40040
2009-11-11,33850.0,33650.0,828215.0,,64744,-102474,43160
2009-11-12,33650.0,33400.0,987136.0,,-17084,-259686,311940
2009-11-13,33500.0,33550.0,1028597.0,,-57243,-62571,149864
2009-11-16,33550.0,33500.0,1335748.0,,19680,-527224,507754
2009-11-17,33550.0,33450.0,1050806.0,,122562,-331456,211684
2009-11-18,33450.0,33500.0,1554012.0,,-1790,-435300,457320
2009-11-19,33350.0,33500.0,1277149.0,,103582,-753014,751012
2009-11-20,33050.0,33100.0,3308545.0,,293522,-1278268,1029896
2009-11-23,32800.0,33100.0,1615166.0,,81695,-321404,211210
2009-11-24,33050.0,32950.0,1262038.0,,93462,-628022,548880
2009-11-25,33200.0,32800.0,768177.0,,86436,854,-90930
2009-11-26,32700.0,32650.0,710636.0,,83822,-267176,185064
2009-11-27,32400.0,31550.0,1319319.0,,-21237,-266093,324890
2009-11-30,32000.0,31900.0,1902788.0,,124431,-1203168,1070397
2009-12-01,31950.0,32150.0,1186301.0,,15980,-121040,102660
2009-12-02,32150.0,32200.0,1330019.0,,64758,-485188,439560
2009-12-03,32250.0,32500.0,876266.0,,-15301,-52182,67414
2009-12-04,32250.0,32400.0,1551376.0,,81512,-441701,451581
2009-12-07,32550.0,32450.0,1404991.0,,99571,-280287,208796
2009-12-08,32400.0,32350.0,833983.0,,110895,-128663,-3302
2009-12-09,32250.0,32500.0,900604.0,,-36178,165541,-130303
2009-12-10,32600.0,32750.0,2663534.0,,39462,-302840,253638
2009-12-11,32550.0,32500.0,1652894.0,,404446,-485573,89777
2009-12-14,32500.0,32500.0,1369251.0,,212058,-501505,319667
2009-12-15,32500.0,32600.0,1004686.0,,52423,-263963,235940
2009-12-16,32550.0,32600.0,833495.0,,-38778,-27702,65190
2009-12-17,33150.0,32550.0,1719258.0,,332727,215510,-509166
2009-12-18,32300.0,32250.0,1017085.0,,107689,-136412,30233
2009-12-21,32350.0,32100.0,1185740.0,,197221,-126562,-48444
2009-12-22,32150.0,32350.0,1982580.0,,-72288,509663,-464763
2009-12-23,32350.0,32450.0,2026760.0,,180900,651456,-972856
2009-12-24,32600.0,32750.0,1841348.0,,-136960,769950,-659200
2009-12-28,37650.0,34400.0,18544597.0,,7999966,-94225,-7806267
2009-12-29,34500.0,34000.0,3925255.0,,-421039,335484,245135
2009-12-30,34200.0,34100.0,2232855.0,,-194400,469498,-291848
2010-01-04,33800.0,34250.0,1924201.0,,-327852,638747,-310845
2010-01-05,34150.0,34050.0,2372496.0,,-177025,338575,-148100
2010-01-06,34000.0,34000.0,2462029.0,,2766,521504,-566637
2010-01-07,33900.0,33800.0,1903515.0,,-198732,-141015,365367
2010-01-08,33700.0,33800.0,2643550.0,,188888,723391,-909603
