Symbol,유한양행_시가(원),유한양행_종가(원),유한양행_거래량(주),유한양행_PER(IFRS-연결),유한양행_순매수수량(개인)(주),유한양행_순매수수량(기관계)(주),유한양행_순매수수량(외국인계)(주)
2003-06-24,54100.0,54800.0,18556.0,8.38,-4668,7418,0
2003-06-25,54400.0,55400.0,38870.0,8.47,-375,19325,-30
2003-06-26,54700.0,55400.0,18990.0,8.47,-3670,3730,-70
2003-06-27,55100.0,56600.0,24171.0,8.65,-9850,8590,-4110
2003-06-30,56700.0,56700.0,37650.0,8.67,-4840,4890,0
2003-07-01,55900.0,56000.0,11950.0,8.56,3300,-3180,100
2003-07-02,56400.0,55700.0,18243.0,8.51,-2990,5390,-1500
2003-07-03,55700.0,55000.0,40930.0,8.41,931,2489,620
2003-07-04,55000.0,59600.0,93380.0,9.11,-35633,12640,18023
2003-07-07,60500.0,60000.0,56855.0,9.17,800,5110,-560
2003-07-08,60000.0,58700.0,28060.0,8.97,11083,-13893,960
2003-07-09,59000.0,58700.0,33855.0,8.97,2210,-3390,-1050
2003-07-10,58300.0,58500.0,27142.0,8.94,-3476,-1634,5110
2003-07-11,57700.0,59400.0,24861.0,9.08,-4160,-540,-300
2003-07-14,59400.0,60500.0,37580.0,9.25,-4750,12210,-10350
2003-07-15,61500.0,60400.0,17930.0,9.23,-782,282,490
2003-07-16,60400.0,61600.0,38770.0,9.42,-9535,21645,220
2003-07-18,61200.0,60800.0,12670.0,9.29,-2010,5630,-4520
2003-07-21,60200.0,60000.0,13822.0,9.17,-3030,4180,-3560
2003-07-22,59300.0,60000.0,11671.0,9.17,-2469,4279,-1800
2003-07-23,59400.0,59800.0,13826.0,9.14,70,-120,220
2003-07-24,59800.0,60000.0,30885.0,9.17,5377,2263,-5820
2003-07-25,60000.0,61500.0,96707.0,9.4,6526,-4566,-1560
2003-07-28,61900.0,62000.0,39241.0,9.48,-16011,25731,-8060
2003-07-29,62600.0,62900.0,30477.0,9.61,-6313,11553,-5240
2003-07-30,63200.0,64000.0,17310.0,9.78,-6838,4838,2000
2003-07-31,63800.0,64600.0,23243.0,9.87,-6449,14729,-6280
2003-08-01,64600.0,65800.0,50890.0,10.06,-5048,-9012,14040
2003-08-04,65800.0,64500.0,14041.0,9.86,-2980,1670,1600
2003-08-05,65000.0,64300.0,12668.0,9.83,-1843,1433,610
2003-08-06,63800.0,66500.0,16273.0,10.16,-2210,2310,1090
2003-08-07,66400.0,66000.0,10777.0,10.09,-2060,970,1090
2003-08-08,65000.0,66000.0,10300.0,10.09,-3803,4933,-1090
2003-08-11,66400.0,64700.0,15130.0,9.89,-238,-802,1250
2003-08-12,64600.0,65200.0,9411.0,9.97,-1950,3020,130
2003-08-13,65200.0,65400.0,12980.0,10.0,-2280,6280,0
2003-08-14,64800.0,66500.0,24662.0,10.16,-640,3630,-1540
2003-08-18,66000.0,66600.0,24480.0,10.18,-309,4949,-3330
2003-08-19,66600.0,66000.0,35127.0,10.09,3110,-8050,20990
2003-08-20,68200.0,68900.0,28286.0,10.53,4109,-8319,6500
2003-08-21,69300.0,69000.0,19200.0,10.55,-1070,1370,-200
2003-08-22,68800.0,68900.0,18520.0,10.53,-1106,-824,440
2003-08-25,68500.0,67400.0,21310.0,10.3,4810,-870,-3500
2003-08-26,67400.0,66000.0,14947.0,10.09,3717,-1779,360
2003-08-27,66300.0,65300.0,37985.0,9.98,4612,-6420,3920
2003-08-28,65000.0,66100.0,21790.0,10.1,-3279,-141,4340
2003-08-29,65400.0,66300.0,22390.0,10.13,-3740,5170,-620
2003-09-01,66300.0,65600.0,15540.0,10.03,900,2180,450
2003-09-02,64600.0,65000.0,26929.0,9.94,-555,3385,1560
2003-09-03,64700.0,65800.0,25881.0,10.06,-90,1290,1640
2003-09-04,65300.0,64100.0,27447.0,9.8,8360,-16580,5190
2003-09-05,64000.0,63000.0,32625.0,9.63,3984,11206,-6100
2003-09-08,63000.0,63000.0,61240.0,9.63,5230,-1960,-9690
2003-09-09,62100.0,63900.0,33680.0,9.77,3500,-1260,-4330
2003-09-15,63100.0,63100.0,22143.0,9.64,680,4810,-4680
2003-09-16,63100.0,63100.0,22770.0,9.64,400,6420,-5100
2003-09-17,62700.0,63500.0,33740.0,9.71,8300,-6180,-5950
2003-09-18,63500.0,63000.0,28320.0,9.63,-6147,16787,-480
2003-09-19,63000.0,62000.0,17166.0,9.48,2050,-3250,1560
2003-09-22,61900.0,60000.0,22530.0,9.17,-3280,3360,-3680
2003-09-23,58300.0,59500.0,27848.0,9.09,-2160,10520,-10560
2003-09-24,59600.0,59500.0,29440.0,9.09,4090,-360,-2930
2003-09-25,59000.0,58900.0,35760.0,9.0,60,2800,-3860
2003-09-26,58500.0,58000.0,30480.0,8.87,-2363,3540,-4957
2003-09-29,57800.0,57500.0,25800.0,8.79,-3856,9756,-6780
2003-09-30,57700.0,58100.0,16580.0,8.88,-570,-6290,7590
2003-10-01,58100.0,60500.0,30241.0,9.25,-5200,-9310,14870
2003-10-02,60600.0,60600.0,15308.0,9.26,-3100,460,2160
2003-10-06,60700.0,62400.0,16320.0,9.54,1841,-3281,3310
2003-10-07,61300.0,61700.0,12590.0,9.43,990,-2370,1740
2003-10-08,61600.0,60000.0,29942.0,9.17,8289,-12749,3390
2003-10-09,60300.0,63000.0,37230.0,9.63,-9005,8735,-90
2003-10-10,63100.0,63300.0,27261.0,9.68,-7940,2250,5370
2003-10-13,63300.0,62200.0,7487.0,9.51,-1293,843,120
2003-10-14,62100.0,62200.0,50604.0,9.51,3494,-18854,13600
2003-10-15,62000.0,62000.0,16470.0,9.48,-660,-4390,5720
2003-10-16,62500.0,63400.0,25690.0,9.69,-5970,8640,1040
2003-10-17,63400.0,63000.0,18740.0,9.63,-5730,4040,0
2003-10-20,63500.0,63000.0,6860.0,9.63,-910,730,150
2003-10-21,63100.0,62500.0,11990.0,9.55,2488,-358,100
2003-10-22,62300.0,63700.0,18645.0,9.74,40,-2100,0
2003-10-23,63000.0,61500.0,16614.0,9.4,2698,-6438,-470
2003-10-24,61100.0,62000.0,7641.0,9.48,-1640,640,0
2003-10-27,62600.0,62900.0,7980.0,9.61,-2540,2530,0
2003-10-28,63400.0,63700.0,34480.0,9.74,-9920,12830,-1150
2003-10-29,64000.0,63700.0,21227.0,9.74,-6170,4520,900
2003-10-30,63700.0,64200.0,21530.0,9.81,-5630,1160,800
2003-10-31,64100.0,65000.0,15010.0,9.94,-4120,-2010,8190
2003-11-03,65100.0,65100.0,9668.0,9.95,-3958,1808,600
2003-11-04,65100.0,65100.0,27920.0,9.95,5990,-8020,1800
2003-11-05,64100.0,64000.0,17768.0,9.78,3797,-5527,1660
2003-11-06,64200.0,63300.0,11700.0,9.68,1791,-3611,1790
2003-11-07,63500.0,62700.0,21980.0,9.58,3620,-13660,9690
2003-11-10,62100.0,61900.0,16433.0,9.46,4147,-6757,1380
2003-11-11,61100.0,61300.0,8335.0,9.37,2545,-2215,0
2003-11-12,61300.0,61400.0,27585.0,9.38,8150,-1510,-6300
2003-11-13,61700.0,61900.0,33437.0,9.46,11722,-13102,2140
2003-11-14,62000.0,62300.0,40305.0,9.52,6005,-16385,8930
2003-11-17,62400.0,61500.0,16419.0,9.4,8394,-10444,1100
2003-11-18,61200.0,61500.0,18332.0,9.4,1172,2568,0
2003-11-19,61200.0,60500.0,32376.0,9.25,10926,-14841,1080
2003-11-20,60700.0,59700.0,21403.0,9.12,6925,-7125,0
2003-11-21,59200.0,58600.0,30571.0,8.96,10931,-461,-13970
2003-11-24,58100.0,58000.0,20901.0,8.87,-10,5450,-2400
2003-11-25,57900.0,58500.0,27049.0,8.94,6858,-3288,0
2003-11-26,58100.0,58800.0,16388.0,8.99,1290,470,990
2003-11-27,58800.0,59500.0,28280.0,9.09,10472,-4820,170
2003-11-28,58500.0,62000.0,34380.0,9.48,-6240,2990,100
2003-12-01,62000.0,62000.0,26729.0,9.48,949,5771,-320
2003-12-02,62100.0,61500.0,20123.0,9.4,133,767,-2010
2003-12-03,61600.0,64000.0,49690.0,9.78,-18828,7888,3900
2003-12-04,63700.0,66000.0,54020.0,10.09,-21097,22487,400
2003-12-05,65400.0,65800.0,29260.0,10.06,-8890,8150,390
2003-12-08,65300.0,66000.0,28928.0,10.09,9300,-3930,-4520
2003-12-09,65700.0,65700.0,23150.0,10.04,-6480,4830,1720
2003-12-10,64900.0,65700.0,20760.0,10.04,1421,-6441,1320
2003-12-11,65700.0,64600.0,59454.0,9.87,983,-5323,870
2003-12-12,65000.0,64200.0,38210.0,9.81,-222,7852,-12040
2003-12-15,64700.0,64200.0,39782.0,9.81,9502,14618,-25620
2003-12-16,62300.0,63300.0,57675.0,9.68,6355,18685,-30280
2003-12-17,63500.0,65900.0,47610.0,10.07,-5212,14472,-6290
2003-12-18,66000.0,64800.0,40143.0,9.9,3802,16578,-31610
2003-12-19,64800.0,63300.0,32965.0,9.68,11215,10650,-25780
2003-12-22,64000.0,64500.0,16362.0,9.86,-218,1434,360
2003-12-23,65200.0,65300.0,19360.0,9.98,-6478,4288,1640
2003-12-24,65800.0,65400.0,33820.0,10.0,-6570,-6840,-3260
2003-12-26,65400.0,66200.0,37799.0,10.12,-14849,17489,-1800
2003-12-29,64600.0,65400.0,47620.0,10.47,-9780,-170,5650
2003-12-30,64800.0,67800.0,62193.0,10.85,-19057,10597,20
2004-01-02,67100.0,67800.0,20673.0,9.32,-7448,5948,0
2004-01-05,67300.0,66600.0,15550.0,9.16,-2089,-61,1410
2004-01-06,66600.0,67400.0,32317.0,9.27,-3132,-18,-4440
2004-01-07,67000.0,68000.0,21599.0,9.35,-11171,6708,4633
2004-01-08,67500.0,67100.0,28324.0,9.23,-6435,4195,-1880
2004-01-09,66700.0,67000.0,29686.0,9.21,-3019,-9951,280
2004-01-12,66500.0,65500.0,26189.0,9.01,2795,1897,-3860
2004-01-13,65200.0,65600.0,19692.0,9.02,2451,-3151,3700
2004-01-14,66400.0,66100.0,18770.0,9.09,-4666,5066,0
2004-01-15,66100.0,65200.0,34832.0,8.96,2676,-6815,5139
2004-01-16,65300.0,65100.0,35688.0,8.95,-1711,-12459,16720
2004-01-19,65800.0,65600.0,27873.0,9.02,106,-9748,11347
2004-01-20,65300.0,66000.0,51971.0,9.07,8457,-5089,-3580
2004-01-26,65400.0,65000.0,32108.0,8.94,5625,-14445,12290
2004-01-27,65000.0,64700.0,13031.0,8.9,1184,1446,1430
2004-01-28,65700.0,63800.0,27840.0,8.77,720,1848,-2450
2004-01-29,63700.0,63700.0,25200.0,8.76,-2275,11975,-9990
2004-01-30,63800.0,63700.0,36285.0,8.76,421,529,-990
2004-02-02,64400.0,65000.0,16174.0,8.94,961,-3611,1390
2004-02-03,65600.0,65200.0,57278.0,8.96,-3751,16081,-15320
2004-02-04,66000.0,71500.0,111115.0,9.83,17135,5215,-15590
2004-02-05,73000.0,71000.0,120823.0,9.76,-24239,9849,4380
2004-02-06,70000.0,69000.0,31020.0,9.49,-2390,4820,0
2004-02-09,68900.0,67500.0,31280.0,9.28,-6407,4067,1500
2004-02-10,66500.0,66900.0,23177.0,9.2,-3475,3395,0
2004-02-11,67200.0,67800.0,27155.0,9.32,624,-4744,370
2004-02-12,68400.0,69800.0,32091.0,9.6,-8661,-2109,9870
2004-02-13,69800.0,70000.0,30375.0,9.62,-12041,-4423,13550
2004-02-16,70000.0,69700.0,13700.0,9.58,-5370,-2720,8800
2004-02-17,69700.0,69800.0,44271.0,9.6,2028,4849,6150
2004-02-18,69600.0,69000.0,22221.0,9.49,1800,4341,-980
2004-02-19,68800.0,68800.0,18164.0,9.46,-3450,6290,-4300
2004-02-20,68100.0,68400.0,21464.0,9.4,-3098,2178,1610
2004-02-23,68600.0,67700.0,11680.0,9.31,-3090,4400,0
2004-02-24,68300.0,68400.0,37621.0,9.4,-6372,-13938,23080
2004-02-25,67600.0,69700.0,28231.0,9.58,-8100,-4550,14510
2004-02-26,69200.0,70000.0,18701.0,9.62,-6850,1270,5890
2004-02-27,70900.0,71000.0,25260.0,9.76,-9423,139,7810
2004-03-02,70900.0,72000.0,37370.0,9.9,-9030,-9610,23020
2004-03-03,72000.0,70700.0,27025.0,9.72,1224,-9494,10200
2004-03-04,70700.0,70000.0,27710.0,9.62,2808,-7358,10860
2004-03-05,69500.0,69800.0,22150.0,9.6,-550,-2730,3710
2004-03-08,69300.0,70000.0,16683.0,9.62,-1420,630,4570
2004-03-09,71500.0,71400.0,15386.0,9.82,-5440,-120,5570
2004-03-10,72500.0,71300.0,18260.0,9.8,-2840,-10190,12550
2004-03-11,71300.0,70200.0,48737.0,9.65,2494,-24714,22840
2004-03-12,70000.0,68800.0,40566.0,9.46,-3757,-13733,18060
2004-03-15,68800.0,72600.0,34551.0,9.98,-4703,-16607,24510
2004-03-16,72600.0,73500.0,19111.0,10.11,-9375,11245,1990
2004-03-17,74200.0,73500.0,10759.0,10.11,-801,2400,630
2004-03-18,72900.0,74000.0,28220.0,10.17,-268,210,0
2004-03-19,74000.0,74700.0,15585.0,10.27,-6420,7650,-1590
2004-03-22,73800.0,74000.0,13000.0,10.17,1350,-120,0
2004-03-23,70800.0,72700.0,27131.0,10.0,-6940,8760,6880
2004-03-24,72000.0,72500.0,17397.0,9.97,-1507,-3808,4600
2004-03-25,72000.0,70600.0,20070.0,9.71,3414,-1104,-1030
2004-03-26,70700.0,73500.0,23401.0,10.11,-6240,5570,0
2004-03-29,73200.0,73500.0,11264.0,10.11,-1502,1762,0
2004-03-30,72700.0,74200.0,21879.0,10.2,234,5360,600
2004-03-31,74200.0,70500.0,22073.0,9.69,9330,-9550,720
2004-04-01,72000.0,73800.0,34444.0,10.15,-7774,-5240,11190
2004-04-02,73500.0,74200.0,12326.0,10.2,44,57,0
2004-04-06,73700.0,73900.0,21535.0,10.16,2465,-7645,9800
2004-04-07,73800.0,74200.0,21376.0,10.2,-394,-1556,0
2004-04-08,74200.0,73600.0,29050.0,10.12,3437,-1337,-1230
2004-04-09,73600.0,72600.0,17532.0,9.98,3012,-259,-2
2004-04-12,72300.0,72100.0,51286.0,9.91,9726,-2661,0
2004-04-13,72100.0,72000.0,21060.0,9.9,-2200,1450,280
2004-04-14,71300.0,72000.0,37570.0,9.9,770,1860,-300
2004-04-16,71300.0,71100.0,18939.0,9.78,4199,-1480,-950
2004-04-19,71100.0,70800.0,16411.0,9.73,4972,-2625,600
2004-04-20,71200.0,71800.0,26105.0,9.87,1942,-6152,40
2004-04-21,71800.0,71300.0,26091.0,9.8,550,-5708,4810
2004-04-22,71100.0,70700.0,25239.0,9.72,8399,-5919,0
2004-04-23,71000.0,72000.0,30430.0,9.9,-5169,-1848,9930
2004-04-26,71700.0,71400.0,30736.0,9.82,-2528,-6832,10240
2004-04-27,71100.0,70900.0,20400.0,9.75,-490,-1800,0
2004-04-28,71200.0,70900.0,18043.0,9.75,-725,2225,-850
2004-04-29,70600.0,71100.0,22040.0,9.78,-6575,6425,-570
2004-04-30,71100.0,70900.0,19079.0,9.75,-3831,6671,-820
2004-05-03,71600.0,71000.0,19520.0,9.76,2440,2730,-200
2004-05-04,71800.0,71000.0,13383.0,9.76,4877,-7617,3270
2004-05-06,71500.0,71000.0,47401.0,9.76,-7065,12115,-10
2004-05-07,71000.0,71800.0,41202.0,9.87,-2519,2129,4800
2004-05-10,71800.0,69600.0,45956.0,9.57,-5939,-10631,18440
2004-05-11,70400.0,71000.0,23150.0,9.76,-3250,3280,-160
2004-05-12,71000.0,70900.0,20491.0,9.75,4,-1249,1465
2004-05-13,71500.0,69300.0,38716.0,9.53,896,824,6880
2004-05-14,68600.0,66700.0,38001.0,9.17,7301,-5051,-1190
2004-05-17,67300.0,64500.0,24200.0,8.87,497,3093,-300
2004-05-18,62800.0,65500.0,28342.0,9.01,-5840,7240,0
2004-05-19,64700.0,67500.0,17620.0,9.28,2080,-830,-950
2004-05-20,66500.0,68000.0,26502.0,9.35,3913,657,-4900
2004-05-21,68000.0,67500.0,14886.0,9.28,520,-1400,-260
2004-05-24,66700.0,67000.0,17140.0,9.21,-1159,2809,0
2004-05-25,66800.0,65300.0,22660.0,8.98,6900,-5030,530
2004-05-27,65400.0,66900.0,20720.0,9.2,-5820,1530,3430
2004-05-28,66400.0,67000.0,17390.0,9.21,-1090,2590,-200
2004-05-31,68000.0,68900.0,17670.0,9.47,-2880,5800,-1400
2004-06-01,69500.0,68900.0,8970.0,9.47,-800,810,-100
2004-06-02,68900.0,68400.0,10550.0,9.4,2467,-117,-1220
2004-06-03,67800.0,68000.0,15583.0,9.35,-3107,4700,-1313
2004-06-04,67800.0,69400.0,13630.0,9.54,-5180,6790,40
2004-06-07,68400.0,71000.0,30570.0,9.76,-14390,18530,-1880
2004-06-08,70100.0,71400.0,22790.0,9.82,-5190,4420,-1490
2004-06-09,70600.0,71400.0,64411.0,9.82,-740,1350,0
2004-06-10,71000.0,69600.0,29350.0,9.57,-400,1450,-9280
2004-06-11,70400.0,67000.0,28735.0,9.21,10299,-8759,-2790
2004-06-14,67700.0,68800.0,16130.0,9.46,-7200,7050,-190
2004-06-15,69600.0,70200.0,19490.0,9.65,-2600,6970,-1670
2004-06-16,70100.0,70500.0,18980.0,9.69,-4630,-2320,9110
2004-06-17,71000.0,70900.0,8030.0,9.75,-3500,220,3000
2004-06-18,70000.0,70000.0,19080.0,9.62,2690,-2250,1610
2004-06-21,69900.0,69400.0,14496.0,9.54,536,-256,-200
2004-06-22,69300.0,69200.0,13241.0,9.51,1960,280,90
2004-06-23,69500.0,67800.0,15320.0,9.32,5450,-4270,440
2004-06-24,68100.0,68900.0,17760.0,9.47,-1870,6890,20
2004-06-25,69500.0,70000.0,21660.0,9.62,-7270,2330,4770
2004-06-28,70000.0,69500.0,12130.0,9.56,1600,-4150,2820
2004-06-29,68600.0,69400.0,18984.0,9.54,-3418,3408,1200
2004-06-30,69500.0,71000.0,20140.0,9.76,-1971,-490,2201
2004-07-01,70300.0,70200.0,19910.0,9.65,-862,53,1000
2004-07-02,70200.0,70000.0,9950.0,9.62,-250,-2060,3460
2004-07-05,70000.0,70600.0,23640.0,9.71,1925,-8075,6460
2004-07-06,70600.0,70800.0,30410.0,9.73,-1510,4790,190
2004-07-07,70400.0,71000.0,20860.0,9.76,-1790,2840,-1140
2004-07-08,71000.0,68100.0,32490.0,9.36,11430,-14540,4180
2004-07-09,68800.0,69900.0,19320.0,9.61,-3320,3020,1300
2004-07-12,70000.0,70000.0,32121.0,9.62,-949,-7721,12430
2004-07-13,70000.0,69500.0,22440.0,9.56,8400,1670,-8450
2004-07-14,69900.0,67800.0,23853.0,9.32,13110,-8285,-4145
2004-07-15,67800.0,68300.0,13037.0,9.39,1547,-2007,180
2004-07-16,68200.0,68000.0,14247.0,9.35,2260,-2160,180
2004-07-19,67600.0,68100.0,24320.0,9.36,-5750,5570,770
2004-07-20,68000.0,67200.0,26422.0,9.24,8680,-7050,-770
2004-07-21,67300.0,68100.0,39490.0,9.36,-12040,11910,810
2004-07-22,67500.0,67400.0,12660.0,9.27,850,-520,-30
2004-07-23,67000.0,66600.0,15658.0,9.16,2128,-2028,200
2004-07-26,66300.0,66500.0,5558.0,9.14,-2930,1940,710
2004-07-27,66800.0,67000.0,9290.0,9.21,-5200,3920,810
2004-07-28,67000.0,67000.0,6660.0,9.21,-980,1180,0
2004-07-29,67000.0,66000.0,15770.0,9.07,3650,-3600,820
2004-07-30,65500.0,65300.0,32310.0,8.98,9780,-15360,5300
2004-08-02,64500.0,61000.0,59876.0,8.39,7802,-19406,7774
2004-08-03,61800.0,62000.0,17662.0,8.52,2545,-3710,135
2004-08-04,61100.0,61500.0,20410.0,8.46,2271,-991,-1160
2004-08-05,62000.0,64400.0,18050.0,8.85,-6170,6990,-190
2004-08-06,62700.0,62500.0,11969.0,8.59,3067,-7307,3890
2004-08-09,62500.0,62900.0,19044.0,8.65,-418,-2182,4660
2004-08-10,62500.0,62000.0,13160.0,8.52,3059,-799,0
2004-08-11,61900.0,61100.0,22687.0,8.4,10837,-11277,40
2004-08-12,62000.0,62500.0,25615.0,8.59,-2617,1207,1630
2004-08-13,62700.0,63800.0,26150.0,8.77,2028,-14278,12790
2004-08-16,64000.0,62800.0,11655.0,8.63,5455,-7475,80
2004-08-17,63600.0,62600.0,18953.0,8.61,2251,-5961,3050
2004-08-18,63200.0,63600.0,17260.0,8.74,-2960,-3700,6570
2004-08-19,63800.0,63900.0,26140.0,8.79,-4737,4517,580
2004-08-20,63800.0,64800.0,16805.0,8.91,-1925,4635,880
2004-08-23,64800.0,66700.0,35560.0,9.17,-15240,-430,11590
2004-08-24,66800.0,67900.0,41770.0,9.34,-6607,487,3190
2004-08-25,67100.0,69000.0,23410.0,9.49,-6820,6860,2870
2004-08-26,69000.0,69000.0,19490.0,9.49,-2780,-2170,4850
2004-08-27,69300.0,69000.0,19125.0,9.49,-9045,7185,2290
2004-08-30,68300.0,69000.0,18540.0,9.49,-3620,3640,-20
2004-08-31,67700.0,68300.0,9610.0,9.39,-1340,920,-80
2004-09-01,68300.0,67600.0,20494.0,9.29,-3156,391,5745
2004-09-02,67700.0,69000.0,25764.0,9.49,-3080,4720,-40
2004-09-03,69600.0,69700.0,11160.0,9.58,-840,-2090,2000
2004-09-06,70100.0,69700.0,35611.0,9.58,-101,19700,-20129
2004-09-07,69600.0,69200.0,43970.0,9.51,940,-1260,370
2004-09-08,69100.0,69500.0,35682.0,9.56,4012,1198,-300
2004-09-09,69500.0,70300.0,20108.0,9.67,-3803,133,210
2004-09-10,70100.0,69700.0,11250.0,9.58,360,4970,-70
2004-09-13,69700.0,70400.0,9880.0,9.68,-3630,7682,-3290
2004-09-14,70100.0,69500.0,20346.0,9.56,1630,-1995,-1990
2004-09-15,69500.0,69700.0,40930.0,9.58,7892,-10622,-280
2004-09-16,70500.0,72000.0,24851.0,9.9,-12099,11279,-470
2004-09-17,71300.0,73000.0,11209.0,10.04,-1843,913,10
2004-09-20,72500.0,73000.0,43880.0,10.04,3850,-580,-4240
2004-09-21,73200.0,73500.0,12621.0,10.11,-3120,4610,1120
2004-09-22,73000.0,72500.0,42055.0,9.97,2095,-3235,-2010
2004-09-23,72100.0,73100.0,5550.0,10.05,-950,340,-40
2004-09-24,72900.0,74000.0,11746.0,10.17,-3129,1959,150
2004-09-30,74500.0,76000.0,16533.0,10.45,277,-3347,890
2004-10-01,75100.0,76900.0,17902.0,10.57,527,-676,299
2004-10-04,76600.0,77000.0,18926.0,10.59,1423,-2050,1560
2004-10-05,77000.0,76800.0,14721.0,10.56,-719,-1151,100
2004-10-06,77800.0,76000.0,22042.0,10.45,3650,1750,810
2004-10-07,75800.0,75700.0,6231.0,10.41,-1159,1069,20
2004-10-08,75600.0,75500.0,11452.0,10.38,-888,-151,1010
2004-10-11,75700.0,75500.0,25980.0,10.38,3970,-19340,14450
2004-10-12,76300.0,76100.0,15391.0,10.46,1670,-5950,420
2004-10-13,76100.0,78000.0,39190.0,10.72,-2910,-18360,22340
2004-10-14,78000.0,78800.0,27008.0,10.83,-6730,11730,-4930
2004-10-15,78400.0,80000.0,12577.0,11.0,317,983,-2370
2004-10-18,79900.0,79000.0,45461.0,10.86,4441,-16581,12420
2004-10-19,78500.0,78000.0,14450.0,10.72,1120,4670,-7150
2004-10-20,78200.0,76500.0,25770.0,10.52,910,4800,-6700
2004-10-21,75600.0,75500.0,50860.0,10.38,1740,-1130,-1450
2004-10-22,74600.0,77100.0,13081.0,10.6,-4450,-1250,3860
2004-10-25,76500.0,77500.0,21050.0,10.66,-1970,1130,80
2004-10-26,78000.0,77500.0,8840.0,10.66,1080,-460,-320
2004-10-27,77100.0,78900.0,19470.0,10.85,1211,3889,-4780
2004-10-28,79000.0,79900.0,15550.0,10.99,-5120,6030,-470
2004-10-29,79000.0,79200.0,7320.0,10.89,690,120,810
2004-11-01,78300.0,78400.0,3854.0,10.78,-190,254,366
2004-11-02,78800.0,80500.0,17295.0,11.07,-2660,975,585
2004-11-03,80100.0,80800.0,12251.0,11.11,1271,-2821,1030
2004-11-04,80300.0,81500.0,9510.0,11.21,1550,-1150,50
2004-11-05,81500.0,81500.0,13595.0,11.21,-2469,1109,1090
2004-11-08,75000.0,79900.0,9894.0,10.99,1494,-3354,350
2004-11-09,80100.0,81000.0,10310.0,11.14,-3560,3530,170
2004-11-10,81000.0,85000.0,34810.0,11.69,-7140,-4030,11850
2004-11-11,85000.0,84500.0,18360.0,11.62,-1460,-2690,4200
2004-11-12,84000.0,88000.0,27210.0,12.1,-5633,3803,2410
2004-11-15,86700.0,88000.0,18840.0,12.1,-1369,-1850,4100
2004-11-16,87800.0,91500.0,26171.0,12.58,-6700,70,7970
2004-11-17,91500.0,91800.0,34565.0,12.62,3180,3180,-6290
2004-11-18,91000.0,89000.0,23050.0,12.24,1868,-3648,860
2004-11-19,89100.0,88900.0,15587.0,12.22,-473,2953,-2500
2004-11-22,88000.0,87000.0,12790.0,11.96,2290,-1080,-2680
2004-11-23,87100.0,89200.0,17364.0,12.26,-386,5636,-5260
2004-11-24,89700.0,92000.0,30886.0,12.65,241,5104,-5435
2004-11-25,92000.0,92500.0,17281.0,12.72,-2239,-2215,1974
2004-11-26,93600.0,91600.0,31280.0,12.59,3533,-1670,570
2004-11-29,90700.0,94300.0,26861.0,12.97,-910,2030,-3620
2004-11-30,94900.0,95500.0,27602.0,13.13,-3824,-2414,4760
2004-12-01,96200.0,94500.0,14390.0,12.99,1538,-1898,380
2004-12-02,94200.0,93800.0,24876.0,12.9,1626,-1014,2630
2004-12-03,94000.0,92000.0,35450.0,12.65,15010,-8100,-2540
2004-12-06,92000.0,89800.0,17470.0,12.35,2840,-2070,-1180
2004-12-07,89800.0,89000.0,20795.0,12.24,3771,4175,-7820
2004-12-08,88100.0,91500.0,41250.0,12.58,3420,9740,-20500
2004-12-09,91400.0,86500.0,47387.0,11.89,14831,-731,-16850
2004-12-10,87000.0,84300.0,18845.0,11.59,-2580,2600,-1170
2004-12-13,84000.0,84400.0,15946.0,11.6,-4204,5344,-1220
2004-12-14,83700.0,86100.0,22506.0,11.84,-2027,6459,-7592
2004-12-15,86200.0,85500.0,49668.0,11.76,11816,6654,-15210
2004-12-16,85700.0,84600.0,19460.0,11.63,5791,-2154,-5017
2004-12-17,84700.0,87500.0,35103.0,12.03,-2249,12189,-11800
2004-12-20,86800.0,87900.0,15880.0,12.09,320,940,-3000
2004-12-21,88600.0,86400.0,14693.0,11.88,4553,-918,-2460
2004-12-22,87300.0,86500.0,34716.0,11.89,11616,-8176,-7400
2004-12-23,85700.0,86000.0,40603.0,11.82,6484,23966,-11810
2004-12-24,86200.0,87200.0,14743.0,11.99,-4397,4040,-40
2004-12-27,87600.0,87100.0,13743.0,11.98,1580,300,-2990
2004-12-28,86500.0,88500.0,27972.0,12.17,-2898,8568,-2430
2004-12-29,85200.0,86400.0,24047.0,12.46,277,4573,-4220
2004-12-30,87000.0,87000.0,21821.0,12.54,-8620,8960,-1290
2005-01-03,86400.0,86000.0,8842.0,12.71,-598,2600,-2052
2005-01-04,85400.0,85600.0,11273.0,12.65,1303,-3513,490
2005-01-05,85100.0,89000.0,36795.0,13.16,-17130,-4200,5850
2005-01-06,89000.0,88000.0,27261.0,13.01,2378,2870,-7218
2005-01-07,87200.0,87000.0,41876.0,12.86,-451,15676,-10545
2005-01-10,87000.0,86300.0,16920.0,12.76,2900,1210,-4300
2005-01-11,86100.0,85200.0,20050.0,12.6,3500,670,-3980
2005-01-12,85500.0,85300.0,9370.0,12.61,-1070,1860,-1290
2005-01-13,85300.0,85900.0,17322.0,12.7,1780,-1050,-2850
2005-01-14,85900.0,87000.0,28401.0,12.86,-5464,2781,-483
2005-01-17,87200.0,86400.0,36325.0,12.77,13696,-9806,-4720
