Symbol,유한양행_시가(원),유한양행_종가(원),유한양행_거래량(주),유한양행_PER(IFRS-연결),유한양행_순매수수량(개인)(주),유한양행_순매수수량(기관계)(주),유한양행_순매수수량(외국인계)(주)
2005-01-18,86400.0,85600.0,17939.0,12.65,6076,-6293,-692
2005-01-19,86000.0,85100.0,28651.0,12.58,5757,-6560,953
2005-01-20,84700.0,84600.0,13929.0,12.51,1207,-2637,0
2005-01-21,84200.0,84400.0,46290.0,12.48,13233,-126,-13740
2005-01-24,84100.0,85100.0,17413.0,12.58,-2320,2950,390
2005-01-25,84500.0,84800.0,24107.0,12.54,-8508,6808,1320
2005-01-26,84600.0,86500.0,28498.0,12.79,-1311,-375,260
2005-01-27,85800.0,87000.0,18788.0,12.86,-9316,8824,-938
2005-01-28,87500.0,88000.0,29097.0,13.01,-12759,7909,1460
2005-01-31,88000.0,89600.0,52336.0,13.25,-6691,3061,1110
2005-02-01,88800.0,88000.0,12079.0,13.01,1559,-2689,1420
2005-02-02,87500.0,88200.0,16357.0,13.04,-5108,7808,-1780
2005-02-03,87200.0,88900.0,19770.0,13.14,-3729,-4996,-280
2005-02-04,88500.0,89400.0,9785.0,13.22,-2618,370,-220
2005-02-07,89900.0,89700.0,20404.0,13.26,-3120,-1360,50
2005-02-11,89700.0,89000.0,19901.0,13.16,1355,-5205,2480
2005-02-14,88900.0,89400.0,22350.0,13.22,-2652,1002,1290
2005-02-15,89500.0,90000.0,33662.0,13.3,-2290,3770,-1390
2005-02-16,90000.0,89700.0,33401.0,13.26,4026,-1776,-10010
2005-02-17,89000.0,93500.0,78142.0,13.82,-10192,-3059,-6979
2005-02-18,93500.0,94000.0,18995.0,13.9,-7992,4972,1480
2005-02-21,93000.0,93000.0,28405.0,13.75,3044,-1884,-1120
2005-02-22,92500.0,90500.0,17640.0,13.38,2421,-4481,1260
2005-02-23,89500.0,93100.0,31217.0,13.76,-19809,10989,-1050
2005-02-24,93900.0,94500.0,42067.0,13.97,1205,-1087,-1838
2005-02-25,95000.0,95000.0,28794.0,14.04,4479,3521,-380
2005-02-28,94500.0,100500.0,57141.0,14.86,-20938,4382,3940
2005-03-02,99000.0,97100.0,32767.0,14.35,15438,-11530,-4813
2005-03-03,97100.0,100000.0,56237.0,14.78,-7260,-26530,29240
2005-03-04,101000.0,100500.0,20708.0,14.86,2837,-1900,-801
2005-03-07,101000.0,99000.0,57700.0,14.64,7284,-23988,21440
2005-03-08,100000.0,97300.0,21128.0,14.38,1280,-4550,2780
2005-03-09,99000.0,99900.0,14032.0,14.77,-8810,4170,100
2005-03-10,100500.0,97800.0,20597.0,14.46,5473,4117,-5390
2005-03-11,98000.0,99800.0,20482.0,14.75,-5581,4691,-2840
2005-03-14,99100.0,97500.0,23478.0,14.41,5143,-7487,-320
2005-03-15,97500.0,96200.0,22420.0,14.22,6709,-8989,1380
2005-03-16,95200.0,95500.0,21867.0,14.12,6561,-5961,-900
2005-03-17,95500.0,93800.0,26082.0,13.87,2892,-2402,-750
2005-03-18,92100.0,93500.0,28493.0,13.82,-5309,15440,-11651
2005-03-21,94400.0,93400.0,16123.0,13.81,-2839,2259,490
2005-03-22,92600.0,94400.0,9338.0,13.96,-2950,2380,1170
2005-03-23,94500.0,92000.0,14426.0,13.6,626,-1220,-1230
2005-03-24,91500.0,91000.0,22956.0,13.45,-4207,10647,-6280
2005-03-25,90200.0,91500.0,14476.0,13.53,-2772,2712,0
2005-03-28,91500.0,93400.0,27346.0,13.81,-2627,9887,-10390
2005-03-29,93700.0,91500.0,34009.0,13.53,10654,1979,-12700
2005-03-30,91500.0,90300.0,21882.0,13.35,2892,-1122,-3970
2005-03-31,91000.0,90000.0,43720.0,13.3,-537,24087,-24550
2005-04-01,89200.0,90000.0,104735.0,13.3,7921,20277,-32798
2005-04-04,90900.0,91000.0,18464.0,13.45,179,721,-2360
2005-04-06,91600.0,92000.0,17633.0,13.6,-2435,95,-1660
2005-04-07,93000.0,92900.0,9604.0,13.73,-1131,-699,1620
2005-04-08,93900.0,92900.0,11077.0,13.73,957,-800,-90
2005-04-11,92300.0,92900.0,14265.0,13.73,1195,-1640,-180
2005-04-12,92500.0,93000.0,16348.0,13.75,1940,-4908,280
2005-04-13,92200.0,93200.0,13660.0,13.78,-4879,9407,460
2005-04-14,93000.0,90100.0,20986.0,13.32,4410,-3509,-1110
2005-04-15,90100.0,88700.0,37579.0,13.11,4878,3709,-3588
2005-04-18,86300.0,87500.0,26996.0,12.94,-3036,1756,1780
2005-04-19,88000.0,87000.0,14439.0,12.86,5639,-2926,-3040
2005-04-20,86200.0,87000.0,38790.0,12.86,14120,-5050,-7300
2005-04-21,85500.0,87700.0,27888.0,12.96,-2068,3502,-1670
2005-04-22,88500.0,88900.0,18846.0,13.14,-1781,5531,-420
2005-04-25,88900.0,88000.0,12301.0,13.01,57,-17,-3880
2005-04-26,88300.0,86700.0,50927.0,12.82,1784,-824,-910
2005-04-27,86200.0,85000.0,15971.0,12.57,3771,-2111,750
2005-04-28,85200.0,84600.0,16537.0,12.51,-3333,-4489,212
2005-04-29,84100.0,86300.0,23243.0,12.76,-11950,14183,1940
2005-05-02,86800.0,88500.0,8990.0,13.08,-6150,4620,1290
2005-05-03,88600.0,88800.0,8678.0,13.13,-2130,1080,100
2005-05-04,88700.0,89500.0,4982.0,13.23,-3222,3152,0
2005-05-06,89500.0,90300.0,7050.0,13.35,-2330,1410,1150
2005-05-09,90300.0,88500.0,16046.0,13.08,270,3750,-5930
2005-05-10,88600.0,89300.0,7020.0,13.2,-2223,1873,740
2005-05-11,88900.0,89000.0,37770.0,13.16,-3060,880,-180
2005-05-12,89500.0,88500.0,9001.0,13.08,-2820,3790,-530
2005-05-13,89300.0,90800.0,18979.0,13.42,-12964,12624,-1680
2005-05-16,91000.0,91300.0,17423.0,13.5,-3082,2522,-350
2005-05-17,91300.0,90800.0,12721.0,13.42,-1380,-2550,160
2005-05-18,91000.0,90800.0,8427.0,13.42,-1680,2560,-2560
2005-05-19,91000.0,91800.0,13210.0,13.57,-3820,6590,-880
2005-05-20,92000.0,92000.0,8448.0,13.6,-1660,778,570
2005-05-23,92500.0,92900.0,14800.0,13.73,-2420,5490,-1150
2005-05-24,93000.0,92900.0,7491.0,13.73,1180,2200,-2240
2005-05-25,93500.0,92900.0,5150.0,13.73,-616,926,-210
2005-05-26,92900.0,93800.0,7337.0,13.87,-3126,2896,70
2005-05-27,93800.0,93900.0,19005.0,13.88,1453,8317,-4690
2005-05-30,93900.0,94500.0,10437.0,13.97,-2196,5179,-2580
2005-05-31,94500.0,96800.0,32540.0,14.31,-15023,10234,4960
2005-06-01,96600.0,96300.0,7800.0,14.24,-4650,3170,-620
2005-06-02,96400.0,96200.0,12264.0,14.22,-628,128,-300
2005-06-03,96900.0,99000.0,18721.0,14.64,-5599,9619,-4230
2005-06-07,98900.0,100000.0,9508.0,14.78,-4614,4404,350
2005-06-08,99800.0,98500.0,23032.0,14.56,1569,-1966,17
2005-06-09,98400.0,100000.0,36269.0,14.78,-9921,7262,3849
2005-06-10,99000.0,99700.0,9186.0,14.74,-2619,2374,170
2005-06-13,99100.0,99400.0,7277.0,14.69,-2793,2803,-370
2005-06-14,99000.0,99800.0,7562.0,14.75,-3840,4310,-810
2005-06-15,99400.0,100500.0,13840.0,14.86,-2691,3501,-980
2005-06-16,101000.0,99400.0,8362.0,14.69,-81,888,-1410
2005-06-17,99400.0,99000.0,23131.0,14.64,2229,-7731,-658
2005-06-20,98200.0,97400.0,17895.0,14.4,8193,-8593,-1050
2005-06-21,97400.0,97000.0,16379.0,14.34,1270,2520,-4480
2005-06-22,95500.0,98500.0,24181.0,14.56,-3440,13580,-4460
2005-06-23,98500.0,107000.0,70785.0,15.82,-24667,14139,2928
2005-06-24,105000.0,115000.0,59655.0,17.0,-17787,11670,-3712
2005-06-27,113000.0,112500.0,21767.0,16.63,2052,-3520,-520
2005-06-28,110000.0,112500.0,30353.0,16.63,-2142,736,-3494
2005-06-29,111500.0,115500.0,61501.0,17.07,-241,17260,-27127
2005-06-30,115000.0,119500.0,84327.0,17.67,-8922,41856,-35632
2005-07-01,119500.0,117500.0,31148.0,17.37,-3230,9137,-727
2005-07-04,119000.0,117500.0,34240.0,17.37,1372,8445,-10410
2005-07-05,117500.0,120000.0,56376.0,17.74,-1291,1285,-13423
2005-07-06,120000.0,116000.0,30212.0,17.15,-1568,2205,-4857
2005-07-07,113000.0,116000.0,30394.0,17.15,-1873,2640,-1767
2005-07-08,115000.0,116000.0,18808.0,17.15,-827,-2679,-155
2005-07-11,114500.0,120000.0,31082.0,17.74,-5127,4760,-772
2005-07-12,120000.0,120500.0,24492.0,17.81,-5475,6714,-805
2005-07-13,120000.0,120500.0,17181.0,17.81,-1514,5916,-3772
2005-07-14,119000.0,120500.0,33277.0,17.81,1629,5068,-3991
2005-07-15,120000.0,118000.0,20004.0,17.44,4419,-804,-1744
2005-07-18,118500.0,118000.0,13528.0,17.44,2806,-3278,-41
2005-07-19,117000.0,119000.0,24078.0,17.59,3717,-6363,985
2005-07-20,120000.0,116500.0,18855.0,17.22,-815,2121,519
2005-07-21,115500.0,115500.0,17073.0,17.07,-4863,4863,-360
2005-07-22,113500.0,120000.0,22582.0,17.74,-8533,7295,860
2005-07-25,119000.0,120500.0,25122.0,17.81,-2915,10236,-6232
2005-07-26,120500.0,120000.0,15673.0,17.74,-753,-2378,-209
2005-07-27,119000.0,120000.0,25002.0,17.74,51,2285,-8509
2005-07-28,120000.0,122500.0,34218.0,18.11,5566,-1552,-9793
2005-07-29,123500.0,120500.0,34030.0,17.81,5391,-726,-7068
2005-08-01,122500.0,119000.0,18675.0,17.59,3541,3050,-6307
2005-08-02,119000.0,119000.0,13000.0,17.59,104,-3919,2605
2005-08-03,119000.0,118500.0,18795.0,17.52,-1986,-2178,7214
2005-08-04,119000.0,119500.0,43096.0,17.67,1532,15223,-17586
2005-08-05,119500.0,118500.0,16408.0,17.52,-1087,3568,-2919
2005-08-08,119000.0,120000.0,17415.0,17.74,-2934,5365,-1360
2005-08-09,120000.0,120000.0,18813.0,17.74,1603,3512,-5915
2005-08-10,119000.0,119000.0,25620.0,17.59,6410,2501,-7094
2005-08-11,118000.0,119500.0,19096.0,17.67,783,-3656,2637
2005-08-12,120500.0,119500.0,29031.0,17.67,-124,3415,-4067
2005-08-16,120000.0,120000.0,32884.0,17.74,7436,-219,-5314
2005-08-17,119500.0,118500.0,18056.0,17.52,4087,-199,-4170
2005-08-18,119000.0,128000.0,139178.0,18.92,-9149,56586,-41038
2005-08-19,129000.0,128000.0,29084.0,18.92,-4087,5881,1259
2005-08-22,126500.0,130000.0,21570.0,19.22,-6410,6192,39
2005-08-23,129000.0,130000.0,18126.0,19.22,-1053,1745,-739
2005-08-24,131000.0,126500.0,23232.0,18.7,5093,-6744,-880
2005-08-25,125000.0,124000.0,15520.0,18.33,2829,-2519,290
2005-08-26,125500.0,126000.0,27093.0,18.63,-4309,5130,3623
2005-08-29,126000.0,127500.0,12978.0,18.85,-2066,457,2197
2005-08-30,125500.0,124500.0,15631.0,18.41,2081,-4655,2252
2005-08-31,125000.0,125000.0,10028.0,18.48,1314,-2507,1193
2005-09-01,125000.0,125000.0,16338.0,18.48,1158,-1425,-279
2005-09-02,126500.0,128000.0,12504.0,18.92,-1553,2112,-549
2005-09-05,128000.0,127000.0,15722.0,18.77,5200,-1839,48
2005-09-06,125500.0,127000.0,21736.0,18.77,-354,1259,23
2005-09-07,127500.0,127000.0,13695.0,18.77,2203,-2053,-414
2005-09-08,127000.0,127000.0,38758.0,18.77,2081,5942,-5033
2005-09-09,127000.0,131000.0,33101.0,19.37,-1738,1848,97
2005-09-12,129500.0,128500.0,26274.0,19.0,-100,872,-741
2005-09-13,128500.0,127500.0,19458.0,18.85,8389,-7264,-1570
2005-09-14,126500.0,125500.0,35402.0,18.55,9999,-9370,-1658
2005-09-15,126000.0,125000.0,29640.0,18.48,1174,-1735,7651
2005-09-16,125000.0,131000.0,55822.0,19.37,-8591,8227,6813
2005-09-20,136500.0,130500.0,55325.0,19.29,12248,-4919,563
2005-09-21,131500.0,134500.0,60977.0,19.88,-11054,10407,7735
2005-09-22,135000.0,138000.0,73938.0,20.4,-6099,28085,-20838
2005-09-23,139500.0,135000.0,66629.0,19.96,2211,-9759,10636
2005-09-26,135000.0,136000.0,39771.0,20.11,-3264,-4566,11054
2005-09-27,134500.0,138500.0,43279.0,20.47,-12924,14936,-459
2005-09-28,139000.0,140000.0,34490.0,20.7,2239,3664,747
2005-09-29,141000.0,140000.0,24029.0,20.7,710,-1987,2906
2005-09-30,139500.0,137000.0,47605.0,20.25,9585,631,-5772
2005-10-04,138500.0,137500.0,36577.0,20.33,5043,-2601,3898
2005-10-05,137500.0,141000.0,62911.0,20.84,-10723,3530,14776
2005-10-06,141000.0,140500.0,36696.0,20.77,1716,-7321,5857
2005-10-07,140000.0,140500.0,45830.0,20.77,4780,6511,-14291
2005-10-10,139000.0,143500.0,36656.0,21.21,5746,8805,-15519
2005-10-11,142500.0,145500.0,53044.0,21.51,3314,19384,-22492
2005-10-12,146500.0,145500.0,61376.0,21.51,-8979,15525,-9067
2005-10-13,144000.0,144000.0,56254.0,21.29,10377,3798,-14082
2005-10-14,146000.0,142500.0,33012.0,21.07,5962,-5889,-1092
2005-10-17,142000.0,134000.0,59474.0,19.81,4707,11314,-13857
2005-10-18,131500.0,137500.0,74559.0,20.33,-3265,28822,-42423
2005-10-19,138500.0,134500.0,86304.0,19.88,17217,-681,-15699
2005-10-20,136500.0,133000.0,69699.0,19.66,10472,-7738,-16775
2005-10-21,128500.0,135000.0,31285.0,19.96,-14224,18413,-4728
2005-10-24,133500.0,135000.0,17884.0,19.96,-626,1701,-982
2005-10-25,135000.0,134500.0,36615.0,19.88,2941,-2527,-6182
2005-10-26,134000.0,134500.0,27239.0,19.88,-1545,-1613,177
2005-10-27,134000.0,134500.0,81562.0,19.88,26654,-812,-33923
2005-10-28,131500.0,131000.0,33356.0,19.37,5028,11891,-16160
2005-10-31,131000.0,130500.0,34105.0,19.29,-1476,4234,-177
2005-11-01,130000.0,130500.0,45405.0,19.29,12533,7261,-21893
2005-11-02,134500.0,142000.0,177693.0,20.99,-388,12459,-8001
2005-11-03,143000.0,140000.0,80781.0,20.7,1546,3973,-5774
2005-11-04,145500.0,145500.0,102715.0,21.51,-436,7399,-10236
2005-11-07,145500.0,149500.0,111242.0,22.1,-409,16375,-26453
2005-11-08,151000.0,151500.0,73441.0,22.4,10088,7113,-18128
2005-11-09,151500.0,160500.0,163500.0,23.73,-6022,-16163,20304
2005-11-10,164000.0,165000.0,73116.0,24.39,-2021,-1983,-1165
2005-11-11,168500.0,168000.0,54577.0,24.84,-5144,-3663,11979
2005-11-14,168000.0,165000.0,31609.0,24.39,-7738,5161,1941
2005-11-15,163000.0,166000.0,23639.0,24.54,-150,1643,-540
2005-11-16,166000.0,170000.0,42435.0,25.13,-3533,-2482,5684
2005-11-17,172000.0,172000.0,28672.0,25.43,-7036,4931,4081
2005-11-18,173000.0,186000.0,72743.0,27.5,-10810,-12246,24124
2005-11-21,188000.0,191000.0,51086.0,28.24,16204,-19567,3958
2005-11-22,193000.0,192500.0,63004.0,28.46,11116,-6572,-6845
2005-11-23,191000.0,191000.0,53573.0,28.24,15025,-10074,880
2005-11-24,188000.0,184500.0,59253.0,27.28,22186,-11205,-11282
2005-11-25,182000.0,185500.0,47823.0,27.42,4193,7913,-3137
2005-11-28,187000.0,189500.0,40874.0,28.01,-2645,5011,-2187
2005-11-29,189500.0,184500.0,31962.0,27.28,3559,-3710,225
2005-11-30,183000.0,188500.0,27837.0,27.87,-4730,5340,325
2005-12-01,186500.0,187500.0,24591.0,27.72,5301,-4156,19
2005-12-02,186000.0,187500.0,45491.0,27.72,7495,-18685,11355
2005-12-05,187500.0,184500.0,39551.0,27.28,13352,-10435,1369
2005-12-06,184000.0,180000.0,30700.0,26.61,6164,-7348,630
2005-12-07,177000.0,166500.0,87463.0,24.61,34909,-32720,2267
2005-12-08,169000.0,172000.0,55018.0,25.43,1693,-452,3865
2005-12-09,170000.0,174000.0,27027.0,25.72,-6801,6858,371
2005-12-12,171000.0,176000.0,56101.0,26.02,5861,-7796,1270
2005-12-13,176500.0,172000.0,28024.0,25.43,4873,-4353,-51
2005-12-14,172000.0,172500.0,26015.0,25.5,4912,-11544,6605
2005-12-15,171500.0,173500.0,51626.0,25.65,14942,-16397,890
2005-12-16,165000.0,170000.0,51113.0,25.13,10046,-17460,8411
2005-12-19,172500.0,172000.0,29919.0,25.43,5016,-10145,4
2005-12-20,170000.0,167500.0,36547.0,24.76,10614,-8351,-1728
2005-12-21,169000.0,173500.0,43818.0,25.65,8708,1445,-47
2005-12-22,175000.0,169500.0,49773.0,25.06,19550,-10063,9384
2005-12-23,169500.0,170500.0,28678.0,25.21,13257,-6000,139
2005-12-26,172000.0,182000.0,56966.0,26.91,1059,-5992,1044
2005-12-27,187000.0,187000.0,39454.0,27.64,3018,-2865,-489
2005-12-28,179000.0,178500.0,26823.0,27.64,-368,-2158,-75
2005-12-29,177000.0,182000.0,31257.0,28.19,-6230,3012,1305
2006-01-02,180000.0,178500.0,29281.0,23.73,-5528,8615,-669
2006-01-03,181000.0,179000.0,33147.0,23.8,-6338,6610,1936
2006-01-04,179000.0,180500.0,46758.0,24.0,-2614,-1380,5514
2006-01-05,180500.0,177500.0,32810.0,23.6,352,5619,518
2006-01-06,179500.0,181000.0,49355.0,24.06,-12115,895,14219
2006-01-09,178000.0,186500.0,44450.0,24.79,-21638,9610,10667
2006-01-10,190000.0,190000.0,54774.0,25.26,-3504,4081,1656
2006-01-11,191000.0,195000.0,76006.0,25.92,-23052,17141,14307
2006-01-12,195000.0,197500.0,44579.0,26.26,446,-9360,9881
2006-01-13,197000.0,192500.0,28727.0,25.59,-972,1741,242
2006-01-16,191000.0,186000.0,43242.0,24.73,5345,-3703,-1238
2006-01-17,188500.0,181500.0,39948.0,24.13,11662,-12820,-313
2006-01-18,179500.0,181500.0,68025.0,24.13,89,22185,-20426
2006-01-19,178000.0,178000.0,32332.0,23.66,3570,2589,-6571
2006-01-20,175500.0,168000.0,36758.0,22.33,9928,-9107,1144
2006-01-23,163000.0,164500.0,41447.0,21.87,-12311,10257,150
2006-01-24,162500.0,171000.0,46556.0,22.73,5438,-3388,1734
2006-01-25,171000.0,165500.0,56417.0,22.0,30930,-21561,-9078
2006-01-26,166500.0,163500.0,38072.0,21.74,11304,-15923,4840
2006-01-27,166500.0,170500.0,62599.0,22.67,-10582,-312,13734
2006-01-31,174000.0,173500.0,51069.0,23.07,4267,-24815,21825
2006-02-01,177500.0,176000.0,93508.0,23.4,-29924,-16971,50607
2006-02-02,176500.0,178000.0,32329.0,23.66,-8162,-5914,7863
2006-02-03,175000.0,175000.0,53070.0,23.27,-2946,-17272,22234
2006-02-06,170000.0,170000.0,34986.0,22.6,6608,-3795,-730
2006-02-07,169500.0,166000.0,21757.0,22.07,8384,-9177,1238
2006-02-08,165000.0,164000.0,19661.0,21.8,6025,-4342,80
2006-02-09,164500.0,160000.0,57979.0,21.27,31314,-4102,-26552
2006-02-10,159500.0,168500.0,35486.0,22.4,-13020,5074,5423
2006-02-13,175500.0,171500.0,45359.0,22.8,-3801,1001,12
2006-02-14,170000.0,169500.0,16677.0,22.53,-7469,8124,49
2006-02-15,170500.0,166000.0,27574.0,22.07,3437,-1353,-921
2006-02-16,162500.0,165000.0,34496.0,21.94,6779,8188,-16215
2006-02-17,167000.0,167500.0,20548.0,22.27,22,-2012,2506
2006-02-20,165000.0,175000.0,44583.0,23.27,-25057,11763,2603
2006-02-21,175000.0,177000.0,22974.0,23.53,275,-507,-581
2006-02-22,177000.0,174500.0,30651.0,23.2,6479,2803,-9071
2006-02-23,176000.0,174500.0,24903.0,23.2,-5681,3596,-3255
2006-02-24,173000.0,173500.0,25063.0,23.07,2365,3692,-4303
2006-02-27,173000.0,173000.0,21555.0,23.0,6306,-7111,-1010
2006-02-28,173000.0,173500.0,17427.0,23.07,-2145,-126,3359
2006-03-02,172500.0,170000.0,15384.0,22.6,2333,-2025,-179
2006-03-03,168000.0,170500.0,24679.0,22.67,272,-5312,2438
2006-03-06,169500.0,169000.0,29185.0,22.47,5542,-1004,919
2006-03-07,167500.0,168000.0,22780.0,22.33,5612,-9333,3474
2006-03-08,168000.0,169500.0,37312.0,22.53,2893,1918,-6127
2006-03-09,171500.0,169000.0,22730.0,22.47,1725,-209,2875
2006-03-10,170000.0,169500.0,19409.0,22.53,5224,-4387,-1512
2006-03-13,170000.0,167500.0,23803.0,22.27,10316,-9250,490
2006-03-14,171500.0,170000.0,107561.0,22.6,12676,11574,-24032
2006-03-15,171500.0,168000.0,28326.0,22.33,-6386,5758,-1303
2006-03-16,168000.0,165500.0,29149.0,22.0,6788,-6385,-408
2006-03-17,163000.0,166000.0,24474.0,22.07,-3069,-2865,6185
2006-03-20,166000.0,166000.0,15956.0,22.07,1984,-3271,1511
2006-03-21,165500.0,164500.0,14041.0,21.87,5245,-4629,618
2006-03-22,165000.0,162500.0,55317.0,21.6,16216,-19232,2964
2006-03-23,161500.0,157500.0,85558.0,20.94,33021,-14011,-10108
2006-03-24,157500.0,155500.0,34581.0,20.67,12858,2893,-13274
2006-03-27,155500.0,155000.0,22921.0,20.61,2117,2554,-5000
2006-03-28,151500.0,152000.0,28834.0,20.21,4631,-1685,-2613
2006-03-29,152000.0,157000.0,44384.0,20.87,-5017,-955,5522
2006-03-30,158000.0,159000.0,23350.0,21.14,-1213,-2438,1694
2006-03-31,161000.0,159500.0,33252.0,21.2,-3215,6441,-6229
2006-04-03,159500.0,159500.0,27478.0,21.2,6681,-239,-6016
2006-04-04,159000.0,159000.0,41247.0,21.14,16216,-14374,-2124
2006-04-05,160500.0,160500.0,46114.0,21.34,16101,-11600,-6523
2006-04-06,162500.0,162000.0,38814.0,21.54,-16702,6005,-1508
2006-04-07,162000.0,168000.0,44392.0,22.33,-21792,7728,12642
2006-04-10,166000.0,166500.0,25939.0,22.14,-14582,10789,1759
2006-04-11,167000.0,167000.0,24749.0,22.2,-5340,7902,-182
2006-04-12,164000.0,161500.0,38788.0,21.47,16536,-7256,-6177
2006-04-13,161500.0,162000.0,31730.0,21.54,-982,1786,-1204
2006-04-14,162000.0,161000.0,37162.0,21.4,13390,-14970,1500
2006-04-17,160000.0,159500.0,31996.0,21.2,232,-7880,-919
2006-04-18,159000.0,159000.0,35748.0,21.14,866,-3831,857
2006-04-19,159500.0,159000.0,56234.0,21.14,15595,-21271,3063
2006-04-20,157000.0,155500.0,29295.0,20.67,14593,-10962,-2550
2006-04-21,156000.0,158000.0,50946.0,21.01,7286,-8497,874
2006-04-24,159000.0,160500.0,119540.0,21.34,6917,295,-8823
2006-04-25,162000.0,162000.0,52466.0,21.54,-19785,2349,16680
2006-04-26,163500.0,160500.0,33743.0,21.34,-361,-461,-542
2006-04-27,160500.0,159000.0,24551.0,21.14,-122,1402,-1317
2006-04-28,159000.0,155000.0,32038.0,20.61,16663,-9646,-7073
2006-05-02,155000.0,155000.0,34824.0,20.61,6838,-5465,-1393
2006-05-03,154000.0,155000.0,30006.0,20.61,-2804,2686,215
2006-05-04,154000.0,152000.0,24559.0,20.21,9293,-2455,-6829
2006-05-08,154500.0,149000.0,69534.0,19.81,39921,-19157,-20329
2006-05-09,147500.0,153000.0,41079.0,20.34,-13938,10581,-1125
2006-05-10,150500.0,154000.0,24693.0,20.47,-11983,10326,36
2006-05-11,151500.0,152500.0,18192.0,20.27,657,2129,-2175
2006-05-12,151500.0,152000.0,21472.0,20.21,4009,-2949,-422
2006-05-15,150000.0,148000.0,30203.0,19.68,7699,-5869,-840
2006-05-16,148500.0,147000.0,30306.0,19.54,-986,3732,-4838
2006-05-17,147000.0,148500.0,35200.0,19.74,5536,-329,-4957
2006-05-18,146000.0,145500.0,33472.0,19.34,-12564,17515,-3460
2006-05-19,148000.0,148000.0,18182.0,19.68,-4202,5949,126
2006-05-22,149500.0,148000.0,18761.0,19.68,-7325,9873,-403
2006-05-23,148000.0,149500.0,33112.0,19.88,-11234,19100,-6530
2006-05-24,150500.0,150000.0,88608.0,19.94,-16859,-16926,35555
2006-05-25,151000.0,150000.0,46338.0,19.94,3001,-1391,1030
2006-05-26,149000.0,149500.0,19713.0,19.88,2912,4956,-7196
2006-05-29,148000.0,147500.0,18349.0,19.61,2108,-4759,945
2006-05-30,147000.0,145000.0,39638.0,19.28,6692,-3207,-1933
2006-06-01,142500.0,141000.0,24385.0,18.75,-1900,241,2579
2006-06-02,141000.0,143500.0,21279.0,19.08,-7836,9123,1172
2006-06-05,143000.0,140000.0,27135.0,18.61,4763,-6768,475
2006-06-07,138000.0,132000.0,26586.0,17.55,-381,7487,-7136
2006-06-08,127500.0,122500.0,92759.0,16.29,-5643,18351,-20402
2006-06-09,123500.0,130000.0,62212.0,17.28,-15578,-6986,20962
2006-06-12,130000.0,124500.0,39187.0,16.55,5693,-2341,-4155
2006-06-13,125500.0,126000.0,29610.0,16.75,6883,3936,-9240
2006-06-14,123000.0,124500.0,24525.0,16.55,-653,6642,-6550
2006-06-15,126500.0,127000.0,56783.0,16.88,-6049,5979,-5099
2006-06-16,136000.0,135000.0,29085.0,17.95,-12038,4360,4538
2006-06-19,137000.0,141500.0,49516.0,18.81,-15375,-466,11135
2006-06-20,139500.0,137000.0,28267.0,18.21,7539,-7129,-2920
2006-06-21,137000.0,136500.0,10540.0,18.15,-2268,1350,-282
2006-06-22,139000.0,138000.0,17911.0,18.35,-4350,6756,0
2006-06-23,135000.0,138000.0,11809.0,18.35,-74,2653,98
2006-06-26,137500.0,137500.0,14583.0,18.28,-760,-34,30
2006-06-27,137500.0,135000.0,14005.0,17.95,755,-6256,2507
2006-06-28,133500.0,131000.0,19270.0,17.42,6147,-5848,736
2006-06-29,132000.0,139000.0,31111.0,18.48,-14724,-13,14139
2006-06-30,144000.0,145500.0,29757.0,19.34,-3272,-3583,3883
2006-07-03,143000.0,140000.0,19731.0,18.61,10368,-7641,-2211
2006-07-04,141000.0,139500.0,9290.0,18.55,1249,-531,-194
2006-07-05,137000.0,136500.0,15262.0,18.15,-1175,-2628,-194
2006-07-06,136500.0,135000.0,27628.0,17.95,5409,-1328,-3645
2006-07-07,135000.0,133000.0,19040.0,17.68,6550,-574,-6044
2006-07-10,133000.0,137000.0,21279.0,18.21,-6732,6460,425
2006-07-11,136000.0,138500.0,13938.0,18.41,-2981,3345,87
2006-07-12,137000.0,140000.0,21268.0,18.61,-7963,5386,1254
2006-07-13,138000.0,138500.0,18845.0,18.41,-1518,-3562,5064
2006-07-14,136500.0,140000.0,26263.0,18.61,-5872,-7332,13460
2006-07-18,140000.0,140500.0,31850.0,18.68,-14199,-3589,18530
2006-07-19,140500.0,135000.0,27039.0,17.95,1908,-6793,4599
2006-07-20,137000.0,140000.0,18633.0,18.61,-9081,8385,997
2006-07-21,137500.0,140000.0,10123.0,18.61,-100,2511,-2340
2006-07-24,138000.0,140500.0,14286.0,18.68,1308,-583,-571
2006-07-25,142000.0,144000.0,23703.0,19.14,-13019,14585,-628
2006-07-26,144000.0,142500.0,24487.0,18.94,1654,7827,-6880
2006-07-27,142000.0,147000.0,35308.0,19.54,-12495,8096,6730
2006-07-28,145000.0,145500.0,69700.0,19.34,-1486,61,2214
2006-07-31,145000.0,143000.0,81850.0,19.01,-115,-2764,1326
2006-08-01,144000.0,140000.0,17595.0,18.61,-961,1797,-30
