Symbol,동국제강_시가(원),동국제강_종가(원),동국제강_거래량(주),동국제강_PER(IFRS-연결),동국제강_순매수수량(개인)(주),동국제강_순매수수량(기관계)(주),동국제강_순매수수량(외국인계)(주)
2009-04-29,27500.0,28100.0,700160.0,9.69,107003,18597,-112930
2009-04-30,28450.0,29200.0,695606.0,10.06,-160017,104631,54776
2009-05-04,29800.0,30600.0,840818.0,10.55,-224269,208649,9690
2009-05-06,30950.0,31500.0,1428214.0,10.86,-619219,583249,29220
2009-05-07,32050.0,31500.0,1156541.0,10.86,50171,-2168,-33770
2009-05-08,31100.0,32000.0,775680.0,11.03,-181165,124087,60338
2009-05-11,32450.0,33200.0,1468250.0,11.44,-354524,-45145,397301
2009-05-12,32750.0,32800.0,974965.0,11.31,187852,-170352,-16890
2009-05-13,32700.0,33050.0,806582.0,11.39,-160293,346293,-183040
2009-05-14,32300.0,31400.0,987744.0,10.82,216313,-92933,-112590
2009-05-15,32200.0,33400.0,1477311.0,11.51,-632928,371277,230451
2009-05-18,33750.0,34000.0,890575.0,11.72,-148002,116962,5330
2009-05-19,34950.0,34600.0,720157.0,11.93,-54859,121969,-45010
2009-05-20,34700.0,35000.0,782166.0,12.06,-55710,-57510,113650
2009-05-21,34500.0,33800.0,822804.0,11.65,119812,-143362,81650
2009-05-22,32700.0,31900.0,600778.0,10.99,197488,-240938,64360
2009-05-25,31500.0,30550.0,1133386.0,10.53,447720,-189850,-232740
2009-05-26,30850.0,29600.0,1345178.0,10.2,578086,-557016,94020
2009-05-27,30250.0,29450.0,1299042.0,10.15,301414,-232194,17860
2009-05-28,29000.0,30000.0,752915.0,10.34,46449,-29688,42659
2009-05-29,30200.0,29500.0,1213333.0,10.17,333904,-371717,543
2009-06-01,29150.0,30800.0,874647.0,10.62,-219753,128347,95820
2009-06-02,31550.0,31500.0,1117529.0,10.86,62054,-164054,81380
2009-06-03,31700.0,30200.0,980223.0,10.41,364821,-288761,-55990
2009-06-04,30000.0,29000.0,885144.0,10.0,284270,-358700,51830
2009-06-05,29400.0,29300.0,591295.0,10.1,170188,-65481,-93887
2009-06-08,29100.0,29700.0,449973.0,10.24,-56056,84896,-33600
2009-06-09,29900.0,28200.0,676767.0,9.72,279071,-329349,-7690
2009-06-10,28300.0,28600.0,991622.0,9.86,249787,-141936,17829
2009-06-11,28700.0,28750.0,768516.0,9.91,125637,-99747,26860
2009-06-12,29500.0,30350.0,1492949.0,10.46,-206378,19968,223040
2009-06-15,30100.0,30000.0,499418.0,10.34,-760,-10710,15560
2009-06-16,29300.0,28800.0,1117317.0,9.93,560979,-571885,321
2009-06-17,28500.0,27900.0,1039758.0,9.62,595495,-541495,4380
2009-06-18,28150.0,27700.0,766266.0,9.55,253161,-237491,39560
2009-06-19,28050.0,27100.0,944843.0,9.34,421397,-396177,51920
2009-06-22,27000.0,27100.0,1060842.0,9.34,506607,-431097,-15590
2009-06-23,26350.0,25050.0,1626701.0,8.63,715780,-620260,-7850
2009-06-24,25450.0,25900.0,674818.0,8.93,629,-88232,106493
2009-06-25,25850.0,26500.0,727148.0,9.13,-46413,-65387,89460
2009-06-26,26850.0,25800.0,545404.0,8.89,89143,-100373,37360
2009-06-29,25800.0,25800.0,371371.0,8.89,-26427,-3343,27960
2009-06-30,26100.0,25850.0,438817.0,8.91,-94501,72737,38954
2009-07-01,25750.0,26650.0,485046.0,9.19,-56682,94702,-61390
2009-07-02,27000.0,27250.0,556793.0,9.39,-103347,127367,-38030
2009-07-03,26650.0,27850.0,786158.0,9.6,-121007,100808,-28621
2009-07-06,27750.0,27650.0,361984.0,9.53,38870,23120,-64060
2009-07-07,27700.0,26900.0,531205.0,9.27,148129,-104437,-48712
2009-07-08,26650.0,26200.0,714665.0,9.03,191694,-125454,-17168
2009-07-09,26400.0,25500.0,720808.0,8.79,336847,-299277,-3780
2009-07-10,25750.0,25750.0,466333.0,8.88,115667,-122547,10530
2009-07-13,25700.0,24900.0,511985.0,8.58,151304,-44684,-105670
2009-07-14,25350.0,26000.0,819078.0,8.96,-55044,108374,-65390
2009-07-15,26300.0,26650.0,566000.0,9.19,-156878,65348,80030
2009-07-16,27200.0,26300.0,567570.0,9.06,32493,-25003,-12980
2009-07-17,26700.0,27150.0,585167.0,9.36,-132563,80043,51550
2009-07-20,27500.0,29000.0,1771420.0,10.0,-840041,461201,330430
2009-07-21,29500.0,29500.0,1277049.0,10.17,-432437,193787,228050
2009-07-22,29900.0,30100.0,952843.0,10.37,-452569,207592,219480
2009-07-23,29900.0,29650.0,649745.0,10.22,-104773,59983,59940
2009-07-24,30100.0,30850.0,1619675.0,10.63,-365518,398879,-47640
2009-07-27,31000.0,30650.0,730057.0,10.56,-16556,-47124,84990
2009-07-28,30600.0,29800.0,833718.0,10.27,151462,-17525,-122300
2009-07-29,29800.0,29650.0,1001835.0,10.22,167879,-100649,-60530
2009-07-30,29300.0,30300.0,1056904.0,10.44,22572,-127927,119070
2009-07-31,30650.0,31700.0,1824630.0,10.93,-393511,307331,45060
2009-08-03,32000.0,31700.0,1031832.0,10.93,-114272,-41098,151680
2009-08-04,32150.0,31750.0,1014161.0,10.94,-74405,-63635,173080
2009-08-05,31800.0,30750.0,598686.0,10.6,59118,-95088,29710
2009-08-06,30700.0,31950.0,952088.0,11.01,-214365,33862,190890
2009-08-07,32150.0,33000.0,1152406.0,11.37,-279927,247077,32550
2009-08-10,33150.0,32500.0,732493.0,11.2,77598,-71550,-30648
2009-08-11,32100.0,31550.0,714407.0,10.87,259861,-266211,15560
2009-08-12,31200.0,31150.0,1371285.0,10.74,427587,-330007,-102610
2009-08-13,31300.0,30750.0,846890.0,10.6,218362,-118966,-103776
2009-08-14,31200.0,31300.0,875489.0,10.79,62800,-29200,-36020
2009-08-17,31300.0,29350.0,1017985.0,10.12,335929,-157802,-177877
2009-08-18,28800.0,28700.0,1045945.0,9.89,333742,-169092,-134310
2009-08-19,29100.0,27950.0,1023056.0,9.63,326299,-377990,92370
2009-08-20,28300.0,28950.0,606849.0,9.98,58004,-50980,-14724
2009-08-21,29050.0,29200.0,1025124.0,10.06,146278,-14948,-95610
2009-08-24,29450.0,29050.0,871010.0,10.01,112244,-221050,94926
2009-08-25,29050.0,28350.0,715146.0,9.77,192511,-199858,41710
2009-08-26,28450.0,28800.0,626077.0,9.93,194474,-11844,-184240
2009-08-27,28900.0,29250.0,812346.0,10.08,-161686,146585,23081
2009-08-28,29800.0,29500.0,722977.0,10.17,64176,14844,-79430
2009-08-31,29800.0,29200.0,898092.0,10.06,18575,-71431,69086
2009-09-01,29050.0,28800.0,478448.0,9.93,12288,30738,-41666
2009-09-02,28300.0,27500.0,1030598.0,9.48,466690,-250810,-215600
2009-09-03,27400.0,27450.0,821788.0,9.46,299185,-18238,-279556
2009-09-04,27900.0,27700.0,447953.0,9.55,56315,-81611,22156
2009-09-07,27800.0,27100.0,609964.0,9.34,287604,-251679,-6210
2009-09-08,27250.0,27350.0,604157.0,9.43,97011,-89481,21030
2009-09-09,27500.0,27400.0,736870.0,9.44,129707,-162317,52730
2009-09-10,27800.0,29050.0,1564322.0,10.01,-80682,-29680,86082
2009-09-11,29100.0,28300.0,1135523.0,9.75,318039,18459,-335398
2009-09-14,28400.0,28900.0,850808.0,9.96,-24530,29190,650
2009-09-15,29500.0,29300.0,1249486.0,10.1,-63660,34300,-3000
2009-09-16,29650.0,29250.0,1324627.0,10.08,71334,177,-91121
2009-09-17,29700.0,29350.0,894001.0,10.12,-4134,-94326,83900
2009-09-18,29500.0,30000.0,1122148.0,10.34,-119813,-38877,157420
2009-09-21,30450.0,30000.0,701469.0,10.34,39182,-84992,55660
2009-09-22,30000.0,29700.0,707740.0,10.24,51535,-143155,87870
2009-09-23,29850.0,29300.0,682571.0,10.1,-13550,-112200,44110
2009-09-24,29450.0,28500.0,983412.0,9.82,166054,-146464,25710
2009-09-25,28500.0,28900.0,578518.0,9.96,-90370,-81473,190523
2009-09-28,29100.0,28950.0,591747.0,9.98,-123406,71956,51010
2009-09-29,28950.0,28950.0,928027.0,9.98,62578,42282,-177850
2009-09-30,29150.0,27300.0,1596820.0,9.41,-15177,-286903,236290
2009-10-01,27500.0,26850.0,882370.0,9.25,-507,26937,-19040
2009-10-05,26600.0,26950.0,489109.0,9.29,-64433,-9877,72000
2009-10-06,27200.0,26300.0,407355.0,9.06,65360,-42340,-34420
2009-10-07,26850.0,27900.0,775213.0,9.62,-224912,167740,58072
2009-10-08,27950.0,27900.0,433626.0,9.62,-34500,-24731,56421
2009-10-09,28100.0,27900.0,497053.0,9.62,69990,-103670,18380
2009-10-12,28150.0,27600.0,329489.0,9.51,32142,-21154,-10188
2009-10-13,27300.0,26700.0,488003.0,9.2,122944,-59913,-75131
2009-10-14,26900.0,27150.0,397904.0,9.36,27566,-53116,42840
2009-10-15,27500.0,28000.0,1086444.0,9.65,-242745,94437,39728
2009-10-16,28350.0,28000.0,628591.0,9.65,-49095,91027,-49042
2009-10-19,28050.0,28350.0,333481.0,9.77,-59928,24588,32280
2009-10-20,28650.0,28000.0,410578.0,9.65,104243,-9001,-104962
2009-10-21,28100.0,27650.0,321612.0,9.53,62450,-36100,-27490
2009-10-22,27400.0,27350.0,271166.0,9.43,21010,-46250,11570
2009-10-23,27700.0,27650.0,296836.0,9.53,3030,-19790,27530
2009-10-26,27400.0,28150.0,322808.0,9.7,-98727,99857,-18350
2009-10-27,28000.0,27750.0,273817.0,9.56,47002,-34622,-13380
2009-10-28,28000.0,26750.0,499869.0,9.22,29593,-31063,18950
2009-10-29,26300.0,26000.0,528241.0,8.96,41231,-90550,40179
2009-10-30,26400.0,25800.0,317601.0,8.89,75620,-96596,36150
2009-11-02,25100.0,25150.0,340088.0,8.67,65483,-90373,34440
2009-11-03,25250.0,24700.0,313323.0,8.51,153246,-63406,-89720
2009-11-04,24800.0,25500.0,252402.0,8.79,-22276,-32174,54640
2009-11-05,25500.0,25100.0,195939.0,8.65,42297,-39667,-610
2009-11-06,25550.0,25350.0,262874.0,8.74,40635,-72435,49480
2009-11-09,25400.0,25350.0,314232.0,8.74,66492,-83272,17390
2009-11-10,25700.0,25100.0,348605.0,8.65,12096,-82756,70660
2009-11-11,25200.0,25350.0,175815.0,8.74,-19559,7879,11480
2009-11-12,25450.0,25200.0,332380.0,8.69,16873,-28073,26630
2009-11-13,25300.0,25700.0,341173.0,8.86,-38570,18650,20820
2009-11-16,26150.0,27700.0,1147768.0,9.55,-498777,386307,44820
2009-11-17,27850.0,27900.0,852856.0,9.62,-109030,75910,30490
2009-11-18,27700.0,27450.0,410833.0,9.46,-34250,56720,-45640
2009-11-19,27400.0,27200.0,541913.0,9.38,115062,-174606,86034
2009-11-20,26950.0,27250.0,306252.0,9.39,-36300,4810,25700
2009-11-23,27250.0,26900.0,239424.0,9.27,38674,-9464,-23720
2009-11-24,27000.0,27350.0,258502.0,9.43,6029,4361,-9040
2009-11-25,27450.0,26900.0,397863.0,9.27,52861,-4799,-149102
2009-11-26,26900.0,26050.0,549944.0,8.98,130320,-112190,-99200
2009-11-27,26050.0,24150.0,665566.0,8.32,114554,-157937,-16757
2009-11-30,24300.0,24700.0,611417.0,8.51,162366,-62090,-24636
2009-12-01,24750.0,25050.0,222287.0,8.63,4040,-8750,5330
2009-12-02,25250.0,25600.0,330365.0,8.82,-79270,-53220,133670
2009-12-03,25750.0,25900.0,171261.0,8.93,-65340,29590,37450
2009-12-04,25550.0,26200.0,317348.0,9.03,-75686,48775,26661
2009-12-07,26400.0,25900.0,246693.0,8.93,55714,16106,-67320
2009-12-08,25800.0,25300.0,369839.0,8.72,178246,-107326,-19060
2009-12-09,24900.0,25500.0,183045.0,8.79,-51150,45922,2978
2009-12-10,25750.0,26850.0,948223.0,9.25,-186788,141490,17968
2009-12-11,26700.0,27400.0,832517.0,9.44,-271961,308695,-57584
2009-12-14,27100.0,27350.0,507801.0,9.43,-144140,112220,49810
2009-12-15,27200.0,27600.0,539231.0,9.51,-195287,152497,26340
2009-12-16,27550.0,27400.0,244095.0,9.44,-80028,51738,30840
2009-12-17,27400.0,27600.0,669069.0,9.51,-221732,121342,75870
2009-12-18,27500.0,27600.0,207534.0,9.51,-22720,14980,-7950
2009-12-21,27500.0,26900.0,340095.0,9.27,74467,-49867,-33000
2009-12-22,27050.0,25050.0,1124198.0,8.63,313977,-343390,53983
2009-12-23,25450.0,26100.0,604081.0,9.0,-71292,-35382,152094
2009-12-24,26400.0,26550.0,409159.0,9.15,-165277,2958,148829
2009-12-28,26600.0,26700.0,284018.0,9.2,-41624,23488,16258
2009-12-29,26450.0,26100.0,215605.0,9.0,-25193,5630,22673
2009-12-30,26000.0,27000.0,339095.0,9.31,-113130,24990,83270
2010-01-04,26500.0,26150.0,501777.0,27.92,96371,-57754,10513
2010-01-05,26200.0,26650.0,486044.0,28.45,23853,-51540,27257
2010-01-06,26800.0,26900.0,361758.0,28.72,14459,-43610,28571
2010-01-07,27100.0,27600.0,979653.0,29.46,-268370,177880,84310
2010-01-08,27600.0,26700.0,910915.0,28.5,-23933,53851,-17168
2010-01-11,26600.0,26800.0,383678.0,28.61,-7803,18676,-28123
2010-01-12,27150.0,26450.0,465067.0,28.24,124353,-112666,-14477
2010-01-13,26200.0,25050.0,1040653.0,26.74,424482,-356392,-82990
2010-01-14,25300.0,25600.0,333138.0,27.33,-3280,18300,-17760
2010-01-15,25700.0,25500.0,454212.0,27.22,111957,-48500,-55357
2010-01-18,25350.0,25650.0,446335.0,27.38,98289,-136262,20383
2010-01-19,25700.0,25550.0,327774.0,27.28,57307,-45867,-14510
2010-01-20,25650.0,25950.0,514699.0,27.7,-60650,-43890,105030
2010-01-21,25800.0,25550.0,319212.0,27.28,70975,-115396,37611
2010-01-22,25050.0,24700.0,602060.0,26.37,302918,-254990,-51978
2010-01-25,24250.0,24250.0,552159.0,25.89,244139,-257440,12011
2010-01-26,24450.0,23550.0,445354.0,25.14,144539,-141755,-14379
2010-01-27,23500.0,23600.0,251169.0,25.19,8823,-21633,8900
2010-01-28,23500.0,23200.0,373132.0,24.77,86460,-25840,-56290
2010-01-29,22700.0,23000.0,351846.0,24.55,-70266,-2744,72660
2010-02-01,22900.0,22500.0,282572.0,24.02,44382,-8683,-37269
2010-02-02,22850.0,22300.0,282270.0,23.81,45595,-79015,37710
2010-02-03,22600.0,22850.0,233576.0,24.39,19258,-48150,38292
2010-02-04,22850.0,22600.0,156926.0,24.13,46510,-15430,-14240
2010-02-05,21800.0,21650.0,278795.0,23.11,22231,-1820,-21421
2010-02-08,21650.0,21400.0,182899.0,22.85,-25791,21180,4921
2010-02-09,21050.0,21500.0,232484.0,22.95,45118,-23390,-18438
2010-02-10,21750.0,21150.0,248809.0,22.58,89929,-63000,-26229
2010-02-11,21150.0,22200.0,369956.0,23.7,-70917,23596,42811
2010-02-12,22200.0,21800.0,259917.0,23.27,101400,-43100,-77280
2010-02-16,21900.0,22550.0,256396.0,24.07,-34080,38740,-11280
2010-02-17,22800.0,22550.0,331023.0,24.07,-20077,9640,8347
2010-02-18,22700.0,23200.0,317809.0,24.77,-63829,12499,55090
2010-02-19,22850.0,22600.0,249068.0,24.13,-659,27360,-23481
2010-02-22,23000.0,23000.0,290972.0,24.55,-26844,1425,19899
2010-02-23,23100.0,23100.0,236849.0,24.66,-15280,19680,-65420
2010-02-24,23100.0,22950.0,210944.0,24.5,-26868,12232,-56104
2010-02-25,22950.0,22250.0,240196.0,23.75,4742,-1721,-66101
2010-02-26,22250.0,22800.0,271138.0,24.34,-8972,-13630,-35098
2010-03-02,22900.0,22850.0,122461.0,24.39,-30338,-3780,31468
2010-03-03,22600.0,22400.0,121759.0,23.91,48709,-49289,3020
2010-03-04,22400.0,22350.0,125256.0,23.86,7980,15210,-19000
2010-03-05,22550.0,23000.0,222910.0,24.55,-97254,81404,940
2010-03-08,23300.0,23150.0,242062.0,24.71,45897,-45130,-1437
2010-03-09,23100.0,22750.0,220791.0,24.29,94699,-80000,-10719
2010-03-10,22950.0,22750.0,222340.0,24.29,70477,-42897,-9180
2010-03-11,22800.0,22800.0,257644.0,24.34,53477,-27386,-26051
2010-03-12,22900.0,23650.0,493465.0,25.25,-23810,40980,13990
2010-03-15,23650.0,23150.0,293936.0,24.71,33156,-14233,-19083
2010-03-16,23200.0,23000.0,169765.0,24.55,8755,-8395,-5510
2010-03-17,23100.0,23400.0,235191.0,24.98,-69758,-4712,75550
2010-03-18,23300.0,23200.0,252911.0,24.77,31459,-6280,-20999
2010-03-19,23200.0,22850.0,408608.0,24.39,44980,-16231,-33239
2010-03-22,22850.0,22550.0,195340.0,24.07,12509,-8350,6481
2010-03-23,22650.0,22500.0,222963.0,24.02,9799,-34160,12020
2010-03-24,22750.0,22450.0,201971.0,23.97,28270,-51460,21790
2010-03-25,22450.0,22500.0,187504.0,24.02,24200,-27520,3500
2010-03-26,22500.0,22550.0,183009.0,24.07,45902,-35072,-3840
2010-03-29,22750.0,23150.0,619588.0,24.71,-52509,45841,14988
2010-03-30,23450.0,23350.0,329316.0,24.93,41,-5090,2489
2010-03-31,23250.0,23000.0,248261.0,24.55,12479,19510,-39709
2010-04-01,23000.0,23600.0,468149.0,25.19,-71212,78103,11489
2010-04-02,23850.0,24350.0,663153.0,25.99,-86881,-16158,26199
2010-04-05,24350.0,23050.0,713252.0,24.61,107936,24234,-128329
2010-04-06,23050.0,22550.0,580344.0,24.07,200369,-52192,-149547
2010-04-07,22450.0,23100.0,345018.0,24.66,-158314,88454,68710
2010-04-08,23200.0,23000.0,319222.0,24.55,11552,6327,-15519
2010-04-09,23000.0,22500.0,368442.0,24.02,161469,-28920,-101119
2010-04-12,22750.0,25500.0,2765804.0,27.22,-381343,514710,-152057
2010-04-13,25250.0,24750.0,941499.0,26.42,-2501,140929,-131588
2010-04-14,24600.0,24800.0,478755.0,26.48,-131560,116190,16030
2010-04-15,25050.0,24850.0,668896.0,26.53,-43960,128360,-74340
2010-04-16,25050.0,24650.0,658670.0,26.31,125400,-63850,-44790
2010-04-19,24100.0,24300.0,387078.0,25.94,-81427,30787,50090
2010-04-20,24550.0,24700.0,427712.0,26.37,-1944,-14296,30540
2010-04-21,24700.0,24750.0,464027.0,26.42,12831,-30011,16380
2010-04-22,24900.0,25000.0,831377.0,26.69,53213,-135833,54800
2010-04-23,25050.0,25250.0,309185.0,26.96,-13760,17320,-1290
2010-04-26,25500.0,25050.0,425679.0,26.74,20022,-30552,41760
2010-04-27,25050.0,25100.0,271170.0,26.8,-13151,8401,3700
2010-04-28,24250.0,24350.0,550869.0,25.99,151158,-20268,-118920
2010-04-29,24500.0,23850.0,554406.0,25.46,120444,-5854,-115280
2010-04-30,24000.0,23400.0,660498.0,24.98,-97586,-44394,136560
2010-05-03,23450.0,23250.0,320765.0,24.82,45220,-64700,8210
2010-05-04,23500.0,23250.0,251988.0,24.82,40891,-40821,10480
2010-05-06,22850.0,23200.0,335911.0,24.77,-78363,560,80303
2010-05-07,22300.0,22050.0,463609.0,23.54,177149,-18129,-169040
2010-05-10,22150.0,22450.0,241736.0,23.97,28322,-9632,-18410
2010-05-11,23000.0,22450.0,289035.0,23.97,15494,-28764,8000
2010-05-12,22350.0,22350.0,261019.0,23.86,-36747,51370,-30203
2010-05-13,22650.0,22450.0,213659.0,23.97,35620,-16780,-15390
2010-05-14,22450.0,22200.0,218430.0,23.7,22310,10630,-28420
2010-05-17,22000.0,21150.0,431126.0,22.58,93001,-3084,-96047
2010-05-18,21250.0,21700.0,275731.0,23.17,-64828,8730,39728
2010-05-19,21400.0,21150.0,194802.0,22.58,54441,4009,-38060
2010-05-20,20850.0,20550.0,272684.0,21.94,13586,-38680,16224
2010-05-24,20200.0,20800.0,211001.0,22.21,-40282,-30068,76440
2010-05-25,20550.0,19800.0,376765.0,21.14,-15880,-48010,64870
2010-05-26,19900.0,19850.0,310874.0,21.19,-22137,4467,17170
2010-05-27,19800.0,20150.0,247506.0,21.51,22961,-25040,-581
2010-05-28,20700.0,20450.0,247242.0,21.83,-2265,-27945,32400
2010-05-31,20700.0,20750.0,131081.0,22.15,-2690,-17630,21300
2010-06-01,20700.0,21200.0,191259.0,22.63,-18890,24540,-5340
2010-06-03,21100.0,21250.0,233226.0,22.68,32447,-4258,-34699
2010-06-04,21200.0,20450.0,372062.0,21.83,161930,-42230,-111530
2010-06-07,19950.0,19900.0,292988.0,21.24,79790,-49570,-33920
2010-06-08,20000.0,20350.0,185103.0,21.72,-40673,44910,-10007
2010-06-09,20350.0,20150.0,191461.0,21.51,27313,-42020,18417
2010-06-10,20250.0,20650.0,270606.0,22.04,-77790,77552,288
2010-06-11,20950.0,21100.0,217949.0,22.53,-52767,-3233,47250
2010-06-14,21350.0,21650.0,240628.0,23.11,-76395,35950,39465
2010-06-15,21600.0,21900.0,231306.0,23.38,-113153,97310,17413
2010-06-16,22000.0,21900.0,144038.0,23.38,-21898,7410,19788
2010-06-17,21700.0,21850.0,124055.0,23.33,-27531,12270,14701
2010-06-18,21800.0,21600.0,195042.0,23.06,-58307,17404,39283
2010-06-21,22050.0,22800.0,535310.0,24.34,-54981,4259,51842
2010-06-22,22650.0,22700.0,251299.0,24.23,7816,723,21
2010-06-23,22400.0,22700.0,200181.0,24.23,-71899,38642,34237
2010-06-24,22600.0,22900.0,202229.0,24.45,-19720,4190,21310
2010-06-25,22600.0,22750.0,179509.0,24.29,-43031,42310,7271
2010-06-28,22750.0,22650.0,118859.0,24.18,-7250,18700,-16610
2010-06-29,22550.0,21950.0,212156.0,23.43,-43970,29800,6470
2010-06-30,21400.0,22000.0,175826.0,23.49,-849,13320,-8410
2010-07-01,21700.0,21550.0,154372.0,23.01,27122,-4680,648
2010-07-02,21400.0,21550.0,121824.0,23.01,-10190,5450,8070
2010-07-05,21550.0,22000.0,168029.0,23.49,15425,-10750,-4205
2010-07-06,21900.0,21800.0,248658.0,23.27,67327,6543,-75160
2010-07-07,21750.0,21800.0,127727.0,23.27,29210,-10030,-21180
2010-07-08,22000.0,22250.0,245698.0,23.75,-24703,17053,-1090
2010-07-09,22500.0,22450.0,174487.0,23.97,-7072,-6888,3340
2010-07-12,22700.0,22650.0,162570.0,24.18,-42470,39110,10470
2010-07-13,22500.0,22450.0,164689.0,23.97,-58022,21042,21010
2010-07-14,22700.0,23600.0,727854.0,25.19,-284084,181740,103434
2010-07-15,23500.0,23250.0,310255.0,24.82,10110,-25340,15020
2010-07-16,23450.0,24000.0,547875.0,25.62,-72252,49660,23252
2010-07-19,23700.0,23900.0,364098.0,25.51,-33162,52872,-18820
2010-07-20,23900.0,24600.0,592018.0,26.26,-234821,207660,31101
2010-07-21,24850.0,24600.0,604819.0,26.26,-248770,113250,146580
2010-07-22,24600.0,24150.0,319984.0,25.78,-22069,-25111,30350
2010-07-23,24450.0,24750.0,410086.0,26.42,-175560,77210,70680
2010-07-26,24900.0,24950.0,348444.0,26.63,-107313,61923,54240
2010-07-27,24950.0,24400.0,320772.0,26.05,29343,-47433,22400
2010-07-28,24400.0,24400.0,246370.0,26.05,-68365,26826,27059
2010-07-29,24400.0,24700.0,230197.0,26.37,-72093,9602,25891
2010-07-30,24700.0,24000.0,315282.0,25.62,25025,-34035,9420
2010-08-02,24000.0,24100.0,199218.0,25.73,-3146,-10184,12430
2010-08-03,24250.0,24300.0,155851.0,25.94,-16017,-16810,33347
2010-08-04,24300.0,25400.0,869815.0,27.12,-176115,118197,52798
2010-08-05,25700.0,25500.0,494074.0,27.22,5748,-24880,15852
2010-08-06,25500.0,25200.0,268412.0,26.9,-12939,5719,2280
2010-08-09,25300.0,25750.0,482756.0,27.49,13770,-12470,-51320
2010-08-10,25400.0,25550.0,337443.0,27.28,-28920,29710,1410
2010-08-11,25500.0,24700.0,344685.0,26.37,23173,65487,-76400
2010-08-12,24100.0,23450.0,444967.0,25.03,103282,-62052,-31780
2010-08-13,23800.0,24500.0,349839.0,26.15,-100509,20049,80220
2010-08-16,24350.0,24400.0,167195.0,26.05,-13270,-3080,5940
2010-08-17,24050.0,25000.0,289073.0,26.69,-67024,50494,-860
2010-08-18,24800.0,25350.0,608724.0,27.06,-297714,213354,101400
2010-08-19,25450.0,25250.0,350985.0,26.96,-63982,63252,-20050
2010-08-20,24950.0,24150.0,578389.0,25.78,150377,-165037,6120
2010-08-23,24150.0,24250.0,277366.0,25.89,-93774,34424,60480
2010-08-24,24300.0,24200.0,187478.0,25.83,-23042,10170,19702
2010-08-25,24000.0,24000.0,215748.0,25.62,-50158,24240,25718
2010-08-26,24200.0,23250.0,315477.0,24.82,35687,-7792,3385
2010-08-27,23050.0,22900.0,265907.0,24.45,27160,-36320,20400
2010-08-30,23000.0,24200.0,330622.0,25.83,-56590,84580,12190
2010-08-31,23800.0,24000.0,187151.0,25.62,-1778,-25315,32373
2010-09-01,24050.0,24300.0,244312.0,25.94,16998,-5958,-24100
2010-09-02,24550.0,24250.0,163084.0,25.89,-53347,33247,16550
2010-09-03,24550.0,24650.0,262405.0,26.31,-56330,-13630,68080
2010-09-06,24800.0,24200.0,168738.0,25.83,-11323,9873,1270
2010-09-07,24500.0,24900.0,532145.0,26.58,-70154,67960,9034
2010-09-08,24850.0,24450.0,159719.0,26.1,11402,-18022,5110
2010-09-09,24500.0,23500.0,760138.0,25.09,166544,-41350,-87754
2010-09-10,23500.0,23700.0,306579.0,25.3,-78185,5225,93470
2010-09-13,24200.0,25000.0,669962.0,26.69,-112442,51392,63010
2010-09-14,25300.0,25100.0,563512.0,26.8,25336,-36242,7746
2010-09-15,25350.0,25500.0,539166.0,27.22,-40922,-71373,110295
2010-09-16,25650.0,25250.0,678343.0,26.96,-139461,2051,153910
2010-09-17,25400.0,25750.0,414611.0,27.49,-44957,-17463,72400
2010-09-20,25650.0,25150.0,329061.0,26.85,70680,-40030,-22130
2010-09-24,25200.0,25400.0,327330.0,27.12,-32226,22646,9940
2010-09-27,25650.0,27000.0,1134289.0,28.82,-201884,156605,68730
2010-09-28,26900.0,27200.0,733260.0,29.04,-85257,-7713,91660
2010-09-29,27300.0,27100.0,608156.0,28.93,-69500,44680,21220
2010-09-30,27300.0,27300.0,562457.0,29.14,56904,-96274,39920
2010-10-01,27300.0,27350.0,461917.0,29.2,-126659,59019,32040
2010-10-04,27600.0,26800.0,545406.0,28.61,6790,3640,2460
2010-10-05,26600.0,26800.0,557488.0,28.61,25622,-46410,14398
2010-10-06,27100.0,27850.0,810652.0,29.73,-82699,-26950,120489
2010-10-07,28100.0,28450.0,1011619.0,30.37,-160494,183534,5010
2010-10-08,28500.0,28700.0,734718.0,30.64,-226082,170013,56959
2010-10-11,29000.0,28600.0,636401.0,30.53,-65380,148921,-96241
2010-10-12,28350.0,27650.0,469553.0,29.52,29872,31005,-49187
2010-10-13,27450.0,27750.0,682045.0,29.62,27694,-55072,-9212
2010-10-14,27600.0,27700.0,504456.0,29.57,115328,-120198,-6870
2010-10-15,27900.0,28300.0,383492.0,30.21,-120797,102890,18407
2010-10-18,28100.0,27800.0,296364.0,29.68,-76594,67474,22280
2010-10-19,27800.0,26450.0,518791.0,28.24,82433,-55153,-4810
2010-10-20,26100.0,26700.0,303846.0,28.5,-19754,20411,-4287
2010-10-21,27100.0,26600.0,384879.0,28.4,5010,-3740,9679
2010-10-22,26350.0,27050.0,283570.0,28.88,-109761,60271,42040
2010-10-25,27150.0,27300.0,476733.0,29.14,7279,-29511,12622
2010-10-26,27400.0,27900.0,372565.0,29.78,-120741,109633,16348
2010-10-27,28100.0,26950.0,370673.0,28.77,92381,-53531,-17600
2010-10-28,26650.0,26450.0,280174.0,28.24,-11850,-15770,31410
2010-10-29,26550.0,25900.0,374303.0,27.65,71375,40104,-103679
2010-11-01,25950.0,26300.0,236152.0,28.08,33637,-3457,-44170
