Symbol,현대해상_시가(원),현대해상_종가(원),현대해상_거래량(주),현대해상_PER(IFRS-연결),현대해상_순매수수량(개인)(주),현대해상_순매수수량(기관계)(주),현대해상_순매수수량(외국인계)(주)
2013-04-19,30150.0,30300.0,228641.0,7.32,-33947,-9802,51139
2013-04-22,30300.0,30700.0,157922.0,7.41,-73362,-18571,96193
2013-04-23,30500.0,30650.0,125127.0,7.4,-31033,10619,20714
2013-04-24,30900.0,31400.0,311965.0,7.58,-123587,31367,92520
2013-04-25,31400.0,31450.0,159694.0,7.6,-28746,-1971,30717
2013-04-26,31550.0,31200.0,99005.0,7.54,-28858,17028,11830
2013-04-29,31200.0,30900.0,141362.0,7.46,16648,-25054,7406
2013-04-30,30850.0,31000.0,205978.0,7.49,13119,-1730,-12729
2013-05-02,31000.0,30600.0,239278.0,7.39,26520,-35893,9373
2013-05-03,30450.0,29850.0,378018.0,7.21,121184,-49417,-78127
2013-05-06,29700.0,29350.0,366085.0,7.09,171312,-76546,-97646
2013-05-07,29250.0,29600.0,236262.0,7.15,24655,-22485,-1430
2013-05-08,29650.0,30100.0,297554.0,7.27,-78448,28938,49510
2013-05-09,30100.0,30400.0,200722.0,7.34,-89628,115718,-25190
2013-05-10,30250.0,30000.0,137091.0,7.25,-28234,60794,-30050
2013-05-13,29800.0,30350.0,146707.0,7.33,-25935,35605,-8950
2013-05-14,30600.0,30600.0,201794.0,7.39,-62129,-9361,72200
2013-05-15,30450.0,31600.0,354197.0,7.63,-170320,181640,-12140
2013-05-16,31500.0,31800.0,391893.0,7.68,-27718,30208,-25980
2013-05-20,31700.0,31750.0,233913.0,7.67,-27514,35254,-6240
2013-05-21,31650.0,31850.0,93654.0,7.69,7932,-10828,2426
2013-05-22,31850.0,31550.0,172151.0,7.62,68111,-38235,-25416
2013-05-23,31100.0,30900.0,266001.0,7.46,67417,-58483,-8934
2013-05-24,31050.0,31550.0,219683.0,7.62,-56235,31090,25145
2013-05-27,31550.0,31650.0,144599.0,7.64,-2939,55365,-52426
2013-05-28,31400.0,31800.0,306109.0,7.68,23478,-17508,-14060
2013-05-29,32000.0,32450.0,372192.0,7.84,-74282,57610,11622
2013-05-30,32450.0,32350.0,200422.0,7.81,-48274,60394,-8120
2013-05-31,32650.0,32550.0,215801.0,7.86,8239,-47657,39398
2013-06-03,32500.0,31750.0,216577.0,7.67,55554,-9695,-46809
2013-06-04,31750.0,31150.0,188244.0,7.52,71715,-64963,-7365
2013-06-05,31000.0,30600.0,218062.0,7.39,68879,-23249,-45630
2013-06-07,30100.0,31100.0,205450.0,7.51,-73139,40861,36908
2013-06-10,31100.0,31400.0,155396.0,7.58,-18600,52057,-33877
2013-06-11,31200.0,31300.0,168625.0,7.56,-23090,85055,-61955
2013-06-12,31800.0,31500.0,174951.0,7.61,-40139,53319,-13180
2013-06-13,31400.0,31500.0,220726.0,7.61,-12320,36000,-23960
2013-06-14,31600.0,31100.0,169603.0,7.51,16884,51855,-57789
2013-06-17,31050.0,31500.0,181564.0,7.61,-1648,28101,-26453
2013-06-18,31550.0,31750.0,119028.0,7.67,-6359,32120,-25721
2013-06-19,31550.0,30850.0,178308.0,7.45,53557,-32367,-22550
2013-06-20,30850.0,31250.0,320565.0,7.55,-139997,86786,62261
2013-06-21,30850.0,30700.0,229809.0,7.41,-15397,72713,-57316
2013-06-24,30550.0,29900.0,248446.0,7.22,40817,-13095,-28792
2013-06-25,29550.0,29250.0,289353.0,7.06,-11367,101821,-90874
2013-06-26,29300.0,30200.0,291241.0,7.29,-100743,16713,83680
2013-06-27,30450.0,30350.0,146879.0,7.33,-7061,-33299,37930
2013-06-28,30700.0,30300.0,347435.0,7.32,33759,-43231,10682
2013-07-01,30200.0,30000.0,129701.0,7.25,31440,-32770,1750
2013-07-02,30150.0,30550.0,128247.0,7.38,-39303,-21987,59730
2013-07-03,30800.0,30600.0,249004.0,7.39,-24060,-29190,44560
2013-07-04,30650.0,31050.0,126124.0,7.5,-35277,61677,-16020
2013-07-05,31300.0,30950.0,122113.0,7.48,15639,5041,-20190
2013-07-08,30600.0,30650.0,140660.0,7.4,-2265,6948,-4603
2013-07-09,30850.0,30550.0,120447.0,7.38,7449,14563,-22012
2013-07-10,30700.0,30500.0,168377.0,7.37,2351,12699,-8640
2013-07-11,30550.0,30850.0,140323.0,7.45,-26378,20868,17970
2013-07-12,30850.0,30950.0,113986.0,7.48,-10075,-10091,23816
2013-07-15,31100.0,31150.0,201041.0,7.52,-7810,-16830,27640
2013-07-16,31150.0,31250.0,302006.0,7.55,-51466,18376,52150
2013-07-17,31700.0,31250.0,188535.0,7.55,-19229,-9381,29270
2013-07-18,31550.0,31250.0,180293.0,7.55,-20601,24526,-275
2013-07-19,31250.0,31200.0,216748.0,7.54,-92476,43737,51829
2013-07-22,31250.0,31300.0,186391.0,7.56,-30031,-39721,76910
2013-07-23,31600.0,31700.0,105604.0,7.66,-20780,-36160,59760
2013-07-24,31500.0,31450.0,110938.0,7.6,-1310,5492,-2242
2013-07-25,31300.0,31500.0,82488.0,7.61,-18303,39025,-18572
2013-07-26,31300.0,31400.0,69646.0,7.58,-9678,21418,-9500
2013-07-29,31400.0,31250.0,69772.0,7.55,10040,-56,-9294
2013-07-30,31250.0,31250.0,75431.0,7.55,-9124,-3516,15430
2013-07-31,31250.0,30800.0,92002.0,7.44,21829,-17194,-4655
2013-08-01,31050.0,31500.0,283375.0,7.61,-48709,64144,12075
2013-08-02,31800.0,31850.0,179974.0,7.69,-20460,11660,11830
2013-08-05,31700.0,31800.0,109636.0,7.68,29198,-40308,14310
2013-08-06,31700.0,31450.0,172855.0,7.6,55779,-60109,2440
2013-08-07,31100.0,30800.0,220722.0,7.44,37747,-8017,-28940
2013-08-08,30850.0,31000.0,132047.0,7.49,-10684,2189,14265
2013-08-09,31200.0,31200.0,163711.0,7.54,-48177,81797,-29280
2013-08-12,31200.0,30600.0,153242.0,7.39,74627,-42317,-32310
2013-08-13,30650.0,30850.0,160466.0,7.45,9679,-33750,30141
2013-08-14,30900.0,29900.0,311354.0,7.22,161133,-59693,-99500
2013-08-16,29700.0,30150.0,163064.0,7.28,-1765,29562,-27797
2013-08-19,30300.0,29950.0,122344.0,7.23,40574,-36244,-5020
2013-08-20,29750.0,30000.0,183917.0,7.25,-14379,539,14100
2013-08-21,30200.0,29800.0,117150.0,7.2,26980,-30910,3930
2013-08-22,29600.0,29950.0,110498.0,7.23,-16757,-4466,20813
2013-08-23,29600.0,30100.0,151209.0,7.27,-4234,10730,-6526
2013-08-26,30000.0,29650.0,215927.0,7.16,58671,-84001,25480
2013-08-27,29400.0,29400.0,276182.0,7.1,101547,-118797,16740
2013-08-28,29050.0,29000.0,268884.0,7.0,31320,-134770,103450
2013-08-29,29150.0,29000.0,226814.0,7.0,47739,-123518,78179
2013-08-30,29200.0,29600.0,285362.0,7.15,-66449,880,98679
2013-09-02,29450.0,29200.0,271993.0,7.05,35693,-70353,46220
2013-09-03,29200.0,29350.0,173360.0,7.09,10969,-66879,70070
2013-09-04,29150.0,29000.0,272206.0,7.0,58419,12241,-70660
2013-09-05,28950.0,29300.0,256711.0,7.08,20528,4602,-20360
2013-09-06,29500.0,29250.0,175177.0,7.06,-12855,19405,-6550
2013-09-09,29250.0,29100.0,362102.0,7.03,157037,-12397,-126940
2013-09-10,29150.0,28900.0,813708.0,6.98,244129,29981,-270090
2013-09-11,28750.0,29050.0,503974.0,7.02,-11171,85062,-74191
2013-09-12,28900.0,29100.0,289521.0,7.03,16314,67054,-84048
2013-09-13,29200.0,29300.0,215276.0,7.08,-33179,69866,-37157
2013-09-16,29450.0,29400.0,205469.0,7.1,-31571,48986,-17275
2013-09-17,29300.0,29600.0,301120.0,7.15,-71421,71943,-2432
2013-09-23,29600.0,29700.0,299872.0,7.17,-15148,-7013,21761
2013-09-24,29650.0,29600.0,132568.0,7.15,-21538,-15452,36880
2013-09-25,29400.0,29500.0,256959.0,7.13,20571,-4919,-15752
2013-09-26,29250.0,29450.0,234128.0,7.11,44561,-3141,-44510
2013-09-27,29400.0,29400.0,101802.0,7.1,-25466,1888,23478
2013-09-30,29100.0,29250.0,165901.0,7.06,1530,18410,-20700
2013-10-01,29050.0,29350.0,225111.0,7.09,3131,-41341,38210
2013-10-02,29300.0,29050.0,297997.0,7.02,73965,-116985,39040
2013-10-04,29050.0,29300.0,348883.0,7.08,-29437,-143603,168280
2013-10-07,29100.0,29000.0,224359.0,7.0,48286,-70639,23753
2013-10-08,29000.0,28750.0,165408.0,6.94,26231,-18054,-8277
2013-10-10,28900.0,29150.0,193905.0,7.04,-47881,-28359,77960
2013-10-11,29150.0,29000.0,285252.0,7.0,53674,-77374,22600
2013-10-14,28850.0,28850.0,126247.0,6.97,29673,-45453,15780
2013-10-15,28800.0,28450.0,261885.0,6.87,69644,-58194,70
2013-10-16,28400.0,28100.0,334635.0,6.79,99379,-136570,36991
2013-10-17,28300.0,27950.0,187540.0,6.75,44795,-51328,5683
2013-10-18,27850.0,28450.0,122358.0,6.87,-29667,9497,19710
2013-10-21,28500.0,29150.0,186273.0,7.04,-102550,71890,13550
2013-10-22,29050.0,29650.0,334471.0,7.16,-185571,162531,17830
2013-10-23,29650.0,29800.0,164280.0,7.2,-92860,57090,34880
2013-10-24,29600.0,29800.0,181012.0,7.2,9903,-29943,20420
2013-10-25,29850.0,30500.0,429700.0,7.37,-204776,114316,89270
2013-10-28,30500.0,30550.0,276667.0,7.38,-127990,124630,-17370
2013-10-29,30600.0,30700.0,283670.0,7.41,-76480,58460,13540
2013-10-30,30600.0,31200.0,162240.0,7.54,-96686,70616,18480
2013-10-31,31200.0,30350.0,195610.0,7.33,-974,40735,-49661
2013-11-01,30350.0,31000.0,296802.0,7.49,-114067,101657,13620
2013-11-04,30950.0,30750.0,172237.0,7.43,-31119,37439,-2450
2013-11-05,31000.0,30900.0,127404.0,7.46,-15377,2330,8747
2013-11-06,30600.0,30750.0,239804.0,7.43,48193,31484,-87457
2013-11-07,30500.0,30750.0,191355.0,7.43,-21340,96830,-76540
2013-11-08,30750.0,30300.0,267365.0,7.32,29387,118386,-145829
2013-11-11,30050.0,29900.0,161983.0,7.22,34193,56138,-93181
2013-11-12,29900.0,30150.0,306757.0,7.28,35110,-30280,-11820
2013-11-13,30150.0,29950.0,189805.0,7.23,12818,18662,-32020
2013-11-14,29700.0,29850.0,258434.0,7.21,41647,72063,-116330
2013-11-15,29850.0,30350.0,289251.0,7.33,-6739,-40951,46260
2013-11-18,30700.0,30100.0,265623.0,7.27,-5562,21612,-16050
2013-11-19,30400.0,31350.0,1004424.0,7.57,-84115,253445,-182580
2013-11-20,31350.0,32000.0,803257.0,7.73,-78988,-224462,305160
2013-11-21,31750.0,31400.0,299219.0,7.58,14023,17487,-31680
2013-11-22,31300.0,32100.0,289012.0,7.75,-33846,49025,-19369
2013-11-25,32100.0,32100.0,200325.0,7.75,-6437,72399,-71842
2013-11-26,31700.0,33050.0,887672.0,7.98,-6105,-127385,122960
2013-11-27,33100.0,32450.0,264211.0,7.84,52726,-69289,14413
2013-11-28,32450.0,32150.0,228166.0,7.77,14673,-47925,33802
2013-11-29,32200.0,31950.0,199122.0,7.72,5747,-17717,8550
2013-12-02,32100.0,31850.0,193864.0,7.69,14786,-41249,13883
2013-12-03,31500.0,32050.0,211241.0,7.74,-2930,-4648,7178
2013-12-04,32050.0,31700.0,106839.0,7.66,1768,41002,-44690
2013-12-05,31750.0,31600.0,178822.0,7.63,3452,6388,-22010
2013-12-06,31650.0,31200.0,164879.0,7.54,17693,4757,-22600
2013-12-09,31300.0,31100.0,113241.0,7.51,6163,9087,-15480
2013-12-10,31450.0,30850.0,139467.0,7.45,-754,45764,-45330
2013-12-11,30800.0,30550.0,146335.0,7.38,21540,27640,-49180
2013-12-12,30500.0,30900.0,154187.0,7.46,-14590,1091,12549
2013-12-13,30900.0,30800.0,230312.0,7.44,33427,-2562,-31895
2013-12-16,30600.0,30250.0,197351.0,7.31,20389,-1328,-20021
2013-12-17,30300.0,30700.0,203675.0,7.41,-10121,-199,11850
2013-12-18,30550.0,30150.0,338860.0,7.28,39540,125340,-166760
2013-12-19,30400.0,31050.0,272648.0,7.5,-43865,47225,-10110
2013-12-20,31300.0,31700.0,337510.0,7.66,-32175,-1695,32640
2013-12-23,31550.0,31600.0,298590.0,7.63,5216,65384,-66940
2013-12-24,31950.0,31700.0,220624.0,7.66,-15606,8496,7690
2013-12-26,31850.0,31800.0,213034.0,7.68,-36652,-6408,43870
2013-12-27,31500.0,32050.0,165015.0,7.74,-23644,39244,-5410
2013-12-30,32200.0,32500.0,269351.0,7.85,-40279,73489,-52810
2014-01-02,32500.0,32500.0,216112.0,13.93,-42708,28838,12810
2014-01-03,32250.0,31800.0,166043.0,13.63,17991,52649,-70640
2014-01-06,31800.0,31800.0,215171.0,13.63,35816,13762,-54188
2014-01-07,31800.0,32600.0,318675.0,13.97,-45221,12211,33360
2014-01-08,32600.0,32350.0,205888.0,13.86,32903,-7783,-25360
2014-01-09,32400.0,33200.0,323763.0,14.23,-28173,32007,-4974
2014-01-10,32500.0,32050.0,613371.0,13.73,57155,312165,-374000
2014-01-13,32000.0,31950.0,141711.0,13.69,-7415,27555,-20390
2014-01-14,31700.0,31650.0,201482.0,13.56,2887,93993,-96750
2014-01-15,31900.0,31700.0,236556.0,13.58,200,56837,-63457
2014-01-16,31750.0,31550.0,221274.0,13.52,22502,75248,-97750
2014-01-17,31600.0,31500.0,176505.0,13.5,8551,68276,-73487
2014-01-20,31300.0,31350.0,109760.0,13.43,5094,37656,-39250
2014-01-21,31000.0,31000.0,188325.0,13.28,47361,65749,-86710
2014-01-22,30700.0,31350.0,137885.0,13.43,-9217,32977,-24060
2014-01-23,31300.0,31100.0,286192.0,13.33,36531,87219,-118330
2014-01-24,30900.0,30900.0,173700.0,13.24,8946,76033,-84129
2014-01-27,30300.0,30500.0,165722.0,13.07,-5169,77945,-72666
2014-01-28,30400.0,30650.0,136008.0,13.13,28606,46479,-79425
2014-01-29,30650.0,31100.0,317510.0,13.33,12180,-8970,-3210
2014-02-03,30900.0,30250.0,248699.0,12.96,70387,24933,-109470
2014-02-04,29850.0,30100.0,205811.0,12.9,-13034,52104,-38810
2014-02-05,30300.0,30450.0,231664.0,13.05,-8224,55006,-46782
2014-02-06,30350.0,30200.0,248981.0,12.94,10394,8782,-19786
2014-02-07,30350.0,30400.0,185766.0,13.03,-28347,4723,23624
2014-02-10,30450.0,30250.0,194429.0,12.96,-21064,25394,5250
2014-02-11,30300.0,30200.0,185310.0,12.94,-30154,80814,-48950
2014-02-12,30250.0,30850.0,191182.0,13.22,-70219,87385,-16980
2014-02-13,30800.0,30500.0,268709.0,13.07,19977,18059,-26506
2014-02-14,30600.0,30300.0,267387.0,12.98,-29555,81925,-63420
2014-02-17,30250.0,29700.0,388539.0,12.73,101386,-62256,-37380
2014-02-18,29500.0,29000.0,609366.0,12.43,59870,-27940,-1620
2014-02-19,29150.0,29100.0,292410.0,12.47,-34925,115915,-75510
2014-02-20,29200.0,28900.0,327471.0,12.38,21316,32013,-52319
2014-02-21,28950.0,28850.0,346761.0,12.36,78925,-19425,-66490
2014-02-24,28900.0,28650.0,149457.0,12.28,17380,21490,-38320
2014-02-25,28700.0,29200.0,348641.0,12.51,-25313,95483,-71160
2014-02-26,29200.0,29250.0,203056.0,12.53,3570,39314,-42184
2014-02-27,29250.0,29150.0,174434.0,12.49,1020,28420,-30620
2014-02-28,29000.0,29100.0,236317.0,12.47,-7983,41493,-34340
2014-03-03,29400.0,29150.0,214437.0,12.49,10206,54684,-67110
2014-03-04,29000.0,29200.0,213825.0,12.51,6312,92048,-105500
2014-03-05,29150.0,28850.0,245306.0,12.36,85700,63700,-160460
2014-03-06,28900.0,29300.0,300174.0,12.55,-31563,111043,-82780
2014-03-07,29400.0,29350.0,310676.0,12.58,-61895,208335,-151580
2014-03-10,29400.0,29300.0,282363.0,12.55,-34530,170923,-147383
2014-03-11,29350.0,30150.0,361032.0,12.92,-80664,87304,-8120
2014-03-12,30150.0,30100.0,251383.0,12.9,-74493,130777,-57004
2014-03-13,30100.0,29800.0,244687.0,12.77,9514,127706,-144060
2014-03-14,29500.0,29600.0,235874.0,12.68,2184,159706,-161910
2014-03-17,29600.0,29600.0,149749.0,12.68,10600,39337,-50167
2014-03-18,29700.0,29600.0,135316.0,12.68,23053,19237,-42510
2014-03-19,29600.0,29750.0,111353.0,12.75,-26377,60767,-33190
2014-03-20,29900.0,29550.0,205476.0,12.66,15636,92392,-108168
2014-03-21,29600.0,30200.0,393022.0,12.94,-113415,169512,-51557
2014-03-24,30450.0,30300.0,255554.0,12.98,-6298,-27102,36110
2014-03-25,30300.0,30150.0,347831.0,12.92,-8662,-52558,63080
2014-03-26,30300.0,30400.0,231775.0,13.03,-11739,-32381,43390
2014-03-27,30600.0,30500.0,194612.0,13.07,-20749,-29661,46030
2014-03-28,30450.0,30750.0,169271.0,13.18,-32926,-17354,49860
2014-03-31,30900.0,30700.0,255425.0,13.15,-4978,-4230,18578
2014-04-01,30500.0,30150.0,391437.0,12.92,84182,-29615,-61777
2014-04-02,30200.0,30150.0,295706.0,12.92,-10434,-24346,22140
2014-04-03,30050.0,29850.0,176524.0,12.79,19192,4333,-28805
2014-04-04,29900.0,29800.0,267466.0,12.77,20411,-50361,29950
2014-04-07,29600.0,29750.0,205480.0,12.75,53037,-53747,-1570
2014-04-08,29550.0,29300.0,240018.0,12.55,100244,-123954,10070
2014-04-09,29400.0,29550.0,191676.0,12.66,10109,-93059,82950
2014-04-10,29650.0,29700.0,252562.0,12.73,35983,-77533,23910
2014-04-11,29250.0,29600.0,261535.0,12.68,61703,-50234,-21229
2014-04-14,29400.0,29400.0,186278.0,12.6,64809,-53229,-13050
2014-04-15,29400.0,29450.0,167627.0,12.62,-37199,13079,24120
2014-04-16,29400.0,29300.0,133125.0,12.55,27320,-32910,310
2014-04-17,29300.0,29300.0,294378.0,12.55,31956,-34956,4200
2014-04-18,29400.0,29150.0,172302.0,12.49,72779,-83969,12160
2014-04-21,29200.0,29150.0,73009.0,12.49,9912,-16428,6396
2014-04-22,29100.0,29150.0,148532.0,12.49,-40691,11455,15066
2014-04-23,29200.0,29400.0,196124.0,12.6,-36020,11137,25030
2014-04-24,29400.0,29550.0,280490.0,12.66,-74961,159031,-89240
2014-04-25,29550.0,29500.0,249298.0,12.64,-115274,153974,-30830
2014-04-28,29500.0,29800.0,154991.0,12.77,-49293,78413,-29800
2014-04-29,29750.0,30250.0,283737.0,12.96,-145072,120792,27270
2014-04-30,30200.0,30300.0,254309.0,12.98,-28271,-8259,36540
2014-05-02,30150.0,29850.0,265607.0,12.79,12227,-18573,6346
2014-05-07,30000.0,30000.0,159138.0,12.85,-39720,37190,2480
2014-05-08,29600.0,29800.0,181829.0,12.77,10314,-25207,10333
2014-05-09,29800.0,29700.0,152356.0,12.73,11559,-11759,-2870
2014-05-12,29600.0,29500.0,95292.0,12.64,17963,-9333,-16130
2014-05-13,29200.0,29250.0,221384.0,12.53,54982,47098,-106130
2014-05-14,29250.0,29750.0,275221.0,12.75,-25966,16486,8490
2014-05-15,29600.0,29850.0,118437.0,12.79,-15909,14099,1500
2014-05-16,29950.0,29700.0,190431.0,12.73,4519,-110609,106550
2014-05-19,29800.0,29600.0,182627.0,12.68,18041,-43381,25340
2014-05-20,29400.0,29250.0,231626.0,12.53,91359,-77307,-17052
2014-05-21,29250.0,29150.0,188837.0,12.49,53179,-81319,28940
2014-05-22,29150.0,29300.0,252640.0,12.55,36498,-81720,47662
2014-05-23,29100.0,29550.0,233408.0,12.66,-69127,-68393,138990
2014-05-26,29550.0,29150.0,280441.0,12.49,96789,-65909,-8560
2014-05-27,29150.0,28950.0,155395.0,12.4,38500,-15910,-20470
2014-05-28,29100.0,29250.0,146956.0,12.53,-53500,6170,46690
2014-05-29,29150.0,29250.0,128011.0,12.53,24120,7170,-29310
2014-05-30,29250.0,28950.0,239060.0,12.4,20034,15377,-35211
2014-06-02,28900.0,29150.0,197945.0,12.49,2229,-7164,3276
2014-06-03,29200.0,29250.0,221313.0,12.53,-43332,-34280,75647
2014-06-05,29000.0,29200.0,194571.0,12.51,27939,-22628,-8258
2014-06-09,28900.0,28900.0,165222.0,12.38,12860,41954,-51534
2014-06-10,29000.0,29150.0,181939.0,12.49,4478,-30353,25867
2014-06-11,29150.0,29300.0,158931.0,12.55,-30992,-5920,36889
2014-06-12,29300.0,29350.0,205007.0,12.58,-35152,-18149,37283
2014-06-13,29450.0,29450.0,169208.0,12.62,-55324,8022,46302
2014-06-16,29350.0,29150.0,175037.0,12.49,33410,10871,-45687
2014-06-17,29150.0,28950.0,214883.0,12.4,59374,-74265,14842
2014-06-18,29100.0,29200.0,282499.0,12.51,-49566,-69549,105675
2014-06-19,29200.0,28850.0,253497.0,12.36,99217,-83733,-28828
2014-06-20,28750.0,28850.0,184200.0,12.36,32696,-49963,17858
2014-06-23,28850.0,28600.0,134368.0,12.25,27037,-33481,7487
2014-06-24,28500.0,28600.0,268940.0,12.25,8582,29451,-3289
2014-06-25,28650.0,28700.0,156298.0,12.3,-22508,15429,7417
2014-06-26,28750.0,28800.0,184729.0,12.34,-25876,39533,-13568
2014-06-27,28800.0,28650.0,168824.0,12.28,23139,1305,-24734
2014-06-30,28550.0,28850.0,95854.0,12.36,-14096,-8248,21921
2014-07-01,28900.0,28800.0,184158.0,12.34,6099,8560,-30479
2014-07-02,28800.0,28750.0,170022.0,12.32,-745,8902,-8290
2014-07-03,28800.0,28550.0,203059.0,12.23,94954,-76805,-23491
2014-07-04,28600.0,28500.0,123458.0,12.21,25498,-35031,15324
2014-07-07,28550.0,28600.0,92650.0,12.25,-3154,-11373,14450
2014-07-08,28450.0,28450.0,112159.0,12.19,14150,-22111,7880
2014-07-09,28300.0,28550.0,101707.0,12.23,9116,-37091,27975
2014-07-10,28500.0,28450.0,158765.0,12.19,25965,-73989,43030
2014-07-11,28400.0,28200.0,192000.0,12.08,-5639,14931,-6826
2014-07-14,28200.0,27900.0,211473.0,11.96,6613,14151,-20407
2014-07-15,27950.0,28050.0,166207.0,12.02,38323,-36817,-1738
2014-07-16,28050.0,28350.0,233700.0,12.15,-35657,44162,-10796
2014-07-17,28350.0,28350.0,138731.0,12.15,-867,-29212,29842
2014-07-18,28200.0,28050.0,196814.0,12.02,49653,-68420,20640
2014-07-21,28050.0,28100.0,183441.0,12.04,-3984,1883,2630
2014-07-22,28050.0,28300.0,129803.0,12.13,-30184,30896,-2990
2014-07-23,28300.0,28250.0,114783.0,12.1,21001,-29211,7765
2014-07-24,28250.0,28250.0,186582.0,12.1,-10126,-759,10651
2014-07-25,28150.0,28250.0,183717.0,12.1,-8711,31840,-23129
2014-07-28,28200.0,29300.0,467178.0,12.55,-161667,155561,6192
2014-07-29,29500.0,29200.0,404732.0,12.51,-33854,38520,-14598
2014-07-30,29100.0,29650.0,683855.0,12.7,-108118,162565,-69388
2014-07-31,29700.0,30500.0,714704.0,13.07,-163493,183472,-6967
2014-08-01,30150.0,30750.0,372328.0,13.18,-141340,197790,-64776
2014-08-04,30650.0,30750.0,347706.0,13.18,-18523,12192,9982
2014-08-05,30900.0,31000.0,311576.0,13.28,-84298,66541,23137
2014-08-06,31050.0,31050.0,281804.0,13.3,-26530,3867,35163
2014-08-07,31050.0,31200.0,185493.0,13.37,-36253,42995,-6742
2014-08-08,31200.0,31150.0,229166.0,13.35,10431,-17547,8443
2014-08-11,31150.0,31000.0,189379.0,13.28,-7292,21432,-11535
2014-08-12,31000.0,30950.0,172210.0,13.26,-19115,-5021,19136
2014-08-13,30950.0,31100.0,215843.0,13.33,-11830,-96545,117611
2014-08-14,31100.0,31500.0,213491.0,13.5,-30449,392,29804
2014-08-18,31500.0,30950.0,159287.0,13.26,2446,-8311,6748
2014-08-19,30750.0,31550.0,270659.0,13.52,-59503,70037,1492
2014-08-20,31400.0,31800.0,238691.0,13.63,-44871,43032,27131
2014-08-21,31550.0,32200.0,237936.0,13.8,-7324,15756,6962
2014-08-22,32050.0,32150.0,202461.0,13.78,-6045,38214,-22277
2014-08-25,32000.0,31350.0,202497.0,13.43,28839,-10078,-18590
2014-08-26,31250.0,31550.0,189414.0,13.52,-30264,-10801,44136
2014-08-27,31550.0,32400.0,332797.0,13.88,-102121,120100,-1619
2014-08-28,32400.0,31500.0,242240.0,13.5,56967,-4762,-50972
2014-08-29,31500.0,31150.0,247954.0,13.35,4649,-76458,72076
2014-09-01,31150.0,31500.0,185255.0,13.5,-33322,23372,2108
2014-09-02,31300.0,31200.0,62079.0,13.37,6352,-8614,2522
2014-09-03,31200.0,31250.0,121963.0,13.39,-6788,21916,-14861
2014-09-04,31200.0,31150.0,243641.0,13.35,12930,-66078,50787
2014-09-05,31000.0,31150.0,284550.0,13.35,-9972,-71579,26058
2014-09-11,30850.0,31250.0,263029.0,13.39,-14164,71369,-57205
2014-09-12,30900.0,31100.0,127181.0,13.33,6172,20605,-40181
2014-09-15,31100.0,30600.0,80294.0,13.11,17841,-28709,12268
2014-09-16,30500.0,30650.0,105509.0,13.13,-3185,-39098,43860
2014-09-17,30550.0,30700.0,181253.0,13.15,10443,-11862,3069
2014-09-18,30750.0,30550.0,152121.0,13.09,-19333,12338,7040
2014-09-19,30600.0,30250.0,204243.0,12.96,44378,-53199,10511
2014-09-22,30450.0,30400.0,82876.0,13.03,-14470,-6699,21090
2014-09-23,30550.0,30200.0,104587.0,12.94,9711,-35589,22326
2014-09-24,30100.0,30300.0,124241.0,12.98,-23139,-3626,19733
2014-09-25,30200.0,30000.0,254328.0,12.85,43987,-61169,1996
2014-09-26,29850.0,29800.0,170800.0,12.77,14483,-30818,16808
2014-09-29,29850.0,29500.0,243335.0,12.64,18947,-80352,57708
2014-09-30,29600.0,29100.0,246657.0,12.47,31373,-52471,19337
2014-10-01,29000.0,28600.0,264694.0,12.25,69392,-144364,66198
2014-10-02,28550.0,28750.0,158317.0,12.32,-339,-69149,69481
2014-10-06,28800.0,28700.0,166006.0,12.3,19417,-61141,41309
2014-10-07,28700.0,29100.0,230867.0,12.47,-14115,-64247,80129
2014-10-08,29100.0,28750.0,196384.0,12.32,26770,-60731,44237
2014-10-10,28900.0,28900.0,145595.0,12.38,-4177,-69369,73557
2014-10-13,28700.0,28300.0,160695.0,12.13,55920,-46065,-4813
2014-10-14,28200.0,28150.0,166883.0,12.06,28867,-33690,4850
2014-10-15,28250.0,28150.0,231152.0,12.06,13238,-40815,24906
2014-10-16,28150.0,27800.0,241869.0,11.91,32534,-56021,13441
2014-10-17,27800.0,27400.0,265578.0,11.74,46102,20309,-66411
2014-10-20,27550.0,28050.0,150505.0,12.02,-20883,-27026,45401
2014-10-21,28200.0,27850.0,111873.0,11.93,28658,-30903,-564
2014-10-22,28100.0,27950.0,144132.0,11.98,-6106,-70380,76486
2014-10-23,28000.0,27550.0,187465.0,11.81,54712,-61399,6687
2014-10-24,27600.0,27250.0,231459.0,11.68,31362,-59115,20365
2014-10-27,27250.0,27600.0,161203.0,11.83,-15438,-64699,80124
2014-10-28,27850.0,27400.0,118903.0,11.74,-5785,-41894,48163
2014-10-29,27500.0,27950.0,268236.0,11.98,-25111,-127538,152005
2014-10-30,27850.0,28050.0,147329.0,12.02,10911,-81858,71947
2014-10-31,28050.0,28250.0,231933.0,12.1,16900,-120472,103665
2014-11-03,28350.0,26900.0,479784.0,11.53,167892,-94592,-67506
2014-11-04,26700.0,25950.0,585449.0,11.12,86209,-187585,93642
2014-11-05,26100.0,25950.0,321779.0,11.12,34093,-39892,3799
2014-11-06,26050.0,26150.0,372033.0,11.21,124641,-34066,-92160
2014-11-07,26250.0,25750.0,461156.0,11.03,127703,-73770,-57606
