Symbol,SK네트웍스_시가(원),SK네트웍스_종가(원),SK네트웍스_거래량(주),SK네트웍스_PER(IFRS-연결),SK네트웍스_순매수수량(개인)(주),SK네트웍스_순매수수량(기관계)(주),SK네트웍스_순매수수량(외국인계)(주)
2005-06-02,16100.0,16300.0,53614.0,9.19,24780,-19780,-5000
2005-06-03,16500.0,16300.0,39940.0,9.19,4966,-30,-5836
2005-06-07,16100.0,16200.0,40616.0,9.14,1510,-10,-1500
2005-06-08,15950.0,16100.0,40160.0,9.08,9980,0,-9980
2005-06-09,15900.0,16150.0,40960.0,9.11,-3712,-10,1722
2005-06-10,16350.0,16150.0,40586.0,9.11,14940,-50,-13890
2005-06-13,16150.0,16000.0,31091.0,9.02,656,-6,-650
2005-06-14,16100.0,15900.0,30320.0,8.97,10410,-10,-10400
2005-06-15,15800.0,15800.0,54896.0,8.91,22330,-10,-22320
2005-06-16,15900.0,16000.0,57247.0,9.02,27770,-80,-27690
2005-06-17,16050.0,15750.0,52012.0,8.88,23570,0,-23570
2005-06-20,15600.0,15900.0,31010.0,8.97,9090,-1550,-7540
2005-06-21,15900.0,15550.0,48968.0,8.77,13970,-1600,-12370
2005-06-22,15400.0,15300.0,73550.0,8.63,15170,-4210,-11610
2005-06-23,15200.0,15350.0,68229.0,8.66,17450,-4430,-13020
2005-06-24,15000.0,15050.0,53754.0,8.49,10090,-3010,-6430
2005-06-27,15000.0,15150.0,48485.0,8.54,20280,-5430,-14850
2005-06-28,15000.0,15000.0,64736.0,8.46,2936,7694,-15950
2005-06-29,15000.0,15100.0,42246.0,8.52,15160,0,-12160
2005-06-30,14950.0,15000.0,36431.0,8.46,10034,-30,-8340
2005-07-01,15150.0,15100.0,35486.0,8.52,13486,0,-10150
2005-07-04,15000.0,15050.0,35533.0,8.49,11520,-20,-11500
2005-07-05,15050.0,15500.0,105864.0,8.74,53470,-10010,-43460
2005-07-06,15800.0,15700.0,96686.0,8.86,-420,-10,-1570
2005-07-07,15450.0,15950.0,60490.0,9.0,2905,0,-2905
2005-07-08,15700.0,15800.0,36292.0,8.91,6650,-1480,-5170
2005-07-11,16250.0,16100.0,51008.0,9.08,6860,-20,-6840
2005-07-12,16050.0,15700.0,54730.0,8.86,1300,-10,-1290
2005-07-13,15550.0,15500.0,35966.0,8.74,-2190,5000,-2810
2005-07-14,15450.0,15500.0,35920.0,8.74,-340,-10,350
2005-07-15,15800.0,16350.0,193052.0,9.22,30230,-5050,-26680
2005-07-18,16700.0,17200.0,185191.0,9.7,18084,-34,-21360
2005-07-19,17350.0,17300.0,125493.0,9.76,5929,-39,-6190
2005-07-20,17450.0,17050.0,140520.0,9.62,5352,0,-5352
2005-07-21,17350.0,17200.0,115910.0,9.7,10440,4990,-15430
2005-07-22,17000.0,17000.0,81492.0,9.59,-37590,22220,15370
2005-07-25,16850.0,16750.0,42086.0,9.45,-5168,-12,1180
2005-07-26,16400.0,16700.0,40531.0,9.42,-1870,-30,900
2005-07-27,16800.0,16700.0,63268.0,9.42,-5470,0,340
2005-07-28,16800.0,17000.0,75871.0,9.59,-4530,-10,2540
2005-07-29,17250.0,17000.0,43990.0,9.59,-5940,-10,1680
2005-08-01,16950.0,17350.0,55657.0,9.79,-28,-32,-1260
2005-08-02,17000.0,17050.0,35578.0,9.62,-5180,-30,-410
2005-08-03,17000.0,16500.0,59819.0,9.31,340,-2250,-4070
2005-08-04,16400.0,15950.0,47225.0,9.0,-7780,5280,0
2005-08-05,15900.0,15600.0,36080.0,8.8,3250,0,-250
2005-08-08,15400.0,15600.0,25554.0,8.8,-1050,-10,-440
2005-08-09,15300.0,15800.0,22996.0,8.91,-1800,0,1800
2005-08-10,16000.0,16200.0,14777.0,9.14,-1146,-24,1070
2005-08-11,16200.0,16000.0,22670.0,9.02,20,-10,-10
2005-08-12,16200.0,16550.0,30430.0,9.33,-1430,-10,1440
2005-08-16,16550.0,16100.0,18133.0,9.08,531,-1,-530
2005-08-17,15800.0,15850.0,31866.0,8.94,1754,-14,-2740
2005-08-18,15850.0,15550.0,27667.0,8.77,1112,-20,-1092
2005-08-19,15400.0,15700.0,14460.0,8.86,-800,0,800
2005-08-22,15700.0,15750.0,39360.0,8.88,19160,-20,-19140
2005-08-23,15650.0,15700.0,21150.0,8.86,-70,5290,-5220
2005-08-24,15700.0,15600.0,18940.0,8.8,30,2510,-2540
2005-08-25,15450.0,15700.0,11985.0,8.86,-3760,4240,-480
2005-08-26,15800.0,15600.0,12002.0,8.8,1130,1760,-2890
2005-08-29,15650.0,15300.0,29043.0,8.63,-1810,4000,-2190
2005-08-30,15250.0,15300.0,16373.0,8.63,320,-230,-90
2005-08-31,15150.0,15450.0,7321.0,8.71,480,560,-1040
2005-09-01,15250.0,15050.0,43728.0,8.49,18760,-18880,120
2005-09-02,15050.0,15450.0,26750.0,8.71,470,3680,-4150
2005-09-05,15550.0,15600.0,9560.0,8.8,-580,1100,-520
2005-09-06,15400.0,15550.0,19191.0,8.77,-3620,3100,520
2005-09-07,15750.0,15400.0,22118.0,8.69,9920,-9030,150
2005-09-08,15550.0,15500.0,26933.0,8.74,1080,-1420,1300
2005-09-09,15500.0,15600.0,19166.0,8.8,2830,920,480
2005-09-12,15750.0,15450.0,43835.0,8.71,2116,924,-40
2005-09-13,15350.0,15450.0,17907.0,8.71,-1250,1250,0
2005-09-14,15400.0,15350.0,27380.0,8.66,1070,3100,-3370
2005-09-15,15250.0,15500.0,26696.0,8.74,-2490,1170,4820
2005-09-16,15500.0,15450.0,19902.0,8.71,2170,1040,290
2005-09-20,15500.0,15750.0,69484.0,8.88,3994,806,-2800
2005-09-21,15800.0,16600.0,201849.0,9.36,35604,-234,-29010
2005-09-22,16600.0,16500.0,68827.0,9.31,-1681,1491,-340
2005-09-23,16500.0,17000.0,174894.0,9.59,-47770,31370,19200
2005-09-26,17000.0,17050.0,93461.0,9.62,-2740,1780,-290
2005-09-27,17200.0,16950.0,158673.0,9.56,8952,5140,-8870
2005-09-28,16900.0,16700.0,58964.0,9.42,-4320,2820,1480
2005-09-29,16950.0,16700.0,58510.0,9.42,-1130,1880,360
2005-09-30,16850.0,17000.0,63328.0,9.59,2580,2370,280
2005-10-04,17000.0,17200.0,125362.0,9.7,-2340,1880,-40
2005-10-05,17300.0,16650.0,67366.0,9.39,-5720,5090,140
2005-10-06,16500.0,16300.0,56886.0,9.19,-5610,6060,-1830
2005-10-07,16300.0,16650.0,45528.0,9.39,2500,4680,-7490
2005-10-10,16650.0,16800.0,40019.0,9.48,-4540,2540,1790
2005-10-11,16650.0,17800.0,152061.0,10.04,-14070,-3110,18090
2005-10-12,17900.0,18000.0,221736.0,10.15,-18180,-2020,22200
2005-10-13,18150.0,18250.0,78024.0,10.29,-3059,5009,-1630
2005-10-14,18600.0,17600.0,139694.0,9.93,750,960,-3190
2005-10-17,17600.0,17400.0,116931.0,9.81,3820,4640,-11860
2005-10-18,17200.0,17450.0,37480.0,9.84,3370,500,-3870
2005-10-19,17000.0,16600.0,71298.0,9.36,-6048,6048,0
2005-10-20,16700.0,16550.0,44479.0,9.33,12860,-13410,550
2005-10-21,16400.0,16300.0,77776.0,9.19,-5500,8170,-5170
2005-10-24,16150.0,16700.0,51968.0,9.42,-23560,2000,21560
2005-10-25,17000.0,16500.0,35650.0,9.31,-1650,150,1400
2005-10-26,16600.0,17000.0,43396.0,9.59,-21830,1620,20210
2005-10-27,17000.0,16400.0,45772.0,9.25,7052,6428,-13480
2005-10-28,16150.0,16050.0,31766.0,9.05,-1264,2434,-8420
2005-10-31,16200.0,15750.0,79460.0,8.88,31140,4830,-37570
2005-11-01,15750.0,15750.0,43194.0,8.88,12094,1906,-14200
2005-11-02,15800.0,15850.0,52408.0,8.94,13010,2050,-15060
2005-11-03,15900.0,15400.0,136970.0,8.69,74130,-7640,-66490
2005-11-04,15600.0,15650.0,51062.0,8.83,12070,730,-12800
2005-11-07,15750.0,15750.0,33173.0,8.88,-2710,1020,1690
2005-11-08,15800.0,15900.0,45850.0,8.97,-1980,990,1140
2005-11-09,16000.0,16100.0,39460.0,9.08,-3220,600,620
2005-11-10,15800.0,15850.0,19362.0,8.94,-610,410,200
2005-11-11,15800.0,16150.0,39656.0,9.11,-4380,1980,2400
2005-11-14,16450.0,16000.0,42507.0,9.02,6260,-6260,0
2005-11-15,15900.0,16100.0,25468.0,9.08,-1890,490,1400
2005-11-16,16100.0,16550.0,48908.0,9.33,-1190,1170,20
2005-11-17,16550.0,16700.0,36220.0,9.42,-660,660,0
2005-11-18,16850.0,16200.0,50202.0,9.14,350,-290,-60
2005-11-21,16200.0,16350.0,37320.0,9.22,-1640,780,860
2005-11-22,16350.0,15850.0,55002.0,8.94,10390,680,-16850
2005-11-23,16000.0,16000.0,54266.0,9.02,5240,1050,-5830
2005-11-24,15950.0,16000.0,73656.0,9.02,13560,530,-14090
2005-11-25,16000.0,16050.0,51394.0,9.05,21230,270,-21500
2005-11-28,16150.0,15950.0,45960.0,9.0,5770,860,-10130
2005-11-29,15900.0,16100.0,52923.0,9.08,18781,769,-20550
2005-11-30,16150.0,16400.0,127194.0,9.25,30550,-50,-30500
2005-12-01,16500.0,16300.0,74494.0,9.19,18870,220,-19090
2005-12-02,16400.0,17000.0,186634.0,9.59,44730,6590,-50670
2005-12-05,17150.0,17150.0,263416.0,9.67,62440,1780,-65070
2005-12-06,17350.0,16800.0,79746.0,9.48,-950,120,830
2005-12-07,16850.0,16500.0,68451.0,9.31,2370,70,-2440
2005-12-08,16350.0,16400.0,53138.0,9.25,6530,-60,-4920
2005-12-09,16300.0,15850.0,121942.0,8.94,27390,-7180,-20210
2005-12-12,15900.0,15950.0,77961.0,9.0,3220,1070,-4290
2005-12-13,16200.0,15600.0,160731.0,8.8,5220,1580,-6800
2005-12-14,15750.0,15900.0,87272.0,8.97,-18610,-30,19140
2005-12-15,16100.0,15850.0,28905.0,8.94,-400,30,220
2005-12-16,15400.0,15500.0,56165.0,8.74,314,1636,-1950
2005-12-19,15700.0,15450.0,82067.0,8.71,28705,1023,-30000
2005-12-20,15450.0,15300.0,63470.0,8.63,-3340,250,370
2005-12-21,15400.0,15300.0,63415.0,8.63,-220,180,40
2005-12-22,15400.0,15350.0,63659.0,8.66,2560,-1750,-810
2005-12-23,15350.0,15750.0,43898.0,8.88,-250,-10,260
2005-12-26,15750.0,15550.0,30984.0,8.77,-430,140,290
2005-12-27,15550.0,15550.0,42911.0,8.77,-2190,-990,3180
2005-12-28,15600.0,15400.0,27326.0,8.69,300,-20,-220
2005-12-29,15200.0,15500.0,46944.0,8.74,-4120,3330,790
2006-01-02,15600.0,15500.0,39006.0,8.04,-2568,1418,1150
2006-01-03,15600.0,16050.0,92840.0,8.32,-2320,680,1640
2006-01-04,16050.0,15750.0,51090.0,8.17,40,-1600,1560
2006-01-05,15700.0,15950.0,57668.0,8.27,716,-1506,790
2006-01-06,16100.0,16600.0,113521.0,8.61,-23170,210,22960
2006-01-09,16600.0,16300.0,93692.0,8.45,22590,130,-22830
2006-01-10,16300.0,15700.0,65391.0,8.14,-4509,-721,4120
2006-01-11,15500.0,15550.0,46240.0,8.07,1240,-1010,-230
2006-01-12,15550.0,15700.0,57102.0,8.14,-8090,3980,4110
2006-01-13,15800.0,15900.0,63240.0,8.25,10550,-3700,-6850
2006-01-16,16150.0,15850.0,54506.0,8.22,6660,-20,-6640
2006-01-17,16050.0,15550.0,71302.0,8.07,16230,-9610,-6620
2006-01-18,15500.0,14500.0,129254.0,7.52,20610,-5740,-14870
2006-01-19,14650.0,14650.0,59175.0,7.6,2280,-1000,-60
2006-01-20,14650.0,14450.0,72681.0,7.49,17990,-12950,-5040
2006-01-23,13700.0,13500.0,63150.0,7.0,-480,0,-1520
2006-01-24,13000.0,13550.0,58103.0,7.03,5976,-4516,-1460
2006-01-25,13550.0,14100.0,61360.0,7.31,-3510,1390,5120
2006-01-26,14300.0,13950.0,34423.0,7.24,-2270,300,1780
2006-01-27,14000.0,14000.0,42150.0,7.26,8010,-8010,0
2006-01-31,14000.0,14550.0,56990.0,7.55,-4450,-1520,6160
2006-02-01,14500.0,14000.0,40039.0,7.26,4750,90,-9840
2006-02-02,14050.0,13900.0,27050.0,7.21,1060,-30,-1030
2006-02-03,13700.0,13700.0,32971.0,7.11,2060,-10,-2050
2006-02-06,13500.0,14000.0,32000.0,7.26,7990,-4870,-3120
2006-02-07,14000.0,13900.0,19890.0,7.21,-1240,320,920
2006-02-08,13600.0,13600.0,10316.0,7.05,1640,0,-1940
2006-02-09,13900.0,13950.0,13900.0,7.24,300,0,-300
2006-02-10,13600.0,13900.0,15670.0,7.21,1010,240,-1250
2006-02-13,13900.0,15000.0,319609.0,7.78,27900,6140,-34040
2006-02-14,15400.0,14850.0,148506.0,7.7,5000,-190,-4810
2006-02-15,14850.0,14350.0,64660.0,7.44,3290,310,-3600
2006-02-16,14150.0,13750.0,95394.0,7.13,28004,-26914,-1090
2006-02-17,13750.0,14100.0,43582.0,7.31,-8430,0,8430
2006-02-20,14250.0,13900.0,43230.0,7.21,-1940,0,1940
2006-02-21,13900.0,13800.0,40062.0,7.16,3700,180,-3880
2006-02-22,13800.0,13800.0,32420.0,7.16,-800,120,680
2006-02-23,13950.0,13900.0,28070.0,7.21,-580,0,1080
2006-02-24,13900.0,14350.0,54669.0,7.44,-3592,-8,3600
2006-02-27,14500.0,14300.0,25946.0,7.42,10,-10,0
2006-02-28,14150.0,14050.0,44506.0,7.29,4960,-7120,2160
2006-03-02,14100.0,14250.0,29301.0,7.39,-320,-20,330
2006-03-03,14100.0,13850.0,40580.0,7.18,-50,0,60
2006-03-06,13900.0,13850.0,32070.0,7.18,7970,-6990,-980
2006-03-07,13800.0,13450.0,50472.0,6.98,11600,-5720,-6880
2006-03-08,13300.0,13450.0,26428.0,6.98,-1060,0,60
2006-03-09,13300.0,13600.0,20688.0,7.05,-1070,-10,80
2006-03-10,13500.0,13600.0,19067.0,7.05,-120,-10,130
2006-03-13,13500.0,13750.0,22714.0,7.13,1580,-3360,390
2006-03-14,13700.0,13450.0,18426.0,6.98,-200,-10,210
2006-03-15,13450.0,13550.0,31030.0,7.03,2250,0,-2250
2006-03-16,13550.0,13350.0,29840.0,6.92,5790,0,-8790
2006-03-17,13550.0,13450.0,30342.0,6.98,1350,-110,-1240
2006-03-20,13550.0,14300.0,83031.0,7.42,8240,0,-1810
2006-03-21,14500.0,13900.0,64181.0,7.21,10131,-11,-10120
2006-03-22,13700.0,13900.0,29426.0,7.21,2330,0,-2340
2006-03-23,13900.0,13800.0,46935.0,7.16,2271,-6031,3760
2006-03-24,13800.0,13600.0,28033.0,7.05,-70,0,80
2006-03-27,13500.0,13500.0,30264.0,7.0,10,0,-10
2006-03-28,13500.0,13400.0,36263.0,6.95,9030,-20,-9010
2006-03-29,13550.0,13550.0,15822.0,7.03,470,0,-470
2006-03-30,13550.0,13550.0,23812.0,7.03,-422,-28,450
2006-03-31,13400.0,13950.0,58162.0,7.24,-12500,-10,12510
2006-04-03,14150.0,14050.0,38840.0,7.29,-830,0,830
2006-04-04,14050.0,13900.0,37330.0,7.21,-7450,-20,7470
2006-04-05,14150.0,14200.0,52988.0,7.37,-3840,0,40
2006-04-06,14450.0,14700.0,149632.0,7.62,-506,-54,560
2006-04-07,14700.0,14700.0,54402.0,7.62,-50,-10,60
2006-04-10,14700.0,14150.0,46390.0,7.34,11130,-11260,130
2006-04-11,14250.0,14500.0,30426.0,7.52,-220,0,220
2006-04-12,14400.0,14450.0,19281.0,7.49,-530,-20,550
2006-04-13,14450.0,14700.0,30250.0,7.62,-280,-10,290
2006-04-14,14900.0,15300.0,160621.0,7.94,-22370,21730,-160
2006-04-17,15400.0,15150.0,47411.0,7.86,-4660,5640,-980
2006-04-18,15100.0,15800.0,113341.0,8.19,-4630,7580,-2150
2006-04-19,15800.0,15950.0,107080.0,8.27,4330,0,-630
2006-04-20,15900.0,16100.0,110020.0,8.35,15410,-10,-15400
2006-04-21,16100.0,16000.0,71070.0,8.3,-3660,-20,-320
2006-04-24,15950.0,15650.0,57950.0,8.12,790,0,-790
2006-04-25,15400.0,15550.0,31266.0,8.07,30,-30,0
2006-04-26,15200.0,15300.0,42437.0,7.94,1690,-10,-1680
2006-04-27,15200.0,15800.0,41523.0,8.19,-1450,-20,1470
2006-04-28,16000.0,15300.0,56981.0,7.94,6870,-10,-6860
2006-05-02,15750.0,17000.0,531088.0,8.82,31440,8050,-20230
2006-05-03,17050.0,17900.0,392580.0,9.28,-14800,20750,-2450
2006-05-04,17450.0,17700.0,182520.0,9.18,14610,-13790,-820
2006-05-08,17700.0,17000.0,108245.0,8.82,-3430,-740,-60
2006-05-09,16700.0,16850.0,90940.0,8.74,-4600,-90,6220
2006-05-10,16950.0,16650.0,65360.0,8.64,-120,-1160,1280
2006-05-11,16750.0,17300.0,108940.0,8.97,9970,-5200,-4850
2006-05-12,17050.0,17900.0,116623.0,9.28,760,-1980,1300
2006-05-15,17600.0,16950.0,102435.0,8.79,8300,1000,-5500
2006-05-16,16950.0,16200.0,80932.0,8.4,-5290,0,5290
2006-05-17,16200.0,16000.0,77386.0,8.3,13003,-14063,1060
2006-05-18,15400.0,15550.0,84690.0,8.07,4640,-5470,-3170
2006-05-19,15650.0,16100.0,69331.0,8.35,4320,0,-320
2006-05-22,16000.0,15600.0,56360.0,8.09,-1150,410,840
2006-05-23,15500.0,15650.0,42200.0,8.12,-980,290,-310
2006-05-24,15600.0,15050.0,120251.0,7.81,32530,2140,-34670
2006-05-25,15150.0,14250.0,112068.0,7.39,12560,300,-30380
2006-05-26,14450.0,14600.0,44972.0,7.57,1830,-190,-1640
2006-05-29,14550.0,14450.0,34912.0,7.49,-690,230,460
2006-05-30,14250.0,14000.0,76131.0,7.26,18980,1620,-34080
2006-06-01,14100.0,15000.0,238346.0,7.78,-15370,24810,11550
2006-06-02,15350.0,17250.0,542342.0,8.95,-99239,37179,72250
2006-06-05,17300.0,19650.0,909286.0,10.19,-332036,319966,12890
2006-06-07,19000.0,22000.0,1329628.0,11.41,-320830,366410,-41360
2006-06-08,22200.0,23800.0,1345632.0,12.34,-373624,556744,-205710
2006-06-09,23000.0,22450.0,1235720.0,11.64,-116543,155053,-52500
2006-06-12,21950.0,23100.0,429305.0,11.98,-80430,86290,-7370
2006-06-13,22800.0,24800.0,755833.0,12.86,8659,7941,-11900
2006-06-14,25500.0,25900.0,1080989.0,13.43,-38608,-20490,46458
2006-06-15,26850.0,29250.0,802474.0,15.17,-82460,109440,-13040
2006-06-16,30950.0,33600.0,667799.0,17.43,-22740,41400,-1230
2006-06-19,36000.0,38600.0,499093.0,20.02,84596,-121886,35030
2006-06-20,42500.0,44350.0,1355832.0,23.0,26658,-69968,50180
2006-06-21,46200.0,51000.0,1256012.0,26.45,115110,-118980,4320
2006-06-22,46650.0,43400.0,421516.0,22.51,-76233,66133,-20490
2006-06-23,36900.0,36900.0,35082.0,19.14,-9727,10117,-90
2006-06-26,33000.0,31400.0,3177027.0,16.29,-39747,16977,9450
2006-06-27,33200.0,32700.0,1441608.0,16.96,76193,-61343,-15210
2006-06-28,31650.0,33000.0,1130298.0,17.12,50504,-38284,-1810
2006-06-29,32400.0,35900.0,1820478.0,18.62,-169850,134710,25790
2006-06-30,37300.0,39300.0,1316045.0,20.38,-50390,59060,-13110
2006-07-03,39500.0,40000.0,757398.0,20.75,6904,-2124,-110
2006-07-04,40350.0,37000.0,549047.0,19.19,-27020,26930,2400
2006-07-05,35800.0,37300.0,752198.0,19.35,1122,1088,-2210
2006-07-06,37700.0,37000.0,489232.0,19.19,33961,-50321,23360
2006-07-07,37100.0,35900.0,462310.0,18.62,-52647,65847,7490
2006-07-10,36400.0,40800.0,1544645.0,21.16,43120,162160,-217260
2006-07-11,41400.0,38350.0,1493133.0,19.89,196054,-14733,-181231
2006-07-12,39150.0,37900.0,661290.0,19.66,-51944,48194,770
2006-07-13,37200.0,35800.0,650840.0,18.57,51230,-47170,-400
2006-07-14,34200.0,32000.0,876817.0,16.6,283460,-146620,-131020
2006-07-18,32000.0,31500.0,1216246.0,16.34,2041,2149,340
2006-07-19,32000.0,31900.0,610526.0,16.55,810,5090,-10390
2006-07-20,33600.0,33200.0,565099.0,17.22,-130130,112000,1440
2006-07-21,32750.0,33000.0,810697.0,17.12,36694,-24594,-11770
2006-07-24,33150.0,32400.0,391875.0,16.8,26370,-19350,-1470
2006-07-25,33000.0,32500.0,437316.0,16.86,-118340,123950,-18580
2006-07-26,32100.0,31450.0,333844.0,16.31,11650,-17060,3870
2006-07-27,31400.0,32600.0,506335.0,16.91,-172440,149360,15640
2006-07-28,32300.0,32100.0,324270.0,16.65,-32007,34860,-16223
2006-07-31,32750.0,31850.0,300872.0,16.52,16540,-17020,-330
2006-08-01,31600.0,31850.0,217494.0,16.52,-79378,78328,-1750
2006-08-02,31900.0,32850.0,263367.0,17.04,-34705,46305,-4680
2006-08-03,32850.0,31700.0,193094.0,16.44,32322,-33812,2330
2006-08-04,31800.0,32600.0,183054.0,16.91,-74180,73760,-5520
2006-08-07,32550.0,30900.0,197336.0,16.03,101826,-96576,-1270
2006-08-08,30800.0,34300.0,346960.0,17.79,-189380,174540,-8340
2006-08-09,34250.0,36850.0,429942.0,19.11,-59630,53680,-5950
2006-08-10,36200.0,35750.0,606807.0,18.54,106567,-135657,36400
2006-08-11,36500.0,33850.0,386290.0,17.56,25020,20730,-44860
2006-08-14,33950.0,35200.0,387224.0,18.26,-91340,101170,-29640
2006-08-16,36200.0,36850.0,348366.0,19.11,-70410,82130,-14890
2006-08-17,37400.0,36100.0,314060.0,18.72,-16820,20100,-11470
2006-08-18,35850.0,35500.0,176014.0,18.41,-16904,19684,-6780
2006-08-21,35500.0,35000.0,206013.0,18.15,37710,-36550,2480
2006-08-22,35800.0,40250.0,669548.0,20.88,-44958,53158,10750
2006-08-23,40250.0,38050.0,612042.0,19.74,1536,-37236,-10890
2006-08-24,38200.0,38500.0,453125.0,19.97,35720,-39310,7810
2006-08-25,38500.0,40650.0,846783.0,21.08,-61374,49104,4670
2006-08-28,40650.0,40150.0,329543.0,20.82,48310,2130,-53440
2006-08-29,40600.0,41000.0,601358.0,21.27,8864,16190,-28754
2006-08-30,41000.0,40200.0,264652.0,20.85,41130,-31860,-7760
2006-08-31,40800.0,42300.0,445252.0,21.94,-141940,96860,21120
2006-09-01,41600.0,41900.0,241738.0,21.73,2780,11670,-6260
2006-09-04,42750.0,41800.0,178637.0,21.68,2230,3590,-6500
2006-09-05,42100.0,41900.0,142805.0,21.73,-263,-2547,-1710
2006-09-06,41550.0,40700.0,205735.0,21.11,74690,-29650,-31240
2006-09-07,40350.0,40800.0,202809.0,21.16,-49735,40995,1410
2006-09-08,40850.0,39700.0,238981.0,20.59,20410,2260,-34420
2006-09-11,40100.0,37600.0,275655.0,19.5,82950,-57650,-25410
2006-09-12,37800.0,36400.0,278780.0,18.88,73860,-73080,-350
2006-09-13,37350.0,35500.0,398692.0,18.41,83060,-92860,20070
2006-09-14,35500.0,40450.0,1538317.0,20.98,-275828,356458,-49920
2006-09-15,40800.0,39050.0,336607.0,20.25,97725,-23645,-58600
2006-09-18,33200.0,33200.0,194247.0,17.22,98380,-78220,-26790
2006-09-19,31550.0,33200.0,1148700.0,17.22,228363,-165933,-84960
2006-09-20,33750.0,34100.0,413342.0,17.69,-19770,27640,-9370
2006-09-21,34900.0,34100.0,392667.0,17.69,-23230,25440,-5950
2006-09-22,34000.0,32900.0,189075.0,17.06,46299,-47889,2890
2006-09-25,33200.0,33650.0,209810.0,17.45,-65730,60740,2710
2006-09-26,33900.0,32550.0,208341.0,16.88,81993,-80003,3000
2006-09-27,32550.0,32700.0,237937.0,16.96,-33990,24830,320
2006-09-28,33050.0,32400.0,152485.0,16.8,6750,-1080,-750
2006-09-29,32900.0,32250.0,113752.0,16.73,13550,-2180,-7240
2006-10-02,32100.0,33200.0,331961.0,17.22,-10032,12982,-1980
2006-10-04,33050.0,31250.0,172746.0,16.21,65260,-58270,-1370
2006-10-09,31300.0,27300.0,377706.0,14.16,90750,-96240,13470
2006-10-10,27700.0,27500.0,439180.0,14.26,166150,-180690,2760
2006-10-11,27300.0,27000.0,372217.0,14.0,94660,-113140,9470
2006-10-12,26800.0,25700.0,922398.0,13.33,398800,-446490,69080
2006-10-13,26400.0,26750.0,740534.0,13.87,-23920,27080,25750
2006-10-16,27200.0,26850.0,421529.0,13.93,65570,-39940,-25750
2006-10-17,26850.0,26350.0,402339.0,13.67,-6120,20250,-12830
2006-10-18,26000.0,26850.0,282133.0,13.93,-42350,46090,-11370
2006-10-19,26800.0,26600.0,221788.0,13.8,22360,-21130,-640
2006-10-20,26900.0,27900.0,593866.0,14.47,-58485,43535,11980
2006-10-23,28750.0,29100.0,611786.0,15.09,-27280,42150,-16090
2006-10-24,29600.0,28200.0,291953.0,14.63,23320,-23250,350
2006-10-25,28200.0,28150.0,195386.0,14.6,-33570,29720,3170
2006-10-26,28200.0,27750.0,145232.0,14.39,-16391,1681,10440
2006-10-27,27750.0,28000.0,129381.0,14.52,-17500,17300,-4350
2006-10-30,28200.0,28500.0,132053.0,14.78,-9250,8030,-2110
2006-10-31,28850.0,28550.0,115144.0,14.81,-3810,6590,-1940
2006-11-01,28800.0,28550.0,139642.0,14.81,-14830,15740,3050
2006-11-02,28300.0,29200.0,168145.0,15.15,-37685,17545,8660
2006-11-03,29500.0,29000.0,114881.0,15.04,-18790,13400,-3400
2006-11-06,28750.0,28350.0,118240.0,14.7,27990,-23800,-3790
2006-11-07,28700.0,28700.0,105380.0,14.89,-38800,31870,1350
2006-11-08,28500.0,28400.0,82930.0,14.73,-810,1740,-1100
2006-11-09,28200.0,28900.0,135734.0,14.99,-32630,17620,9650
2006-11-10,28450.0,28400.0,70969.0,14.73,-5900,3010,2870
2006-11-13,28700.0,28900.0,86577.0,14.99,-12700,9800,1000
2006-11-14,29100.0,28400.0,101850.0,14.73,37110,-31170,-6310
2006-11-15,28400.0,28000.0,114635.0,14.52,43320,-37310,-1100
2006-11-16,28000.0,27750.0,90519.0,14.39,-210,-1040,-630
2006-11-17,27750.0,28000.0,127422.0,14.52,-20287,12557,5450
2006-11-20,28150.0,27700.0,82145.0,14.37,13641,-12091,-1550
2006-11-21,27700.0,27950.0,69350.0,14.5,-31480,31710,-470
2006-11-22,28000.0,28850.0,147674.0,14.96,-43300,36400,4190
2006-11-23,28850.0,28850.0,79140.0,14.96,-24900,25940,-4650
2006-11-24,28750.0,30000.0,253635.0,15.56,-36150,32200,830
2006-11-27,30000.0,30050.0,124433.0,15.59,-13224,14074,-5990
2006-11-28,30000.0,29000.0,98075.0,15.04,17400,-17770,390
2006-11-29,29300.0,29500.0,106527.0,15.3,-37792,34432,-320
2006-11-30,29350.0,30000.0,92189.0,15.56,-21794,824,21400
2006-12-01,30050.0,29650.0,94162.0,15.38,2930,1020,-4290
2006-12-04,29850.0,28900.0,71014.0,14.99,15142,-17092,2310
2006-12-05,29500.0,29450.0,66820.0,15.27,-17490,5150,10440
2006-12-06,29350.0,29200.0,56971.0,15.15,-6161,2581,150
2006-12-07,29450.0,29600.0,133500.0,15.35,-20150,12770,5120
2006-12-08,29600.0,29250.0,104124.0,15.17,8360,-7750,-1930
2006-12-11,29000.0,28950.0,85700.0,15.02,-6208,-10062,12510
2006-12-12,28950.0,27700.0,90008.0,14.37,21084,-19264,-550
2006-12-13,27700.0,27200.0,104880.0,14.11,39280,-43520,5010
2006-12-14,27400.0,27600.0,465904.0,14.32,55850,-239440,185340
2006-12-15,27550.0,27450.0,119550.0,14.24,26880,-29580,3800
2006-12-18,27600.0,28150.0,75821.0,14.6,-31300,25070,4650
