Symbol,KT&G_시가(원),KT&G_종가(원),KT&G_거래량(주),KT&G_PER(IFRS-연결),KT&G_순매수수량(개인)(주),KT&G_순매수수량(기관계)(주),KT&G_순매수수량(외국인계)(주)
2016-04-12,113500.0,112500.0,199865.0,14.91,19192,-26794,5822
2016-04-14,113000.0,112500.0,618823.0,14.91,20000,-43204,23003
2016-04-15,113500.0,116000.0,453156.0,15.38,-64578,28729,55526
2016-04-18,114000.0,114500.0,232890.0,15.18,13602,4377,-18064
2016-04-19,115000.0,114000.0,155923.0,15.11,10971,14346,-24831
2016-04-20,115000.0,114000.0,207187.0,15.11,-4339,-10109,7022
2016-04-21,114500.0,119000.0,1072823.0,15.77,-35548,430998,-397461
2016-04-22,122500.0,124000.0,943547.0,16.44,-36002,64916,-34900
2016-04-25,123000.0,121500.0,456248.0,16.11,13361,-96416,82441
2016-04-26,121000.0,123000.0,327936.0,16.3,550,-17432,16727
2016-04-27,123500.0,127000.0,436064.0,16.83,-29292,-57900,87570
2016-04-28,126000.0,123000.0,482866.0,16.3,35449,27000,-61121
2016-04-29,123500.0,123000.0,286607.0,16.3,-629,-60616,61113
2016-05-02,123000.0,123000.0,134653.0,16.3,-5854,-25703,30537
2016-05-03,124000.0,123000.0,248669.0,16.3,904,-5960,3440
2016-05-04,122500.0,125000.0,473581.0,16.57,-24211,-70176,94262
2016-05-09,124000.0,132000.0,479008.0,17.5,-36930,-75421,108803
2016-05-10,131000.0,129000.0,295546.0,17.1,38696,1517,-42573
2016-05-11,127500.0,126500.0,348229.0,16.77,38051,-72576,32030
2016-05-12,127000.0,125500.0,349580.0,16.64,-5953,43383,-42102
2016-05-13,126000.0,130000.0,310154.0,17.23,-55534,-30483,87228
2016-05-16,129000.0,129000.0,213283.0,17.1,-4078,-168,5203
2016-05-17,128500.0,130000.0,261619.0,17.23,3190,-77721,75582
2016-05-18,130000.0,128500.0,220341.0,17.03,17300,-45516,27675
2016-05-19,127000.0,126000.0,257177.0,16.7,9128,-52615,42546
2016-05-20,124500.0,126000.0,161692.0,16.7,4813,-9666,4691
2016-05-23,126000.0,127500.0,135799.0,16.9,-15913,-21318,38273
2016-05-24,126500.0,126000.0,194572.0,16.7,19762,-31834,12530
2016-05-25,126000.0,125500.0,282467.0,16.64,-6763,-74941,80919
2016-05-26,125500.0,126000.0,164216.0,16.7,-23070,29735,-6659
2016-05-27,126000.0,125500.0,343337.0,16.64,5888,-45582,38671
2016-05-30,125500.0,126500.0,169520.0,16.77,-13857,-22452,37130
2016-05-31,126500.0,127500.0,671539.0,16.9,-22173,-21389,43585
2016-06-01,127000.0,125500.0,260315.0,16.64,47375,-96891,49521
2016-06-02,125000.0,127500.0,239815.0,16.9,-29969,-64339,94340
2016-06-03,127000.0,127000.0,210728.0,16.83,-3423,15619,-11754
2016-06-07,128000.0,128000.0,217214.0,16.97,-23260,-23978,47366
2016-06-08,127500.0,131500.0,244863.0,17.43,-36322,-47015,83365
2016-06-09,132000.0,127000.0,413452.0,16.83,49580,-75778,30595
2016-06-10,127500.0,127000.0,210523.0,16.83,13757,-22452,9113
2016-06-13,126500.0,125000.0,188221.0,16.57,31253,-50725,19263
2016-06-14,125000.0,127000.0,245070.0,16.83,-12258,-60830,72551
2016-06-15,126000.0,126000.0,194730.0,16.7,11887,-41434,29610
2016-06-16,126000.0,126500.0,213056.0,16.77,-12279,21235,-8917
2016-06-17,126500.0,123500.0,297662.0,16.37,40202,-13105,-27712
2016-06-20,125000.0,126000.0,216077.0,16.7,-59786,-27191,87099
2016-06-21,126000.0,127500.0,183763.0,16.9,-21035,-59239,80426
2016-06-22,127500.0,127000.0,160162.0,16.83,7813,-39292,31563
2016-06-23,126000.0,126000.0,126811.0,16.7,1162,-8740,7580
2016-06-24,126000.0,124500.0,208949.0,16.5,11808,-20911,8944
2016-06-27,125500.0,127000.0,236048.0,16.83,-34178,56864,-22710
2016-06-28,126500.0,128500.0,281739.0,17.03,-30306,2345,27421
2016-06-29,128000.0,130000.0,205425.0,17.23,-20006,-46419,70212
2016-06-30,130000.0,136500.0,520188.0,18.09,-47052,-221177,268855
2016-07-01,137500.0,137000.0,288322.0,18.16,-2248,-120089,122400
2016-07-04,136000.0,136500.0,210411.0,18.09,8024,-107386,99701
2016-07-05,137000.0,134500.0,318699.0,17.83,11067,-178735,167912
2016-07-06,133000.0,131500.0,338928.0,17.43,25661,-38458,12776
2016-07-07,131000.0,132500.0,553533.0,17.56,3648,-66781,63637
2016-07-08,131500.0,130000.0,240464.0,17.23,19776,-57759,37743
2016-07-11,133000.0,131000.0,341523.0,17.37,12454,8489,-21789
2016-07-12,130000.0,128000.0,326891.0,16.97,43911,27911,-72278
2016-07-13,128000.0,126500.0,377461.0,16.77,63770,-40226,-20029
2016-07-14,124500.0,124000.0,356146.0,16.44,37476,-28676,-9317
2016-07-15,123500.0,124500.0,295875.0,16.5,19250,-80496,61449
2016-07-18,125500.0,125500.0,329158.0,16.64,14154,-35554,20890
2016-07-19,126500.0,125000.0,339166.0,16.57,10397,-25181,15173
2016-07-20,125000.0,125000.0,249073.0,16.57,11259,-14368,4529
2016-07-21,125500.0,122500.0,461919.0,16.24,49015,-122065,71012
2016-07-22,123000.0,123500.0,342458.0,16.37,-25483,-102663,130469
2016-07-25,123500.0,122000.0,234281.0,16.17,58459,-113209,47224
2016-07-26,122500.0,124500.0,315649.0,16.5,-53172,-42195,95167
2016-07-27,125000.0,125500.0,372737.0,16.64,-34488,3558,31268
2016-07-28,126000.0,122000.0,330702.0,16.17,33110,-62886,27676
2016-07-29,122000.0,121000.0,393082.0,16.04,59793,-7709,-57928
2016-08-01,122000.0,122500.0,304919.0,16.24,-38251,-77083,114085
2016-08-02,122000.0,121000.0,165868.0,16.04,18903,15251,-34704
2016-08-03,120500.0,119500.0,236419.0,15.84,8304,-60200,51933
2016-08-04,121000.0,121500.0,205505.0,16.11,-27829,-4158,31451
2016-08-05,123000.0,123000.0,322752.0,16.3,-16494,-50402,67130
2016-08-08,124500.0,124000.0,335225.0,16.44,-34597,-40653,76513
2016-08-09,124000.0,122000.0,292926.0,16.17,32323,-66535,35581
2016-08-10,122500.0,123500.0,257898.0,16.37,-24896,-11194,37489
2016-08-11,124000.0,120500.0,264987.0,15.97,99668,-42197,-57283
2016-08-12,120500.0,118500.0,504230.0,15.71,97990,-98761,2206
2016-08-16,117500.0,121000.0,416417.0,16.04,-68548,-116508,189110
2016-08-17,123500.0,125000.0,422573.0,16.57,-129171,-49130,179005
2016-08-18,125500.0,123500.0,384126.0,16.37,9728,-39906,50177
2016-08-19,124000.0,120000.0,339289.0,15.91,69036,-107469,38354
2016-08-22,119500.0,119000.0,323177.0,15.77,41203,-49920,9039
2016-08-23,119000.0,121000.0,305085.0,16.04,-6012,-67332,73503
2016-08-24,119500.0,117000.0,298600.0,15.51,137762,-48429,-91811
2016-08-25,116500.0,117000.0,463032.0,15.51,23873,3542,-27407
2016-08-26,118000.0,117500.0,305821.0,15.58,-41366,14455,26731
2016-08-29,118000.0,118000.0,216118.0,15.64,-6809,-17394,24244
2016-08-30,118500.0,117500.0,218259.0,15.58,6479,-34310,27031
2016-08-31,118500.0,117000.0,390398.0,15.51,30362,-35471,5096
2016-09-01,117000.0,115500.0,335007.0,15.31,43129,-40056,-3428
2016-09-02,116000.0,116000.0,412580.0,15.38,611,-21119,20478
2016-09-05,117000.0,118000.0,138367.0,15.64,-52898,11222,41888
2016-09-06,118000.0,118500.0,210464.0,15.71,-23010,-42181,65047
2016-09-07,119500.0,118500.0,250228.0,15.71,-12874,-56267,71296
2016-09-08,118000.0,120000.0,304072.0,15.91,-26023,-18503,45419
2016-09-09,119000.0,117500.0,325465.0,15.58,49148,26910,-76103
2016-09-12,117500.0,118000.0,285870.0,15.64,-56537,17500,39550
2016-09-13,119500.0,116500.0,351017.0,15.44,47997,-123135,75156
2016-09-19,114500.0,115000.0,535175.0,15.24,55265,-36432,-18720
2016-09-20,115000.0,115000.0,327037.0,15.24,41737,-35484,-6513
2016-09-21,115000.0,116000.0,318908.0,15.38,-11115,-62099,73159
2016-09-22,117500.0,119000.0,288990.0,15.77,-83865,-3618,87000
2016-09-23,119000.0,118500.0,272800.0,15.71,12172,35601,-48573
2016-09-26,119500.0,119000.0,193037.0,15.77,-12154,31057,-19244
2016-09-27,119500.0,123000.0,387648.0,16.3,-111689,48408,63285
2016-09-28,121500.0,123500.0,287098.0,16.37,-14623,-33338,47853
2016-09-29,125500.0,126500.0,333853.0,16.77,-78347,-36203,117774
2016-09-30,126500.0,125000.0,463372.0,16.57,-10190,-28824,39513
2016-10-04,127000.0,123000.0,465306.0,16.3,15017,-73927,57762
2016-10-05,121500.0,121500.0,364666.0,16.11,28940,-85372,56949
2016-10-06,121000.0,119500.0,264291.0,15.84,20579,-101451,80873
2016-10-07,119000.0,118500.0,255022.0,15.71,20673,-15422,-5134
2016-10-10,120000.0,119000.0,190268.0,15.77,-8079,46648,-38569
2016-10-11,121000.0,119500.0,212004.0,15.84,-399,93183,-91965
2016-10-12,120500.0,121000.0,291598.0,16.04,-7463,35904,-28440
2016-10-13,120000.0,119000.0,298085.0,15.77,58398,-70015,12204
2016-10-14,119000.0,115000.0,511678.0,15.24,130165,46770,-204042
2016-10-17,114000.0,114000.0,491180.0,15.11,83492,28342,-111858
2016-10-18,113000.0,113500.0,428451.0,15.05,55365,8624,-64230
2016-10-19,113000.0,112000.0,282167.0,14.85,45703,-3088,-61412
2016-10-20,111500.0,112000.0,252859.0,14.85,18365,19213,-46490
2016-10-21,111500.0,110500.0,281835.0,14.65,63807,827,-82425
2016-10-24,111000.0,113500.0,350093.0,15.05,-27557,22885,4724
2016-10-25,113000.0,108500.0,590313.0,14.38,141201,100030,-271557
2016-10-26,107500.0,107500.0,649407.0,14.25,67287,172179,-239569
2016-10-27,108500.0,111000.0,785201.0,14.71,-66453,203838,-137947
2016-10-28,111000.0,113000.0,410121.0,14.98,-127992,72111,53769
2016-10-31,115000.0,113000.0,374110.0,14.98,-16604,75633,-59153
2016-11-01,113500.0,113000.0,238822.0,14.98,-8011,59202,-51361
2016-11-02,112500.0,111000.0,263280.0,14.71,15635,63169,-78846
2016-11-03,111500.0,113000.0,386495.0,14.98,-36833,86023,-48963
2016-11-04,113500.0,112500.0,224500.0,14.91,10774,34528,-49527
2016-11-07,112500.0,111000.0,370571.0,14.71,28048,106103,-132382
2016-11-08,110500.0,111500.0,416659.0,14.78,26933,14833,-42024
2016-11-09,112000.0,112000.0,275469.0,14.85,-46994,59190,-12428
2016-11-10,112500.0,109000.0,423466.0,14.45,143801,-5630,-138478
2016-11-11,107500.0,103000.0,741271.0,13.65,211467,38725,-251695
2016-11-14,104000.0,105000.0,531837.0,13.92,-44378,39107,5169
2016-11-15,105500.0,103500.0,459435.0,13.72,66612,-106281,40238
2016-11-16,103000.0,102000.0,415511.0,13.52,103112,2100,-105943
2016-11-17,101500.0,100000.0,415474.0,13.26,121605,6138,-128121
2016-11-18,101000.0,103500.0,476834.0,13.72,-131528,65353,63486
2016-11-21,104500.0,102000.0,290945.0,13.52,25292,32681,-58612
2016-11-22,102500.0,104000.0,371653.0,13.79,-26454,32168,-5972
2016-11-23,103500.0,105500.0,416354.0,13.98,-45334,18785,26554
2016-11-24,104000.0,105000.0,252109.0,13.92,-2901,100952,-97701
2016-11-25,105500.0,104500.0,165058.0,13.85,7907,35076,-42931
2016-11-28,104000.0,106000.0,318887.0,14.05,-15730,-5043,21244
2016-11-29,106500.0,106000.0,256849.0,14.05,-32102,64372,-32516
2016-11-30,106000.0,105000.0,439552.0,13.92,15166,38231,-52152
2016-12-01,104500.0,102500.0,460447.0,13.59,77647,-28677,-48835
2016-12-02,103000.0,104000.0,459370.0,13.79,-71162,-24164,96048
2016-12-05,104500.0,105000.0,259362.0,13.92,-38320,23762,15363
2016-12-06,106000.0,104500.0,186383.0,13.85,-163,19970,-19941
2016-12-07,104000.0,103000.0,226144.0,13.65,70371,-34864,-36527
2016-12-08,103500.0,105000.0,371029.0,13.92,-43929,74883,-32047
2016-12-09,104500.0,102500.0,313617.0,13.59,53045,-20523,-32859
2016-12-12,102000.0,100500.0,533232.0,13.32,195654,4509,-200995
2016-12-13,100500.0,102500.0,374349.0,13.59,-62084,42583,18651
2016-12-14,103500.0,104000.0,279509.0,13.79,-29749,-25171,55251
2016-12-15,103000.0,104000.0,261317.0,13.79,-11102,5384,5347
2016-12-16,103500.0,102000.0,325081.0,13.52,114986,-30930,-84545
2016-12-19,102000.0,104000.0,348845.0,13.79,-101006,75284,24532
2016-12-20,104500.0,106000.0,215453.0,14.05,-38520,58501,-18573
2016-12-21,107000.0,104500.0,245200.0,13.85,41127,-6214,-34879
2016-12-22,104500.0,105000.0,188601.0,13.92,-18113,19588,-1475
2016-12-23,105000.0,105000.0,146450.0,13.92,2903,45114,-48017
2016-12-26,105500.0,105500.0,171186.0,13.98,-11215,51089,-40614
2016-12-27,106000.0,106000.0,289685.0,14.05,-9560,17748,-8159
2016-12-28,103500.0,103000.0,312819.0,13.65,28071,-99069,70276
2016-12-29,102000.0,101000.0,275558.0,13.39,57726,-50135,-7728
2017-01-02,101000.0,102000.0,189338.0,11.37,1609,46580,-48882
2017-01-03,101500.0,98500.0,553504.0,10.98,192857,-145752,-48264
2017-01-04,98200.0,98400.0,378454.0,10.97,47366,-113259,63431
2017-01-05,100000.0,101000.0,465484.0,11.26,-71774,16947,51312
2017-01-06,100000.0,101500.0,222570.0,11.32,-10078,-41162,51304
2017-01-09,101000.0,98700.0,319803.0,11.01,118480,-55370,-63580
2017-01-10,98500.0,99500.0,165215.0,11.09,8713,-7597,-1166
2017-01-11,99200.0,98700.0,260447.0,11.01,51024,-41551,-9563
2017-01-12,98200.0,97000.0,354205.0,10.82,88568,-15894,-73089
2017-01-13,97700.0,100500.0,240604.0,11.21,-108226,64328,42786
2017-01-16,101000.0,99700.0,259999.0,11.12,1727,11087,-12859
2017-01-17,99800.0,99700.0,236636.0,11.12,14888,28582,-43848
2017-01-18,99700.0,98100.0,218266.0,10.94,58717,11691,-70342
2017-01-19,99000.0,101000.0,489958.0,11.26,-122487,68461,48719
2017-01-20,101000.0,99000.0,298373.0,11.04,101179,-25222,-75110
2017-01-23,99700.0,101500.0,363986.0,11.32,-95714,30316,66319
2017-01-24,102000.0,102500.0,261353.0,11.43,-31803,48839,-17088
2017-01-25,102500.0,101000.0,207381.0,11.26,30253,-33752,2049
2017-01-26,101500.0,100500.0,234206.0,11.21,20143,-56219,36051
2017-01-31,100000.0,100500.0,343460.0,11.21,14687,-4605,-10594
2017-02-01,100500.0,99600.0,305982.0,11.11,116060,-30159,-93957
2017-02-02,98900.0,97100.0,532178.0,10.83,209172,-68762,-144556
2017-02-03,97700.0,99800.0,344635.0,11.13,-112239,-5060,121550
2017-02-06,101000.0,102000.0,298234.0,11.37,-163516,48719,125793
2017-02-07,103000.0,103000.0,315050.0,11.48,-72978,77747,-2353
2017-02-08,102500.0,102500.0,338602.0,11.43,9587,33872,-43459
2017-02-09,102000.0,101000.0,216012.0,11.26,13371,-4753,-8537
2017-02-10,102000.0,103000.0,291733.0,11.48,-43993,43446,47
2017-02-13,103500.0,103500.0,257456.0,11.54,-8748,42212,-32566
2017-02-14,104000.0,103500.0,219409.0,11.54,-4313,34667,-30402
2017-02-15,103500.0,104000.0,325551.0,11.6,-57075,46422,10965
2017-02-16,104000.0,103000.0,252051.0,11.48,25598,-27473,424
2017-02-17,102500.0,101000.0,351712.0,11.26,32674,6465,-40149
2017-02-20,101500.0,100500.0,251654.0,11.21,21576,11106,-32821
2017-02-21,101000.0,101000.0,300684.0,11.26,55421,35037,-90148
2017-02-22,100500.0,102000.0,238462.0,11.37,-27613,-33039,60452
2017-02-23,102000.0,101500.0,476783.0,11.32,-25,51250,-50883
2017-02-24,101500.0,101500.0,342857.0,11.32,6684,58698,-65193
2017-02-27,102000.0,102500.0,369598.0,11.43,-17573,39111,-20689
2017-02-28,102000.0,102500.0,418753.0,11.43,2813,24116,-26936
2017-03-02,102000.0,101000.0,492684.0,11.26,68111,-97146,28912
2017-03-03,101500.0,102000.0,449851.0,11.37,-50911,72421,-21494
2017-03-06,102500.0,102000.0,276514.0,11.37,2586,-29426,26545
2017-03-07,101500.0,102000.0,259242.0,11.37,-4404,-6108,10512
2017-03-08,102000.0,102000.0,288715.0,11.37,4394,-44444,39186
2017-03-09,102500.0,102500.0,544789.0,11.43,-50902,-86109,137786
2017-03-10,102500.0,101500.0,283448.0,11.32,41581,-51421,8830
2017-03-13,102000.0,102500.0,262837.0,11.43,-42795,-61780,105232
2017-03-14,102500.0,102000.0,331407.0,11.37,21999,-61582,41046
2017-03-15,102000.0,101500.0,222453.0,11.32,55613,-80110,24779
2017-03-16,101000.0,97000.0,1348685.0,10.82,758214,-360592,-405040
2017-03-17,97000.0,97500.0,1006625.0,10.87,93400,-261106,168737
2017-03-20,97500.0,96800.0,419463.0,10.79,33403,-13803,-19741
2017-03-21,96000.0,95500.0,827205.0,10.65,153245,-107238,-54818
2017-03-22,95700.0,95800.0,771905.0,10.68,3226,-16505,502
2017-03-23,95900.0,95600.0,515773.0,10.66,48968,-65745,15475
2017-03-24,95600.0,96000.0,457435.0,10.7,36241,70492,-104383
2017-03-27,95600.0,95900.0,722106.0,10.69,7493,82674,-92497
2017-03-28,96500.0,96400.0,630775.0,10.75,23198,77696,-107798
2017-03-29,96400.0,96600.0,378967.0,10.77,-11366,-15114,27760
2017-03-30,97000.0,97000.0,498967.0,10.82,-29399,70042,-34276
2017-03-31,97500.0,97500.0,559866.0,10.87,-57445,82865,-26431
2017-04-03,98700.0,98600.0,339904.0,10.99,-80378,55511,22916
2017-04-04,98700.0,98600.0,249165.0,10.99,-74129,26746,57515
2017-04-05,99200.0,99500.0,452632.0,11.09,-45416,-36764,84185
2017-04-06,99400.0,100000.0,451331.0,11.15,-97185,-20336,117581
2017-04-07,100000.0,101000.0,668665.0,11.26,-100738,21388,81050
2017-04-10,100500.0,99900.0,285659.0,11.14,-21250,29053,-6587
2017-04-11,100000.0,99000.0,299758.0,11.04,-21294,-6574,27734
2017-04-12,99000.0,98700.0,147093.0,11.01,2848,-10282,7110
2017-04-13,98700.0,99300.0,393537.0,11.07,-32923,41416,-8403
2017-04-14,99000.0,100000.0,213301.0,11.15,-17395,-12531,30943
2017-04-17,99900.0,99800.0,227074.0,11.13,-1296,-1604,2633
2017-04-18,100000.0,100000.0,258746.0,11.15,-45733,-26720,72602
2017-04-19,100500.0,101000.0,249931.0,11.26,-57506,-4649,61202
2017-04-20,101000.0,105000.0,683116.0,11.71,-248161,89084,155648
2017-04-21,104000.0,105500.0,577411.0,11.76,-66628,26359,41722
2017-04-24,106000.0,106000.0,271435.0,11.82,-16980,8510,13319
2017-04-25,107000.0,106000.0,291235.0,11.82,-14485,-42080,56455
2017-04-26,107000.0,104500.0,364550.0,11.65,23901,-61325,39075
2017-04-27,104000.0,103000.0,585103.0,11.48,5848,-34765,29067
2017-04-28,101500.0,101500.0,517972.0,11.32,34921,110629,-145154
2017-05-02,102500.0,104000.0,444522.0,11.6,-50983,55123,-5135
2017-05-04,102500.0,104000.0,436433.0,11.6,-12734,-54015,65486
2017-05-08,103500.0,105500.0,588776.0,11.76,-15154,44030,-28798
2017-05-10,107500.0,107500.0,571370.0,11.99,-96681,18662,79699
2017-05-11,108500.0,108000.0,418088.0,12.04,-29954,59787,-23690
2017-05-12,107000.0,106000.0,191984.0,11.82,38274,-19317,-19436
2017-05-15,106500.0,104500.0,222679.0,11.65,25505,1520,-26519
2017-05-16,105000.0,103500.0,399578.0,11.54,74842,5109,-78984
2017-05-17,104000.0,105500.0,316779.0,11.76,-34104,-37786,72870
2017-05-18,104500.0,102500.0,490226.0,11.43,41299,-45025,1306
2017-05-19,102000.0,103000.0,455743.0,11.48,18483,-6699,-6195
2017-05-22,103000.0,103500.0,360238.0,11.54,-25475,9974,15858
2017-05-23,104500.0,106500.0,622360.0,11.88,-205259,88191,117398
2017-05-24,108000.0,109500.0,464559.0,12.21,-150524,72121,83493
2017-05-25,109500.0,109000.0,320478.0,12.15,-46816,74243,-26810
2017-05-26,108500.0,110500.0,270287.0,12.32,-38794,23493,15360
2017-05-29,110000.0,108500.0,276059.0,12.1,45664,-454,-45039
2017-05-30,108500.0,109500.0,219204.0,12.21,-60195,13840,46340
2017-05-31,110000.0,111000.0,382794.0,12.38,-36343,36062,1655
2017-06-01,112000.0,112500.0,391758.0,12.54,-80226,30358,49070
2017-06-02,114000.0,114000.0,406056.0,12.71,-49688,-79263,129230
2017-06-05,115500.0,113000.0,264598.0,12.6,-4763,-57137,62019
2017-06-07,112000.0,111500.0,393289.0,12.43,19829,-56151,35956
2017-06-08,111500.0,114500.0,502863.0,12.77,-31298,127068,-95325
2017-06-09,115000.0,114000.0,260599.0,12.71,3016,-2078,-1114
2017-06-12,112500.0,114500.0,168595.0,12.77,-31176,38343,-7457
2017-06-13,115000.0,114500.0,134556.0,12.77,-10149,15235,-5095
2017-06-14,115500.0,118000.0,509356.0,13.16,-117466,100800,17373
2017-06-15,117500.0,117000.0,453074.0,13.05,-10516,36360,-25790
2017-06-16,116500.0,120000.0,499893.0,13.38,-53961,69393,-15918
2017-06-19,119000.0,120000.0,261601.0,13.38,-30998,-24059,45001
2017-06-20,119000.0,120500.0,324400.0,13.44,-26086,-57502,84006
2017-06-21,119000.0,117500.0,345393.0,13.1,28083,-43199,19837
2017-06-22,116500.0,117000.0,250157.0,13.05,561,-15735,14997
2017-06-23,117000.0,116000.0,254343.0,12.93,27669,-93087,65413
2017-06-26,115500.0,118500.0,189846.0,13.21,-33198,-29163,62530
2017-06-27,118000.0,116000.0,153366.0,12.93,19986,-51376,31306
2017-06-28,117000.0,115000.0,281929.0,12.82,20209,330,-15457
2017-06-29,115000.0,115000.0,220437.0,12.82,19216,-77594,57426
2017-06-30,114000.0,117000.0,180570.0,13.05,-29110,-14181,43291
2017-07-03,117000.0,118000.0,146110.0,13.16,-18817,24185,-5385
2017-07-04,118000.0,114500.0,195248.0,12.77,53241,-7445,-47838
2017-07-05,113500.0,113000.0,490195.0,12.6,30495,-28664,-1845
2017-07-06,112500.0,113000.0,254994.0,12.6,22489,-12430,-10067
2017-07-07,112000.0,114000.0,151479.0,12.71,-23412,42612,-19534
2017-07-10,113500.0,113500.0,137031.0,12.66,-6149,14987,-8697
2017-07-11,113500.0,114500.0,276959.0,12.77,-5017,-78802,83582
2017-07-12,114000.0,113000.0,285916.0,12.6,13804,-66050,52040
2017-07-13,114000.0,113000.0,315512.0,12.6,-9416,-22763,31722
2017-07-14,113500.0,114000.0,184113.0,12.71,-2446,-15453,15149
2017-07-17,114500.0,114000.0,215405.0,12.71,5600,39219,-44810
2017-07-18,113500.0,114500.0,259761.0,12.77,-9220,-11781,21001
2017-07-19,114000.0,115000.0,250771.0,12.82,-5406,76820,-67313
2017-07-20,115000.0,115500.0,229452.0,12.88,-39469,31698,10249
2017-07-21,115000.0,114000.0,341665.0,12.71,21056,-10926,-11235
2017-07-24,114500.0,116000.0,193360.0,12.93,-47070,48222,2042
2017-07-25,116500.0,116000.0,188089.0,12.93,-4146,62594,-63396
2017-07-26,116000.0,118000.0,253696.0,13.16,-44982,81799,-36825
2017-07-27,118500.0,118000.0,236510.0,13.16,-17161,34912,-13092
2017-07-28,117500.0,119500.0,415699.0,13.32,-114342,175151,-58936
2017-07-31,118000.0,114000.0,481578.0,12.71,93733,106815,-200099
2017-08-01,113500.0,113500.0,462851.0,12.66,52040,-26355,-27123
2017-08-02,114000.0,113500.0,260047.0,12.66,5063,-10535,5472
2017-08-03,113000.0,114000.0,313797.0,12.71,-36159,59122,-23438
2017-08-04,113500.0,114000.0,260616.0,12.71,22853,11940,-34717
2017-08-07,114000.0,113500.0,204746.0,12.66,36535,-32701,-10658
2017-08-08,113500.0,110500.0,385649.0,12.32,46978,-87767,39650
2017-08-09,110500.0,113000.0,401975.0,12.6,-41696,42393,2126
2017-08-10,113500.0,115000.0,381383.0,12.82,-71065,48786,25594
