Symbol,KT&G_시가(원),KT&G_종가(원),KT&G_거래량(주),KT&G_PER(IFRS-연결),KT&G_순매수수량(개인)(주),KT&G_순매수수량(기관계)(주),KT&G_순매수수량(외국인계)(주)
2008-08-08,90900.0,90200.0,242976.0,19.79,34,-57145,47663
2008-08-11,90900.0,90900.0,617548.0,19.95,-28503,17242,9975
2008-08-12,89900.0,88800.0,396002.0,19.49,74604,-86759,10600
2008-08-13,88800.0,88900.0,295858.0,19.51,21853,-91521,66956
2008-08-14,90300.0,90000.0,491154.0,19.75,-20416,-75305,87638
2008-08-18,90700.0,90300.0,377429.0,19.82,-20796,-76280,94990
2008-08-19,90600.0,91600.0,450678.0,20.1,-67288,-23873,44433
2008-08-20,91900.0,93100.0,1112832.0,20.43,-47437,7559,27964
2008-08-21,92000.0,91300.0,435151.0,20.04,31915,-77437,20602
2008-08-22,91300.0,90200.0,439126.0,19.79,17015,7512,-61543
2008-08-25,90000.0,90500.0,377247.0,19.86,-5691,11815,-47635
2008-08-26,90000.0,90600.0,330326.0,19.88,-16736,109913,-104911
2008-08-27,91300.0,91900.0,676847.0,20.17,-11585,78091,-104657
2008-08-28,91900.0,91000.0,313398.0,19.97,11725,-56330,54509
2008-08-29,90800.0,91800.0,735786.0,20.14,-48851,94952,-11730
2008-09-01,91000.0,92300.0,564701.0,20.25,-56700,124896,-77205
2008-09-02,93000.0,96500.0,1193991.0,21.18,-152674,62283,158347
2008-09-03,94500.0,94000.0,466671.0,20.63,29454,-75497,43392
2008-09-04,93500.0,90600.0,1001118.0,19.88,139812,-210861,105779
2008-09-05,89600.0,91000.0,502921.0,19.97,12055,-77782,14390
2008-09-08,89200.0,90400.0,693675.0,19.84,55625,-209098,102688
2008-09-09,90000.0,90900.0,643759.0,19.95,-31236,-227071,155058
2008-09-10,91100.0,94500.0,694905.0,20.74,-111407,-33116,136720
2008-09-11,94000.0,91800.0,1000833.0,20.14,63621,-440739,365133
2008-09-12,92000.0,91400.0,573081.0,20.06,48137,-114138,15171
2008-09-16,88800.0,93100.0,697435.0,20.43,-119337,37428,66478
2008-09-17,92100.0,92000.0,716570.0,20.19,50430,-185403,136619
2008-09-18,92000.0,91700.0,573228.0,20.12,-25939,-31025,38427
2008-09-19,90700.0,90000.0,1064405.0,19.75,285627,168102,-529952
2008-09-22,88000.0,87500.0,1349412.0,19.2,364385,201727,-627356
2008-09-23,87500.0,86600.0,939648.0,19.0,62557,237774,-379283
2008-09-24,86400.0,89100.0,757121.0,19.55,-138937,-70377,146198
2008-09-25,89900.0,89800.0,401600.0,19.71,-70104,-40863,46718
2008-09-26,89700.0,90300.0,559073.0,19.82,-110392,52974,2445
2008-09-29,90000.0,90700.0,2256651.0,19.9,-60191,-68015,113629
2008-09-30,89900.0,89800.0,683039.0,19.71,-24148,79755,-110659
2008-10-01,90700.0,90300.0,605152.0,19.82,-24369,-72574,51600
2008-10-02,90500.0,90300.0,374287.0,19.82,-32671,90017,-102187
2008-10-06,90000.0,89400.0,800314.0,19.62,-35722,70200,-113017
2008-10-07,90300.0,90000.0,794259.0,19.75,-62181,116129,-59817
2008-10-08,90000.0,89800.0,689958.0,19.71,-42752,3070,4920
2008-10-09,87200.0,90000.0,704643.0,19.75,-18128,27907,-31675
2008-10-10,88200.0,84800.0,832778.0,18.61,94577,117143,-281033
2008-10-13,83700.0,86700.0,691977.0,19.03,-59701,66045,-82646
2008-10-14,87600.0,89500.0,854991.0,19.64,21381,-20397,-25408
2008-10-15,88500.0,89900.0,498642.0,19.73,-82295,37726,-9964
2008-10-16,89000.0,89800.0,741277.0,19.71,-88736,151129,-99633
2008-10-17,88400.0,89500.0,742932.0,19.64,-24878,44029,-56449
2008-10-20,90200.0,89400.0,642614.0,19.62,-49162,243045,-229472
2008-10-21,87100.0,86300.0,1053010.0,18.94,301867,49140,-408368
2008-10-22,81500.0,86700.0,1046851.0,19.03,-58062,201958,-190075
2008-10-23,82000.0,82000.0,903724.0,17.99,26264,16115,-134197
2008-10-24,82000.0,77300.0,657005.0,16.96,-92716,95633,-64004
2008-10-27,77200.0,75000.0,1229466.0,16.46,-64841,340709,-345913
2008-10-28,70100.0,71600.0,1154909.0,15.71,26416,99184,-167938
2008-10-29,74500.0,74300.0,1422894.0,16.3,35569,115728,-179489
2008-10-30,76400.0,77300.0,1148710.0,16.96,-11265,-19300,28077
2008-10-31,78500.0,82200.0,761370.0,18.04,-145668,17411,94421
2008-11-03,82700.0,84100.0,584771.0,18.46,-28156,-18873,54251
2008-11-04,84100.0,86700.0,544539.0,19.03,-60335,59121,-28797
2008-11-05,86300.0,88000.0,706931.0,19.31,-2837,89333,-142147
2008-11-06,88000.0,89000.0,483054.0,19.53,-79602,9180,106997
2008-11-07,88500.0,88700.0,588733.0,19.46,-10120,-32655,48352
2008-11-10,88900.0,87000.0,555923.0,19.09,79067,-32568,-44442
2008-11-11,82600.0,86900.0,572741.0,19.07,-23730,167782,-160944
2008-11-12,86900.0,86900.0,427998.0,19.07,-36484,119252,-108523
2008-11-13,82800.0,87000.0,673116.0,19.09,10959,79420,-89899
2008-11-14,86700.0,85300.0,709086.0,18.72,109133,-46704,-59895
2008-11-17,82900.0,81700.0,818620.0,17.93,83920,185636,-307630
2008-11-18,78600.0,81000.0,781219.0,17.77,18078,106575,-146823
2008-11-19,80100.0,81900.0,607080.0,17.97,-12934,-117108,119128
2008-11-20,80900.0,82800.0,730297.0,18.17,-72519,-139322,195596
2008-11-21,84000.0,82000.0,520262.0,17.99,8055,-46311,35010
2008-11-24,81400.0,80700.0,666697.0,17.71,102139,50737,-152019
2008-11-25,81700.0,80900.0,624636.0,17.75,-79066,43368,2617
2008-11-26,82200.0,82300.0,605961.0,18.06,-37317,7555,30299
2008-11-27,82100.0,80500.0,888510.0,17.67,211726,-100511,-83238
2008-11-28,79300.0,81400.0,740923.0,17.86,-19271,2489,17949
2008-12-01,79500.0,77000.0,889265.0,16.9,356109,-40651,-308907
2008-12-02,76400.0,76000.0,740319.0,16.68,57986,-65238,12693
2008-12-03,75700.0,76800.0,1065846.0,16.85,88300,-47588,-24625
2008-12-04,77500.0,77800.0,1002311.0,17.07,-156394,198326,-77418
2008-12-05,77800.0,78100.0,851839.0,17.14,-158677,275510,-181048
2008-12-08,78100.0,81400.0,619448.0,17.86,-145210,152743,-358
2008-12-09,80800.0,79700.0,703405.0,17.49,97057,153516,-252949
2008-12-10,79000.0,79000.0,947743.0,17.34,201920,91064,-257200
2008-12-11,78000.0,77700.0,1082437.0,17.05,133876,87895,-227339
2008-12-12,77500.0,77300.0,563699.0,16.96,68072,-11388,-75007
2008-12-15,78500.0,80000.0,483997.0,17.56,-229113,95480,118610
2008-12-16,79200.0,82000.0,707063.0,17.99,-195756,241814,-77016
2008-12-17,82000.0,84000.0,809725.0,18.43,-213977,87929,125537
2008-12-18,85700.0,84500.0,532222.0,18.54,-50420,72804,-16818
2008-12-19,86000.0,85000.0,365750.0,18.65,-51630,-35011,101238
2008-12-22,84500.0,82600.0,550247.0,18.13,77283,-57921,13811
2008-12-23,82600.0,84500.0,337475.0,18.54,-59271,71805,-13579
2008-12-24,84500.0,84000.0,370615.0,18.43,-4078,10612,2811
2008-12-26,83500.0,82500.0,303515.0,18.1,60617,-24941,7915
2008-12-29,80900.0,81000.0,333605.0,17.77,-15776,-47635,64264
2008-12-30,80000.0,79100.0,379363.0,17.36,24607,-104772,71664
2009-01-02,79200.0,81000.0,342903.0,12.69,7152,-63789,54796
2009-01-05,82000.0,78400.0,626273.0,12.28,293636,-208273,-87638
2009-01-06,79400.0,78400.0,777939.0,12.28,81631,47041,-134876
2009-01-07,77400.0,77800.0,1304865.0,12.18,635269,-373305,-209980
2009-01-08,77800.0,78500.0,797357.0,12.29,-30487,-112419,126872
2009-01-09,79100.0,80700.0,794866.0,12.64,-228158,-164526,387257
2009-01-12,80700.0,80900.0,432376.0,12.67,-128504,6466,111647
2009-01-13,81600.0,82700.0,739674.0,12.95,-280766,149872,64988
2009-01-14,84000.0,85500.0,859692.0,13.39,-411326,-65354,471721
2009-01-15,84600.0,83400.0,661529.0,13.06,-81877,-137966,210475
2009-01-16,82400.0,83500.0,657699.0,13.08,-14973,97914,-96211
2009-01-19,83900.0,83400.0,388252.0,13.06,-41030,-86943,123218
2009-01-20,82200.0,82100.0,333448.0,12.86,26222,-84139,44440
2009-01-21,82700.0,81000.0,420483.0,12.69,2974,-81110,78591
2009-01-22,80400.0,82000.0,558334.0,12.84,-9767,-85598,78462
2009-01-23,82200.0,84500.0,558344.0,13.23,-102445,-165864,295091
2009-01-28,84500.0,84500.0,526182.0,13.23,-51530,15678,32788
2009-01-29,83700.0,84500.0,521162.0,13.23,37273,36913,-86105
2009-01-30,83500.0,83000.0,203069.0,13.0,-19263,-35906,42781
2009-02-02,83000.0,81100.0,440952.0,12.7,165658,-167647,20957
2009-02-03,81100.0,80500.0,450599.0,12.61,33166,-77745,31177
2009-02-04,82000.0,82500.0,436547.0,12.92,-55369,-28375,92434
2009-02-05,81600.0,82500.0,379463.0,12.92,-6055,-68992,74747
2009-02-06,83000.0,84000.0,349194.0,13.15,-107441,47814,68067
2009-02-09,83200.0,84000.0,293520.0,13.15,-5845,28651,-30496
2009-02-10,84400.0,83700.0,306405.0,13.11,1292,83458,-83515
2009-02-11,82400.0,80900.0,512237.0,12.67,243277,-114723,-151301
2009-02-12,80200.0,80000.0,1285804.0,12.53,347223,-301566,-32876
2009-02-13,79100.0,82000.0,636283.0,12.84,-185832,-19909,195134
2009-02-16,81200.0,81900.0,289591.0,12.83,-52838,-61248,120182
2009-02-17,80800.0,81300.0,518689.0,12.73,-39199,-84252,110330
2009-02-18,81800.0,82800.0,762822.0,12.97,-139204,-69115,174619
2009-02-19,81900.0,80200.0,713083.0,12.56,104900,-147806,40401
2009-02-20,80200.0,79100.0,397819.0,12.39,23215,25024,-60647
2009-02-23,78300.0,79100.0,409454.0,12.39,3880,550,-12334
2009-02-24,78100.0,80200.0,588134.0,12.56,-73332,8845,21084
2009-02-25,81500.0,81400.0,608050.0,12.75,-39862,-20544,50347
2009-02-26,81400.0,80000.0,506438.0,12.53,23533,79399,-115596
2009-02-27,80300.0,78900.0,524810.0,12.36,68048,-87609,16246
2009-03-02,79500.0,77700.0,638045.0,12.17,57624,58431,-143357
2009-03-03,77600.0,77200.0,412264.0,12.09,-31900,36807,-21703
2009-03-04,77500.0,76800.0,588064.0,12.03,78191,-14324,-78559
2009-03-05,76500.0,75800.0,1486849.0,11.87,391497,82263,-479029
2009-03-06,75700.0,77900.0,708834.0,12.2,-187131,151501,-4915
2009-03-09,77800.0,75200.0,728307.0,11.78,210772,51397,-268985
2009-03-10,74600.0,75500.0,665867.0,11.82,9369,15992,-37274
2009-03-11,75500.0,77200.0,877175.0,12.09,12418,49124,-61914
2009-03-12,77000.0,76300.0,965161.0,11.95,-25805,226017,-216781
2009-03-13,77000.0,76500.0,498076.0,11.98,28181,35626,-87173
2009-03-16,77000.0,77700.0,614145.0,12.17,-91163,-4741,86132
2009-03-17,78400.0,79700.0,767575.0,12.48,-248776,58899,175631
2009-03-18,81400.0,79000.0,551245.0,12.37,9935,22358,-34490
2009-03-19,79000.0,79800.0,367417.0,12.5,-50242,51831,-5584
2009-03-20,79700.0,78000.0,477068.0,12.22,56565,-52107,-1518
2009-03-23,77400.0,77100.0,584199.0,12.07,203247,-51865,-156200
2009-03-24,76800.0,75500.0,1834019.0,11.82,1175119,-265681,-926316
2009-03-25,75800.0,75100.0,754671.0,11.76,144947,-1031,-151475
2009-03-26,75200.0,74800.0,1087937.0,11.71,427275,-248416,-167345
2009-03-27,75000.0,76500.0,1083278.0,11.98,-20509,-98983,131231
2009-03-30,76500.0,75500.0,501610.0,11.82,-107029,-14827,111387
2009-03-31,76200.0,76100.0,529626.0,11.92,-52054,-34876,95096
2009-04-01,76300.0,74700.0,1311856.0,11.7,423799,-254573,-173055
2009-04-02,75100.0,74900.0,1142598.0,11.73,313854,70626,-393595
2009-04-03,75200.0,72600.0,1842743.0,11.37,1024558,-175848,-834812
2009-04-06,73200.0,73100.0,1102068.0,11.45,398231,53400,-446920
2009-04-07,73600.0,75400.0,989256.0,11.81,-250819,288094,-54956
2009-04-08,75200.0,73600.0,708428.0,11.53,81956,93388,-176065
2009-04-09,74300.0,73500.0,1170077.0,11.51,330388,-89869,-226995
2009-04-10,74100.0,75000.0,1142300.0,11.75,-138241,65895,58126
2009-04-13,75500.0,76100.0,972138.0,11.92,-288151,36695,252466
2009-04-14,75800.0,73300.0,1521097.0,11.48,459881,-144079,-302643
2009-04-15,73000.0,73900.0,1199130.0,11.57,-95830,-228593,343074
2009-04-16,73500.0,72500.0,1464666.0,11.35,649320,-497815,-128618
2009-04-17,72100.0,70500.0,1125394.0,11.04,409693,-259392,-143900
2009-04-20,70600.0,73100.0,871176.0,11.45,-350337,112884,245343
2009-04-21,72400.0,73100.0,554259.0,11.45,-186039,27114,157697
2009-04-22,72800.0,71500.0,1149165.0,11.2,446386,-470526,46184
2009-04-23,72000.0,72800.0,927683.0,11.4,-107322,-56061,163997
2009-04-24,72500.0,73000.0,867113.0,11.43,-232593,18967,195852
2009-04-27,73200.0,71500.0,879207.0,11.2,324751,3055,-342772
2009-04-28,71500.0,71400.0,698481.0,11.18,-218971,217178,-1890
2009-04-29,71700.0,71500.0,542170.0,11.2,119168,54509,-168706
2009-04-30,71700.0,70600.0,1237506.0,11.06,398144,-88766,-313573
2009-05-04,71200.0,68800.0,2038420.0,10.77,1122709,-97333,-1043050
2009-05-06,68200.0,70200.0,2219004.0,10.99,335523,-90506,-275225
2009-05-07,70300.0,68600.0,1333962.0,10.74,521987,-74324,-455018
2009-05-08,69100.0,71600.0,1805788.0,11.21,-321485,191421,135510
2009-05-11,72300.0,73200.0,1423583.0,11.46,-257481,-42414,277903
2009-05-12,73500.0,72100.0,893394.0,11.29,-59268,116782,-50329
2009-05-13,72100.0,72700.0,880673.0,11.39,-101344,-35675,156195
2009-05-14,72100.0,71100.0,926234.0,11.13,53779,-148587,120664
2009-05-15,71100.0,71000.0,643505.0,11.12,2272,-154145,148017
2009-05-18,71100.0,69700.0,821673.0,10.92,260340,-157616,-116012
2009-05-19,70100.0,69300.0,1212775.0,10.85,574708,-382052,-189357
2009-05-20,69700.0,69600.0,885640.0,10.9,68999,-170629,102926
2009-05-21,69800.0,69400.0,523503.0,10.87,2258,10602,-12424
2009-05-22,69300.0,68500.0,888565.0,10.73,121216,8973,-109282
2009-05-25,68400.0,67100.0,1082699.0,10.51,212875,-140327,-59803
2009-05-26,67400.0,66500.0,932955.0,10.41,146358,-100322,-40533
2009-05-27,67100.0,65200.0,776850.0,10.21,100807,-124512,5927
2009-05-28,65400.0,66900.0,758156.0,10.48,-146038,174812,-37654
2009-05-29,66600.0,68200.0,1083016.0,10.68,-195930,182102,5580
2009-06-01,68500.0,68900.0,627911.0,10.79,-188527,-105207,287070
2009-06-02,69200.0,68400.0,837337.0,10.71,-93534,-229292,344256
2009-06-03,69000.0,68400.0,487132.0,10.71,-157125,-68364,242660
2009-06-04,68800.0,66300.0,743913.0,10.38,124192,-167268,63252
2009-06-05,66500.0,65900.0,611757.0,10.32,-5395,-140520,162648
2009-06-08,65400.0,66000.0,518183.0,10.34,54779,-467,-57938
2009-06-09,67500.0,70700.0,2255556.0,11.07,-940259,183897,745386
2009-06-10,72000.0,70600.0,1143392.0,11.06,-331434,62956,263122
2009-06-11,71100.0,69800.0,965074.0,10.93,-104321,-220985,332883
2009-06-12,70400.0,72000.0,977601.0,11.28,-462322,-130927,610032
2009-06-15,71700.0,72300.0,741657.0,11.32,-179144,-222995,419004
2009-06-16,72100.0,72500.0,784480.0,11.35,-243162,-58973,318207
2009-06-17,72700.0,72500.0,717797.0,11.35,-229947,-180715,411844
2009-06-18,72400.0,72000.0,710267.0,11.28,-172876,-201165,378743
2009-06-19,72500.0,71800.0,473340.0,11.24,-79296,-155727,239591
2009-06-22,71200.0,70000.0,444149.0,10.96,41545,-60770,23227
2009-06-23,70200.0,68500.0,520878.0,10.73,50695,-53601,-2964
2009-06-24,70800.0,70500.0,726602.0,11.04,-197049,-65273,257841
2009-06-25,70900.0,72200.0,836075.0,11.31,-479649,32955,446378
2009-06-26,72500.0,71100.0,335297.0,11.13,18639,-31748,13078
2009-06-29,71000.0,71900.0,240376.0,11.26,-61565,-6130,57089
2009-06-30,71900.0,72000.0,758793.0,11.28,-107087,72824,31467
2009-07-01,71200.0,70700.0,396258.0,11.07,23742,-2662,-25360
2009-07-02,71300.0,70100.0,744045.0,10.98,87747,-106265,20981
2009-07-03,69500.0,68900.0,455056.0,10.79,185224,-26286,-160198
2009-07-06,68900.0,69900.0,350092.0,10.95,-36628,63350,-24803
2009-07-07,69300.0,68800.0,560197.0,10.77,120932,75928,-190178
2009-07-08,68500.0,67200.0,1078569.0,10.52,365864,164278,-518397
2009-07-09,66900.0,67000.0,1397539.0,10.49,319891,-42232,-275924
2009-07-10,68100.0,69700.0,813764.0,10.92,-257532,23283,255980
2009-07-13,69400.0,67600.0,558270.0,10.59,-5931,-4174,8136
2009-07-14,68000.0,67800.0,535898.0,10.62,-2540,-57557,79791
2009-07-15,67900.0,68900.0,371241.0,10.79,-18956,-22781,45659
2009-07-16,68400.0,68300.0,867549.0,10.7,139145,-41926,-101894
2009-07-17,67600.0,67000.0,1229100.0,10.49,536594,-168123,-371808
2009-07-20,67100.0,66800.0,1073664.0,10.46,321682,37392,-357311
2009-07-21,66800.0,66100.0,1444636.0,10.35,696430,-59207,-637751
2009-07-22,66600.0,67000.0,895073.0,10.49,-10752,146688,-153845
2009-07-23,67200.0,69300.0,1335901.0,10.85,-663329,275874,394659
2009-07-24,69400.0,68000.0,1350839.0,10.65,-5384,20434,-8486
2009-07-27,68500.0,68700.0,995929.0,10.76,-249746,82683,170237
2009-07-28,69400.0,70900.0,1174656.0,11.1,-579741,61036,508152
2009-07-29,71200.0,71300.0,1028557.0,11.17,-228536,118446,128921
2009-07-30,71700.0,72000.0,701780.0,11.28,-371560,36077,342154
2009-07-31,71500.0,71300.0,869538.0,11.17,64171,-40475,-8606
2009-08-03,71100.0,70000.0,583545.0,10.96,134226,-192667,70687
2009-08-04,70000.0,67900.0,1638795.0,10.63,801298,-301096,-503612
2009-08-05,67700.0,68200.0,877880.0,10.68,179916,4638,-187606
2009-08-06,68700.0,67900.0,1133531.0,10.63,387706,13592,-394988
2009-08-07,68000.0,69300.0,727253.0,10.85,-204868,-34050,244931
2009-08-10,69600.0,70400.0,680990.0,11.03,-265564,-21145,238097
2009-08-11,70700.0,69800.0,701952.0,10.93,-218243,33539,179936
2009-08-12,70400.0,69300.0,677759.0,10.85,-14630,-21591,49376
2009-08-13,69700.0,69000.0,936074.0,10.81,21968,-129161,108066
2009-08-14,69300.0,69800.0,735006.0,10.93,-34201,-93318,121371
2009-08-17,70200.0,69000.0,569322.0,10.81,14631,-27655,33003
2009-08-18,69200.0,68300.0,540952.0,10.7,-29279,26433,-3649
2009-08-19,68500.0,67700.0,610696.0,10.6,275797,-265855,-9786
2009-08-20,68200.0,68300.0,381258.0,10.7,20421,43976,-66967
2009-08-21,68000.0,66800.0,1330672.0,10.46,455068,-168889,-297312
2009-08-24,67000.0,66900.0,648325.0,10.48,105987,-84327,-11575
2009-08-25,66600.0,66900.0,723331.0,10.48,217786,-125125,-96381
2009-08-26,66600.0,66900.0,458421.0,10.48,182303,2648,-184276
2009-08-27,67400.0,68100.0,777213.0,10.66,-47812,159108,-143714
2009-08-28,68000.0,68000.0,365688.0,10.65,-45482,-7132,20897
2009-08-31,67700.0,67300.0,538874.0,10.54,71461,-32912,-41597
2009-09-01,66900.0,67100.0,525210.0,10.51,-7201,31111,-40001
2009-09-02,67600.0,66700.0,574380.0,10.45,52680,-6063,-50155
2009-09-03,66700.0,67500.0,764140.0,10.57,75531,-81180,34283
2009-09-04,67800.0,68000.0,1139365.0,10.65,-134852,130234,6718
2009-09-07,67600.0,66600.0,600812.0,10.43,177051,-90692,-89634
2009-09-08,66600.0,67000.0,772255.0,10.49,-59615,-78496,132596
2009-09-09,67200.0,67400.0,761210.0,10.56,-122092,-38376,119110
2009-09-10,67800.0,67900.0,766740.0,10.63,-72096,-39478,61996
2009-09-11,67900.0,68000.0,769217.0,10.65,-26127,-64133,58524
2009-09-14,67600.0,67900.0,530229.0,10.63,-54436,83194,-72182
2009-09-15,67900.0,67500.0,996428.0,10.57,90265,-425155,327965
2009-09-16,67300.0,67800.0,850306.0,10.62,-3626,-195252,154715
2009-09-17,68200.0,70300.0,2008777.0,11.01,-610122,84713,512253
2009-09-18,70200.0,69100.0,940647.0,10.82,53454,-93661,5683
2009-09-21,69000.0,69300.0,363102.0,10.85,-37221,-32837,29500
2009-09-22,69700.0,69000.0,574743.0,10.81,37272,-183296,125069
2009-09-23,68800.0,68900.0,600536.0,10.79,-24918,-97397,91471
2009-09-24,68500.0,69400.0,510654.0,10.87,-163691,115336,12410
2009-09-25,69500.0,68300.0,450371.0,10.7,-20874,4366,-10909
2009-09-28,68400.0,69100.0,447116.0,10.82,-66568,-30458,96678
2009-09-29,69500.0,70900.0,1248046.0,11.1,-345882,382136,-62978
2009-09-30,71800.0,71400.0,1128815.0,11.18,-274888,247845,17150
2009-10-01,71800.0,71500.0,828929.0,11.2,-203859,221645,-21816
2009-10-05,72000.0,73200.0,1589742.0,11.46,-434559,-29961,454098
2009-10-06,72800.0,71700.0,974493.0,11.23,60945,125131,-234183
2009-10-07,70800.0,71600.0,550989.0,11.21,-63030,-14693,40588
2009-10-08,72000.0,70300.0,766940.0,11.01,132904,-11277,-150409
2009-10-09,70400.0,71000.0,496469.0,11.12,66440,-112462,28275
2009-10-12,71100.0,70900.0,411157.0,11.1,-301,-33227,3939
2009-10-13,70900.0,71000.0,759144.0,11.12,84420,-88650,-24718
2009-10-14,70900.0,72100.0,705672.0,11.29,-155023,74086,8827
2009-10-15,71800.0,72400.0,339732.0,11.34,-44110,3027,5437
2009-10-16,72100.0,72000.0,387869.0,11.28,-135616,45399,37885
2009-10-19,72800.0,72000.0,428281.0,11.28,-33986,-127142,140384
2009-10-20,72000.0,72100.0,394444.0,11.29,-54593,-38647,58402
2009-10-21,72300.0,71200.0,649161.0,11.15,61319,3231,-100860
2009-10-22,70800.0,69500.0,909689.0,10.88,210358,-2336,-234482
2009-10-23,69500.0,70300.0,508903.0,11.01,11185,-150840,105543
2009-10-26,70300.0,70700.0,374425.0,11.07,-197686,38421,132736
2009-10-27,71000.0,70300.0,313238.0,11.01,13373,-39356,10543
2009-10-28,70000.0,70700.0,472357.0,11.07,-103722,-29615,124137
2009-10-29,70700.0,69900.0,434310.0,10.95,-59105,-105426,132755
2009-10-30,70000.0,69100.0,613210.0,10.82,166340,-142345,15662
2009-11-02,68900.0,68900.0,307004.0,10.79,-67824,11649,32541
2009-11-03,68900.0,68900.0,256699.0,10.79,4451,-142352,102979
2009-11-04,68900.0,69000.0,305708.0,10.81,48666,-57748,-20760
2009-11-05,69000.0,68800.0,384244.0,10.77,25883,-87891,30274
2009-11-06,68600.0,68600.0,267007.0,10.74,57403,-53263,-21538
2009-11-09,68900.0,68000.0,260641.0,10.65,33331,17050,-78398
2009-11-10,68100.0,67800.0,322770.0,10.62,70766,-82362,-6613
2009-11-11,68300.0,68700.0,334931.0,10.76,-12138,8139,-26061
2009-11-12,68300.0,67500.0,476694.0,10.57,184119,-35633,-186942
2009-11-13,67500.0,67200.0,388258.0,10.52,82176,20762,-138434
2009-11-16,67000.0,66900.0,576538.0,10.48,187358,-14527,-207833
2009-11-17,66700.0,66400.0,473505.0,10.4,162333,-87150,-104153
2009-11-18,66700.0,66800.0,572158.0,10.46,-50460,-22806,31032
2009-11-19,67100.0,66800.0,583706.0,10.46,168829,-159825,-42544
2009-11-20,67200.0,67000.0,366716.0,10.49,-7905,13634,-5935
2009-11-23,67600.0,66800.0,521924.0,10.46,133544,27914,-162317
2009-11-24,66800.0,66600.0,374937.0,10.43,57330,-23406,-33803
2009-11-25,66600.0,66600.0,458682.0,10.43,138275,5394,-145291
2009-11-26,67000.0,67700.0,596452.0,10.6,-154387,126899,-56511
2009-11-27,67400.0,66700.0,620371.0,10.45,-228142,202331,26750
2009-11-30,67300.0,67400.0,555140.0,10.56,-32375,68095,-52494
2009-12-01,67300.0,68000.0,485734.0,10.65,-46061,142654,-92803
2009-12-02,68900.0,68400.0,436279.0,10.71,-32705,-36438,70890
2009-12-03,68000.0,67400.0,555701.0,10.56,112331,67646,-182115
2009-12-04,67200.0,68900.0,467762.0,10.79,-157223,1303,161269
2009-12-07,68600.0,68300.0,266889.0,10.7,25326,25790,-53988
2009-12-08,68700.0,68400.0,222016.0,10.71,-50992,34189,22448
2009-12-09,69000.0,68900.0,427844.0,10.79,-148271,174351,-28253
2009-12-10,69000.0,69700.0,789157.0,10.92,-57635,75626,-26628
2009-12-11,69900.0,67900.0,860494.0,10.63,360044,51710,-419765
2009-12-14,68200.0,67700.0,426281.0,10.6,90249,4418,-95263
2009-12-15,67600.0,67200.0,480305.0,10.52,271931,-2025,-280068
2009-12-16,67100.0,66900.0,620632.0,10.48,257076,-19977,-232628
2009-12-17,66700.0,66600.0,429841.0,10.43,163385,-87205,-78319
2009-12-18,66500.0,67000.0,319109.0,10.49,70228,-78942,8594
2009-12-21,66700.0,66500.0,376005.0,10.41,133246,-43246,-108066
2009-12-22,66600.0,66600.0,309571.0,10.43,41965,-5509,-41886
2009-12-23,66900.0,66800.0,233077.0,10.46,12172,30006,-52281
2009-12-24,66900.0,67300.0,660222.0,10.54,12553,5565,-31573
2009-12-28,67500.0,67500.0,613335.0,10.57,18115,-62433,19257
2009-12-29,65500.0,65100.0,673524.0,10.2,69055,-161896,95873
2009-12-30,64900.0,64400.0,569028.0,10.09,-14072,-111409,153680
2010-01-04,65100.0,64700.0,279064.0,10.54,-35870,-82225,124644
2010-01-05,65000.0,64000.0,874918.0,10.43,140362,-211027,86877
2010-01-06,64100.0,63100.0,810151.0,10.28,114761,-152813,57607
2010-01-07,63000.0,62600.0,805408.0,10.2,58648,-163704,122471
2010-01-08,62600.0,62300.0,573364.0,10.15,149461,16021,-166287
2010-01-11,62300.0,62300.0,779080.0,10.15,75280,-46523,-21803
2010-01-12,62400.0,62500.0,733236.0,10.18,65147,-5787,-54968
2010-01-13,62900.0,62600.0,674351.0,10.2,63467,18282,-97393
2010-01-14,62700.0,62400.0,511403.0,10.16,-15950,110167,-95923
2010-01-15,62800.0,62900.0,645435.0,10.25,-80120,193968,-108107
2010-01-18,63800.0,64800.0,1359847.0,10.56,-414266,484605,-88340
2010-01-19,64800.0,66400.0,1506901.0,10.82,-667037,463556,194081
2010-01-20,66400.0,68100.0,1665417.0,11.09,-826523,410117,412761
2010-01-21,67500.0,65500.0,793443.0,10.67,-96495,137321,-73422
2010-01-22,64800.0,63300.0,778155.0,10.31,183278,-41278,-145458
2010-01-25,62700.0,63000.0,307318.0,10.26,56719,21147,-77837
2010-01-26,63400.0,64300.0,830099.0,10.47,-169887,19667,148774
2010-01-27,65900.0,67200.0,1495138.0,10.95,-571599,338603,242091
2010-01-28,67700.0,67400.0,931419.0,10.98,-409193,158693,252480
2010-01-29,67700.0,67700.0,772074.0,11.03,-372003,173626,178599
2010-02-01,68200.0,69600.0,1462529.0,11.34,-577879,291989,306711
2010-02-02,69700.0,69600.0,686136.0,11.34,-131508,205891,-35708
2010-02-03,69500.0,69800.0,541933.0,11.37,-102295,75673,41104
2010-02-04,69700.0,68300.0,682255.0,11.13,-41378,250261,-184087
2010-02-05,68200.0,67200.0,425144.0,10.95,-71998,36845,33467
2010-02-08,67200.0,68100.0,450840.0,11.09,-39411,92348,-39420
