Symbol,현대모비스_시가(원),현대모비스_종가(원),현대모비스_거래량(주),현대모비스_PER(IFRS-연결),현대모비스_순매수수량(개인)(주),현대모비스_순매수수량(기관계)(주),현대모비스_순매수수량(외국인계)(주)
2003-09-03,41700.0,40900.0,420995.0,8.63,7170,-2690,-17500
2003-09-04,40700.0,41150.0,249375.0,8.68,22199,-23739,5010
2003-09-05,41150.0,41600.0,333150.0,8.78,-6908,-24202,31750
2003-09-08,41950.0,43600.0,784347.0,9.2,-130073,-78302,250160
2003-09-09,44000.0,42900.0,535369.0,9.05,1620,-6590,-9990
2003-09-15,42500.0,41300.0,406794.0,8.71,34326,23304,-71020
2003-09-16,41050.0,41500.0,465923.0,8.76,30562,-74032,67400
2003-09-17,41900.0,39750.0,1083400.0,8.39,421910,-21560,-380770
2003-09-18,39300.0,38850.0,575578.0,8.2,128252,-49592,-65340
2003-09-19,39750.0,38400.0,497515.0,8.1,77264,-108094,39590
2003-09-22,37100.0,36200.0,524308.0,7.64,-9010,78610,-71770
2003-09-23,35500.0,36500.0,1092433.0,7.7,89330,310220,-434310
2003-09-24,36500.0,38200.0,818920.0,8.06,-15111,-82239,160890
2003-09-25,37300.0,37600.0,875660.0,7.93,46793,4097,-44280
2003-09-26,36900.0,36800.0,516063.0,7.77,28017,29983,-53100
2003-09-29,36200.0,35950.0,654308.0,7.59,54022,176178,-293890
2003-09-30,36500.0,37000.0,458051.0,7.81,38311,-51631,2490
2003-10-01,35700.0,36850.0,296602.0,7.78,27740,43230,-83330
2003-10-02,37950.0,37500.0,660950.0,7.91,120630,2150,-98570
2003-10-06,37900.0,37400.0,508761.0,7.89,51301,21422,-126783
2003-10-07,37500.0,38400.0,365342.0,8.1,-43844,-48666,79410
2003-10-08,39000.0,37700.0,512620.0,7.96,-3589,-28141,34070
2003-10-09,37500.0,38300.0,561284.0,8.08,13674,38090,-43664
2003-10-10,38500.0,40650.0,1207480.0,8.58,-256411,204931,60890
2003-10-13,40600.0,40000.0,642021.0,8.44,-74200,48350,70660
2003-10-14,40550.0,40750.0,677028.0,8.6,51807,-28877,118400
2003-10-15,41100.0,40000.0,418346.0,8.44,17961,24199,-11090
2003-10-16,40000.0,40650.0,762384.0,8.58,91567,-14947,-37610
2003-10-17,40900.0,40350.0,563373.0,8.51,4326,40544,-70110
2003-10-20,40100.0,41000.0,390912.0,8.65,43817,-23157,-1010
2003-10-21,41500.0,41900.0,635000.0,8.84,-98670,24073,44727
2003-10-22,42400.0,41900.0,604975.0,8.84,7810,-80240,56780
2003-10-23,41300.0,40300.0,671303.0,8.5,84880,-69353,-18840
2003-10-24,40000.0,40350.0,392787.0,8.51,5353,22967,-45530
2003-10-27,40350.0,42100.0,523954.0,8.88,-53851,2370,58911
2003-10-28,41950.0,43400.0,934160.0,9.16,-182444,45294,145930
2003-10-29,44100.0,43800.0,945583.0,9.24,-258402,61770,172291
2003-10-30,44100.0,45500.0,621960.0,9.6,-179955,83935,90530
2003-10-31,45200.0,45700.0,434214.0,9.64,-9744,-4296,12140
2003-11-03,46000.0,45900.0,405052.0,9.69,-49002,26996,14376
2003-11-04,46000.0,47700.0,1201770.0,10.07,-174746,-174778,346924
2003-11-05,48000.0,49600.0,710598.0,10.47,-87660,-61830,145360
2003-11-06,49600.0,46850.0,847617.0,9.89,57961,-14351,-64490
2003-11-07,47250.0,49950.0,627568.0,10.54,-82876,-82784,126790
2003-11-10,49100.0,49950.0,578600.0,10.54,-18157,-94093,109140
2003-11-11,49650.0,52000.0,809096.0,10.97,-118337,-214303,329030
2003-11-12,52100.0,51000.0,987629.0,10.76,32737,-38597,15620
2003-11-13,51900.0,51500.0,1136379.0,10.87,-108547,-27433,64770
2003-11-14,52400.0,51500.0,560378.0,10.87,91859,-129234,17930
2003-11-17,51600.0,51500.0,563430.0,10.87,238393,-270433,23850
2003-11-18,51500.0,51500.0,577239.0,10.87,-56686,33236,-37250
2003-11-19,50200.0,47700.0,635482.0,10.07,144668,-76470,-74747
2003-11-20,49000.0,47400.0,940060.0,10.0,67671,-14501,-61380
2003-11-21,47000.0,48500.0,586524.0,10.23,-75869,-14921,74940
2003-11-24,47600.0,48000.0,395498.0,10.13,-55560,38140,14850
2003-11-25,49100.0,48900.0,447364.0,10.32,19394,18246,-86180
2003-11-26,49900.0,50400.0,473000.0,10.63,-3985,55628,-59911
2003-11-27,51000.0,52000.0,528661.0,10.97,-141336,7811,140835
2003-11-28,52100.0,53000.0,472042.0,11.18,-60931,-38279,96930
2003-12-01,53100.0,55900.0,660754.0,11.8,-126414,-130576,247610
2003-12-02,56500.0,55500.0,592029.0,11.71,4393,-110430,129590
2003-12-03,55500.0,55000.0,726861.0,11.61,91263,-73853,-22370
2003-12-04,54900.0,53600.0,442118.0,11.31,44969,-25049,-20370
2003-12-05,54000.0,53100.0,562718.0,11.2,76373,-124293,50500
2003-12-08,52400.0,55200.0,504544.0,11.65,-56608,-117132,159930
2003-12-09,55700.0,54400.0,369023.0,11.48,81095,2521,-111960
2003-12-10,54000.0,58000.0,916174.0,12.24,-94688,-236212,324630
2003-12-11,57600.0,57600.0,867450.0,12.15,121060,-131900,12090
2003-12-12,58800.0,59700.0,436112.0,12.6,-3475,-12845,2010
2003-12-15,60700.0,62000.0,452562.0,13.08,24206,-78176,99630
2003-12-16,60800.0,64000.0,1079461.0,13.5,187789,-150489,-77890
2003-12-17,65200.0,61700.0,620775.0,13.02,255121,-175121,-93860
2003-12-18,62000.0,62300.0,489442.0,13.15,66129,-73079,-170
2003-12-19,63200.0,61400.0,447998.0,12.96,58712,-167490,126490
2003-12-22,60700.0,60500.0,321019.0,12.77,47976,-8926,-36910
2003-12-23,61000.0,59500.0,383297.0,12.56,65998,-71558,-11060
2003-12-24,60600.0,60000.0,343603.0,12.66,20873,-40703,36850
2003-12-26,59700.0,60700.0,315119.0,12.81,16753,-6864,780
2003-12-29,60800.0,62000.0,387821.0,13.08,16436,28044,-43070
2003-12-30,62900.0,64100.0,390122.0,13.53,-49693,25743,48430
2004-01-02,64500.0,64100.0,468830.0,10.44,51249,-14949,-46850
2004-01-05,64200.0,64100.0,395319.0,10.44,23718,-62888,40970
2004-01-06,64200.0,63900.0,394860.0,10.4,39695,-74245,16320
2004-01-07,63300.0,61900.0,515139.0,10.08,162600,-111790,-32840
2004-01-08,61900.0,61700.0,861118.0,10.05,128615,-244015,136670
2004-01-09,62100.0,60500.0,959389.0,9.85,327044,-124984,-246880
2004-01-12,60500.0,60200.0,853694.0,9.8,384344,-145090,-217472
2004-01-13,60200.0,62200.0,755941.0,10.13,49373,-97953,59140
2004-01-14,61500.0,62500.0,626884.0,10.18,-6219,-12549,13668
2004-01-15,62000.0,60300.0,553925.0,9.82,81363,-38903,-45940
2004-01-16,60000.0,59100.0,998572.0,9.62,200030,-92530,-117380
2004-01-19,59700.0,59500.0,543237.0,9.69,127104,-55484,-78730
2004-01-20,59200.0,58500.0,809638.0,9.52,153797,-76877,-69210
2004-01-26,57800.0,57100.0,1058092.0,9.3,131443,-31813,-163320
2004-01-27,57400.0,58400.0,761513.0,9.51,161622,-86662,-16880
2004-01-28,57800.0,60500.0,716378.0,9.85,-228160,25160,213670
2004-01-29,60000.0,58700.0,461487.0,9.56,78192,8398,-88190
2004-01-30,58100.0,58100.0,541734.0,9.46,1634,9951,-18655
2004-02-02,58000.0,58500.0,284250.0,9.52,-52496,49736,4350
2004-02-03,58100.0,56500.0,719842.0,9.2,-75643,89453,-23510
2004-02-04,55600.0,54500.0,738948.0,8.87,78388,114176,-202970
2004-02-05,55000.0,55500.0,495114.0,9.04,-105327,147337,-50760
2004-02-06,55100.0,58300.0,611990.0,9.49,-75898,-42660,137260
2004-02-09,58300.0,58500.0,414566.0,9.52,-35463,17873,54510
2004-02-10,58200.0,58000.0,263443.0,9.44,-33718,-7359,45627
2004-02-11,57900.0,58000.0,625012.0,9.44,29747,-32877,26820
2004-02-12,58600.0,57000.0,478529.0,9.28,72649,24031,-138110
2004-02-13,57000.0,56400.0,339333.0,9.18,30575,-34325,4650
2004-02-16,56500.0,56400.0,272963.0,9.18,54062,-63532,17390
2004-02-17,56600.0,59000.0,472117.0,9.61,-60189,16348,35260
2004-02-18,59000.0,57300.0,639871.0,9.33,184987,-151647,23820
2004-02-19,56500.0,54400.0,1455411.0,8.86,647231,-197471,-289620
2004-02-20,54700.0,55000.0,427750.0,8.95,94966,-118076,51030
2004-02-23,55100.0,55500.0,450380.0,9.04,-80560,14240,59260
2004-02-24,54800.0,53200.0,538686.0,8.66,145169,-6937,-119862
2004-02-25,53300.0,53800.0,364063.0,8.76,-5073,-31757,30160
2004-02-26,53500.0,51800.0,740797.0,8.43,326617,-39117,-298790
2004-02-27,51300.0,53000.0,980261.0,8.63,91370,200706,-323640
2004-03-02,53400.0,53600.0,921724.0,8.73,-58018,62238,-192730
2004-03-03,54000.0,53900.0,612350.0,8.78,23158,-10828,-2090
2004-03-04,53800.0,53000.0,695525.0,8.63,170674,-65224,-84930
2004-03-05,53100.0,53900.0,693479.0,8.78,35552,-62042,2930
2004-03-08,54000.0,53100.0,353727.0,8.65,54773,-10603,-29400
2004-03-09,52500.0,52000.0,460900.0,8.47,125371,-63263,-54100
2004-03-10,51600.0,52500.0,510514.0,8.55,30509,-78439,39330
2004-03-11,52000.0,51900.0,590962.0,8.45,70687,-88397,31290
2004-03-12,51500.0,49800.0,868558.0,8.11,-41879,-22151,56850
2004-03-15,50500.0,49650.0,312716.0,8.08,19024,9386,-28910
2004-03-16,48900.0,48200.0,613394.0,7.85,66215,10305,-29220
2004-03-17,48300.0,49700.0,749296.0,8.09,-28078,44597,14220
2004-03-18,50800.0,51300.0,685044.0,8.35,-90542,-74278,183000
2004-03-19,51500.0,51900.0,371599.0,8.45,-13376,-174,8240
2004-03-22,51700.0,49900.0,326677.0,8.12,119867,-59767,-61510
2004-03-23,49000.0,50500.0,303574.0,8.22,58967,-13702,-23290
2004-03-24,50300.0,49100.0,286740.0,7.99,95523,-84749,-9630
2004-03-25,48100.0,48200.0,365690.0,7.85,20539,-15909,10460
2004-03-26,48750.0,48500.0,427402.0,7.9,16831,40594,-15420
2004-03-29,48600.0,50900.0,490107.0,8.29,-169404,109344,77820
2004-03-30,51400.0,50800.0,332520.0,8.27,2051,-14041,8910
2004-03-31,51400.0,52500.0,694580.0,8.55,-56848,-38392,106200
2004-04-01,52500.0,54500.0,784149.0,8.87,-285309,-26991,294120
2004-04-02,54800.0,55100.0,691021.0,8.97,-222855,17612,176290
2004-04-06,55500.0,55000.0,511821.0,8.95,14030,-46180,45130
2004-04-07,55000.0,54000.0,813741.0,8.79,198011,-187301,-27370
2004-04-08,54600.0,54300.0,720387.0,8.84,9440,25270,-66390
2004-04-09,53700.0,52600.0,448699.0,8.56,122032,-146162,4480
2004-04-12,52200.0,53500.0,516518.0,8.71,-36402,36472,25870
2004-04-13,53500.0,52600.0,427667.0,8.56,62277,-41047,19020
2004-04-14,52200.0,53100.0,312223.0,8.65,40507,-25065,-23762
2004-04-16,53100.0,52800.0,370374.0,8.6,101934,-114991,22540
2004-04-19,52800.0,52600.0,346189.0,8.56,37767,-43549,14330
2004-04-20,53100.0,53700.0,491672.0,8.74,-43367,51480,12310
2004-04-21,53500.0,55500.0,886214.0,9.04,-273343,-23504,356760
2004-04-22,56100.0,54300.0,455703.0,8.84,66811,-93721,13320
2004-04-23,55000.0,52600.0,1059023.0,8.56,305701,-276851,59490
2004-04-26,51900.0,49000.0,880606.0,7.98,329241,-258061,-75410
2004-04-27,49300.0,50000.0,783141.0,8.14,184757,-41197,-127000
2004-04-28,50200.0,49800.0,500911.0,8.11,-34442,-93248,130060
2004-04-29,48700.0,49400.0,538060.0,8.04,-160110,112270,77910
2004-04-30,49400.0,50400.0,616462.0,8.21,-77569,31219,74270
2004-05-03,50400.0,50300.0,292551.0,8.19,-20480,29700,-1470
2004-05-04,50300.0,50500.0,302780.0,8.22,-63480,25460,35580
2004-05-06,50700.0,50200.0,536964.0,8.17,-107973,44633,51700
2004-05-07,51000.0,53000.0,963100.0,8.63,-410170,74520,359410
2004-05-10,52300.0,50100.0,753201.0,8.16,-61320,59580,-6300
2004-05-11,49400.0,48500.0,494546.0,7.9,681,35181,-45351
2004-05-12,49100.0,49000.0,600042.0,7.98,122318,-51808,-73530
2004-05-13,48100.0,45500.0,1046614.0,7.41,337960,-134680,-149700
2004-05-14,45500.0,43900.0,885845.0,7.15,71603,-184733,94010
2004-05-17,43450.0,39600.0,865161.0,6.45,-162023,19253,178120
2004-05-18,39100.0,41050.0,1123986.0,6.68,-49037,-218904,269370
2004-05-19,42300.0,44300.0,1084980.0,7.21,-60649,-173426,268900
2004-05-20,43700.0,46000.0,962300.0,7.49,-383220,347070,22270
2004-05-21,46050.0,47400.0,451922.0,7.72,-184180,58450,104520
2004-05-24,47800.0,47800.0,434992.0,7.78,2548,-44388,36570
2004-05-25,46800.0,47100.0,274914.0,7.67,-15260,-21230,45400
2004-05-27,48500.0,48150.0,405140.0,7.84,-106172,18436,77776
2004-05-28,48150.0,47550.0,420622.0,7.74,62340,-22850,-52430
2004-05-31,46800.0,45500.0,522524.0,7.41,133724,-43474,-88900
2004-06-01,45500.0,45600.0,386153.0,7.42,48835,-9255,-43450
2004-06-02,45000.0,44500.0,357102.0,7.24,137170,-31690,-110490
2004-06-03,44800.0,42400.0,649775.0,6.9,117135,-91255,-11950
2004-06-04,42600.0,44000.0,423982.0,7.16,-11570,-18960,27040
2004-06-07,44300.0,47750.0,706033.0,7.77,-284354,80164,232570
2004-06-08,48350.0,47850.0,529775.0,7.79,-133520,28320,91390
2004-06-09,48500.0,47150.0,534807.0,7.68,-64988,-125461,201459
2004-06-10,47700.0,48850.0,914502.0,7.95,-131340,-177440,274240
2004-06-11,49000.0,47100.0,449350.0,7.67,-23778,-102112,157830
2004-06-14,46850.0,47100.0,416544.0,7.67,-142614,40894,95510
2004-06-15,47650.0,47800.0,431724.0,7.78,-89214,57754,34280
2004-06-16,48500.0,48350.0,439544.0,7.87,-70466,-36764,117180
2004-06-17,49100.0,50100.0,447828.0,8.16,-194014,22474,167930
2004-06-18,49400.0,48300.0,306116.0,7.86,66842,-46272,4070
2004-06-21,49900.0,49800.0,358588.0,8.11,-86991,15721,78330
2004-06-22,49800.0,49350.0,225097.0,8.03,-2370,32360,-28490
2004-06-23,49350.0,48400.0,470512.0,7.88,-57808,-40472,121600
2004-06-24,49200.0,49600.0,387451.0,8.08,-127826,13866,134150
2004-06-25,49600.0,50100.0,351814.0,8.16,-43198,7378,33610
2004-06-28,50200.0,49000.0,216300.0,7.98,32880,-55970,32410
2004-06-29,49000.0,50900.0,347770.0,8.29,-103361,39320,59661
2004-06-30,51200.0,51300.0,306888.0,8.35,-76000,34810,53310
2004-07-01,51600.0,51900.0,488340.0,8.45,-48260,-67750,105720
2004-07-02,51000.0,50900.0,303522.0,8.29,1199,-61309,54620
2004-07-05,50400.0,51100.0,248404.0,8.32,7953,-69353,60720
2004-07-06,51100.0,51600.0,341265.0,8.4,-92261,-14499,103550
2004-07-07,50600.0,51400.0,344292.0,8.37,17195,-7955,-15140
2004-07-08,51200.0,50000.0,351585.0,8.14,28260,-101610,74630
2004-07-09,50000.0,49000.0,386023.0,7.98,80540,49430,-139150
2004-07-12,49450.0,49000.0,271905.0,7.98,13570,1940,-10110
2004-07-13,49550.0,49850.0,243177.0,8.12,-29983,-55352,75985
2004-07-14,49350.0,49700.0,254064.0,8.09,-51480,-26770,62950
2004-07-15,49700.0,49700.0,181048.0,8.09,-49664,8774,34150
2004-07-16,49700.0,49900.0,238670.0,8.12,-22750,5450,-2770
2004-07-19,49100.0,50300.0,221611.0,8.19,-24385,25055,16220
2004-07-20,49600.0,50300.0,222630.0,8.19,-47130,-44820,97560
2004-07-21,50900.0,50700.0,309037.0,8.25,-45341,-22019,110030
2004-07-22,49750.0,50000.0,165222.0,8.14,1208,-22500,26632
2004-07-23,50000.0,49050.0,196621.0,7.99,70260,-87480,22620
2004-07-26,48400.0,48700.0,123427.0,7.93,4215,-25104,21619
2004-07-27,48450.0,48800.0,180648.0,7.94,-2220,45090,-42330
2004-07-28,49500.0,49450.0,191180.0,8.05,-65529,399,69410
2004-07-29,49700.0,49300.0,211647.0,8.03,-24612,-23118,57260
2004-07-30,49500.0,49200.0,200920.0,8.01,-40864,-11236,33200
2004-08-02,48500.0,46750.0,426582.0,7.61,74074,-30050,-19814
2004-08-03,47200.0,46200.0,641520.0,7.52,14950,132850,-205160
2004-08-04,45600.0,47900.0,484964.0,7.8,-95877,31114,-10230
2004-08-05,48800.0,51200.0,635735.0,8.34,-291344,77817,190040
2004-08-06,50100.0,50300.0,382387.0,8.19,-83403,9276,75490
2004-08-09,50500.0,52200.0,308292.0,8.5,-170230,128260,31060
2004-08-10,51900.0,52400.0,208702.0,8.53,-79423,44383,34200
2004-08-11,52500.0,52000.0,300800.0,8.47,-60374,38084,36100
2004-08-12,52000.0,53000.0,381700.0,8.63,-227780,124280,91790
2004-08-13,53000.0,54500.0,526135.0,8.87,-279449,-2841,287930
2004-08-16,54000.0,54500.0,262315.0,8.87,-5029,-30341,35520
2004-08-17,55000.0,53500.0,295831.0,8.71,-67152,-7658,62060
2004-08-18,54200.0,53700.0,118125.0,8.74,-27498,4748,27260
2004-08-19,53700.0,54500.0,178693.0,8.87,-83160,52350,22400
2004-08-20,54200.0,54700.0,138887.0,8.91,-56336,26472,36154
2004-08-23,54700.0,54500.0,149886.0,8.87,-15772,-11658,36100
2004-08-24,54600.0,55800.0,354850.0,9.08,-81202,-15298,98330
2004-08-25,55600.0,57000.0,460961.0,9.28,-159349,64839,69840
2004-08-26,57500.0,57000.0,578653.0,9.28,-85964,-33636,127250
2004-08-27,57200.0,57000.0,276070.0,9.28,-52549,7679,50080
2004-08-30,57500.0,57000.0,207139.0,9.28,-23486,14516,4520
2004-08-31,56300.0,56600.0,265010.0,9.21,11473,71427,-78640
2004-09-01,56200.0,57900.0,286970.0,9.43,-85972,73662,27670
2004-09-02,58200.0,59200.0,473336.0,9.64,-71765,-78765,193830
2004-09-03,59500.0,58500.0,296055.0,9.52,896,-81316,33680
2004-09-06,58900.0,58500.0,362221.0,9.52,-15279,-41611,103570
2004-09-07,58100.0,57000.0,204330.0,9.28,60333,-29510,-27220
2004-09-08,57800.0,56500.0,261874.0,9.2,51469,-52566,4720
2004-09-09,56500.0,57600.0,353989.0,9.38,-16974,-93776,79800
2004-09-10,57600.0,58700.0,303312.0,9.56,-73507,13437,65410
2004-09-13,59500.0,60500.0,455169.0,9.85,-187493,-13973,198510
2004-09-14,60500.0,59900.0,300589.0,9.75,-48750,16747,42900
2004-09-15,59900.0,61500.0,616068.0,10.01,-196890,1999,160770
2004-09-16,61500.0,62600.0,393780.0,10.19,-181906,99044,48490
2004-09-17,62800.0,63500.0,387925.0,10.34,-57965,-85155,73510
2004-09-20,64000.0,64500.0,466192.0,10.5,-85112,-89568,135390
2004-09-21,64700.0,62000.0,429464.0,10.09,62458,-11608,-74250
2004-09-22,62400.0,60100.0,348719.0,9.78,49574,-29194,-65210
2004-09-23,59300.0,58800.0,464346.0,9.57,120110,15580,-147880
2004-09-24,58700.0,59300.0,436756.0,9.65,-36630,39630,45430
2004-09-30,58600.0,58000.0,490252.0,9.44,51713,74247,-134070
2004-10-01,58300.0,61400.0,552083.0,10.0,-64042,44810,67072
2004-10-04,62300.0,63300.0,452029.0,10.31,-136775,35225,90600
2004-10-05,63100.0,63400.0,404789.0,10.32,13021,5489,2640
2004-10-06,63600.0,61800.0,466763.0,10.06,119613,-112983,24720
2004-10-07,61600.0,61200.0,329053.0,9.96,64992,-3172,-59750
2004-10-08,60200.0,60600.0,504738.0,9.87,96539,-8377,-85003
2004-10-11,60200.0,59600.0,397147.0,9.7,176523,30157,-207310
2004-10-12,59300.0,57600.0,526246.0,9.38,189943,-122753,-91970
2004-10-13,58100.0,59000.0,334724.0,9.61,-10606,-33864,47280
2004-10-14,57800.0,59300.0,457578.0,9.65,-3483,-90037,82560
2004-10-15,58900.0,59000.0,249256.0,9.61,73463,-54483,-10520
2004-10-18,59000.0,59700.0,216404.0,9.72,18762,-1357,14200
2004-10-19,60300.0,60300.0,287033.0,9.82,-22453,100973,-83120
2004-10-20,59700.0,57500.0,435113.0,9.36,144769,-38159,-105730
2004-10-21,57400.0,56100.0,464154.0,9.13,99018,-99598,41440
2004-10-22,56100.0,54700.0,609471.0,8.91,129770,-15940,-84550
2004-10-25,53000.0,54000.0,376277.0,8.79,18574,-14644,-16240
2004-10-26,54200.0,56000.0,284576.0,9.12,-86612,73252,-16270
2004-10-27,56200.0,54700.0,233092.0,8.91,18500,19740,-25310
2004-10-28,55900.0,55900.0,268282.0,9.1,11336,56734,-79310
2004-10-29,55500.0,57400.0,404059.0,9.35,-152892,-14870,175570
2004-11-01,57000.0,57500.0,189535.0,9.36,-46863,6013,31810
2004-11-02,58400.0,59500.0,332685.0,9.69,-187130,71120,84890
2004-11-03,59700.0,60900.0,472700.0,9.91,-170980,-30420,228590
2004-11-04,61400.0,60600.0,295680.0,9.87,-72560,37570,46070
2004-11-05,61200.0,61200.0,320878.0,9.96,-101882,-2058,99840
2004-11-08,61300.0,60000.0,204889.0,9.77,-49313,-56027,96930
2004-11-09,60000.0,61100.0,221200.0,9.95,-87024,18624,49920
2004-11-10,60700.0,60500.0,196839.0,9.85,-29673,13393,17720
2004-11-11,60500.0,60600.0,207839.0,9.87,-5800,-13860,37300
2004-11-12,61800.0,62700.0,513530.0,10.21,-232071,41761,231810
2004-11-15,63000.0,64000.0,624732.0,10.42,-352281,-66992,443240
2004-11-16,63500.0,62300.0,220757.0,10.14,44633,-78563,33000
2004-11-17,63000.0,61900.0,183025.0,10.08,-12170,-5596,11300
2004-11-18,62700.0,62200.0,485473.0,10.13,-104217,-123273,220480
2004-11-19,62900.0,62500.0,311579.0,10.18,-51546,-84804,169210
2004-11-22,63000.0,63000.0,487546.0,10.26,-31531,-165829,229810
2004-11-23,64000.0,63700.0,405182.0,10.37,-86703,-61220,156383
2004-11-24,63900.0,65400.0,537081.0,10.65,-228833,-59317,302310
2004-11-25,65400.0,63900.0,266665.0,10.4,43559,-28459,-23060
2004-11-26,63900.0,62500.0,392752.0,10.18,20136,-92894,75510
2004-11-29,62500.0,60500.0,393050.0,9.85,146875,-40760,-98720
2004-11-30,61000.0,62400.0,390432.0,10.16,-15827,5189,42870
2004-12-01,62500.0,60500.0,308264.0,9.85,104393,14647,-128310
2004-12-02,61700.0,62500.0,411128.0,10.18,-108974,-28300,175820
2004-12-03,63700.0,63900.0,271501.0,10.4,-106376,-33095,147510
2004-12-06,63500.0,63000.0,216650.0,10.26,-10560,-64600,62490
2004-12-07,64000.0,62800.0,229645.0,10.22,-8915,-73886,101780
2004-12-08,62800.0,62400.0,343132.0,10.16,5156,77604,-82320
2004-12-09,62600.0,61500.0,515188.0,10.01,56718,-14528,-58550
2004-12-10,61600.0,60100.0,452925.0,9.78,94680,-80140,9240
2004-12-13,59800.0,60700.0,184220.0,9.88,-21878,38728,-19890
2004-12-14,61100.0,61400.0,157983.0,10.0,-27932,45252,-10290
2004-12-15,61500.0,64300.0,326053.0,10.47,-176181,68291,119370
2004-12-16,64600.0,63500.0,262735.0,10.34,-10279,42671,-30012
2004-12-17,63400.0,63500.0,212768.0,10.34,-14437,1496,15190
2004-12-20,62600.0,63500.0,128427.0,10.34,-4610,10770,-7740
2004-12-21,64000.0,63500.0,215109.0,10.34,2537,-40170,59940
2004-12-22,64100.0,64000.0,216280.0,10.42,-55804,-12736,84730
2004-12-23,63500.0,62300.0,212115.0,10.14,33054,18246,-46610
2004-12-24,61700.0,62000.0,198854.0,10.09,3606,46928,-24070
2004-12-27,62400.0,61500.0,218808.0,10.01,3068,-3638,15230
2004-12-28,61200.0,61700.0,198265.0,10.05,-32339,23909,23890
2004-12-29,61300.0,63100.0,242460.0,10.27,-98403,66133,31960
2004-12-30,64000.0,65500.0,361565.0,10.66,-222350,87030,60550
2005-01-03,65000.0,64700.0,164014.0,8.07,-26769,37219,-15310
2005-01-04,65000.0,65100.0,253806.0,8.12,-55793,-11537,61510
2005-01-05,64500.0,66500.0,290836.0,8.3,-97705,34425,66010
2005-01-06,66000.0,64500.0,266359.0,8.05,103311,-21401,-71120
2005-01-07,64700.0,65000.0,183001.0,8.11,8543,-85003,81200
2005-01-10,65600.0,65800.0,187170.0,8.21,-48505,895,47670
2005-01-11,65200.0,66100.0,256527.0,8.25,-4562,-10350,17890
2005-01-12,66200.0,66500.0,184461.0,8.3,-46671,-15419,73650
2005-01-13,67000.0,67000.0,274767.0,8.36,-23686,-33144,39780
2005-01-14,65700.0,67900.0,401521.0,8.47,-125779,-52343,183100
2005-01-17,68100.0,68900.0,288573.0,8.59,-39466,-55653,86890
2005-01-18,69300.0,68000.0,278713.0,8.48,51964,-115220,73720
2005-01-19,68000.0,67400.0,433586.0,8.41,-2998,-69562,97740
2005-01-20,67000.0,68400.0,281412.0,8.53,-38351,-47069,86200
2005-01-21,68700.0,69000.0,339807.0,8.61,-12333,28025,-11060
2005-01-24,69500.0,70600.0,319982.0,8.81,-90585,-81577,184200
2005-01-25,71000.0,70000.0,305281.0,8.73,15246,-40543,27020
2005-01-26,69800.0,71000.0,269600.0,8.86,-60840,-8580,60270
2005-01-27,70000.0,69500.0,471874.0,8.67,32630,-169890,146030
2005-01-28,69200.0,68200.0,425760.0,8.51,82523,-35913,-37410
2005-01-31,68200.0,70100.0,411264.0,8.74,-18932,-15788,47710
2005-02-01,69900.0,69400.0,317655.0,8.66,-13928,-116572,147800
2005-02-02,69000.0,69000.0,275517.0,8.61,-5861,-51319,75340
2005-02-03,69000.0,68500.0,280696.0,8.54,35131,-130271,97610
2005-02-04,68500.0,70200.0,273534.0,8.76,-101356,-54590,132990
2005-02-07,70500.0,71000.0,327486.0,8.86,-44242,-75629,133851
2005-02-11,71000.0,70200.0,283493.0,8.76,15802,-92857,83475
2005-02-14,70900.0,71900.0,325245.0,8.97,-109100,10510,102790
2005-02-15,71900.0,72600.0,283462.0,9.06,-17004,-75926,104660
2005-02-16,72900.0,73100.0,327797.0,9.12,-37563,-129817,187790
2005-02-17,72700.0,73400.0,203918.0,9.16,4688,-19938,19280
2005-02-18,72000.0,72900.0,443890.0,9.09,6369,-113419,123110
2005-02-21,72900.0,69900.0,1022594.0,8.72,495637,-487347,42460
2005-02-22,70000.0,67900.0,819592.0,8.47,496494,-245174,-236790
2005-02-23,66900.0,66700.0,647371.0,8.32,216786,-30721,-176405
2005-02-24,66700.0,67500.0,501602.0,8.42,140055,-22695,-100840
2005-02-25,67500.0,68100.0,370780.0,8.5,8816,-34486,24770
2005-02-28,68000.0,67800.0,416525.0,8.46,123937,-121977,-3140
2005-03-02,68000.0,66700.0,482619.0,8.32,234794,-116844,-102520
2005-03-03,66700.0,68400.0,412490.0,8.53,-45043,-17887,69250
2005-03-04,68700.0,68700.0,320006.0,8.57,-53651,-64459,119180
2005-03-07,69000.0,66800.0,543770.0,8.33,243359,-110709,-144650
2005-03-08,68100.0,67700.0,429264.0,8.45,-172265,53314,80200
2005-03-09,68200.0,70000.0,835557.0,8.73,-451385,134355,255440
2005-03-10,70000.0,69100.0,578292.0,8.62,-26814,-53846,141010
2005-03-11,69000.0,68000.0,523439.0,8.48,159962,56328,-236860
2005-03-14,67500.0,67100.0,553600.0,8.37,254878,-44814,-188930
2005-03-15,67100.0,64600.0,614565.0,8.06,342907,-36377,-289080
2005-03-16,64000.0,64100.0,393288.0,8.0,67796,41604,-114330
2005-03-17,64500.0,65200.0,557888.0,8.13,-96757,-111458,214365
2005-03-18,65200.0,64100.0,415129.0,8.0,-29109,14109,5940
