Symbol,남해화학_시가(원),남해화학_종가(원),남해화학_거래량(주),남해화학_PER(IFRS-연결),남해화학_순매수수량(개인)(주),남해화학_순매수수량(기관계)(주),남해화학_순매수수량(외국인계)(주)
2003-07-21,1325.0,1280.0,353510.0,,-18730,18730,0
2003-07-22,1295.0,1305.0,559890.0,,-11800,11800,0
2003-07-23,1345.0,1365.0,815733.0,,11860,-11950,0
2003-07-24,1380.0,1415.0,2472531.0,,1000,-1000,0
2003-07-25,1410.0,1410.0,498845.0,,5370,-5370,0
2003-07-28,1430.0,1400.0,869230.0,,-10580,10580,0
2003-07-29,1400.0,1450.0,1002609.0,,53190,-53990,800
2003-07-30,1455.0,1415.0,1008030.0,,112763,-111963,-800
2003-07-31,1390.0,1355.0,654300.0,,-60200,68570,-8370
2003-08-01,1380.0,1355.0,408174.0,,1530,-8950,7420
2003-08-04,1340.0,1380.0,943441.0,,13660,-13660,0
2003-08-05,1400.0,1385.0,1130759.0,,34519,-34519,0
2003-08-06,1365.0,1345.0,409330.0,,-15560,15030,530
2003-08-07,1325.0,1320.0,352607.0,,2467,-2467,0
2003-08-08,1310.0,1315.0,170211.0,,6120,-6120,0
2003-08-11,1320.0,1315.0,101147.0,,10310,-10310,0
2003-08-12,1315.0,1315.0,113460.0,,-2590,2590,0
2003-08-13,1320.0,1315.0,193790.0,,37140,-37140,0
2003-08-14,1315.0,1330.0,203020.0,,-11410,5340,0
2003-08-18,1330.0,1320.0,168382.0,,-1530,1530,0
2003-08-19,1330.0,1345.0,322811.0,,32011,-32011,0
2003-08-20,1355.0,1320.0,214212.0,,1370,-1280,0
2003-08-21,1320.0,1320.0,250600.0,,-9200,9200,0
2003-08-22,1320.0,1340.0,350306.0,,9660,-9660,0
2003-08-25,1350.0,1400.0,1196072.0,,-8795,8795,0
2003-08-26,1410.0,1390.0,460400.0,,76190,-79450,3260
2003-08-27,1435.0,1440.0,2188133.0,,61609,-72499,3110
2003-08-28,1470.0,1440.0,1811340.0,,7270,-9630,2640
2003-08-29,1430.0,1400.0,695280.0,,34390,1540,-36130
2003-09-01,1410.0,1415.0,466120.0,,3580,-7980,4170
2003-09-02,1415.0,1400.0,449280.0,,-7740,1600,2640
2003-09-03,1405.0,1390.0,435231.0,,4770,-9610,2640
2003-09-04,1405.0,1385.0,206830.0,,-610,-1830,2640
2003-09-05,1385.0,1375.0,262649.0,,3028,-5338,2400
2003-09-08,1375.0,1340.0,523160.0,,188682,-3612,-185320
2003-09-09,1345.0,1340.0,450951.0,,162030,-40630,-122500
2003-09-15,1340.0,1330.0,296996.0,,63220,250,-65670
2003-09-16,1320.0,1385.0,834320.0,,950,-74890,74600
2003-09-17,1380.0,1355.0,297542.0,,53580,-51550,-2030
2003-09-18,1360.0,1340.0,202087.0,,-2280,2280,0
2003-09-19,1350.0,1330.0,272010.0,,-30330,30130,0
2003-09-22,1320.0,1300.0,287000.0,,-990,440,0
2003-09-23,1285.0,1310.0,200432.0,,-15970,15970,0
2003-09-24,1305.0,1305.0,170705.0,,35950,-36050,0
2003-09-25,1295.0,1270.0,266800.0,,19420,-19920,0
2003-09-26,1255.0,1260.0,107740.0,,11930,-11930,0
2003-09-29,1250.0,1260.0,312844.0,,210,2380,-1590
2003-09-30,1260.0,1255.0,155705.0,,23300,-24250,0
2003-10-01,1245.0,1245.0,143350.0,,1650,-1500,0
2003-10-02,1255.0,1260.0,123620.0,,1870,-2120,0
2003-10-06,1260.0,1280.0,192930.0,,-29820,-11210,41080
2003-10-07,1270.0,1260.0,109520.0,,17000,-17300,0
2003-10-08,1280.0,1260.0,87030.0,,3060,-3060,0
2003-10-09,1250.0,1250.0,127757.0,,4120,-1780,0
2003-10-10,1250.0,1270.0,101580.0,,7570,-7620,0
2003-10-13,1270.0,1285.0,130120.0,,-3070,2670,0
2003-10-14,1300.0,1325.0,865981.0,,-22850,15560,0
2003-10-15,1330.0,1310.0,204837.0,,-3230,3230,0
2003-10-16,1310.0,1310.0,220946.0,,-28690,28690,0
2003-10-17,1310.0,1330.0,343264.0,,-45780,45780,0
2003-10-20,1340.0,1350.0,163672.0,,-12135,16835,-4550
2003-10-21,1350.0,1330.0,205837.0,,30550,-4013,-26537
2003-10-22,1330.0,1315.0,163692.0,,-19950,-5050,0
2003-10-23,1300.0,1275.0,265470.0,,33503,-33503,0
2003-10-24,1280.0,1280.0,148070.0,,-1590,1590,0
2003-10-27,1290.0,1320.0,209836.0,,-15610,16070,0
2003-10-28,1320.0,1330.0,545620.0,,-51450,68270,-27320
2003-10-29,1355.0,1335.0,792250.0,,-36127,46380,-9053
2003-10-30,1355.0,1320.0,208355.0,,-40380,37630,2650
2003-10-31,1320.0,1315.0,191348.0,,-25822,-58,24000
2003-11-03,1315.0,1355.0,973176.0,,-8539,1189,10600
2003-11-04,1370.0,1340.0,161036.0,,8126,-8026,0
2003-11-05,1345.0,1365.0,236000.0,,-8950,9000,0
2003-11-06,1355.0,1320.0,245770.0,,-13800,13800,0
2003-11-07,1330.0,1335.0,157210.0,,-8550,8350,0
2003-11-10,1335.0,1315.0,243200.0,,13810,-14660,0
2003-11-11,1295.0,1300.0,214240.0,,5780,-5780,0
2003-11-12,1290.0,1305.0,174640.0,,2540,-2340,0
2003-11-13,1360.0,1350.0,414923.0,,-33210,10320,23140
2003-11-14,1330.0,1340.0,305935.0,,-14850,15100,0
2003-11-17,1330.0,1340.0,531550.0,,39280,-37630,0
2003-11-18,1345.0,1365.0,323942.0,,-13718,14018,0
2003-11-19,1350.0,1320.0,351256.0,,45950,-45950,0
2003-11-20,1315.0,1330.0,191330.0,,-20630,20730,0
2003-11-21,1320.0,1315.0,247152.0,,11680,-11730,0
2003-11-24,1310.0,1285.0,348200.0,,-22030,21930,0
2003-11-25,1285.0,1305.0,123237.0,,-28686,28836,0
2003-11-26,1300.0,1305.0,157460.0,,-45670,45820,0
2003-11-27,1305.0,1320.0,146970.0,,-4920,1790,3180
2003-11-28,1310.0,1320.0,119800.0,,-7710,7710,0
2003-12-01,1330.0,1335.0,236530.0,,-21920,21920,0
2003-12-02,1340.0,1330.0,130564.0,,-2570,2270,0
2003-12-03,1325.0,1325.0,145290.0,,-1090,-1690,3180
2003-12-04,1320.0,1350.0,186940.0,,-12400,12620,0
2003-12-05,1350.0,1340.0,288480.0,,-34950,34940,0
2003-12-08,1330.0,1355.0,566327.0,,37204,-36624,0
2003-12-09,1385.0,1555.0,1417329.0,,41497,-37297,0
2003-12-10,1785.0,1785.0,1210932.0,,32040,-30040,0
2003-12-11,2050.0,2050.0,755765.0,,139514,-102004,-32330
2003-12-12,2355.0,2355.0,18737755.0,,1340,54500,0
2003-12-15,2450.0,2470.0,11489737.0,,190,-6350,8480
2003-12-16,2360.0,2100.0,4660892.0,,20470,-33640,11250
2003-12-17,2100.0,2240.0,10381801.0,,30484,-33594,3070
2003-12-18,2170.0,2390.0,5840336.0,,6235,-8415,2180
2003-12-19,2620.0,2250.0,14123749.0,,116820,-120740,-1810
2003-12-22,2280.0,2100.0,4752435.0,,-20200,22710,0
2003-12-23,2155.0,1920.0,4007245.0,,-22159,33159,0
2003-12-24,1960.0,2005.0,6212648.0,,-3380,8440,0
2003-12-26,1960.0,1825.0,2706710.0,,9422,-9422,0
2003-12-29,1900.0,2095.0,4354320.0,,39030,-39420,0
2003-12-30,2170.0,2140.0,8857476.0,,-9570,-5470,40
2004-01-02,2230.0,2280.0,3114204.0,13.97,-16550,16140,-40
2004-01-05,2330.0,2300.0,4562921.0,14.09,45110,-45500,2000
2004-01-06,2310.0,2260.0,4783740.0,13.85,58460,-54660,-1610
2004-01-07,2260.0,2145.0,2696013.0,13.14,-53420,64730,-400
2004-01-08,2140.0,2200.0,2849372.0,13.48,2670,-19440,16770
2004-01-09,2210.0,2070.0,2883919.0,12.68,-161540,166920,0
2004-01-12,2015.0,1955.0,1831794.0,11.98,47820,-47820,0
2004-01-13,2010.0,2020.0,2408970.0,12.38,63980,-88220,650
2004-01-14,1980.0,2010.0,1171069.0,12.31,-53430,54900,-1020
2004-01-15,2025.0,1940.0,1145610.0,11.89,41420,-40420,-1000
2004-01-16,1880.0,1910.0,959810.0,11.7,21400,1740,0
2004-01-19,1955.0,1940.0,1348674.0,11.89,550,150,0
2004-01-20,1930.0,1915.0,641339.0,11.73,28250,-28250,0
2004-01-26,1905.0,1845.0,783850.0,11.3,17020,-16590,-430
2004-01-27,1845.0,1905.0,1875706.0,11.67,-2640,-2280,-1330
2004-01-28,1870.0,1830.0,1047810.0,11.21,16490,-6130,-3990
2004-01-29,1805.0,1840.0,1259850.0,11.27,-7640,7640,0
2004-01-30,1870.0,1970.0,10512150.0,12.07,-12910,10460,-1750
2004-02-02,2000.0,1920.0,2089763.0,11.76,-19578,14868,0
2004-02-03,1950.0,1920.0,3047822.0,11.76,-50330,34340,0
2004-02-04,1940.0,1915.0,1564650.0,11.73,-21870,30850,2150
2004-02-05,1915.0,1880.0,889110.0,11.52,-26690,33690,0
2004-02-06,1890.0,1880.0,809939.0,11.52,46020,-39000,0
2004-02-09,1925.0,1985.0,2533683.0,12.16,-7550,2550,5000
2004-02-10,2030.0,1905.0,1818910.0,11.67,-35080,37310,-5000
2004-02-11,1920.0,1950.0,2453850.0,11.95,-10840,9540,450
2004-02-12,1965.0,2090.0,3124248.0,12.8,6720,10040,-20420
2004-02-13,2090.0,2075.0,1783722.0,12.71,-12750,12590,160
2004-02-16,2095.0,2100.0,4389207.0,12.87,75188,-76770,0
2004-02-17,2085.0,2000.0,1579636.0,12.25,-13388,14968,0
2004-02-18,2020.0,1955.0,879813.0,11.98,1504,-1502,0
2004-02-19,1970.0,1945.0,903996.0,11.92,-32620,32620,0
2004-02-20,1910.0,1935.0,797557.0,11.86,39960,-40460,500
2004-02-23,1960.0,1960.0,610635.0,12.01,-27250,27750,-500
2004-02-24,1980.0,2040.0,3625366.0,12.5,20880,-26380,500
2004-02-25,2170.0,2345.0,9935567.0,14.37,31867,-44057,3950
2004-02-26,2530.0,2160.0,8345747.0,13.23,11710,-4780,-1560
2004-02-27,2205.0,2285.0,4954049.0,14.0,-14290,21240,920
2004-03-02,2285.0,2120.0,3613066.0,12.99,12570,-13480,-370
2004-03-03,2090.0,2140.0,2454919.0,13.11,-10890,-3490,2200
2004-03-04,2130.0,2185.0,1904177.0,13.39,2344,-1484,340
2004-03-05,2220.0,2145.0,3398918.0,13.14,23080,-40640,-340
2004-03-08,2135.0,2095.0,1216334.0,12.84,-33450,12150,0
2004-03-09,2115.0,2190.0,1564448.0,13.42,-10870,8220,0
2004-03-10,2195.0,2105.0,1518943.0,12.9,24842,-22522,240
2004-03-11,2110.0,2200.0,2497849.0,13.48,112510,-130300,8370
2004-03-12,2150.0,2005.0,2928216.0,12.28,21040,-19950,0
2004-03-15,2030.0,2015.0,957577.0,12.35,-250,250,0
2004-03-16,1985.0,1960.0,1008958.0,12.01,-10900,10900,0
2004-03-17,1960.0,2010.0,1088817.0,12.31,-11090,7070,1600
2004-03-18,2040.0,2205.0,5671505.0,13.51,12240,-2150,-4400
2004-03-19,2240.0,2175.0,1636965.0,13.33,-47630,7530,0
2004-03-22,2225.0,2175.0,2214444.0,13.33,26260,-20940,0
2004-03-23,2155.0,2250.0,2519703.0,13.79,58304,476,0
2004-03-24,2260.0,2160.0,1236760.0,13.23,4540,-12380,0
2004-03-25,2130.0,2060.0,1351651.0,12.62,-101480,61190,0
2004-03-26,2110.0,2080.0,753561.0,12.74,-95810,54110,32110
2004-03-29,2100.0,2145.0,917068.0,13.14,-14120,27900,0
2004-03-30,2185.0,2130.0,805871.0,13.05,3440,20850,0
2004-03-31,2180.0,2140.0,807252.0,13.11,-240,-20060,0
2004-04-01,2140.0,2110.0,748585.0,12.93,67000,-67000,0
2004-04-02,2115.0,2150.0,740166.0,13.17,-3438,-6462,0
2004-04-06,2180.0,2130.0,785355.0,13.05,2710,-2710,0
2004-04-07,2120.0,2145.0,1140574.0,13.14,677,-1177,0
2004-04-08,2155.0,2205.0,1489109.0,13.51,-15870,21470,2010
2004-04-09,2205.0,2170.0,1013539.0,13.29,24680,-7930,-2030
2004-04-12,2200.0,2145.0,922400.0,13.14,-35450,35450,0
2004-04-13,2150.0,2115.0,809550.0,12.96,-28800,1800,0
2004-04-14,2100.0,2090.0,524433.0,12.8,15560,880,0
2004-04-16,2150.0,2110.0,991447.0,12.93,32390,-29120,0
2004-04-19,2110.0,2080.0,544927.0,12.74,27115,-24730,0
2004-04-20,2080.0,2095.0,574161.0,12.84,-6700,7000,0
2004-04-21,2070.0,2065.0,740097.0,12.65,5913,-12913,0
2004-04-22,2085.0,2070.0,602736.0,12.68,39050,-36610,0
2004-04-23,2080.0,2150.0,1751559.0,13.17,-33320,17160,0
2004-04-26,2150.0,2105.0,710975.0,12.9,28303,-13303,0
2004-04-27,2105.0,2160.0,1449555.0,13.23,-5130,12130,0
2004-04-28,2200.0,2125.0,3458900.0,13.02,75290,-70470,-1870
2004-04-29,2100.0,2035.0,1471071.0,12.47,37540,-270,0
2004-04-30,1990.0,1995.0,827840.0,12.22,-22510,22510,0
2004-05-03,1965.0,1985.0,528956.0,12.16,-18440,13440,0
2004-05-04,2000.0,2120.0,1444891.0,12.99,-109280,110280,0
2004-05-06,2100.0,1990.0,553200.0,12.19,-8880,9610,0
2004-05-07,2005.0,2015.0,510730.0,12.35,6250,-4250,0
2004-05-10,2020.0,1860.0,732540.0,11.4,15780,-20800,0
2004-05-11,1820.0,1805.0,541926.0,11.06,5260,-23290,0
2004-05-12,1850.0,1840.0,512236.0,11.27,21050,-17870,-180
2004-05-13,1820.0,1790.0,448633.0,10.97,43341,-43531,0
2004-05-14,1800.0,1710.0,664935.0,10.48,51860,-52350,-11930
2004-05-17,1715.0,1500.0,561833.0,9.19,-20734,4700,0
2004-05-18,1450.0,1545.0,569901.0,9.47,-1710,1710,0
2004-05-19,1570.0,1615.0,546067.0,9.89,-5770,10640,130
2004-05-20,1560.0,1505.0,509455.0,9.22,57330,-37370,-1710
2004-05-21,1530.0,1530.0,284002.0,9.37,1600,430,0
2004-05-24,1550.0,1595.0,357935.0,9.77,2850,-360,0
2004-05-25,1565.0,1540.0,281082.0,9.44,10400,-1150,-6750
2004-05-27,1590.0,1590.0,451410.0,9.74,1340,11300,0
2004-05-28,1620.0,1590.0,512328.0,9.74,2010,-10,0
2004-05-31,1590.0,1565.0,279070.0,9.59,25410,-11320,-7630
2004-06-01,1555.0,1580.0,241997.0,9.68,-11650,16650,0
2004-06-02,1550.0,1555.0,222068.0,9.53,23100,-16710,-4100
2004-06-03,1585.0,1510.0,304627.0,9.25,8727,-4907,-2670
2004-06-04,1505.0,1510.0,238030.0,9.25,-7400,5320,0
2004-06-07,1555.0,1565.0,316566.0,9.59,-39880,57540,0
2004-06-08,1585.0,1545.0,215220.0,9.47,-13420,1500,0
2004-06-09,1555.0,1530.0,254960.0,9.37,28200,-8200,0
2004-06-10,1510.0,1515.0,214970.0,9.28,67620,-31130,-65610
2004-06-11,1510.0,1470.0,383304.0,9.01,26330,-21040,-1600
2004-06-14,1425.0,1385.0,240040.0,8.49,450,370,0
2004-06-15,1400.0,1415.0,341271.0,8.67,-8931,4910,0
2004-06-16,1420.0,1395.0,241720.0,8.55,6800,-4900,0
2004-06-17,1395.0,1430.0,359810.0,8.76,16720,-17320,0
2004-06-18,1410.0,1390.0,221330.0,8.52,12290,-3680,0
2004-06-21,1410.0,1460.0,600097.0,8.94,2710,10,0
2004-06-22,1440.0,1445.0,212905.0,8.85,-3470,2550,2100
2004-06-23,1450.0,1410.0,270320.0,8.64,5380,-3330,0
2004-06-24,1440.0,1450.0,315274.0,8.88,-3060,3060,0
2004-06-25,1445.0,1475.0,363154.0,9.04,-8420,3420,5000
2004-06-28,1465.0,1460.0,283727.0,8.94,5527,-5117,0
2004-06-29,1525.0,1675.0,2208530.0,10.26,5010,-10,-5000
2004-06-30,1800.0,1920.0,5920017.0,11.76,-16270,1400,-130
2004-07-01,1860.0,1760.0,3155710.0,10.78,-30140,-20,0
2004-07-02,1730.0,1780.0,3059340.0,10.91,12660,-2810,0
2004-07-05,1800.0,1720.0,2025371.0,10.54,14500,810,0
2004-07-06,1695.0,1705.0,1498870.0,10.45,-8190,7250,0
2004-07-07,1655.0,1710.0,1130132.0,10.48,4760,240,0
2004-07-08,1755.0,1705.0,3037850.0,10.45,2290,-7910,11160
2004-07-09,1705.0,1665.0,936230.0,10.2,-13230,13730,0
2004-07-12,1670.0,1635.0,736860.0,10.02,12030,-12030,0
2004-07-13,1640.0,1720.0,1138342.0,10.54,-1360,1360,0
2004-07-14,1720.0,1625.0,1016712.0,9.96,10670,-4930,0
2004-07-15,1630.0,1630.0,601308.0,9.99,-31440,7260,0
2004-07-16,1610.0,1655.0,617560.0,10.14,-15570,-4430,0
2004-07-19,1685.0,1690.0,1722059.0,10.35,10110,-3180,8060
2004-07-20,1700.0,1745.0,1097190.0,10.69,9050,-7690,-1360
2004-07-21,1755.0,1700.0,873510.0,10.42,-58050,9250,0
2004-07-22,1680.0,1630.0,932540.0,9.99,49420,-15660,-960
2004-07-23,1625.0,1625.0,366350.0,9.96,5920,-10,-6400
2004-07-26,1645.0,1595.0,459387.0,9.77,2260,1830,-630
2004-07-27,1830.0,1830.0,986566.0,11.21,-165,-1435,0
2004-07-28,1900.0,1710.0,5549012.0,10.48,-104060,-280,-8060
2004-07-29,1730.0,1615.0,1157130.0,9.89,146291,-1970,0
2004-07-30,1635.0,1615.0,707545.0,9.89,-1680,7350,0
2004-08-02,1605.0,1600.0,579090.0,9.8,30770,-8360,-14910
2004-08-03,1555.0,1585.0,513894.0,9.71,5010,-10,-15500
2004-08-04,1555.0,1530.0,293020.0,9.37,9520,-700,-8820
2004-08-05,1530.0,1585.0,289243.0,9.71,-8450,8450,0
2004-08-06,1530.0,1560.0,274583.0,9.56,-1240,1240,1000
2004-08-09,1525.0,1570.0,188610.0,9.62,-16190,16190,0
2004-08-10,1560.0,1600.0,534730.0,9.8,10350,-18950,18600
2004-08-11,1620.0,1655.0,1597671.0,10.14,-13939,-8061,12000
2004-08-12,1660.0,1650.0,455610.0,10.11,-37980,39100,-500
2004-08-13,1650.0,1695.0,813298.0,10.38,5280,-28480,28900
2004-08-16,1695.0,1680.0,337857.0,10.29,-8243,4243,0
2004-08-17,1720.0,1680.0,274987.0,10.29,-10830,10830,0
2004-08-18,1670.0,1665.0,277800.0,10.2,-20420,18420,0
2004-08-19,1690.0,1685.0,491835.0,10.32,-9830,9830,0
2004-08-20,1685.0,1750.0,510960.0,10.72,-168427,185427,0
2004-08-23,1770.0,1730.0,376090.0,10.6,21440,-25440,4000
2004-08-24,1755.0,1730.0,235211.0,10.6,-7990,6520,1470
2004-08-25,1745.0,1735.0,203920.0,10.63,-13710,13710,0
2004-08-26,1750.0,1730.0,248400.0,10.6,1530,-3530,0
2004-08-27,1725.0,1720.0,207711.0,10.54,-4860,900,0
2004-08-30,1710.0,1670.0,245806.0,10.23,-2793,-6117,-500
2004-08-31,1670.0,1670.0,396638.0,10.23,-13450,7450,0
2004-09-01,1680.0,1735.0,610240.0,10.63,15310,-1900,0
2004-09-02,1730.0,1730.0,482014.0,10.6,17780,-5780,0
2004-09-03,1750.0,1800.0,2812830.0,11.03,29605,-24605,-4000
2004-09-06,1795.0,1870.0,1713358.0,11.46,-44595,40595,2000
2004-09-07,1880.0,1870.0,1098339.0,11.46,-38949,34289,-440
2004-09-08,1880.0,1820.0,836210.0,11.15,15301,-19801,0
2004-09-09,1805.0,1775.0,862060.0,10.87,-92170,15990,-10470
2004-09-10,1770.0,1780.0,336894.0,10.91,-11636,7046,6650
2004-09-13,1780.0,1805.0,470701.0,11.06,-15050,12890,0
2004-09-14,1815.0,1755.0,448161.0,10.75,46570,-41770,0
2004-09-15,1755.0,1750.0,269655.0,10.72,28070,-33070,0
2004-09-16,1730.0,1740.0,306350.0,10.66,-28280,19670,3610
2004-09-17,1740.0,1790.0,512413.0,10.97,-39500,39500,0
2004-09-20,1775.0,1780.0,489140.0,10.91,-66420,69070,0
2004-09-21,1795.0,1760.0,543180.0,10.78,-13390,17060,1680
2004-09-22,1770.0,1735.0,552860.0,10.63,-47290,46290,0
2004-09-23,1735.0,1735.0,309388.0,10.63,-40380,40380,0
2004-09-24,1725.0,1705.0,354917.0,10.45,-36700,28700,0
2004-09-30,1705.0,1715.0,194821.0,10.51,-46227,-743,0
2004-10-01,1715.0,1725.0,224400.0,10.57,-39150,39150,0
2004-10-04,1740.0,1770.0,407800.0,10.84,-37600,32280,1320
2004-10-05,1770.0,1820.0,657030.0,11.15,-200300,243770,0
2004-10-06,1805.0,1785.0,400330.0,10.94,-47340,-3780,2120
2004-10-07,1795.0,1770.0,394640.0,10.84,-3780,1980,0
2004-10-08,1755.0,1755.0,226790.0,10.75,-23000,-6200,0
2004-10-11,1740.0,1770.0,189901.0,10.84,-16870,16710,160
2004-10-12,1770.0,1725.0,280816.0,10.57,19910,-19910,0
2004-10-13,1745.0,1730.0,183756.0,10.6,-1495,-890,0
2004-10-14,1725.0,1780.0,492437.0,10.91,600,4970,-1520
2004-10-15,1750.0,1755.0,373448.0,10.75,11960,-3300,-2100
2004-10-18,1775.0,1730.0,358675.0,10.6,-4790,1430,0
2004-10-19,1750.0,1780.0,816781.0,10.91,-12460,6460,2000
2004-10-20,1810.0,1845.0,3000685.0,11.3,170464,-163264,-2000
2004-10-21,1845.0,1740.0,912814.0,10.66,2050,-1250,0
2004-10-22,1745.0,1740.0,503927.0,10.66,-1343,1343,0
2004-10-25,1720.0,1650.0,614022.0,10.11,50750,-11590,-41510
2004-10-26,1630.0,1665.0,387875.0,10.2,26290,-40,-20110
2004-10-27,1680.0,1640.0,381190.0,10.05,38460,460,0
2004-10-28,1655.0,1670.0,267420.0,10.23,-9243,9243,0
2004-10-29,1660.0,1700.0,513480.0,10.42,-6011,7011,0
2004-11-01,1705.0,1710.0,490542.0,10.48,-17420,5720,18700
2004-11-02,1735.0,1725.0,231010.0,10.57,-20370,20370,0
2004-11-03,1735.0,1725.0,257730.0,10.57,-4860,4860,0
2004-11-04,1725.0,1740.0,325700.0,10.66,-6290,6290,0
2004-11-05,1750.0,1770.0,643601.0,10.84,-62390,41390,21000
2004-11-08,1795.0,1750.0,315594.0,10.72,8320,-8320,0
2004-11-09,1750.0,1750.0,216840.0,10.72,3140,-3140,0
2004-11-10,1755.0,1770.0,454442.0,10.84,-86690,86690,0
2004-11-11,1780.0,1805.0,445120.0,11.06,-21153,21153,0
2004-11-12,1815.0,1800.0,596936.0,11.03,84070,-88070,0
2004-11-15,1795.0,1740.0,907810.0,10.66,32870,-43750,880
2004-11-16,1735.0,1785.0,673540.0,10.94,56790,-44290,0
2004-11-17,1810.0,1850.0,2260690.0,11.33,52970,-54420,0
2004-11-18,1840.0,1800.0,549976.0,11.03,56540,-44690,-9350
2004-11-19,1800.0,1795.0,494480.0,11.0,67860,-68360,0
2004-11-22,1765.0,1780.0,336450.0,10.91,63250,-63250,0
2004-11-23,1780.0,1785.0,275400.0,10.94,-1590,1590,0
2004-11-24,1780.0,1795.0,450997.0,11.0,-13760,13760,0
2004-11-25,1810.0,1815.0,346610.0,11.12,-65620,34320,0
2004-11-26,1815.0,1795.0,694370.0,11.0,-3970,3970,0
2004-11-29,1815.0,1855.0,885580.0,11.37,62190,-62190,0
2004-11-30,1895.0,1870.0,2926700.0,11.46,212270,-218770,5000
2004-12-01,1885.0,1870.0,848317.0,11.46,-12198,16198,-5000
2004-12-02,1890.0,1860.0,726920.0,11.4,-39130,19130,0
2004-12-03,1850.0,1860.0,525733.0,11.4,-25240,25230,0
2004-12-06,1870.0,1840.0,343770.0,11.27,-5870,-13130,19000
2004-12-07,1825.0,1825.0,326910.0,11.18,38060,-16910,360
2004-12-08,1805.0,1815.0,293580.0,11.12,-12710,32070,-19360
2004-12-09,1810.0,1870.0,501835.0,11.46,-95240,87830,0
2004-12-10,1860.0,1820.0,327585.0,11.15,-9930,9930,0
2004-12-13,1830.0,1845.0,290410.0,11.3,-2078,2708,0
2004-12-14,1855.0,1790.0,620534.0,10.97,27710,1560,-39650
2004-12-15,1790.0,1790.0,321684.0,10.97,-9120,1120,0
2004-12-16,1810.0,1795.0,221571.0,11.0,6964,476,-7440
2004-12-17,1800.0,1800.0,321196.0,11.03,14910,1740,-4650
2004-12-20,1800.0,1795.0,239988.0,11.0,870,3730,-930
2004-12-21,1800.0,1790.0,262619.0,10.97,-3076,4716,0
2004-12-22,1795.0,1810.0,320420.0,11.09,-8610,10610,0
2004-12-23,1820.0,1810.0,264014.0,11.09,-4780,2080,2700
2004-12-24,1810.0,1830.0,266360.0,11.21,-6470,4470,2000
2004-12-27,1855.0,1840.0,473955.0,11.27,-3900,3900,0
2004-12-28,1835.0,1830.0,285970.0,11.21,-1908,5810,0
2004-12-29,1800.0,1810.0,336110.0,11.09,-48670,19260,34410
2004-12-30,1810.0,1800.0,244900.0,11.03,-28200,8670,19530
2005-01-03,1800.0,1835.0,282980.0,16.4,-10890,10890,0
2005-01-04,1825.0,1825.0,335214.0,16.32,-33220,13010,14880
2005-01-05,1825.0,1870.0,544436.0,16.72,38420,-46790,8370
2005-01-06,1870.0,1860.0,466427.0,16.63,15410,460,3720
2005-01-07,1890.0,1830.0,800573.0,16.36,31221,-17921,-13300
2005-01-10,1835.0,1820.0,520118.0,16.27,118860,-20860,-98000
2005-01-11,1815.0,1805.0,764203.0,16.14,128460,18040,-146500
2005-01-12,1795.0,1785.0,396729.0,15.96,84260,-6560,-77700
2005-01-13,1780.0,1795.0,511896.0,16.05,111030,-19060,-105350
2005-01-14,1790.0,1815.0,619849.0,16.23,-44740,5940,38390
2005-01-17,1840.0,1820.0,425554.0,16.27,-2250,2250,0
2005-01-18,1825.0,1810.0,385718.0,16.18,14490,-6490,0
2005-01-19,1815.0,1840.0,639400.0,16.45,-8941,-859,9800
2005-01-20,1850.0,1825.0,1004310.0,16.32,-1495,1495,0
2005-01-21,1825.0,1830.0,424180.0,16.36,-5940,5940,0
2005-01-24,1835.0,1820.0,589540.0,16.27,4860,-5660,800
2005-01-25,1825.0,1830.0,425600.0,16.36,16320,-16320,0
2005-01-26,1840.0,1875.0,1120732.0,16.76,-5364,4264,200
2005-01-27,1880.0,1910.0,1391770.0,17.07,6480,-5880,-1000
2005-01-28,1880.0,1845.0,951170.0,16.49,-32680,33980,0
2005-01-31,1890.0,1860.0,449403.0,16.63,-2050,2770,9300
2005-02-01,1860.0,2000.0,3978189.0,17.88,-230060,50080,179480
2005-02-02,2065.0,2170.0,5120831.0,19.4,-442630,-54760,508240
2005-02-03,2200.0,2200.0,3654748.0,19.67,-671848,28248,648250
2005-02-04,2220.0,2225.0,1980930.0,19.89,-86530,2960,79570
2005-02-07,2300.0,2335.0,2813249.0,20.87,-56460,56700,-240
2005-02-11,2305.0,2305.0,1669752.0,20.61,10380,-7590,-2790
2005-02-14,2310.0,2650.0,4707709.0,23.69,-1101350,36790,1002760
2005-02-15,2790.0,2900.0,6205766.0,25.93,235910,-178530,-26030
2005-02-16,2945.0,2740.0,2403348.0,24.49,56940,-29750,-38920
2005-02-17,2700.0,2785.0,3165738.0,24.9,27397,-1227,-30290
2005-02-18,2705.0,2740.0,1672772.0,24.49,-16890,18010,-4550
2005-02-21,2700.0,2530.0,2152305.0,22.62,92908,-27778,-67200
2005-02-22,2600.0,2530.0,2313709.0,22.62,-31313,-2207,33520
2005-02-23,2450.0,2750.0,2620043.0,24.58,-221700,180500,66830
2005-02-24,2780.0,2900.0,3580726.0,25.93,-285660,-183110,464540
2005-02-25,2940.0,2900.0,2303446.0,25.93,-250909,16950,300059
2005-02-28,2930.0,2945.0,1695640.0,26.33,7990,-11200,4140
