Symbol,한화테크윈_시가(원),한화테크윈_종가(원),한화테크윈_거래량(주),한화테크윈_PER(IFRS-연결),한화테크윈_순매수수량(개인)(주),한화테크윈_순매수수량(기관계)(주),한화테크윈_순매수수량(외국인계)(주)
2015-04-07,24650.0,24900.0,628366.0,,-5498,-3294,11549
2015-04-08,25000.0,25150.0,533320.0,,-32031,21540,6364
2015-04-09,25300.0,24900.0,382997.0,,48996,-40162,-14534
2015-04-10,24950.0,25150.0,545334.0,,-38229,-19349,57612
2015-04-13,25450.0,27300.0,1737270.0,,-204767,174466,76078
2015-04-14,27350.0,28150.0,2250948.0,,91868,77799,-167642
2015-04-15,28350.0,28300.0,830927.0,,-30414,20913,7441
2015-04-16,28550.0,27800.0,542032.0,,40550,-31832,-11078
2015-04-17,27600.0,27450.0,765118.0,,-35518,-31123,66440
2015-04-20,26950.0,27350.0,560984.0,,-25261,33478,-14145
2015-04-21,27700.0,28050.0,848016.0,,-13028,79891,-66107
2015-04-22,28200.0,27100.0,885913.0,,53855,-10552,-40865
2015-04-23,27200.0,27300.0,532667.0,,17070,-7867,-11255
2015-04-24,27050.0,26400.0,550870.0,,50309,-9267,-44503
2015-04-27,26400.0,26650.0,386001.0,,-7782,-16539,18023
2015-04-28,26950.0,26350.0,402166.0,,66272,-17969,-47042
2015-04-29,27800.0,28750.0,2099445.0,,-346623,332904,14937
2015-04-30,28400.0,27700.0,717483.0,,-66728,92272,-24840
2015-05-04,28200.0,28900.0,1008740.0,,-8709,75524,-65255
2015-05-06,28900.0,29300.0,1393672.0,,-73645,109143,-47382
2015-05-07,29200.0,28100.0,854698.0,,161412,-4776,-162289
2015-05-08,28250.0,27700.0,654385.0,,53856,-47525,-12366
2015-05-11,28050.0,27000.0,759830.0,,151375,-97114,-56830
2015-05-12,27050.0,26650.0,710174.0,,107817,-116775,10708
2015-05-13,26500.0,26600.0,414033.0,,41876,7102,-58032
2015-05-14,26600.0,26700.0,404599.0,,119242,-76166,-42752
2015-05-15,26850.0,26000.0,683233.0,,165104,-44222,-84400
2015-05-18,26150.0,26000.0,422029.0,,47565,-17707,-28363
2015-05-19,26400.0,26100.0,459828.0,,72773,-60655,-6307
2015-05-20,26150.0,26100.0,404525.0,,27869,-5510,-20059
2015-05-21,26250.0,25100.0,774869.0,,142739,-143706,5554
2015-05-22,25300.0,25800.0,415735.0,,-53703,-36731,91717
2015-05-26,26100.0,25650.0,297852.0,,60586,-27186,-33363
2015-05-27,25550.0,25950.0,447527.0,,7972,46277,-53761
2015-05-28,26050.0,25650.0,533992.0,,92711,38373,-135294
2015-05-29,25350.0,26850.0,770785.0,,-193200,71785,21730
2015-06-01,26850.0,28450.0,1761897.0,,-422703,406405,-37746
2015-06-02,28550.0,29650.0,2566257.0,,-538265,460000,54887
2015-06-03,30000.0,30650.0,1705697.0,,-550946,463750,102534
2015-06-04,30950.0,30150.0,865152.0,,9730,-25662,13107
2015-06-05,30000.0,30600.0,748832.0,,-157287,73676,80162
2015-06-08,30600.0,32800.0,1152023.0,,-240902,104628,129334
2015-06-09,33050.0,32000.0,1066006.0,,20188,21159,-69851
2015-06-10,32250.0,33500.0,817178.0,,-101816,80800,12443
2015-06-11,33600.0,33800.0,1407468.0,,-155840,-73485,226783
2015-06-12,34100.0,34150.0,662046.0,,-146042,118856,27286
2015-06-15,34200.0,34250.0,553071.0,,-96658,74406,22509
2015-06-16,34050.0,29600.0,2620330.0,,85623,-51987,-30148
2015-06-17,30500.0,31200.0,1911721.0,,-62007,-136136,206634
2015-06-18,32300.0,32500.0,971389.0,,-58971,79352,-37307
2015-06-19,32800.0,31950.0,529646.0,,26092,-33901,4601
2015-06-22,31850.0,31300.0,352426.0,,-17713,-8933,19946
2015-06-23,31600.0,32700.0,526688.0,,-72053,62159,28723
2015-06-24,32700.0,31150.0,782265.0,,307254,-182321,-124496
2015-06-25,30950.0,30050.0,939213.0,,148022,-191467,53035
2015-06-26,30000.0,30550.0,664279.0,,-97978,78277,24231
2015-06-29,30000.0,29250.0,595272.0,,217612,-95013,-120097
2015-06-30,29150.0,29300.0,612734.0,,102492,-45216,-60023
2015-07-01,29750.0,35300.0,2771218.0,,-300144,44724,276713
2015-07-02,35600.0,35700.0,1936099.0,,-315313,209221,124459
2015-07-03,36550.0,36100.0,970455.0,,-194610,221792,-4380
2015-07-06,35550.0,39000.0,2633028.0,,-331341,176057,200475
2015-07-07,40250.0,38600.0,1245285.0,,-12546,93591,-83895
2015-07-08,38900.0,38000.0,1037754.0,,-13611,5677,-2132
2015-07-09,37500.0,37850.0,843590.0,,-107012,64573,52308
2015-07-10,38800.0,38450.0,877998.0,,-18476,-23929,71722
2015-07-13,39000.0,38550.0,467003.0,,-15329,42009,-33453
2015-07-14,38600.0,40150.0,1091787.0,,-204530,-9266,225872
2015-07-15,40350.0,39650.0,527911.0,,-67072,85536,-19799
2015-07-16,39400.0,39300.0,458424.0,,-64322,29899,33023
2015-07-17,39650.0,39100.0,383840.0,,-56866,-20435,25901
2015-07-20,38800.0,37500.0,559782.0,,-35981,12209,19621
2015-07-21,37800.0,39500.0,677994.0,,-79407,24140,55169
2015-07-22,39750.0,39400.0,426795.0,,-4901,1781,-3244
2015-07-23,39500.0,37500.0,551610.0,,137979,-104545,-40164
2015-07-24,37200.0,35150.0,1055142.0,,183930,-161546,-25817
2015-07-27,34350.0,34550.0,496294.0,,-1749,-97666,99191
2015-07-28,34500.0,35400.0,586249.0,,-7730,27778,-39873
2015-07-29,35700.0,35700.0,526970.0,,-18723,-2215,-34649
2015-07-30,35700.0,38700.0,1048666.0,,-403530,432451,-32923
2015-07-31,38900.0,38100.0,721356.0,,-15080,171841,-157633
2015-08-03,38750.0,39700.0,929993.0,,-154645,198448,-69323
2015-08-04,39550.0,39400.0,544924.0,,-60940,120058,-50157
2015-08-05,37800.0,39600.0,827437.0,,-124569,115457,12488
2015-08-06,39950.0,39150.0,406082.0,,54279,397,-33191
2015-08-07,38650.0,38600.0,343074.0,,-9087,1179,13590
2015-08-10,38250.0,36300.0,624560.0,,152734,-81387,-40046
2015-08-11,36900.0,36500.0,457588.0,,-32110,22343,497
2015-08-12,36500.0,34200.0,958090.0,,241840,-253678,15838
2015-08-13,34000.0,34900.0,489522.0,,33082,6925,-40917
2015-08-17,34850.0,34300.0,358875.0,,63994,-17336,-48274
2015-08-18,34250.0,31800.0,693814.0,,72396,-145767,81851
2015-08-19,31100.0,32000.0,510945.0,,-30547,-59264,89891
2015-08-20,31400.0,30800.0,369871.0,,34019,55983,-89251
2015-08-21,30200.0,29900.0,1185442.0,,31382,57485,-102158
2015-08-24,29200.0,30250.0,619167.0,,-57743,154195,-100182
2015-08-25,30550.0,30000.0,554656.0,,164407,-44708,-119899
2015-08-26,30000.0,31100.0,689405.0,,8214,3639,-10128
2015-08-27,31600.0,30750.0,552675.0,,106428,-68678,-35692
2015-08-28,31000.0,32000.0,641012.0,,-37411,16243,23315
2015-08-31,31700.0,31300.0,421852.0,,78880,26297,-106478
2015-09-01,31200.0,31100.0,323302.0,,-32551,24600,9651
2015-09-02,30300.0,30650.0,327550.0,,37155,-6067,-31522
2015-09-03,30900.0,30700.0,260899.0,,1956,44373,-48185
2015-09-04,30750.0,31500.0,694966.0,,-61472,120057,-65818
2015-09-07,31500.0,31350.0,310556.0,,-41358,55100,-13542
2015-09-08,31600.0,31400.0,219273.0,,-26669,34889,-8230
2015-09-09,32000.0,32600.0,351326.0,,-36526,61823,-26400
2015-09-10,32200.0,33650.0,448243.0,,-62849,142232,-81715
2015-09-11,33650.0,33850.0,281132.0,,-89288,46399,47343
2015-09-14,34000.0,32700.0,257648.0,,2131,17293,-18087
2015-09-15,32950.0,33900.0,343521.0,,-65285,44408,13491
2015-09-16,34300.0,33950.0,334554.0,,-50244,80014,-31757
2015-09-17,34350.0,35900.0,813689.0,,-247045,87746,158204
2015-09-18,35950.0,35850.0,409339.0,,26245,29810,-51561
2015-09-21,35550.0,35350.0,331797.0,,30041,-39317,1835
2015-09-22,35550.0,36400.0,426414.0,,13613,27865,-36899
2015-09-23,35800.0,34700.0,295876.0,,32305,-26606,-425
2015-09-24,35000.0,33600.0,559935.0,,110880,-101284,-14131
2015-09-25,33300.0,32050.0,912250.0,,69322,-133975,54259
2015-09-30,31300.0,30900.0,518092.0,,115849,-109575,2200
2015-10-01,31200.0,31350.0,555458.0,,94576,389,-92638
2015-10-02,31500.0,31450.0,486616.0,,46666,-37657,-7548
2015-10-05,31700.0,31150.0,397126.0,,65064,-49792,-14218
2015-10-06,31350.0,31550.0,283307.0,,19555,-48153,27598
2015-10-07,31150.0,30650.0,416766.0,,106973,-104300,-2303
2015-10-08,30900.0,31500.0,255420.0,,-49314,-35524,78318
2015-10-12,31300.0,31900.0,292769.0,,-40072,-10489,59861
2015-10-13,31800.0,31250.0,239199.0,,53762,-47368,-4766
2015-10-14,31700.0,31250.0,215734.0,,42524,-39374,850
2015-10-15,31250.0,32100.0,218170.0,,-64325,-466,64791
2015-10-16,32200.0,31400.0,278215.0,,40589,-24268,-16321
2015-10-19,31400.0,31750.0,161734.0,,-40517,-14106,54578
2015-10-20,31800.0,31350.0,203216.0,,75216,-36488,-38489
2015-10-21,31200.0,30450.0,584562.0,,200007,-98789,-56974
2015-10-22,30350.0,30100.0,252127.0,,12546,7021,-20849
2015-10-23,30450.0,31150.0,252368.0,,-84814,32314,54332
2015-10-26,31550.0,31350.0,212966.0,,-27153,23212,3941
2015-10-27,31200.0,34650.0,1557714.0,,-376634,306409,75473
2015-10-28,34650.0,35550.0,999292.0,,-316834,135941,193902
2015-10-29,35600.0,36250.0,815181.0,,-384733,74123,339517
2015-10-30,35950.0,37300.0,1048189.0,,-435720,-111183,546605
2015-11-02,37300.0,38350.0,728516.0,,-242458,-28064,297375
2015-11-03,38450.0,37900.0,650264.0,,-135199,-28597,165273
2015-11-04,38250.0,38100.0,499381.0,,-184169,-57391,252347
2015-11-05,38300.0,36750.0,549516.0,,-104518,-18435,123285
2015-11-06,36550.0,37150.0,278520.0,,-87045,-11796,98791
2015-11-09,36800.0,36150.0,297837.0,,-81418,37987,43131
2015-11-10,35700.0,35500.0,373040.0,,-21069,-110086,134492
2015-11-11,35600.0,35500.0,236369.0,,-308,-41639,39947
2015-11-12,35250.0,34800.0,360729.0,,54320,-31106,-28937
2015-11-13,34450.0,35000.0,242693.0,,-26528,-6298,31813
2015-11-16,34800.0,34250.0,248979.0,,20662,9164,-29820
2015-11-17,34650.0,36300.0,471963.0,,-83147,58993,22268
2015-11-18,36400.0,36000.0,309472.0,,36590,45966,-89304
2015-11-19,36400.0,36200.0,354195.0,,18330,9149,-26773
2015-11-20,36350.0,36400.0,294923.0,,-20799,28447,-11424
2015-11-23,36600.0,36250.0,234413.0,,5626,6932,-12408
2015-11-24,36250.0,35000.0,356160.0,,-13181,-26853,47400
2015-11-25,34600.0,35150.0,568739.0,,4701,-47307,43235
2015-11-26,35000.0,36750.0,306967.0,,-131392,106066,21700
2015-11-27,36750.0,36050.0,304279.0,,57862,17250,-73612
2015-11-30,36000.0,36050.0,253587.0,,-20729,-6925,28654
2015-12-01,36050.0,36250.0,404647.0,,-28137,50074,-21128
2015-12-02,36500.0,36100.0,258448.0,,3145,4425,1343
2015-12-03,36200.0,35700.0,211963.0,,10504,-12549,2045
2015-12-04,35100.0,35200.0,104340.0,,-13631,-3940,17593
2015-12-07,35650.0,35450.0,133306.0,,-11390,1663,9727
2015-12-08,35250.0,34600.0,168780.0,,8580,23826,-32256
2015-12-09,34300.0,35750.0,380807.0,,-21622,55871,-32776
2015-12-10,35650.0,34800.0,243668.0,,13777,55520,-69644
2015-12-11,34600.0,34000.0,215628.0,,16733,37121,-54845
2015-12-14,33200.0,33750.0,167192.0,,-21021,37695,-16666
2015-12-15,33900.0,33700.0,141460.0,,14290,16567,-30357
2015-12-16,33900.0,34250.0,155799.0,,-15554,19487,-4433
2015-12-17,34550.0,33450.0,278596.0,,104518,-79083,-16777
2015-12-18,33500.0,35000.0,312190.0,,-82418,11140,71128
2015-12-21,34400.0,35700.0,389829.0,,25421,7011,-31445
2015-12-22,36350.0,36000.0,388619.0,,18126,63505,-81770
2015-12-23,36000.0,35800.0,262881.0,,-16508,70828,-56616
2015-12-24,36050.0,35550.0,231407.0,,-40789,38134,3369
2015-12-28,35750.0,35150.0,160738.0,,-24976,34134,-15673
2015-12-29,35250.0,35400.0,212189.0,,-36300,42123,-7775
2015-12-30,35850.0,35550.0,188166.0,,-7105,25569,-17172
2016-01-04,35550.0,35250.0,227803.0,326.42,46882,3013,-50392
2016-01-05,34850.0,35050.0,226217.0,324.57,-29496,34430,-6157
2016-01-06,36400.0,33800.0,1192279.0,312.99,418514,-195970,-223170
2016-01-07,33800.0,32950.0,526932.0,305.12,24990,-438,-18064
2016-01-08,32500.0,33200.0,379355.0,307.44,-32113,31197,3416
2016-01-11,32650.0,32950.0,192171.0,305.12,-35934,40392,-4656
2016-01-12,33050.0,32450.0,166744.0,300.49,18720,169,-18889
2016-01-13,32700.0,33650.0,176911.0,311.6,-51034,46257,4177
2016-01-14,32950.0,33500.0,289502.0,310.21,4103,49556,-62768
2016-01-15,33950.0,32750.0,223822.0,303.27,26421,724,-27145
2016-01-18,32400.0,32650.0,143658.0,302.34,-14860,-3345,18205
2016-01-19,32750.0,31800.0,220646.0,294.47,6609,-6540,4270
2016-01-20,32000.0,31000.0,228439.0,287.06,-1450,-24949,26389
2016-01-21,31000.0,31200.0,198267.0,288.92,-17981,9808,7339
2016-01-22,31450.0,31500.0,171459.0,291.69,24068,-2031,-21921
2016-01-25,32000.0,32650.0,171525.0,302.34,-47978,41801,6148
2016-01-26,32400.0,32350.0,155217.0,299.56,5876,1561,-7373
2016-01-27,32900.0,33000.0,137088.0,305.58,-61818,61119,699
2016-01-28,32800.0,33000.0,135299.0,305.58,-8525,26266,-19385
2016-01-29,33400.0,32300.0,157274.0,299.1,32211,-20327,-11914
2016-02-01,32450.0,33850.0,247432.0,313.45,-132409,26191,104243
2016-02-02,33800.0,33500.0,128532.0,310.21,-10195,18302,-8107
2016-02-03,33350.0,32650.0,178437.0,302.34,33223,32817,-67944
2016-02-04,33000.0,32850.0,140202.0,304.19,-36023,4668,30855
2016-02-05,32850.0,33600.0,175626.0,311.14,-66304,50792,15512
2016-02-11,33000.0,32100.0,223793.0,297.25,36868,4400,-40378
2016-02-12,31800.0,32200.0,288401.0,298.18,-14158,27291,-13261
2016-02-15,32300.0,33200.0,250641.0,307.44,-43528,43667,5425
2016-02-16,33300.0,33300.0,159663.0,308.36,-16590,11397,4993
2016-02-17,33550.0,33850.0,295087.0,313.45,-65884,16592,41661
2016-02-18,34150.0,34000.0,195721.0,314.84,1663,14220,-17102
2016-02-19,33650.0,33950.0,214773.0,314.38,20689,-45699,25083
2016-02-22,34800.0,36900.0,1079368.0,341.7,-349508,111459,246144
2016-02-23,37550.0,37300.0,540443.0,345.4,-3805,-7702,6081
2016-02-24,37100.0,38050.0,560342.0,352.35,-184317,15016,171788
2016-02-25,38150.0,38000.0,347210.0,351.88,-140897,43811,99075
2016-02-26,38200.0,39150.0,494845.0,362.53,-214323,41686,172856
2016-02-29,39150.0,39200.0,362632.0,363.0,-79337,-4144,81788
2016-03-02,39300.0,39900.0,383847.0,369.48,-178078,38387,141736
2016-03-03,39900.0,38950.0,509285.0,360.68,-53026,-62736,117894
2016-03-04,38950.0,39700.0,316271.0,367.63,-136847,-40753,177680
2016-03-07,39650.0,39250.0,305326.0,363.46,-2806,-33213,39341
2016-03-08,39000.0,39050.0,291814.0,361.61,-39371,-27398,68856
2016-03-09,38800.0,38300.0,208658.0,354.66,-12433,1149,12055
2016-03-10,38750.0,40650.0,953341.0,376.42,-258247,42508,216177
2016-03-11,40650.0,40000.0,364293.0,370.4,15746,1828,-18503
2016-03-14,40200.0,39300.0,250897.0,363.92,-339,19537,-19061
2016-03-15,39250.0,39300.0,182914.0,363.92,-11227,22625,-10916
2016-03-16,39300.0,38200.0,283933.0,353.74,11115,-2665,-8470
2016-03-17,38300.0,38450.0,354266.0,356.05,-82354,1988,89581
2016-03-18,38600.0,37750.0,309197.0,349.57,44658,-36017,-10408
2016-03-21,38000.0,37000.0,285148.0,342.62,64751,-112576,48438
2016-03-22,37350.0,36950.0,348501.0,342.16,91381,-111730,21465
2016-03-23,37300.0,36750.0,407957.0,340.31,129592,-147105,20945
2016-03-24,36500.0,36550.0,194081.0,338.46,12257,-938,-8125
2016-03-25,36950.0,36550.0,214371.0,338.46,65452,-18583,-46889
2016-03-28,36700.0,36900.0,271643.0,341.7,52930,98,-53740
2016-03-29,36750.0,36900.0,274969.0,341.7,33626,3100,-38239
2016-03-30,38100.0,37400.0,650513.0,346.33,62660,-2971,-27674
2016-03-31,37900.0,40350.0,977846.0,373.65,-272869,191019,94338
2016-04-01,40350.0,39950.0,640804.0,369.94,-36232,71617,-35568
2016-04-04,40000.0,40000.0,408697.0,370.4,-73835,69665,3886
2016-04-05,40500.0,40200.0,508387.0,372.26,-1310,-106,1026
2016-04-06,40050.0,39350.0,256315.0,364.39,19627,-11309,-4769
2016-04-07,39250.0,39550.0,217386.0,366.24,-11043,10963,54
2016-04-08,39250.0,39150.0,224845.0,362.53,68349,-9497,-60136
2016-04-11,39200.0,38350.0,188575.0,355.13,21585,-14424,-8228
2016-04-12,38200.0,40100.0,336927.0,371.33,-89856,78369,12488
2016-04-14,39900.0,41000.0,486861.0,379.66,-169675,106614,65783
2016-04-15,41050.0,41800.0,596003.0,387.07,-139031,84793,51479
2016-04-18,41900.0,41350.0,300980.0,382.91,-6861,-25518,32508
2016-04-19,41500.0,41450.0,191954.0,383.83,19403,8711,-28740
2016-04-20,41550.0,42200.0,519337.0,390.78,-132752,67219,70100
2016-04-21,43450.0,42700.0,1040696.0,395.41,50957,-25981,-24664
2016-04-22,42700.0,42050.0,375635.0,389.39,63501,-71090,8991
2016-04-25,42000.0,42000.0,205365.0,388.92,-22286,-6048,20036
2016-04-26,41900.0,43200.0,356787.0,400.04,-29799,8757,28395
2016-04-27,43250.0,42500.0,203637.0,393.55,23550,-15806,-18363
2016-04-28,42250.0,41750.0,332409.0,386.61,51770,-39484,-11853
2016-04-29,41500.0,41700.0,182784.0,386.15,32881,732,-26620
2016-05-02,42000.0,43500.0,499021.0,402.82,-138940,94049,43811
2016-05-03,44000.0,44800.0,616151.0,414.85,-215368,229672,-11620
2016-05-04,44500.0,44600.0,380416.0,413.0,-73795,65701,3683
2016-05-09,44600.0,46450.0,588373.0,430.13,-226257,44157,193921
2016-05-10,46600.0,45100.0,436676.0,417.63,45038,-54240,7623
2016-05-11,45200.0,45650.0,342524.0,422.72,-11834,-47985,60397
2016-05-12,45400.0,45600.0,262485.0,422.26,-32687,-30738,64125
2016-05-13,45500.0,47200.0,461135.0,437.08,-146137,71743,77451
2016-05-16,47200.0,46400.0,278851.0,429.67,26432,8807,-35434
2016-05-17,46400.0,46600.0,310762.0,431.52,-7056,-17827,24620
2016-05-18,46500.0,46300.0,210130.0,428.74,12024,-39769,27856
2016-05-19,46400.0,44600.0,493486.0,413.0,88748,-126805,31733
2016-05-20,44200.0,45500.0,286515.0,421.34,-73053,-33518,106792
2016-05-23,45500.0,44500.0,386808.0,412.08,15910,-54695,39666
2016-05-24,43850.0,44700.0,288838.0,413.93,-52678,-70595,123405
2016-05-25,44750.0,44700.0,251922.0,413.93,-26346,-45648,68203
2016-05-26,44700.0,47000.0,605603.0,435.23,-237395,-7370,241942
2016-05-27,47100.0,45850.0,262114.0,424.58,85246,-37144,-48171
2016-05-30,45750.0,44550.0,359863.0,412.54,66828,-76714,10925
2016-05-31,44550.0,44500.0,346677.0,412.08,26789,-58104,34616
2016-06-01,44550.0,44550.0,441526.0,412.54,43282,-85009,41126
2016-06-02,44550.0,44100.0,233524.0,408.37,25782,-30423,2961
2016-06-03,44300.0,46450.0,459488.0,430.13,-210013,132467,77490
2016-06-07,46250.0,46050.0,352573.0,426.43,32110,1518,-36620
2016-06-08,46050.0,47700.0,618898.0,441.71,-174521,88847,75572
2016-06-09,47850.0,47350.0,364375.0,438.47,42916,-41327,-1142
2016-06-10,47000.0,47550.0,227913.0,440.32,10644,9883,-23072
2016-06-13,47250.0,48700.0,478952.0,450.97,-165038,-27704,192563
2016-06-14,48150.0,47650.0,370588.0,441.24,94377,-78531,-15267
2016-06-15,47600.0,47000.0,270331.0,435.23,58462,-76420,18207
2016-06-16,47400.0,47700.0,383331.0,441.71,-64328,14968,49059
2016-06-17,48000.0,47400.0,420370.0,438.93,46294,-104272,58722
2016-06-20,47600.0,47900.0,146319.0,443.56,-27365,8433,18932
2016-06-21,48850.0,47750.0,270350.0,442.17,-18309,-32597,35315
2016-06-22,48000.0,47950.0,153193.0,444.02,-14232,-24430,30380
2016-06-23,47800.0,47550.0,211141.0,440.32,7088,-21485,17951
2016-06-24,47750.0,45850.0,578908.0,424.58,-100776,40808,85870
2016-06-27,44050.0,47200.0,473740.0,437.08,-144374,9642,133123
2016-06-28,47200.0,47400.0,274359.0,438.93,-3908,-5609,9611
2016-06-29,47650.0,48000.0,428887.0,444.49,-80648,-29018,112419
2016-06-30,48350.0,48600.0,258018.0,450.04,587,-77208,82816
2016-07-01,48650.0,47650.0,437975.0,441.24,103485,-177971,57291
2016-07-04,48150.0,48950.0,489709.0,453.28,-43923,-124066,153875
2016-07-05,49200.0,51300.0,1067068.0,475.04,-412658,22649,383755
2016-07-06,51000.0,52200.0,763973.0,483.38,-96565,-82711,176997
2016-07-07,52600.0,52500.0,398413.0,486.16,-107180,-14016,130902
2016-07-08,52400.0,52700.0,311405.0,488.01,-53371,28986,25697
2016-07-11,53700.0,54800.0,711633.0,507.45,-92053,-41416,133723
2016-07-12,54900.0,54900.0,418612.0,508.38,-27981,-52927,99679
2016-07-13,55000.0,53800.0,394820.0,498.19,26537,-82934,52252
2016-07-14,54100.0,54900.0,249952.0,508.38,-22899,7355,16432
2016-07-15,54800.0,53800.0,262231.0,498.19,20103,-21563,1514
2016-07-18,53600.0,52900.0,330327.0,489.86,2244,-26489,29115
2016-07-19,52900.0,52800.0,146654.0,488.93,10496,-31935,21982
2016-07-20,52700.0,54300.0,286911.0,502.82,-32473,1028,29960
2016-07-21,54300.0,54400.0,211346.0,503.75,-8091,8839,-13670
2016-07-22,54100.0,53800.0,222312.0,498.19,20954,20226,-40332
2016-07-25,53500.0,53500.0,117188.0,495.42,3999,-10375,4499
2016-07-26,53200.0,54000.0,187332.0,500.05,8819,-14118,5305
2016-07-27,54100.0,53700.0,168135.0,497.27,13811,12384,-24839
2016-07-28,54500.0,53800.0,273768.0,498.19,-25396,15761,6607
2016-07-29,53900.0,54100.0,257463.0,500.97,-10615,-8409,17477
2016-08-01,55900.0,58000.0,1072210.0,537.09,-171015,57514,102675
2016-08-02,58200.0,58100.0,460841.0,538.01,28538,-84034,52778
2016-08-03,57600.0,59400.0,428177.0,550.05,-95655,6609,90418
2016-08-04,58900.0,59200.0,676901.0,548.2,-26956,-132678,179914
2016-08-05,59500.0,61500.0,648297.0,569.5,-162621,-68938,240647
2016-08-08,62000.0,62300.0,502310.0,576.91,-40261,-46103,92284
2016-08-09,62400.0,61600.0,379792.0,570.42,15245,-119014,99502
2016-08-10,61300.0,60400.0,473710.0,559.31,23751,-177781,157316
2016-08-11,60600.0,61300.0,316326.0,567.65,-15357,-39904,55339
2016-08-12,61200.0,61000.0,281928.0,564.87,21433,-121107,100441
2016-08-16,61100.0,59800.0,320317.0,553.75,-9483,-9962,28109
2016-08-17,59400.0,60200.0,287155.0,557.46,-64312,-12912,77331
2016-08-18,60100.0,60100.0,258749.0,556.53,-15327,-29588,40552
2016-08-19,59900.0,58500.0,442123.0,541.72,90263,-90747,5703
2016-08-22,58800.0,59800.0,309308.0,553.75,-7605,-74365,79959
2016-08-23,60200.0,59200.0,251891.0,548.2,31459,-33737,2579
2016-08-24,59200.0,58900.0,259181.0,545.42,-1312,-34097,35653
2016-08-25,59400.0,58300.0,154772.0,539.86,-1967,-8813,11281
2016-08-26,58000.0,56700.0,494098.0,525.05,-4528,-59653,62378
2016-08-29,56500.0,59100.0,413749.0,547.27,-86755,-35803,125273
2016-08-30,59000.0,61100.0,529534.0,565.79,-127110,10214,119562
2016-08-31,61200.0,61600.0,332202.0,570.42,-49174,26018,25638
2016-09-01,61600.0,61700.0,322279.0,571.35,-48180,14168,35195
2016-09-02,62100.0,62800.0,394953.0,581.54,-132681,42009,93103
2016-09-05,63200.0,63700.0,346916.0,589.87,-60766,-8468,69982
2016-09-06,63300.0,62800.0,305844.0,581.54,23282,-82589,59699
2016-09-07,62800.0,61200.0,430534.0,566.72,24258,-67952,43831
2016-09-08,61500.0,60900.0,276598.0,563.94,31149,-79550,48395
2016-09-09,60700.0,60200.0,399233.0,557.46,40992,-77544,49611
