Symbol,한화테크윈_시가(원),한화테크윈_종가(원),한화테크윈_거래량(주),한화테크윈_PER(IFRS-연결),한화테크윈_순매수수량(개인)(주),한화테크윈_순매수수량(기관계)(주),한화테크윈_순매수수량(외국인계)(주)
2003-11-17,11300.0,11700.0,2220889.0,27.99,6238,-198298,201410
2003-11-18,11700.0,11700.0,1534480.0,27.99,106000,-66520,0
2003-11-19,11300.0,10900.0,2053498.0,26.07,-74906,104226,-11860
2003-11-20,11100.0,11300.0,1532180.0,27.03,-223570,30080,214780
2003-11-21,11050.0,11000.0,1384520.0,26.31,-16236,186316,-120510
2003-11-24,10850.0,10500.0,1231162.0,25.11,-332798,251502,82530
2003-11-25,10850.0,11200.0,1726811.0,26.79,-53764,162160,0
2003-11-26,11250.0,12300.0,5217866.0,29.42,-405123,-31617,469950
2003-11-27,12250.0,12350.0,1804576.0,29.54,-76189,-144901,195430
2003-11-28,12500.0,12400.0,2807439.0,29.66,-114231,-9019,145370
2003-12-01,12550.0,12900.0,1936401.0,30.86,-213275,-181695,355030
2003-12-02,13200.0,13250.0,2958272.0,31.69,-201118,-563772,878230
2003-12-03,13200.0,13500.0,2270307.0,32.29,-84545,-166775,270230
2003-12-04,13500.0,13250.0,1815016.0,31.69,-186899,-67321,341350
2003-12-05,13200.0,12400.0,2240853.0,29.66,267167,-84957,-127590
2003-12-08,12250.0,12950.0,2012276.0,30.97,-464280,-199210,625700
2003-12-09,13300.0,13400.0,1617932.0,32.05,-344883,-8857,408830
2003-12-10,13200.0,13800.0,1372982.0,33.01,79536,-113886,1780
2003-12-11,13950.0,13700.0,2283467.0,32.77,-58210,-254990,345560
2003-12-12,14000.0,13850.0,1605036.0,33.13,126951,-56666,-23135
2003-12-15,14000.0,13850.0,1521698.0,33.13,-63172,-20288,103290
2003-12-16,13600.0,14000.0,1833017.0,33.49,-230889,143759,82680
2003-12-17,14100.0,13550.0,1409534.0,32.41,18358,-74818,48180
2003-12-18,13550.0,13450.0,1446636.0,32.17,-338216,258226,121180
2003-12-19,13650.0,13200.0,1008797.0,31.57,60340,-61690,-1290
2003-12-22,13000.0,13050.0,1497030.0,31.21,-55349,110331,99220
2003-12-23,13250.0,13550.0,2073794.0,32.41,189140,-42730,133450
2003-12-24,13700.0,13100.0,1160831.0,31.34,85226,-132746,68810
2003-12-26,12950.0,12850.0,1005156.0,30.74,-44124,-15846,97200
2003-12-29,12900.0,13800.0,1104802.0,33.01,14657,-28137,4440
2003-12-30,14000.0,14200.0,1744945.0,33.96,-153714,150874,1200
2004-01-02,14300.0,14250.0,807648.0,29.31,-37912,12402,-700
2004-01-05,14150.0,14350.0,1551285.0,29.51,130554,-60084,-27800
2004-01-06,14550.0,14050.0,908504.0,28.9,12548,-11558,-1000
2004-01-07,14000.0,14000.0,891610.0,28.79,-290008,322258,-23000
2004-01-08,13950.0,13900.0,2145840.0,28.59,101688,-113508,-52780
2004-01-09,14100.0,14450.0,2323395.0,29.72,-429547,297027,17300
2004-01-12,14500.0,14500.0,1715626.0,29.82,273284,-401344,101690
2004-01-13,14600.0,14400.0,751551.0,29.62,89198,-48818,35650
2004-01-14,14350.0,14500.0,2741835.0,29.82,8457,-66207,34010
2004-01-15,14300.0,13650.0,3445191.0,28.07,109090,-240970,56170
2004-01-16,13750.0,13500.0,1699064.0,27.76,84243,-300163,48200
2004-01-19,13600.0,14100.0,1483910.0,29.0,-269444,225404,-12220
2004-01-20,14100.0,14050.0,977119.0,28.9,-42871,-69239,116540
2004-01-26,14050.0,14100.0,1356825.0,29.0,206156,-222846,165210
2004-01-27,14250.0,14000.0,1212197.0,28.79,-115677,-125083,267020
2004-01-28,13850.0,13700.0,1194987.0,28.18,87644,-78304,-5710
2004-01-29,13400.0,13300.0,1182142.0,27.35,161261,-194751,66080
2004-01-30,13300.0,13100.0,911058.0,26.94,62527,-107657,56780
2004-02-02,13000.0,12900.0,1031098.0,26.53,270140,680,-225770
2004-02-03,12950.0,13150.0,1705729.0,27.05,116695,-285075,211920
2004-02-04,13100.0,12900.0,955411.0,26.53,-149153,92123,44640
2004-02-05,12750.0,13350.0,1401625.0,27.46,-190240,27700,159550
2004-02-06,13400.0,13650.0,1533930.0,28.07,-68600,-161740,269430
2004-02-09,13800.0,13600.0,1196219.0,27.97,-97110,-13430,90700
2004-02-10,13650.0,13600.0,1080810.0,27.97,-160826,-121784,419130
2004-02-11,13450.0,13500.0,4350415.0,27.76,1664276,-1346050,-134536
2004-02-12,13400.0,12750.0,5964426.0,26.22,1101886,1481234,-307710
2004-02-13,12750.0,12550.0,2477719.0,25.81,233286,-162786,-63400
2004-02-16,12400.0,12250.0,1158908.0,25.19,2200,15260,-6540
2004-02-17,12200.0,12400.0,984745.0,25.5,41988,-47009,-12159
2004-02-18,12500.0,12550.0,1857130.0,25.81,283353,-189533,-11830
2004-02-19,12500.0,12400.0,1166304.0,25.5,7654,-88204,271230
2004-02-20,12300.0,12250.0,874259.0,25.19,24827,-152766,127799
2004-02-23,12200.0,12300.0,1169592.0,25.3,-10330,-12890,640
2004-02-24,12000.0,11800.0,979568.0,24.27,-54725,3515,42690
2004-02-25,11900.0,11850.0,889200.0,24.37,23356,37204,-62490
2004-02-26,11800.0,11350.0,1051503.0,23.34,-100489,41119,37500
2004-02-27,11300.0,11350.0,1346016.0,23.34,115041,-96871,-28760
2004-03-02,11500.0,11700.0,1508196.0,24.06,322206,-285086,14370
2004-03-03,11700.0,11800.0,810547.0,24.27,133640,-164120,29720
2004-03-04,11900.0,11750.0,1398857.0,24.17,160880,-126230,-14000
2004-03-05,11850.0,11900.0,1719646.0,24.47,362347,8223,-329320
2004-03-08,12000.0,11300.0,1907965.0,23.24,379155,-422015,-21320
2004-03-09,11150.0,10800.0,1522702.0,22.21,307174,-260514,-67820
2004-03-10,10700.0,10850.0,920393.0,22.32,65438,-75748,5080
2004-03-11,10700.0,11100.0,1252169.0,22.83,150992,-196442,61580
2004-03-12,10950.0,10550.0,2261612.0,21.7,-295573,-46817,327550
2004-03-15,10850.0,10850.0,1081539.0,22.32,70369,-53299,-5290
2004-03-16,10700.0,10700.0,643077.0,22.01,31466,-59906,26330
2004-03-17,10950.0,11100.0,918185.0,22.83,-17951,17731,0
2004-03-18,11250.0,11000.0,659874.0,22.62,52544,-47984,200
2004-03-19,11100.0,11300.0,677727.0,23.24,-39442,36982,-1700
2004-03-22,11100.0,11000.0,853391.0,22.62,202841,-130831,2100
2004-03-23,10800.0,11250.0,813865.0,23.14,75277,-52427,-7300
2004-03-24,11300.0,11300.0,976715.0,23.24,90225,-62285,-15630
2004-03-25,11350.0,10900.0,720493.0,22.42,-61531,73591,-3870
2004-03-26,11150.0,10950.0,519454.0,22.52,-1387,-4353,-5560
2004-03-29,11050.0,11050.0,417764.0,22.73,-54185,50945,920
2004-03-30,11150.0,11550.0,1311152.0,23.76,-146120,103290,106270
2004-03-31,11650.0,11550.0,797367.0,23.76,65346,-27866,-15530
2004-04-01,11500.0,11750.0,735750.0,24.17,-34001,43771,3650
2004-04-02,11800.0,11650.0,741055.0,23.96,-82395,4915,63530
2004-04-06,11850.0,11950.0,1778310.0,24.58,-255198,518,288650
2004-04-07,12000.0,11950.0,998942.0,24.58,71822,-64762,-9590
2004-04-08,11950.0,11550.0,1175743.0,23.76,108026,-139166,-24490
2004-04-09,11500.0,11600.0,805550.0,23.86,55440,-53000,4360
2004-04-12,11700.0,12200.0,2942190.0,25.09,-482025,18515,333050
2004-04-13,12450.0,12350.0,2865008.0,25.4,-358454,21154,338130
2004-04-14,12300.0,12650.0,1614984.0,26.02,-254842,58132,189340
2004-04-16,12550.0,12500.0,1360121.0,25.71,-99254,-119776,235180
2004-04-19,12650.0,12400.0,2315184.0,25.5,569804,23600,-595440
2004-04-20,12400.0,12300.0,1824164.0,25.3,240540,88300,-354520
2004-04-21,12100.0,12200.0,1547705.0,25.09,-233780,201040,-560
2004-04-22,12300.0,12050.0,1278035.0,24.78,71382,-94192,-800
2004-04-23,12250.0,12000.0,1525389.0,24.68,133091,-179681,35950
2004-04-26,12100.0,11950.0,1576551.0,24.58,245880,66460,-334350
2004-04-27,11950.0,11400.0,1479419.0,23.45,119027,14813,-159200
2004-04-28,11400.0,11050.0,1193763.0,22.73,251813,-207763,-47950
2004-04-29,10800.0,10400.0,1289040.0,21.39,-15530,91900,-75100
2004-04-30,10150.0,10600.0,973761.0,21.8,-115670,74690,52580
2004-05-03,10400.0,10350.0,776336.0,21.29,157239,18921,-181420
2004-05-04,10400.0,10400.0,1435025.0,21.39,590460,76380,-661570
2004-05-06,10300.0,9580.0,1403342.0,19.7,24482,24058,-45040
2004-05-07,9400.0,9410.0,1819613.0,19.35,446190,-33970,-429290
2004-05-10,9210.0,8250.0,1768616.0,16.97,387620,-402550,25520
2004-05-11,8200.0,8450.0,1847499.0,17.38,141822,-211882,35010
2004-05-12,8640.0,9110.0,2860183.0,18.74,59810,-151530,72640
2004-05-13,9060.0,8890.0,1189680.0,18.28,58380,-84120,27180
2004-05-14,9100.0,8860.0,1477007.0,18.22,13420,-173870,121780
2004-05-17,8910.0,8570.0,2377074.0,17.63,449060,-70590,-287590
2004-05-18,8450.0,8800.0,1508309.0,18.1,23420,50850,-67070
2004-05-19,8950.0,9500.0,2064570.0,19.54,-749351,621521,-7190
2004-05-20,9350.0,9650.0,2444679.0,19.85,-265506,296146,-115060
2004-05-21,9800.0,9970.0,1554777.0,20.51,-351246,192196,139550
2004-05-24,10350.0,10200.0,1609281.0,20.98,-172300,200290,-41190
2004-05-25,10000.0,10000.0,908189.0,20.57,-26720,184310,-201630
2004-05-27,10300.0,9720.0,1537411.0,19.99,75039,230231,-450620
2004-05-28,9850.0,9780.0,791697.0,20.11,36330,7600,-123020
2004-05-31,9820.0,9990.0,754272.0,20.55,-71570,85030,-12300
2004-06-01,9950.0,10100.0,861930.0,20.77,-105500,80150,-10430
2004-06-02,9950.0,9980.0,778396.0,20.53,-23568,-9562,35140
2004-06-03,10150.0,9300.0,1301999.0,19.13,166560,-19460,-234020
2004-06-04,9300.0,9300.0,750190.0,19.13,-7520,45740,-44000
2004-06-07,9330.0,9590.0,859072.0,19.72,-122619,221089,-95030
2004-06-08,9720.0,9650.0,757003.0,19.85,77760,-102520,21600
2004-06-09,9810.0,9560.0,723319.0,19.66,-80812,-5858,85210
2004-06-10,9420.0,9460.0,679019.0,19.46,66940,-33590,-126280
2004-06-11,9380.0,8900.0,906229.0,18.3,212140,-128550,-25890
2004-06-14,8600.0,8320.0,1071185.0,17.11,280520,-156550,-54570
2004-06-15,8320.0,8410.0,935959.0,17.3,136673,-67513,-58900
2004-06-16,8340.0,8490.0,1026921.0,17.46,-87920,25800,103440
2004-06-17,8420.0,8550.0,593827.0,17.58,-16220,-15930,28500
2004-06-18,8450.0,8400.0,801720.0,17.28,231630,-232600,74510
2004-06-21,8410.0,8390.0,507549.0,17.26,-76328,70568,3250
2004-06-22,8320.0,8230.0,659578.0,16.93,38930,-36600,-29360
2004-06-23,8230.0,7970.0,536325.0,16.39,40790,-34200,-830
2004-06-24,8180.0,8440.0,887543.0,17.36,-194640,221270,-41490
2004-06-25,8370.0,8550.0,773771.0,17.58,-124240,126270,-12080
2004-06-28,8540.0,8390.0,466806.0,17.26,96871,-89091,-6780
2004-06-29,8340.0,8590.0,577220.0,17.67,52100,-60360,-1120
2004-06-30,8730.0,9010.0,1284802.0,18.53,-181420,166760,-15170
2004-07-01,9000.0,8840.0,749550.0,18.18,126180,-75170,-26640
2004-07-02,8600.0,8390.0,600028.0,17.26,74190,-31770,-38210
2004-07-05,8350.0,8380.0,464393.0,17.23,22070,34560,-38850
2004-07-06,8260.0,8300.0,375640.0,17.07,7650,25150,2790
2004-07-07,8060.0,8290.0,426349.0,17.05,34420,-35930,150
2004-07-08,8130.0,8110.0,603790.0,16.68,233420,-192730,-2200
2004-07-09,8100.0,8300.0,536135.0,17.07,38450,-7620,-2610
2004-07-12,8480.0,8430.0,788700.0,17.34,-41040,22670,23350
2004-07-13,8520.0,8570.0,454462.0,17.63,24841,-10141,-14600
2004-07-14,8510.0,8250.0,404567.0,16.97,60,-21160,18160
2004-07-15,8200.0,8190.0,408381.0,16.84,8080,-9180,-1020
2004-07-16,8110.0,8300.0,385080.0,17.07,8340,-16900,8760
2004-07-19,8130.0,8360.0,504381.0,17.19,49660,23940,-74460
2004-07-20,8270.0,8120.0,390861.0,16.7,104660,-59170,-7900
2004-07-21,8290.0,8460.0,949780.0,17.4,-303230,189740,101710
2004-07-22,8280.0,8560.0,594950.0,17.61,-65310,-27000,-11670
2004-07-23,8510.0,8430.0,613650.0,17.34,-43150,132960,-85640
2004-07-26,8220.0,8320.0,297120.0,17.11,-34340,42840,-9160
2004-07-27,8300.0,8290.0,426806.0,17.05,-55700,64600,-13940
2004-07-28,8390.0,8670.0,1266417.0,17.83,-442900,129860,157900
2004-07-29,8620.0,8360.0,595570.0,17.19,-79040,89840,-990
2004-07-30,8490.0,8600.0,715833.0,17.69,-185501,170821,12220
2004-08-02,8600.0,8520.0,552093.0,17.52,-83420,1600,85760
2004-08-03,8620.0,8720.0,727220.0,17.93,-212647,210937,-660
2004-08-04,8570.0,8730.0,516860.0,17.96,-92860,90020,8540
2004-08-05,8780.0,9100.0,1159909.0,18.72,-269080,217300,3450
2004-08-06,8950.0,9170.0,791470.0,18.86,-250700,181700,10290
2004-08-09,9080.0,9300.0,637859.0,19.13,-135974,102244,30680
2004-08-10,9250.0,9210.0,445514.0,18.94,-49781,29071,350
2004-08-11,9290.0,9020.0,600198.0,18.55,34717,-31287,-1490
2004-08-12,9030.0,9150.0,810324.0,18.82,177130,27090,-212690
2004-08-13,9100.0,9210.0,728420.0,18.94,83829,-14279,-64100
2004-08-16,9210.0,9130.0,580560.0,18.78,113640,65500,-169040
2004-08-17,9220.0,9260.0,847376.0,19.04,50857,73953,-125590
2004-08-18,9300.0,9450.0,828095.0,19.44,-261325,226695,-1000
2004-08-19,9550.0,9320.0,1009401.0,19.17,133200,-57790,-80120
2004-08-20,9240.0,9280.0,948980.0,19.09,-62348,128388,-67530
2004-08-23,9310.0,9200.0,578731.0,18.92,59448,-80038,1180
2004-08-24,9210.0,9230.0,729400.0,18.98,-108340,74730,7740
2004-08-25,9280.0,9270.0,1018655.0,19.07,-118075,103805,3860
2004-08-26,9350.0,9290.0,1366610.0,19.11,-165410,144190,21360
2004-08-27,9350.0,9640.0,2014983.0,19.83,-181000,120570,31550
2004-08-30,9710.0,9490.0,944510.0,19.52,81770,-91740,60
2004-08-31,9410.0,9400.0,860894.0,19.33,63013,18797,-22700
2004-09-01,9470.0,9750.0,1151063.0,20.05,-103956,92446,25150
2004-09-02,9760.0,9540.0,1216480.0,19.62,315190,-45030,-253110
2004-09-03,9590.0,9260.0,1165600.0,19.04,198920,-103350,-500
2004-09-06,9260.0,9200.0,1001951.0,18.92,299842,-94762,-60
2004-09-07,9170.0,9040.0,1821849.0,18.59,565760,-377470,-90640
2004-09-08,9010.0,8910.0,1326149.0,18.33,391320,-388440,5150
2004-09-09,8950.0,8910.0,1599803.0,18.33,640210,-252160,-163100
2004-09-10,8940.0,9190.0,1754460.0,18.9,152220,-74940,1680
2004-09-13,9350.0,9410.0,1774490.0,19.35,-229690,143510,141350
2004-09-14,9540.0,9210.0,1235496.0,18.94,222959,-212379,-3900
2004-09-15,9200.0,9090.0,1182755.0,18.69,185820,-146320,2010
2004-09-16,9030.0,9090.0,1333554.0,18.69,274454,-23684,-166570
2004-09-17,9010.0,9000.0,1315901.0,18.51,550552,-262642,-288460
2004-09-20,9000.0,9040.0,1230298.0,18.59,267396,-12696,-305240
2004-09-21,9040.0,9080.0,828895.0,18.68,35985,96405,-119560
2004-09-22,9130.0,8890.0,1046245.0,18.28,165295,-147965,-11030
2004-09-23,8820.0,8760.0,760015.0,18.02,39710,-23070,-13340
2004-09-24,8710.0,8740.0,672059.0,17.98,145920,-156450,15940
2004-09-30,8740.0,8850.0,499724.0,18.2,-71824,71214,-230
2004-10-01,8860.0,8900.0,743490.0,18.3,177030,49460,-227400
2004-10-04,9070.0,9400.0,2229542.0,19.33,-533280,308640,160560
2004-10-05,9420.0,9350.0,1298314.0,19.23,163237,-61567,-172370
2004-10-06,9350.0,9380.0,1903867.0,19.29,66588,-101968,-9740
2004-10-07,9460.0,9600.0,2762760.0,19.74,138770,-77910,-3080
2004-10-08,9480.0,9800.0,2693328.0,20.16,37126,48384,-115850
2004-10-11,9740.0,9850.0,1318738.0,20.26,140278,-82858,-17240
2004-10-12,9940.0,9300.0,1832717.0,19.13,149875,-87865,-31550
2004-10-13,9400.0,9100.0,1646151.0,18.72,248151,-102711,-107130
2004-10-14,9000.0,8970.0,908671.0,18.45,55660,-48120,-530
2004-10-15,8820.0,8840.0,1169107.0,18.18,577136,-93986,-477870
2004-10-18,8840.0,8760.0,1170240.0,18.02,400920,-14210,-385600
2004-10-19,8850.0,8890.0,676788.0,18.28,50315,-50415,-12120
2004-10-20,8820.0,8550.0,1078130.0,17.58,145050,-96530,-13030
2004-10-21,8480.0,7700.0,3210972.0,15.84,641804,-393764,46070
2004-10-22,7780.0,7910.0,1080417.0,16.27,19850,13720,-14320
2004-10-25,7720.0,7430.0,1127621.0,15.28,236377,-114557,-17680
2004-10-26,7400.0,7460.0,714597.0,15.34,58920,-42530,-240
2004-10-27,7550.0,7140.0,1518031.0,14.68,571370,-293630,-155400
2004-10-28,7280.0,7200.0,1262267.0,14.81,177950,-77970,-64180
2004-10-29,7160.0,7210.0,773150.0,14.83,88700,-84390,-3050
2004-11-01,7250.0,7400.0,977901.0,15.22,-26050,12520,13030
2004-11-02,7500.0,7670.0,1007770.0,15.77,-67650,83050,3800
2004-11-03,7670.0,7670.0,1002150.0,15.77,-30240,53730,-64030
2004-11-04,7710.0,7510.0,709540.0,15.44,243470,-11980,-211010
2004-11-05,7570.0,7550.0,957190.0,15.53,54000,145370,-218590
2004-11-08,7560.0,7290.0,799427.0,14.99,252725,-49655,-223770
2004-11-09,7300.0,7320.0,455812.0,15.05,42930,-24480,6640
2004-11-10,7330.0,7390.0,463414.0,15.2,-34830,69980,-38280
2004-11-11,7370.0,7450.0,941019.0,15.32,186079,16051,-267250
2004-11-12,7520.0,7630.0,1342432.0,15.69,-51030,268870,-257290
2004-11-15,7680.0,7630.0,1001465.0,15.69,216450,85020,-327760
2004-11-16,7620.0,7660.0,1525629.0,15.75,228540,363530,-669760
2004-11-17,7780.0,8140.0,2306888.0,16.74,-234260,230760,-34380
2004-11-18,8110.0,7930.0,1681724.0,16.31,258495,295785,-537800
2004-11-19,7990.0,8000.0,907736.0,16.45,107665,69275,-173820
2004-11-22,7860.0,7770.0,837541.0,15.98,-138890,123180,-1550
2004-11-23,7810.0,7960.0,517316.0,16.37,-25990,57110,8880
2004-11-24,7950.0,7950.0,460343.0,16.35,-65770,76330,-5290
2004-11-25,7990.0,7950.0,478843.0,16.35,-26400,63140,-40000
2004-11-26,7880.0,7730.0,728660.0,15.9,23280,-21350,-6840
2004-11-29,7700.0,7600.0,537300.0,15.63,32360,-18380,3000
2004-11-30,7560.0,7650.0,592993.0,15.73,179760,-200180,23860
2004-12-01,7650.0,7760.0,537470.0,15.96,16930,-37290,20410
2004-12-02,7900.0,7730.0,635758.0,15.9,-60830,50990,4550
2004-12-03,7850.0,7910.0,759135.0,16.27,-51200,-5400,58780
2004-12-06,7930.0,7900.0,780407.0,16.25,-37580,-44920,63410
2004-12-07,7930.0,7740.0,699110.0,15.92,113110,-110000,-5850
2004-12-08,7700.0,7660.0,543946.0,15.75,75800,-31770,-50980
2004-12-09,7650.0,7660.0,494369.0,15.75,104500,6790,-91470
2004-12-10,7650.0,7430.0,649271.0,15.28,-4000,4160,-1040
2004-12-13,7440.0,7430.0,379009.0,15.28,-23250,50690,1930
2004-12-14,7500.0,7430.0,421560.0,15.28,84560,-15760,-68490
2004-12-15,7450.0,7520.0,650461.0,15.47,186110,-103640,-31140
2004-12-16,7550.0,7560.0,844794.0,15.55,219970,-166740,-2110
2004-12-17,7570.0,7340.0,1934662.0,15.1,678980,-605060,-450
2004-12-20,7340.0,7350.0,576050.0,15.12,4830,14780,-25710
2004-12-21,7370.0,7310.0,472590.0,15.04,44760,-53080,550
2004-12-22,7360.0,7470.0,768111.0,15.36,-134420,89080,13000
2004-12-23,7550.0,7680.0,2258541.0,15.8,-113270,-6640,128770
2004-12-24,7740.0,7640.0,533380.0,15.71,47610,-46680,-1190
2004-12-27,7720.0,7650.0,662488.0,15.73,54490,-90280,-2660
2004-12-28,7620.0,7540.0,562315.0,15.51,20266,-23086,2920
2004-12-29,7560.0,7780.0,604356.0,16.0,-129280,107960,21420
2004-12-30,7840.0,8040.0,1469730.0,16.54,-282550,157550,55150
2005-01-03,8130.0,8140.0,921225.0,27.02,-114710,77580,6130
2005-01-04,8080.0,8030.0,773459.0,26.66,-15680,-3150,9870
2005-01-05,7940.0,8150.0,691621.0,27.06,-69603,55853,5180
2005-01-06,8150.0,8220.0,1080608.0,27.29,-62150,24990,3800
2005-01-07,8300.0,8140.0,792407.0,27.02,-20580,43840,-10690
2005-01-10,8150.0,8060.0,566680.0,26.75,-14870,16600,-30
2005-01-11,8080.0,8080.0,652990.0,26.82,122940,-128830,7710
2005-01-12,8070.0,8060.0,438570.0,26.75,-14050,19180,-5900
2005-01-13,8080.0,8090.0,529285.0,26.85,17730,-470,-2410
2005-01-14,8050.0,8080.0,1432435.0,26.82,2690,-2840,44420
2005-01-17,8150.0,8330.0,2080196.0,27.65,-252046,174890,66326
2005-01-18,8450.0,8730.0,2412568.0,28.98,-50509,-9461,28290
2005-01-19,8810.0,8670.0,1474950.0,28.78,-89690,78020,-620
2005-01-20,8600.0,8530.0,826210.0,28.32,6830,-15060,-1200
2005-01-21,8500.0,8530.0,746110.0,28.32,74860,30270,-96470
2005-01-24,8530.0,8680.0,1348960.0,28.81,24440,-23870,1450
2005-01-25,8610.0,8480.0,870310.0,28.15,204450,-215190,6320
2005-01-26,8540.0,8720.0,1131258.0,28.95,-2960,37700,-47340
2005-01-27,8760.0,8650.0,780622.0,28.71,32269,-26819,-6160
2005-01-28,8630.0,8600.0,474953.0,28.55,24110,-8200,0
2005-01-31,8560.0,8580.0,631516.0,28.48,-41070,60530,12090
2005-02-01,8590.0,8510.0,565990.0,28.25,79820,-78550,0
2005-02-02,8530.0,8440.0,512080.0,28.02,50540,-17020,-32930
2005-02-03,8430.0,8420.0,511820.0,27.95,-970,-1220,2810
2005-02-04,8420.0,8570.0,617151.0,28.45,-18979,-11281,15630
2005-02-07,8660.0,8640.0,759148.0,28.68,56660,-9470,-56100
2005-02-11,8550.0,8630.0,797552.0,28.65,61339,-79530,20951
2005-02-14,8710.0,8780.0,1437598.0,29.15,85760,-60300,-11060
2005-02-15,8850.0,8830.0,1095938.0,29.31,54660,-48280,-5560
2005-02-16,8920.0,8890.0,1113075.0,29.51,-226890,206690,17660
2005-02-17,8840.0,9080.0,1311525.0,30.14,-357170,244170,9490
2005-02-18,9100.0,9250.0,1338528.0,30.7,-308335,256945,-10230
2005-02-21,9450.0,9290.0,1475063.0,30.84,26878,-22208,-16370
2005-02-22,9300.0,8900.0,1133081.0,29.54,49570,-38560,100
2005-02-23,8760.0,8930.0,1239173.0,29.64,-234002,69582,172880
2005-02-24,9050.0,9450.0,2413352.0,31.37,-279460,-23730,296400
2005-02-25,9620.0,9450.0,1803844.0,31.37,-360742,4142,392910
2005-02-28,9680.0,9700.0,1995841.0,32.2,42880,-41560,-29530
2005-03-02,9850.0,9890.0,2103011.0,32.83,-282879,293101,-7030
2005-03-03,10000.0,10450.0,2344717.0,34.69,-549588,562678,-22990
2005-03-04,10500.0,10600.0,1724062.0,35.19,-546938,396178,179370
2005-03-07,10650.0,10350.0,1478852.0,34.36,-249239,294279,-1400
2005-03-08,10300.0,10000.0,1337958.0,33.2,-98304,136184,-500
2005-03-09,9900.0,10200.0,1128009.0,33.86,-268225,114735,14970
2005-03-10,9970.0,10150.0,857600.0,33.69,20860,29710,-49230
2005-03-11,10250.0,10350.0,1057753.0,34.36,-231929,183719,-14340
2005-03-14,10300.0,10300.0,1095817.0,34.19,-53352,135230,-7730
2005-03-15,10350.0,9780.0,1417969.0,32.47,272432,-281612,370
2005-03-16,9650.0,9570.0,1256665.0,31.77,118465,-181925,23310
2005-03-17,9410.0,9060.0,1433468.0,30.07,300768,-295648,-23600
2005-03-18,9060.0,9200.0,1479702.0,30.54,-578009,178275,-32606
2005-03-21,9300.0,9400.0,1221573.0,31.2,-361980,14070,46080
2005-03-22,9400.0,9320.0,485133.0,30.94,35278,59962,-142890
2005-03-23,9210.0,9120.0,663396.0,30.27,159610,-54900,-107090
2005-03-24,9220.0,9060.0,702130.0,30.07,73580,-5760,-70650
2005-03-25,9100.0,9300.0,967897.0,30.87,69720,242050,-177830
2005-03-28,9370.0,9400.0,579376.0,31.2,-38334,33754,2770
2005-03-29,9410.0,9170.0,546259.0,30.44,86588,-43298,-43900
2005-03-30,9060.0,9150.0,421230.0,30.37,14400,-18450,950
2005-03-31,9330.0,9240.0,432082.0,30.67,32834,-20654,1180
2005-04-01,9170.0,9400.0,632939.0,31.2,-168290,157390,10250
2005-04-04,9360.0,9400.0,568995.0,31.2,126770,-138040,11270
2005-04-06,9440.0,9400.0,590754.0,31.2,20930,-12280,3330
2005-04-07,9480.0,9580.0,973191.0,31.8,47111,-57081,-3350
2005-04-08,9710.0,9490.0,752232.0,31.5,98882,-134312,11120
2005-04-11,9450.0,9330.0,478532.0,30.97,94370,450,-11170
2005-04-12,9310.0,9230.0,570639.0,30.64,272300,-228190,0
2005-04-13,9230.0,9240.0,411532.0,30.67,10330,19520,7600
2005-04-14,9120.0,9080.0,687930.0,30.14,167156,-236546,62810
2005-04-15,9030.0,8960.0,661320.0,29.74,75630,-79830,3700
2005-04-18,8790.0,8560.0,725696.0,28.42,59910,-51060,15520
2005-04-19,8630.0,8600.0,589372.0,28.55,97470,-89000,-1020
2005-04-20,8700.0,8780.0,654030.0,29.15,-1000,-25260,1210
2005-04-21,8610.0,8780.0,355058.0,29.15,9410,21410,320
2005-04-22,8910.0,8740.0,503598.0,29.01,-96861,104081,-28720
2005-04-25,8620.0,8770.0,332460.0,29.11,-88580,85060,-6960
2005-04-26,8780.0,8620.0,344920.0,28.61,8790,4200,-8390
2005-04-27,8540.0,8420.0,524080.0,27.95,91440,-89800,2460
2005-04-28,8410.0,8290.0,331886.0,27.52,11830,-10890,-2380
2005-04-29,8130.0,8010.0,690580.0,26.59,187910,-205260,20210
2005-05-02,8060.0,8060.0,470533.0,26.75,156781,-162101,-2790
2005-05-03,8060.0,7950.0,501824.0,26.39,148440,-152140,-930
2005-05-04,7950.0,8190.0,536602.0,27.19,-28218,4748,6520
2005-05-06,8200.0,8280.0,419150.0,27.49,-178580,163100,18250
2005-05-09,8270.0,8190.0,325740.0,27.19,16640,-25790,18600
2005-05-10,8240.0,8240.0,267700.0,27.35,-59910,26880,8770
2005-05-11,8180.0,8050.0,243208.0,26.72,22910,-16000,-6310
2005-05-12,8050.0,8060.0,230120.0,26.75,9210,3850,-4800
2005-05-13,7990.0,8100.0,270735.0,26.89,-52740,36370,16750
2005-05-16,8180.0,8180.0,268677.0,27.16,-12350,12240,4460
2005-05-17,8320.0,8220.0,351002.0,27.29,-65778,56708,9070
2005-05-18,8330.0,8470.0,506518.0,28.12,-29540,36270,2690
2005-05-19,8600.0,8500.0,526092.0,28.22,-117488,125188,1210
2005-05-20,8540.0,8580.0,375490.0,28.48,2379,-27859,22930
2005-05-23,8620.0,8650.0,274397.0,28.71,-20058,-12372,31790
2005-05-24,8650.0,8850.0,676010.0,29.38,-145890,-5530,149950
