Symbol,삼성전기_시가(원),삼성전기_종가(원),삼성전기_거래량(주),삼성전기_PER(IFRS-연결),삼성전기_순매수수량(개인)(주),삼성전기_순매수수량(기관계)(주),삼성전기_순매수수량(외국인계)(주)
2008-04-10,54700.0,54900.0,698050.0,37.74,-29769,-38417,51051
2008-04-11,55100.0,55900.0,699422.0,38.43,-203505,170040,54428
2008-04-14,54800.0,54600.0,761027.0,37.53,120755,-63954,-35528
2008-04-15,54100.0,51100.0,1437311.0,35.13,538455,-497470,4216
2008-04-16,51600.0,51300.0,1619658.0,35.26,609811,-560209,58649
2008-04-17,52200.0,52000.0,768161.0,35.74,-80088,47712,9752
2008-04-18,52600.0,54300.0,1021743.0,37.33,-284709,181667,27826
2008-04-21,55200.0,54700.0,711063.0,37.6,-144755,94543,2514
2008-04-22,54600.0,54200.0,1028724.0,37.26,-137597,98198,-4072
2008-04-23,53600.0,53900.0,682467.0,37.05,-198080,217948,-25136
2008-04-24,54300.0,55700.0,1122922.0,38.29,-351141,141573,159024
2008-04-25,55900.0,56500.0,1007997.0,38.84,-201368,147719,36926
2008-04-28,56900.0,56400.0,551057.0,38.77,41361,-2544,-14763
2008-04-29,56400.0,55800.0,1246092.0,38.36,47291,222640,-235619
2008-04-30,55100.0,54500.0,1292110.0,37.46,-6545,69527,-59291
2008-05-02,55000.0,53200.0,1499237.0,36.57,508141,-429820,29491
2008-05-06,53000.0,54400.0,811272.0,37.39,-109240,103549,-9015
2008-05-07,54800.0,53800.0,657304.0,36.98,18228,34338,-66882
2008-05-08,53000.0,55300.0,1145425.0,38.01,-139387,-61184,15251
2008-05-09,55200.0,52500.0,1244201.0,36.09,515116,-251868,-59860
2008-05-13,53100.0,51500.0,1793901.0,35.4,1037634,-794051,-50569
2008-05-14,51400.0,50700.0,1673134.0,34.85,751467,-660451,60614
2008-05-15,50700.0,49900.0,4201778.0,34.3,1299285,-1020155,-71367
2008-05-16,50300.0,50800.0,2645946.0,34.92,273382,-344763,17301
2008-05-19,50200.0,47700.0,3327761.0,32.79,848493,-531887,-198221
2008-05-20,47750.0,46500.0,2169877.0,31.96,874569,-574129,-138574
2008-05-21,46100.0,46800.0,1598075.0,32.17,372990,-228992,-35339
2008-05-22,46800.0,48500.0,1353054.0,33.34,52381,-82215,20984
2008-05-23,48700.0,47300.0,919853.0,32.51,237974,-146644,-97980
2008-05-26,46500.0,46250.0,964649.0,31.79,127740,17046,11650
2008-05-27,46250.0,46950.0,643595.0,32.27,68660,-120061,31351
2008-05-28,47400.0,46000.0,1021128.0,31.62,325368,-118887,-71534
2008-05-29,46250.0,46700.0,534380.0,32.1,-32331,90071,-42850
2008-05-30,47050.0,48000.0,1018862.0,32.99,-172059,129172,32366
2008-06-02,48250.0,47500.0,715836.0,32.65,141915,-134473,9348
2008-06-03,46900.0,45950.0,1121239.0,31.59,463309,-478029,72060
2008-06-04,46200.0,47500.0,1170199.0,32.65,32984,3669,54997
2008-06-05,47650.0,46600.0,1218878.0,32.03,582166,-346386,-174020
2008-06-09,45200.0,45800.0,782254.0,31.48,62555,-97116,14473
2008-06-10,45800.0,44800.0,744558.0,30.8,67909,-117069,25480
2008-06-11,44700.0,44400.0,1233676.0,30.52,115501,-80001,-52450
2008-06-12,43400.0,44350.0,897570.0,30.49,-133417,87068,28289
2008-06-13,44700.0,45150.0,734201.0,31.04,-55706,20325,17725
2008-06-16,45100.0,45050.0,547089.0,30.97,-42780,-55085,95266
2008-06-17,45100.0,43950.0,552712.0,30.21,55578,-37368,-8940
2008-06-18,43700.0,44550.0,396898.0,30.62,-28783,37253,-6710
2008-06-19,44500.0,43350.0,450111.0,29.8,50757,-81547,-2020
2008-06-20,43600.0,42100.0,830577.0,28.94,150352,-183615,27513
2008-06-23,41450.0,42500.0,661590.0,29.21,6664,-123593,134270
2008-06-24,42500.0,42450.0,277769.0,29.18,-11705,8695,4120
2008-06-25,42450.0,42450.0,504237.0,29.18,104347,-131777,21800
2008-06-26,42550.0,41750.0,468630.0,28.7,37433,-15863,-21650
2008-06-27,40600.0,40450.0,613451.0,27.81,48567,-6497,-22460
2008-06-30,39700.0,38800.0,848747.0,26.67,-29484,-16841,36390
2008-07-01,38250.0,37950.0,1346585.0,26.09,20098,-122304,142150
2008-07-02,38100.0,37250.0,915608.0,25.61,-120727,6396,101611
2008-07-03,36500.0,38300.0,994218.0,26.33,-187475,104114,54980
2008-07-04,38250.0,37600.0,700612.0,25.85,-25448,-52922,73850
2008-07-07,37000.0,37850.0,440445.0,26.02,-73952,14751,50349
2008-07-08,37550.0,37250.0,701031.0,25.61,-105975,21455,80150
2008-07-09,38050.0,37200.0,631360.0,25.57,44301,-48943,4072
2008-07-10,36350.0,36000.0,1251068.0,24.75,181024,-210857,36040
2008-07-11,36350.0,36900.0,847629.0,25.36,164158,-127188,-19810
2008-07-14,36850.0,37000.0,517605.0,25.43,-10618,13094,-5506
2008-07-15,36750.0,35200.0,585036.0,24.2,-1912,6182,-12420
2008-07-16,35700.0,35200.0,514246.0,24.2,-29420,35880,-22680
2008-07-17,36200.0,35450.0,564835.0,24.37,99542,-25263,-76909
2008-07-18,35800.0,35250.0,396075.0,24.23,5288,-39728,31760
2008-07-21,35800.0,36700.0,607978.0,25.23,-61688,65198,45990
2008-07-22,36450.0,37000.0,355335.0,25.43,-38808,-10517,46812
2008-07-23,37750.0,37500.0,709747.0,25.78,97608,117702,-190630
2008-07-24,37700.0,37750.0,883484.0,25.95,156148,-36449,-69149
2008-07-25,37150.0,36750.0,817840.0,25.26,205090,-150360,-32160
2008-07-28,36750.0,35100.0,1239373.0,24.13,385643,-295374,-47660
2008-07-29,34300.0,33900.0,808824.0,23.3,119649,-131057,31398
2008-07-30,34600.0,33500.0,891296.0,23.03,122420,-204480,126940
2008-07-31,33450.0,33900.0,568179.0,23.3,110272,-167054,64342
2008-08-01,33600.0,33750.0,362429.0,23.2,30775,-1025,-29730
2008-08-04,33500.0,32600.0,455735.0,22.41,11223,-50951,46698
2008-08-05,32500.0,32500.0,519879.0,22.34,-77219,61924,5585
2008-08-06,33150.0,33900.0,509783.0,23.3,-50505,-22905,67250
2008-08-07,34200.0,33700.0,459659.0,23.17,30675,25040,-60165
2008-08-08,33350.0,33600.0,283338.0,23.1,48023,-58833,10760
2008-08-11,34150.0,34750.0,727026.0,23.89,-138552,47632,66080
2008-08-12,35000.0,36500.0,1466438.0,25.09,-443351,310418,77623
2008-08-13,36600.0,36650.0,732534.0,25.19,-96786,3010,57116
2008-08-14,36350.0,37000.0,533978.0,25.43,-53688,29995,20660
2008-08-18,37200.0,36450.0,657652.0,25.06,-79026,92716,-9220
2008-08-19,35800.0,35700.0,540064.0,24.54,57559,-50277,-17412
2008-08-20,35000.0,36450.0,435688.0,25.06,-95955,55955,24600
2008-08-21,36350.0,35350.0,516978.0,24.3,-19175,-49711,57756
2008-08-22,35300.0,35600.0,535868.0,24.47,-103194,32876,70060
2008-08-25,35900.0,36650.0,783526.0,25.19,-246012,160852,55860
2008-08-26,36000.0,36850.0,696332.0,25.33,-248438,203228,25270
2008-08-27,36850.0,35700.0,871220.0,24.54,117047,33938,-139645
2008-08-28,35700.0,33550.0,797448.0,23.06,82734,-95984,31740
2008-08-29,34000.0,32600.0,731632.0,22.41,-61847,11644,53893
2008-09-01,32050.0,29900.0,818379.0,20.55,-67686,13576,36610
2008-09-02,29900.0,29500.0,677709.0,20.28,-138956,92707,52889
2008-09-03,29300.0,31200.0,545688.0,21.45,-82991,14381,31380
2008-09-04,31000.0,32000.0,540193.0,22.0,-27386,24166,-13200
2008-09-05,30500.0,31100.0,412758.0,21.38,-1780,-26840,20110
2008-09-08,32000.0,33100.0,722129.0,22.75,5444,-74314,55730
2008-09-09,33000.0,31950.0,562218.0,21.96,128328,-39327,-102060
2008-09-10,31500.0,33200.0,531569.0,22.82,-112310,57980,51090
2008-09-11,33500.0,33800.0,902830.0,23.23,-219481,22041,51640
2008-09-12,34750.0,34850.0,519679.0,23.96,-119690,108441,-38080
2008-09-16,31000.0,32200.0,696588.0,22.13,-186104,132904,43750
2008-09-17,33450.0,35000.0,1108703.0,24.06,-267678,7891,244687
2008-09-18,34300.0,35800.0,1443491.0,24.61,-147366,121386,54940
2008-09-19,37450.0,37500.0,1352033.0,25.78,-450890,201040,199440
2008-09-22,38200.0,37600.0,1223554.0,25.85,-149942,-111811,342623
2008-09-23,37000.0,38200.0,1083737.0,26.26,-93788,-52859,177002
2008-09-24,38000.0,38700.0,659451.0,26.6,-131663,-42345,180318
2008-09-25,38100.0,38400.0,857512.0,26.4,95635,-240303,146708
2008-09-26,38200.0,37000.0,753573.0,25.43,86309,-64787,-26272
2008-09-29,37700.0,37150.0,558297.0,25.54,-73020,-56770,123360
2008-09-30,35250.0,37300.0,779448.0,25.64,-84055,29003,36112
2008-10-01,37550.0,38100.0,795915.0,26.19,-220061,177547,40977
2008-10-02,38400.0,37550.0,466449.0,25.81,-47794,76964,-32460
2008-10-06,36900.0,36150.0,548046.0,24.85,-60567,67678,-3701
2008-10-07,35650.0,37850.0,801856.0,26.02,-179348,138808,40150
2008-10-08,36850.0,36500.0,1315880.0,25.09,-425966,396514,5282
2008-10-09,37500.0,38000.0,1180008.0,26.12,-291122,203392,80150
2008-10-10,37400.0,37600.0,1137381.0,25.85,-132788,112916,-2738
2008-10-13,39000.0,38700.0,904128.0,26.6,-57833,67583,-11710
2008-10-14,39800.0,39750.0,1383614.0,27.32,145531,-164381,25680
2008-10-15,39300.0,40350.0,1307699.0,27.74,-200206,72204,102220
2008-10-16,39000.0,37700.0,1449912.0,25.91,-159871,208361,-38790
2008-10-17,39050.0,35100.0,2027601.0,24.13,-188142,168880,18830
2008-10-20,35900.0,37500.0,1002625.0,25.78,-248064,145956,97170
2008-10-21,38500.0,37950.0,812979.0,26.09,-118955,89048,19607
2008-10-22,38200.0,38500.0,1207377.0,26.46,-367124,272884,101240
2008-10-23,37000.0,36050.0,1248945.0,24.78,-110831,61731,54490
2008-10-24,36050.0,30650.0,1425603.0,21.07,-198776,122759,33697
2008-10-27,30650.0,31000.0,1968785.0,21.31,-180015,365243,-193698
2008-10-28,29900.0,34250.0,1665804.0,23.54,-215181,217780,-20679
2008-10-29,35850.0,34900.0,2101885.0,23.99,-383650,269520,79650
2008-10-30,37150.0,39050.0,2867088.0,26.84,29501,20739,-81310
2008-10-31,38300.0,37500.0,2779908.0,25.78,-35421,45616,9945
2008-11-03,37900.0,38900.0,1874362.0,26.74,-356647,206447,110910
2008-11-04,39600.0,40600.0,2088142.0,27.91,-388031,340633,40638
2008-11-05,41500.0,39100.0,2341308.0,26.88,287683,-196713,-37870
2008-11-06,37450.0,37300.0,1113880.0,25.64,-289958,144688,98460
2008-11-07,36500.0,38500.0,1293701.0,26.46,-141509,159221,13668
2008-11-10,39050.0,39000.0,980743.0,26.81,-149847,50897,56540
2008-11-11,38200.0,39200.0,1123580.0,26.95,-344572,390092,-47260
2008-11-12,38550.0,39150.0,789504.0,26.91,-83550,61410,26870
2008-11-13,38000.0,38000.0,1419902.0,26.12,177656,-165456,30130
2008-11-14,39300.0,37800.0,1234571.0,25.98,248444,-267714,79840
2008-11-17,37300.0,38050.0,883653.0,26.16,-43253,-38877,79850
2008-11-18,37700.0,36400.0,1078044.0,25.02,198220,-79060,-101330
2008-11-19,37000.0,33500.0,1991392.0,23.03,596913,-424873,-91310
2008-11-20,31150.0,30200.0,1704550.0,20.76,175480,-171703,19903
2008-11-21,29450.0,33450.0,1541341.0,22.99,-30591,2981,44910
2008-11-24,33250.0,32550.0,1261344.0,22.37,56492,-73743,12981
2008-11-25,34200.0,32700.0,864228.0,22.48,-91359,33589,39590
2008-11-26,33000.0,33000.0,760194.0,22.68,26635,-76776,40160
2008-11-27,33900.0,33300.0,904478.0,22.89,10496,-51000,14834
2008-11-28,33700.0,34450.0,888624.0,23.68,-183983,72343,104000
2008-12-01,35150.0,34000.0,811508.0,23.37,-84930,-34950,115260
2008-12-02,32500.0,32800.0,546901.0,22.55,286,-29068,26121
2008-12-03,33300.0,32400.0,698530.0,22.27,225956,-127406,-59620
2008-12-04,32900.0,30950.0,1330128.0,21.27,637824,-414542,3810
2008-12-05,31300.0,31350.0,720896.0,21.55,107150,-106070,7080
2008-12-08,32000.0,33900.0,1238979.0,23.3,-260633,180783,68100
2008-12-09,34200.0,33050.0,993659.0,22.72,72735,-117585,41180
2008-12-10,33350.0,33550.0,1528756.0,23.06,-44547,28877,8850
2008-12-11,34000.0,34200.0,1749865.0,23.51,-114690,100120,-23660
2008-12-12,33700.0,32150.0,1310488.0,22.1,61509,-40409,-25430
2008-12-15,33150.0,36600.0,2397704.0,25.16,-442771,391591,18110
2008-12-16,36650.0,36700.0,2566854.0,25.23,-330776,250786,-11670
2008-12-17,37900.0,35900.0,1743485.0,24.68,165632,-197793,30271
2008-12-18,35950.0,34200.0,1682108.0,23.51,249881,-287357,-1200
2008-12-19,34000.0,34900.0,963308.0,23.99,-101817,16777,80080
2008-12-22,35600.0,35050.0,871056.0,24.09,14622,12584,-23946
2008-12-23,34600.0,33850.0,522984.0,23.27,-31122,32552,-9330
2008-12-24,33600.0,34200.0,598470.0,23.51,-24133,2283,20350
2008-12-26,34450.0,33000.0,556306.0,22.68,59078,-8208,-36800
2008-12-29,32350.0,34100.0,597484.0,23.44,-208986,189576,21010
2008-12-30,34350.0,33300.0,736483.0,22.89,-147642,118932,7380
2009-01-02,33800.0,34550.0,582830.0,55.81,-86010,3692,63018
2009-01-05,35050.0,34650.0,721118.0,55.98,22874,-19074,-1450
2009-01-06,34800.0,36400.0,1928910.0,58.8,-666898,464800,118834
2009-01-07,36700.0,36850.0,1547500.0,59.53,-676834,629460,3564
2009-01-08,36350.0,37500.0,1684063.0,60.58,-857272,703192,2600
2009-01-09,38000.0,36900.0,957928.0,59.61,-120968,127988,-23460
2009-01-12,36100.0,36750.0,679343.0,59.37,-188036,131408,39220
2009-01-13,36700.0,36600.0,547211.0,59.13,63718,-95978,-6400
2009-01-14,36900.0,37650.0,619348.0,60.82,-103099,103326,-240
2009-01-15,36300.0,35000.0,944460.0,56.54,-22403,69640,-54877
2009-01-16,35600.0,36300.0,1022410.0,58.64,-195571,235128,-7257
2009-01-19,37000.0,38050.0,1330515.0,61.47,-531054,433994,87010
2009-01-20,37500.0,37100.0,685781.0,59.93,-15546,-42554,26440
2009-01-21,35600.0,36200.0,620899.0,58.48,101770,-88590,-4410
2009-01-22,37000.0,35750.0,534060.0,57.75,90647,-33392,-36200
2009-01-23,33900.0,33200.0,1466533.0,53.63,623739,-602739,-39820
2009-01-28,33550.0,34100.0,984582.0,55.09,-10191,-30429,49800
2009-01-29,34350.0,33900.0,1195423.0,54.76,136714,-99814,6920
2009-01-30,33300.0,34400.0,659428.0,55.57,-127095,74045,17410
2009-02-02,33950.0,33900.0,595572.0,54.76,57772,-63392,-4320
2009-02-03,34000.0,34550.0,1082320.0,55.81,-16364,-43606,89930
2009-02-04,35100.0,34650.0,1090245.0,55.98,203072,-211272,1060
2009-02-05,34300.0,35600.0,2709470.0,57.51,-407393,385533,165220
2009-02-06,36550.0,36950.0,1579578.0,59.69,-526714,277325,197059
2009-02-09,37350.0,36950.0,1049575.0,59.69,-380971,377906,32657
2009-02-10,38400.0,38500.0,2011577.0,62.2,-1128214,1135014,-29420
2009-02-11,38000.0,39900.0,2499732.0,64.46,-1125224,981907,38472
2009-02-12,39900.0,39600.0,1335547.0,63.97,-146758,170578,-84770
2009-02-13,39400.0,41100.0,1315727.0,66.4,-603014,462624,59248
2009-02-16,41500.0,42800.0,2175164.0,69.14,-568752,513492,-29460
2009-02-17,42850.0,42600.0,3713778.0,68.82,-215757,-134934,207611
2009-02-18,42750.0,44000.0,2402966.0,71.08,-601074,438810,24324
2009-02-19,44300.0,41300.0,1717434.0,66.72,10107,59283,-41866
2009-02-20,40750.0,41500.0,1423394.0,67.04,-235494,230969,-23170
2009-02-23,41500.0,42800.0,1124894.0,69.14,-162011,93309,38900
2009-02-24,41300.0,41650.0,1142181.0,67.28,-33170,3990,-9100
2009-02-25,42800.0,41100.0,848162.0,66.4,23044,8996,-31604
2009-02-26,41350.0,39900.0,784022.0,64.46,-79846,5348,52690
2009-02-27,40600.0,40750.0,924844.0,65.83,-196959,138368,19091
2009-03-02,41000.0,41600.0,1219814.0,67.2,-104139,181789,-113460
2009-03-03,40600.0,42850.0,1204514.0,69.22,-324385,296968,-55133
2009-03-04,43150.0,42850.0,1105058.0,69.22,-136450,175609,-90429
2009-03-05,43250.0,43200.0,1445889.0,69.79,-46274,29784,-27940
2009-03-06,42500.0,45150.0,2142481.0,72.94,-741454,638884,1550
2009-03-09,47000.0,46750.0,1510155.0,75.52,80750,-178684,99940
2009-03-10,46400.0,44100.0,2316199.0,71.24,820238,-752141,7178
2009-03-11,44700.0,46900.0,2141942.0,75.76,-270607,21834,222373
2009-03-12,47300.0,46150.0,1640075.0,74.55,34603,11947,-22860
2009-03-13,46500.0,45500.0,1195872.0,73.5,87211,-121258,12797
2009-03-16,44400.0,44200.0,1669556.0,71.4,428640,-342754,-117070
2009-03-17,44300.0,45050.0,1047367.0,72.78,-12394,24534,14310
2009-03-18,46250.0,45200.0,1052646.0,73.02,-6918,-3722,16300
2009-03-19,45500.0,44200.0,939042.0,71.4,238179,-223289,11670
2009-03-20,44250.0,44300.0,777776.0,71.56,164767,-103308,12760
2009-03-23,44900.0,45450.0,874591.0,73.42,506,-50246,79870
2009-03-24,46100.0,45400.0,809657.0,73.34,43457,-20774,-18513
2009-03-25,45200.0,46100.0,853758.0,74.47,89091,-137095,10494
2009-03-26,46100.0,48050.0,2189315.0,77.62,-296645,142215,170546
2009-03-27,48300.0,46850.0,1423582.0,75.68,-74232,5129,-27767
2009-03-30,47450.0,47100.0,1057949.0,76.09,-266724,229839,-9245
2009-03-31,47950.0,48800.0,1233034.0,78.83,-222967,216152,-12744
2009-04-01,49200.0,49700.0,1478194.0,80.29,-154539,209979,-34750
2009-04-02,50300.0,49500.0,1606704.0,79.97,370913,-344613,6580
2009-04-03,49950.0,48950.0,1371334.0,79.08,453720,-325534,-23840
2009-04-06,48350.0,48700.0,1524437.0,78.67,240235,-222664,24849
2009-04-07,48400.0,48500.0,1051962.0,78.35,96062,-145037,55665
2009-04-08,47650.0,47400.0,1049987.0,76.57,167674,-127538,12274
2009-04-09,47700.0,49250.0,1371767.0,79.56,-320669,81123,161236
2009-04-10,49950.0,48600.0,1101042.0,78.51,177934,-185059,-4605
2009-04-13,48500.0,48400.0,1410846.0,78.19,337448,-285388,-17210
2009-04-14,48450.0,48500.0,884853.0,78.35,23226,-18506,16260
2009-04-15,48000.0,48700.0,1524542.0,78.67,-22209,105626,-76227
2009-04-16,49600.0,48000.0,1607030.0,77.54,111796,-147058,89607
2009-04-17,49100.0,48350.0,1667894.0,78.11,5457,-148795,134750
2009-04-20,48450.0,47350.0,864769.0,76.49,169475,-137715,-12130
2009-04-21,45900.0,46900.0,726963.0,75.76,19156,-42329,28443
2009-04-22,47200.0,48150.0,1119469.0,77.78,32355,-133532,41527
2009-04-23,48400.0,51000.0,2299603.0,82.39,-498319,327489,82980
2009-04-24,51100.0,50100.0,2123503.0,80.93,3593,-48018,-11317
2009-04-27,49800.0,49700.0,974075.0,80.29,-118192,124658,-35466
2009-04-28,50000.0,48450.0,1619218.0,78.27,-263193,206983,78540
2009-04-29,49100.0,51100.0,1522442.0,82.55,-254745,222790,20035
2009-04-30,52100.0,51700.0,1349511.0,83.52,-126304,4348,82495
2009-05-04,52200.0,51600.0,1056202.0,83.36,348425,-271256,-63889
2009-05-06,51000.0,51000.0,1605613.0,82.39,696552,-595240,-27204
2009-05-07,50700.0,49750.0,1880522.0,80.37,863579,-733951,-8680
2009-05-08,49400.0,49800.0,882029.0,80.45,70967,-32987,-27920
2009-05-11,49600.0,49300.0,805528.0,79.64,62549,-24159,-13650
2009-05-12,49100.0,48800.0,857429.0,78.83,111742,-54722,7090
2009-05-13,48850.0,47850.0,1251341.0,77.3,322151,-272971,-880
2009-05-14,47200.0,49250.0,1551741.0,79.56,-361003,240158,57860
2009-05-15,49850.0,50200.0,1996242.0,81.1,-374997,287755,63817
2009-05-18,50900.0,50000.0,1422615.0,80.77,-81520,86168,8016
2009-05-19,51100.0,50400.0,1036259.0,81.42,112740,-54753,33652
2009-05-20,51300.0,52500.0,1982233.0,84.81,-298731,293912,42267
2009-05-21,53000.0,52200.0,1821389.0,84.33,-161294,140066,10876
2009-05-22,51900.0,52500.0,1535889.0,84.81,-197486,134059,36542
2009-05-25,52000.0,54400.0,2966206.0,87.88,-305550,330183,-14358
2009-05-26,55300.0,55800.0,2941975.0,90.14,-863325,911564,-66585
2009-05-27,56900.0,54600.0,2866937.0,88.2,-20213,20829,113846
2009-05-28,54900.0,55300.0,1470793.0,89.33,-79186,19316,75414
2009-05-29,56800.0,56600.0,1555081.0,91.43,-190189,42568,162093
2009-06-01,57200.0,58500.0,1242843.0,94.5,-254638,153460,122405
2009-06-02,59600.0,56400.0,1765484.0,91.11,237041,-154850,-47783
2009-06-03,57200.0,56500.0,911198.0,91.27,-39622,1076,27558
2009-06-04,56500.0,53600.0,1600869.0,86.59,528698,-427729,-19763
2009-06-05,54100.0,53600.0,1545937.0,86.59,529311,-465238,1961
2009-06-08,53600.0,54900.0,887411.0,88.69,-158863,143306,22727
2009-06-09,55800.0,53600.0,797786.0,86.59,123557,-89156,-19317
2009-06-10,53900.0,54300.0,734182.0,87.72,145288,-121164,-42529
2009-06-11,54500.0,54500.0,833639.0,88.04,33976,-72903,21104
2009-06-12,55100.0,56900.0,1219696.0,91.92,-275233,257153,68329
2009-06-15,57600.0,57000.0,1735131.0,92.08,-305143,230380,37787
2009-06-16,56700.0,57700.0,933343.0,93.21,-160148,152069,22336
2009-06-17,58100.0,57400.0,825744.0,92.73,26301,-46790,-29217
2009-06-18,57900.0,57400.0,1174866.0,92.73,-240223,294400,-17273
2009-06-19,58400.0,58600.0,1519473.0,94.67,12318,150104,-170778
2009-06-22,59000.0,58000.0,758318.0,93.7,34764,6679,-32318
2009-06-23,57200.0,56800.0,1001534.0,91.76,19493,-52467,-20699
2009-06-24,57300.0,58800.0,1369774.0,94.99,-197931,138010,46527
2009-06-25,59500.0,61700.0,1902377.0,99.67,-489335,155767,302697
2009-06-26,62200.0,64000.0,2295082.0,103.39,-675985,417372,152188
2009-06-29,64500.0,63000.0,1382597.0,101.77,86940,-90934,-29604
2009-06-30,63300.0,61000.0,1824511.0,98.54,204817,-29390,-124236
2009-07-01,61200.0,61300.0,1000774.0,99.03,-9280,-36796,66083
2009-07-02,62000.0,63600.0,1058384.0,102.74,-9180,-127453,139905
2009-07-03,62500.0,64000.0,919255.0,103.39,-16245,53496,-72448
2009-07-06,64000.0,64400.0,1016532.0,104.04,-41130,56826,-27888
2009-07-07,64900.0,63900.0,1237796.0,103.23,117537,-158402,56439
2009-07-08,63400.0,64700.0,875529.0,104.52,21376,-19470,10574
2009-07-09,65000.0,64600.0,700577.0,104.36,8962,-48912,55326
2009-07-10,64300.0,62200.0,1408515.0,100.48,594028,-462277,-34841
2009-07-13,61700.0,60400.0,1246424.0,97.57,181258,-189767,65383
2009-07-14,61900.0,62900.0,1183968.0,101.61,-212844,125768,104180
2009-07-15,64000.0,63800.0,805746.0,103.07,-108539,10972,131966
2009-07-16,64500.0,64700.0,1606242.0,104.52,-642536,586403,19067
2009-07-17,65600.0,64700.0,650259.0,104.52,25445,-2257,-8389
2009-07-20,65100.0,65400.0,1357291.0,105.65,-170951,159377,14978
2009-07-21,66100.0,63800.0,1539651.0,103.07,326546,-307074,-2760
2009-07-22,64200.0,63700.0,1200462.0,102.9,332499,-331900,25540
2009-07-23,64000.0,65800.0,2301301.0,106.3,-874545,481216,284800
2009-07-24,67200.0,67400.0,2247760.0,108.88,-362662,231612,-8129
2009-07-27,67900.0,68900.0,1366228.0,111.3,-397173,227255,153053
2009-07-28,68500.0,69000.0,723134.0,111.47,-98079,133285,-41194
2009-07-29,68600.0,69200.0,1069786.0,111.79,-249150,12851,182463
2009-07-30,69100.0,69600.0,969194.0,112.44,50857,-175158,128330
2009-07-31,69600.0,68800.0,1052169.0,111.14,167449,-115307,17607
2009-08-03,68600.0,68000.0,1405073.0,109.85,405306,-422900,50741
2009-08-04,68900.0,68200.0,905208.0,110.17,-103034,1358,111518
2009-08-05,68500.0,67100.0,723090.0,108.4,89885,-42497,-26598
2009-08-06,66500.0,68200.0,744980.0,110.17,-212084,158893,25351
2009-08-07,68200.0,69100.0,999221.0,111.63,-221961,127930,95585
2009-08-10,69300.0,68800.0,502471.0,111.14,81801,-80591,-6737
2009-08-11,69700.0,70500.0,986329.0,113.89,-354594,273888,60487
2009-08-12,70400.0,73400.0,1413689.0,118.57,-624061,478533,77878
2009-08-13,73800.0,75200.0,1611169.0,121.48,-505710,346890,137710
2009-08-14,76500.0,75100.0,988169.0,121.32,61696,-40565,-26798
2009-08-17,75200.0,75900.0,908416.0,122.61,-145663,96668,58365
2009-08-18,75400.0,76500.0,950600.0,123.58,-128496,159385,-13972
2009-08-19,77200.0,79100.0,1162541.0,127.78,-176864,36309,94279
2009-08-20,80000.0,82900.0,1316955.0,133.92,-373172,207890,160486
2009-08-21,83300.0,83400.0,1022372.0,134.73,222456,-198054,32887
2009-08-24,84500.0,86900.0,1065221.0,140.38,-32409,48145,-10392
2009-08-25,86500.0,89900.0,1082350.0,145.23,78622,-112289,84781
2009-08-26,90900.0,87600.0,2202516.0,141.51,559863,-567683,63555
2009-08-27,86300.0,83500.0,1986899.0,134.89,335754,-136138,-208662
2009-08-28,84300.0,88000.0,1503234.0,142.16,15144,82956,-49530
2009-08-31,88200.0,89300.0,1214439.0,144.26,-9342,43712,-42790
2009-09-01,89400.0,98000.0,2473175.0,158.31,-470234,89490,365933
2009-09-02,96500.0,99100.0,2633480.0,160.09,246702,-262944,5336
2009-09-03,99200.0,94400.0,2239914.0,152.5,167730,-247080,90071
2009-09-04,96000.0,94400.0,1668048.0,152.5,352047,-277631,-64250
2009-09-07,94400.0,98500.0,1417422.0,159.12,-156506,47188,114606
2009-09-08,100000.0,99200.0,1821548.0,160.25,-63473,125005,-39603
2009-09-09,100500.0,95000.0,1791431.0,153.47,600119,-469840,-101282
2009-09-10,95600.0,94500.0,1820805.0,152.66,402779,-382859,-13413
2009-09-11,95200.0,93800.0,1338360.0,151.53,41990,-102301,57419
2009-09-14,95000.0,95400.0,1316840.0,154.11,8022,-107066,62584
2009-09-15,97000.0,99300.0,1777549.0,160.41,-288202,159098,66659
2009-09-16,100500.0,99100.0,1604594.0,160.09,-35668,63618,-17038
2009-09-17,100500.0,98200.0,1712368.0,158.64,274233,-359301,79706
2009-09-18,97800.0,98000.0,1049139.0,158.31,-39712,4559,44686
2009-09-21,99000.0,97600.0,705108.0,157.67,103487,-151662,55637
2009-09-22,97600.0,101000.0,1574710.0,163.16,-226367,77920,171114
2009-09-23,102000.0,106000.0,2154586.0,171.24,-442266,295068,123024
2009-09-24,105500.0,106500.0,1658898.0,172.05,-28489,102606,-69461
2009-09-25,105500.0,109000.0,1671342.0,176.08,-344916,275642,-3411
2009-09-28,110500.0,108500.0,1455456.0,175.28,11068,-39619,12279
2009-09-29,110000.0,107500.0,1564428.0,173.66,-85274,-1080,95909
2009-09-30,106000.0,101500.0,1865557.0,163.97,389438,-410131,71402
2009-10-01,102000.0,95000.0,2657924.0,153.47,248481,-256346,17216
2009-10-05,93100.0,96000.0,1746212.0,155.08,260838,-231019,-38722
2009-10-06,97900.0,97000.0,1398621.0,156.7,51307,-133925,74431
2009-10-07,98600.0,89500.0,2579789.0,144.58,739235,-635491,-28431
