Symbol,삼성전기_시가(원),삼성전기_종가(원),삼성전기_거래량(주),삼성전기_PER(IFRS-연결),삼성전기_순매수수량(개인)(주),삼성전기_순매수수량(기관계)(주),삼성전기_순매수수량(외국인계)(주)
2005-02-21,29300.0,29350.0,1801925.0,23.97,124599,-38059,-93750
2005-02-22,29400.0,28300.0,933140.0,23.11,-15910,-280,-6380
2005-02-23,27800.0,27450.0,863091.0,22.42,50870,-38810,-15430
2005-02-24,27450.0,28150.0,790224.0,22.99,120914,-81696,-8818
2005-02-25,28300.0,27950.0,824538.0,22.83,45720,-48510,4300
2005-02-28,28400.0,28500.0,881943.0,23.27,92540,-45060,-63980
2005-03-02,29100.0,28900.0,929675.0,23.6,84928,-40970,-30260
2005-03-03,28900.0,28750.0,612650.0,23.48,98050,-1140,-74980
2005-03-04,28750.0,28150.0,701977.0,22.99,35122,16448,-49770
2005-03-07,28300.0,27700.0,838215.0,22.62,226000,-161470,-70420
2005-03-08,27800.0,27500.0,551386.0,22.46,18990,-20230,-2590
2005-03-09,27400.0,27950.0,560880.0,22.83,-20460,27600,-11160
2005-03-10,27750.0,27500.0,568814.0,22.46,191160,-24440,-129100
2005-03-11,27600.0,26950.0,1249491.0,22.01,67650,7260,-89310
2005-03-14,26750.0,26500.0,821816.0,21.64,104963,-14010,-94123
2005-03-15,26500.0,26000.0,674875.0,21.23,93450,-50190,-37110
2005-03-16,25950.0,26650.0,602133.0,21.76,-83030,23340,59170
2005-03-17,26350.0,26200.0,366015.0,21.4,-22990,14080,5670
2005-03-18,26150.0,26150.0,336440.0,21.36,-51100,34600,5450
2005-03-21,26200.0,26500.0,501939.0,21.64,-71580,24850,49440
2005-03-22,26500.0,26450.0,313833.0,21.6,5582,5388,-16650
2005-03-23,26200.0,26450.0,499804.0,21.6,-98540,-18310,114700
2005-03-24,26550.0,26150.0,383313.0,21.36,-63767,27627,33160
2005-03-25,26250.0,26200.0,269961.0,21.4,-10240,8190,-2290
2005-03-28,26350.0,26200.0,325155.0,21.4,17930,21030,-38660
2005-03-29,26200.0,25650.0,489179.0,20.95,75570,-51580,-24970
2005-03-30,25500.0,25350.0,326153.0,20.7,-5380,1500,2240
2005-03-31,25700.0,25100.0,419671.0,20.5,73650,5050,-81770
2005-04-01,24850.0,25100.0,507043.0,20.5,38220,13640,-56700
2005-04-04,25250.0,25050.0,442388.0,20.46,114630,-3990,-110370
2005-04-06,25050.0,24850.0,555330.0,20.29,203210,-2000,-202420
2005-04-07,25000.0,24900.0,427590.0,20.33,92150,-6090,-86130
2005-04-08,25100.0,24850.0,379073.0,20.29,103540,-1100,-103150
2005-04-11,24750.0,24600.0,345877.0,20.09,61500,-29150,-31840
2005-04-12,24500.0,24550.0,297231.0,20.05,-900,7770,-7100
2005-04-13,24550.0,24600.0,241923.0,20.09,4220,15070,-18510
2005-04-14,24450.0,24300.0,435466.0,19.84,59985,-111765,42870
2005-04-15,24100.0,24100.0,478260.0,19.68,8400,-47100,19070
2005-04-18,23900.0,23200.0,458922.0,18.95,7590,4540,-14990
2005-04-19,23350.0,23700.0,458926.0,19.35,-106850,-31140,175130
2005-04-20,24000.0,24950.0,864112.0,20.38,-121560,-8330,141390
2005-04-21,24500.0,24550.0,315448.0,20.05,23464,-3154,-19850
2005-04-22,25100.0,24100.0,537424.0,19.68,100268,9372,-109640
2005-04-25,23850.0,23800.0,292842.0,19.44,-11510,9320,-8740
2005-04-26,23800.0,23700.0,286420.0,19.35,16090,-16290,1250
2005-04-27,23500.0,23550.0,307747.0,19.23,44637,-10627,-28930
2005-04-28,23450.0,23150.0,279912.0,18.91,48596,80,-50626
2005-04-29,22850.0,22850.0,324283.0,18.66,-91810,37360,42230
2005-05-02,23100.0,23150.0,147478.0,18.91,-4920,-6360,8540
2005-05-03,23000.0,23000.0,139378.0,18.78,24610,-24880,520
2005-05-04,23000.0,23400.0,169743.0,19.11,-8520,9850,-1100
2005-05-06,23400.0,23500.0,209858.0,19.19,25470,1180,-26650
2005-05-09,23500.0,23050.0,291260.0,18.82,24450,-32470,12700
2005-05-10,23250.0,23200.0,207317.0,18.95,-25160,23400,4180
2005-05-11,23050.0,22800.0,219564.0,18.62,46710,-16200,-31490
2005-05-12,23100.0,22650.0,572109.0,18.5,201950,860,-197320
2005-05-13,22500.0,22250.0,582775.0,18.17,143460,-5080,-140190
2005-05-16,22450.0,22400.0,510495.0,18.29,86560,42910,-130250
2005-05-17,22900.0,22600.0,501192.0,18.46,31500,37840,-69640
2005-05-18,22700.0,22300.0,442414.0,18.21,75900,2140,-97100
2005-05-19,22500.0,22950.0,562414.0,18.74,-227990,153780,26550
2005-05-20,22800.0,24450.0,1043390.0,19.97,-394690,150170,243300
2005-05-23,24750.0,24850.0,766382.0,20.29,-160849,36529,90760
2005-05-24,25100.0,25050.0,461207.0,20.46,-142954,10714,122520
2005-05-25,25200.0,24600.0,441522.0,20.09,-90559,3019,86590
2005-05-26,24550.0,25150.0,395588.0,20.54,-111865,12145,97290
2005-05-27,25350.0,25150.0,378585.0,20.54,-22210,-3510,8870
2005-05-30,25100.0,24950.0,467913.0,20.38,54150,10570,-56440
2005-05-31,24950.0,24500.0,492698.0,20.01,121033,-41303,-31030
2005-06-01,24150.0,24050.0,535255.0,19.64,135110,-47480,-83920
2005-06-02,24250.0,24900.0,814763.0,20.33,-63718,-79242,140610
2005-06-03,24900.0,25500.0,660136.0,20.82,-251513,72353,175650
2005-06-07,25500.0,25450.0,290592.0,20.78,1798,-39448,38230
2005-06-08,25350.0,25750.0,599173.0,21.03,-125485,129205,-6100
2005-06-09,25700.0,25900.0,582412.0,21.15,16410,44750,-48190
2005-06-10,25800.0,25700.0,501042.0,20.99,-13294,-40186,47460
2005-06-13,25700.0,25300.0,432068.0,20.66,107410,-12260,-94180
2005-06-14,25200.0,25100.0,356090.0,20.5,-17260,15460,-4470
2005-06-15,25250.0,25450.0,349007.0,20.78,-27450,27050,1960
2005-06-16,25600.0,25450.0,364534.0,20.78,-19870,13050,1880
2005-06-17,25600.0,25300.0,348456.0,20.66,3350,-7700,2030
2005-06-20,25300.0,24850.0,335029.0,20.29,43890,-42930,910
2005-06-21,24600.0,24700.0,323740.0,20.17,6990,11210,-21180
2005-06-22,24600.0,24900.0,344226.0,20.33,-53750,24360,24860
2005-06-23,24800.0,24900.0,287128.0,20.33,350,-7580,5420
2005-06-24,24600.0,24450.0,323567.0,19.97,39160,-33730,-5970
2005-06-27,24150.0,23900.0,557089.0,19.52,159365,-107925,-42830
2005-06-28,23700.0,24000.0,257778.0,19.6,-21660,12810,4150
2005-06-29,24300.0,23950.0,298012.0,19.56,-27504,17794,3040
2005-06-30,23950.0,24100.0,355655.0,19.68,40233,2317,-66240
2005-07-01,24050.0,24200.0,270980.0,19.76,-16600,-7510,28430
2005-07-04,24300.0,24650.0,372243.0,20.13,-32370,-6950,44360
2005-07-05,24700.0,24350.0,262726.0,19.89,60055,-9355,-50760
2005-07-06,24750.0,24900.0,435013.0,20.33,-66720,47580,5080
2005-07-07,24800.0,25750.0,835862.0,21.03,-120690,144700,-19600
2005-07-08,25750.0,25450.0,427000.0,20.78,-18230,-7510,25750
2005-07-11,26000.0,26000.0,888074.0,21.23,-186086,159576,30430
2005-07-12,26400.0,25600.0,703573.0,20.91,-6399,-30210,42059
2005-07-13,25750.0,25500.0,370095.0,20.82,-25300,-1510,26430
2005-07-14,25650.0,27150.0,2018444.0,22.17,-280980,359160,-66750
2005-07-15,27550.0,27900.0,1884368.0,22.78,-343432,15372,331440
2005-07-18,28050.0,27500.0,944649.0,22.46,112097,-45397,-71430
2005-07-19,27450.0,27700.0,729573.0,22.62,-68910,32170,23950
2005-07-20,27900.0,26900.0,1097210.0,21.97,128143,-19253,-106520
2005-07-21,27200.0,27950.0,2250095.0,22.83,-18139,35919,-13800
2005-07-22,27500.0,27650.0,1223408.0,22.58,-81610,114060,-34950
2005-07-25,27500.0,27200.0,721343.0,22.21,-500,-22930,22810
2005-07-26,27100.0,27800.0,870662.0,22.7,-8436,-90474,102680
2005-07-27,28000.0,28500.0,1201544.0,23.27,-77520,-16470,90500
2005-07-28,28800.0,28350.0,946358.0,23.15,44368,-4688,-59440
2005-07-29,28450.0,28250.0,712639.0,23.07,-35380,-22480,66350
2005-08-01,28100.0,27650.0,601406.0,22.58,90745,-136735,30950
2005-08-02,27500.0,27600.0,606595.0,22.54,72118,-36578,-32100
2005-08-03,27650.0,27300.0,690101.0,22.29,-100611,96971,9660
2005-08-04,27350.0,26400.0,713122.0,21.56,-37290,50760,-16030
2005-08-05,26000.0,25800.0,738680.0,21.07,-66080,41140,20930
2005-08-08,25550.0,25900.0,462987.0,21.15,29570,-34500,8540
2005-08-09,25850.0,26500.0,406730.0,21.64,-72460,1900,69820
2005-08-10,26550.0,26400.0,562820.0,21.56,86610,55780,-143210
2005-08-11,26250.0,26600.0,633061.0,21.72,12590,60270,-81580
2005-08-12,26900.0,26700.0,528058.0,21.8,-98298,28488,65990
2005-08-16,26600.0,26150.0,366158.0,21.36,-31950,-5430,33700
2005-08-17,25800.0,26700.0,442370.0,21.8,-75831,107211,-33660
2005-08-18,26700.0,26400.0,502461.0,21.56,11800,-28200,15990
2005-08-19,26050.0,26100.0,312495.0,21.31,47100,-30090,-17410
2005-08-22,26000.0,26200.0,482857.0,21.4,25520,9680,-46000
2005-08-23,26400.0,26400.0,442051.0,21.56,-45596,12766,32970
2005-08-24,26250.0,25800.0,479025.0,21.07,72710,-99630,31230
2005-08-25,25600.0,25500.0,452065.0,20.82,133770,-8000,-122840
2005-08-26,25400.0,25500.0,596242.0,20.82,-87580,51360,46220
2005-08-29,25000.0,24550.0,504260.0,20.05,52790,48990,-99340
2005-08-30,24600.0,24700.0,631293.0,20.17,144350,-36430,-92390
2005-08-31,24350.0,24800.0,557589.0,20.25,-92850,41410,61440
2005-09-01,25200.0,25650.0,401410.0,20.95,-107560,101880,-5970
2005-09-02,25800.0,25900.0,413809.0,21.15,-126660,130950,-11060
2005-09-05,25900.0,26950.0,1216199.0,22.01,-252300,292200,-43220
2005-09-06,27000.0,27750.0,2209305.0,22.66,-1130894,921264,-28510
2005-09-07,28100.0,28000.0,1003730.0,22.87,-338760,336870,-26090
2005-09-08,28100.0,27650.0,1316673.0,22.58,155614,223036,-354440
2005-09-09,27750.0,28500.0,1936325.0,23.27,128993,399317,-624840
2005-09-12,28800.0,29200.0,2016857.0,23.85,-272327,435867,-284770
2005-09-13,29600.0,28850.0,1573795.0,23.56,181111,20439,-290050
2005-09-14,28700.0,29800.0,1160545.0,24.34,-131954,208554,-91740
2005-09-15,29600.0,29550.0,1597377.0,24.13,-120193,144663,-32280
2005-09-16,29600.0,29050.0,1008734.0,23.72,96856,39694,-175170
2005-09-20,29600.0,28550.0,1815214.0,23.32,772462,-156662,-645270
2005-09-21,28300.0,28550.0,1590981.0,23.32,351927,123983,-459810
2005-09-22,28250.0,30400.0,2028533.0,24.83,-326910,253620,63050
2005-09-23,30750.0,29500.0,2134346.0,24.09,292340,194100,-511320
2005-09-26,29800.0,30100.0,1160481.0,24.58,77849,95951,-183140
2005-09-27,30150.0,29700.0,896097.0,24.25,97028,-30368,-55010
2005-09-28,29750.0,30200.0,1520752.0,24.66,21339,-47923,-56470
2005-09-29,30000.0,29600.0,1183264.0,24.17,134014,-72964,-64850
2005-09-30,29800.0,29550.0,1176963.0,24.13,100882,-208412,88270
2005-10-04,29600.0,29700.0,873214.0,24.25,163529,7041,-124920
2005-10-05,29700.0,30550.0,1956647.0,24.95,-25617,-99813,185800
2005-10-06,30400.0,30250.0,1029114.0,24.7,189662,-23642,-171150
2005-10-07,30200.0,30650.0,1474040.0,25.03,13540,123880,-51340
2005-10-10,31150.0,31800.0,1415558.0,25.97,24645,78755,-65960
2005-10-11,31750.0,32000.0,1088247.0,26.13,184410,96250,-277300
2005-10-12,32000.0,30900.0,1306268.0,25.23,51440,-40660,-13380
2005-10-13,30800.0,30400.0,1195872.0,24.83,249370,-207940,-42920
2005-10-14,30400.0,30100.0,998900.0,24.58,43484,-45114,-13350
2005-10-17,30100.0,29900.0,819580.0,24.42,-189500,2770,-10370
2005-10-18,29900.0,27050.0,2408416.0,22.09,160880,-145730,3860
2005-10-19,27400.0,26900.0,1881011.0,21.97,335880,-197620,31710
2005-10-20,27400.0,27200.0,1233925.0,22.21,-38100,-25570,75330
2005-10-21,26650.0,27800.0,1316307.0,22.7,-116944,83614,81100
2005-10-24,28150.0,27650.0,869111.0,22.58,56848,-73378,-8850
2005-10-25,28150.0,27650.0,787282.0,22.58,-14418,68138,-37430
2005-10-26,27550.0,27000.0,1086022.0,22.05,420299,-52559,-359890
2005-10-27,26850.0,26200.0,1174417.0,21.4,304902,-160272,-101000
2005-10-28,26000.0,25600.0,800727.0,20.91,114880,-42480,-116250
2005-10-31,26000.0,26100.0,570048.0,21.31,60250,1470,-104080
2005-11-01,26250.0,26700.0,684287.0,21.8,11416,-19076,42740
2005-11-02,26700.0,27450.0,552016.0,22.42,-87460,56860,45720
2005-11-03,27700.0,27450.0,550840.0,22.42,17343,-9423,-8660
2005-11-04,27750.0,27500.0,580572.0,22.46,-26607,95397,-6050
2005-11-07,27700.0,28000.0,567761.0,22.87,-87054,92084,-2080
2005-11-08,28000.0,28750.0,1320026.0,23.48,-326719,228239,42960
2005-11-09,28750.0,29150.0,1407234.0,23.81,-170525,81975,134040
2005-11-10,29000.0,29150.0,575055.0,23.81,-69245,22275,-9600
2005-11-11,29650.0,29650.0,877255.0,24.21,-244588,219615,56110
2005-11-14,29800.0,29300.0,678268.0,23.93,82724,-21490,-32974
2005-11-15,29500.0,29100.0,577796.0,23.76,21490,6960,-27030
2005-11-16,28850.0,30350.0,1439330.0,24.79,-80371,214081,-101510
2005-11-17,30400.0,30450.0,765620.0,24.87,-41619,75979,-39190
2005-11-18,30700.0,29800.0,994441.0,24.34,130653,-85759,1886
2005-11-21,29950.0,29450.0,928396.0,24.05,149452,-78772,-110900
2005-11-22,29300.0,29100.0,864335.0,23.76,165285,-23815,-149160
2005-11-23,29400.0,30700.0,1496596.0,25.07,-219689,24249,153740
2005-11-24,31300.0,31550.0,1672540.0,25.76,-318097,132987,237650
2005-11-25,31800.0,32750.0,2116269.0,26.74,-488764,301014,203610
2005-11-28,32950.0,32300.0,1211459.0,26.38,84392,-6932,-51640
2005-11-29,32300.0,34100.0,2617000.0,27.85,-243773,107843,103380
2005-11-30,34200.0,34500.0,1845507.0,28.17,129040,53240,-204280
2005-12-01,34250.0,34100.0,1296648.0,27.85,27374,32276,3670
2005-12-02,34800.0,34000.0,1362525.0,27.77,27588,13312,-10130
2005-12-05,34000.0,34900.0,1174093.0,28.5,-55881,103961,-38540
2005-12-06,34650.0,34850.0,1036934.0,28.46,-103658,179900,-100810
2005-12-07,34500.0,34000.0,1314997.0,27.77,40214,-65254,-13700
2005-12-08,33550.0,34300.0,931289.0,28.01,-20260,102330,-1700
2005-12-09,33850.0,33600.0,1010806.0,27.44,-15820,83430,-56190
2005-12-12,33500.0,33650.0,776225.0,27.48,92730,94780,-185190
2005-12-13,33650.0,35000.0,1023118.0,28.58,-97195,88725,11150
2005-12-14,35400.0,35350.0,1272823.0,28.87,-12630,117510,-124380
2005-12-15,35300.0,35500.0,953503.0,28.99,91014,-61058,-40450
2005-12-16,35000.0,34850.0,932552.0,28.46,-34785,-25085,62620
2005-12-19,34500.0,35200.0,874253.0,28.75,-65863,130443,-118790
2005-12-20,35000.0,36200.0,1500769.0,29.56,-48983,80169,-82850
2005-12-21,36200.0,37200.0,1392639.0,30.38,-323540,275140,-101990
2005-12-22,37200.0,38150.0,2060849.0,31.15,-190999,183349,-78440
2005-12-23,38600.0,38000.0,1330170.0,31.03,55925,37075,-150310
2005-12-26,38200.0,38800.0,1052725.0,31.69,44370,16990,1760
2005-12-27,39450.0,37400.0,1407109.0,30.54,77130,-97750,6650
2005-12-28,36950.0,37500.0,922897.0,30.62,145382,53108,-1930
2005-12-29,37900.0,38450.0,988729.0,31.4,-1917,-97943,85580
2006-01-02,38650.0,38900.0,840291.0,,55079,-60839,18210
2006-01-03,38550.0,38050.0,1118307.0,,89353,-46423,-28790
2006-01-04,38300.0,37100.0,1763362.0,,-182611,-115559,319340
2006-01-05,37100.0,35400.0,2376343.0,,298820,-309520,48200
2006-01-06,35700.0,36100.0,1442362.0,,44456,-116726,27040
2006-01-09,36400.0,34650.0,2223865.0,,116040,-7330,-92810
2006-01-10,35000.0,35500.0,1714395.0,,-268166,182796,-28150
2006-01-11,36000.0,36500.0,1351616.0,,-238433,117563,144800
2006-01-12,36700.0,37200.0,1194551.0,,-105359,30159,41350
2006-01-13,37150.0,36850.0,606069.0,,75613,-17273,-52060
2006-01-16,37100.0,37350.0,1058129.0,,28243,66397,-140410
2006-01-17,36850.0,35100.0,1802911.0,,-121820,100640,-12220
2006-01-18,35000.0,33450.0,1766948.0,,80518,-17208,-19370
2006-01-19,33700.0,35700.0,2722936.0,,-994237,648467,143420
2006-01-20,36100.0,35000.0,1872781.0,,-408098,308688,12380
2006-01-23,34050.0,34500.0,1321067.0,,-243855,204385,66420
2006-01-24,35450.0,36400.0,1130231.0,,-204976,222200,-13000
2006-01-25,36400.0,36950.0,1395569.0,,-446870,299820,80500
2006-01-26,37050.0,37500.0,1328818.0,,-316252,302482,-10820
2006-01-27,38200.0,38000.0,1012576.0,,-288060,156400,102180
2006-01-31,38300.0,38350.0,1293255.0,,-329980,108470,188500
2006-02-01,38000.0,37800.0,1208083.0,,-116770,34170,103950
2006-02-02,38300.0,37600.0,870887.0,,11067,253,19290
2006-02-03,36800.0,36050.0,879529.0,,12950,2420,-11030
2006-02-06,35500.0,36000.0,730650.0,,-10430,57040,-14640
2006-02-07,35950.0,36600.0,664314.0,,-139876,51690,80520
2006-02-08,36600.0,37700.0,1256061.0,,-307869,229299,27470
2006-02-09,38250.0,37900.0,635329.0,,-106112,77772,35610
2006-02-10,38000.0,38150.0,862856.0,,-199904,133784,29930
2006-02-13,38500.0,37450.0,737509.0,,3933,38697,-32700
2006-02-14,36800.0,37800.0,683694.0,,45060,125760,-189630
2006-02-15,38500.0,38000.0,2009991.0,,-409630,530670,-117870
2006-02-16,37850.0,38950.0,1110704.0,,-82869,341479,-278950
2006-02-17,39700.0,39000.0,1257190.0,,211971,68259,-314470
2006-02-20,38700.0,39800.0,1408971.0,,-32037,363287,-420570
2006-02-21,39800.0,40400.0,1921098.0,,-63351,82991,-5460
2006-02-22,40050.0,40000.0,901440.0,,131314,9592,-130630
2006-02-23,40050.0,39750.0,1096621.0,,61288,148252,-214050
2006-02-24,39400.0,40300.0,868379.0,,6895,-4315,-22120
2006-02-27,40350.0,40050.0,671245.0,,86761,-82211,49550
2006-02-28,40400.0,40350.0,1020405.0,,23480,-43510,6640
2006-03-02,40350.0,40000.0,790949.0,,-26696,389,24530
2006-03-03,39800.0,37850.0,1364482.0,,185766,-100626,-69630
2006-03-06,37500.0,38350.0,624364.0,,-66420,86120,16760
2006-03-07,37800.0,37000.0,795986.0,,84459,-38699,-30420
2006-03-08,36550.0,37000.0,998467.0,,6868,148162,-148220
2006-03-09,37050.0,37300.0,630441.0,,-12821,29551,11740
2006-03-10,37500.0,37800.0,518591.0,,24277,-2867,-29850
2006-03-13,38600.0,38250.0,536695.0,,-3152,40642,-59590
2006-03-14,38200.0,37950.0,438815.0,,20894,28576,-46480
2006-03-15,38200.0,37900.0,419050.0,,-54873,157293,-111620
2006-03-16,38050.0,37700.0,688005.0,,74009,65161,-235390
2006-03-17,37700.0,37800.0,365348.0,,34480,-48870,16110
2006-03-20,37700.0,37550.0,459962.0,,86656,52704,-130980
2006-03-21,37700.0,37650.0,572840.0,,178310,-15880,-186660
2006-03-22,37100.0,36600.0,818097.0,,27236,-54566,23320
2006-03-23,36900.0,35600.0,1021815.0,,205965,-136390,-81565
2006-03-24,35400.0,35450.0,830498.0,,-7956,-18994,51930
2006-03-27,35250.0,35750.0,534461.0,,-61502,52172,38290
2006-03-28,35350.0,35800.0,691110.0,,98743,-76953,3890
2006-03-29,35300.0,35900.0,425132.0,,-10279,30189,1560
2006-03-30,36400.0,36350.0,448921.0,,-143632,92592,51000
2006-03-31,36550.0,36750.0,494122.0,,-38143,86453,-53630
2006-04-03,37200.0,37850.0,799927.0,,-111675,190705,-63250
